,On Pursuit,Get A Shout,Xavien Bale,Dr Archer,Aunt Bee,Aussie Axle,Raw Eleven,Velocity Tori
11-01-2023 19:31:13.216231,"(7.5, 9.6, 9.485714285714286)","(31.0, 40.0, 38.470588235294116)","(1.65, 1.92, 1.91)","(4.4, 6.0, 5.966666666666667)","(17.0, 23.0, 21.38095238095238)","(15.0, 22.0, 21.375)","(8.5, 12.0, 11.575)","(91.0, 240.0, 220.0)"
11-01-2023 19:31:14.351433,"(7.5, 9.6, 9.511111111111111)","(31.0, 40.0, 38.470588235294116)","(1.65, 1.92, 1.91)","(4.4, 6.0, 5.966666666666667)","(17.0, 23.0, 21.38095238095238)","(15.0, 22.0, 21.375)","(8.5, 12.0, 11.564102564102564)","(91.0, 240.0, 215.0)"
11-01-2023 19:31:15.468369,"(7.5, 9.8, 9.5)","(31.0, 40.0, 38.470588235294116)","(1.65, 1.92, 1.9026923076923077)","(4.4, 6.0, 5.966666666666667)","(17.0, 23.0, 21.38095238095238)","(15.0, 22.0, 21.375)","(8.5, 12.0, 11.564102564102564)","(91.0, 230.0, 215.0)"
11-01-2023 19:31:16.688834,"(7.5, 9.8, 9.5)","(31.0, 40.0, 38.38095238095238)","(1.65, 1.92, 1.9054838709677417)","(4.4, 6.0, 5.942857142857143)","(17.0, 23.0, 21.692307692307693)","(15.0, 22.0, 20.571428571428573)","(8.5, 12.0, 11.326923076923077)","(91.0, 230.0, 243.33333333333334)"
11-01-2023 19:31:17.855817,"(7.5, 9.8, 9.688888888888888)","(31.0, 40.0, 38.38095238095238)","(1.65, 1.92, 1.9077777777777778)","(4.4, 6.0, 5.966666666666667)","(17.0, 23.0, 21.38095238095238)","(15.0, 22.0, 21.363636363636363)","(8.5, 12.0, 11.514705882352942)","(91.0, 260.0, 240.0)"
11-01-2023 19:31:19.045560,"(7.5, 9.8, 9.533333333333333)","(31.0, 40.0, 38.38095238095238)","(1.65, 1.92, 1.9077777777777778)","(4.4, 6.0, 5.942857142857143)","(17.0, 23.0, 21.692307692307693)","(15.0, 22.0, 20.583333333333332)","(8.5, 12.0, 11.514705882352942)","(91.0, 260.0, 250.0)"
11-01-2023 19:31:20.201231,"(7.5, 9.8, 9.566666666666666)","(31.0, 40.0, 38.38095238095238)","(1.65, 1.92, 1.9077777777777778)","(4.4, 6.0, 5.942857142857143)","(17.0, 23.0, 21.692307692307693)","(15.0, 22.0, 20.583333333333332)","(8.5, 12.0, 11.514705882352942)","(91.0, 260.0, 246.66666666666666)"
11-01-2023 19:31:21.374395,"(7.5, 9.8, 9.533333333333333)","(31.0, 40.0, 39.0)","(1.65, 1.92, 1.93152)","(4.4, 6.0, 5.9625)","(17.0, 23.0, 21.38095238095238)","(15.0, 22.0, 20.583333333333332)","(8.5, 12.0, 11.54054054054054)","(101.0, 270.0, 246.66666666666666)"
11-01-2023 19:31:22.565437,"(7.5, 10.0, 9.607017543859648)","(31.0, 36.0, 35.77777777777778)","(1.65, 1.94, 1.9266666666666665)","(4.4, 6.0, 5.917241379310345)","(17.0, 23.0, 21.692307692307693)","(15.0, 22.0, 20.464285714285715)","(8.5, 12.0, 11.35593220338983)","(101.0, 280.0, 226.66666666666666)"
11-01-2023 19:31:23.782697,"(7.5, 10.0, 9.670588235294117)","(31.0, 40.0, 35.84615384615385)","(1.65, 1.94, 1.9266666666666665)","(4.4, 6.0, 5.870588235294117)","(17.0, 23.0, 21.692307692307693)","(15.0, 21.0, 20.15625)","(8.5, 12.0, 11.296296296296296)","(101.0, 280.0, 226.66666666666666)"
11-01-2023 19:31:24.952386,"(7.5, 10.0, 9.670588235294117)","(31.0, 40.0, 35.84615384615385)","(1.65, 1.94, 1.92)","(4.4, 6.0, 5.908333333333333)","(17.0, 23.0, 21.38095238095238)","(15.0, 21.0, 20.454545454545453)","(8.5, 12.0, 11.296296296296296)","(101.0, 280.0, 226.66666666666666)"
11-01-2023 19:31:26.490560,"(7.5, 10.0, 9.725)","(31.0, 40.0, 35.92)","(1.65, 1.92, 1.9008333333333332)","(4.4, 6.0, 5.908333333333333)","(17.0, 23.0, 21.692307692307693)","(15.0, 21.0, 20.375)","(8.5, 12.0, 11.296296296296296)","(101.0, 280.0, 226.66666666666666)"
11-01-2023 19:31:27.747949,"(7.5, 10.5, 10.042857142857143)","(31.0, 40.0, 35.92)","(1.65, 1.92, 1.9044827586206896)","(4.4, 6.0, 5.88421052631579)","(17.0, 23.0, 21.38095238095238)","(15.0, 21.0, 20.454545454545453)","(8.5, 12.0, 11.296296296296296)","(101.0, 280.0, 243.33333333333334)"
11-01-2023 19:31:28.999459,"(7.5, 10.5, 10.105263157894736)","(31.0, 40.0, 35.92)","(1.65, 1.91, 1.9033333333333333)","(4.4, 6.0, 5.908333333333333)","(17.0, 23.0, 21.454545454545453)","(15.0, 21.0, 20.428571428571427)","(8.5, 11.5, 11.296296296296296)","(101.0, 270.0, 230.0)"
11-01-2023 19:31:30.417135,"(7.5, 10.5, 10.095238095238095)","(31.0, 40.0, 35.92)","(1.65, 1.91, 1.9014285714285712)","(4.4, 6.0, 5.908333333333333)","(17.0, 23.0, 21.62162162162162)","(15.0, 22.0, 20.428571428571427)","(8.5, 11.5, 11.296296296296296)","(101.0, 270.0, 230.0)"
11-01-2023 19:31:31.770365,"(7.5, 10.5, 10.026315789473685)","(31.0, 40.0, 35.92)","(1.65, 1.91, 1.9014285714285712)","(4.4, 6.0, 5.870588235294117)","(17.0, 23.0, 21.62162162162162)","(15.0, 22.0, 20.565217391304348)","(8.5, 11.5, 11.310344827586206)","(101.0, 270.0, 230.0)"
11-01-2023 19:31:32.978381,"(7.5, 10.5, 10.104651162790697)","(31.0, 40.0, 35.92)","(1.65, 1.91, 1.9008333333333332)","(4.4, 6.0, 5.9750000000000005)","(17.0, 23.0, 21.842105263157894)","(15.0, 22.0, 21.142857142857142)","(8.5, 11.5, 11.428571428571429)","(101.0, 270.0, 208.0)"
11-01-2023 19:31:34.148148,"(7.5, 10.5, 10.157894736842104)","(31.0, 40.0, 36.0)","(1.65, 1.9, 1.8925581395348836)","(4.4, 6.2, 5.987096774193549)","(17.0, 23.0, 21.428571428571427)","(15.0, 22.0, 21.142857142857142)","(8.5, 11.5, 11.327272727272728)","(101.0, 280.0, 208.0)"
11-01-2023 19:31:35.326153,"(7.5, 10.5, 10.017241379310345)","(31.0, 40.0, 36.0)","(1.65, 1.9, 1.8917948717948716)","(4.4, 6.2, 5.996428571428572)","(17.0, 23.0, 21.526315789473685)","(15.0, 22.0, 21.142857142857142)","(8.5, 12.0, 11.327272727272728)","(101.0, 280.0, 208.0)"
11-01-2023 19:31:36.656562,"(7.5, 10.5, 10.175609756097561)","(31.0, 38.0, 37.55555555555556)","(1.65, 1.9, 1.8896774193548387)","(4.4, 6.2, 6.011428571428572)","(17.0, 23.0, 21.782608695652172)","(15.0, 22.0, 23.3)","(8.5, 12.0, 11.30188679245283)","(101.0, 280.0, 208.0)"
11-01-2023 19:31:37.952159,"(7.5, 10.5, 10.12)","(31.0, 38.0, 37.55555555555556)","(1.65, 1.9, 1.8923809523809523)","(4.4, 6.2, 6.008333333333334)","(17.0, 23.0, 21.782608695652172)","(15.0, 24.0, 21.38095238095238)","(8.5, 12.0, 11.290909090909091)","(101.0, 280.0, 208.0)"
11-01-2023 19:31:39.395079,"(7.5, 10.5, 10.15)","(31.0, 38.0, 37.55555555555556)","(1.65, 1.9, 1.8930081300813006)","(4.4, 6.2, 6.053333333333334)","(17.0, 23.0, 21.782608695652172)","(15.0, 23.0, 21.0)","(8.5, 12.0, 11.24561403508772)","(101.0, 280.0, 228.57142857142856)"
11-01-2023 19:31:40.814647,"(7.5, 10.5, 10.203125)","(31.0, 38.0, 37.55555555555556)","(1.65, 1.9, 1.8868749999999999)","(4.4, 6.2, 6.053333333333334)","(17.0, 23.0, 21.782608695652172)","(15.0, 22.0, 21.0)","(8.5, 12.0, 11.24561403508772)","(101.0, 280.0, 228.57142857142856)"
11-01-2023 19:31:42.086539,"(7.5, 10.5, 10.160714285714286)","(31.0, 38.0, 37.55555555555556)","(1.65, 1.9, 1.8868749999999999)","(4.4, 6.2, 6.053333333333334)","(17.0, 23.0, 21.782608695652172)","(15.0, 22.0, 21.0)","(8.5, 12.0, 11.24561403508772)","(101.0, 280.0, 228.57142857142856)"
11-01-2023 19:31:43.524370,"(7.5, 10.5, 10.160714285714286)","(31.0, 38.0, 37.55555555555556)","(1.65, 1.9, 1.8865625)","(4.4, 6.2, 6.058064516129033)","(17.0, 23.0, 21.90909090909091)","(15.0, 22.0, 21.0)","(8.5, 12.0, 11.24561403508772)","(101.0, 280.0, 208.0)"
11-01-2023 19:31:44.731297,"(7.5, 10.5, 10.160714285714286)","(31.0, 38.0, 37.55555555555556)","(1.65, 1.9, 1.8865625)","(4.4, 6.2, 6.058064516129033)","(17.0, 23.0, 22.11111111111111)","(15.0, 22.0, 20.8125)","(8.5, 12.0, 11.264150943396226)","(101.0, 280.0, 208.0)"
11-01-2023 19:31:46.006370,"(7.5, 10.5, 10.160714285714286)","(31.0, 38.0, 37.55555555555556)","(1.65, 1.9, 1.888076923076923)","(4.4, 6.2, 6.008333333333334)","(17.0, 23.0, 22.157894736842106)","(15.0, 21.0, 21.083333333333332)","(8.5, 12.0, 11.264150943396226)","(101.0, 280.0, 208.0)"
11-01-2023 19:31:47.307873,"(7.5, 10.5, 10.160714285714286)","(31.0, 38.0, 37.55555555555556)","(1.65, 1.89, 1.884590163934426)","(4.4, 6.2, 6.008333333333334)","(17.0, 23.0, 22.157894736842106)","(15.0, 22.0, 20.896551724137932)","(8.5, 12.0, 11.264150943396226)","(101.0, 280.0, 208.0)"
11-01-2023 19:31:48.513781,"(7.5, 10.5, 10.160714285714286)","(31.0, 38.0, 37.55555555555556)","(1.65, 1.9, 1.884590163934426)","(4.4, 6.2, 6.008333333333334)","(17.0, 23.0, 22.692307692307693)","(15.0, 22.0, 20.896551724137932)","(8.5, 12.0, 11.264150943396226)","(101.0, 280.0, 208.0)"
11-01-2023 19:31:49.729266,"(7.5, 10.5, 10.160714285714286)","(31.0, 38.0, 37.55555555555556)","(1.65, 1.9, 1.885185185185185)","(4.4, 6.2, 6.008333333333334)","(17.0, 23.0, 23.1)","(15.0, 22.0, 20.470588235294116)","(8.5, 12.0, 11.264150943396226)","(101.0, 280.0, 220.0)"
11-01-2023 19:31:50.928406,"(7.5, 10.5, 10.160714285714286)","(31.0, 38.0, 37.55555555555556)","(1.65, 1.9, 1.885185185185185)","(4.4, 6.2, 6.058064516129033)","(17.0, 24.0, 21.6)","(15.0, 22.0, 20.470588235294116)","(8.5, 12.0, 11.264150943396226)","(101.0, 280.0, 228.57142857142856)"
11-01-2023 19:31:52.213842,"(7.5, 10.5, 10.18)","(31.0, 38.0, 36.57142857142857)","(1.65, 1.9, 1.8870967741935483)","(4.4, 6.2, 6.058064516129033)","(17.0, 22.0, 22.4)","(15.0, 22.0, 20.367346938775512)","(8.5, 12.0, 11.264150943396226)","(101.0, 280.0, 208.0)"
11-01-2023 19:31:53.500058,"(7.5, 10.5, 10.18)","(31.0, 38.0, 36.57142857142857)","(1.65, 1.9, 1.8870967741935483)","(4.4, 6.2, 6.058064516129033)","(17.0, 24.0, 22.333333333333332)","(15.0, 22.0, 20.391304347826086)","(8.5, 12.0, 11.290909090909091)","(101.0, 280.0, 220.0)"
11-01-2023 19:31:54.741153,"(7.5, 10.5, 10.18)","(31.0, 38.0, 37.6)","(1.65, 1.9, 1.8873333333333333)","(4.4, 6.2, 6.053333333333334)","(17.0, 24.0, 22.22222222222222)","(15.0, 22.0, 20.0)","(8.5, 12.0, 11.290909090909091)","(101.0, 280.0, 228.57142857142856)"
11-01-2023 19:31:55.828619,"(7.5, 10.5, 10.18)","(31.0, 38.0, 37.6)","(1.65, 1.9, 1.8873333333333333)","(4.4, 6.2, 6.053333333333334)","(17.0, 24.0, 22.22222222222222)","(15.0, 21.0, 20.0)","(8.5, 12.0, 11.290909090909091)","(101.0, 280.0, 220.0)"
11-01-2023 19:31:56.975175,"(7.5, 10.5, 10.18)","(31.0, 38.0, 37.6)","(1.65, 1.9, 1.8873333333333333)","(4.4, 6.2, 6.053333333333334)","(17.0, 24.0, 22.22222222222222)","(15.0, 21.0, 18.6734693877551)","(8.5, 12.0, 11.35)","(101.0, 280.0, 220.0)"
11-01-2023 19:31:58.315507,"(7.5, 10.5, 10.203703703703704)","(31.0, 38.0, 37.6)","(1.65, 1.89, 1.912222222222222)","(4.4, 6.2, 6.053333333333334)","(17.0, 24.0, 22.22222222222222)","(15.0, 19.0, 17.833333333333332)","(8.5, 12.0, 11.290909090909091)","(101.0, 280.0, 228.57142857142856)"
11-01-2023 19:31:59.578473,"(7.5, 10.5, 10.257575757575758)","(31.0, 38.0, 37.75)","(1.65, 1.92, 1.9247540983606557)","(4.4, 6.2, 6.053333333333334)","(17.0, 24.0, 23.058823529411764)","(15.0, 18.0, 17.6875)","(8.5, 12.0, 11.290909090909091)","(101.0, 280.0, 228.57142857142856)"
11-01-2023 19:32:00.856286,"(7.5, 10.5, 10.257575757575758)","(31.0, 38.0, 37.75)","(1.65, 1.93, 1.9241818181818182)","(4.4, 6.2, 6.053333333333334)","(17.0, 24.0, 23.058823529411764)","(15.0, 18.0, 17.72222222222222)","(8.5, 12.0, 11.290909090909091)","(101.0, 280.0, 220.0)"
11-01-2023 19:32:02.122182,"(7.5, 10.5, 10.227272727272727)","(31.0, 38.0, 37.75)","(1.65, 1.93, 1.9241818181818182)","(4.4, 6.2, 6.053333333333334)","(17.0, 24.0, 23.058823529411764)","(14.0, 18.0, 17.72222222222222)","(8.5, 12.0, 11.290909090909091)","(101.0, 280.0, 220.0)"
11-01-2023 19:32:03.243118,"(7.5, 10.5, 10.166666666666666)","(31.0, 38.0, 37.75)","(1.65, 1.93, 1.9241818181818182)","(4.4, 6.2, 6.053333333333334)","(17.0, 24.0, 23.058823529411764)","(14.0, 18.0, 17.847826086956523)","(8.5, 12.0, 11.290909090909091)","(101.0, 280.0, 228.57142857142856)"
11-01-2023 19:32:04.375155,"(7.5, 10.5, 10.166666666666666)","(31.0, 38.0, 37.75)","(1.65, 1.92, 1.9237037037037037)","(4.4, 6.2, 6.053333333333334)","(17.0, 24.0, 23.058823529411764)","(14.0, 18.5, 17.863636363636363)","(8.5, 12.0, 11.290909090909091)","(101.0, 280.0, 208.0)"
11-01-2023 19:32:05.576434,"(7.5, 10.5, 10.166666666666666)","(31.0, 38.0, 37.75)","(1.65, 1.93, 1.9224444444444444)","(4.4, 6.2, 6.053333333333334)","(17.0, 24.0, 23.058823529411764)","(14.0, 18.0, 17.863636363636363)","(8.5, 12.0, 11.290909090909091)","(101.0, 280.0, 220.0)"
11-01-2023 19:32:06.741608,"(7.5, 10.5, 10.166666666666666)","(31.0, 38.0, 37.75)","(1.65, 1.93, 1.9184848484848485)","(4.4, 6.2, 6.053333333333334)","(17.0, 24.0, 23.058823529411764)","(14.0, 18.0, 17.863636363636363)","(8.5, 12.0, 11.290909090909091)","(101.0, 280.0, 228.57142857142856)"
11-01-2023 19:32:07.986687,"(7.5, 10.5, 10.166666666666666)","(31.0, 38.0, 37.75)","(1.65, 1.92, 1.9212)","(4.4, 6.2, 6.053333333333334)","(17.0, 24.0, 23.058823529411764)","(14.0, 18.0, 17.863636363636363)","(8.5, 12.0, 11.290909090909091)","(101.0, 280.0, 228.57142857142856)"
11-01-2023 19:32:09.218016,"(7.5, 10.5, 10.166666666666666)","(31.0, 38.0, 37.75)","(1.65, 1.93, 1.9212)","(4.4, 6.2, 6.0625)","(17.0, 24.0, 23.058823529411764)","(14.0, 18.0, 17.863636363636363)","(8.5, 12.0, 11.290909090909091)","(101.0, 280.0, 220.0)"
11-01-2023 19:32:10.433285,"(7.5, 10.5, 10.166666666666666)","(31.0, 38.0, 37.75)","(1.65, 1.93, 1.9212)","(4.4, 6.2, 6.0625)","(17.0, 24.0, 23.333333333333332)","(14.0, 18.0, 17.863636363636363)","(8.5, 12.0, 11.290909090909091)","(101.0, 280.0, 220.0)"
11-01-2023 19:32:11.600490,"(7.5, 10.5, 10.166666666666666)","(31.0, 38.0, 37.75)","(1.65, 1.93, 1.9212)","(4.4, 6.2, 6.066666666666666)","(17.0, 24.0, 23.333333333333332)","(14.0, 18.0, 17.863636363636363)","(8.5, 12.0, 11.290909090909091)","(101.0, 280.0, 220.0)"
11-01-2023 19:32:12.783092,"(7.5, 10.5, 10.166666666666666)","(31.0, 38.0, 37.666666666666664)","(1.65, 1.93, 1.9212)","(4.4, 6.2, 6.066666666666666)","(17.0, 24.0, 23.333333333333332)","(14.0, 18.0, 17.863636363636363)","(8.5, 12.0, 11.214285714285714)","(101.0, 280.0, 228.57142857142856)"
11-01-2023 19:32:13.991697,"(7.5, 10.5, 10.166666666666666)","(31.0, 38.0, 37.666666666666664)","(1.65, 1.93, 1.9212)","(4.4, 6.2, 6.066666666666666)","(17.0, 24.0, 23.333333333333332)","(14.0, 18.0, 17.863636363636363)","(8.5, 11.5, 11.214285714285714)","(101.0, 280.0, 220.0)"
11-01-2023 19:32:15.196648,"(7.5, 10.5, 10.166666666666666)","(31.0, 38.0, 37.8)","(1.65, 1.93, 1.9144444444444444)","(4.4, 6.2, 6.066666666666666)","(17.0, 24.0, 23.333333333333332)","(14.0, 18.0, 17.772727272727273)","(8.5, 11.5, 11.25)","(101.0, 280.0, 228.57142857142856)"
11-01-2023 19:32:16.398080,"(7.5, 10.5, 10.166666666666666)","(31.0, 38.0, 37.8)","(1.65, 1.92, 1.9081818181818182)","(4.4, 6.2, 6.066666666666666)","(17.0, 24.0, 23.157894736842106)","(14.0, 18.5, 18.03846153846154)","(8.5, 11.5, 11.214285714285714)","(101.0, 280.0, 228.57142857142856)"
11-01-2023 19:32:17.551939,"(7.5, 10.5, 10.166666666666666)","(31.0, 38.0, 37.8)","(1.65, 1.92, 1.911875)","(4.4, 6.2, 6.066666666666666)","(17.0, 24.0, 23.304347826086957)","(14.0, 18.5, 18.026315789473685)","(8.5, 11.5, 10.919354838709678)","(101.0, 280.0, 220.0)"
11-01-2023 19:32:18.686363,"(7.5, 10.5, 10.166666666666666)","(31.0, 38.0, 37.8)","(1.65, 1.92, 1.9072413793103447)","(4.4, 6.2, 6.066666666666666)","(17.0, 24.0, 23.363636363636363)","(14.0, 18.5, 18.03125)","(8.5, 11.5, 10.5625)","(101.0, 280.0, 228.57142857142856)"
11-01-2023 19:32:19.813970,"(7.5, 10.5, 10.166666666666666)","(31.0, 40.0, 37.63636363636363)","(1.65, 1.93, 1.926153846153846)","(4.4, 6.2, 6.066666666666666)","(17.0, 24.0, 23.333333333333332)","(14.0, 18.5, 18.03125)","(8.5, 11.0, 10.481481481481481)","(101.0, 280.0, 228.57142857142856)"
11-01-2023 19:32:20.990303,"(7.5, 10.5, 10.166666666666666)","(31.0, 40.0, 37.63636363636363)","(1.65, 1.94, 1.926153846153846)","(4.4, 6.2, 6.066666666666666)","(17.0, 24.0, 23.533333333333335)","(14.0, 18.5, 18.02857142857143)","(8.5, 11.0, 10.5)","(101.0, 280.0, 220.0)"
11-01-2023 19:32:22.174550,"(7.5, 9.8, 9.73793103448276)","(31.0, 40.0, 37.63636363636363)","(1.65, 1.94, 1.9339325842696629)","(4.4, 6.2, 6.097435897435897)","(17.0, 24.0, 23.363636363636363)","(14.0, 19.0, 18.642857142857142)","(8.5, 11.0, 10.512820512820513)","(101.0, 280.0, 220.0)"
11-01-2023 19:32:23.339865,"(7.5, 9.6, 9.5125)","(31.0, 40.0, 37.63636363636363)","(1.65, 1.94, 1.9339325842696629)","(4.4, 6.2, 6.097435897435897)","(17.0, 24.0, 23.5625)","(14.0, 19.0, 19.958333333333332)","(8.5, 11.0, 10.547619047619047)","(101.0, 280.0, 187.5)"
11-01-2023 19:32:24.516444,"(7.5, 9.4, 9.272727272727273)","(31.0, 40.0, 37.44)","(1.65, 1.94, 1.9304999999999999)","(4.4, 6.2, 6.070967741935484)","(17.0, 24.0, 23.5625)","(14.0, 20.0, 20.583333333333332)","(8.5, 11.0, 10.472222222222221)","(101.0, 190.0, 225.0)"
11-01-2023 19:32:25.678603,"(7.5, 9.4, 9.094117647058823)","(31.0, 40.0, 37.44)","(1.65, 1.94, 1.9304999999999999)","(4.4, 6.2, 6.070967741935484)","(17.0, 24.0, 23.5625)","(14.0, 21.0, 20.166666666666668)","(8.5, 11.0, 10.472222222222221)","(101.0, 240.0, 210.0)"
11-01-2023 19:32:26.777938,"(7.5, 9.4, 9.162962962962963)","(31.0, 40.0, 37.44)","(1.65, 1.94, 1.93)","(4.4, 6.2, 6.066666666666666)","(17.0, 24.0, 23.5625)","(14.0, 21.0, 20.428571428571427)","(8.5, 11.0, 10.441176470588236)","(101.0, 240.0, 210.0)"
11-01-2023 19:32:27.879839,"(7.5, 9.6, 9.352380952380951)","(31.0, 38.0, 37.8)","(1.65, 1.94, 1.9325714285714286)","(4.4, 6.2, 6.066666666666666)","(17.0, 24.0, 23.555555555555557)","(14.0, 22.0, 20.866666666666667)","(8.5, 11.0, 10.634615384615385)","(101.0, 240.0, 210.0)"
11-01-2023 19:32:29.002394,"(8.0, 9.6, 9.442857142857143)","(31.0, 40.0, 37.5)","(1.65, 1.94, 1.9383783783783783)","(4.6, 6.2, 6.088888888888889)","(17.0, 24.0, 23.58823529411765)","(14.0, 21.0, 19.23076923076923)","(8.0, 11.0, 10.575)","(101.0, 240.0, 210.0)"
11-01-2023 19:32:30.214622,"(8.0, 9.6, 9.435294117647059)","(31.0, 38.0, 37.6)","(1.65, 1.94, 1.9559374999999999)","(4.6, 6.2, 6.088888888888889)","(17.0, 24.0, 23.58823529411765)","(14.0, 20.0, 19.285714285714285)","(8.0, 11.0, 10.66)","(101.0, 240.0, 210.0)"
11-01-2023 19:32:31.480481,"(8.0, 9.4, 9.16)","(31.0, 38.0, 37.6)","(1.65, 1.96, 1.971875)","(4.6, 6.2, 6.088888888888889)","(17.0, 24.0, 23.555555555555557)","(14.0, 19.5, 19.38095238095238)","(8.0, 11.0, 10.666666666666666)","(101.0, 240.0, 210.0)"
11-01-2023 19:32:32.718370,"(8.0, 9.2, 9.158333333333333)","(31.0, 38.0, 37.0)","(1.65, 1.98, 1.9682278481012658)","(4.6, 6.2, 6.088888888888889)","(17.0, 24.0, 23.285714285714285)","(14.0, 20.0, 19.363636363636363)","(8.0, 11.0, 10.887096774193548)","(101.0, 240.0, 210.0)"
11-01-2023 19:32:34.093584,"(8.0, 9.2, 9.070588235294117)","(31.0, 38.0, 37.0)","(1.65, 1.97, 1.969493670886076)","(4.6, 6.2, 6.088888888888889)","(17.0, 24.0, 23.5)","(14.0, 19.5, 19.363636363636363)","(8.0, 11.0, 10.895522388059701)","(101.0, 240.0, 210.0)"
11-01-2023 19:32:35.403490,"(8.0, 9.2, 9.042857142857143)","(31.0, 38.0, 37.0)","(1.65, 1.97, 1.9665591397849462)","(4.6, 6.2, 6.088888888888889)","(17.0, 24.0, 23.142857142857142)","(14.0, 19.5, 19.363636363636363)","(8.0, 11.0, 10.915384615384616)","(101.0, 240.0, 210.0)"
11-01-2023 19:32:36.683400,"(8.0, 9.2, 9.042857142857143)","(31.0, 38.0, 36.5)","(1.65, 1.98, 1.9633333333333334)","(4.6, 6.2, 6.088888888888889)","(17.0, 24.0, 23.1)","(14.0, 19.5, 19.125)","(8.0, 11.0, 11.194444444444445)","(101.0, 240.0, 198.1818181818182)"
11-01-2023 19:32:38.139457,"(8.0, 9.2, 9.0125)","(31.0, 38.0, 36.285714285714285)","(1.65, 1.97, 1.9678787878787878)","(4.6, 6.2, 6.091428571428572)","(17.0, 24.0, 23.0)","(14.0, 19.5, 19.125)","(8.0, 11.5, 11.21590909090909)","(101.0, 230.0, 205.0)"
11-01-2023 19:32:39.410582,"(8.0, 9.2, 9.10909090909091)","(31.0, 38.0, 36.285714285714285)","(1.65, 1.97, 1.9778125)","(4.6, 6.2, 6.091428571428572)","(17.0, 24.0, 23.52)","(14.0, 19.5, 19.323529411764707)","(8.0, 12.0, 11.166666666666666)","(101.0, 230.0, 202.85714285714286)"
11-01-2023 19:32:40.653009,"(8.0, 9.2, 9.10909090909091)","(31.0, 38.0, 37.25)","(1.65, 1.98, 1.9778125)","(4.6, 6.2, 6.091428571428572)","(17.0, 24.0, 23.444444444444443)","(14.0, 19.5, 19.25)","(8.0, 11.5, 11.174418604651162)","(101.0, 220.0, 194.54545454545453)"
11-01-2023 19:32:41.885480,"(8.0, 9.2, 9.10909090909091)","(31.0, 38.0, 36.476190476190474)","(1.65, 1.98, 1.979322033898305)","(4.6, 6.2, 6.091428571428572)","(17.0, 24.0, 23.23076923076923)","(14.0, 19.5, 19.25)","(8.0, 11.5, 11.130434782608695)","(101.0, 220.0, 197.14285714285714)"
11-01-2023 19:32:43.127438,"(8.0, 9.2, 9.10909090909091)","(31.0, 38.0, 34.666666666666664)","(1.65, 1.98, 1.94)","(4.6, 6.2, 6.207272727272727)","(17.0, 24.0, 22.710526315789473)","(14.0, 19.5, 19.333333333333332)","(8.0, 11.5, 11.243589743589745)","(101.0, 210.0, 200.0)"
11-01-2023 19:32:44.415582,"(8.0, 9.4, 9.3)","(31.0, 40.0, 36.44444444444444)","(1.65, 1.95, 1.93)","(4.6, 6.4, 6.110769230769231)","(17.0, 25.0, 23.558139534883722)","(14.0, 21.0, 19.75)","(8.0, 11.5, 11.036363636363637)","(101.0, 210.0, 200.0)"
11-01-2023 19:32:45.708929,"(8.0, 9.6, 9.218181818181819)","(31.0, 38.0, 37.666666666666664)","(1.65, 1.93, 1.9268181818181818)","(4.6, 6.4, 6.273239436619718)","(17.0, 25.0, 23.51063829787234)","(14.0, 20.0, 19.833333333333332)","(8.0, 11.5, 10.88961038961039)","(101.0, 210.0, 200.0)"
11-01-2023 19:32:46.924828,"(8.0, 9.2, 9.133333333333333)","(31.0, 38.0, 37.666666666666664)","(1.65, 1.93, 1.9366666666666665)","(4.6, 6.4, 6.2821428571428575)","(17.0, 25.0, 23.51063829787234)","(14.0, 20.0, 20.11111111111111)","(8.0, 11.5, 10.881578947368421)","(101.0, 210.0, 200.0)"
11-01-2023 19:32:48.116314,"(8.0, 9.2, 9.078260869565216)","(31.0, 38.0, 37.666666666666664)","(1.65, 1.94, 1.924705882352941)","(4.6, 6.4, 6.2821428571428575)","(17.0, 25.0, 23.51063829787234)","(14.0, 21.0, 19.666666666666668)","(8.5, 11.5, 10.881578947368421)","(101.0, 210.0, 197.14285714285714)"
11-01-2023 19:32:49.320160,"(8.0, 9.2, 9.146666666666667)","(31.0, 38.0, 37.666666666666664)","(1.65, 1.94, 1.924705882352941)","(4.6, 6.4, 6.2821428571428575)","(17.0, 25.0, 23.653846153846153)","(14.0, 21.0, 19.90909090909091)","(8.5, 11.5, 10.881578947368421)","(101.0, 210.0, 197.14285714285714)"
11-01-2023 19:32:50.495387,"(8.0, 9.2, 9.11)","(31.0, 38.0, 37.666666666666664)","(1.65, 1.94, 1.9218181818181816)","(4.6, 6.4, 6.48125)","(17.0, 25.0, 23.653846153846153)","(14.0, 21.0, 19.90909090909091)","(8.5, 11.5, 10.881578947368421)","(101.0, 210.0, 197.14285714285714)"
11-01-2023 19:32:51.819401,"(8.0, 9.2, 9.12)","(31.0, 38.0, 37.666666666666664)","(1.65, 1.93, 1.9188888888888889)","(4.6, 6.6, 6.516129032258064)","(17.0, 25.0, 23.653846153846153)","(14.0, 21.0, 20.076923076923077)","(8.5, 11.5, 10.881578947368421)","(101.0, 210.0, 197.14285714285714)"
