,Alternate Shot,Sour Lemon,Epic Rooster,Adobe Derulo,Goldstar Tookie,Sugar Time
05-01-2023 16:24:20.015727,"(1.5, 1.64, 1.563061224489796)","(21.0, 110.0, 69.54545454545455)","(3.4, 5.4, 5.16)","(11.0, 32.0, 31.28846153846154)","(12.0, 44.0, 40.285714285714285)","(16.0, 70.0, 54.666666666666664)"
05-01-2023 16:24:21.018949,"(1.5, 1.64, 1.563061224489796)","(21.0, 110.0, 69.54545454545455)","(3.4, 5.4, 5.16)","(11.0, 32.0, 31.28846153846154)","(12.0, 44.0, 40.285714285714285)","(16.0, 70.0, 43.714285714285715)"
05-01-2023 16:24:21.878505,"(1.5, 1.62, 1.5558333333333334)","(21.0, 110.0, 69.54545454545455)","(3.4, 5.4, 5.16)","(11.0, 32.0, 31.28846153846154)","(12.0, 44.0, 40.285714285714285)","(16.0, 70.0, 54.666666666666664)"
05-01-2023 16:24:22.886239,"(1.5, 1.62, 1.554)","(21.0, 110.0, 69.54545454545455)","(3.4, 5.4, 5.32)","(11.0, 32.0, 31.28846153846154)","(12.0, 44.0, 40.285714285714285)","(16.0, 70.0, 67.71428571428572)"
05-01-2023 16:24:23.935613,"(1.5, 1.62, 1.554)","(21.0, 110.0, 69.54545454545455)","(3.4, 5.4, 5.357142857142858)","(11.0, 32.0, 27.25)","(12.0, 44.0, 40.5)","(16.0, 75.0, 67.71428571428572)"
05-01-2023 16:24:25.003111,"(1.5, 1.6, 1.5614285714285714)","(21.0, 110.0, 69.54545454545455)","(3.4, 5.4, 5.357142857142858)","(11.0, 30.0, 26.806451612903224)","(12.0, 42.0, 39.6)","(16.0, 75.0, 72.0)"
05-01-2023 16:24:26.060164,"(1.5, 1.6, 1.5614285714285714)","(21.0, 110.0, 69.54545454545455)","(3.4, 5.4, 5.358620689655172)","(11.0, 30.0, 26.416666666666668)","(12.0, 42.0, 39.6)","(16.0, 75.0, 72.875)"
05-01-2023 16:24:27.117825,"(1.5, 1.6, 1.56)","(21.0, 110.0, 69.54545454545455)","(3.4, 5.4, 5.358620689655172)","(11.0, 29.0, 27.85185185185185)","(12.0, 42.0, 39.6)","(16.0, 75.0, 62.5)"
05-01-2023 16:24:28.144483,"(1.5, 1.6, 1.56)","(21.0, 110.0, 69.54545454545455)","(3.4, 5.4, 5.15)","(11.0, 29.0, 26.416666666666668)","(12.0, 42.0, 39.6)","(16.0, 75.0, 62.5)"
05-01-2023 16:24:29.176121,"(1.5, 1.6, 1.5157894736842106)","(21.0, 110.0, 69.54545454545455)","(3.4, 5.4, 5.15)","(11.0, 29.0, 26.416666666666668)","(12.0, 42.0, 39.6)","(16.0, 75.0, 62.5)"
05-01-2023 16:24:30.094070,"(1.5, 1.58, 1.516842105263158)","(21.0, 110.0, 69.54545454545455)","(3.4, 5.4, 5.15)","(11.0, 29.0, 27.85185185185185)","(12.0, 42.0, 39.6)","(16.0, 75.0, 62.5)"
05-01-2023 16:24:31.040866,"(1.5, 1.58, 1.5072727272727273)","(21.0, 110.0, 69.54545454545455)","(3.4, 5.4, 5.125)","(11.0, 29.0, 16.5)","(12.0, 42.0, 39.6)","(16.0, 75.0, 62.5)"
05-01-2023 16:24:32.185285,"(1.5, 1.58, 1.516842105263158)","(21.0, 110.0, 69.54545454545455)","(3.4, 5.4, 5.321428571428572)","(11.0, 29.0, 19.0)","(12.0, 42.0, 39.6)","(16.0, 75.0, 62.5)"
05-01-2023 16:24:33.158906,"(1.5, 1.58, 1.5072727272727273)","(21.0, 110.0, 69.54545454545455)","(3.4, 5.4, 5.321428571428572)","(11.0, 29.0, 16.5)","(12.0, 42.0, 39.6)","(16.0, 75.0, 62.5)"
05-01-2023 16:24:34.088907,"(1.5, 1.58, 1.516842105263158)","(21.0, 110.0, 69.54545454545455)","(3.4, 5.4, 5.354166666666667)","(11.0, 29.0, 16.5)","(12.0, 42.0, 39.6)","(16.0, 75.0, 62.5)"
05-01-2023 16:24:35.028246,"(1.5, 1.56, 1.505294117647059)","(21.0, 110.0, 69.54545454545455)","(3.4, 5.4, 5.354166666666667)","(11.0, 29.0, 17.4)","(12.0, 42.0, 39.6)","(16.0, 75.0, 62.5)"
05-01-2023 16:24:35.971406,"(1.5, 1.56, 1.5123076923076924)","(21.0, 110.0, 69.54545454545455)","(3.4, 5.4, 5.354166666666667)","(11.0, 29.0, 17.185185185185187)","(12.0, 42.0, 39.6)","(16.0, 75.0, 62.5)"
05-01-2023 16:24:36.922779,"(1.5, 1.56, 1.505294117647059)","(21.0, 110.0, 69.54545454545455)","(3.4, 5.4, 5.356)","(11.0, 29.0, 17.185185185185187)","(12.0, 42.0, 34.38095238095238)","(16.0, 75.0, 71.42857142857143)"
05-01-2023 16:24:37.877390,"(1.5, 1.56, 1.505294117647059)","(21.0, 110.0, 69.54545454545455)","(3.4, 5.4, 5.356)","(11.0, 29.0, 17.185185185185187)","(12.0, 42.0, 34.38095238095238)","(16.0, 75.0, 67.85714285714286)"
05-01-2023 16:24:38.877574,"(1.5, 1.56, 1.491111111111111)","(21.0, 110.0, 69.54545454545455)","(3.4, 5.4, 5.356)","(11.0, 29.0, 17.185185185185187)","(12.0, 42.0, 41.827586206896555)","(16.0, 75.0, 68.0)"
05-01-2023 16:24:39.923058,"(1.5, 1.55, 1.5150000000000001)","(21.0, 110.0, 69.54545454545455)","(3.4, 5.4, 5.125)","(11.0, 29.0, 21.25)","(12.0, 42.0, 37.55555555555556)","(16.0, 75.0, 45.6)"
05-01-2023 16:24:40.951018,"(1.5, 1.53, 1.5241176470588236)","(21.0, 110.0, 69.54545454545455)","(3.4, 5.4, 5.15)","(11.0, 28.0, 21.25)","(12.0, 42.0, 37.55555555555556)","(16.0, 75.0, 45.6)"
05-01-2023 16:24:41.841247,"(1.5, 1.52, 1.4946153846153847)","(21.0, 110.0, 69.54545454545455)","(3.4, 5.4, 5.15)","(11.0, 28.0, 22.9375)","(12.0, 42.0, 37.0)","(16.0, 75.0, 55.400000000000006)"
05-01-2023 16:24:42.687374,"(1.5, 1.52, 1.4946153846153847)","(21.0, 110.0, 69.54545454545455)","(3.4, 5.4, 5.15)","(11.0, 28.0, 22.9375)","(12.0, 42.0, 37.0)","(16.0, 75.0, 55.400000000000006)"
05-01-2023 16:24:43.653006,"(1.5, 1.52, 1.49)","(21.0, 110.0, 69.54545454545455)","(3.4, 5.4, 5.15)","(11.0, 28.0, 21.25)","(12.0, 42.0, 41.45945945945946)","(16.0, 75.0, 45.6)"
05-01-2023 16:24:44.637906,"(1.5, 1.52, 1.49)","(21.0, 110.0, 69.54545454545455)","(3.4, 5.4, 5.15)","(11.0, 28.0, 21.25)","(14.0, 42.0, 41.45945945945946)","(16.0, 75.0, 55.400000000000006)"
05-01-2023 16:24:45.521140,"(1.5, 1.52, 1.4852631578947368)","(21.0, 110.0, 69.54545454545455)","(3.4, 5.4, 5.328571428571429)","(11.0, 29.0, 17.4)","(15.0, 42.0, 41.45945945945946)","(16.0, 75.0, 45.6)"
05-01-2023 16:24:46.410999,"(1.5, 1.5, 1.4827777777777778)","(21.0, 110.0, 69.54545454545455)","(3.4, 5.4, 5.357142857142858)","(11.0, 29.0, 16.391304347826086)","(15.0, 42.0, 41.45945945945946)","(16.0, 75.0, 55.400000000000006)"
05-01-2023 16:24:47.396527,"(1.5, 1.5, 1.4847619047619047)","(21.0, 110.0, 69.54545454545455)","(3.4, 5.4, 5.0)","(11.0, 28.0, 19.0)","(15.0, 42.0, 41.45945945945946)","(16.0, 75.0, 57.36)"
05-01-2023 16:24:48.318873,"(1.5, 1.5, 1.4827027027027027)","(21.0, 110.0, 69.54545454545455)","(3.4, 5.4, 5.2250000000000005)","(11.0, 28.0, 17.615384615384617)","(15.0, 42.0, 41.45945945945946)","(16.0, 75.0, 57.36)"
05-01-2023 16:24:49.280297,"(1.5, 1.5, 1.4953170731707317)","(21.0, 110.0, 69.54545454545455)","(3.4, 5.4, 5.2250000000000005)","(11.0, 28.0, 16.26086956521739)","(15.0, 42.0, 41.45945945945946)","(16.0, 75.0, 57.36)"
05-01-2023 16:24:50.387519,"(1.5, 1.5, 1.494375)","(21.0, 110.0, 69.54545454545455)","(3.4, 5.4, 5.2250000000000005)","(11.0, 28.0, 17.2)","(15.0, 42.0, 41.45945945945946)","(16.0, 75.0, 61.21875)"
05-01-2023 16:24:51.374231,"(1.5, 1.5, 1.494375)","(21.0, 110.0, 69.54545454545455)","(3.4, 5.4, 5.2250000000000005)","(11.0, 28.0, 17.2)","(15.0, 42.0, 41.45945945945946)","(16.0, 75.0, 67.74074074074073)"
05-01-2023 16:24:52.344916,"(1.5, 1.5, 1.494375)","(21.0, 110.0, 69.54545454545455)","(3.4, 5.4, 5.2250000000000005)","(11.0, 28.0, 17.2)","(15.0, 42.0, 41.45945945945946)","(16.0, 75.0, 61.21875)"
05-01-2023 16:24:53.380228,"(1.5, 1.5, 1.4913333333333334)","(21.0, 110.0, 69.54545454545455)","(3.4, 5.4, 5.2250000000000005)","(11.0, 28.0, 16.1875)","(15.0, 42.0, 41.45945945945946)","(16.0, 75.0, 67.74074074074073)"
05-01-2023 16:24:54.329246,"(1.5, 1.52, 1.518974358974359)","(21.0, 110.0, 69.54545454545455)","(3.4, 5.4, 5.2250000000000005)","(11.0, 28.0, 16.1875)","(15.0, 42.0, 64.18181818181819)","(16.0, 75.0, 67.74074074074073)"
05-01-2023 16:24:55.277536,"(1.5, 1.52, 1.5190000000000001)","(21.0, 110.0, 69.54545454545455)","(3.4, 5.4, 5.2250000000000005)","(11.0, 28.0, 17.096153846153847)","(15.0, 65.0, 50.0)","(16.0, 75.0, 61.21875)"
05-01-2023 16:24:56.277652,"(1.5, 1.52, 1.5190000000000001)","(21.0, 110.0, 69.54545454545455)","(3.4, 5.4, 5.341666666666667)","(11.0, 28.0, 17.096153846153847)","(15.0, 60.0, 56.05128205128205)","(16.0, 75.0, 67.74074074074073)"
05-01-2023 16:24:57.202884,"(1.5, 1.52, 1.4997468354430379)","(21.0, 110.0, 69.54545454545455)","(3.4, 5.4, 5.333333333333334)","(11.0, 28.0, 17.096153846153847)","(14.0, 60.0, 56.05128205128205)","(16.0, 75.0, 61.064516129032256)"
05-01-2023 16:24:58.238141,"(1.5, 1.52, 1.4997468354430379)","(21.0, 110.0, 69.54545454545455)","(3.4, 5.4, 5.352941176470589)","(11.0, 27.0, 20.75)","(14.0, 60.0, 56.05128205128205)","(16.0, 75.0, 67.61538461538461)"
05-01-2023 16:24:59.153249,"(1.5, 1.52, 1.4937704918032786)","(21.0, 110.0, 69.54545454545455)","(3.4, 5.4, 5.37037037037037)","(11.0, 27.0, 22.3125)","(14.0, 60.0, 56.05128205128205)","(16.0, 75.0, 67.61538461538461)"
05-01-2023 16:25:00.095768,"(1.5, 1.51, 1.5052631578947369)","(21.0, 110.0, 69.54545454545455)","(3.4, 5.4, 5.37037037037037)","(11.0, 27.0, 17.97222222222222)","(16.0, 60.0, 56.05128205128205)","(16.0, 75.0, 67.61538461538461)"
05-01-2023 16:25:01.092297,"(1.5, 1.51, 1.5052631578947369)","(21.0, 110.0, 69.54545454545455)","(3.4, 5.4, 5.377142857142857)","(11.0, 27.0, 16.84375)","(16.0, 60.0, 56.05128205128205)","(16.0, 75.0, 64.46341463414635)"
05-01-2023 16:25:02.031704,"(1.5, 1.51, 1.4984615384615385)","(21.0, 110.0, 69.54545454545455)","(3.4, 5.4, 5.372413793103449)","(11.0, 27.0, 16.732142857142858)","(16.0, 60.0, 56.05128205128205)","(16.0, 75.0, 63.94117647058823)"
05-01-2023 16:25:03.022662,"(1.5, 1.51, 1.4977777777777779)","(21.0, 110.0, 69.54545454545455)","(3.4, 5.4, 5.374074074074074)","(11.0, 27.0, 15.942307692307692)","(16.0, 60.0, 56.05128205128205)","(16.0, 75.0, 33.6)"
05-01-2023 16:25:04.164483,"(1.5, 1.51, 1.4977777777777779)","(21.0, 110.0, 69.54545454545455)","(3.4, 5.4, 5.375)","(11.0, 27.0, 16.732142857142858)","(16.0, 60.0, 57.02702702702703)","(16.0, 75.0, 38.2)"
05-01-2023 16:25:05.153687,"(1.5, 1.51, 1.5)","(21.0, 110.0, 69.54545454545455)","(3.4, 5.4, 5.375)","(11.0, 27.0, 15.942307692307692)","(16.0, 60.0, 57.02702702702703)","(16.0, 75.0, 33.6)"
05-01-2023 16:25:06.123869,"(1.5, 1.51, 1.5)","(21.0, 110.0, 69.54545454545455)","(3.4, 5.4, 5.375)","(11.0, 27.0, 15.942307692307692)","(16.0, 60.0, 57.02702702702703)","(16.0, 75.0, 33.6)"
05-01-2023 16:25:07.099365,"(1.5, 1.51, 1.5017241379310344)","(21.0, 110.0, 69.54545454545455)","(3.4, 5.4, 5.325)","(11.0, 27.0, 15.942307692307692)","(16.0, 60.0, 57.02702702702703)","(16.0, 75.0, 52.5)"
05-01-2023 16:25:07.947981,"(1.5, 1.51, 1.5017241379310344)","(21.0, 110.0, 60.55555555555556)","(3.4, 5.4, 5.325)","(11.0, 26.0, 24.083333333333336)","(16.0, 60.0, 57.02702702702703)","(16.0, 75.0, 52.5)"
05-01-2023 16:25:08.864741,"(1.5, 1.51, 1.4996875)","(21.0, 110.0, 35.0)","(3.4, 5.4, 5.325)","(11.0, 26.0, 23.125)","(16.0, 60.0, 47.69230769230769)","(16.0, 75.0, 52.5)"
05-01-2023 16:25:09.864672,"(1.45, 1.51, 1.5)","(20.0, 110.0, 68.86363636363636)","(3.6, 5.4, 5.325)","(11.0, 26.0, 16.964285714285715)","(20.0, 60.0, 47.69230769230769)","(17.0, 75.0, 57.391304347826086)"
05-01-2023 16:25:10.943556,"(1.45, 1.51, 1.5)","(20.0, 110.0, 68.86363636363636)","(3.6, 5.4, 5.333333333333334)","(11.0, 26.0, 18.09375)","(20.0, 60.0, 47.69230769230769)","(17.0, 75.0, 40.6)"
05-01-2023 16:25:11.939372,"(1.45, 1.51, 1.4982142857142857)","(20.0, 110.0, 68.86363636363636)","(3.6, 5.4, 5.333333333333334)","(11.0, 26.0, 18.09375)","(20.0, 60.0, 47.69230769230769)","(17.0, 75.0, 36.3)"
05-01-2023 16:25:12.957153,"(1.45, 1.5, 1.4921428571428572)","(20.0, 110.0, 68.86363636363636)","(3.6, 5.4, 5.36)","(11.0, 26.0, 18.09375)","(20.0, 60.0, 47.69230769230769)","(17.0, 75.0, 40.6)"
05-01-2023 16:25:14.138915,"(1.45, 1.5, 1.490625)","(20.0, 110.0, 68.86363636363636)","(3.6, 5.4, 5.36)","(11.0, 26.0, 16.71153846153846)","(20.0, 60.0, 47.69230769230769)","(17.0, 75.0, 63.53333333333333)"
05-01-2023 16:25:15.098993,"(1.45, 1.5, 1.488888888888889)","(20.0, 110.0, 65.5)","(3.6, 5.4, 5.36)","(11.0, 26.0, 16.71153846153846)","(20.0, 60.0, 55.6)","(17.0, 75.0, 55.65)"
05-01-2023 16:25:16.031643,"(1.45, 1.5, 1.488888888888889)","(20.0, 110.0, 69.54545454545455)","(3.6, 5.4, 5.36)","(11.0, 26.0, 15.9375)","(20.0, 60.0, 55.6)","(17.0, 75.0, 63.53333333333333)"
05-01-2023 16:25:17.118345,"(1.45, 1.5, 1.488888888888889)","(20.0, 110.0, 69.54545454545455)","(3.6, 5.4, 5.357142857142858)","(11.0, 25.0, 16.352941176470587)","(20.0, 60.0, 55.6)","(17.0, 75.0, 62.1)"
05-01-2023 16:25:18.166262,"(1.45, 1.5, 1.488888888888889)","(20.0, 110.0, 69.54545454545455)","(3.6, 5.4, 5.357142857142858)","(11.0, 25.0, 16.352941176470587)","(20.0, 60.0, 55.6)","(17.0, 75.0, 62.1)"
05-01-2023 16:25:19.250485,"(1.45, 1.5, 1.488888888888889)","(20.0, 110.0, 69.54545454545455)","(3.6, 5.4, 5.357142857142858)","(11.0, 25.0, 16.352941176470587)","(20.0, 60.0, 55.6)","(17.0, 75.0, 62.1)"
05-01-2023 16:25:20.409014,"(1.45, 1.5, 1.4903225806451612)","(20.0, 110.0, 69.54545454545455)","(3.6, 5.4, 5.366666666666667)","(11.0, 25.0, 17.263157894736842)","(20.0, 60.0, 56.173913043478265)","(17.0, 75.0, 62.1)"
05-01-2023 16:25:21.543160,"(1.45, 1.5, 1.49)","(20.0, 110.0, 69.54545454545455)","(3.6, 5.4, 5.366666666666667)","(11.0, 25.0, 16.310344827586206)","(20.0, 60.0, 56.173913043478265)","(17.0, 75.0, 68.12)"
05-01-2023 16:25:22.522863,"(1.45, 1.5, 1.49)","(20.0, 110.0, 69.54545454545455)","(3.6, 5.4, 5.366666666666667)","(11.0, 25.0, 15.666666666666666)","(20.0, 60.0, 56.173913043478265)","(17.0, 75.0, 62.1)"
05-01-2023 16:25:23.508488,"(1.45, 1.5, 1.49)","(20.0, 110.0, 69.54545454545455)","(3.6, 5.4, 5.366666666666667)","(11.0, 25.0, 15.666666666666666)","(20.0, 60.0, 56.173913043478265)","(17.0, 75.0, 62.1)"
05-01-2023 16:25:24.546281,"(1.45, 1.5, 1.4857142857142858)","(20.0, 110.0, 69.54545454545455)","(3.6, 5.4, 5.366666666666667)","(11.0, 25.0, 16.310344827586206)","(20.0, 60.0, 56.173913043478265)","(17.0, 75.0, 68.12)"
05-01-2023 16:25:25.515407,"(1.45, 1.5, 1.4857142857142858)","(20.0, 110.0, 69.54545454545455)","(3.6, 5.4, 5.366666666666667)","(11.0, 25.0, 15.666666666666666)","(20.0, 60.0, 56.173913043478265)","(17.0, 75.0, 62.1)"
05-01-2023 16:25:26.440693,"(1.45, 1.5, 1.4857142857142858)","(20.0, 110.0, 69.54545454545455)","(3.6, 5.4, 5.366666666666667)","(11.0, 25.0, 15.666666666666666)","(20.0, 60.0, 56.173913043478265)","(17.0, 75.0, 68.12)"
05-01-2023 16:25:27.404015,"(1.45, 1.5, 1.4857142857142858)","(20.0, 110.0, 69.54545454545455)","(3.6, 5.4, 5.366666666666667)","(11.0, 25.0, 16.310344827586206)","(20.0, 60.0, 56.173913043478265)","(17.0, 75.0, 41.45454545454545)"
05-01-2023 16:25:28.341042,"(1.45, 1.5, 1.4849999999999999)","(20.0, 110.0, 69.54545454545455)","(3.6, 5.4, 5.366666666666667)","(11.0, 25.0, 15.666666666666666)","(20.0, 60.0, 56.173913043478265)","(17.0, 75.0, 47.666666666666664)"
05-01-2023 16:25:29.230221,"(1.45, 1.5, 1.4933333333333334)","(20.0, 110.0, 69.54545454545455)","(3.6, 5.4, 5.366666666666667)","(11.0, 25.0, 16.310344827586206)","(20.0, 60.0, 56.173913043478265)","(17.0, 75.0, 57.42857142857143)"
05-01-2023 16:25:30.216153,"(1.45, 1.5, 1.4945454545454546)","(20.0, 110.0, 69.54545454545455)","(3.6, 5.4, 5.366666666666667)","(11.0, 25.0, 16.310344827586206)","(20.0, 60.0, 56.173913043478265)","(17.0, 75.0, 64.75)"
05-01-2023 16:25:31.439999,"(1.45, 1.5, 1.4945454545454546)","(20.0, 110.0, 69.54545454545455)","(3.7, 5.4, 5.366666666666667)","(11.0, 25.0, 15.666666666666666)","(20.0, 60.0, 56.173913043478265)","(19.0, 75.0, 63.096774193548384)"
05-01-2023 16:25:32.455165,"(1.4, 1.5, 1.4945454545454546)","(20.0, 110.0, 69.54545454545455)","(3.7, 5.4, 5.366666666666667)","(11.0, 25.0, 16.310344827586206)","(20.0, 60.0, 56.173913043478265)","(19.0, 75.0, 68.6923076923077)"
05-01-2023 16:25:33.476219,"(1.4, 1.5, 1.4945454545454546)","(20.0, 110.0, 69.54545454545455)","(3.7, 5.4, 5.366666666666667)","(11.0, 25.0, 15.666666666666666)","(20.0, 60.0, 56.173913043478265)","(19.0, 75.0, 63.096774193548384)"
05-01-2023 16:25:34.509132,"(1.4, 1.51, 1.5066666666666666)","(20.0, 110.0, 69.54545454545455)","(3.7, 5.4, 5.366666666666667)","(11.0, 25.0, 16.310344827586206)","(20.0, 60.0, 56.173913043478265)","(19.0, 75.0, 68.6923076923077)"
05-01-2023 16:25:35.654196,"(1.4, 1.51, 1.5066666666666666)","(20.0, 110.0, 69.54545454545455)","(3.7, 5.4, 5.366666666666667)","(11.0, 25.0, 15.666666666666666)","(20.0, 60.0, 56.173913043478265)","(19.0, 75.0, 65.68)"
05-01-2023 16:25:36.748695,"(1.4, 1.51, 1.5025)","(20.0, 110.0, 69.54545454545455)","(3.7, 5.4, 5.366666666666667)","(11.0, 25.0, 15.666666666666666)","(20.0, 60.0, 56.173913043478265)","(19.0, 70.0, 65.68)"
05-01-2023 16:25:37.807063,"(1.4, 1.52, 1.5)","(20.0, 110.0, 69.54545454545455)","(3.7, 5.4, 5.366666666666667)","(11.0, 25.0, 15.666666666666666)","(20.0, 60.0, 56.173913043478265)","(19.0, 70.0, 59.54838709677419)"
05-01-2023 16:25:38.789125,"(1.4, 1.52, 1.509090909090909)","(20.0, 110.0, 69.54545454545455)","(3.7, 5.4, 5.366666666666667)","(11.0, 25.0, 15.666666666666666)","(20.0, 60.0, 56.173913043478265)","(19.0, 70.0, 59.54838709677419)"
05-01-2023 16:25:39.857094,"(1.4, 1.52, 1.509090909090909)","(20.0, 110.0, 69.54545454545455)","(3.7, 5.4, 5.366666666666667)","(11.0, 25.0, 16.310344827586206)","(20.0, 60.0, 56.173913043478265)","(19.0, 70.0, 59.54838709677419)"
05-01-2023 16:25:40.783792,"(1.4, 1.52, 1.505)","(20.0, 110.0, 69.54545454545455)","(3.7, 5.4, 5.366666666666667)","(11.0, 25.0, 16.310344827586206)","(20.0, 60.0, 56.173913043478265)","(19.0, 70.0, 59.54838709677419)"
05-01-2023 16:25:41.689296,"(1.4, 1.52, 1.509090909090909)","(20.0, 110.0, 69.54545454545455)","(3.7, 5.4, 5.366666666666667)","(11.0, 25.0, 15.666666666666666)","(20.0, 60.0, 47.42857142857143)","(19.0, 70.0, 63.33333333333333)"
05-01-2023 16:25:42.632302,"(1.4, 1.52, 1.509090909090909)","(20.0, 110.0, 69.54545454545455)","(3.7, 5.4, 5.366666666666667)","(11.0, 25.0, 15.666666666666666)","(20.0, 60.0, 47.42857142857143)","(19.0, 70.0, 69.0625)"
05-01-2023 16:25:43.739174,"(1.4, 1.51, 1.495)","(20.0, 110.0, 69.54545454545455)","(3.7, 5.4, 5.366666666666667)","(11.0, 25.0, 16.310344827586206)","(20.0, 60.0, 53.84615384615385)","(19.0, 85.0, 77.80952380952381)"
05-01-2023 16:25:44.841318,"(1.4, 1.51, 1.486)","(20.0, 110.0, 69.54545454545455)","(3.7, 5.4, 5.166666666666667)","(11.0, 25.0, 15.666666666666666)","(20.0, 60.0, 53.84615384615385)","(19.0, 80.0, 77.80952380952381)"
05-01-2023 16:25:45.990056,"(1.4, 1.51, 1.4914285714285713)","(20.0, 110.0, 69.54545454545455)","(3.7, 5.3, 5.115384615384616)","(11.0, 25.0, 16.310344827586206)","(20.0, 60.0, 53.84615384615385)","(19.0, 80.0, 62.8)"
05-01-2023 16:25:47.095188,"(1.4, 1.51, 1.4875)","(20.0, 110.0, 65.5)","(3.7, 5.3, 5.115384615384616)","(11.0, 25.0, 16.310344827586206)","(20.0, 60.0, 53.84615384615385)","(19.0, 70.0, 77.80952380952381)"
05-01-2023 16:25:48.291309,"(1.4, 1.51, 1.4973684210526317)","(20.0, 110.0, 65.5)","(3.7, 5.3, 5.166666666666667)","(11.0, 25.0, 15.666666666666666)","(20.0, 60.0, 53.84615384615385)","(19.0, 80.0, 72.33333333333334)"
05-01-2023 16:25:49.519066,"(1.4, 1.51, 1.4566666666666666)","(20.0, 110.0, 65.5)","(3.7, 5.3, 5.166666666666667)","(11.0, 25.0, 16.51923076923077)","(20.0, 60.0, 53.84615384615385)","(19.0, 80.0, 40.4)"
05-01-2023 16:25:50.570923,"(1.35, 1.51, 1.4757142857142858)","(20.0, 110.0, 65.5)","(3.8, 5.3, 5.166666666666667)","(11.0, 25.0, 16.51923076923077)","(21.0, 60.0, 53.84615384615385)","(20.0, 80.0, 41.666666666666664)"
05-01-2023 16:25:51.533831,"(1.35, 1.48, 1.450845070422535)","(20.0, 110.0, 65.5)","(3.8, 5.3, 5.166666666666667)","(11.0, 25.0, 15.8125)","(21.0, 60.0, 53.84615384615385)","(20.0, 70.0, 44.8)"
05-01-2023 16:25:52.627901,"(1.35, 1.48, 1.450845070422535)","(20.0, 110.0, 65.5)","(3.8, 5.3, 5.166666666666667)","(11.0, 25.0, 15.8125)","(21.0, 60.0, 53.84615384615385)","(20.0, 80.0, 60.2)"
05-01-2023 16:25:53.691507,"(1.35, 1.48, 1.4527631578947369)","(20.0, 110.0, 65.5)","(3.8, 5.3, 5.172727272727273)","(11.0, 25.0, 16.51923076923077)","(21.0, 60.0, 53.84615384615385)","(20.0, 80.0, 60.2)"
05-01-2023 16:25:54.693379,"(1.35, 1.48, 1.450845070422535)","(20.0, 110.0, 65.5)","(3.8, 5.9, 5.888571428571429)","(11.0, 25.0, 15.8125)","(21.0, 60.0, 46.90909090909091)","(20.0, 70.0, 61.2258064516129)"
05-01-2023 16:25:55.602932,"(1.35, 1.47, 1.468469387755102)","(20.0, 110.0, 65.5)","(3.8, 7.0, 6.97)","(11.0, 25.0, 15.8125)","(21.0, 60.0, 46.90909090909091)","(20.0, 70.0, 60.93333333333334)"
05-01-2023 16:25:56.591326,"(1.35, 1.49, 1.4896256684491977)","(20.0, 110.0, 65.5)","(3.8, 7.0, 6.970588235294118)","(11.0, 25.0, 15.8125)","(21.0, 60.0, 46.90909090909091)","(20.0, 70.0, 60.93333333333334)"
05-01-2023 16:25:57.586874,"(1.35, 1.51, 1.4958823529411764)","(20.0, 100.0, 64.44444444444444)","(3.8, 6.8, 6.08)","(11.0, 25.0, 15.434782608695652)","(21.0, 60.0, 46.90909090909091)","(20.0, 65.0, 51.5)"
05-01-2023 16:25:58.545811,"(1.35, 1.51, 1.4958823529411764)","(20.0, 95.0, 70.33333333333334)","(3.8, 6.8, 6.0)","(11.0, 25.0, 15.434782608695652)","(21.0, 60.0, 46.90909090909091)","(20.0, 65.0, 51.5)"
05-01-2023 16:25:59.567897,"(1.35, 1.51, 1.4362)","(20.0, 95.0, 58.0)","(3.8, 6.6, 5.963636363636363)","(11.0, 25.0, 15.434782608695652)","(21.0, 60.0, 46.90909090909091)","(20.0, 65.0, 51.5)"
05-01-2023 16:26:00.577556,"(1.35, 1.51, 1.4362)","(20.0, 95.0, 58.0)","(3.8, 6.6, 5.963636363636363)","(11.0, 25.0, 15.434782608695652)","(21.0, 60.0, 46.90909090909091)","(20.0, 65.0, 51.5)"
05-01-2023 16:26:01.528597,"(1.35, 1.5, 1.452)","(20.0, 90.0, 58.63636363636363)","(3.8, 6.4, 6.050000000000001)","(11.0, 24.0, 16.285714285714285)","(21.0, 60.0, 46.90909090909091)","(20.0, 65.0, 51.5)"
05-01-2023 16:26:02.505262,"(1.35, 1.5, 1.452)","(20.0, 90.0, 58.63636363636363)","(3.8, 6.4, 6.050000000000001)","(11.0, 24.0, 18.31578947368421)","(21.0, 60.0, 46.90909090909091)","(20.0, 65.0, 51.5)"
05-01-2023 16:26:03.435287,"(1.35, 1.47, 1.457037037037037)","(20.0, 90.0, 40.54545454545455)","(3.8, 5.8, 5.676923076923076)","(11.0, 24.0, 18.31578947368421)","(21.0, 60.0, 46.90909090909091)","(20.0, 65.0, 51.5)"
05-01-2023 16:26:04.450154,"(1.35, 1.47, 1.45)","(20.0, 90.0, 53.733333333333334)","(3.8, 5.8, 5.6117647058823525)","(11.0, 24.0, 18.31578947368421)","(21.0, 60.0, 53.84615384615385)","(20.0, 65.0, 51.5)"
