,Similar Features,Swift Choice,Metro Mike,Davettes Diva,World Gone Mad,Federal Ranger
10,"[datetime.datetime(2022, 11, 28, 20, 21, 0, 33298), 41.0, 270.0]","[datetime.datetime(2022, 11, 28, 20, 21, 0, 33298), 4.4, 6.4]","[datetime.datetime(2022, 11, 28, 20, 21, 0, 33298), 4.4, 6.6]","[datetime.datetime(2022, 11, 28, 20, 21, 0, 33298), 21.0, 60.0]","[datetime.datetime(2022, 11, 28, 20, 21, 0, 33298), 2.25, 3.35]","[datetime.datetime(2022, 11, 28, 20, 21, 0, 33298), 3.3, 6.4]"
11,"[datetime.datetime(2022, 11, 28, 20, 21, 1, 134335), 41.0, 270.0]","[datetime.datetime(2022, 11, 28, 20, 21, 1, 134335), 4.4, 6.4]","[datetime.datetime(2022, 11, 28, 20, 21, 1, 134335), 4.4, 6.6]","[datetime.datetime(2022, 11, 28, 20, 21, 1, 134335), 21.0, 60.0]","[datetime.datetime(2022, 11, 28, 20, 21, 1, 134335), 2.25, 3.35]","[datetime.datetime(2022, 11, 28, 20, 21, 1, 134335), 3.3, 6.4]"
12,"[datetime.datetime(2022, 11, 28, 20, 21, 2, 237706), 41.0, 270.0]","[datetime.datetime(2022, 11, 28, 20, 21, 2, 237706), 4.4, 6.4]","[datetime.datetime(2022, 11, 28, 20, 21, 2, 237706), 4.4, 6.6]","[datetime.datetime(2022, 11, 28, 20, 21, 2, 237706), 21.0, 60.0]","[datetime.datetime(2022, 11, 28, 20, 21, 2, 237706), 2.25, 3.35]","[datetime.datetime(2022, 11, 28, 20, 21, 2, 237706), 3.3, 6.4]"
13,"[datetime.datetime(2022, 11, 28, 20, 21, 3, 335277), 41.0, 270.0]","[datetime.datetime(2022, 11, 28, 20, 21, 3, 335277), 4.4, 6.4]","[datetime.datetime(2022, 11, 28, 20, 21, 3, 335277), 4.4, 6.6]","[datetime.datetime(2022, 11, 28, 20, 21, 3, 335277), 21.0, 60.0]","[datetime.datetime(2022, 11, 28, 20, 21, 3, 335277), 2.25, 3.35]","[datetime.datetime(2022, 11, 28, 20, 21, 3, 335277), 3.3, 6.4]"
14,"[datetime.datetime(2022, 11, 28, 20, 21, 4, 439535), 41.0, 270.0]","[datetime.datetime(2022, 11, 28, 20, 21, 4, 439535), 4.4, 6.4]","[datetime.datetime(2022, 11, 28, 20, 21, 4, 439535), 4.4, 6.6]","[datetime.datetime(2022, 11, 28, 20, 21, 4, 439535), 21.0, 60.0]","[datetime.datetime(2022, 11, 28, 20, 21, 4, 439535), 2.25, 3.35]","[datetime.datetime(2022, 11, 28, 20, 21, 4, 439535), 3.3, 6.4]"
15,"[datetime.datetime(2022, 11, 28, 20, 21, 5, 543343), 41.0, 250.0]","[datetime.datetime(2022, 11, 28, 20, 21, 5, 543343), 4.4, 6.4]","[datetime.datetime(2022, 11, 28, 20, 21, 5, 543343), 4.4, 6.6]","[datetime.datetime(2022, 11, 28, 20, 21, 5, 543343), 21.0, 60.0]","[datetime.datetime(2022, 11, 28, 20, 21, 5, 543343), 2.25, 3.35]","[datetime.datetime(2022, 11, 28, 20, 21, 5, 543343), 3.3, 6.4]"
16,"[datetime.datetime(2022, 11, 28, 20, 21, 6, 647291), 41.0, 250.0]","[datetime.datetime(2022, 11, 28, 20, 21, 6, 647291), 4.4, 6.4]","[datetime.datetime(2022, 11, 28, 20, 21, 6, 647291), 4.4, 6.6]","[datetime.datetime(2022, 11, 28, 20, 21, 6, 647291), 21.0, 60.0]","[datetime.datetime(2022, 11, 28, 20, 21, 6, 647291), 2.25, 3.35]","[datetime.datetime(2022, 11, 28, 20, 21, 6, 647291), 3.3, 6.4]"
17,"[datetime.datetime(2022, 11, 28, 20, 21, 7, 752916), 41.0, 250.0]","[datetime.datetime(2022, 11, 28, 20, 21, 7, 752916), 4.4, 6.4]","[datetime.datetime(2022, 11, 28, 20, 21, 7, 752916), 4.4, 6.6]","[datetime.datetime(2022, 11, 28, 20, 21, 7, 752916), 21.0, 60.0]","[datetime.datetime(2022, 11, 28, 20, 21, 7, 752916), 2.25, 3.35]","[datetime.datetime(2022, 11, 28, 20, 21, 7, 752916), 3.3, 6.4]"
18,"[datetime.datetime(2022, 11, 28, 20, 21, 8, 851201), 41.0, 250.0]","[datetime.datetime(2022, 11, 28, 20, 21, 8, 851201), 4.4, 6.4]","[datetime.datetime(2022, 11, 28, 20, 21, 8, 851201), 4.4, 6.6]","[datetime.datetime(2022, 11, 28, 20, 21, 8, 851201), 21.0, 60.0]","[datetime.datetime(2022, 11, 28, 20, 21, 8, 851201), 2.25, 3.35]","[datetime.datetime(2022, 11, 28, 20, 21, 8, 851201), 3.3, 6.4]"
19,"[datetime.datetime(2022, 11, 28, 20, 21, 9, 953222), 41.0, 250.0]","[datetime.datetime(2022, 11, 28, 20, 21, 9, 953222), 4.4, 6.4]","[datetime.datetime(2022, 11, 28, 20, 21, 9, 953222), 4.4, 6.6]","[datetime.datetime(2022, 11, 28, 20, 21, 9, 953222), 21.0, 60.0]","[datetime.datetime(2022, 11, 28, 20, 21, 9, 953222), 2.25, 3.35]","[datetime.datetime(2022, 11, 28, 20, 21, 9, 953222), 3.3, 6.4]"
20,"[datetime.datetime(2022, 11, 28, 20, 21, 11, 49599), 41.0, 250.0]","[datetime.datetime(2022, 11, 28, 20, 21, 11, 49599), 4.4, 6.4]","[datetime.datetime(2022, 11, 28, 20, 21, 11, 49599), 4.4, 6.6]","[datetime.datetime(2022, 11, 28, 20, 21, 11, 49599), 21.0, 60.0]","[datetime.datetime(2022, 11, 28, 20, 21, 11, 49599), 2.25, 3.35]","[datetime.datetime(2022, 11, 28, 20, 21, 11, 49599), 3.3, 6.4]"
21,"[datetime.datetime(2022, 11, 28, 20, 21, 12, 150036), 41.0, 250.0]","[datetime.datetime(2022, 11, 28, 20, 21, 12, 150036), 4.4, 6.4]","[datetime.datetime(2022, 11, 28, 20, 21, 12, 150036), 4.4, 6.6]","[datetime.datetime(2022, 11, 28, 20, 21, 12, 150036), 21.0, 60.0]","[datetime.datetime(2022, 11, 28, 20, 21, 12, 150036), 2.25, 3.35]","[datetime.datetime(2022, 11, 28, 20, 21, 12, 150036), 3.3, 6.2]"
22,"[datetime.datetime(2022, 11, 28, 20, 21, 13, 252515), 41.0, 250.0]","[datetime.datetime(2022, 11, 28, 20, 21, 13, 252515), 4.4, 6.4]","[datetime.datetime(2022, 11, 28, 20, 21, 13, 252515), 4.4, 6.6]","[datetime.datetime(2022, 11, 28, 20, 21, 13, 252515), 21.0, 60.0]","[datetime.datetime(2022, 11, 28, 20, 21, 13, 252515), 2.25, 3.35]","[datetime.datetime(2022, 11, 28, 20, 21, 13, 252515), 3.3, 6.2]"
23,"[datetime.datetime(2022, 11, 28, 20, 21, 14, 351568), 41.0, 250.0]","[datetime.datetime(2022, 11, 28, 20, 21, 14, 351568), 4.4, 6.4]","[datetime.datetime(2022, 11, 28, 20, 21, 14, 351568), 4.4, 6.6]","[datetime.datetime(2022, 11, 28, 20, 21, 14, 351568), 21.0, 60.0]","[datetime.datetime(2022, 11, 28, 20, 21, 14, 351568), 2.25, 3.35]","[datetime.datetime(2022, 11, 28, 20, 21, 14, 351568), 3.3, 6.2]"
24,"[datetime.datetime(2022, 11, 28, 20, 21, 15, 453195), 41.0, 250.0]","[datetime.datetime(2022, 11, 28, 20, 21, 15, 453195), 4.4, 6.4]","[datetime.datetime(2022, 11, 28, 20, 21, 15, 453195), 4.4, 6.6]","[datetime.datetime(2022, 11, 28, 20, 21, 15, 454197), 21.0, 60.0]","[datetime.datetime(2022, 11, 28, 20, 21, 15, 454197), 2.25, 3.35]","[datetime.datetime(2022, 11, 28, 20, 21, 15, 454197), 3.3, 6.2]"
25,"[datetime.datetime(2022, 11, 28, 20, 21, 16, 554024), 41.0, 250.0]","[datetime.datetime(2022, 11, 28, 20, 21, 16, 554024), 4.4, 6.4]","[datetime.datetime(2022, 11, 28, 20, 21, 16, 554024), 4.4, 6.6]","[datetime.datetime(2022, 11, 28, 20, 21, 16, 554024), 21.0, 60.0]","[datetime.datetime(2022, 11, 28, 20, 21, 16, 554024), 2.25, 3.35]","[datetime.datetime(2022, 11, 28, 20, 21, 16, 554024), 3.3, 6.2]"
26,"[datetime.datetime(2022, 11, 28, 20, 21, 17, 667312), 41.0, 250.0]","[datetime.datetime(2022, 11, 28, 20, 21, 17, 667312), 4.4, 6.4]","[datetime.datetime(2022, 11, 28, 20, 21, 17, 667312), 4.4, 6.6]","[datetime.datetime(2022, 11, 28, 20, 21, 17, 667312), 21.0, 60.0]","[datetime.datetime(2022, 11, 28, 20, 21, 17, 667312), 2.25, 3.35]","[datetime.datetime(2022, 11, 28, 20, 21, 17, 667312), 3.3, 6.2]"
27,"[datetime.datetime(2022, 11, 28, 20, 21, 18, 768543), 41.0, 250.0]","[datetime.datetime(2022, 11, 28, 20, 21, 18, 768543), 4.4, 6.4]","[datetime.datetime(2022, 11, 28, 20, 21, 18, 768543), 4.4, 6.6]","[datetime.datetime(2022, 11, 28, 20, 21, 18, 768543), 21.0, 60.0]","[datetime.datetime(2022, 11, 28, 20, 21, 18, 768543), 2.25, 3.35]","[datetime.datetime(2022, 11, 28, 20, 21, 18, 768543), 3.3, 6.2]"
28,"[datetime.datetime(2022, 11, 28, 20, 21, 19, 864908), 41.0, 250.0]","[datetime.datetime(2022, 11, 28, 20, 21, 19, 864908), 4.4, 6.4]","[datetime.datetime(2022, 11, 28, 20, 21, 19, 864908), 4.4, 6.6]","[datetime.datetime(2022, 11, 28, 20, 21, 19, 864908), 21.0, 60.0]","[datetime.datetime(2022, 11, 28, 20, 21, 19, 864908), 2.25, 3.35]","[datetime.datetime(2022, 11, 28, 20, 21, 19, 864908), 3.3, 6.2]"
29,"[datetime.datetime(2022, 11, 28, 20, 21, 20, 964298), 41.0, 250.0]","[datetime.datetime(2022, 11, 28, 20, 21, 20, 964298), 4.4, 6.4]","[datetime.datetime(2022, 11, 28, 20, 21, 20, 964298), 4.4, 6.6]","[datetime.datetime(2022, 11, 28, 20, 21, 20, 964298), 21.0, 60.0]","[datetime.datetime(2022, 11, 28, 20, 21, 20, 964298), 2.25, 3.35]","[datetime.datetime(2022, 11, 28, 20, 21, 20, 964298), 3.3, 6.2]"
30,"[datetime.datetime(2022, 11, 28, 20, 21, 22, 62492), 41.0, 250.0]","[datetime.datetime(2022, 11, 28, 20, 21, 22, 62492), 4.4, 6.4]","[datetime.datetime(2022, 11, 28, 20, 21, 22, 62492), 4.4, 6.6]","[datetime.datetime(2022, 11, 28, 20, 21, 22, 62492), 21.0, 60.0]","[datetime.datetime(2022, 11, 28, 20, 21, 22, 62492), 2.25, 3.35]","[datetime.datetime(2022, 11, 28, 20, 21, 22, 62492), 3.3, 6.2]"
31,"[datetime.datetime(2022, 11, 28, 20, 21, 23, 157394), 41.0, 250.0]","[datetime.datetime(2022, 11, 28, 20, 21, 23, 157394), 4.4, 6.4]","[datetime.datetime(2022, 11, 28, 20, 21, 23, 157394), 4.4, 6.6]","[datetime.datetime(2022, 11, 28, 20, 21, 23, 157394), 21.0, 60.0]","[datetime.datetime(2022, 11, 28, 20, 21, 23, 157394), 2.25, 3.35]","[datetime.datetime(2022, 11, 28, 20, 21, 23, 157394), 3.3, 6.2]"
32,"[datetime.datetime(2022, 11, 28, 20, 21, 24, 263776), 41.0, 250.0]","[datetime.datetime(2022, 11, 28, 20, 21, 24, 263776), 4.4, 6.4]","[datetime.datetime(2022, 11, 28, 20, 21, 24, 263776), 4.4, 6.6]","[datetime.datetime(2022, 11, 28, 20, 21, 24, 263776), 21.0, 60.0]","[datetime.datetime(2022, 11, 28, 20, 21, 24, 263776), 2.25, 3.35]","[datetime.datetime(2022, 11, 28, 20, 21, 24, 263776), 3.3, 6.2]"
33,"[datetime.datetime(2022, 11, 28, 20, 21, 25, 359431), 41.0, 250.0]","[datetime.datetime(2022, 11, 28, 20, 21, 25, 359431), 4.4, 6.4]","[datetime.datetime(2022, 11, 28, 20, 21, 25, 359431), 4.4, 6.6]","[datetime.datetime(2022, 11, 28, 20, 21, 25, 359431), 21.0, 60.0]","[datetime.datetime(2022, 11, 28, 20, 21, 25, 359431), 2.25, 3.35]","[datetime.datetime(2022, 11, 28, 20, 21, 25, 359431), 3.3, 6.2]"
34,"[datetime.datetime(2022, 11, 28, 20, 21, 26, 465405), 41.0, 250.0]","[datetime.datetime(2022, 11, 28, 20, 21, 26, 465405), 4.4, 6.4]","[datetime.datetime(2022, 11, 28, 20, 21, 26, 465405), 4.4, 6.6]","[datetime.datetime(2022, 11, 28, 20, 21, 26, 465405), 21.0, 60.0]","[datetime.datetime(2022, 11, 28, 20, 21, 26, 465405), 2.25, 3.35]","[datetime.datetime(2022, 11, 28, 20, 21, 26, 465405), 3.3, 6.2]"
35,"[datetime.datetime(2022, 11, 28, 20, 21, 27, 580059), 41.0, 250.0]","[datetime.datetime(2022, 11, 28, 20, 21, 27, 580059), 4.4, 6.4]","[datetime.datetime(2022, 11, 28, 20, 21, 27, 580059), 4.4, 6.6]","[datetime.datetime(2022, 11, 28, 20, 21, 27, 580059), 21.0, 60.0]","[datetime.datetime(2022, 11, 28, 20, 21, 27, 580059), 2.25, 3.35]","[datetime.datetime(2022, 11, 28, 20, 21, 27, 580059), 3.3, 6.2]"
36,"[datetime.datetime(2022, 11, 28, 20, 21, 28, 692656), 41.0, 250.0]","[datetime.datetime(2022, 11, 28, 20, 21, 28, 692656), 4.4, 6.4]","[datetime.datetime(2022, 11, 28, 20, 21, 28, 692656), 4.4, 6.6]","[datetime.datetime(2022, 11, 28, 20, 21, 28, 692656), 21.0, 60.0]","[datetime.datetime(2022, 11, 28, 20, 21, 28, 692656), 2.25, 3.35]","[datetime.datetime(2022, 11, 28, 20, 21, 28, 692656), 3.3, 6.2]"
37,"[datetime.datetime(2022, 11, 28, 20, 21, 29, 794933), 41.0, 250.0]","[datetime.datetime(2022, 11, 28, 20, 21, 29, 794933), 4.4, 6.4]","[datetime.datetime(2022, 11, 28, 20, 21, 29, 794933), 4.4, 6.6]","[datetime.datetime(2022, 11, 28, 20, 21, 29, 794933), 21.0, 60.0]","[datetime.datetime(2022, 11, 28, 20, 21, 29, 794933), 2.25, 3.35]","[datetime.datetime(2022, 11, 28, 20, 21, 29, 794933), 3.3, 6.2]"
38,"[datetime.datetime(2022, 11, 28, 20, 21, 30, 890256), 41.0, 250.0]","[datetime.datetime(2022, 11, 28, 20, 21, 30, 890256), 4.4, 6.4]","[datetime.datetime(2022, 11, 28, 20, 21, 30, 890256), 4.4, 6.6]","[datetime.datetime(2022, 11, 28, 20, 21, 30, 890256), 21.0, 60.0]","[datetime.datetime(2022, 11, 28, 20, 21, 30, 890256), 2.25, 3.35]","[datetime.datetime(2022, 11, 28, 20, 21, 30, 890256), 3.3, 6.2]"
39,"[datetime.datetime(2022, 11, 28, 20, 21, 31, 993507), 41.0, 250.0]","[datetime.datetime(2022, 11, 28, 20, 21, 31, 993507), 4.4, 6.4]","[datetime.datetime(2022, 11, 28, 20, 21, 31, 993507), 4.4, 6.6]","[datetime.datetime(2022, 11, 28, 20, 21, 31, 993507), 21.0, 60.0]","[datetime.datetime(2022, 11, 28, 20, 21, 31, 993507), 2.25, 3.35]","[datetime.datetime(2022, 11, 28, 20, 21, 31, 993507), 3.3, 6.2]"
40,"[datetime.datetime(2022, 11, 28, 20, 21, 33, 91411), 41.0, 250.0]","[datetime.datetime(2022, 11, 28, 20, 21, 33, 91411), 4.4, 6.4]","[datetime.datetime(2022, 11, 28, 20, 21, 33, 91411), 4.4, 6.6]","[datetime.datetime(2022, 11, 28, 20, 21, 33, 91411), 21.0, 60.0]","[datetime.datetime(2022, 11, 28, 20, 21, 33, 91411), 2.25, 3.35]","[datetime.datetime(2022, 11, 28, 20, 21, 33, 91411), 3.3, 6.2]"
41,"[datetime.datetime(2022, 11, 28, 20, 21, 34, 188236), 41.0, 250.0]","[datetime.datetime(2022, 11, 28, 20, 21, 34, 188236), 4.4, 6.4]","[datetime.datetime(2022, 11, 28, 20, 21, 34, 188236), 4.4, 6.6]","[datetime.datetime(2022, 11, 28, 20, 21, 34, 188236), 21.0, 60.0]","[datetime.datetime(2022, 11, 28, 20, 21, 34, 188236), 2.25, 3.35]","[datetime.datetime(2022, 11, 28, 20, 21, 34, 188236), 3.3, 6.2]"
42,"[datetime.datetime(2022, 11, 28, 20, 21, 35, 290264), 41.0, 250.0]","[datetime.datetime(2022, 11, 28, 20, 21, 35, 290264), 4.4, 6.4]","[datetime.datetime(2022, 11, 28, 20, 21, 35, 290264), 4.4, 6.6]","[datetime.datetime(2022, 11, 28, 20, 21, 35, 290264), 21.0, 60.0]","[datetime.datetime(2022, 11, 28, 20, 21, 35, 290264), 2.25, 3.35]","[datetime.datetime(2022, 11, 28, 20, 21, 35, 290264), 3.3, 6.2]"
43,"[datetime.datetime(2022, 11, 28, 20, 21, 36, 393234), 41.0, 250.0]","[datetime.datetime(2022, 11, 28, 20, 21, 36, 393234), 4.4, 6.4]","[datetime.datetime(2022, 11, 28, 20, 21, 36, 393234), 4.4, 6.6]","[datetime.datetime(2022, 11, 28, 20, 21, 36, 393234), 21.0, 60.0]","[datetime.datetime(2022, 11, 28, 20, 21, 36, 393234), 2.25, 3.35]","[datetime.datetime(2022, 11, 28, 20, 21, 36, 393234), 3.3, 6.2]"
44,"[datetime.datetime(2022, 11, 28, 20, 21, 37, 495940), 41.0, 250.0]","[datetime.datetime(2022, 11, 28, 20, 21, 37, 495940), 4.4, 6.4]","[datetime.datetime(2022, 11, 28, 20, 21, 37, 496943), 4.4, 6.6]","[datetime.datetime(2022, 11, 28, 20, 21, 37, 496943), 21.0, 60.0]","[datetime.datetime(2022, 11, 28, 20, 21, 37, 496943), 2.25, 3.35]","[datetime.datetime(2022, 11, 28, 20, 21, 37, 496943), 3.3, 6.2]"
45,"[datetime.datetime(2022, 11, 28, 20, 21, 38, 590878), 41.0, 250.0]","[datetime.datetime(2022, 11, 28, 20, 21, 38, 590878), 4.4, 6.4]","[datetime.datetime(2022, 11, 28, 20, 21, 38, 590878), 4.4, 6.6]","[datetime.datetime(2022, 11, 28, 20, 21, 38, 590878), 21.0, 60.0]","[datetime.datetime(2022, 11, 28, 20, 21, 38, 590878), 2.25, 3.35]","[datetime.datetime(2022, 11, 28, 20, 21, 38, 590878), 3.3, 6.2]"
46,"[datetime.datetime(2022, 11, 28, 20, 21, 39, 689334), 41.0, 250.0]","[datetime.datetime(2022, 11, 28, 20, 21, 39, 689334), 4.4, 6.4]","[datetime.datetime(2022, 11, 28, 20, 21, 39, 689334), 4.4, 6.6]","[datetime.datetime(2022, 11, 28, 20, 21, 39, 689334), 21.0, 60.0]","[datetime.datetime(2022, 11, 28, 20, 21, 39, 689334), 2.25, 3.35]","[datetime.datetime(2022, 11, 28, 20, 21, 39, 689334), 3.3, 6.2]"
47,"[datetime.datetime(2022, 11, 28, 20, 21, 40, 791760), 41.0, 250.0]","[datetime.datetime(2022, 11, 28, 20, 21, 40, 791760), 4.4, 6.4]","[datetime.datetime(2022, 11, 28, 20, 21, 40, 791760), 4.4, 6.6]","[datetime.datetime(2022, 11, 28, 20, 21, 40, 791760), 21.0, 60.0]","[datetime.datetime(2022, 11, 28, 20, 21, 40, 791760), 2.25, 3.35]","[datetime.datetime(2022, 11, 28, 20, 21, 40, 791760), 3.3, 6.4]"
48,"[datetime.datetime(2022, 11, 28, 20, 21, 41, 887548), 41.0, 250.0]","[datetime.datetime(2022, 11, 28, 20, 21, 41, 887548), 4.4, 6.4]","[datetime.datetime(2022, 11, 28, 20, 21, 41, 887548), 4.4, 6.6]","[datetime.datetime(2022, 11, 28, 20, 21, 41, 887548), 21.0, 60.0]","[datetime.datetime(2022, 11, 28, 20, 21, 41, 887548), 2.25, 3.35]","[datetime.datetime(2022, 11, 28, 20, 21, 41, 887548), 3.3, 6.4]"
49,"[datetime.datetime(2022, 11, 28, 20, 21, 42, 988891), 41.0, 250.0]","[datetime.datetime(2022, 11, 28, 20, 21, 42, 988891), 4.4, 6.4]","[datetime.datetime(2022, 11, 28, 20, 21, 42, 988891), 4.4, 6.6]","[datetime.datetime(2022, 11, 28, 20, 21, 42, 988891), 21.0, 60.0]","[datetime.datetime(2022, 11, 28, 20, 21, 42, 988891), 2.25, 3.35]","[datetime.datetime(2022, 11, 28, 20, 21, 42, 988891), 3.3, 6.4]"
50,"[datetime.datetime(2022, 11, 28, 20, 21, 44, 86859), 41.0, 250.0]","[datetime.datetime(2022, 11, 28, 20, 21, 44, 86859), 4.4, 6.4]","[datetime.datetime(2022, 11, 28, 20, 21, 44, 86859), 4.4, 6.6]","[datetime.datetime(2022, 11, 28, 20, 21, 44, 86859), 21.0, 60.0]","[datetime.datetime(2022, 11, 28, 20, 21, 44, 86859), 2.25, 3.35]","[datetime.datetime(2022, 11, 28, 20, 21, 44, 86859), 3.3, 6.4]"
51,"[datetime.datetime(2022, 11, 28, 20, 21, 45, 189753), 41.0, 240.0]","[datetime.datetime(2022, 11, 28, 20, 21, 45, 189753), 4.4, 6.4]","[datetime.datetime(2022, 11, 28, 20, 21, 45, 189753), 4.4, 6.6]","[datetime.datetime(2022, 11, 28, 20, 21, 45, 189753), 21.0, 60.0]","[datetime.datetime(2022, 11, 28, 20, 21, 45, 189753), 2.25, 3.35]","[datetime.datetime(2022, 11, 28, 20, 21, 45, 189753), 3.3, 6.4]"
52,"[datetime.datetime(2022, 11, 28, 20, 21, 46, 306068), 41.0, 230.0]","[datetime.datetime(2022, 11, 28, 20, 21, 46, 306068), 4.4, 6.4]","[datetime.datetime(2022, 11, 28, 20, 21, 46, 306068), 4.4, 6.6]","[datetime.datetime(2022, 11, 28, 20, 21, 46, 306068), 21.0, 60.0]","[datetime.datetime(2022, 11, 28, 20, 21, 46, 306068), 2.25, 3.35]","[datetime.datetime(2022, 11, 28, 20, 21, 46, 306068), 3.3, 6.4]"
53,"[datetime.datetime(2022, 11, 28, 20, 21, 47, 409240), 41.0, 230.0]","[datetime.datetime(2022, 11, 28, 20, 21, 47, 409240), 4.4, 6.4]","[datetime.datetime(2022, 11, 28, 20, 21, 47, 409240), 4.4, 6.6]","[datetime.datetime(2022, 11, 28, 20, 21, 47, 409240), 21.0, 60.0]","[datetime.datetime(2022, 11, 28, 20, 21, 47, 409240), 2.25, 3.35]","[datetime.datetime(2022, 11, 28, 20, 21, 47, 409240), 3.3, 6.4]"
