,Prominent Henny,Warrior Empress,Awesome Evil,Can She Scoot,Tel Aviv
15-12-2022 11:23:32.473865,"(4.4, 5.2, 4.997014925373135)","(4.4, 5.1, 4.859999999999999)","(41.0, 120.0, 113.0)","(5.0, 6.2, 5.95)","(2.15, 2.46, 2.392121212121212)"
15-12-2022 11:23:33.412046,"(4.4, 5.2, 4.997014925373135)","(4.4, 5.1, 4.859999999999999)","(41.0, 120.0, 113.0)","(5.0, 6.2, 5.95)","(2.15, 2.46, 2.392121212121212)"
15-12-2022 11:23:34.363213,"(4.4, 5.2, 4.997014925373135)","(4.4, 5.1, 4.859999999999999)","(41.0, 120.0, 113.0)","(5.0, 6.2, 5.95)","(2.15, 2.46, 2.392121212121212)"
15-12-2022 11:23:35.400136,"(4.4, 5.2, 4.997014925373135)","(4.4, 5.1, 4.859999999999999)","(41.0, 120.0, 113.0)","(5.0, 6.2, 5.95)","(2.15, 2.46, 2.392121212121212)"
15-12-2022 11:23:36.448305,"(4.4, 5.2, 4.969230769230769)","(4.4, 5.1, 4.859999999999999)","(41.0, 120.0, 113.0)","(5.0, 6.2, 6.045205479452055)","(2.15, 2.46, 2.392121212121212)"
15-12-2022 11:23:37.403973,"(4.4, 5.2, 4.969230769230769)","(4.4, 5.1, 4.859999999999999)","(41.0, 120.0, 113.0)","(5.0, 6.4, 6.007317073170732)","(2.15, 2.46, 2.392121212121212)"
15-12-2022 11:23:38.285834,"(4.4, 5.2, 4.969230769230769)","(4.4, 5.1, 4.859999999999999)","(41.0, 120.0, 113.0)","(5.0, 6.4, 6.007317073170732)","(2.15, 2.46, 2.392121212121212)"
15-12-2022 11:23:39.358039,"(4.4, 5.2, 4.969230769230769)","(4.4, 5.1, 4.859999999999999)","(41.0, 120.0, 113.0)","(5.0, 6.4, 6.007317073170732)","(2.15, 2.46, 2.392121212121212)"
15-12-2022 11:23:40.323459,"(4.4, 5.2, 4.969230769230769)","(4.4, 5.1, 4.859999999999999)","(41.0, 120.0, 113.0)","(5.0, 6.4, 6.007317073170732)","(2.15, 2.46, 2.392121212121212)"
15-12-2022 11:23:41.220520,"(4.4, 5.2, 4.969230769230769)","(4.4, 5.1, 4.859999999999999)","(41.0, 120.0, 113.0)","(5.0, 6.4, 6.007317073170732)","(2.15, 2.46, 2.392121212121212)"
15-12-2022 11:23:42.259515,"(4.4, 5.2, 4.969230769230769)","(4.4, 5.1, 4.859999999999999)","(41.0, 120.0, 113.0)","(5.0, 6.4, 5.968493150684932)","(2.15, 2.46, 2.392121212121212)"
15-12-2022 11:23:43.259688,"(4.4, 5.2, 4.969230769230769)","(4.4, 5.1, 4.859999999999999)","(41.0, 120.0, 113.0)","(5.0, 6.4, 5.968493150684932)","(2.15, 2.46, 2.392121212121212)"
15-12-2022 11:23:44.164618,"(4.4, 5.2, 4.969230769230769)","(4.4, 5.1, 4.859999999999999)","(41.0, 120.0, 113.0)","(5.0, 6.4, 5.945)","(2.15, 2.46, 2.392121212121212)"
15-12-2022 11:23:45.140272,"(4.4, 5.2, 4.969230769230769)","(4.4, 5.1, 4.859999999999999)","(41.0, 120.0, 113.0)","(5.0, 6.4, 5.945)","(2.15, 2.46, 2.392121212121212)"
15-12-2022 11:23:46.033609,"(4.4, 5.2, 4.969230769230769)","(4.4, 5.1, 4.833333333333333)","(41.0, 120.0, 113.0)","(5.0, 6.4, 5.945)","(2.15, 2.46, 2.392121212121212)"
15-12-2022 11:23:46.878178,"(4.4, 5.2, 4.969230769230769)","(4.4, 5.1, 4.833333333333333)","(41.0, 120.0, 113.0)","(5.0, 6.4, 5.945)","(2.15, 2.46, 2.392121212121212)"
15-12-2022 11:23:47.830608,"(4.4, 5.2, 4.969230769230769)","(4.4, 5.1, 4.833333333333333)","(41.0, 120.0, 113.0)","(5.0, 6.4, 5.945)","(2.15, 2.46, 2.392121212121212)"
15-12-2022 11:23:48.791991,"(4.4, 5.2, 4.969230769230769)","(4.4, 5.1, 4.833333333333333)","(41.0, 120.0, 113.0)","(5.0, 6.4, 5.945)","(2.15, 2.46, 2.392121212121212)"
15-12-2022 11:23:49.616987,"(4.4, 5.2, 4.945283018867925)","(4.4, 4.8, 4.76)","(41.0, 120.0, 113.0)","(5.0, 6.4, 5.945)","(2.15, 2.46, 2.392121212121212)"
15-12-2022 11:23:50.498585,"(4.4, 5.2, 4.945283018867925)","(4.4, 4.8, 4.76)","(41.0, 120.0, 113.0)","(5.0, 6.4, 5.945)","(2.15, 2.46, 2.392121212121212)"
15-12-2022 11:23:51.421236,"(4.4, 5.2, 4.957142857142857)","(4.4, 4.8, 4.752173913043478)","(41.0, 120.0, 113.0)","(5.0, 6.4, 5.945)","(2.15, 2.46, 2.392121212121212)"
15-12-2022 11:23:52.422920,"(4.4, 5.2, 4.957142857142857)","(4.4, 4.8, 4.752173913043478)","(41.0, 120.0, 113.0)","(5.0, 6.4, 5.945)","(2.15, 2.46, 2.392121212121212)"
15-12-2022 11:23:53.283565,"(4.4, 5.2, 4.951219512195122)","(4.4, 4.8, 4.752173913043478)","(41.0, 120.0, 113.0)","(5.0, 6.4, 5.945)","(2.15, 2.46, 2.392121212121212)"
15-12-2022 11:23:54.180066,"(4.4, 5.2, 4.951219512195122)","(4.4, 4.8, 4.752173913043478)","(41.0, 120.0, 113.0)","(5.0, 6.4, 5.945)","(2.15, 2.46, 2.392121212121212)"
15-12-2022 11:23:55.115693,"(4.4, 5.2, 4.951219512195122)","(4.4, 4.8, 4.752173913043478)","(41.0, 120.0, 113.0)","(5.0, 6.4, 5.945)","(2.15, 2.46, 2.392121212121212)"
15-12-2022 11:23:55.962028,"(4.4, 5.2, 4.951219512195122)","(4.4, 4.8, 4.7560975609756095)","(41.0, 120.0, 113.0)","(5.0, 6.4, 5.945)","(2.15, 2.46, 2.392121212121212)"
15-12-2022 11:23:56.861406,"(4.4, 5.2, 4.951219512195122)","(4.4, 4.8, 4.748571428571428)","(41.0, 120.0, 113.0)","(5.0, 6.4, 5.945)","(2.15, 2.46, 2.392121212121212)"
15-12-2022 11:23:57.786044,"(4.4, 5.2, 4.951219512195122)","(4.4, 4.8, 4.748571428571428)","(41.0, 120.0, 113.0)","(5.0, 6.4, 5.945)","(2.15, 2.46, 2.392121212121212)"
15-12-2022 11:23:58.781940,"(4.4, 5.2, 4.951219512195122)","(4.4, 4.8, 4.748571428571428)","(41.0, 120.0, 113.0)","(5.0, 6.4, 5.945)","(2.15, 2.46, 2.392121212121212)"
15-12-2022 11:23:59.649940,"(4.4, 5.2, 4.951219512195122)","(4.4, 4.8, 4.748571428571428)","(41.0, 120.0, 111.25)","(5.0, 6.4, 5.945)","(2.15, 2.46, 2.392121212121212)"
15-12-2022 11:24:00.540265,"(4.4, 5.2, 4.951219512195122)","(4.4, 4.8, 4.759090909090909)","(41.0, 120.0, 111.25)","(5.0, 6.4, 5.866666666666666)","(2.15, 2.46, 2.392121212121212)"
15-12-2022 11:24:01.426757,"(4.4, 5.2, 4.951219512195122)","(4.4, 4.8, 4.759090909090909)","(41.0, 120.0, 111.25)","(5.0, 6.2, 5.821052631578947)","(2.15, 2.46, 2.392121212121212)"
15-12-2022 11:24:02.299291,"(4.4, 5.2, 4.951219512195122)","(4.4, 4.8, 4.759090909090909)","(41.0, 120.0, 111.25)","(5.0, 6.2, 5.821052631578947)","(2.15, 2.46, 2.392121212121212)"
15-12-2022 11:24:03.225987,"(4.4, 5.2, 4.951219512195122)","(4.4, 4.8, 4.76)","(41.0, 120.0, 111.25)","(5.0, 6.2, 5.886956521739131)","(2.15, 2.46, 2.4071698113207547)"
15-12-2022 11:24:04.117978,"(4.4, 5.2, 4.951219512195122)","(4.4, 4.8, 4.759090909090909)","(41.0, 120.0, 111.25)","(5.0, 6.2, 5.886956521739131)","(2.15, 2.46, 2.4071698113207547)"
15-12-2022 11:24:04.983772,"(4.4, 5.2, 4.951219512195122)","(4.4, 4.8, 4.759090909090909)","(41.0, 120.0, 90.4)","(5.0, 6.2, 5.886956521739131)","(2.15, 2.46, 2.4071698113207547)"
15-12-2022 11:24:05.899168,"(4.4, 5.2, 4.951219512195122)","(4.4, 4.8, 4.759090909090909)","(41.0, 120.0, 83.0)","(5.0, 6.2, 5.886956521739131)","(2.15, 2.46, 2.4071698113207547)"
15-12-2022 11:24:06.753613,"(4.4, 5.2, 4.977777777777778)","(4.4, 4.8, 4.759090909090909)","(41.0, 120.0, 73.33333333333333)","(5.0, 6.2, 5.886956521739131)","(2.15, 2.46, 2.4071698113207547)"
15-12-2022 11:24:07.628777,"(4.4, 5.2, 4.977777777777778)","(4.4, 4.8, 4.759090909090909)","(41.0, 120.0, 73.33333333333333)","(5.0, 6.2, 5.886956521739131)","(2.15, 2.46, 2.4071698113207547)"
15-12-2022 11:24:08.544038,"(4.4, 5.2, 4.977777777777778)","(4.4, 4.8, 4.759090909090909)","(41.0, 120.0, 73.33333333333333)","(5.0, 6.2, 5.886956521739131)","(2.15, 2.46, 2.4071698113207547)"
15-12-2022 11:24:09.457979,"(4.4, 5.2, 4.977777777777778)","(4.4, 4.8, 4.759090909090909)","(41.0, 160.0, 86.66666666666666)","(5.0, 6.2, 5.886956521739131)","(2.15, 2.46, 2.388205128205128)"
15-12-2022 11:24:10.403519,"(4.4, 5.2, 4.977777777777778)","(4.4, 4.8, 4.766666666666667)","(41.0, 160.0, 86.66666666666666)","(5.0, 6.2, 5.886956521739131)","(2.15, 2.46, 2.388205128205128)"
15-12-2022 11:24:11.397284,"(4.4, 5.2, 4.977777777777778)","(4.4, 4.8, 4.766666666666667)","(41.0, 160.0, 86.66666666666666)","(5.0, 6.2, 5.886956521739131)","(2.15, 2.46, 2.388205128205128)"
15-12-2022 11:24:12.470907,"(4.4, 5.2, 4.977777777777778)","(4.4, 4.8, 4.766666666666667)","(31.0, 160.0, 86.66666666666666)","(5.0, 6.2, 5.886956521739131)","(2.2, 2.46, 2.388205128205128)"
15-12-2022 11:24:13.413952,"(4.4, 5.2, 4.977777777777778)","(4.4, 4.8, 4.766666666666667)","(31.0, 160.0, 86.66666666666666)","(5.0, 6.2, 5.886956521739131)","(2.2, 2.46, 2.388205128205128)"
15-12-2022 11:24:14.440679,"(4.4, 5.2, 4.977777777777778)","(4.4, 4.8, 4.766666666666667)","(31.0, 160.0, 100.0)","(5.0, 6.2, 5.911111111111111)","(2.2, 2.46, 2.388205128205128)"
15-12-2022 11:24:15.512445,"(4.4, 5.2, 4.977777777777778)","(4.4, 4.8, 4.766666666666667)","(31.0, 150.0, 100.0)","(5.0, 6.4, 5.911111111111111)","(2.2, 2.46, 2.388205128205128)"
15-12-2022 11:24:16.600021,"(4.4, 5.2, 4.977777777777778)","(4.4, 4.8, 4.7727272727272725)","(31.0, 150.0, 100.0)","(5.0, 6.4, 6.011764705882353)","(2.2, 2.46, 2.386315789473684)"
15-12-2022 11:24:17.572818,"(4.4, 5.2, 4.977777777777778)","(4.4, 4.8, 4.7727272727272725)","(31.0, 150.0, 100.0)","(5.0, 6.4, 6.011764705882353)","(2.2, 2.46, 2.386315789473684)"
15-12-2022 11:24:18.685346,"(4.4, 5.2, 4.977777777777778)","(4.4, 4.8, 4.7727272727272725)","(31.0, 150.0, 100.0)","(5.0, 6.4, 6.011764705882353)","(2.2, 2.46, 2.386315789473684)"
15-12-2022 11:24:19.625569,"(4.4, 5.2, 4.977777777777778)","(4.4, 4.8, 4.7727272727272725)","(31.0, 150.0, 100.0)","(5.0, 6.4, 6.25)","(2.2, 2.46, 2.386315789473684)"
15-12-2022 11:24:20.817331,"(4.4, 5.2, 4.977777777777778)","(4.4, 4.8, 4.7727272727272725)","(31.0, 150.0, 100.0)","(5.0, 6.4, 6.375)","(2.2, 2.46, 2.386315789473684)"
15-12-2022 11:24:21.780414,"(4.4, 5.2, 4.977777777777778)","(4.4, 4.8, 4.7727272727272725)","(31.0, 150.0, 100.0)","(5.0, 6.4, 6.481481481481481)","(2.2, 2.46, 2.386315789473684)"
15-12-2022 11:24:22.634335,"(4.4, 5.2, 4.977777777777778)","(4.4, 4.8, 4.7727272727272725)","(31.0, 150.0, 100.0)","(5.0, 6.6, 6.481481481481481)","(2.2, 2.46, 2.386315789473684)"
15-12-2022 11:24:23.536071,"(4.4, 5.2, 4.977777777777778)","(4.4, 4.8, 4.7727272727272725)","(31.0, 150.0, 100.0)","(5.0, 6.6, 6.481481481481481)","(2.2, 2.46, 2.386315789473684)"
15-12-2022 11:24:24.494356,"(4.4, 5.2, 4.977777777777778)","(4.4, 4.8, 4.7727272727272725)","(31.0, 150.0, 100.0)","(5.0, 6.6, 6.481481481481481)","(2.2, 2.46, 2.3941176470588235)"
15-12-2022 11:24:25.421634,"(4.4, 5.2, 4.977777777777778)","(4.4, 4.8, 4.7727272727272725)","(31.0, 150.0, 100.0)","(5.0, 6.6, 6.481481481481481)","(2.2, 2.46, 2.3941176470588235)"
15-12-2022 11:24:26.278198,"(4.4, 5.2, 4.977777777777778)","(4.4, 4.8, 4.7727272727272725)","(31.0, 150.0, 100.0)","(5.0, 6.6, 6.133333333333334)","(2.2, 2.46, 2.3941176470588235)"
15-12-2022 11:24:27.238244,"(4.4, 5.2, 4.977777777777778)","(4.4, 4.8, 4.7727272727272725)","(31.0, 150.0, 100.0)","(5.0, 6.6, 6.133333333333334)","(2.2, 2.46, 2.3941176470588235)"
15-12-2022 11:24:28.123705,"(4.4, 5.2, 4.977777777777778)","(4.4, 4.8, 4.7727272727272725)","(31.0, 150.0, 100.0)","(5.0, 6.6, 6.569565217391304)","(2.2, 2.46, 2.3941176470588235)"
15-12-2022 11:24:28.961731,"(4.4, 5.2, 4.977777777777778)","(4.4, 4.8, 4.7727272727272725)","(31.0, 150.0, 100.0)","(5.0, 7.0, 6.73448275862069)","(2.2, 2.46, 2.3941176470588235)"
15-12-2022 11:24:29.789034,"(4.4, 5.2, 4.977777777777778)","(4.4, 4.8, 4.763265306122449)","(31.0, 150.0, 100.0)","(5.0, 7.0, 6.73448275862069)","(2.2, 2.46, 2.3941176470588235)"
15-12-2022 11:24:30.691586,"(4.4, 5.2, 4.977777777777778)","(4.4, 4.8, 4.763265306122449)","(31.0, 150.0, 100.0)","(5.0, 7.0, 6.73448275862069)","(2.2, 2.46, 2.4163636363636365)"
15-12-2022 11:24:31.605478,"(4.4, 5.2, 4.977777777777778)","(4.4, 4.8, 4.763265306122449)","(31.0, 150.0, 100.0)","(5.0, 7.0, 6.73448275862069)","(2.2, 2.46, 2.4163636363636365)"
15-12-2022 11:24:32.623388,"(4.4, 5.2, 4.977777777777778)","(4.4, 4.8, 4.763265306122449)","(31.0, 150.0, 100.0)","(5.0, 7.0, 6.73448275862069)","(2.2, 2.46, 2.4163636363636365)"
15-12-2022 11:24:33.581077,"(4.4, 5.2, 4.977777777777778)","(4.4, 4.8, 4.763265306122449)","(31.0, 150.0, 100.0)","(5.0, 7.0, 6.73448275862069)","(2.2, 2.46, 2.4163636363636365)"
15-12-2022 11:24:34.526157,"(4.4, 5.2, 4.977777777777778)","(4.4, 4.8, 4.763265306122449)","(31.0, 150.0, 100.0)","(5.0, 7.0, 6.73448275862069)","(2.2, 2.46, 2.4163636363636365)"
15-12-2022 11:24:35.394574,"(4.4, 5.2, 4.977777777777778)","(4.4, 4.8, 4.763265306122449)","(31.0, 150.0, 100.0)","(5.0, 7.0, 6.73448275862069)","(2.2, 2.46, 2.4163636363636365)"
15-12-2022 11:24:36.239392,"(4.4, 5.2, 4.977777777777778)","(4.4, 4.8, 4.761702127659574)","(31.0, 150.0, 100.0)","(5.0, 6.2, 6.057894736842106)","(2.2, 2.46, 2.4163636363636365)"
15-12-2022 11:24:37.134777,"(4.4, 5.2, 4.977777777777778)","(4.4, 4.8, 4.761702127659574)","(31.0, 150.0, 100.0)","(5.0, 6.2, 6.057894736842106)","(2.2, 2.46, 2.4163636363636365)"
15-12-2022 11:24:38.081395,"(4.4, 5.2, 4.977777777777778)","(4.4, 4.8, 4.748571428571428)","(31.0, 150.0, 100.0)","(5.0, 6.2, 6.08)","(2.2, 2.46, 2.4163636363636365)"
15-12-2022 11:24:38.943485,"(4.4, 5.2, 4.977777777777778)","(4.4, 4.8, 4.748571428571428)","(31.0, 150.0, 100.0)","(5.0, 6.2, 6.08)","(2.2, 2.46, 2.4163636363636365)"
15-12-2022 11:24:39.897850,"(4.4, 5.2, 4.977777777777778)","(4.4, 4.8, 4.748571428571428)","(31.0, 150.0, 100.0)","(5.0, 6.2, 6.08)","(2.2, 2.46, 2.4238709677419354)"
15-12-2022 11:24:40.835662,"(4.4, 5.2, 4.977777777777778)","(4.4, 4.8, 4.748571428571428)","(31.0, 150.0, 100.0)","(5.0, 6.2, 6.32)","(2.2, 2.46, 2.4238709677419354)"
15-12-2022 11:24:41.667114,"(4.4, 5.2, 4.977777777777778)","(4.4, 4.8, 4.748571428571428)","(31.0, 150.0, 100.0)","(5.0, 6.6, 6.32)","(2.2, 2.46, 2.4238709677419354)"
15-12-2022 11:24:42.510329,"(4.4, 5.2, 4.977777777777778)","(4.4, 4.8, 4.748571428571428)","(31.0, 150.0, 100.0)","(5.0, 6.6, 6.32)","(2.2, 2.46, 2.4238709677419354)"
15-12-2022 11:24:43.392394,"(4.4, 5.2, 4.977777777777778)","(4.4, 4.8, 4.748571428571428)","(31.0, 150.0, 100.0)","(5.0, 6.6, 6.32)","(2.2, 2.46, 2.4238709677419354)"
15-12-2022 11:24:44.247060,"(4.4, 5.2, 4.977777777777778)","(4.4, 4.8, 4.763265306122449)","(31.0, 150.0, 100.0)","(5.0, 6.6, 6.32)","(2.2, 2.46, 2.4238709677419354)"
15-12-2022 11:24:45.277319,"(4.4, 5.2, 4.977777777777778)","(4.4, 4.8, 4.763265306122449)","(31.0, 150.0, 100.0)","(5.0, 6.6, 6.32)","(2.2, 2.46, 2.4238709677419354)"
15-12-2022 11:24:46.123140,"(4.4, 5.2, 4.977777777777778)","(4.4, 4.8, 4.763265306122449)","(31.0, 150.0, 100.0)","(5.0, 6.6, 6.32)","(2.2, 2.46, 2.4238709677419354)"
15-12-2022 11:24:47.043572,"(4.4, 5.2, 4.977777777777778)","(4.4, 4.8, 4.763265306122449)","(31.0, 150.0, 100.0)","(5.0, 6.4, 6.2)","(2.2, 2.46, 2.4238709677419354)"
15-12-2022 11:24:47.869664,"(4.4, 5.2, 4.977777777777778)","(4.4, 4.8, 4.763265306122449)","(31.0, 150.0, 100.0)","(5.0, 6.4, 6.2)","(2.2, 2.46, 2.4238709677419354)"
15-12-2022 11:24:48.669568,"(4.4, 5.2, 4.977777777777778)","(4.4, 4.8, 4.763265306122449)","(31.0, 150.0, 100.0)","(5.0, 6.4, 6.2)","(2.2, 2.46, 2.4238709677419354)"
15-12-2022 11:24:49.492940,"(4.4, 5.2, 4.977777777777778)","(4.4, 4.8, 4.763265306122449)","(31.0, 150.0, 100.0)","(5.0, 6.4, 6.2)","(2.2, 2.46, 2.4238709677419354)"
15-12-2022 11:24:50.378903,"(4.4, 5.2, 4.977777777777778)","(4.4, 4.8, 4.755)","(31.0, 150.0, 100.0)","(5.0, 6.4, 6.156756756756757)","(2.2, 2.46, 2.404444444444444)"
15-12-2022 11:24:51.203915,"(4.4, 5.2, 4.977777777777778)","(4.4, 4.8, 4.755)","(31.0, 150.0, 100.0)","(5.0, 6.4, 6.156756756756757)","(2.2, 2.46, 2.404444444444444)"
15-12-2022 11:24:52.134614,"(4.4, 5.2, 4.977777777777778)","(4.4, 4.8, 4.755)","(31.0, 150.0, 100.0)","(5.0, 6.4, 6.156756756756757)","(2.2, 2.46, 2.404444444444444)"
15-12-2022 11:24:52.990608,"(4.4, 5.2, 4.977777777777778)","(4.4, 4.8, 4.755)","(31.0, 150.0, 100.0)","(5.0, 6.4, 6.156756756756757)","(2.2, 2.46, 2.404444444444444)"
15-12-2022 11:24:53.809113,"(4.4, 5.2, 4.977777777777778)","(4.4, 4.8, 4.755)","(31.0, 150.0, 100.0)","(5.0, 6.4, 6.156756756756757)","(2.2, 2.46, 2.404444444444444)"
15-12-2022 11:24:54.675771,"(4.4, 5.2, 4.977777777777778)","(4.4, 4.8, 4.755)","(31.0, 150.0, 100.0)","(5.0, 6.4, 6.156756756756757)","(2.2, 2.46, 2.404444444444444)"
15-12-2022 11:24:55.591439,"(4.4, 5.2, 4.977777777777778)","(4.4, 4.8, 4.730769230769231)","(31.0, 150.0, 100.0)","(5.0, 6.4, 6.072727272727273)","(2.2, 2.46, 2.421904761904762)"
15-12-2022 11:24:56.500853,"(4.4, 5.2, 4.977777777777778)","(4.4, 4.8, 4.694117647058823)","(31.0, 150.0, 100.0)","(5.0, 6.4, 6.072727272727273)","(2.2, 2.46, 2.421904761904762)"
15-12-2022 11:24:57.373265,"(4.4, 5.2, 4.977777777777778)","(4.4, 4.8, 4.694117647058823)","(31.0, 150.0, 100.0)","(5.0, 6.4, 6.072727272727273)","(2.2, 2.46, 2.421904761904762)"
15-12-2022 11:24:58.203139,"(4.4, 5.2, 4.977777777777778)","(4.4, 4.8, 4.694117647058823)","(31.0, 150.0, 100.0)","(5.0, 6.4, 6.175)","(2.2, 2.46, 2.421904761904762)"
15-12-2022 11:24:59.010989,"(4.4, 5.2, 4.977777777777778)","(4.4, 4.8, 4.694117647058823)","(31.0, 150.0, 100.0)","(5.0, 6.4, 6.175)","(2.2, 2.46, 2.421904761904762)"
15-12-2022 11:24:59.811991,"(4.4, 5.2, 4.977777777777778)","(4.4, 4.8, 4.694117647058823)","(31.0, 150.0, 100.0)","(5.0, 6.4, 6.175)","(2.2, 2.46, 2.421904761904762)"
15-12-2022 11:25:00.653198,"(4.4, 5.2, 4.977777777777778)","(4.4, 4.8, 4.694117647058823)","(31.0, 150.0, 100.0)","(5.0, 6.4, 6.175)","(2.2, 2.46, 2.421904761904762)"
15-12-2022 11:25:01.596661,"(4.4, 5.2, 4.977777777777778)","(4.4, 4.8, 4.694117647058823)","(31.0, 150.0, 100.0)","(5.0, 6.4, 6.175)","(2.2, 2.46, 2.439381443298969)"
15-12-2022 11:25:02.463571,"(4.4, 5.2, 4.977777777777778)","(4.4, 4.8, 4.694117647058823)","(31.0, 150.0, 100.0)","(5.0, 6.4, 6.175)","(2.2, 2.46, 2.439381443298969)"
15-12-2022 11:25:03.282003,"(4.4, 5.2, 4.977777777777778)","(4.4, 4.8, 4.694117647058823)","(31.0, 150.0, 100.0)","(5.0, 6.4, 6.175)","(2.2, 2.46, 2.439381443298969)"
15-12-2022 11:25:04.070656,"(4.4, 5.2, 4.977777777777778)","(4.4, 4.8, 4.694117647058823)","(31.0, 150.0, 100.0)","(5.0, 6.4, 6.11578947368421)","(2.2, 2.46, 2.4129411764705884)"
15-12-2022 11:25:04.975902,"(4.4, 5.2, 4.977777777777778)","(4.4, 4.8, 4.694117647058823)","(31.0, 150.0, 100.0)","(5.0, 6.4, 6.069387755102041)","(2.2, 2.48, 2.4741176470588235)"
15-12-2022 11:25:05.823726,"(4.4, 5.2, 4.977777777777778)","(4.4, 4.8, 4.694117647058823)","(31.0, 150.0, 100.0)","(5.0, 6.4, 6.069387755102041)","(2.2, 2.48, 2.4741176470588235)"
15-12-2022 11:25:06.610996,"(4.4, 5.2, 4.977777777777778)","(4.4, 4.8, 4.694117647058823)","(31.0, 150.0, 100.0)","(5.0, 6.4, 5.923529411764706)","(2.2, 2.48, 2.4779999999999998)"
15-12-2022 11:25:07.448069,"(4.4, 5.2, 4.977777777777778)","(4.4, 4.8, 4.694117647058823)","(31.0, 150.0, 100.0)","(5.0, 6.4, 5.821428571428571)","(2.2, 2.48, 2.4779999999999998)"
15-12-2022 11:25:08.307466,"(4.4, 5.2, 4.977777777777778)","(4.4, 4.8, 4.694117647058823)","(31.0, 150.0, 100.0)","(5.0, 6.4, 5.821428571428571)","(2.2, 2.48, 2.4779999999999998)"
15-12-2022 11:25:09.206561,"(4.4, 5.2, 4.977777777777778)","(4.4, 4.8, 4.694117647058823)","(31.0, 150.0, 100.0)","(5.0, 6.4, 5.821428571428571)","(2.2, 2.48, 2.4779999999999998)"
15-12-2022 11:25:10.168415,"(4.4, 5.2, 4.977777777777778)","(4.4, 4.8, 4.694117647058823)","(31.0, 150.0, 100.0)","(5.0, 6.4, 5.821428571428571)","(2.2, 2.48, 2.4779999999999998)"
15-12-2022 11:25:11.046120,"(4.4, 5.2, 4.977777777777778)","(4.4, 4.8, 4.694117647058823)","(31.0, 150.0, 100.0)","(5.0, 6.4, 5.821428571428571)","(2.2, 2.48, 2.4779999999999998)"
15-12-2022 11:25:11.835405,"(4.4, 5.2, 4.977777777777778)","(4.4, 4.8, 4.694117647058823)","(31.0, 150.0, 100.0)","(5.0, 6.4, 5.821428571428571)","(2.2, 2.48, 2.4779999999999998)"
15-12-2022 11:25:12.746846,"(4.4, 5.2, 4.977777777777778)","(4.4, 4.8, 4.7325)","(31.0, 150.0, 100.0)","(5.0, 6.4, 5.95)","(2.2, 2.48, 2.475)"
15-12-2022 11:25:13.874035,"(4.4, 5.2, 4.977777777777778)","(4.4, 4.8, 4.7325)","(31.0, 150.0, 100.0)","(5.0, 6.4, 5.925581395348837)","(2.2, 2.48, 2.478181818181818)"
15-12-2022 11:25:14.772230,"(4.4, 5.2, 4.961764705882353)","(4.4, 4.8, 4.7325)","(31.0, 150.0, 100.0)","(5.0, 6.4, 5.925581395348837)","(2.2, 2.48, 2.478181818181818)"
15-12-2022 11:25:15.667006,"(4.4, 5.2, 4.961764705882353)","(4.4, 4.8, 4.7325)","(31.0, 150.0, 100.0)","(5.0, 6.4, 5.925581395348837)","(2.2, 2.48, 2.478181818181818)"
15-12-2022 11:25:16.646176,"(4.4, 5.2, 4.961764705882353)","(4.4, 4.8, 4.7325)","(31.0, 150.0, 100.0)","(5.0, 6.4, 5.925581395348837)","(2.2, 2.48, 2.478181818181818)"
15-12-2022 11:25:17.683921,"(4.4, 5.2, 4.961764705882353)","(4.4, 4.8, 4.7325)","(31.0, 150.0, 100.0)","(5.0, 6.4, 5.925581395348837)","(2.2, 2.48, 2.478181818181818)"
15-12-2022 11:25:18.601124,"(4.4, 5.2, 4.961764705882353)","(4.4, 4.8, 4.7325)","(31.0, 150.0, 100.0)","(5.0, 6.4, 5.925581395348837)","(2.2, 2.48, 2.478181818181818)"
15-12-2022 11:25:19.389570,"(4.4, 5.2, 4.961764705882353)","(4.4, 4.8, 4.7325)","(31.0, 150.0, 100.0)","(5.0, 6.4, 5.925581395348837)","(2.2, 2.48, 2.478181818181818)"
15-12-2022 11:25:20.358043,"(4.4, 5.2, 4.961764705882353)","(4.2, 4.8, 4.7325)","(31.0, 150.0, 100.0)","(5.0, 6.4, 5.925581395348837)","(2.2, 2.48, 2.478181818181818)"
15-12-2022 11:25:21.196508,"(4.4, 5.2, 4.961764705882353)","(4.2, 4.8, 4.7325)","(31.0, 150.0, 100.0)","(5.0, 6.4, 5.925581395348837)","(2.2, 2.48, 2.478181818181818)"
15-12-2022 11:25:22.057497,"(4.4, 5.2, 4.961764705882353)","(4.2, 4.8, 4.7325)","(31.0, 150.0, 100.0)","(5.0, 6.4, 5.925581395348837)","(2.2, 2.48, 2.478181818181818)"
15-12-2022 11:25:22.955894,"(4.4, 5.2, 4.961764705882353)","(4.2, 4.8, 4.7325)","(31.0, 150.0, 100.0)","(5.0, 6.4, 5.992)","(2.2, 2.48, 2.478181818181818)"
15-12-2022 11:25:23.827530,"(4.4, 5.2, 4.961764705882353)","(4.2, 4.8, 4.7325)","(31.0, 150.0, 100.0)","(5.0, 6.4, 5.992)","(2.2, 2.48, 2.478181818181818)"
15-12-2022 11:25:24.680027,"(4.4, 5.2, 4.961764705882353)","(4.2, 4.8, 4.7325)","(31.0, 150.0, 100.0)","(5.0, 6.4, 5.992)","(2.2, 2.48, 2.47864406779661)"
