,Smash Ready,Its Better,Diamond Harmony,Money Bags,Jocelyn,Edge Of Reason,Sadiki Bale,Taieri Missile
12-01-2023 16:03:05.653851,"(6.0, 10.5, 9.73611111111111)","(6.0, 6.6, 6.457142857142857)","(4.8, 10.5, 8.672222222222222)","(15.0, 30.0, 29.477272727272727)","(21.0, 70.0, 26.8)","(3.9, 7.2, 6.827272727272727)","(3.4, 3.5, 3.456521739130435)","(11.0, 21.0, 14.076923076923077)"
12-01-2023 16:03:06.860219,"(6.0, 10.5, 9.73611111111111)","(6.0, 6.6, 6.457142857142857)","(4.8, 10.5, 8.672222222222222)","(15.0, 30.0, 29.477272727272727)","(21.0, 70.0, 26.8)","(3.9, 7.0, 6.827272727272727)","(3.4, 3.5, 3.456521739130435)","(11.0, 21.0, 14.846153846153847)"
12-01-2023 16:03:08.102034,"(6.0, 10.5, 9.73611111111111)","(6.0, 6.6, 6.457142857142857)","(4.8, 10.5, 9.63421052631579)","(15.0, 30.0, 29.477272727272727)","(21.0, 70.0, 26.8)","(3.9, 7.0, 6.827272727272727)","(3.4, 3.5, 3.456521739130435)","(11.0, 21.0, 16.3125)"
12-01-2023 16:03:09.276896,"(6.0, 10.5, 9.666666666666666)","(6.0, 6.6, 6.457142857142857)","(4.8, 10.5, 9.63421052631579)","(15.0, 30.0, 29.477272727272727)","(21.0, 70.0, 26.8)","(3.9, 7.0, 6.827272727272727)","(3.4, 3.5, 3.456521739130435)","(11.0, 21.0, 16.3125)"
12-01-2023 16:03:10.553161,"(6.0, 10.5, 9.094444444444445)","(6.0, 6.6, 6.457142857142857)","(4.8, 10.5, 9.63421052631579)","(15.0, 30.0, 29.477272727272727)","(21.0, 70.0, 26.8)","(4.0, 7.0, 6.561538461538461)","(3.3, 3.5, 3.456521739130435)","(11.0, 21.0, 15.868421052631579)"
12-01-2023 16:03:11.830489,"(6.0, 10.5, 9.094444444444445)","(6.0, 6.6, 6.457142857142857)","(4.8, 10.5, 9.63421052631579)","(15.0, 30.0, 29.477272727272727)","(21.0, 70.0, 34.75)","(4.0, 7.0, 6.561538461538461)","(3.3, 3.5, 3.456521739130435)","(11.0, 21.0, 15.3125)"
12-01-2023 16:03:13.056058,"(6.0, 10.5, 9.235)","(6.0, 6.6, 6.457142857142857)","(4.8, 10.5, 9.63421052631579)","(15.0, 30.0, 29.477272727272727)","(21.0, 70.0, 41.8)","(4.0, 7.0, 6.561538461538461)","(3.3, 3.5, 3.456521739130435)","(11.0, 21.0, 15.3125)"
12-01-2023 16:03:14.288943,"(6.0, 10.5, 9.235)","(6.0, 6.6, 6.457142857142857)","(4.8, 10.5, 8.661538461538463)","(15.0, 30.0, 29.477272727272727)","(21.0, 70.0, 41.8)","(4.0, 7.0, 6.561538461538461)","(3.3, 3.5, 3.456521739130435)","(11.0, 21.0, 15.3125)"
12-01-2023 16:03:15.558954,"(6.0, 10.5, 9.656666666666666)","(6.0, 6.6, 6.457142857142857)","(4.8, 9.4, 8.661538461538463)","(15.0, 30.0, 29.477272727272727)","(21.0, 70.0, 41.8)","(4.0, 7.0, 6.561538461538461)","(3.3, 3.5, 3.456521739130435)","(11.0, 21.0, 15.3125)"
12-01-2023 16:03:16.980237,"(6.0, 10.5, 9.733333333333333)","(6.0, 6.6, 6.457142857142857)","(4.8, 9.4, 8.661538461538463)","(15.0, 30.0, 29.477272727272727)","(21.0, 70.0, 41.8)","(4.0, 7.0, 6.561538461538461)","(3.3, 3.5, 3.456521739130435)","(11.0, 21.0, 15.615384615384615)"
12-01-2023 16:03:18.468947,"(6.0, 10.5, 9.345)","(6.0, 6.6, 6.457142857142857)","(4.8, 9.4, 8.661538461538463)","(15.0, 30.0, 29.477272727272727)","(21.0, 70.0, 57.666666666666664)","(4.0, 7.0, 6.561538461538461)","(3.3, 3.5, 3.456521739130435)","(11.0, 21.0, 15.18421052631579)"
12-01-2023 16:03:19.756544,"(6.0, 10.5, 9.345)","(6.0, 6.6, 6.457142857142857)","(4.8, 9.4, 6.927272727272728)","(15.0, 30.0, 27.8)","(21.0, 75.0, 57.666666666666664)","(4.0, 7.0, 6.325806451612904)","(3.3, 3.5, 3.456521739130435)","(11.0, 21.0, 14.90625)"
12-01-2023 16:03:21.005760,"(6.0, 10.5, 8.892307692307693)","(6.0, 6.6, 6.457142857142857)","(4.8, 9.4, 7.042857142857143)","(15.0, 30.0, 28.42857142857143)","(21.0, 75.0, 57.666666666666664)","(4.0, 7.0, 6.325806451612904)","(3.3, 3.5, 3.456521739130435)","(11.0, 21.0, 15.868421052631579)"
12-01-2023 16:03:22.263827,"(6.0, 10.5, 8.892307692307693)","(6.0, 6.6, 6.457142857142857)","(4.8, 9.4, 8.32)","(15.0, 30.0, 28.42857142857143)","(21.0, 75.0, 57.666666666666664)","(4.0, 7.0, 6.2875)","(3.3, 3.5, 3.456521739130435)","(11.0, 21.0, 16.3125)"
12-01-2023 16:03:23.570634,"(6.5, 10.5, 9.007142857142856)","(6.0, 6.6, 6.457142857142857)","(4.8, 9.4, 8.208695652173914)","(16.0, 30.0, 29.352941176470587)","(21.0, 75.0, 45.8)","(4.2, 7.0, 6.2875)","(3.2, 3.5, 3.456521739130435)","(12.0, 21.0, 16.3125)"
12-01-2023 16:03:25.005030,"(6.5, 10.5, 9.515789473684212)","(6.0, 6.6, 6.4297872340425535)","(4.8, 9.0, 8.702857142857143)","(16.0, 30.0, 28.25)","(21.0, 80.0, 49.82352941176471)","(4.2, 7.0, 6.463636363636363)","(3.2, 3.5, 3.456521739130435)","(12.0, 21.0, 15.71875)"
12-01-2023 16:03:26.395720,"(6.5, 10.5, 9.366666666666667)","(6.0, 6.6, 6.4297872340425535)","(4.8, 9.0, 8.521052631578947)","(16.0, 30.0, 26.5)","(21.0, 80.0, 49.82352941176471)","(4.2, 6.6, 6.463636363636363)","(3.2, 3.5, 3.456521739130435)","(12.0, 21.0, 17.75)"
12-01-2023 16:03:27.628940,"(6.5, 10.5, 9.366666666666667)","(6.0, 6.6, 6.4297872340425535)","(4.8, 9.0, 8.521052631578947)","(16.0, 30.0, 28.6875)","(21.0, 80.0, 49.82352941176471)","(4.2, 6.6, 6.281818181818182)","(3.2, 3.5, 3.4642857142857144)","(12.0, 21.0, 17.75)"
12-01-2023 16:03:28.935200,"(6.5, 10.5, 9.366666666666667)","(6.0, 6.6, 6.4297872340425535)","(4.8, 9.0, 8.521052631578947)","(16.0, 30.0, 28.950000000000003)","(21.0, 80.0, 49.82352941176471)","(4.2, 6.4, 6.281818181818182)","(3.2, 3.5, 3.4642857142857144)","(12.0, 21.0, 16.384615384615383)"
12-01-2023 16:03:30.297452,"(6.5, 10.5, 9.366666666666667)","(6.0, 6.6, 6.4297872340425535)","(4.8, 9.0, 8.521052631578947)","(16.0, 30.0, 28.950000000000003)","(21.0, 80.0, 49.82352941176471)","(4.2, 6.4, 6.140000000000001)","(3.2, 3.5, 3.456521739130435)","(12.0, 21.0, 17.0)"
12-01-2023 16:03:31.640301,"(6.5, 10.5, 9.366666666666667)","(6.0, 6.6, 6.4297872340425535)","(4.8, 9.0, 8.521052631578947)","(16.0, 30.0, 28.57142857142857)","(21.0, 80.0, 44.0)","(4.2, 6.4, 6.395454545454545)","(3.2, 3.5, 3.456521739130435)","(12.0, 21.0, 17.0)"
12-01-2023 16:03:33.011397,"(6.5, 10.5, 9.700000000000001)","(6.0, 6.6, 6.4297872340425535)","(4.8, 9.0, 8.521052631578947)","(16.0, 30.0, 27.5)","(21.0, 80.0, 49.0625)","(4.2, 6.6, 6.3)","(3.2, 3.5, 3.456521739130435)","(12.0, 21.0, 17.0)"
12-01-2023 16:03:34.347778,"(6.5, 10.5, 9.700000000000001)","(6.0, 6.6, 6.4297872340425535)","(4.8, 9.0, 8.466666666666667)","(16.0, 30.0, 27.5)","(21.0, 80.0, 45.285714285714285)","(4.2, 6.6, 6.213793103448276)","(3.2, 3.5, 3.4642857142857144)","(12.0, 21.0, 17.0)"
12-01-2023 16:03:35.555487,"(6.5, 10.5, 9.088235294117647)","(6.0, 6.6, 6.2)","(4.8, 8.8, 8.348571428571429)","(16.0, 30.0, 29.411764705882355)","(21.0, 80.0, 42.61538461538461)","(4.2, 6.6, 6.213793103448276)","(3.2, 3.5, 3.4642857142857144)","(12.0, 21.0, 17.0)"
12-01-2023 16:03:36.824372,"(6.5, 10.5, 9.166666666666666)","(6.0, 6.2, 6.008695652173913)","(4.8, 8.6, 8.348571428571429)","(16.0, 30.0, 29.411764705882355)","(21.0, 80.0, 51.41176470588235)","(4.2, 6.6, 6.312820512820513)","(3.2, 3.5, 3.4642857142857144)","(12.0, 21.0, 17.0)"
12-01-2023 16:03:38.217881,"(6.5, 10.5, 9.166666666666666)","(6.0, 6.2, 5.96)","(4.8, 8.6, 8.348571428571429)","(16.0, 30.0, 29.411764705882355)","(21.0, 80.0, 51.41176470588235)","(4.2, 6.6, 6.4645161290322575)","(3.2, 3.5, 3.456521739130435)","(12.0, 21.0, 17.0)"
12-01-2023 16:03:39.593968,"(6.5, 10.5, 9.54)","(6.0, 6.2, 5.923076923076923)","(4.8, 8.6, 8.348571428571429)","(16.0, 30.0, 29.411764705882355)","(21.0, 80.0, 51.41176470588235)","(4.2, 6.6, 6.4645161290322575)","(3.2, 3.5, 3.456521739130435)","(12.0, 21.0, 17.0)"
12-01-2023 16:03:40.955806,"(6.5, 10.5, 9.54)","(6.0, 6.2, 5.923076923076923)","(4.8, 8.6, 8.348571428571429)","(16.0, 30.0, 29.411764705882355)","(21.0, 80.0, 51.41176470588235)","(4.2, 6.6, 5.654545454545454)","(3.2, 3.5, 3.469047619047619)","(12.0, 21.0, 17.0)"
12-01-2023 16:03:42.177581,"(6.5, 10.5, 9.5)","(6.0, 6.2, 5.923076923076923)","(4.8, 8.6, 8.348571428571429)","(16.0, 30.0, 29.411764705882355)","(21.0, 80.0, 51.41176470588235)","(4.2, 6.6, 6.022222222222222)","(3.2, 3.5, 3.4675000000000002)","(12.0, 21.0, 17.0)"
12-01-2023 16:03:43.425415,"(6.5, 10.5, 9.77027027027027)","(6.0, 6.2, 5.977777777777778)","(4.8, 8.6, 8.348571428571429)","(16.0, 30.0, 29.62962962962963)","(21.0, 80.0, 51.41176470588235)","(4.2, 6.6, 6.21)","(3.2, 3.5, 3.456666666666667)","(12.0, 21.0, 17.0)"
12-01-2023 16:03:44.788581,"(6.5, 10.5, 9.77027027027027)","(6.0, 6.2, 5.872727272727273)","(4.8, 8.6, 8.348571428571429)","(16.0, 30.0, 29.62962962962963)","(21.0, 80.0, 51.41176470588235)","(4.2, 6.6, 5.903225806451613)","(3.2, 3.5, 3.456666666666667)","(12.0, 21.0, 17.0)"
12-01-2023 16:03:46.151238,"(6.5, 10.5, 9.925531914893616)","(6.0, 6.2, 5.872727272727273)","(4.8, 8.6, 8.348571428571429)","(16.0, 30.0, 29.62962962962963)","(21.0, 80.0, 51.41176470588235)","(4.2, 6.4, 5.903225806451613)","(3.2, 3.5, 3.456666666666667)","(12.0, 21.0, 17.0)"
12-01-2023 16:03:47.404117,"(6.5, 10.5, 9.925531914893616)","(6.0, 6.2, 5.872727272727273)","(4.8, 8.6, 8.348571428571429)","(16.0, 30.0, 29.62962962962963)","(21.0, 80.0, 51.41176470588235)","(4.2, 6.4, 6.024390243902439)","(3.2, 3.5, 3.5812500000000003)","(12.0, 21.0, 17.0)"
12-01-2023 16:03:48.682041,"(6.5, 10.5, 9.825)","(6.0, 6.2, 5.872727272727273)","(4.8, 8.6, 8.194736842105263)","(16.0, 30.0, 29.62962962962963)","(21.0, 80.0, 51.41176470588235)","(4.2, 6.4, 6.024390243902439)","(3.2, 3.6, 3.466666666666667)","(12.0, 21.0, 17.0)"
12-01-2023 16:03:49.895654,"(6.5, 10.5, 9.825)","(6.0, 6.2, 5.906666666666666)","(4.8, 8.6, 8.194736842105263)","(16.0, 30.0, 29.62962962962963)","(21.0, 80.0, 51.41176470588235)","(4.2, 6.4, 6.024390243902439)","(3.2, 3.6, 3.5327586206896555)","(12.0, 21.0, 17.0)"
12-01-2023 16:03:51.263882,"(6.5, 10.5, 9.564)","(6.0, 6.2, 5.906666666666666)","(4.8, 8.6, 8.194736842105263)","(16.0, 30.0, 29.62962962962963)","(21.0, 80.0, 51.41176470588235)","(4.2, 6.4, 6.024390243902439)","(3.2, 3.6, 3.5327586206896555)","(12.0, 21.0, 17.0)"
12-01-2023 16:03:52.653745,"(6.5, 10.5, 9.831428571428571)","(6.0, 6.2, 5.906666666666666)","(4.8, 8.6, 8.194736842105263)","(16.0, 30.0, 29.62962962962963)","(21.0, 80.0, 51.41176470588235)","(4.2, 6.4, 5.8076923076923075)","(3.2, 3.6, 3.5327586206896555)","(12.0, 21.0, 17.0)"
12-01-2023 16:03:53.893617,"(6.5, 10.5, 9.457894736842105)","(6.0, 6.2, 5.906666666666666)","(4.8, 8.6, 8.133333333333333)","(16.0, 30.0, 29.62962962962963)","(21.0, 80.0, 51.41176470588235)","(4.2, 6.4, 5.8076923076923075)","(3.2, 3.6, 3.642857142857143)","(12.0, 21.0, 16.666666666666668)"
12-01-2023 16:03:55.298937,"(6.5, 10.5, 9.848148148148148)","(6.0, 6.2, 5.933333333333334)","(4.8, 8.6, 8.194736842105263)","(16.0, 30.0, 29.62962962962963)","(21.0, 80.0, 51.41176470588235)","(4.2, 6.4, 5.8076923076923075)","(3.2, 3.65, 3.7)","(12.0, 21.0, 16.875)"
12-01-2023 16:03:56.607942,"(6.5, 10.5, 9.848148148148148)","(6.0, 6.2, 5.933333333333334)","(4.8, 8.6, 8.194736842105263)","(16.0, 30.0, 29.62962962962963)","(21.0, 80.0, 51.41176470588235)","(4.2, 6.4, 5.84)","(3.2, 3.75, 3.6357142857142857)","(12.0, 21.0, 17.857142857142858)"
12-01-2023 16:03:58.126219,"(6.5, 10.5, 9.848148148148148)","(6.0, 6.2, 5.977777777777778)","(5.0, 8.6, 8.194736842105263)","(16.0, 30.0, 29.62962962962963)","(21.0, 80.0, 51.41176470588235)","(4.2, 6.2, 5.9)","(3.2, 3.7, 3.6166666666666667)","(12.0, 21.0, 17.857142857142858)"
12-01-2023 16:03:59.705710,"(6.5, 10.5, 9.95)","(6.0, 6.2, 5.9)","(5.0, 8.6, 8.194736842105263)","(16.0, 30.0, 29.62962962962963)","(21.0, 80.0, 51.41176470588235)","(4.2, 6.2, 5.769565217391304)","(3.2, 3.75, 3.61)","(12.0, 21.0, 17.857142857142858)"
12-01-2023 16:04:01.291158,"(7.0, 10.5, 9.95)","(5.5, 6.0, 5.88235294117647)","(5.0, 8.6, 8.194736842105263)","(16.0, 30.0, 29.62962962962963)","(21.0, 80.0, 51.41176470588235)","(4.2, 6.2, 5.769565217391304)","(3.1, 3.75, 3.6625)","(12.0, 21.0, 16.5)"
12-01-2023 16:04:02.836900,"(7.0, 10.5, 9.95)","(5.5, 6.0, 5.88235294117647)","(5.0, 8.6, 7.475862068965517)","(16.0, 30.0, 29.62962962962963)","(21.0, 80.0, 51.41176470588235)","(4.2, 6.2, 5.946153846153846)","(3.1, 3.7, 3.6125)","(12.0, 21.0, 16.875)"
12-01-2023 16:04:04.199946,"(7.0, 10.5, 9.95)","(5.5, 6.0, 5.88235294117647)","(5.0, 7.6, 7.8108108108108105)","(16.0, 30.0, 25.5)","(21.0, 80.0, 31.81818181818182)","(4.2, 6.0, 5.946153846153846)","(3.1, 3.7, 3.6)","(12.0, 21.0, 15.923076923076923)"
12-01-2023 16:04:05.753641,"(7.0, 10.5, 9.796)","(5.5, 6.0, 5.88235294117647)","(5.0, 8.2, 6.92)","(16.0, 30.0, 28.2)","(21.0, 80.0, 35.833333333333336)","(4.2, 6.0, 5.946153846153846)","(3.1, 3.7, 3.6)","(12.0, 21.0, 17.25)"
12-01-2023 16:04:07.282960,"(7.0, 10.5, 9.796)","(5.5, 6.0, 5.88235294117647)","(5.0, 8.2, 7.688)","(16.0, 30.0, 25.5)","(21.0, 80.0, 44.666666666666664)","(4.2, 6.0, 5.946153846153846)","(3.1, 3.7, 3.5949999999999998)","(12.0, 21.0, 17.923076923076923)"
12-01-2023 16:04:08.717181,"(7.0, 10.5, 9.796)","(5.5, 6.0, 5.88235294117647)","(5.0, 8.2, 7.871794871794871)","(16.0, 30.0, 29.4)","(21.0, 80.0, 44.666666666666664)","(4.2, 6.0, 5.946153846153846)","(3.1, 3.7, 3.574)","(12.0, 20.0, 17.46875)"
12-01-2023 16:04:10.046200,"(7.0, 10.5, 9.796)","(5.5, 6.0, 5.88235294117647)","(5.0, 8.2, 7.871794871794871)","(16.0, 30.0, 28.666666666666664)","(21.0, 80.0, 35.833333333333336)","(4.2, 6.0, 5.665217391304347)","(3.1, 3.7, 3.58)","(12.0, 20.0, 16.71153846153846)"
12-01-2023 16:04:11.327439,"(7.0, 10.5, 9.796)","(5.5, 6.0, 5.88235294117647)","(5.0, 8.2, 7.871794871794871)","(16.0, 30.0, 28.666666666666664)","(21.0, 80.0, 35.833333333333336)","(4.2, 6.0, 5.623076923076923)","(3.1, 3.7, 3.6434782608695655)","(12.0, 20.0, 16.869565217391305)"
12-01-2023 16:04:12.705258,"(7.0, 10.5, 9.796)","(5.5, 6.0, 5.88235294117647)","(5.0, 8.2, 7.681818181818182)","(16.0, 30.0, 29.64)","(21.0, 80.0, 44.666666666666664)","(4.2, 6.0, 5.623076923076923)","(3.1, 3.7, 3.6384615384615384)","(12.0, 20.0, 16.71153846153846)"
12-01-2023 16:04:14.191874,"(7.0, 10.5, 9.796)","(5.5, 6.0, 5.88235294117647)","(5.0, 8.0, 7.681818181818182)","(16.0, 30.0, 29.64)","(21.0, 80.0, 44.666666666666664)","(4.2, 6.0, 5.623076923076923)","(3.1, 3.7, 3.623809523809524)","(12.0, 20.0, 16.71153846153846)"
12-01-2023 16:04:15.662548,"(7.0, 10.5, 9.98235294117647)","(5.5, 6.0, 5.88235294117647)","(5.0, 8.0, 7.6127659574468085)","(16.0, 30.0, 29.64)","(21.0, 80.0, 35.833333333333336)","(4.2, 6.0, 5.814285714285715)","(3.1, 3.7, 3.6458333333333335)","(12.0, 20.0, 16.869565217391305)"
12-01-2023 16:04:17.057306,"(7.0, 10.5, 9.9)","(5.5, 6.0, 5.88235294117647)","(5.0, 8.0, 7.6127659574468085)","(16.0, 30.0, 29.64)","(21.0, 80.0, 35.833333333333336)","(4.2, 5.9, 5.633333333333333)","(3.1, 3.7, 3.6333333333333333)","(12.0, 20.0, 17.42857142857143)"
12-01-2023 16:04:18.751391,"(7.0, 10.5, 9.985714285714286)","(5.5, 6.0, 5.838888888888889)","(5.0, 8.0, 7.586363636363636)","(16.0, 30.0, 29.333333333333332)","(21.0, 80.0, 67.0)","(4.2, 5.8, 5.459090909090909)","(3.1, 3.7, 3.78)","(12.0, 20.0, 17.241935483870968)"
12-01-2023 16:04:20.305162,"(7.0, 10.5, 10.2)","(5.5, 6.0, 5.838888888888889)","(5.0, 8.0, 7.545)","(16.0, 30.0, 29.68)","(21.0, 75.0, 44.666666666666664)","(4.2, 5.8, 5.421739130434783)","(3.1, 3.9, 3.685714285714286)","(12.0, 20.0, 17.107142857142858)"
12-01-2023 16:04:21.725508,"(7.0, 10.5, 10.2)","(5.5, 6.0, 5.838888888888889)","(5.0, 8.0, 7.586363636363636)","(16.0, 30.0, 27.666666666666668)","(21.0, 80.0, 52.10526315789474)","(4.2, 5.7, 4.94)","(3.1, 3.9, 3.685714285714286)","(12.0, 20.0, 17.3)"
12-01-2023 16:04:23.023142,"(7.0, 10.5, 10.2)","(5.5, 6.0, 5.838888888888889)","(5.0, 8.0, 7.586363636363636)","(16.0, 30.0, 28.25)","(21.0, 80.0, 40.0)","(4.2, 5.7, 5.25)","(3.1, 3.9, 3.6772727272727272)","(12.0, 20.0, 17.107142857142858)"
12-01-2023 16:04:24.364512,"(7.0, 10.5, 10.2)","(5.5, 6.0, 5.838888888888889)","(5.0, 8.0, 7.586363636363636)","(16.0, 30.0, 29.0)","(21.0, 80.0, 42.85714285714286)","(4.2, 5.6, 4.94)","(3.1, 3.9, 3.7115384615384612)","(12.0, 20.0, 17.107142857142858)"
12-01-2023 16:04:25.767064,"(7.0, 10.5, 9.985714285714286)","(5.5, 6.0, 5.838888888888889)","(5.0, 8.0, 7.586363636363636)","(16.0, 30.0, 29.53846153846154)","(21.0, 80.0, 42.85714285714286)","(4.2, 5.7, 5.066666666666667)","(3.1, 3.9, 3.6537037037037035)","(12.0, 20.0, 17.107142857142858)"
12-01-2023 16:04:27.049089,"(7.0, 10.5, 10.2)","(5.5, 6.0, 5.838888888888889)","(5.0, 8.0, 7.586363636363636)","(16.0, 30.0, 29.73913043478261)","(21.0, 80.0, 42.85714285714286)","(4.2, 5.7, 5.110526315789474)","(3.1, 3.9, 3.7642857142857142)","(12.0, 20.0, 17.107142857142858)"
12-01-2023 16:04:28.395053,"(7.0, 10.5, 10.05)","(5.5, 6.0, 5.835)","(5.0, 8.0, 7.586363636363636)","(16.0, 30.0, 29.73913043478261)","(21.0, 80.0, 42.85714285714286)","(4.2, 5.7, 5.110526315789474)","(3.1, 3.85, 3.7456521739130433)","(12.0, 20.0, 17.107142857142858)"
12-01-2023 16:04:29.729931,"(7.0, 10.5, 9.91764705882353)","(5.5, 6.0, 5.835)","(5.0, 8.0, 7.586363636363636)","(16.0, 30.0, 29.73913043478261)","(21.0, 80.0, 42.85714285714286)","(4.2, 5.7, 5.094444444444445)","(3.1, 3.85, 3.7456521739130433)","(12.0, 20.0, 17.107142857142858)"
12-01-2023 16:04:31.090943,"(7.0, 10.5, 10.2)","(5.5, 6.0, 5.835897435897436)","(5.0, 8.0, 7.662857142857143)","(16.0, 30.0, 29.73913043478261)","(21.0, 80.0, 42.85714285714286)","(4.2, 5.6, 5.0590909090909095)","(3.1, 3.85, 3.7456521739130433)","(12.0, 20.0, 17.107142857142858)"
12-01-2023 16:04:32.426069,"(7.0, 10.5, 9.985714285714286)","(5.5, 6.0, 5.835897435897436)","(5.0, 7.8, 7.553846153846154)","(16.0, 30.0, 29.73913043478261)","(20.0, 80.0, 44.0)","(4.0, 5.6, 5.275)","(3.1, 3.85, 3.6595238095238094)","(12.0, 20.0, 17.107142857142858)"
12-01-2023 16:04:33.798928,"(7.0, 10.5, 9.91764705882353)","(5.5, 6.0, 5.835897435897436)","(5.0, 7.8, 7.553846153846154)","(16.0, 30.0, 29.73913043478261)","(20.0, 80.0, 44.0)","(4.0, 5.5, 5.275)","(3.1, 3.85, 3.6961538461538463)","(12.0, 20.0, 17.107142857142858)"
12-01-2023 16:04:35.704267,"(7.0, 10.5, 9.985714285714286)","(5.5, 6.0, 5.835897435897436)","(5.0, 7.8, 7.553846153846154)","(16.0, 30.0, 29.73913043478261)","(20.0, 80.0, 44.0)","(4.0, 5.5, 5.185714285714286)","(3.1, 3.85, 3.75)","(12.0, 20.0, 17.3)"
12-01-2023 16:04:37.080084,"(7.0, 10.5, 9.985714285714286)","(5.5, 6.0, 5.835897435897436)","(5.0, 7.8, 7.553846153846154)","(16.0, 30.0, 29.73913043478261)","(20.0, 80.0, 44.0)","(4.0, 5.7, 5.166666666666667)","(3.1, 3.85, 3.75)","(12.0, 20.0, 17.107142857142858)"
12-01-2023 16:04:38.537553,"(7.0, 10.5, 10.05)","(5.5, 6.0, 5.835897435897436)","(5.0, 7.8, 7.553846153846154)","(16.0, 30.0, 29.73913043478261)","(20.0, 80.0, 44.0)","(4.0, 5.7, 5.128571428571429)","(3.1, 3.85, 3.75)","(12.0, 20.0, 17.107142857142858)"
12-01-2023 16:04:39.922456,"(7.0, 10.5, 9.91764705882353)","(5.5, 6.0, 5.835897435897436)","(5.0, 7.8, 7.4)","(16.0, 30.0, 29.6875)","(20.0, 80.0, 44.0)","(4.0, 5.7, 5.128571428571429)","(3.1, 3.85, 3.75)","(12.0, 20.0, 17.107142857142858)"
12-01-2023 16:04:41.236499,"(7.0, 10.5, 9.91764705882353)","(5.0, 6.0, 5.835897435897436)","(5.5, 7.8, 7.533333333333333)","(17.0, 30.0, 29.615384615384617)","(20.0, 80.0, 41.0)","(4.0, 5.7, 5.128571428571429)","(3.2, 3.85, 3.75)","(13.0, 20.0, 17.107142857142858)"
12-01-2023 16:04:42.651899,"(7.0, 10.5, 9.91764705882353)","(5.0, 6.0, 5.835897435897436)","(5.5, 7.8, 7.533333333333333)","(17.0, 30.0, 29.782608695652172)","(20.0, 80.0, 38.75)","(4.0, 5.7, 5.366666666666667)","(3.2, 3.85, 3.7357142857142858)","(13.0, 20.0, 17.107142857142858)"
12-01-2023 16:04:44.075227,"(7.0, 10.5, 9.91764705882353)","(5.0, 6.0, 5.835897435897436)","(5.5, 7.8, 7.533333333333333)","(17.0, 30.0, 29.782608695652172)","(20.0, 80.0, 38.75)","(4.0, 5.7, 5.366666666666667)","(3.2, 3.85, 3.7357142857142858)","(13.0, 20.0, 17.107142857142858)"
12-01-2023 16:04:45.349576,"(7.0, 10.5, 9.91764705882353)","(5.0, 6.0, 5.835897435897436)","(5.5, 7.8, 7.610526315789473)","(17.0, 30.0, 29.2)","(20.0, 80.0, 57.5)","(4.0, 5.7, 5.366666666666667)","(3.2, 3.85, 3.565625)","(13.0, 20.0, 17.107142857142858)"
12-01-2023 16:04:46.618733,"(7.0, 10.5, 9.985714285714286)","(5.0, 5.7, 5.566666666666666)","(5.5, 8.2, 7.171428571428572)","(17.0, 30.0, 29.2)","(20.0, 90.0, 39.0)","(4.0, 5.7, 5.366666666666667)","(3.2, 3.8, 3.583333333333333)","(13.0, 20.0, 17.107142857142858)"
12-01-2023 16:04:47.870956,"(7.0, 10.5, 9.985714285714286)","(5.0, 5.7, 5.566666666666666)","(5.5, 8.2, 7.171428571428572)","(17.0, 30.0, 29.2)","(20.0, 95.0, 39.0)","(4.0, 5.7, 5.331578947368421)","(3.2, 3.75, 3.5454545454545454)","(13.0, 20.0, 17.3)"
12-01-2023 16:04:49.228325,"(7.0, 10.5, 10.2)","(5.0, 5.7, 5.566666666666666)","(5.5, 8.2, 7.583333333333333)","(17.0, 30.0, 29.2)","(20.0, 95.0, 39.0)","(4.0, 5.7, 5.185714285714285)","(3.2, 3.75, 3.5113636363636362)","(13.0, 20.0, 17.3)"
12-01-2023 16:04:50.577328,"(7.0, 10.5, 10.2)","(5.0, 5.7, 5.5600000000000005)","(5.5, 8.0, 7.466666666666667)","(17.0, 30.0, 29.2)","(20.0, 95.0, 39.0)","(4.0, 5.7, 5.378571428571428)","(3.2, 3.75, 3.5113636363636362)","(13.0, 20.0, 17.3)"
12-01-2023 16:04:52.013640,"(7.0, 10.5, 9.985714285714286)","(5.0, 5.7, 5.5600000000000005)","(5.5, 8.0, 7.2)","(17.0, 30.0, 29.2)","(20.0, 95.0, 39.0)","(4.0, 5.7, 5.378571428571428)","(3.2, 3.75, 3.5113636363636362)","(13.0, 20.0, 17.3)"
12-01-2023 16:04:53.363827,"(7.0, 10.5, 9.985714285714286)","(5.0, 5.7, 5.5600000000000005)","(5.5, 8.0, 7.2)","(17.0, 30.0, 29.2)","(20.0, 95.0, 39.0)","(4.0, 5.7, 5.442105263157894)","(3.2, 3.75, 3.5113636363636362)","(13.0, 20.0, 17.3)"
12-01-2023 16:04:54.686294,"(7.0, 10.5, 9.985714285714286)","(5.0, 5.7, 5.5600000000000005)","(5.5, 8.0, 7.466666666666667)","(17.0, 30.0, 29.666666666666668)","(20.0, 95.0, 39.0)","(4.0, 5.6, 5.503571428571429)","(3.2, 3.75, 3.511111111111111)","(13.0, 20.0, 17.3)"
