,Rocking Bugatti,Hurricane Hall,Major Watson Nz,Our Madiba Nz,Ultimate Force,Bide Our Time,Belittled,Rocket Boy,Tupelo Beach,Daylight At Dawn
07-01-2023 16:54:01.267223,"(4.8, 5.8, 5.55)","(6.5, 11.0, 9.5)","(6.0, 99999, 99990)","(101.0, 99999, 99990)","(61.0, 75.0, 72.1)","(4.0, 5.1, 4.9399999999999995)","(6.5, 10.0, 8.714285714285714)","(17.0, 20.0, 19.333333333333332)","(71.0, 190.0, 142.5)","(4.0, 5.0, 4.65)"
07-01-2023 16:54:02.510191,"(4.8, 5.8, 5.55)","(6.5, 11.0, 10.2)","(6.0, 99999, 99990)","(101.0, 99999, 99990)","(61.0, 75.0, 72.1)","(4.0, 5.1, 4.9399999999999995)","(6.5, 10.0, 8.714285714285714)","(17.0, 20.0, 19.333333333333332)","(71.0, 190.0, 142.5)","(4.0, 4.9, 4.622222222222223)"
07-01-2023 16:54:03.671106,"(4.8, 5.8, 5.55)","(6.5, 11.0, 10.44)","(6.0, 99999, 99990)","(101.0, 99999, 99990)","(61.0, 75.0, 72.1)","(4.0, 5.1, 4.9399999999999995)","(6.5, 10.0, 8.714285714285714)","(17.0, 20.0, 19.333333333333332)","(71.0, 190.0, 142.5)","(4.0, 4.9, 4.622222222222223)"
07-01-2023 16:54:04.866233,"(4.8, 5.8, 5.55)","(6.5, 11.0, 10.490909090909092)","(6.0, 99999, 99990)","(101.0, 99999, 99990)","(61.0, 75.0, 72.1)","(4.0, 5.1, 4.9399999999999995)","(6.5, 10.0, 8.714285714285714)","(17.0, 20.0, 19.333333333333332)","(71.0, 190.0, 142.5)","(4.0, 4.9, 4.622222222222223)"
07-01-2023 16:54:06.103219,"(4.8, 5.8, 5.55)","(6.5, 11.0, 10.490909090909092)","(6.0, 99999, 99990)","(101.0, 99999, 99990)","(61.0, 75.0, 72.1)","(4.0, 5.1, 4.9399999999999995)","(6.5, 10.0, 8.714285714285714)","(17.0, 20.0, 19.333333333333332)","(71.0, 190.0, 142.5)","(4.0, 4.9, 4.666666666666667)"
07-01-2023 16:54:07.287079,"(4.8, 5.8, 5.6)","(6.5, 11.0, 10.490909090909092)","(6.0, 99999, 99990)","(101.0, 99999, 99990)","(61.0, 75.0, 72.1)","(4.0, 5.1, 4.9399999999999995)","(6.5, 10.0, 8.714285714285714)","(17.0, 20.0, 19.333333333333332)","(71.0, 190.0, 142.5)","(4.0, 4.8, 4.666666666666667)"
07-01-2023 16:54:08.525029,"(4.8, 5.8, 5.6)","(6.5, 11.0, 10.490909090909092)","(6.0, 99999, 99990)","(101.0, 99999, 99990)","(61.0, 75.0, 72.1)","(4.0, 5.1, 4.9399999999999995)","(6.5, 10.0, 8.714285714285714)","(17.0, 20.0, 19.333333333333332)","(71.0, 190.0, 142.5)","(4.0, 4.8, 4.666666666666667)"
07-01-2023 16:54:09.678162,"(4.8, 5.8, 5.6)","(6.5, 11.0, 10.490909090909092)","(6.0, 99999, 99990)","(101.0, 99999, 99990)","(61.0, 75.0, 72.1)","(4.0, 5.1, 4.9399999999999995)","(6.5, 10.0, 8.714285714285714)","(17.0, 20.0, 19.333333333333332)","(71.0, 190.0, 142.5)","(4.0, 4.8, 4.666666666666667)"
07-01-2023 16:54:10.812582,"(4.8, 5.8, 5.6)","(6.5, 11.0, 10.490909090909092)","(6.0, 99999, 99990)","(101.0, 99999, 99990)","(61.0, 75.0, 72.1)","(4.0, 5.1, 4.9399999999999995)","(6.5, 10.0, 8.714285714285714)","(17.0, 20.0, 19.333333333333332)","(71.0, 190.0, 142.5)","(4.0, 4.8, 4.666666666666667)"
07-01-2023 16:54:11.937702,"(4.8, 5.8, 5.6)","(6.5, 11.0, 9.7)","(6.0, 99999, 99990)","(101.0, 99999, 99990)","(61.0, 75.0, 72.1)","(4.0, 5.1, 4.9399999999999995)","(6.5, 10.0, 8.714285714285714)","(17.0, 20.0, 19.333333333333332)","(71.0, 190.0, 142.5)","(4.0, 4.8, 4.666666666666667)"
07-01-2023 16:54:13.187275,"(4.8, 5.8, 5.6)","(6.5, 11.0, 9.7)","(6.0, 99999, 99990)","(101.0, 99999, 99990)","(61.0, 75.0, 72.1)","(4.0, 5.1, 4.9399999999999995)","(6.5, 10.0, 8.714285714285714)","(17.0, 20.0, 19.333333333333332)","(71.0, 190.0, 142.5)","(4.0, 4.8, 4.666666666666667)"
07-01-2023 16:54:14.324096,"(4.8, 5.8, 5.6)","(6.5, 11.0, 9.7)","(6.0, 99999, 99990)","(101.0, 99999, 99990)","(61.0, 75.0, 72.1)","(4.0, 5.1, 4.9399999999999995)","(6.5, 10.0, 8.714285714285714)","(17.0, 20.0, 19.333333333333332)","(71.0, 190.0, 142.5)","(4.0, 4.8, 4.666666666666667)"
07-01-2023 16:54:15.496863,"(4.8, 5.8, 5.6)","(6.5, 11.0, 9.7)","(6.0, 99999, 99990)","(101.0, 99999, 99990)","(61.0, 75.0, 72.1)","(4.0, 5.1, 4.9399999999999995)","(6.5, 10.0, 9.4)","(17.0, 20.0, 19.333333333333332)","(71.0, 190.0, 142.5)","(4.0, 4.9, 4.733333333333333)"
07-01-2023 16:54:16.626941,"(4.8, 5.8, 5.6)","(6.5, 11.0, 9.7)","(6.0, 99999, 99990)","(101.0, 99999, 99990)","(61.0, 75.0, 72.1)","(4.0, 5.1, 4.9399999999999995)","(6.5, 10.0, 9.4)","(17.0, 20.0, 19.333333333333332)","(71.0, 190.0, 142.5)","(4.0, 4.9, 4.733333333333333)"
07-01-2023 16:54:17.888688,"(4.8, 5.8, 5.6)","(6.5, 11.0, 9.7)","(6.0, 99999, 99990)","(101.0, 99999, 99990)","(61.0, 75.0, 72.1)","(4.0, 5.1, 4.966666666666667)","(6.5, 10.0, 9.4)","(17.0, 20.0, 19.333333333333332)","(71.0, 190.0, 172.0)","(4.0, 4.9, 4.38)"
07-01-2023 16:54:19.300342,"(4.8, 5.8, 5.6)","(6.5, 11.0, 9.7)","(6.0, 99999, 99990)","(101.0, 99999, 99990)","(61.0, 75.0, 70.5)","(4.0, 5.1, 4.9399999999999995)","(6.5, 10.0, 9.4)","(17.0, 20.0, 19.333333333333332)","(71.0, 190.0, 172.0)","(4.0, 4.4, 4.64)"
07-01-2023 16:54:20.741732,"(4.8, 5.8, 5.6)","(6.5, 11.0, 9.7)","(6.0, 99999, 99990)","(101.0, 99999, 99990)","(61.0, 75.0, 70.5)","(4.0, 5.1, 4.9399999999999995)","(6.5, 10.0, 9.4)","(17.0, 20.0, 19.333333333333332)","(71.0, 190.0, 172.0)","(4.0, 4.8, 4.64)"
07-01-2023 16:54:22.161999,"(4.8, 5.8, 5.6)","(6.5, 11.0, 9.7)","(6.0, 99999, 99990)","(101.0, 99999, 99990)","(61.0, 75.0, 70.5)","(4.0, 5.1, 4.9399999999999995)","(6.5, 10.0, 9.4)","(17.0, 20.0, 19.333333333333332)","(71.0, 190.0, 172.0)","(4.0, 4.8, 4.64)"
07-01-2023 16:54:23.517050,"(4.8, 5.8, 5.6)","(6.5, 11.0, 9.7)","(6.0, 99999, 99990)","(101.0, 99999, 99990)","(61.0, 75.0, 72.75)","(4.0, 5.1, 4.9399999999999995)","(6.5, 10.0, 9.4)","(17.0, 20.0, 19.333333333333332)","(71.0, 190.0, 172.0)","(4.0, 4.8, 4.64)"
07-01-2023 16:54:24.782624,"(4.8, 5.8, 5.6)","(6.5, 11.0, 9.7)","(6.0, 99999, 99990)","(101.0, 99999, 99990)","(61.0, 75.0, 72.75)","(4.0, 5.1, 4.9399999999999995)","(6.5, 10.0, 9.4)","(17.0, 20.0, 19.333333333333332)","(71.0, 190.0, 172.0)","(4.0, 4.8, 4.64)"
07-01-2023 16:54:26.002399,"(4.8, 5.8, 5.6)","(6.5, 11.0, 9.7)","(6.0, 99999, 99990)","(101.0, 99999, 99990)","(61.0, 75.0, 72.75)","(4.0, 5.1, 4.9399999999999995)","(6.5, 10.0, 9.4)","(17.0, 20.0, 19.333333333333332)","(71.0, 190.0, 172.0)","(4.0, 4.8, 4.64)"
07-01-2023 16:54:27.221283,"(4.8, 5.8, 5.6)","(6.5, 11.0, 9.7)","(6.0, 99999, 99990)","(101.0, 99999, 99990)","(61.0, 75.0, 72.75)","(4.0, 5.1, 4.9399999999999995)","(6.5, 10.0, 9.4)","(16.0, 20.0, 19.333333333333332)","(71.0, 190.0, 172.0)","(4.0, 4.8, 4.64)"
07-01-2023 16:54:28.489516,"(4.8, 5.8, 5.55)","(6.5, 11.0, 9.7)","(6.0, 99999, 99990)","(101.0, 99999, 99990)","(61.0, 75.0, 72.75)","(4.0, 5.1, 4.9399999999999995)","(6.5, 10.0, 9.4)","(16.0, 20.0, 19.333333333333332)","(71.0, 190.0, 172.0)","(4.0, 4.8, 4.64)"
07-01-2023 16:54:29.730647,"(4.8, 5.8, 5.55)","(6.5, 11.0, 9.7)","(6.0, 99999, 99990)","(101.0, 99999, 99990)","(61.0, 75.0, 72.75)","(4.0, 5.1, 4.9399999999999995)","(6.5, 10.0, 9.4)","(16.0, 20.0, 19.333333333333332)","(71.0, 190.0, 172.0)","(4.0, 4.8, 4.72)"
07-01-2023 16:54:30.909093,"(4.8, 5.8, 5.55)","(6.5, 11.0, 9.7)","(6.0, 99999, 99990)","(101.0, 99999, 99990)","(61.0, 75.0, 72.75)","(4.0, 5.1, 4.9399999999999995)","(6.5, 10.0, 9.4)","(16.0, 20.0, 19.333333333333332)","(71.0, 190.0, 172.0)","(4.0, 4.8, 4.72)"
07-01-2023 16:54:32.134847,"(4.8, 5.8, 5.55)","(6.5, 11.0, 9.7)","(6.0, 99999, 99990)","(101.0, 99999, 99990)","(61.0, 75.0, 72.75)","(4.0, 5.1, 4.9399999999999995)","(6.5, 10.0, 9.4)","(16.0, 20.0, 19.333333333333332)","(71.0, 190.0, 172.0)","(4.0, 4.8, 4.72)"
07-01-2023 16:54:33.361427,"(4.8, 5.8, 5.55)","(6.5, 11.0, 9.7)","(6.0, 99999, 99990)","(101.0, 99999, 99990)","(61.0, 75.0, 72.75)","(4.0, 5.1, 4.9399999999999995)","(6.5, 10.0, 9.4)","(16.0, 20.0, 19.333333333333332)","(71.0, 190.0, 171.5)","(4.0, 4.8, 4.72)"
07-01-2023 16:54:34.563747,"(4.8, 5.8, 5.6)","(6.5, 11.0, 9.7)","(6.0, 99999, 99990)","(101.0, 99999, 99990)","(61.0, 75.0, 72.75)","(4.0, 5.1, 4.9399999999999995)","(6.5, 10.0, 9.4)","(16.0, 20.0, 19.333333333333332)","(71.0, 180.0, 171.5)","(4.0, 4.8, 4.746666666666666)"
07-01-2023 16:54:35.723442,"(4.8, 5.8, 5.6)","(6.5, 11.0, 9.7)","(6.0, 99999, 99990)","(101.0, 99999, 99990)","(61.0, 75.0, 72.75)","(4.0, 5.1, 4.9399999999999995)","(6.5, 10.0, 9.4)","(16.0, 20.0, 19.333333333333332)","(71.0, 180.0, 171.5)","(4.0, 4.8, 4.746666666666666)"
07-01-2023 16:54:36.870755,"(4.8, 5.8, 5.6)","(6.5, 11.0, 9.7)","(6.0, 99999, 99990)","(101.0, 99999, 99990)","(61.0, 75.0, 72.75)","(4.0, 5.1, 4.9399999999999995)","(6.5, 10.0, 9.4)","(16.0, 20.0, 19.333333333333332)","(71.0, 180.0, 171.5)","(4.0, 4.8, 4.746666666666666)"
07-01-2023 16:54:38.006231,"(4.8, 5.8, 5.6)","(6.5, 11.0, 9.7)","(6.0, 99999, 99990)","(101.0, 99999, 99990)","(61.0, 75.0, 72.75)","(4.0, 5.1, 4.9399999999999995)","(6.5, 10.0, 9.4)","(16.0, 20.0, 19.333333333333332)","(71.0, 180.0, 171.5)","(4.0, 4.8, 4.746666666666666)"
07-01-2023 16:54:39.098048,"(4.8, 5.8, 5.6)","(6.5, 11.0, 9.7)","(6.0, 99999, 99990)","(101.0, 99999, 99990)","(61.0, 75.0, 72.75)","(4.0, 5.1, 4.9399999999999995)","(6.5, 10.0, 9.4)","(16.0, 20.0, 19.333333333333332)","(71.0, 180.0, 171.5)","(4.0, 4.8, 4.746666666666666)"
07-01-2023 16:54:40.222638,"(4.8, 5.8, 5.6)","(6.5, 11.0, 9.7)","(6.0, 99999, 99990)","(101.0, 99999, 99990)","(61.0, 75.0, 71.14285714285714)","(4.0, 5.1, 4.9399999999999995)","(6.5, 10.0, 9.4)","(16.0, 20.0, 19.333333333333332)","(71.0, 180.0, 171.5)","(4.0, 4.8, 4.746666666666666)"
07-01-2023 16:54:41.393707,"(4.8, 5.8, 5.6)","(6.5, 11.0, 9.7)","(6.0, 99999, 99990)","(101.0, 99999, 99990)","(61.0, 75.0, 71.14285714285714)","(4.0, 5.1, 4.9399999999999995)","(6.5, 10.0, 9.4)","(16.0, 20.0, 19.333333333333332)","(71.0, 180.0, 171.5)","(4.0, 4.8, 4.76)"
07-01-2023 16:54:42.528731,"(4.8, 5.8, 5.55)","(6.5, 11.0, 9.7)","(6.0, 99999, 99990)","(101.0, 99999, 99990)","(61.0, 75.0, 71.14285714285714)","(4.0, 5.1, 4.9399999999999995)","(6.5, 10.0, 9.4)","(16.0, 20.0, 19.333333333333332)","(71.0, 180.0, 171.5)","(4.0, 4.8, 4.76)"
07-01-2023 16:54:43.655716,"(4.8, 5.8, 5.55)","(6.5, 11.0, 9.7)","(6.0, 99999, 99990)","(101.0, 99999, 99990)","(61.0, 75.0, 71.14285714285714)","(4.0, 5.1, 4.9399999999999995)","(6.5, 10.0, 9.4)","(16.0, 20.0, 19.333333333333332)","(71.0, 180.0, 171.5)","(4.0, 4.8, 4.76)"
07-01-2023 16:54:44.877468,"(4.8, 5.8, 5.55)","(6.5, 11.0, 9.7)","(6.0, 99999, 99990)","(101.0, 99999, 99990)","(61.0, 75.0, 71.14285714285714)","(4.0, 5.1, 4.9399999999999995)","(6.5, 10.0, 9.4)","(16.0, 20.0, 19.333333333333332)","(71.0, 180.0, 171.5)","(4.0, 4.8, 4.8500000000000005)"
07-01-2023 16:54:46.022884,"(4.8, 5.8, 5.55)","(6.5, 11.0, 9.7)","(6.0, 99999, 99990)","(101.0, 99999, 99990)","(61.0, 75.0, 71.14285714285714)","(4.0, 5.1, 4.9399999999999995)","(6.5, 10.0, 9.4)","(16.0, 20.0, 19.333333333333332)","(71.0, 180.0, 171.5)","(4.0, 4.9, 4.852380952380953)"
07-01-2023 16:54:47.196129,"(4.8, 5.8, 5.55)","(6.5, 11.0, 9.7)","(6.0, 99999, 99990)","(101.0, 99999, 99990)","(61.0, 75.0, 71.14285714285714)","(4.0, 5.1, 4.9399999999999995)","(6.5, 10.0, 9.4)","(16.0, 20.0, 19.333333333333332)","(71.0, 180.0, 171.5)","(4.0, 4.9, 4.852380952380953)"
07-01-2023 16:54:48.379156,"(4.8, 5.8, 5.55)","(6.5, 11.0, 9.7)","(6.0, 99999, 99990)","(101.0, 99999, 99990)","(61.0, 75.0, 71.14285714285714)","(4.0, 5.1, 4.9399999999999995)","(6.5, 10.0, 9.4)","(16.0, 20.0, 19.333333333333332)","(71.0, 180.0, 171.5)","(4.0, 4.9, 4.65)"
07-01-2023 16:54:49.598381,"(4.8, 5.8, 5.55)","(6.5, 11.0, 9.7)","(6.0, 99999, 99990)","(101.0, 99999, 99990)","(61.0, 75.0, 71.14285714285714)","(4.0, 5.1, 4.9399999999999995)","(6.5, 10.0, 9.4)","(16.0, 20.0, 19.333333333333332)","(71.0, 180.0, 171.5)","(4.0, 4.8, 4.65)"
07-01-2023 16:54:50.827585,"(4.8, 5.8, 5.55)","(6.5, 11.0, 9.7)","(6.0, 99999, 99990)","(101.0, 99999, 99990)","(61.0, 75.0, 71.14285714285714)","(4.0, 5.1, 4.9399999999999995)","(6.5, 10.0, 9.4)","(16.0, 20.0, 19.333333333333332)","(71.0, 180.0, 171.5)","(4.0, 4.8, 4.65)"
07-01-2023 16:54:52.071019,"(4.8, 5.8, 5.55)","(6.5, 11.0, 9.7)","(6.0, 99999, 99990)","(101.0, 99999, 99990)","(61.0, 75.0, 71.14285714285714)","(4.0, 5.1, 4.9399999999999995)","(6.5, 10.0, 9.4)","(16.0, 20.0, 19.333333333333332)","(71.0, 180.0, 171.5)","(4.0, 4.8, 4.65)"
07-01-2023 16:54:53.298174,"(4.8, 5.8, 5.55)","(6.5, 11.0, 9.7)","(6.0, 99999, 99990)","(101.0, 99999, 99990)","(51.0, 75.0, 71.14285714285714)","(4.0, 5.1, 4.78)","(6.5, 10.0, 9.4)","(16.0, 20.0, 19.333333333333332)","(71.0, 180.0, 171.5)","(4.0, 4.8, 4.65)"
07-01-2023 16:54:54.474339,"(4.8, 5.8, 5.55)","(6.5, 11.0, 9.7)","(6.0, 99999, 99990)","(101.0, 99999, 99990)","(51.0, 75.0, 71.14285714285714)","(4.0, 4.9, 4.78)","(6.5, 10.0, 9.4)","(16.0, 20.0, 19.333333333333332)","(71.0, 180.0, 171.5)","(4.0, 4.8, 4.65)"
07-01-2023 16:54:55.712328,"(4.8, 5.8, 5.55)","(6.5, 11.0, 9.7)","(6.0, 99999, 99990)","(101.0, 99999, 99990)","(51.0, 75.0, 71.14285714285714)","(4.0, 4.9, 4.55)","(6.5, 10.0, 9.4)","(16.0, 20.0, 19.333333333333332)","(71.0, 180.0, 171.5)","(4.0, 4.8, 4.65)"
07-01-2023 16:54:56.872781,"(4.8, 5.8, 5.55)","(6.5, 11.0, 9.7)","(6.0, 99999, 99990)","(101.0, 99999, 99990)","(51.0, 75.0, 71.14285714285714)","(4.0, 4.8, 4.54)","(6.5, 10.0, 9.4)","(16.0, 20.0, 19.333333333333332)","(71.0, 180.0, 171.5)","(4.0, 4.8, 4.852380952380953)"
07-01-2023 16:54:58.098610,"(4.8, 5.8, 5.55)","(6.5, 11.0, 9.7)","(6.0, 99999, 99990)","(101.0, 99999, 99990)","(51.0, 75.0, 71.14285714285714)","(4.0, 4.7, 4.54)","(6.5, 10.0, 9.4)","(16.0, 20.0, 19.333333333333332)","(71.0, 180.0, 171.5)","(4.0, 4.9, 4.852380952380953)"
07-01-2023 16:54:59.284197,"(4.8, 5.8, 5.55)","(6.5, 11.0, 9.7)","(6.0, 99999, 99990)","(101.0, 99999, 99990)","(51.0, 75.0, 71.14285714285714)","(4.0, 4.7, 4.54)","(6.5, 10.0, 9.4)","(16.0, 20.0, 19.333333333333332)","(71.0, 180.0, 171.5)","(4.0, 4.9, 4.865517241379311)"
07-01-2023 16:55:00.465430,"(4.8, 5.8, 5.714285714285714)","(6.5, 11.0, 9.7)","(6.0, 99999, 99990)","(101.0, 99999, 99990)","(51.0, 75.0, 71.14285714285714)","(4.0, 4.7, 4.54)","(6.5, 10.0, 9.4)","(16.0, 20.0, 19.333333333333332)","(71.0, 180.0, 171.5)","(4.0, 4.9, 4.865517241379311)"
07-01-2023 16:55:01.868325,"(4.8, 5.8, 5.714285714285714)","(6.5, 11.0, 9.7)","(6.0, 99999, 99990)","(101.0, 99999, 99990)","(51.0, 75.0, 71.14285714285714)","(4.0, 4.7, 4.54)","(6.5, 10.0, 9.4)","(16.0, 20.0, 19.333333333333332)","(71.0, 180.0, 171.5)","(4.0, 4.9, 4.865517241379311)"
07-01-2023 16:55:03.063995,"(4.8, 5.8, 5.714285714285714)","(6.5, 11.0, 9.7)","(6.0, 99999, 99990)","(101.0, 99999, 99990)","(51.0, 75.0, 71.14285714285714)","(4.0, 4.7, 4.54)","(6.5, 10.0, 9.4)","(16.0, 20.0, 19.333333333333332)","(71.0, 180.0, 171.5)","(4.0, 4.9, 4.865517241379311)"
07-01-2023 16:55:04.245153,"(4.8, 5.8, 5.714285714285714)","(6.5, 11.0, 9.7)","(6.0, 99999, 99990)","(101.0, 99999, 99990)","(51.0, 75.0, 71.14285714285714)","(4.0, 4.7, 4.54)","(6.5, 10.0, 9.4)","(16.0, 20.0, 19.333333333333332)","(71.0, 180.0, 171.5)","(4.0, 4.9, 4.65)"
07-01-2023 16:55:05.455748,"(4.8, 5.8, 5.714285714285714)","(6.5, 11.0, 9.7)","(6.0, 99999, 99990)","(101.0, 99999, 99990)","(51.0, 75.0, 71.14285714285714)","(4.0, 4.7, 4.54)","(6.5, 10.0, 9.4)","(16.0, 20.0, 19.333333333333332)","(71.0, 180.0, 171.5)","(4.0, 4.8, 4.65)"
07-01-2023 16:55:06.579823,"(4.8, 5.8, 5.714285714285714)","(6.5, 11.0, 9.7)","(6.0, 99999, 99990)","(101.0, 99999, 99990)","(51.0, 75.0, 71.14285714285714)","(4.0, 4.7, 4.54)","(6.5, 10.0, 9.4)","(16.0, 20.0, 19.333333333333332)","(71.0, 180.0, 171.5)","(4.0, 4.8, 4.65)"
07-01-2023 16:55:07.798900,"(4.8, 5.8, 5.714285714285714)","(6.5, 11.0, 9.7)","(6.0, 99999, 99990)","(101.0, 99999, 99990)","(51.0, 75.0, 71.14285714285714)","(4.0, 4.7, 4.54)","(6.5, 10.0, 9.4)","(16.0, 20.0, 19.333333333333332)","(71.0, 180.0, 171.5)","(4.0, 4.8, 4.65)"
07-01-2023 16:55:09.038678,"(4.8, 5.8, 5.714285714285714)","(6.5, 11.0, 9.7)","(6.0, 99999, 99990)","(101.0, 99999, 99990)","(51.0, 75.0, 71.14285714285714)","(4.0, 4.7, 4.54)","(6.5, 10.0, 9.4)","(16.0, 20.0, 19.333333333333332)","(71.0, 180.0, 171.5)","(4.0, 4.8, 4.65)"
07-01-2023 16:55:10.237503,"(4.8, 5.8, 5.714285714285714)","(6.5, 11.0, 9.7)","(6.0, 99999, 99990)","(101.0, 99999, 99990)","(51.0, 75.0, 71.14285714285714)","(4.0, 4.7, 4.54)","(6.5, 10.0, 9.4)","(16.0, 20.0, 19.333333333333332)","(71.0, 180.0, 171.5)","(4.0, 4.8, 4.65)"
07-01-2023 16:55:11.459267,"(4.8, 5.8, 5.714285714285714)","(6.5, 11.0, 9.7)","(6.0, 99999, 99990)","(101.0, 99999, 99990)","(51.0, 75.0, 71.14285714285714)","(4.0, 4.7, 4.54)","(6.5, 10.0, 9.4)","(16.0, 20.0, 19.333333333333332)","(71.0, 180.0, 171.5)","(4.0, 4.8, 5.092307692307692)"
07-01-2023 16:55:12.644098,"(4.8, 5.8, 5.714285714285714)","(6.5, 11.0, 9.7)","(6.0, 99999, 99990)","(101.0, 99999, 99990)","(51.0, 75.0, 71.14285714285714)","(4.0, 4.7, 4.54)","(6.5, 10.0, 9.4)","(16.0, 20.0, 19.333333333333332)","(71.0, 180.0, 171.5)","(4.0, 5.1, 5.25)"
07-01-2023 16:55:13.810711,"(4.8, 5.8, 5.675)","(6.5, 11.0, 9.7)","(6.0, 99999, 99990)","(101.0, 99999, 99990)","(51.0, 75.0, 70.5)","(4.0, 4.7, 4.54)","(6.5, 10.0, 9.4)","(16.0, 20.0, 18.333333333333332)","(71.0, 180.0, 171.5)","(4.0, 5.4, 5.35)"
07-01-2023 16:55:14.986208,"(4.8, 5.8, 5.675)","(6.5, 11.0, 9.7)","(6.0, 99999, 99990)","(101.0, 99999, 99990)","(51.0, 75.0, 70.5)","(4.0, 4.7, 4.54)","(6.5, 10.0, 9.4)","(16.0, 20.0, 18.333333333333332)","(71.0, 180.0, 171.5)","(4.0, 5.6, 5.35)"
07-01-2023 16:55:16.159751,"(4.8, 5.8, 5.675)","(6.5, 11.0, 9.7)","(6.0, 99999, 99990)","(101.0, 99999, 99990)","(51.0, 75.0, 70.5)","(4.0, 4.7, 4.590909090909091)","(6.5, 10.0, 9.4)","(16.0, 20.0, 18.333333333333332)","(71.0, 180.0, 171.5)","(4.0, 5.6, 5.557142857142857)"
07-01-2023 16:55:17.314769,"(4.8, 5.8, 5.675)","(6.5, 11.0, 9.7)","(6.0, 99999, 99990)","(101.0, 99999, 99990)","(51.0, 75.0, 70.5)","(4.0, 4.7, 4.566666666666666)","(6.5, 10.0, 9.4)","(16.0, 20.0, 18.333333333333332)","(71.0, 180.0, 171.5)","(4.0, 5.6, 5.557142857142857)"
07-01-2023 16:55:18.532735,"(4.8, 5.8, 5.25)","(6.5, 11.0, 9.7)","(6.0, 99999, 99990)","(101.0, 99999, 99990)","(51.0, 75.0, 72.0)","(4.0, 4.7, 4.566666666666666)","(6.5, 10.0, 9.4)","(16.0, 20.0, 18.333333333333332)","(71.0, 180.0, 171.5)","(4.0, 5.6, 5.557142857142857)"
07-01-2023 16:55:19.693617,"(4.8, 5.8, 5.1)","(6.5, 11.0, 9.7)","(6.0, 99999, 99990)","(101.0, 99999, 99990)","(51.0, 75.0, 72.0)","(4.0, 4.7, 4.45)","(6.5, 10.0, 9.4)","(16.0, 20.0, 18.5)","(71.0, 180.0, 171.5)","(4.0, 5.6, 5.557142857142857)"
07-01-2023 16:55:20.839869,"(4.8, 5.8, 5.366666666666666)","(6.5, 11.0, 9.7)","(6.0, 99999, 99990)","(101.0, 99999, 99990)","(51.0, 75.0, 72.0)","(4.0, 4.7, 4.45)","(6.5, 10.0, 9.4)","(16.0, 20.0, 18.5)","(71.0, 180.0, 171.5)","(4.0, 5.6, 5.557142857142857)"
07-01-2023 16:55:22.017884,"(4.8, 5.8, 5.366666666666666)","(6.5, 11.0, 9.7)","(6.5, 99999, 99990)","(101.0, 99999, 99990)","(51.0, 75.0, 72.0)","(4.0, 4.7, 4.5)","(6.5, 10.0, 9.4)","(16.0, 20.0, 18.5)","(71.0, 180.0, 171.5)","(4.0, 5.6, 5.557142857142857)"
07-01-2023 16:55:23.144666,"(4.8, 5.8, 5.366666666666666)","(6.5, 11.0, 9.7)","(6.5, 99999, 99990)","(101.0, 99999, 99990)","(51.0, 75.0, 72.0)","(4.0, 4.7, 4.433333333333334)","(6.5, 10.0, 9.4)","(16.0, 20.0, 18.5)","(71.0, 180.0, 137.5)","(4.0, 5.6, 5.557142857142857)"
07-01-2023 16:55:24.357277,"(4.8, 5.8, 5.366666666666666)","(6.5, 11.0, 9.7)","(6.5, 99999, 99990)","(101.0, 99999, 99990)","(51.0, 75.0, 72.0)","(4.0, 4.7, 4.5)","(6.5, 10.0, 9.4)","(16.0, 20.0, 18.5)","(71.0, 180.0, 137.5)","(4.0, 5.6, 5.557142857142857)"
07-01-2023 16:55:25.629659,"(4.8, 5.8, 5.583333333333333)","(6.5, 11.0, 9.7)","(6.5, 99999, 99990)","(101.0, 99999, 99990)","(51.0, 75.0, 72.0)","(4.0, 4.7, 4.5)","(6.5, 10.0, 9.4)","(16.0, 20.0, 18.5)","(71.0, 180.0, 137.5)","(4.0, 5.6, 5.557142857142857)"
07-01-2023 16:55:26.857100,"(4.8, 5.8, 5.583333333333333)","(6.5, 11.0, 9.7)","(6.5, 99999, 99990)","(101.0, 99999, 99990)","(51.0, 75.0, 72.0)","(4.0, 4.7, 4.5)","(6.5, 10.0, 9.4)","(16.0, 20.0, 18.5)","(71.0, 180.0, 137.5)","(4.0, 5.6, 5.557142857142857)"
07-01-2023 16:55:28.075748,"(4.8, 5.8, 5.583333333333333)","(6.5, 11.0, 9.7)","(6.5, 99999, 99990)","(101.0, 99999, 99990)","(51.0, 75.0, 72.0)","(4.0, 4.7, 4.5)","(6.5, 10.0, 9.4)","(16.0, 20.0, 18.5)","(71.0, 180.0, 137.5)","(4.0, 5.6, 5.557142857142857)"
07-01-2023 16:55:29.214527,"(4.8, 5.8, 5.583333333333333)","(6.5, 11.0, 9.7)","(6.5, 99999, 99990)","(101.0, 99999, 99990)","(51.0, 75.0, 72.0)","(4.0, 4.7, 4.5)","(6.5, 10.0, 9.4)","(16.0, 20.0, 18.5)","(71.0, 180.0, 137.5)","(4.0, 5.6, 5.557142857142857)"
