,Shintaro Fury,Finniss Spice,Newtons Law,Recommend,Bag The Cash,Big Merv,Velocity Corene,Irish Gem
07-01-2023 10:37:30.055686,"(6.0, 9.8, 9.116666666666667)","(4.8, 10.5, 5.183333333333334)","(9.0, 19.5, 10.083333333333332)","(6.0, 9.2, 6.8)","(4.0, 6.6, 5.25)","(13.0, 27.0, 22.526315789473685)","(5.5, 8.2, 7.628571428571428)","(6.5, 14.0, 11.90967741935484)"
07-01-2023 10:37:31.270734,"(6.0, 9.8, 9.116666666666667)","(4.8, 10.5, 5.183333333333334)","(9.0, 19.5, 10.083333333333332)","(6.0, 9.2, 6.8)","(4.0, 6.6, 5.25)","(13.0, 27.0, 22.526315789473685)","(5.5, 8.2, 7.628571428571428)","(6.5, 14.0, 11.90967741935484)"
07-01-2023 10:37:32.452492,"(6.0, 9.8, 9.116666666666667)","(4.8, 10.5, 5.183333333333334)","(9.0, 19.5, 10.083333333333332)","(6.0, 9.2, 6.8)","(4.0, 6.6, 5.25)","(13.0, 27.0, 22.526315789473685)","(5.5, 8.2, 7.628571428571428)","(6.5, 14.0, 11.90967741935484)"
07-01-2023 10:37:33.769007,"(6.0, 9.8, 9.116666666666667)","(4.8, 10.5, 5.183333333333334)","(9.0, 19.5, 10.083333333333332)","(6.0, 9.2, 6.8)","(4.0, 6.6, 5.25)","(13.0, 27.0, 22.526315789473685)","(5.5, 8.2, 7.628571428571428)","(6.5, 14.0, 11.90967741935484)"
07-01-2023 10:37:35.004266,"(6.0, 9.8, 9.116666666666667)","(4.8, 10.5, 5.183333333333334)","(9.0, 19.5, 10.083333333333332)","(6.0, 9.2, 6.8)","(4.0, 6.6, 5.25)","(13.0, 27.0, 22.526315789473685)","(5.5, 8.2, 7.628571428571428)","(6.5, 14.0, 11.90967741935484)"
07-01-2023 10:37:36.113488,"(6.0, 9.8, 9.116666666666667)","(4.8, 10.5, 5.183333333333334)","(9.0, 19.5, 10.083333333333332)","(6.0, 9.2, 6.8)","(4.0, 6.6, 5.25)","(13.0, 27.0, 22.526315789473685)","(5.5, 8.2, 7.628571428571428)","(6.5, 14.0, 11.90967741935484)"
07-01-2023 10:37:37.243405,"(6.0, 9.8, 9.116666666666667)","(4.8, 10.5, 5.183333333333334)","(9.0, 19.5, 10.083333333333332)","(6.0, 9.2, 6.8)","(4.0, 6.6, 5.25)","(13.0, 27.0, 22.526315789473685)","(5.5, 8.2, 7.628571428571428)","(6.5, 14.0, 11.90967741935484)"
07-01-2023 10:37:38.375336,"(6.0, 9.8, 9.116666666666667)","(4.8, 10.5, 5.183333333333334)","(9.0, 19.5, 10.083333333333332)","(6.0, 9.2, 6.8)","(4.0, 6.6, 5.25)","(13.0, 27.0, 22.526315789473685)","(5.5, 8.2, 7.628571428571428)","(6.5, 14.0, 11.90967741935484)"
07-01-2023 10:37:39.547038,"(6.0, 9.8, 9.116666666666667)","(4.8, 10.5, 5.183333333333334)","(9.0, 19.5, 10.083333333333332)","(6.0, 9.2, 6.8)","(4.0, 6.6, 5.25)","(13.0, 27.0, 22.526315789473685)","(5.5, 8.2, 7.628571428571428)","(6.5, 14.0, 11.90967741935484)"
07-01-2023 10:37:40.824797,"(6.0, 9.8, 9.116666666666667)","(4.8, 10.5, 5.183333333333334)","(9.0, 19.5, 10.083333333333332)","(6.0, 9.2, 6.8)","(4.0, 6.6, 5.25)","(13.0, 27.0, 22.526315789473685)","(5.5, 8.2, 7.628571428571428)","(6.5, 14.0, 11.90967741935484)"
07-01-2023 10:37:42.001564,"(6.0, 9.8, 9.116666666666667)","(4.8, 10.5, 5.183333333333334)","(9.0, 19.5, 10.083333333333332)","(6.0, 9.2, 6.8)","(4.0, 6.6, 5.25)","(13.0, 27.0, 22.526315789473685)","(5.5, 8.2, 7.628571428571428)","(6.5, 14.0, 11.90967741935484)"
07-01-2023 10:37:43.143320,"(6.0, 9.8, 9.116666666666667)","(4.8, 10.5, 5.183333333333334)","(9.0, 19.5, 10.083333333333332)","(6.0, 9.2, 6.8)","(4.0, 6.6, 5.25)","(13.0, 27.0, 22.526315789473685)","(5.5, 8.2, 7.628571428571428)","(6.5, 14.0, 11.90967741935484)"
07-01-2023 10:37:44.351455,"(6.0, 9.8, 9.116666666666667)","(4.8, 10.5, 5.183333333333334)","(9.0, 19.5, 10.083333333333332)","(6.0, 9.2, 6.8)","(4.0, 6.6, 5.25)","(13.0, 27.0, 22.526315789473685)","(5.5, 8.2, 7.628571428571428)","(6.5, 14.0, 11.90967741935484)"
07-01-2023 10:37:45.559224,"(6.0, 9.8, 9.116666666666667)","(4.8, 10.5, 5.183333333333334)","(9.0, 19.5, 10.083333333333332)","(6.0, 9.2, 6.8)","(4.0, 6.6, 5.25)","(13.0, 27.0, 22.526315789473685)","(5.5, 8.2, 7.628571428571428)","(6.5, 14.0, 11.90967741935484)"
07-01-2023 10:37:46.772834,"(6.0, 9.8, 9.116666666666667)","(4.8, 10.5, 5.183333333333334)","(9.0, 19.5, 10.083333333333332)","(6.0, 9.2, 6.8)","(4.0, 6.6, 5.25)","(13.0, 27.0, 22.526315789473685)","(5.5, 8.2, 7.628571428571428)","(6.5, 14.0, 11.90967741935484)"
07-01-2023 10:37:48.014840,"(6.0, 9.8, 9.116666666666667)","(4.8, 10.5, 5.183333333333334)","(9.0, 19.5, 10.083333333333332)","(6.0, 9.2, 6.8)","(4.0, 6.6, 5.25)","(13.0, 27.0, 22.526315789473685)","(5.5, 8.2, 7.628571428571428)","(6.5, 14.0, 11.90967741935484)"
07-01-2023 10:37:49.304172,"(6.0, 9.8, 9.116666666666667)","(4.8, 10.5, 5.183333333333334)","(9.0, 19.5, 10.083333333333332)","(6.0, 9.2, 6.8)","(4.0, 6.6, 5.25)","(13.0, 27.0, 22.526315789473685)","(5.5, 8.2, 7.628571428571428)","(6.5, 14.0, 11.90967741935484)"
07-01-2023 10:37:50.549729,"(6.0, 9.8, 9.116666666666667)","(4.8, 10.5, 5.183333333333334)","(9.0, 19.5, 10.083333333333332)","(6.0, 9.2, 6.8)","(4.0, 6.6, 5.25)","(13.0, 27.0, 22.526315789473685)","(5.5, 8.2, 7.628571428571428)","(6.5, 14.0, 11.90967741935484)"
07-01-2023 10:37:51.764921,"(6.0, 9.8, 9.116666666666667)","(4.8, 10.5, 5.183333333333334)","(9.0, 19.5, 10.083333333333332)","(6.0, 9.2, 6.8)","(4.0, 6.6, 5.25)","(13.0, 27.0, 22.526315789473685)","(5.5, 8.2, 7.628571428571428)","(6.5, 14.0, 11.90967741935484)"
07-01-2023 10:37:53.002066,"(6.0, 9.8, 9.116666666666667)","(4.8, 10.5, 5.183333333333334)","(9.0, 19.5, 10.083333333333332)","(6.0, 9.2, 6.8)","(4.0, 6.6, 5.25)","(13.0, 27.0, 22.526315789473685)","(5.5, 8.2, 7.628571428571428)","(6.5, 14.0, 11.90967741935484)"
07-01-2023 10:37:54.203055,"(6.0, 9.8, 9.116666666666667)","(4.8, 10.5, 5.183333333333334)","(9.0, 19.5, 10.083333333333332)","(6.0, 9.2, 6.8)","(4.0, 6.6, 5.25)","(13.0, 27.0, 22.526315789473685)","(5.5, 8.2, 7.628571428571428)","(6.5, 14.0, 11.90967741935484)"
07-01-2023 10:37:55.381566,"(6.0, 9.8, 9.116666666666667)","(4.8, 10.5, 5.183333333333334)","(9.0, 19.5, 10.083333333333332)","(6.0, 9.2, 6.8)","(4.0, 6.6, 5.25)","(13.0, 27.0, 22.526315789473685)","(5.5, 8.2, 7.628571428571428)","(6.5, 14.0, 11.90967741935484)"
07-01-2023 10:37:56.585308,"(6.0, 9.8, 9.116666666666667)","(4.8, 10.5, 5.183333333333334)","(9.0, 19.5, 10.083333333333332)","(6.0, 9.2, 6.8)","(4.0, 6.6, 5.25)","(13.0, 27.0, 22.526315789473685)","(5.5, 8.2, 7.628571428571428)","(6.5, 14.0, 11.90967741935484)"
07-01-2023 10:37:57.863044,"(6.0, 9.8, 9.116666666666667)","(4.8, 10.5, 5.183333333333334)","(9.0, 19.5, 10.083333333333332)","(6.0, 9.2, 6.8)","(4.0, 6.6, 5.25)","(13.0, 27.0, 22.526315789473685)","(5.5, 8.2, 7.628571428571428)","(6.5, 14.0, 11.90967741935484)"
07-01-2023 10:37:59.104495,"(6.0, 9.8, 9.116666666666667)","(4.8, 10.5, 5.183333333333334)","(9.0, 19.5, 10.083333333333332)","(6.0, 9.2, 6.8)","(4.0, 6.6, 5.25)","(13.0, 27.0, 22.526315789473685)","(5.5, 8.2, 7.628571428571428)","(6.5, 14.0, 11.90967741935484)"
07-01-2023 10:38:00.358841,"(6.0, 9.8, 9.116666666666667)","(4.8, 10.5, 5.183333333333334)","(9.0, 19.5, 10.083333333333332)","(6.0, 9.2, 6.8)","(4.0, 6.6, 5.25)","(13.0, 27.0, 22.526315789473685)","(5.5, 8.2, 7.628571428571428)","(6.5, 14.0, 11.90967741935484)"
07-01-2023 10:38:01.677361,"(6.0, 9.8, 9.116666666666667)","(4.8, 10.5, 5.183333333333334)","(9.0, 19.5, 10.083333333333332)","(6.0, 9.2, 6.8)","(4.0, 6.6, 5.25)","(13.0, 27.0, 22.526315789473685)","(5.5, 8.2, 7.628571428571428)","(6.5, 14.0, 11.90967741935484)"
07-01-2023 10:38:02.879775,"(6.0, 9.8, 9.116666666666667)","(4.8, 10.5, 5.183333333333334)","(9.0, 19.5, 10.083333333333332)","(6.0, 9.2, 6.8)","(4.0, 6.6, 5.25)","(13.0, 27.0, 22.526315789473685)","(5.5, 8.2, 7.628571428571428)","(6.5, 14.0, 11.90967741935484)"
07-01-2023 10:38:04.084045,"(6.0, 9.8, 9.116666666666667)","(4.8, 10.5, 5.183333333333334)","(9.0, 19.5, 10.083333333333332)","(6.0, 9.2, 6.8)","(4.0, 6.6, 5.25)","(13.0, 27.0, 22.526315789473685)","(5.5, 8.2, 7.628571428571428)","(6.5, 14.0, 11.90967741935484)"
07-01-2023 10:38:05.269405,"(6.0, 9.8, 9.116666666666667)","(4.8, 10.5, 5.183333333333334)","(9.0, 19.5, 10.083333333333332)","(6.0, 9.2, 6.8)","(4.0, 6.6, 5.25)","(13.0, 27.0, 22.526315789473685)","(5.5, 8.2, 7.628571428571428)","(6.5, 14.0, 11.90967741935484)"
07-01-2023 10:38:06.469805,"(6.0, 9.8, 9.116666666666667)","(4.8, 10.5, 5.183333333333334)","(9.0, 19.5, 10.083333333333332)","(6.0, 9.2, 6.8)","(4.0, 6.6, 5.25)","(13.0, 27.0, 22.526315789473685)","(5.5, 8.2, 7.628571428571428)","(6.5, 14.0, 11.90967741935484)"
07-01-2023 10:38:07.680255,"(6.0, 9.8, 9.116666666666667)","(4.8, 10.5, 5.183333333333334)","(9.0, 19.5, 10.083333333333332)","(6.0, 9.2, 6.8)","(4.0, 6.6, 5.25)","(13.0, 27.0, 22.526315789473685)","(5.5, 8.2, 7.628571428571428)","(6.5, 14.0, 11.90967741935484)"
07-01-2023 10:38:08.883343,"(6.0, 9.8, 9.116666666666667)","(4.8, 10.5, 5.183333333333334)","(9.0, 19.5, 10.083333333333332)","(6.0, 9.2, 6.8)","(4.0, 6.6, 5.25)","(13.0, 27.0, 22.526315789473685)","(5.5, 8.2, 7.628571428571428)","(6.5, 14.0, 11.90967741935484)"
07-01-2023 10:38:10.039213,"(6.0, 9.8, 9.116666666666667)","(4.8, 10.5, 5.183333333333334)","(9.0, 19.5, 10.083333333333332)","(6.0, 9.2, 6.8)","(4.0, 6.6, 5.25)","(13.0, 27.0, 22.526315789473685)","(5.5, 8.2, 7.628571428571428)","(6.5, 14.0, 11.90967741935484)"
07-01-2023 10:38:11.278134,"(6.0, 9.8, 9.116666666666667)","(4.8, 10.5, 5.183333333333334)","(9.0, 19.5, 10.083333333333332)","(6.0, 9.2, 6.8)","(4.0, 6.6, 5.25)","(13.0, 27.0, 22.526315789473685)","(5.5, 8.2, 7.628571428571428)","(6.5, 14.0, 11.90967741935484)"
07-01-2023 10:38:12.523804,"(6.0, 9.8, 9.116666666666667)","(4.8, 10.5, 5.183333333333334)","(9.0, 19.5, 10.083333333333332)","(6.0, 9.2, 6.8)","(4.0, 6.6, 5.25)","(13.0, 27.0, 22.526315789473685)","(5.5, 8.2, 7.628571428571428)","(6.5, 14.0, 11.90967741935484)"
07-01-2023 10:38:13.761124,"(6.0, 9.8, 9.116666666666667)","(4.8, 10.5, 5.183333333333334)","(9.0, 19.5, 10.083333333333332)","(6.0, 9.2, 6.8)","(4.0, 6.6, 5.25)","(13.0, 27.0, 22.526315789473685)","(5.5, 8.2, 7.628571428571428)","(6.5, 14.0, 11.90967741935484)"
07-01-2023 10:38:15.028137,"(6.0, 9.8, 9.116666666666667)","(4.8, 10.5, 5.183333333333334)","(9.0, 19.5, 10.083333333333332)","(6.0, 9.2, 6.8)","(4.0, 6.6, 5.25)","(13.0, 27.0, 22.526315789473685)","(5.5, 8.2, 7.628571428571428)","(6.5, 14.0, 11.90967741935484)"
07-01-2023 10:38:16.270141,"(6.0, 9.8, 9.116666666666667)","(4.8, 10.5, 5.183333333333334)","(9.0, 19.5, 10.083333333333332)","(6.0, 9.2, 6.8)","(4.0, 6.6, 5.25)","(13.0, 27.0, 22.526315789473685)","(5.5, 8.2, 7.628571428571428)","(6.5, 14.0, 11.90967741935484)"
07-01-2023 10:38:17.472699,"(6.0, 9.8, 9.116666666666667)","(4.8, 10.5, 5.183333333333334)","(9.0, 19.5, 10.083333333333332)","(6.0, 9.2, 6.8)","(4.0, 6.6, 5.25)","(13.0, 27.0, 22.526315789473685)","(5.5, 8.2, 7.628571428571428)","(6.5, 14.0, 11.90967741935484)"
07-01-2023 10:38:18.662230,"(6.0, 9.8, 9.116666666666667)","(4.8, 10.5, 5.183333333333334)","(9.0, 19.5, 10.083333333333332)","(6.0, 9.2, 6.8)","(4.0, 6.6, 5.25)","(13.0, 27.0, 22.526315789473685)","(5.5, 8.2, 7.628571428571428)","(6.5, 14.0, 11.90967741935484)"
07-01-2023 10:38:19.916427,"(6.0, 9.8, 9.116666666666667)","(4.8, 10.5, 5.183333333333334)","(9.0, 19.5, 10.083333333333332)","(6.0, 9.2, 6.8)","(4.0, 6.6, 5.25)","(13.0, 27.0, 22.526315789473685)","(5.5, 8.2, 7.628571428571428)","(6.5, 14.0, 11.90967741935484)"
07-01-2023 10:38:21.203762,"(6.0, 9.8, 9.116666666666667)","(4.8, 10.5, 5.183333333333334)","(9.0, 19.5, 10.083333333333332)","(6.0, 9.2, 6.8)","(4.0, 6.6, 5.25)","(13.0, 27.0, 22.526315789473685)","(5.5, 8.2, 7.628571428571428)","(6.5, 14.0, 11.90967741935484)"
07-01-2023 10:38:22.506264,"(6.0, 9.8, 9.116666666666667)","(4.8, 10.5, 5.183333333333334)","(9.0, 19.5, 10.083333333333332)","(6.0, 9.2, 6.8)","(4.0, 6.6, 5.25)","(13.0, 27.0, 22.526315789473685)","(5.5, 8.2, 7.628571428571428)","(6.5, 14.0, 11.90967741935484)"
07-01-2023 10:38:23.825261,"(6.0, 9.8, 9.116666666666667)","(4.8, 10.5, 5.183333333333334)","(9.0, 19.5, 10.083333333333332)","(6.0, 9.2, 6.8)","(4.0, 6.6, 5.25)","(13.0, 27.0, 22.526315789473685)","(5.5, 8.2, 7.628571428571428)","(6.5, 14.0, 11.90967741935484)"
07-01-2023 10:38:25.178618,"(6.0, 9.8, 9.116666666666667)","(4.8, 10.5, 5.183333333333334)","(9.0, 19.5, 10.083333333333332)","(6.0, 9.2, 6.8)","(4.0, 6.6, 5.25)","(13.0, 27.0, 22.526315789473685)","(5.5, 8.2, 7.628571428571428)","(6.5, 14.0, 11.90967741935484)"
07-01-2023 10:38:26.391442,"(6.0, 9.8, 9.116666666666667)","(4.8, 10.5, 5.183333333333334)","(9.0, 19.5, 10.083333333333332)","(6.0, 9.2, 6.8)","(4.0, 6.6, 5.25)","(13.0, 27.0, 22.526315789473685)","(5.5, 8.2, 7.628571428571428)","(6.5, 14.0, 11.90967741935484)"
07-01-2023 10:38:27.639438,"(6.0, 9.8, 9.116666666666667)","(4.8, 10.5, 5.183333333333334)","(9.0, 19.5, 10.083333333333332)","(6.0, 9.2, 6.8)","(4.0, 6.6, 5.25)","(13.0, 27.0, 22.526315789473685)","(5.5, 8.2, 7.628571428571428)","(6.5, 14.0, 11.90967741935484)"
07-01-2023 10:38:28.854101,"(6.0, 9.8, 9.116666666666667)","(4.8, 10.5, 5.183333333333334)","(9.0, 19.5, 10.083333333333332)","(6.0, 9.2, 6.8)","(4.0, 6.6, 5.25)","(13.0, 27.0, 22.526315789473685)","(5.5, 8.2, 7.628571428571428)","(6.5, 14.0, 11.90967741935484)"
07-01-2023 10:38:30.028585,"(6.0, 9.8, 9.116666666666667)","(4.8, 10.5, 5.183333333333334)","(9.0, 19.5, 10.083333333333332)","(6.0, 9.2, 6.8)","(4.0, 6.6, 5.25)","(13.0, 27.0, 22.526315789473685)","(5.5, 8.2, 7.628571428571428)","(6.5, 14.0, 11.90967741935484)"
07-01-2023 10:38:31.303834,"(6.0, 9.8, 9.116666666666667)","(4.8, 10.5, 5.183333333333334)","(9.0, 19.5, 10.083333333333332)","(6.0, 9.2, 6.8)","(4.0, 6.6, 5.25)","(13.0, 27.0, 22.526315789473685)","(5.5, 8.2, 7.628571428571428)","(6.5, 14.0, 11.90967741935484)"
07-01-2023 10:38:32.554829,"(6.0, 9.8, 9.116666666666667)","(4.8, 10.5, 5.183333333333334)","(9.0, 19.5, 10.083333333333332)","(6.0, 9.2, 6.8)","(4.0, 6.6, 5.25)","(13.0, 27.0, 22.526315789473685)","(5.5, 8.2, 7.628571428571428)","(6.5, 14.0, 11.90967741935484)"
07-01-2023 10:38:33.602767,"(6.0, 9.8, 9.116666666666667)","(4.8, 10.5, 5.183333333333334)","(9.0, 19.5, 10.083333333333332)","(6.0, 9.2, 6.8)","(4.0, 6.6, 5.25)","(13.0, 27.0, 22.526315789473685)","(5.5, 8.2, 7.628571428571428)","(6.5, 14.0, 11.90967741935484)"
07-01-2023 10:38:34.832233,"(6.0, 9.8, 9.116666666666667)","(4.8, 10.5, 5.183333333333334)","(9.0, 19.5, 10.083333333333332)","(6.0, 9.2, 6.8)","(4.0, 6.6, 5.25)","(13.0, 27.0, 22.526315789473685)","(5.5, 8.2, 7.628571428571428)","(6.5, 14.0, 11.90967741935484)"
07-01-2023 10:38:36.064517,"(6.0, 9.8, 9.116666666666667)","(4.8, 10.5, 5.183333333333334)","(9.0, 19.5, 10.083333333333332)","(6.0, 9.2, 6.8)","(4.0, 6.6, 5.25)","(13.0, 27.0, 22.526315789473685)","(5.5, 8.2, 7.628571428571428)","(6.5, 14.0, 11.90967741935484)"
07-01-2023 10:38:37.278847,"(6.0, 9.8, 9.116666666666667)","(4.8, 10.5, 5.183333333333334)","(9.0, 19.5, 10.083333333333332)","(6.0, 9.2, 6.8)","(4.0, 6.6, 5.25)","(13.0, 27.0, 22.526315789473685)","(5.5, 8.2, 7.628571428571428)","(6.5, 14.0, 11.90967741935484)"
07-01-2023 10:38:38.556589,"(6.0, 9.8, 9.116666666666667)","(4.8, 10.5, 5.183333333333334)","(9.0, 19.5, 10.083333333333332)","(6.0, 9.2, 6.8)","(4.0, 6.6, 5.25)","(13.0, 27.0, 22.526315789473685)","(5.5, 8.2, 7.628571428571428)","(6.5, 14.0, 11.90967741935484)"
07-01-2023 10:38:39.893653,"(6.0, 9.8, 9.116666666666667)","(4.8, 10.5, 5.183333333333334)","(9.0, 19.5, 10.083333333333332)","(6.0, 9.2, 6.8)","(4.0, 6.6, 5.25)","(13.0, 27.0, 22.526315789473685)","(5.5, 8.2, 7.628571428571428)","(6.5, 14.0, 11.90967741935484)"
07-01-2023 10:38:41.306245,"(6.0, 9.8, 9.116666666666667)","(4.8, 10.5, 5.183333333333334)","(9.0, 19.5, 10.083333333333332)","(6.0, 9.2, 6.8)","(4.0, 6.6, 5.25)","(13.0, 27.0, 22.526315789473685)","(5.5, 8.2, 7.628571428571428)","(6.5, 14.0, 11.90967741935484)"
07-01-2023 10:38:42.639014,"(6.0, 9.8, 9.116666666666667)","(4.8, 10.5, 5.183333333333334)","(9.0, 19.5, 10.083333333333332)","(6.0, 9.2, 6.8)","(4.0, 6.6, 5.25)","(13.0, 27.0, 22.526315789473685)","(5.5, 8.2, 7.628571428571428)","(6.5, 14.0, 11.90967741935484)"
07-01-2023 10:38:43.961777,"(6.0, 9.8, 9.116666666666667)","(4.8, 10.5, 5.183333333333334)","(9.0, 19.5, 10.083333333333332)","(6.0, 9.2, 6.8)","(4.0, 6.6, 5.25)","(13.0, 27.0, 22.526315789473685)","(5.5, 8.2, 7.628571428571428)","(6.5, 14.0, 11.90967741935484)"
07-01-2023 10:38:45.314073,"(6.0, 9.8, 9.116666666666667)","(4.8, 10.5, 5.183333333333334)","(9.0, 19.5, 10.083333333333332)","(6.0, 9.2, 6.8)","(4.0, 6.6, 5.25)","(13.0, 27.0, 22.526315789473685)","(5.5, 8.2, 7.628571428571428)","(6.5, 14.0, 11.90967741935484)"
07-01-2023 10:38:46.745996,"(6.0, 9.8, 9.116666666666667)","(4.8, 10.5, 5.183333333333334)","(9.0, 19.5, 10.083333333333332)","(6.0, 9.2, 6.8)","(4.0, 6.6, 5.25)","(13.0, 27.0, 22.526315789473685)","(5.5, 8.2, 7.628571428571428)","(6.5, 14.0, 11.90967741935484)"
07-01-2023 10:38:48.096402,"(6.0, 9.8, 9.116666666666667)","(4.8, 10.5, 5.183333333333334)","(9.0, 19.5, 10.083333333333332)","(6.0, 9.2, 6.8)","(4.0, 6.6, 5.25)","(13.0, 27.0, 22.526315789473685)","(5.5, 8.2, 7.628571428571428)","(6.5, 14.0, 11.90967741935484)"
07-01-2023 10:38:49.421921,"(6.0, 9.8, 9.116666666666667)","(4.8, 10.5, 5.183333333333334)","(9.0, 19.5, 10.083333333333332)","(6.0, 9.2, 6.8)","(4.0, 6.6, 5.25)","(13.0, 27.0, 22.526315789473685)","(5.5, 8.2, 7.628571428571428)","(6.5, 14.0, 11.90967741935484)"
07-01-2023 10:38:50.859826,"(6.0, 9.8, 9.116666666666667)","(4.8, 10.5, 5.183333333333334)","(9.0, 19.5, 10.083333333333332)","(6.0, 9.2, 6.8)","(4.0, 6.6, 5.25)","(13.0, 27.0, 22.526315789473685)","(5.5, 8.2, 7.628571428571428)","(6.5, 14.0, 11.90967741935484)"
07-01-2023 10:38:52.244008,"(6.0, 9.8, 9.116666666666667)","(4.8, 10.5, 5.183333333333334)","(9.0, 19.5, 10.083333333333332)","(6.0, 9.2, 6.8)","(4.0, 6.6, 5.25)","(13.0, 27.0, 22.526315789473685)","(5.5, 8.2, 7.628571428571428)","(6.5, 14.0, 11.90967741935484)"
07-01-2023 10:38:53.513519,"(6.0, 9.8, 9.116666666666667)","(4.8, 10.5, 5.183333333333334)","(9.0, 19.5, 10.083333333333332)","(6.0, 9.2, 6.8)","(4.0, 6.6, 5.25)","(13.0, 27.0, 22.526315789473685)","(5.5, 8.2, 7.628571428571428)","(6.5, 14.0, 11.90967741935484)"
07-01-2023 10:38:54.830872,"(6.0, 9.8, 9.116666666666667)","(4.8, 10.5, 5.183333333333334)","(9.0, 19.5, 10.083333333333332)","(6.0, 9.2, 6.8)","(4.0, 6.6, 5.25)","(13.0, 27.0, 22.526315789473685)","(5.5, 8.2, 7.628571428571428)","(6.5, 14.0, 11.90967741935484)"
07-01-2023 10:38:56.193985,"(6.0, 9.8, 9.116666666666667)","(4.8, 10.5, 5.183333333333334)","(9.0, 19.5, 10.083333333333332)","(6.0, 9.2, 6.8)","(4.0, 6.6, 5.25)","(13.0, 27.0, 22.526315789473685)","(5.5, 8.2, 7.628571428571428)","(6.5, 14.0, 11.90967741935484)"
07-01-2023 10:38:57.525721,"(6.0, 9.8, 9.116666666666667)","(4.8, 10.5, 5.183333333333334)","(9.0, 19.5, 10.083333333333332)","(6.0, 9.2, 6.8)","(4.0, 6.6, 5.25)","(13.0, 27.0, 22.526315789473685)","(5.5, 8.2, 7.628571428571428)","(6.5, 14.0, 11.90967741935484)"
07-01-2023 10:38:58.771057,"(6.0, 9.8, 9.116666666666667)","(4.8, 10.5, 5.183333333333334)","(9.0, 19.5, 10.083333333333332)","(6.0, 9.2, 6.8)","(4.0, 6.6, 5.25)","(13.0, 27.0, 22.526315789473685)","(5.5, 8.2, 7.628571428571428)","(6.5, 14.0, 11.90967741935484)"
07-01-2023 10:39:00.139099,"(6.0, 9.8, 9.116666666666667)","(4.8, 10.5, 5.183333333333334)","(9.0, 19.5, 10.083333333333332)","(6.0, 9.2, 6.8)","(4.0, 6.6, 5.25)","(13.0, 27.0, 22.526315789473685)","(5.5, 8.2, 7.628571428571428)","(6.5, 14.0, 11.90967741935484)"
07-01-2023 10:39:01.423127,"(6.0, 9.8, 9.116666666666667)","(4.8, 10.5, 5.183333333333334)","(9.0, 19.5, 10.083333333333332)","(6.0, 9.2, 6.8)","(4.0, 6.6, 5.25)","(13.0, 27.0, 22.526315789473685)","(5.5, 8.2, 7.628571428571428)","(6.5, 14.0, 11.90967741935484)"
07-01-2023 10:39:02.684539,"(6.0, 9.8, 9.116666666666667)","(4.8, 10.5, 5.183333333333334)","(9.0, 19.5, 10.083333333333332)","(6.0, 9.2, 6.8)","(4.0, 6.6, 5.25)","(13.0, 27.0, 22.526315789473685)","(5.5, 8.2, 7.628571428571428)","(6.5, 14.0, 11.90967741935484)"
07-01-2023 10:39:03.946838,"(6.0, 9.8, 9.116666666666667)","(4.8, 10.5, 5.183333333333334)","(9.0, 19.5, 10.083333333333332)","(6.0, 9.2, 6.8)","(4.0, 6.6, 5.25)","(13.0, 27.0, 22.526315789473685)","(5.5, 8.2, 7.628571428571428)","(6.5, 14.0, 11.90967741935484)"
07-01-2023 10:39:05.133783,"(6.0, 9.8, 9.116666666666667)","(4.8, 10.5, 5.183333333333334)","(9.0, 19.5, 10.083333333333332)","(6.0, 9.2, 6.8)","(4.0, 6.6, 5.25)","(13.0, 27.0, 22.526315789473685)","(5.5, 8.2, 7.628571428571428)","(6.5, 14.0, 11.90967741935484)"
07-01-2023 10:39:06.389195,"(6.0, 9.8, 9.116666666666667)","(4.8, 10.5, 5.183333333333334)","(9.0, 19.5, 10.083333333333332)","(6.0, 9.2, 6.8)","(4.0, 6.6, 5.25)","(13.0, 27.0, 22.526315789473685)","(5.5, 8.2, 7.628571428571428)","(6.5, 14.0, 11.90967741935484)"
07-01-2023 10:39:07.690096,"(6.0, 9.8, 9.116666666666667)","(4.8, 10.5, 5.183333333333334)","(9.0, 19.5, 10.083333333333332)","(6.0, 9.2, 6.8)","(4.0, 6.6, 5.25)","(13.0, 27.0, 22.526315789473685)","(5.5, 8.2, 7.628571428571428)","(6.5, 14.0, 11.90967741935484)"
07-01-2023 10:39:08.948110,"(6.0, 9.8, 9.116666666666667)","(4.8, 10.5, 5.183333333333334)","(9.0, 19.5, 10.083333333333332)","(6.0, 9.2, 6.8)","(4.0, 6.6, 5.25)","(13.0, 27.0, 22.526315789473685)","(5.5, 8.2, 7.628571428571428)","(6.5, 14.0, 11.90967741935484)"
07-01-2023 10:39:10.274636,"(6.0, 9.8, 9.116666666666667)","(4.8, 10.5, 5.183333333333334)","(9.0, 19.5, 10.083333333333332)","(6.0, 9.2, 6.8)","(4.0, 6.6, 5.25)","(13.0, 27.0, 22.526315789473685)","(5.5, 8.2, 7.628571428571428)","(6.5, 14.0, 11.90967741935484)"
07-01-2023 10:39:11.570846,"(6.0, 9.8, 9.116666666666667)","(4.8, 10.5, 5.183333333333334)","(9.0, 19.5, 10.083333333333332)","(6.0, 9.2, 6.8)","(4.0, 6.6, 5.25)","(13.0, 27.0, 22.526315789473685)","(5.5, 8.2, 7.628571428571428)","(6.5, 14.0, 11.90967741935484)"
