,Augusto Bravo,Charmed Destiny,Gentacheeva,Irish Knight,Sunday Bowler,Nairobi,Xylina Warrior,Monks
04-01-2023 12:08:11.963416,"(31.0, 85.0, 82.5)","(2.05, 2.3, 2.2989147286821705)","(31.0, 60.0, 58.03030303030303)","(6.5, 8.8, 8.600000000000001)","(81.0, 140.0, 137.89473684210526)","(26.0, 40.0, 39.094339622641506)","(5.0, 6.2, 6.11796875)","(3.9, 4.6, 4.5809375)"
04-01-2023 12:08:13.142714,"(31.0, 85.0, 82.14285714285714)","(2.05, 2.3, 2.2928994082840233)","(31.0, 60.0, 58.03030303030303)","(6.5, 8.8, 8.588235294117647)","(81.0, 140.0, 137.89473684210526)","(26.0, 40.0, 39.094339622641506)","(5.0, 6.2, 6.11796875)","(3.9, 4.6, 4.57920489296636)"
04-01-2023 12:08:14.271332,"(31.0, 85.0, 82.5)","(2.05, 2.32, 2.315890410958904)","(31.0, 60.0, 58.03030303030303)","(6.5, 8.8, 8.588235294117647)","(81.0, 140.0, 137.89473684210526)","(26.0, 40.0, 39.094339622641506)","(5.0, 6.2, 6.11796875)","(3.9, 4.6, 4.57920489296636)"
04-01-2023 12:08:15.484320,"(31.0, 85.0, 82.5)","(2.05, 2.32, 2.315890410958904)","(31.0, 60.0, 58.03030303030303)","(6.5, 8.8, 8.681318681318682)","(81.0, 140.0, 137.89473684210526)","(26.0, 40.0, 39.094339622641506)","(5.0, 6.2, 6.11796875)","(3.9, 4.6, 4.57920489296636)"
04-01-2023 12:08:16.612929,"(31.0, 85.0, 82.5)","(2.05, 2.32, 2.315890410958904)","(31.0, 60.0, 58.03030303030303)","(6.5, 8.8, 8.681318681318682)","(81.0, 140.0, 137.89473684210526)","(26.0, 40.0, 39.094339622641506)","(5.0, 6.2, 6.11796875)","(3.9, 4.6, 4.57920489296636)"
04-01-2023 12:08:17.694668,"(31.0, 85.0, 82.77777777777777)","(2.05, 2.32, 2.3162145110410095)","(31.0, 60.0, 58.03030303030303)","(6.5, 8.8, 8.681318681318682)","(81.0, 140.0, 137.89473684210526)","(26.0, 40.0, 39.094339622641506)","(5.0, 6.2, 6.11796875)","(3.9, 4.6, 4.57920489296636)"
04-01-2023 12:08:18.754019,"(31.0, 85.0, 82.77777777777777)","(2.05, 2.32, 2.3162145110410095)","(31.0, 60.0, 58.03030303030303)","(6.5, 8.8, 8.681318681318682)","(81.0, 140.0, 137.89473684210526)","(26.0, 40.0, 39.094339622641506)","(5.0, 6.2, 6.107488986784141)","(3.9, 4.6, 4.569859154929577)"
04-01-2023 12:08:19.871354,"(31.0, 85.0, 82.77777777777777)","(2.05, 2.32, 2.315297619047619)","(31.0, 60.0, 57.903225806451616)","(6.5, 8.8, 8.72)","(81.0, 140.0, 136.31578947368422)","(26.0, 40.0, 39.094339622641506)","(5.0, 6.2, 6.104721030042919)","(3.9, 4.6, 4.56831955922865)"
04-01-2023 12:08:21.197822,"(31.0, 85.0, 82.77777777777777)","(2.05, 2.32, 2.2909333333333333)","(31.0, 60.0, 57.903225806451616)","(6.5, 8.8, 8.89)","(81.0, 140.0, 136.31578947368422)","(26.0, 40.0, 39.094339622641506)","(5.0, 6.2, 6.115322580645161)","(3.9, 4.6, 4.580817610062893)"
04-01-2023 12:08:22.363169,"(31.0, 85.0, 82.77777777777777)","(2.05, 2.3, 2.2909333333333333)","(31.0, 60.0, 57.903225806451616)","(6.5, 9.0, 8.89)","(81.0, 140.0, 136.31578947368422)","(26.0, 40.0, 39.094339622641506)","(5.0, 6.2, 6.115322580645161)","(3.9, 4.6, 4.580817610062893)"
04-01-2023 12:08:23.610243,"(31.0, 85.0, 79.0)","(2.05, 2.28, 2.2767567567567566)","(31.0, 60.0, 57.903225806451616)","(6.5, 9.0, 8.89)","(81.0, 140.0, 137.5)","(26.0, 40.0, 39.094339622641506)","(5.0, 6.2, 6.115322580645161)","(3.9, 4.6, 4.580817610062893)"
04-01-2023 12:08:24.742185,"(31.0, 85.0, 79.0)","(2.05, 2.28, 2.277183098591549)","(31.0, 60.0, 57.903225806451616)","(6.5, 9.0, 8.962162162162162)","(81.0, 140.0, 137.5)","(26.0, 40.0, 39.094339622641506)","(5.0, 6.2, 6.115322580645161)","(3.9, 4.6, 4.563613861386139)"
04-01-2023 12:08:25.815295,"(31.0, 85.0, 79.0)","(2.05, 2.28, 2.275384615384615)","(31.0, 60.0, 57.903225806451616)","(6.5, 9.0, 8.962162162162162)","(81.0, 140.0, 137.5)","(26.0, 40.0, 39.094339622641506)","(5.0, 6.2, 6.115322580645161)","(3.9, 4.6, 4.566891891891892)"
04-01-2023 12:08:27.013156,"(31.0, 85.0, 77.5)","(2.05, 2.28, 2.2803478260869565)","(31.0, 60.0, 57.903225806451616)","(6.5, 9.0, 8.962162162162162)","(81.0, 140.0, 137.5)","(26.0, 40.0, 39.094339622641506)","(5.0, 6.2, 6.11286307053942)","(3.9, 4.6, 4.566891891891892)"
04-01-2023 12:08:28.184550,"(31.0, 85.0, 78.33333333333333)","(2.05, 2.3, 2.2793388429752066)","(31.0, 60.0, 57.903225806451616)","(6.5, 9.0, 8.962162162162162)","(81.0, 140.0, 137.5)","(26.0, 40.0, 39.294117647058826)","(5.0, 6.2, 6.083333333333333)","(3.9, 4.6, 4.565131578947368)"
04-01-2023 12:08:29.256905,"(31.0, 85.0, 78.33333333333333)","(2.05, 2.3, 2.2793388429752066)","(31.0, 60.0, 57.903225806451616)","(6.5, 9.0, 8.962162162162162)","(81.0, 140.0, 137.5)","(26.0, 40.0, 39.294117647058826)","(5.0, 6.2, 6.083333333333333)","(3.9, 4.6, 4.565131578947368)"
04-01-2023 12:08:30.353602,"(31.0, 85.0, 78.33333333333333)","(2.05, 2.3, 2.2812734082397004)","(31.0, 60.0, 57.903225806451616)","(6.5, 9.0, 8.962162162162162)","(81.0, 140.0, 137.5)","(26.0, 40.0, 39.294117647058826)","(5.0, 6.2, 6.083333333333333)","(3.9, 4.6, 4.563870967741935)"
04-01-2023 12:08:31.454660,"(31.0, 85.0, 78.33333333333333)","(2.05, 2.3, 2.2842767295597484)","(31.0, 60.0, 57.903225806451616)","(6.5, 9.0, 8.962162162162162)","(81.0, 140.0, 136.31578947368422)","(26.0, 40.0, 39.294117647058826)","(5.0, 6.2, 6.113934426229508)","(3.9, 4.6, 4.563157894736842)"
04-01-2023 12:08:32.798295,"(31.0, 85.0, 78.33333333333333)","(2.05, 2.3, 2.2873513513513513)","(31.0, 60.0, 57.903225806451616)","(6.5, 9.0, 8.962162162162162)","(81.0, 140.0, 137.5)","(26.0, 40.0, 39.294117647058826)","(5.0, 6.2, 6.113934426229508)","(3.9, 4.6, 4.563157894736842)"
04-01-2023 12:08:33.984078,"(31.0, 85.0, 78.33333333333333)","(2.05, 2.3, 2.2862352941176467)","(31.0, 60.0, 58.0)","(6.5, 9.0, 8.97391304347826)","(81.0, 140.0, 138.0)","(26.0, 40.0, 39.333333333333336)","(5.0, 6.2, 6.116334661354582)","(3.9, 4.6, 4.563157894736842)"
04-01-2023 12:08:35.175657,"(31.0, 85.0, 81.66666666666667)","(2.05, 2.3, 2.2862352941176467)","(31.0, 60.0, 58.0)","(6.5, 9.0, 9.134246575342466)","(81.0, 140.0, 138.0)","(26.0, 40.0, 39.333333333333336)","(5.0, 6.2, 6.116334661354582)","(3.9, 4.6, 4.566213151927437)"
04-01-2023 12:08:36.448401,"(31.0, 85.0, 81.66666666666667)","(2.05, 2.28, 2.276436781609195)","(31.0, 60.0, 58.0)","(6.5, 9.2, 9.134246575342466)","(81.0, 140.0, 138.0)","(26.0, 40.0, 39.333333333333336)","(5.0, 6.2, 6.116334661354582)","(3.9, 4.6, 4.566213151927437)"
04-01-2023 12:08:37.691449,"(31.0, 85.0, 81.66666666666667)","(2.05, 2.28, 2.2738888888888886)","(31.0, 60.0, 58.0)","(6.5, 9.2, 9.198275862068964)","(81.0, 140.0, 138.0)","(26.0, 40.0, 39.333333333333336)","(5.0, 6.2, 6.11286307053942)","(3.9, 4.6, 4.566213151927437)"
04-01-2023 12:08:38.853249,"(31.0, 85.0, 81.66666666666667)","(2.05, 2.28, 2.2738888888888886)","(31.0, 60.0, 58.0)","(6.5, 9.2, 9.198275862068964)","(81.0, 140.0, 138.0)","(26.0, 40.0, 39.333333333333336)","(5.0, 6.2, 6.11286307053942)","(3.9, 4.6, 4.566213151927437)"
04-01-2023 12:08:40.092249,"(31.0, 85.0, 81.66666666666667)","(2.05, 2.28, 2.2738888888888886)","(31.0, 60.0, 58.0)","(6.5, 9.2, 9.198275862068964)","(81.0, 140.0, 138.0)","(26.0, 40.0, 39.333333333333336)","(5.0, 6.2, 6.11286307053942)","(3.9, 4.6, 4.566213151927437)"
04-01-2023 12:08:41.215718,"(31.0, 85.0, 81.66666666666667)","(2.05, 2.28, 2.2759259259259257)","(31.0, 60.0, 58.0)","(6.5, 9.2, 9.198275862068964)","(81.0, 140.0, 138.0)","(26.0, 40.0, 39.343283582089555)","(5.0, 6.2, 6.111020408163266)","(3.9, 4.6, 4.565470852017937)"
04-01-2023 12:08:42.239697,"(41.0, 85.0, 81.66666666666667)","(2.05, 2.3, 2.281276595744681)","(31.0, 60.0, 58.0)","(6.5, 9.2, 9.198275862068964)","(81.0, 140.0, 138.0)","(26.0, 40.0, 39.241379310344826)","(5.0, 6.2, 6.11286307053942)","(3.9, 4.6, 4.566213151927437)"
04-01-2023 12:08:43.223223,"(41.0, 85.0, 81.66666666666667)","(2.05, 2.28, 2.2751824817518247)","(31.0, 60.0, 58.0)","(6.5, 9.2, 9.198275862068964)","(81.0, 140.0, 138.0)","(26.0, 40.0, 39.241379310344826)","(5.0, 6.2, 5.840983606557377)","(3.9, 4.6, 4.568253968253968)"
04-01-2023 12:08:44.225762,"(41.0, 85.0, 81.66666666666667)","(2.05, 2.3, 2.2813427561837454)","(31.0, 60.0, 58.0)","(6.5, 9.2, 9.198275862068964)","(81.0, 140.0, 138.0)","(26.0, 40.0, 39.26315789473684)","(5.0, 5.9, 5.865957446808511)","(3.9, 4.6, 4.568253968253968)"
04-01-2023 12:08:45.431288,"(41.0, 85.0, 81.66666666666667)","(2.05, 2.3, 2.2874881516587675)","(31.0, 60.0, 58.05084745762712)","(6.5, 9.4, 9.359375)","(81.0, 140.0, 138.57142857142858)","(26.0, 40.0, 39.26315789473684)","(5.0, 5.9, 5.849206349206349)","(3.9, 4.6, 4.566888888888888)"
04-01-2023 12:08:46.585066,"(41.0, 85.0, 81.66666666666667)","(2.05, 2.3, 2.2874881516587675)","(31.0, 60.0, 58.673469387755105)","(6.5, 9.4, 9.39047619047619)","(81.0, 140.0, 138.57142857142858)","(26.0, 40.0, 39.26315789473684)","(5.0, 5.9, 5.849206349206349)","(3.9, 4.6, 4.566888888888888)"
04-01-2023 12:08:47.676791,"(41.0, 85.0, 81.66666666666667)","(2.05, 2.3, 2.2882291666666665)","(31.0, 60.0, 58.673469387755105)","(6.5, 9.4, 9.39047619047619)","(81.0, 140.0, 138.57142857142858)","(26.0, 40.0, 39.26315789473684)","(5.0, 5.9, 5.849206349206349)","(3.9, 4.6, 4.566888888888888)"
04-01-2023 12:08:48.938139,"(41.0, 85.0, 81.66666666666667)","(2.05, 2.3, 2.289585253456221)","(31.0, 60.0, 58.673469387755105)","(6.5, 9.4, 9.325)","(81.0, 140.0, 138.57142857142858)","(26.0, 40.0, 39.26315789473684)","(5.0, 5.9, 5.849206349206349)","(3.9, 4.6, 4.566888888888888)"
04-01-2023 12:08:50.247355,"(41.0, 85.0, 81.66666666666667)","(2.05, 2.3, 2.289585253456221)","(31.0, 60.0, 58.75)","(6.5, 9.4, 9.325)","(81.0, 140.0, 138.57142857142858)","(26.0, 40.0, 39.26315789473684)","(5.0, 5.9, 5.849206349206349)","(3.9, 4.6, 4.566888888888888)"
04-01-2023 12:08:51.461390,"(41.0, 85.0, 81.66666666666667)","(2.05, 2.3, 2.2833823529411763)","(31.0, 60.0, 58.24324324324324)","(6.5, 9.4, 9.325)","(81.0, 140.0, 137.5)","(26.0, 40.0, 39.26315789473684)","(5.0, 5.9, 5.86144578313253)","(3.9, 4.6, 4.545220588235294)"
04-01-2023 12:08:52.610987,"(41.0, 85.0, 80.0)","(2.05, 2.3, 2.2833823529411763)","(31.0, 60.0, 58.24324324324324)","(6.5, 9.4, 9.325)","(81.0, 140.0, 137.5)","(26.0, 40.0, 39.26315789473684)","(5.0, 5.9, 5.86144578313253)","(3.9, 4.6, 4.532905982905983)"
04-01-2023 12:08:53.695178,"(41.0, 85.0, 80.0)","(2.05, 2.3, 2.2890163934426226)","(31.0, 60.0, 58.24324324324324)","(6.5, 9.4, 9.584848484848484)","(81.0, 140.0, 137.5)","(26.0, 40.0, 39.26315789473684)","(5.0, 5.9, 5.849206349206349)","(3.9, 4.6, 4.528518518518519)"
04-01-2023 12:08:54.804801,"(41.0, 85.0, 80.0)","(2.05, 2.3, 2.280579710144927)","(31.0, 60.0, 58.24324324324324)","(6.5, 9.6, 9.574285714285715)","(81.0, 140.0, 137.5)","(26.0, 40.0, 39.26315789473684)","(5.0, 5.9, 5.849206349206349)","(3.9, 4.6, 4.532905982905983)"
04-01-2023 12:08:55.788709,"(41.0, 85.0, 80.0)","(2.05, 2.3, 2.289322033898305)","(31.0, 60.0, 58.333333333333336)","(6.5, 9.6, 9.577215189873417)","(81.0, 140.0, 137.5)","(26.0, 40.0, 39.285714285714285)","(5.0, 5.9, 5.846969696969697)","(3.9, 4.6, 4.528624535315985)"
04-01-2023 12:08:56.807558,"(41.0, 85.0, 81.66666666666667)","(2.05, 2.3, 2.2898214285714285)","(31.0, 60.0, 58.333333333333336)","(6.5, 9.6, 9.577777777777778)","(81.0, 140.0, 137.5)","(26.0, 40.0, 39.285714285714285)","(5.0, 5.9, 5.832692307692308)","(3.9, 4.6, 4.528624535315985)"
04-01-2023 12:08:57.820957,"(41.0, 85.0, 81.66666666666667)","(2.05, 2.3, 2.2898214285714285)","(31.0, 60.0, 58.333333333333336)","(6.5, 9.6, 9.577777777777778)","(81.0, 140.0, 137.5)","(26.0, 40.0, 39.333333333333336)","(5.0, 5.9, 5.848387096774194)","(3.9, 4.6, 4.351464435146443)"
04-01-2023 12:08:58.805280,"(41.0, 85.0, 81.66666666666667)","(2.05, 2.32, 2.3045255474452553)","(31.0, 60.0, 58.333333333333336)","(6.5, 9.8, 9.675471698113208)","(81.0, 140.0, 137.5)","(26.0, 40.0, 39.333333333333336)","(5.0, 5.9, 5.836585365853659)","(3.9, 4.4, 4.348949579831933)"
04-01-2023 12:08:59.884207,"(41.0, 85.0, 81.66666666666667)","(2.05, 2.32, 2.302200956937799)","(31.0, 60.0, 58.333333333333336)","(6.5, 9.8, 9.7125)","(81.0, 140.0, 133.33333333333334)","(26.0, 40.0, 39.333333333333336)","(5.0, 5.9, 5.836585365853659)","(3.9, 4.4, 4.34948024948025)"
04-01-2023 12:09:00.914498,"(41.0, 85.0, 81.66666666666667)","(2.05, 2.32, 2.303013698630137)","(31.0, 60.0, 58.333333333333336)","(6.5, 9.8, 9.696296296296296)","(81.0, 140.0, 131.42857142857142)","(26.0, 40.0, 39.333333333333336)","(5.0, 5.9, 5.836585365853659)","(3.9, 4.4, 4.345515695067265)"
04-01-2023 12:09:01.883333,"(41.0, 85.0, 81.66666666666667)","(2.05, 2.32, 2.303013698630137)","(31.0, 60.0, 58.333333333333336)","(6.5, 9.8, 9.696296296296296)","(81.0, 140.0, 131.42857142857142)","(26.0, 40.0, 39.333333333333336)","(5.0, 5.9, 5.836585365853659)","(3.9, 4.4, 4.345515695067265)"
04-01-2023 12:09:03.023620,"(41.0, 85.0, 81.66666666666667)","(2.05, 2.32, 2.303013698630137)","(31.0, 60.0, 58.333333333333336)","(6.5, 9.8, 9.696296296296296)","(81.0, 140.0, 131.42857142857142)","(26.0, 40.0, 39.333333333333336)","(5.0, 5.9, 5.836585365853659)","(3.9, 4.4, 4.345515695067265)"
04-01-2023 12:09:04.140235,"(41.0, 85.0, 81.66666666666667)","(2.05, 2.32, 2.300655737704918)","(31.0, 60.0, 58.333333333333336)","(6.5, 9.8, 9.696296296296296)","(81.0, 140.0, 130.76923076923077)","(26.0, 40.0, 39.333333333333336)","(5.0, 5.9, 5.800970873786407)","(3.9, 4.4, 4.364420485175202)"
04-01-2023 12:09:05.233688,"(41.0, 85.0, 81.66666666666667)","(2.05, 2.3, 2.294532374100719)","(31.0, 60.0, 58.333333333333336)","(6.5, 9.8, 9.674285714285714)","(81.0, 140.0, 130.76923076923077)","(26.0, 40.0, 39.333333333333336)","(5.0, 5.9, 5.800970873786407)","(3.9, 4.4, 4.414354066985646)"
04-01-2023 12:09:06.229058,"(41.0, 85.0, 81.66666666666667)","(2.05, 2.32, 2.305609756097561)","(31.0, 60.0, 58.333333333333336)","(6.5, 9.8, 9.666666666666666)","(81.0, 140.0, 130.76923076923077)","(26.0, 40.0, 39.333333333333336)","(5.0, 5.9, 5.800970873786407)","(3.9, 4.5, 4.414354066985646)"
04-01-2023 12:09:07.249310,"(41.0, 85.0, 81.66666666666667)","(2.05, 2.32, 2.3077083333333333)","(31.0, 60.0, 58.333333333333336)","(6.5, 9.8, 9.666666666666666)","(81.0, 140.0, 130.83333333333334)","(26.0, 40.0, 39.333333333333336)","(5.0, 5.9, 5.800970873786407)","(3.9, 4.5, 4.432380952380953)"
04-01-2023 12:09:08.419739,"(41.0, 90.0, 81.66666666666667)","(2.05, 2.28, 2.2701609195402295)","(31.0, 60.0, 58.42857142857143)","(6.5, 9.8, 9.715151515151515)","(81.0, 140.0, 131.53846153846155)","(26.0, 40.0, 39.38461538461539)","(5.0, 5.9, 5.800970873786407)","(3.9, 4.5, 4.449740932642487)"
04-01-2023 12:09:09.568411,"(41.0, 90.0, 81.81818181818181)","(2.05, 2.28, 2.2705060240963855)","(31.0, 60.0, 58.625)","(6.5, 9.8, 9.715151515151515)","(81.0, 140.0, 131.53846153846155)","(26.0, 40.0, 39.38461538461539)","(5.0, 5.9, 5.800970873786407)","(3.9, 4.5, 4.449740932642487)"
04-01-2023 12:09:10.607036,"(41.0, 90.0, 84.0)","(2.05, 2.28, 2.2705288461538458)","(31.0, 60.0, 58.625)","(6.5, 9.8, 9.695)","(81.0, 140.0, 131.53846153846155)","(26.0, 40.0, 39.38461538461539)","(5.0, 5.9, 5.801149425287356)","(3.9, 4.5, 4.44)"
04-01-2023 12:09:11.640431,"(41.0, 90.0, 84.0)","(2.05, 2.28, 2.2727325581395346)","(31.0, 60.0, 58.625)","(6.5, 9.8, 9.695)","(81.0, 140.0, 132.22222222222223)","(26.0, 40.0, 39.38461538461539)","(5.0, 5.9, 5.801149425287356)","(3.9, 4.5, 4.437931034482759)"
04-01-2023 12:09:12.622354,"(41.0, 90.0, 85.0)","(2.05, 2.28, 2.2727325581395346)","(31.0, 60.0, 58.625)","(6.5, 9.8, 9.695)","(81.0, 140.0, 132.22222222222223)","(26.0, 40.0, 39.38461538461539)","(5.0, 5.9, 5.801149425287356)","(3.9, 4.5, 4.437931034482759)"
04-01-2023 12:09:13.625708,"(41.0, 90.0, 85.0)","(2.05, 2.3, 2.2890243902439025)","(31.0, 60.0, 58.625)","(6.5, 9.8, 9.68)","(81.0, 140.0, 131.53846153846155)","(26.0, 40.0, 39.38461538461539)","(5.0, 5.9, 5.801149425287356)","(3.9, 4.5, 4.437931034482759)"
04-01-2023 12:09:14.610308,"(41.0, 90.0, 85.0)","(2.05, 2.3, 2.2890243902439025)","(31.0, 60.0, 58.625)","(6.5, 9.8, 9.664516129032258)","(81.0, 140.0, 131.53846153846155)","(26.0, 40.0, 39.38461538461539)","(5.0, 5.9, 5.801149425287356)","(3.9, 4.5, 4.437931034482759)"
04-01-2023 12:09:15.582535,"(41.0, 90.0, 85.0)","(2.05, 2.3, 2.2890243902439025)","(31.0, 60.0, 58.625)","(6.5, 9.8, 9.664516129032258)","(81.0, 140.0, 131.53846153846155)","(26.0, 40.0, 39.38461538461539)","(5.0, 5.9, 5.801149425287356)","(3.9, 4.5, 4.438197424892704)"
04-01-2023 12:09:16.641417,"(41.0, 90.0, 85.0)","(2.05, 2.3, 2.2933002481389577)","(31.0, 60.0, 58.625)","(6.5, 9.8, 9.664516129032258)","(81.0, 140.0, 132.0)","(26.0, 40.0, 39.38461538461539)","(5.0, 5.9, 5.801149425287356)","(3.9, 4.5, 4.438197424892704)"
04-01-2023 12:09:17.651624,"(41.0, 85.0, 84.28571428571429)","(2.05, 2.3, 2.293735498839907)","(31.0, 60.0, 58.625)","(6.5, 9.8, 9.664516129032258)","(81.0, 140.0, 132.0)","(26.0, 40.0, 39.38461538461539)","(5.0, 5.9, 5.801149425287356)","(3.9, 4.5, 4.438197424892704)"
04-01-2023 12:09:18.671257,"(41.0, 85.0, 84.28571428571429)","(2.05, 2.3, 2.293735498839907)","(31.0, 60.0, 58.625)","(6.5, 9.8, 9.664516129032258)","(81.0, 140.0, 132.5)","(26.0, 40.0, 39.38461538461539)","(5.0, 5.9, 5.801149425287356)","(3.9, 4.5, 4.438197424892704)"
04-01-2023 12:09:19.643311,"(41.0, 85.0, 84.28571428571429)","(2.05, 2.3, 2.294621513944223)","(31.0, 60.0, 58.625)","(6.5, 9.8, 9.664516129032258)","(81.0, 140.0, 132.0)","(26.0, 40.0, 39.38461538461539)","(5.0, 5.9, 5.801149425287356)","(3.9, 4.5, 4.408374384236454)"
04-01-2023 12:09:20.647636,"(41.0, 85.0, 84.28571428571429)","(2.05, 2.32, 2.3044813278008296)","(31.0, 60.0, 58.625)","(6.5, 9.8, 9.664516129032258)","(81.0, 140.0, 132.0)","(26.0, 40.0, 39.38461538461539)","(5.0, 5.9, 5.801149425287356)","(3.9, 4.5, 4.408374384236454)"
04-01-2023 12:09:21.745587,"(41.0, 85.0, 84.28571428571429)","(2.05, 2.32, 2.304736842105263)","(31.0, 60.0, 58.625)","(6.5, 9.8, 9.63030303030303)","(81.0, 140.0, 132.5)","(26.0, 40.0, 39.38461538461539)","(5.0, 5.9, 5.801149425287356)","(3.9, 4.5, 4.415981735159818)"
04-01-2023 12:09:22.772294,"(41.0, 85.0, 84.28571428571429)","(2.05, 2.32, 2.3050678733031673)","(31.0, 60.0, 59.14285714285714)","(6.5, 9.8, 9.596363636363638)","(81.0, 140.0, 132.5)","(26.0, 40.0, 39.38461538461539)","(5.0, 5.9, 5.801149425287356)","(3.9, 4.5, 4.414285714285715)"
04-01-2023 12:09:23.798773,"(41.0, 85.0, 84.28571428571429)","(2.05, 2.32, 2.3050678733031673)","(31.0, 60.0, 59.14285714285714)","(6.5, 9.8, 9.69126213592233)","(81.0, 140.0, 132.5)","(26.0, 40.0, 39.38461538461539)","(5.0, 5.9, 5.801149425287356)","(3.9, 4.5, 4.414285714285715)"
04-01-2023 12:09:24.805171,"(41.0, 85.0, 84.28571428571429)","(2.05, 2.32, 2.305308056872038)","(31.0, 60.0, 59.14285714285714)","(6.5, 9.8, 9.69126213592233)","(81.0, 140.0, 132.0)","(26.0, 40.0, 39.38461538461539)","(5.0, 5.9, 5.801149425287356)","(3.9, 4.5, 4.414285714285715)"
04-01-2023 12:09:25.863877,"(41.0, 85.0, 84.28571428571429)","(2.05, 2.32, 2.305308056872038)","(31.0, 60.0, 59.14285714285714)","(6.5, 9.8, 9.696428571428571)","(81.0, 140.0, 133.0)","(26.0, 40.0, 39.38461538461539)","(5.0, 5.9, 5.801149425287356)","(3.9, 4.5, 4.262716049382716)"
04-01-2023 12:09:26.874062,"(41.0, 85.0, 84.28571428571429)","(2.05, 2.34, 2.3306779661016948)","(31.0, 60.0, 59.14285714285714)","(6.5, 9.8, 9.696428571428571)","(81.0, 140.0, 133.0)","(26.0, 40.0, 39.38461538461539)","(5.0, 5.9, 5.801149425287356)","(3.9, 4.3, 4.252063492063492)"
04-01-2023 12:09:27.940202,"(41.0, 85.0, 84.28571428571429)","(2.05, 2.34, 2.3365)","(31.0, 60.0, 59.14285714285714)","(6.5, 9.8, 9.696428571428571)","(81.0, 140.0, 133.0)","(26.0, 40.0, 39.38461538461539)","(5.0, 5.9, 5.801149425287356)","(3.9, 4.3, 4.244368600682594)"
04-01-2023 12:09:28.970375,"(41.0, 85.0, 84.28571428571429)","(2.05, 2.34, 2.3329411764705883)","(31.0, 60.0, 59.14285714285714)","(6.5, 9.8, 9.696428571428571)","(81.0, 140.0, 133.0)","(26.0, 40.0, 39.38461538461539)","(5.0, 5.9, 5.801149425287356)","(3.9, 4.3, 4.251197604790419)"
04-01-2023 12:09:29.950100,"(41.0, 85.0, 84.28571428571429)","(2.05, 2.34, 2.3329411764705883)","(31.0, 60.0, 59.14285714285714)","(6.5, 9.8, 9.696428571428571)","(81.0, 140.0, 133.0)","(26.0, 40.0, 39.38461538461539)","(5.0, 5.9, 5.801149425287356)","(3.9, 4.3, 4.251197604790419)"
04-01-2023 12:09:31.032618,"(41.0, 85.0, 84.28571428571429)","(2.05, 2.34, 2.3329411764705883)","(31.0, 60.0, 59.14285714285714)","(6.5, 9.8, 9.696428571428571)","(81.0, 140.0, 133.0)","(26.0, 40.0, 39.38461538461539)","(5.0, 5.9, 5.801149425287356)","(3.9, 4.3, 4.251197604790419)"
04-01-2023 12:09:32.019762,"(41.0, 85.0, 84.375)","(2.05, 2.34, 2.3367567567567566)","(31.0, 60.0, 59.14285714285714)","(6.5, 9.8, 9.696428571428571)","(81.0, 140.0, 133.0)","(26.0, 40.0, 39.38461538461539)","(5.0, 5.9, 5.801149425287356)","(3.9, 4.3, 4.22882096069869)"
04-01-2023 12:09:33.015692,"(41.0, 90.0, 85.71428571428571)","(2.05, 2.36, 2.3463063063063063)","(31.0, 60.0, 59.14285714285714)","(6.5, 9.8, 9.697345132743363)","(81.0, 140.0, 133.63636363636363)","(26.0, 40.0, 39.38461538461539)","(5.0, 5.9, 5.801149425287356)","(3.9, 4.3, 4.1774545454545455)"
04-01-2023 12:09:34.097535,"(41.0, 90.0, 85.71428571428571)","(2.05, 2.36, 2.345333333333333)","(31.0, 60.0, 59.14285714285714)","(6.5, 9.8, 9.759550561797754)","(81.0, 140.0, 133.63636363636363)","(26.0, 40.0, 39.38461538461539)","(5.0, 5.9, 5.801149425287356)","(3.9, 4.2, 4.178397212543554)"
04-01-2023 12:09:35.099522,"(41.0, 90.0, 85.71428571428571)","(2.05, 2.36, 2.3559468438538205)","(31.0, 60.0, 59.14285714285714)","(6.5, 9.8, 9.759550561797754)","(81.0, 140.0, 133.63636363636363)","(26.0, 40.0, 39.450980392156865)","(5.0, 5.9, 5.801149425287356)","(3.9, 4.2, 4.1747508305647845)"
04-01-2023 12:09:36.166433,"(41.0, 90.0, 85.71428571428571)","(2.05, 2.38, 2.37574931880109)","(31.0, 60.0, 59.14285714285714)","(6.5, 9.8, 9.759550561797754)","(81.0, 140.0, 133.63636363636363)","(26.0, 40.0, 39.450980392156865)","(5.0, 5.9, 5.801149425287356)","(3.9, 4.2, 4.170196078431372)"
04-01-2023 12:09:37.214908,"(41.0, 90.0, 85.71428571428571)","(2.05, 2.38, 2.37574931880109)","(31.0, 60.0, 59.14285714285714)","(6.5, 9.8, 9.759550561797754)","(81.0, 140.0, 133.63636363636363)","(26.0, 40.0, 39.450980392156865)","(5.0, 5.9, 5.801149425287356)","(3.9, 4.2, 4.170196078431372)"
04-01-2023 12:09:38.199387,"(41.0, 90.0, 85.71428571428571)","(2.05, 2.38, 2.37574931880109)","(31.0, 60.0, 59.14285714285714)","(6.5, 9.8, 9.759550561797754)","(81.0, 140.0, 133.63636363636363)","(26.0, 40.0, 39.450980392156865)","(5.0, 5.9, 5.801149425287356)","(3.9, 4.2, 4.167796610169492)"
