,Right To Assemble,Lindas Taj,I Love Maria,Varsity Kickline,Gilded Quest,Jaccaci,Tout Ensemble
15-12-2022 11:01:38.309177,"(31.0, 60.0, 51.2)","(9.0, 14.5, 13.642857142857142)","(16.0, 19.5, 18.772727272727273)","(14.0, 140.0, 83.0)","(9.0, 22.0, 20.666666666666668)","(1.35, 1.69, 1.6737499999999998)","(4.4, 6.2, 6.12)"
15-12-2022 11:01:39.302677,"(31.0, 60.0, 51.2)","(9.0, 14.5, 13.642857142857142)","(16.0, 19.5, 18.772727272727273)","(14.0, 140.0, 83.0)","(9.0, 22.0, 20.666666666666668)","(1.35, 1.69, 1.6737499999999998)","(4.4, 6.2, 6.12)"
15-12-2022 11:01:40.294294,"(31.0, 60.0, 51.2)","(9.0, 14.5, 13.642857142857142)","(16.0, 19.5, 18.772727272727273)","(14.0, 140.0, 83.0)","(9.0, 22.0, 20.666666666666668)","(1.35, 1.69, 1.6737499999999998)","(4.4, 6.2, 6.12)"
15-12-2022 11:01:41.279933,"(31.0, 60.0, 51.2)","(9.0, 14.5, 13.642857142857142)","(16.0, 19.5, 18.772727272727273)","(14.0, 140.0, 83.0)","(9.0, 22.0, 20.666666666666668)","(1.35, 1.69, 1.658)","(4.4, 6.2, 6.12)"
15-12-2022 11:01:42.494083,"(31.0, 60.0, 51.2)","(9.0, 14.5, 13.642857142857142)","(16.0, 19.5, 18.772727272727273)","(14.0, 140.0, 83.0)","(9.0, 22.0, 20.666666666666668)","(1.35, 1.69, 1.658)","(4.4, 6.2, 6.12)"
15-12-2022 11:01:43.492440,"(31.0, 60.0, 51.2)","(9.0, 14.5, 13.642857142857142)","(16.0, 19.5, 18.772727272727273)","(14.0, 140.0, 83.0)","(9.0, 22.0, 20.666666666666668)","(1.35, 1.69, 1.658)","(4.4, 6.2, 6.12)"
15-12-2022 11:01:44.482329,"(31.0, 60.0, 51.2)","(9.0, 14.5, 13.642857142857142)","(16.0, 19.5, 17.75)","(14.0, 140.0, 83.0)","(9.0, 22.0, 20.666666666666668)","(1.35, 1.69, 1.658)","(4.4, 6.2, 6.12)"
15-12-2022 11:01:45.455320,"(31.0, 60.0, 51.2)","(9.0, 14.5, 13.642857142857142)","(16.0, 19.5, 17.75)","(14.0, 140.0, 83.0)","(9.0, 22.0, 20.666666666666668)","(1.35, 1.69, 1.658)","(4.4, 6.2, 6.12)"
15-12-2022 11:01:46.393953,"(31.0, 60.0, 51.2)","(9.0, 14.5, 13.642857142857142)","(16.0, 19.5, 17.75)","(14.0, 140.0, 83.0)","(9.0, 22.0, 20.666666666666668)","(1.35, 1.69, 1.658)","(4.4, 6.2, 6.12)"
15-12-2022 11:01:47.310686,"(31.0, 60.0, 51.2)","(9.0, 14.5, 13.642857142857142)","(16.0, 19.5, 17.75)","(14.0, 140.0, 83.0)","(9.0, 22.0, 20.666666666666668)","(1.35, 1.69, 1.658)","(4.4, 6.2, 6.12)"
15-12-2022 11:01:48.270446,"(31.0, 60.0, 51.2)","(9.0, 14.5, 13.409090909090908)","(16.0, 19.5, 17.75)","(14.0, 140.0, 83.0)","(9.0, 22.0, 20.666666666666668)","(1.35, 1.69, 1.658)","(4.4, 6.2, 6.12)"
15-12-2022 11:01:49.300510,"(31.0, 60.0, 51.2)","(9.0, 14.5, 13.409090909090908)","(16.0, 19.5, 17.75)","(14.0, 140.0, 83.0)","(9.0, 22.0, 21.428571428571427)","(1.35, 1.69, 1.658)","(4.4, 6.2, 6.12)"
15-12-2022 11:01:50.294277,"(31.0, 60.0, 51.2)","(9.0, 14.5, 13.409090909090908)","(16.0, 19.5, 18.772727272727273)","(14.0, 140.0, 83.0)","(9.0, 22.0, 21.428571428571427)","(1.35, 1.69, 1.658)","(4.4, 6.2, 6.12)"
15-12-2022 11:01:51.369124,"(31.0, 60.0, 51.2)","(9.0, 14.5, 13.409090909090908)","(16.0, 19.5, 18.772727272727273)","(14.0, 140.0, 83.0)","(9.0, 22.0, 21.428571428571427)","(1.35, 1.69, 1.658)","(4.4, 6.2, 6.12)"
15-12-2022 11:01:52.349159,"(31.0, 60.0, 51.2)","(9.0, 14.5, 13.409090909090908)","(16.0, 19.5, 18.772727272727273)","(14.0, 140.0, 83.0)","(9.0, 22.0, 21.428571428571427)","(1.35, 1.69, 1.658)","(4.4, 6.2, 6.12)"
15-12-2022 11:01:53.440714,"(31.0, 60.0, 51.2)","(9.0, 14.5, 13.409090909090908)","(16.0, 19.5, 18.772727272727273)","(14.0, 140.0, 83.0)","(9.0, 22.0, 21.428571428571427)","(1.35, 1.69, 1.658)","(4.4, 6.2, 6.12)"
15-12-2022 11:01:54.479817,"(31.0, 60.0, 51.2)","(9.0, 14.5, 13.409090909090908)","(16.0, 19.5, 18.772727272727273)","(14.0, 140.0, 83.0)","(9.0, 22.0, 21.428571428571427)","(1.35, 1.69, 1.6463636363636363)","(4.4, 6.2, 6.12)"
15-12-2022 11:01:55.458983,"(31.0, 60.0, 51.2)","(9.0, 14.5, 13.75)","(16.0, 19.5, 18.5)","(14.0, 140.0, 83.0)","(9.0, 22.0, 21.428571428571427)","(1.35, 1.69, 1.6463636363636363)","(4.4, 6.2, 6.12)"
15-12-2022 11:01:56.417958,"(31.0, 60.0, 51.2)","(9.0, 14.5, 13.75)","(16.0, 20.0, 17.27777777777778)","(14.0, 140.0, 83.0)","(9.0, 22.0, 21.428571428571427)","(1.35, 1.69, 1.6463636363636363)","(4.4, 6.2, 6.12)"
15-12-2022 11:01:57.415990,"(31.0, 60.0, 55.111111111111114)","(9.0, 14.5, 13.75)","(16.0, 20.0, 17.375)","(14.0, 140.0, 83.0)","(9.0, 22.0, 21.428571428571427)","(1.35, 1.69, 1.6548780487804877)","(4.4, 6.2, 6.12)"
15-12-2022 11:01:58.374794,"(31.0, 60.0, 55.111111111111114)","(9.0, 14.5, 13.75)","(16.0, 20.0, 17.375)","(14.0, 140.0, 83.0)","(9.0, 22.0, 21.428571428571427)","(1.35, 1.69, 1.6548780487804877)","(4.4, 6.2, 6.12)"
15-12-2022 11:01:59.334012,"(31.0, 60.0, 55.111111111111114)","(9.0, 14.5, 13.75)","(16.0, 20.0, 17.375)","(14.0, 140.0, 83.0)","(9.0, 22.0, 21.428571428571427)","(1.35, 1.69, 1.6548780487804877)","(4.4, 6.2, 6.12)"
15-12-2022 11:02:00.317408,"(31.0, 60.0, 55.111111111111114)","(9.0, 14.5, 13.75)","(16.0, 20.0, 17.375)","(14.0, 140.0, 83.0)","(9.0, 22.0, 21.428571428571427)","(1.35, 1.69, 1.667142857142857)","(4.4, 6.2, 5.9714285714285715)"
15-12-2022 11:02:01.253326,"(31.0, 60.0, 55.111111111111114)","(9.0, 14.5, 13.75)","(16.0, 20.0, 17.375)","(14.0, 140.0, 83.0)","(9.0, 22.0, 21.428571428571427)","(1.35, 1.69, 1.667142857142857)","(4.4, 6.2, 5.9714285714285715)"
15-12-2022 11:02:02.203059,"(31.0, 60.0, 56.33333333333333)","(9.0, 14.5, 13.75)","(16.0, 20.0, 17.0)","(14.0, 140.0, 83.0)","(9.0, 22.0, 21.428571428571427)","(1.35, 1.69, 1.667142857142857)","(4.4, 6.2, 5.9714285714285715)"
15-12-2022 11:02:03.227811,"(31.0, 60.0, 56.33333333333333)","(9.0, 14.5, 13.75)","(16.0, 19.5, 17.9)","(14.0, 140.0, 83.0)","(9.0, 22.0, 21.428571428571427)","(1.35, 1.69, 1.667142857142857)","(4.4, 6.2, 6.057142857142857)"
15-12-2022 11:02:04.163931,"(31.0, 60.0, 56.33333333333333)","(9.0, 14.5, 13.75)","(16.0, 19.5, 18.9)","(14.0, 140.0, 83.0)","(9.0, 22.0, 21.428571428571427)","(1.35, 1.69, 1.667142857142857)","(4.4, 6.2, 6.057142857142857)"
15-12-2022 11:02:05.085490,"(31.0, 60.0, 54.5)","(9.0, 14.5, 13.75)","(16.0, 19.5, 18.681818181818183)","(14.0, 140.0, 83.0)","(9.0, 22.0, 21.2)","(1.35, 1.69, 1.667142857142857)","(4.4, 6.2, 6.057142857142857)"
15-12-2022 11:02:06.051555,"(31.0, 60.0, 54.5)","(9.0, 14.5, 13.75)","(16.0, 19.5, 19.0)","(14.0, 140.0, 83.0)","(9.0, 22.0, 21.2)","(1.35, 1.69, 1.6715384615384614)","(4.4, 6.2, 6.08235294117647)"
15-12-2022 11:02:07.253374,"(31.0, 60.0, 54.5)","(9.0, 14.5, 13.75)","(16.0, 19.5, 18.6)","(14.0, 140.0, 83.0)","(9.0, 22.0, 21.2)","(1.35, 1.69, 1.6639130434782607)","(4.4, 6.2, 6.08235294117647)"
15-12-2022 11:02:08.419509,"(31.0, 60.0, 54.5)","(9.0, 14.5, 13.75)","(16.0, 19.5, 18.6)","(14.0, 140.0, 83.0)","(9.0, 22.0, 21.2)","(1.35, 1.69, 1.6639130434782607)","(4.4, 6.2, 6.08235294117647)"
15-12-2022 11:02:09.538349,"(31.0, 60.0, 54.5)","(9.0, 14.5, 13.75)","(16.0, 19.0, 16.666666666666668)","(14.0, 140.0, 83.0)","(9.0, 22.0, 20.833333333333332)","(1.35, 1.69, 1.6639130434782607)","(4.4, 6.2, 6.08235294117647)"
15-12-2022 11:02:10.776463,"(31.0, 60.0, 54.5)","(9.0, 14.5, 13.75)","(16.0, 19.0, 16.666666666666668)","(14.0, 140.0, 83.0)","(9.0, 22.0, 20.833333333333332)","(1.35, 1.69, 1.6614285714285713)","(4.4, 6.2, 6.08235294117647)"
15-12-2022 11:02:11.943886,"(31.0, 60.0, 54.5)","(9.0, 14.5, 13.75)","(16.0, 19.0, 16.5)","(14.0, 140.0, 83.0)","(9.0, 22.0, 20.833333333333332)","(1.35, 1.69, 1.661951219512195)","(4.4, 6.2, 6.08235294117647)"
15-12-2022 11:02:13.153963,"(31.0, 60.0, 54.5)","(9.0, 14.5, 13.75)","(16.0, 18.5, 16.5)","(14.0, 140.0, 83.0)","(9.0, 22.0, 20.833333333333332)","(1.35, 1.69, 1.6658620689655173)","(4.4, 6.2, 6.08235294117647)"
15-12-2022 11:02:14.259882,"(31.0, 60.0, 54.5)","(9.0, 14.5, 13.75)","(16.0, 18.5, 16.5)","(14.0, 140.0, 83.0)","(9.0, 22.0, 20.833333333333332)","(1.35, 1.67, 1.6658620689655173)","(4.4, 6.2, 6.08)"
15-12-2022 11:02:15.372285,"(31.0, 60.0, 56.61538461538461)","(9.0, 14.5, 14.0)","(16.0, 18.0, 17.333333333333332)","(14.0, 140.0, 83.0)","(9.0, 22.0, 20.833333333333332)","(1.35, 1.67, 1.6559574468085105)","(4.4, 6.2, 6.057142857142857)"
15-12-2022 11:02:16.393038,"(31.0, 60.0, 56.61538461538461)","(9.0, 14.5, 14.0)","(16.0, 18.0, 16.666666666666668)","(14.0, 140.0, 83.0)","(9.0, 22.0, 20.833333333333332)","(1.35, 1.67, 1.6559574468085105)","(4.4, 6.2, 6.057142857142857)"
15-12-2022 11:02:17.400728,"(31.0, 60.0, 56.0)","(9.0, 14.5, 14.0)","(16.0, 18.0, 17.333333333333332)","(14.0, 140.0, 83.0)","(9.0, 22.0, 21.125)","(1.35, 1.67, 1.6559574468085105)","(4.4, 6.2, 6.057142857142857)"
15-12-2022 11:02:18.338658,"(31.0, 60.0, 53.714285714285715)","(9.0, 14.5, 14.0)","(16.0, 18.0, 17.333333333333332)","(14.0, 140.0, 83.0)","(9.0, 22.0, 21.125)","(1.35, 1.67, 1.6559574468085105)","(4.4, 6.2, 6.057142857142857)"
15-12-2022 11:02:19.452500,"(31.0, 60.0, 53.714285714285715)","(9.0, 14.5, 14.0)","(16.0, 18.0, 17.333333333333332)","(14.0, 140.0, 83.0)","(9.0, 22.0, 21.125)","(1.35, 1.67, 1.6559574468085105)","(4.4, 6.2, 6.057142857142857)"
15-12-2022 11:02:20.482075,"(31.0, 60.0, 53.714285714285715)","(9.0, 14.5, 14.0)","(16.0, 18.0, 17.333333333333332)","(14.0, 140.0, 83.0)","(9.0, 22.0, 21.125)","(1.35, 1.67, 1.6559574468085105)","(4.4, 6.2, 6.113043478260869)"
15-12-2022 11:02:21.491415,"(31.0, 60.0, 53.714285714285715)","(9.0, 14.5, 14.0)","(16.0, 18.0, 16.25)","(14.0, 140.0, 83.0)","(9.0, 22.0, 21.61111111111111)","(1.35, 1.67, 1.6559574468085105)","(4.4, 6.2, 6.113043478260869)"
15-12-2022 11:02:22.687129,"(31.0, 60.0, 53.714285714285715)","(9.0, 14.5, 14.0)","(16.0, 17.5, 16.0)","(14.0, 140.0, 83.0)","(9.0, 22.0, 21.61111111111111)","(1.35, 1.67, 1.6559574468085105)","(4.4, 6.2, 6.113043478260869)"
15-12-2022 11:02:23.953213,"(31.0, 60.0, 53.714285714285715)","(9.0, 14.5, 14.0)","(16.0, 17.5, 15.277777777777779)","(14.0, 140.0, 83.0)","(9.0, 22.0, 21.61111111111111)","(1.35, 1.67, 1.6559574468085105)","(4.4, 6.2, 6.113043478260869)"
15-12-2022 11:02:25.150958,"(31.0, 60.0, 53.714285714285715)","(9.0, 14.5, 14.0)","(16.0, 18.0, 15.277777777777779)","(14.0, 140.0, 83.0)","(9.0, 22.0, 21.61111111111111)","(1.35, 1.67, 1.6559574468085105)","(4.4, 6.2, 6.113043478260869)"
15-12-2022 11:02:26.431881,"(31.0, 60.0, 53.714285714285715)","(9.0, 14.5, 14.0)","(16.0, 18.0, 16.40909090909091)","(14.0, 140.0, 83.0)","(9.0, 22.0, 21.61111111111111)","(1.35, 1.67, 1.6559574468085105)","(4.4, 6.2, 6.113043478260869)"
15-12-2022 11:02:27.684839,"(31.0, 60.0, 53.714285714285715)","(9.0, 14.5, 14.0)","(16.0, 17.5, 16.444444444444443)","(14.0, 140.0, 83.0)","(9.0, 22.0, 21.0)","(1.35, 1.67, 1.6559574468085105)","(4.4, 6.2, 6.113043478260869)"
15-12-2022 11:02:29.069913,"(31.0, 60.0, 53.714285714285715)","(9.0, 14.5, 14.0)","(16.0, 17.0, 16.444444444444443)","(14.0, 140.0, 83.0)","(9.0, 22.0, 21.0)","(1.35, 1.67, 1.6559574468085105)","(4.4, 6.2, 6.113043478260869)"
15-12-2022 11:02:30.412784,"(31.0, 60.0, 53.714285714285715)","(9.0, 14.5, 14.0)","(16.0, 17.0, 16.444444444444443)","(14.0, 140.0, 83.0)","(9.0, 22.0, 21.0)","(1.35, 1.67, 1.6559574468085105)","(4.4, 6.2, 6.113043478260869)"
15-12-2022 11:02:31.687403,"(31.0, 60.0, 53.714285714285715)","(9.0, 14.5, 14.0)","(16.0, 17.0, 16.444444444444443)","(14.0, 140.0, 83.0)","(9.0, 22.0, 21.0)","(1.35, 1.67, 1.6559574468085105)","(4.4, 6.2, 6.113043478260869)"
15-12-2022 11:02:33.004292,"(31.0, 60.0, 53.714285714285715)","(9.0, 14.5, 14.0)","(16.0, 17.0, 16.444444444444443)","(14.0, 140.0, 83.0)","(9.0, 22.0, 21.0)","(1.35, 1.67, 1.6559574468085105)","(4.4, 6.2, 6.113043478260869)"
15-12-2022 11:02:34.252068,"(31.0, 60.0, 53.714285714285715)","(9.0, 14.5, 14.0)","(16.0, 16.5, 16.055555555555557)","(14.0, 140.0, 83.0)","(9.0, 22.0, 21.5)","(1.35, 1.67, 1.6559574468085105)","(4.4, 6.2, 6.113043478260869)"
15-12-2022 11:02:35.534597,"(31.0, 60.0, 53.714285714285715)","(9.0, 14.5, 14.0)","(16.0, 16.5, 16.055555555555557)","(14.0, 140.0, 83.0)","(9.0, 22.0, 21.5)","(1.35, 1.67, 1.6559574468085105)","(4.4, 6.2, 6.113043478260869)"
15-12-2022 11:02:36.669837,"(31.0, 60.0, 53.714285714285715)","(9.0, 14.5, 14.0)","(16.0, 16.5, 16.055555555555557)","(14.0, 140.0, 83.0)","(10.0, 22.0, 21.5)","(1.35, 1.67, 1.6559574468085105)","(4.4, 6.2, 6.113043478260869)"
15-12-2022 11:02:37.841894,"(31.0, 60.0, 53.714285714285715)","(9.0, 14.5, 14.0)","(16.0, 16.5, 15.7)","(14.0, 140.0, 83.0)","(10.0, 22.0, 21.5)","(1.35, 1.67, 1.6641935483870967)","(4.4, 6.2, 6.113043478260869)"
15-12-2022 11:02:38.926978,"(31.0, 60.0, 53.714285714285715)","(9.0, 14.5, 14.0)","(16.0, 16.5, 15.7)","(14.0, 140.0, 83.0)","(10.0, 22.0, 21.0)","(1.35, 1.67, 1.6641935483870967)","(4.4, 6.2, 6.113043478260869)"
15-12-2022 11:02:39.897508,"(31.0, 60.0, 53.714285714285715)","(9.0, 14.5, 14.0)","(16.0, 16.5, 15.7)","(14.0, 140.0, 83.0)","(10.0, 22.0, 21.0)","(1.35, 1.67, 1.6677777777777778)","(4.4, 6.2, 6.156521739130435)"
15-12-2022 11:02:40.935570,"(31.0, 60.0, 53.714285714285715)","(9.0, 14.5, 14.0)","(16.0, 16.5, 15.7)","(14.0, 140.0, 83.0)","(10.0, 22.0, 21.0)","(1.35, 1.67, 1.6669999999999998)","(4.4, 6.4, 6.156521739130435)"
15-12-2022 11:02:41.954586,"(31.0, 60.0, 53.714285714285715)","(9.0, 14.5, 14.0)","(16.0, 16.5, 15.7)","(14.0, 140.0, 83.0)","(10.0, 22.0, 21.0)","(1.35, 1.67, 1.6669999999999998)","(4.4, 6.4, 6.156521739130435)"
15-12-2022 11:02:43.033980,"(31.0, 60.0, 53.714285714285715)","(9.0, 14.5, 14.0)","(16.0, 16.5, 15.7)","(14.0, 140.0, 83.0)","(10.0, 22.0, 21.0)","(1.35, 1.67, 1.6669999999999998)","(4.4, 6.4, 6.156521739130435)"
15-12-2022 11:02:44.194900,"(31.0, 60.0, 53.714285714285715)","(9.0, 14.5, 14.0)","(16.0, 16.5, 15.7)","(14.0, 140.0, 83.0)","(10.0, 22.0, 21.0)","(1.35, 1.67, 1.6624999999999999)","(4.4, 6.4, 6.0888888888888895)"
15-12-2022 11:02:45.408473,"(31.0, 60.0, 53.714285714285715)","(9.0, 14.5, 14.0)","(16.0, 16.5, 15.7)","(14.0, 140.0, 83.0)","(10.0, 22.0, 21.5)","(1.35, 1.67, 1.6624999999999999)","(4.4, 6.4, 6.141176470588236)"
15-12-2022 11:02:46.518336,"(31.0, 60.0, 53.714285714285715)","(9.0, 14.5, 14.153846153846153)","(16.0, 16.5, 15.7)","(14.0, 140.0, 83.0)","(10.0, 22.0, 21.5)","(1.35, 1.67, 1.6624999999999999)","(4.4, 6.2, 5.85)"
15-12-2022 11:02:47.696131,"(31.0, 60.0, 53.714285714285715)","(9.0, 14.5, 14.3125)","(16.0, 16.5, 15.7)","(14.0, 140.0, 83.0)","(10.0, 22.0, 21.5)","(1.35, 1.67, 1.6669999999999998)","(4.4, 6.0, 5.92)"
15-12-2022 11:02:48.879149,"(31.0, 60.0, 46.666666666666664)","(9.0, 14.5, 14.3125)","(16.0, 16.5, 15.7)","(14.0, 140.0, 83.0)","(10.0, 22.0, 21.5)","(1.35, 1.67, 1.6669999999999998)","(4.4, 6.2, 5.92)"
15-12-2022 11:02:50.076297,"(31.0, 60.0, 46.666666666666664)","(9.0, 14.5, 14.3)","(15.0, 16.5, 15.7)","(14.0, 140.0, 83.0)","(10.0, 22.0, 21.5)","(1.35, 1.67, 1.6669999999999998)","(4.4, 6.2, 5.733333333333333)"
15-12-2022 11:02:51.305787,"(31.0, 60.0, 46.666666666666664)","(9.0, 14.5, 14.3)","(15.0, 16.5, 15.7)","(14.0, 140.0, 83.0)","(10.0, 22.0, 21.0)","(1.35, 1.67, 1.6669999999999998)","(4.4, 6.2, 5.818181818181818)"
15-12-2022 11:02:52.462448,"(31.0, 60.0, 46.666666666666664)","(9.0, 14.5, 14.3)","(15.0, 16.5, 15.7)","(14.0, 140.0, 83.0)","(10.0, 22.0, 21.0)","(1.35, 1.67, 1.6669999999999998)","(4.4, 6.4, 5.818181818181818)"
15-12-2022 11:02:53.605759,"(31.0, 60.0, 53.714285714285715)","(9.0, 14.5, 14.3)","(15.0, 16.5, 15.7)","(14.0, 140.0, 83.0)","(10.0, 22.0, 21.5)","(1.35, 1.67, 1.6682857142857141)","(4.4, 6.4, 5.76)"
15-12-2022 11:02:54.768934,"(31.0, 60.0, 53.714285714285715)","(9.0, 14.5, 14.3)","(15.0, 16.5, 15.7)","(14.0, 140.0, 83.0)","(10.0, 22.0, 21.5)","(1.35, 1.67, 1.6777142857142857)","(4.4, 6.4, 5.857142857142857)"
15-12-2022 11:02:55.949229,"(31.0, 60.0, 46.666666666666664)","(9.0, 14.5, 14.3)","(15.0, 16.5, 15.7)","(14.0, 140.0, 83.0)","(10.0, 22.0, 21.5)","(1.35, 1.68, 1.67)","(4.4, 6.2, 5.728571428571429)"
15-12-2022 11:02:57.046184,"(31.0, 60.0, 46.666666666666664)","(9.0, 14.5, 14.3)","(15.0, 16.5, 15.7)","(14.0, 140.0, 83.0)","(10.0, 22.0, 21.5)","(1.35, 1.68, 1.6714285714285713)","(4.4, 5.9, 5.728571428571429)"
15-12-2022 11:02:58.078698,"(31.0, 60.0, 46.666666666666664)","(9.0, 14.5, 14.3)","(15.0, 16.5, 15.7)","(14.0, 140.0, 83.0)","(10.0, 22.0, 21.0)","(1.35, 1.68, 1.6855555555555555)","(4.4, 5.9, 5.857142857142857)"
15-12-2022 11:02:59.043864,"(31.0, 60.0, 52.666666666666664)","(9.0, 14.5, 14.3)","(15.0, 16.5, 15.772727272727273)","(14.0, 140.0, 83.0)","(10.0, 22.0, 21.0)","(1.35, 1.69, 1.6826315789473683)","(4.4, 6.2, 5.771428571428571)"
15-12-2022 11:02:59.981543,"(31.0, 60.0, 53.714285714285715)","(9.0, 14.5, 14.333333333333334)","(15.0, 16.5, 15.884615384615385)","(14.0, 140.0, 83.0)","(10.0, 22.0, 21.0)","(1.35, 1.69, 1.6826315789473683)","(4.4, 6.0, 5.771428571428571)"
15-12-2022 11:03:01.014541,"(31.0, 60.0, 53.714285714285715)","(9.0, 14.5, 14.333333333333334)","(15.0, 16.5, 15.884615384615385)","(14.0, 140.0, 83.0)","(10.0, 22.0, 21.0)","(1.35, 1.69, 1.6824324324324325)","(4.4, 6.0, 5.771428571428571)"
15-12-2022 11:03:02.055584,"(31.0, 60.0, 53.714285714285715)","(9.0, 14.5, 14.333333333333334)","(15.0, 16.5, 15.884615384615385)","(14.0, 140.0, 83.0)","(10.0, 22.0, 21.0)","(1.35, 1.69, 1.6824999999999999)","(4.4, 6.0, 5.771428571428571)"
15-12-2022 11:03:03.074602,"(31.0, 60.0, 53.714285714285715)","(9.0, 14.5, 14.333333333333334)","(15.0, 16.5, 15.166666666666666)","(14.0, 140.0, 83.0)","(10.0, 22.0, 21.625)","(1.35, 1.69, 1.681860465116279)","(4.4, 6.0, 5.8933333333333335)"
15-12-2022 11:03:04.134163,"(31.0, 60.0, 57.411764705882355)","(9.0, 14.5, 14.214285714285714)","(15.0, 16.5, 15.25)","(14.0, 140.0, 102.33333333333333)","(10.0, 22.0, 21.5)","(1.35, 1.69, 1.6549999999999998)","(4.4, 6.0, 5.8933333333333335)"
15-12-2022 11:03:05.238532,"(31.0, 60.0, 57.411764705882355)","(9.0, 14.5, 14.35)","(15.0, 16.0, 15.25)","(14.0, 140.0, 102.33333333333333)","(10.0, 22.0, 21.5)","(1.35, 1.69, 1.6549999999999998)","(4.4, 6.0, 5.8933333333333335)"
15-12-2022 11:03:06.271576,"(31.0, 60.0, 50.0)","(9.0, 14.5, 14.35)","(15.0, 16.0, 15.25)","(14.0, 140.0, 102.33333333333333)","(10.0, 22.0, 21.5)","(1.35, 1.69, 1.6549999999999998)","(4.4, 6.0, 5.8933333333333335)"
15-12-2022 11:03:07.305519,"(31.0, 60.0, 50.0)","(9.0, 14.5, 14.323529411764707)","(15.0, 16.0, 15.25)","(14.0, 140.0, 102.33333333333333)","(10.0, 22.0, 21.5)","(1.35, 1.72, 1.7142028985507247)","(4.4, 6.0, 5.771428571428571)"
15-12-2022 11:03:08.327276,"(31.0, 60.0, 50.0)","(9.0, 14.5, 14.323529411764707)","(15.0, 16.0, 15.25)","(14.0, 140.0, 102.33333333333333)","(10.0, 23.0, 21.5)","(1.35, 1.72, 1.7139393939393939)","(4.4, 6.0, 5.771428571428571)"
15-12-2022 11:03:09.323075,"(31.0, 60.0, 50.0)","(9.0, 14.5, 14.323529411764707)","(15.0, 16.0, 15.25)","(14.0, 140.0, 102.33333333333333)","(10.0, 23.0, 21.5)","(1.35, 1.72, 1.7139393939393939)","(4.4, 6.0, 5.771428571428571)"
15-12-2022 11:03:10.285986,"(31.0, 60.0, 50.0)","(9.0, 14.5, 14.35)","(15.0, 16.0, 15.333333333333334)","(14.0, 140.0, 102.33333333333333)","(10.0, 23.0, 21.666666666666668)","(1.35, 1.7, 1.6781249999999999)","(4.4, 6.0, 5.771428571428571)"
15-12-2022 11:03:11.314134,"(31.0, 60.0, 55.0)","(9.0, 14.5, 14.35)","(14.0, 15.5, 14.75)","(14.0, 140.0, 83.5)","(10.0, 23.0, 21.57142857142857)","(1.35, 1.7, 1.6692857142857143)","(4.4, 6.0, 5.8933333333333335)"
15-12-2022 11:03:12.365209,"(31.0, 60.0, 55.0)","(9.0, 14.5, 14.35)","(14.0, 15.5, 14.75)","(14.0, 140.0, 83.5)","(10.0, 22.0, 20.5)","(1.35, 1.68, 1.6692857142857143)","(4.4, 6.0, 5.809523809523809)"
15-12-2022 11:03:13.438115,"(31.0, 60.0, 48.0)","(9.0, 14.5, 14.35)","(14.0, 15.5, 14.75)","(14.0, 140.0, 83.5)","(10.0, 22.0, 21.625)","(1.35, 1.68, 1.6692857142857143)","(4.4, 6.0, 5.733333333333333)"
15-12-2022 11:03:14.495743,"(31.0, 60.0, 48.0)","(9.0, 14.5, 14.35)","(14.0, 15.5, 14.375)","(14.0, 140.0, 83.5)","(10.0, 22.0, 21.625)","(1.35, 1.68, 1.6692857142857143)","(4.4, 6.0, 5.733333333333333)"
15-12-2022 11:03:15.572457,"(31.0, 60.0, 58.333333333333336)","(9.0, 14.5, 14.35)","(14.0, 15.5, 13.785714285714286)","(14.0, 140.0, 83.5)","(10.0, 22.0, 21.625)","(1.35, 1.68, 1.6692857142857143)","(4.4, 6.0, 5.733333333333333)"
15-12-2022 11:03:16.581921,"(31.0, 60.0, 58.26086956521739)","(9.0, 14.5, 14.375)","(14.0, 15.5, 14.545454545454545)","(14.0, 140.0, 83.5)","(10.0, 22.0, 21.625)","(1.35, 1.68, 1.6692857142857143)","(4.4, 6.0, 5.733333333333333)"
15-12-2022 11:03:17.608433,"(31.0, 60.0, 58.0)","(9.0, 14.5, 14.375)","(14.0, 15.5, 14.545454545454545)","(14.0, 140.0, 83.5)","(10.0, 22.0, 21.625)","(1.35, 1.68, 1.6944444444444444)","(4.4, 6.0, 5.733333333333333)"
15-12-2022 11:03:18.674289,"(31.0, 60.0, 51.0)","(9.0, 14.5, 14.3)","(14.0, 15.5, 14.666666666666666)","(14.0, 140.0, 83.5)","(10.0, 22.0, 21.625)","(1.35, 1.7, 1.6944444444444444)","(4.4, 6.0, 5.733333333333333)"
15-12-2022 11:03:19.704740,"(31.0, 60.0, 51.0)","(9.0, 14.5, 14.3)","(14.0, 15.5, 14.666666666666666)","(14.0, 140.0, 83.5)","(10.0, 22.0, 21.625)","(1.35, 1.7, 1.6944444444444444)","(4.4, 6.0, 5.733333333333333)"
15-12-2022 11:03:20.779211,"(31.0, 60.0, 52.0)","(9.0, 14.5, 14.3)","(14.0, 15.5, 14.666666666666666)","(14.0, 140.0, 83.5)","(10.0, 22.0, 21.625)","(1.35, 1.7, 1.7021739130434783)","(4.4, 6.0, 5.647058823529412)"
