,Assassinator,Wrangler Nz,Culture King,Dancing Finn,Joes A Character,Stratofortress Nz,Brantley Nz
10,"[datetime.datetime(2022, 11, 28, 16, 18, 18, 610103), 10.0, 19.5]","[datetime.datetime(2022, 11, 28, 16, 18, 18, 610103), 4.4, 99999]","[datetime.datetime(2022, 11, 28, 16, 18, 18, 610103), 17.0, 32.0]","[datetime.datetime(2022, 11, 28, 16, 18, 18, 610103), 9.0, 15.5]","[datetime.datetime(2022, 11, 28, 16, 18, 18, 610103), 5.0, 8.6]","[datetime.datetime(2022, 11, 28, 16, 18, 18, 610103), 2.3, 99999]","[datetime.datetime(2022, 11, 28, 16, 18, 18, 610103), 5.5, 99999]"
11,"[datetime.datetime(2022, 11, 28, 16, 18, 19, 790850), 10.0, 19.5]","[datetime.datetime(2022, 11, 28, 16, 18, 19, 790850), 4.4, 99999]","[datetime.datetime(2022, 11, 28, 16, 18, 19, 790850), 17.0, 32.0]","[datetime.datetime(2022, 11, 28, 16, 18, 19, 790850), 9.0, 15.5]","[datetime.datetime(2022, 11, 28, 16, 18, 19, 790850), 5.0, 8.6]","[datetime.datetime(2022, 11, 28, 16, 18, 19, 790850), 2.3, 99999]","[datetime.datetime(2022, 11, 28, 16, 18, 19, 790850), 5.5, 99999]"
12,"[datetime.datetime(2022, 11, 28, 16, 18, 20, 974222), 10.0, 19.5]","[datetime.datetime(2022, 11, 28, 16, 18, 20, 974222), 4.4, 99999]","[datetime.datetime(2022, 11, 28, 16, 18, 20, 974222), 17.0, 32.0]","[datetime.datetime(2022, 11, 28, 16, 18, 20, 974222), 9.0, 15.5]","[datetime.datetime(2022, 11, 28, 16, 18, 20, 974222), 5.0, 8.6]","[datetime.datetime(2022, 11, 28, 16, 18, 20, 974222), 2.3, 99999]","[datetime.datetime(2022, 11, 28, 16, 18, 20, 974222), 5.5, 99999]"
13,"[datetime.datetime(2022, 11, 28, 16, 18, 22, 170271), 10.0, 19.5]","[datetime.datetime(2022, 11, 28, 16, 18, 22, 170271), 4.4, 99999]","[datetime.datetime(2022, 11, 28, 16, 18, 22, 170271), 17.0, 32.0]","[datetime.datetime(2022, 11, 28, 16, 18, 22, 170271), 9.0, 15.5]","[datetime.datetime(2022, 11, 28, 16, 18, 22, 170271), 5.0, 8.6]","[datetime.datetime(2022, 11, 28, 16, 18, 22, 170271), 2.3, 99999]","[datetime.datetime(2022, 11, 28, 16, 18, 22, 170271), 5.5, 99999]"
14,"[datetime.datetime(2022, 11, 28, 16, 18, 23, 360081), 10.0, 19.5]","[datetime.datetime(2022, 11, 28, 16, 18, 23, 360081), 4.4, 99999]","[datetime.datetime(2022, 11, 28, 16, 18, 23, 360081), 17.0, 32.0]","[datetime.datetime(2022, 11, 28, 16, 18, 23, 360081), 9.0, 15.5]","[datetime.datetime(2022, 11, 28, 16, 18, 23, 360081), 5.0, 8.6]","[datetime.datetime(2022, 11, 28, 16, 18, 23, 360081), 2.3, 99999]","[datetime.datetime(2022, 11, 28, 16, 18, 23, 360081), 5.5, 99999]"
15,"[datetime.datetime(2022, 11, 28, 16, 18, 24, 547166), 10.0, 19.5]","[datetime.datetime(2022, 11, 28, 16, 18, 24, 547166), 4.4, 99999]","[datetime.datetime(2022, 11, 28, 16, 18, 24, 547166), 17.0, 32.0]","[datetime.datetime(2022, 11, 28, 16, 18, 24, 547166), 9.0, 15.5]","[datetime.datetime(2022, 11, 28, 16, 18, 24, 547166), 5.0, 8.6]","[datetime.datetime(2022, 11, 28, 16, 18, 24, 547166), 2.3, 99999]","[datetime.datetime(2022, 11, 28, 16, 18, 24, 547166), 5.5, 99999]"
16,"[datetime.datetime(2022, 11, 28, 16, 18, 25, 734159), 10.0, 19.5]","[datetime.datetime(2022, 11, 28, 16, 18, 25, 734159), 4.4, 99999]","[datetime.datetime(2022, 11, 28, 16, 18, 25, 734159), 17.0, 32.0]","[datetime.datetime(2022, 11, 28, 16, 18, 25, 734159), 9.0, 15.5]","[datetime.datetime(2022, 11, 28, 16, 18, 25, 734159), 5.0, 8.6]","[datetime.datetime(2022, 11, 28, 16, 18, 25, 734159), 2.3, 99999]","[datetime.datetime(2022, 11, 28, 16, 18, 25, 734159), 5.5, 99999]"
17,"[datetime.datetime(2022, 11, 28, 16, 18, 26, 923739), 10.0, 19.5]","[datetime.datetime(2022, 11, 28, 16, 18, 26, 923739), 4.4, 99999]","[datetime.datetime(2022, 11, 28, 16, 18, 26, 923739), 17.0, 32.0]","[datetime.datetime(2022, 11, 28, 16, 18, 26, 923739), 9.0, 15.5]","[datetime.datetime(2022, 11, 28, 16, 18, 26, 923739), 5.0, 8.6]","[datetime.datetime(2022, 11, 28, 16, 18, 26, 923739), 2.3, 99999]","[datetime.datetime(2022, 11, 28, 16, 18, 26, 923739), 5.5, 99999]"
18,"[datetime.datetime(2022, 11, 28, 16, 18, 28, 127338), 10.0, 19.5]","[datetime.datetime(2022, 11, 28, 16, 18, 28, 127338), 4.4, 99999]","[datetime.datetime(2022, 11, 28, 16, 18, 28, 127338), 17.0, 32.0]","[datetime.datetime(2022, 11, 28, 16, 18, 28, 127338), 9.0, 15.5]","[datetime.datetime(2022, 11, 28, 16, 18, 28, 127338), 5.0, 8.6]","[datetime.datetime(2022, 11, 28, 16, 18, 28, 127338), 2.3, 99999]","[datetime.datetime(2022, 11, 28, 16, 18, 28, 127338), 5.5, 99999]"
19,"[datetime.datetime(2022, 11, 28, 16, 18, 29, 315230), 10.0, 19.5]","[datetime.datetime(2022, 11, 28, 16, 18, 29, 315230), 4.4, 99999]","[datetime.datetime(2022, 11, 28, 16, 18, 29, 315230), 17.0, 32.0]","[datetime.datetime(2022, 11, 28, 16, 18, 29, 315230), 9.0, 15.5]","[datetime.datetime(2022, 11, 28, 16, 18, 29, 315230), 5.0, 8.6]","[datetime.datetime(2022, 11, 28, 16, 18, 29, 315230), 2.3, 99999]","[datetime.datetime(2022, 11, 28, 16, 18, 29, 315230), 5.5, 99999]"
20,"[datetime.datetime(2022, 11, 28, 16, 18, 30, 497232), 10.0, 19.5]","[datetime.datetime(2022, 11, 28, 16, 18, 30, 497232), 4.4, 99999]","[datetime.datetime(2022, 11, 28, 16, 18, 30, 497232), 17.0, 32.0]","[datetime.datetime(2022, 11, 28, 16, 18, 30, 497232), 9.0, 15.5]","[datetime.datetime(2022, 11, 28, 16, 18, 30, 497232), 5.0, 8.6]","[datetime.datetime(2022, 11, 28, 16, 18, 30, 497232), 2.3, 99999]","[datetime.datetime(2022, 11, 28, 16, 18, 30, 497232), 5.5, 99999]"
21,"[datetime.datetime(2022, 11, 28, 16, 18, 31, 678985), 10.0, 19.5]","[datetime.datetime(2022, 11, 28, 16, 18, 31, 678985), 4.4, 99999]","[datetime.datetime(2022, 11, 28, 16, 18, 31, 678985), 17.0, 32.0]","[datetime.datetime(2022, 11, 28, 16, 18, 31, 678985), 9.0, 15.5]","[datetime.datetime(2022, 11, 28, 16, 18, 31, 678985), 5.0, 8.6]","[datetime.datetime(2022, 11, 28, 16, 18, 31, 678985), 2.3, 99999]","[datetime.datetime(2022, 11, 28, 16, 18, 31, 678985), 5.5, 99999]"
22,"[datetime.datetime(2022, 11, 28, 16, 18, 32, 863279), 10.0, 19.5]","[datetime.datetime(2022, 11, 28, 16, 18, 32, 863279), 4.4, 99999]","[datetime.datetime(2022, 11, 28, 16, 18, 32, 863279), 17.0, 32.0]","[datetime.datetime(2022, 11, 28, 16, 18, 32, 863279), 9.0, 15.5]","[datetime.datetime(2022, 11, 28, 16, 18, 32, 863279), 5.0, 8.6]","[datetime.datetime(2022, 11, 28, 16, 18, 32, 863279), 2.3, 99999]","[datetime.datetime(2022, 11, 28, 16, 18, 32, 863279), 5.5, 99999]"
23,"[datetime.datetime(2022, 11, 28, 16, 18, 34, 43893), 10.0, 19.5]","[datetime.datetime(2022, 11, 28, 16, 18, 34, 43893), 4.4, 99999]","[datetime.datetime(2022, 11, 28, 16, 18, 34, 43893), 17.0, 32.0]","[datetime.datetime(2022, 11, 28, 16, 18, 34, 43893), 9.0, 15.5]","[datetime.datetime(2022, 11, 28, 16, 18, 34, 43893), 5.0, 8.6]","[datetime.datetime(2022, 11, 28, 16, 18, 34, 43893), 2.3, 99999]","[datetime.datetime(2022, 11, 28, 16, 18, 34, 43893), 5.5, 99999]"
24,"[datetime.datetime(2022, 11, 28, 16, 18, 35, 233358), 10.0, 19.5]","[datetime.datetime(2022, 11, 28, 16, 18, 35, 233358), 4.4, 99999]","[datetime.datetime(2022, 11, 28, 16, 18, 35, 233358), 17.0, 32.0]","[datetime.datetime(2022, 11, 28, 16, 18, 35, 233358), 9.0, 15.5]","[datetime.datetime(2022, 11, 28, 16, 18, 35, 233358), 5.0, 8.6]","[datetime.datetime(2022, 11, 28, 16, 18, 35, 233358), 2.3, 99999]","[datetime.datetime(2022, 11, 28, 16, 18, 35, 233358), 5.5, 99999]"
25,"[datetime.datetime(2022, 11, 28, 16, 18, 36, 425333), 10.0, 19.5]","[datetime.datetime(2022, 11, 28, 16, 18, 36, 425333), 4.4, 99999]","[datetime.datetime(2022, 11, 28, 16, 18, 36, 425333), 17.0, 32.0]","[datetime.datetime(2022, 11, 28, 16, 18, 36, 425333), 9.0, 15.5]","[datetime.datetime(2022, 11, 28, 16, 18, 36, 425333), 5.0, 8.6]","[datetime.datetime(2022, 11, 28, 16, 18, 36, 425333), 2.3, 99999]","[datetime.datetime(2022, 11, 28, 16, 18, 36, 425333), 5.5, 99999]"
26,"[datetime.datetime(2022, 11, 28, 16, 18, 37, 635908), 10.0, 19.5]","[datetime.datetime(2022, 11, 28, 16, 18, 37, 635908), 4.4, 99999]","[datetime.datetime(2022, 11, 28, 16, 18, 37, 635908), 17.0, 32.0]","[datetime.datetime(2022, 11, 28, 16, 18, 37, 635908), 9.0, 15.5]","[datetime.datetime(2022, 11, 28, 16, 18, 37, 635908), 5.0, 8.6]","[datetime.datetime(2022, 11, 28, 16, 18, 37, 635908), 2.3, 99999]","[datetime.datetime(2022, 11, 28, 16, 18, 37, 635908), 5.5, 99999]"
27,"[datetime.datetime(2022, 11, 28, 16, 18, 38, 843419), 10.0, 19.5]","[datetime.datetime(2022, 11, 28, 16, 18, 38, 843419), 4.4, 99999]","[datetime.datetime(2022, 11, 28, 16, 18, 38, 843419), 17.0, 32.0]","[datetime.datetime(2022, 11, 28, 16, 18, 38, 843419), 9.0, 15.5]","[datetime.datetime(2022, 11, 28, 16, 18, 38, 843419), 5.0, 8.6]","[datetime.datetime(2022, 11, 28, 16, 18, 38, 843419), 2.3, 99999]","[datetime.datetime(2022, 11, 28, 16, 18, 38, 843419), 5.5, 99999]"
28,"[datetime.datetime(2022, 11, 28, 16, 18, 40, 44134), 10.0, 19.5]","[datetime.datetime(2022, 11, 28, 16, 18, 40, 44134), 4.4, 99999]","[datetime.datetime(2022, 11, 28, 16, 18, 40, 44134), 17.0, 32.0]","[datetime.datetime(2022, 11, 28, 16, 18, 40, 44134), 9.0, 15.5]","[datetime.datetime(2022, 11, 28, 16, 18, 40, 44134), 5.0, 8.6]","[datetime.datetime(2022, 11, 28, 16, 18, 40, 44134), 2.3, 99999]","[datetime.datetime(2022, 11, 28, 16, 18, 40, 44134), 5.5, 99999]"
29,"[datetime.datetime(2022, 11, 28, 16, 18, 41, 260027), 10.0, 19.5]","[datetime.datetime(2022, 11, 28, 16, 18, 41, 260027), 4.4, 99999]","[datetime.datetime(2022, 11, 28, 16, 18, 41, 260027), 17.0, 32.0]","[datetime.datetime(2022, 11, 28, 16, 18, 41, 260027), 9.0, 15.5]","[datetime.datetime(2022, 11, 28, 16, 18, 41, 260027), 5.0, 8.6]","[datetime.datetime(2022, 11, 28, 16, 18, 41, 260027), 2.3, 99999]","[datetime.datetime(2022, 11, 28, 16, 18, 41, 260027), 5.5, 99999]"
30,"[datetime.datetime(2022, 11, 28, 16, 18, 42, 458737), 10.0, 19.5]","[datetime.datetime(2022, 11, 28, 16, 18, 42, 458737), 4.4, 99999]","[datetime.datetime(2022, 11, 28, 16, 18, 42, 458737), 17.0, 32.0]","[datetime.datetime(2022, 11, 28, 16, 18, 42, 458737), 9.0, 15.5]","[datetime.datetime(2022, 11, 28, 16, 18, 42, 458737), 5.0, 8.6]","[datetime.datetime(2022, 11, 28, 16, 18, 42, 458737), 2.3, 99999]","[datetime.datetime(2022, 11, 28, 16, 18, 42, 458737), 5.5, 99999]"
31,"[datetime.datetime(2022, 11, 28, 16, 18, 43, 636447), 10.0, 19.5]","[datetime.datetime(2022, 11, 28, 16, 18, 43, 636447), 4.4, 99999]","[datetime.datetime(2022, 11, 28, 16, 18, 43, 636447), 17.0, 32.0]","[datetime.datetime(2022, 11, 28, 16, 18, 43, 636447), 9.0, 15.5]","[datetime.datetime(2022, 11, 28, 16, 18, 43, 636447), 5.0, 8.6]","[datetime.datetime(2022, 11, 28, 16, 18, 43, 636447), 2.3, 99999]","[datetime.datetime(2022, 11, 28, 16, 18, 43, 636447), 5.5, 99999]"
32,"[datetime.datetime(2022, 11, 28, 16, 18, 44, 812626), 10.0, 19.5]","[datetime.datetime(2022, 11, 28, 16, 18, 44, 812626), 4.4, 99999]","[datetime.datetime(2022, 11, 28, 16, 18, 44, 812626), 17.0, 32.0]","[datetime.datetime(2022, 11, 28, 16, 18, 44, 812626), 9.0, 15.5]","[datetime.datetime(2022, 11, 28, 16, 18, 44, 812626), 5.0, 8.6]","[datetime.datetime(2022, 11, 28, 16, 18, 44, 812626), 2.3, 99999]","[datetime.datetime(2022, 11, 28, 16, 18, 44, 813625), 5.5, 99999]"
33,"[datetime.datetime(2022, 11, 28, 16, 18, 46, 11824), 10.0, 19.5]","[datetime.datetime(2022, 11, 28, 16, 18, 46, 11824), 4.4, 99999]","[datetime.datetime(2022, 11, 28, 16, 18, 46, 11824), 17.0, 32.0]","[datetime.datetime(2022, 11, 28, 16, 18, 46, 11824), 9.0, 15.5]","[datetime.datetime(2022, 11, 28, 16, 18, 46, 11824), 5.0, 8.6]","[datetime.datetime(2022, 11, 28, 16, 18, 46, 11824), 2.3, 99999]","[datetime.datetime(2022, 11, 28, 16, 18, 46, 11824), 5.5, 99999]"
34,"[datetime.datetime(2022, 11, 28, 16, 18, 47, 195892), 10.0, 19.5]","[datetime.datetime(2022, 11, 28, 16, 18, 47, 195892), 4.4, 99999]","[datetime.datetime(2022, 11, 28, 16, 18, 47, 195892), 17.0, 32.0]","[datetime.datetime(2022, 11, 28, 16, 18, 47, 195892), 9.0, 15.5]","[datetime.datetime(2022, 11, 28, 16, 18, 47, 195892), 5.0, 8.6]","[datetime.datetime(2022, 11, 28, 16, 18, 47, 195892), 2.3, 99999]","[datetime.datetime(2022, 11, 28, 16, 18, 47, 195892), 5.5, 99999]"
35,"[datetime.datetime(2022, 11, 28, 16, 18, 48, 372022), 10.0, 19.0]","[datetime.datetime(2022, 11, 28, 16, 18, 48, 372022), 4.4, 99999]","[datetime.datetime(2022, 11, 28, 16, 18, 48, 372022), 17.0, 30.0]","[datetime.datetime(2022, 11, 28, 16, 18, 48, 372022), 9.0, 15.0]","[datetime.datetime(2022, 11, 28, 16, 18, 48, 372022), 5.0, 8.4]","[datetime.datetime(2022, 11, 28, 16, 18, 48, 372022), 2.3, 99999]","[datetime.datetime(2022, 11, 28, 16, 18, 48, 372022), 5.5, 99999]"
36,"[datetime.datetime(2022, 11, 28, 16, 18, 49, 555620), 10.0, 19.0]","[datetime.datetime(2022, 11, 28, 16, 18, 49, 555620), 4.4, 99999]","[datetime.datetime(2022, 11, 28, 16, 18, 49, 555620), 17.0, 30.0]","[datetime.datetime(2022, 11, 28, 16, 18, 49, 555620), 9.0, 15.0]","[datetime.datetime(2022, 11, 28, 16, 18, 49, 555620), 5.0, 8.4]","[datetime.datetime(2022, 11, 28, 16, 18, 49, 555620), 2.3, 99999]","[datetime.datetime(2022, 11, 28, 16, 18, 49, 555620), 5.5, 99999]"
37,"[datetime.datetime(2022, 11, 28, 16, 18, 50, 740091), 10.0, 19.0]","[datetime.datetime(2022, 11, 28, 16, 18, 50, 740091), 4.4, 99999]","[datetime.datetime(2022, 11, 28, 16, 18, 50, 740091), 17.0, 30.0]","[datetime.datetime(2022, 11, 28, 16, 18, 50, 740091), 9.0, 15.0]","[datetime.datetime(2022, 11, 28, 16, 18, 50, 740091), 5.0, 8.4]","[datetime.datetime(2022, 11, 28, 16, 18, 50, 740091), 2.3, 99999]","[datetime.datetime(2022, 11, 28, 16, 18, 50, 740091), 5.5, 99999]"
38,"[datetime.datetime(2022, 11, 28, 16, 18, 51, 935821), 10.0, 19.0]","[datetime.datetime(2022, 11, 28, 16, 18, 51, 935821), 4.4, 99999]","[datetime.datetime(2022, 11, 28, 16, 18, 51, 935821), 17.0, 30.0]","[datetime.datetime(2022, 11, 28, 16, 18, 51, 935821), 9.0, 15.0]","[datetime.datetime(2022, 11, 28, 16, 18, 51, 935821), 5.0, 8.4]","[datetime.datetime(2022, 11, 28, 16, 18, 51, 935821), 2.3, 99999]","[datetime.datetime(2022, 11, 28, 16, 18, 51, 935821), 5.5, 99999]"
39,"[datetime.datetime(2022, 11, 28, 16, 18, 53, 115575), 10.0, 19.0]","[datetime.datetime(2022, 11, 28, 16, 18, 53, 115575), 4.4, 99999]","[datetime.datetime(2022, 11, 28, 16, 18, 53, 115575), 17.0, 30.0]","[datetime.datetime(2022, 11, 28, 16, 18, 53, 115575), 9.0, 15.0]","[datetime.datetime(2022, 11, 28, 16, 18, 53, 115575), 5.0, 8.4]","[datetime.datetime(2022, 11, 28, 16, 18, 53, 115575), 2.3, 99999]","[datetime.datetime(2022, 11, 28, 16, 18, 53, 115575), 5.5, 99999]"
40,"[datetime.datetime(2022, 11, 28, 16, 18, 54, 296805), 10.0, 18.5]","[datetime.datetime(2022, 11, 28, 16, 18, 54, 296805), 4.4, 99999]","[datetime.datetime(2022, 11, 28, 16, 18, 54, 296805), 17.0, 29.0]","[datetime.datetime(2022, 11, 28, 16, 18, 54, 296805), 9.0, 14.5]","[datetime.datetime(2022, 11, 28, 16, 18, 54, 296805), 5.0, 8.2]","[datetime.datetime(2022, 11, 28, 16, 18, 54, 296805), 2.3, 99999]","[datetime.datetime(2022, 11, 28, 16, 18, 54, 296805), 5.5, 99999]"
41,"[datetime.datetime(2022, 11, 28, 16, 18, 55, 492571), 10.0, 18.5]","[datetime.datetime(2022, 11, 28, 16, 18, 55, 492571), 4.4, 99999]","[datetime.datetime(2022, 11, 28, 16, 18, 55, 492571), 17.0, 29.0]","[datetime.datetime(2022, 11, 28, 16, 18, 55, 492571), 9.0, 14.5]","[datetime.datetime(2022, 11, 28, 16, 18, 55, 492571), 5.0, 8.2]","[datetime.datetime(2022, 11, 28, 16, 18, 55, 492571), 2.3, 99999]","[datetime.datetime(2022, 11, 28, 16, 18, 55, 492571), 5.5, 99999]"
42,"[datetime.datetime(2022, 11, 28, 16, 18, 56, 679383), 10.0, 18.5]","[datetime.datetime(2022, 11, 28, 16, 18, 56, 679383), 4.4, 99999]","[datetime.datetime(2022, 11, 28, 16, 18, 56, 679383), 17.0, 29.0]","[datetime.datetime(2022, 11, 28, 16, 18, 56, 679383), 9.0, 14.5]","[datetime.datetime(2022, 11, 28, 16, 18, 56, 679383), 5.0, 8.2]","[datetime.datetime(2022, 11, 28, 16, 18, 56, 679383), 2.3, 99999]","[datetime.datetime(2022, 11, 28, 16, 18, 56, 679383), 5.5, 99999]"
43,"[datetime.datetime(2022, 11, 28, 16, 18, 57, 858472), 10.0, 18.5]","[datetime.datetime(2022, 11, 28, 16, 18, 57, 858472), 4.4, 99999]","[datetime.datetime(2022, 11, 28, 16, 18, 57, 858472), 17.0, 29.0]","[datetime.datetime(2022, 11, 28, 16, 18, 57, 858472), 9.0, 14.5]","[datetime.datetime(2022, 11, 28, 16, 18, 57, 858472), 5.0, 8.2]","[datetime.datetime(2022, 11, 28, 16, 18, 57, 858472), 2.3, 99999]","[datetime.datetime(2022, 11, 28, 16, 18, 57, 858472), 5.5, 99999]"
44,"[datetime.datetime(2022, 11, 28, 16, 18, 59, 41824), 10.0, 18.5]","[datetime.datetime(2022, 11, 28, 16, 18, 59, 41824), 4.4, 99999]","[datetime.datetime(2022, 11, 28, 16, 18, 59, 41824), 17.0, 29.0]","[datetime.datetime(2022, 11, 28, 16, 18, 59, 41824), 9.0, 14.5]","[datetime.datetime(2022, 11, 28, 16, 18, 59, 41824), 5.0, 8.2]","[datetime.datetime(2022, 11, 28, 16, 18, 59, 41824), 2.3, 99999]","[datetime.datetime(2022, 11, 28, 16, 18, 59, 41824), 5.5, 99999]"
45,"[datetime.datetime(2022, 11, 28, 16, 19, 0, 222979), 10.0, 18.5]","[datetime.datetime(2022, 11, 28, 16, 19, 0, 222979), 4.4, 99999]","[datetime.datetime(2022, 11, 28, 16, 19, 0, 222979), 17.0, 29.0]","[datetime.datetime(2022, 11, 28, 16, 19, 0, 222979), 9.0, 14.5]","[datetime.datetime(2022, 11, 28, 16, 19, 0, 222979), 5.0, 8.2]","[datetime.datetime(2022, 11, 28, 16, 19, 0, 222979), 2.3, 99999]","[datetime.datetime(2022, 11, 28, 16, 19, 0, 222979), 5.5, 99999]"
46,"[datetime.datetime(2022, 11, 28, 16, 19, 1, 404854), 10.0, 18.5]","[datetime.datetime(2022, 11, 28, 16, 19, 1, 404854), 4.4, 99999]","[datetime.datetime(2022, 11, 28, 16, 19, 1, 404854), 17.0, 29.0]","[datetime.datetime(2022, 11, 28, 16, 19, 1, 404854), 9.0, 14.5]","[datetime.datetime(2022, 11, 28, 16, 19, 1, 404854), 5.0, 8.2]","[datetime.datetime(2022, 11, 28, 16, 19, 1, 404854), 2.3, 99999]","[datetime.datetime(2022, 11, 28, 16, 19, 1, 404854), 5.5, 99999]"
