,Acquiescent,Dollar Bucks,Kano,Of The Field,Scamster,The Bladesman,Tewkesbury,Jugan,Saintly Rose,Superior Sam,Unscented
08-01-2023 13:51:58.369163,"(1.9, 2.02, 1.9945)","(101.0, 230.0, 205.0)","(101.0, 230.0, 205.0)","(101.0, 220.0, 193.33333333333334)","(7.0, 12.5, 10.833333333333334)","(4.8, 8.6, 7.8)","(10.0, 14.0, 13.166666666666666)","(21.0, 85.0, 67.76923076923077)","(41.0, 85.0, 75.0)","(5.0, 6.4, 6.26)","(101.0, 170.0, 145.0)"
08-01-2023 13:51:59.547500,"(1.9, 2.02, 1.9945)","(101.0, 230.0, 205.0)","(101.0, 230.0, 205.0)","(101.0, 220.0, 193.33333333333334)","(7.0, 12.5, 10.833333333333334)","(4.8, 8.6, 7.8)","(10.0, 14.0, 13.166666666666666)","(21.0, 85.0, 67.76923076923077)","(41.0, 85.0, 75.0)","(5.0, 6.4, 6.26)","(101.0, 170.0, 145.0)"
08-01-2023 13:52:00.838313,"(1.9, 2.02, 1.9945)","(101.0, 230.0, 205.0)","(101.0, 230.0, 205.0)","(101.0, 220.0, 193.33333333333334)","(7.0, 12.5, 10.357142857142858)","(4.8, 8.6, 7.8)","(10.0, 14.0, 13.166666666666666)","(21.0, 85.0, 67.76923076923077)","(41.0, 85.0, 75.0)","(5.0, 6.4, 6.26)","(101.0, 170.0, 145.0)"
08-01-2023 13:52:02.201246,"(1.9, 2.02, 1.9945)","(101.0, 230.0, 205.0)","(101.0, 230.0, 205.0)","(101.0, 220.0, 193.33333333333334)","(7.0, 12.5, 10.357142857142858)","(4.8, 8.6, 7.8)","(10.0, 14.0, 13.166666666666666)","(21.0, 85.0, 55.0)","(41.0, 85.0, 75.0)","(5.0, 6.4, 6.26)","(101.0, 170.0, 145.0)"
08-01-2023 13:52:03.499238,"(1.9, 2.02, 1.9945)","(101.0, 230.0, 205.0)","(101.0, 230.0, 205.0)","(101.0, 220.0, 193.33333333333334)","(7.0, 12.5, 10.357142857142858)","(4.8, 8.6, 8.226666666666667)","(10.0, 14.0, 13.166666666666666)","(21.0, 80.0, 50.0)","(41.0, 85.0, 75.0)","(5.0, 6.4, 6.26)","(101.0, 170.0, 140.0)"
08-01-2023 13:52:04.693397,"(1.9, 2.02, 1.9945)","(101.0, 230.0, 205.0)","(101.0, 230.0, 205.0)","(101.0, 220.0, 193.33333333333334)","(7.0, 12.5, 10.357142857142858)","(4.8, 8.6, 8.454545454545453)","(10.0, 14.0, 13.166666666666666)","(21.0, 80.0, 61.5)","(41.0, 85.0, 76.42857142857143)","(5.0, 6.4, 6.26)","(101.0, 170.0, 140.0)"
08-01-2023 13:52:05.900464,"(1.9, 2.02, 1.9945)","(101.0, 230.0, 205.0)","(101.0, 230.0, 205.0)","(101.0, 220.0, 193.33333333333334)","(7.0, 12.5, 10.357142857142858)","(4.8, 8.6, 8.454545454545453)","(10.0, 14.0, 13.166666666666666)","(21.0, 75.0, 39.75)","(41.0, 85.0, 75.0)","(5.0, 6.4, 6.26)","(101.0, 170.0, 140.0)"
08-01-2023 13:52:07.093626,"(1.9, 2.02, 1.9945)","(101.0, 230.0, 205.0)","(101.0, 230.0, 205.0)","(101.0, 220.0, 193.33333333333334)","(7.0, 12.5, 10.357142857142858)","(4.8, 8.6, 7.933333333333333)","(10.0, 14.0, 13.166666666666666)","(21.0, 75.0, 34.0)","(41.0, 85.0, 76.42857142857143)","(5.0, 6.4, 6.26)","(101.0, 170.0, 140.0)"
08-01-2023 13:52:08.316096,"(1.9, 2.02, 1.9945)","(101.0, 230.0, 205.0)","(101.0, 230.0, 205.0)","(101.0, 220.0, 193.33333333333334)","(7.0, 12.5, 11.693548387096774)","(4.8, 8.6, 7.933333333333333)","(10.0, 14.0, 13.166666666666666)","(21.0, 40.0, 38.5)","(41.0, 85.0, 75.0)","(5.0, 6.4, 6.26)","(101.0, 170.0, 140.0)"
08-01-2023 13:52:09.628214,"(1.9, 2.02, 1.9945)","(101.0, 230.0, 205.0)","(101.0, 230.0, 205.0)","(101.0, 220.0, 193.33333333333334)","(7.0, 12.5, 10.833333333333334)","(4.8, 8.6, 7.933333333333333)","(10.0, 14.0, 13.166666666666666)","(21.0, 40.0, 34.0)","(41.0, 85.0, 75.0)","(5.0, 6.4, 6.26)","(101.0, 170.0, 140.0)"
08-01-2023 13:52:10.987313,"(1.9, 2.02, 1.9945)","(101.0, 230.0, 205.0)","(101.0, 230.0, 205.0)","(101.0, 220.0, 193.33333333333334)","(7.0, 12.5, 10.416666666666666)","(4.8, 8.6, 7.933333333333333)","(10.0, 14.0, 13.166666666666666)","(21.0, 40.0, 34.0)","(41.0, 85.0, 75.0)","(5.0, 6.4, 6.26)","(101.0, 170.0, 140.0)"
08-01-2023 13:52:12.325492,"(1.9, 2.02, 1.9945)","(101.0, 230.0, 205.0)","(101.0, 230.0, 205.0)","(101.0, 220.0, 193.33333333333334)","(7.0, 12.5, 10.416666666666666)","(4.8, 8.6, 7.933333333333333)","(10.0, 14.0, 13.166666666666666)","(21.0, 40.0, 38.5)","(41.0, 85.0, 75.0)","(5.0, 6.4, 6.26)","(101.0, 170.0, 140.0)"
08-01-2023 13:52:13.542504,"(1.9, 2.02, 1.9945)","(101.0, 230.0, 205.0)","(101.0, 230.0, 205.0)","(101.0, 220.0, 193.33333333333334)","(7.0, 12.5, 10.416666666666666)","(4.8, 8.6, 7.933333333333333)","(10.0, 14.0, 13.166666666666666)","(21.0, 40.0, 34.0)","(41.0, 85.0, 75.0)","(5.0, 6.4, 6.26)","(101.0, 170.0, 140.0)"
08-01-2023 13:52:14.769249,"(1.9, 2.02, 1.9945)","(101.0, 230.0, 205.0)","(101.0, 230.0, 205.0)","(101.0, 220.0, 193.33333333333334)","(7.0, 12.5, 10.416666666666666)","(4.8, 8.6, 7.933333333333333)","(10.0, 14.0, 13.166666666666666)","(21.0, 40.0, 34.0)","(41.0, 85.0, 75.0)","(5.0, 6.4, 6.26)","(101.0, 170.0, 140.0)"
08-01-2023 13:52:16.018950,"(1.9, 2.02, 1.9945)","(101.0, 230.0, 205.0)","(101.0, 230.0, 205.0)","(101.0, 220.0, 193.33333333333334)","(7.0, 12.5, 10.416666666666666)","(4.8, 8.6, 7.933333333333333)","(10.0, 14.0, 13.166666666666666)","(21.0, 40.0, 34.0)","(41.0, 85.0, 75.0)","(5.0, 6.4, 6.26)","(101.0, 170.0, 140.0)"
08-01-2023 13:52:17.252890,"(1.9, 2.02, 1.9947368421052631)","(101.0, 230.0, 205.0)","(101.0, 230.0, 205.0)","(101.0, 220.0, 193.33333333333334)","(7.0, 12.5, 10.416666666666666)","(4.8, 8.6, 7.933333333333333)","(10.0, 14.0, 13.166666666666666)","(21.0, 40.0, 34.0)","(41.0, 85.0, 75.0)","(5.0, 6.4, 6.26)","(101.0, 170.0, 145.0)"
08-01-2023 13:52:18.445842,"(1.9, 2.02, 1.9947368421052631)","(101.0, 230.0, 205.0)","(101.0, 230.0, 205.0)","(101.0, 220.0, 193.33333333333334)","(7.0, 12.5, 10.416666666666666)","(4.8, 8.6, 7.933333333333333)","(10.0, 14.0, 13.166666666666666)","(21.0, 40.0, 34.0)","(41.0, 85.0, 75.0)","(5.0, 6.4, 6.26)","(101.0, 170.0, 145.0)"
08-01-2023 13:52:19.664227,"(1.9, 2.02, 1.9947368421052631)","(101.0, 230.0, 205.0)","(101.0, 230.0, 205.0)","(101.0, 220.0, 193.33333333333334)","(7.0, 12.5, 10.416666666666666)","(4.8, 8.6, 7.933333333333333)","(10.0, 14.0, 13.166666666666666)","(21.0, 40.0, 34.0)","(41.0, 85.0, 75.0)","(5.0, 6.4, 6.26)","(101.0, 170.0, 145.0)"
08-01-2023 13:52:20.895238,"(1.9, 2.02, 1.9947368421052631)","(101.0, 230.0, 205.0)","(101.0, 230.0, 205.0)","(101.0, 220.0, 193.33333333333334)","(7.0, 12.5, 10.416666666666666)","(4.8, 8.6, 7.933333333333333)","(10.0, 14.0, 13.166666666666666)","(21.0, 40.0, 34.0)","(41.0, 85.0, 75.0)","(5.0, 6.4, 6.26)","(101.0, 170.0, 145.0)"
08-01-2023 13:52:22.142658,"(1.9, 2.02, 1.9947368421052631)","(101.0, 230.0, 205.0)","(101.0, 230.0, 205.0)","(101.0, 220.0, 193.33333333333334)","(7.0, 12.5, 10.416666666666666)","(4.8, 8.6, 7.933333333333333)","(10.0, 14.0, 13.166666666666666)","(21.0, 40.0, 34.0)","(41.0, 85.0, 75.0)","(5.0, 6.4, 6.26)","(101.0, 170.0, 145.0)"
08-01-2023 13:52:23.490648,"(1.9, 2.02, 1.9947368421052631)","(101.0, 230.0, 205.0)","(101.0, 230.0, 205.0)","(101.0, 220.0, 193.33333333333334)","(7.0, 12.5, 10.416666666666666)","(4.8, 8.6, 7.933333333333333)","(10.0, 14.0, 13.166666666666666)","(21.0, 40.0, 35.77777777777778)","(41.0, 85.0, 75.0)","(5.0, 6.4, 6.26)","(101.0, 170.0, 145.0)"
08-01-2023 13:52:24.779055,"(1.9, 2.02, 1.9947368421052631)","(101.0, 230.0, 205.0)","(101.0, 230.0, 205.0)","(101.0, 220.0, 205.0)","(7.0, 12.5, 10.416666666666666)","(4.8, 8.6, 7.933333333333333)","(10.0, 14.0, 13.166666666666666)","(21.0, 38.0, 31.333333333333332)","(41.0, 85.0, 75.0)","(5.0, 6.4, 6.26)","(101.0, 170.0, 133.33333333333334)"
08-01-2023 13:52:26.023981,"(1.9, 2.02, 1.9947368421052631)","(101.0, 230.0, 205.0)","(101.0, 230.0, 205.0)","(101.0, 230.0, 205.0)","(7.0, 12.5, 10.416666666666666)","(4.8, 8.6, 7.933333333333333)","(10.0, 14.0, 13.166666666666666)","(21.0, 38.0, 31.333333333333332)","(41.0, 85.0, 75.0)","(5.0, 6.4, 6.26)","(101.0, 220.0, 165.0)"
08-01-2023 13:52:27.264366,"(1.9, 2.02, 1.9947368421052631)","(101.0, 230.0, 205.0)","(101.0, 230.0, 205.0)","(101.0, 230.0, 205.0)","(7.0, 12.5, 10.416666666666666)","(4.8, 8.6, 7.933333333333333)","(10.0, 14.0, 13.166666666666666)","(21.0, 38.0, 31.333333333333332)","(41.0, 85.0, 75.0)","(5.0, 6.4, 6.26)","(101.0, 210.0, 165.0)"
08-01-2023 13:52:28.460505,"(1.9, 2.02, 1.9947368421052631)","(101.0, 230.0, 205.0)","(101.0, 230.0, 205.0)","(101.0, 230.0, 205.0)","(7.0, 12.5, 10.4)","(4.8, 8.6, 7.933333333333333)","(10.0, 14.0, 13.166666666666666)","(21.0, 38.0, 31.333333333333332)","(41.0, 85.0, 75.0)","(5.0, 6.4, 6.26)","(101.0, 210.0, 165.0)"
08-01-2023 13:52:29.690720,"(1.9, 2.02, 1.9947368421052631)","(101.0, 230.0, 205.0)","(101.0, 230.0, 205.0)","(101.0, 230.0, 205.0)","(7.0, 12.0, 10.909090909090908)","(4.8, 8.6, 7.933333333333333)","(10.0, 14.0, 13.166666666666666)","(21.0, 38.0, 31.333333333333332)","(41.0, 85.0, 75.0)","(5.0, 6.4, 6.26)","(101.0, 210.0, 165.0)"
08-01-2023 13:52:30.897711,"(1.9, 2.02, 1.9947368421052631)","(101.0, 230.0, 205.0)","(101.0, 230.0, 205.0)","(101.0, 230.0, 205.0)","(7.0, 12.0, 11.515151515151516)","(4.8, 8.6, 7.933333333333333)","(10.0, 14.0, 13.166666666666666)","(21.0, 38.0, 31.333333333333332)","(41.0, 85.0, 75.0)","(5.0, 6.4, 6.26)","(101.0, 210.0, 165.0)"
08-01-2023 13:52:32.144678,"(1.9, 2.06, 2.028888888888889)","(101.0, 230.0, 205.0)","(101.0, 230.0, 205.0)","(101.0, 230.0, 205.0)","(7.0, 12.0, 10.4)","(4.8, 8.6, 8.226666666666667)","(10.0, 14.0, 13.166666666666666)","(21.0, 38.0, 31.333333333333332)","(41.0, 85.0, 76.42857142857143)","(5.0, 6.4, 6.235294117647059)","(101.0, 210.0, 165.0)"
08-01-2023 13:52:33.403692,"(1.9, 2.04, 2.017272727272727)","(101.0, 230.0, 205.0)","(101.0, 230.0, 205.0)","(101.0, 230.0, 205.0)","(7.0, 12.0, 10.4)","(4.8, 8.6, 8.454545454545453)","(10.0, 14.0, 13.166666666666666)","(21.0, 38.0, 31.333333333333332)","(41.0, 85.0, 75.0)","(5.0, 6.4, 6.235294117647059)","(101.0, 210.0, 165.0)"
08-01-2023 13:52:34.732955,"(1.9, 2.04, 2.017272727272727)","(101.0, 230.0, 205.0)","(101.0, 230.0, 205.0)","(101.0, 230.0, 205.0)","(7.0, 12.0, 11.272727272727273)","(4.8, 8.6, 8.454545454545453)","(10.0, 14.0, 13.166666666666666)","(21.0, 38.0, 31.333333333333332)","(41.0, 85.0, 67.5)","(5.0, 6.4, 6.054054054054054)","(101.0, 210.0, 165.0)"
08-01-2023 13:52:36.018619,"(1.9, 2.04, 2.017272727272727)","(101.0, 230.0, 205.0)","(101.0, 230.0, 205.0)","(101.0, 230.0, 205.0)","(7.0, 12.0, 11.272727272727273)","(4.8, 8.6, 8.454545454545453)","(10.0, 14.0, 13.166666666666666)","(21.0, 38.0, 31.333333333333332)","(41.0, 80.0, 67.5)","(5.0, 6.2, 6.054054054054054)","(101.0, 210.0, 165.0)"
08-01-2023 13:52:37.281546,"(1.9, 2.04, 2.017272727272727)","(101.0, 230.0, 205.0)","(101.0, 230.0, 205.0)","(101.0, 230.0, 205.0)","(7.0, 12.0, 11.6)","(4.8, 8.6, 8.454545454545453)","(10.0, 14.0, 13.166666666666666)","(21.0, 38.0, 31.333333333333332)","(41.0, 80.0, 69.28571428571429)","(5.0, 6.2, 6.054054054054054)","(101.0, 210.0, 165.0)"
08-01-2023 13:52:38.529868,"(1.9, 2.04, 2.017272727272727)","(101.0, 230.0, 205.0)","(101.0, 230.0, 205.0)","(101.0, 230.0, 205.0)","(7.0, 12.0, 11.6)","(4.8, 8.6, 8.458823529411765)","(10.0, 14.0, 13.166666666666666)","(21.0, 38.0, 31.333333333333332)","(41.0, 75.0, 69.28571428571429)","(5.0, 6.2, 6.054054054054054)","(101.0, 210.0, 165.0)"
08-01-2023 13:52:39.758651,"(1.9, 2.04, 2.017272727272727)","(101.0, 230.0, 205.0)","(101.0, 230.0, 205.0)","(101.0, 230.0, 205.0)","(7.0, 12.0, 11.409090909090908)","(4.8, 8.6, 8.47027027027027)","(10.0, 14.0, 13.166666666666666)","(21.0, 38.0, 31.333333333333332)","(41.0, 75.0, 69.28571428571429)","(5.0, 6.2, 6.054054054054054)","(101.0, 210.0, 165.0)"
08-01-2023 13:52:41.081018,"(1.9, 2.04, 2.017272727272727)","(101.0, 230.0, 205.0)","(101.0, 230.0, 205.0)","(101.0, 230.0, 205.0)","(7.0, 12.5, 11.409090909090908)","(4.8, 8.6, 8.163636363636364)","(10.0, 14.0, 12.961538461538462)","(21.0, 38.0, 31.333333333333332)","(41.0, 75.0, 69.28571428571429)","(5.0, 6.2, 6.054054054054054)","(101.0, 210.0, 165.0)"
08-01-2023 13:52:42.390598,"(1.9, 2.04, 2.017272727272727)","(101.0, 230.0, 205.0)","(101.0, 230.0, 205.0)","(101.0, 230.0, 205.0)","(7.0, 12.5, 11.409090909090908)","(4.8, 8.6, 8.163636363636364)","(10.0, 14.0, 12.961538461538462)","(21.0, 38.0, 31.333333333333332)","(41.0, 75.0, 69.28571428571429)","(5.0, 6.2, 6.054054054054054)","(101.0, 210.0, 165.0)"
08-01-2023 13:52:43.693339,"(1.9, 2.04, 2.017272727272727)","(101.0, 230.0, 205.0)","(101.0, 230.0, 205.0)","(101.0, 230.0, 213.33333333333334)","(7.0, 12.5, 12.657142857142857)","(4.8, 8.6, 8.561904761904762)","(10.0, 14.0, 12.807692307692308)","(21.0, 38.0, 35.75)","(41.0, 75.0, 69.0)","(5.0, 6.2, 6.04)","(101.0, 210.0, 165.0)"
08-01-2023 13:52:44.903363,"(1.9, 2.06, 2.0574545454545454)","(101.0, 230.0, 205.0)","(101.0, 230.0, 205.0)","(101.0, 230.0, 205.0)","(7.0, 13.0, 12.545454545454545)","(4.8, 8.6, 7.914285714285715)","(10.0, 13.5, 12.785714285714286)","(21.0, 38.0, 31.333333333333332)","(41.0, 75.0, 67.5)","(5.0, 6.2, 6.054545454545455)","(101.0, 210.0, 165.0)"
08-01-2023 13:52:46.162394,"(1.9, 2.06, 2.0384615384615383)","(101.0, 230.0, 205.0)","(101.0, 230.0, 205.0)","(101.0, 230.0, 205.0)","(7.0, 13.0, 12.545454545454545)","(4.8, 8.6, 7.914285714285715)","(10.0, 13.5, 12.785714285714286)","(21.0, 38.0, 31.333333333333332)","(41.0, 80.0, 67.5)","(5.0, 6.2, 6.054545454545455)","(101.0, 210.0, 165.0)"
08-01-2023 13:52:47.425801,"(1.9, 2.06, 2.0276923076923077)","(101.0, 230.0, 205.0)","(101.0, 230.0, 205.0)","(101.0, 230.0, 205.0)","(7.0, 13.0, 12.545454545454545)","(4.8, 8.6, 7.914285714285715)","(10.0, 13.5, 12.785714285714286)","(21.0, 38.0, 31.333333333333332)","(41.0, 80.0, 67.5)","(5.0, 6.2, 6.054545454545455)","(101.0, 210.0, 165.0)"
08-01-2023 13:52:48.703913,"(1.9, 2.06, 2.0276923076923077)","(101.0, 230.0, 205.0)","(101.0, 230.0, 205.0)","(101.0, 230.0, 205.0)","(7.0, 13.0, 12.333333333333334)","(4.8, 8.6, 7.914285714285715)","(10.0, 13.5, 12.785714285714286)","(21.0, 38.0, 31.333333333333332)","(41.0, 80.0, 67.5)","(5.0, 6.2, 6.054545454545455)","(101.0, 210.0, 165.0)"
08-01-2023 13:52:50.028892,"(1.9, 2.06, 2.0276923076923077)","(101.0, 230.0, 205.0)","(101.0, 230.0, 205.0)","(101.0, 230.0, 205.0)","(7.0, 13.0, 12.333333333333334)","(4.8, 8.6, 7.914285714285715)","(10.0, 13.5, 12.785714285714286)","(21.0, 38.0, 34.857142857142854)","(41.0, 80.0, 67.5)","(5.0, 6.2, 6.054545454545455)","(101.0, 210.0, 165.0)"
08-01-2023 13:52:51.276783,"(1.9, 2.06, 2.0276923076923077)","(101.0, 230.0, 205.0)","(101.0, 230.0, 205.0)","(101.0, 230.0, 205.0)","(7.0, 13.0, 12.333333333333334)","(4.8, 8.6, 7.914285714285715)","(10.0, 13.5, 12.785714285714286)","(21.0, 38.0, 36.42857142857143)","(41.0, 80.0, 67.5)","(5.0, 6.2, 6.054545454545455)","(101.0, 210.0, 165.0)"
08-01-2023 13:52:52.558512,"(1.9, 2.06, 2.0276923076923077)","(101.0, 230.0, 205.0)","(101.0, 230.0, 205.0)","(101.0, 230.0, 205.0)","(7.0, 13.0, 12.333333333333334)","(4.8, 8.6, 7.914285714285715)","(10.0, 13.5, 12.785714285714286)","(21.0, 38.0, 36.42857142857143)","(41.0, 80.0, 67.5)","(5.0, 6.2, 6.054545454545455)","(101.0, 210.0, 165.0)"
08-01-2023 13:52:53.846180,"(1.9, 2.06, 2.0276923076923077)","(101.0, 230.0, 205.0)","(101.0, 230.0, 205.0)","(101.0, 230.0, 205.0)","(7.0, 13.0, 12.333333333333334)","(4.8, 8.6, 7.914285714285715)","(10.0, 13.5, 12.785714285714286)","(21.0, 38.0, 35.142857142857146)","(41.0, 80.0, 67.5)","(5.0, 6.2, 6.054545454545455)","(101.0, 210.0, 165.0)"
08-01-2023 13:52:55.143795,"(1.9, 2.06, 2.0276923076923077)","(101.0, 230.0, 205.0)","(101.0, 230.0, 205.0)","(101.0, 230.0, 205.0)","(7.0, 13.0, 12.333333333333334)","(4.8, 8.6, 7.914285714285715)","(10.0, 13.5, 12.785714285714286)","(21.0, 38.0, 35.142857142857146)","(41.0, 80.0, 67.5)","(5.0, 6.2, 6.054545454545455)","(101.0, 210.0, 165.0)"
08-01-2023 13:52:56.434206,"(1.9, 2.06, 2.0276923076923077)","(101.0, 230.0, 205.0)","(101.0, 230.0, 205.0)","(101.0, 230.0, 205.0)","(7.0, 13.0, 12.333333333333334)","(4.8, 8.6, 7.914285714285715)","(10.0, 13.5, 12.785714285714286)","(21.0, 38.0, 35.142857142857146)","(41.0, 80.0, 67.5)","(5.0, 6.2, 6.054545454545455)","(101.0, 210.0, 165.0)"
08-01-2023 13:52:57.692991,"(1.9, 2.06, 2.0276923076923077)","(101.0, 230.0, 205.0)","(101.0, 230.0, 205.0)","(101.0, 230.0, 205.0)","(7.0, 13.0, 12.333333333333334)","(4.8, 8.6, 7.914285714285715)","(10.0, 13.5, 12.785714285714286)","(21.0, 38.0, 35.142857142857146)","(41.0, 80.0, 67.5)","(5.0, 6.2, 6.054545454545455)","(101.0, 210.0, 165.0)"
08-01-2023 13:52:58.954365,"(1.9, 2.06, 2.0276923076923077)","(101.0, 230.0, 205.0)","(101.0, 230.0, 205.0)","(101.0, 230.0, 205.0)","(7.0, 13.0, 12.333333333333334)","(4.8, 8.6, 7.914285714285715)","(10.0, 13.5, 12.785714285714286)","(21.0, 38.0, 33.5)","(41.0, 80.0, 67.5)","(5.0, 6.2, 6.054545454545455)","(101.0, 210.0, 165.0)"
08-01-2023 13:53:00.217511,"(1.9, 2.06, 2.0276923076923077)","(101.0, 230.0, 205.0)","(101.0, 230.0, 205.0)","(101.0, 230.0, 205.0)","(7.0, 13.0, 12.333333333333334)","(4.8, 8.6, 7.914285714285715)","(10.0, 13.5, 12.785714285714286)","(21.0, 38.0, 33.5)","(41.0, 80.0, 67.5)","(5.0, 6.2, 6.054545454545455)","(101.0, 210.0, 165.0)"
08-01-2023 13:53:01.522549,"(1.9, 2.06, 2.0276923076923077)","(101.0, 230.0, 205.0)","(101.0, 230.0, 205.0)","(101.0, 230.0, 205.0)","(7.0, 13.0, 12.333333333333334)","(4.8, 8.6, 7.914285714285715)","(10.0, 13.5, 12.785714285714286)","(21.0, 38.0, 33.5)","(41.0, 80.0, 67.5)","(5.0, 6.2, 6.054545454545455)","(101.0, 210.0, 165.0)"
08-01-2023 13:53:02.858802,"(1.9, 2.06, 2.0276923076923077)","(101.0, 230.0, 205.0)","(101.0, 230.0, 205.0)","(101.0, 230.0, 205.0)","(7.0, 13.0, 12.333333333333334)","(4.8, 8.6, 7.914285714285715)","(10.0, 13.5, 12.785714285714286)","(21.0, 38.0, 34.4)","(41.0, 80.0, 67.5)","(5.0, 6.2, 6.054545454545455)","(101.0, 210.0, 156.0)"
08-01-2023 13:53:04.125710,"(1.9, 2.06, 2.0276923076923077)","(101.0, 230.0, 205.0)","(101.0, 230.0, 205.0)","(101.0, 230.0, 205.0)","(7.0, 13.0, 12.333333333333334)","(4.8, 8.6, 7.914285714285715)","(10.0, 13.5, 12.785714285714286)","(21.0, 38.0, 34.4)","(41.0, 80.0, 67.5)","(5.0, 6.2, 6.054545454545455)","(101.0, 210.0, 156.0)"
08-01-2023 13:53:05.376545,"(1.9, 2.06, 2.0276923076923077)","(101.0, 230.0, 205.0)","(101.0, 230.0, 205.0)","(101.0, 230.0, 205.0)","(7.0, 13.0, 12.333333333333334)","(4.8, 8.6, 7.914285714285715)","(10.0, 13.5, 12.785714285714286)","(21.0, 38.0, 34.4)","(41.0, 80.0, 69.28571428571429)","(5.0, 6.2, 6.054545454545455)","(101.0, 210.0, 160.0)"
08-01-2023 13:53:06.672770,"(1.9, 2.06, 2.0276923076923077)","(101.0, 230.0, 205.0)","(101.0, 230.0, 205.0)","(101.0, 230.0, 205.0)","(7.0, 13.0, 12.333333333333334)","(4.8, 8.6, 7.914285714285715)","(10.0, 13.5, 12.785714285714286)","(21.0, 38.0, 34.4)","(41.0, 75.0, 69.28571428571429)","(5.0, 6.2, 6.054545454545455)","(101.0, 200.0, 155.0)"
08-01-2023 13:53:08.011144,"(1.9, 2.06, 2.0276923076923077)","(101.0, 230.0, 205.0)","(101.0, 230.0, 205.0)","(101.0, 230.0, 205.0)","(7.0, 13.0, 12.333333333333334)","(4.8, 8.6, 7.914285714285715)","(10.0, 13.5, 12.785714285714286)","(21.0, 38.0, 34.4)","(41.0, 75.0, 69.28571428571429)","(5.0, 6.2, 6.054545454545455)","(101.0, 190.0, 155.0)"
08-01-2023 13:53:09.286120,"(1.9, 2.06, 2.0276923076923077)","(101.0, 230.0, 205.0)","(101.0, 230.0, 205.0)","(101.0, 230.0, 205.0)","(7.0, 13.0, 12.333333333333334)","(4.8, 8.6, 7.914285714285715)","(10.0, 13.5, 13.470588235294118)","(21.0, 38.0, 34.4)","(41.0, 75.0, 69.28571428571429)","(5.0, 6.2, 6.054545454545455)","(101.0, 190.0, 155.0)"
08-01-2023 13:53:10.519183,"(1.9, 2.06, 2.0276923076923077)","(101.0, 230.0, 205.0)","(101.0, 230.0, 205.0)","(101.0, 230.0, 205.0)","(7.0, 13.0, 12.333333333333334)","(4.8, 8.6, 7.914285714285715)","(10.0, 14.0, 13.470588235294118)","(21.0, 38.0, 34.4)","(41.0, 75.0, 69.28571428571429)","(5.0, 6.2, 6.054545454545455)","(101.0, 190.0, 155.0)"
08-01-2023 13:53:11.755911,"(1.9, 2.06, 2.0276923076923077)","(101.0, 230.0, 205.0)","(101.0, 230.0, 205.0)","(101.0, 230.0, 205.0)","(7.0, 13.0, 12.333333333333334)","(4.8, 8.6, 7.914285714285715)","(10.0, 14.0, 13.470588235294118)","(21.0, 38.0, 34.4)","(41.0, 75.0, 69.28571428571429)","(5.0, 6.2, 6.054545454545455)","(101.0, 190.0, 155.0)"
08-01-2023 13:53:13.066978,"(1.9, 2.06, 2.0276923076923077)","(101.0, 230.0, 205.0)","(101.0, 230.0, 205.0)","(101.0, 230.0, 205.0)","(7.0, 13.0, 12.333333333333334)","(4.8, 8.6, 7.914285714285715)","(10.0, 14.0, 13.470588235294118)","(21.0, 38.0, 36.2)","(41.0, 75.0, 69.28571428571429)","(5.0, 6.2, 6.054545454545455)","(101.0, 190.0, 155.0)"
08-01-2023 13:53:14.678028,"(1.9, 2.06, 2.0276923076923077)","(101.0, 230.0, 205.0)","(101.0, 230.0, 205.0)","(101.0, 230.0, 205.0)","(7.0, 13.0, 12.333333333333334)","(4.8, 8.6, 7.914285714285715)","(10.0, 14.0, 13.470588235294118)","(21.0, 38.0, 36.2)","(41.0, 75.0, 69.28571428571429)","(5.0, 6.2, 6.054545454545455)","(101.0, 190.0, 155.0)"
08-01-2023 13:53:16.115920,"(1.9, 2.06, 2.0276923076923077)","(101.0, 230.0, 205.0)","(101.0, 230.0, 205.0)","(101.0, 230.0, 205.0)","(7.0, 13.0, 12.333333333333334)","(4.8, 8.6, 7.914285714285715)","(10.0, 14.0, 13.470588235294118)","(21.0, 38.0, 36.2)","(41.0, 75.0, 69.28571428571429)","(5.0, 6.2, 6.054545454545455)","(101.0, 190.0, 155.0)"
08-01-2023 13:53:17.549282,"(1.9, 2.06, 2.0276923076923077)","(101.0, 230.0, 205.0)","(101.0, 230.0, 205.0)","(101.0, 230.0, 205.0)","(7.0, 13.0, 12.333333333333334)","(4.8, 8.6, 7.914285714285715)","(10.0, 14.0, 13.470588235294118)","(21.0, 38.0, 36.2)","(41.0, 75.0, 69.28571428571429)","(5.0, 6.2, 6.266666666666667)","(101.0, 190.0, 155.0)"
08-01-2023 13:53:18.877209,"(1.9, 2.06, 2.0327272727272727)","(101.0, 230.0, 205.0)","(101.0, 230.0, 205.0)","(101.0, 230.0, 205.0)","(7.0, 13.0, 12.333333333333334)","(4.8, 8.6, 7.914285714285715)","(10.0, 14.0, 13.470588235294118)","(21.0, 38.0, 36.2)","(41.0, 75.0, 69.28571428571429)","(5.0, 6.4, 6.266666666666667)","(101.0, 190.0, 155.0)"
