,Toongabbie Mae,Nelly Intention,Lika Light,St Maarten,Toms Express,Belle Intention,Leapling,Trendy Touchdown
08-01-2023 19:31:18.009879,"(2.35, 3.35, 3.29)","(2.4, 2.9, 2.8777777777777778)","(51.0, 80.0, 71.30434782608695)","(8.5, 10.0, 9.8)","(7.0, 8.8, 8.5)","(41.0, 80.0, 70.625)","(20.0, 32.0, 28.357142857142858)","(15.0, 20.0, 19.333333333333332)"
08-01-2023 19:31:19.393355,"(2.35, 3.35, 3.2785714285714285)","(2.4, 2.9, 2.8777777777777778)","(51.0, 80.0, 71.30434782608695)","(8.5, 10.0, 9.96)","(7.0, 8.8, 8.5)","(41.0, 80.0, 70.625)","(20.0, 32.0, 29.333333333333332)","(15.0, 20.0, 18.90909090909091)"
08-01-2023 19:31:20.737870,"(2.35, 3.35, 3.2785714285714285)","(2.4, 2.9, 2.8955555555555557)","(51.0, 80.0, 71.30434782608695)","(8.5, 10.0, 9.96)","(7.0, 8.8, 8.5)","(41.0, 80.0, 70.625)","(20.0, 30.0, 29.333333333333332)","(15.0, 20.0, 18.90909090909091)"
08-01-2023 19:31:22.155158,"(2.35, 3.35, 3.2785714285714285)","(2.4, 2.9, 2.8955555555555557)","(51.0, 80.0, 69.28571428571429)","(8.5, 10.0, 9.842105263157896)","(7.0, 8.8, 8.5)","(41.0, 80.0, 70.625)","(20.0, 30.0, 26.8125)","(15.0, 20.0, 18.90909090909091)"
08-01-2023 19:31:23.400977,"(2.35, 3.35, 3.283333333333333)","(2.4, 2.9, 2.8955555555555557)","(51.0, 70.0, 69.62962962962963)","(8.5, 10.0, 9.842105263157896)","(7.0, 8.8, 8.5)","(41.0, 80.0, 70.625)","(20.0, 27.0, 26.81818181818182)","(15.0, 20.0, 18.90909090909091)"
08-01-2023 19:31:24.725130,"(2.35, 3.35, 3.2818181818181817)","(2.4, 2.9, 2.8955555555555557)","(51.0, 70.0, 69.62962962962963)","(8.5, 10.0, 9.842105263157896)","(7.0, 8.8, 8.5)","(41.0, 80.0, 70.625)","(20.0, 27.0, 29.26829268292683)","(15.0, 20.0, 18.90909090909091)"
08-01-2023 19:31:26.119560,"(2.35, 3.35, 3.2818181818181817)","(2.4, 2.9, 2.8955555555555557)","(51.0, 70.0, 69.28571428571429)","(8.5, 10.0, 9.8)","(7.0, 8.8, 8.5)","(41.0, 80.0, 70.625)","(20.0, 32.0, 28.804347826086957)","(15.0, 20.0, 18.90909090909091)"
08-01-2023 19:31:27.612619,"(2.35, 3.35, 3.2666666666666666)","(2.4, 2.9, 2.873333333333333)","(51.0, 70.0, 71.55555555555556)","(8.5, 10.0, 9.96)","(7.0, 8.8, 8.5)","(41.0, 80.0, 72.5)","(20.0, 32.0, 28.804347826086957)","(15.0, 20.0, 18.90909090909091)"
08-01-2023 19:31:29.015823,"(2.35, 3.35, 3.2600000000000002)","(2.4, 2.9, 2.854285714285714)","(51.0, 80.0, 71.55555555555556)","(8.5, 10.0, 9.669230769230769)","(7.0, 8.8, 8.5)","(41.0, 80.0, 72.5)","(20.0, 32.0, 28.804347826086957)","(15.0, 20.0, 18.90909090909091)"
08-01-2023 19:31:30.309836,"(2.35, 3.35, 3.25)","(2.4, 2.9, 2.8307692307692305)","(51.0, 80.0, 69.28571428571429)","(8.5, 10.5, 9.666666666666666)","(7.0, 8.8, 8.44)","(41.0, 80.0, 72.5)","(20.0, 32.0, 29.807692307692307)","(15.0, 20.0, 18.5)"
08-01-2023 19:31:31.833770,"(2.35, 3.5, 3.4625000000000004)","(2.4, 2.84, 2.853846153846154)","(51.0, 70.0, 69.28571428571429)","(8.5, 10.0, 9.6)","(7.0, 8.8, 8.542857142857143)","(41.0, 80.0, 72.5)","(20.0, 30.0, 29.72972972972973)","(15.0, 19.0, 18.5)"
08-01-2023 19:31:33.265673,"(2.35, 3.5, 3.38)","(2.4, 2.86, 2.837142857142857)","(51.0, 70.0, 69.28571428571429)","(8.5, 10.0, 9.68)","(7.0, 8.8, 8.542857142857143)","(41.0, 80.0, 72.5)","(20.0, 32.0, 29.72972972972973)","(15.0, 19.5, 19.25)"
08-01-2023 19:31:34.576818,"(2.35, 3.5, 3.365)","(2.4, 2.86, 2.833333333333333)","(51.0, 70.0, 69.28571428571429)","(8.5, 10.0, 9.657142857142857)","(7.0, 8.8, 8.542857142857143)","(41.0, 80.0, 72.5)","(20.0, 32.0, 29.72972972972973)","(15.0, 19.5, 18.5)"
08-01-2023 19:31:35.853735,"(2.35, 3.5, 3.3875)","(2.4, 2.84, 2.833333333333333)","(51.0, 70.0, 71.55555555555556)","(8.5, 10.0, 9.664285714285715)","(7.0, 8.8, 8.542857142857143)","(41.0, 80.0, 72.5)","(20.0, 32.0, 29.72972972972973)","(15.0, 19.0, 18.25)"
08-01-2023 19:31:37.193610,"(2.35, 3.5, 3.375)","(2.4, 2.84, 2.741538461538462)","(51.0, 80.0, 72.24489795918367)","(8.5, 10.5, 10.094736842105263)","(7.0, 8.8, 8.6)","(41.0, 80.0, 76.53846153846153)","(20.0, 32.0, 28.869565217391305)","(15.0, 19.0, 18.166666666666668)"
08-01-2023 19:31:38.475017,"(2.35, 3.5, 3.359375)","(2.4, 2.78, 2.7333333333333334)","(51.0, 80.0, 72.24489795918367)","(8.5, 10.5, 10.305555555555555)","(7.0, 8.8, 8.6)","(41.0, 80.0, 76.53846153846153)","(20.0, 32.0, 29.0)","(15.0, 19.0, 18.333333333333332)"
08-01-2023 19:31:39.835245,"(2.35, 3.5, 3.333333333333333)","(2.4, 2.76, 2.745)","(51.0, 80.0, 69.6774193548387)","(8.5, 10.5, 10.33529411764706)","(7.0, 8.8, 8.6)","(41.0, 80.0, 74.375)","(20.0, 32.0, 28.727272727272727)","(15.0, 19.0, 18.464285714285715)"
08-01-2023 19:31:41.043063,"(2.4, 3.5, 3.333333333333333)","(2.4, 2.76, 2.745)","(51.0, 70.0, 69.6774193548387)","(8.5, 10.5, 10.357142857142858)","(7.0, 8.8, 8.65)","(41.0, 80.0, 74.375)","(20.0, 32.0, 28.727272727272727)","(15.0, 19.0, 18.464285714285715)"
08-01-2023 19:31:42.393396,"(2.4, 3.4, 3.3)","(2.4, 2.76, 2.808)","(51.0, 70.0, 69.6774193548387)","(8.5, 10.5, 10.416666666666666)","(7.0, 8.8, 8.65)","(41.0, 80.0, 76.53846153846153)","(20.0, 32.0, 28.869565217391305)","(15.0, 19.0, 18.333333333333332)"
08-01-2023 19:31:43.645224,"(2.4, 3.3, 3.219047619047619)","(2.4, 2.82, 2.808)","(51.0, 70.0, 69.6774193548387)","(8.5, 10.5, 10.377358490566039)","(7.0, 8.8, 8.715789473684211)","(41.0, 80.0, 76.53846153846153)","(20.0, 32.0, 28.869565217391305)","(15.0, 19.0, 18.25)"
08-01-2023 19:31:44.933475,"(2.4, 3.25, 3.2125)","(2.4, 2.86, 2.8925)","(51.0, 70.0, 72.24489795918367)","(8.5, 11.0, 10.357142857142858)","(7.0, 8.8, 8.723809523809525)","(41.0, 80.0, 74.375)","(20.0, 32.0, 28.727272727272727)","(15.0, 19.0, 18.464285714285715)"
08-01-2023 19:31:46.285928,"(2.4, 3.25, 3.15)","(2.35, 2.9, 2.903157894736842)","(51.0, 80.0, 72.24489795918367)","(8.5, 11.0, 10.357142857142858)","(7.0, 8.8, 8.723809523809525)","(41.0, 80.0, 76.53846153846153)","(20.0, 32.0, 28.727272727272727)","(14.0, 19.0, 18.166666666666668)"
08-01-2023 19:31:47.596268,"(2.4, 3.15, 3.078)","(2.35, 2.92, 2.9171428571428573)","(51.0, 80.0, 69.6774193548387)","(8.5, 11.0, 10.4)","(7.0, 8.8, 8.942857142857143)","(41.0, 80.0, 75.38461538461539)","(20.0, 32.0, 29.428571428571427)","(14.0, 19.0, 18.647058823529413)"
08-01-2023 19:31:48.976803,"(2.4, 3.15, 3.078)","(2.35, 2.94, 2.8899999999999997)","(51.0, 70.0, 69.6774193548387)","(8.5, 11.0, 10.666666666666666)","(7.0, 9.0, 8.8)","(41.0, 80.0, 72.5)","(20.0, 32.0, 29.428571428571427)","(14.0, 19.0, 18.454545454545453)"
08-01-2023 19:31:50.237295,"(2.4, 3.1, 3.09375)","(2.35, 2.94, 2.8899999999999997)","(51.0, 70.0, 69.6774193548387)","(8.5, 11.0, 10.826086956521738)","(7.0, 9.0, 8.942857142857143)","(41.0, 80.0, 72.5)","(20.0, 32.0, 29.428571428571427)","(14.0, 19.0, 18.625)"
08-01-2023 19:31:51.372223,"(2.4, 3.1, 3.09375)","(2.35, 2.92, 2.893333333333333)","(51.0, 70.0, 69.6774193548387)","(8.5, 11.0, 10.833333333333334)","(7.0, 9.0, 8.942857142857143)","(41.0, 80.0, 72.5)","(20.0, 32.0, 29.428571428571427)","(14.0, 19.0, 18.625)"
08-01-2023 19:31:52.594251,"(2.4, 3.1, 3.09375)","(2.35, 2.94, 2.8899999999999997)","(51.0, 70.0, 69.6774193548387)","(8.5, 11.0, 10.833333333333334)","(7.0, 9.0, 8.96)","(41.0, 80.0, 75.38461538461539)","(20.0, 32.0, 29.428571428571427)","(14.0, 19.0, 18.625)"
08-01-2023 19:31:53.860412,"(2.4, 3.1, 3.07)","(2.35, 2.94, 2.916)","(51.0, 70.0, 72.24489795918367)","(8.5, 11.0, 10.833333333333334)","(7.0, 9.0, 8.8)","(41.0, 80.0, 75.38461538461539)","(20.0, 32.0, 29.517241379310345)","(14.0, 19.0, 18.558823529411764)"
08-01-2023 19:31:55.114299,"(2.4, 3.1, 3.0125)","(2.35, 2.94, 2.916)","(51.0, 80.0, 72.24489795918367)","(8.5, 11.0, 10.833333333333334)","(7.0, 9.0, 8.8)","(41.0, 80.0, 72.5)","(20.0, 32.0, 29.6)","(14.0, 19.0, 18.558823529411764)"
08-01-2023 19:31:56.334971,"(2.4, 3.1, 3.0125)","(2.35, 2.94, 2.932)","(51.0, 80.0, 69.72222222222223)","(8.5, 11.0, 10.833333333333334)","(7.0, 9.0, 8.8)","(41.0, 80.0, 72.5)","(20.0, 32.0, 29.6)","(14.0, 19.0, 18.558823529411764)"
08-01-2023 19:31:57.505198,"(2.4, 3.1, 3.0125)","(2.35, 2.94, 2.932)","(51.0, 70.0, 69.72222222222223)","(8.5, 11.0, 10.833333333333334)","(7.0, 9.0, 8.8)","(41.0, 80.0, 75.38461538461539)","(20.0, 32.0, 29.857142857142858)","(14.0, 19.0, 18.647058823529413)"
08-01-2023 19:31:58.728986,"(2.4, 3.05, 2.9848275862068965)","(2.35, 2.94, 2.925)","(51.0, 70.0, 69.72222222222223)","(8.5, 11.0, 10.833333333333334)","(7.0, 9.0, 8.8)","(41.0, 80.0, 76.0)","(20.0, 32.0, 29.857142857142858)","(14.0, 19.0, 18.71875)"
08-01-2023 19:31:59.955328,"(2.4, 3.05, 2.9909375)","(2.35, 2.94, 2.925)","(51.0, 70.0, 69.72222222222223)","(8.5, 11.0, 10.833333333333334)","(7.0, 9.0, 8.733333333333333)","(41.0, 80.0, 76.0)","(20.0, 32.0, 29.857142857142858)","(14.0, 19.0, 18.647058823529413)"
08-01-2023 19:32:01.326963,"(2.4, 3.05, 3.027083333333333)","(2.35, 2.94, 2.932)","(51.0, 70.0, 69.72222222222223)","(8.5, 11.0, 10.833333333333334)","(7.0, 9.0, 8.842105263157896)","(41.0, 80.0, 76.0)","(20.0, 32.0, 29.857142857142858)","(14.0, 19.0, 18.583333333333332)"
08-01-2023 19:32:02.563858,"(2.4, 3.05, 3.027083333333333)","(2.35, 2.94, 2.932)","(51.0, 70.0, 66.48148148148148)","(8.5, 11.0, 10.857142857142858)","(7.0, 9.0, 8.753846153846153)","(41.0, 80.0, 76.0)","(20.0, 32.0, 30.214285714285715)","(14.0, 19.0, 18.583333333333332)"
08-01-2023 19:32:03.702139,"(2.4, 3.05, 2.9905)","(2.35, 2.94, 2.934285714285714)","(51.0, 80.0, 72.96296296296296)","(8.5, 11.0, 10.857142857142858)","(7.0, 9.0, 8.668965517241379)","(41.0, 80.0, 76.0)","(20.0, 32.0, 30.275862068965516)","(14.0, 19.0, 18.558823529411764)"
08-01-2023 19:32:04.795105,"(2.4, 3.05, 2.995909090909091)","(2.35, 2.96, 2.951111111111111)","(51.0, 80.0, 72.96296296296296)","(8.5, 11.0, 10.857142857142858)","(7.0, 9.0, 8.668965517241379)","(41.0, 80.0, 76.0)","(20.0, 32.0, 29.61904761904762)","(14.0, 19.0, 18.6875)"
08-01-2023 19:32:05.873201,"(2.4, 3.05, 3.021153846153846)","(2.35, 2.96, 2.9454545454545453)","(51.0, 70.0, 69.6774193548387)","(8.5, 11.0, 10.884615384615385)","(7.0, 9.0, 8.668965517241379)","(41.0, 80.0, 76.0)","(20.0, 32.0, 29.61904761904762)","(14.0, 19.0, 18.7)"
08-01-2023 19:32:06.927005,"(2.4, 3.05, 3.021153846153846)","(2.35, 2.96, 2.944)","(51.0, 70.0, 69.6774193548387)","(8.5, 11.0, 10.88888888888889)","(7.0, 9.0, 8.668965517241379)","(41.0, 80.0, 76.0)","(20.0, 32.0, 29.61904761904762)","(14.0, 19.0, 18.7)"
08-01-2023 19:32:07.990761,"(2.4, 3.05, 3.021153846153846)","(2.35, 2.96, 2.944)","(51.0, 70.0, 69.72972972972973)","(8.5, 11.0, 10.88888888888889)","(7.0, 9.0, 8.893333333333333)","(41.0, 80.0, 76.0)","(20.0, 32.0, 29.61904761904762)","(14.0, 19.0, 18.7)"
08-01-2023 19:32:09.160801,"(2.4, 3.05, 2.9982608695652173)","(2.35, 2.96, 2.936)","(51.0, 70.0, 73.58490566037736)","(8.5, 11.0, 10.88888888888889)","(7.0, 9.0, 8.83157894736842)","(41.0, 80.0, 76.0)","(20.0, 32.0, 29.61904761904762)","(14.0, 19.0, 18.7)"
08-01-2023 19:32:10.289960,"(2.4, 3.05, 2.9905)","(2.35, 2.96, 2.952)","(51.0, 80.0, 73.58490566037736)","(8.5, 11.0, 10.88888888888889)","(7.0, 9.0, 8.893333333333333)","(41.0, 80.0, 76.0)","(20.0, 32.0, 29.61904761904762)","(14.0, 19.0, 18.583333333333332)"
08-01-2023 19:32:11.376636,"(2.4, 3.05, 2.9905)","(2.35, 2.96, 2.952)","(51.0, 80.0, 73.58490566037736)","(8.5, 11.0, 10.88888888888889)","(7.0, 9.0, 8.893333333333333)","(41.0, 80.0, 76.0)","(20.0, 32.0, 29.61904761904762)","(14.0, 19.0, 18.558823529411764)"
08-01-2023 19:32:12.598925,"(2.4, 3.0, 2.9699999999999998)","(2.35, 2.96, 2.956923076923077)","(51.0, 80.0, 73.58490566037736)","(8.5, 11.0, 10.88888888888889)","(7.0, 9.0, 8.83157894736842)","(41.0, 80.0, 76.0)","(20.0, 32.0, 29.61904761904762)","(14.0, 19.0, 18.2)"
08-01-2023 19:32:13.717034,"(2.4, 3.0, 2.946428571428571)","(2.35, 2.96, 2.956923076923077)","(51.0, 80.0, 73.58490566037736)","(8.5, 11.0, 10.862068965517242)","(7.0, 9.0, 8.893333333333333)","(41.0, 80.0, 76.0)","(20.0, 32.0, 29.53846153846154)","(14.0, 19.0, 18.2)"
08-01-2023 19:32:14.863907,"(2.4, 3.0, 2.945806451612903)","(2.35, 2.96, 2.953846153846154)","(51.0, 80.0, 73.58490566037736)","(8.5, 11.5, 11.76923076923077)","(7.0, 9.0, 8.893333333333333)","(41.0, 80.0, 76.0)","(20.0, 30.0, 29.53846153846154)","(14.0, 19.0, 18.2)"
08-01-2023 19:32:15.978518,"(2.4, 2.96, 2.9527272727272726)","(2.35, 2.96, 2.9466666666666668)","(51.0, 80.0, 73.58490566037736)","(8.5, 12.0, 11.670212765957446)","(7.0, 9.0, 8.854545454545454)","(41.0, 80.0, 76.0)","(20.0, 30.0, 29.53846153846154)","(14.0, 19.0, 18.2)"
08-01-2023 19:32:17.222722,"(2.4, 2.94, 2.913333333333333)","(2.35, 2.96, 2.944)","(51.0, 80.0, 70.1923076923077)","(8.5, 12.5, 11.6)","(7.0, 9.0, 8.971428571428572)","(41.0, 80.0, 75.38461538461539)","(20.0, 30.0, 29.53846153846154)","(14.0, 19.0, 18.25)"
08-01-2023 19:32:18.370595,"(2.4, 2.92, 2.8866666666666667)","(2.4, 2.96, 2.928)","(51.0, 80.0, 67.85714285714286)","(8.5, 12.0, 11.6)","(7.0, 9.0, 9.066666666666666)","(41.0, 80.0, 75.71428571428572)","(20.0, 30.0, 29.53846153846154)","(14.0, 19.0, 18.2)"
08-01-2023 19:32:19.515922,"(2.4, 2.92, 2.8847058823529412)","(2.4, 2.96, 2.933333333333333)","(51.0, 80.0, 67.85714285714286)","(8.5, 12.0, 11.6)","(7.0, 9.2, 9.05)","(41.0, 80.0, 75.71428571428572)","(20.0, 30.0, 29.53846153846154)","(14.0, 19.0, 18.2)"
08-01-2023 19:32:20.762542,"(2.4, 2.92, 2.8847058823529412)","(2.4, 2.96, 2.953846153846154)","(51.0, 80.0, 67.85714285714286)","(8.5, 12.0, 11.6)","(7.0, 9.2, 9.05)","(41.0, 80.0, 87.5)","(20.0, 30.0, 29.53846153846154)","(14.0, 19.0, 18.2)"
08-01-2023 19:32:22.147643,"(2.4, 2.9, 2.8449999999999998)","(2.4, 2.96, 2.953846153846154)","(51.0, 80.0, 70.1923076923077)","(8.5, 12.0, 11.6)","(7.0, 9.2, 9.066666666666666)","(41.0, 100.0, 75.0)","(20.0, 30.0, 29.53846153846154)","(14.0, 19.0, 18.2)"
08-01-2023 19:32:23.438370,"(2.4, 2.9, 2.844)","(2.4, 2.96, 2.953846153846154)","(51.0, 80.0, 70.1923076923077)","(8.5, 12.0, 11.65625)","(7.0, 9.2, 9.066666666666666)","(41.0, 95.0, 75.0)","(20.0, 30.0, 29.53846153846154)","(14.0, 19.0, 20.0)"
08-01-2023 19:32:24.665412,"(2.4, 2.9, 2.853333333333333)","(2.4, 2.96, 2.964137931034483)","(51.0, 80.0, 70.1923076923077)","(8.5, 12.0, 11.725)","(7.0, 9.2, 9.05)","(41.0, 95.0, 75.0)","(20.0, 30.0, 29.53846153846154)","(14.0, 21.0, 18.875)"
08-01-2023 19:32:25.884456,"(2.4, 2.88, 2.8305882352941176)","(2.4, 3.0, 2.9731034482758623)","(51.0, 80.0, 70.1923076923077)","(8.5, 12.0, 11.65625)","(7.0, 9.2, 9.299999999999999)","(41.0, 95.0, 75.0)","(20.0, 30.0, 29.53846153846154)","(14.0, 20.0, 19.625)"
08-01-2023 19:32:27.073791,"(2.4, 2.88, 2.821176470588235)","(2.4, 2.98, 2.9685714285714284)","(51.0, 80.0, 70.55555555555556)","(8.5, 12.0, 11.65625)","(7.0, 9.6, 9.299999999999999)","(41.0, 95.0, 75.0)","(20.0, 30.0, 29.53846153846154)","(14.0, 20.0, 18.666666666666668)"
08-01-2023 19:32:28.242958,"(2.4, 2.86, 2.82)","(2.4, 2.98, 2.974285714285714)","(51.0, 80.0, 71.7741935483871)","(8.5, 12.0, 11.65625)","(7.0, 9.6, 9.25)","(41.0, 95.0, 75.0)","(20.0, 30.0, 29.53846153846154)","(14.0, 20.0, 19.142857142857142)"
08-01-2023 19:32:29.388407,"(2.4, 2.84, 2.8266666666666667)","(2.4, 2.98, 2.9714285714285715)","(51.0, 80.0, 71.7741935483871)","(8.5, 12.0, 11.65625)","(7.0, 9.8, 9.527272727272727)","(41.0, 95.0, 80.0)","(20.0, 30.0, 29.75)","(14.0, 20.0, 18.666666666666668)"
08-01-2023 19:32:30.521437,"(2.35, 2.82, 2.812)","(2.45, 3.0, 2.9675)","(51.0, 80.0, 71.7741935483871)","(9.0, 12.0, 11.65625)","(7.0, 9.8, 9.466666666666667)","(41.0, 95.0, 90.0)","(20.0, 30.0, 29.75)","(14.0, 20.0, 18.666666666666668)"
08-01-2023 19:32:31.612459,"(2.35, 2.82, 2.8030303030303028)","(2.45, 2.98, 2.9714285714285715)","(51.0, 80.0, 71.7741935483871)","(9.0, 12.0, 11.617647058823529)","(7.0, 9.8, 9.285714285714286)","(41.0, 95.0, 92.72727272727273)","(20.0, 30.0, 29.75)","(14.0, 20.0, 19.142857142857142)"
08-01-2023 19:32:32.736800,"(2.35, 2.8, 2.7905882352941176)","(2.45, 3.0, 2.9766666666666666)","(51.0, 80.0, 72.36842105263158)","(9.0, 12.0, 11.617647058823529)","(7.0, 9.4, 9.466666666666667)","(41.0, 95.0, 92.72727272727273)","(20.0, 30.0, 29.81818181818182)","(14.0, 20.0, 19.625)"
08-01-2023 19:32:33.845249,"(2.4, 2.8, 2.762758620689655)","(2.5, 3.0, 2.9888)","(51.0, 75.0, 72.36842105263158)","(9.0, 12.0, 11.617647058823529)","(7.5, 9.6, 9.475)","(41.0, 95.0, 86.66666666666667)","(20.0, 30.0, 30.095238095238095)","(14.0, 20.0, 21.714285714285715)"
08-01-2023 19:32:34.948495,"(2.4, 2.8, 2.7584615384615385)","(2.5, 3.0, 2.9888)","(51.0, 75.0, 72.36842105263158)","(9.0, 12.0, 11.617647058823529)","(7.5, 9.6, 9.475)","(41.0, 100.0, 85.0)","(20.0, 32.0, 29.272727272727273)","(14.0, 22.0, 21.75)"
08-01-2023 19:32:36.110589,"(2.4, 2.8, 2.7584615384615385)","(2.5, 3.0, 2.9888)","(51.0, 75.0, 71.66666666666667)","(9.0, 12.0, 11.617647058823529)","(7.5, 9.6, 9.475)","(41.0, 100.0, 93.07692307692307)","(20.0, 32.0, 29.272727272727273)","(14.0, 22.0, 21.75)"
08-01-2023 19:32:37.244490,"(2.4, 2.8, 2.7584615384615385)","(2.5, 3.0, 2.9888)","(51.0, 75.0, 71.0)","(9.0, 12.0, 11.583333333333334)","(7.5, 9.6, 9.314285714285713)","(41.0, 100.0, 86.66666666666667)","(20.0, 32.0, 29.272727272727273)","(14.0, 22.0, 21.75)"
08-01-2023 19:32:38.457419,"(2.4, 2.8, 2.746)","(2.5, 3.05, 2.9975)","(51.0, 75.0, 66.42857142857143)","(9.0, 12.0, 11.477272727272727)","(7.5, 9.6, 9.391304347826086)","(41.0, 100.0, 91.42857142857143)","(20.0, 32.0, 29.272727272727273)","(14.0, 22.0, 21.75)"
08-01-2023 19:32:39.617789,"(2.4, 2.8, 2.746)","(2.5, 3.05, 3.0054545454545454)","(51.0, 75.0, 72.63157894736842)","(9.0, 11.5, 11.476190476190476)","(7.5, 9.6, 9.25)","(41.0, 100.0, 91.42857142857143)","(20.0, 32.0, 29.272727272727273)","(14.0, 22.0, 21.75)"
08-01-2023 19:32:40.807395,"(2.4, 2.78, 2.7425)","(2.5, 3.05, 3.018181818181818)","(51.0, 75.0, 65.0)","(9.0, 11.5, 11.476190476190476)","(7.5, 9.4, 9.25)","(41.0, 100.0, 86.66666666666667)","(20.0, 32.0, 29.333333333333332)","(14.0, 22.0, 21.75)"
08-01-2023 19:32:42.071105,"(2.4, 2.78, 2.73875)","(2.5, 3.05, 3.0243589743589743)","(51.0, 75.0, 70.71428571428571)","(9.0, 11.5, 11.476190476190476)","(7.5, 9.4, 9.25)","(41.0, 100.0, 87.5)","(20.0, 30.0, 29.692307692307693)","(14.0, 22.0, 21.75)"
08-01-2023 19:32:43.213249,"(2.4, 2.78, 2.74)","(2.5, 3.05, 3.0243589743589743)","(51.0, 75.0, 70.71428571428571)","(9.0, 11.5, 11.478260869565217)","(7.5, 9.4, 9.25)","(41.0, 95.0, 91.25)","(20.0, 30.0, 29.692307692307693)","(14.0, 22.0, 21.57142857142857)"
08-01-2023 19:32:44.313042,"(2.4, 2.78, 2.7305)","(2.5, 3.05, 3.0243589743589743)","(51.0, 75.0, 71.0)","(9.0, 11.5, 11.69047619047619)","(7.5, 9.4, 9.25)","(41.0, 95.0, 88.57142857142857)","(20.0, 30.0, 29.692307692307693)","(14.0, 22.0, 20.625)"
08-01-2023 19:32:45.382894,"(2.4, 2.78, 2.7305)","(2.5, 3.05, 3.0243589743589743)","(51.0, 75.0, 71.0)","(9.0, 12.0, 11.633333333333333)","(7.5, 9.4, 9.375)","(41.0, 95.0, 88.57142857142857)","(20.0, 30.0, 29.692307692307693)","(14.0, 22.0, 20.625)"
08-01-2023 19:32:46.591238,"(2.4, 2.74, 2.6968)","(2.5, 3.05, 3.0272727272727273)","(51.0, 75.0, 71.0)","(9.0, 12.0, 11.88)","(7.5, 9.6, 9.458823529411765)","(41.0, 95.0, 91.25)","(20.0, 30.0, 30.75)","(14.0, 22.0, 20.571428571428573)"
08-01-2023 19:32:47.781103,"(2.4, 2.72, 2.6933333333333334)","(2.5, 3.05, 3.0243589743589743)","(51.0, 75.0, 72.5)","(9.0, 12.0, 11.88)","(7.5, 9.6, 9.48)","(41.0, 95.0, 87.5)","(20.0, 32.0, 29.5)","(14.0, 22.0, 20.571428571428573)"
08-01-2023 19:32:48.920252,"(2.4, 2.7, 2.665714285714286)","(2.5, 3.1, 3.077777777777778)","(51.0, 75.0, 69.0)","(9.0, 12.0, 12.353846153846154)","(7.5, 9.6, 9.424)","(41.0, 95.0, 87.5)","(20.0, 30.0, 29.555555555555557)","(14.0, 22.0, 20.571428571428573)"
08-01-2023 19:32:49.931544,"(2.4, 2.68, 2.667692307692308)","(2.5, 3.1, 3.070967741935484)","(51.0, 75.0, 69.0)","(9.0, 12.5, 12.353846153846154)","(7.5, 9.6, 9.424)","(41.0, 95.0, 87.5)","(20.0, 30.0, 29.555555555555557)","(14.0, 22.0, 20.571428571428573)"
08-01-2023 19:32:50.992758,"(2.4, 2.68, 2.6681818181818184)","(2.5, 3.1, 3.070967741935484)","(51.0, 75.0, 69.0)","(9.0, 12.5, 12.353846153846154)","(7.5, 9.6, 9.424)","(41.0, 90.0, 87.5)","(20.0, 30.0, 29.555555555555557)","(14.0, 22.0, 20.571428571428573)"
08-01-2023 19:32:52.158185,"(2.4, 2.72, 2.686086956521739)","(2.5, 3.1, 3.070967741935484)","(51.0, 75.0, 69.0)","(9.0, 12.5, 12.353846153846154)","(7.5, 9.6, 9.442857142857143)","(41.0, 90.0, 87.5)","(20.0, 30.0, 29.555555555555557)","(14.0, 22.0, 20.846153846153847)"
08-01-2023 19:32:53.293031,"(2.4, 2.68, 2.66962962962963)","(2.5, 3.1, 3.070967741935484)","(51.0, 75.0, 69.0)","(9.0, 12.5, 12.353846153846154)","(7.5, 9.6, 9.577777777777778)","(41.0, 90.0, 88.57142857142857)","(20.0, 30.0, 29.714285714285715)","(14.0, 22.0, 20.846153846153847)"
08-01-2023 19:32:54.385662,"(2.4, 2.68, 2.663809523809524)","(2.5, 3.1, 3.070967741935484)","(51.0, 75.0, 71.0)","(9.0, 12.5, 12.8)","(7.5, 9.6, 9.516363636363637)","(41.0, 90.0, 87.35294117647058)","(20.0, 30.0, 30.0)","(14.0, 22.0, 20.666666666666668)"
08-01-2023 19:32:55.479707,"(2.4, 2.68, 2.669166666666667)","(2.5, 2.98, 2.96)","(51.0, 75.0, 69.0)","(9.0, 13.0, 13.157142857142857)","(7.5, 9.8, 9.53061224489796)","(41.0, 90.0, 85.5)","(20.0, 32.0, 31.166666666666668)","(14.0, 22.0, 20.666666666666668)"
08-01-2023 19:32:56.718761,"(2.4, 2.68, 2.6703703703703705)","(2.5, 2.96, 2.949333333333333)","(51.0, 75.0, 69.0)","(9.0, 13.5, 11.574468085106384)","(7.5, 9.8, 9.504761904761905)","(41.0, 90.0, 85.26315789473685)","(20.0, 32.0, 31.166666666666668)","(14.0, 22.0, 20.666666666666668)"
08-01-2023 19:32:57.847230,"(2.3, 2.7, 2.6655757575757577)","(2.5, 2.98, 2.966666666666667)","(51.0, 75.0, 71.0)","(9.0, 12.0, 11.3)","(7.5, 9.6, 9.506666666666668)","(51.0, 90.0, 87.1875)","(21.0, 32.0, 33.25)","(15.0, 22.0, 21.307692307692307)"
