,Smash Grenade,Homebush Red,Better Luck,Homebush Geoff,Epic Grace,Homebush Cricket,Libelle,Homebush Jewel
10,"[datetime.datetime(2022, 11, 28, 10, 55, 15, 329225), 4.0, 11.0]","[datetime.datetime(2022, 11, 28, 10, 55, 15, 329225), 6.0, 18.5]","[datetime.datetime(2022, 11, 28, 10, 55, 15, 329225), 8.0, 36.0]","[datetime.datetime(2022, 11, 28, 10, 55, 15, 329225), 18.0, 210.0]","[datetime.datetime(2022, 11, 28, 10, 55, 15, 329225), 12.0, 48.0]","[datetime.datetime(2022, 11, 28, 10, 55, 15, 329225), 3.6, 10.0]","[datetime.datetime(2022, 11, 28, 10, 55, 15, 329225), 3.3, 8.6]","[datetime.datetime(2022, 11, 28, 10, 55, 15, 329225), 15.0, 190.0]"
11,"[datetime.datetime(2022, 11, 28, 10, 55, 16, 454871), 4.0, 11.0]","[datetime.datetime(2022, 11, 28, 10, 55, 16, 454871), 6.0, 18.5]","[datetime.datetime(2022, 11, 28, 10, 55, 16, 454871), 8.0, 36.0]","[datetime.datetime(2022, 11, 28, 10, 55, 16, 454871), 18.0, 210.0]","[datetime.datetime(2022, 11, 28, 10, 55, 16, 454871), 12.0, 48.0]","[datetime.datetime(2022, 11, 28, 10, 55, 16, 454871), 3.6, 10.0]","[datetime.datetime(2022, 11, 28, 10, 55, 16, 454871), 3.3, 8.6]","[datetime.datetime(2022, 11, 28, 10, 55, 16, 454871), 15.0, 190.0]"
12,"[datetime.datetime(2022, 11, 28, 10, 55, 17, 597763), 4.0, 11.0]","[datetime.datetime(2022, 11, 28, 10, 55, 17, 597763), 6.0, 18.5]","[datetime.datetime(2022, 11, 28, 10, 55, 17, 597763), 8.0, 36.0]","[datetime.datetime(2022, 11, 28, 10, 55, 17, 597763), 18.0, 210.0]","[datetime.datetime(2022, 11, 28, 10, 55, 17, 597763), 12.0, 48.0]","[datetime.datetime(2022, 11, 28, 10, 55, 17, 597763), 3.6, 10.0]","[datetime.datetime(2022, 11, 28, 10, 55, 17, 597763), 3.3, 8.6]","[datetime.datetime(2022, 11, 28, 10, 55, 17, 597763), 15.0, 190.0]"
13,"[datetime.datetime(2022, 11, 28, 10, 55, 18, 725782), 4.0, 11.0]","[datetime.datetime(2022, 11, 28, 10, 55, 18, 725782), 6.0, 18.5]","[datetime.datetime(2022, 11, 28, 10, 55, 18, 725782), 8.0, 36.0]","[datetime.datetime(2022, 11, 28, 10, 55, 18, 725782), 18.0, 210.0]","[datetime.datetime(2022, 11, 28, 10, 55, 18, 725782), 12.0, 48.0]","[datetime.datetime(2022, 11, 28, 10, 55, 18, 725782), 3.6, 10.0]","[datetime.datetime(2022, 11, 28, 10, 55, 18, 725782), 3.3, 8.6]","[datetime.datetime(2022, 11, 28, 10, 55, 18, 725782), 15.0, 190.0]"
14,"[datetime.datetime(2022, 11, 28, 10, 55, 19, 861684), 4.0, 11.0]","[datetime.datetime(2022, 11, 28, 10, 55, 19, 861684), 6.0, 18.5]","[datetime.datetime(2022, 11, 28, 10, 55, 19, 861684), 8.0, 36.0]","[datetime.datetime(2022, 11, 28, 10, 55, 19, 861684), 18.0, 210.0]","[datetime.datetime(2022, 11, 28, 10, 55, 19, 861684), 12.0, 48.0]","[datetime.datetime(2022, 11, 28, 10, 55, 19, 861684), 3.6, 10.0]","[datetime.datetime(2022, 11, 28, 10, 55, 19, 861684), 3.3, 8.6]","[datetime.datetime(2022, 11, 28, 10, 55, 19, 861684), 15.0, 190.0]"
15,"[datetime.datetime(2022, 11, 28, 10, 55, 21, 3681), 4.0, 11.0]","[datetime.datetime(2022, 11, 28, 10, 55, 21, 3681), 6.0, 18.5]","[datetime.datetime(2022, 11, 28, 10, 55, 21, 3681), 8.0, 36.0]","[datetime.datetime(2022, 11, 28, 10, 55, 21, 3681), 18.0, 210.0]","[datetime.datetime(2022, 11, 28, 10, 55, 21, 3681), 12.0, 48.0]","[datetime.datetime(2022, 11, 28, 10, 55, 21, 3681), 3.6, 10.0]","[datetime.datetime(2022, 11, 28, 10, 55, 21, 3681), 3.3, 8.6]","[datetime.datetime(2022, 11, 28, 10, 55, 21, 3681), 15.0, 190.0]"
16,"[datetime.datetime(2022, 11, 28, 10, 55, 22, 135477), 4.0, 11.0]","[datetime.datetime(2022, 11, 28, 10, 55, 22, 135477), 6.0, 18.5]","[datetime.datetime(2022, 11, 28, 10, 55, 22, 135477), 8.0, 36.0]","[datetime.datetime(2022, 11, 28, 10, 55, 22, 135477), 18.0, 210.0]","[datetime.datetime(2022, 11, 28, 10, 55, 22, 135477), 12.0, 48.0]","[datetime.datetime(2022, 11, 28, 10, 55, 22, 135477), 3.6, 10.0]","[datetime.datetime(2022, 11, 28, 10, 55, 22, 135477), 3.3, 8.6]","[datetime.datetime(2022, 11, 28, 10, 55, 22, 135477), 15.0, 190.0]"
17,"[datetime.datetime(2022, 11, 28, 10, 55, 23, 274532), 4.0, 11.0]","[datetime.datetime(2022, 11, 28, 10, 55, 23, 274532), 6.0, 18.5]","[datetime.datetime(2022, 11, 28, 10, 55, 23, 274532), 8.0, 36.0]","[datetime.datetime(2022, 11, 28, 10, 55, 23, 274532), 18.0, 210.0]","[datetime.datetime(2022, 11, 28, 10, 55, 23, 274532), 12.0, 48.0]","[datetime.datetime(2022, 11, 28, 10, 55, 23, 274532), 3.6, 10.0]","[datetime.datetime(2022, 11, 28, 10, 55, 23, 274532), 3.3, 8.6]","[datetime.datetime(2022, 11, 28, 10, 55, 23, 274532), 15.0, 190.0]"
18,"[datetime.datetime(2022, 11, 28, 10, 55, 24, 405506), 4.0, 11.0]","[datetime.datetime(2022, 11, 28, 10, 55, 24, 405506), 6.0, 18.5]","[datetime.datetime(2022, 11, 28, 10, 55, 24, 405506), 8.0, 36.0]","[datetime.datetime(2022, 11, 28, 10, 55, 24, 405506), 18.0, 210.0]","[datetime.datetime(2022, 11, 28, 10, 55, 24, 405506), 12.0, 48.0]","[datetime.datetime(2022, 11, 28, 10, 55, 24, 405506), 3.6, 10.0]","[datetime.datetime(2022, 11, 28, 10, 55, 24, 405506), 3.3, 8.6]","[datetime.datetime(2022, 11, 28, 10, 55, 24, 405506), 15.0, 190.0]"
19,"[datetime.datetime(2022, 11, 28, 10, 55, 25, 537837), 4.0, 11.0]","[datetime.datetime(2022, 11, 28, 10, 55, 25, 537837), 6.0, 18.5]","[datetime.datetime(2022, 11, 28, 10, 55, 25, 537837), 8.0, 36.0]","[datetime.datetime(2022, 11, 28, 10, 55, 25, 537837), 18.0, 210.0]","[datetime.datetime(2022, 11, 28, 10, 55, 25, 537837), 12.0, 48.0]","[datetime.datetime(2022, 11, 28, 10, 55, 25, 537837), 3.6, 10.0]","[datetime.datetime(2022, 11, 28, 10, 55, 25, 537837), 3.3, 8.6]","[datetime.datetime(2022, 11, 28, 10, 55, 25, 537837), 15.0, 190.0]"
20,"[datetime.datetime(2022, 11, 28, 10, 55, 26, 669225), 4.0, 11.0]","[datetime.datetime(2022, 11, 28, 10, 55, 26, 669225), 6.0, 18.5]","[datetime.datetime(2022, 11, 28, 10, 55, 26, 669225), 8.0, 36.0]","[datetime.datetime(2022, 11, 28, 10, 55, 26, 669225), 18.0, 210.0]","[datetime.datetime(2022, 11, 28, 10, 55, 26, 669225), 12.0, 48.0]","[datetime.datetime(2022, 11, 28, 10, 55, 26, 669225), 3.6, 10.0]","[datetime.datetime(2022, 11, 28, 10, 55, 26, 669225), 3.3, 8.6]","[datetime.datetime(2022, 11, 28, 10, 55, 26, 669225), 15.0, 190.0]"
21,"[datetime.datetime(2022, 11, 28, 10, 55, 27, 799570), 4.0, 11.0]","[datetime.datetime(2022, 11, 28, 10, 55, 27, 799570), 6.0, 18.5]","[datetime.datetime(2022, 11, 28, 10, 55, 27, 799570), 8.0, 36.0]","[datetime.datetime(2022, 11, 28, 10, 55, 27, 799570), 18.0, 210.0]","[datetime.datetime(2022, 11, 28, 10, 55, 27, 799570), 12.0, 48.0]","[datetime.datetime(2022, 11, 28, 10, 55, 27, 799570), 3.6, 10.0]","[datetime.datetime(2022, 11, 28, 10, 55, 27, 799570), 3.3, 8.6]","[datetime.datetime(2022, 11, 28, 10, 55, 27, 799570), 15.0, 190.0]"
22,"[datetime.datetime(2022, 11, 28, 10, 55, 28, 925094), 4.0, 11.0]","[datetime.datetime(2022, 11, 28, 10, 55, 28, 925094), 6.0, 18.5]","[datetime.datetime(2022, 11, 28, 10, 55, 28, 925094), 8.0, 36.0]","[datetime.datetime(2022, 11, 28, 10, 55, 28, 925094), 18.0, 210.0]","[datetime.datetime(2022, 11, 28, 10, 55, 28, 925094), 12.0, 48.0]","[datetime.datetime(2022, 11, 28, 10, 55, 28, 925094), 3.6, 10.0]","[datetime.datetime(2022, 11, 28, 10, 55, 28, 925094), 3.3, 8.6]","[datetime.datetime(2022, 11, 28, 10, 55, 28, 925094), 15.0, 190.0]"
23,"[datetime.datetime(2022, 11, 28, 10, 55, 30, 54187), 4.0, 11.0]","[datetime.datetime(2022, 11, 28, 10, 55, 30, 54187), 6.0, 18.5]","[datetime.datetime(2022, 11, 28, 10, 55, 30, 54187), 8.0, 36.0]","[datetime.datetime(2022, 11, 28, 10, 55, 30, 54187), 18.0, 210.0]","[datetime.datetime(2022, 11, 28, 10, 55, 30, 54187), 12.0, 48.0]","[datetime.datetime(2022, 11, 28, 10, 55, 30, 54187), 3.6, 10.0]","[datetime.datetime(2022, 11, 28, 10, 55, 30, 54187), 3.3, 8.6]","[datetime.datetime(2022, 11, 28, 10, 55, 30, 54187), 15.0, 190.0]"
24,"[datetime.datetime(2022, 11, 28, 10, 55, 31, 196181), 4.0, 11.0]","[datetime.datetime(2022, 11, 28, 10, 55, 31, 196181), 6.0, 18.5]","[datetime.datetime(2022, 11, 28, 10, 55, 31, 196181), 8.0, 36.0]","[datetime.datetime(2022, 11, 28, 10, 55, 31, 196181), 18.0, 210.0]","[datetime.datetime(2022, 11, 28, 10, 55, 31, 196181), 12.0, 48.0]","[datetime.datetime(2022, 11, 28, 10, 55, 31, 196181), 3.6, 10.0]","[datetime.datetime(2022, 11, 28, 10, 55, 31, 196181), 3.3, 8.6]","[datetime.datetime(2022, 11, 28, 10, 55, 31, 196181), 15.0, 190.0]"
25,"[datetime.datetime(2022, 11, 28, 10, 55, 32, 319855), 4.0, 11.0]","[datetime.datetime(2022, 11, 28, 10, 55, 32, 319855), 6.0, 18.5]","[datetime.datetime(2022, 11, 28, 10, 55, 32, 319855), 8.0, 36.0]","[datetime.datetime(2022, 11, 28, 10, 55, 32, 319855), 18.0, 210.0]","[datetime.datetime(2022, 11, 28, 10, 55, 32, 319855), 12.0, 48.0]","[datetime.datetime(2022, 11, 28, 10, 55, 32, 319855), 3.6, 10.0]","[datetime.datetime(2022, 11, 28, 10, 55, 32, 319855), 3.3, 8.6]","[datetime.datetime(2022, 11, 28, 10, 55, 32, 319855), 15.0, 190.0]"
26,"[datetime.datetime(2022, 11, 28, 10, 55, 33, 453681), 4.0, 11.0]","[datetime.datetime(2022, 11, 28, 10, 55, 33, 453681), 6.0, 18.5]","[datetime.datetime(2022, 11, 28, 10, 55, 33, 453681), 8.0, 36.0]","[datetime.datetime(2022, 11, 28, 10, 55, 33, 453681), 18.0, 210.0]","[datetime.datetime(2022, 11, 28, 10, 55, 33, 453681), 12.0, 48.0]","[datetime.datetime(2022, 11, 28, 10, 55, 33, 453681), 3.6, 10.0]","[datetime.datetime(2022, 11, 28, 10, 55, 33, 453681), 3.3, 8.6]","[datetime.datetime(2022, 11, 28, 10, 55, 33, 453681), 15.0, 190.0]"
27,"[datetime.datetime(2022, 11, 28, 10, 55, 34, 576306), 4.0, 11.0]","[datetime.datetime(2022, 11, 28, 10, 55, 34, 576306), 6.0, 18.5]","[datetime.datetime(2022, 11, 28, 10, 55, 34, 576306), 8.0, 36.0]","[datetime.datetime(2022, 11, 28, 10, 55, 34, 576306), 18.0, 210.0]","[datetime.datetime(2022, 11, 28, 10, 55, 34, 576306), 12.0, 48.0]","[datetime.datetime(2022, 11, 28, 10, 55, 34, 576306), 3.6, 10.0]","[datetime.datetime(2022, 11, 28, 10, 55, 34, 576306), 3.3, 8.6]","[datetime.datetime(2022, 11, 28, 10, 55, 34, 576306), 15.0, 190.0]"
28,"[datetime.datetime(2022, 11, 28, 10, 55, 35, 702885), 4.0, 11.0]","[datetime.datetime(2022, 11, 28, 10, 55, 35, 702885), 6.0, 18.5]","[datetime.datetime(2022, 11, 28, 10, 55, 35, 702885), 8.0, 36.0]","[datetime.datetime(2022, 11, 28, 10, 55, 35, 702885), 18.0, 210.0]","[datetime.datetime(2022, 11, 28, 10, 55, 35, 702885), 12.0, 48.0]","[datetime.datetime(2022, 11, 28, 10, 55, 35, 702885), 3.6, 10.0]","[datetime.datetime(2022, 11, 28, 10, 55, 35, 702885), 3.3, 8.6]","[datetime.datetime(2022, 11, 28, 10, 55, 35, 702885), 15.0, 190.0]"
29,"[datetime.datetime(2022, 11, 28, 10, 55, 36, 826822), 4.0, 11.0]","[datetime.datetime(2022, 11, 28, 10, 55, 36, 826822), 6.0, 18.5]","[datetime.datetime(2022, 11, 28, 10, 55, 36, 826822), 8.0, 36.0]","[datetime.datetime(2022, 11, 28, 10, 55, 36, 826822), 18.0, 210.0]","[datetime.datetime(2022, 11, 28, 10, 55, 36, 826822), 12.0, 48.0]","[datetime.datetime(2022, 11, 28, 10, 55, 36, 826822), 3.6, 10.0]","[datetime.datetime(2022, 11, 28, 10, 55, 36, 826822), 3.3, 8.6]","[datetime.datetime(2022, 11, 28, 10, 55, 36, 826822), 15.0, 190.0]"
30,"[datetime.datetime(2022, 11, 28, 10, 55, 37, 956816), 4.0, 11.0]","[datetime.datetime(2022, 11, 28, 10, 55, 37, 956816), 6.0, 18.5]","[datetime.datetime(2022, 11, 28, 10, 55, 37, 956816), 8.0, 36.0]","[datetime.datetime(2022, 11, 28, 10, 55, 37, 956816), 18.0, 210.0]","[datetime.datetime(2022, 11, 28, 10, 55, 37, 956816), 12.0, 48.0]","[datetime.datetime(2022, 11, 28, 10, 55, 37, 956816), 3.6, 10.0]","[datetime.datetime(2022, 11, 28, 10, 55, 37, 956816), 3.3, 8.6]","[datetime.datetime(2022, 11, 28, 10, 55, 37, 956816), 15.0, 190.0]"
31,"[datetime.datetime(2022, 11, 28, 10, 55, 39, 84759), 4.0, 11.0]","[datetime.datetime(2022, 11, 28, 10, 55, 39, 84759), 6.0, 18.5]","[datetime.datetime(2022, 11, 28, 10, 55, 39, 84759), 8.0, 36.0]","[datetime.datetime(2022, 11, 28, 10, 55, 39, 84759), 18.0, 210.0]","[datetime.datetime(2022, 11, 28, 10, 55, 39, 84759), 12.0, 48.0]","[datetime.datetime(2022, 11, 28, 10, 55, 39, 84759), 3.6, 10.0]","[datetime.datetime(2022, 11, 28, 10, 55, 39, 84759), 3.3, 8.6]","[datetime.datetime(2022, 11, 28, 10, 55, 39, 84759), 15.0, 190.0]"
32,"[datetime.datetime(2022, 11, 28, 10, 55, 40, 214472), 4.0, 11.0]","[datetime.datetime(2022, 11, 28, 10, 55, 40, 214472), 6.0, 18.5]","[datetime.datetime(2022, 11, 28, 10, 55, 40, 214472), 8.0, 36.0]","[datetime.datetime(2022, 11, 28, 10, 55, 40, 214472), 18.0, 210.0]","[datetime.datetime(2022, 11, 28, 10, 55, 40, 214472), 12.0, 48.0]","[datetime.datetime(2022, 11, 28, 10, 55, 40, 214472), 3.6, 10.0]","[datetime.datetime(2022, 11, 28, 10, 55, 40, 214472), 3.3, 8.6]","[datetime.datetime(2022, 11, 28, 10, 55, 40, 214472), 15.0, 190.0]"
33,"[datetime.datetime(2022, 11, 28, 10, 55, 41, 338660), 4.0, 11.0]","[datetime.datetime(2022, 11, 28, 10, 55, 41, 338660), 6.0, 18.5]","[datetime.datetime(2022, 11, 28, 10, 55, 41, 338660), 8.0, 36.0]","[datetime.datetime(2022, 11, 28, 10, 55, 41, 338660), 18.0, 210.0]","[datetime.datetime(2022, 11, 28, 10, 55, 41, 338660), 12.0, 48.0]","[datetime.datetime(2022, 11, 28, 10, 55, 41, 338660), 3.6, 10.0]","[datetime.datetime(2022, 11, 28, 10, 55, 41, 338660), 3.3, 8.6]","[datetime.datetime(2022, 11, 28, 10, 55, 41, 338660), 15.0, 190.0]"
34,"[datetime.datetime(2022, 11, 28, 10, 55, 42, 468607), 4.0, 11.0]","[datetime.datetime(2022, 11, 28, 10, 55, 42, 468607), 6.0, 18.5]","[datetime.datetime(2022, 11, 28, 10, 55, 42, 468607), 8.0, 36.0]","[datetime.datetime(2022, 11, 28, 10, 55, 42, 468607), 18.0, 210.0]","[datetime.datetime(2022, 11, 28, 10, 55, 42, 468607), 12.0, 48.0]","[datetime.datetime(2022, 11, 28, 10, 55, 42, 468607), 3.6, 10.0]","[datetime.datetime(2022, 11, 28, 10, 55, 42, 468607), 3.3, 8.6]","[datetime.datetime(2022, 11, 28, 10, 55, 42, 468607), 15.0, 190.0]"
35,"[datetime.datetime(2022, 11, 28, 10, 55, 43, 599516), 4.0, 11.0]","[datetime.datetime(2022, 11, 28, 10, 55, 43, 599516), 6.0, 18.5]","[datetime.datetime(2022, 11, 28, 10, 55, 43, 599516), 8.0, 36.0]","[datetime.datetime(2022, 11, 28, 10, 55, 43, 599516), 18.0, 210.0]","[datetime.datetime(2022, 11, 28, 10, 55, 43, 599516), 12.0, 48.0]","[datetime.datetime(2022, 11, 28, 10, 55, 43, 599516), 3.6, 10.0]","[datetime.datetime(2022, 11, 28, 10, 55, 43, 599516), 3.3, 8.6]","[datetime.datetime(2022, 11, 28, 10, 55, 43, 599516), 15.0, 190.0]"
36,"[datetime.datetime(2022, 11, 28, 10, 55, 44, 729718), 4.0, 11.0]","[datetime.datetime(2022, 11, 28, 10, 55, 44, 729718), 6.0, 18.5]","[datetime.datetime(2022, 11, 28, 10, 55, 44, 729718), 8.0, 36.0]","[datetime.datetime(2022, 11, 28, 10, 55, 44, 729718), 18.0, 210.0]","[datetime.datetime(2022, 11, 28, 10, 55, 44, 729718), 12.0, 48.0]","[datetime.datetime(2022, 11, 28, 10, 55, 44, 729718), 3.6, 10.0]","[datetime.datetime(2022, 11, 28, 10, 55, 44, 729718), 3.3, 8.6]","[datetime.datetime(2022, 11, 28, 10, 55, 44, 729718), 15.0, 190.0]"
37,"[datetime.datetime(2022, 11, 28, 10, 55, 45, 886816), 4.0, 11.0]","[datetime.datetime(2022, 11, 28, 10, 55, 45, 886816), 6.0, 18.5]","[datetime.datetime(2022, 11, 28, 10, 55, 45, 886816), 8.0, 36.0]","[datetime.datetime(2022, 11, 28, 10, 55, 45, 886816), 18.0, 210.0]","[datetime.datetime(2022, 11, 28, 10, 55, 45, 887815), 12.0, 48.0]","[datetime.datetime(2022, 11, 28, 10, 55, 45, 887815), 3.6, 10.0]","[datetime.datetime(2022, 11, 28, 10, 55, 45, 887815), 3.3, 8.6]","[datetime.datetime(2022, 11, 28, 10, 55, 45, 887815), 15.0, 190.0]"
38,"[datetime.datetime(2022, 11, 28, 10, 55, 47, 25666), 4.0, 11.0]","[datetime.datetime(2022, 11, 28, 10, 55, 47, 25666), 6.0, 18.5]","[datetime.datetime(2022, 11, 28, 10, 55, 47, 25666), 8.0, 36.0]","[datetime.datetime(2022, 11, 28, 10, 55, 47, 25666), 18.0, 210.0]","[datetime.datetime(2022, 11, 28, 10, 55, 47, 25666), 12.0, 48.0]","[datetime.datetime(2022, 11, 28, 10, 55, 47, 25666), 3.6, 10.0]","[datetime.datetime(2022, 11, 28, 10, 55, 47, 25666), 3.3, 8.6]","[datetime.datetime(2022, 11, 28, 10, 55, 47, 25666), 15.0, 190.0]"
39,"[datetime.datetime(2022, 11, 28, 10, 55, 48, 213568), 4.0, 11.0]","[datetime.datetime(2022, 11, 28, 10, 55, 48, 213568), 6.0, 18.5]","[datetime.datetime(2022, 11, 28, 10, 55, 48, 213568), 8.0, 36.0]","[datetime.datetime(2022, 11, 28, 10, 55, 48, 213568), 18.0, 210.0]","[datetime.datetime(2022, 11, 28, 10, 55, 48, 213568), 12.0, 48.0]","[datetime.datetime(2022, 11, 28, 10, 55, 48, 213568), 3.6, 10.0]","[datetime.datetime(2022, 11, 28, 10, 55, 48, 213568), 3.3, 8.6]","[datetime.datetime(2022, 11, 28, 10, 55, 48, 213568), 15.0, 190.0]"
