,Giant Payday,Cleopatras Strike,Bigfoot City,Zumurudee,Bobs All In,Cashanova,My Boy Lollipop,Vintage Kitten,River Rose,Macedonian Ruler,Were Just Sayin
10-01-2023 08:47:05.319661,"(15.0, 32.0, 19.666666666666668)","(2.6, 3.4, 3.2181818181818183)","(3.4, 5.3, 4.866666666666666)","(18.0, 180.0, 67.33333333333334)","(7.5, 11.5, 10.333333333333334)","(7.5, 13.5, 11.46)","(51.0, 220.0, 153.0)","(26.0, 220.0, 67.375)","(8.5, 23.0, 16.333333333333332)","(16.0, 140.0, 55.666666666666664)","(26.0, 220.0, 84.66666666666667)"
10-01-2023 08:47:06.556330,"(15.0, 32.0, 19.666666666666668)","(2.6, 3.4, 3.2181818181818183)","(3.4, 5.3, 4.866666666666666)","(18.0, 180.0, 67.33333333333334)","(7.5, 11.5, 10.333333333333334)","(7.5, 13.5, 11.46)","(51.0, 220.0, 153.0)","(26.0, 220.0, 67.375)","(8.5, 23.0, 16.333333333333332)","(16.0, 140.0, 55.666666666666664)","(26.0, 220.0, 84.66666666666667)"
10-01-2023 08:47:07.788878,"(15.0, 32.0, 19.666666666666668)","(2.6, 3.4, 3.2181818181818183)","(3.4, 5.3, 4.866666666666666)","(18.0, 180.0, 67.33333333333334)","(7.5, 11.5, 10.333333333333334)","(7.5, 13.5, 11.46)","(51.0, 220.0, 153.0)","(26.0, 220.0, 67.375)","(8.5, 23.0, 16.333333333333332)","(16.0, 140.0, 55.666666666666664)","(26.0, 220.0, 84.66666666666667)"
10-01-2023 08:47:08.963695,"(15.0, 32.0, 19.666666666666668)","(2.6, 3.4, 3.2181818181818183)","(3.4, 5.4, 4.7)","(18.0, 180.0, 67.33333333333334)","(7.5, 11.5, 10.333333333333334)","(7.5, 13.5, 11.46)","(51.0, 220.0, 153.0)","(26.0, 220.0, 67.375)","(8.5, 23.0, 16.333333333333332)","(16.0, 140.0, 55.666666666666664)","(26.0, 220.0, 84.66666666666667)"
10-01-2023 08:47:10.160526,"(15.0, 32.0, 19.666666666666668)","(2.6, 3.4, 3.2181818181818183)","(3.4, 5.3, 4.866666666666666)","(18.0, 180.0, 67.33333333333334)","(7.5, 11.5, 10.333333333333334)","(7.5, 13.5, 11.46)","(51.0, 220.0, 153.0)","(26.0, 220.0, 84.33333333333333)","(8.5, 23.0, 16.333333333333332)","(16.0, 140.0, 55.666666666666664)","(26.0, 220.0, 84.66666666666667)"
10-01-2023 08:47:11.402945,"(15.0, 32.0, 19.666666666666668)","(2.6, 3.35, 3.1852941176470586)","(3.4, 5.3, 4.866666666666666)","(18.0, 180.0, 67.33333333333334)","(7.5, 11.5, 10.333333333333334)","(7.5, 13.5, 11.46)","(51.0, 220.0, 153.0)","(26.0, 220.0, 84.33333333333333)","(8.5, 23.0, 16.333333333333332)","(16.0, 140.0, 55.666666666666664)","(26.0, 220.0, 84.66666666666667)"
10-01-2023 08:47:12.636906,"(15.0, 32.0, 19.666666666666668)","(2.6, 3.35, 3.1852941176470586)","(3.4, 5.3, 5.083333333333333)","(18.0, 180.0, 67.33333333333334)","(7.5, 11.5, 10.333333333333334)","(7.5, 13.5, 10.7)","(51.0, 220.0, 153.0)","(26.0, 220.0, 84.33333333333333)","(8.5, 23.0, 16.333333333333332)","(16.0, 140.0, 89.4)","(26.0, 220.0, 84.66666666666667)"
10-01-2023 08:47:13.804445,"(15.0, 32.0, 19.666666666666668)","(2.6, 3.35, 3.1852941176470586)","(3.4, 5.3, 5.083333333333333)","(18.0, 180.0, 67.33333333333334)","(7.5, 11.5, 10.333333333333334)","(7.5, 13.0, 10.7)","(51.0, 220.0, 153.0)","(26.0, 220.0, 84.33333333333333)","(8.5, 23.0, 16.333333333333332)","(16.0, 140.0, 83.4)","(26.0, 220.0, 84.66666666666667)"
10-01-2023 08:47:15.010257,"(15.0, 32.0, 19.666666666666668)","(2.6, 3.35, 3.1852941176470586)","(3.4, 5.3, 5.083333333333333)","(18.0, 180.0, 67.33333333333334)","(7.5, 11.5, 11.030000000000001)","(7.5, 13.5, 12.225)","(51.0, 220.0, 153.0)","(26.0, 220.0, 84.33333333333333)","(8.5, 23.0, 16.333333333333332)","(16.0, 130.0, 83.4)","(26.0, 220.0, 84.66666666666667)"
10-01-2023 08:47:16.237830,"(15.0, 32.0, 19.666666666666668)","(2.6, 3.35, 3.1852941176470586)","(3.4, 5.3, 5.191666666666666)","(18.0, 180.0, 67.33333333333334)","(7.5, 11.5, 11.030000000000001)","(7.5, 13.5, 12.225)","(51.0, 220.0, 153.0)","(26.0, 220.0, 84.33333333333333)","(8.5, 23.0, 16.333333333333332)","(16.0, 130.0, 83.4)","(26.0, 220.0, 84.66666666666667)"
10-01-2023 08:47:17.417586,"(15.0, 32.0, 19.666666666666668)","(2.6, 3.35, 3.1852941176470586)","(3.4, 5.3, 5.191666666666666)","(18.0, 180.0, 67.33333333333334)","(7.5, 11.5, 10.914285714285715)","(7.5, 13.5, 12.225)","(51.0, 220.0, 153.0)","(26.0, 220.0, 84.33333333333333)","(8.5, 23.0, 16.333333333333332)","(16.0, 130.0, 83.4)","(26.0, 220.0, 84.66666666666667)"
10-01-2023 08:47:18.629265,"(15.0, 32.0, 19.666666666666668)","(2.6, 3.35, 3.1852941176470586)","(3.4, 5.3, 5.191666666666666)","(18.0, 180.0, 67.33333333333334)","(7.5, 11.5, 10.525)","(7.5, 13.5, 12.225)","(51.0, 220.0, 153.0)","(26.0, 220.0, 84.33333333333333)","(8.5, 23.0, 16.333333333333332)","(16.0, 130.0, 52.333333333333336)","(26.0, 220.0, 84.66666666666667)"
10-01-2023 08:47:19.840675,"(15.0, 32.0, 19.666666666666668)","(2.6, 3.35, 3.1852941176470586)","(3.4, 5.3, 5.191666666666666)","(18.0, 180.0, 67.33333333333334)","(7.5, 11.5, 10.525)","(7.5, 13.5, 12.225)","(51.0, 220.0, 153.0)","(26.0, 220.0, 84.33333333333333)","(8.5, 23.0, 16.333333333333332)","(16.0, 130.0, 52.333333333333336)","(26.0, 220.0, 84.66666666666667)"
10-01-2023 08:47:21.036377,"(15.0, 32.0, 19.666666666666668)","(2.6, 3.35, 3.1852941176470586)","(3.4, 5.3, 5.191666666666666)","(18.0, 180.0, 67.33333333333334)","(7.5, 11.5, 10.525)","(7.5, 13.5, 12.225)","(51.0, 220.0, 153.0)","(26.0, 220.0, 84.33333333333333)","(8.5, 23.0, 16.333333333333332)","(16.0, 130.0, 52.333333333333336)","(26.0, 220.0, 84.66666666666667)"
10-01-2023 08:47:22.222903,"(15.0, 32.0, 19.666666666666668)","(2.6, 3.35, 3.1852941176470586)","(3.4, 5.4, 5.184615384615385)","(18.0, 180.0, 67.33333333333334)","(7.5, 11.5, 10.525)","(7.5, 13.5, 12.225)","(51.0, 220.0, 153.0)","(26.0, 220.0, 84.33333333333333)","(8.5, 23.0, 16.333333333333332)","(16.0, 130.0, 52.333333333333336)","(26.0, 220.0, 84.66666666666667)"
10-01-2023 08:47:23.459393,"(15.0, 32.0, 19.666666666666668)","(2.6, 3.4, 3.2181818181818183)","(3.4, 5.3, 5.191666666666666)","(18.0, 180.0, 67.33333333333334)","(7.5, 11.5, 10.525)","(7.5, 13.5, 12.225)","(51.0, 220.0, 153.0)","(26.0, 220.0, 84.33333333333333)","(8.5, 23.0, 16.333333333333332)","(16.0, 130.0, 52.333333333333336)","(26.0, 220.0, 84.66666666666667)"
10-01-2023 08:47:24.716855,"(15.0, 32.0, 19.666666666666668)","(2.6, 3.35, 3.21)","(3.4, 5.3, 5.191666666666666)","(18.0, 180.0, 149.72727272727272)","(7.5, 11.5, 10.525)","(7.5, 13.5, 12.225)","(51.0, 220.0, 153.0)","(26.0, 220.0, 84.33333333333333)","(8.5, 23.0, 16.333333333333332)","(16.0, 130.0, 52.333333333333336)","(26.0, 220.0, 84.66666666666667)"
10-01-2023 08:47:25.932966,"(15.0, 32.0, 19.666666666666668)","(2.6, 3.35, 3.21)","(3.4, 5.3, 5.191666666666666)","(18.0, 180.0, 149.72727272727272)","(7.5, 11.5, 10.525)","(7.5, 13.5, 12.225)","(51.0, 220.0, 153.0)","(26.0, 220.0, 84.33333333333333)","(8.5, 23.0, 16.333333333333332)","(16.0, 130.0, 52.333333333333336)","(26.0, 220.0, 84.66666666666667)"
10-01-2023 08:47:27.113720,"(15.0, 32.0, 19.666666666666668)","(2.6, 3.35, 3.21)","(3.4, 5.3, 5.191666666666666)","(18.0, 180.0, 113.60000000000001)","(7.5, 11.5, 10.525)","(7.5, 13.5, 12.225)","(51.0, 220.0, 153.0)","(26.0, 220.0, 84.33333333333333)","(8.5, 23.0, 16.333333333333332)","(16.0, 130.0, 52.333333333333336)","(26.0, 220.0, 84.66666666666667)"
10-01-2023 08:47:28.330176,"(15.0, 32.0, 18.125)","(2.6, 3.35, 3.21)","(3.4, 5.3, 5.191666666666666)","(18.0, 180.0, 113.60000000000001)","(7.5, 11.5, 10.525)","(7.5, 13.5, 12.225)","(51.0, 220.0, 153.0)","(26.0, 220.0, 84.33333333333333)","(8.5, 23.0, 16.333333333333332)","(16.0, 130.0, 52.333333333333336)","(26.0, 220.0, 84.66666666666667)"
10-01-2023 08:47:29.547322,"(15.0, 32.0, 18.125)","(2.6, 3.35, 3.21)","(3.4, 5.3, 5.1)","(18.0, 180.0, 113.60000000000001)","(7.5, 11.5, 10.525)","(7.5, 13.5, 12.225)","(51.0, 220.0, 153.0)","(26.0, 220.0, 84.33333333333333)","(8.5, 23.0, 16.333333333333332)","(16.0, 130.0, 52.333333333333336)","(26.0, 220.0, 84.66666666666667)"
10-01-2023 08:47:30.814384,"(15.0, 32.0, 18.125)","(2.6, 3.35, 3.21)","(3.4, 5.3, 5.1)","(18.0, 180.0, 113.60000000000001)","(7.5, 11.5, 10.525)","(7.5, 13.5, 12.225)","(51.0, 220.0, 153.0)","(26.0, 220.0, 84.33333333333333)","(8.5, 23.0, 16.333333333333332)","(16.0, 130.0, 52.333333333333336)","(26.0, 220.0, 84.66666666666667)"
10-01-2023 08:47:32.016144,"(15.0, 32.0, 18.125)","(2.6, 3.35, 3.21)","(3.4, 5.3, 5.1)","(18.0, 180.0, 113.60000000000001)","(7.5, 11.5, 10.525)","(7.5, 13.5, 12.225)","(51.0, 220.0, 153.0)","(26.0, 220.0, 84.33333333333333)","(8.5, 23.0, 16.333333333333332)","(16.0, 130.0, 83.4)","(26.0, 220.0, 84.66666666666667)"
10-01-2023 08:47:33.205752,"(15.0, 32.0, 18.125)","(2.6, 3.35, 3.21)","(3.4, 5.3, 5.1)","(18.0, 180.0, 113.60000000000001)","(7.5, 11.5, 10.525)","(7.5, 13.5, 12.225)","(51.0, 220.0, 153.0)","(26.0, 220.0, 84.33333333333333)","(8.5, 23.0, 16.333333333333332)","(16.0, 130.0, 83.4)","(21.0, 220.0, 84.66666666666667)"
10-01-2023 08:47:34.375729,"(15.0, 32.0, 18.125)","(2.6, 3.35, 3.21)","(3.4, 8.6, 5.50625)","(18.0, 180.0, 113.60000000000001)","(7.5, 11.5, 10.525)","(7.5, 13.5, 12.225)","(51.0, 220.0, 153.0)","(26.0, 220.0, 84.33333333333333)","(8.5, 23.0, 16.333333333333332)","(16.0, 130.0, 83.4)","(21.0, 220.0, 84.66666666666667)"
10-01-2023 08:47:35.630703,"(15.0, 32.0, 18.125)","(2.6, 3.35, 3.21)","(3.4, 7.8, 4.50625)","(18.0, 180.0, 113.60000000000001)","(7.5, 11.5, 11.145454545454545)","(7.5, 13.5, 12.225)","(51.0, 220.0, 185.45454545454547)","(26.0, 220.0, 84.33333333333333)","(8.5, 23.0, 16.333333333333332)","(16.0, 130.0, 83.4)","(21.0, 220.0, 84.66666666666667)"
10-01-2023 08:47:36.850519,"(15.0, 32.0, 18.125)","(2.6, 3.35, 3.21)","(3.4, 7.6, 4.50625)","(18.0, 180.0, 113.60000000000001)","(7.5, 11.5, 11.145454545454545)","(7.5, 13.5, 12.225)","(51.0, 220.0, 185.45454545454547)","(26.0, 220.0, 84.33333333333333)","(8.5, 23.0, 16.333333333333332)","(16.0, 130.0, 83.4)","(21.0, 220.0, 84.66666666666667)"
10-01-2023 08:47:38.024290,"(15.0, 32.0, 18.125)","(2.6, 3.35, 3.21)","(3.4, 7.0, 5.264285714285714)","(18.0, 180.0, 113.60000000000001)","(7.5, 11.5, 11.145454545454545)","(7.5, 13.5, 12.225)","(51.0, 220.0, 185.45454545454547)","(26.0, 220.0, 84.33333333333333)","(8.5, 23.0, 16.333333333333332)","(16.0, 130.0, 83.4)","(21.0, 220.0, 84.66666666666667)"
10-01-2023 08:47:39.183211,"(15.0, 32.0, 18.125)","(2.6, 3.35, 3.21)","(3.4, 6.4, 4.85)","(18.0, 180.0, 97.0)","(7.5, 11.5, 11.145454545454545)","(7.5, 13.5, 12.225)","(51.0, 220.0, 185.45454545454547)","(26.0, 220.0, 84.33333333333333)","(8.5, 23.0, 16.333333333333332)","(16.0, 130.0, 25.799999999999997)","(21.0, 220.0, 84.66666666666667)"
10-01-2023 08:47:40.367767,"(15.0, 32.0, 18.125)","(2.6, 3.35, 3.21)","(3.4, 6.2, 5.3)","(18.0, 180.0, 55.875)","(7.5, 11.5, 11.145454545454545)","(7.5, 13.5, 12.225)","(51.0, 220.0, 185.45454545454547)","(26.0, 220.0, 84.33333333333333)","(8.5, 23.0, 16.333333333333332)","(16.0, 34.0, 25.799999999999997)","(21.0, 220.0, 84.66666666666667)"
10-01-2023 08:47:41.562208,"(15.0, 32.0, 18.125)","(2.6, 3.35, 3.21)","(3.4, 6.0, 4.6000000000000005)","(18.0, 180.0, 55.875)","(7.5, 11.5, 11.145454545454545)","(7.5, 13.5, 12.225)","(51.0, 220.0, 185.45454545454547)","(26.0, 220.0, 191.85714285714286)","(8.5, 23.0, 16.333333333333332)","(16.0, 34.0, 25.799999999999997)","(21.0, 220.0, 84.66666666666667)"
10-01-2023 08:47:42.771175,"(15.0, 32.0, 18.125)","(2.6, 3.35, 3.21)","(3.4, 6.0, 4.6875)","(18.0, 180.0, 55.875)","(7.5, 11.5, 11.145454545454545)","(7.5, 13.5, 10.45)","(51.0, 220.0, 185.45454545454547)","(26.0, 220.0, 191.85714285714286)","(8.5, 23.0, 16.333333333333332)","(16.0, 34.0, 25.799999999999997)","(21.0, 220.0, 84.66666666666667)"
10-01-2023 08:47:43.974976,"(15.0, 32.0, 18.125)","(2.6, 3.35, 3.21)","(3.4, 6.0, 4.775)","(18.0, 180.0, 55.875)","(7.5, 11.5, 11.145454545454545)","(7.5, 12.5, 10.56)","(51.0, 220.0, 185.45454545454547)","(26.0, 220.0, 191.85714285714286)","(8.5, 23.0, 16.333333333333332)","(16.0, 34.0, 25.799999999999997)","(21.0, 220.0, 138.8)"
10-01-2023 08:47:45.174472,"(15.0, 32.0, 19.666666666666668)","(2.6, 3.35, 3.21)","(3.4, 5.9, 4.566666666666667)","(18.0, 180.0, 55.875)","(7.5, 11.5, 11.145454545454545)","(7.5, 12.0, 10.56)","(51.0, 220.0, 185.45454545454547)","(26.0, 220.0, 191.85714285714286)","(8.5, 23.0, 16.333333333333332)","(16.0, 34.0, 25.799999999999997)","(21.0, 220.0, 138.8)"
10-01-2023 08:47:46.373772,"(15.0, 32.0, 19.666666666666668)","(2.6, 3.35, 3.21)","(3.4, 5.9, 4.566666666666667)","(18.0, 180.0, 55.875)","(7.5, 11.5, 11.145454545454545)","(7.5, 12.0, 11.16)","(51.0, 220.0, 185.45454545454547)","(26.0, 220.0, 191.85714285714286)","(8.5, 23.0, 16.333333333333332)","(16.0, 34.0, 25.799999999999997)","(21.0, 220.0, 138.8)"
10-01-2023 08:47:47.581801,"(15.0, 32.0, 19.666666666666668)","(2.6, 3.35, 3.21)","(3.4, 5.8, 4.975)","(18.0, 180.0, 55.875)","(7.5, 11.5, 11.145454545454545)","(7.5, 13.0, 9.9375)","(51.0, 220.0, 185.45454545454547)","(26.0, 220.0, 191.85714285714286)","(8.5, 23.0, 16.333333333333332)","(16.0, 34.0, 25.799999999999997)","(21.0, 220.0, 191.42857142857144)"
10-01-2023 08:47:48.810131,"(15.0, 32.0, 19.666666666666668)","(2.6, 3.3, 3.288)","(3.4, 5.8, 4.975)","(18.0, 180.0, 117.9375)","(7.5, 11.5, 10.76)","(7.5, 12.5, 10.333333333333332)","(51.0, 220.0, 185.45454545454547)","(26.0, 220.0, 191.85714285714286)","(8.5, 23.0, 20.142857142857142)","(16.0, 34.0, 26.714285714285715)","(21.0, 220.0, 191.42857142857144)"
10-01-2023 08:47:50.069826,"(15.0, 32.0, 19.666666666666668)","(2.6, 3.3, 3.077777777777778)","(3.4, 5.8, 4.975)","(18.0, 180.0, 117.9375)","(7.5, 11.5, 10.625)","(7.5, 12.5, 10.3)","(51.0, 220.0, 185.45454545454547)","(26.0, 220.0, 191.85714285714286)","(8.5, 23.0, 20.142857142857142)","(16.0, 32.0, 26.714285714285715)","(21.0, 220.0, 191.42857142857144)"
10-01-2023 08:47:51.212160,"(15.0, 32.0, 19.666666666666668)","(2.6, 3.35, 3.077777777777778)","(3.4, 5.8, 4.975)","(18.0, 180.0, 117.9375)","(7.5, 11.5, 10.625)","(7.5, 12.0, 10.3)","(51.0, 220.0, 185.45454545454547)","(26.0, 220.0, 191.85714285714286)","(8.5, 23.0, 20.142857142857142)","(16.0, 32.0, 26.714285714285715)","(21.0, 220.0, 191.42857142857144)"
10-01-2023 08:47:52.404667,"(15.0, 32.0, 19.666666666666668)","(2.6, 3.35, 3.077777777777778)","(3.4, 5.7, 4.95)","(18.0, 180.0, 117.9375)","(7.5, 11.5, 10.575)","(7.5, 11.5, 10.26)","(51.0, 220.0, 185.45454545454547)","(26.0, 220.0, 191.85714285714286)","(8.5, 23.0, 20.142857142857142)","(16.0, 32.0, 26.714285714285715)","(21.0, 220.0, 191.42857142857144)"
10-01-2023 08:47:53.635801,"(15.0, 32.0, 19.666666666666668)","(2.6, 3.4, 3.088888888888889)","(3.4, 5.7, 4.95)","(18.0, 180.0, 117.9375)","(7.5, 11.5, 10.8)","(7.5, 11.5, 10.26)","(51.0, 220.0, 185.45454545454547)","(26.0, 220.0, 191.85714285714286)","(8.5, 23.0, 20.142857142857142)","(16.0, 32.0, 26.714285714285715)","(21.0, 220.0, 191.42857142857144)"
10-01-2023 08:47:54.830370,"(15.0, 32.0, 19.666666666666668)","(2.6, 3.15, 3.003448275862069)","(3.4, 5.7, 4.95)","(18.0, 180.0, 117.9375)","(7.5, 11.5, 10.8)","(7.5, 11.5, 10.26)","(51.0, 220.0, 185.45454545454547)","(26.0, 220.0, 141.60000000000002)","(8.5, 23.0, 21.0)","(16.0, 32.0, 26.714285714285715)","(21.0, 220.0, 191.42857142857144)"
10-01-2023 08:47:56.013977,"(15.0, 32.0, 19.666666666666668)","(2.6, 3.15, 2.9839080459770115)","(3.4, 5.7, 4.95)","(18.0, 180.0, 117.9375)","(7.5, 11.5, 10.8)","(7.5, 11.5, 10.26)","(51.0, 220.0, 185.45454545454547)","(26.0, 220.0, 142.0)","(8.5, 23.0, 21.0)","(16.0, 32.0, 26.714285714285715)","(21.0, 220.0, 191.42857142857144)"
10-01-2023 08:47:57.203306,"(15.0, 32.0, 19.666666666666668)","(2.6, 3.15, 2.9839080459770115)","(3.4, 5.7, 4.95)","(18.0, 180.0, 117.9375)","(7.5, 11.5, 10.8)","(7.5, 11.5, 10.26)","(51.0, 220.0, 185.45454545454547)","(26.0, 220.0, 142.0)","(8.5, 23.0, 21.0)","(16.0, 32.0, 26.714285714285715)","(21.0, 220.0, 191.42857142857144)"
10-01-2023 08:47:58.405320,"(15.0, 32.0, 19.666666666666668)","(2.6, 3.15, 2.9839080459770115)","(3.4, 5.7, 4.95)","(18.0, 180.0, 117.9375)","(7.5, 11.5, 10.8)","(7.5, 11.5, 10.26)","(51.0, 220.0, 185.45454545454547)","(26.0, 220.0, 142.0)","(8.5, 23.0, 21.0)","(16.0, 32.0, 26.714285714285715)","(21.0, 220.0, 191.42857142857144)"
10-01-2023 08:47:59.592287,"(15.0, 32.0, 19.666666666666668)","(2.6, 3.15, 2.9839080459770115)","(3.4, 5.7, 4.95)","(18.0, 180.0, 117.9375)","(7.5, 11.5, 10.8)","(7.5, 11.5, 10.26)","(51.0, 220.0, 185.45454545454547)","(26.0, 220.0, 142.0)","(8.5, 23.0, 21.0)","(16.0, 32.0, 26.714285714285715)","(21.0, 220.0, 191.42857142857144)"
10-01-2023 08:48:00.816683,"(15.0, 32.0, 18.125)","(2.6, 3.15, 2.9857954545454546)","(3.4, 5.7, 4.95)","(18.0, 180.0, 117.9375)","(7.5, 11.5, 10.8)","(7.5, 11.5, 10.26)","(51.0, 220.0, 185.45454545454547)","(26.0, 220.0, 142.0)","(8.5, 23.0, 21.0)","(16.0, 32.0, 26.714285714285715)","(21.0, 220.0, 191.42857142857144)"
10-01-2023 08:48:02.038928,"(15.0, 17.0, 13.88888888888889)","(2.6, 3.15, 2.9857954545454546)","(3.4, 5.7, 4.9)","(18.0, 180.0, 81.0)","(7.5, 11.5, 10.333333333333334)","(7.5, 11.5, 10.26)","(51.0, 220.0, 185.45454545454547)","(26.0, 220.0, 123.0)","(8.5, 23.0, 21.0)","(16.0, 32.0, 26.714285714285715)","(21.0, 220.0, 191.42857142857144)"
10-01-2023 08:48:03.243932,"(15.0, 17.0, 13.88888888888889)","(2.6, 3.15, 2.9857954545454546)","(3.4, 5.7, 4.9)","(18.0, 180.0, 81.0)","(8.5, 11.5, 10.333333333333334)","(7.5, 11.5, 10.26)","(51.0, 220.0, 185.45454545454547)","(26.0, 220.0, 123.0)","(8.5, 23.0, 21.0)","(16.0, 32.0, 26.714285714285715)","(21.0, 220.0, 191.42857142857144)"
10-01-2023 08:48:04.415187,"(15.0, 17.0, 13.88888888888889)","(2.6, 3.15, 2.9857954545454546)","(3.4, 5.7, 4.9)","(18.0, 180.0, 81.0)","(8.5, 11.5, 10.333333333333334)","(7.5, 11.5, 10.26)","(51.0, 220.0, 185.45454545454547)","(26.0, 220.0, 123.0)","(8.5, 23.0, 21.0)","(16.0, 32.0, 26.714285714285715)","(21.0, 220.0, 191.42857142857144)"
10-01-2023 08:48:05.612386,"(15.0, 17.0, 13.88888888888889)","(2.6, 3.15, 2.9857954545454546)","(3.4, 5.7, 4.9)","(18.0, 180.0, 81.0)","(8.5, 11.5, 10.0)","(7.5, 11.5, 9.96)","(51.0, 220.0, 185.45454545454547)","(26.0, 220.0, 123.0)","(8.5, 23.0, 21.0)","(16.0, 32.0, 27.888888888888886)","(21.0, 220.0, 191.42857142857144)"
10-01-2023 08:48:06.829107,"(15.0, 17.0, 13.88888888888889)","(2.6, 3.0, 2.9247058823529413)","(3.4, 5.7, 4.7)","(18.0, 180.0, 118.125)","(8.5, 11.0, 9.42)","(7.5, 11.0, 9.96)","(51.0, 220.0, 185.45454545454547)","(26.0, 220.0, 123.0)","(8.5, 23.0, 21.0)","(16.0, 32.0, 27.888888888888886)","(21.0, 220.0, 191.42857142857144)"
