,Great Potential,Jovita,Opawa Linda,Sefton Heights,Know Effort,Mrs Chinn,My Legacy,Goldstar Rita
06-01-2023 11:13:02.342753,"(3.4, 7.4, 6.9375)","(3.1, 4.2, 3.505263157894737)","(5.0, 11.5, 6.857142857142858)","(8.0, 16.5, 9.975)","(21.0, 140.0, 79.0)","(6.0, 9.6, 7.485714285714286)","(20.0, 140.0, 61.57142857142857)","(8.0, 10.0, 8.323809523809524)"
06-01-2023 11:13:03.413299,"(3.4, 7.4, 6.9375)","(3.1, 4.2, 3.505263157894737)","(5.0, 11.5, 6.857142857142858)","(8.0, 16.5, 9.975)","(21.0, 140.0, 79.0)","(6.0, 9.6, 7.485714285714286)","(20.0, 140.0, 61.57142857142857)","(8.0, 10.0, 8.323809523809524)"
06-01-2023 11:13:04.452361,"(3.4, 7.4, 6.9375)","(3.1, 4.2, 3.505263157894737)","(5.0, 11.5, 6.857142857142858)","(8.0, 16.5, 9.975)","(21.0, 140.0, 79.0)","(6.0, 9.6, 7.485714285714286)","(20.0, 140.0, 61.57142857142857)","(8.0, 10.0, 8.323809523809524)"
06-01-2023 11:13:05.465347,"(3.4, 7.4, 6.9375)","(3.1, 4.2, 3.505263157894737)","(5.0, 11.5, 6.857142857142858)","(8.0, 16.5, 9.975)","(21.0, 140.0, 79.0)","(6.0, 9.6, 7.485714285714286)","(20.0, 140.0, 61.57142857142857)","(8.0, 10.0, 8.323809523809524)"
06-01-2023 11:13:06.513932,"(3.4, 7.4, 6.9375)","(3.1, 4.2, 3.505263157894737)","(5.0, 11.5, 6.857142857142858)","(8.0, 16.5, 9.975)","(21.0, 140.0, 79.0)","(6.0, 9.6, 7.485714285714286)","(20.0, 140.0, 61.57142857142857)","(8.0, 10.0, 8.323809523809524)"
06-01-2023 11:13:07.595863,"(3.4, 7.4, 6.9375)","(3.1, 4.2, 3.5277777777777777)","(5.0, 11.5, 6.857142857142858)","(8.0, 16.5, 9.975)","(21.0, 140.0, 79.0)","(6.0, 9.6, 7.485714285714286)","(20.0, 140.0, 61.57142857142857)","(8.0, 10.0, 8.323809523809524)"
06-01-2023 11:13:08.624342,"(3.4, 7.4, 6.9375)","(3.1, 4.2, 3.5277777777777777)","(5.0, 11.5, 6.857142857142858)","(8.0, 16.5, 9.975)","(21.0, 140.0, 79.0)","(6.0, 9.6, 7.485714285714286)","(20.0, 140.0, 61.57142857142857)","(8.0, 10.0, 8.323809523809524)"
06-01-2023 11:13:09.750415,"(3.4, 7.4, 6.9375)","(3.1, 4.2, 3.5277777777777777)","(5.0, 11.5, 6.857142857142858)","(8.0, 16.5, 9.975)","(21.0, 140.0, 79.0)","(6.0, 9.6, 7.485714285714286)","(20.0, 140.0, 61.57142857142857)","(8.0, 10.0, 8.323809523809524)"
06-01-2023 11:13:10.864440,"(3.4, 7.4, 6.9375)","(3.1, 4.2, 3.5277777777777777)","(5.0, 11.5, 6.857142857142858)","(8.0, 16.5, 9.975)","(21.0, 140.0, 79.0)","(6.0, 9.6, 7.485714285714286)","(20.0, 140.0, 61.57142857142857)","(8.0, 10.0, 8.323809523809524)"
06-01-2023 11:13:11.973888,"(3.4, 7.4, 6.9375)","(3.1, 4.2, 3.5277777777777777)","(5.0, 11.5, 6.857142857142858)","(8.0, 16.5, 9.975)","(21.0, 140.0, 79.0)","(6.0, 9.6, 7.485714285714286)","(20.0, 140.0, 61.57142857142857)","(8.0, 10.0, 8.323809523809524)"
06-01-2023 11:13:13.057134,"(3.4, 7.4, 6.9375)","(3.1, 4.2, 3.5277777777777777)","(5.0, 11.5, 6.6000000000000005)","(8.0, 16.5, 10.533333333333333)","(21.0, 140.0, 79.0)","(6.0, 9.6, 7.485714285714286)","(20.0, 140.0, 61.57142857142857)","(8.0, 10.0, 8.323809523809524)"
06-01-2023 11:13:14.114534,"(3.4, 7.4, 6.9375)","(3.1, 4.2, 3.5277777777777777)","(5.0, 9.8, 6.6000000000000005)","(8.0, 16.0, 10.533333333333333)","(21.0, 140.0, 79.0)","(6.0, 9.6, 7.485714285714286)","(20.0, 140.0, 61.57142857142857)","(8.0, 10.0, 8.323809523809524)"
06-01-2023 11:13:15.259390,"(3.4, 7.4, 6.9375)","(3.1, 4.2, 3.5277777777777777)","(5.0, 9.8, 6.6000000000000005)","(8.0, 16.0, 10.533333333333333)","(21.0, 140.0, 79.0)","(6.0, 9.6, 7.485714285714286)","(20.0, 140.0, 61.57142857142857)","(8.0, 10.0, 8.323809523809524)"
06-01-2023 11:13:16.323845,"(3.4, 7.4, 6.9375)","(3.1, 4.2, 3.5277777777777777)","(5.0, 9.8, 6.6000000000000005)","(8.0, 16.0, 10.533333333333333)","(21.0, 140.0, 79.0)","(6.0, 9.6, 7.485714285714286)","(20.0, 140.0, 61.57142857142857)","(8.0, 10.0, 8.323809523809524)"
06-01-2023 11:13:17.446184,"(3.4, 7.4, 6.9375)","(3.1, 4.2, 3.5277777777777777)","(5.0, 9.8, 6.6000000000000005)","(8.0, 16.0, 10.533333333333333)","(21.0, 140.0, 79.0)","(6.0, 9.6, 7.485714285714286)","(20.0, 140.0, 61.57142857142857)","(8.0, 10.0, 8.323809523809524)"
06-01-2023 11:13:18.473263,"(3.4, 7.4, 6.9375)","(3.1, 4.2, 3.5277777777777777)","(5.0, 9.8, 6.6000000000000005)","(8.0, 16.0, 10.533333333333333)","(21.0, 140.0, 79.0)","(6.0, 9.6, 7.485714285714286)","(20.0, 140.0, 61.57142857142857)","(8.0, 10.0, 8.323809523809524)"
06-01-2023 11:13:19.597747,"(3.4, 7.4, 6.9375)","(3.1, 4.2, 3.5277777777777777)","(5.0, 9.8, 6.6000000000000005)","(8.0, 16.0, 10.533333333333333)","(21.0, 140.0, 79.0)","(6.0, 9.6, 7.485714285714286)","(20.0, 140.0, 61.57142857142857)","(8.0, 10.0, 8.323809523809524)"
06-01-2023 11:13:20.889061,"(3.4, 7.4, 6.9375)","(3.1, 4.2, 3.5277777777777777)","(5.0, 9.8, 6.6000000000000005)","(8.0, 16.0, 10.533333333333333)","(21.0, 140.0, 79.0)","(6.0, 9.6, 7.485714285714286)","(20.0, 140.0, 61.57142857142857)","(8.0, 10.0, 8.323809523809524)"
06-01-2023 11:13:22.130700,"(3.4, 7.4, 6.9375)","(3.1, 4.2, 3.5277777777777777)","(5.0, 9.8, 6.6000000000000005)","(8.0, 16.0, 10.533333333333333)","(21.0, 140.0, 79.0)","(6.0, 9.6, 7.485714285714286)","(20.0, 140.0, 61.57142857142857)","(8.0, 10.0, 8.323809523809524)"
06-01-2023 11:13:23.228187,"(3.4, 7.4, 6.9375)","(3.1, 4.2, 3.5277777777777777)","(5.0, 9.8, 6.6000000000000005)","(8.0, 16.0, 10.533333333333333)","(21.0, 140.0, 79.0)","(6.0, 9.6, 7.485714285714286)","(20.0, 140.0, 61.57142857142857)","(8.0, 10.0, 8.323809523809524)"
06-01-2023 11:13:24.345081,"(3.4, 7.4, 6.9375)","(3.1, 4.2, 3.5277777777777777)","(5.0, 9.8, 6.6000000000000005)","(8.0, 16.0, 10.533333333333333)","(21.0, 140.0, 79.0)","(6.0, 9.6, 7.485714285714286)","(20.0, 140.0, 61.57142857142857)","(8.0, 10.0, 8.323809523809524)"
06-01-2023 11:13:25.396730,"(3.4, 7.4, 6.9375)","(3.1, 4.2, 3.5277777777777777)","(5.0, 9.8, 6.6000000000000005)","(8.0, 16.0, 10.533333333333333)","(21.0, 140.0, 79.0)","(6.0, 9.6, 7.485714285714286)","(20.0, 140.0, 61.57142857142857)","(8.0, 10.0, 8.323809523809524)"
06-01-2023 11:13:26.416255,"(3.4, 7.4, 6.9375)","(3.1, 4.2, 3.5277777777777777)","(5.0, 9.8, 6.6000000000000005)","(8.0, 16.0, 10.533333333333333)","(21.0, 140.0, 79.0)","(6.0, 9.6, 7.485714285714286)","(20.0, 140.0, 61.57142857142857)","(8.0, 10.0, 8.323809523809524)"
06-01-2023 11:13:27.562864,"(3.4, 7.4, 6.9375)","(3.1, 4.2, 3.5277777777777777)","(5.0, 9.8, 6.6000000000000005)","(8.0, 16.0, 10.533333333333333)","(21.0, 140.0, 79.0)","(6.0, 9.6, 7.485714285714286)","(20.0, 140.0, 61.57142857142857)","(8.0, 10.0, 8.323809523809524)"
06-01-2023 11:13:28.569547,"(3.4, 7.4, 6.9375)","(3.1, 4.2, 3.5277777777777777)","(5.0, 9.8, 6.6000000000000005)","(8.0, 16.0, 10.533333333333333)","(21.0, 140.0, 79.0)","(6.0, 9.6, 7.485714285714286)","(20.0, 140.0, 61.57142857142857)","(8.0, 10.0, 8.323809523809524)"
06-01-2023 11:13:29.610222,"(3.4, 7.4, 6.9375)","(3.1, 4.2, 3.5277777777777777)","(5.0, 9.8, 6.6000000000000005)","(8.0, 16.0, 10.533333333333333)","(21.0, 140.0, 79.0)","(6.0, 9.6, 7.485714285714286)","(20.0, 140.0, 61.57142857142857)","(8.0, 10.0, 8.323809523809524)"
06-01-2023 11:13:30.762349,"(3.4, 7.4, 6.9375)","(3.1, 4.2, 3.5277777777777777)","(5.0, 9.8, 6.6000000000000005)","(8.0, 16.0, 10.533333333333333)","(21.0, 140.0, 79.0)","(6.0, 9.6, 7.485714285714286)","(20.0, 140.0, 61.57142857142857)","(8.0, 10.0, 8.323809523809524)"
06-01-2023 11:13:31.936498,"(3.4, 7.4, 6.9375)","(3.1, 4.2, 3.5277777777777777)","(5.0, 9.8, 6.6000000000000005)","(8.0, 16.0, 10.533333333333333)","(21.0, 140.0, 79.0)","(6.0, 9.6, 7.485714285714286)","(20.0, 140.0, 61.57142857142857)","(8.0, 10.0, 8.323809523809524)"
06-01-2023 11:13:33.064221,"(3.4, 7.4, 6.9375)","(3.1, 4.2, 3.5277777777777777)","(5.0, 9.8, 6.6000000000000005)","(8.0, 16.0, 10.533333333333333)","(21.0, 140.0, 79.0)","(6.0, 9.6, 7.485714285714286)","(20.0, 140.0, 61.57142857142857)","(8.0, 10.0, 8.323809523809524)"
06-01-2023 11:13:34.131158,"(3.4, 7.4, 6.9375)","(3.1, 4.2, 3.5277777777777777)","(5.0, 9.8, 6.6000000000000005)","(8.0, 16.0, 10.533333333333333)","(21.0, 140.0, 79.0)","(6.0, 9.6, 7.485714285714286)","(20.0, 140.0, 61.57142857142857)","(8.0, 10.0, 8.323809523809524)"
06-01-2023 11:13:35.220998,"(3.4, 7.4, 6.9375)","(3.1, 4.2, 3.5277777777777777)","(5.0, 9.8, 6.6000000000000005)","(8.0, 16.0, 10.533333333333333)","(21.0, 140.0, 79.0)","(6.0, 9.6, 7.485714285714286)","(20.0, 140.0, 61.57142857142857)","(8.0, 10.0, 8.323809523809524)"
06-01-2023 11:13:36.242984,"(3.4, 7.4, 6.9375)","(3.1, 4.2, 3.5277777777777777)","(5.0, 9.8, 6.6000000000000005)","(8.0, 16.0, 8.483333333333333)","(21.0, 140.0, 79.0)","(6.0, 9.6, 7.68)","(20.0, 140.0, 61.57142857142857)","(8.0, 10.0, 8.742857142857144)"
06-01-2023 11:13:37.298161,"(3.4, 7.4, 6.67)","(3.1, 4.1, 3.889473684210526)","(5.0, 9.8, 7.541176470588235)","(8.0, 16.0, 10.5)","(21.0, 140.0, 79.0)","(6.0, 9.6, 7.8)","(20.0, 140.0, 61.57142857142857)","(8.0, 10.0, 8.742857142857144)"
06-01-2023 11:13:38.366153,"(3.4, 7.4, 6.67)","(3.1, 4.1, 3.889473684210526)","(5.0, 9.8, 7.541176470588235)","(8.0, 16.0, 11.368421052631579)","(21.0, 140.0, 79.0)","(6.0, 9.6, 7.8)","(20.0, 140.0, 61.57142857142857)","(8.0, 10.0, 8.742857142857144)"
06-01-2023 11:13:39.512212,"(3.4, 7.4, 6.67)","(3.1, 4.1, 3.889473684210526)","(5.0, 9.8, 7.541176470588235)","(8.0, 16.0, 11.368421052631579)","(21.0, 140.0, 79.0)","(6.0, 9.6, 7.8)","(20.0, 140.0, 61.57142857142857)","(8.0, 10.0, 8.742857142857144)"
06-01-2023 11:13:40.605181,"(3.4, 7.4, 6.67)","(3.1, 4.1, 3.889473684210526)","(5.0, 9.8, 7.541176470588235)","(8.0, 16.0, 11.368421052631579)","(21.0, 140.0, 79.0)","(6.0, 9.6, 7.8)","(20.0, 140.0, 61.57142857142857)","(8.0, 10.0, 8.742857142857144)"
06-01-2023 11:13:41.684781,"(3.4, 7.4, 6.67)","(3.1, 4.1, 3.889473684210526)","(5.0, 9.8, 7.541176470588235)","(8.0, 16.0, 11.368421052631579)","(21.0, 140.0, 79.0)","(6.0, 9.6, 7.8)","(20.0, 140.0, 61.57142857142857)","(8.0, 10.0, 8.742857142857144)"
06-01-2023 11:13:42.798766,"(3.4, 7.4, 6.67)","(3.1, 4.1, 3.889473684210526)","(5.0, 9.8, 7.541176470588235)","(8.0, 16.0, 11.368421052631579)","(21.0, 140.0, 79.0)","(6.0, 9.6, 7.8)","(20.0, 140.0, 61.57142857142857)","(8.0, 10.0, 8.742857142857144)"
06-01-2023 11:13:43.906232,"(3.4, 7.4, 6.67)","(3.1, 4.1, 3.7666666666666666)","(5.0, 9.8, 7.541176470588235)","(8.0, 16.0, 11.368421052631579)","(21.0, 140.0, 79.0)","(6.0, 9.6, 7.8)","(20.0, 140.0, 61.57142857142857)","(8.0, 10.0, 8.742857142857144)"
06-01-2023 11:13:44.946141,"(3.4, 7.4, 6.67)","(3.1, 4.1, 3.7666666666666666)","(5.0, 9.8, 7.541176470588235)","(8.0, 16.0, 11.368421052631579)","(21.0, 140.0, 79.0)","(6.0, 9.6, 7.8)","(20.0, 140.0, 61.57142857142857)","(8.0, 10.0, 8.742857142857144)"
06-01-2023 11:13:45.983188,"(3.4, 7.4, 6.67)","(3.1, 4.1, 3.7666666666666666)","(5.0, 9.8, 7.541176470588235)","(8.0, 16.0, 11.368421052631579)","(21.0, 140.0, 79.0)","(6.0, 9.6, 7.8)","(20.0, 140.0, 61.57142857142857)","(8.0, 10.0, 8.742857142857144)"
06-01-2023 11:13:47.065513,"(3.4, 7.4, 6.67)","(3.1, 4.1, 3.7666666666666666)","(5.0, 9.8, 7.541176470588235)","(8.0, 16.0, 11.368421052631579)","(21.0, 140.0, 79.0)","(6.0, 9.6, 7.8)","(20.0, 140.0, 61.57142857142857)","(8.0, 10.0, 8.742857142857144)"
06-01-2023 11:13:48.194794,"(3.4, 7.4, 6.67)","(3.1, 4.1, 3.7666666666666666)","(5.0, 9.8, 7.541176470588235)","(8.0, 16.0, 11.368421052631579)","(21.0, 140.0, 79.0)","(6.0, 9.6, 7.8)","(20.0, 140.0, 61.57142857142857)","(8.0, 10.0, 8.742857142857144)"
06-01-2023 11:13:49.321861,"(3.4, 7.4, 6.67)","(3.1, 4.1, 3.7666666666666666)","(5.0, 9.8, 7.541176470588235)","(8.0, 16.0, 11.368421052631579)","(21.0, 140.0, 79.0)","(6.0, 9.6, 7.8)","(20.0, 140.0, 61.57142857142857)","(8.0, 10.0, 8.742857142857144)"
06-01-2023 11:13:50.355471,"(3.4, 7.4, 6.67)","(3.1, 4.1, 3.7666666666666666)","(5.0, 9.8, 7.541176470588235)","(8.0, 16.0, 11.368421052631579)","(21.0, 140.0, 79.0)","(6.0, 9.6, 7.8)","(20.0, 140.0, 61.57142857142857)","(8.0, 10.0, 8.742857142857144)"
06-01-2023 11:13:51.374725,"(3.4, 7.4, 6.67)","(3.1, 4.1, 3.7666666666666666)","(5.0, 9.8, 7.541176470588235)","(8.0, 16.0, 11.368421052631579)","(21.0, 140.0, 79.0)","(6.0, 9.6, 7.8)","(20.0, 140.0, 61.57142857142857)","(8.0, 10.0, 8.742857142857144)"
06-01-2023 11:13:52.368664,"(3.4, 7.4, 6.67)","(3.1, 4.1, 3.7666666666666666)","(5.0, 9.8, 7.541176470588235)","(8.0, 16.0, 11.368421052631579)","(21.0, 140.0, 79.0)","(6.0, 9.6, 7.8)","(20.0, 140.0, 61.57142857142857)","(8.0, 10.0, 8.742857142857144)"
06-01-2023 11:13:53.422510,"(3.4, 7.4, 6.67)","(3.1, 4.1, 3.7666666666666666)","(5.0, 9.8, 7.541176470588235)","(8.0, 16.0, 11.368421052631579)","(21.0, 140.0, 79.0)","(6.0, 9.6, 7.8)","(20.0, 140.0, 61.57142857142857)","(8.0, 10.0, 8.742857142857144)"
06-01-2023 11:13:54.524175,"(3.4, 7.4, 6.67)","(3.1, 4.1, 3.7666666666666666)","(5.0, 9.8, 7.541176470588235)","(8.0, 16.0, 11.368421052631579)","(21.0, 140.0, 79.0)","(6.0, 9.6, 8.4)","(20.0, 140.0, 61.57142857142857)","(8.0, 10.0, 8.742857142857144)"
06-01-2023 11:13:55.629669,"(3.4, 7.4, 6.67)","(3.1, 4.1, 3.7666666666666666)","(5.0, 9.8, 7.541176470588235)","(8.0, 16.0, 11.368421052631579)","(21.0, 140.0, 79.0)","(6.0, 9.6, 8.4)","(20.0, 140.0, 61.57142857142857)","(8.0, 10.0, 8.742857142857144)"
06-01-2023 11:13:56.783811,"(3.4, 7.4, 6.67)","(3.1, 4.1, 3.7666666666666666)","(5.0, 9.8, 7.541176470588235)","(8.0, 16.0, 11.368421052631579)","(21.0, 140.0, 79.0)","(6.0, 9.6, 8.4)","(20.0, 140.0, 61.57142857142857)","(8.0, 10.0, 8.742857142857144)"
06-01-2023 11:13:57.900994,"(3.4, 7.4, 6.67)","(3.1, 4.1, 3.7666666666666666)","(5.0, 9.8, 7.541176470588235)","(8.0, 16.0, 11.368421052631579)","(21.0, 140.0, 79.0)","(6.0, 9.6, 8.4)","(20.0, 140.0, 61.57142857142857)","(8.0, 10.0, 8.742857142857144)"
06-01-2023 11:13:58.964833,"(3.4, 7.4, 6.67)","(3.1, 4.1, 3.7666666666666666)","(5.0, 9.8, 7.541176470588235)","(8.0, 16.0, 11.368421052631579)","(21.0, 140.0, 79.0)","(6.0, 9.6, 8.4)","(20.0, 140.0, 61.57142857142857)","(8.0, 10.0, 8.742857142857144)"
06-01-2023 11:13:59.957722,"(3.4, 7.4, 6.67)","(3.1, 4.1, 3.7666666666666666)","(5.0, 9.8, 7.541176470588235)","(8.0, 16.0, 11.368421052631579)","(21.0, 140.0, 79.0)","(6.0, 9.6, 8.4)","(20.0, 140.0, 61.57142857142857)","(8.0, 10.0, 8.742857142857144)"
06-01-2023 11:14:01.016580,"(3.4, 7.4, 6.67)","(3.1, 4.1, 3.7666666666666666)","(5.0, 9.8, 7.541176470588235)","(8.0, 16.0, 11.368421052631579)","(21.0, 140.0, 79.0)","(6.0, 9.6, 8.4)","(20.0, 140.0, 61.57142857142857)","(8.0, 10.0, 8.742857142857144)"
06-01-2023 11:14:02.047467,"(3.4, 7.4, 6.67)","(3.1, 4.1, 3.7666666666666666)","(5.0, 9.8, 7.541176470588235)","(8.0, 16.0, 11.368421052631579)","(21.0, 140.0, 79.0)","(6.0, 9.6, 8.4)","(20.0, 140.0, 61.57142857142857)","(8.0, 10.0, 8.742857142857144)"
06-01-2023 11:14:03.121504,"(3.4, 7.4, 6.67)","(3.1, 4.1, 3.7666666666666666)","(5.0, 9.8, 7.541176470588235)","(8.0, 16.0, 11.368421052631579)","(21.0, 140.0, 79.0)","(6.0, 9.6, 8.4)","(20.0, 140.0, 61.57142857142857)","(8.0, 10.0, 8.742857142857144)"
06-01-2023 11:14:04.213225,"(3.4, 7.4, 6.67)","(3.1, 4.1, 3.7666666666666666)","(5.0, 9.8, 7.541176470588235)","(8.0, 16.0, 11.368421052631579)","(21.0, 140.0, 79.0)","(6.0, 9.6, 8.4)","(20.0, 140.0, 61.57142857142857)","(8.0, 10.0, 8.742857142857144)"
06-01-2023 11:14:05.249215,"(3.4, 7.4, 6.67)","(3.1, 4.1, 3.7666666666666666)","(5.0, 9.8, 7.541176470588235)","(8.0, 16.0, 11.368421052631579)","(21.0, 140.0, 79.0)","(6.0, 9.6, 8.4)","(20.0, 140.0, 61.57142857142857)","(8.0, 10.0, 8.742857142857144)"
06-01-2023 11:14:06.277750,"(3.4, 7.4, 6.67)","(3.1, 4.1, 3.7666666666666666)","(5.0, 9.8, 7.541176470588235)","(8.0, 16.0, 11.368421052631579)","(21.0, 140.0, 79.0)","(6.0, 9.6, 8.4)","(20.0, 140.0, 61.57142857142857)","(8.0, 10.0, 8.742857142857144)"
06-01-2023 11:14:07.307481,"(3.4, 7.4, 6.67)","(3.1, 4.1, 3.889473684210526)","(5.0, 9.8, 7.541176470588235)","(8.0, 16.0, 11.368421052631579)","(21.0, 140.0, 79.0)","(6.0, 9.6, 8.4)","(20.0, 140.0, 61.57142857142857)","(8.0, 10.0, 8.742857142857144)"
06-01-2023 11:14:08.305164,"(3.4, 7.4, 6.67)","(3.1, 4.1, 3.889473684210526)","(5.0, 9.8, 7.541176470588235)","(8.0, 16.0, 11.368421052631579)","(21.0, 140.0, 79.0)","(6.0, 9.6, 8.4)","(20.0, 140.0, 61.57142857142857)","(8.0, 10.0, 8.742857142857144)"
06-01-2023 11:14:09.357130,"(3.4, 7.4, 6.67)","(3.1, 4.1, 3.8999999999999995)","(5.0, 9.8, 7.541176470588235)","(8.0, 16.0, 11.368421052631579)","(21.0, 140.0, 79.0)","(6.0, 9.6, 8.4)","(20.0, 140.0, 61.57142857142857)","(8.0, 10.0, 8.742857142857144)"
06-01-2023 11:14:10.416270,"(3.4, 7.4, 6.67)","(3.1, 4.1, 3.8999999999999995)","(5.0, 9.8, 7.541176470588235)","(8.0, 16.0, 11.368421052631579)","(21.0, 140.0, 79.0)","(6.0, 9.6, 8.4)","(20.0, 140.0, 61.57142857142857)","(8.0, 10.0, 8.742857142857144)"
06-01-2023 11:14:11.551252,"(3.4, 7.4, 6.67)","(3.1, 4.1, 3.8999999999999995)","(5.0, 9.8, 7.541176470588235)","(8.0, 16.0, 11.11111111111111)","(21.0, 140.0, 79.0)","(6.0, 9.6, 8.4)","(20.0, 140.0, 61.57142857142857)","(8.0, 10.0, 8.742857142857144)"
06-01-2023 11:14:12.673263,"(3.4, 7.4, 6.67)","(3.1, 4.1, 3.8999999999999995)","(5.0, 9.8, 7.541176470588235)","(8.0, 16.0, 9.033333333333333)","(21.0, 140.0, 79.0)","(6.0, 9.6, 8.4)","(20.0, 140.0, 61.57142857142857)","(8.0, 10.0, 8.742857142857144)"
06-01-2023 11:14:13.781092,"(3.4, 7.4, 6.67)","(3.1, 4.1, 3.8999999999999995)","(5.0, 9.8, 7.541176470588235)","(8.0, 16.0, 9.033333333333333)","(21.0, 140.0, 79.0)","(6.0, 9.6, 8.4)","(20.0, 140.0, 61.57142857142857)","(8.0, 10.0, 8.742857142857144)"
06-01-2023 11:14:14.819675,"(3.4, 7.4, 6.67)","(3.1, 4.1, 3.8999999999999995)","(5.0, 9.8, 7.541176470588235)","(8.0, 16.0, 9.033333333333333)","(21.0, 140.0, 79.0)","(6.0, 9.6, 8.4)","(20.0, 140.0, 61.57142857142857)","(8.0, 10.0, 8.742857142857144)"
06-01-2023 11:14:15.887923,"(3.4, 7.4, 6.67)","(3.1, 4.1, 3.8999999999999995)","(5.0, 9.8, 7.541176470588235)","(8.0, 16.0, 9.033333333333333)","(21.0, 140.0, 79.0)","(6.0, 9.6, 8.4)","(20.0, 140.0, 61.57142857142857)","(8.0, 10.0, 8.742857142857144)"
06-01-2023 11:14:16.982725,"(3.4, 7.4, 6.67)","(3.1, 4.1, 3.8999999999999995)","(5.0, 9.8, 7.541176470588235)","(8.0, 16.0, 9.033333333333333)","(21.0, 140.0, 79.0)","(6.0, 9.6, 8.4)","(20.0, 140.0, 61.57142857142857)","(8.0, 10.0, 8.742857142857144)"
06-01-2023 11:14:18.096279,"(3.4, 7.4, 6.67)","(3.1, 4.1, 3.8999999999999995)","(5.0, 9.8, 7.541176470588235)","(8.0, 16.0, 9.033333333333333)","(21.0, 140.0, 79.0)","(6.0, 9.6, 8.4)","(20.0, 140.0, 61.57142857142857)","(8.0, 10.0, 8.742857142857144)"
06-01-2023 11:14:19.230128,"(3.4, 7.4, 6.67)","(3.1, 4.1, 3.8999999999999995)","(5.0, 9.8, 7.541176470588235)","(8.0, 16.0, 9.033333333333333)","(21.0, 140.0, 79.0)","(6.0, 9.6, 8.4)","(20.0, 140.0, 61.57142857142857)","(8.0, 10.0, 8.742857142857144)"
06-01-2023 11:14:20.374471,"(3.4, 7.4, 6.67)","(3.1, 4.1, 3.8999999999999995)","(5.0, 9.8, 7.541176470588235)","(8.0, 16.0, 9.033333333333333)","(21.0, 140.0, 79.0)","(6.0, 9.6, 8.4)","(20.0, 140.0, 61.57142857142857)","(8.0, 10.0, 8.742857142857144)"
06-01-2023 11:14:21.505161,"(3.4, 7.4, 6.67)","(3.1, 4.1, 3.8999999999999995)","(5.0, 9.8, 7.541176470588235)","(8.0, 16.0, 9.033333333333333)","(21.0, 140.0, 79.0)","(6.0, 9.6, 8.4)","(20.0, 140.0, 61.57142857142857)","(8.0, 10.0, 8.742857142857144)"
06-01-2023 11:14:22.604326,"(3.4, 7.4, 6.67)","(3.1, 4.1, 3.8999999999999995)","(5.0, 9.8, 7.541176470588235)","(8.0, 16.0, 9.033333333333333)","(21.0, 140.0, 79.0)","(6.0, 9.6, 8.4)","(20.0, 140.0, 61.57142857142857)","(8.0, 10.0, 8.742857142857144)"
06-01-2023 11:14:23.687912,"(3.4, 7.4, 6.67)","(3.1, 4.1, 3.8999999999999995)","(5.0, 9.8, 7.541176470588235)","(8.0, 16.0, 9.033333333333333)","(21.0, 140.0, 79.0)","(6.0, 9.6, 8.4)","(20.0, 140.0, 61.57142857142857)","(8.0, 10.0, 8.742857142857144)"
06-01-2023 11:14:24.749414,"(3.4, 7.4, 6.67)","(3.1, 4.1, 3.8999999999999995)","(5.0, 9.8, 7.541176470588235)","(8.0, 16.0, 9.033333333333333)","(21.0, 140.0, 79.0)","(6.0, 9.6, 8.4)","(20.0, 140.0, 61.57142857142857)","(8.0, 10.0, 8.742857142857144)"
06-01-2023 11:14:25.838727,"(3.4, 7.4, 6.67)","(3.1, 4.1, 3.8999999999999995)","(5.0, 9.8, 7.541176470588235)","(8.0, 16.0, 9.033333333333333)","(21.0, 140.0, 79.0)","(6.0, 9.6, 8.4)","(20.0, 140.0, 61.57142857142857)","(8.0, 10.0, 8.742857142857144)"
06-01-2023 11:14:26.970591,"(3.4, 7.4, 6.67)","(3.1, 4.1, 3.8999999999999995)","(5.0, 9.8, 7.541176470588235)","(8.0, 16.0, 9.033333333333333)","(21.0, 140.0, 79.0)","(6.0, 9.6, 8.4)","(20.0, 140.0, 61.57142857142857)","(8.0, 10.0, 8.742857142857144)"
06-01-2023 11:14:28.119573,"(3.4, 7.4, 6.67)","(3.1, 4.1, 3.8999999999999995)","(5.0, 9.8, 7.541176470588235)","(8.0, 16.0, 9.033333333333333)","(21.0, 140.0, 79.0)","(6.0, 9.6, 8.4)","(20.0, 140.0, 61.57142857142857)","(8.0, 10.0, 8.742857142857144)"
06-01-2023 11:14:29.319028,"(3.4, 7.4, 6.67)","(3.1, 4.1, 3.8999999999999995)","(5.0, 9.8, 7.541176470588235)","(8.0, 16.0, 9.033333333333333)","(21.0, 140.0, 79.0)","(6.0, 9.6, 8.4)","(20.0, 140.0, 61.57142857142857)","(8.0, 10.0, 8.742857142857144)"
06-01-2023 11:14:30.485707,"(3.4, 7.4, 6.67)","(3.1, 4.1, 3.8999999999999995)","(5.0, 9.8, 7.541176470588235)","(8.0, 16.0, 9.033333333333333)","(21.0, 140.0, 79.0)","(6.0, 9.6, 8.4)","(20.0, 140.0, 61.57142857142857)","(8.0, 10.0, 8.742857142857144)"
