,Global Hero,Yeah Sweetie,Impassioned,La Brea,Wonder Jab,Hartley Bale,Buck Knife,Bank On Frankie
05-01-2023 13:17:59.623415,"(8.0, 16.0, 13.525)","(13.0, 27.0, 24.4)","(10.0, 22.0, 21.666666666666668)","(4.8, 8.4, 7.4750000000000005)","(41.0, 190.0, 83.5)","(2.5, 3.6, 3.21)","(6.0, 11.0, 8.3)","(4.4, 6.4, 5.466666666666667)"
05-01-2023 13:18:00.880500,"(8.0, 16.0, 13.525)","(13.0, 27.0, 24.4)","(10.0, 22.0, 21.666666666666668)","(4.8, 8.4, 7.4750000000000005)","(41.0, 190.0, 83.5)","(2.5, 3.6, 3.21)","(6.0, 11.0, 8.3)","(4.4, 6.4, 5.466666666666667)"
05-01-2023 13:18:02.127934,"(8.0, 16.0, 13.525)","(13.0, 27.0, 24.4)","(10.0, 22.0, 21.666666666666668)","(4.8, 8.4, 7.4750000000000005)","(41.0, 190.0, 83.5)","(2.5, 3.6, 3.21)","(6.0, 11.0, 8.3)","(4.4, 6.4, 5.466666666666667)"
05-01-2023 13:18:03.409665,"(8.0, 16.0, 13.525)","(13.0, 27.0, 18.727272727272727)","(10.0, 22.0, 23.307692307692307)","(4.8, 8.4, 6.4363636363636365)","(41.0, 190.0, 114.0)","(2.5, 3.6, 3.21)","(6.0, 11.0, 8.3)","(4.4, 6.4, 5.2)"
05-01-2023 13:18:04.684716,"(8.0, 16.0, 14.254545454545454)","(13.0, 27.0, 18.727272727272727)","(10.0, 27.0, 23.307692307692307)","(4.8, 8.4, 6.085714285714285)","(41.0, 180.0, 114.0)","(2.5, 3.6, 3.21)","(6.0, 11.0, 9.2)","(4.4, 6.2, 5.2)"
05-01-2023 13:18:05.925208,"(8.0, 16.0, 14.254545454545454)","(13.0, 27.0, 18.727272727272727)","(10.0, 28.0, 26.833333333333336)","(4.8, 8.4, 6.085714285714285)","(41.0, 180.0, 114.0)","(2.5, 3.6, 3.21)","(6.0, 11.0, 9.2)","(4.4, 6.2, 5.2)"
05-01-2023 13:18:07.289897,"(8.0, 16.0, 14.254545454545454)","(13.0, 27.0, 18.727272727272727)","(10.0, 28.0, 26.833333333333336)","(4.8, 8.4, 6.085714285714285)","(41.0, 180.0, 114.0)","(2.5, 3.6, 3.21)","(6.0, 9.6, 8.783333333333333)","(4.4, 6.2, 5.2)"
05-01-2023 13:18:08.417117,"(8.0, 16.0, 14.254545454545454)","(13.0, 27.0, 18.727272727272727)","(10.0, 26.0, 25.166666666666668)","(4.8, 8.4, 6.216666666666666)","(41.0, 180.0, 114.0)","(2.5, 3.6, 3.21)","(6.0, 9.6, 9.335135135135134)","(4.4, 6.2, 5.2)"
05-01-2023 13:18:09.576694,"(8.0, 16.0, 15.507692307692308)","(13.0, 27.0, 18.727272727272727)","(10.0, 26.0, 25.166666666666668)","(4.8, 8.2, 6.030769230769231)","(41.0, 180.0, 114.0)","(2.5, 3.6, 3.21)","(6.0, 9.6, 9.335135135135134)","(4.4, 6.2, 5.36)"
05-01-2023 13:18:10.691271,"(8.0, 16.0, 15.507692307692308)","(13.0, 27.0, 18.727272727272727)","(10.0, 26.0, 22.25)","(4.8, 8.0, 5.126530612244898)","(41.0, 180.0, 114.0)","(2.5, 3.6, 3.21)","(6.0, 9.6, 9.335135135135134)","(4.4, 6.8, 5.114285714285714)"
05-01-2023 13:18:11.837196,"(8.0, 16.0, 14.2)","(13.0, 27.0, 18.727272727272727)","(10.0, 26.0, 22.25)","(4.8, 8.0, 5.126530612244898)","(41.0, 180.0, 114.0)","(2.5, 3.6, 3.21)","(6.0, 9.6, 9.335135135135134)","(4.4, 6.6, 5.114285714285714)"
05-01-2023 13:18:12.988890,"(8.0, 16.0, 14.2)","(13.0, 27.0, 18.727272727272727)","(10.0, 26.0, 22.25)","(4.8, 8.0, 5.126530612244898)","(41.0, 180.0, 60.90909090909091)","(2.5, 3.6, 3.21)","(6.0, 9.6, 9.335135135135134)","(4.4, 6.6, 5.114285714285714)"
05-01-2023 13:18:14.110110,"(8.0, 16.0, 14.2)","(13.0, 27.0, 18.727272727272727)","(10.0, 26.0, 22.25)","(4.8, 8.0, 5.126530612244898)","(41.0, 190.0, 85.33333333333334)","(2.5, 3.6, 3.21)","(6.0, 9.6, 9.335135135135134)","(4.4, 6.6, 5.032)"
05-01-2023 13:18:15.298367,"(8.0, 16.0, 15.5)","(13.0, 27.0, 18.727272727272727)","(10.0, 26.0, 22.25)","(4.8, 8.0, 6.8)","(41.0, 160.0, 85.33333333333334)","(2.5, 3.6, 3.21)","(6.0, 9.6, 9.335135135135134)","(4.4, 6.6, 5.15)"
05-01-2023 13:18:16.487725,"(8.0, 16.0, 15.5)","(13.0, 27.0, 18.727272727272727)","(10.0, 26.0, 22.25)","(4.8, 7.6, 6.514285714285714)","(41.0, 160.0, 65.0)","(2.5, 3.6, 3.21)","(6.0, 9.6, 9.335135135135134)","(4.4, 6.2, 5.030769230769231)"
05-01-2023 13:18:17.688773,"(8.0, 16.0, 15.5)","(13.0, 27.0, 18.727272727272727)","(10.0, 26.0, 22.25)","(4.8, 7.2, 6.199999999999999)","(41.0, 150.0, 65.0)","(2.5, 3.6, 3.21)","(6.0, 9.6, 9.335135135135134)","(4.4, 6.2, 5.166666666666667)"
05-01-2023 13:18:18.980054,"(8.0, 16.0, 13.0)","(13.0, 27.0, 18.52173913043478)","(10.0, 26.0, 22.25)","(4.8, 7.6, 5.666666666666667)","(41.0, 150.0, 65.0)","(2.5, 3.6, 3.21)","(6.0, 9.6, 9.335135135135134)","(4.4, 6.0, 5.1125)"
05-01-2023 13:18:20.139662,"(8.0, 16.0, 13.0)","(13.0, 27.0, 18.52173913043478)","(10.0, 26.0, 22.25)","(4.8, 7.4, 4.9624999999999995)","(41.0, 150.0, 65.0)","(2.5, 3.6, 3.21)","(6.0, 9.6, 9.335135135135134)","(4.4, 5.9, 5.025714285714286)"
05-01-2023 13:18:21.220407,"(8.0, 16.0, 15.514705882352942)","(13.0, 27.0, 18.52173913043478)","(10.0, 26.0, 22.25)","(4.8, 7.4, 4.9624999999999995)","(41.0, 150.0, 65.0)","(2.5, 3.6, 3.21)","(6.0, 9.6, 9.335135135135134)","(4.4, 5.9, 5.025714285714286)"
05-01-2023 13:18:22.626893,"(8.0, 16.0, 13.0)","(13.0, 27.0, 18.52173913043478)","(10.0, 26.0, 22.25)","(4.8, 7.4, 5.105882352941176)","(41.0, 150.0, 65.0)","(2.5, 3.6, 3.21)","(6.0, 9.6, 10.05)","(4.4, 5.9, 5.025714285714286)"
05-01-2023 13:18:23.826123,"(8.0, 16.0, 13.0)","(13.0, 27.0, 18.52173913043478)","(10.0, 26.0, 24.5)","(4.8, 7.4, 5.907692307692308)","(41.0, 150.0, 65.0)","(2.5, 3.6, 3.21)","(6.0, 11.5, 10.21111111111111)","(4.4, 5.9, 5.1)"
05-01-2023 13:18:24.965327,"(8.0, 16.0, 13.0)","(13.0, 27.0, 18.52173913043478)","(10.0, 26.0, 24.5)","(4.8, 7.2, 5.65)","(41.0, 150.0, 65.0)","(2.5, 3.6, 3.21)","(6.0, 11.5, 10.21111111111111)","(4.4, 5.8, 5.116666666666667)"
05-01-2023 13:18:26.184517,"(8.0, 16.0, 14.3125)","(13.0, 27.0, 18.52173913043478)","(10.0, 26.0, 25.22222222222222)","(4.8, 7.0, 5.65)","(41.0, 150.0, 65.0)","(2.5, 3.6, 3.21)","(6.0, 11.5, 10.21111111111111)","(4.4, 5.7, 5.1)"
05-01-2023 13:18:27.419186,"(8.0, 16.0, 14.3125)","(13.0, 27.0, 18.52173913043478)","(10.0, 26.0, 25.22222222222222)","(4.8, 7.0, 5.12340425531915)","(41.0, 150.0, 65.0)","(2.5, 3.6, 2.9175)","(6.0, 11.5, 11.113333333333333)","(4.4, 5.7, 5.07)"
05-01-2023 13:18:28.685718,"(8.0, 16.0, 15.53448275862069)","(13.0, 26.0, 20.153846153846153)","(10.0, 26.0, 25.22222222222222)","(4.8, 7.0, 6.257142857142857)","(41.0, 150.0, 65.0)","(2.5, 3.6, 2.9175)","(6.0, 11.5, 9.34)","(4.4, 5.7, 5.07)"
05-01-2023 13:18:29.900343,"(8.0, 16.0, 15.53448275862069)","(13.0, 24.0, 21.2)","(10.0, 26.0, 25.22222222222222)","(4.8, 6.8, 5.608333333333333)","(41.0, 150.0, 65.0)","(2.5, 3.6, 2.9175)","(6.0, 11.5, 9.34)","(4.4, 5.7, 5.07)"
05-01-2023 13:18:31.090598,"(8.0, 16.0, 15.53448275862069)","(13.0, 23.0, 21.2)","(10.0, 26.0, 25.22222222222222)","(4.8, 6.6, 5.112500000000001)","(41.0, 150.0, 65.0)","(2.5, 3.6, 2.9175)","(6.0, 11.5, 9.34)","(4.4, 5.7, 5.024137931034483)"
05-01-2023 13:18:32.216812,"(8.0, 16.0, 14.5)","(13.0, 23.0, 17.130434782608695)","(10.0, 26.0, 25.22222222222222)","(4.8, 6.6, 5.112500000000001)","(41.0, 150.0, 65.0)","(2.5, 3.6, 2.9175)","(6.0, 11.5, 9.34)","(4.4, 5.7, 5.024137931034483)"
05-01-2023 13:18:33.307438,"(8.0, 16.0, 14.5)","(13.0, 23.0, 17.130434782608695)","(10.0, 26.0, 25.22222222222222)","(4.8, 6.6, 5.441666666666667)","(41.0, 150.0, 61.14285714285714)","(2.5, 3.6, 2.9175)","(6.0, 11.5, 9.34)","(4.4, 5.7, 5.075)"
05-01-2023 13:18:34.441246,"(8.0, 16.0, 15.555555555555555)","(13.0, 23.0, 17.130434782608695)","(10.0, 26.0, 25.22222222222222)","(4.8, 6.2, 5.441666666666667)","(41.0, 140.0, 61.14285714285714)","(2.5, 3.6, 2.9175)","(6.0, 11.5, 9.34)","(4.4, 5.6, 5.075)"
05-01-2023 13:18:35.477153,"(8.0, 16.0, 15.555555555555555)","(13.0, 23.0, 17.130434782608695)","(10.0, 26.0, 25.22222222222222)","(4.8, 6.2, 5.441666666666667)","(41.0, 140.0, 61.14285714285714)","(2.5, 3.6, 2.9175)","(6.0, 11.5, 9.34)","(4.4, 5.6, 5.075)"
05-01-2023 13:18:36.644103,"(8.0, 16.0, 15.555555555555555)","(13.0, 21.0, 19.6)","(10.0, 26.0, 25.22222222222222)","(4.8, 6.2, 5.080555555555556)","(41.0, 140.0, 61.14285714285714)","(2.5, 3.6, 2.9175)","(6.0, 11.5, 9.34)","(4.4, 5.6, 5.02)"
05-01-2023 13:18:38.022833,"(8.0, 16.0, 15.555555555555555)","(13.0, 21.0, 19.6)","(10.0, 26.0, 25.22222222222222)","(4.8, 6.2, 4.923529411764706)","(41.0, 140.0, 61.14285714285714)","(2.5, 3.6, 2.9175)","(6.0, 11.5, 9.34)","(4.4, 5.6, 5.02)"
05-01-2023 13:18:39.574919,"(8.0, 16.0, 14.6875)","(13.0, 21.0, 16.240000000000002)","(10.0, 26.0, 25.22222222222222)","(4.8, 6.2, 5.358333333333333)","(41.0, 140.0, 61.14285714285714)","(2.5, 3.6, 2.9175)","(6.0, 11.5, 9.34)","(4.4, 5.6, 5.02)"
05-01-2023 13:18:40.799049,"(8.0, 16.0, 14.6875)","(13.0, 21.0, 16.240000000000002)","(10.0, 26.0, 25.22222222222222)","(4.8, 6.0, 5.358333333333333)","(41.0, 140.0, 61.14285714285714)","(2.5, 3.6, 2.9175)","(6.0, 11.5, 9.34)","(4.4, 5.6, 5.02)"
05-01-2023 13:18:42.049686,"(8.0, 16.0, 14.6875)","(13.0, 21.0, 16.240000000000002)","(10.0, 26.0, 25.22222222222222)","(4.8, 6.0, 5.358333333333333)","(41.0, 140.0, 61.14285714285714)","(2.5, 3.6, 2.9175)","(6.0, 11.5, 9.34)","(4.4, 5.6, 5.02)"
05-01-2023 13:18:43.514115,"(8.0, 16.0, 15.58)","(13.0, 20.0, 18.4)","(10.0, 26.0, 22.666666666666668)","(4.8, 6.0, 5.066666666666667)","(41.0, 140.0, 61.14285714285714)","(2.5, 3.6, 2.9175)","(6.0, 11.5, 9.34)","(4.4, 5.6, 5.02)"
05-01-2023 13:18:45.067110,"(8.0, 16.0, 15.475)","(13.0, 19.5, 15.692307692307692)","(10.0, 23.0, 22.666666666666668)","(4.8, 6.0, 4.956521739130435)","(41.0, 140.0, 61.14285714285714)","(2.5, 3.6, 2.9175)","(6.0, 11.5, 9.34)","(4.4, 5.6, 5.02)"
05-01-2023 13:18:46.790420,"(8.0, 16.0, 14.875)","(13.0, 19.5, 14.804347826086957)","(10.0, 23.0, 22.666666666666668)","(4.8, 6.0, 5.12)","(41.0, 140.0, 61.14285714285714)","(2.5, 3.6, 3.0275)","(6.0, 11.5, 9.34)","(4.4, 5.6, 5.02)"
05-01-2023 13:18:48.398102,"(8.0, 16.0, 15.608695652173914)","(13.0, 19.5, 14.357142857142858)","(10.0, 23.0, 22.666666666666668)","(4.8, 6.0, 5.12)","(41.0, 140.0, 75.33333333333333)","(2.5, 3.65, 3.0275)","(6.0, 11.5, 9.34)","(4.4, 5.6, 5.027272727272727)"
05-01-2023 13:18:49.941834,"(8.0, 16.0, 15.608695652173914)","(13.0, 19.5, 15.5625)","(10.0, 23.0, 21.666666666666668)","(4.8, 6.0, 5.12)","(41.0, 130.0, 75.33333333333333)","(2.5, 3.65, 3.0275)","(6.0, 11.5, 9.34)","(4.4, 5.6, 5.027272727272727)"
05-01-2023 13:18:51.466245,"(8.0, 16.0, 15.608695652173914)","(13.0, 19.0, 14.1875)","(10.0, 23.0, 22.0)","(4.8, 6.0, 5.12)","(41.0, 130.0, 75.33333333333333)","(2.5, 3.65, 3.0275)","(6.0, 11.5, 9.34)","(4.4, 5.6, 5.027272727272727)"
05-01-2023 13:18:52.975803,"(8.0, 16.0, 15.0625)","(13.0, 19.0, 14.1875)","(10.0, 23.0, 22.0)","(4.8, 6.0, 5.04)","(41.0, 130.0, 59.714285714285715)","(2.5, 3.65, 3.0275)","(6.0, 11.5, 9.34)","(4.4, 5.6, 5.027272727272727)"
05-01-2023 13:18:54.593854,"(8.0, 16.0, 15.642857142857142)","(13.0, 19.0, 14.1875)","(10.0, 23.0, 22.0)","(4.8, 6.0, 5.04)","(41.0, 130.0, 59.714285714285715)","(2.5, 3.65, 3.0275)","(6.0, 11.5, 9.34)","(4.4, 5.6, 5.027272727272727)"
05-01-2023 13:18:56.013122,"(8.0, 16.0, 15.642857142857142)","(13.0, 19.0, 14.368421052631579)","(10.0, 23.0, 22.0)","(4.8, 6.0, 5.04)","(41.0, 130.0, 59.714285714285715)","(2.5, 3.65, 3.0275)","(6.0, 11.5, 9.34)","(4.4, 5.6, 5.027272727272727)"
05-01-2023 13:18:57.397536,"(8.0, 16.0, 15.642857142857142)","(13.0, 19.0, 15.375)","(10.0, 23.0, 22.6)","(4.8, 6.0, 5.04)","(41.0, 130.0, 59.714285714285715)","(2.5, 3.65, 3.0275)","(6.0, 11.5, 9.34)","(4.4, 5.6, 5.027272727272727)"
05-01-2023 13:18:58.712417,"(8.0, 16.0, 15.642857142857142)","(13.0, 18.5, 15.375)","(10.0, 23.0, 22.6)","(4.8, 6.0, 4.916666666666667)","(41.0, 130.0, 59.714285714285715)","(2.5, 3.65, 3.0275)","(6.0, 11.5, 9.34)","(4.4, 5.6, 5.027272727272727)"
05-01-2023 13:18:59.921734,"(8.0, 16.0, 15.53125)","(13.0, 18.5, 14.181818181818182)","(10.0, 23.0, 21.454545454545453)","(4.8, 6.0, 5.04)","(41.0, 130.0, 59.714285714285715)","(2.5, 3.65, 3.0275)","(6.0, 11.5, 9.34)","(4.4, 5.6, 5.027272727272727)"
05-01-2023 13:19:01.105578,"(8.0, 16.0, 15.25)","(13.0, 18.5, 14.181818181818182)","(10.0, 22.0, 21.454545454545453)","(4.8, 6.0, 5.04)","(41.0, 130.0, 59.714285714285715)","(2.5, 3.65, 3.0275)","(6.0, 11.5, 9.34)","(4.4, 5.6, 5.027272727272727)"
05-01-2023 13:19:02.423685,"(8.0, 16.0, 15.25)","(13.0, 18.5, 14.181818181818182)","(10.0, 22.0, 21.454545454545453)","(4.8, 6.0, 5.04)","(41.0, 130.0, 59.714285714285715)","(2.5, 3.65, 3.0275)","(6.0, 11.5, 9.34)","(4.4, 5.6, 5.027272727272727)"
05-01-2023 13:19:03.702194,"(8.0, 16.0, 15.7)","(13.0, 18.5, 15.1875)","(10.0, 22.0, 21.454545454545453)","(4.8, 6.0, 5.04)","(41.0, 130.0, 59.714285714285715)","(2.5, 3.65, 3.0275)","(6.0, 11.5, 9.34)","(4.4, 5.6, 5.027272727272727)"
05-01-2023 13:19:04.963455,"(8.0, 16.0, 15.7)","(13.0, 18.0, 15.1875)","(10.0, 22.0, 21.25)","(4.8, 6.0, 5.04)","(41.0, 130.0, 59.714285714285715)","(2.5, 3.65, 3.0275)","(6.0, 11.5, 9.34)","(4.4, 5.6, 5.027272727272727)"
05-01-2023 13:19:06.280790,"(8.0, 16.0, 15.7)","(13.0, 18.0, 14.142857142857142)","(10.0, 22.0, 21.25)","(4.8, 6.0, 4.916666666666667)","(41.0, 130.0, 58.285714285714285)","(2.5, 3.65, 3.0275)","(6.0, 11.5, 9.34)","(4.4, 5.6, 5.027272727272727)"
05-01-2023 13:19:07.698368,"(8.0, 16.0, 15.6)","(13.0, 18.0, 14.142857142857142)","(10.0, 22.0, 21.25)","(4.8, 6.0, 5.04)","(41.0, 120.0, 58.285714285714285)","(2.5, 3.65, 3.0275)","(6.0, 11.5, 9.34)","(4.4, 5.6, 5.027272727272727)"
05-01-2023 13:19:09.018390,"(8.0, 17.5, 17.794117647058822)","(13.0, 18.0, 14.142857142857142)","(10.0, 22.0, 21.25)","(4.8, 6.0, 5.04)","(41.0, 120.0, 58.285714285714285)","(2.5, 3.65, 3.0275)","(6.0, 11.5, 9.34)","(4.4, 5.6, 5.027272727272727)"
05-01-2023 13:19:10.348570,"(8.0, 18.0, 17.61111111111111)","(13.0, 18.0, 15.0)","(10.0, 22.0, 21.25)","(4.8, 6.0, 5.04)","(41.0, 120.0, 74.4)","(2.5, 3.65, 3.0275)","(6.0, 11.5, 10.185714285714285)","(4.4, 5.6, 5.027272727272727)"
05-01-2023 13:19:11.555299,"(8.0, 18.0, 17.61111111111111)","(13.0, 17.5, 14.1)","(10.0, 22.0, 21.25)","(4.8, 6.0, 5.04)","(41.0, 120.0, 74.4)","(2.5, 3.65, 3.0275)","(6.0, 11.5, 10.185714285714285)","(4.4, 5.6, 5.027272727272727)"
05-01-2023 13:19:12.757524,"(8.0, 18.0, 17.61111111111111)","(13.0, 17.5, 14.1)","(10.0, 22.0, 21.25)","(4.8, 6.0, 5.04)","(41.0, 120.0, 74.4)","(2.5, 3.65, 3.0275)","(6.0, 11.5, 9.5)","(4.4, 5.6, 5.027272727272727)"
05-01-2023 13:19:13.901165,"(8.0, 18.0, 17.61111111111111)","(13.0, 17.5, 14.1)","(10.0, 22.0, 20.714285714285715)","(4.8, 6.0, 5.04)","(41.0, 120.0, 74.4)","(2.5, 3.65, 3.0275)","(6.0, 11.5, 9.5)","(4.4, 5.6, 5.027272727272727)"
05-01-2023 13:19:14.950391,"(8.0, 18.0, 17.5)","(13.0, 17.5, 14.1)","(10.0, 21.0, 20.714285714285715)","(4.8, 6.0, 5.04)","(41.0, 120.0, 74.4)","(2.5, 3.65, 3.0275)","(6.0, 11.5, 9.5)","(4.4, 5.6, 4.836363636363636)"
05-01-2023 13:19:15.981552,"(8.0, 18.0, 17.8)","(13.0, 17.5, 14.1)","(10.0, 21.0, 20.6)","(4.8, 6.0, 5.04)","(41.0, 120.0, 74.4)","(2.5, 3.65, 3.0275)","(6.0, 11.5, 9.5)","(4.4, 5.6, 4.836363636363636)"
05-01-2023 13:19:17.035951,"(8.0, 18.0, 17.8)","(13.0, 17.5, 14.1)","(10.0, 21.0, 20.6)","(4.8, 6.0, 5.04)","(41.0, 120.0, 74.4)","(2.5, 3.65, 3.0275)","(6.0, 11.5, 9.5)","(4.4, 5.6, 4.836363636363636)"
05-01-2023 13:19:18.165133,"(8.0, 18.0, 17.8)","(13.0, 17.0, 14.8125)","(10.0, 21.0, 20.6)","(4.8, 6.0, 5.04)","(41.0, 120.0, 74.4)","(2.5, 3.65, 3.0275)","(6.0, 11.5, 9.5)","(4.4, 5.6, 4.836363636363636)"
05-01-2023 13:19:19.443080,"(8.0, 18.0, 17.8)","(13.0, 17.0, 14.052631578947368)","(10.0, 21.0, 20.0)","(4.8, 6.0, 5.04)","(41.0, 120.0, 81.71428571428572)","(2.5, 3.65, 3.0275)","(6.0, 11.5, 9.5)","(4.4, 5.6, 4.836363636363636)"
05-01-2023 13:19:20.571739,"(8.0, 18.0, 17.8)","(13.0, 17.0, 14.052631578947368)","(10.0, 21.0, 20.0)","(4.8, 6.0, 5.04)","(41.0, 110.0, 68.0)","(2.5, 3.65, 3.0275)","(6.0, 11.5, 9.5)","(4.4, 5.6, 4.836363636363636)"
05-01-2023 13:19:21.736233,"(8.0, 18.0, 17.583333333333332)","(13.0, 17.0, 14.052631578947368)","(10.0, 21.0, 20.0)","(4.8, 6.0, 5.04)","(41.0, 110.0, 68.0)","(2.5, 3.65, 3.0275)","(6.0, 11.5, 10.477777777777778)","(4.4, 5.6, 4.836363636363636)"
05-01-2023 13:19:22.856220,"(8.0, 18.0, 17.583333333333332)","(13.0, 17.0, 14.052631578947368)","(10.0, 21.0, 20.0)","(4.8, 6.0, 5.04)","(41.0, 110.0, 68.0)","(2.5, 3.65, 3.0275)","(6.0, 11.5, 11.146153846153846)","(4.4, 5.6, 4.836363636363636)"
05-01-2023 13:19:23.948231,"(8.0, 18.0, 17.821428571428573)","(13.0, 17.0, 14.052631578947368)","(10.0, 21.0, 20.0)","(4.8, 6.0, 5.04)","(41.0, 110.0, 68.0)","(2.5, 3.65, 3.0275)","(6.0, 11.5, 11.146153846153846)","(4.4, 5.6, 4.836363636363636)"
05-01-2023 13:19:24.960345,"(8.0, 18.0, 17.821428571428573)","(13.0, 16.5, 14.625)","(10.0, 21.0, 20.0)","(4.8, 6.0, 5.04)","(41.0, 110.0, 81.71428571428572)","(2.5, 3.65, 3.0275)","(6.0, 11.5, 11.146153846153846)","(4.4, 5.6, 4.836363636363636)"
05-01-2023 13:19:26.049764,"(8.0, 18.5, 18.285714285714285)","(13.0, 16.5, 14.0)","(10.0, 21.0, 20.0)","(4.8, 6.0, 5.04)","(41.0, 110.0, 81.71428571428572)","(2.5, 3.65, 3.0275)","(6.0, 11.5, 11.146153846153846)","(4.4, 5.6, 4.836363636363636)"
05-01-2023 13:19:27.081012,"(8.0, 18.5, 18.285714285714285)","(13.0, 16.5, 14.0)","(10.0, 21.0, 20.0)","(4.8, 6.0, 5.04)","(41.0, 110.0, 81.71428571428572)","(2.5, 3.65, 3.0275)","(6.0, 11.5, 11.146153846153846)","(4.4, 5.6, 4.836363636363636)"
05-01-2023 13:19:28.262285,"(8.0, 18.5, 18.083333333333332)","(13.0, 16.5, 14.0)","(10.0, 21.0, 20.0)","(4.8, 6.0, 5.04)","(41.0, 110.0, 81.71428571428572)","(2.5, 3.65, 3.0275)","(6.0, 11.5, 11.146153846153846)","(4.4, 5.6, 4.836363636363636)"
05-01-2023 13:19:29.346014,"(8.0, 18.5, 18.307692307692307)","(13.0, 16.5, 14.0)","(10.0, 21.0, 20.0)","(4.8, 6.0, 5.04)","(41.0, 110.0, 81.71428571428572)","(2.5, 3.65, 3.0275)","(6.0, 11.5, 11.146153846153846)","(4.4, 5.6, 4.836363636363636)"
05-01-2023 13:19:30.483677,"(8.0, 18.5, 18.307692307692307)","(13.0, 16.5, 14.0)","(10.0, 21.0, 20.0)","(4.8, 6.0, 5.04)","(41.0, 110.0, 60.5)","(2.5, 3.65, 3.0275)","(6.0, 11.5, 11.146153846153846)","(4.4, 5.6, 4.836363636363636)"
05-01-2023 13:19:31.587356,"(8.0, 18.5, 18.307692307692307)","(13.0, 16.5, 14.192307692307692)","(10.0, 21.0, 20.0)","(4.8, 6.0, 5.04)","(41.0, 110.0, 56.0)","(2.5, 3.65, 3.0275)","(6.0, 11.5, 11.146153846153846)","(4.4, 5.6, 4.836363636363636)"
05-01-2023 13:19:32.712781,"(8.0, 18.5, 18.307692307692307)","(13.0, 16.0, 14.636363636363637)","(10.0, 21.0, 20.0)","(4.8, 6.0, 5.04)","(41.0, 110.0, 102.71428571428571)","(2.5, 3.65, 3.0275)","(6.0, 11.5, 11.146153846153846)","(4.4, 5.6, 4.836363636363636)"
05-01-2023 13:19:33.843635,"(8.0, 18.5, 18.307692307692307)","(13.0, 16.0, 14.636363636363637)","(10.0, 21.0, 20.0)","(4.8, 6.0, 4.916666666666667)","(41.0, 110.0, 60.5)","(2.5, 3.65, 3.0275)","(6.0, 11.5, 11.146153846153846)","(4.4, 5.6, 4.836363636363636)"
05-01-2023 13:19:34.991051,"(8.0, 18.5, 17.944444444444443)","(13.0, 16.0, 13.947368421052632)","(10.0, 21.0, 20.0)","(4.8, 6.0, 5.04)","(41.0, 110.0, 60.5)","(2.5, 3.65, 3.0275)","(6.0, 11.5, 11.146153846153846)","(4.4, 5.6, 4.836363636363636)"
05-01-2023 13:19:36.100133,"(8.0, 18.5, 17.928571428571427)","(13.0, 16.0, 13.947368421052632)","(10.0, 21.0, 20.0)","(4.8, 6.0, 5.04)","(41.0, 110.0, 58.0)","(2.5, 3.65, 3.0275)","(6.0, 11.5, 11.146153846153846)","(4.4, 5.6, 4.836363636363636)"
05-01-2023 13:19:37.155466,"(8.0, 18.5, 18.192307692307693)","(13.0, 16.0, 13.947368421052632)","(10.0, 21.0, 20.0)","(4.8, 6.0, 5.04)","(41.0, 100.0, 58.0)","(2.5, 3.65, 3.0275)","(6.0, 11.5, 11.146153846153846)","(4.4, 5.6, 4.836363636363636)"
05-01-2023 13:19:38.530500,"(8.0, 18.5, 18.192307692307693)","(13.0, 16.0, 13.947368421052632)","(10.0, 21.0, 20.0)","(4.8, 6.0, 5.04)","(41.0, 100.0, 58.0)","(2.5, 3.65, 3.0275)","(6.0, 11.5, 11.146153846153846)","(4.4, 5.6, 4.836363636363636)"
05-01-2023 13:19:39.689793,"(8.0, 18.5, 18.192307692307693)","(13.0, 15.5, 14.363636363636363)","(10.0, 21.0, 20.0)","(4.8, 6.0, 5.04)","(41.0, 100.0, 58.0)","(2.5, 3.65, 3.0275)","(6.0, 11.5, 11.146153846153846)","(4.4, 5.6, 4.836363636363636)"
05-01-2023 13:19:40.748830,"(8.0, 18.5, 18.192307692307693)","(13.0, 15.5, 13.416666666666666)","(10.0, 21.0, 20.0)","(4.8, 5.9, 5.35)","(41.0, 100.0, 58.0)","(2.5, 3.65, 3.0275)","(6.0, 11.5, 11.146153846153846)","(4.4, 5.6, 4.836363636363636)"
05-01-2023 13:19:41.990924,"(8.0, 19.0, 15.333333333333334)","(13.0, 15.5, 13.192307692307692)","(10.0, 21.0, 20.0)","(4.8, 5.9, 5.35)","(41.0, 100.0, 58.0)","(2.5, 3.65, 3.0275)","(6.0, 11.5, 11.146153846153846)","(4.4, 5.6, 4.836363636363636)"
05-01-2023 13:19:43.056637,"(8.0, 18.5, 15.166666666666666)","(13.0, 15.5, 13.192307692307692)","(10.0, 21.0, 20.0)","(5.0, 5.9, 5.35)","(51.0, 100.0, 58.0)","(2.5, 3.65, 3.0275)","(6.0, 11.5, 11.146153846153846)","(4.4, 5.6, 4.6454545454545455)"
05-01-2023 13:19:44.385001,"(8.0, 18.5, 17.05)","(13.0, 15.5, 13.192307692307692)","(10.0, 21.0, 20.0)","(5.0, 5.9, 5.35)","(51.0, 100.0, 58.0)","(2.5, 3.65, 3.0275)","(6.0, 11.5, 11.134782608695652)","(4.4, 5.6, 4.6454545454545455)"
