,Global Hero,Yeah Sweetie,Impassioned,La Brea,Wonder Jab,Hartley Bale,Buck Knife,Bank On Frankie
05-01-2023 13:09:21.392657,"(8.0, 17.0, 12.0)","(13.0, 30.0, 16.57894736842105)","(10.0, 25.0, 23.42857142857143)","(4.8, 8.6, 5.488888888888889)","(41.0, 220.0, 101.71428571428571)","(2.5, 3.85, 2.599090909090909)","(6.0, 11.0, 8.085714285714285)","(4.4, 6.8, 5.24)"
05-01-2023 13:09:22.528712,"(8.0, 17.0, 12.0)","(13.0, 30.0, 16.57894736842105)","(10.0, 25.0, 23.42857142857143)","(4.8, 8.6, 5.488888888888889)","(41.0, 220.0, 101.71428571428571)","(2.5, 3.85, 2.599090909090909)","(6.0, 11.0, 8.085714285714285)","(4.4, 6.8, 5.24)"
05-01-2023 13:09:23.701702,"(8.0, 17.0, 12.0)","(13.0, 30.0, 16.57894736842105)","(10.0, 25.0, 23.42857142857143)","(4.8, 8.6, 5.488888888888889)","(41.0, 220.0, 101.71428571428571)","(2.5, 3.85, 2.599090909090909)","(6.0, 11.0, 8.085714285714285)","(4.4, 6.8, 5.24)"
05-01-2023 13:09:25.008879,"(8.0, 17.0, 12.0)","(13.0, 30.0, 16.57894736842105)","(10.0, 25.0, 23.42857142857143)","(4.8, 8.6, 5.488888888888889)","(41.0, 220.0, 101.71428571428571)","(2.5, 3.85, 2.599090909090909)","(6.0, 11.0, 8.085714285714285)","(4.4, 6.8, 5.24)"
05-01-2023 13:09:26.239023,"(8.0, 17.0, 12.0)","(13.0, 30.0, 16.57894736842105)","(10.0, 25.0, 23.42857142857143)","(4.8, 8.6, 5.488888888888889)","(41.0, 220.0, 101.71428571428571)","(2.5, 3.85, 2.599090909090909)","(6.0, 11.0, 8.085714285714285)","(4.4, 6.8, 5.24)"
05-01-2023 13:09:27.548207,"(8.0, 17.0, 12.0)","(13.0, 30.0, 16.57894736842105)","(10.0, 25.0, 23.42857142857143)","(4.8, 8.6, 5.488888888888889)","(41.0, 220.0, 101.71428571428571)","(2.5, 3.85, 2.599090909090909)","(6.0, 11.0, 8.085714285714285)","(4.4, 6.8, 5.24)"
05-01-2023 13:09:28.835107,"(8.0, 17.0, 12.0)","(13.0, 30.0, 16.57894736842105)","(10.0, 25.0, 23.42857142857143)","(4.8, 8.6, 5.488888888888889)","(41.0, 220.0, 101.71428571428571)","(2.5, 3.85, 2.599090909090909)","(6.0, 11.0, 8.085714285714285)","(4.4, 6.8, 5.24)"
05-01-2023 13:09:30.008276,"(8.0, 17.0, 12.0)","(13.0, 30.0, 16.57894736842105)","(10.0, 25.0, 23.42857142857143)","(4.8, 8.6, 5.488888888888889)","(41.0, 220.0, 101.71428571428571)","(2.5, 3.85, 2.599090909090909)","(6.0, 11.0, 8.085714285714285)","(4.4, 6.8, 5.24)"
05-01-2023 13:09:31.249721,"(8.0, 17.0, 12.0)","(13.0, 30.0, 16.57894736842105)","(10.0, 25.0, 23.42857142857143)","(4.8, 8.6, 5.488888888888889)","(41.0, 220.0, 101.71428571428571)","(2.5, 3.85, 2.599090909090909)","(6.0, 11.0, 8.085714285714285)","(4.4, 6.8, 5.24)"
05-01-2023 13:09:32.372489,"(8.0, 17.0, 12.0)","(13.0, 30.0, 16.57894736842105)","(10.0, 25.0, 23.42857142857143)","(4.8, 8.6, 5.488888888888889)","(41.0, 220.0, 101.71428571428571)","(2.5, 3.85, 2.599090909090909)","(6.0, 11.0, 8.085714285714285)","(4.4, 6.8, 5.24)"
05-01-2023 13:09:33.822293,"(8.0, 17.0, 12.0)","(13.0, 30.0, 16.57894736842105)","(10.0, 25.0, 23.42857142857143)","(4.8, 8.6, 5.488888888888889)","(41.0, 220.0, 101.71428571428571)","(2.5, 3.85, 2.599090909090909)","(6.0, 11.0, 8.085714285714285)","(4.4, 6.8, 5.24)"
05-01-2023 13:09:35.152260,"(8.0, 17.0, 12.0)","(13.0, 30.0, 16.57894736842105)","(10.0, 25.0, 23.42857142857143)","(4.8, 8.6, 5.488888888888889)","(41.0, 220.0, 101.71428571428571)","(2.5, 3.85, 2.599090909090909)","(6.0, 11.0, 8.085714285714285)","(4.4, 6.8, 5.24)"
05-01-2023 13:09:36.371368,"(8.0, 17.0, 12.0)","(13.0, 30.0, 16.57894736842105)","(10.0, 25.0, 23.42857142857143)","(4.8, 8.6, 5.488888888888889)","(41.0, 220.0, 101.71428571428571)","(2.5, 3.85, 2.599090909090909)","(6.0, 11.0, 8.085714285714285)","(4.4, 6.8, 5.24)"
05-01-2023 13:09:37.643332,"(8.0, 17.0, 12.0)","(13.0, 30.0, 16.57894736842105)","(10.0, 25.0, 23.42857142857143)","(4.8, 8.6, 5.488888888888889)","(41.0, 220.0, 101.71428571428571)","(2.5, 3.85, 2.599090909090909)","(6.0, 11.0, 8.085714285714285)","(4.4, 6.8, 5.24)"
05-01-2023 13:09:39.188892,"(8.0, 17.0, 12.0)","(13.0, 30.0, 16.57894736842105)","(10.0, 25.0, 23.42857142857143)","(4.8, 8.6, 5.488888888888889)","(41.0, 220.0, 101.71428571428571)","(2.5, 3.85, 2.599090909090909)","(6.0, 11.0, 8.085714285714285)","(4.4, 6.8, 5.24)"
05-01-2023 13:09:40.708286,"(8.0, 17.0, 12.0)","(13.0, 30.0, 16.57894736842105)","(10.0, 25.0, 23.42857142857143)","(4.8, 8.6, 5.488888888888889)","(41.0, 220.0, 101.71428571428571)","(2.5, 3.85, 2.599090909090909)","(6.0, 11.0, 8.085714285714285)","(4.4, 6.8, 5.24)"
05-01-2023 13:09:42.063823,"(8.0, 17.0, 12.0)","(13.0, 30.0, 16.57894736842105)","(10.0, 25.0, 23.42857142857143)","(4.8, 8.6, 5.488888888888889)","(41.0, 220.0, 101.71428571428571)","(2.5, 3.85, 2.599090909090909)","(6.0, 11.0, 8.085714285714285)","(4.4, 6.8, 5.24)"
05-01-2023 13:09:43.149660,"(8.0, 17.0, 12.0)","(13.0, 30.0, 16.57894736842105)","(10.0, 25.0, 23.42857142857143)","(4.8, 8.6, 5.488888888888889)","(41.0, 220.0, 101.71428571428571)","(2.5, 3.85, 2.599090909090909)","(6.0, 11.0, 8.085714285714285)","(4.4, 6.8, 5.24)"
05-01-2023 13:09:44.380627,"(8.0, 17.0, 12.0)","(13.0, 30.0, 16.57894736842105)","(10.0, 25.0, 23.42857142857143)","(4.8, 8.6, 5.488888888888889)","(41.0, 220.0, 101.71428571428571)","(2.5, 3.85, 2.599090909090909)","(6.0, 11.0, 8.085714285714285)","(4.4, 6.8, 5.24)"
05-01-2023 13:09:45.498299,"(8.0, 17.0, 12.0)","(13.0, 30.0, 16.57894736842105)","(10.0, 25.0, 23.42857142857143)","(4.8, 8.6, 5.488888888888889)","(41.0, 220.0, 101.71428571428571)","(2.5, 3.85, 2.599090909090909)","(6.0, 11.0, 8.085714285714285)","(4.4, 6.8, 5.24)"
05-01-2023 13:09:46.588163,"(8.0, 17.0, 12.0)","(13.0, 30.0, 16.57894736842105)","(10.0, 25.0, 23.42857142857143)","(4.8, 8.6, 5.488888888888889)","(41.0, 220.0, 101.71428571428571)","(2.5, 3.85, 2.599090909090909)","(6.0, 11.0, 8.085714285714285)","(4.4, 6.8, 5.24)"
05-01-2023 13:09:47.914245,"(8.0, 17.0, 12.0)","(13.0, 30.0, 16.57894736842105)","(10.0, 25.0, 23.42857142857143)","(4.8, 8.6, 5.488888888888889)","(41.0, 220.0, 101.71428571428571)","(2.5, 3.85, 2.599090909090909)","(6.0, 11.0, 8.085714285714285)","(4.4, 6.8, 5.24)"
05-01-2023 13:09:49.133302,"(8.0, 17.0, 9.666666666666666)","(13.0, 30.0, 16.57894736842105)","(10.0, 25.0, 23.42857142857143)","(4.8, 8.6, 5.488888888888889)","(41.0, 220.0, 101.71428571428571)","(2.5, 3.85, 2.599090909090909)","(6.0, 11.0, 8.085714285714285)","(4.4, 6.8, 5.24)"
05-01-2023 13:09:50.355213,"(8.0, 17.0, 9.666666666666666)","(13.0, 30.0, 16.57894736842105)","(10.0, 25.0, 23.42857142857143)","(4.8, 8.6, 5.488888888888889)","(41.0, 220.0, 101.71428571428571)","(2.5, 3.85, 2.599090909090909)","(6.0, 11.0, 8.085714285714285)","(4.4, 6.8, 5.24)"
05-01-2023 13:09:51.732999,"(8.0, 17.0, 9.666666666666666)","(13.0, 30.0, 17.53333333333333)","(10.0, 25.0, 23.42857142857143)","(4.8, 8.6, 5.488888888888889)","(41.0, 220.0, 128.0)","(2.5, 3.85, 2.599090909090909)","(6.0, 11.0, 8.085714285714285)","(4.4, 6.8, 5.24)"
05-01-2023 13:09:53.036603,"(8.0, 17.0, 9.666666666666666)","(13.0, 30.0, 17.53333333333333)","(10.0, 25.0, 23.42857142857143)","(4.8, 8.6, 5.488888888888889)","(41.0, 220.0, 128.0)","(2.5, 3.85, 2.599090909090909)","(6.0, 11.0, 8.085714285714285)","(4.4, 6.8, 5.24)"
05-01-2023 13:09:54.691112,"(8.0, 17.0, 9.666666666666666)","(13.0, 30.0, 17.53333333333333)","(10.0, 25.0, 23.42857142857143)","(4.8, 8.6, 5.488888888888889)","(41.0, 220.0, 128.0)","(2.5, 3.85, 2.599090909090909)","(6.0, 11.0, 8.085714285714285)","(4.4, 6.8, 5.24)"
05-01-2023 13:09:55.990839,"(8.0, 17.0, 9.666666666666666)","(13.0, 30.0, 20.555555555555557)","(10.0, 25.0, 23.42857142857143)","(4.8, 8.6, 5.488888888888889)","(41.0, 220.0, 84.28571428571428)","(2.5, 3.85, 2.599090909090909)","(6.0, 11.0, 8.085714285714285)","(4.4, 6.8, 5.24)"
05-01-2023 13:09:57.173849,"(8.0, 17.0, 9.666666666666666)","(13.0, 30.0, 20.555555555555557)","(10.0, 25.0, 23.42857142857143)","(4.8, 8.6, 5.488888888888889)","(41.0, 220.0, 84.28571428571428)","(2.5, 3.85, 2.599090909090909)","(6.0, 11.0, 8.085714285714285)","(4.4, 6.8, 5.24)"
05-01-2023 13:09:58.289246,"(8.0, 17.0, 9.666666666666666)","(13.0, 30.0, 20.555555555555557)","(10.0, 25.0, 23.42857142857143)","(4.8, 8.6, 5.488888888888889)","(41.0, 220.0, 84.28571428571428)","(2.5, 3.85, 2.599090909090909)","(6.0, 11.0, 8.085714285714285)","(4.4, 6.8, 5.24)"
05-01-2023 13:09:59.504067,"(8.0, 17.0, 9.666666666666666)","(13.0, 30.0, 20.555555555555557)","(10.0, 25.0, 23.42857142857143)","(4.8, 8.6, 5.488888888888889)","(41.0, 220.0, 84.28571428571428)","(2.5, 3.85, 2.599090909090909)","(6.0, 11.0, 8.085714285714285)","(4.4, 6.8, 5.24)"
05-01-2023 13:10:00.607956,"(8.0, 17.0, 9.666666666666666)","(13.0, 30.0, 20.555555555555557)","(10.0, 25.0, 23.42857142857143)","(4.8, 8.6, 5.488888888888889)","(41.0, 220.0, 84.28571428571428)","(2.5, 3.85, 2.599090909090909)","(6.0, 11.0, 8.085714285714285)","(4.4, 6.8, 5.24)"
05-01-2023 13:10:01.710751,"(8.0, 17.0, 9.666666666666666)","(13.0, 30.0, 20.555555555555557)","(10.0, 25.0, 23.42857142857143)","(4.8, 8.6, 5.488888888888889)","(41.0, 220.0, 84.28571428571428)","(2.5, 3.85, 2.599090909090909)","(6.0, 11.0, 8.085714285714285)","(4.4, 6.8, 5.24)"
05-01-2023 13:10:02.770949,"(8.0, 17.0, 9.666666666666666)","(13.0, 30.0, 20.555555555555557)","(10.0, 25.0, 23.42857142857143)","(4.8, 8.6, 5.488888888888889)","(41.0, 220.0, 84.28571428571428)","(2.5, 3.85, 2.599090909090909)","(6.0, 11.0, 8.085714285714285)","(4.4, 6.8, 5.24)"
05-01-2023 13:10:03.958602,"(8.0, 17.0, 9.666666666666666)","(13.0, 30.0, 20.555555555555557)","(10.0, 25.0, 23.42857142857143)","(4.8, 8.6, 5.488888888888889)","(41.0, 220.0, 84.28571428571428)","(2.5, 3.85, 2.599090909090909)","(6.0, 11.0, 8.085714285714285)","(4.4, 6.8, 5.24)"
05-01-2023 13:10:05.127138,"(8.0, 17.0, 9.666666666666666)","(13.0, 30.0, 20.555555555555557)","(10.0, 25.0, 23.42857142857143)","(4.8, 8.6, 5.488888888888889)","(41.0, 220.0, 84.28571428571428)","(2.5, 3.85, 2.599090909090909)","(6.0, 11.0, 8.085714285714285)","(4.4, 6.8, 5.24)"
05-01-2023 13:10:06.287860,"(8.0, 17.0, 9.666666666666666)","(13.0, 30.0, 20.555555555555557)","(10.0, 25.0, 23.42857142857143)","(4.8, 8.6, 5.488888888888889)","(41.0, 220.0, 84.28571428571428)","(2.5, 3.85, 2.599090909090909)","(6.0, 11.0, 8.085714285714285)","(4.4, 6.8, 5.24)"
05-01-2023 13:10:07.508446,"(8.0, 17.0, 9.666666666666666)","(13.0, 30.0, 20.555555555555557)","(10.0, 25.0, 23.42857142857143)","(4.8, 8.6, 5.488888888888889)","(41.0, 220.0, 84.28571428571428)","(2.5, 3.85, 2.599090909090909)","(6.0, 11.0, 8.085714285714285)","(4.4, 6.8, 5.24)"
05-01-2023 13:10:08.633889,"(8.0, 17.0, 9.666666666666666)","(13.0, 30.0, 20.555555555555557)","(10.0, 25.0, 23.42857142857143)","(4.8, 8.6, 5.488888888888889)","(41.0, 220.0, 84.28571428571428)","(2.5, 3.85, 2.599090909090909)","(6.0, 11.0, 8.085714285714285)","(4.4, 6.8, 5.24)"
05-01-2023 13:10:09.737922,"(8.0, 17.0, 9.666666666666666)","(13.0, 30.0, 20.555555555555557)","(10.0, 25.0, 23.42857142857143)","(4.8, 8.6, 5.488888888888889)","(41.0, 220.0, 84.28571428571428)","(2.5, 3.85, 2.599090909090909)","(6.0, 11.0, 8.085714285714285)","(4.4, 6.8, 5.24)"
05-01-2023 13:10:10.787698,"(8.0, 17.0, 9.666666666666666)","(13.0, 30.0, 20.555555555555557)","(10.0, 25.0, 23.42857142857143)","(4.8, 8.6, 5.488888888888889)","(41.0, 220.0, 80.5)","(2.5, 3.85, 2.599090909090909)","(6.0, 11.0, 8.085714285714285)","(4.4, 6.8, 5.24)"
05-01-2023 13:10:11.844561,"(8.0, 17.0, 9.666666666666666)","(13.0, 30.0, 17.857142857142858)","(10.0, 19.5, 18.714285714285715)","(4.8, 8.6, 5.488888888888889)","(41.0, 220.0, 80.5)","(2.5, 3.85, 2.599090909090909)","(6.0, 11.0, 8.085714285714285)","(4.4, 6.8, 5.24)"
05-01-2023 13:10:13.027445,"(8.0, 17.0, 9.666666666666666)","(13.0, 30.0, 17.857142857142858)","(10.0, 19.5, 18.714285714285715)","(4.8, 8.6, 5.488888888888889)","(41.0, 220.0, 80.5)","(2.5, 3.85, 2.599090909090909)","(6.0, 11.0, 8.085714285714285)","(4.4, 6.8, 5.24)"
05-01-2023 13:10:14.191796,"(8.0, 17.0, 9.666666666666666)","(13.0, 30.0, 17.857142857142858)","(10.0, 19.5, 18.714285714285715)","(4.8, 8.6, 5.488888888888889)","(41.0, 220.0, 80.5)","(2.5, 3.85, 2.599090909090909)","(6.0, 11.0, 8.085714285714285)","(4.4, 6.8, 5.24)"
05-01-2023 13:10:15.353665,"(8.0, 17.0, 9.666666666666666)","(13.0, 30.0, 17.857142857142858)","(10.0, 19.5, 18.714285714285715)","(4.8, 8.6, 5.488888888888889)","(41.0, 220.0, 80.5)","(2.5, 3.85, 2.599090909090909)","(6.0, 11.0, 8.085714285714285)","(4.4, 6.8, 5.24)"
05-01-2023 13:10:16.487513,"(8.0, 17.0, 9.666666666666666)","(13.0, 30.0, 17.857142857142858)","(10.0, 19.5, 18.714285714285715)","(4.8, 8.6, 5.488888888888889)","(41.0, 220.0, 80.5)","(2.5, 3.85, 2.599090909090909)","(6.0, 11.0, 8.085714285714285)","(4.4, 6.8, 5.24)"
05-01-2023 13:10:17.546762,"(8.0, 17.0, 9.666666666666666)","(13.0, 30.0, 17.857142857142858)","(10.0, 19.5, 18.714285714285715)","(4.8, 8.6, 5.488888888888889)","(41.0, 220.0, 80.5)","(2.5, 3.85, 2.599090909090909)","(6.0, 11.0, 8.085714285714285)","(4.4, 6.8, 5.24)"
05-01-2023 13:10:18.704790,"(8.0, 17.0, 9.666666666666666)","(13.0, 30.0, 17.857142857142858)","(10.0, 19.5, 18.714285714285715)","(4.8, 8.6, 5.488888888888889)","(41.0, 220.0, 80.5)","(2.5, 3.85, 2.599090909090909)","(6.0, 11.0, 8.085714285714285)","(4.4, 6.8, 5.24)"
05-01-2023 13:10:19.927753,"(8.0, 17.0, 9.666666666666666)","(13.0, 30.0, 17.857142857142858)","(10.0, 19.5, 18.714285714285715)","(4.8, 8.6, 5.488888888888889)","(41.0, 220.0, 80.5)","(2.5, 3.85, 2.599090909090909)","(6.0, 11.0, 8.085714285714285)","(4.4, 6.8, 5.24)"
05-01-2023 13:10:21.023632,"(8.0, 17.0, 9.666666666666666)","(13.0, 30.0, 17.857142857142858)","(10.0, 19.5, 18.714285714285715)","(4.8, 8.6, 5.488888888888889)","(41.0, 220.0, 80.5)","(2.5, 3.85, 2.599090909090909)","(6.0, 11.0, 8.085714285714285)","(4.4, 6.8, 5.24)"
05-01-2023 13:10:22.001199,"(8.0, 17.0, 9.666666666666666)","(13.0, 30.0, 17.857142857142858)","(10.0, 19.5, 18.714285714285715)","(4.8, 8.6, 5.488888888888889)","(41.0, 220.0, 80.5)","(2.5, 3.85, 2.599090909090909)","(6.0, 11.0, 8.085714285714285)","(4.4, 6.8, 5.24)"
05-01-2023 13:10:23.056577,"(8.0, 17.0, 9.666666666666666)","(13.0, 30.0, 17.857142857142858)","(10.0, 19.5, 18.714285714285715)","(4.8, 8.6, 5.488888888888889)","(41.0, 220.0, 80.5)","(2.5, 3.85, 2.599090909090909)","(6.0, 11.0, 8.085714285714285)","(4.4, 6.8, 5.24)"
05-01-2023 13:10:24.136210,"(8.0, 17.0, 9.666666666666666)","(13.0, 30.0, 17.857142857142858)","(10.0, 22.0, 20.857142857142858)","(4.8, 8.6, 5.488888888888889)","(41.0, 220.0, 80.5)","(2.5, 3.85, 2.599090909090909)","(6.0, 11.0, 8.085714285714285)","(4.4, 6.8, 5.24)"
05-01-2023 13:10:25.192473,"(8.0, 17.0, 9.666666666666666)","(13.0, 30.0, 17.857142857142858)","(10.0, 22.0, 20.857142857142858)","(4.8, 8.6, 5.488888888888889)","(41.0, 220.0, 80.5)","(2.5, 3.85, 2.599090909090909)","(6.0, 11.0, 8.085714285714285)","(4.4, 6.8, 5.24)"
05-01-2023 13:10:26.304116,"(8.0, 17.0, 9.666666666666666)","(13.0, 30.0, 17.857142857142858)","(10.0, 22.0, 20.857142857142858)","(4.8, 8.6, 5.488888888888889)","(41.0, 220.0, 80.5)","(2.5, 3.85, 2.599090909090909)","(6.0, 11.0, 8.085714285714285)","(4.4, 6.8, 5.24)"
05-01-2023 13:10:27.286217,"(8.0, 17.0, 9.666666666666666)","(13.0, 30.0, 17.857142857142858)","(10.0, 22.0, 20.857142857142858)","(4.8, 8.6, 5.488888888888889)","(41.0, 220.0, 80.5)","(2.5, 3.85, 2.599090909090909)","(6.0, 11.0, 8.085714285714285)","(4.4, 6.8, 5.24)"
05-01-2023 13:10:28.384490,"(8.0, 17.0, 9.666666666666666)","(13.0, 30.0, 17.857142857142858)","(10.0, 22.0, 20.857142857142858)","(4.8, 8.6, 5.488888888888889)","(41.0, 220.0, 80.5)","(2.5, 3.85, 2.599090909090909)","(6.0, 11.0, 8.085714285714285)","(4.4, 6.8, 5.24)"
05-01-2023 13:10:29.584413,"(8.0, 17.0, 9.666666666666666)","(13.0, 30.0, 17.857142857142858)","(10.0, 22.0, 20.857142857142858)","(4.8, 8.6, 5.488888888888889)","(41.0, 220.0, 80.5)","(2.5, 3.85, 2.599090909090909)","(6.0, 11.0, 8.085714285714285)","(4.4, 6.8, 5.24)"
05-01-2023 13:10:30.752485,"(8.0, 17.0, 9.666666666666666)","(13.0, 30.0, 17.857142857142858)","(10.0, 22.0, 20.857142857142858)","(4.8, 8.6, 5.488888888888889)","(41.0, 220.0, 80.5)","(2.5, 3.85, 2.599090909090909)","(6.0, 11.0, 8.085714285714285)","(4.4, 6.8, 5.24)"
05-01-2023 13:10:31.856018,"(8.0, 17.0, 9.666666666666666)","(13.0, 30.0, 17.857142857142858)","(10.0, 22.0, 20.857142857142858)","(4.8, 8.6, 5.488888888888889)","(41.0, 220.0, 80.5)","(2.5, 3.85, 2.599090909090909)","(6.0, 11.0, 8.085714285714285)","(4.4, 6.8, 5.24)"
05-01-2023 13:10:33.199104,"(8.0, 17.0, 9.666666666666666)","(13.0, 30.0, 17.857142857142858)","(10.0, 22.0, 20.857142857142858)","(4.8, 8.6, 5.488888888888889)","(41.0, 220.0, 80.5)","(2.5, 3.85, 2.599090909090909)","(6.0, 11.0, 8.085714285714285)","(4.4, 6.8, 5.24)"
05-01-2023 13:10:34.348201,"(8.0, 17.0, 9.666666666666666)","(13.0, 30.0, 17.857142857142858)","(10.0, 22.0, 20.857142857142858)","(4.8, 8.6, 5.488888888888889)","(41.0, 220.0, 80.5)","(2.5, 3.85, 2.599090909090909)","(6.0, 11.0, 8.085714285714285)","(4.4, 6.8, 5.24)"
05-01-2023 13:10:35.509951,"(8.0, 17.0, 9.666666666666666)","(13.0, 30.0, 17.857142857142858)","(10.0, 28.0, 20.0)","(4.8, 8.6, 5.488888888888889)","(41.0, 220.0, 80.5)","(2.5, 3.85, 2.599090909090909)","(6.0, 11.0, 8.085714285714285)","(4.4, 6.8, 5.24)"
05-01-2023 13:10:36.550086,"(8.0, 17.0, 9.666666666666666)","(13.0, 30.0, 17.857142857142858)","(10.0, 28.0, 20.0)","(4.8, 8.6, 5.488888888888889)","(41.0, 220.0, 80.5)","(2.5, 3.85, 2.599090909090909)","(6.0, 11.0, 8.085714285714285)","(4.4, 6.8, 5.24)"
05-01-2023 13:10:38.006117,"(8.0, 17.0, 9.666666666666666)","(13.0, 30.0, 17.857142857142858)","(10.0, 28.0, 20.0)","(4.8, 8.6, 5.488888888888889)","(41.0, 220.0, 80.5)","(2.5, 3.85, 2.599090909090909)","(6.0, 11.0, 8.085714285714285)","(4.4, 6.8, 5.24)"
