,Winlock Lad,Uno Kai,Brutal Viking,Wet Socks,Spread Sheet,Anjo Cyclone,Jigsaw Joe
04-01-2023 15:27:47.939610,"(4.4, 6.2, 5.775)","(8.5, 17.5, 17.136363636363637)","(51.0, 410.0, 173.33333333333331)","(20.0, 120.0, 51.42857142857143)","(1.95, 2.04, 1.934782608695652)","(8.5, 17.0, 16.4)","(3.8, 10.5, 9.68)"
04-01-2023 15:27:48.887691,"(4.4, 6.2, 5.775)","(8.5, 17.5, 17.136363636363637)","(51.0, 410.0, 173.33333333333331)","(20.0, 120.0, 51.42857142857143)","(1.95, 2.04, 1.934782608695652)","(8.5, 17.0, 16.4)","(3.8, 10.5, 9.68)"
04-01-2023 15:27:49.863904,"(4.4, 6.2, 5.775)","(8.5, 17.5, 17.136363636363637)","(51.0, 410.0, 173.33333333333331)","(20.0, 120.0, 51.42857142857143)","(1.95, 2.04, 1.934782608695652)","(8.5, 17.0, 16.4)","(3.8, 10.5, 9.68)"
04-01-2023 15:27:50.849472,"(4.4, 6.2, 5.775)","(8.5, 17.5, 17.136363636363637)","(51.0, 410.0, 173.33333333333331)","(20.0, 120.0, 51.42857142857143)","(1.95, 2.04, 1.934782608695652)","(8.5, 17.0, 16.4)","(3.8, 10.5, 9.68)"
04-01-2023 15:27:51.827359,"(4.4, 6.2, 5.775)","(8.5, 17.5, 17.136363636363637)","(51.0, 410.0, 173.33333333333331)","(20.0, 120.0, 51.42857142857143)","(1.95, 2.04, 1.934782608695652)","(8.5, 17.0, 16.4)","(3.8, 10.5, 9.68)"
04-01-2023 15:27:52.841997,"(4.4, 6.2, 5.775)","(8.5, 17.5, 17.136363636363637)","(51.0, 410.0, 173.33333333333331)","(20.0, 120.0, 51.42857142857143)","(1.95, 2.04, 1.934782608695652)","(8.5, 17.0, 16.4)","(3.8, 10.5, 9.68)"
04-01-2023 15:27:53.923751,"(4.4, 6.2, 5.775)","(8.5, 17.5, 17.136363636363637)","(51.0, 410.0, 173.33333333333331)","(20.0, 120.0, 51.42857142857143)","(1.95, 2.04, 1.934782608695652)","(8.5, 17.0, 16.4)","(3.8, 10.5, 9.68)"
04-01-2023 15:27:54.991046,"(4.4, 6.2, 5.775)","(8.5, 17.5, 17.136363636363637)","(51.0, 410.0, 173.33333333333331)","(20.0, 120.0, 51.42857142857143)","(1.95, 2.04, 1.934782608695652)","(8.5, 17.0, 16.4)","(3.8, 10.5, 9.68)"
04-01-2023 15:27:56.044392,"(4.4, 6.2, 5.775)","(8.5, 17.5, 17.136363636363637)","(51.0, 410.0, 173.33333333333331)","(20.0, 120.0, 51.42857142857143)","(1.95, 2.04, 1.934782608695652)","(8.5, 17.0, 16.4)","(3.8, 10.5, 9.68)"
04-01-2023 15:27:57.100136,"(4.4, 6.2, 5.775)","(8.5, 17.5, 17.136363636363637)","(51.0, 410.0, 173.33333333333331)","(20.0, 120.0, 51.42857142857143)","(1.95, 2.04, 1.934782608695652)","(8.5, 17.0, 16.4)","(3.8, 10.5, 9.68)"
04-01-2023 15:27:58.107977,"(4.4, 6.2, 5.775)","(8.5, 17.5, 17.136363636363637)","(51.0, 410.0, 173.33333333333331)","(20.0, 120.0, 51.42857142857143)","(1.95, 2.04, 1.934782608695652)","(8.5, 17.0, 16.4)","(3.8, 10.5, 9.68)"
04-01-2023 15:27:59.053237,"(4.4, 6.2, 5.775)","(8.5, 17.5, 17.136363636363637)","(51.0, 410.0, 173.33333333333331)","(20.0, 120.0, 51.42857142857143)","(1.95, 2.04, 1.934782608695652)","(8.5, 17.0, 16.4)","(3.8, 10.5, 9.68)"
04-01-2023 15:28:00.111367,"(4.4, 6.2, 5.775)","(8.5, 17.5, 17.136363636363637)","(51.0, 410.0, 173.33333333333331)","(20.0, 120.0, 51.42857142857143)","(1.95, 2.04, 1.934782608695652)","(8.5, 17.0, 16.4)","(3.8, 10.5, 9.68)"
04-01-2023 15:28:01.088855,"(4.4, 6.2, 5.775)","(8.5, 17.5, 17.136363636363637)","(51.0, 410.0, 173.33333333333331)","(20.0, 120.0, 51.42857142857143)","(1.95, 2.04, 1.934782608695652)","(8.5, 17.0, 16.4)","(3.8, 10.5, 9.68)"
04-01-2023 15:28:02.086443,"(4.4, 6.2, 5.775)","(8.5, 17.5, 17.136363636363637)","(51.0, 410.0, 173.33333333333331)","(20.0, 120.0, 51.42857142857143)","(1.95, 2.04, 1.934782608695652)","(8.5, 17.0, 16.4)","(3.8, 10.5, 9.68)"
04-01-2023 15:28:03.123384,"(4.4, 6.2, 5.775)","(8.5, 17.5, 17.136363636363637)","(51.0, 410.0, 173.33333333333331)","(20.0, 120.0, 51.42857142857143)","(1.95, 2.04, 1.934782608695652)","(8.5, 17.0, 16.4)","(3.8, 10.5, 9.68)"
04-01-2023 15:28:04.162809,"(4.4, 6.2, 5.775)","(8.5, 17.5, 17.136363636363637)","(51.0, 410.0, 173.33333333333331)","(20.0, 120.0, 51.42857142857143)","(1.95, 2.04, 1.934782608695652)","(8.5, 17.0, 16.4)","(3.8, 10.5, 9.68)"
04-01-2023 15:28:05.172546,"(4.4, 6.2, 5.775)","(8.5, 17.5, 17.136363636363637)","(51.0, 410.0, 173.33333333333331)","(20.0, 120.0, 51.42857142857143)","(1.95, 2.04, 1.934782608695652)","(8.5, 17.0, 16.4)","(3.8, 10.5, 9.68)"
04-01-2023 15:28:06.308413,"(4.4, 6.2, 5.775)","(8.5, 17.5, 17.136363636363637)","(51.0, 410.0, 173.33333333333331)","(20.0, 120.0, 51.42857142857143)","(1.95, 2.04, 1.934782608695652)","(8.5, 17.0, 16.4)","(3.8, 10.5, 9.68)"
04-01-2023 15:28:07.386424,"(4.4, 6.2, 5.775)","(8.5, 17.5, 17.136363636363637)","(51.0, 410.0, 173.33333333333331)","(20.0, 120.0, 51.42857142857143)","(1.95, 2.04, 1.934782608695652)","(8.5, 17.0, 16.4)","(3.8, 10.5, 9.68)"
04-01-2023 15:28:08.433295,"(4.4, 6.2, 5.775)","(8.5, 17.5, 17.136363636363637)","(51.0, 410.0, 173.33333333333331)","(20.0, 120.0, 51.42857142857143)","(1.95, 2.04, 1.934782608695652)","(8.5, 17.0, 16.4)","(3.8, 10.5, 9.68)"
04-01-2023 15:28:09.518752,"(4.4, 6.2, 5.775)","(8.5, 17.5, 17.136363636363637)","(51.0, 410.0, 173.33333333333331)","(20.0, 120.0, 51.42857142857143)","(1.95, 2.04, 1.934782608695652)","(8.5, 17.0, 16.4)","(3.8, 10.5, 9.68)"
04-01-2023 15:28:10.532669,"(4.4, 6.2, 5.775)","(8.5, 17.5, 17.136363636363637)","(51.0, 410.0, 173.33333333333331)","(20.0, 120.0, 51.42857142857143)","(1.95, 2.04, 1.934782608695652)","(8.5, 17.0, 16.4)","(3.8, 10.5, 9.68)"
04-01-2023 15:28:11.565913,"(4.4, 6.2, 5.775)","(8.5, 17.5, 17.136363636363637)","(51.0, 410.0, 173.33333333333331)","(20.0, 120.0, 51.42857142857143)","(1.95, 2.04, 1.934782608695652)","(8.5, 17.0, 16.4)","(3.8, 10.5, 9.68)"
04-01-2023 15:28:12.663641,"(4.4, 6.2, 5.775)","(8.5, 17.5, 17.136363636363637)","(51.0, 410.0, 173.33333333333331)","(20.0, 120.0, 51.42857142857143)","(1.95, 2.04, 1.934782608695652)","(8.5, 17.0, 16.4)","(3.8, 10.5, 9.68)"
04-01-2023 15:28:13.684447,"(4.4, 6.2, 5.775)","(8.5, 17.5, 17.136363636363637)","(51.0, 410.0, 173.33333333333331)","(20.0, 120.0, 51.42857142857143)","(1.95, 2.04, 1.934782608695652)","(8.5, 17.0, 16.4)","(3.8, 10.5, 9.68)"
04-01-2023 15:28:14.669620,"(4.4, 6.2, 5.775)","(8.5, 17.5, 17.136363636363637)","(51.0, 410.0, 173.33333333333331)","(20.0, 120.0, 51.42857142857143)","(1.95, 2.04, 1.934782608695652)","(8.5, 17.0, 16.4)","(3.8, 10.5, 9.68)"
04-01-2023 15:28:15.680375,"(4.4, 6.2, 5.775)","(8.5, 17.5, 17.136363636363637)","(51.0, 410.0, 173.33333333333331)","(20.0, 120.0, 51.42857142857143)","(1.95, 2.04, 1.934782608695652)","(8.5, 17.0, 16.4)","(3.8, 10.5, 9.68)"
04-01-2023 15:28:16.628615,"(4.4, 6.2, 5.775)","(8.5, 17.5, 17.136363636363637)","(51.0, 410.0, 173.33333333333331)","(20.0, 120.0, 51.42857142857143)","(1.95, 2.04, 1.934782608695652)","(8.5, 17.0, 16.4)","(3.8, 10.5, 9.68)"
04-01-2023 15:28:17.630796,"(4.4, 6.2, 5.775)","(8.5, 17.5, 17.136363636363637)","(51.0, 410.0, 173.33333333333331)","(20.0, 120.0, 51.42857142857143)","(1.95, 2.04, 1.934782608695652)","(8.5, 17.0, 16.4)","(3.8, 10.5, 9.68)"
04-01-2023 15:28:18.677894,"(4.4, 6.2, 5.775)","(8.5, 17.5, 17.136363636363637)","(51.0, 410.0, 173.33333333333331)","(20.0, 120.0, 51.42857142857143)","(1.95, 2.04, 1.934782608695652)","(8.5, 17.0, 16.4)","(3.8, 10.5, 9.68)"
04-01-2023 15:28:19.695437,"(4.4, 6.2, 5.775)","(8.5, 17.5, 17.136363636363637)","(51.0, 410.0, 173.33333333333331)","(20.0, 120.0, 51.42857142857143)","(1.95, 2.04, 1.934782608695652)","(8.5, 17.0, 16.4)","(3.8, 10.5, 9.68)"
04-01-2023 15:28:20.701647,"(4.4, 6.2, 5.775)","(8.5, 17.5, 17.136363636363637)","(51.0, 410.0, 173.33333333333331)","(20.0, 120.0, 51.42857142857143)","(1.95, 2.04, 1.934782608695652)","(8.5, 17.0, 16.4)","(3.8, 10.5, 9.68)"
04-01-2023 15:28:21.755778,"(4.4, 6.2, 5.775)","(8.5, 17.5, 17.136363636363637)","(51.0, 410.0, 173.33333333333331)","(20.0, 120.0, 51.42857142857143)","(1.95, 2.04, 1.934782608695652)","(8.5, 17.0, 16.4)","(3.8, 10.5, 9.68)"
04-01-2023 15:28:22.758298,"(4.4, 6.2, 5.775)","(8.5, 17.5, 17.136363636363637)","(51.0, 410.0, 173.33333333333331)","(20.0, 120.0, 51.42857142857143)","(1.95, 2.04, 1.934782608695652)","(8.5, 17.0, 16.4)","(3.8, 10.5, 9.68)"
04-01-2023 15:28:23.715153,"(4.4, 6.2, 5.775)","(8.5, 17.5, 17.136363636363637)","(51.0, 410.0, 173.33333333333331)","(20.0, 120.0, 51.42857142857143)","(1.95, 2.04, 1.934782608695652)","(8.5, 17.0, 16.4)","(3.8, 10.5, 9.68)"
04-01-2023 15:28:24.672653,"(4.4, 6.2, 5.775)","(8.5, 17.5, 17.136363636363637)","(51.0, 410.0, 173.33333333333331)","(20.0, 120.0, 51.42857142857143)","(1.95, 2.04, 1.934782608695652)","(8.5, 17.0, 16.4)","(3.8, 10.5, 9.68)"
04-01-2023 15:28:25.641529,"(4.4, 6.2, 5.775)","(8.5, 17.5, 17.136363636363637)","(51.0, 410.0, 173.33333333333331)","(20.0, 120.0, 51.42857142857143)","(1.95, 2.04, 1.934782608695652)","(8.5, 17.0, 16.4)","(3.8, 10.5, 9.68)"
04-01-2023 15:28:26.746528,"(4.4, 6.2, 5.775)","(8.5, 17.5, 17.136363636363637)","(51.0, 410.0, 173.33333333333331)","(20.0, 120.0, 51.42857142857143)","(1.95, 2.04, 1.934782608695652)","(8.5, 17.0, 16.4)","(3.8, 10.5, 9.68)"
04-01-2023 15:28:27.797724,"(4.4, 6.2, 5.775)","(8.5, 17.5, 17.136363636363637)","(51.0, 410.0, 173.33333333333331)","(20.0, 120.0, 51.42857142857143)","(1.95, 2.04, 1.934782608695652)","(8.5, 17.0, 16.4)","(3.8, 10.5, 9.68)"
04-01-2023 15:28:28.833952,"(4.4, 6.2, 5.775)","(8.5, 17.5, 17.136363636363637)","(51.0, 410.0, 173.33333333333331)","(20.0, 120.0, 51.42857142857143)","(1.95, 2.04, 1.934782608695652)","(8.5, 17.0, 16.4)","(3.8, 10.5, 9.68)"
04-01-2023 15:28:29.897119,"(4.4, 6.2, 5.775)","(8.5, 17.5, 17.136363636363637)","(51.0, 410.0, 173.33333333333331)","(20.0, 120.0, 51.42857142857143)","(1.95, 2.04, 1.934782608695652)","(8.5, 17.0, 16.4)","(3.8, 10.5, 9.68)"
04-01-2023 15:28:30.941771,"(4.4, 6.2, 5.775)","(8.5, 17.5, 17.136363636363637)","(51.0, 410.0, 173.33333333333331)","(20.0, 120.0, 51.42857142857143)","(1.95, 2.04, 1.934782608695652)","(8.5, 17.0, 16.4)","(3.8, 10.5, 9.68)"
04-01-2023 15:28:31.982779,"(4.4, 6.2, 5.775)","(8.5, 17.5, 17.136363636363637)","(51.0, 410.0, 173.33333333333331)","(20.0, 120.0, 51.42857142857143)","(1.95, 2.04, 1.934782608695652)","(8.5, 17.0, 16.4)","(3.8, 10.5, 9.68)"
04-01-2023 15:28:33.082812,"(4.4, 6.2, 5.775)","(8.5, 17.5, 17.136363636363637)","(51.0, 410.0, 173.33333333333331)","(20.0, 120.0, 51.42857142857143)","(1.95, 2.04, 1.934782608695652)","(8.5, 17.0, 16.4)","(3.8, 10.5, 9.68)"
04-01-2023 15:28:34.171302,"(4.4, 6.2, 5.775)","(8.5, 17.5, 17.136363636363637)","(51.0, 410.0, 173.33333333333331)","(20.0, 120.0, 51.42857142857143)","(1.95, 2.04, 1.934782608695652)","(8.5, 17.0, 16.4)","(3.8, 10.5, 9.68)"
04-01-2023 15:28:35.207198,"(4.4, 6.2, 5.775)","(8.5, 17.5, 17.136363636363637)","(51.0, 410.0, 173.33333333333331)","(20.0, 120.0, 51.42857142857143)","(1.95, 2.04, 1.934782608695652)","(8.5, 17.0, 16.4)","(3.8, 10.5, 9.68)"
04-01-2023 15:28:36.191119,"(4.4, 6.2, 5.775)","(8.5, 17.5, 17.136363636363637)","(51.0, 410.0, 173.33333333333331)","(20.0, 120.0, 51.42857142857143)","(1.95, 2.04, 1.934782608695652)","(8.5, 17.0, 16.4)","(3.8, 10.5, 9.68)"
04-01-2023 15:28:37.148615,"(4.4, 6.2, 5.775)","(8.5, 17.5, 17.136363636363637)","(51.0, 410.0, 173.33333333333331)","(20.0, 120.0, 51.42857142857143)","(1.95, 2.04, 1.934782608695652)","(8.5, 17.0, 16.4)","(3.8, 10.5, 9.68)"
04-01-2023 15:28:38.049003,"(4.4, 6.2, 5.775)","(8.5, 17.5, 17.136363636363637)","(51.0, 410.0, 173.33333333333331)","(20.0, 120.0, 51.42857142857143)","(1.95, 2.04, 1.934782608695652)","(8.5, 17.0, 16.4)","(3.8, 10.5, 9.68)"
04-01-2023 15:28:39.055194,"(4.4, 6.2, 5.775)","(8.5, 17.5, 17.136363636363637)","(51.0, 410.0, 173.33333333333331)","(20.0, 120.0, 51.42857142857143)","(1.95, 2.04, 1.934782608695652)","(8.5, 17.0, 16.4)","(3.8, 10.5, 9.68)"
04-01-2023 15:28:40.106372,"(4.4, 6.2, 5.775)","(8.5, 17.5, 17.136363636363637)","(51.0, 410.0, 173.33333333333331)","(20.0, 120.0, 51.42857142857143)","(1.95, 2.04, 1.934782608695652)","(8.5, 17.0, 16.4)","(3.8, 10.5, 9.68)"
04-01-2023 15:28:41.143554,"(4.4, 6.2, 5.775)","(8.5, 17.5, 17.136363636363637)","(51.0, 410.0, 173.33333333333331)","(20.0, 120.0, 51.42857142857143)","(1.95, 2.04, 1.934782608695652)","(8.5, 17.0, 16.4)","(3.8, 10.5, 9.68)"
04-01-2023 15:28:42.193182,"(4.4, 6.2, 5.775)","(8.5, 17.5, 17.136363636363637)","(51.0, 410.0, 173.33333333333331)","(20.0, 120.0, 51.42857142857143)","(1.95, 2.04, 1.934782608695652)","(8.5, 17.0, 16.4)","(3.8, 10.5, 9.68)"
04-01-2023 15:28:43.283299,"(4.4, 6.2, 5.775)","(8.5, 17.5, 17.136363636363637)","(51.0, 410.0, 173.33333333333331)","(20.0, 120.0, 51.42857142857143)","(1.95, 2.04, 1.934782608695652)","(8.5, 17.0, 16.4)","(3.8, 10.5, 9.68)"
04-01-2023 15:28:44.259978,"(4.4, 6.2, 5.775)","(8.5, 17.5, 17.136363636363637)","(51.0, 410.0, 173.33333333333331)","(20.0, 120.0, 51.42857142857143)","(1.95, 2.04, 1.934782608695652)","(8.5, 17.0, 16.4)","(3.8, 10.5, 9.68)"
04-01-2023 15:28:45.293557,"(4.4, 6.2, 5.775)","(8.5, 17.5, 17.136363636363637)","(51.0, 410.0, 173.33333333333331)","(20.0, 120.0, 51.42857142857143)","(1.95, 2.04, 1.934782608695652)","(8.5, 17.0, 16.4)","(3.8, 10.5, 9.68)"
04-01-2023 15:28:46.294879,"(4.4, 6.2, 5.775)","(8.5, 17.5, 17.136363636363637)","(51.0, 410.0, 173.33333333333331)","(20.0, 120.0, 51.42857142857143)","(1.95, 2.04, 1.934782608695652)","(8.5, 17.0, 16.4)","(3.8, 10.5, 9.68)"
04-01-2023 15:28:47.210297,"(4.4, 6.2, 5.775)","(8.5, 17.5, 17.136363636363637)","(51.0, 410.0, 173.33333333333331)","(20.0, 120.0, 51.42857142857143)","(1.95, 2.04, 1.934782608695652)","(8.5, 17.0, 16.4)","(3.8, 10.5, 9.68)"
04-01-2023 15:28:48.183928,"(4.4, 6.2, 5.775)","(8.5, 17.5, 17.136363636363637)","(51.0, 410.0, 173.33333333333331)","(20.0, 120.0, 51.42857142857143)","(1.95, 2.04, 1.934782608695652)","(8.5, 17.0, 16.4)","(3.8, 10.5, 9.68)"
04-01-2023 15:28:49.210636,"(4.4, 6.2, 5.775)","(8.5, 17.5, 17.136363636363637)","(51.0, 410.0, 173.33333333333331)","(20.0, 120.0, 51.42857142857143)","(1.95, 2.04, 1.934782608695652)","(8.5, 17.0, 16.4)","(3.8, 10.5, 9.68)"
04-01-2023 15:28:50.152057,"(4.4, 6.2, 5.775)","(8.5, 17.5, 17.136363636363637)","(51.0, 410.0, 173.33333333333331)","(20.0, 120.0, 51.42857142857143)","(1.95, 2.04, 1.934782608695652)","(8.5, 17.0, 16.4)","(3.8, 10.5, 9.68)"
04-01-2023 15:28:51.181414,"(4.4, 6.2, 5.775)","(8.5, 17.5, 17.136363636363637)","(51.0, 410.0, 173.33333333333331)","(20.0, 120.0, 51.42857142857143)","(1.95, 2.04, 1.934782608695652)","(8.5, 17.0, 16.4)","(3.8, 10.5, 9.68)"
04-01-2023 15:28:52.194469,"(4.4, 6.2, 5.775)","(8.5, 17.5, 17.136363636363637)","(51.0, 410.0, 173.33333333333331)","(20.0, 120.0, 51.42857142857143)","(1.95, 2.04, 1.934782608695652)","(8.5, 17.0, 16.4)","(3.8, 10.5, 9.68)"
04-01-2023 15:28:53.166020,"(4.4, 6.2, 5.775)","(8.5, 17.5, 17.136363636363637)","(51.0, 410.0, 173.33333333333331)","(20.0, 120.0, 51.42857142857143)","(1.95, 2.04, 1.934782608695652)","(8.5, 17.0, 16.4)","(3.8, 10.5, 9.68)"
04-01-2023 15:28:54.189059,"(4.4, 6.2, 5.775)","(8.5, 17.5, 17.136363636363637)","(51.0, 410.0, 173.33333333333331)","(20.0, 120.0, 51.42857142857143)","(1.95, 2.04, 1.934782608695652)","(8.5, 17.0, 16.4)","(3.8, 10.5, 9.68)"
