,Winlock Lad,Uno Kai,Brutal Viking,Wet Socks,Spread Sheet,Anjo Cyclone,Jigsaw Joe
04-01-2023 15:38:43.358533,"(4.4, 6.2, 5.5)","(8.5, 16.0, 14.5)","(61.0, 470.0, 127.3076923076923)","(21.0, 120.0, 67.28571428571428)","(1.9, 2.26, 2.1799999999999997)","(8.5, 14.5, 13.163636363636364)","(4.0, 9.4, 8.6)"
04-01-2023 15:38:44.297387,"(4.4, 6.2, 5.5)","(8.5, 16.0, 14.5)","(61.0, 470.0, 127.3076923076923)","(21.0, 120.0, 67.28571428571428)","(1.9, 2.26, 2.1799999999999997)","(8.5, 14.5, 13.163636363636364)","(4.0, 9.4, 8.6)"
04-01-2023 15:38:45.414789,"(4.4, 6.2, 5.5)","(8.5, 16.0, 14.5)","(61.0, 470.0, 127.3076923076923)","(21.0, 120.0, 67.28571428571428)","(1.9, 2.26, 2.1799999999999997)","(8.5, 14.5, 13.163636363636364)","(4.0, 9.4, 8.6)"
04-01-2023 15:38:46.465101,"(4.4, 6.2, 5.5)","(8.5, 16.0, 14.5)","(61.0, 470.0, 127.3076923076923)","(21.0, 120.0, 67.28571428571428)","(1.9, 2.26, 2.1799999999999997)","(8.5, 14.5, 13.163636363636364)","(4.0, 9.4, 8.6)"
04-01-2023 15:38:47.431832,"(4.4, 6.2, 5.5)","(8.5, 16.0, 14.5)","(61.0, 470.0, 127.3076923076923)","(21.0, 120.0, 67.28571428571428)","(1.9, 2.26, 2.1799999999999997)","(8.5, 14.5, 13.163636363636364)","(4.0, 9.4, 8.6)"
04-01-2023 15:38:48.447266,"(4.4, 6.2, 5.5)","(8.5, 16.0, 14.5)","(61.0, 470.0, 127.3076923076923)","(21.0, 120.0, 67.28571428571428)","(1.9, 2.26, 2.1799999999999997)","(8.5, 14.5, 13.163636363636364)","(4.0, 9.4, 8.6)"
04-01-2023 15:38:49.379728,"(4.4, 6.2, 5.5)","(8.5, 16.0, 14.5)","(61.0, 470.0, 146.0)","(21.0, 120.0, 67.28571428571428)","(1.9, 2.26, 2.1799999999999997)","(8.5, 14.5, 13.163636363636364)","(4.0, 9.4, 8.6)"
04-01-2023 15:38:50.353675,"(4.4, 6.2, 5.5)","(8.5, 16.0, 14.5)","(61.0, 470.0, 146.0)","(21.0, 120.0, 67.28571428571428)","(1.9, 2.26, 2.1799999999999997)","(8.5, 14.5, 13.163636363636364)","(4.0, 9.4, 8.6)"
04-01-2023 15:38:51.454749,"(4.4, 6.2, 5.5)","(8.5, 16.0, 14.5)","(61.0, 470.0, 146.0)","(21.0, 120.0, 67.28571428571428)","(1.9, 2.26, 2.1799999999999997)","(8.5, 14.5, 13.163636363636364)","(4.0, 9.4, 8.6)"
04-01-2023 15:38:52.415114,"(4.4, 6.2, 5.5)","(8.5, 16.0, 14.5)","(61.0, 470.0, 146.0)","(21.0, 120.0, 67.28571428571428)","(1.9, 2.26, 2.1799999999999997)","(8.5, 14.5, 13.163636363636364)","(4.0, 9.4, 8.6)"
04-01-2023 15:38:53.467218,"(4.4, 6.2, 5.92)","(8.5, 16.0, 14.5)","(61.0, 470.0, 146.0)","(21.0, 120.0, 67.28571428571428)","(1.9, 2.26, 2.1799999999999997)","(8.5, 14.5, 13.163636363636364)","(4.0, 9.4, 8.6)"
04-01-2023 15:38:54.447394,"(4.4, 6.2, 5.92)","(8.5, 16.0, 14.5)","(61.0, 470.0, 146.0)","(21.0, 120.0, 67.28571428571428)","(1.9, 2.26, 2.1799999999999997)","(8.5, 14.5, 13.163636363636364)","(4.0, 9.4, 8.107692307692307)"
04-01-2023 15:38:55.426534,"(4.4, 6.2, 5.5)","(8.5, 15.5, 14.75)","(61.0, 470.0, 110.0)","(21.0, 120.0, 67.28571428571428)","(1.9, 2.26, 2.1799999999999997)","(8.5, 14.5, 13.163636363636364)","(4.0, 9.4, 8.107692307692307)"
04-01-2023 15:38:56.420396,"(4.4, 6.2, 5.0)","(8.5, 15.5, 14.75)","(61.0, 470.0, 146.0)","(21.0, 120.0, 67.28571428571428)","(1.9, 2.26, 2.1799999999999997)","(8.5, 14.5, 13.163636363636364)","(4.0, 9.4, 8.107692307692307)"
04-01-2023 15:38:57.515619,"(4.4, 6.2, 4.9399999999999995)","(8.5, 15.5, 14.3)","(61.0, 470.0, 146.0)","(21.0, 120.0, 67.28571428571428)","(1.9, 2.24, 2.165714285714286)","(8.5, 14.5, 13.163636363636364)","(4.0, 9.4, 8.107692307692307)"
04-01-2023 15:38:58.589546,"(4.4, 6.2, 4.9399999999999995)","(8.5, 15.5, 14.75)","(61.0, 470.0, 146.0)","(21.0, 120.0, 67.28571428571428)","(1.9, 2.24, 2.165714285714286)","(8.5, 14.5, 13.163636363636364)","(4.0, 9.4, 8.107692307692307)"
04-01-2023 15:38:59.597661,"(4.4, 6.2, 4.9399999999999995)","(8.5, 15.5, 14.75)","(61.0, 470.0, 146.0)","(21.0, 120.0, 67.28571428571428)","(1.9, 2.24, 2.165714285714286)","(8.5, 14.5, 13.163636363636364)","(4.0, 9.4, 8.107692307692307)"
04-01-2023 15:39:00.639577,"(4.4, 6.2, 4.9399999999999995)","(8.5, 15.5, 14.75)","(61.0, 470.0, 146.0)","(21.0, 120.0, 67.28571428571428)","(1.9, 2.24, 2.165714285714286)","(8.5, 14.5, 13.163636363636364)","(4.0, 9.4, 8.107692307692307)"
04-01-2023 15:39:01.615283,"(4.4, 6.2, 4.9399999999999995)","(8.5, 15.5, 14.75)","(61.0, 470.0, 146.0)","(21.0, 120.0, 67.28571428571428)","(1.9, 2.24, 2.165714285714286)","(8.5, 14.5, 13.163636363636364)","(4.0, 9.4, 8.107692307692307)"
04-01-2023 15:39:02.633455,"(4.4, 6.2, 4.9399999999999995)","(8.5, 15.5, 14.75)","(61.0, 470.0, 146.0)","(21.0, 120.0, 67.28571428571428)","(1.9, 2.24, 2.165714285714286)","(8.5, 14.5, 13.163636363636364)","(4.0, 9.4, 8.107692307692307)"
04-01-2023 15:39:03.727398,"(4.4, 6.2, 4.9399999999999995)","(8.5, 15.5, 14.75)","(61.0, 470.0, 146.0)","(21.0, 120.0, 67.28571428571428)","(1.9, 2.24, 2.165714285714286)","(8.5, 14.5, 13.163636363636364)","(4.0, 9.4, 8.107692307692307)"
04-01-2023 15:39:04.771257,"(4.4, 6.2, 4.9399999999999995)","(8.5, 15.5, 14.75)","(61.0, 470.0, 146.0)","(21.0, 120.0, 67.28571428571428)","(1.9, 2.24, 2.165714285714286)","(8.5, 14.5, 13.163636363636364)","(4.0, 9.4, 8.107692307692307)"
04-01-2023 15:39:05.745998,"(4.4, 6.2, 4.9399999999999995)","(8.5, 15.5, 15.0)","(61.0, 470.0, 146.0)","(21.0, 120.0, 67.28571428571428)","(1.9, 2.24, 2.165714285714286)","(8.5, 14.5, 13.163636363636364)","(4.0, 9.4, 8.107692307692307)"
04-01-2023 15:39:06.800267,"(4.4, 6.2, 4.9399999999999995)","(8.5, 15.5, 15.0)","(61.0, 470.0, 146.0)","(21.0, 120.0, 67.28571428571428)","(1.9, 2.24, 2.165714285714286)","(8.5, 14.5, 13.163636363636364)","(4.0, 9.4, 8.107692307692307)"
04-01-2023 15:39:07.798084,"(4.4, 6.2, 4.9399999999999995)","(8.5, 15.5, 15.0)","(61.0, 470.0, 146.0)","(21.0, 120.0, 67.28571428571428)","(1.9, 2.24, 2.165714285714286)","(8.5, 14.5, 13.163636363636364)","(4.0, 9.4, 8.107692307692307)"
04-01-2023 15:39:08.815564,"(4.4, 6.2, 4.9399999999999995)","(8.5, 15.5, 15.0)","(61.0, 450.0, 120.0)","(21.0, 120.0, 67.28571428571428)","(1.9, 2.24, 2.165714285714286)","(8.5, 14.5, 13.163636363636364)","(4.0, 9.4, 8.107692307692307)"
04-01-2023 15:39:09.820204,"(4.4, 6.2, 4.9399999999999995)","(8.5, 15.5, 15.0)","(61.0, 450.0, 110.29411764705883)","(21.0, 120.0, 67.28571428571428)","(1.9, 2.24, 2.165714285714286)","(8.5, 14.5, 13.163636363636364)","(4.0, 9.4, 8.107692307692307)"
04-01-2023 15:39:10.734960,"(4.4, 6.2, 4.9399999999999995)","(8.5, 15.5, 15.0)","(61.0, 450.0, 110.29411764705883)","(21.0, 120.0, 67.28571428571428)","(1.9, 2.24, 2.165714285714286)","(8.5, 14.5, 13.163636363636364)","(4.0, 9.4, 8.107692307692307)"
04-01-2023 15:39:11.753221,"(4.4, 6.2, 4.9399999999999995)","(8.5, 15.5, 15.0)","(61.0, 450.0, 89.0625)","(21.0, 120.0, 67.28571428571428)","(1.9, 2.24, 2.165714285714286)","(8.5, 14.5, 13.163636363636364)","(4.0, 9.4, 7.96)"
04-01-2023 15:39:12.814017,"(4.4, 6.2, 4.9399999999999995)","(8.5, 15.5, 15.0)","(61.0, 450.0, 110.29411764705883)","(21.0, 120.0, 67.28571428571428)","(1.9, 2.24, 2.165714285714286)","(8.5, 14.5, 13.163636363636364)","(4.0, 9.4, 7.96)"
04-01-2023 15:39:13.843893,"(4.4, 6.2, 4.9399999999999995)","(8.5, 15.5, 15.0)","(61.0, 450.0, 110.29411764705883)","(21.0, 120.0, 67.28571428571428)","(1.9, 2.24, 2.165714285714286)","(8.5, 14.5, 13.163636363636364)","(4.0, 9.4, 7.96)"
04-01-2023 15:39:14.970563,"(4.4, 6.2, 4.9399999999999995)","(8.5, 15.5, 15.0)","(61.0, 450.0, 193.33333333333334)","(21.0, 120.0, 51.42857142857143)","(1.9, 2.24, 2.165714285714286)","(8.5, 14.5, 13.163636363636364)","(4.0, 9.4, 7.96)"
04-01-2023 15:39:16.004381,"(4.4, 6.2, 4.9399999999999995)","(8.5, 15.5, 15.0)","(61.0, 450.0, 193.33333333333334)","(21.0, 120.0, 48.0)","(1.9, 2.24, 2.165714285714286)","(8.5, 14.5, 13.163636363636364)","(4.0, 9.4, 7.96)"
04-01-2023 15:39:16.915067,"(4.4, 6.2, 4.9399999999999995)","(8.5, 15.5, 15.0)","(61.0, 450.0, 193.33333333333334)","(21.0, 120.0, 48.0)","(1.9, 2.24, 2.165714285714286)","(8.5, 14.5, 13.163636363636364)","(4.0, 9.4, 7.96)"
04-01-2023 15:39:17.881437,"(4.4, 6.2, 4.9399999999999995)","(8.5, 15.5, 15.0)","(61.0, 450.0, 193.33333333333334)","(21.0, 100.0, 47.5)","(1.9, 2.24, 2.165714285714286)","(8.5, 14.5, 13.163636363636364)","(4.0, 9.4, 7.96)"
04-01-2023 15:39:18.934387,"(4.4, 6.2, 4.9399999999999995)","(8.5, 15.5, 15.0)","(61.0, 450.0, 193.33333333333334)","(21.0, 95.0, 45.5)","(1.9, 2.24, 2.1966666666666668)","(8.5, 14.5, 13.63529411764706)","(4.0, 9.4, 7.694736842105263)"
04-01-2023 15:39:19.997926,"(4.4, 6.0, 4.885714285714285)","(8.5, 15.5, 15.0)","(61.0, 450.0, 193.33333333333334)","(21.0, 95.0, 45.0)","(1.9, 2.24, 2.2)","(8.5, 14.5, 13.63529411764706)","(4.0, 9.2, 7.694736842105263)"
04-01-2023 15:39:21.059871,"(4.4, 6.0, 4.870588235294117)","(8.5, 15.5, 15.0)","(61.0, 450.0, 193.33333333333334)","(21.0, 95.0, 51.0)","(1.9, 2.24, 2.192727272727273)","(8.5, 14.5, 13.63529411764706)","(4.0, 9.2, 7.694736842105263)"
04-01-2023 15:39:22.077994,"(4.4, 6.0, 4.870588235294117)","(8.5, 15.5, 15.0)","(61.0, 450.0, 193.33333333333334)","(21.0, 95.0, 51.0)","(1.9, 2.24, 2.213684210526316)","(8.5, 14.5, 13.63529411764706)","(4.0, 9.2, 7.694736842105263)"
04-01-2023 15:39:23.060862,"(4.4, 6.0, 4.870588235294117)","(8.5, 15.5, 15.0)","(61.0, 450.0, 193.33333333333334)","(21.0, 95.0, 51.0)","(1.9, 2.24, 2.213684210526316)","(8.5, 14.5, 13.63529411764706)","(4.0, 9.2, 7.694736842105263)"
04-01-2023 15:39:24.113020,"(4.4, 6.0, 4.870588235294117)","(8.5, 15.5, 15.0)","(61.0, 450.0, 193.33333333333334)","(21.0, 95.0, 51.0)","(1.9, 2.24, 2.08)","(8.5, 14.5, 13.63529411764706)","(4.0, 9.2, 8.714285714285714)"
04-01-2023 15:39:25.100968,"(4.4, 6.0, 4.870588235294117)","(8.5, 15.5, 15.0)","(61.0, 450.0, 193.33333333333334)","(21.0, 95.0, 51.0)","(1.9, 2.24, 2.08)","(8.5, 14.5, 13.63529411764706)","(4.0, 9.0, 7.923076923076923)"
04-01-2023 15:39:26.189101,"(4.4, 6.0, 4.870588235294117)","(8.5, 15.5, 15.0)","(61.0, 460.0, 144.0)","(21.0, 95.0, 51.0)","(1.9, 2.24, 2.08)","(8.5, 14.5, 13.63529411764706)","(4.0, 9.0, 8.333333333333334)"
04-01-2023 15:39:27.258152,"(4.4, 6.0, 4.870588235294117)","(8.5, 15.5, 15.0)","(61.0, 460.0, 144.0)","(21.0, 95.0, 51.0)","(1.9, 2.24, 2.08)","(8.5, 14.5, 13.63529411764706)","(4.0, 9.0, 8.333333333333334)"
04-01-2023 15:39:28.185785,"(4.4, 6.0, 4.870588235294117)","(8.5, 15.5, 15.0)","(61.0, 460.0, 196.66666666666666)","(21.0, 95.0, 51.0)","(1.9, 2.24, 2.08)","(8.5, 14.5, 13.63529411764706)","(4.0, 9.0, 8.333333333333334)"
04-01-2023 15:39:29.276576,"(4.4, 6.0, 5.04)","(8.5, 15.5, 15.0)","(61.0, 460.0, 196.66666666666666)","(21.0, 95.0, 59.666666666666664)","(1.9, 2.24, 2.2122222222222225)","(8.5, 14.5, 13.63529411764706)","(4.0, 9.0, 8.333333333333334)"
04-01-2023 15:39:30.336462,"(4.4, 6.0, 5.04)","(8.5, 15.5, 15.0)","(61.0, 460.0, 196.66666666666666)","(21.0, 95.0, 59.666666666666664)","(1.9, 2.24, 2.2122222222222225)","(8.5, 14.5, 13.63529411764706)","(4.0, 9.0, 7.923076923076923)"
04-01-2023 15:39:31.352829,"(4.4, 6.0, 5.04)","(8.5, 15.5, 15.0)","(61.0, 460.0, 196.66666666666666)","(21.0, 95.0, 59.666666666666664)","(1.9, 2.24, 2.2122222222222225)","(8.5, 14.5, 13.63529411764706)","(4.0, 9.0, 7.923076923076923)"
04-01-2023 15:39:32.437754,"(4.4, 6.0, 5.04)","(8.5, 15.5, 15.0)","(61.0, 470.0, 180.71428571428572)","(21.0, 95.0, 59.666666666666664)","(1.9, 2.24, 2.2122222222222225)","(8.5, 14.5, 13.63529411764706)","(4.0, 9.0, 7.923076923076923)"
04-01-2023 15:39:33.528547,"(4.4, 6.0, 5.04)","(8.5, 15.5, 15.0)","(61.0, 470.0, 180.71428571428572)","(21.0, 95.0, 59.666666666666664)","(1.9, 2.24, 2.2122222222222225)","(8.5, 14.5, 13.63529411764706)","(4.0, 9.0, 7.923076923076923)"
04-01-2023 15:39:34.461911,"(4.4, 6.0, 5.04)","(8.5, 15.5, 15.0)","(61.0, 470.0, 180.71428571428572)","(21.0, 95.0, 59.666666666666664)","(1.9, 2.24, 2.2122222222222225)","(8.5, 14.5, 13.63529411764706)","(4.0, 9.0, 7.923076923076923)"
04-01-2023 15:39:35.572915,"(4.4, 6.0, 5.04)","(8.5, 15.5, 15.0)","(61.0, 470.0, 180.71428571428572)","(21.0, 95.0, 60.92857142857143)","(1.9, 2.24, 2.2122222222222225)","(8.5, 14.5, 13.63529411764706)","(4.0, 9.0, 8.0)"
04-01-2023 15:39:36.621133,"(4.4, 6.0, 5.04)","(8.5, 15.5, 15.0)","(61.0, 470.0, 180.71428571428572)","(21.0, 95.0, 60.92857142857143)","(1.9, 2.24, 2.2122222222222225)","(8.5, 14.5, 13.63529411764706)","(4.0, 9.0, 8.0)"
04-01-2023 15:39:37.656901,"(4.4, 6.0, 5.04)","(8.5, 15.0, 14.625)","(61.0, 470.0, 180.71428571428572)","(21.0, 95.0, 59.666666666666664)","(1.9, 2.24, 2.2122222222222225)","(8.5, 14.5, 13.63529411764706)","(4.0, 9.0, 8.0)"
04-01-2023 15:39:38.721039,"(4.4, 6.0, 5.04)","(8.5, 15.0, 14.625)","(61.0, 470.0, 180.71428571428572)","(21.0, 95.0, 59.666666666666664)","(1.9, 2.24, 2.2122222222222225)","(8.5, 14.5, 13.63529411764706)","(4.0, 9.0, 8.0)"
04-01-2023 15:39:39.759317,"(4.4, 6.0, 5.04)","(8.5, 15.0, 14.625)","(61.0, 470.0, 180.71428571428572)","(21.0, 95.0, 59.666666666666664)","(1.9, 2.24, 2.2122222222222225)","(8.5, 14.5, 13.63529411764706)","(4.0, 9.0, 8.0)"
04-01-2023 15:39:40.768855,"(4.4, 6.0, 5.04)","(8.5, 15.0, 14.625)","(61.0, 470.0, 180.71428571428572)","(21.0, 95.0, 59.666666666666664)","(1.9, 2.24, 2.2122222222222225)","(8.5, 14.5, 13.63529411764706)","(4.0, 9.0, 8.0)"
04-01-2023 15:39:41.892535,"(4.4, 6.0, 5.04)","(8.5, 15.0, 14.625)","(61.0, 470.0, 180.71428571428572)","(21.0, 95.0, 59.666666666666664)","(1.9, 2.24, 2.2122222222222225)","(8.5, 14.5, 13.63529411764706)","(4.0, 9.0, 8.0)"
04-01-2023 15:39:42.938768,"(4.4, 6.0, 5.04)","(8.5, 15.0, 14.625)","(61.0, 470.0, 180.71428571428572)","(21.0, 95.0, 59.666666666666664)","(1.9, 2.24, 2.2122222222222225)","(8.5, 14.5, 13.63529411764706)","(4.0, 9.0, 8.0)"
04-01-2023 15:39:44.002908,"(4.4, 6.0, 5.04)","(8.5, 15.0, 14.625)","(61.0, 470.0, 180.71428571428572)","(21.0, 95.0, 59.666666666666664)","(1.9, 2.24, 2.2122222222222225)","(8.5, 14.5, 13.63529411764706)","(4.0, 9.0, 8.0)"
04-01-2023 15:39:45.078647,"(4.4, 6.0, 5.04)","(8.5, 15.0, 14.625)","(61.0, 470.0, 132.5)","(21.0, 95.0, 59.666666666666664)","(1.9, 2.24, 2.2122222222222225)","(8.5, 14.5, 13.63529411764706)","(4.0, 9.0, 8.0)"
04-01-2023 15:39:46.144038,"(4.4, 6.0, 5.04)","(8.5, 15.0, 14.625)","(61.0, 470.0, 335.0)","(21.0, 95.0, 59.666666666666664)","(1.9, 2.24, 2.2122222222222225)","(8.5, 14.5, 13.63529411764706)","(4.0, 9.0, 7.705882352941177)"
04-01-2023 15:39:47.241227,"(4.4, 6.0, 5.04)","(8.5, 15.0, 14.625)","(61.0, 470.0, 335.0)","(21.0, 95.0, 59.666666666666664)","(1.9, 2.24, 2.2122222222222225)","(8.5, 14.5, 13.63529411764706)","(4.0, 9.0, 7.705882352941177)"
04-01-2023 15:39:48.326690,"(4.4, 6.0, 5.04)","(8.5, 15.0, 14.4375)","(61.0, 470.0, 335.0)","(21.0, 95.0, 59.666666666666664)","(1.9, 2.24, 2.2122222222222225)","(8.5, 14.5, 13.63529411764706)","(4.0, 9.0, 7.705882352941177)"
04-01-2023 15:39:49.397521,"(4.4, 6.0, 5.451428571428571)","(8.5, 15.0, 14.4375)","(61.0, 470.0, 335.0)","(21.0, 95.0, 59.666666666666664)","(1.9, 2.24, 2.168461538461538)","(8.5, 14.5, 13.63529411764706)","(4.0, 9.0, 7.705882352941177)"
04-01-2023 15:39:50.458875,"(4.4, 6.0, 5.232)","(8.5, 15.0, 14.892857142857142)","(61.0, 470.0, 335.0)","(21.0, 95.0, 59.666666666666664)","(1.9, 2.28, 2.168461538461538)","(8.5, 14.5, 13.683333333333334)","(4.0, 9.0, 7.705882352941177)"
04-01-2023 15:39:51.514387,"(4.4, 6.0, 5.232)","(8.5, 16.0, 14.666666666666666)","(61.0, 470.0, 335.0)","(21.0, 95.0, 52.69230769230769)","(1.9, 2.28, 2.168461538461538)","(8.5, 14.5, 13.683333333333334)","(4.0, 9.0, 7.705882352941177)"
04-01-2023 15:39:52.514933,"(4.4, 6.0, 5.232)","(8.5, 16.0, 14.928571428571429)","(61.0, 470.0, 335.0)","(21.0, 95.0, 52.69230769230769)","(1.9, 2.28, 2.1725925925925926)","(8.5, 14.5, 13.683333333333334)","(4.0, 9.0, 7.705882352941177)"
04-01-2023 15:39:53.602311,"(4.4, 6.0, 5.232)","(8.5, 16.0, 14.928571428571429)","(61.0, 470.0, 335.0)","(21.0, 95.0, 52.69230769230769)","(1.9, 2.28, 2.0254545454545454)","(8.5, 14.5, 13.683333333333334)","(4.0, 9.0, 7.705882352941177)"
04-01-2023 15:39:54.729636,"(4.4, 6.0, 5.232)","(8.5, 16.0, 14.928571428571429)","(61.0, 470.0, 335.0)","(21.0, 95.0, 52.69230769230769)","(1.9, 2.28, 2.0254545454545454)","(8.5, 14.5, 13.683333333333334)","(4.0, 9.0, 7.705882352941177)"
04-01-2023 15:39:55.794910,"(4.4, 6.0, 5.232)","(8.5, 16.0, 15.25)","(61.0, 470.0, 335.0)","(21.0, 95.0, 57.0)","(1.9, 2.28, 2.0254545454545454)","(8.5, 14.5, 13.683333333333334)","(4.0, 9.0, 7.705882352941177)"
04-01-2023 15:39:56.789573,"(4.4, 6.0, 5.232)","(8.5, 16.0, 15.25)","(61.0, 470.0, 335.0)","(21.0, 95.0, 57.0)","(1.9, 2.28, 2.0254545454545454)","(8.5, 14.5, 13.683333333333334)","(4.0, 9.0, 7.705882352941177)"
04-01-2023 15:39:57.870006,"(4.4, 6.0, 5.232)","(8.5, 16.0, 15.25)","(61.0, 470.0, 335.0)","(21.0, 95.0, 57.0)","(1.9, 2.28, 2.0254545454545454)","(8.5, 14.5, 13.683333333333334)","(4.0, 9.0, 7.705882352941177)"
04-01-2023 15:39:58.893039,"(4.4, 6.0, 5.232)","(8.5, 16.0, 15.25)","(61.0, 470.0, 335.0)","(21.0, 95.0, 57.0)","(1.9, 2.28, 2.0254545454545454)","(8.5, 14.5, 13.683333333333334)","(4.0, 9.0, 7.705882352941177)"
04-01-2023 15:40:00.004605,"(4.4, 6.0, 5.232)","(8.5, 16.0, 15.25)","(61.0, 470.0, 335.0)","(21.0, 95.0, 57.0)","(1.9, 2.28, 2.0254545454545454)","(8.5, 14.5, 13.683333333333334)","(4.0, 9.0, 7.705882352941177)"
04-01-2023 15:40:01.145555,"(4.4, 6.0, 5.232)","(8.5, 16.0, 15.25)","(61.0, 470.0, 267.5)","(21.0, 95.0, 57.0)","(1.9, 2.28, 2.0254545454545454)","(8.5, 14.5, 13.683333333333334)","(4.0, 9.0, 7.705882352941177)"
04-01-2023 15:40:02.168775,"(4.4, 6.0, 5.232)","(8.5, 16.0, 15.25)","(61.0, 470.0, 267.5)","(21.0, 95.0, 57.0)","(1.9, 2.28, 2.16)","(8.5, 14.5, 13.683333333333334)","(4.0, 9.0, 7.3500000000000005)"
04-01-2023 15:40:03.146806,"(4.4, 6.0, 4.964705882352941)","(8.5, 16.0, 15.25)","(61.0, 470.0, 335.0)","(21.0, 95.0, 57.0)","(1.9, 2.24, 2.2)","(8.5, 14.5, 13.683333333333334)","(4.0, 9.0, 7.68)"
04-01-2023 15:40:04.126783,"(4.4, 6.0, 4.964705882352941)","(8.5, 16.0, 15.428571428571429)","(61.0, 470.0, 335.0)","(21.0, 95.0, 57.0)","(1.9, 2.24, 2.2)","(8.5, 14.5, 13.683333333333334)","(4.0, 9.0, 7.964705882352941)"
04-01-2023 15:40:05.159670,"(4.4, 6.0, 4.964705882352941)","(8.5, 17.0, 16.727272727272727)","(61.0, 470.0, 335.0)","(21.0, 95.0, 57.0)","(1.9, 2.24, 2.1500000000000004)","(8.5, 14.5, 13.683333333333334)","(4.0, 9.0, 8.085714285714285)"
04-01-2023 15:40:06.307201,"(4.4, 6.0, 4.964705882352941)","(8.5, 17.5, 14.875)","(61.0, 470.0, 219.0)","(21.0, 95.0, 57.0)","(1.9, 2.24, 2.166666666666667)","(8.5, 14.5, 13.683333333333334)","(4.0, 9.0, 7.739999999999999)"
04-01-2023 15:40:07.396724,"(4.4, 6.0, 4.964705882352941)","(8.5, 17.5, 15.25)","(61.0, 450.0, 321.6666666666667)","(21.0, 95.0, 57.0)","(1.9, 2.2, 2.218)","(8.5, 14.5, 12.5)","(4.0, 9.0, 7.0769230769230775)"
04-01-2023 15:40:08.461461,"(4.4, 5.9, 4.976923076923077)","(8.5, 15.5, 14.75)","(61.0, 440.0, 315.0)","(21.0, 95.0, 57.0)","(1.9, 2.24, 2.15)","(8.5, 14.5, 12.5)","(4.0, 8.8, 6.958333333333334)"
04-01-2023 15:40:09.514574,"(4.4, 5.9, 4.884615384615384)","(8.5, 15.5, 15.038461538461538)","(61.0, 440.0, 315.0)","(21.0, 95.0, 69.66666666666666)","(1.9, 2.26, 2.15)","(8.5, 14.5, 12.5)","(4.0, 8.8, 7.615384615384616)"
04-01-2023 15:40:10.579054,"(4.4, 5.9, 4.884615384615384)","(8.5, 15.5, 15.038461538461538)","(61.0, 440.0, 315.0)","(21.0, 95.0, 57.0)","(1.9, 2.26, 2.15)","(8.5, 14.5, 12.5)","(4.0, 8.8, 7.05)"
04-01-2023 15:40:11.630550,"(4.4, 5.9, 4.884615384615384)","(8.5, 15.5, 14.833333333333334)","(61.0, 440.0, 315.0)","(21.0, 95.0, 57.0)","(1.9, 2.26, 2.15)","(8.5, 14.5, 13.642857142857142)","(4.0, 8.8, 7.466666666666667)"
04-01-2023 15:40:12.765562,"(4.4, 5.9, 4.884615384615384)","(8.5, 15.5, 15.125)","(61.0, 450.0, 124.23076923076923)","(21.0, 95.0, 57.0)","(1.9, 2.26, 2.0714285714285716)","(8.5, 14.5, 13.642857142857142)","(4.0, 8.8, 7.225)"
04-01-2023 15:40:14.205249,"(4.4, 5.9, 5.05)","(8.5, 15.5, 15.805555555555555)","(61.0, 450.0, 124.23076923076923)","(21.0, 95.0, 57.0)","(1.9, 2.26, 2.14)","(8.5, 14.5, 13.1875)","(4.0, 8.8, 7.433333333333334)"
04-01-2023 15:40:15.466888,"(4.4, 5.8, 5.05)","(8.5, 16.5, 15.547619047619047)","(61.0, 450.0, 135.0)","(21.0, 95.0, 41.36363636363636)","(1.9, 2.22, 2.1)","(8.5, 14.5, 13.84375)","(4.0, 8.6, 7.6)"
04-01-2023 15:40:16.609838,"(4.4, 5.8, 4.917647058823529)","(8.5, 16.5, 15.323529411764707)","(61.0, 450.0, 103.5)","(21.0, 95.0, 41.36363636363636)","(1.9, 2.22, 2.088)","(8.5, 14.5, 14.0625)","(4.0, 8.6, 7.85)"
04-01-2023 15:40:17.706831,"(4.4, 5.7, 5.1)","(8.5, 16.5, 15.323529411764707)","(61.0, 450.0, 103.5)","(21.0, 95.0, 41.36363636363636)","(1.9, 2.2, 2.1133333333333333)","(8.5, 14.5, 14.0625)","(4.0, 8.6, 7.6909090909090905)"
04-01-2023 15:40:18.836803,"(4.4, 5.5, 5.033333333333333)","(8.5, 16.5, 15.323529411764707)","(61.0, 450.0, 135.0)","(21.0, 95.0, 41.36363636363636)","(1.9, 2.18, 2.1133333333333333)","(8.5, 14.5, 14.0625)","(4.0, 8.6, 7.6909090909090905)"
04-01-2023 15:40:19.970971,"(4.4, 5.5, 5.033333333333333)","(8.5, 16.5, 15.323529411764707)","(61.0, 450.0, 135.0)","(21.0, 95.0, 44.42857142857143)","(1.9, 2.18, 2.09)","(8.5, 14.5, 13.375)","(4.0, 8.6, 7.155555555555555)"
04-01-2023 15:40:21.085989,"(4.4, 5.8, 4.871428571428571)","(8.5, 16.5, 15.40625)","(61.0, 450.0, 135.0)","(21.0, 95.0, 47.8)","(1.9, 2.2, 2.166666666666667)","(8.5, 14.5, 13.9)","(4.0, 8.6, 6.6000000000000005)"
