,Impetuous Lad,Lornas Law,Wallys Boy,Up The Amps,Lonely Tuna,Brians Buster,Burnt Jam,No Surprise
11-01-2023 13:27:01.925024,"(3.9, 4.0, 3.865625)","(26.0, 85.0, 83.66666666666667)","(7.0, 10.5, 9.52)","(4.6, 8.2, 8.066666666666666)","(14.0, 17.5, 16.75)","(21.0, 36.0, 33.2)","(5.5, 5.3, 5.314285714285714)","(3.1, 4.8, 4.692857142857143)"
11-01-2023 13:27:03.224793,"(3.9, 3.9, 3.8676470588235294)","(26.0, 85.0, 83.66666666666667)","(7.0, 10.0, 9.52)","(4.6, 8.2, 8.066666666666666)","(14.0, 17.5, 17.125)","(21.0, 36.0, 32.8)","(5.5, 5.5, 5.466666666666667)","(3.1, 4.7, 4.333333333333333)"
11-01-2023 13:27:04.498747,"(3.9, 4.0, 3.90625)","(26.0, 85.0, 83.66666666666667)","(7.0, 10.0, 9.68)","(4.6, 8.2, 8.066666666666666)","(14.0, 17.5, 16.857142857142858)","(21.0, 36.0, 32.8)","(5.5, 5.5, 5.557142857142857)","(3.1, 4.4, 4.337142857142857)"
11-01-2023 13:27:05.799352,"(3.9, 4.1, 3.922222222222222)","(26.0, 85.0, 84.28571428571429)","(7.0, 10.0, 9.74)","(4.6, 8.2, 8.138461538461538)","(14.0, 17.5, 16.785714285714285)","(21.0, 36.0, 33.77777777777778)","(5.5, 5.6, 5.022222222222222)","(3.1, 4.4, 4.318181818181818)"
11-01-2023 13:27:07.158851,"(3.9, 4.1, 3.9725)","(26.0, 85.0, 84.28571428571429)","(7.0, 9.8, 9.435294117647059)","(4.6, 8.2, 8.10909090909091)","(14.0, 17.5, 17.125)","(21.0, 36.0, 35.0)","(5.5, 5.8, 5.114285714285715)","(3.1, 4.4, 4.318181818181818)"
11-01-2023 13:27:08.492405,"(3.9, 4.2, 4.019047619047619)","(26.0, 85.0, 83.96551724137932)","(7.0, 10.0, 9.435294117647059)","(4.6, 8.6, 8.057142857142857)","(14.0, 17.5, 17.2)","(21.0, 36.0, 34.666666666666664)","(5.5, 5.2, 5.133333333333334)","(3.1, 4.4, 4.318181818181818)"
11-01-2023 13:27:09.789276,"(3.9, 4.2, 4.140000000000001)","(26.0, 85.0, 84.28571428571429)","(7.0, 10.0, 9.628571428571428)","(4.6, 8.6, 7.628571428571428)","(14.0, 17.5, 16.825)","(21.0, 36.0, 33.88235294117647)","(5.5, 5.2, 5.800000000000001)","(3.1, 4.4, 4.292857142857143)"
11-01-2023 13:27:11.047410,"(3.9, 4.2, 4.0636363636363635)","(26.0, 85.0, 84.28571428571429)","(7.0, 9.8, 9.48)","(4.6, 7.8, 7.676923076923077)","(14.0, 17.5, 16.825)","(21.0, 36.0, 35.55555555555556)","(5.5, 5.9, 5.5875)","(3.1, 4.3, 4.292857142857143)"
11-01-2023 13:27:12.342983,"(3.9, 4.1, 4.038888888888889)","(26.0, 85.0, 84.28571428571429)","(7.0, 9.8, 9.314285714285715)","(4.6, 7.8, 7.64)","(14.0, 17.5, 16.857142857142858)","(21.0, 36.0, 37.5)","(5.5, 5.9, 5.418181818181818)","(3.1, 4.3, 4.318181818181818)"
11-01-2023 13:27:13.607756,"(3.9, 4.1, 4.038888888888889)","(26.0, 85.0, 84.28571428571429)","(7.0, 9.6, 9.178947368421053)","(4.6, 7.8, 7.6)","(14.0, 17.5, 17.2)","(21.0, 38.0, 37.5)","(5.5, 5.8, 5.466666666666667)","(3.1, 4.4, 4.318181818181818)"
11-01-2023 13:27:14.843478,"(3.9, 4.1, 4.052173913043478)","(26.0, 85.0, 83.96551724137932)","(7.0, 9.6, 9.028571428571428)","(4.6, 7.8, 7.6)","(14.0, 17.5, 17.2)","(21.0, 38.0, 37.5)","(5.5, 5.6, 5.5249999999999995)","(3.1, 4.4, 4.325)"
11-01-2023 13:27:16.179740,"(3.9, 4.1, 4.052173913043478)","(26.0, 85.0, 83.96551724137932)","(7.0, 9.6, 9.215384615384616)","(4.6, 7.8, 7.581818181818182)","(14.0, 17.5, 16.96)","(21.0, 38.0, 37.5)","(5.5, 5.6, 5.55)","(3.1, 4.4, 4.318181818181818)"
11-01-2023 13:27:17.652041,"(3.9, 4.2, 4.16)","(26.0, 85.0, 84.28571428571429)","(7.0, 9.4, 9.200000000000001)","(4.6, 7.8, 7.4)","(14.0, 17.5, 16.923076923076923)","(21.0, 38.0, 37.333333333333336)","(5.5, 5.6, 5.5249999999999995)","(3.1, 4.4, 4.318181818181818)"
11-01-2023 13:27:19.064209,"(3.9, 4.2, 4.16)","(26.0, 85.0, 84.28571428571429)","(7.0, 9.4, 9.280000000000001)","(4.6, 7.8, 7.581818181818182)","(14.0, 17.5, 16.6)","(21.0, 38.0, 37.333333333333336)","(5.5, 5.6, 5.428571428571429)","(3.1, 4.4, 4.318181818181818)"
11-01-2023 13:27:20.504726,"(3.9, 4.2, 4.154545454545454)","(26.0, 85.0, 84.28571428571429)","(7.0, 9.4, 9.24)","(4.6, 7.8, 7.6)","(14.0, 17.5, 16.7)","(21.0, 38.0, 37.666666666666664)","(5.5, 5.6, 5.428571428571429)","(3.1, 4.4, 4.475)"
11-01-2023 13:27:22.098260,"(3.9, 4.3, 4.183870967741935)","(26.0, 85.0, 83.96551724137932)","(7.0, 9.4, 9.266666666666667)","(4.6, 7.8, 7.55)","(14.0, 17.5, 16.916666666666668)","(21.0, 38.0, 37.666666666666664)","(5.5, 5.6, 5.466666666666667)","(3.1, 4.4, 4.386666666666667)"
11-01-2023 13:27:23.604790,"(3.9, 4.3, 4.183870967741935)","(26.0, 85.0, 83.96551724137932)","(7.0, 9.4, 9.266666666666667)","(4.6, 7.8, 7.709090909090909)","(14.0, 17.0, 16.916666666666668)","(21.0, 38.0, 37.6)","(5.5, 5.6, 5.584615384615385)","(3.1, 4.4, 4.386666666666667)"
11-01-2023 13:27:25.053510,"(3.9, 4.3, 4.218181818181818)","(26.0, 85.0, 83.96551724137932)","(7.0, 9.4, 9.070588235294117)","(4.6, 8.0, 7.65)","(14.0, 17.0, 16.916666666666668)","(21.0, 38.0, 37.6)","(5.5, 5.7, 5.5636363636363635)","(3.1, 4.4, 4.386666666666667)"
11-01-2023 13:27:26.670927,"(3.9, 4.3, 4.218181818181818)","(26.0, 85.0, 84.28571428571429)","(7.0, 9.4, 8.857142857142856)","(4.6, 7.8, 7.7)","(14.0, 17.0, 16.916666666666668)","(21.0, 38.0, 35.733333333333334)","(5.5, 5.7, 5.72)","(3.1, 4.3, 4.292307692307692)"
11-01-2023 13:27:28.269187,"(3.9, 4.3, 4.194117647058823)","(26.0, 85.0, 84.28571428571429)","(7.0, 9.2, 8.857142857142856)","(4.6, 7.8, 7.95)","(14.0, 17.0, 16.916666666666668)","(21.0, 36.0, 35.55555555555556)","(5.5, 5.8, 5.7)","(3.1, 4.3, 4.253846153846154)"
11-01-2023 13:27:29.705414,"(3.9, 4.3, 4.214285714285714)","(26.0, 85.0, 84.28571428571429)","(7.0, 9.2, 9.026666666666667)","(4.6, 8.0, 7.161290322580645)","(14.0, 17.0, 16.692307692307693)","(21.0, 36.0, 35.666666666666664)","(5.5, 5.9, 5.821428571428571)","(3.1, 4.3, 4.233333333333333)"
11-01-2023 13:27:31.068307,"(3.9, 4.3, 4.285365853658536)","(26.0, 85.0, 84.28571428571429)","(7.0, 9.4, 9.028571428571428)","(4.6, 7.6, 6.9523809523809526)","(14.0, 17.5, 16.634615384615383)","(21.0, 36.0, 37.5)","(5.5, 6.4, 5.821428571428571)","(3.1, 4.3, 4.257142857142857)"
11-01-2023 13:27:32.540101,"(3.9, 4.4, 4.34)","(26.0, 85.0, 84.28571428571429)","(7.0, 9.2, 9.0)","(4.6, 7.6, 6.177777777777778)","(14.0, 17.5, 16.692307692307693)","(21.0, 38.0, 35.666666666666664)","(5.5, 6.4, 5.87741935483871)","(3.1, 4.3, 4.257142857142857)"
11-01-2023 13:27:34.070261,"(3.9, 4.5, 4.462264150943396)","(26.0, 85.0, 83.96551724137932)","(7.0, 9.4, 8.92)","(4.6, 7.6, 6.16)","(14.0, 17.5, 16.692307692307693)","(21.0, 36.0, 35.65217391304348)","(5.5, 6.4, 5.955)","(3.1, 4.3, 4.2375)"
11-01-2023 13:27:35.507675,"(3.9, 4.5, 4.453571428571428)","(26.0, 85.0, 74.61538461538461)","(7.0, 9.4, 9.0)","(4.6, 7.6, 6.753846153846154)","(14.0, 17.5, 16.5)","(21.0, 38.0, 34.94736842105263)","(5.5, 6.2, 5.717948717948718)","(3.1, 4.3, 4.25)"
11-01-2023 13:27:36.860560,"(3.9, 4.5, 4.4573770491803275)","(26.0, 85.0, 77.5)","(7.0, 9.4, 9.378947368421052)","(4.6, 7.4, 7.1625)","(14.0, 17.0, 16.5)","(21.0, 36.0, 34.94736842105263)","(5.5, 6.0, 5.666666666666667)","(3.1, 4.3, 4.235483870967742)"
11-01-2023 13:27:38.283529,"(3.9, 4.5, 4.4071428571428575)","(26.0, 85.0, 77.5)","(7.0, 9.6, 9.336)","(4.6, 7.2, 6.98)","(14.0, 17.0, 16.5)","(21.0, 36.0, 34.94736842105263)","(5.5, 5.8, 5.449999999999999)","(3.1, 4.3, 4.248717948717949)"
11-01-2023 13:27:39.693228,"(3.5, 4.5, 4.4135135135135135)","(41.0, 85.0, 77.5)","(7.5, 9.6, 9.42)","(5.5, 7.0, 6.98)","(14.0, 17.0, 16.6)","(21.0, 36.0, 37.6)","(4.6, 5.6, 5.389473684210526)","(3.3, 4.3, 4.248717948717949)"
11-01-2023 13:27:41.028843,"(3.5, 4.5, 4.423529411764706)","(41.0, 85.0, 74.61538461538461)","(7.5, 9.6, 9.773333333333333)","(5.5, 7.0, 7.142857142857143)","(14.0, 17.5, 16.6)","(21.0, 38.0, 37.6)","(4.6, 5.5, 5.389473684210526)","(3.3, 4.3, 4.248717948717949)"
11-01-2023 13:27:42.424752,"(3.5, 4.5, 4.397560975609756)","(41.0, 85.0, 77.89473684210526)","(7.5, 9.8, 9.775)","(5.5, 7.2, 6.825)","(14.0, 17.5, 16.55)","(21.0, 38.0, 34.94736842105263)","(4.6, 5.5, 5.457142857142857)","(3.3, 4.3, 4.248717948717949)"
11-01-2023 13:27:43.763255,"(3.5, 4.5, 4.383333333333333)","(41.0, 85.0, 77.89473684210526)","(7.5, 10.0, 9.82857142857143)","(5.5, 7.2, 6.9)","(14.0, 17.5, 16.55)","(21.0, 36.0, 37.6)","(4.6, 5.5, 5.457142857142857)","(3.3, 4.3, 4.286666666666666)"
11-01-2023 13:27:45.135218,"(3.5, 4.5, 4.383333333333333)","(41.0, 85.0, 77.89473684210526)","(7.5, 10.0, 9.82857142857143)","(5.5, 7.0, 7.085714285714285)","(14.0, 17.5, 16.55)","(21.0, 38.0, 37.89090909090909)","(4.6, 5.5, 5.457142857142857)","(3.3, 4.3, 4.29)"
11-01-2023 13:27:46.378136,"(3.5, 4.5, 4.4192307692307695)","(41.0, 85.0, 77.89473684210526)","(7.5, 10.0, 9.775)","(5.5, 7.2, 7.085714285714285)","(14.0, 17.5, 16.5)","(21.0, 38.0, 37.89090909090909)","(4.6, 5.5, 5.389473684210526)","(3.3, 4.3, 4.29)"
11-01-2023 13:27:47.658778,"(3.5, 4.3, 4.26)","(41.0, 85.0, 77.89473684210526)","(7.5, 10.0, 9.925)","(5.5, 7.2, 7.085714285714285)","(14.0, 17.5, 16.55)","(21.0, 38.0, 37.89090909090909)","(4.6, 5.5, 5.457142857142857)","(3.3, 4.3, 4.33939393939394)"
11-01-2023 13:27:48.951829,"(3.5, 4.3, 4.211111111111111)","(41.0, 85.0, 77.89473684210526)","(7.5, 10.0, 9.971428571428572)","(5.5, 7.2, 7.133333333333334)","(14.0, 17.5, 16.580645161290324)","(21.0, 38.0, 37.89090909090909)","(4.6, 5.5, 5.457142857142857)","(3.3, 4.4, 4.358620689655173)"
11-01-2023 13:27:50.191891,"(3.5, 4.3, 4.223809523809524)","(41.0, 85.0, 77.89473684210526)","(7.5, 10.0, 9.716129032258063)","(5.5, 7.2, 7.05)","(14.0, 17.5, 16.580645161290324)","(21.0, 38.0, 37.90163934426229)","(4.6, 5.5, 5.44)","(3.3, 4.4, 4.271428571428571)"
11-01-2023 13:27:51.477320,"(3.5, 4.3, 4.205555555555556)","(41.0, 85.0, 77.89473684210526)","(7.5, 10.5, 10.093023255813954)","(5.5, 7.2, 6.955555555555556)","(14.0, 17.5, 16.580645161290324)","(21.0, 38.0, 37.90163934426229)","(4.6, 5.5, 5.389473684210526)","(3.3, 4.3, 4.277777777777778)"
11-01-2023 13:27:52.787587,"(3.5, 4.3, 4.20125)","(41.0, 85.0, 76.0)","(7.5, 10.5, 10.15)","(5.5, 7.0, 6.966666666666667)","(14.0, 17.5, 16.56896551724138)","(21.0, 38.0, 37.90163934426229)","(4.6, 5.5, 5.442857142857143)","(3.3, 4.3, 4.280952380952381)"
11-01-2023 13:27:54.033438,"(3.5, 4.1, 4.01980198019802)","(41.0, 85.0, 76.0)","(7.5, 10.5, 10.153846153846153)","(5.5, 7.0, 7.133333333333334)","(14.0, 17.5, 17.129032258064516)","(21.0, 38.0, 37.90163934426229)","(4.6, 5.5, 5.449999999999999)","(3.3, 4.3, 4.278947368421052)"
11-01-2023 13:27:55.232686,"(3.5, 4.1, 4.011956521739131)","(41.0, 85.0, 76.0)","(7.5, 10.5, 10.142857142857142)","(5.5, 7.2, 7.142857142857143)","(14.0, 18.0, 17.181818181818183)","(21.0, 38.0, 37.90163934426229)","(4.6, 5.6, 5.4125)","(3.3, 4.3, 4.278947368421052)"
11-01-2023 13:27:56.539141,"(3.5, 4.1, 3.9589285714285714)","(41.0, 85.0, 79.0)","(7.5, 10.5, 10.142857142857142)","(5.5, 7.2, 7.142857142857143)","(14.0, 18.0, 17.147058823529413)","(21.0, 38.0, 37.90163934426229)","(4.6, 5.6, 5.4125)","(3.3, 4.3, 4.278947368421052)"
11-01-2023 13:27:57.884904,"(3.5, 4.1, 3.9668539325842698)","(41.0, 85.0, 76.81818181818181)","(7.5, 10.5, 10.142857142857142)","(5.5, 7.2, 7.142857142857143)","(14.0, 18.0, 17.147058823529413)","(21.0, 38.0, 37.90163934426229)","(4.6, 5.6, 5.469565217391304)","(3.3, 4.3, 4.358823529411765)"
11-01-2023 13:27:59.257107,"(3.5, 4.1, 3.936111111111111)","(41.0, 85.0, 76.81818181818181)","(7.5, 10.5, 10.112068965517242)","(5.5, 7.2, 6.914285714285715)","(14.0, 18.0, 17.147058823529413)","(21.0, 38.0, 37.90163934426229)","(4.6, 5.6, 5.489473684210526)","(3.3, 4.4, 4.352857142857143)"
11-01-2023 13:28:00.547440,"(3.5, 4.0, 3.936111111111111)","(41.0, 85.0, 76.81818181818181)","(7.5, 10.5, 10.112068965517242)","(5.5, 7.2, 6.9)","(14.0, 18.0, 17.147058823529413)","(21.0, 38.0, 37.90163934426229)","(4.6, 5.6, 5.425000000000001)","(3.3, 4.4, 4.346774193548387)"
11-01-2023 13:28:01.743514,"(3.5, 4.0, 3.9483870967741934)","(41.0, 85.0, 74.61538461538461)","(7.5, 10.5, 10.11864406779661)","(5.5, 7.4, 7.111111111111112)","(14.0, 18.0, 17.033333333333335)","(21.0, 38.0, 37.63636363636364)","(4.6, 5.6, 5.616666666666667)","(3.3, 4.4, 4.325925925925926)"
11-01-2023 13:28:02.990285,"(3.5, 3.95, 3.9515151515151516)","(41.0, 85.0, 75.35714285714286)","(7.5, 10.5, 10.11864406779661)","(5.5, 7.4, 7.133333333333334)","(14.0, 18.0, 17.033333333333335)","(21.0, 38.0, 37.63636363636364)","(4.6, 5.7, 5.616666666666667)","(3.3, 4.4, 4.355555555555556)"
11-01-2023 13:28:04.283644,"(3.5, 4.0, 3.9515151515151516)","(41.0, 85.0, 75.76923076923077)","(7.5, 10.5, 10.19672131147541)","(5.5, 7.2, 7.1)","(14.0, 18.0, 17.076923076923077)","(21.0, 38.0, 36.55)","(4.6, 5.7, 5.775)","(3.3, 4.4, 4.029999999999999)"
11-01-2023 13:28:05.586365,"(3.5, 4.1, 4.001234567901235)","(41.0, 85.0, 78.33333333333333)","(7.5, 10.5, 10.19672131147541)","(5.5, 7.6, 6.984615384615385)","(14.0, 18.0, 17.75)","(21.0, 40.0, 38.84615384615385)","(4.6, 5.9, 5.8)","(3.3, 4.1, 3.966666666666667)"
11-01-2023 13:28:07.008890,"(3.5, 4.1, 4.00125)","(41.0, 85.0, 78.33333333333333)","(7.5, 10.5, 10.186440677966102)","(5.5, 7.6, 7.2)","(14.0, 18.0, 17.333333333333332)","(21.0, 40.0, 37.92307692307692)","(4.6, 5.9, 5.8)","(3.3, 4.1, 3.9814814814814814)"
11-01-2023 13:28:08.330185,"(3.5, 4.1, 4.01123595505618)","(41.0, 85.0, 75.76923076923077)","(7.5, 10.5, 10.186440677966102)","(5.5, 7.4, 7.2)","(14.0, 18.0, 17.642857142857142)","(21.0, 40.0, 38.63636363636363)","(4.6, 5.9, 5.8)","(3.3, 4.1, 3.9916666666666667)"
11-01-2023 13:28:09.915482,"(3.5, 4.1, 4.005813953488372)","(41.0, 85.0, 75.76923076923077)","(7.5, 10.5, 10.175438596491228)","(5.5, 7.4, 7.2)","(14.0, 18.5, 17.375)","(21.0, 40.0, 37.77777777777778)","(4.6, 5.9, 5.8)","(3.3, 4.0, 3.9916666666666667)"
11-01-2023 13:28:11.323266,"(3.5, 4.1, 4.005813953488372)","(41.0, 85.0, 75.76923076923077)","(7.5, 10.5, 10.175438596491228)","(5.5, 7.4, 7.2)","(14.0, 18.5, 17.375)","(21.0, 40.0, 37.77777777777778)","(4.6, 5.9, 5.8)","(3.3, 4.0, 3.9916666666666667)"
11-01-2023 13:28:12.669724,"(3.5, 4.1, 4.005813953488372)","(41.0, 85.0, 75.76923076923077)","(7.5, 10.5, 10.175438596491228)","(5.5, 7.4, 7.2)","(14.0, 18.5, 17.375)","(21.0, 40.0, 37.77777777777778)","(4.6, 5.9, 5.8)","(3.3, 4.0, 3.9916666666666667)"
11-01-2023 13:28:13.977558,"(3.5, 4.1, 4.006329113924051)","(41.0, 85.0, 78.33333333333333)","(7.5, 10.5, 10.19672131147541)","(5.5, 7.4, 7.2)","(14.0, 18.5, 17.176470588235293)","(21.0, 40.0, 37.4)","(4.6, 5.9, 5.8)","(3.3, 4.0, 3.9916666666666667)"
11-01-2023 13:28:15.303915,"(3.5, 4.1, 4.022916666666666)","(41.0, 85.0, 78.33333333333333)","(8.0, 10.5, 10.19672131147541)","(5.5, 7.4, 7.2)","(14.0, 18.5, 17.176470588235293)","(26.0, 40.0, 36.42857142857143)","(4.8, 5.9, 5.8)","(3.3, 4.0, 3.9916666666666667)"
11-01-2023 13:28:16.677632,"(3.5, 4.1, 4.022916666666666)","(41.0, 85.0, 75.76923076923077)","(8.0, 10.5, 10.186440677966102)","(5.5, 7.4, 7.2)","(14.0, 18.5, 17.176470588235293)","(26.0, 40.0, 36.42857142857143)","(4.8, 5.9, 5.8)","(3.3, 4.0, 3.9916666666666667)"
11-01-2023 13:28:17.925503,"(3.5, 4.1, 4.022916666666666)","(41.0, 85.0, 75.76923076923077)","(8.0, 10.5, 10.186440677966102)","(5.5, 7.4, 7.377777777777778)","(14.0, 18.5, 17.176470588235293)","(26.0, 40.0, 36.42857142857143)","(4.8, 5.9, 5.8)","(3.3, 4.0, 3.9916666666666667)"
11-01-2023 13:28:19.238340,"(3.5, 4.1, 4.026732673267326)","(41.0, 85.0, 78.33333333333333)","(8.0, 10.5, 10.172131147540984)","(5.5, 7.4, 7.381818181818182)","(14.0, 18.5, 17.176470588235293)","(26.0, 40.0, 36.34146341463415)","(4.8, 5.9, 5.8)","(3.3, 4.0, 3.9916666666666667)"
11-01-2023 13:28:20.588341,"(3.5, 4.1, 4.026732673267326)","(41.0, 85.0, 75.76923076923077)","(8.0, 10.5, 9.672727272727272)","(5.5, 7.4, 7.6)","(14.0, 18.5, 17.166666666666668)","(26.0, 40.0, 36.34146341463415)","(4.8, 5.9, 5.68)","(3.3, 4.0, 3.9916666666666667)"
11-01-2023 13:28:21.880487,"(3.5, 4.1, 4.026732673267326)","(41.0, 85.0, 75.76923076923077)","(8.0, 9.8, 9.885714285714286)","(5.5, 7.8, 7.6)","(14.0, 18.5, 17.176470588235293)","(26.0, 40.0, 36.34146341463415)","(4.8, 6.0, 5.8125)","(3.3, 4.0, 3.9916666666666667)"
11-01-2023 13:28:23.182820,"(3.5, 4.1, 4.019148936170213)","(41.0, 85.0, 75.76923076923077)","(8.0, 10.0, 10.073170731707316)","(5.5, 7.8, 7.575)","(14.0, 18.5, 17.071428571428573)","(26.0, 40.0, 36.34146341463415)","(4.8, 6.0, 5.8125)","(3.3, 4.0, 3.9916666666666667)"
11-01-2023 13:28:24.434148,"(3.5, 4.1, 4.019148936170213)","(41.0, 85.0, 75.76923076923077)","(8.0, 10.5, 9.9375)","(5.5, 7.8, 7.418181818181818)","(14.0, 18.5, 17.08823529411765)","(26.0, 40.0, 36.34146341463415)","(4.8, 6.0, 5.640000000000001)","(3.3, 4.0, 3.9916666666666667)"
11-01-2023 13:28:25.749292,"(3.5, 4.2, 4.1571428571428575)","(41.0, 85.0, 78.33333333333333)","(8.0, 10.5, 9.9375)","(5.5, 8.0, 7.36)","(14.0, 18.5, 17.083333333333332)","(26.0, 40.0, 36.34146341463415)","(4.8, 5.7, 5.640000000000001)","(3.3, 4.0, 3.992857142857143)"
11-01-2023 13:28:27.048165,"(3.5, 4.3, 4.20952380952381)","(41.0, 85.0, 78.33333333333333)","(8.0, 10.5, 9.9375)","(5.5, 8.0, 7.68)","(14.0, 18.5, 17.083333333333332)","(26.0, 40.0, 36.34146341463415)","(4.8, 5.7, 5.56)","(3.3, 4.0, 3.9916666666666667)"
11-01-2023 13:28:28.266727,"(3.5, 4.3, 4.212195121951219)","(41.0, 85.0, 78.33333333333333)","(8.0, 10.5, 9.922222222222222)","(5.5, 7.8, 7.56)","(14.0, 18.5, 17.068181818181817)","(26.0, 40.0, 37.2)","(4.8, 5.6, 5.39)","(3.3, 4.0, 3.992857142857143)"
11-01-2023 13:28:29.615136,"(3.5, 4.3, 4.253333333333333)","(41.0, 85.0, 80.0)","(8.0, 10.5, 9.922222222222222)","(5.5, 7.8, 7.533333333333333)","(14.0, 18.5, 17.068181818181817)","(26.0, 40.0, 36.75)","(4.8, 5.6, 5.42)","(3.3, 4.0, 3.989655172413793)"
11-01-2023 13:28:30.884022,"(3.5, 4.3, 4.253333333333333)","(41.0, 85.0, 80.0)","(8.0, 10.5, 9.922222222222222)","(5.5, 7.8, 7.533333333333333)","(14.0, 18.5, 16.944444444444443)","(26.0, 40.0, 36.75)","(4.8, 5.5, 5.416666666666667)","(3.3, 4.1, 3.9916666666666667)"
11-01-2023 13:28:32.163648,"(3.5, 4.3, 4.253333333333333)","(41.0, 85.0, 80.0)","(8.0, 10.5, 9.922222222222222)","(5.5, 7.8, 7.636363636363637)","(14.0, 18.5, 16.944444444444443)","(26.0, 40.0, 35.84615384615385)","(4.8, 5.5, 5.3933333333333335)","(3.3, 4.0, 3.9916666666666667)"
11-01-2023 13:28:33.354305,"(3.5, 4.3, 4.269565217391304)","(41.0, 85.0, 80.0)","(8.0, 10.5, 9.922222222222222)","(5.5, 7.8, 7.5)","(14.0, 18.5, 17.0)","(26.0, 40.0, 38.457142857142856)","(4.8, 5.5, 5.5)","(3.3, 4.0, 3.9916666666666667)"
11-01-2023 13:28:34.568822,"(3.5, 4.3, 4.269565217391304)","(41.0, 85.0, 78.75)","(8.0, 10.5, 9.922222222222222)","(5.5, 7.8, 7.5)","(14.0, 18.5, 17.09375)","(26.0, 40.0, 38.457142857142856)","(4.8, 5.6, 5.455555555555556)","(3.3, 4.0, 3.9916666666666667)"
11-01-2023 13:28:35.892823,"(3.5, 4.3, 4.269565217391304)","(41.0, 85.0, 79.44444444444444)","(8.0, 10.5, 9.922222222222222)","(5.5, 7.8, 7.636363636363637)","(14.0, 18.5, 17.075)","(26.0, 40.0, 38.285714285714285)","(4.8, 5.5, 5.423076923076923)","(3.3, 4.0, 3.9916666666666667)"
11-01-2023 13:28:37.661089,"(3.5, 4.3, 4.279661016949152)","(41.0, 85.0, 81.42857142857143)","(8.0, 10.5, 9.922222222222222)","(5.5, 7.8, 7.62)","(14.0, 18.5, 17.075)","(26.0, 40.0, 38.285714285714285)","(4.8, 5.5, 5.5)","(3.3, 4.0, 4.006521739130434)"
11-01-2023 13:28:39.352473,"(3.5, 4.3, 4.279661016949152)","(41.0, 85.0, 81.42857142857143)","(8.0, 10.5, 9.940000000000001)","(5.5, 7.8, 7.333333333333333)","(14.0, 18.5, 17.075)","(26.0, 40.0, 38.434782608695656)","(4.8, 5.6, 5.425)","(3.3, 4.1, 3.94)"
11-01-2023 13:28:40.768259,"(3.5, 4.3, 4.279661016949152)","(41.0, 85.0, 77.0)","(8.0, 10.5, 9.940000000000001)","(5.5, 7.8, 7.333333333333333)","(14.0, 18.5, 17.075)","(26.0, 40.0, 38.434782608695656)","(4.8, 5.6, 5.372727272727273)","(3.3, 4.0, 3.9428571428571426)"
11-01-2023 13:28:42.131316,"(3.5, 4.3, 4.292727272727273)","(41.0, 85.0, 77.0)","(8.0, 10.5, 9.93125)","(5.5, 7.8, 7.685714285714286)","(14.0, 18.5, 17.075)","(26.0, 40.0, 38.434782608695656)","(4.8, 5.5, 5.433333333333334)","(3.3, 4.0, 3.975)"
11-01-2023 13:28:43.315049,"(3.5, 4.3, 4.273770491803279)","(41.0, 85.0, 79.66666666666667)","(8.0, 10.5, 9.93125)","(5.5, 7.8, 7.38)","(14.0, 18.5, 17.07894736842105)","(26.0, 40.0, 38.434782608695656)","(4.8, 5.5, 5.388888888888888)","(3.3, 4.0, 3.933333333333333)"
11-01-2023 13:28:44.466665,"(3.5, 4.3, 4.292727272727273)","(41.0, 85.0, 77.0)","(8.0, 10.5, 9.93125)","(5.5, 7.8, 7.457142857142857)","(14.0, 18.5, 17.07894736842105)","(26.0, 40.0, 38.434782608695656)","(4.8, 5.5, 5.357142857142857)","(3.3, 4.0, 3.933333333333333)"
11-01-2023 13:28:45.767935,"(3.5, 4.3, 4.235294117647059)","(41.0, 85.0, 81.0)","(8.0, 10.5, 9.90327868852459)","(5.5, 7.8, 7.4)","(14.0, 18.5, 16.98)","(26.0, 40.0, 38.434782608695656)","(4.8, 5.5, 5.68)","(3.3, 4.0, 3.909090909090909)"
11-01-2023 13:28:46.943356,"(3.5, 4.4, 4.321428571428572)","(41.0, 85.0, 81.0)","(8.0, 10.5, 9.98)","(5.5, 7.8, 7.449999999999999)","(14.0, 18.5, 16.98)","(26.0, 40.0, 38.285714285714285)","(4.8, 5.7, 5.857142857142858)","(3.3, 3.95, 3.888235294117647)"
11-01-2023 13:28:48.159276,"(3.5, 4.4, 4.325)","(41.0, 85.0, 78.33333333333333)","(8.0, 10.0, 9.98)","(5.5, 7.6, 7.3428571428571425)","(14.0, 18.5, 16.98)","(26.0, 40.0, 38.285714285714285)","(4.8, 5.9, 5.8076923076923075)","(3.3, 3.9, 3.8982758620689655)"
11-01-2023 13:28:49.316438,"(3.6, 4.4, 4.325)","(41.0, 85.0, 78.33333333333333)","(8.0, 10.0, 9.62)","(5.5, 7.6, 7.4799999999999995)","(14.0, 18.5, 16.98)","(26.0, 40.0, 38.285714285714285)","(4.8, 5.9, 5.722222222222222)","(3.3, 3.95, 3.8982758620689655)"
11-01-2023 13:28:50.424376,"(3.6, 4.4, 4.307142857142858)","(41.0, 85.0, 78.33333333333333)","(8.0, 9.8, 9.618181818181819)","(5.5, 7.6, 7.449999999999999)","(14.0, 18.5, 16.98)","(26.0, 40.0, 38.285714285714285)","(4.8, 5.9, 5.75)","(3.3, 3.95, 3.89)"
