,Manoeuver Man,Ideal Melody,Grinforawin,Bien Hoa Nz,Alimonie,Bettor Beontoit Nz,Midnight Sport,Captain Thunderbolt Nz
07-01-2023 20:12:56.088277,"(16.0, 32.0, 20.666666666666668)","(8.5, 16.5, 10.433333333333334)","(10.0, 19.0, 15.0)","(3.9, 99999, 99990)","(17.0, 34.0, 24.75)","(2.8, 99999, 99990)","(3.6, 5.6, 4.4)","(14.0, 99999, 99990)"
07-01-2023 20:12:57.300169,"(16.0, 32.0, 20.666666666666668)","(8.5, 16.5, 10.433333333333334)","(10.0, 19.0, 15.0)","(3.9, 99999, 99990)","(17.0, 34.0, 24.75)","(2.8, 99999, 99990)","(3.6, 5.6, 4.4)","(14.0, 99999, 99990)"
07-01-2023 20:12:58.572619,"(16.0, 32.0, 20.666666666666668)","(8.5, 16.5, 10.433333333333334)","(10.0, 19.0, 15.0)","(3.9, 99999, 99990)","(17.0, 34.0, 24.75)","(2.8, 99999, 99990)","(3.6, 5.6, 4.4)","(14.0, 99999, 99990)"
07-01-2023 20:12:59.846393,"(16.0, 32.0, 20.666666666666668)","(8.5, 16.5, 10.433333333333334)","(10.0, 19.0, 15.0)","(3.9, 99999, 99990)","(17.0, 34.0, 24.75)","(2.8, 99999, 99990)","(3.6, 5.6, 4.4)","(14.0, 99999, 99990)"
07-01-2023 20:13:01.329893,"(16.0, 32.0, 20.666666666666668)","(8.5, 16.5, 10.433333333333334)","(10.0, 19.0, 15.0)","(3.9, 99999, 99990)","(17.0, 34.0, 24.75)","(2.8, 99999, 99990)","(3.6, 5.6, 4.4)","(14.0, 99999, 99990)"
07-01-2023 20:13:02.725301,"(16.0, 32.0, 20.666666666666668)","(8.5, 16.5, 10.433333333333334)","(10.0, 19.0, 15.0)","(3.9, 99999, 99990)","(17.0, 34.0, 24.75)","(2.8, 99999, 99990)","(3.6, 5.6, 4.4)","(14.0, 99999, 99990)"
07-01-2023 20:13:04.084232,"(16.0, 32.0, 20.666666666666668)","(8.5, 16.5, 10.433333333333334)","(10.0, 19.0, 15.0)","(3.9, 99999, 99990)","(17.0, 34.0, 24.75)","(2.8, 99999, 99990)","(3.6, 5.6, 4.4)","(14.0, 99999, 99990)"
07-01-2023 20:13:05.398918,"(16.0, 32.0, 20.666666666666668)","(8.5, 16.5, 10.433333333333334)","(10.0, 19.0, 15.0)","(3.9, 99999, 99990)","(17.0, 34.0, 24.75)","(2.8, 99999, 99990)","(3.6, 5.6, 4.4)","(14.0, 99999, 99990)"
07-01-2023 20:13:06.670738,"(16.0, 32.0, 20.666666666666668)","(8.5, 16.5, 10.433333333333334)","(10.0, 19.0, 15.0)","(3.9, 99999, 99990)","(17.0, 34.0, 24.75)","(2.8, 99999, 99990)","(3.6, 5.6, 4.4)","(14.0, 99999, 99990)"
07-01-2023 20:13:07.884760,"(16.0, 32.0, 20.666666666666668)","(8.5, 16.5, 10.433333333333334)","(10.0, 19.0, 15.0)","(3.9, 99999, 99990)","(17.0, 34.0, 24.75)","(2.8, 99999, 99990)","(3.6, 5.6, 4.4)","(14.0, 99999, 99990)"
07-01-2023 20:13:09.158634,"(16.0, 32.0, 20.666666666666668)","(8.5, 16.5, 10.433333333333334)","(10.0, 19.0, 15.0)","(3.9, 99999, 99990)","(17.0, 34.0, 24.75)","(2.8, 99999, 99990)","(3.6, 5.6, 4.4)","(14.0, 99999, 99990)"
07-01-2023 20:13:10.550331,"(16.0, 32.0, 20.666666666666668)","(8.5, 16.5, 10.433333333333334)","(10.0, 19.0, 15.0)","(3.9, 99999, 99990)","(17.0, 34.0, 24.75)","(2.8, 99999, 99990)","(3.6, 5.6, 4.4)","(14.0, 99999, 99990)"
07-01-2023 20:13:11.931803,"(16.0, 32.0, 20.666666666666668)","(8.5, 16.5, 10.433333333333334)","(10.0, 19.0, 15.0)","(3.9, 99999, 99990)","(17.0, 34.0, 24.75)","(2.8, 99999, 99990)","(3.6, 5.6, 4.4)","(14.0, 99999, 99990)"
07-01-2023 20:13:13.294836,"(16.0, 32.0, 20.666666666666668)","(8.5, 16.5, 10.433333333333334)","(10.0, 19.0, 15.0)","(3.9, 99999, 99990)","(17.0, 34.0, 24.75)","(2.8, 99999, 99990)","(3.6, 5.6, 4.4)","(14.0, 99999, 99990)"
07-01-2023 20:13:14.614846,"(16.0, 32.0, 20.666666666666668)","(8.5, 16.5, 10.433333333333334)","(10.0, 19.0, 15.0)","(3.9, 99999, 99990)","(17.0, 34.0, 24.75)","(2.8, 99999, 99990)","(3.6, 5.6, 4.4)","(14.0, 99999, 99990)"
07-01-2023 20:13:15.919889,"(16.0, 32.0, 20.666666666666668)","(8.5, 16.5, 10.433333333333334)","(10.0, 19.0, 15.0)","(3.9, 99999, 99990)","(17.0, 34.0, 28.0)","(2.8, 99999, 99990)","(3.6, 5.6, 4.4)","(14.0, 99999, 99990)"
07-01-2023 20:13:17.143711,"(16.0, 32.0, 20.666666666666668)","(8.5, 16.5, 10.433333333333334)","(10.0, 19.0, 15.0)","(3.9, 99999, 99990)","(17.0, 34.0, 28.0)","(2.8, 99999, 99990)","(3.6, 5.6, 4.4)","(14.0, 99999, 99990)"
07-01-2023 20:13:18.408501,"(16.0, 32.0, 20.666666666666668)","(8.5, 16.5, 10.433333333333334)","(10.0, 19.0, 15.0)","(3.9, 99999, 99990)","(17.0, 34.0, 28.0)","(2.8, 99999, 99990)","(3.6, 5.6, 4.4)","(14.0, 99999, 99990)"
07-01-2023 20:13:19.731738,"(16.0, 32.0, 20.666666666666668)","(8.5, 16.5, 10.433333333333334)","(10.0, 19.0, 15.0)","(3.9, 99999, 99990)","(17.0, 34.0, 28.0)","(2.8, 99999, 99990)","(3.6, 5.6, 4.4)","(14.0, 99999, 99990)"
07-01-2023 20:13:20.990664,"(16.0, 32.0, 20.666666666666668)","(8.5, 16.5, 10.433333333333334)","(10.0, 19.0, 15.0)","(3.9, 99999, 99990)","(17.0, 34.0, 28.0)","(2.8, 99999, 99990)","(3.6, 5.6, 4.4)","(14.0, 99999, 99990)"
07-01-2023 20:13:22.256716,"(16.0, 32.0, 20.666666666666668)","(8.5, 16.5, 10.433333333333334)","(10.0, 19.0, 15.0)","(3.9, 99999, 99990)","(17.0, 34.0, 28.0)","(2.8, 99999, 99990)","(3.6, 5.6, 4.4)","(14.0, 99999, 99990)"
07-01-2023 20:13:23.516917,"(16.0, 32.0, 20.666666666666668)","(8.5, 16.5, 10.433333333333334)","(10.0, 19.0, 15.0)","(3.9, 99999, 99990)","(17.0, 34.0, 28.0)","(2.8, 99999, 99990)","(3.6, 5.6, 4.4)","(14.0, 99999, 99990)"
07-01-2023 20:13:24.805410,"(16.0, 32.0, 20.666666666666668)","(8.5, 16.5, 10.433333333333334)","(10.0, 19.0, 15.0)","(3.9, 99999, 99990)","(17.0, 34.0, 28.0)","(2.8, 99999, 99990)","(3.6, 5.6, 4.4)","(14.0, 99999, 99990)"
07-01-2023 20:13:26.060662,"(16.0, 32.0, 20.666666666666668)","(8.5, 16.5, 10.433333333333334)","(10.0, 19.0, 15.0)","(3.9, 99999, 99990)","(17.0, 34.0, 28.714285714285715)","(2.8, 99999, 99990)","(3.6, 5.6, 4.4)","(14.0, 99999, 99990)"
07-01-2023 20:13:27.469207,"(16.0, 32.0, 20.666666666666668)","(8.5, 16.5, 10.433333333333334)","(10.0, 19.0, 15.0)","(3.9, 99999, 99990)","(17.0, 34.0, 28.714285714285715)","(2.8, 99999, 99990)","(3.6, 5.6, 4.4)","(14.0, 99999, 99990)"
07-01-2023 20:13:28.914413,"(16.0, 32.0, 20.666666666666668)","(8.5, 16.5, 10.433333333333334)","(10.0, 19.0, 15.0)","(3.9, 99999, 99990)","(17.0, 34.0, 28.714285714285715)","(2.8, 99999, 99990)","(3.6, 5.6, 4.4)","(14.0, 99999, 99990)"
07-01-2023 20:13:30.340626,"(16.0, 32.0, 20.666666666666668)","(8.5, 16.5, 10.433333333333334)","(10.0, 19.0, 15.0)","(3.9, 99999, 99990)","(17.0, 34.0, 28.714285714285715)","(2.8, 99999, 99990)","(3.6, 5.6, 4.4)","(14.0, 99999, 99990)"
07-01-2023 20:13:31.705904,"(16.0, 32.0, 20.666666666666668)","(8.5, 16.5, 10.433333333333334)","(10.0, 19.0, 15.0)","(3.9, 99999, 99990)","(17.0, 34.0, 28.714285714285715)","(2.8, 99999, 99990)","(3.6, 5.6, 4.4)","(14.0, 99999, 99990)"
07-01-2023 20:13:33.249535,"(16.0, 32.0, 20.666666666666668)","(8.5, 16.5, 10.433333333333334)","(10.0, 19.0, 15.0)","(3.9, 99999, 99990)","(17.0, 34.0, 28.714285714285715)","(2.8, 99999, 99990)","(3.6, 5.6, 4.4)","(14.0, 99999, 99990)"
07-01-2023 20:13:35.061726,"(16.0, 32.0, 20.666666666666668)","(8.5, 16.5, 10.433333333333334)","(10.0, 19.0, 15.0)","(3.9, 99999, 99990)","(17.0, 34.0, 28.714285714285715)","(2.8, 99999, 99990)","(3.6, 5.6, 4.4)","(14.0, 99999, 99990)"
07-01-2023 20:13:36.414724,"(16.0, 32.0, 20.666666666666668)","(8.5, 16.5, 10.433333333333334)","(10.0, 19.0, 15.0)","(3.9, 99999, 99990)","(17.0, 34.0, 28.714285714285715)","(2.8, 99999, 99990)","(3.6, 5.6, 4.4)","(14.0, 99999, 99990)"
07-01-2023 20:13:37.748364,"(16.0, 32.0, 20.666666666666668)","(8.5, 16.5, 10.433333333333334)","(10.0, 19.0, 15.0)","(3.9, 99999, 99990)","(17.0, 34.0, 28.714285714285715)","(2.8, 99999, 99990)","(3.6, 5.6, 4.4)","(14.0, 99999, 99990)"
07-01-2023 20:13:39.503381,"(16.0, 32.0, 20.666666666666668)","(8.5, 16.5, 10.433333333333334)","(10.0, 19.0, 15.0)","(3.9, 99999, 99990)","(17.0, 34.0, 28.714285714285715)","(2.8, 99999, 99990)","(3.6, 5.6, 4.4)","(14.0, 99999, 99990)"
07-01-2023 20:13:40.993641,"(16.0, 32.0, 20.666666666666668)","(8.5, 16.5, 10.433333333333334)","(10.0, 19.0, 15.0)","(3.9, 99999, 99990)","(17.0, 34.0, 28.714285714285715)","(2.8, 99999, 99990)","(3.6, 5.6, 4.4)","(14.0, 99999, 99990)"
07-01-2023 20:13:42.204973,"(16.0, 32.0, 20.666666666666668)","(8.5, 16.5, 10.433333333333334)","(10.0, 19.0, 15.0)","(3.9, 99999, 99990)","(17.0, 34.0, 28.714285714285715)","(2.8, 99999, 99990)","(3.6, 5.6, 4.4)","(14.0, 99999, 99990)"
07-01-2023 20:13:43.517310,"(16.0, 32.0, 20.666666666666668)","(8.5, 16.5, 10.433333333333334)","(10.0, 19.0, 15.0)","(3.9, 99999, 99990)","(17.0, 34.0, 28.714285714285715)","(2.8, 99999, 99990)","(3.6, 5.6, 4.4)","(14.0, 99999, 99990)"
07-01-2023 20:13:44.775591,"(16.0, 32.0, 20.666666666666668)","(8.5, 16.5, 10.433333333333334)","(10.0, 19.0, 15.0)","(3.9, 99999, 99990)","(17.0, 34.0, 28.714285714285715)","(2.8, 99999, 99990)","(3.6, 5.6, 4.4)","(14.0, 99999, 99990)"
07-01-2023 20:13:46.147105,"(16.0, 32.0, 20.666666666666668)","(8.5, 16.5, 10.433333333333334)","(10.0, 19.0, 15.0)","(3.9, 99999, 99990)","(17.0, 34.0, 28.714285714285715)","(2.8, 99999, 99990)","(3.6, 5.6, 4.4)","(14.0, 99999, 99990)"
07-01-2023 20:13:47.450100,"(16.0, 32.0, 20.666666666666668)","(8.5, 16.5, 10.433333333333334)","(10.0, 19.0, 15.0)","(3.9, 99999, 99990)","(17.0, 34.0, 24.75)","(2.8, 99999, 99990)","(3.6, 5.6, 4.4)","(14.0, 99999, 99990)"
07-01-2023 20:13:48.687987,"(16.0, 32.0, 20.666666666666668)","(8.5, 16.5, 10.433333333333334)","(10.0, 19.0, 15.0)","(3.9, 99999, 99990)","(17.0, 34.0, 24.75)","(2.8, 99999, 99990)","(3.6, 5.6, 4.4)","(14.0, 99999, 99990)"
07-01-2023 20:13:49.867211,"(16.0, 32.0, 20.666666666666668)","(8.5, 16.5, 10.433333333333334)","(10.0, 19.0, 15.0)","(3.9, 99999, 99990)","(17.0, 34.0, 24.75)","(2.8, 99999, 99990)","(3.6, 5.6, 4.4)","(14.0, 99999, 99990)"
07-01-2023 20:13:51.032093,"(16.0, 32.0, 20.666666666666668)","(8.5, 16.5, 10.433333333333334)","(10.0, 19.0, 15.0)","(3.9, 99999, 99990)","(17.0, 34.0, 24.75)","(2.8, 99999, 99990)","(3.6, 5.6, 4.4)","(14.0, 99999, 99990)"
07-01-2023 20:13:52.186018,"(16.0, 32.0, 20.666666666666668)","(8.5, 16.5, 10.433333333333334)","(10.0, 19.0, 15.0)","(3.9, 99999, 99990)","(17.0, 34.0, 24.75)","(2.8, 99999, 99990)","(3.6, 5.6, 4.4)","(14.0, 99999, 99990)"
07-01-2023 20:13:53.471817,"(16.0, 32.0, 20.666666666666668)","(8.5, 16.5, 10.433333333333334)","(10.0, 19.0, 14.0)","(3.9, 99999, 99990)","(17.0, 34.0, 24.75)","(2.8, 99999, 99990)","(3.6, 5.6, 4.233333333333333)","(14.0, 99999, 99990)"
07-01-2023 20:13:54.758800,"(16.0, 32.0, 20.666666666666668)","(8.5, 16.5, 10.433333333333334)","(10.0, 18.5, 14.0)","(3.9, 99999, 99990)","(17.0, 34.0, 24.75)","(2.8, 99999, 99990)","(3.6, 5.5, 4.233333333333333)","(14.0, 99999, 99990)"
07-01-2023 20:13:56.047549,"(16.0, 32.0, 20.666666666666668)","(8.5, 16.5, 10.433333333333334)","(10.0, 18.5, 14.0)","(3.9, 99999, 99990)","(17.0, 34.0, 24.75)","(2.8, 99999, 99990)","(3.6, 5.5, 4.233333333333333)","(14.0, 99999, 99990)"
07-01-2023 20:13:57.238462,"(16.0, 32.0, 20.666666666666668)","(8.5, 16.5, 10.433333333333334)","(10.0, 18.5, 14.0)","(3.9, 99999, 99990)","(17.0, 34.0, 24.75)","(2.8, 99999, 99990)","(3.6, 5.5, 4.233333333333333)","(14.0, 99999, 99990)"
07-01-2023 20:13:58.411640,"(16.0, 32.0, 20.666666666666668)","(8.5, 16.5, 10.433333333333334)","(10.0, 18.5, 14.0)","(3.9, 99999, 99990)","(17.0, 34.0, 24.75)","(2.8, 99999, 99990)","(3.6, 5.5, 4.233333333333333)","(14.0, 99999, 99990)"
07-01-2023 20:13:59.537790,"(16.0, 32.0, 20.666666666666668)","(8.5, 16.5, 10.433333333333334)","(10.0, 18.5, 14.0)","(3.9, 99999, 99990)","(17.0, 34.0, 24.75)","(2.8, 99999, 99990)","(3.6, 5.5, 4.233333333333333)","(14.0, 99999, 99990)"
07-01-2023 20:14:00.772967,"(16.0, 32.0, 20.666666666666668)","(8.5, 16.5, 10.433333333333334)","(10.0, 18.5, 14.0)","(3.9, 99999, 99990)","(17.0, 34.0, 24.75)","(2.8, 99999, 99990)","(3.6, 5.5, 4.233333333333333)","(14.0, 99999, 99990)"
07-01-2023 20:14:01.969176,"(16.0, 32.0, 20.666666666666668)","(8.5, 16.5, 10.433333333333334)","(10.0, 18.5, 14.0)","(3.9, 99999, 99990)","(17.0, 34.0, 24.75)","(2.8, 99999, 99990)","(3.6, 5.5, 4.233333333333333)","(14.0, 99999, 99990)"
07-01-2023 20:14:03.138317,"(16.0, 32.0, 20.666666666666668)","(8.5, 16.5, 10.433333333333334)","(10.0, 18.5, 14.0)","(3.9, 99999, 99990)","(17.0, 34.0, 24.75)","(2.8, 99999, 99990)","(3.6, 5.5, 4.233333333333333)","(14.0, 99999, 99990)"
07-01-2023 20:14:04.257956,"(16.0, 32.0, 20.666666666666668)","(8.5, 16.5, 10.433333333333334)","(10.0, 18.5, 14.0)","(3.9, 99999, 99990)","(17.0, 34.0, 24.75)","(2.8, 99999, 99990)","(3.6, 5.5, 4.233333333333333)","(14.0, 99999, 99990)"
07-01-2023 20:14:05.358451,"(16.0, 32.0, 20.666666666666668)","(8.5, 16.5, 10.433333333333334)","(10.0, 18.5, 14.0)","(3.9, 99999, 99990)","(17.0, 34.0, 24.75)","(2.8, 99999, 99990)","(3.6, 5.5, 4.233333333333333)","(14.0, 99999, 99990)"
07-01-2023 20:14:06.337167,"(16.0, 32.0, 20.666666666666668)","(8.5, 16.5, 10.433333333333334)","(10.0, 18.5, 14.0)","(3.9, 99999, 99990)","(17.0, 34.0, 24.75)","(2.8, 99999, 99990)","(3.6, 5.5, 4.233333333333333)","(14.0, 99999, 99990)"
07-01-2023 20:14:07.455242,"(16.0, 32.0, 20.666666666666668)","(8.5, 16.5, 10.433333333333334)","(10.0, 18.5, 14.0)","(3.9, 99999, 99990)","(17.0, 34.0, 24.75)","(2.8, 99999, 99990)","(3.6, 5.5, 4.233333333333333)","(14.0, 99999, 99990)"
07-01-2023 20:14:08.517551,"(16.0, 32.0, 20.666666666666668)","(8.5, 16.5, 10.433333333333334)","(10.0, 18.5, 14.0)","(3.9, 99999, 99990)","(17.0, 34.0, 24.75)","(2.8, 99999, 99990)","(3.6, 5.5, 4.233333333333333)","(14.0, 99999, 99990)"
07-01-2023 20:14:09.603805,"(16.0, 32.0, 20.666666666666668)","(8.5, 16.5, 10.433333333333334)","(10.0, 18.5, 14.0)","(3.9, 99999, 99990)","(17.0, 34.0, 24.75)","(2.8, 99999, 99990)","(3.6, 5.5, 4.233333333333333)","(14.0, 99999, 99990)"
07-01-2023 20:14:10.730213,"(16.0, 32.0, 20.666666666666668)","(8.5, 16.5, 10.433333333333334)","(10.0, 18.5, 14.0)","(3.9, 99999, 99990)","(17.0, 34.0, 24.75)","(2.8, 99999, 99990)","(3.6, 5.5, 4.233333333333333)","(14.0, 99999, 99990)"
07-01-2023 20:14:11.845410,"(16.0, 32.0, 20.666666666666668)","(8.5, 16.5, 10.433333333333334)","(10.0, 18.5, 14.0)","(3.9, 99999, 99990)","(17.0, 34.0, 24.75)","(2.8, 99999, 99990)","(3.6, 5.5, 4.233333333333333)","(14.0, 99999, 99990)"
07-01-2023 20:14:13.000307,"(16.0, 32.0, 20.666666666666668)","(8.5, 16.5, 10.433333333333334)","(10.0, 18.5, 14.0)","(3.9, 99999, 99990)","(17.0, 34.0, 24.75)","(2.8, 99999, 99990)","(3.6, 5.5, 4.233333333333333)","(14.0, 99999, 99990)"
07-01-2023 20:14:14.086169,"(16.0, 32.0, 20.666666666666668)","(8.5, 16.5, 10.433333333333334)","(10.0, 18.5, 14.0)","(3.9, 99999, 99990)","(17.0, 34.0, 24.75)","(2.8, 99999, 99990)","(3.6, 5.5, 4.233333333333333)","(14.0, 99999, 99990)"
07-01-2023 20:14:15.180760,"(16.0, 32.0, 20.666666666666668)","(8.5, 16.5, 10.433333333333334)","(10.0, 18.5, 14.0)","(3.9, 99999, 99990)","(17.0, 34.0, 24.75)","(2.8, 99999, 99990)","(3.6, 5.5, 4.233333333333333)","(14.0, 99999, 99990)"
07-01-2023 20:14:16.214284,"(16.0, 32.0, 20.666666666666668)","(8.5, 16.5, 10.433333333333334)","(10.0, 18.5, 14.0)","(3.9, 99999, 99990)","(17.0, 34.0, 24.75)","(2.8, 99999, 99990)","(3.6, 5.5, 4.233333333333333)","(14.0, 99999, 99990)"
07-01-2023 20:14:17.394731,"(16.0, 32.0, 20.666666666666668)","(8.5, 16.5, 10.433333333333334)","(10.0, 18.5, 14.0)","(3.9, 99999, 99990)","(17.0, 34.0, 24.75)","(2.8, 99999, 99990)","(3.6, 5.5, 4.233333333333333)","(14.0, 99999, 99990)"
07-01-2023 20:14:18.475349,"(16.0, 32.0, 20.666666666666668)","(8.5, 16.5, 10.433333333333334)","(10.0, 18.5, 14.0)","(3.9, 99999, 99990)","(17.0, 34.0, 24.75)","(2.8, 99999, 99990)","(3.6, 5.5, 4.233333333333333)","(14.0, 99999, 99990)"
07-01-2023 20:14:19.613974,"(16.0, 32.0, 20.666666666666668)","(8.5, 16.5, 10.433333333333334)","(10.0, 18.5, 14.0)","(3.9, 99999, 99990)","(17.0, 34.0, 24.75)","(2.8, 99999, 99990)","(3.6, 5.5, 4.233333333333333)","(14.0, 99999, 99990)"
07-01-2023 20:14:20.704599,"(16.0, 32.0, 20.666666666666668)","(8.5, 16.5, 10.433333333333334)","(10.0, 18.5, 14.0)","(3.9, 99999, 99990)","(17.0, 34.0, 24.75)","(2.8, 99999, 99990)","(3.6, 5.5, 4.233333333333333)","(14.0, 99999, 99990)"
07-01-2023 20:14:21.775132,"(16.0, 32.0, 20.666666666666668)","(8.5, 16.5, 10.433333333333334)","(10.0, 18.5, 14.0)","(3.9, 99999, 99990)","(17.0, 34.0, 24.75)","(2.8, 99999, 99990)","(3.6, 5.5, 4.233333333333333)","(14.0, 99999, 99990)"
07-01-2023 20:14:22.868071,"(16.0, 32.0, 20.666666666666668)","(8.5, 16.5, 10.433333333333334)","(10.0, 18.5, 14.0)","(3.9, 99999, 99990)","(17.0, 34.0, 24.75)","(2.8, 99999, 99990)","(3.6, 5.5, 4.233333333333333)","(14.0, 99999, 99990)"
07-01-2023 20:14:23.820658,"(16.0, 32.0, 20.666666666666668)","(8.5, 16.5, 10.433333333333334)","(10.0, 18.5, 14.0)","(3.9, 99999, 99990)","(17.0, 34.0, 24.75)","(2.8, 99999, 99990)","(3.6, 5.5, 4.233333333333333)","(14.0, 99999, 99990)"
07-01-2023 20:14:24.875095,"(16.0, 32.0, 20.666666666666668)","(8.5, 16.5, 10.433333333333334)","(10.0, 18.5, 14.0)","(3.9, 99999, 99990)","(17.0, 34.0, 24.75)","(2.8, 99999, 99990)","(3.6, 5.5, 4.233333333333333)","(14.0, 99999, 99990)"
07-01-2023 20:14:25.966723,"(16.0, 32.0, 20.666666666666668)","(8.5, 16.5, 10.433333333333334)","(10.0, 18.5, 14.0)","(3.9, 99999, 99990)","(17.0, 34.0, 24.75)","(2.8, 99999, 99990)","(3.6, 5.5, 4.55)","(14.0, 99999, 99990)"
07-01-2023 20:14:27.085999,"(16.0, 32.0, 20.666666666666668)","(8.5, 16.5, 10.433333333333334)","(10.0, 18.5, 14.0)","(3.9, 99999, 99990)","(17.0, 34.0, 24.75)","(2.8, 99999, 99990)","(3.6, 5.5, 4.55)","(14.0, 99999, 99990)"
07-01-2023 20:14:28.233716,"(16.0, 32.0, 20.666666666666668)","(8.5, 16.5, 10.433333333333334)","(10.0, 18.5, 14.0)","(3.9, 99999, 99990)","(17.0, 34.0, 24.75)","(2.8, 99999, 99990)","(3.6, 5.5, 4.55)","(14.0, 99999, 99990)"
07-01-2023 20:14:29.370657,"(16.0, 32.0, 20.666666666666668)","(8.5, 16.5, 10.433333333333334)","(10.0, 18.5, 14.0)","(3.9, 99999, 99990)","(17.0, 34.0, 24.75)","(2.8, 99999, 99990)","(3.6, 5.5, 4.55)","(14.0, 99999, 99990)"
07-01-2023 20:14:30.553535,"(16.0, 32.0, 20.666666666666668)","(8.5, 16.5, 10.433333333333334)","(10.0, 18.5, 14.0)","(3.9, 99999, 99990)","(17.0, 34.0, 24.75)","(2.8, 99999, 99990)","(3.6, 5.5, 4.55)","(14.0, 99999, 99990)"
07-01-2023 20:14:31.685451,"(16.0, 32.0, 20.666666666666668)","(8.5, 16.5, 10.433333333333334)","(10.0, 18.5, 14.0)","(3.9, 99999, 99990)","(17.0, 34.0, 24.75)","(2.8, 99999, 99990)","(3.6, 5.5, 4.55)","(14.0, 99999, 99990)"
07-01-2023 20:14:32.810271,"(16.0, 32.0, 20.666666666666668)","(8.5, 16.5, 10.433333333333334)","(10.0, 18.5, 14.0)","(3.9, 99999, 99990)","(17.0, 34.0, 24.75)","(2.8, 99999, 99990)","(3.6, 5.5, 4.55)","(14.0, 99999, 99990)"
07-01-2023 20:14:33.866316,"(16.0, 32.0, 20.666666666666668)","(8.5, 16.5, 10.433333333333334)","(10.0, 18.5, 14.0)","(3.9, 99999, 99990)","(17.0, 34.0, 24.75)","(2.8, 99999, 99990)","(3.6, 5.5, 4.55)","(14.0, 99999, 99990)"
07-01-2023 20:14:34.935306,"(16.0, 32.0, 20.666666666666668)","(8.5, 16.5, 10.433333333333334)","(10.0, 18.5, 14.0)","(3.9, 99999, 99990)","(17.0, 34.0, 24.75)","(2.8, 99999, 99990)","(3.6, 5.5, 4.55)","(14.0, 99999, 99990)"
07-01-2023 20:14:35.981854,"(16.0, 32.0, 20.666666666666668)","(8.5, 16.5, 10.433333333333334)","(10.0, 18.5, 14.0)","(3.9, 99999, 99990)","(17.0, 34.0, 24.75)","(2.8, 99999, 99990)","(3.6, 5.5, 4.55)","(14.0, 99999, 99990)"
07-01-2023 20:14:37.007731,"(16.0, 32.0, 20.666666666666668)","(8.5, 16.5, 10.433333333333334)","(10.0, 18.5, 14.0)","(3.9, 99999, 99990)","(17.0, 34.0, 24.75)","(2.8, 99999, 99990)","(3.6, 5.5, 4.55)","(14.0, 99999, 99990)"
07-01-2023 20:14:38.052209,"(16.0, 32.0, 20.666666666666668)","(8.5, 16.5, 10.433333333333334)","(10.0, 18.5, 14.0)","(3.9, 99999, 99990)","(17.0, 34.0, 24.75)","(2.8, 99999, 99990)","(3.6, 5.5, 4.55)","(14.0, 99999, 99990)"
07-01-2023 20:14:39.168066,"(16.0, 32.0, 20.666666666666668)","(8.5, 16.5, 12.55)","(10.0, 18.5, 14.0)","(3.9, 99999, 99990)","(17.0, 34.0, 24.75)","(2.8, 99999, 99990)","(3.6, 5.5, 4.55)","(14.0, 99999, 99990)"
07-01-2023 20:14:40.202981,"(16.0, 32.0, 20.666666666666668)","(8.5, 16.5, 12.55)","(10.0, 18.5, 14.0)","(3.9, 99999, 99990)","(17.0, 34.0, 24.75)","(2.8, 99999, 99990)","(3.6, 5.5, 4.55)","(14.0, 99999, 99990)"
07-01-2023 20:14:41.273565,"(16.0, 32.0, 20.666666666666668)","(8.5, 16.5, 12.55)","(10.0, 18.5, 14.0)","(3.9, 99999, 99990)","(17.0, 34.0, 24.75)","(2.8, 99999, 99990)","(3.6, 5.5, 4.55)","(14.0, 99999, 99990)"
07-01-2023 20:14:42.328866,"(16.0, 32.0, 20.666666666666668)","(8.5, 16.5, 12.55)","(10.0, 18.5, 14.0)","(3.9, 99999, 99990)","(17.0, 34.0, 24.75)","(2.8, 99999, 99990)","(3.6, 5.5, 4.55)","(14.0, 99999, 99990)"
07-01-2023 20:14:43.435792,"(16.0, 32.0, 20.666666666666668)","(8.5, 16.5, 12.55)","(10.0, 18.5, 14.0)","(3.9, 99999, 99990)","(17.0, 34.0, 24.75)","(2.8, 99999, 99990)","(3.6, 5.5, 4.55)","(14.0, 99999, 99990)"
07-01-2023 20:14:44.509264,"(16.0, 32.0, 20.666666666666668)","(8.5, 16.5, 12.55)","(10.0, 18.5, 14.0)","(3.9, 99999, 99990)","(17.0, 34.0, 24.75)","(2.8, 99999, 99990)","(3.6, 5.5, 4.55)","(14.0, 99999, 99990)"
07-01-2023 20:14:45.624082,"(16.0, 32.0, 20.666666666666668)","(8.5, 16.5, 12.55)","(10.0, 18.5, 14.0)","(3.9, 99999, 99990)","(17.0, 34.0, 24.75)","(2.8, 99999, 99990)","(3.6, 5.5, 4.55)","(14.0, 99999, 99990)"
07-01-2023 20:14:46.747634,"(16.0, 32.0, 20.666666666666668)","(8.5, 16.5, 12.55)","(10.0, 18.5, 14.0)","(3.9, 99999, 99990)","(17.0, 34.0, 24.75)","(2.8, 99999, 99990)","(3.6, 5.5, 4.55)","(14.0, 99999, 99990)"
07-01-2023 20:14:47.866202,"(16.0, 32.0, 20.666666666666668)","(8.5, 16.5, 12.55)","(10.0, 18.5, 14.0)","(3.9, 99999, 99990)","(17.0, 34.0, 24.75)","(2.8, 99999, 99990)","(3.6, 5.5, 4.55)","(14.0, 99999, 99990)"
