,Walk A Fine Line,Dyladdie,Excuses Excuses,West Virginia Pam,Jalebi Baby,Boca Birdie,My Juba,Fashion Icon,Miss Lauren,Magnificent Rocket
06-01-2023 11:54:29.532968,"(11.0, 21.0, 18.833333333333332)","(6.5, 9.0, 8.775)","(15.0, 22.0, 19.25)","(26.0, 40.0, 38.4)","(2.3, 2.74, 2.6542857142857144)","(31.0, 55.0, 42.5)","(3.8, 8.0, 7.58)","(31.0, 55.0, 43.666666666666664)","(5.5, 6.2, 5.947368421052632)","(41.0, 180.0, 114.0)"
06-01-2023 11:54:30.804462,"(11.0, 21.0, 18.833333333333332)","(6.5, 9.0, 8.775)","(15.0, 22.0, 19.25)","(26.0, 40.0, 38.4)","(2.3, 2.74, 2.6542857142857144)","(31.0, 55.0, 42.5)","(3.8, 8.0, 7.58)","(31.0, 55.0, 43.666666666666664)","(5.5, 6.2, 5.947368421052632)","(41.0, 180.0, 114.0)"
06-01-2023 11:54:32.114651,"(11.0, 21.0, 18.833333333333332)","(6.5, 9.0, 8.775)","(15.0, 22.0, 20.166666666666668)","(26.0, 40.0, 38.4)","(2.3, 2.74, 2.6542857142857144)","(31.0, 55.0, 42.5)","(3.8, 8.0, 7.58)","(31.0, 55.0, 43.666666666666664)","(5.5, 6.2, 5.947368421052632)","(41.0, 180.0, 114.0)"
06-01-2023 11:54:33.419339,"(11.0, 21.0, 18.833333333333332)","(6.5, 9.0, 8.775)","(15.0, 22.0, 20.166666666666668)","(26.0, 40.0, 38.4)","(2.3, 2.74, 2.485)","(31.0, 55.0, 42.5)","(3.8, 8.0, 7.58)","(31.0, 55.0, 43.666666666666664)","(5.5, 6.2, 5.947368421052632)","(41.0, 180.0, 114.0)"
06-01-2023 11:54:34.727385,"(11.0, 21.0, 17.0)","(6.5, 9.0, 8.775)","(15.0, 22.0, 20.166666666666668)","(26.0, 40.0, 38.4)","(2.3, 2.74, 2.6670588235294117)","(31.0, 55.0, 42.5)","(3.8, 8.0, 7.58)","(31.0, 55.0, 43.666666666666664)","(5.5, 6.2, 5.947368421052632)","(41.0, 180.0, 114.0)"
06-01-2023 11:54:35.998738,"(11.0, 21.0, 17.0)","(6.5, 9.0, 8.88)","(15.0, 22.0, 20.166666666666668)","(26.0, 40.0, 38.4)","(2.3, 2.72, 2.692)","(31.0, 55.0, 42.5)","(3.8, 8.0, 7.58)","(31.0, 55.0, 43.666666666666664)","(5.5, 6.2, 5.947368421052632)","(41.0, 180.0, 114.0)"
06-01-2023 11:54:37.277493,"(11.0, 21.0, 19.0)","(6.5, 9.0, 8.88)","(15.0, 22.0, 20.166666666666668)","(26.0, 40.0, 38.4)","(2.3, 2.72, 2.668)","(31.0, 55.0, 42.5)","(3.8, 8.0, 7.58)","(31.0, 55.0, 43.666666666666664)","(5.5, 6.2, 5.947368421052632)","(41.0, 180.0, 114.0)"
06-01-2023 11:54:38.517191,"(11.0, 21.0, 19.0)","(6.5, 9.0, 8.88)","(15.0, 22.0, 20.166666666666668)","(26.0, 40.0, 38.4)","(2.3, 2.72, 2.696774193548387)","(31.0, 55.0, 42.5)","(3.8, 8.0, 7.58)","(31.0, 55.0, 41.0)","(5.5, 6.2, 6.333333333333333)","(41.0, 180.0, 114.0)"
06-01-2023 11:54:39.821775,"(11.0, 21.0, 19.0)","(6.5, 9.0, 8.88)","(15.0, 22.0, 20.166666666666668)","(26.0, 40.0, 38.4)","(2.3, 2.72, 2.606666666666667)","(31.0, 55.0, 42.5)","(3.8, 8.0, 7.58)","(31.0, 55.0, 41.0)","(5.5, 6.6, 6.2)","(41.0, 180.0, 114.0)"
06-01-2023 11:54:41.167050,"(11.0, 21.0, 19.0)","(6.5, 9.0, 8.775)","(15.0, 22.0, 20.166666666666668)","(26.0, 40.0, 38.4)","(2.3, 2.62, 2.6083333333333334)","(31.0, 55.0, 42.5)","(3.8, 8.0, 7.58)","(31.0, 55.0, 41.0)","(5.5, 6.6, 6.386666666666667)","(41.0, 180.0, 114.0)"
06-01-2023 11:54:42.522935,"(11.0, 21.0, 19.0)","(6.5, 9.0, 8.9)","(15.0, 22.0, 20.166666666666668)","(26.0, 40.0, 38.4)","(2.3, 2.62, 2.6092307692307695)","(31.0, 55.0, 42.5)","(3.8, 8.0, 7.58)","(31.0, 55.0, 41.0)","(5.5, 6.6, 6.386666666666667)","(41.0, 180.0, 109.0)"
06-01-2023 11:54:43.803906,"(11.0, 21.0, 19.8)","(6.5, 9.0, 8.9)","(15.0, 22.0, 20.166666666666668)","(26.0, 40.0, 38.4)","(2.3, 2.62, 2.585714285714286)","(31.0, 55.0, 42.5)","(3.8, 8.0, 7.485714285714286)","(31.0, 55.0, 41.0)","(5.5, 6.6, 6.386666666666667)","(41.0, 170.0, 109.0)"
06-01-2023 11:54:45.075901,"(11.0, 21.0, 19.0)","(6.5, 9.0, 8.953846153846154)","(15.0, 22.0, 20.166666666666668)","(26.0, 40.0, 38.4)","(2.3, 2.62, 2.585714285714286)","(31.0, 55.0, 42.5)","(3.8, 8.0, 7.485714285714286)","(31.0, 55.0, 41.0)","(5.5, 6.6, 6.386666666666667)","(41.0, 170.0, 109.0)"
06-01-2023 11:54:46.333876,"(11.0, 21.0, 18.428571428571427)","(6.5, 9.0, 8.953846153846154)","(15.0, 22.0, 20.166666666666668)","(26.0, 40.0, 38.4)","(2.3, 2.62, 2.585714285714286)","(31.0, 55.0, 42.5)","(3.8, 8.0, 7.485714285714286)","(31.0, 55.0, 41.0)","(5.5, 6.6, 6.386666666666667)","(41.0, 170.0, 109.0)"
06-01-2023 11:54:47.619809,"(11.0, 21.0, 17.666666666666668)","(6.5, 9.0, 8.953846153846154)","(15.0, 22.0, 20.166666666666668)","(26.0, 40.0, 38.4)","(2.3, 2.62, 2.585714285714286)","(31.0, 55.0, 42.5)","(3.8, 8.0, 7.28)","(31.0, 55.0, 41.0)","(5.5, 6.6, 6.386666666666667)","(41.0, 170.0, 109.0)"
06-01-2023 11:54:48.779914,"(11.0, 21.0, 17.666666666666668)","(6.5, 9.0, 8.953846153846154)","(15.0, 22.0, 20.166666666666668)","(26.0, 40.0, 38.4)","(2.3, 2.62, 2.585714285714286)","(31.0, 55.0, 42.5)","(3.8, 8.0, 7.28)","(31.0, 55.0, 41.0)","(5.5, 6.6, 6.386666666666667)","(41.0, 170.0, 109.0)"
06-01-2023 11:54:49.980788,"(11.0, 21.0, 17.666666666666668)","(6.5, 9.0, 8.953846153846154)","(15.0, 22.0, 20.166666666666668)","(26.0, 40.0, 38.4)","(2.3, 2.62, 2.585714285714286)","(31.0, 55.0, 42.5)","(3.8, 8.0, 7.28)","(31.0, 55.0, 41.0)","(5.5, 6.6, 6.263157894736842)","(41.0, 170.0, 109.0)"
06-01-2023 11:54:51.166639,"(11.0, 21.0, 17.666666666666668)","(6.5, 9.0, 8.953846153846154)","(15.0, 22.0, 20.166666666666668)","(26.0, 40.0, 38.4)","(2.3, 2.62, 2.585714285714286)","(31.0, 55.0, 42.5)","(3.8, 8.0, 7.28)","(31.0, 55.0, 41.0)","(5.5, 6.6, 6.263157894736842)","(41.0, 170.0, 109.0)"
06-01-2023 11:54:52.385914,"(11.0, 21.0, 17.666666666666668)","(6.5, 9.0, 8.966666666666667)","(15.0, 22.0, 20.166666666666668)","(26.0, 40.0, 38.4)","(2.3, 2.62, 2.585714285714286)","(31.0, 55.0, 42.5)","(3.8, 8.0, 6.6000000000000005)","(31.0, 55.0, 41.0)","(5.5, 6.6, 6.263157894736842)","(41.0, 170.0, 109.0)"
06-01-2023 11:54:53.593710,"(11.0, 20.0, 19.0)","(6.5, 9.0, 8.966666666666667)","(15.0, 22.0, 20.166666666666668)","(26.0, 40.0, 38.4)","(2.3, 2.62, 2.585714285714286)","(31.0, 55.0, 42.5)","(3.8, 8.0, 7.04)","(31.0, 55.0, 41.0)","(5.5, 6.6, 6.263157894736842)","(41.0, 170.0, 109.0)"
06-01-2023 11:54:54.817948,"(11.0, 20.0, 19.444444444444443)","(6.5, 9.0, 8.966666666666667)","(15.0, 22.0, 20.166666666666668)","(26.0, 40.0, 38.4)","(2.3, 2.62, 2.585714285714286)","(31.0, 55.0, 42.5)","(3.8, 7.8, 7.04)","(31.0, 55.0, 41.0)","(5.5, 6.6, 6.263157894736842)","(41.0, 170.0, 109.0)"
06-01-2023 11:54:56.111919,"(11.0, 20.0, 19.444444444444443)","(6.5, 9.0, 8.966666666666667)","(15.0, 22.0, 20.166666666666668)","(26.0, 40.0, 38.4)","(2.3, 2.62, 2.585714285714286)","(31.0, 55.0, 42.5)","(3.8, 7.8, 7.04)","(31.0, 55.0, 41.0)","(5.5, 6.6, 6.263157894736842)","(41.0, 170.0, 109.0)"
06-01-2023 11:54:57.393357,"(11.0, 20.0, 19.444444444444443)","(6.5, 9.0, 8.966666666666667)","(15.0, 22.0, 20.166666666666668)","(26.0, 40.0, 38.4)","(2.3, 2.62, 2.585714285714286)","(31.0, 55.0, 42.5)","(3.8, 7.8, 7.04)","(31.0, 55.0, 41.0)","(5.5, 6.6, 6.263157894736842)","(41.0, 170.0, 109.0)"
06-01-2023 11:54:58.748567,"(11.0, 20.0, 19.444444444444443)","(6.5, 9.0, 8.966666666666667)","(15.0, 22.0, 20.166666666666668)","(26.0, 40.0, 38.4)","(2.3, 2.62, 2.585714285714286)","(31.0, 55.0, 42.5)","(3.8, 7.8, 7.04)","(31.0, 55.0, 41.0)","(5.5, 6.6, 6.263157894736842)","(41.0, 170.0, 109.0)"
06-01-2023 11:55:00.123619,"(11.0, 20.0, 19.444444444444443)","(6.5, 9.0, 8.9625)","(15.0, 22.0, 20.166666666666668)","(26.0, 40.0, 38.4)","(2.3, 2.62, 2.585714285714286)","(31.0, 55.0, 42.5)","(3.8, 7.8, 7.04)","(31.0, 55.0, 41.0)","(5.5, 6.6, 6.263157894736842)","(41.0, 170.0, 109.0)"
06-01-2023 11:55:01.420467,"(11.0, 20.0, 19.444444444444443)","(6.5, 9.0, 8.9625)","(15.0, 22.0, 20.166666666666668)","(26.0, 40.0, 38.4)","(2.3, 2.62, 2.585714285714286)","(31.0, 55.0, 42.5)","(3.8, 7.8, 7.04)","(31.0, 55.0, 41.0)","(5.5, 6.6, 6.263157894736842)","(41.0, 170.0, 109.0)"
06-01-2023 11:55:02.661964,"(11.0, 20.0, 19.444444444444443)","(6.5, 9.0, 8.933333333333334)","(15.0, 22.0, 19.8)","(26.0, 40.0, 38.4)","(2.3, 2.62, 2.585714285714286)","(31.0, 55.0, 42.5)","(3.8, 7.8, 7.0)","(31.0, 55.0, 41.0)","(5.5, 6.6, 6.263157894736842)","(41.0, 170.0, 109.0)"
06-01-2023 11:55:03.906870,"(11.0, 20.0, 19.166666666666668)","(6.5, 9.0, 8.933333333333334)","(15.0, 22.0, 19.8)","(26.0, 40.0, 38.4)","(2.3, 2.62, 2.585714285714286)","(31.0, 55.0, 42.5)","(3.8, 7.8, 7.199999999999999)","(31.0, 55.0, 41.0)","(5.5, 6.6, 6.182608695652173)","(41.0, 170.0, 109.0)"
06-01-2023 11:55:05.117982,"(11.0, 20.0, 18.333333333333332)","(6.5, 9.0, 8.933333333333334)","(15.0, 22.0, 20.166666666666668)","(26.0, 40.0, 38.4)","(2.3, 2.62, 2.585714285714286)","(31.0, 55.0, 42.5)","(3.8, 7.6, 7.199999999999999)","(31.0, 55.0, 41.0)","(5.5, 6.6, 6.182608695652173)","(41.0, 170.0, 109.0)"
06-01-2023 11:55:06.379567,"(11.0, 20.0, 18.333333333333332)","(6.5, 9.0, 8.933333333333334)","(15.0, 22.0, 20.166666666666668)","(26.0, 40.0, 38.4)","(2.3, 2.62, 2.585714285714286)","(31.0, 55.0, 42.5)","(3.8, 7.6, 6.75)","(31.0, 55.0, 41.0)","(5.5, 6.6, 6.182608695652173)","(41.0, 170.0, 109.0)"
06-01-2023 11:55:07.669547,"(11.0, 20.0, 18.333333333333332)","(6.5, 9.0, 8.933333333333334)","(15.0, 22.0, 20.166666666666668)","(26.0, 40.0, 38.4)","(2.3, 2.62, 2.585714285714286)","(31.0, 55.0, 42.5)","(3.8, 7.6, 6.75)","(31.0, 55.0, 41.0)","(5.5, 6.6, 6.182608695652173)","(41.0, 170.0, 109.0)"
06-01-2023 11:55:09.017628,"(11.0, 20.0, 18.333333333333332)","(6.5, 9.0, 8.933333333333334)","(15.0, 22.0, 20.166666666666668)","(26.0, 40.0, 38.4)","(2.3, 2.62, 2.585714285714286)","(31.0, 55.0, 42.5)","(3.8, 7.6, 6.75)","(31.0, 55.0, 41.0)","(5.5, 6.6, 6.271428571428571)","(41.0, 170.0, 109.0)"
06-01-2023 11:55:10.330359,"(11.0, 20.0, 18.333333333333332)","(6.5, 9.0, 8.933333333333334)","(15.0, 22.0, 20.166666666666668)","(26.0, 40.0, 38.4)","(2.3, 2.62, 2.585714285714286)","(31.0, 55.0, 42.5)","(3.8, 7.6, 6.180000000000001)","(31.0, 55.0, 41.0)","(5.5, 6.4, 6.271428571428571)","(41.0, 170.0, 109.0)"
06-01-2023 11:55:11.656408,"(11.0, 20.0, 18.333333333333332)","(6.5, 9.0, 8.933333333333334)","(15.0, 22.0, 19.5)","(26.0, 40.0, 36.0)","(2.3, 2.62, 2.6076923076923078)","(31.0, 55.0, 42.5)","(3.8, 8.0, 6.7)","(31.0, 55.0, 41.0)","(5.5, 6.4, 6.2125)","(41.0, 170.0, 109.0)"
06-01-2023 11:55:12.898302,"(11.0, 20.0, 18.333333333333332)","(6.5, 9.0, 8.933333333333334)","(15.0, 22.0, 19.0)","(26.0, 40.0, 38.4)","(2.3, 2.62, 2.585714285714286)","(31.0, 55.0, 42.5)","(3.8, 8.0, 6.7)","(31.0, 55.0, 41.0)","(5.5, 6.4, 6.314285714285715)","(41.0, 170.0, 109.0)"
06-01-2023 11:55:14.126572,"(11.0, 20.0, 18.333333333333332)","(6.5, 9.0, 8.933333333333334)","(15.0, 22.0, 19.0)","(26.0, 40.0, 38.4)","(2.3, 2.62, 2.585714285714286)","(31.0, 55.0, 42.5)","(3.8, 8.0, 6.7)","(31.0, 55.0, 41.0)","(5.5, 6.4, 6.314285714285715)","(41.0, 170.0, 109.0)"
06-01-2023 11:55:15.406334,"(11.0, 20.0, 18.333333333333332)","(6.5, 9.0, 8.933333333333334)","(15.0, 22.0, 19.5)","(26.0, 40.0, 38.4)","(2.3, 2.62, 2.585714285714286)","(31.0, 55.0, 42.5)","(3.8, 8.0, 6.7)","(31.0, 55.0, 41.0)","(5.5, 6.4, 6.314285714285715)","(41.0, 170.0, 109.0)"
06-01-2023 11:55:16.733226,"(11.0, 20.0, 18.333333333333332)","(6.5, 9.0, 8.964705882352941)","(15.0, 22.0, 19.5)","(26.0, 40.0, 38.4)","(2.3, 2.62, 2.585714285714286)","(31.0, 55.0, 42.5)","(3.8, 8.0, 6.142857142857143)","(31.0, 55.0, 41.0)","(5.5, 6.4, 6.314285714285715)","(41.0, 170.0, 109.0)"
06-01-2023 11:55:18.042278,"(11.0, 20.0, 18.333333333333332)","(6.5, 9.0, 8.964705882352941)","(15.0, 22.0, 19.5)","(26.0, 40.0, 38.4)","(2.3, 2.62, 2.585714285714286)","(31.0, 55.0, 42.5)","(3.8, 8.0, 6.142857142857143)","(31.0, 55.0, 41.0)","(5.5, 6.4, 6.314285714285715)","(41.0, 170.0, 109.0)"
06-01-2023 11:55:19.337214,"(11.0, 20.0, 18.333333333333332)","(6.5, 9.0, 8.964705882352941)","(15.0, 22.0, 19.5)","(26.0, 40.0, 38.4)","(2.3, 2.62, 2.585714285714286)","(31.0, 55.0, 42.5)","(3.8, 8.0, 6.142857142857143)","(31.0, 55.0, 41.0)","(5.5, 6.4, 6.314285714285715)","(41.0, 170.0, 109.0)"
06-01-2023 11:55:20.582849,"(11.0, 20.0, 18.333333333333332)","(6.5, 9.0, 8.964705882352941)","(15.0, 22.0, 19.5)","(26.0, 40.0, 38.4)","(2.3, 2.62, 2.585714285714286)","(31.0, 55.0, 42.5)","(3.8, 8.0, 7.4)","(31.0, 55.0, 41.0)","(5.5, 6.4, 6.314285714285715)","(41.0, 170.0, 109.0)"
06-01-2023 11:55:21.865329,"(11.0, 20.0, 18.333333333333332)","(6.5, 9.0, 8.964705882352941)","(15.0, 22.0, 20.0)","(26.0, 40.0, 38.4)","(2.3, 2.62, 2.585714285714286)","(31.0, 55.0, 42.5)","(3.8, 7.8, 7.199999999999999)","(31.0, 55.0, 41.0)","(5.5, 6.4, 6.314285714285715)","(41.0, 170.0, 109.0)"
06-01-2023 11:55:23.125201,"(11.0, 20.0, 18.333333333333332)","(6.5, 9.0, 8.964705882352941)","(15.0, 22.0, 19.5)","(26.0, 40.0, 38.4)","(2.3, 2.62, 2.585714285714286)","(31.0, 55.0, 42.5)","(3.8, 7.6, 7.199999999999999)","(31.0, 55.0, 41.0)","(5.5, 6.4, 6.314285714285715)","(41.0, 170.0, 109.0)"
06-01-2023 11:55:24.385109,"(12.0, 20.0, 18.333333333333332)","(6.5, 9.0, 8.964705882352941)","(14.0, 22.0, 19.5)","(31.0, 40.0, 38.4)","(2.2, 2.62, 2.585714285714286)","(31.0, 55.0, 42.5)","(4.0, 7.6, 7.114285714285715)","(31.0, 55.0, 41.0)","(5.5, 6.4, 6.314285714285715)","(51.0, 170.0, 109.0)"
06-01-2023 11:55:25.608319,"(12.0, 20.0, 18.333333333333332)","(6.5, 9.0, 8.964705882352941)","(14.0, 22.0, 19.5)","(31.0, 40.0, 38.4)","(2.2, 2.62, 2.585714285714286)","(31.0, 55.0, 42.5)","(4.0, 7.4, 7.233333333333333)","(31.0, 55.0, 41.0)","(5.5, 6.4, 6.314285714285715)","(51.0, 170.0, 109.0)"
06-01-2023 11:55:26.872176,"(12.0, 20.0, 18.333333333333332)","(6.5, 9.0, 8.964705882352941)","(14.0, 22.0, 19.5)","(31.0, 40.0, 38.4)","(2.2, 2.62, 2.585714285714286)","(31.0, 55.0, 42.5)","(4.0, 7.4, 6.784615384615385)","(31.0, 55.0, 41.0)","(5.5, 6.4, 6.2749999999999995)","(51.0, 170.0, 109.0)"
06-01-2023 11:55:28.197212,"(12.0, 20.0, 18.333333333333332)","(6.5, 9.0, 8.964705882352941)","(14.0, 22.0, 20.0)","(31.0, 40.0, 38.4)","(2.2, 2.62, 2.585714285714286)","(31.0, 55.0, 42.5)","(4.0, 7.4, 6.784615384615385)","(31.0, 55.0, 41.0)","(5.5, 6.6, 6.347368421052631)","(51.0, 170.0, 109.0)"
06-01-2023 11:55:29.578813,"(12.0, 20.0, 18.333333333333332)","(6.5, 9.0, 8.964705882352941)","(14.0, 22.0, 19.5)","(31.0, 40.0, 38.4)","(2.2, 2.62, 2.585714285714286)","(31.0, 55.0, 42.5)","(4.0, 7.4, 6.784615384615385)","(31.0, 55.0, 41.0)","(5.5, 6.6, 6.347368421052631)","(51.0, 170.0, 109.0)"
06-01-2023 11:55:30.950451,"(12.0, 20.0, 18.333333333333332)","(6.5, 9.0, 8.964705882352941)","(14.0, 22.0, 20.0)","(31.0, 40.0, 38.4)","(2.2, 2.62, 2.585714285714286)","(31.0, 55.0, 42.5)","(4.0, 7.4, 6.784615384615385)","(31.0, 55.0, 41.0)","(5.5, 6.6, 6.347368421052631)","(51.0, 170.0, 109.0)"
06-01-2023 11:55:32.250109,"(12.0, 20.0, 18.333333333333332)","(6.5, 9.0, 8.964705882352941)","(14.0, 22.0, 20.0)","(31.0, 40.0, 38.4)","(2.2, 2.62, 2.546666666666667)","(31.0, 55.0, 42.5)","(4.0, 7.4, 7.111111111111112)","(31.0, 55.0, 41.0)","(5.5, 6.6, 6.347368421052631)","(51.0, 170.0, 109.0)"
06-01-2023 11:55:33.545361,"(12.0, 20.0, 18.333333333333332)","(6.5, 9.0, 8.964705882352941)","(14.0, 22.0, 19.5)","(31.0, 40.0, 38.4)","(2.2, 2.62, 2.5885714285714285)","(31.0, 55.0, 42.5)","(4.2, 7.2, 6.96)","(31.0, 55.0, 41.0)","(5.5, 6.6, 6.347368421052631)","(51.0, 170.0, 109.0)"
06-01-2023 11:55:34.795855,"(12.0, 20.0, 18.333333333333332)","(6.5, 9.0, 8.964705882352941)","(14.0, 22.0, 20.0)","(31.0, 40.0, 38.4)","(2.2, 2.62, 2.5885714285714285)","(31.0, 55.0, 42.5)","(4.2, 7.2, 7.05)","(31.0, 55.0, 41.0)","(5.5, 6.6, 6.347368421052631)","(51.0, 170.0, 109.0)"
06-01-2023 11:55:36.153649,"(12.0, 20.0, 18.333333333333332)","(6.5, 9.0, 8.964705882352941)","(14.0, 22.0, 19.5)","(31.0, 40.0, 38.4)","(2.2, 2.62, 2.5885714285714285)","(31.0, 55.0, 42.5)","(4.2, 7.2, 6.866666666666666)","(31.0, 55.0, 41.0)","(5.5, 6.6, 6.347368421052631)","(51.0, 170.0, 109.0)"
06-01-2023 11:55:37.464277,"(12.0, 20.0, 18.333333333333332)","(6.5, 9.0, 8.964705882352941)","(14.0, 22.0, 19.5)","(31.0, 40.0, 38.4)","(2.2, 2.62, 2.5885714285714285)","(31.0, 55.0, 42.5)","(4.2, 7.4, 6.866666666666666)","(31.0, 55.0, 41.0)","(5.5, 6.6, 6.347368421052631)","(51.0, 170.0, 109.0)"
06-01-2023 11:55:38.756914,"(12.0, 20.0, 18.333333333333332)","(6.5, 9.0, 8.964705882352941)","(14.0, 22.0, 19.5)","(31.0, 40.0, 38.4)","(2.2, 2.62, 2.5885714285714285)","(31.0, 55.0, 42.5)","(4.2, 7.4, 6.96)","(31.0, 55.0, 41.0)","(5.5, 6.6, 6.347368421052631)","(51.0, 170.0, 109.0)"
06-01-2023 11:55:40.097848,"(12.0, 20.0, 18.333333333333332)","(6.5, 9.0, 8.964705882352941)","(14.0, 22.0, 19.5)","(31.0, 40.0, 38.4)","(2.2, 2.62, 2.5885714285714285)","(31.0, 55.0, 42.5)","(4.2, 7.2, 6.96)","(31.0, 55.0, 41.0)","(5.5, 6.6, 6.347368421052631)","(51.0, 170.0, 109.0)"
06-01-2023 11:55:41.452189,"(12.0, 20.0, 18.333333333333332)","(6.5, 9.0, 8.964705882352941)","(14.0, 22.0, 20.0)","(31.0, 40.0, 38.4)","(2.2, 2.62, 2.546666666666667)","(31.0, 55.0, 42.5)","(4.2, 7.2, 6.96)","(31.0, 55.0, 41.0)","(5.5, 6.6, 6.347368421052631)","(51.0, 170.0, 109.0)"
06-01-2023 11:55:42.828802,"(12.0, 20.0, 18.333333333333332)","(6.5, 9.0, 8.964705882352941)","(14.0, 22.0, 19.5)","(31.0, 40.0, 38.4)","(2.2, 2.62, 2.546666666666667)","(31.0, 55.0, 42.5)","(4.2, 7.2, 6.96)","(31.0, 55.0, 41.0)","(5.5, 6.6, 6.347368421052631)","(51.0, 170.0, 109.0)"
06-01-2023 11:55:44.180521,"(12.0, 20.0, 18.333333333333332)","(6.5, 9.0, 8.964705882352941)","(14.0, 22.0, 20.333333333333332)","(31.0, 40.0, 38.54545454545455)","(2.2, 2.62, 2.48)","(31.0, 55.0, 42.5)","(4.2, 7.2, 6.96)","(31.0, 55.0, 44.5)","(5.5, 6.6, 6.4079999999999995)","(51.0, 170.0, 109.0)"
06-01-2023 11:55:45.480838,"(12.0, 20.0, 19.0)","(6.5, 9.0, 8.97)","(14.0, 22.0, 19.0)","(31.0, 40.0, 36.0)","(2.2, 2.5, 2.476)","(31.0, 55.0, 42.5)","(4.2, 7.2, 6.714285714285714)","(31.0, 55.0, 44.5)","(5.5, 6.6, 6.4079999999999995)","(51.0, 170.0, 109.0)"
