,Matatoki Nz,Bourbonontherocks,Yea You Nz,Everysecondcounts,Scruffy Doolan,Hello Jolene Jolene Nz
07-01-2023 21:06:40.032788,"(3.3, 99999, 99990)","(3.1, 4.0, 3.7)","(5.0, 99999, 99990)","(19.0, 27.0, 25.333333333333332)","(4.0, 5.2, 4.942857142857143)","(8.5, 99999, 99990)"
07-01-2023 21:06:41.083275,"(3.3, 99999, 99990)","(3.1, 4.0, 3.7)","(5.0, 99999, 99990)","(19.0, 27.0, 25.333333333333332)","(4.0, 5.2, 4.942857142857143)","(8.5, 99999, 99990)"
07-01-2023 21:06:42.174949,"(3.3, 99999, 99990)","(3.1, 4.0, 3.7)","(5.0, 99999, 99990)","(19.0, 27.0, 25.333333333333332)","(4.0, 5.2, 4.942857142857143)","(8.5, 99999, 99990)"
07-01-2023 21:06:43.152759,"(3.3, 99999, 99990)","(3.1, 4.0, 3.7)","(5.0, 99999, 99990)","(19.0, 27.0, 25.333333333333332)","(4.0, 5.2, 4.942857142857143)","(8.5, 99999, 99990)"
07-01-2023 21:06:44.030574,"(3.3, 99999, 99990)","(3.1, 4.0, 3.7)","(5.0, 99999, 99990)","(19.0, 27.0, 25.333333333333332)","(4.0, 5.2, 4.942857142857143)","(8.5, 99999, 99990)"
07-01-2023 21:06:45.065728,"(3.3, 99999, 99990)","(3.1, 4.0, 3.7)","(5.0, 99999, 99990)","(18.0, 27.0, 25.333333333333332)","(4.0, 5.2, 4.942857142857143)","(8.5, 99999, 99990)"
07-01-2023 21:06:46.063949,"(3.3, 99999, 99990)","(3.1, 4.0, 3.7)","(5.0, 99999, 99990)","(18.0, 27.0, 25.333333333333332)","(4.0, 5.2, 4.942857142857143)","(8.5, 99999, 99990)"
07-01-2023 21:06:47.165291,"(3.3, 99999, 99990)","(3.1, 4.0, 3.7)","(5.0, 99999, 99990)","(18.0, 27.0, 25.333333333333332)","(4.0, 5.2, 4.942857142857143)","(8.5, 99999, 99990)"
07-01-2023 21:06:48.262330,"(3.3, 99999, 99990)","(3.1, 4.0, 3.7)","(5.0, 99999, 99990)","(18.0, 27.0, 25.333333333333332)","(4.0, 5.2, 4.942857142857143)","(8.5, 99999, 99990)"
07-01-2023 21:06:49.329834,"(3.3, 99999, 99990)","(3.1, 4.0, 3.7)","(5.0, 99999, 99990)","(18.0, 27.0, 25.333333333333332)","(4.0, 5.2, 4.942857142857143)","(8.5, 99999, 99990)"
07-01-2023 21:06:50.407253,"(3.3, 99999, 99990)","(3.1, 4.0, 3.7)","(5.0, 99999, 99990)","(18.0, 27.0, 25.333333333333332)","(4.0, 5.2, 4.942857142857143)","(8.5, 99999, 99990)"
07-01-2023 21:06:51.385336,"(3.3, 99999, 99990)","(3.1, 4.0, 3.7)","(5.0, 99999, 99990)","(18.0, 27.0, 25.333333333333332)","(4.0, 5.2, 4.942857142857143)","(8.5, 99999, 99990)"
07-01-2023 21:06:52.437343,"(3.3, 99999, 99990)","(3.1, 4.0, 3.7)","(5.0, 99999, 99990)","(18.0, 27.0, 25.333333333333332)","(4.0, 5.2, 4.942857142857143)","(8.5, 99999, 99990)"
07-01-2023 21:06:53.581367,"(3.3, 99999, 99990)","(3.1, 4.0, 3.7)","(5.0, 99999, 99990)","(18.0, 27.0, 26.166666666666668)","(4.0, 5.2, 5.02)","(8.5, 99999, 99990)"
07-01-2023 21:06:54.959533,"(3.3, 99999, 99990)","(3.1, 4.0, 3.7)","(5.0, 99999, 99990)","(18.0, 27.0, 26.5)","(4.0, 5.2, 5.02)","(8.5, 99999, 99990)"
07-01-2023 21:06:56.542686,"(3.3, 99999, 99990)","(3.1, 4.0, 3.7)","(5.0, 99999, 99990)","(18.0, 27.0, 25.0)","(4.0, 5.2, 5.02)","(8.5, 99999, 99990)"
07-01-2023 21:06:57.690996,"(3.3, 99999, 99990)","(3.1, 4.0, 3.9)","(5.0, 99999, 99990)","(18.0, 27.0, 25.0)","(4.0, 5.2, 5.02)","(8.5, 99999, 99990)"
07-01-2023 21:06:58.613243,"(3.3, 99999, 99990)","(3.1, 4.1, 3.9)","(5.0, 99999, 99990)","(18.0, 27.0, 25.0)","(4.0, 5.2, 5.02)","(8.5, 99999, 99990)"
07-01-2023 21:06:59.700793,"(3.3, 99999, 99990)","(3.1, 4.1, 3.9)","(5.0, 99999, 99990)","(18.0, 27.0, 26.166666666666668)","(4.0, 5.2, 4.988888888888889)","(8.5, 99999, 99990)"
07-01-2023 21:07:00.945270,"(3.3, 99999, 99990)","(3.1, 4.1, 3.933333333333333)","(5.0, 99999, 99990)","(18.0, 27.0, 26.285714285714285)","(4.0, 5.1, 5.0375)","(8.5, 99999, 99990)"
07-01-2023 21:07:02.114973,"(3.3, 99999, 99990)","(3.1, 4.1, 3.933333333333333)","(5.0, 99999, 99990)","(18.0, 27.0, 26.285714285714285)","(4.0, 5.1, 5.0375)","(8.5, 99999, 99990)"
07-01-2023 21:07:03.065599,"(3.3, 99999, 99990)","(3.1, 4.1, 3.933333333333333)","(5.0, 99999, 99990)","(18.0, 27.0, 26.285714285714285)","(4.0, 5.1, 4.699999999999999)","(8.5, 99999, 99990)"
07-01-2023 21:07:04.015151,"(3.3, 99999, 99990)","(3.1, 4.1, 3.933333333333333)","(5.0, 99999, 99990)","(18.0, 27.0, 26.285714285714285)","(4.0, 5.1, 4.699999999999999)","(8.5, 99999, 99990)"
07-01-2023 21:07:05.033354,"(3.3, 99999, 99990)","(3.1, 4.1, 3.9749999999999996)","(5.0, 99999, 99990)","(18.0, 27.0, 26.555555555555557)","(4.0, 5.1, 4.65)","(8.5, 99999, 99990)"
07-01-2023 21:07:06.179334,"(3.3, 99999, 99990)","(3.1, 4.1, 3.9499999999999997)","(5.0, 99999, 99990)","(18.0, 27.0, 26.785714285714285)","(4.0, 5.0, 4.65)","(8.5, 99999, 99990)"
07-01-2023 21:07:07.312012,"(3.3, 99999, 99990)","(3.1, 4.1, 3.933333333333333)","(5.0, 99999, 99990)","(18.0, 27.0, 26.833333333333332)","(4.0, 5.0, 4.666666666666667)","(8.5, 99999, 99990)"
07-01-2023 21:07:08.418953,"(3.3, 99999, 99990)","(3.1, 4.1, 3.8249999999999997)","(5.0, 99999, 99990)","(18.0, 27.0, 26.833333333333332)","(4.0, 5.0, 4.933333333333334)","(8.5, 99999, 99990)"
07-01-2023 21:07:09.586377,"(3.2, 99999, 99990)","(3.1, 4.1, 3.8249999999999997)","(5.5, 99999, 99990)","(19.0, 27.0, 26.833333333333332)","(4.2, 5.0, 4.8500000000000005)","(8.5, 99999, 99990)"
07-01-2023 21:07:10.629536,"(3.2, 99999, 99990)","(3.1, 4.1, 4.0458333333333325)","(5.5, 99999, 99990)","(19.0, 27.0, 26.833333333333332)","(4.2, 5.2, 4.8500000000000005)","(8.5, 99999, 99990)"
07-01-2023 21:07:11.620335,"(3.2, 99999, 99990)","(3.1, 4.1, 4.0675)","(5.5, 99999, 99990)","(19.0, 27.0, 26.428571428571427)","(4.0, 5.2, 4.4125)","(8.5, 99999, 99990)"
07-01-2023 21:07:12.586855,"(3.2, 99999, 99990)","(3.1, 4.1, 4.0625)","(5.5, 99999, 99990)","(19.0, 30.0, 26.875)","(4.0, 5.2, 4.4125)","(8.5, 99999, 99990)"
07-01-2023 21:07:13.667679,"(3.2, 99999, 99990)","(3.1, 4.1, 4.008333333333333)","(5.5, 99999, 99990)","(19.0, 30.0, 26.875)","(4.0, 5.2, 4.4125)","(8.5, 99999, 99990)"
07-01-2023 21:07:14.749350,"(3.2, 99999, 99990)","(3.1, 4.1, 4.008333333333333)","(5.5, 99999, 99990)","(19.0, 30.0, 27.916666666666668)","(4.0, 5.2, 4.4125)","(8.5, 99999, 99990)"
07-01-2023 21:07:15.868740,"(3.2, 99999, 99990)","(3.1, 4.1, 4.008333333333333)","(5.5, 99999, 99990)","(19.0, 30.0, 27.61904761904762)","(4.0, 5.2, 4.4125)","(8.5, 99999, 99990)"
07-01-2023 21:07:17.070118,"(3.2, 99999, 99990)","(3.1, 4.1, 4.008333333333333)","(5.5, 99999, 99990)","(19.0, 30.0, 27.61904761904762)","(4.0, 5.2, 4.5)","(8.5, 99999, 99990)"
07-01-2023 21:07:18.152996,"(3.2, 99999, 99990)","(3.1, 4.1, 3.9999999999999996)","(5.5, 99999, 99990)","(19.0, 30.0, 27.61904761904762)","(4.0, 5.2, 4.364285714285714)","(8.5, 99999, 99990)"
07-01-2023 21:07:19.269179,"(3.2, 99999, 99990)","(3.1, 4.1, 4.0576923076923075)","(5.5, 99999, 99990)","(19.0, 30.0, 28.043478260869566)","(4.0, 5.2, 4.477777777777778)","(8.5, 99999, 99990)"
07-01-2023 21:07:20.358999,"(3.2, 99999, 99990)","(3.1, 4.2, 4.091666666666667)","(5.5, 99999, 99990)","(19.0, 30.0, 27.75)","(4.0, 5.2, 4.566666666666666)","(8.5, 99999, 99990)"
07-01-2023 21:07:21.495811,"(3.2, 99999, 99990)","(3.1, 4.2, 4.0)","(5.5, 99999, 99990)","(19.0, 30.0, 26.727272727272727)","(4.0, 5.1, 4.65)","(8.5, 99999, 99990)"
07-01-2023 21:07:22.523434,"(3.2, 99999, 99990)","(3.1, 4.2, 4.016666666666667)","(5.5, 99999, 99990)","(19.0, 30.0, 27.6)","(4.0, 5.0, 4.416666666666666)","(8.5, 99999, 99990)"
07-01-2023 21:07:23.534895,"(3.2, 99999, 99990)","(3.1, 4.2, 4.108333333333333)","(5.5, 99999, 99990)","(19.0, 30.0, 27.75)","(4.0, 5.0, 4.416666666666666)","(8.5, 99999, 99990)"
07-01-2023 21:07:24.490808,"(3.2, 99999, 99990)","(3.1, 4.2, 3.925)","(5.5, 99999, 99990)","(19.0, 30.0, 27.75)","(4.0, 5.0, 4.416666666666666)","(8.5, 99999, 99990)"
07-01-2023 21:07:25.484650,"(3.2, 99999, 99990)","(3.1, 4.2, 3.925)","(5.5, 99999, 99990)","(19.0, 30.0, 27.75)","(4.0, 5.0, 4.416666666666666)","(8.5, 99999, 99990)"
07-01-2023 21:07:26.525880,"(3.2, 99999, 99990)","(3.1, 4.2, 3.925)","(5.5, 99999, 99990)","(19.0, 30.0, 27.75)","(4.0, 5.0, 4.416666666666666)","(8.5, 99999, 99990)"
07-01-2023 21:07:27.508173,"(3.2, 99999, 99990)","(3.1, 4.2, 4.108333333333333)","(5.5, 99999, 99990)","(19.0, 30.0, 27.75)","(4.0, 5.0, 4.833333333333333)","(8.5, 99999, 99990)"
07-01-2023 21:07:28.635555,"(3.2, 99999, 99990)","(3.1, 4.2, 4.108333333333333)","(5.5, 99999, 99990)","(19.0, 30.0, 27.75)","(4.0, 5.0, 4.840909090909091)","(8.5, 99999, 99990)"
07-01-2023 21:07:29.669431,"(3.2, 99999, 99990)","(3.1, 4.2, 3.9000000000000004)","(5.5, 99999, 99990)","(19.0, 30.0, 27.75)","(4.0, 5.1, 4.95)","(8.5, 99999, 99990)"
07-01-2023 21:07:30.747280,"(3.2, 99999, 99990)","(3.1, 4.2, 3.7111111111111112)","(5.5, 99999, 99990)","(19.0, 30.0, 27.428571428571427)","(4.0, 5.0, 4.96)","(8.5, 99999, 99990)"
07-01-2023 21:07:31.887867,"(3.2, 99999, 99990)","(3.1, 4.2, 3.7285714285714286)","(5.5, 99999, 99990)","(19.0, 30.0, 27.428571428571427)","(4.0, 5.0, 5.022222222222222)","(8.5, 99999, 99990)"
07-01-2023 21:07:32.900092,"(3.2, 99999, 99990)","(3.1, 4.2, 3.782142857142857)","(5.5, 99999, 99990)","(19.0, 30.0, 27.428571428571427)","(4.0, 5.2, 5.029999999999999)","(8.5, 99999, 99990)"
07-01-2023 21:07:33.882636,"(3.2, 99999, 99990)","(3.1, 4.1, 3.8299999999999996)","(5.5, 99999, 99990)","(19.0, 30.0, 27.428571428571427)","(4.0, 5.1, 4.928571428571428)","(8.5, 99999, 99990)"
07-01-2023 21:07:34.853932,"(3.2, 99999, 99990)","(3.1, 4.1, 3.75)","(5.5, 99999, 99990)","(19.0, 30.0, 27.428571428571427)","(4.0, 5.1, 4.99090909090909)","(8.5, 99999, 99990)"
07-01-2023 21:07:35.933856,"(3.2, 99999, 99990)","(3.1, 4.1, 3.7785714285714285)","(5.5, 99999, 99990)","(19.0, 30.0, 26.533333333333335)","(4.0, 5.1, 5.05)","(8.5, 99999, 99990)"
07-01-2023 21:07:36.899849,"(3.2, 99999, 99990)","(3.1, 4.1, 3.7562499999999996)","(5.5, 99999, 99990)","(19.0, 30.0, 26.727272727272727)","(4.0, 5.2, 4.975)","(8.5, 99999, 99990)"
07-01-2023 21:07:37.986997,"(3.2, 99999, 99990)","(3.1, 4.1, 3.742857142857143)","(5.5, 99999, 99990)","(19.0, 30.0, 26.727272727272727)","(4.0, 5.1, 4.975)","(8.5, 99999, 99990)"
07-01-2023 21:07:39.036360,"(3.2, 99999, 99990)","(3.1, 4.1, 3.742857142857143)","(5.5, 99999, 99990)","(19.0, 30.0, 26.727272727272727)","(4.0, 5.1, 5.05)","(8.5, 99999, 99990)"
07-01-2023 21:07:39.978012,"(3.2, 99999, 99990)","(3.1, 4.1, 3.8499999999999996)","(5.5, 99999, 99990)","(20.0, 30.0, 26.727272727272727)","(4.0, 5.2, 5.05)","(8.0, 99999, 99990)"
07-01-2023 21:07:41.029081,"(3.2, 99999, 99990)","(3.1, 4.1, 3.8499999999999996)","(5.5, 99999, 99990)","(20.0, 30.0, 26.533333333333335)","(4.0, 5.2, 4.9)","(8.0, 99999, 99990)"
07-01-2023 21:07:42.055680,"(3.2, 99999, 99990)","(3.1, 4.1, 3.822222222222222)","(5.5, 99999, 99990)","(20.0, 30.0, 26.533333333333335)","(4.0, 5.2, 4.9)","(8.0, 99999, 99990)"
07-01-2023 21:07:43.302953,"(3.2, 99999, 99990)","(3.1, 4.1, 3.7785714285714285)","(5.5, 99999, 99990)","(20.0, 29.0, 27.5)","(4.0, 5.1, 4.975)","(8.0, 99999, 99990)"
07-01-2023 21:07:44.471080,"(3.2, 99999, 99990)","(3.1, 4.1, 3.7785714285714285)","(5.5, 99999, 99990)","(20.0, 29.0, 26.666666666666668)","(4.0, 5.1, 5.05)","(8.0, 99999, 99990)"
07-01-2023 21:07:45.492219,"(3.2, 99999, 99990)","(3.1, 4.1, 3.7785714285714285)","(5.5, 99999, 99990)","(20.0, 30.0, 26.666666666666668)","(4.0, 5.2, 5.05)","(8.0, 99999, 99990)"
07-01-2023 21:07:46.467169,"(3.2, 99999, 99990)","(3.1, 4.1, 3.8)","(5.5, 99999, 99990)","(20.0, 30.0, 26.533333333333335)","(4.0, 5.1, 4.875)","(8.0, 99999, 99990)"
07-01-2023 21:07:47.487363,"(3.2, 99999, 99990)","(3.1, 4.1, 3.8)","(5.5, 99999, 99990)","(20.0, 30.0, 26.533333333333335)","(4.0, 5.1, 4.875)","(8.0, 99999, 99990)"
07-01-2023 21:07:48.568869,"(3.2, 99999, 99990)","(3.1, 4.1, 3.8)","(5.5, 99999, 99990)","(20.0, 30.0, 26.666666666666668)","(4.0, 5.1, 4.875)","(8.0, 99999, 99990)"
07-01-2023 21:07:49.551442,"(3.2, 99999, 99990)","(3.1, 4.1, 3.8)","(5.5, 99999, 99990)","(20.0, 30.0, 26.363636363636363)","(4.0, 5.1, 4.875)","(8.0, 99999, 99990)"
07-01-2023 21:07:50.586578,"(3.2, 99999, 99990)","(3.1, 4.1, 3.8)","(5.5, 99999, 99990)","(20.0, 30.0, 26.666666666666668)","(4.0, 5.1, 4.928571428571428)","(8.0, 99999, 99990)"
07-01-2023 21:07:51.569241,"(3.2, 99999, 99990)","(3.1, 4.1, 3.9)","(5.5, 99999, 99990)","(20.0, 30.0, 27.333333333333332)","(4.0, 5.1, 4.928571428571428)","(8.0, 99999, 99990)"
07-01-2023 21:07:52.552407,"(3.2, 99999, 99990)","(3.1, 4.3, 4.083333333333333)","(5.5, 99999, 99990)","(20.0, 30.0, 27.333333333333332)","(4.0, 5.1, 4.928571428571428)","(8.0, 99999, 99990)"
07-01-2023 21:07:53.562370,"(3.2, 99999, 99990)","(3.1, 4.3, 3.9749999999999996)","(5.5, 99999, 99990)","(20.0, 30.0, 26.363636363636363)","(4.0, 5.1, 4.928571428571428)","(8.0, 99999, 99990)"
07-01-2023 21:07:54.641277,"(3.2, 99999, 99990)","(3.1, 4.3, 3.8200000000000003)","(5.5, 99999, 99990)","(20.0, 29.0, 29.142857142857142)","(4.0, 5.0, 4.4)","(8.0, 99999, 99990)"
07-01-2023 21:07:55.782994,"(3.2, 99999, 99990)","(3.1, 4.3, 4.138888888888889)","(5.5, 99999, 99990)","(20.0, 30.0, 29.142857142857142)","(4.0, 5.0, 4.79)","(8.0, 99999, 99990)"
07-01-2023 21:07:56.847835,"(3.2, 99999, 99990)","(3.1, 4.2, 4.138888888888889)","(5.5, 99999, 99990)","(20.0, 30.0, 30.666666666666668)","(4.0, 5.0, 4.766666666666667)","(8.0, 99999, 99990)"
07-01-2023 21:07:57.900523,"(3.2, 99999, 99990)","(3.1, 4.2, 4.15)","(5.5, 99999, 99990)","(20.0, 34.0, 29.833333333333332)","(4.0, 4.9, 4.6230769230769235)","(8.0, 99999, 99990)"
07-01-2023 21:07:59.098545,"(3.2, 99999, 99990)","(3.1, 4.2, 3.95)","(5.5, 99999, 99990)","(21.0, 34.0, 27.333333333333332)","(3.8, 4.9, 4.7)","(8.0, 99999, 99990)"
07-01-2023 21:08:00.431071,"(3.2, 99999, 99990)","(3.1, 4.2, 4.157692307692308)","(5.5, 99999, 99990)","(21.0, 34.0, 27.333333333333332)","(3.8, 4.8, 4.55)","(8.0, 99999, 99990)"
07-01-2023 21:08:01.653692,"(3.2, 99999, 99990)","(3.1, 4.2, 4.075)","(5.5, 99999, 99990)","(21.0, 34.0, 28.0)","(3.8, 4.8, 4.774358974358974)","(8.0, 99999, 99990)"
07-01-2023 21:08:02.835194,"(3.2, 99999, 99990)","(3.1, 4.2, 3.9884615384615385)","(5.5, 99999, 99990)","(21.0, 32.0, 27.5)","(4.0, 4.8, 4.857142857142858)","(8.0, 99999, 99990)"
07-01-2023 21:08:04.010924,"(3.2, 99999, 99990)","(3.1, 4.2, 4.126666666666667)","(5.5, 99999, 99990)","(21.0, 32.0, 27.5)","(4.0, 5.2, 5.0600000000000005)","(8.0, 99999, 99990)"
07-01-2023 21:08:05.146579,"(3.2, 99999, 99990)","(3.1, 4.2, 4.126666666666667)","(5.5, 99999, 99990)","(20.0, 32.0, 27.5)","(4.0, 5.2, 4.978947368421053)","(8.0, 99999, 99990)"
07-01-2023 21:08:06.112034,"(3.2, 99999, 99990)","(3.1, 4.2, 3.9000000000000004)","(5.5, 99999, 99990)","(20.0, 32.0, 27.5)","(4.0, 5.2, 4.958823529411765)","(8.0, 99999, 99990)"
07-01-2023 21:08:07.049904,"(3.2, 99999, 99990)","(3.1, 4.2, 4.0125)","(5.5, 99999, 99990)","(20.0, 32.0, 27.5)","(4.0, 5.1, 4.918181818181818)","(8.0, 99999, 99990)"
07-01-2023 21:08:08.131954,"(3.2, 99999, 99990)","(3.1, 4.2, 3.9571428571428573)","(5.5, 99999, 99990)","(20.0, 32.0, 27.5)","(4.0, 5.1, 4.8)","(8.0, 99999, 99990)"
07-01-2023 21:08:09.211428,"(3.2, 99999, 99990)","(3.1, 4.3, 3.85)","(5.5, 99999, 99990)","(20.0, 32.0, 27.5)","(4.0, 5.1, 4.833333333333333)","(8.0, 99999, 99990)"
07-01-2023 21:08:10.362149,"(3.2, 99999, 99990)","(3.1, 3.95, 3.7750000000000004)","(5.5, 99999, 99990)","(20.0, 32.0, 27.5)","(4.0, 5.1, 4.95)","(8.0, 99999, 99990)"
07-01-2023 21:08:11.551891,"(3.2, 99999, 99990)","(3.1, 3.9, 3.825)","(5.5, 99999, 99990)","(20.0, 32.0, 27.5)","(4.0, 5.2, 4.95)","(8.0, 99999, 99990)"
07-01-2023 21:08:12.558307,"(3.2, 99999, 99990)","(3.1, 3.9, 3.8625)","(5.5, 99999, 99990)","(20.0, 32.0, 30.615384615384617)","(4.0, 5.2, 4.95)","(8.0, 99999, 99990)"
07-01-2023 21:08:13.513276,"(3.2, 99999, 99990)","(3.1, 3.9, 3.825)","(5.5, 99999, 99990)","(20.0, 32.0, 30.615384615384617)","(4.0, 5.2, 4.95)","(8.0, 99999, 99990)"
07-01-2023 21:08:14.465957,"(3.2, 99999, 99990)","(3.1, 3.9, 3.825)","(5.5, 99999, 99990)","(20.0, 32.0, 30.615384615384617)","(4.0, 5.2, 4.95)","(8.0, 99999, 99990)"
07-01-2023 21:08:15.594911,"(3.2, 99999, 99990)","(3.1, 3.9, 3.825)","(5.5, 99999, 99990)","(20.0, 32.0, 30.615384615384617)","(4.0, 5.2, 4.95)","(8.0, 99999, 99990)"
07-01-2023 21:08:16.825845,"(3.2, 99999, 99990)","(3.1, 3.9, 3.88)","(5.5, 99999, 99990)","(20.0, 32.0, 30.615384615384617)","(4.0, 5.2, 4.95)","(8.0, 99999, 99990)"
07-01-2023 21:08:17.951333,"(3.2, 99999, 99990)","(3.1, 3.9, 3.783333333333333)","(5.5, 99999, 99990)","(20.0, 32.0, 30.615384615384617)","(4.0, 5.2, 4.95)","(8.0, 99999, 99990)"
07-01-2023 21:08:19.039338,"(3.2, 99999, 99990)","(3.1, 3.95, 3.783333333333333)","(5.5, 99999, 99990)","(20.0, 32.0, 30.615384615384617)","(4.0, 5.2, 4.95)","(8.0, 99999, 99990)"
07-01-2023 21:08:20.089502,"(3.2, 99999, 99990)","(3.1, 3.95, 3.825)","(5.5, 99999, 99990)","(20.0, 32.0, 30.615384615384617)","(4.0, 5.2, 4.95)","(8.0, 99999, 99990)"
07-01-2023 21:08:21.041066,"(3.2, 99999, 99990)","(3.1, 3.95, 3.875)","(5.5, 99999, 99990)","(20.0, 32.0, 30.615384615384617)","(4.0, 5.2, 4.95)","(8.0, 99999, 99990)"
07-01-2023 21:08:22.061419,"(3.2, 99999, 99990)","(3.1, 3.95, 3.8875)","(5.5, 99999, 99990)","(20.0, 30.0, 29.333333333333332)","(4.0, 5.2, 4.95)","(8.0, 99999, 99990)"
07-01-2023 21:08:23.198826,"(3.2, 99999, 99990)","(3.1, 3.95, 3.8875)","(5.5, 99999, 99990)","(20.0, 30.0, 28.0)","(4.0, 5.2, 5.05)","(8.0, 99999, 99990)"
07-01-2023 21:08:24.305586,"(3.2, 99999, 99990)","(3.1, 3.95, 3.876470588235294)","(5.5, 99999, 99990)","(20.0, 30.0, 28.0)","(4.0, 5.2, 5.05)","(8.0, 99999, 99990)"
07-01-2023 21:08:25.437127,"(3.2, 99999, 99990)","(3.1, 3.95, 3.8875)","(5.5, 99999, 99990)","(20.0, 30.0, 29.142857142857142)","(4.0, 5.2, 4.9750000000000005)","(8.0, 99999, 99990)"
07-01-2023 21:08:26.523827,"(3.2, 99999, 99990)","(3.1, 3.95, 3.8875)","(5.5, 99999, 99990)","(20.0, 30.0, 29.142857142857142)","(4.0, 5.2, 4.9750000000000005)","(8.0, 99999, 99990)"
07-01-2023 21:08:27.706622,"(3.2, 99999, 99990)","(3.1, 3.95, 3.8875)","(5.5, 99999, 99990)","(20.0, 26.0, 23.375)","(4.0, 5.2, 5.05)","(8.0, 99999, 99990)"
07-01-2023 21:08:28.737734,"(3.2, 99999, 99990)","(3.1, 3.95, 3.91969696969697)","(5.5, 99999, 99990)","(20.0, 26.0, 22.923076923076923)","(4.0, 5.2, 5.05)","(8.0, 99999, 99990)"
07-01-2023 21:08:29.758572,"(3.2, 99999, 99990)","(3.1, 3.95, 3.903125)","(5.5, 99999, 99990)","(20.0, 26.0, 23.5)","(4.0, 5.2, 4.9)","(8.0, 99999, 99990)"
07-01-2023 21:08:30.788760,"(3.2, 99999, 99990)","(3.1, 3.95, 3.903125)","(5.5, 99999, 99990)","(20.0, 26.0, 26.375)","(4.0, 5.2, 5.05)","(8.0, 99999, 99990)"
07-01-2023 21:08:31.918933,"(3.2, 99999, 99990)","(3.1, 3.95, 3.8911764705882352)","(5.5, 99999, 99990)","(20.0, 29.0, 23.545454545454547)","(4.0, 5.2, 4.957142857142857)","(8.0, 99999, 99990)"
07-01-2023 21:08:32.987987,"(3.2, 99999, 99990)","(3.1, 4.0, 3.9722222222222223)","(5.5, 99999, 99990)","(20.0, 29.0, 22.285714285714285)","(4.0, 5.3, 4.754545454545455)","(8.0, 99999, 99990)"
07-01-2023 21:08:34.121734,"(3.2, 99999, 99990)","(3.2, 4.1, 4.036363636363636)","(6.0, 99999, 99990)","(20.0, 28.0, 24.363636363636363)","(4.2, 5.3, 5.069230769230769)","(8.0, 99999, 99990)"
07-01-2023 21:08:35.168345,"(3.2, 99999, 99990)","(3.2, 4.1, 4.027272727272727)","(6.0, 99999, 99990)","(20.0, 28.0, 25.333333333333332)","(4.2, 5.3, 5.069230769230769)","(8.0, 99999, 99990)"
07-01-2023 21:08:36.085097,"(3.2, 99999, 99990)","(3.2, 4.1, 4.027272727272727)","(6.0, 99999, 99990)","(20.0, 28.0, 25.333333333333332)","(4.2, 5.3, 4.966666666666667)","(8.0, 99999, 99990)"
07-01-2023 21:08:37.083477,"(3.2, 99999, 99990)","(3.2, 4.2, 4.02)","(6.0, 99999, 99990)","(20.0, 28.0, 24.2)","(4.2, 5.3, 5.118181818181818)","(8.0, 99999, 99990)"
07-01-2023 21:08:38.063945,"(3.2, 99999, 99990)","(3.2, 4.2, 4.0687500000000005)","(6.0, 99999, 99990)","(20.0, 29.0, 24.2)","(4.2, 5.3, 5.157142857142857)","(8.0, 99999, 99990)"
07-01-2023 21:08:39.086956,"(3.2, 99999, 99990)","(3.2, 4.4, 4.07)","(6.0, 99999, 99990)","(20.0, 29.0, 25.5)","(4.2, 5.3, 5.144444444444445)","(8.0, 99999, 99990)"
07-01-2023 21:08:40.122764,"(3.2, 99999, 99990)","(3.2, 4.4, 4.179411764705883)","(6.0, 99999, 99990)","(19.0, 29.0, 25.5)","(4.2, 5.2, 5.055555555555555)","(8.0, 99999, 99990)"
07-01-2023 21:08:41.421186,"(3.2, 99999, 99990)","(3.3, 4.4, 4.183333333333334)","(6.0, 99999, 99990)","(19.0, 29.0, 23.857142857142858)","(4.2, 5.3, 5.055555555555555)","(8.0, 99999, 99990)"
07-01-2023 21:08:42.371876,"(3.2, 99999, 99990)","(3.3, 4.4, 4.183333333333334)","(6.0, 99999, 99990)","(19.0, 29.0, 23.857142857142858)","(4.2, 5.3, 5.055555555555555)","(8.0, 99999, 99990)"
07-01-2023 21:08:43.490386,"(3.2, 99999, 99990)","(3.3, 4.4, 4.183333333333334)","(6.0, 99999, 99990)","(20.0, 29.0, 23.857142857142858)","(4.2, 5.3, 5.055555555555555)","(8.0, 99999, 99990)"
07-01-2023 21:08:44.592955,"(3.2, 99999, 99990)","(3.3, 4.4, 4.183333333333334)","(6.0, 99999, 99990)","(20.0, 29.0, 23.857142857142858)","(4.2, 5.3, 5.055555555555555)","(8.0, 99999, 99990)"
07-01-2023 21:08:45.746856,"(3.2, 99999, 99990)","(3.3, 4.4, 4.2875)","(6.0, 99999, 99990)","(20.0, 29.0, 23.857142857142858)","(4.2, 5.3, 4.970588235294118)","(8.0, 99999, 99990)"
07-01-2023 21:08:46.854220,"(3.2, 99999, 99990)","(3.3, 4.4, 4.2875)","(6.0, 99999, 99990)","(20.0, 29.0, 23.857142857142858)","(4.2, 5.3, 4.970588235294118)","(8.0, 99999, 99990)"
07-01-2023 21:08:47.963073,"(3.2, 99999, 99990)","(3.3, 4.4, 4.325)","(6.0, 99999, 99990)","(20.0, 29.0, 24.0)","(4.2, 5.4, 5.3545454545454545)","(8.0, 99999, 99990)"
