,Whistling,Hes Got Swag,Kintsugi,Speedy Riot,Pipeline Icon,Eadie,Bok Choy,Slippery Shark
06-01-2023 14:14:48.879513,"(3.7, 4.9, 4.45)","(4.0, 4.5, 4.24396551724138)","(6.5, 13.5, 13.071428571428571)","(4.4, 5.2, 5.093333333333334)","(5.5, 10.0, 9.533333333333333)","(31.0, 290.0, 230.0)","(11.0, 46.0, 44.69230769230769)","(8.0, 11.5, 9.6875)"
06-01-2023 14:14:50.014904,"(3.7, 4.9, 4.45)","(4.0, 4.5, 4.24396551724138)","(6.5, 13.5, 12.954545454545453)","(4.4, 5.2, 5.093333333333334)","(5.5, 10.0, 9.533333333333333)","(31.0, 290.0, 230.0)","(11.0, 46.0, 44.69230769230769)","(8.0, 11.5, 9.6875)"
06-01-2023 14:14:51.143238,"(3.7, 4.9, 4.45)","(4.0, 4.5, 4.017857142857143)","(6.5, 13.5, 12.954545454545453)","(4.4, 5.2, 5.093333333333334)","(5.5, 10.0, 9.533333333333333)","(31.0, 290.0, 230.0)","(11.0, 46.0, 44.69230769230769)","(8.0, 11.5, 9.6875)"
06-01-2023 14:14:52.253015,"(3.7, 4.9, 4.45)","(4.0, 4.5, 4.017857142857143)","(6.5, 13.5, 12.954545454545453)","(4.4, 5.2, 5.093333333333334)","(5.5, 10.0, 9.533333333333333)","(31.0, 290.0, 230.0)","(11.0, 46.0, 44.69230769230769)","(8.0, 11.5, 9.6875)"
06-01-2023 14:14:53.273630,"(3.7, 4.9, 4.45)","(4.0, 4.5, 4.017857142857143)","(6.5, 13.5, 12.954545454545453)","(4.4, 5.2, 5.093333333333334)","(5.5, 10.0, 9.533333333333333)","(31.0, 290.0, 230.0)","(11.0, 46.0, 44.69230769230769)","(8.0, 11.5, 9.6875)"
06-01-2023 14:14:54.308905,"(3.7, 4.9, 4.45)","(4.0, 4.5, 4.017857142857143)","(6.5, 13.5, 12.954545454545453)","(4.4, 5.2, 5.093333333333334)","(5.5, 10.0, 9.533333333333333)","(31.0, 290.0, 230.0)","(11.0, 46.0, 44.69230769230769)","(8.0, 11.5, 9.6875)"
06-01-2023 14:14:55.303679,"(3.7, 4.9, 4.45)","(4.0, 4.5, 4.017857142857143)","(6.5, 13.5, 12.954545454545453)","(4.4, 5.2, 5.093333333333334)","(5.5, 10.0, 9.533333333333333)","(31.0, 290.0, 230.0)","(11.0, 46.0, 44.69230769230769)","(8.0, 11.5, 9.6875)"
06-01-2023 14:14:56.254803,"(3.7, 4.9, 4.45)","(4.0, 4.5, 4.017857142857143)","(6.5, 13.5, 12.954545454545453)","(4.4, 5.2, 5.093333333333334)","(5.5, 10.0, 9.533333333333333)","(31.0, 290.0, 230.0)","(11.0, 46.0, 44.69230769230769)","(8.0, 11.5, 9.6875)"
06-01-2023 14:14:57.369433,"(3.7, 4.9, 4.45)","(4.0, 4.5, 4.017857142857143)","(6.5, 13.5, 12.954545454545453)","(4.4, 5.2, 5.093333333333334)","(5.5, 10.0, 9.533333333333333)","(31.0, 290.0, 235.0)","(11.0, 46.0, 44.69230769230769)","(8.0, 11.5, 10.1)"
06-01-2023 14:14:58.536914,"(3.7, 4.9, 4.45)","(4.0, 4.4, 4.133333333333334)","(6.5, 13.5, 12.954545454545453)","(4.4, 5.2, 5.093333333333334)","(5.5, 10.0, 9.533333333333333)","(31.0, 290.0, 215.0)","(11.0, 46.0, 44.69230769230769)","(8.0, 11.0, 10.1)"
06-01-2023 14:14:59.712214,"(3.7, 4.9, 4.45)","(4.0, 4.4, 4.133333333333334)","(6.5, 13.5, 12.954545454545453)","(4.4, 5.2, 5.093333333333334)","(5.5, 10.0, 9.533333333333333)","(31.0, 290.0, 215.0)","(11.0, 46.0, 44.69230769230769)","(8.0, 11.0, 10.047619047619047)"
06-01-2023 14:15:00.917660,"(3.7, 4.9, 4.45)","(4.0, 4.4, 4.133333333333334)","(6.5, 13.5, 12.954545454545453)","(4.4, 5.2, 5.093333333333334)","(5.5, 10.0, 9.533333333333333)","(31.0, 290.0, 215.0)","(11.0, 46.0, 44.69230769230769)","(8.0, 11.0, 9.536585365853659)"
06-01-2023 14:15:02.032708,"(3.6, 4.9, 4.45)","(4.0, 4.4, 4.133333333333334)","(6.5, 13.5, 12.954545454545453)","(4.4, 5.2, 5.093333333333334)","(6.0, 10.0, 9.533333333333333)","(31.0, 290.0, 210.0)","(12.0, 46.0, 44.69230769230769)","(7.5, 11.0, 9.536585365853659)"
06-01-2023 14:15:03.086145,"(3.6, 4.9, 4.45)","(4.0, 4.4, 4.133333333333334)","(6.5, 13.5, 12.954545454545453)","(4.4, 5.2, 5.093333333333334)","(6.0, 10.0, 9.533333333333333)","(31.0, 290.0, 210.0)","(12.0, 46.0, 44.69230769230769)","(7.5, 11.0, 9.536585365853659)"
06-01-2023 14:15:04.092996,"(3.6, 4.9, 4.45)","(4.0, 4.4, 4.133333333333334)","(6.5, 13.5, 12.954545454545453)","(4.4, 5.2, 5.093333333333334)","(6.0, 10.0, 9.533333333333333)","(31.0, 290.0, 210.0)","(12.0, 46.0, 44.69230769230769)","(7.5, 11.0, 9.536585365853659)"
06-01-2023 14:15:05.255280,"(3.6, 4.9, 4.45)","(4.0, 4.4, 4.133333333333334)","(6.5, 13.5, 12.954545454545453)","(4.4, 5.2, 5.093333333333334)","(6.0, 10.0, 9.533333333333333)","(31.0, 290.0, 143.63636363636363)","(12.0, 46.0, 44.69230769230769)","(7.5, 11.0, 9.536585365853659)"
06-01-2023 14:15:06.408196,"(3.6, 4.9, 4.45)","(4.0, 4.4, 4.2)","(6.5, 13.5, 12.954545454545453)","(4.4, 5.2, 5.093333333333334)","(6.0, 10.0, 9.4)","(31.0, 280.0, 200.0)","(12.0, 46.0, 44.69230769230769)","(7.5, 11.0, 9.6875)"
06-01-2023 14:15:07.528953,"(3.6, 4.9, 4.876250000000001)","(4.0, 4.4, 4.2)","(6.5, 13.5, 12.954545454545453)","(4.4, 5.2, 5.093333333333334)","(6.0, 10.0, 9.363636363636363)","(31.0, 270.0, 205.0)","(12.0, 46.0, 44.69230769230769)","(7.5, 10.5, 9.66)"
06-01-2023 14:15:08.580756,"(3.6, 4.9, 4.45)","(4.0, 4.4, 4.2)","(6.5, 13.5, 12.954545454545453)","(4.4, 5.2, 5.093333333333334)","(6.0, 10.0, 9.363636363636363)","(31.0, 270.0, 210.0)","(12.0, 46.0, 44.69230769230769)","(7.5, 10.5, 9.402439024390244)"
06-01-2023 14:15:09.634367,"(3.6, 4.9, 4.65)","(4.0, 4.4, 4.2)","(6.5, 13.5, 12.954545454545453)","(4.4, 5.2, 5.093333333333334)","(6.0, 10.0, 9.363636363636363)","(31.0, 270.0, 210.0)","(12.0, 46.0, 44.69230769230769)","(7.5, 10.5, 9.402439024390244)"
06-01-2023 14:15:10.673810,"(3.6, 4.8, 4.678260869565217)","(4.0, 4.4, 4.2)","(6.5, 13.5, 12.954545454545453)","(4.4, 5.2, 5.093333333333334)","(6.0, 10.0, 9.363636363636363)","(31.0, 270.0, 210.0)","(12.0, 46.0, 44.69230769230769)","(7.5, 10.5, 9.402439024390244)"
06-01-2023 14:15:11.704304,"(3.6, 4.8, 4.663829787234042)","(4.0, 4.4, 4.2)","(6.5, 13.5, 12.954545454545453)","(4.4, 5.2, 5.093333333333334)","(6.0, 10.0, 9.363636363636363)","(31.0, 270.0, 210.0)","(12.0, 46.0, 44.69230769230769)","(7.5, 10.5, 9.402439024390244)"
06-01-2023 14:15:12.764571,"(3.6, 4.8, 4.663829787234042)","(4.0, 4.4, 4.2)","(6.5, 13.5, 12.954545454545453)","(4.4, 5.2, 5.093333333333334)","(6.0, 10.0, 9.363636363636363)","(31.0, 270.0, 210.0)","(12.0, 46.0, 44.69230769230769)","(7.5, 10.5, 9.402439024390244)"
06-01-2023 14:15:13.810184,"(3.6, 4.8, 4.556521739130434)","(4.0, 4.4, 4.2)","(6.5, 13.5, 12.954545454545453)","(4.4, 5.2, 5.093333333333334)","(6.0, 10.0, 9.363636363636363)","(31.0, 270.0, 210.0)","(12.0, 46.0, 44.69230769230769)","(7.5, 10.5, 9.402439024390244)"
06-01-2023 14:15:14.853635,"(3.6, 4.8, 4.556521739130434)","(4.0, 4.4, 4.2)","(6.5, 13.5, 12.954545454545453)","(4.4, 5.2, 5.093333333333334)","(6.0, 10.0, 9.363636363636363)","(31.0, 270.0, 210.0)","(12.0, 46.0, 44.69230769230769)","(7.5, 10.5, 9.402439024390244)"
06-01-2023 14:15:15.968884,"(3.6, 4.8, 4.6755555555555555)","(4.0, 4.4, 4.2)","(6.5, 13.5, 12.954545454545453)","(4.4, 5.2, 5.093333333333334)","(6.0, 10.0, 9.363636363636363)","(31.0, 270.0, 210.0)","(12.0, 46.0, 44.69230769230769)","(7.5, 10.5, 9.402439024390244)"
06-01-2023 14:15:17.029176,"(3.6, 4.8, 4.6755555555555555)","(4.0, 4.4, 4.2)","(6.5, 13.5, 12.954545454545453)","(4.4, 5.2, 5.093333333333334)","(6.0, 10.0, 9.363636363636363)","(31.0, 270.0, 210.0)","(12.0, 46.0, 44.69230769230769)","(7.5, 10.5, 9.402439024390244)"
06-01-2023 14:15:18.113457,"(3.6, 4.8, 4.266666666666667)","(4.0, 4.4, 4.2)","(6.5, 13.5, 12.954545454545453)","(4.4, 5.2, 5.093333333333334)","(6.0, 10.0, 9.363636363636363)","(31.0, 270.0, 210.0)","(12.0, 46.0, 44.69230769230769)","(7.5, 10.5, 9.402439024390244)"
06-01-2023 14:15:19.394015,"(3.6, 4.8, 4.266666666666667)","(4.0, 4.4, 4.2)","(6.5, 13.5, 12.954545454545453)","(4.4, 5.2, 5.093333333333334)","(6.0, 10.0, 9.363636363636363)","(31.0, 270.0, 210.0)","(12.0, 46.0, 44.86666666666667)","(7.5, 10.5, 9.402439024390244)"
06-01-2023 14:15:20.439150,"(3.6, 4.8, 4.266666666666667)","(4.0, 4.4, 4.2)","(6.5, 13.5, 12.954545454545453)","(4.4, 5.2, 5.093333333333334)","(6.0, 10.0, 9.363636363636363)","(31.0, 270.0, 210.0)","(12.0, 46.0, 44.86666666666667)","(7.5, 10.5, 9.402439024390244)"
06-01-2023 14:15:21.385477,"(3.6, 4.8, 4.266666666666667)","(4.0, 4.4, 4.2)","(6.5, 13.5, 12.954545454545453)","(4.4, 5.2, 5.093333333333334)","(6.0, 10.0, 9.363636363636363)","(31.0, 270.0, 210.0)","(12.0, 46.0, 44.86666666666667)","(7.5, 10.5, 9.402439024390244)"
06-01-2023 14:15:22.507719,"(3.6, 4.8, 4.266666666666667)","(4.0, 4.4, 4.2)","(6.5, 13.5, 12.954545454545453)","(4.4, 5.2, 5.093333333333334)","(6.0, 10.0, 9.363636363636363)","(31.0, 270.0, 210.0)","(12.0, 46.0, 44.86666666666667)","(7.5, 10.5, 9.402439024390244)"
06-01-2023 14:15:23.557629,"(3.6, 4.8, 4.266666666666667)","(4.0, 4.4, 4.2)","(6.5, 13.5, 12.954545454545453)","(4.4, 5.2, 5.093333333333334)","(6.0, 10.0, 9.363636363636363)","(31.0, 270.0, 210.0)","(12.0, 46.0, 44.86666666666667)","(7.5, 10.5, 9.392857142857142)"
06-01-2023 14:15:24.709801,"(3.6, 4.8, 4.266666666666667)","(4.0, 4.4, 4.064)","(6.5, 13.5, 12.954545454545453)","(4.4, 5.2, 5.093333333333334)","(6.0, 10.0, 9.363636363636363)","(31.0, 270.0, 205.0)","(12.0, 46.0, 44.86666666666667)","(7.5, 10.5, 9.392857142857142)"
06-01-2023 14:15:25.930909,"(3.6, 4.8, 4.266666666666667)","(4.0, 4.2, 4.064)","(6.5, 13.5, 12.954545454545453)","(4.4, 5.2, 5.093333333333334)","(6.0, 10.0, 9.363636363636363)","(31.0, 270.0, 205.0)","(12.0, 46.0, 44.86666666666667)","(7.5, 10.5, 9.4125)"
06-01-2023 14:15:27.027401,"(3.6, 4.8, 4.266666666666667)","(4.0, 4.2, 4.03)","(6.5, 13.5, 12.954545454545453)","(4.4, 5.2, 5.093333333333334)","(6.0, 10.0, 9.4)","(31.0, 270.0, 205.0)","(12.0, 46.0, 44.86666666666667)","(7.5, 10.5, 9.4125)"
06-01-2023 14:15:28.040316,"(3.6, 4.8, 4.266666666666667)","(4.0, 4.2, 4.025)","(6.5, 13.5, 12.954545454545453)","(4.4, 5.2, 5.093333333333334)","(6.0, 10.0, 9.4)","(31.0, 270.0, 205.0)","(12.0, 46.0, 44.86666666666667)","(7.5, 10.5, 9.4125)"
06-01-2023 14:15:29.124672,"(3.6, 4.8, 4.266666666666667)","(4.0, 4.2, 4.025)","(6.5, 13.5, 12.954545454545453)","(4.4, 5.2, 5.093333333333334)","(6.0, 10.0, 9.4)","(31.0, 270.0, 205.0)","(12.0, 46.0, 44.86666666666667)","(7.5, 10.5, 9.4125)"
06-01-2023 14:15:30.130230,"(3.6, 4.8, 4.266666666666667)","(4.0, 4.2, 4.025)","(6.5, 13.5, 12.954545454545453)","(4.4, 5.2, 5.093333333333334)","(6.0, 10.0, 9.4)","(31.0, 270.0, 205.0)","(12.0, 46.0, 44.86666666666667)","(7.5, 10.5, 9.4125)"
06-01-2023 14:15:31.184499,"(3.6, 4.8, 4.266666666666667)","(4.0, 4.2, 4.025)","(6.5, 13.5, 12.954545454545453)","(4.4, 5.2, 5.093333333333334)","(6.0, 10.0, 9.4)","(31.0, 270.0, 205.0)","(12.0, 46.0, 44.86666666666667)","(7.5, 10.5, 9.4125)"
06-01-2023 14:15:32.280169,"(3.6, 4.8, 4.266666666666667)","(4.0, 4.2, 4.025)","(6.5, 13.5, 12.954545454545453)","(4.4, 5.2, 5.093333333333334)","(6.0, 10.0, 9.4)","(31.0, 270.0, 205.0)","(12.0, 46.0, 44.86666666666667)","(7.5, 10.5, 9.4125)"
06-01-2023 14:15:33.386086,"(3.6, 4.8, 4.266666666666667)","(4.0, 4.2, 4.025)","(6.5, 13.5, 12.954545454545453)","(4.4, 5.2, 5.093333333333334)","(6.0, 10.0, 9.4)","(31.0, 270.0, 205.0)","(12.0, 46.0, 44.86666666666667)","(7.5, 10.5, 9.4125)"
06-01-2023 14:15:34.461237,"(3.6, 4.8, 4.266666666666667)","(4.0, 4.2, 4.045588235294118)","(6.5, 13.5, 12.954545454545453)","(4.4, 5.2, 5.093333333333334)","(6.0, 9.8, 9.4)","(31.0, 270.0, 205.0)","(12.0, 46.0, 44.86666666666667)","(7.5, 10.5, 9.4125)"
06-01-2023 14:15:35.570216,"(3.6, 4.8, 4.266666666666667)","(4.0, 4.2, 4.058108108108108)","(6.5, 13.5, 12.954545454545453)","(4.4, 5.2, 5.093333333333334)","(6.0, 9.8, 9.4)","(31.0, 270.0, 205.0)","(12.0, 46.0, 44.86666666666667)","(7.5, 10.5, 9.4125)"
06-01-2023 14:15:36.603416,"(3.6, 4.8, 4.266666666666667)","(4.0, 4.2, 4.061842105263158)","(6.5, 13.5, 12.954545454545453)","(4.4, 5.2, 5.093333333333334)","(6.0, 9.8, 9.4)","(31.0, 270.0, 205.0)","(12.0, 46.0, 44.86666666666667)","(7.5, 10.5, 9.4125)"
06-01-2023 14:15:37.578071,"(3.6, 4.8, 4.266666666666667)","(4.0, 4.2, 4.061842105263158)","(6.5, 13.5, 12.954545454545453)","(4.4, 5.2, 5.093333333333334)","(6.0, 9.8, 9.4)","(31.0, 270.0, 205.0)","(12.0, 46.0, 44.86666666666667)","(7.5, 10.5, 9.4125)"
06-01-2023 14:15:38.559243,"(3.6, 4.8, 4.266666666666667)","(4.0, 4.2, 4.061842105263158)","(6.5, 13.5, 12.954545454545453)","(4.4, 5.2, 5.093333333333334)","(6.0, 9.8, 9.4)","(31.0, 270.0, 205.0)","(12.0, 46.0, 44.86666666666667)","(7.5, 10.5, 9.4125)"
06-01-2023 14:15:39.572724,"(3.6, 4.8, 4.266666666666667)","(4.0, 4.2, 4.061842105263158)","(6.5, 13.5, 12.954545454545453)","(4.4, 5.2, 5.093333333333334)","(6.0, 9.8, 9.4)","(31.0, 270.0, 205.0)","(12.0, 46.0, 44.86666666666667)","(7.5, 10.5, 9.4125)"
06-01-2023 14:15:40.604939,"(3.6, 4.8, 4.266666666666667)","(4.0, 4.2, 4.061842105263158)","(6.5, 13.5, 12.954545454545453)","(4.4, 5.2, 5.093333333333334)","(6.0, 9.8, 9.4)","(31.0, 270.0, 205.0)","(12.0, 46.0, 44.86666666666667)","(7.5, 10.5, 9.4125)"
06-01-2023 14:15:41.625864,"(3.6, 4.8, 4.266666666666667)","(4.0, 4.2, 4.061842105263158)","(6.5, 13.5, 12.954545454545453)","(4.4, 5.2, 5.093333333333334)","(6.0, 9.8, 10.353846153846154)","(31.0, 270.0, 205.0)","(12.0, 46.0, 44.86666666666667)","(7.5, 10.5, 9.4125)"
06-01-2023 14:15:42.618999,"(3.6, 4.8, 4.266666666666667)","(4.0, 4.2, 4.058108108108108)","(6.5, 13.5, 12.954545454545453)","(4.4, 5.2, 5.093333333333334)","(6.0, 10.5, 10.2)","(31.0, 270.0, 205.0)","(12.0, 46.0, 44.86666666666667)","(7.5, 10.5, 9.4125)"
06-01-2023 14:15:43.642254,"(3.6, 4.8, 4.266666666666667)","(4.0, 4.2, 4.058108108108108)","(6.5, 13.5, 12.954545454545453)","(4.4, 5.2, 5.093333333333334)","(6.0, 11.0, 10.2)","(31.0, 270.0, 205.0)","(12.0, 46.0, 44.86666666666667)","(7.5, 10.5, 9.4125)"
06-01-2023 14:15:44.613461,"(3.6, 4.8, 4.266666666666667)","(4.0, 4.2, 4.058108108108108)","(6.5, 13.5, 12.954545454545453)","(4.4, 5.2, 5.093333333333334)","(6.0, 11.0, 10.2)","(31.0, 270.0, 205.0)","(12.0, 46.0, 44.86666666666667)","(7.5, 10.5, 9.4125)"
06-01-2023 14:15:45.612318,"(3.6, 4.8, 4.266666666666667)","(4.0, 4.2, 4.058108108108108)","(6.5, 13.5, 12.954545454545453)","(4.4, 5.2, 5.093333333333334)","(6.0, 11.0, 9.852173913043478)","(31.0, 270.0, 205.0)","(12.0, 46.0, 44.86666666666667)","(7.5, 10.5, 9.4125)"
06-01-2023 14:15:46.887050,"(3.6, 4.8, 4.266666666666667)","(4.0, 4.2, 4.058108108108108)","(6.5, 13.5, 12.954545454545453)","(4.4, 5.2, 5.093333333333334)","(6.0, 11.0, 9.852173913043478)","(31.0, 270.0, 205.0)","(12.0, 46.0, 44.86666666666667)","(7.5, 10.5, 9.4125)"
06-01-2023 14:15:47.961790,"(3.6, 4.8, 4.266666666666667)","(4.0, 4.2, 4.058108108108108)","(6.5, 13.5, 12.954545454545453)","(4.4, 5.2, 5.093333333333334)","(6.0, 11.0, 9.9)","(31.0, 270.0, 205.0)","(12.0, 46.0, 44.86666666666667)","(7.5, 10.5, 9.4125)"
06-01-2023 14:15:48.998157,"(3.6, 4.8, 4.266666666666667)","(4.0, 4.2, 4.058108108108108)","(6.5, 13.5, 12.576923076923077)","(4.4, 5.2, 5.093333333333334)","(6.0, 11.0, 9.9)","(31.0, 270.0, 205.0)","(12.0, 46.0, 44.86666666666667)","(7.5, 10.5, 9.4125)"
06-01-2023 14:15:50.614007,"(3.6, 4.8, 4.266666666666667)","(4.0, 4.2, 4.058108108108108)","(6.5, 13.5, 12.576923076923077)","(4.4, 5.2, 5.093333333333334)","(6.0, 11.0, 9.9)","(31.0, 270.0, 205.0)","(12.0, 46.0, 44.86666666666667)","(7.5, 10.5, 9.4125)"
06-01-2023 14:15:51.651668,"(3.6, 4.8, 4.266666666666667)","(4.0, 4.2, 4.058108108108108)","(6.5, 13.5, 11.921052631578947)","(4.4, 5.2, 5.093333333333334)","(6.0, 11.0, 9.9)","(31.0, 270.0, 205.0)","(12.0, 46.0, 44.86666666666667)","(7.5, 10.5, 9.402439024390244)"
06-01-2023 14:15:52.730401,"(3.6, 4.8, 4.266666666666667)","(4.0, 4.2, 4.058108108108108)","(6.5, 13.5, 11.921052631578947)","(4.4, 5.2, 5.093333333333334)","(6.0, 11.0, 9.9)","(31.0, 270.0, 205.0)","(12.0, 46.0, 44.86666666666667)","(7.5, 10.5, 9.402439024390244)"
06-01-2023 14:15:53.844651,"(3.6, 4.8, 4.266666666666667)","(4.0, 4.2, 4.058108108108108)","(6.5, 13.5, 11.921052631578947)","(4.4, 5.2, 5.093333333333334)","(6.0, 11.0, 9.9)","(31.0, 270.0, 205.0)","(12.0, 46.0, 44.86666666666667)","(7.5, 10.5, 9.402439024390244)"
06-01-2023 14:15:54.881492,"(3.6, 4.8, 4.266666666666667)","(4.0, 4.2, 4.058108108108108)","(6.5, 13.5, 11.921052631578947)","(4.4, 5.2, 5.15)","(6.0, 11.0, 9.9)","(31.0, 270.0, 205.0)","(12.0, 46.0, 44.86666666666667)","(7.5, 10.5, 9.402439024390244)"
06-01-2023 14:15:56.038098,"(3.6, 4.8, 4.266666666666667)","(4.0, 4.2, 4.058108108108108)","(6.5, 13.5, 11.921052631578947)","(4.4, 5.2, 5.15)","(6.0, 11.0, 9.9)","(31.0, 270.0, 205.0)","(12.0, 46.0, 44.86666666666667)","(7.5, 10.5, 9.402439024390244)"
06-01-2023 14:15:57.066831,"(3.6, 4.8, 4.266666666666667)","(4.0, 4.2, 4.160526315789474)","(6.5, 13.5, 11.921052631578947)","(4.4, 5.2, 5.15)","(6.0, 11.0, 9.9)","(31.0, 270.0, 168.0)","(12.0, 46.0, 44.69230769230769)","(7.5, 10.5, 9.402439024390244)"
06-01-2023 14:15:58.049488,"(3.6, 4.8, 4.266666666666667)","(4.0, 4.2, 4.160526315789474)","(6.5, 13.5, 11.921052631578947)","(4.4, 5.2, 5.15)","(6.0, 11.0, 9.9)","(31.0, 280.0, 205.0)","(12.0, 46.0, 44.69230769230769)","(7.5, 10.5, 9.402439024390244)"
06-01-2023 14:15:59.063824,"(3.6, 4.8, 4.266666666666667)","(4.0, 4.2, 4.058108108108108)","(6.5, 13.5, 11.921052631578947)","(4.4, 5.2, 5.15)","(6.0, 11.0, 9.9)","(31.0, 270.0, 205.0)","(12.0, 46.0, 44.69230769230769)","(7.5, 10.5, 9.402439024390244)"
06-01-2023 14:16:00.109715,"(3.6, 4.8, 4.266666666666667)","(4.0, 4.2, 4.058108108108108)","(6.5, 13.5, 11.921052631578947)","(4.4, 5.2, 5.15)","(6.0, 11.0, 9.9)","(31.0, 270.0, 205.0)","(12.0, 46.0, 44.69230769230769)","(7.5, 10.5, 9.402439024390244)"
06-01-2023 14:16:01.118938,"(3.6, 4.8, 4.266666666666667)","(4.0, 4.2, 4.058108108108108)","(6.5, 13.5, 11.921052631578947)","(4.4, 5.2, 5.15)","(6.0, 11.0, 9.9)","(31.0, 270.0, 205.0)","(12.0, 46.0, 44.69230769230769)","(7.5, 10.5, 9.402439024390244)"
06-01-2023 14:16:02.207231,"(3.6, 4.8, 4.266666666666667)","(4.0, 4.2, 4.058108108108108)","(6.5, 13.5, 11.921052631578947)","(4.4, 5.2, 5.15)","(6.0, 11.0, 9.834999999999999)","(31.0, 270.0, 205.0)","(12.0, 46.0, 44.69230769230769)","(7.5, 10.5, 9.402439024390244)"
06-01-2023 14:16:03.225193,"(3.6, 4.8, 4.266666666666667)","(4.0, 4.2, 4.058108108108108)","(6.5, 13.5, 12.0)","(4.4, 5.2, 5.15)","(6.0, 10.5, 9.629166666666666)","(31.0, 270.0, 205.0)","(12.0, 46.0, 44.69230769230769)","(7.5, 10.5, 9.4125)"
06-01-2023 14:16:04.252927,"(3.6, 4.8, 4.266666666666667)","(4.0, 4.2, 4.058108108108108)","(6.5, 13.5, 12.0)","(4.4, 5.2, 5.15)","(6.0, 10.5, 9.623076923076923)","(31.0, 270.0, 205.0)","(12.0, 46.0, 44.69230769230769)","(7.5, 10.5, 9.4125)"
06-01-2023 14:16:05.243240,"(3.6, 4.8, 4.266666666666667)","(4.0, 4.2, 4.058108108108108)","(6.5, 13.5, 12.0)","(4.4, 5.2, 5.15)","(6.0, 10.5, 9.623076923076923)","(31.0, 270.0, 205.0)","(12.0, 46.0, 44.69230769230769)","(7.5, 10.5, 9.4125)"
06-01-2023 14:16:06.258325,"(3.6, 4.8, 4.266666666666667)","(4.0, 4.2, 4.058108108108108)","(6.5, 13.5, 12.0)","(4.4, 5.2, 5.15)","(6.0, 10.5, 9.623076923076923)","(31.0, 270.0, 205.0)","(12.0, 46.0, 44.69230769230769)","(7.5, 10.5, 9.4125)"
06-01-2023 14:16:07.448097,"(3.6, 4.8, 4.266666666666667)","(4.0, 4.2, 4.058108108108108)","(6.5, 13.5, 12.0)","(4.4, 5.2, 5.15)","(6.0, 10.5, 9.623076923076923)","(31.0, 270.0, 205.0)","(12.0, 46.0, 44.69230769230769)","(7.5, 10.5, 9.4125)"
06-01-2023 14:16:08.531536,"(3.6, 4.8, 4.266666666666667)","(4.0, 4.2, 4.058108108108108)","(6.5, 13.5, 12.0)","(4.4, 5.2, 5.15)","(6.0, 10.5, 9.623076923076923)","(31.0, 270.0, 205.0)","(12.0, 46.0, 44.69230769230769)","(7.5, 10.5, 9.4125)"
06-01-2023 14:16:09.545630,"(3.6, 4.8, 4.266666666666667)","(4.0, 4.2, 4.058108108108108)","(6.5, 13.5, 12.0)","(4.4, 5.2, 5.15)","(6.0, 10.5, 9.623076923076923)","(31.0, 270.0, 205.0)","(12.0, 46.0, 44.69230769230769)","(7.5, 10.5, 9.4125)"
06-01-2023 14:16:10.839874,"(3.6, 4.8, 4.266666666666667)","(4.0, 4.2, 4.058108108108108)","(6.5, 13.5, 12.0)","(4.4, 5.2, 5.15)","(6.0, 10.5, 9.623076923076923)","(31.0, 270.0, 205.0)","(12.0, 46.0, 44.69230769230769)","(7.5, 10.5, 9.4125)"
06-01-2023 14:16:11.943794,"(3.6, 4.8, 4.266666666666667)","(4.0, 4.2, 4.058108108108108)","(6.5, 13.5, 12.0)","(4.4, 5.2, 5.15)","(6.0, 10.5, 9.623076923076923)","(31.0, 270.0, 205.0)","(12.0, 46.0, 44.86666666666667)","(7.5, 10.5, 9.4125)"
06-01-2023 14:16:13.087371,"(3.6, 4.8, 4.266666666666667)","(4.0, 4.2, 4.058108108108108)","(6.5, 13.5, 12.0)","(4.4, 5.2, 5.15)","(6.0, 10.5, 9.623076923076923)","(31.0, 270.0, 205.0)","(12.0, 46.0, 44.86666666666667)","(7.5, 10.5, 9.4125)"
06-01-2023 14:16:14.336743,"(3.6, 4.8, 4.266666666666667)","(4.0, 4.2, 4.058108108108108)","(6.5, 13.5, 12.0)","(4.4, 5.2, 5.15)","(6.0, 10.5, 9.623076923076923)","(31.0, 270.0, 205.0)","(12.0, 46.0, 40.08333333333333)","(7.5, 10.5, 9.4125)"
06-01-2023 14:16:15.519597,"(3.6, 4.8, 4.266666666666667)","(4.0, 4.2, 4.058108108108108)","(6.5, 13.5, 12.0)","(4.4, 5.2, 5.15)","(6.0, 10.5, 9.623076923076923)","(31.0, 270.0, 205.0)","(12.0, 48.0, 40.08333333333333)","(7.5, 10.5, 9.4125)"
06-01-2023 14:16:16.714747,"(3.6, 4.8, 4.266666666666667)","(4.0, 4.2, 4.058108108108108)","(6.5, 13.5, 12.0)","(4.4, 5.2, 5.15)","(6.0, 10.5, 9.623076923076923)","(31.0, 270.0, 205.0)","(12.0, 48.0, 40.08333333333333)","(7.5, 10.5, 9.4125)"
06-01-2023 14:16:17.849818,"(3.6, 4.8, 4.266666666666667)","(3.9, 4.2, 4.058108108108108)","(7.0, 13.5, 12.0)","(4.4, 5.2, 5.15)","(6.0, 10.5, 9.623076923076923)","(31.0, 270.0, 205.0)","(13.0, 48.0, 40.08333333333333)","(7.5, 10.5, 9.4125)"
