,Smokin Rico,Madalia Tipper,Dr Chieftain,Play The Victim,Work Boot,Nannas Blue Boy
10-01-2023 17:29:09.781839,"(2.3, 2.86, 2.5145454545454546)","(15.0, 44.0, 29.0)","(8.0, 14.5, 11.45)","(5.0, 8.0, 6.140000000000001)","(2.5, 3.85, 3.2750000000000004)","(15.0, 36.0, 32.0)"
10-01-2023 17:29:10.775085,"(2.3, 2.86, 2.5145454545454546)","(15.0, 44.0, 29.0)","(8.0, 14.5, 11.45)","(5.0, 8.0, 6.140000000000001)","(2.5, 3.85, 3.2750000000000004)","(15.0, 36.0, 32.0)"
10-01-2023 17:29:11.748874,"(2.3, 2.86, 2.5145454545454546)","(15.0, 44.0, 29.0)","(8.0, 14.5, 11.45)","(5.0, 8.0, 6.140000000000001)","(2.5, 3.85, 3.2750000000000004)","(15.0, 36.0, 32.0)"
10-01-2023 17:29:12.613294,"(2.3, 2.86, 2.5145454545454546)","(15.0, 44.0, 29.0)","(8.0, 14.5, 11.45)","(5.0, 8.0, 6.140000000000001)","(2.5, 3.85, 3.2750000000000004)","(15.0, 36.0, 32.0)"
10-01-2023 17:29:13.496471,"(2.3, 2.86, 2.5145454545454546)","(15.0, 44.0, 29.0)","(8.0, 14.5, 11.45)","(5.0, 8.0, 6.140000000000001)","(2.5, 3.85, 3.2750000000000004)","(15.0, 36.0, 32.0)"
10-01-2023 17:29:14.597394,"(2.3, 2.86, 2.5145454545454546)","(15.0, 44.0, 29.0)","(8.0, 14.5, 11.45)","(5.0, 8.0, 6.140000000000001)","(2.5, 3.85, 3.2750000000000004)","(15.0, 36.0, 32.0)"
10-01-2023 17:29:15.625148,"(2.3, 2.86, 2.5145454545454546)","(15.0, 44.0, 29.0)","(8.0, 14.5, 11.45)","(5.0, 8.0, 6.140000000000001)","(2.5, 3.85, 3.2750000000000004)","(15.0, 36.0, 32.0)"
10-01-2023 17:29:16.639830,"(2.3, 2.86, 2.5145454545454546)","(15.0, 44.0, 29.0)","(8.0, 14.5, 11.45)","(5.0, 8.0, 6.140000000000001)","(2.5, 3.85, 3.2750000000000004)","(15.0, 36.0, 32.0)"
10-01-2023 17:29:17.554310,"(2.3, 2.86, 2.5145454545454546)","(15.0, 44.0, 29.0)","(8.0, 14.5, 11.45)","(5.0, 8.0, 6.140000000000001)","(2.5, 3.85, 3.2750000000000004)","(15.0, 36.0, 32.0)"
10-01-2023 17:29:18.467962,"(2.3, 2.86, 2.5145454545454546)","(15.0, 44.0, 29.0)","(8.0, 14.5, 11.45)","(5.0, 8.0, 6.140000000000001)","(2.5, 3.85, 3.2750000000000004)","(15.0, 36.0, 32.0)"
10-01-2023 17:29:19.460780,"(2.3, 2.86, 2.5145454545454546)","(15.0, 44.0, 29.0)","(8.0, 14.5, 11.45)","(5.0, 8.0, 6.140000000000001)","(2.5, 3.85, 3.2750000000000004)","(15.0, 36.0, 32.0)"
10-01-2023 17:29:20.442167,"(2.3, 2.86, 2.5145454545454546)","(15.0, 44.0, 29.0)","(8.0, 14.5, 11.45)","(5.0, 8.0, 6.140000000000001)","(2.5, 3.85, 3.2750000000000004)","(15.0, 36.0, 32.0)"
10-01-2023 17:29:21.470883,"(2.3, 2.86, 2.5145454545454546)","(15.0, 44.0, 29.0)","(8.0, 14.5, 11.45)","(5.0, 8.0, 6.140000000000001)","(2.5, 3.85, 3.2750000000000004)","(15.0, 36.0, 32.0)"
10-01-2023 17:29:22.439315,"(2.3, 2.86, 2.5145454545454546)","(15.0, 44.0, 29.0)","(8.0, 14.5, 11.45)","(5.0, 8.0, 6.140000000000001)","(2.5, 3.85, 3.2750000000000004)","(15.0, 36.0, 32.0)"
10-01-2023 17:29:23.349567,"(2.3, 2.86, 2.5145454545454546)","(15.0, 44.0, 29.0)","(8.0, 14.5, 11.45)","(5.0, 8.0, 6.140000000000001)","(2.5, 3.85, 3.2750000000000004)","(15.0, 36.0, 32.0)"
10-01-2023 17:29:24.268370,"(2.3, 2.86, 2.5145454545454546)","(15.0, 44.0, 29.0)","(8.0, 14.5, 11.45)","(5.0, 8.0, 6.140000000000001)","(2.5, 3.85, 3.2750000000000004)","(15.0, 36.0, 32.0)"
10-01-2023 17:29:25.191425,"(2.3, 2.86, 2.5145454545454546)","(15.0, 44.0, 29.0)","(8.0, 14.5, 11.45)","(5.0, 8.0, 6.140000000000001)","(2.5, 3.85, 3.2750000000000004)","(15.0, 36.0, 32.0)"
10-01-2023 17:29:26.163949,"(2.3, 2.86, 2.5145454545454546)","(15.0, 44.0, 29.0)","(8.0, 14.5, 11.45)","(5.0, 8.0, 6.140000000000001)","(2.5, 3.85, 3.2750000000000004)","(15.0, 36.0, 32.0)"
10-01-2023 17:29:27.101351,"(2.3, 2.86, 2.5145454545454546)","(15.0, 44.0, 29.0)","(8.0, 14.5, 11.45)","(5.0, 8.0, 6.140000000000001)","(2.5, 3.85, 3.2750000000000004)","(15.0, 36.0, 32.0)"
10-01-2023 17:29:28.093004,"(2.3, 2.86, 2.575)","(15.0, 44.0, 29.0)","(8.0, 14.5, 11.45)","(5.0, 8.0, 6.140000000000001)","(2.5, 3.85, 3.2750000000000004)","(15.0, 36.0, 32.0)"
10-01-2023 17:29:29.066980,"(2.3, 2.86, 2.575)","(15.0, 44.0, 29.0)","(8.0, 14.5, 11.45)","(5.0, 8.0, 6.140000000000001)","(2.5, 3.85, 3.2750000000000004)","(15.0, 36.0, 32.0)"
10-01-2023 17:29:29.931701,"(2.3, 2.86, 2.575)","(15.0, 44.0, 29.0)","(8.0, 14.5, 11.45)","(5.0, 8.0, 6.140000000000001)","(2.5, 3.85, 3.2750000000000004)","(15.0, 36.0, 32.0)"
10-01-2023 17:29:30.898389,"(2.3, 2.86, 2.575)","(15.0, 44.0, 29.0)","(8.0, 14.5, 11.45)","(5.0, 8.0, 6.140000000000001)","(2.5, 3.85, 3.2750000000000004)","(15.0, 36.0, 32.0)"
10-01-2023 17:29:31.833000,"(2.3, 2.86, 2.575)","(15.0, 44.0, 29.0)","(8.0, 14.5, 11.45)","(5.0, 8.0, 6.140000000000001)","(2.5, 3.85, 3.2750000000000004)","(15.0, 36.0, 32.0)"
10-01-2023 17:29:32.746909,"(2.3, 2.86, 2.575)","(15.0, 44.0, 29.0)","(8.0, 14.5, 11.45)","(5.0, 8.0, 6.140000000000001)","(2.5, 3.85, 3.2750000000000004)","(15.0, 36.0, 32.0)"
10-01-2023 17:29:33.688345,"(2.3, 2.86, 2.575)","(15.0, 44.0, 29.0)","(8.0, 14.5, 11.45)","(5.0, 8.0, 6.140000000000001)","(2.5, 3.85, 3.2750000000000004)","(15.0, 36.0, 32.0)"
10-01-2023 17:29:34.655085,"(2.3, 2.86, 2.575)","(15.0, 44.0, 29.0)","(8.0, 14.5, 11.45)","(5.0, 8.0, 6.140000000000001)","(2.5, 3.85, 3.2750000000000004)","(15.0, 36.0, 32.0)"
10-01-2023 17:29:35.660333,"(2.3, 2.86, 2.575)","(15.0, 44.0, 29.0)","(8.0, 14.5, 11.45)","(5.0, 8.0, 6.140000000000001)","(2.5, 3.85, 3.2750000000000004)","(15.0, 36.0, 32.0)"
10-01-2023 17:29:36.718557,"(2.3, 2.86, 2.575)","(15.0, 44.0, 29.0)","(8.0, 14.5, 11.45)","(5.0, 8.0, 6.140000000000001)","(2.5, 3.85, 3.2750000000000004)","(15.0, 36.0, 32.0)"
10-01-2023 17:29:37.646910,"(2.3, 2.86, 2.575)","(15.0, 44.0, 29.0)","(8.0, 14.5, 11.45)","(5.0, 8.0, 6.140000000000001)","(2.5, 3.85, 3.2750000000000004)","(15.0, 36.0, 32.0)"
10-01-2023 17:29:38.522756,"(2.3, 2.86, 2.575)","(15.0, 44.0, 29.0)","(8.0, 14.5, 11.45)","(5.0, 8.0, 6.140000000000001)","(2.5, 3.85, 3.2750000000000004)","(15.0, 36.0, 32.0)"
10-01-2023 17:29:39.529728,"(2.3, 2.86, 2.575)","(15.0, 44.0, 29.0)","(8.0, 14.5, 11.45)","(5.0, 8.0, 6.140000000000001)","(2.5, 3.85, 3.2750000000000004)","(15.0, 36.0, 32.0)"
10-01-2023 17:29:40.523942,"(2.3, 2.86, 2.575)","(15.0, 44.0, 29.0)","(8.0, 14.5, 11.45)","(5.0, 8.0, 6.140000000000001)","(2.5, 3.85, 3.2750000000000004)","(15.0, 36.0, 32.0)"
10-01-2023 17:29:41.522809,"(2.3, 2.86, 2.575)","(15.0, 44.0, 29.0)","(8.0, 14.5, 11.45)","(5.0, 8.0, 6.140000000000001)","(2.5, 3.85, 3.2750000000000004)","(15.0, 36.0, 32.0)"
10-01-2023 17:29:42.480856,"(2.3, 3.75, 2.5954545454545452)","(15.0, 44.0, 29.0)","(8.0, 14.5, 11.45)","(5.0, 8.0, 6.140000000000001)","(2.5, 3.85, 3.2750000000000004)","(15.0, 36.0, 32.0)"
10-01-2023 17:29:43.391091,"(2.3, 3.7, 2.551764705882353)","(15.0, 44.0, 29.0)","(8.0, 14.5, 11.45)","(5.0, 8.0, 6.140000000000001)","(2.5, 3.85, 3.2750000000000004)","(15.0, 36.0, 32.0)"
10-01-2023 17:29:44.389946,"(2.3, 3.7, 2.74)","(15.0, 44.0, 29.0)","(8.0, 14.5, 11.45)","(5.0, 8.0, 6.140000000000001)","(2.5, 3.85, 2.8642857142857143)","(15.0, 36.0, 32.0)"
10-01-2023 17:29:45.305583,"(2.3, 3.6, 3.38)","(15.0, 44.0, 29.0)","(8.0, 14.5, 11.45)","(5.0, 8.0, 6.140000000000001)","(2.5, 3.85, 2.8642857142857143)","(15.0, 36.0, 32.0)"
10-01-2023 17:29:46.220395,"(2.3, 3.6, 3.38)","(15.0, 44.0, 29.0)","(8.0, 14.5, 11.45)","(5.0, 8.0, 6.140000000000001)","(2.5, 3.85, 2.8642857142857143)","(15.0, 36.0, 32.0)"
10-01-2023 17:29:47.159317,"(2.3, 3.6, 3.04)","(15.0, 44.0, 29.0)","(8.0, 14.5, 11.45)","(5.0, 8.0, 6.140000000000001)","(2.5, 3.85, 2.8642857142857143)","(15.0, 36.0, 32.0)"
10-01-2023 17:29:48.131215,"(2.3, 3.6, 3.44)","(15.0, 44.0, 29.0)","(8.0, 14.5, 11.45)","(5.0, 8.0, 6.140000000000001)","(2.5, 3.85, 2.7605263157894737)","(15.0, 36.0, 32.0)"
10-01-2023 17:29:49.109537,"(2.3, 3.6, 3.44)","(15.0, 44.0, 29.0)","(8.0, 14.5, 11.45)","(5.0, 8.0, 6.140000000000001)","(2.5, 3.85, 2.7605263157894737)","(15.0, 36.0, 32.0)"
10-01-2023 17:29:50.084243,"(2.3, 3.6, 3.33)","(15.0, 44.0, 29.0)","(8.0, 14.5, 11.45)","(5.0, 8.0, 6.140000000000001)","(2.5, 3.85, 2.7605263157894737)","(15.0, 36.0, 32.0)"
10-01-2023 17:29:51.014638,"(2.3, 3.6, 2.7225)","(15.0, 44.0, 29.0)","(8.0, 14.5, 11.45)","(5.0, 8.0, 6.140000000000001)","(2.5, 3.85, 2.7605263157894737)","(15.0, 36.0, 32.0)"
10-01-2023 17:29:51.939671,"(2.3, 3.6, 2.7225)","(15.0, 44.0, 29.0)","(8.0, 14.5, 11.45)","(5.0, 8.0, 6.140000000000001)","(2.5, 3.85, 2.7605263157894737)","(15.0, 36.0, 32.0)"
10-01-2023 17:29:52.997323,"(2.3, 3.6, 2.7225)","(15.0, 44.0, 29.0)","(8.0, 14.5, 11.45)","(5.0, 8.0, 6.140000000000001)","(2.5, 3.85, 2.7605263157894737)","(15.0, 36.0, 32.0)"
10-01-2023 17:29:53.909291,"(2.3, 3.6, 2.7225)","(15.0, 44.0, 29.0)","(8.0, 14.5, 11.45)","(5.0, 8.0, 6.140000000000001)","(2.5, 3.85, 2.7605263157894737)","(15.0, 36.0, 32.0)"
10-01-2023 17:29:54.804540,"(2.3, 3.6, 2.7225)","(15.0, 44.0, 29.0)","(8.0, 14.5, 11.45)","(5.0, 8.0, 6.140000000000001)","(2.5, 3.85, 2.7605263157894737)","(15.0, 36.0, 32.0)"
10-01-2023 17:29:55.817212,"(2.3, 3.6, 2.7225)","(15.0, 44.0, 29.0)","(8.0, 14.5, 11.45)","(5.0, 8.0, 6.140000000000001)","(2.5, 3.85, 2.7605263157894737)","(15.0, 36.0, 32.0)"
10-01-2023 17:29:56.887291,"(2.3, 3.6, 2.7225)","(15.0, 44.0, 29.0)","(8.0, 14.5, 11.45)","(5.0, 8.0, 6.140000000000001)","(2.5, 3.85, 2.7605263157894737)","(15.0, 36.0, 32.0)"
10-01-2023 17:29:57.869739,"(2.3, 3.6, 2.7225)","(15.0, 44.0, 29.0)","(8.0, 14.5, 11.45)","(5.0, 8.0, 6.140000000000001)","(2.5, 3.85, 2.7605263157894737)","(15.0, 36.0, 32.0)"
10-01-2023 17:29:58.776280,"(2.3, 3.6, 2.7225)","(15.0, 44.0, 29.0)","(8.0, 14.5, 11.45)","(5.0, 8.0, 6.140000000000001)","(2.5, 3.85, 2.7605263157894737)","(15.0, 36.0, 32.0)"
10-01-2023 17:29:59.704049,"(2.3, 3.6, 2.7225)","(15.0, 44.0, 29.0)","(8.0, 14.5, 11.45)","(5.0, 8.0, 6.140000000000001)","(2.5, 3.85, 2.7605263157894737)","(15.0, 36.0, 32.0)"
10-01-2023 17:30:00.643655,"(2.3, 3.6, 2.7225)","(15.0, 44.0, 29.0)","(8.0, 14.5, 11.45)","(5.0, 8.0, 6.140000000000001)","(2.5, 3.85, 2.7605263157894737)","(15.0, 36.0, 32.0)"
10-01-2023 17:30:01.599515,"(2.3, 3.6, 2.7225)","(15.0, 44.0, 29.0)","(8.0, 14.5, 11.45)","(5.0, 8.0, 6.140000000000001)","(2.5, 3.85, 2.7605263157894737)","(15.0, 36.0, 32.0)"
10-01-2023 17:30:02.625717,"(2.3, 3.6, 2.7225)","(15.0, 44.0, 29.0)","(8.0, 14.5, 11.45)","(5.0, 8.0, 6.140000000000001)","(2.5, 3.85, 2.7605263157894737)","(15.0, 36.0, 32.0)"
10-01-2023 17:30:03.625186,"(2.3, 3.6, 2.7225)","(15.0, 44.0, 29.0)","(8.0, 14.5, 11.45)","(5.0, 8.0, 6.140000000000001)","(2.5, 3.85, 2.7605263157894737)","(15.0, 36.0, 32.0)"
10-01-2023 17:30:04.614638,"(2.3, 3.6, 2.7225)","(15.0, 44.0, 29.0)","(8.0, 14.5, 11.45)","(5.0, 8.0, 6.140000000000001)","(2.5, 3.85, 2.7605263157894737)","(15.0, 36.0, 32.0)"
10-01-2023 17:30:05.517541,"(2.3, 3.6, 2.7225)","(15.0, 44.0, 29.0)","(8.0, 14.5, 11.45)","(5.0, 8.0, 6.140000000000001)","(2.5, 3.85, 2.7605263157894737)","(15.0, 36.0, 32.0)"
10-01-2023 17:30:06.392251,"(2.3, 3.5, 3.255)","(15.0, 44.0, 29.0)","(8.0, 14.5, 11.45)","(5.0, 8.0, 6.140000000000001)","(2.5, 3.85, 2.7605263157894737)","(15.0, 36.0, 32.0)"
10-01-2023 17:30:07.361410,"(2.3, 3.5, 2.70375)","(15.0, 44.0, 29.0)","(8.0, 14.5, 11.45)","(5.0, 8.0, 6.140000000000001)","(2.5, 3.85, 2.7605263157894737)","(15.0, 36.0, 32.0)"
10-01-2023 17:30:08.380552,"(2.3, 3.5, 2.70375)","(15.0, 44.0, 29.0)","(8.0, 14.5, 11.45)","(5.0, 8.0, 6.140000000000001)","(2.5, 3.85, 2.7605263157894737)","(15.0, 36.0, 32.0)"
10-01-2023 17:30:09.363035,"(2.3, 3.5, 2.70375)","(15.0, 44.0, 29.0)","(8.0, 14.5, 11.45)","(5.0, 8.0, 6.140000000000001)","(2.5, 3.85, 2.7605263157894737)","(15.0, 36.0, 32.0)"
10-01-2023 17:30:10.327355,"(2.3, 3.5, 2.70375)","(15.0, 44.0, 29.0)","(8.0, 14.5, 11.45)","(5.0, 8.0, 6.140000000000001)","(2.5, 3.85, 2.7605263157894737)","(15.0, 36.0, 32.0)"
10-01-2023 17:30:11.234026,"(2.3, 3.5, 2.8021052631578947)","(15.0, 44.0, 29.0)","(8.0, 14.5, 11.45)","(5.0, 8.0, 6.140000000000001)","(2.5, 3.85, 2.7605263157894737)","(15.0, 36.0, 32.0)"
10-01-2023 17:30:12.221427,"(2.3, 3.5, 2.8021052631578947)","(15.0, 44.0, 29.0)","(8.0, 14.5, 11.45)","(5.0, 8.0, 6.140000000000001)","(2.5, 3.85, 2.7605263157894737)","(15.0, 36.0, 32.0)"
10-01-2023 17:30:13.125613,"(2.3, 3.5, 2.8021052631578947)","(15.0, 44.0, 29.0)","(8.0, 14.5, 11.45)","(5.0, 8.0, 6.140000000000001)","(2.5, 3.85, 2.7605263157894737)","(15.0, 36.0, 32.0)"
10-01-2023 17:30:14.004309,"(2.3, 3.5, 2.8021052631578947)","(15.0, 44.0, 29.0)","(8.0, 14.5, 11.45)","(5.0, 8.0, 6.140000000000001)","(2.5, 3.85, 2.7605263157894737)","(15.0, 36.0, 32.0)"
10-01-2023 17:30:14.965894,"(2.3, 3.45, 2.6955555555555555)","(15.0, 44.0, 29.0)","(8.0, 14.5, 11.45)","(5.0, 8.0, 6.140000000000001)","(2.5, 3.85, 2.7605263157894737)","(15.0, 36.0, 32.0)"
10-01-2023 17:30:15.925746,"(2.3, 3.4, 3.2685714285714287)","(15.0, 44.0, 29.0)","(8.0, 14.5, 11.45)","(5.0, 8.0, 6.140000000000001)","(2.5, 3.85, 2.7605263157894737)","(15.0, 36.0, 32.0)"
10-01-2023 17:30:16.972664,"(2.3, 3.4, 3.2685714285714287)","(15.0, 44.0, 29.0)","(8.0, 14.5, 11.45)","(5.0, 8.0, 6.140000000000001)","(2.5, 3.85, 2.7605263157894737)","(15.0, 36.0, 32.0)"
10-01-2023 17:30:17.938851,"(2.3, 3.4, 3.2685714285714287)","(15.0, 44.0, 29.0)","(8.0, 14.5, 11.45)","(5.0, 8.0, 6.140000000000001)","(2.5, 3.85, 2.7605263157894737)","(15.0, 36.0, 32.0)"
10-01-2023 17:30:18.914847,"(2.3, 3.4, 3.2685714285714287)","(15.0, 44.0, 29.0)","(8.0, 14.5, 11.45)","(5.0, 8.0, 6.140000000000001)","(2.5, 3.85, 2.7605263157894737)","(15.0, 36.0, 32.0)"
10-01-2023 17:30:19.909024,"(2.3, 3.4, 3.2685714285714287)","(15.0, 44.0, 29.0)","(8.0, 14.5, 11.45)","(5.0, 8.0, 6.140000000000001)","(2.5, 3.85, 2.7605263157894737)","(15.0, 36.0, 32.0)"
10-01-2023 17:30:20.861910,"(2.3, 3.4, 3.2685714285714287)","(15.0, 44.0, 29.0)","(8.0, 14.5, 11.45)","(5.0, 8.0, 6.140000000000001)","(2.5, 3.85, 2.7605263157894737)","(15.0, 36.0, 32.0)"
10-01-2023 17:30:21.869900,"(2.3, 3.4, 3.2685714285714287)","(15.0, 44.0, 29.0)","(8.0, 14.5, 11.45)","(5.0, 8.0, 6.140000000000001)","(2.5, 3.85, 2.7605263157894737)","(15.0, 36.0, 32.0)"
10-01-2023 17:30:22.837587,"(2.3, 3.4, 2.711764705882353)","(15.0, 44.0, 29.0)","(8.0, 14.5, 11.45)","(5.0, 8.0, 6.140000000000001)","(2.5, 3.85, 3.097142857142857)","(15.0, 36.0, 32.0)"
10-01-2023 17:30:23.935886,"(2.3, 3.4, 2.7399999999999998)","(15.0, 44.0, 29.0)","(8.0, 14.5, 11.45)","(5.0, 8.0, 6.140000000000001)","(2.5, 3.85, 3.097142857142857)","(15.0, 36.0, 32.0)"
10-01-2023 17:30:25.006642,"(2.3, 3.35, 2.925)","(15.0, 44.0, 29.0)","(8.0, 14.5, 11.45)","(5.0, 8.0, 6.140000000000001)","(2.5, 3.85, 3.0094444444444446)","(15.0, 36.0, 32.0)"
10-01-2023 17:30:25.956582,"(2.3, 3.35, 2.925)","(15.0, 44.0, 29.0)","(8.0, 14.5, 11.45)","(5.0, 8.0, 6.140000000000001)","(2.5, 3.85, 3.0094444444444446)","(15.0, 36.0, 32.0)"
10-01-2023 17:30:26.867952,"(2.3, 3.35, 2.925)","(15.0, 44.0, 29.0)","(8.0, 14.5, 11.45)","(5.0, 8.0, 6.140000000000001)","(2.5, 3.85, 3.0094444444444446)","(15.0, 36.0, 32.0)"
10-01-2023 17:30:27.851499,"(2.3, 3.35, 2.925)","(15.0, 44.0, 29.0)","(8.0, 14.5, 11.45)","(5.0, 8.0, 6.140000000000001)","(2.5, 3.85, 3.0094444444444446)","(15.0, 36.0, 32.0)"
10-01-2023 17:30:28.912755,"(2.3, 3.35, 2.925)","(15.0, 44.0, 29.0)","(8.0, 14.5, 11.45)","(5.0, 8.0, 6.140000000000001)","(2.5, 3.85, 3.138)","(15.0, 36.0, 32.0)"
10-01-2023 17:30:29.972631,"(2.3, 3.3, 2.9)","(15.0, 44.0, 29.0)","(8.0, 14.5, 11.45)","(5.0, 8.0, 6.140000000000001)","(2.5, 3.85, 3.138)","(15.0, 36.0, 32.0)"
10-01-2023 17:30:30.904153,"(2.3, 3.3, 2.644)","(15.0, 44.0, 29.0)","(8.0, 14.5, 11.45)","(5.0, 8.0, 6.140000000000001)","(2.5, 3.85, 3.138)","(15.0, 36.0, 32.0)"
10-01-2023 17:30:31.851431,"(2.3, 3.3, 2.972)","(15.0, 44.0, 29.0)","(8.0, 14.5, 11.45)","(5.0, 8.0, 6.140000000000001)","(2.5, 3.85, 3.138)","(15.0, 36.0, 32.0)"
10-01-2023 17:30:32.829602,"(2.3, 3.25, 2.751764705882353)","(15.0, 44.0, 29.0)","(8.0, 14.5, 11.45)","(5.0, 8.0, 6.140000000000001)","(2.5, 3.85, 3.138)","(15.0, 36.0, 32.0)"
10-01-2023 17:30:33.756316,"(2.3, 3.25, 2.751764705882353)","(15.0, 44.0, 29.0)","(8.0, 14.5, 11.45)","(5.0, 8.0, 6.140000000000001)","(2.5, 3.85, 3.138)","(15.0, 36.0, 32.0)"
10-01-2023 17:30:34.743439,"(2.3, 3.25, 2.751764705882353)","(15.0, 44.0, 29.0)","(8.0, 14.5, 11.45)","(5.0, 8.0, 6.140000000000001)","(2.5, 3.85, 3.138)","(15.0, 36.0, 32.0)"
10-01-2023 17:30:35.780346,"(2.3, 3.25, 2.751764705882353)","(15.0, 44.0, 29.0)","(8.0, 14.5, 11.45)","(5.0, 8.0, 6.140000000000001)","(2.5, 3.85, 3.138)","(15.0, 36.0, 32.0)"
10-01-2023 17:30:36.838861,"(2.3, 3.25, 2.751764705882353)","(15.0, 44.0, 29.0)","(8.0, 14.5, 11.45)","(5.0, 8.0, 6.140000000000001)","(2.5, 3.85, 3.138)","(15.0, 36.0, 32.0)"
10-01-2023 17:30:37.866660,"(2.3, 3.25, 2.751764705882353)","(15.0, 44.0, 29.0)","(8.0, 14.5, 11.45)","(5.0, 8.0, 6.140000000000001)","(2.5, 3.85, 3.087142857142857)","(15.0, 36.0, 32.0)"
10-01-2023 17:30:38.782312,"(2.3, 3.25, 2.751764705882353)","(15.0, 44.0, 29.0)","(8.0, 14.5, 11.45)","(5.0, 8.0, 6.140000000000001)","(2.5, 3.85, 3.087142857142857)","(15.0, 36.0, 32.0)"
10-01-2023 17:30:39.742261,"(2.3, 3.25, 2.751764705882353)","(15.0, 44.0, 29.0)","(8.0, 14.5, 11.45)","(5.0, 8.0, 6.140000000000001)","(2.5, 3.85, 3.087142857142857)","(15.0, 36.0, 32.0)"
10-01-2023 17:30:40.745994,"(2.3, 3.2, 2.7341176470588238)","(15.0, 44.0, 29.0)","(8.0, 14.5, 11.45)","(5.0, 8.0, 6.140000000000001)","(2.5, 3.85, 3.211818181818182)","(15.0, 36.0, 32.0)"
10-01-2023 17:30:41.769680,"(2.3, 3.2, 2.7341176470588238)","(15.0, 44.0, 29.0)","(8.0, 14.5, 11.45)","(5.0, 8.0, 6.140000000000001)","(2.5, 3.85, 2.8471428571428574)","(15.0, 36.0, 32.0)"
10-01-2023 17:30:42.772471,"(2.3, 3.2, 2.7341176470588238)","(15.0, 44.0, 29.0)","(8.0, 14.5, 11.45)","(5.0, 8.0, 6.140000000000001)","(2.5, 3.85, 2.8471428571428574)","(15.0, 36.0, 32.0)"
10-01-2023 17:30:43.746984,"(2.3, 3.2, 2.7341176470588238)","(15.0, 44.0, 29.0)","(8.0, 14.5, 11.45)","(5.0, 8.0, 6.140000000000001)","(2.5, 3.85, 2.8471428571428574)","(15.0, 36.0, 32.0)"
10-01-2023 17:30:44.783384,"(2.3, 3.2, 2.7341176470588238)","(15.0, 44.0, 29.0)","(8.0, 14.5, 11.45)","(5.0, 8.0, 6.140000000000001)","(2.5, 3.85, 2.8471428571428574)","(15.0, 36.0, 32.0)"
10-01-2023 17:30:45.823080,"(2.3, 3.15, 2.73125)","(15.0, 44.0, 29.0)","(8.0, 14.5, 11.45)","(5.0, 8.0, 6.140000000000001)","(2.5, 3.85, 2.741578947368421)","(15.0, 36.0, 32.0)"
10-01-2023 17:30:46.887146,"(2.3, 3.15, 2.73125)","(15.0, 44.0, 29.0)","(8.0, 14.5, 11.45)","(5.0, 8.0, 6.140000000000001)","(2.5, 3.85, 2.741578947368421)","(15.0, 36.0, 32.0)"
10-01-2023 17:30:47.850307,"(2.3, 3.1, 2.5316666666666667)","(15.0, 44.0, 29.0)","(8.0, 14.5, 11.45)","(5.0, 8.0, 6.140000000000001)","(2.5, 3.85, 2.741578947368421)","(15.0, 36.0, 32.0)"
10-01-2023 17:30:48.863094,"(2.3, 3.1, 2.5316666666666667)","(15.0, 44.0, 29.0)","(8.0, 14.5, 11.45)","(5.0, 8.0, 6.140000000000001)","(2.5, 3.85, 2.741578947368421)","(15.0, 36.0, 32.0)"
10-01-2023 17:30:49.811253,"(2.3, 3.1, 2.5316666666666667)","(15.0, 44.0, 29.0)","(8.0, 14.5, 11.45)","(5.0, 8.0, 6.140000000000001)","(2.5, 3.85, 2.741578947368421)","(15.0, 36.0, 32.0)"
10-01-2023 17:30:50.778434,"(2.3, 3.1, 2.5316666666666667)","(15.0, 44.0, 29.0)","(8.0, 14.5, 11.45)","(5.0, 8.0, 6.140000000000001)","(2.5, 3.85, 2.741578947368421)","(15.0, 36.0, 32.0)"
10-01-2023 17:30:51.826350,"(2.3, 3.1, 2.612857142857143)","(15.0, 44.0, 29.0)","(8.0, 14.5, 11.45)","(5.0, 8.0, 6.140000000000001)","(2.5, 3.85, 3.5785714285714287)","(15.0, 36.0, 32.0)"
10-01-2023 17:30:52.809202,"(2.3, 3.05, 2.651)","(15.0, 44.0, 29.0)","(8.0, 14.5, 11.45)","(5.0, 8.0, 6.140000000000001)","(2.5, 3.85, 3.097142857142857)","(15.0, 36.0, 32.0)"
10-01-2023 17:30:53.712065,"(2.3, 3.05, 2.651)","(15.0, 44.0, 29.0)","(8.0, 14.5, 11.45)","(5.0, 8.0, 6.140000000000001)","(2.5, 3.85, 3.097142857142857)","(15.0, 36.0, 32.0)"
10-01-2023 17:30:54.607049,"(2.3, 3.05, 2.651)","(15.0, 44.0, 29.0)","(8.0, 14.5, 11.45)","(5.0, 8.0, 6.140000000000001)","(2.5, 3.85, 3.0094444444444446)","(15.0, 36.0, 32.0)"
10-01-2023 17:30:55.548912,"(2.3, 3.05, 2.651)","(15.0, 44.0, 29.0)","(8.0, 14.5, 11.45)","(5.0, 8.0, 6.140000000000001)","(2.5, 3.85, 3.0094444444444446)","(15.0, 36.0, 32.0)"
10-01-2023 17:30:56.579905,"(2.3, 3.05, 2.651)","(15.0, 44.0, 29.0)","(8.0, 14.5, 11.45)","(5.0, 8.0, 6.140000000000001)","(2.5, 3.85, 3.138)","(15.0, 36.0, 32.0)"
