,Mr Wallace,All Inn Maggie,Flatty Hunter,Crackerjack Pa,Notorious Billy,Maximum Ang,Aston Daisy,Saint Prue
07-01-2023 19:38:37.184412,"(3.0, 4.6, 4.540909090909091)","(20.0, 38.0, 31.36842105263158)","(81.0, 590.0, 561.25)","(14.0, 20.0, 16.904761904761905)","(3.0, 3.6, 3.4857142857142858)","(2.6, 3.75, 3.696268656716418)","(10.0, 15.5, 13.53125)","(91.0, 590.0, 564.2105263157895)"
07-01-2023 19:38:38.340448,"(3.0, 4.6, 4.540909090909091)","(20.0, 38.0, 31.36842105263158)","(81.0, 590.0, 561.25)","(14.0, 20.0, 16.904761904761905)","(3.0, 3.6, 3.4857142857142858)","(2.6, 3.75, 3.696268656716418)","(10.0, 15.5, 13.53125)","(91.0, 590.0, 564.2105263157895)"
07-01-2023 19:38:39.538965,"(3.0, 4.6, 4.540909090909091)","(20.0, 36.0, 34.0)","(81.0, 590.0, 561.25)","(14.0, 20.0, 16.73913043478261)","(3.0, 3.6, 3.342857142857143)","(2.6, 3.75, 3.696268656716418)","(10.0, 15.5, 13.53125)","(91.0, 590.0, 564.2105263157895)"
07-01-2023 19:38:40.798071,"(3.0, 4.5, 4.45)","(20.0, 36.0, 33.09090909090909)","(81.0, 590.0, 561.25)","(14.0, 20.0, 16.29032258064516)","(3.0, 3.6, 3.518181818181818)","(2.6, 3.75, 3.696268656716418)","(10.0, 15.5, 13.53125)","(91.0, 590.0, 564.2105263157895)"
07-01-2023 19:38:42.084289,"(3.0, 4.5, 4.436538461538461)","(20.0, 34.0, 33.09090909090909)","(81.0, 590.0, 561.25)","(14.0, 20.0, 16.29032258064516)","(3.0, 3.55, 3.518181818181818)","(2.6, 3.75, 3.7282258064516127)","(10.0, 15.5, 13.5)","(91.0, 590.0, 565.5)"
07-01-2023 19:38:43.363041,"(3.0, 4.5, 4.125)","(20.0, 34.0, 33.09090909090909)","(81.0, 590.0, 561.25)","(14.0, 20.0, 16.29032258064516)","(3.0, 3.55, 3.518181818181818)","(2.6, 3.75, 3.696268656716418)","(10.0, 15.5, 13.5)","(91.0, 590.0, 565.5)"
07-01-2023 19:38:44.600319,"(3.0, 4.5, 4.125)","(20.0, 34.0, 33.09090909090909)","(81.0, 590.0, 561.25)","(14.0, 20.0, 16.29032258064516)","(3.0, 3.55, 3.518181818181818)","(2.6, 3.75, 3.696268656716418)","(10.0, 15.5, 13.5)","(91.0, 590.0, 565.5)"
07-01-2023 19:38:45.809364,"(3.0, 4.5, 4.125)","(20.0, 34.0, 33.09090909090909)","(81.0, 590.0, 561.25)","(14.0, 20.0, 16.29032258064516)","(3.0, 3.55, 3.518181818181818)","(2.6, 3.75, 3.7282258064516127)","(10.0, 15.5, 13.5)","(91.0, 590.0, 494.0)"
07-01-2023 19:38:46.879636,"(3.0, 4.5, 4.125)","(20.0, 32.0, 31.272727272727273)","(81.0, 590.0, 561.25)","(14.0, 20.0, 16.29032258064516)","(3.0, 3.55, 3.518181818181818)","(2.6, 3.75, 3.7282258064516127)","(10.0, 15.5, 13.5)","(91.0, 590.0, 430.0)"
07-01-2023 19:38:48.016543,"(3.0, 4.5, 4.038461538461538)","(20.0, 32.0, 26.5)","(81.0, 590.0, 562.9411764705883)","(14.0, 20.0, 16.515151515151516)","(3.0, 3.5, 3.3666666666666667)","(2.6, 3.75, 3.696268656716418)","(10.0, 15.5, 13.5)","(91.0, 590.0, 472.5)"
07-01-2023 19:38:49.250452,"(3.0, 4.5, 4.038461538461538)","(20.0, 32.0, 26.5)","(81.0, 590.0, 562.9411764705883)","(14.0, 20.0, 16.515151515151516)","(3.0, 3.5, 3.430769230769231)","(2.6, 3.75, 3.7282258064516127)","(10.0, 15.5, 13.53125)","(91.0, 590.0, 531.25)"
07-01-2023 19:38:50.473995,"(3.1, 4.5, 4.038461538461538)","(20.0, 32.0, 25.904761904761905)","(91.0, 590.0, 562.9411764705883)","(13.0, 20.0, 16.29032258064516)","(3.0, 3.5, 3.430769230769231)","(2.7, 3.75, 3.7282258064516127)","(10.0, 15.5, 13.53125)","(81.0, 590.0, 531.25)"
07-01-2023 19:38:51.723578,"(3.1, 4.5, 4.038461538461538)","(20.0, 32.0, 25.904761904761905)","(91.0, 590.0, 562.9411764705883)","(13.0, 20.0, 16.29032258064516)","(3.0, 3.5, 3.3666666666666667)","(2.7, 3.75, 3.673943661971831)","(10.0, 15.5, 13.53125)","(81.0, 590.0, 531.25)"
07-01-2023 19:38:52.882508,"(3.1, 4.5, 4.038461538461538)","(20.0, 32.0, 25.904761904761905)","(91.0, 590.0, 562.9411764705883)","(13.0, 20.0, 16.29032258064516)","(3.0, 3.5, 3.430769230769231)","(2.7, 3.75, 3.673943661971831)","(10.0, 15.5, 13.53125)","(81.0, 590.0, 524.2857142857142)"
07-01-2023 19:38:54.016622,"(3.1, 4.5, 4.038461538461538)","(20.0, 32.0, 25.904761904761905)","(91.0, 590.0, 515.0)","(13.0, 20.0, 16.29032258064516)","(3.0, 3.5, 3.430769230769231)","(2.7, 3.75, 3.673943661971831)","(10.0, 15.5, 13.53125)","(81.0, 590.0, 540.0)"
07-01-2023 19:38:55.165596,"(3.1, 4.5, 4.038461538461538)","(20.0, 32.0, 25.904761904761905)","(91.0, 590.0, 561.875)","(13.0, 20.0, 16.29032258064516)","(3.0, 3.5, 3.3666666666666667)","(2.7, 3.75, 3.673943661971831)","(10.0, 15.5, 13.53125)","(81.0, 590.0, 549.090909090909)"
07-01-2023 19:38:56.357060,"(3.1, 4.5, 4.038461538461538)","(20.0, 32.0, 25.904761904761905)","(91.0, 590.0, 561.875)","(13.0, 20.0, 18.272727272727273)","(3.0, 3.5, 3.430769230769231)","(2.7, 3.75, 3.673943661971831)","(10.0, 15.5, 13.53125)","(81.0, 590.0, 568.5714285714286)"
07-01-2023 19:38:57.528676,"(3.1, 4.5, 4.035714285714286)","(20.0, 32.0, 25.904761904761905)","(91.0, 590.0, 561.875)","(13.0, 19.5, 16.0)","(3.0, 3.5, 3.41)","(2.7, 3.75, 3.669402985074627)","(10.0, 15.5, 13.53125)","(81.0, 590.0, 568.5714285714286)"
07-01-2023 19:38:58.746710,"(3.1, 4.5, 4.035714285714286)","(20.0, 32.0, 25.904761904761905)","(91.0, 590.0, 561.875)","(13.0, 19.0, 15.869565217391305)","(3.0, 3.5, 3.34)","(2.7, 3.75, 3.669402985074627)","(10.0, 15.5, 13.53125)","(81.0, 590.0, 568.5714285714286)"
07-01-2023 19:38:59.965679,"(3.1, 4.5, 4.035714285714286)","(20.0, 32.0, 25.904761904761905)","(91.0, 590.0, 561.875)","(13.0, 19.0, 15.869565217391305)","(3.0, 3.5, 3.41)","(2.7, 3.75, 3.669402985074627)","(10.0, 15.5, 13.53125)","(81.0, 590.0, 568.5714285714286)"
07-01-2023 19:39:01.193576,"(3.1, 4.5, 4.035714285714286)","(20.0, 32.0, 25.904761904761905)","(91.0, 590.0, 561.875)","(13.0, 19.0, 15.869565217391305)","(3.0, 3.5, 3.41)","(2.7, 3.75, 3.669402985074627)","(10.0, 15.5, 13.53125)","(81.0, 590.0, 568.5714285714286)"
07-01-2023 19:39:02.389777,"(3.1, 4.5, 4.035714285714286)","(20.0, 32.0, 25.904761904761905)","(91.0, 590.0, 561.875)","(13.0, 19.0, 16.25)","(3.0, 3.5, 3.34)","(2.7, 3.75, 3.669402985074627)","(10.0, 15.5, 13.53125)","(81.0, 590.0, 568.5714285714286)"
07-01-2023 19:39:03.657236,"(3.1, 4.5, 4.035714285714286)","(20.0, 32.0, 25.904761904761905)","(91.0, 590.0, 561.875)","(13.0, 19.0, 16.25)","(3.0, 3.5, 3.34)","(2.7, 3.75, 3.669402985074627)","(10.0, 15.5, 13.53125)","(81.0, 590.0, 568.5714285714286)"
07-01-2023 19:39:04.915312,"(3.1, 4.5, 4.035714285714286)","(20.0, 32.0, 25.904761904761905)","(91.0, 590.0, 561.875)","(13.0, 19.0, 15.76923076923077)","(3.0, 3.5, 3.41)","(2.7, 3.75, 3.669402985074627)","(10.0, 15.5, 13.53125)","(81.0, 590.0, 568.5714285714286)"
07-01-2023 19:39:06.086327,"(3.1, 4.5, 4.035714285714286)","(20.0, 32.0, 25.904761904761905)","(91.0, 590.0, 561.875)","(13.0, 19.0, 15.76923076923077)","(3.0, 3.5, 3.41)","(2.7, 3.75, 3.669402985074627)","(10.0, 15.5, 13.53125)","(81.0, 590.0, 568.5714285714286)"
07-01-2023 19:39:07.277508,"(3.1, 4.5, 4.157894736842105)","(20.0, 30.0, 28.285714285714285)","(91.0, 590.0, 561.875)","(13.0, 19.0, 15.76923076923077)","(3.0, 3.5, 3.3312500000000003)","(2.7, 3.75, 3.669402985074627)","(10.0, 15.0, 13.695652173913043)","(81.0, 590.0, 568.5714285714286)"
07-01-2023 19:39:08.602299,"(3.1, 4.5, 4.229166666666667)","(20.0, 30.0, 27.157894736842106)","(91.0, 590.0, 561.875)","(13.0, 19.0, 15.76923076923077)","(3.0, 3.5, 3.3000000000000003)","(2.7, 3.75, 3.6705882352941175)","(10.0, 15.0, 13.75)","(81.0, 590.0, 568.5714285714286)"
07-01-2023 19:39:09.940200,"(3.1, 4.5, 4.229166666666667)","(20.0, 30.0, 25.53846153846154)","(91.0, 590.0, 561.875)","(13.0, 19.0, 15.76923076923077)","(3.0, 3.5, 3.3000000000000003)","(2.7, 3.75, 3.6705882352941175)","(10.0, 15.0, 13.518518518518519)","(81.0, 590.0, 568.5714285714286)"
07-01-2023 19:39:11.256474,"(3.1, 4.5, 4.319444444444445)","(20.0, 30.0, 25.53846153846154)","(91.0, 590.0, 561.875)","(13.0, 19.0, 15.76923076923077)","(3.0, 3.5, 3.3000000000000003)","(2.7, 3.75, 3.6705882352941175)","(10.0, 15.0, 13.243243243243244)","(81.0, 590.0, 568.5714285714286)"
07-01-2023 19:39:12.767462,"(3.1, 4.5, 4.383333333333334)","(20.0, 30.0, 25.224489795918366)","(91.0, 590.0, 572.6923076923076)","(13.0, 19.0, 15.76923076923077)","(3.0, 3.5, 3.3000000000000003)","(2.7, 3.75, 3.6705882352941175)","(10.0, 15.0, 13.243243243243244)","(81.0, 590.0, 568.5714285714286)"
07-01-2023 19:39:14.244184,"(3.1, 4.4, 4.383333333333334)","(20.0, 30.0, 25.224489795918366)","(91.0, 590.0, 572.6923076923076)","(13.0, 19.0, 15.555555555555555)","(3.0, 3.5, 3.41875)","(2.7, 3.75, 3.6807692307692306)","(10.0, 15.0, 13.085106382978724)","(81.0, 590.0, 568.5714285714286)"
07-01-2023 19:39:15.520190,"(3.1, 4.4, 4.383333333333334)","(20.0, 30.0, 25.224489795918366)","(91.0, 590.0, 572.6923076923076)","(13.0, 19.0, 15.555555555555555)","(3.0, 3.45, 3.3190476190476192)","(2.7, 3.75, 3.6807692307692306)","(10.0, 15.0, 13.085106382978724)","(81.0, 590.0, 575.483870967742)"
07-01-2023 19:39:16.762794,"(3.1, 4.4, 4.383333333333334)","(20.0, 30.0, 25.224489795918366)","(91.0, 590.0, 572.6923076923076)","(13.0, 19.0, 15.555555555555555)","(3.0, 3.45, 3.3125)","(2.7, 3.75, 3.6807692307692306)","(10.0, 15.0, 13.085106382978724)","(81.0, 590.0, 575.483870967742)"
07-01-2023 19:39:18.006118,"(3.1, 4.4, 4.383333333333334)","(20.0, 30.0, 25.224489795918366)","(91.0, 590.0, 568.0)","(13.0, 19.0, 17.666666666666668)","(3.0, 3.45, 3.286538461538462)","(2.7, 3.75, 3.6807692307692306)","(10.0, 15.0, 13.085106382978724)","(81.0, 590.0, 575.483870967742)"
07-01-2023 19:39:19.310287,"(3.1, 4.4, 4.235897435897436)","(20.0, 30.0, 25.224489795918366)","(91.0, 590.0, 568.0)","(13.0, 18.0, 17.666666666666668)","(3.0, 3.45, 3.286538461538462)","(2.7, 3.75, 3.6807692307692306)","(10.0, 15.0, 13.085106382978724)","(81.0, 590.0, 568.5714285714286)"
07-01-2023 19:39:20.625137,"(3.1, 4.4, 4.235897435897436)","(20.0, 30.0, 25.224489795918366)","(91.0, 590.0, 570.0)","(13.0, 18.0, 17.666666666666668)","(3.0, 3.45, 3.245)","(2.7, 3.75, 3.6807692307692306)","(10.0, 15.0, 13.085106382978724)","(81.0, 590.0, 536.25)"
07-01-2023 19:39:21.930290,"(3.1, 4.4, 4.235897435897436)","(20.0, 30.0, 25.224489795918366)","(91.0, 590.0, 576.25)","(13.0, 18.0, 17.666666666666668)","(3.0, 3.45, 3.245)","(2.7, 3.75, 3.706849315068493)","(10.0, 15.0, 13.085106382978724)","(81.0, 590.0, 536.25)"
07-01-2023 19:39:23.220853,"(3.1, 4.4, 4.187755102040817)","(20.0, 30.0, 25.224489795918366)","(91.0, 590.0, 576.25)","(13.0, 18.0, 16.043478260869566)","(3.0, 3.45, 3.245)","(2.7, 3.75, 3.4875)","(10.0, 15.0, 13.085106382978724)","(81.0, 590.0, 547.0)"
07-01-2023 19:39:24.476084,"(3.1, 4.4, 4.187755102040817)","(20.0, 30.0, 25.224489795918366)","(91.0, 590.0, 576.25)","(13.0, 18.0, 16.043478260869566)","(3.0, 3.45, 3.245)","(2.7, 3.75, 3.4875)","(10.0, 15.0, 13.085106382978724)","(81.0, 590.0, 547.0)"
07-01-2023 19:39:25.775022,"(3.1, 4.4, 4.187755102040817)","(20.0, 30.0, 25.224489795918366)","(91.0, 590.0, 576.25)","(13.0, 18.0, 16.333333333333332)","(3.0, 3.45, 3.245)","(2.7, 3.75, 3.575)","(10.0, 15.0, 13.085106382978724)","(81.0, 590.0, 547.0)"
07-01-2023 19:39:27.007934,"(3.1, 4.4, 4.187755102040817)","(20.0, 30.0, 25.224489795918366)","(91.0, 590.0, 576.25)","(13.0, 18.0, 15.685714285714285)","(3.0, 3.45, 3.245)","(2.7, 3.75, 3.626470588235294)","(10.0, 15.0, 13.085106382978724)","(81.0, 590.0, 547.0)"
07-01-2023 19:39:28.324026,"(3.1, 4.4, 4.187755102040817)","(20.0, 30.0, 25.224489795918366)","(91.0, 590.0, 576.25)","(13.0, 18.0, 15.685714285714285)","(3.0, 3.45, 3.245)","(2.7, 3.75, 3.5100000000000002)","(10.0, 15.0, 13.085106382978724)","(81.0, 590.0, 547.0)"
07-01-2023 19:39:29.642065,"(3.1, 4.4, 4.184)","(20.0, 30.0, 25.125)","(91.0, 590.0, 576.25)","(13.0, 18.0, 15.685714285714285)","(3.0, 3.45, 3.245)","(2.7, 3.75, 3.5625)","(10.0, 15.0, 13.085106382978724)","(81.0, 590.0, 547.0)"
07-01-2023 19:39:31.019680,"(3.1, 4.4, 4.184)","(20.0, 30.0, 25.125)","(91.0, 590.0, 576.25)","(13.0, 18.0, 15.685714285714285)","(3.0, 3.45, 3.245)","(2.7, 3.75, 3.5625)","(10.0, 15.0, 13.085106382978724)","(81.0, 590.0, 547.0)"
07-01-2023 19:39:32.343103,"(3.1, 4.4, 4.184)","(20.0, 30.0, 25.125)","(91.0, 590.0, 576.25)","(13.0, 18.0, 15.685714285714285)","(3.0, 3.45, 3.25625)","(2.7, 3.75, 3.5625)","(10.0, 15.0, 13.085106382978724)","(81.0, 590.0, 547.0)"
07-01-2023 19:39:33.650833,"(3.1, 4.4, 4.184)","(20.0, 30.0, 25.125)","(91.0, 590.0, 576.25)","(13.0, 18.0, 15.685714285714285)","(3.0, 3.45, 3.25625)","(2.7, 3.75, 3.642857142857143)","(10.0, 15.0, 13.085106382978724)","(81.0, 590.0, 547.0)"
07-01-2023 19:39:34.908880,"(3.1, 4.4, 4.184)","(20.0, 30.0, 25.125)","(91.0, 590.0, 575.8064516129032)","(13.0, 18.0, 15.685714285714285)","(3.0, 3.45, 3.25625)","(2.7, 3.75, 3.6666666666666665)","(10.0, 15.0, 13.085106382978724)","(81.0, 590.0, 547.0)"
07-01-2023 19:39:36.152283,"(3.1, 4.4, 4.184)","(20.0, 30.0, 25.125)","(91.0, 590.0, 575.8064516129032)","(13.0, 18.0, 15.685714285714285)","(3.0, 3.45, 3.2576923076923077)","(2.7, 3.75, 3.693548387096774)","(10.0, 15.0, 13.085106382978724)","(81.0, 590.0, 547.0)"
07-01-2023 19:39:37.429325,"(3.1, 4.4, 4.184)","(20.0, 30.0, 25.125)","(91.0, 590.0, 575.8064516129032)","(13.0, 18.0, 15.685714285714285)","(3.0, 3.45, 3.2576923076923077)","(2.7, 3.75, 3.730769230769231)","(10.0, 15.0, 13.085106382978724)","(81.0, 590.0, 547.0)"
07-01-2023 19:39:38.720074,"(3.1, 4.4, 4.184)","(20.0, 30.0, 25.125)","(91.0, 590.0, 575.8064516129032)","(13.0, 18.0, 15.685714285714285)","(3.0, 3.45, 3.2576923076923077)","(2.7, 3.75, 3.730769230769231)","(10.0, 15.0, 13.085106382978724)","(81.0, 590.0, 547.0)"
07-01-2023 19:39:39.951667,"(3.1, 4.4, 4.184)","(20.0, 30.0, 25.125)","(91.0, 590.0, 575.8064516129032)","(13.0, 18.0, 15.685714285714285)","(3.0, 3.45, 3.2576923076923077)","(2.7, 3.75, 3.7093023255813953)","(10.0, 15.0, 13.085106382978724)","(81.0, 590.0, 547.0)"
07-01-2023 19:39:41.124804,"(3.1, 4.4, 4.184)","(20.0, 30.0, 25.125)","(91.0, 590.0, 575.8064516129032)","(13.0, 18.0, 15.685714285714285)","(3.0, 3.45, 3.2576923076923077)","(2.7, 3.75, 3.7093023255813953)","(10.0, 15.0, 13.085106382978724)","(81.0, 590.0, 547.0)"
07-01-2023 19:39:42.372580,"(3.1, 4.4, 4.184)","(20.0, 30.0, 25.125)","(91.0, 590.0, 542.2222222222222)","(13.0, 17.5, 15.9375)","(3.0, 3.45, 3.2576923076923077)","(2.7, 3.75, 3.736842105263158)","(10.0, 15.0, 12.954545454545455)","(81.0, 590.0, 547.0)"
07-01-2023 19:39:43.523972,"(3.1, 4.4, 4.184)","(20.0, 30.0, 25.125)","(91.0, 590.0, 542.2222222222222)","(13.0, 17.5, 15.416666666666666)","(3.0, 3.45, 3.2576923076923077)","(2.7, 3.75, 3.7093023255813953)","(10.0, 15.0, 12.954545454545455)","(81.0, 590.0, 547.0)"
07-01-2023 19:39:44.816257,"(3.1, 4.4, 4.180392156862745)","(20.0, 30.0, 25.125)","(91.0, 590.0, 547.0)","(13.0, 17.5, 15.347222222222221)","(3.0, 3.45, 3.2576923076923077)","(2.7, 3.75, 3.7093023255813953)","(10.0, 15.0, 12.954545454545455)","(81.0, 590.0, 547.0)"
07-01-2023 19:39:46.187292,"(3.1, 4.4, 4.180392156862745)","(20.0, 30.0, 25.125)","(91.0, 590.0, 547.0)","(13.0, 17.5, 15.347222222222221)","(3.0, 3.45, 3.260975609756098)","(2.7, 3.75, 3.710227272727273)","(10.0, 15.0, 12.954545454545455)","(81.0, 590.0, 547.0)"
07-01-2023 19:39:47.459751,"(3.1, 4.4, 4.180392156862745)","(20.0, 30.0, 25.125)","(91.0, 590.0, 547.0)","(13.0, 17.5, 15.347222222222221)","(3.0, 3.45, 3.260975609756098)","(2.7, 3.75, 3.710227272727273)","(10.0, 15.0, 12.954545454545455)","(81.0, 590.0, 547.0)"
07-01-2023 19:39:48.701680,"(3.1, 4.4, 4.180392156862745)","(20.0, 30.0, 25.125)","(91.0, 590.0, 547.0)","(13.0, 17.5, 15.220588235294118)","(3.0, 3.45, 3.260975609756098)","(2.7, 3.75, 3.7371794871794872)","(10.0, 15.0, 12.954545454545455)","(81.0, 590.0, 547.0)"
07-01-2023 19:39:49.857087,"(3.1, 4.4, 4.180392156862745)","(20.0, 30.0, 25.125)","(91.0, 590.0, 547.0)","(13.0, 17.5, 15.220588235294118)","(3.0, 3.45, 3.260975609756098)","(2.7, 3.75, 3.7371794871794872)","(10.0, 15.0, 12.954545454545455)","(81.0, 590.0, 547.0)"
07-01-2023 19:39:51.090304,"(3.1, 4.4, 4.180392156862745)","(20.0, 30.0, 25.125)","(91.0, 590.0, 547.0)","(13.0, 17.5, 15.347222222222221)","(3.0, 3.45, 3.260975609756098)","(2.7, 3.75, 3.710227272727273)","(10.0, 15.0, 12.954545454545455)","(81.0, 590.0, 547.0)"
07-01-2023 19:39:52.258554,"(3.1, 4.4, 4.180392156862745)","(20.0, 30.0, 25.125)","(91.0, 590.0, 547.0)","(13.0, 17.5, 15.220588235294118)","(3.0, 3.45, 3.260975609756098)","(2.7, 3.75, 3.7371794871794872)","(10.0, 15.0, 12.957142857142857)","(81.0, 590.0, 547.0)"
07-01-2023 19:39:53.493717,"(3.1, 4.4, 4.180392156862745)","(20.0, 30.0, 25.125)","(91.0, 590.0, 547.0)","(13.0, 17.5, 15.347222222222221)","(3.0, 3.45, 3.260975609756098)","(2.7, 3.75, 3.710227272727273)","(10.0, 14.5, 12.957142857142857)","(81.0, 590.0, 547.0)"
07-01-2023 19:39:54.634658,"(3.1, 4.4, 4.180392156862745)","(20.0, 30.0, 25.125)","(91.0, 590.0, 553.75)","(13.0, 17.5, 15.220588235294118)","(3.0, 3.45, 3.260975609756098)","(2.7, 3.75, 3.7371794871794872)","(10.0, 14.5, 12.790909090909091)","(81.0, 590.0, 9015.1)"
07-01-2023 19:39:55.739607,"(3.1, 4.4, 4.180392156862745)","(20.0, 30.0, 25.125)","(91.0, 860.0, 510.0)","(13.0, 17.5, 15.220588235294118)","(3.0, 3.45, 3.264102564102564)","(2.7, 3.75, 3.7371794871794872)","(10.0, 14.5, 12.790909090909091)","(81.0, 99998, 9015.1)"
07-01-2023 19:39:56.875241,"(3.1, 4.4, 4.180392156862745)","(20.0, 30.0, 25.10204081632653)","(91.0, 860.0, 510.0)","(13.0, 17.5, 15.347222222222221)","(3.0, 3.45, 3.264102564102564)","(2.7, 3.75, 3.710227272727273)","(10.0, 14.5, 12.790909090909091)","(81.0, 99998, 9015.1)"
07-01-2023 19:39:58.160265,"(3.1, 4.4, 4.180392156862745)","(20.0, 30.0, 25.10204081632653)","(91.0, 860.0, 565.0)","(13.0, 17.5, 15.220588235294118)","(3.0, 3.45, 3.264102564102564)","(2.7, 3.75, 3.7371794871794872)","(10.0, 14.5, 12.790909090909091)","(81.0, 99998, 538.0)"
07-01-2023 19:39:59.472395,"(3.1, 4.4, 4.180392156862745)","(20.0, 30.0, 25.10204081632653)","(91.0, 610.0, 565.0)","(13.0, 17.5, 15.220588235294118)","(3.0, 3.45, 3.264102564102564)","(2.7, 3.75, 3.7371794871794872)","(10.0, 14.5, 12.790909090909091)","(81.0, 580.0, 538.0)"
07-01-2023 19:40:00.730305,"(3.1, 4.4, 4.180392156862745)","(20.0, 30.0, 25.10204081632653)","(91.0, 610.0, 565.0)","(13.0, 17.5, 15.347222222222221)","(3.0, 3.45, 3.264102564102564)","(2.7, 3.75, 3.710227272727273)","(10.0, 14.5, 12.790909090909091)","(81.0, 580.0, 538.0)"
07-01-2023 19:40:02.025281,"(3.1, 4.4, 4.180392156862745)","(20.0, 30.0, 25.10204081632653)","(91.0, 610.0, 565.0)","(13.0, 17.5, 15.220588235294118)","(3.0, 3.45, 3.264102564102564)","(2.7, 3.75, 3.7378048780487805)","(10.0, 14.5, 12.790909090909091)","(81.0, 580.0, 538.0)"
07-01-2023 19:40:03.320545,"(3.1, 4.4, 4.180392156862745)","(20.0, 30.0, 25.10204081632653)","(91.0, 610.0, 565.0)","(13.0, 17.5, 15.220588235294118)","(3.0, 3.45, 3.264102564102564)","(2.7, 3.75, 3.7378048780487805)","(10.0, 14.5, 12.790909090909091)","(81.0, 580.0, 538.0)"
07-01-2023 19:40:04.600879,"(3.1, 4.4, 4.180392156862745)","(20.0, 30.0, 25.10204081632653)","(91.0, 610.0, 565.0)","(13.0, 17.5, 15.220588235294118)","(3.0, 3.45, 3.264102564102564)","(2.7, 3.75, 3.7119565217391304)","(10.0, 14.5, 12.75925925925926)","(81.0, 580.0, 538.0)"
07-01-2023 19:40:05.882838,"(3.1, 4.4, 4.180392156862745)","(20.0, 30.0, 25.10204081632653)","(91.0, 610.0, 565.0)","(13.0, 17.5, 15.220588235294118)","(3.0, 3.45, 3.264102564102564)","(2.7, 3.75, 3.7378048780487805)","(10.0, 14.5, 12.75925925925926)","(81.0, 580.0, 538.0)"
07-01-2023 19:40:07.193484,"(3.1, 4.4, 4.156521739130435)","(20.0, 30.0, 25.10204081632653)","(91.0, 610.0, 565.0)","(13.0, 17.5, 15.220588235294118)","(3.0, 3.45, 3.264102564102564)","(2.7, 3.75, 3.7378048780487805)","(10.0, 14.5, 12.838709677419354)","(81.0, 580.0, 538.0)"
07-01-2023 19:40:08.413616,"(3.1, 4.4, 4.156521739130435)","(20.0, 30.0, 25.10204081632653)","(91.0, 610.0, 565.0)","(13.0, 17.5, 15.347222222222221)","(3.0, 3.45, 3.264102564102564)","(2.7, 3.75, 3.7119565217391304)","(10.0, 14.0, 12.725)","(81.0, 580.0, 538.0)"
07-01-2023 19:40:09.587164,"(3.1, 4.4, 4.180392156862745)","(20.0, 30.0, 25.10204081632653)","(101.0, 610.0, 565.0)","(13.0, 17.5, 15.220588235294118)","(2.8, 3.45, 3.264102564102564)","(2.7, 3.75, 3.7378048780487805)","(10.0, 14.0, 12.725)","(101.0, 580.0, 538.0)"
07-01-2023 19:40:10.724989,"(3.2, 4.4, 4.180392156862745)","(20.0, 30.0, 25.17391304347826)","(101.0, 610.0, 565.0)","(13.0, 17.5, 15.220588235294118)","(2.8, 3.45, 3.264102564102564)","(2.7, 3.75, 3.720754716981132)","(10.0, 14.0, 12.657894736842104)","(101.0, 580.0, 538.0)"
07-01-2023 19:40:11.938572,"(3.2, 4.4, 4.180392156862745)","(20.0, 30.0, 25.08)","(101.0, 610.0, 565.0)","(13.0, 17.5, 15.347222222222221)","(2.8, 3.45, 3.264102564102564)","(2.7, 3.8, 3.720754716981132)","(10.0, 14.0, 12.657894736842104)","(101.0, 580.0, 538.0)"
07-01-2023 19:40:13.442828,"(3.2, 4.4, 4.180392156862745)","(20.0, 30.0, 25.08)","(101.0, 610.0, 565.0)","(13.0, 17.5, 15.220588235294118)","(2.8, 3.45, 3.264102564102564)","(2.7, 3.8, 3.720754716981132)","(10.0, 14.0, 11.9)","(101.0, 580.0, 538.0)"
07-01-2023 19:40:14.723699,"(3.2, 4.4, 4.180392156862745)","(20.0, 30.0, 25.08)","(101.0, 610.0, 565.0)","(13.0, 17.5, 15.220588235294118)","(2.8, 3.45, 3.264102564102564)","(2.7, 3.8, 3.720754716981132)","(10.0, 13.5, 11.454545454545455)","(101.0, 580.0, 538.0)"
07-01-2023 19:40:16.051101,"(3.2, 4.4, 4.180392156862745)","(20.0, 30.0, 25.148936170212767)","(101.0, 610.0, 565.0)","(13.0, 17.5, 15.347222222222221)","(2.8, 3.45, 3.264102564102564)","(2.7, 3.8, 3.720754716981132)","(10.0, 13.0, 11.75)","(101.0, 580.0, 538.0)"
07-01-2023 19:40:17.309060,"(3.2, 4.4, 4.180392156862745)","(20.0, 30.0, 25.148936170212767)","(101.0, 610.0, 565.0)","(13.0, 17.5, 16.2)","(2.8, 3.45, 3.264102564102564)","(2.7, 3.8, 3.720754716981132)","(10.0, 12.5, 12.0)","(101.0, 580.0, 538.0)"
07-01-2023 19:40:18.601943,"(3.2, 4.4, 4.180392156862745)","(20.0, 30.0, 25.148936170212767)","(101.0, 610.0, 565.0)","(13.0, 17.0, 16.142857142857142)","(2.8, 3.45, 3.264102564102564)","(2.7, 3.8, 3.720754716981132)","(10.0, 12.5, 11.857142857142858)","(101.0, 580.0, 538.0)"
07-01-2023 19:40:19.970691,"(3.2, 4.4, 4.180392156862745)","(20.0, 30.0, 25.148936170212767)","(101.0, 610.0, 565.0)","(13.0, 17.0, 15.772727272727273)","(2.8, 3.45, 3.264102564102564)","(2.7, 3.8, 3.720754716981132)","(10.0, 12.5, 11.333333333333334)","(101.0, 580.0, 538.0)"
