,Miss Verity,Redemption Day,Kiah Beach,Fulton,Alert,Balts Orson
10-01-2023 21:06:15.214777,"(10.0, 22.0, 18.595238095238095)","(1.4, 1.63, 1.5508333333333333)","(8.5, 14.5, 12.5)","(26.0, 60.0, 46.77777777777778)","(19.0, 60.0, 43.38461538461539)","(4.4, 6.0, 5.17)"
10-01-2023 21:06:16.203306,"(10.0, 22.0, 18.595238095238095)","(1.4, 1.63, 1.5508333333333333)","(8.5, 14.5, 12.5)","(26.0, 60.0, 46.77777777777778)","(19.0, 60.0, 42.5)","(4.4, 5.8, 5.17)"
10-01-2023 21:06:17.203446,"(10.0, 22.0, 18.75)","(1.4, 1.63, 1.5633333333333332)","(8.5, 14.5, 12.5)","(26.0, 60.0, 46.77777777777778)","(19.0, 60.0, 46.0)","(4.4, 5.8, 5.17)"
10-01-2023 21:06:18.202641,"(10.0, 22.0, 18.75)","(1.4, 1.63, 1.5633333333333332)","(8.5, 14.5, 12.5)","(26.0, 60.0, 46.77777777777778)","(19.0, 60.0, 46.875)","(4.4, 5.8, 5.17)"
10-01-2023 21:06:19.170742,"(10.0, 22.0, 19.375)","(1.4, 1.63, 1.5457894736842106)","(8.5, 14.5, 12.5)","(26.0, 60.0, 46.77777777777778)","(19.0, 60.0, 46.875)","(4.4, 5.8, 5.216666666666667)"
10-01-2023 21:06:20.071237,"(10.0, 22.0, 19.375)","(1.4, 1.63, 1.5060869565217392)","(8.5, 14.5, 12.5)","(26.0, 60.0, 46.77777777777778)","(19.0, 60.0, 46.875)","(4.4, 5.8, 5.216666666666667)"
10-01-2023 21:06:21.015376,"(10.0, 22.0, 19.375)","(1.4, 1.63, 1.5472413793103448)","(8.5, 14.5, 12.5)","(26.0, 60.0, 46.77777777777778)","(19.0, 60.0, 37.33333333333333)","(4.4, 5.8, 5.216666666666667)"
10-01-2023 21:06:21.978324,"(10.0, 24.0, 22.916666666666664)","(1.4, 1.63, 1.5472413793103448)","(8.5, 14.5, 12.5)","(26.0, 60.0, 36.2)","(19.0, 60.0, 39.0)","(4.4, 5.8, 5.216666666666667)"
10-01-2023 21:06:23.034656,"(10.0, 23.0, 21.5)","(1.4, 1.63, 1.5472413793103448)","(8.5, 14.5, 12.5)","(26.0, 60.0, 42.769230769230774)","(19.0, 60.0, 44.6)","(4.4, 5.8, 5.216666666666667)"
10-01-2023 21:06:24.145285,"(10.0, 25.0, 24.375)","(1.4, 1.63, 1.5472413793103448)","(8.5, 14.5, 12.5)","(26.0, 60.0, 44.0)","(19.0, 60.0, 44.6)","(4.4, 5.8, 5.216666666666667)"
10-01-2023 21:06:25.166685,"(10.0, 25.0, 24.375)","(1.4, 1.63, 1.5472413793103448)","(8.5, 14.5, 12.5)","(26.0, 60.0, 44.0)","(19.0, 60.0, 44.6)","(4.4, 5.8, 5.216666666666667)"
10-01-2023 21:06:26.146305,"(10.0, 25.0, 24.214285714285715)","(1.4, 1.63, 1.5472413793103448)","(8.5, 14.5, 12.5)","(26.0, 60.0, 44.0)","(19.0, 60.0, 44.6)","(4.4, 5.8, 5.216666666666667)"
10-01-2023 21:06:27.152978,"(10.0, 25.0, 24.214285714285715)","(1.4, 1.63, 1.5472413793103448)","(8.5, 14.5, 12.5)","(26.0, 60.0, 44.0)","(19.0, 60.0, 44.6)","(4.4, 5.8, 5.216666666666667)"
10-01-2023 21:06:28.193434,"(10.0, 25.0, 24.214285714285715)","(1.4, 1.62, 1.5953846153846154)","(8.5, 14.5, 12.5)","(26.0, 60.0, 44.0)","(19.0, 60.0, 44.6)","(4.4, 5.8, 5.216666666666667)"
10-01-2023 21:06:29.141003,"(10.0, 25.0, 24.214285714285715)","(1.4, 1.62, 1.5981818181818184)","(8.5, 14.5, 12.5)","(26.0, 60.0, 44.0)","(19.0, 60.0, 44.6)","(4.4, 5.8, 5.216666666666667)"
10-01-2023 21:06:30.144440,"(10.0, 25.0, 24.214285714285715)","(1.4, 1.62, 1.5613333333333335)","(8.5, 14.5, 12.5)","(26.0, 60.0, 44.0)","(19.0, 60.0, 44.6)","(4.4, 5.8, 5.216666666666667)"
10-01-2023 21:06:31.228153,"(10.0, 25.0, 24.214285714285715)","(1.4, 1.62, 1.5848)","(8.5, 14.5, 12.5)","(26.0, 60.0, 44.0)","(19.0, 60.0, 44.6)","(4.4, 5.8, 5.216666666666667)"
10-01-2023 21:06:32.281997,"(10.0, 25.0, 24.214285714285715)","(1.4, 1.62, 1.5848)","(8.5, 14.5, 12.5)","(26.0, 60.0, 44.0)","(19.0, 60.0, 44.6)","(4.4, 5.8, 5.157142857142857)"
10-01-2023 21:06:33.253428,"(10.0, 25.0, 24.214285714285715)","(1.4, 1.62, 1.5848)","(8.5, 14.5, 12.5)","(26.0, 60.0, 44.0)","(19.0, 60.0, 44.6)","(4.4, 5.8, 5.157142857142857)"
10-01-2023 21:06:34.248966,"(10.0, 25.0, 24.214285714285715)","(1.4, 1.62, 1.5848)","(8.5, 14.5, 12.5)","(26.0, 60.0, 44.0)","(19.0, 60.0, 44.6)","(4.4, 5.8, 5.157142857142857)"
10-01-2023 21:06:35.197131,"(10.0, 25.0, 24.214285714285715)","(1.4, 1.62, 1.5848)","(8.5, 14.5, 12.5)","(26.0, 60.0, 44.0)","(19.0, 60.0, 45.5625)","(4.4, 5.8, 5.2)"
10-01-2023 21:06:36.139152,"(10.0, 25.0, 24.3125)","(1.4, 1.62, 1.5666666666666667)","(8.5, 14.5, 12.785714285714285)","(26.0, 60.0, 45.06666666666666)","(19.0, 60.0, 45.5625)","(4.4, 5.8, 5.2)"
10-01-2023 21:06:37.164279,"(10.0, 25.0, 24.3125)","(1.4, 1.62, 1.5666666666666667)","(8.5, 14.5, 12.785714285714285)","(26.0, 60.0, 45.06666666666666)","(19.0, 60.0, 45.5625)","(4.4, 5.8, 5.2)"
10-01-2023 21:06:38.094006,"(10.0, 25.0, 24.3125)","(1.4, 1.62, 1.5666666666666667)","(8.5, 14.5, 12.785714285714285)","(26.0, 60.0, 45.06666666666666)","(19.0, 60.0, 45.5625)","(4.4, 5.8, 5.2)"
10-01-2023 21:06:39.060219,"(10.0, 25.0, 24.3125)","(1.4, 1.62, 1.5666666666666667)","(8.5, 14.5, 12.785714285714285)","(26.0, 60.0, 45.06666666666666)","(19.0, 60.0, 45.5625)","(4.4, 5.8, 5.2)"
10-01-2023 21:06:40.162885,"(10.0, 25.0, 24.333333333333332)","(1.4, 1.62, 1.5666666666666667)","(8.5, 14.5, 12.785714285714285)","(26.0, 60.0, 49.6)","(19.0, 60.0, 49.90909090909091)","(4.4, 5.8, 5.2)"
10-01-2023 21:06:41.306329,"(10.0, 27.0, 24.75)","(1.4, 1.62, 1.562857142857143)","(8.5, 14.5, 12.785714285714285)","(26.0, 55.0, 49.6)","(19.0, 55.0, 49.90909090909091)","(4.4, 5.8, 5.2)"
10-01-2023 21:06:42.246100,"(10.0, 27.0, 24.75)","(1.4, 1.62, 1.5836363636363637)","(8.5, 14.5, 12.785714285714285)","(26.0, 55.0, 49.6)","(19.0, 55.0, 49.90909090909091)","(4.4, 5.8, 5.2)"
10-01-2023 21:06:43.193754,"(10.0, 27.0, 24.75)","(1.4, 1.62, 1.5836363636363637)","(8.5, 14.5, 12.785714285714285)","(26.0, 55.0, 45.0)","(19.0, 55.0, 49.90909090909091)","(4.4, 5.8, 5.2)"
10-01-2023 21:06:44.261467,"(10.0, 27.0, 24.75)","(1.4, 1.62, 1.55)","(8.5, 14.5, 12.4)","(26.0, 55.0, 50.45454545454545)","(19.0, 55.0, 49.90909090909091)","(4.4, 5.8, 5.133333333333333)"
10-01-2023 21:06:45.172811,"(10.0, 27.0, 24.75)","(1.4, 1.62, 1.55)","(8.5, 14.5, 12.785714285714285)","(26.0, 55.0, 50.45454545454545)","(19.0, 55.0, 49.90909090909091)","(4.4, 5.8, 5.133333333333333)"
10-01-2023 21:06:46.105696,"(10.0, 27.0, 24.75)","(1.4, 1.62, 1.55)","(8.5, 14.5, 12.785714285714285)","(26.0, 55.0, 50.45454545454545)","(19.0, 55.0, 49.90909090909091)","(4.4, 5.8, 5.2)"
10-01-2023 21:06:47.081570,"(10.0, 27.0, 25.125)","(1.4, 1.62, 1.55)","(8.5, 15.0, 13.0)","(26.0, 55.0, 50.45454545454545)","(19.0, 55.0, 49.90909090909091)","(4.4, 5.8, 5.2)"
10-01-2023 21:06:47.958133,"(10.0, 26.0, 24.5)","(1.4, 1.62, 1.55)","(8.5, 14.5, 13.3)","(26.0, 55.0, 50.45454545454545)","(19.0, 55.0, 49.90909090909091)","(4.4, 5.8, 5.2)"
10-01-2023 21:06:48.899020,"(10.0, 26.0, 24.5)","(1.4, 1.62, 1.55)","(8.5, 14.5, 12.785714285714285)","(26.0, 55.0, 50.45454545454545)","(19.0, 55.0, 49.90909090909091)","(4.4, 5.8, 5.133333333333333)"
10-01-2023 21:06:49.948124,"(10.0, 26.0, 24.5)","(1.4, 1.62, 1.55)","(8.5, 14.5, 12.785714285714285)","(26.0, 55.0, 50.45454545454545)","(19.0, 55.0, 49.90909090909091)","(4.4, 5.8, 5.133333333333333)"
10-01-2023 21:06:50.953088,"(10.0, 26.0, 24.5)","(1.4, 1.62, 1.55)","(8.5, 14.5, 12.785714285714285)","(26.0, 55.0, 50.45454545454545)","(19.0, 55.0, 49.90909090909091)","(4.4, 5.8, 5.133333333333333)"
10-01-2023 21:06:51.888407,"(10.0, 26.0, 24.5)","(1.4, 1.62, 1.55)","(8.5, 14.5, 12.785714285714285)","(26.0, 55.0, 50.45454545454545)","(19.0, 55.0, 49.90909090909091)","(4.4, 5.8, 5.133333333333333)"
10-01-2023 21:06:52.888893,"(10.0, 26.0, 24.5)","(1.4, 1.62, 1.55)","(8.5, 14.5, 12.785714285714285)","(26.0, 55.0, 50.45454545454545)","(19.0, 55.0, 49.90909090909091)","(4.4, 5.8, 5.133333333333333)"
10-01-2023 21:06:54.010410,"(10.0, 26.0, 24.05)","(1.4, 1.62, 1.55)","(8.5, 14.5, 12.785714285714285)","(26.0, 55.0, 50.45454545454545)","(19.0, 55.0, 49.90909090909091)","(4.4, 5.8, 5.133333333333333)"
10-01-2023 21:06:55.086605,"(10.0, 25.0, 23.35)","(1.4, 1.62, 1.55)","(8.5, 14.5, 12.785714285714285)","(26.0, 55.0, 50.45454545454545)","(19.0, 55.0, 49.90909090909091)","(4.4, 5.8, 5.133333333333333)"
10-01-2023 21:06:56.248323,"(10.0, 25.0, 23.35)","(1.4, 1.62, 1.55)","(8.5, 14.5, 12.785714285714285)","(26.0, 55.0, 50.45454545454545)","(19.0, 55.0, 49.90909090909091)","(4.4, 5.8, 5.133333333333333)"
10-01-2023 21:06:57.263744,"(10.0, 25.0, 23.35)","(1.4, 1.62, 1.55)","(8.5, 14.5, 12.785714285714285)","(26.0, 55.0, 50.45454545454545)","(19.0, 55.0, 49.90909090909091)","(4.4, 5.8, 5.133333333333333)"
10-01-2023 21:06:58.218431,"(10.0, 25.0, 23.35)","(1.4, 1.62, 1.55)","(8.5, 14.5, 12.785714285714285)","(26.0, 55.0, 50.45454545454545)","(19.0, 55.0, 49.90909090909091)","(4.4, 5.8, 5.133333333333333)"
10-01-2023 21:06:59.253692,"(10.0, 25.0, 23.35)","(1.4, 1.62, 1.55)","(8.5, 14.5, 12.785714285714285)","(26.0, 55.0, 50.45454545454545)","(19.0, 55.0, 49.90909090909091)","(4.4, 5.8, 5.133333333333333)"
10-01-2023 21:07:00.341931,"(10.0, 25.0, 23.35)","(1.4, 1.62, 1.55)","(8.5, 14.5, 12.785714285714285)","(26.0, 55.0, 50.45454545454545)","(19.0, 55.0, 49.90909090909091)","(4.4, 5.8, 5.133333333333333)"
10-01-2023 21:07:01.263747,"(10.0, 24.0, 23.4375)","(1.4, 1.62, 1.55)","(8.5, 14.5, 12.785714285714285)","(26.0, 55.0, 50.45454545454545)","(19.0, 55.0, 49.90909090909091)","(4.4, 5.8, 5.133333333333333)"
10-01-2023 21:07:02.205172,"(10.0, 24.0, 23.4375)","(1.4, 1.62, 1.55)","(8.5, 14.5, 12.785714285714285)","(26.0, 55.0, 50.45454545454545)","(19.0, 55.0, 49.90909090909091)","(4.4, 5.8, 5.133333333333333)"
10-01-2023 21:07:03.247473,"(10.0, 24.0, 22.65)","(1.4, 1.62, 1.58)","(8.5, 14.5, 12.785714285714285)","(26.0, 55.0, 50.45454545454545)","(19.0, 55.0, 49.90909090909091)","(4.4, 5.8, 5.133333333333333)"
10-01-2023 21:07:04.171639,"(10.0, 24.0, 22.65)","(1.4, 1.62, 1.58)","(8.5, 14.5, 12.785714285714285)","(26.0, 55.0, 50.45454545454545)","(19.0, 55.0, 49.90909090909091)","(4.4, 5.8, 5.133333333333333)"
10-01-2023 21:07:05.053775,"(10.0, 24.0, 20.869565217391305)","(1.4, 1.62, 1.58)","(8.5, 14.5, 11.810344827586206)","(26.0, 50.0, 45.0)","(19.0, 50.0, 46.55)","(4.4, 5.7, 5.185714285714286)"
10-01-2023 21:07:06.484616,"(10.0, 24.0, 20.1)","(1.4, 1.62, 1.5661538461538462)","(8.5, 14.5, 11.86)","(26.0, 50.0, 42.85714285714286)","(19.0, 50.0, 44.77272727272727)","(4.4, 5.4, 5.16)"
10-01-2023 21:07:07.562425,"(10.0, 24.0, 20.1)","(1.4, 1.62, 1.5661538461538462)","(8.5, 14.5, 11.86)","(26.0, 50.0, 42.85714285714286)","(19.0, 50.0, 45.0)","(4.4, 5.4, 5.16)"
10-01-2023 21:07:08.408492,"(10.0, 24.0, 20.192307692307693)","(1.4, 1.62, 1.58)","(8.5, 14.5, 11.86)","(26.0, 50.0, 42.85714285714286)","(19.0, 50.0, 45.0)","(4.4, 5.4, 5.16)"
10-01-2023 21:07:09.461447,"(10.0, 24.0, 21.25)","(1.4, 1.62, 1.58)","(8.5, 14.5, 11.86)","(26.0, 50.0, 39.473684210526315)","(19.0, 50.0, 42.333333333333336)","(4.4, 5.4, 5.057142857142857)"
10-01-2023 21:07:10.554786,"(10.0, 24.0, 21.25)","(1.4, 1.62, 1.58)","(8.5, 14.5, 11.86)","(26.0, 50.0, 39.473684210526315)","(19.0, 50.0, 42.333333333333336)","(4.4, 5.4, 5.057142857142857)"
10-01-2023 21:07:11.512970,"(10.0, 24.0, 21.8)","(1.4, 1.62, 1.58)","(8.5, 14.5, 11.86)","(26.0, 50.0, 39.473684210526315)","(19.0, 50.0, 42.333333333333336)","(4.4, 5.4, 5.057142857142857)"
10-01-2023 21:07:12.533964,"(10.0, 24.0, 21.25)","(1.4, 1.62, 1.5942857142857143)","(8.5, 14.5, 11.86)","(26.0, 50.0, 40.588235294117645)","(20.0, 50.0, 43.56)","(4.4, 5.4, 5.057142857142857)"
10-01-2023 21:07:13.571118,"(10.0, 24.0, 22.625)","(1.4, 1.62, 1.5942857142857143)","(8.5, 14.5, 11.86)","(26.0, 50.0, 41.111111111111114)","(20.0, 50.0, 43.56)","(4.4, 5.4, 5.0)"
10-01-2023 21:07:14.585890,"(10.0, 24.0, 23.214285714285715)","(1.4, 1.62, 1.5742857142857143)","(8.5, 14.5, 11.86)","(26.0, 50.0, 41.111111111111114)","(20.0, 50.0, 43.56)","(4.4, 5.4, 5.057142857142857)"
10-01-2023 21:07:15.711183,"(10.0, 24.0, 23.214285714285715)","(1.4, 1.62, 1.5742857142857143)","(8.5, 14.5, 11.86)","(26.0, 50.0, 41.111111111111114)","(20.0, 50.0, 43.56)","(4.4, 5.4, 5.057142857142857)"
10-01-2023 21:07:17.066296,"(10.0, 24.0, 22.625)","(1.4, 1.62, 1.564)","(8.5, 14.5, 11.86)","(26.0, 50.0, 41.111111111111114)","(20.0, 50.0, 43.56)","(4.4, 5.4, 5.057142857142857)"
10-01-2023 21:07:18.169934,"(10.0, 24.0, 22.625)","(1.4, 1.62, 1.564)","(8.5, 14.5, 11.86)","(26.0, 50.0, 41.111111111111114)","(20.0, 50.0, 43.56)","(4.4, 5.4, 5.057142857142857)"
10-01-2023 21:07:19.315256,"(10.0, 24.0, 22.625)","(1.4, 1.62, 1.564)","(8.5, 14.5, 11.86)","(26.0, 50.0, 41.111111111111114)","(20.0, 50.0, 43.56)","(4.4, 5.4, 5.057142857142857)"
10-01-2023 21:07:20.248319,"(10.0, 24.0, 22.625)","(1.4, 1.62, 1.564)","(8.5, 14.5, 11.86)","(26.0, 50.0, 41.111111111111114)","(20.0, 50.0, 43.56)","(4.4, 5.4, 5.057142857142857)"
10-01-2023 21:07:21.458410,"(10.0, 24.0, 22.625)","(1.4, 1.62, 1.564)","(8.5, 14.5, 11.86)","(26.0, 50.0, 41.111111111111114)","(20.0, 50.0, 43.56)","(4.4, 5.4, 4.877777777777777)"
10-01-2023 21:07:22.606292,"(10.0, 24.0, 22.625)","(1.4, 1.62, 1.55)","(8.5, 14.5, 11.86)","(26.0, 50.0, 41.111111111111114)","(20.0, 50.0, 43.56)","(4.4, 5.5, 5.057142857142857)"
10-01-2023 21:07:23.533374,"(10.0, 24.0, 22.625)","(1.4, 1.62, 1.61831223628692)","(8.5, 14.5, 11.86)","(26.0, 50.0, 41.111111111111114)","(20.0, 50.0, 43.56)","(4.4, 5.4, 5.057142857142857)"
10-01-2023 21:07:24.599839,"(10.0, 24.0, 22.625)","(1.4, 1.62, 1.618283261802575)","(8.5, 14.5, 11.86)","(26.0, 50.0, 41.111111111111114)","(20.0, 50.0, 43.56)","(4.4, 5.4, 5.057142857142857)"
10-01-2023 21:07:25.743080,"(10.0, 24.0, 22.625)","(1.4, 1.62, 1.6082352941176472)","(8.5, 14.5, 12.571428571428571)","(26.0, 50.0, 41.111111111111114)","(20.0, 50.0, 39.5)","(4.4, 5.4, 5.057142857142857)"
10-01-2023 21:07:26.809014,"(10.0, 24.0, 22.625)","(1.4, 1.62, 1.6105882352941177)","(8.5, 14.0, 12.571428571428571)","(26.0, 50.0, 41.111111111111114)","(20.0, 50.0, 38.88235294117647)","(4.4, 5.4, 5.057142857142857)"
10-01-2023 21:07:27.877446,"(10.0, 24.0, 22.857142857142858)","(1.4, 1.62, 1.6115789473684212)","(8.5, 14.0, 12.571428571428571)","(26.0, 50.0, 41.111111111111114)","(20.0, 50.0, 38.88235294117647)","(4.4, 5.4, 5.057142857142857)"
10-01-2023 21:07:29.045891,"(10.0, 24.0, 22.857142857142858)","(1.4, 1.62, 1.6115789473684212)","(8.5, 14.0, 11.75)","(26.0, 50.0, 41.111111111111114)","(20.0, 50.0, 42.125)","(4.4, 5.4, 5.057142857142857)"
10-01-2023 21:07:30.021451,"(10.0, 24.0, 22.857142857142858)","(1.4, 1.62, 1.6115789473684212)","(8.5, 14.0, 11.75)","(26.0, 50.0, 41.111111111111114)","(20.0, 50.0, 43.31818181818182)","(4.4, 5.4, 5.057142857142857)"
10-01-2023 21:07:30.943036,"(10.0, 24.0, 22.857142857142858)","(1.4, 1.61, 1.598955223880597)","(8.5, 14.0, 11.75)","(26.0, 50.0, 41.111111111111114)","(20.0, 50.0, 43.31818181818182)","(4.4, 5.4, 5.057142857142857)"
10-01-2023 21:07:31.917149,"(10.0, 24.0, 22.933333333333334)","(1.4, 1.61, 1.598955223880597)","(8.5, 14.0, 11.75)","(26.0, 50.0, 41.111111111111114)","(20.0, 50.0, 43.31818181818182)","(4.4, 5.4, 5.057142857142857)"
10-01-2023 21:07:32.865859,"(10.0, 24.0, 23.142857142857142)","(1.4, 1.61, 1.5524444444444445)","(8.5, 14.0, 11.75)","(26.0, 50.0, 41.111111111111114)","(20.0, 50.0, 43.31818181818182)","(4.4, 5.4, 5.1)"
10-01-2023 21:07:33.839894,"(10.0, 24.0, 23.142857142857142)","(1.4, 1.61, 1.5571428571428572)","(8.5, 14.0, 11.75)","(26.0, 50.0, 41.111111111111114)","(20.0, 50.0, 43.31818181818182)","(4.4, 5.4, 5.1)"
10-01-2023 21:07:34.829664,"(10.0, 24.0, 23.142857142857142)","(1.4, 1.61, 1.5571428571428572)","(8.5, 14.0, 11.75)","(26.0, 50.0, 41.111111111111114)","(20.0, 50.0, 43.31818181818182)","(4.4, 5.4, 5.1)"
10-01-2023 21:07:35.833516,"(10.0, 24.0, 23.142857142857142)","(1.4, 1.61, 1.5571428571428572)","(8.5, 14.0, 11.75)","(26.0, 50.0, 41.111111111111114)","(20.0, 50.0, 43.31818181818182)","(4.4, 5.4, 5.1)"
10-01-2023 21:07:36.800419,"(10.0, 24.0, 23.142857142857142)","(1.4, 1.61, 1.5571428571428572)","(8.5, 14.0, 11.75)","(26.0, 50.0, 41.111111111111114)","(20.0, 50.0, 43.31818181818182)","(4.4, 5.4, 4.955555555555556)"
10-01-2023 21:07:37.874719,"(10.0, 24.0, 23.142857142857142)","(1.4, 1.61, 1.5516666666666667)","(8.5, 14.0, 11.75)","(26.0, 50.0, 41.111111111111114)","(20.0, 50.0, 43.31818181818182)","(4.4, 5.4, 4.955555555555556)"
10-01-2023 21:07:38.950910,"(10.0, 24.0, 23.142857142857142)","(1.4, 1.61, 1.5881818181818184)","(8.5, 14.0, 11.75)","(26.0, 50.0, 41.111111111111114)","(20.0, 50.0, 43.31818181818182)","(4.4, 5.4, 4.955555555555556)"
10-01-2023 21:07:39.895802,"(10.0, 24.0, 23.142857142857142)","(1.4, 1.6, 1.580909090909091)","(8.5, 14.0, 11.75)","(26.0, 50.0, 41.111111111111114)","(20.0, 50.0, 43.31818181818182)","(4.4, 5.4, 5.0)"
10-01-2023 21:07:41.019732,"(10.0, 24.0, 23.384615384615387)","(1.4, 1.59, 1.5423076923076924)","(8.5, 14.0, 11.75)","(26.0, 50.0, 41.111111111111114)","(20.0, 50.0, 43.31818181818182)","(4.4, 5.4, 5.0)"
10-01-2023 21:07:42.279382,"(10.0, 24.0, 23.384615384615387)","(1.4, 1.59, 1.5586486486486486)","(8.5, 14.0, 11.75)","(26.0, 50.0, 41.111111111111114)","(20.0, 50.0, 43.31818181818182)","(4.4, 5.4, 5.0)"
10-01-2023 21:07:43.499737,"(10.0, 24.0, 23.384615384615387)","(1.4, 1.59, 1.558955223880597)","(8.5, 14.0, 11.75)","(26.0, 50.0, 41.111111111111114)","(20.0, 50.0, 43.31818181818182)","(4.4, 5.4, 5.0)"
10-01-2023 21:07:44.731485,"(10.0, 24.0, 23.384615384615387)","(1.4, 1.59, 1.558955223880597)","(8.5, 14.0, 11.75)","(26.0, 50.0, 41.111111111111114)","(20.0, 50.0, 43.31818181818182)","(4.4, 5.4, 5.0)"
10-01-2023 21:07:45.880559,"(10.0, 24.0, 23.384615384615387)","(1.4, 1.59, 1.5565671641791046)","(8.5, 14.0, 11.75)","(26.0, 50.0, 41.111111111111114)","(20.0, 50.0, 43.31818181818182)","(4.4, 5.4, 5.0)"
10-01-2023 21:07:47.032111,"(10.0, 24.0, 23.384615384615387)","(1.4, 1.59, 1.5555384615384615)","(8.5, 14.0, 11.75)","(26.0, 50.0, 41.111111111111114)","(20.0, 50.0, 43.31818181818182)","(4.4, 5.4, 5.0)"
10-01-2023 21:07:48.101470,"(10.0, 24.0, 23.384615384615387)","(1.4, 1.59, 1.5538709677419356)","(8.5, 14.0, 11.954545454545455)","(26.0, 50.0, 42.38095238095238)","(20.0, 50.0, 44.12)","(4.4, 5.4, 5.15)"
10-01-2023 21:07:49.197847,"(10.0, 24.0, 23.666666666666668)","(1.4, 1.59, 1.548032786885246)","(8.5, 14.0, 11.954545454545455)","(26.0, 50.0, 42.38095238095238)","(20.0, 50.0, 40.666666666666664)","(4.4, 5.4, 5.15)"
10-01-2023 21:07:50.305833,"(10.0, 24.0, 23.666666666666668)","(1.4, 1.59, 1.5466101694915255)","(8.5, 14.0, 11.954545454545455)","(26.0, 50.0, 42.38095238095238)","(20.0, 50.0, 42.588235294117645)","(4.4, 5.4, 5.15)"
10-01-2023 21:07:51.268269,"(10.0, 24.0, 23.666666666666668)","(1.4, 1.59, 1.5466101694915255)","(8.5, 14.0, 11.954545454545455)","(26.0, 50.0, 42.38095238095238)","(20.0, 50.0, 37.55555555555556)","(4.4, 5.4, 5.15)"
10-01-2023 21:07:52.393240,"(10.0, 24.0, 23.666666666666668)","(1.4, 1.59, 1.5425925925925927)","(8.5, 14.0, 11.954545454545455)","(26.0, 50.0, 42.38095238095238)","(20.0, 50.0, 40.666666666666664)","(4.4, 5.4, 5.15)"
10-01-2023 21:07:53.604812,"(10.0, 24.0, 23.666666666666668)","(1.4, 1.59, 1.5425925925925927)","(8.5, 14.0, 11.954545454545455)","(26.0, 50.0, 42.38095238095238)","(20.0, 50.0, 40.666666666666664)","(4.4, 5.4, 5.165217391304348)"
10-01-2023 21:07:54.755088,"(10.0, 24.0, 23.666666666666668)","(1.4, 1.59, 1.5425925925925927)","(8.5, 14.0, 11.954545454545455)","(26.0, 50.0, 42.38095238095238)","(20.0, 50.0, 40.666666666666664)","(4.4, 5.4, 5.165217391304348)"
10-01-2023 21:07:55.948750,"(10.0, 24.0, 23.666666666666668)","(1.4, 1.59, 1.5425925925925927)","(8.5, 14.0, 11.954545454545455)","(26.0, 50.0, 42.38095238095238)","(20.0, 50.0, 43.875)","(4.4, 5.4, 5.181818181818182)"
10-01-2023 21:07:57.006087,"(10.0, 24.0, 23.666666666666668)","(1.4, 1.59, 1.5425925925925927)","(8.5, 14.0, 11.954545454545455)","(26.0, 50.0, 42.38095238095238)","(20.0, 50.0, 43.875)","(4.4, 5.4, 5.181818181818182)"
10-01-2023 21:07:58.186748,"(10.0, 24.0, 23.666666666666668)","(1.4, 1.59, 1.5425925925925927)","(8.5, 14.0, 11.954545454545455)","(26.0, 50.0, 42.38095238095238)","(20.0, 50.0, 43.875)","(4.4, 5.4, 5.181818181818182)"
10-01-2023 21:07:59.326025,"(10.0, 24.0, 23.666666666666668)","(1.4, 1.59, 1.5425925925925927)","(8.5, 14.0, 11.954545454545455)","(26.0, 50.0, 42.38095238095238)","(20.0, 50.0, 43.875)","(4.4, 5.4, 5.181818181818182)"
10-01-2023 21:08:00.427611,"(10.0, 24.0, 23.666666666666668)","(1.4, 1.59, 1.5452000000000001)","(8.5, 14.0, 11.954545454545455)","(26.0, 50.0, 42.38095238095238)","(20.0, 50.0, 44.55555555555556)","(4.4, 5.4, 5.181818181818182)"
10-01-2023 21:08:01.500453,"(10.0, 24.0, 23.666666666666668)","(1.4, 1.59, 1.5452000000000001)","(8.5, 14.0, 11.954545454545455)","(26.0, 50.0, 42.38095238095238)","(20.0, 50.0, 44.55555555555556)","(4.4, 5.4, 5.181818181818182)"
10-01-2023 21:08:02.539952,"(10.0, 24.0, 23.666666666666668)","(1.4, 1.59, 1.5452000000000001)","(8.5, 14.0, 11.954545454545455)","(26.0, 50.0, 42.38095238095238)","(20.0, 50.0, 44.55555555555556)","(4.4, 5.4, 5.2)"
10-01-2023 21:08:03.638224,"(10.0, 24.0, 23.666666666666668)","(1.4, 1.59, 1.540769230769231)","(8.5, 14.0, 11.954545454545455)","(26.0, 50.0, 42.38095238095238)","(20.0, 50.0, 44.55555555555556)","(4.4, 5.4, 5.2)"
10-01-2023 21:08:04.738949,"(10.0, 24.0, 23.666666666666668)","(1.4, 1.59, 1.540769230769231)","(8.5, 14.0, 11.954545454545455)","(26.0, 50.0, 42.38095238095238)","(20.0, 50.0, 44.55555555555556)","(4.4, 5.4, 5.2)"
10-01-2023 21:08:05.737147,"(10.0, 24.0, 23.666666666666668)","(1.4, 1.59, 1.540769230769231)","(8.5, 14.0, 11.954545454545455)","(26.0, 50.0, 42.38095238095238)","(20.0, 50.0, 44.55555555555556)","(4.4, 5.4, 5.2)"
