,Writeaboutchelsea,Manoflisa,Feel The Thrill,Risky Buziness,Man Of Action Nz,Mister Woodport,Isntthatright,Whata Challenge,Handsome Harry Nz,Downtown Lucca
16-12-2022 13:43:33.504631,"(71.0, 130.0, 110.0)","(71.0, 230.0, 192.85714285714286)","(21.0, 48.0, 37.714285714285715)","(8.0, 14.0, 13.0)","(18.0, 99999, 99990)","(10.0, 19.0, 14.966666666666667)","(1.7, 1.83, 1.8050000000000002)","(15.0, 25.0, 24.142857142857142)","(11.0, 99999, 99990)","(4.8, 8.2, 7.628571428571429)"
16-12-2022 13:43:34.950382,"(71.0, 130.0, 110.0)","(71.0, 230.0, 192.85714285714286)","(21.0, 48.0, 41.45454545454545)","(8.0, 14.0, 13.25)","(18.0, 99999, 99990)","(10.0, 19.0, 15.318181818181818)","(1.7, 1.83, 1.8050000000000002)","(15.0, 25.0, 23.666666666666668)","(11.0, 99999, 99990)","(4.8, 8.2, 7.628571428571429)"
16-12-2022 13:43:36.891238,"(71.0, 130.0, 110.0)","(71.0, 230.0, 192.85714285714286)","(21.0, 48.0, 41.45454545454545)","(8.0, 14.5, 13.25)","(18.0, 99999, 99990)","(10.0, 18.5, 15.318181818181818)","(1.7, 1.83, 1.7966666666666666)","(15.0, 26.0, 23.214285714285715)","(11.0, 99999, 99990)","(4.8, 8.2, 7.628571428571429)"
16-12-2022 13:43:38.230781,"(71.0, 130.0, 110.0)","(71.0, 230.0, 192.85714285714286)","(21.0, 48.0, 38.5)","(8.0, 14.5, 13.25)","(18.0, 99999, 99990)","(10.0, 18.5, 15.5)","(1.7, 1.83, 1.783953488372093)","(15.0, 26.0, 23.166666666666668)","(11.0, 99999, 99990)","(4.8, 8.2, 7.628571428571429)"
16-12-2022 13:43:39.629275,"(71.0, 130.0, 110.0)","(71.0, 230.0, 192.85714285714286)","(21.0, 46.0, 37.4)","(8.0, 14.5, 13.25)","(18.0, 99999, 99990)","(10.0, 18.0, 15.5)","(1.7, 1.83, 1.7842857142857143)","(15.0, 25.0, 23.166666666666668)","(11.0, 99999, 99990)","(4.8, 8.2, 7.628571428571429)"
16-12-2022 13:43:41.028022,"(71.0, 130.0, 110.0)","(71.0, 230.0, 192.85714285714286)","(21.0, 50.0, 37.4)","(8.0, 14.5, 13.25)","(18.0, 99999, 99990)","(10.0, 18.0, 15.5)","(1.7, 1.82, 1.7793023255813953)","(15.0, 25.0, 23.428571428571427)","(11.0, 99999, 99990)","(4.8, 8.2, 7.628571428571429)"
16-12-2022 13:43:42.383661,"(71.0, 130.0, 110.0)","(71.0, 230.0, 192.85714285714286)","(21.0, 50.0, 44.46153846153846)","(8.0, 14.5, 15.125)","(18.0, 99999, 99990)","(10.0, 18.0, 17.4375)","(1.7, 1.81, 1.779423076923077)","(15.0, 25.0, 23.9)","(11.0, 99999, 99990)","(4.8, 8.2, 7.48)"
16-12-2022 13:43:43.764319,"(71.0, 130.0, 110.0)","(71.0, 230.0, 206.0)","(21.0, 50.0, 43.333333333333336)","(8.0, 15.5, 14.75)","(18.0, 99999, 99990)","(10.0, 18.0, 16.625)","(1.7, 1.78, 1.7733333333333334)","(15.0, 25.0, 22.5)","(11.0, 99999, 99990)","(4.8, 8.6, 7.746341463414634)"
16-12-2022 13:43:45.057709,"(71.0, 130.0, 102.0)","(71.0, 230.0, 156.66666666666666)","(21.0, 50.0, 43.45454545454545)","(8.0, 15.5, 15.1875)","(18.0, 99999, 99990)","(10.0, 17.5, 15.904761904761905)","(1.7, 1.8, 1.7875806451612903)","(15.0, 25.0, 22.77777777777778)","(11.0, 99999, 99990)","(4.8, 8.6, 7.627777777777777)"
16-12-2022 13:43:46.430723,"(71.0, 130.0, 102.0)","(71.0, 230.0, 156.66666666666666)","(21.0, 50.0, 44.705882352941174)","(8.0, 15.5, 13.75)","(18.0, 99999, 99990)","(10.0, 18.0, 16.115384615384617)","(1.7, 1.8, 1.7652631578947369)","(15.0, 25.0, 22.22222222222222)","(11.0, 99999, 99990)","(4.8, 8.6, 7.828571428571428)"
16-12-2022 13:43:47.808162,"(71.0, 130.0, 110.0)","(71.0, 230.0, 156.66666666666666)","(21.0, 50.0, 44.857142857142854)","(8.0, 15.5, 14.727272727272727)","(18.0, 99999, 99990)","(10.0, 18.0, 16.115384615384617)","(1.7, 1.8, 1.7458536585365854)","(15.0, 25.0, 22.916666666666668)","(11.0, 99999, 99990)","(4.8, 8.4, 7.828571428571428)"
16-12-2022 13:43:49.287266,"(71.0, 130.0, 110.0)","(71.0, 230.0, 156.66666666666666)","(21.0, 50.0, 44.857142857142854)","(8.0, 16.0, 14.0)","(18.0, 99999, 99990)","(10.0, 18.0, 16.115384615384617)","(1.7, 1.8, 1.7146153846153847)","(15.0, 25.0, 22.916666666666668)","(11.0, 99999, 99990)","(4.8, 8.4, 7.872727272727272)"
16-12-2022 13:43:50.928995,"(71.0, 130.0, 110.0)","(71.0, 230.0, 156.66666666666666)","(21.0, 50.0, 44.857142857142854)","(8.0, 16.0, 14.285714285714285)","(18.0, 99999, 99990)","(10.0, 18.0, 16.366666666666667)","(1.7, 1.8, 1.712)","(15.0, 25.0, 21.666666666666668)","(11.0, 99999, 99990)","(4.8, 8.6, 8.035294117647059)"
16-12-2022 13:43:52.658318,"(71.0, 130.0, 110.0)","(71.0, 230.0, 156.66666666666666)","(21.0, 50.0, 44.857142857142854)","(8.0, 16.0, 14.909090909090908)","(18.0, 99999, 99990)","(10.0, 18.0, 16.115384615384617)","(1.7, 1.73, 1.7628947368421053)","(15.0, 25.0, 22.916666666666668)","(11.0, 99999, 99990)","(4.8, 8.6, 8.125925925925925)"
16-12-2022 13:43:53.951226,"(71.0, 130.0, 110.0)","(71.0, 230.0, 156.66666666666666)","(21.0, 50.0, 44.18181818181818)","(8.0, 16.0, 12.8)","(18.0, 99999, 99990)","(10.0, 18.0, 16.115384615384617)","(1.7, 1.78, 1.7936842105263158)","(15.0, 25.0, 22.916666666666668)","(11.0, 99999, 99990)","(4.8, 8.6, 7.71111111111111)"
16-12-2022 13:43:55.374654,"(71.0, 130.0, 110.0)","(71.0, 230.0, 156.66666666666666)","(21.0, 50.0, 44.285714285714285)","(8.0, 16.0, 14.0)","(18.0, 99999, 99990)","(10.0, 18.0, 16.25)","(1.7, 1.8, 1.7984810126582278)","(15.0, 25.0, 22.916666666666668)","(11.0, 99999, 99990)","(4.8, 8.6, 7.84)"
16-12-2022 13:43:56.926740,"(71.0, 130.0, 110.0)","(71.0, 230.0, 156.66666666666666)","(21.0, 50.0, 43.529411764705884)","(8.0, 16.0, 14.8)","(18.0, 99999, 99990)","(10.0, 18.0, 16.115384615384617)","(1.7, 1.8, 1.776842105263158)","(15.0, 25.0, 22.916666666666668)","(11.0, 99999, 99990)","(4.8, 8.6, 7.872727272727272)"
16-12-2022 13:43:58.375966,"(71.0, 130.0, 110.0)","(71.0, 230.0, 156.66666666666666)","(21.0, 50.0, 43.6)","(8.0, 16.0, 16.125)","(18.0, 99999, 99990)","(10.0, 17.5, 16.25)","(1.7, 1.79, 1.7864285714285715)","(15.0, 25.0, 19.548780487804876)","(11.0, 99999, 99990)","(4.8, 8.6, 8.125925925925925)"
16-12-2022 13:43:59.815722,"(71.0, 130.0, 102.0)","(71.0, 230.0, 156.66666666666666)","(21.0, 50.0, 45.2)","(8.0, 16.5, 14.90909090909091)","(18.0, 99999, 99990)","(10.0, 17.5, 16.0)","(1.7, 1.79, 1.785945945945946)","(15.0, 20.0, 19.548780487804876)","(11.0, 99999, 99990)","(4.8, 8.6, 7.872727272727272)"
16-12-2022 13:44:01.250474,"(71.0, 130.0, 110.0)","(71.0, 230.0, 156.66666666666666)","(21.0, 50.0, 45.2)","(8.0, 16.5, 14.90909090909091)","(18.0, 99999, 99990)","(10.0, 17.5, 16.5)","(1.7, 1.79, 1.782857142857143)","(15.0, 20.0, 19.548780487804876)","(11.0, 99999, 99990)","(4.8, 8.6, 7.84)"
16-12-2022 13:44:02.665544,"(71.0, 130.0, 110.0)","(71.0, 230.0, 156.66666666666666)","(21.0, 50.0, 45.2)","(8.0, 16.5, 15.333333333333334)","(18.0, 99999, 99990)","(10.0, 17.5, 16.5)","(1.7, 1.79, 1.782857142857143)","(15.0, 20.0, 18.678571428571427)","(11.0, 99999, 99990)","(4.8, 8.6, 7.84)"
16-12-2022 13:44:04.072773,"(71.0, 130.0, 110.0)","(71.0, 230.0, 156.66666666666666)","(21.0, 50.0, 45.2)","(8.0, 16.5, 15.363636363636363)","(18.0, 99999, 99990)","(10.0, 17.5, 16.5)","(1.7, 1.79, 1.782857142857143)","(15.0, 20.0, 18.944444444444443)","(11.0, 99999, 99990)","(4.8, 8.6, 8.133333333333333)"
16-12-2022 13:44:05.538843,"(71.0, 130.0, 110.0)","(71.0, 230.0, 156.66666666666666)","(21.0, 50.0, 46.0)","(8.0, 16.5, 15.363636363636363)","(18.0, 99999, 99990)","(10.0, 17.5, 16.5)","(1.7, 1.79, 1.7733333333333334)","(15.0, 19.5, 18.944444444444443)","(11.0, 99999, 99990)","(4.8, 8.4, 8.133333333333333)"
16-12-2022 13:44:06.979323,"(71.0, 130.0, 110.0)","(71.0, 230.0, 153.33333333333334)","(21.0, 50.0, 44.92307692307692)","(8.0, 16.5, 15.285714285714285)","(18.0, 99999, 99990)","(10.0, 17.5, 16.5)","(1.7, 1.79, 1.7733333333333334)","(15.0, 19.5, 18.944444444444443)","(11.0, 99999, 99990)","(4.8, 8.4, 8.133333333333333)"
16-12-2022 13:44:08.312498,"(71.0, 130.0, 110.0)","(71.0, 220.0, 153.33333333333334)","(21.0, 50.0, 45.2)","(8.0, 15.5, 15.285714285714285)","(18.0, 99999, 99990)","(10.0, 17.5, 16.5)","(1.7, 1.79, 1.7875)","(15.0, 19.5, 18.535714285714285)","(11.0, 99999, 99990)","(4.8, 8.4, 7.8)"
16-12-2022 13:44:09.524132,"(71.0, 130.0, 102.0)","(71.0, 220.0, 153.33333333333334)","(21.0, 50.0, 45.2)","(8.0, 15.5, 15.285714285714285)","(18.0, 99999, 99990)","(10.0, 17.5, 16.5)","(1.7, 1.79, 1.7873214285714285)","(15.0, 19.5, 18.535714285714285)","(11.0, 99999, 99990)","(4.8, 8.4, 7.969230769230769)"
16-12-2022 13:44:10.750304,"(71.0, 130.0, 102.0)","(71.0, 210.0, 150.0)","(21.0, 50.0, 45.2)","(8.0, 15.5, 15.285714285714285)","(18.0, 99999, 99990)","(10.0, 17.5, 16.681818181818183)","(1.7, 1.79, 1.7873214285714285)","(15.0, 19.5, 18.535714285714285)","(11.0, 99999, 99990)","(4.8, 8.4, 8.280000000000001)"
16-12-2022 13:44:12.042601,"(71.0, 130.0, 102.0)","(71.0, 210.0, 150.0)","(21.0, 50.0, 46.30769230769231)","(8.0, 15.5, 15.285714285714285)","(18.0, 99999, 99990)","(10.0, 17.5, 16.5)","(1.7, 1.79, 1.7855882352941177)","(15.0, 19.5, 18.576923076923077)","(11.0, 99999, 99990)","(4.8, 8.4, 8.22)"
16-12-2022 13:44:13.230709,"(61.0, 130.0, 102.0)","(71.0, 210.0, 150.0)","(21.0, 50.0, 46.30769230769231)","(8.0, 15.5, 15.285714285714285)","(18.0, 99999, 99990)","(11.0, 17.5, 16.25)","(1.7, 1.79, 1.7855882352941177)","(15.0, 19.5, 18.576923076923077)","(11.0, 99999, 99990)","(5.0, 8.4, 8.22)"
16-12-2022 13:44:14.619058,"(61.0, 130.0, 102.0)","(71.0, 210.0, 150.0)","(21.0, 50.0, 46.30769230769231)","(8.0, 15.5, 15.285714285714285)","(18.0, 99999, 99990)","(11.0, 17.5, 16.5)","(1.7, 1.79, 1.7974193548387096)","(15.0, 19.5, 18.576923076923077)","(11.0, 99999, 99990)","(5.0, 8.4, 8.22)"
16-12-2022 13:44:15.888019,"(61.0, 130.0, 102.0)","(71.0, 210.0, 150.0)","(21.0, 50.0, 46.30769230769231)","(8.0, 15.5, 14.0)","(18.0, 99999, 99990)","(11.0, 17.5, 18.0)","(1.7, 1.8, 1.7989285714285714)","(15.0, 19.5, 18.1)","(11.0, 99999, 99990)","(5.0, 8.4, 7.8)"
16-12-2022 13:44:17.352366,"(61.0, 130.0, 102.0)","(71.0, 210.0, 150.0)","(21.0, 50.0, 46.30769230769231)","(8.0, 16.0, 14.541666666666668)","(18.0, 99999, 99990)","(11.0, 19.0, 17.75)","(1.7, 1.8, 1.7987878787878788)","(15.0, 19.0, 17.5)","(11.0, 99999, 99990)","(5.0, 8.4, 8.166666666666666)"
16-12-2022 13:44:18.662665,"(61.0, 130.0, 102.0)","(71.0, 210.0, 150.0)","(21.0, 50.0, 46.30769230769231)","(8.0, 16.0, 13.9)","(18.0, 99999, 99990)","(11.0, 19.0, 17.75)","(1.7, 1.8, 1.8051351351351352)","(15.0, 19.0, 17.26923076923077)","(11.0, 99999, 99990)","(5.0, 8.4, 7.92)"
16-12-2022 13:44:19.934244,"(61.0, 130.0, 110.0)","(71.0, 210.0, 190.0)","(21.0, 50.0, 46.30769230769231)","(8.0, 16.0, 13.9)","(18.0, 99999, 99990)","(11.0, 19.0, 17.75)","(1.7, 1.81, 1.800769230769231)","(15.0, 19.0, 17.26923076923077)","(11.0, 99999, 99990)","(5.0, 8.4, 7.92)"
16-12-2022 13:44:21.249098,"(61.0, 130.0, 110.0)","(71.0, 210.0, 190.0)","(21.0, 50.0, 46.30769230769231)","(8.0, 16.0, 13.9)","(18.0, 99999, 99990)","(11.0, 19.0, 18.0625)","(1.7, 1.81, 1.800769230769231)","(15.0, 19.0, 17.928571428571427)","(11.0, 99999, 99990)","(5.0, 8.4, 7.777777777777778)"
16-12-2022 13:44:22.566635,"(61.0, 130.0, 110.0)","(71.0, 210.0, 190.0)","(21.0, 50.0, 46.30769230769231)","(8.0, 16.0, 13.9)","(18.0, 99999, 99990)","(11.0, 19.0, 18.0625)","(1.7, 1.81, 1.800769230769231)","(15.0, 19.0, 18.0)","(11.0, 99999, 99990)","(5.0, 8.4, 7.777777777777778)"
16-12-2022 13:44:23.748767,"(61.0, 130.0, 110.0)","(71.0, 210.0, 190.0)","(21.0, 50.0, 46.30769230769231)","(8.0, 16.0, 13.9)","(18.0, 99999, 99990)","(11.0, 19.0, 18.0625)","(1.7, 1.81, 1.800769230769231)","(15.0, 19.0, 18.25)","(11.0, 99999, 99990)","(5.0, 8.4, 7.661538461538461)"
16-12-2022 13:44:24.965347,"(61.0, 130.0, 110.0)","(71.0, 210.0, 190.0)","(21.0, 50.0, 46.30769230769231)","(8.0, 16.0, 13.9)","(18.0, 99999, 99990)","(11.0, 19.0, 18.0625)","(1.7, 1.81, 1.800769230769231)","(15.0, 19.0, 18.25)","(11.0, 99999, 99990)","(5.0, 8.4, 7.618181818181818)"
16-12-2022 13:44:26.275647,"(61.0, 130.0, 110.0)","(71.0, 210.0, 190.0)","(21.0, 50.0, 46.30769230769231)","(8.0, 16.0, 13.9)","(18.0, 99999, 99990)","(11.0, 19.0, 18.0625)","(1.7, 1.81, 1.800769230769231)","(15.0, 19.0, 18.25)","(11.0, 99999, 99990)","(5.0, 8.4, 7.619512195121951)"
16-12-2022 13:44:27.610609,"(61.0, 130.0, 110.0)","(71.0, 210.0, 190.0)","(21.0, 50.0, 46.30769230769231)","(8.0, 16.0, 13.9)","(18.0, 99999, 99990)","(11.0, 19.0, 17.636363636363637)","(1.7, 1.81, 1.800769230769231)","(15.0, 19.0, 18.0625)","(11.0, 99999, 99990)","(5.0, 8.4, 7.619512195121951)"
16-12-2022 13:44:28.918370,"(61.0, 130.0, 110.0)","(71.0, 210.0, 187.77777777777777)","(21.0, 50.0, 46.30769230769231)","(8.0, 16.0, 13.9)","(18.0, 99999, 99990)","(11.0, 19.0, 17.636363636363637)","(1.7, 1.81, 1.8326666666666667)","(15.0, 19.0, 17.46153846153846)","(11.0, 99999, 99990)","(5.0, 8.4, 7.619512195121951)"
16-12-2022 13:44:30.116259,"(61.0, 130.0, 110.0)","(71.0, 210.0, 187.77777777777777)","(21.0, 50.0, 46.30769230769231)","(8.0, 16.0, 13.9)","(18.0, 99999, 99990)","(11.0, 19.0, 18.57142857142857)","(1.7, 1.87, 1.7537931034482759)","(15.0, 18.5, 17.6)","(11.0, 99999, 99990)","(5.0, 8.4, 7.688888888888888)"
16-12-2022 13:44:31.293804,"(61.0, 130.0, 110.0)","(71.0, 210.0, 190.0)","(21.0, 50.0, 46.30769230769231)","(8.0, 16.0, 14.941176470588236)","(18.0, 99999, 99990)","(11.0, 19.0, 18.583333333333332)","(1.7, 1.79, 1.7714432989690723)","(15.0, 18.5, 17.214285714285715)","(11.0, 99999, 99990)","(5.0, 8.4, 7.938461538461539)"
16-12-2022 13:44:32.521689,"(61.0, 130.0, 102.0)","(71.0, 210.0, 150.0)","(21.0, 50.0, 46.30769230769231)","(8.0, 16.0, 14.846153846153847)","(18.0, 99999, 99990)","(11.0, 19.0, 18.333333333333332)","(1.7, 1.79, 1.7714432989690723)","(15.0, 18.5, 17.0)","(11.0, 99999, 99990)","(5.0, 8.4, 7.929411764705883)"
16-12-2022 13:44:33.809295,"(61.0, 130.0, 102.0)","(71.0, 210.0, 168.46153846153845)","(21.0, 50.0, 45.285714285714285)","(8.0, 16.0, 13.0)","(18.0, 99999, 99990)","(11.0, 19.0, 18.75)","(1.7, 1.79, 1.747843137254902)","(15.0, 18.5, 17.375)","(11.0, 99999, 99990)","(5.0, 8.4, 7.628571428571429)"
16-12-2022 13:44:35.282915,"(61.0, 130.0, 102.0)","(71.0, 210.0, 163.84615384615384)","(21.0, 50.0, 42.0)","(8.0, 16.0, 14.764705882352942)","(18.0, 99999, 99990)","(11.0, 19.0, 18.333333333333332)","(1.7, 1.79, 1.7687128712871287)","(15.0, 18.5, 17.0)","(11.0, 99999, 99990)","(5.0, 8.2, 7.8)"
16-12-2022 13:44:36.593753,"(61.0, 130.0, 102.0)","(71.0, 210.0, 163.84615384615384)","(21.0, 50.0, 42.0)","(8.0, 16.0, 14.384615384615385)","(18.0, 99999, 99990)","(11.0, 19.0, 18.785714285714285)","(1.7, 1.79, 1.7651546391752577)","(15.0, 18.5, 17.681818181818183)","(11.0, 99999, 99990)","(5.0, 8.2, 7.7555555555555555)"
16-12-2022 13:44:37.759069,"(61.0, 130.0, 102.0)","(71.0, 210.0, 132.85714285714286)","(21.0, 50.0, 44.18181818181818)","(8.0, 16.0, 14.615384615384615)","(18.0, 99999, 99990)","(11.0, 19.0, 19.666666666666668)","(1.7, 1.78, 1.7592307692307692)","(15.0, 18.5, 17.9)","(11.0, 99999, 99990)","(5.0, 8.2, 7.333333333333333)"
16-12-2022 13:44:39.212533,"(61.0, 130.0, 110.0)","(71.0, 210.0, 161.42857142857144)","(21.0, 50.0, 47.333333333333336)","(8.0, 16.0, 14.166666666666666)","(18.0, 99999, 99990)","(11.0, 23.0, 20.09090909090909)","(1.7, 1.79, 1.773157894736842)","(15.0, 18.5, 17.70408163265306)","(11.0, 99999, 99990)","(5.0, 8.0, 7.68)"
16-12-2022 13:44:40.691641,"(61.0, 130.0, 110.0)","(71.0, 200.0, 174.0)","(26.0, 50.0, 47.333333333333336)","(8.5, 15.5, 14.166666666666666)","(18.0, 99999, 99990)","(12.0, 22.0, 18.727272727272727)","(1.65, 1.79, 1.7760869565217392)","(16.0, 20.0, 17.75)","(11.0, 99999, 99990)","(5.0, 8.0, 7.542857142857143)"
16-12-2022 13:44:42.023914,"(71.0, 130.0, 110.0)","(71.0, 190.0, 136.66666666666666)","(26.0, 50.0, 47.333333333333336)","(8.5, 15.5, 14.166666666666666)","(18.0, 99999, 99990)","(12.0, 22.0, 18.727272727272727)","(1.65, 1.79, 1.7760869565217392)","(16.0, 20.0, 17.77173913043478)","(11.0, 99999, 99990)","(5.0, 8.0, 7.542857142857143)"
16-12-2022 13:44:43.350174,"(71.0, 130.0, 110.0)","(71.0, 190.0, 136.66666666666666)","(26.0, 50.0, 47.333333333333336)","(8.5, 15.5, 14.166666666666666)","(18.0, 99999, 99990)","(12.0, 22.0, 18.727272727272727)","(1.65, 1.79, 1.7766666666666666)","(16.0, 20.0, 17.55952380952381)","(11.0, 99999, 99990)","(5.0, 8.0, 7.68)"
16-12-2022 13:44:44.551331,"(71.0, 130.0, 110.0)","(71.0, 190.0, 136.66666666666666)","(26.0, 50.0, 46.57142857142857)","(8.5, 15.5, 14.166666666666666)","(18.0, 99999, 99990)","(12.0, 22.0, 19.75)","(1.65, 1.81, 1.7529761904761905)","(16.0, 20.0, 17.55952380952381)","(11.0, 99999, 99990)","(5.0, 8.0, 7.68)"
16-12-2022 13:44:45.743877,"(71.0, 130.0, 110.0)","(71.0, 190.0, 136.66666666666666)","(26.0, 50.0, 46.57142857142857)","(8.5, 15.5, 14.166666666666666)","(18.0, 99999, 99990)","(12.0, 22.0, 19.75)","(1.65, 1.8, 1.8122222222222222)","(16.0, 20.0, 17.55952380952381)","(11.0, 99999, 99990)","(5.0, 8.0, 6.1)"
16-12-2022 13:44:46.950391,"(71.0, 130.0, 110.0)","(71.0, 190.0, 136.66666666666666)","(26.0, 50.0, 46.57142857142857)","(8.5, 15.5, 14.5)","(18.0, 99999, 99990)","(12.0, 22.0, 18.88888888888889)","(1.65, 1.82, 1.8562264150943397)","(16.0, 20.0, 18.217391304347824)","(11.0, 99999, 99990)","(5.0, 7.2, 6.507692307692308)"
16-12-2022 13:44:48.290453,"(71.0, 130.0, 102.0)","(71.0, 190.0, 136.66666666666666)","(26.0, 50.0, 46.57142857142857)","(8.5, 15.5, 13.653846153846153)","(18.0, 99999, 99990)","(12.0, 22.0, 19.46153846153846)","(1.65, 1.86, 1.7817073170731708)","(16.0, 20.0, 22.88157894736842)","(11.0, 99999, 99990)","(5.0, 7.2, 6.640000000000001)"
16-12-2022 13:44:49.644114,"(71.0, 130.0, 102.0)","(71.0, 190.0, 136.66666666666666)","(26.0, 50.0, 46.57142857142857)","(8.5, 15.5, 13.9)","(18.0, 99999, 99990)","(12.0, 21.0, 18.857142857142858)","(1.65, 1.85, 1.8123076923076924)","(16.0, 23.0, 22.884615384615383)","(11.0, 99999, 99990)","(5.0, 7.0, 6.507692307692308)"
16-12-2022 13:44:50.941417,"(71.0, 130.0, 112.22222222222223)","(71.0, 190.0, 136.66666666666666)","(26.0, 50.0, 46.57142857142857)","(8.5, 15.5, 13.9)","(18.0, 99999, 99990)","(12.0, 21.0, 18.857142857142858)","(1.65, 1.84, 1.842857142857143)","(16.0, 23.0, 22.884615384615383)","(11.0, 99999, 99990)","(5.0, 7.0, 6.507692307692308)"
16-12-2022 13:44:52.231475,"(71.0, 130.0, 112.22222222222223)","(71.0, 190.0, 136.66666666666666)","(26.0, 50.0, 46.57142857142857)","(8.5, 15.5, 13.9)","(18.0, 99999, 99990)","(12.0, 21.0, 18.857142857142858)","(1.65, 1.86, 1.850769230769231)","(16.0, 23.0, 22.884615384615383)","(11.0, 99999, 99990)","(5.0, 7.0, 6.507692307692308)"
16-12-2022 13:44:53.502184,"(71.0, 130.0, 112.22222222222223)","(71.0, 190.0, 136.66666666666666)","(26.0, 50.0, 46.57142857142857)","(8.5, 15.5, 13.9)","(18.0, 99999, 99990)","(12.0, 21.0, 18.4)","(1.65, 1.86, 1.850769230769231)","(16.0, 23.0, 25.5)","(11.0, 99999, 99990)","(5.0, 7.0, 6.507692307692308)"
16-12-2022 13:44:54.825181,"(71.0, 130.0, 112.22222222222223)","(71.0, 190.0, 136.66666666666666)","(26.0, 50.0, 46.57142857142857)","(8.5, 15.5, 13.9)","(18.0, 99999, 99990)","(12.0, 20.0, 18.4)","(1.65, 1.86, 1.8057657657657658)","(16.0, 29.0, 26.0)","(11.0, 99999, 99990)","(5.0, 7.0, 6.7405405405405405)"
16-12-2022 13:44:56.118776,"(71.0, 130.0, 106.66666666666667)","(71.0, 190.0, 136.66666666666666)","(26.0, 50.0, 46.57142857142857)","(8.5, 15.5, 13.9)","(18.0, 99999, 99990)","(12.0, 20.0, 18.428571428571427)","(1.65, 1.88, 1.871953125)","(16.0, 29.0, 26.0)","(11.0, 99999, 99990)","(5.0, 7.0, 6.6173913043478265)"
16-12-2022 13:44:57.410290,"(71.0, 130.0, 106.66666666666667)","(71.0, 190.0, 136.66666666666666)","(26.0, 50.0, 44.666666666666664)","(8.5, 15.5, 13.9)","(18.0, 99999, 99990)","(12.0, 19.5, 18.428571428571427)","(1.65, 1.88, 1.8257894736842106)","(16.0, 29.0, 26.0)","(11.0, 99999, 99990)","(5.0, 7.0, 6.2)"
16-12-2022 13:44:58.690679,"(71.0, 130.0, 106.66666666666667)","(71.0, 190.0, 136.66666666666666)","(26.0, 50.0, 44.666666666666664)","(8.5, 15.5, 13.9)","(18.0, 99999, 99990)","(12.0, 19.5, 18.428571428571427)","(1.65, 1.88, 1.832093023255814)","(16.0, 29.0, 26.0)","(11.0, 99999, 99990)","(5.0, 7.0, 6.2)"
16-12-2022 13:44:59.984546,"(71.0, 130.0, 106.66666666666667)","(71.0, 190.0, 136.66666666666666)","(26.0, 50.0, 44.666666666666664)","(8.5, 15.5, 13.9)","(18.0, 99999, 99990)","(12.0, 19.5, 18.428571428571427)","(1.65, 1.88, 1.829375)","(16.0, 29.0, 27.0)","(11.0, 99999, 99990)","(5.0, 7.0, 6.4399999999999995)"
16-12-2022 13:45:01.245907,"(71.0, 130.0, 106.66666666666667)","(71.0, 190.0, 136.66666666666666)","(26.0, 50.0, 44.666666666666664)","(8.5, 15.5, 13.9)","(18.0, 99999, 99990)","(12.0, 19.5, 18.428571428571427)","(1.65, 1.87, 1.8295744680851065)","(16.0, 29.0, 27.0)","(11.0, 99999, 99990)","(5.0, 6.8, 6.4399999999999995)"
16-12-2022 13:45:02.502698,"(71.0, 130.0, 106.66666666666667)","(71.0, 190.0, 136.66666666666666)","(26.0, 50.0, 44.666666666666664)","(8.5, 15.5, 13.9)","(18.0, 99999, 99990)","(12.0, 19.5, 18.428571428571427)","(1.65, 1.87, 1.8251923076923078)","(16.0, 29.0, 27.0)","(11.0, 99999, 99990)","(5.0, 6.8, 6.4399999999999995)"
16-12-2022 13:45:03.747619,"(71.0, 130.0, 106.66666666666667)","(71.0, 190.0, 136.66666666666666)","(26.0, 50.0, 44.666666666666664)","(8.5, 15.5, 13.9)","(18.0, 99999, 99990)","(12.0, 19.5, 19.325581395348838)","(1.65, 1.87, 1.8491891891891892)","(16.0, 29.0, 26.0)","(11.0, 99999, 99990)","(5.0, 6.8, 6.32)"
16-12-2022 13:45:04.981401,"(71.0, 130.0, 106.66666666666667)","(71.0, 190.0, 136.66666666666666)","(26.0, 50.0, 44.666666666666664)","(8.5, 15.5, 13.9)","(18.0, 99999, 99990)","(12.0, 19.5, 19.325581395348838)","(1.65, 1.86, 1.7812727272727273)","(16.0, 29.0, 26.0)","(11.0, 99999, 99990)","(5.0, 6.6, 6.54)"
16-12-2022 13:45:06.171339,"(71.0, 130.0, 106.66666666666667)","(71.0, 190.0, 136.66666666666666)","(26.0, 50.0, 44.666666666666664)","(8.5, 15.5, 14.0625)","(18.0, 99999, 99990)","(12.0, 19.5, 21.714285714285715)","(1.65, 1.8, 1.782)","(16.0, 29.0, 26.0)","(11.0, 99999, 99990)","(5.0, 6.6, 6.636363636363637)"
16-12-2022 13:45:07.451314,"(71.0, 130.0, 106.66666666666667)","(71.0, 190.0, 136.66666666666666)","(26.0, 50.0, 44.666666666666664)","(8.5, 15.0, 14.0625)","(18.0, 99999, 99990)","(12.0, 23.0, 20.0)","(1.65, 1.79, 1.7855555555555556)","(16.0, 29.0, 25.428571428571427)","(11.0, 99999, 99990)","(5.0, 7.0, 6.611111111111111)"
