,Alicah,So Sudden,Long Shadow,Ruff Shot,Blackpool Ryan,Xylan Bale
07-12-2022 13:37:45.553599,"(3.8, 4.7, 4.366666666666666)","(8.0, 14.0, 12.017241379310345)","(21.0, 65.0, 53.54545454545455)","(3.8, 5.5, 5.320833333333333)","(3.3, 3.65, 3.341176470588235)","(4.0, 4.8, 4.794339622641509)"
07-12-2022 13:37:46.636403,"(3.8, 4.7, 4.366666666666666)","(8.0, 14.0, 12.017241379310345)","(21.0, 65.0, 53.54545454545455)","(3.8, 5.5, 5.320833333333333)","(3.3, 3.65, 3.411363636363636)","(4.0, 4.8, 4.794339622641509)"
07-12-2022 13:37:47.611885,"(3.8, 4.7, 4.366666666666666)","(8.0, 14.0, 12.017241379310345)","(21.0, 65.0, 53.54545454545455)","(3.8, 5.5, 5.320833333333333)","(3.3, 3.65, 3.341176470588235)","(4.0, 4.8, 4.7894736842105265)"
07-12-2022 13:37:48.620119,"(3.8, 4.7, 4.366666666666666)","(8.0, 13.5, 12.7)","(21.0, 65.0, 53.54545454545455)","(3.6, 5.5, 5.320833333333333)","(3.5, 3.65, 3.341176470588235)","(4.0, 4.9, 4.866666666666667)"
07-12-2022 13:37:49.656941,"(3.8, 4.7, 4.366666666666666)","(8.0, 13.5, 11.852941176470589)","(21.0, 65.0, 49.666666666666664)","(3.6, 5.5, 5.320833333333333)","(3.5, 3.65, 3.341176470588235)","(4.0, 4.9, 4.866666666666667)"
07-12-2022 13:37:50.650377,"(3.8, 4.7, 4.366666666666666)","(8.0, 13.5, 11.852941176470589)","(21.0, 65.0, 49.666666666666664)","(3.6, 5.5, 5.320833333333333)","(3.5, 3.65, 3.411363636363636)","(4.0, 4.9, 4.866666666666667)"
07-12-2022 13:37:51.669879,"(3.8, 4.7, 4.366666666666666)","(8.0, 13.5, 11.852941176470589)","(21.0, 65.0, 53.54545454545455)","(3.6, 5.5, 5.320833333333333)","(3.5, 3.65, 3.411363636363636)","(4.0, 4.9, 4.866666666666667)"
07-12-2022 13:37:52.652080,"(3.8, 4.7, 4.366666666666666)","(8.0, 13.5, 11.852941176470589)","(21.0, 65.0, 53.54545454545455)","(3.8, 5.5, 5.320833333333333)","(3.2, 3.65, 3.341176470588235)","(4.0, 4.9, 4.876)"
07-12-2022 13:37:53.659059,"(3.8, 4.7, 4.366666666666666)","(8.0, 13.5, 11.852941176470589)","(21.0, 90.0, 76.85714285714286)","(3.8, 5.5, 5.320833333333333)","(3.2, 3.65, 3.341176470588235)","(4.0, 4.9, 4.876)"
07-12-2022 13:37:54.683518,"(3.8, 4.7, 4.436842105263158)","(8.0, 13.5, 11.852941176470589)","(21.0, 85.0, 49.166666666666664)","(3.8, 5.5, 5.320833333333333)","(3.2, 3.65, 3.341176470588235)","(4.0, 4.9, 4.876)"
07-12-2022 13:37:55.687152,"(3.8, 4.7, 4.436842105263158)","(8.0, 13.5, 11.852941176470589)","(21.0, 85.0, 46.60714285714286)","(3.8, 5.5, 5.320833333333333)","(3.2, 3.65, 3.411363636363636)","(4.0, 4.9, 4.983333333333333)"
07-12-2022 13:37:56.677164,"(3.8, 4.7, 4.436842105263158)","(8.0, 13.5, 11.852941176470589)","(21.0, 85.0, 46.60714285714286)","(3.8, 5.5, 5.320833333333333)","(3.2, 3.65, 3.411363636363636)","(4.0, 5.0, 4.983333333333333)"
07-12-2022 13:37:57.584293,"(3.8, 4.7, 4.491666666666666)","(8.0, 13.5, 11.852941176470589)","(21.0, 85.0, 47.93103448275862)","(3.8, 5.5, 5.320833333333333)","(3.2, 3.65, 3.341176470588235)","(4.0, 5.0, 4.983333333333333)"
07-12-2022 13:37:58.617297,"(3.8, 4.7, 4.491666666666666)","(8.0, 13.5, 11.852941176470589)","(21.0, 80.0, 56.0)","(3.8, 5.5, 5.320833333333333)","(3.2, 3.6, 3.346153846153846)","(4.0, 5.0, 4.983333333333333)"
07-12-2022 13:37:59.710495,"(3.8, 4.7, 4.491666666666666)","(8.0, 13.5, 11.852941176470589)","(21.0, 75.0, 59.5)","(3.8, 5.5, 5.320833333333333)","(3.2, 3.6, 3.4105263157894736)","(4.0, 5.0, 4.983333333333333)"
07-12-2022 13:38:00.652150,"(3.8, 4.7, 4.491666666666666)","(8.0, 13.5, 11.852941176470589)","(21.0, 75.0, 59.5)","(3.8, 5.5, 5.320833333333333)","(3.2, 3.6, 3.3428571428571425)","(4.0, 5.0, 4.983333333333333)"
07-12-2022 13:38:01.695190,"(3.8, 4.7, 4.513953488372093)","(8.0, 13.5, 11.852941176470589)","(21.0, 75.0, 59.5)","(3.8, 5.5, 5.320833333333333)","(3.2, 3.6, 3.3428571428571425)","(4.0, 5.0, 4.983333333333333)"
07-12-2022 13:38:02.787650,"(3.8, 4.7, 4.491666666666666)","(8.0, 13.5, 11.852941176470589)","(21.0, 75.0, 59.5)","(3.8, 5.5, 5.320833333333333)","(3.2, 3.6, 3.4105263157894736)","(4.0, 5.0, 4.983333333333333)"
07-12-2022 13:38:03.793633,"(3.8, 4.7, 4.491666666666666)","(8.0, 13.5, 11.852941176470589)","(21.0, 75.0, 59.5)","(3.8, 5.5, 5.320833333333333)","(3.2, 3.6, 3.3428571428571425)","(4.0, 5.0, 4.983333333333333)"
07-12-2022 13:38:04.757327,"(3.8, 4.7, 4.491666666666666)","(8.0, 13.5, 11.852941176470589)","(21.0, 70.0, 57.0)","(3.8, 5.5, 5.320833333333333)","(3.2, 3.6, 3.3428571428571425)","(4.0, 5.0, 4.983333333333333)"
07-12-2022 13:38:05.791038,"(3.8, 4.7, 4.491666666666666)","(8.0, 13.5, 11.852941176470589)","(21.0, 70.0, 57.0)","(3.8, 5.5, 5.320833333333333)","(3.2, 3.6, 3.3428571428571425)","(4.0, 5.0, 4.983333333333333)"
07-12-2022 13:38:06.823980,"(3.8, 4.7, 4.491666666666666)","(8.0, 13.5, 11.852941176470589)","(21.0, 70.0, 57.0)","(3.8, 5.5, 5.320833333333333)","(3.2, 3.6, 3.4105263157894736)","(4.0, 5.0, 4.983333333333333)"
07-12-2022 13:38:07.808259,"(3.8, 4.7, 4.491666666666666)","(8.0, 13.5, 11.852941176470589)","(21.0, 70.0, 57.0)","(3.8, 5.5, 5.320833333333333)","(3.2, 3.6, 3.4105263157894736)","(4.0, 5.0, 4.983333333333333)"
07-12-2022 13:38:08.969549,"(3.8, 4.8, 4.695833333333333)","(8.0, 13.5, 11.852941176470589)","(21.0, 70.0, 60.0)","(3.8, 5.5, 5.320833333333333)","(3.2, 3.6, 3.3625)","(4.0, 5.0, 4.976923076923077)"
07-12-2022 13:38:10.199678,"(3.8, 4.8, 4.505263157894737)","(8.0, 13.5, 11.852941176470589)","(21.0, 80.0, 60.0)","(3.8, 5.5, 5.320833333333333)","(3.5, 3.55, 3.5364864864864862)","(4.0, 5.0, 5.028205128205128)"
07-12-2022 13:38:11.260324,"(3.8, 4.8, 4.556521739130435)","(8.0, 13.5, 11.852941176470589)","(21.0, 80.0, 60.0)","(3.6, 5.5, 5.320833333333333)","(3.5, 3.55, 3.5421052631578944)","(4.0, 5.1, 5.028205128205128)"
07-12-2022 13:38:12.297708,"(3.8, 4.8, 4.6)","(8.0, 13.5, 12.736363636363636)","(21.0, 80.0, 60.0)","(3.6, 5.5, 5.23125)","(3.5, 3.55, 3.5421052631578944)","(4.0, 5.1, 5.028205128205128)"
07-12-2022 13:38:13.373689,"(3.8, 4.8, 4.526415094339622)","(8.0, 13.5, 12.54)","(21.0, 80.0, 60.0)","(3.6, 5.5, 5.25)","(3.5, 3.55, 3.5933333333333333)","(4.0, 5.1, 4.96875)"
07-12-2022 13:38:14.540780,"(3.8, 4.8, 4.4282051282051285)","(8.0, 13.5, 12.628378378378379)","(21.0, 80.0, 60.0)","(3.6, 5.4, 5.271428571428571)","(3.5, 3.6, 3.5871794871794873)","(4.0, 5.1, 4.909090909090909)"
07-12-2022 13:38:15.704823,"(3.8, 4.7, 4.554545454545455)","(8.0, 13.5, 12.628378378378379)","(21.0, 80.0, 60.0)","(3.6, 5.4, 5.235714285714286)","(3.5, 3.6, 3.5910714285714285)","(4.0, 5.1, 5.0249999999999995)"
07-12-2022 13:38:16.791895,"(3.8, 4.7, 4.480645161290322)","(8.0, 13.5, 12.628378378378379)","(21.0, 80.0, 60.0)","(3.8, 5.4, 5.220833333333333)","(3.3, 3.65, 3.598076923076923)","(4.0, 5.1, 5.060377358490566)"
07-12-2022 13:38:17.927060,"(3.8, 4.7, 4.46)","(8.0, 13.5, 12.628378378378379)","(21.0, 80.0, 60.0)","(3.8, 5.4, 5.041666666666667)","(3.3, 3.65, 3.5629032258064517)","(4.0, 5.1, 5.060377358490566)"
07-12-2022 13:38:18.989970,"(3.8, 4.7, 4.3769230769230765)","(8.0, 13.5, 12.628378378378379)","(21.0, 80.0, 60.0)","(3.8, 5.4, 4.669811320754717)","(3.3, 3.65, 3.588461538461538)","(4.0, 5.1, 5.0874999999999995)"
07-12-2022 13:38:20.040407,"(3.8, 4.7, 4.3769230769230765)","(8.0, 13.5, 12.628378378378379)","(21.0, 80.0, 52.0)","(3.8, 5.4, 4.669811320754717)","(3.3, 3.65, 3.5738095238095235)","(4.0, 5.1, 5.076)"
07-12-2022 13:38:21.046607,"(3.8, 4.7, 4.3769230769230765)","(8.0, 13.5, 12.628378378378379)","(21.0, 55.0, 52.0)","(3.8, 5.4, 4.623287671232877)","(3.3, 3.65, 3.5999999999999996)","(4.0, 5.1, 5.076)"
07-12-2022 13:38:22.074055,"(3.8, 4.7, 4.343478260869565)","(8.0, 13.5, 12.628378378378379)","(21.0, 55.0, 52.0)","(3.8, 5.4, 4.623287671232877)","(3.3, 3.65, 3.6642857142857146)","(4.0, 5.1, 5.08695652173913)"
07-12-2022 13:38:23.117304,"(3.8, 4.7, 4.343478260869565)","(8.0, 13.5, 12.628378378378379)","(21.0, 55.0, 52.0)","(3.8, 5.4, 5.053846153846154)","(3.3, 3.7, 3.6423076923076922)","(4.0, 5.1, 5.161643835616439)"
07-12-2022 13:38:24.236853,"(3.8, 4.7, 4.29672131147541)","(8.0, 13.5, 12.628378378378379)","(21.0, 55.0, 52.0)","(3.8, 5.3, 5.011111111111111)","(3.3, 3.7, 3.6423076923076922)","(4.0, 5.2, 5.161643835616439)"
07-12-2022 13:38:25.300076,"(3.8, 4.7, 4.321538461538461)","(8.0, 13.5, 12.628378378378379)","(21.0, 55.0, 52.0)","(3.8, 5.3, 5.157894736842105)","(3.3, 3.7, 3.6423076923076922)","(4.0, 5.2, 5.161643835616439)"
07-12-2022 13:38:26.348967,"(3.8, 4.7, 4.321538461538461)","(8.0, 13.5, 12.628378378378379)","(21.0, 55.0, 52.0)","(3.8, 5.3, 5.033333333333333)","(3.3, 3.7, 3.6423076923076922)","(4.0, 5.2, 5.161643835616439)"
07-12-2022 13:38:27.430571,"(3.8, 4.7, 4.321538461538461)","(8.0, 13.5, 12.628378378378379)","(21.0, 55.0, 60.0)","(3.8, 5.2, 5.084615384615385)","(3.3, 3.7, 3.6423076923076922)","(4.0, 5.2, 5.161643835616439)"
07-12-2022 13:38:28.513101,"(3.8, 4.7, 4.321538461538461)","(8.0, 13.5, 12.628378378378379)","(21.0, 80.0, 72.8)","(3.8, 5.2, 4.851515151515152)","(3.3, 3.7, 3.6833333333333336)","(4.0, 5.2, 5.161643835616439)"
07-12-2022 13:38:29.477512,"(3.8, 4.7, 4.341935483870968)","(8.0, 13.5, 12.628378378378379)","(21.0, 55.0, 52.25)","(3.8, 5.2, 4.851515151515152)","(3.3, 3.7, 3.6833333333333336)","(4.0, 5.2, 5.161643835616439)"
07-12-2022 13:38:30.525981,"(3.8, 4.7, 4.309523809523809)","(8.0, 13.5, 12.654929577464788)","(21.0, 55.0, 52.25)","(3.8, 5.2, 4.948387096774194)","(3.3, 3.7, 3.6833333333333336)","(4.0, 5.2, 5.161643835616439)"
07-12-2022 13:38:31.634936,"(3.8, 4.7, 4.315625)","(8.0, 13.5, 12.654929577464788)","(21.0, 55.0, 52.25)","(3.8, 5.2, 4.926315789473684)","(3.3, 3.7, 3.6833333333333336)","(4.0, 5.2, 5.161643835616439)"
07-12-2022 13:38:32.703873,"(3.8, 4.8, 4.7749999999999995)","(8.0, 13.5, 12.654929577464788)","(21.0, 55.0, 52.25)","(3.8, 5.2, 4.948387096774194)","(3.3, 3.7, 3.6833333333333336)","(4.0, 5.2, 5.161643835616439)"
07-12-2022 13:38:33.703023,"(3.8, 4.8, 4.7)","(8.0, 13.5, 12.654929577464788)","(21.0, 55.0, 52.25)","(3.8, 5.2, 4.928571428571428)","(3.3, 3.7, 3.6833333333333336)","(4.0, 5.2, 5.161643835616439)"
07-12-2022 13:38:34.757564,"(3.8, 4.8, 4.625)","(8.0, 13.5, 12.654929577464788)","(21.0, 55.0, 52.25)","(3.8, 5.1, 4.671428571428571)","(3.3, 3.7, 3.6833333333333336)","(4.0, 5.2, 5.161643835616439)"
07-12-2022 13:38:35.831231,"(3.8, 4.8, 4.690625)","(8.0, 13.5, 12.654929577464788)","(21.0, 55.0, 52.25)","(3.8, 5.1, 4.863636363636363)","(3.3, 3.7, 3.6833333333333336)","(4.0, 5.2, 5.161643835616439)"
07-12-2022 13:38:36.894341,"(3.8, 4.8, 4.338461538461538)","(8.0, 13.5, 12.654929577464788)","(21.0, 55.0, 52.25)","(3.8, 5.0, 4.925)","(3.3, 3.7, 3.6833333333333336)","(4.0, 5.2, 5.161643835616439)"
07-12-2022 13:38:38.052511,"(3.8, 4.8, 4.425)","(8.0, 13.5, 12.654929577464788)","(21.0, 55.0, 57.5)","(3.8, 5.0, 4.828571428571428)","(3.3, 3.7, 3.6833333333333336)","(4.0, 5.2, 5.161643835616439)"
07-12-2022 13:38:39.382172,"(3.7, 4.8, 4.442857142857143)","(8.0, 13.5, 12.654929577464788)","(21.0, 80.0, 52.25)","(3.8, 5.0, 4.828571428571428)","(3.3, 3.7, 3.6833333333333336)","(4.0, 5.2, 5.161643835616439)"
07-12-2022 13:38:40.633741,"(3.7, 4.8, 4.442857142857143)","(8.0, 13.5, 12.654929577464788)","(21.0, 55.0, 52.25)","(3.8, 5.0, 4.781818181818182)","(3.3, 3.7, 3.6833333333333336)","(4.0, 5.2, 5.161643835616439)"
07-12-2022 13:38:41.762058,"(3.7, 4.8, 4.522222222222222)","(8.0, 13.5, 12.654929577464788)","(21.0, 55.0, 52.25)","(3.8, 5.0, 4.781818181818182)","(3.3, 3.7, 3.6833333333333336)","(4.0, 5.2, 5.161643835616439)"
07-12-2022 13:38:42.925827,"(3.7, 4.8, 4.442857142857143)","(8.0, 13.5, 12.654929577464788)","(21.0, 55.0, 52.25)","(3.8, 5.0, 4.781818181818182)","(3.3, 3.7, 3.6833333333333336)","(4.0, 5.2, 5.157333333333334)"
07-12-2022 13:38:44.100286,"(3.7, 4.8, 4.522222222222222)","(8.0, 13.5, 12.654929577464788)","(21.0, 55.0, 52.25)","(3.8, 5.0, 4.781818181818182)","(3.3, 3.7, 3.6833333333333336)","(4.0, 5.2, 4.99)"
07-12-2022 13:38:45.148036,"(3.7, 4.8, 4.5)","(8.0, 13.5, 12.654929577464788)","(21.0, 55.0, 52.25)","(3.8, 5.0, 4.781818181818182)","(3.3, 3.7, 3.6833333333333336)","(4.0, 5.2, 5.13)"
07-12-2022 13:38:46.174455,"(3.7, 4.8, 4.4)","(8.0, 13.5, 12.654929577464788)","(21.0, 55.0, 52.25)","(3.8, 5.0, 4.781818181818182)","(3.3, 3.7, 3.6833333333333336)","(4.0, 5.2, 5.13)"
07-12-2022 13:38:47.272750,"(3.7, 4.8, 4.51304347826087)","(8.0, 13.5, 12.654929577464788)","(21.0, 80.0, 57.5)","(3.8, 5.0, 4.781818181818182)","(3.3, 3.75, 3.6884615384615382)","(4.0, 5.2, 5.182089552238806)"
07-12-2022 13:38:48.257769,"(3.7, 4.8, 4.378947368421052)","(8.0, 13.5, 12.654929577464788)","(21.0, 55.0, 52.25)","(3.8, 5.0, 4.781818181818182)","(3.3, 3.75, 3.6884615384615382)","(4.0, 5.2, 5.138461538461539)"
07-12-2022 13:38:49.303438,"(3.7, 4.8, 4.378947368421052)","(8.0, 13.5, 12.654929577464788)","(21.0, 55.0, 52.25)","(3.8, 5.0, 4.781818181818182)","(3.3, 3.75, 3.6884615384615382)","(4.0, 5.2, 5.12)"
07-12-2022 13:38:50.377873,"(3.7, 4.8, 4.416)","(8.0, 13.5, 12.654929577464788)","(21.0, 55.0, 52.25)","(3.8, 5.0, 4.781818181818182)","(3.3, 3.75, 3.6884615384615382)","(4.0, 5.2, 5.12)"
07-12-2022 13:38:51.468248,"(3.7, 4.8, 4.457142857142857)","(8.0, 13.5, 12.654929577464788)","(21.0, 55.0, 52.25)","(3.8, 5.0, 4.781818181818182)","(3.3, 3.75, 3.7)","(4.0, 5.3, 5.199999999999999)"
07-12-2022 13:38:52.497437,"(3.7, 4.8, 4.448275862068965)","(8.0, 13.5, 12.654929577464788)","(21.0, 55.0, 52.25)","(3.8, 5.0, 4.781818181818182)","(3.3, 3.75, 3.691176470588235)","(4.0, 5.3, 5.18)"
07-12-2022 13:38:53.422731,"(3.7, 4.8, 4.448275862068965)","(8.0, 13.5, 12.654929577464788)","(21.0, 55.0, 52.25)","(3.8, 5.0, 4.781818181818182)","(3.3, 3.75, 3.691176470588235)","(4.0, 5.4, 5.18)"
07-12-2022 13:38:54.406249,"(3.7, 4.8, 4.448275862068965)","(8.0, 13.5, 12.654929577464788)","(21.0, 55.0, 52.25)","(3.8, 5.0, 4.781818181818182)","(3.3, 3.75, 3.69)","(4.0, 5.4, 5.333333333333334)"
07-12-2022 13:38:55.447013,"(3.7, 4.8, 4.32)","(8.0, 13.5, 12.654929577464788)","(21.0, 80.0, 57.5)","(3.8, 4.9, 4.7555555555555555)","(3.3, 3.7, 3.6583333333333337)","(4.0, 5.5, 5.3875)"
07-12-2022 13:38:56.421255,"(3.7, 4.8, 4.32)","(8.0, 13.5, 12.654929577464788)","(21.0, 55.0, 52.25)","(3.8, 4.9, 4.206666666666666)","(3.3, 3.7, 3.6583333333333337)","(4.0, 5.5, 5.3875)"
07-12-2022 13:38:57.312052,"(3.7, 4.7, 4.405882352941177)","(8.0, 13.5, 12.654929577464788)","(21.0, 55.0, 52.25)","(3.8, 4.9, 4.652380952380953)","(3.3, 3.7, 3.6900000000000004)","(4.0, 5.5, 5.52258064516129)"
07-12-2022 13:38:58.374009,"(3.7, 4.7, 4.2681818181818185)","(8.0, 13.5, 12.654929577464788)","(21.0, 55.0, 52.25)","(3.8, 4.9, 4.552631578947368)","(3.3, 3.7, 3.677777777777778)","(4.0, 5.6, 5.484615384615385)"
07-12-2022 13:38:59.582704,"(3.7, 4.7, 4.2681818181818185)","(8.0, 13.5, 12.654929577464788)","(21.0, 55.0, 52.25)","(3.8, 4.9, 4.311111111111111)","(3.3, 3.7, 3.6523809523809527)","(4.0, 5.6, 5.55)"
07-12-2022 13:39:00.643671,"(3.7, 4.7, 4.265217391304348)","(8.0, 13.5, 12.654929577464788)","(21.0, 55.0, 52.25)","(3.8, 4.9, 4.311111111111111)","(3.3, 3.7, 3.6882352941176473)","(4.0, 5.6, 5.578571428571428)"
07-12-2022 13:39:01.946215,"(3.7, 4.6, 4.371428571428571)","(8.0, 15.0, 14.735294117647058)","(21.0, 55.0, 52.25)","(3.8, 4.9, 4.3125)","(3.3, 3.7, 3.6882352941176473)","(4.0, 5.7, 5.5600000000000005)"
07-12-2022 13:39:03.055642,"(3.7, 4.6, 4.3)","(8.0, 15.0, 14.5)","(21.0, 55.0, 52.25)","(3.8, 4.9, 4.43)","(3.3, 3.7, 3.68)","(4.0, 5.7, 5.640000000000001)"
07-12-2022 13:39:04.087982,"(3.7, 4.6, 4.449999999999999)","(8.0, 15.0, 13.203125)","(21.0, 55.0, 52.25)","(3.8, 4.9, 4.43)","(3.3, 3.7, 3.5833333333333335)","(4.0, 5.7, 5.672413793103448)"
07-12-2022 13:39:05.067804,"(3.7, 4.6, 4.3999999999999995)","(8.0, 15.0, 12.931034482758621)","(21.0, 55.0, 52.25)","(3.8, 4.9, 4.43)","(3.3, 3.7, 3.6708333333333334)","(4.0, 5.7, 5.5875)"
07-12-2022 13:39:06.218431,"(3.7, 4.6, 4.228571428571429)","(8.0, 15.0, 12.857142857142858)","(21.0, 65.0, 51.875)","(3.8, 4.9, 4.436842105263158)","(3.3, 3.7, 3.6500000000000004)","(4.0, 5.7, 5.428571428571429)"
07-12-2022 13:39:07.319606,"(3.7, 4.6, 4.257894736842105)","(9.0, 15.0, 12.857142857142858)","(31.0, 65.0, 53.333333333333336)","(3.7, 4.9, 4.427868852459016)","(3.2, 3.7, 3.678571428571429)","(4.0, 5.5, 5.428571428571429)"
07-12-2022 13:39:08.467203,"(3.7, 4.6, 4.257894736842105)","(9.0, 15.0, 13.235294117647058)","(31.0, 65.0, 53.333333333333336)","(3.7, 4.9, 4.609523809523809)","(3.2, 3.7, 3.6750000000000003)","(4.0, 5.5, 5.445)"
07-12-2022 13:39:09.601572,"(3.7, 4.6, 4.334375)","(9.0, 15.0, 13.235294117647058)","(31.0, 65.0, 53.333333333333336)","(3.7, 4.8, 4.550000000000001)","(3.2, 3.7, 3.680555555555556)","(4.0, 5.5, 5.447368421052632)"
07-12-2022 13:39:10.776390,"(3.7, 4.6, 4.334375)","(9.0, 15.0, 13.5)","(31.0, 65.0, 53.333333333333336)","(3.7, 4.7, 4.423809523809524)","(3.2, 3.7, 3.680555555555556)","(4.0, 5.5, 5.496)"
07-12-2022 13:39:11.893971,"(3.7, 4.6, 4.276190476190476)","(9.0, 15.0, 13.5)","(31.0, 65.0, 53.333333333333336)","(3.7, 4.7, 4.423809523809524)","(3.2, 3.7, 3.680555555555556)","(4.0, 5.5, 5.496)"
07-12-2022 13:39:13.080356,"(3.7, 4.6, 4.36551724137931)","(9.0, 15.0, 13.5)","(31.0, 65.0, 53.333333333333336)","(3.7, 4.6, 4.576923076923077)","(3.2, 3.7, 3.67)","(4.0, 5.5, 5.497222222222222)"
07-12-2022 13:39:14.173095,"(3.7, 4.6, 4.276190476190476)","(9.0, 15.0, 13.214285714285714)","(31.0, 65.0, 53.333333333333336)","(3.7, 4.6, 4.576923076923077)","(3.2, 3.85, 3.6277777777777778)","(4.0, 5.5, 5.497222222222222)"
07-12-2022 13:39:15.271798,"(3.7, 4.6, 4.26)","(9.0, 15.0, 13.214285714285714)","(31.0, 65.0, 53.333333333333336)","(3.7, 4.6, 4.511764705882353)","(3.2, 3.85, 3.5166666666666666)","(4.0, 5.5, 5.497222222222222)"
07-12-2022 13:39:16.345555,"(3.7, 4.6, 4.26)","(9.0, 15.0, 13.214285714285714)","(31.0, 65.0, 53.333333333333336)","(3.7, 4.6, 4.484615384615385)","(3.2, 3.85, 3.5166666666666666)","(4.0, 5.5, 5.532075471698113)"
07-12-2022 13:39:17.525608,"(3.7, 4.6, 4.26)","(9.0, 15.0, 13.4375)","(31.0, 65.0, 53.333333333333336)","(3.7, 4.5, 4.375)","(3.2, 3.85, 3.5166666666666666)","(4.0, 5.6, 5.534545454545454)"
07-12-2022 13:39:18.711542,"(3.7, 4.6, 4.276190476190476)","(9.0, 15.0, 13.557692307692308)","(31.0, 65.0, 53.333333333333336)","(3.7, 4.4, 4.233333333333333)","(3.2, 3.85, 3.5166666666666666)","(4.0, 5.6, 5.5576923076923075)"
07-12-2022 13:39:19.924858,"(3.7, 4.6, 4.316666666666666)","(9.0, 15.0, 13.706896551724139)","(31.0, 65.0, 53.333333333333336)","(3.7, 4.3, 4.233333333333333)","(3.2, 3.85, 3.5166666666666666)","(4.0, 5.6, 5.5625)"
07-12-2022 13:39:21.043032,"(3.7, 4.6, 4.348148148148148)","(9.0, 15.0, 13.958333333333334)","(31.0, 65.0, 49.166666666666664)","(3.7, 4.3, 4.233333333333333)","(3.2, 3.85, 3.5166666666666666)","(4.0, 5.6, 5.5625)"
07-12-2022 13:39:22.459415,"(3.7, 4.6, 4.348148148148148)","(9.0, 15.0, 13.958333333333334)","(31.0, 65.0, 49.166666666666664)","(3.7, 4.3, 4.013636363636364)","(3.2, 3.85, 3.57)","(4.0, 5.6, 5.566666666666666)"
07-12-2022 13:39:23.728079,"(3.7, 4.6, 4.348148148148148)","(9.0, 15.0, 14.137931034482758)","(31.0, 65.0, 49.166666666666664)","(3.7, 4.3, 4.1692307692307695)","(3.2, 3.85, 3.57)","(4.2, 5.6, 5.683783783783784)"
07-12-2022 13:39:24.777653,"(3.7, 4.6, 4.373913043478261)","(9.0, 15.0, 14.137931034482758)","(31.0, 65.0, 49.166666666666664)","(3.7, 4.2, 4.066666666666666)","(3.2, 3.85, 3.57)","(4.2, 5.7, 5.683783783783784)"
07-12-2022 13:39:25.976069,"(3.7, 4.6, 4.373913043478261)","(9.0, 15.0, 13.181818181818182)","(31.0, 65.0, 49.166666666666664)","(3.7, 4.2, 4.108333333333333)","(3.2, 3.85, 3.65)","(4.2, 5.7, 5.597142857142857)"
07-12-2022 13:39:27.146564,"(3.7, 4.6, 4.370588235294117)","(9.0, 15.0, 13.181818181818182)","(31.0, 65.0, 49.166666666666664)","(3.6, 4.2, 4.042857142857143)","(3.2, 3.85, 3.7041666666666666)","(4.2, 5.6, 5.597142857142857)"
07-12-2022 13:39:28.459620,"(3.7, 4.6, 4.426666666666667)","(9.0, 15.0, 13.181818181818182)","(31.0, 65.0, 49.166666666666664)","(3.6, 4.2, 4.026086956521739)","(3.2, 3.85, 3.6357142857142857)","(4.2, 5.6, 5.597142857142857)"
07-12-2022 13:39:29.568358,"(3.7, 4.6, 4.426666666666667)","(9.0, 15.0, 13.181818181818182)","(31.0, 65.0, 49.166666666666664)","(3.6, 4.2, 3.9558139534883723)","(3.2, 3.85, 3.6769230769230767)","(4.2, 5.6, 5.683783783783784)"
07-12-2022 13:39:30.658061,"(3.7, 4.6, 4.426666666666667)","(9.0, 15.0, 13.181818181818182)","(31.0, 65.0, 49.166666666666664)","(3.6, 4.2, 3.9558139534883723)","(3.2, 3.85, 3.6769230769230767)","(4.2, 5.7, 5.5581661891117475)"
07-12-2022 13:39:31.990493,"(3.7, 4.6, 4.421052631578948)","(9.0, 15.0, 13.88888888888889)","(31.0, 65.0, 49.166666666666664)","(3.6, 4.2, 4.00188679245283)","(3.2, 3.85, 3.7111111111111112)","(4.2, 6.2, 5.6875)"
07-12-2022 13:39:33.071242,"(3.7, 4.6, 4.438095238095238)","(9.0, 15.0, 13.88888888888889)","(31.0, 65.0, 49.166666666666664)","(3.6, 4.2, 4.0103448275862075)","(3.2, 3.8, 3.6545454545454548)","(4.2, 5.7, 5.793939393939394)"
07-12-2022 13:39:34.072455,"(3.7, 4.6, 4.430000000000001)","(9.0, 15.0, 13.823529411764707)","(31.0, 65.0, 57.27272727272727)","(3.6, 4.2, 4.048275862068966)","(3.2, 3.8, 3.72)","(4.2, 5.8, 5.794444444444444)"
07-12-2022 13:39:35.155225,"(3.7, 4.6, 4.4)","(9.0, 15.0, 14.166666666666666)","(31.0, 65.0, 58.2)","(3.6, 4.2, 4.04)","(3.2, 3.75, 3.735)","(4.2, 5.8, 5.697222222222222)"
07-12-2022 13:39:36.228118,"(3.7, 4.6, 4.4243902439024385)","(9.0, 15.0, 13.96551724137931)","(31.0, 65.0, 58.2)","(3.6, 4.2, 4.039285714285715)","(3.2, 3.75, 3.72)","(4.2, 5.7, 5.890625)"
07-12-2022 13:39:37.597343,"(3.7, 4.6, 4.3545454545454545)","(9.0, 15.0, 13.676470588235293)","(31.0, 65.0, 57.27272727272727)","(3.6, 4.2, 4.1045454545454545)","(3.2, 3.75, 3.72)","(4.2, 5.9, 5.857142857142858)"
