,Why Tell Tina,Zipper Sky,Pennies Forever,Could Have Been,Seriously Lush,Got A Repair
10-01-2023 12:51:15.898993,"(4.2, 5.7, 5.485714285714286)","(2.3, 2.72, 2.715294117647059)","(3.3, 3.75, 3.65)","(21.0, 38.0, 35.142857142857146)","(6.5, 9.4, 8.63076923076923)","(13.0, 26.0, 25.833333333333332)"
10-01-2023 12:51:16.993818,"(4.2, 5.7, 5.485714285714286)","(2.3, 2.72, 2.715294117647059)","(3.3, 3.75, 3.6136363636363638)","(21.0, 38.0, 34.55172413793103)","(6.5, 9.4, 8.63076923076923)","(13.0, 26.0, 25.833333333333332)"
10-01-2023 12:51:17.986635,"(4.2, 5.7, 5.485714285714286)","(2.3, 2.72, 2.715294117647059)","(3.3, 3.75, 3.6136363636363638)","(21.0, 38.0, 34.55172413793103)","(6.5, 9.4, 8.63076923076923)","(13.0, 26.0, 25.833333333333332)"
10-01-2023 12:51:18.916053,"(4.2, 5.7, 5.485714285714286)","(2.3, 2.72, 2.715294117647059)","(3.3, 3.75, 3.6136363636363638)","(21.0, 38.0, 34.55172413793103)","(6.5, 9.4, 8.63076923076923)","(13.0, 26.0, 25.833333333333332)"
10-01-2023 12:51:19.888905,"(4.2, 5.7, 5.485714285714286)","(2.3, 2.72, 2.7133333333333334)","(3.3, 3.75, 3.607142857142857)","(21.0, 38.0, 34.42857142857143)","(6.5, 9.4, 8.63076923076923)","(13.0, 26.0, 25.833333333333332)"
10-01-2023 12:51:20.988999,"(4.2, 5.7, 5.485714285714286)","(2.3, 2.72, 2.716666666666667)","(3.3, 3.75, 3.607142857142857)","(21.0, 38.0, 34.15384615384615)","(6.5, 9.4, 8.63076923076923)","(13.0, 26.0, 25.833333333333332)"
10-01-2023 12:51:22.084629,"(4.2, 5.7, 5.485714285714286)","(2.3, 2.74, 2.7363636363636368)","(3.3, 3.75, 3.607142857142857)","(21.0, 38.0, 34.15384615384615)","(6.5, 9.4, 8.63076923076923)","(13.0, 26.0, 25.833333333333332)"
10-01-2023 12:51:23.055546,"(4.2, 5.7, 5.485714285714286)","(2.3, 2.72, 2.7181818181818183)","(3.3, 3.75, 3.607142857142857)","(21.0, 38.0, 34.15384615384615)","(6.5, 9.4, 8.63076923076923)","(13.0, 26.0, 25.833333333333332)"
10-01-2023 12:51:24.061072,"(4.2, 5.7, 5.466666666666667)","(2.3, 2.74, 2.7333333333333334)","(3.3, 3.7, 3.6166666666666667)","(21.0, 38.0, 34.15384615384615)","(6.5, 9.4, 8.63076923076923)","(13.0, 26.0, 25.833333333333332)"
10-01-2023 12:51:25.115900,"(4.2, 5.7, 5.466666666666667)","(2.3, 2.74, 2.7333333333333334)","(3.3, 3.75, 3.606818181818182)","(20.0, 38.0, 34.15384615384615)","(6.5, 9.4, 8.63076923076923)","(13.0, 26.0, 25.833333333333332)"
10-01-2023 12:51:26.006242,"(4.2, 5.7, 5.466666666666667)","(2.3, 2.74, 2.734545454545455)","(3.3, 3.7, 3.6333333333333333)","(20.0, 38.0, 34.15384615384615)","(6.5, 9.4, 8.63076923076923)","(13.0, 26.0, 25.833333333333332)"
10-01-2023 12:51:26.967178,"(4.2, 5.7, 5.466666666666667)","(2.3, 2.76, 2.7456)","(3.3, 3.7, 3.6090909090909093)","(20.0, 38.0, 34.12903225806452)","(6.5, 9.4, 8.9)","(13.0, 26.0, 25.41176470588235)"
10-01-2023 12:51:28.038080,"(4.2, 5.7, 5.472)","(2.3, 2.76, 2.7497142857142856)","(3.3, 3.7, 3.642857142857143)","(20.0, 38.0, 34.36363636363637)","(6.5, 9.4, 8.63076923076923)","(13.0, 26.0, 25.846153846153847)"
10-01-2023 12:51:29.107127,"(4.2, 5.7, 5.472)","(2.3, 2.76, 2.74)","(3.3, 3.7, 3.555555555555556)","(20.0, 38.0, 34.36363636363637)","(6.5, 9.4, 8.63076923076923)","(13.0, 26.0, 25.41176470588235)"
10-01-2023 12:51:30.037076,"(4.2, 5.7, 5.472)","(2.3, 2.78, 2.7649999999999997)","(3.3, 3.7, 3.555555555555556)","(20.0, 38.0, 34.36363636363637)","(6.5, 9.4, 8.63076923076923)","(13.0, 26.0, 25.2)"
10-01-2023 12:51:31.021841,"(4.2, 5.7, 5.481818181818182)","(2.3, 2.74, 2.7347368421052636)","(3.3, 3.7, 3.642857142857143)","(20.0, 38.0, 34.36363636363637)","(6.5, 9.4, 8.63076923076923)","(13.0, 26.0, 25.2)"
10-01-2023 12:51:31.975051,"(4.2, 5.7, 5.481818181818182)","(2.3, 2.74, 2.7347368421052636)","(3.3, 3.7, 3.566666666666667)","(20.0, 38.0, 34.36363636363637)","(6.5, 9.4, 8.63076923076923)","(13.0, 26.0, 25.238095238095237)"
10-01-2023 12:51:32.978722,"(4.2, 5.7, 5.481818181818182)","(2.3, 2.74, 2.7347368421052636)","(3.3, 3.7, 3.5833333333333335)","(20.0, 38.0, 34.36363636363637)","(6.5, 9.4, 8.63076923076923)","(13.0, 26.0, 24.8)"
10-01-2023 12:51:34.032608,"(4.2, 5.7, 5.481818181818182)","(2.3, 2.74, 2.7347368421052636)","(3.3, 3.7, 3.566666666666667)","(20.0, 38.0, 34.12903225806452)","(6.5, 9.4, 8.63076923076923)","(13.0, 25.0, 24.470588235294116)"
10-01-2023 12:51:35.137011,"(4.2, 5.7, 5.481818181818182)","(2.3, 2.74, 2.7236363636363636)","(3.3, 3.7, 3.555555555555556)","(20.0, 38.0, 34.12903225806452)","(6.5, 9.4, 8.63076923076923)","(13.0, 25.0, 24.1)"
10-01-2023 12:51:36.165164,"(4.2, 5.7, 5.481818181818182)","(2.3, 2.74, 2.7236363636363636)","(3.3, 3.7, 3.555555555555556)","(20.0, 38.0, 34.36363636363637)","(6.5, 9.4, 8.63076923076923)","(13.0, 25.0, 23.42105263157895)"
10-01-2023 12:51:37.244037,"(4.2, 5.7, 5.481818181818182)","(2.3, 2.76, 2.7485714285714287)","(3.3, 3.7, 3.555555555555556)","(20.0, 38.0, 34.36363636363637)","(6.5, 9.4, 8.823076923076924)","(13.0, 25.0, 23.42105263157895)"
10-01-2023 12:51:38.370901,"(4.2, 5.7, 5.481818181818182)","(2.3, 2.78, 2.7649999999999997)","(3.3, 3.7, 3.555555555555556)","(20.0, 38.0, 31.333333333333332)","(6.5, 9.4, 8.823076923076924)","(13.0, 25.0, 23.42105263157895)"
10-01-2023 12:51:39.452343,"(4.2, 5.7, 5.481818181818182)","(2.3, 2.78, 2.7649999999999997)","(3.3, 3.7, 3.555555555555556)","(20.0, 38.0, 31.684210526315788)","(6.5, 9.4, 8.823076923076924)","(13.0, 25.0, 23.42105263157895)"
10-01-2023 12:51:40.494234,"(4.2, 5.7, 5.481818181818182)","(2.3, 2.78, 2.7649999999999997)","(3.3, 3.7, 3.55)","(20.0, 38.0, 31.684210526315788)","(6.5, 9.4, 8.823076923076924)","(13.0, 25.0, 23.42105263157895)"
10-01-2023 12:51:41.510260,"(4.2, 5.7, 5.481818181818182)","(2.3, 2.78, 2.7649999999999997)","(3.3, 3.65, 3.5357142857142856)","(20.0, 38.0, 31.684210526315788)","(6.5, 9.4, 8.823076923076924)","(13.0, 25.0, 23.42105263157895)"
10-01-2023 12:51:42.499610,"(4.2, 5.7, 5.481818181818182)","(2.3, 2.78, 2.7649999999999997)","(3.3, 3.65, 3.504545454545455)","(20.0, 38.0, 31.684210526315788)","(6.5, 9.4, 8.823076923076924)","(13.0, 25.0, 23.42105263157895)"
10-01-2023 12:51:43.618141,"(4.2, 5.7, 5.481818181818182)","(2.3, 2.78, 2.762608695652174)","(3.3, 3.65, 3.5549999999999997)","(21.0, 38.0, 31.684210526315788)","(6.5, 9.4, 8.98)","(13.0, 25.0, 23.42105263157895)"
10-01-2023 12:51:44.602109,"(4.2, 5.7, 5.493103448275862)","(2.3, 2.74, 2.7333333333333334)","(3.3, 3.65, 3.5549999999999997)","(21.0, 38.0, 31.684210526315788)","(6.5, 9.4, 9.066666666666666)","(13.0, 25.0, 23.42105263157895)"
10-01-2023 12:51:45.679002,"(4.2, 5.7, 5.537837837837838)","(2.3, 2.74, 2.7300000000000004)","(3.3, 3.7, 3.5557692307692306)","(21.0, 38.0, 31.684210526315788)","(6.5, 9.4, 8.994594594594595)","(13.0, 25.0, 23.42105263157895)"
10-01-2023 12:51:46.660001,"(4.2, 5.7, 5.537837837837838)","(2.3, 2.78, 2.7649999999999997)","(3.3, 3.7, 3.564285714285714)","(20.0, 38.0, 31.684210526315788)","(7.0, 9.4, 8.945454545454545)","(13.0, 25.0, 20.923076923076923)"
10-01-2023 12:51:47.584285,"(4.2, 5.7, 5.554545454545455)","(2.3, 2.78, 2.7729411764705882)","(3.3, 3.65, 3.564285714285714)","(20.0, 38.0, 31.684210526315788)","(7.0, 9.4, 8.945454545454545)","(13.0, 21.0, 21.5)"
10-01-2023 12:51:48.472774,"(4.2, 5.7, 5.554545454545455)","(2.3, 2.78, 2.7729411764705882)","(3.3, 3.7, 3.5568181818181817)","(20.0, 38.0, 31.684210526315788)","(7.0, 9.4, 8.864285714285716)","(13.0, 22.0, 21.5)"
10-01-2023 12:51:49.467972,"(4.2, 5.7, 5.582142857142857)","(2.3, 2.78, 2.7729411764705882)","(3.2, 3.7, 3.5568181818181817)","(21.0, 38.0, 31.684210526315788)","(7.0, 9.4, 8.864285714285716)","(13.0, 24.0, 22.285714285714285)"
10-01-2023 12:51:50.521587,"(4.2, 5.7, 5.516666666666667)","(2.3, 2.78, 2.7729411764705882)","(3.2, 3.7, 3.557142857142857)","(21.0, 38.0, 31.684210526315788)","(7.0, 9.4, 8.864285714285716)","(13.0, 24.0, 21.0)"
10-01-2023 12:51:51.675433,"(4.2, 5.7, 5.516666666666667)","(2.3, 2.78, 2.77)","(3.2, 3.7, 3.604)","(21.0, 38.0, 32.41860465116279)","(7.0, 9.4, 8.945454545454545)","(13.0, 24.0, 23.2)"
10-01-2023 12:51:52.705818,"(4.2, 5.7, 5.516666666666667)","(2.3, 2.78, 2.7758974358974355)","(3.2, 3.7, 3.604)","(21.0, 38.0, 32.41860465116279)","(7.0, 9.4, 8.864285714285716)","(13.0, 24.0, 23.2)"
10-01-2023 12:51:53.707748,"(4.2, 5.7, 5.5285714285714285)","(2.3, 2.76, 2.759)","(3.2, 3.7, 3.604761904761905)","(21.0, 38.0, 32.41860465116279)","(7.0, 9.4, 8.945454545454545)","(13.0, 24.0, 21.846153846153847)"
10-01-2023 12:51:54.841258,"(4.2, 5.7, 5.6)","(2.3, 2.78, 2.7775)","(3.2, 3.7, 3.604761904761905)","(21.0, 38.0, 32.41860465116279)","(7.0, 9.4, 8.864285714285716)","(13.0, 22.0, 21.846153846153847)"
10-01-2023 12:51:55.713841,"(4.2, 5.7, 5.6)","(2.3, 2.78, 2.7775)","(3.2, 3.7, 3.604761904761905)","(21.0, 38.0, 32.41860465116279)","(7.0, 9.4, 8.864285714285716)","(13.0, 22.0, 21.166666666666668)"
10-01-2023 12:51:56.678120,"(4.2, 5.7, 5.6)","(2.3, 2.8, 2.785)","(3.2, 3.7, 3.6045454545454545)","(21.0, 38.0, 32.41860465116279)","(7.0, 9.4, 8.864285714285716)","(13.0, 22.0, 21.41176470588235)"
10-01-2023 12:51:57.925121,"(4.2, 5.7, 5.6)","(2.3, 2.8, 2.8163636363636364)","(3.2, 3.7, 3.603846153846154)","(21.0, 38.0, 31.684210526315788)","(7.0, 9.4, 8.822222222222223)","(13.0, 22.0, 20.88888888888889)"
10-01-2023 12:51:59.138412,"(4.2, 5.7, 5.575862068965518)","(2.3, 2.82, 2.7944444444444443)","(3.2, 3.7, 3.603846153846154)","(21.0, 38.0, 31.684210526315788)","(7.0, 9.4, 8.729032258064516)","(13.0, 22.0, 21.5)"
10-01-2023 12:52:00.228920,"(4.2, 5.7, 5.575862068965518)","(2.3, 2.8, 2.795833333333333)","(3.2, 3.7, 3.603846153846154)","(21.0, 38.0, 31.684210526315788)","(7.0, 9.4, 8.825)","(13.0, 22.0, 21.5)"
10-01-2023 12:52:01.181431,"(4.2, 5.7, 5.575862068965518)","(2.3, 2.8, 2.795833333333333)","(3.2, 3.7, 3.603846153846154)","(21.0, 38.0, 31.684210526315788)","(7.0, 9.2, 8.825)","(13.0, 22.0, 21.5)"
10-01-2023 12:52:02.310095,"(4.2, 5.7, 5.575862068965518)","(2.3, 2.8, 2.795833333333333)","(3.2, 3.7, 3.603846153846154)","(21.0, 38.0, 32.08695652173913)","(7.0, 9.2, 8.726315789473684)","(13.0, 22.0, 21.41176470588235)"
10-01-2023 12:52:03.394694,"(4.2, 5.7, 5.530769230769231)","(2.3, 2.82, 2.829090909090909)","(3.2, 3.7, 3.603846153846154)","(21.0, 36.0, 32.08695652173913)","(7.0, 9.2, 8.955555555555556)","(13.0, 22.0, 21.5)"
10-01-2023 12:52:04.618525,"(4.2, 5.6, 5.578947368421052)","(2.3, 2.84, 2.833478260869565)","(3.2, 3.7, 3.603846153846154)","(21.0, 36.0, 32.08695652173913)","(7.0, 9.0, 8.9)","(13.0, 22.0, 21.5)"
10-01-2023 12:52:05.675851,"(4.2, 5.6, 5.518518518518518)","(2.3, 2.8, 2.797674418604651)","(3.2, 3.7, 3.603846153846154)","(21.0, 36.0, 32.111111111111114)","(7.0, 9.0, 8.685714285714285)","(13.0, 22.0, 21.5)"
10-01-2023 12:52:06.752485,"(4.2, 5.6, 5.518518518518518)","(2.3, 2.82, 2.819259259259259)","(3.2, 3.7, 3.6045454545454545)","(21.0, 36.0, 32.111111111111114)","(7.0, 9.0, 8.695238095238095)","(13.0, 22.0, 24.105263157894736)"
10-01-2023 12:52:07.790706,"(4.2, 5.5, 5.488888888888889)","(2.3, 2.84, 2.837818181818182)","(3.2, 3.7, 3.6045454545454545)","(21.0, 36.0, 32.111111111111114)","(7.0, 9.0, 8.542857142857143)","(13.0, 26.0, 24.105263157894736)"
10-01-2023 12:52:08.857321,"(4.2, 5.5, 5.4875)","(2.3, 2.84, 2.8383333333333334)","(3.2, 3.7, 3.6045454545454545)","(21.0, 36.0, 32.21621621621622)","(7.0, 9.0, 8.542857142857143)","(13.0, 26.0, 21.90909090909091)"
10-01-2023 12:52:09.828418,"(4.2, 5.4, 5.366666666666667)","(2.3, 2.94, 2.936444444444444)","(3.2, 3.7, 3.6045454545454545)","(21.0, 36.0, 32.21621621621622)","(7.0, 9.0, 8.542857142857143)","(13.0, 26.0, 21.90909090909091)"
10-01-2023 12:52:11.006949,"(4.2, 5.4, 5.222222222222222)","(2.3, 2.94, 2.9339622641509435)","(3.2, 3.7, 3.6045454545454545)","(21.0, 36.0, 32.25)","(7.0, 9.0, 8.542857142857143)","(13.0, 26.0, 22.92105263157895)"
10-01-2023 12:52:11.966932,"(4.2, 5.4, 5.218181818181819)","(2.3, 2.94, 2.9363636363636365)","(3.2, 3.7, 3.6045454545454545)","(21.0, 36.0, 32.25)","(7.0, 9.0, 8.542857142857143)","(13.0, 26.0, 22.92105263157895)"
10-01-2023 12:52:12.965541,"(4.2, 5.4, 5.24)","(2.3, 2.96, 2.956470588235294)","(3.2, 3.7, 3.6058823529411765)","(21.0, 36.0, 32.36363636363637)","(7.0, 8.8, 8.721739130434782)","(13.0, 26.0, 22.92105263157895)"
10-01-2023 12:52:14.030213,"(4.2, 5.4, 5.311111111111111)","(2.3, 2.96, 2.956470588235294)","(3.2, 3.7, 3.652941176470588)","(21.0, 36.0, 32.36363636363637)","(7.0, 8.8, 8.721739130434782)","(13.0, 26.0, 22.92105263157895)"
10-01-2023 12:52:15.078256,"(4.2, 5.4, 5.32)","(2.3, 2.92, 2.9183333333333334)","(3.2, 3.7, 3.652941176470588)","(21.0, 36.0, 32.25)","(7.0, 8.8, 8.721739130434782)","(13.0, 26.0, 22.92105263157895)"
10-01-2023 12:52:16.087617,"(4.2, 5.4, 5.311111111111111)","(2.3, 2.94, 2.9366666666666665)","(3.2, 3.7, 3.652941176470588)","(21.0, 36.0, 32.25)","(7.0, 8.8, 8.51578947368421)","(13.0, 26.0, 23.214285714285715)"
10-01-2023 12:52:17.192172,"(4.2, 5.4, 5.32)","(2.3, 2.94, 2.9363636363636365)","(3.2, 3.7, 3.652941176470588)","(21.0, 36.0, 32.25)","(7.0, 8.8, 8.51578947368421)","(12.0, 26.0, 23.214285714285715)"
10-01-2023 12:52:18.419076,"(4.2, 5.4, 5.311111111111111)","(2.3, 2.94, 2.9363636363636365)","(3.2, 3.7, 3.652941176470588)","(21.0, 36.0, 32.25)","(7.0, 8.8, 8.51578947368421)","(12.0, 26.0, 23.214285714285715)"
10-01-2023 12:52:19.385708,"(4.2, 5.4, 5.32)","(2.3, 2.94, 2.9363636363636365)","(3.2, 3.7, 3.652941176470588)","(21.0, 36.0, 32.8)","(7.0, 8.8, 8.51578947368421)","(12.0, 26.0, 23.214285714285715)"
10-01-2023 12:52:20.343905,"(4.2, 5.4, 5.32)","(2.3, 2.92, 2.9166666666666665)","(3.2, 3.7, 3.652941176470588)","(21.0, 34.0, 32.8)","(7.0, 8.8, 8.51578947368421)","(12.0, 26.0, 23.214285714285715)"
10-01-2023 12:52:21.433231,"(4.2, 5.4, 5.311111111111111)","(2.3, 2.94, 2.9375)","(3.2, 3.7, 3.6055555555555556)","(21.0, 34.0, 29.4)","(7.0, 8.8, 8.51578947368421)","(12.0, 26.0, 23.214285714285715)"
10-01-2023 12:52:22.415633,"(4.2, 5.4, 5.24)","(2.3, 2.94, 2.9375)","(3.2, 3.7, 3.6055555555555556)","(21.0, 34.0, 30.166666666666668)","(7.0, 8.8, 8.51578947368421)","(12.0, 26.0, 23.157894736842106)"
10-01-2023 12:52:23.401002,"(4.2, 5.4, 5.222222222222222)","(2.3, 2.98, 2.9779999999999998)","(3.2, 3.7, 3.6055555555555556)","(21.0, 34.0, 30.166666666666668)","(7.0, 8.8, 8.51578947368421)","(12.0, 26.0, 22.142857142857142)"
10-01-2023 12:52:24.370445,"(4.2, 5.5, 5.318181818181818)","(2.3, 2.98, 2.9779999999999998)","(3.2, 3.7, 3.652941176470588)","(21.0, 34.0, 30.25)","(7.0, 8.8, 8.51578947368421)","(12.0, 26.0, 22.558823529411764)"
10-01-2023 12:52:25.407687,"(4.2, 5.5, 5.315384615384615)","(2.3, 2.98, 2.9571428571428573)","(3.2, 3.7, 3.652941176470588)","(21.0, 34.0, 30.25)","(7.0, 8.8, 8.51578947368421)","(12.0, 26.0, 22.558823529411764)"
10-01-2023 12:52:26.447435,"(4.2, 5.5, 5.322222222222222)","(2.3, 2.96, 2.95625)","(3.2, 3.7, 3.6525)","(20.0, 34.0, 30.25)","(7.0, 8.8, 8.51578947368421)","(12.0, 26.0, 22.558823529411764)"
10-01-2023 12:52:27.341164,"(4.2, 5.5, 5.34)","(2.3, 2.96, 2.9545454545454546)","(3.2, 3.7, 3.6525)","(20.0, 34.0, 30.25)","(7.0, 8.8, 8.51578947368421)","(12.0, 26.0, 22.558823529411764)"
10-01-2023 12:52:28.316809,"(4.2, 5.5, 5.34)","(2.3, 2.94, 2.9363636363636365)","(3.2, 3.7, 3.6525)","(20.0, 34.0, 30.25)","(7.0, 8.8, 8.421052631578947)","(12.0, 26.0, 22.38888888888889)"
10-01-2023 12:52:29.384969,"(4.2, 5.5, 5.322222222222222)","(2.3, 2.94, 2.9363636363636365)","(3.2, 3.7, 3.652941176470588)","(20.0, 34.0, 30.666666666666668)","(7.0, 8.8, 8.51578947368421)","(12.0, 26.0, 22.558823529411764)"
10-01-2023 12:52:30.443161,"(4.2, 5.5, 5.366666666666666)","(2.3, 2.94, 2.9363636363636365)","(3.2, 3.7, 3.652941176470588)","(20.0, 34.0, 30.666666666666668)","(7.0, 8.8, 8.51578947368421)","(12.0, 26.0, 22.558823529411764)"
10-01-2023 12:52:31.514046,"(4.2, 5.5, 5.318181818181818)","(2.3, 2.94, 2.9363636363636365)","(3.2, 3.7, 3.652941176470588)","(20.0, 34.0, 30.25)","(7.0, 8.8, 8.536585365853659)","(12.0, 26.0, 22.558823529411764)"
10-01-2023 12:52:32.536349,"(4.2, 5.5, 5.363636363636363)","(2.3, 2.94, 2.9385714285714286)","(3.2, 3.7, 3.652941176470588)","(20.0, 34.0, 30.75)","(7.0, 8.8, 8.536585365853659)","(12.0, 26.0, 22.558823529411764)"
10-01-2023 12:52:33.509542,"(4.2, 5.5, 5.323529411764706)","(2.3, 2.94, 2.9385714285714286)","(3.2, 3.7, 3.652941176470588)","(20.0, 32.0, 30.571428571428573)","(7.0, 8.8, 8.536585365853659)","(12.0, 26.0, 22.558823529411764)"
10-01-2023 12:52:34.424780,"(4.2, 5.5, 5.358333333333333)","(2.3, 2.94, 2.9385714285714286)","(3.2, 3.7, 3.608695652173913)","(20.0, 32.0, 30.571428571428573)","(7.0, 8.8, 8.536585365853659)","(12.0, 26.0, 22.558823529411764)"
10-01-2023 12:52:35.318429,"(4.4, 5.5, 5.321052631578947)","(2.35, 2.96, 2.958723404255319)","(3.2, 3.7, 3.6045454545454545)","(21.0, 32.0, 30.333333333333332)","(7.0, 8.8, 8.536585365853659)","(12.0, 26.0, 22.558823529411764)"
10-01-2023 12:52:36.245795,"(4.4, 5.5, 5.321052631578947)","(2.35, 2.98, 2.9745205479452053)","(3.2, 3.65, 3.625)","(21.0, 32.0, 30.571428571428573)","(7.0, 8.8, 8.536585365853659)","(12.0, 26.0, 22.558823529411764)"
10-01-2023 12:52:37.245880,"(4.4, 5.5, 5.363636363636363)","(2.35, 2.94, 2.9372602739726026)","(3.2, 3.65, 3.625)","(21.0, 32.0, 30.387096774193548)","(7.0, 8.8, 8.422222222222222)","(12.0, 26.0, 22.558823529411764)"
10-01-2023 12:52:38.161630,"(4.4, 5.5, 5.323529411764706)","(2.35, 2.98, 2.9735135135135136)","(3.2, 3.65, 3.625)","(21.0, 32.0, 30.387096774193548)","(7.0, 8.8, 8.422222222222222)","(12.0, 26.0, 22.558823529411764)"
10-01-2023 12:52:39.084617,"(4.4, 5.5, 5.363636363636363)","(2.35, 2.98, 2.9745205479452053)","(3.2, 3.65, 3.625)","(21.0, 32.0, 30.14814814814815)","(7.0, 8.8, 8.545)","(12.0, 26.0, 22.558823529411764)"
10-01-2023 12:52:39.970048,"(4.4, 5.5, 5.313793103448275)","(2.35, 2.98, 2.9745205479452053)","(3.2, 3.65, 3.625)","(21.0, 32.0, 30.387096774193548)","(7.0, 8.8, 8.422222222222222)","(12.0, 26.0, 22.558823529411764)"
10-01-2023 12:52:40.886868,"(4.4, 5.5, 5.313793103448275)","(2.35, 2.98, 2.972982456140351)","(3.2, 3.65, 3.625)","(21.0, 32.0, 30.14814814814815)","(7.0, 8.8, 8.422222222222222)","(12.0, 26.0, 22.558823529411764)"
10-01-2023 12:52:41.857195,"(4.4, 5.5, 5.341176470588235)","(2.35, 2.98, 2.9736507936507937)","(3.2, 3.65, 3.625)","(21.0, 32.0, 30.181818181818183)","(7.0, 8.8, 8.422222222222222)","(12.0, 26.0, 22.558823529411764)"
10-01-2023 12:52:42.919250,"(4.4, 5.5, 5.313793103448275)","(2.35, 2.96, 2.953333333333333)","(3.2, 3.65, 3.625)","(21.0, 32.0, 30.387096774193548)","(7.0, 8.8, 8.533333333333333)","(12.0, 26.0, 22.38888888888889)"
10-01-2023 12:52:43.911554,"(4.4, 5.5, 5.342424242424242)","(2.35, 2.96, 2.928888888888889)","(3.2, 3.65, 3.625)","(21.0, 32.0, 30.387096774193548)","(7.0, 8.8, 8.453333333333333)","(12.0, 26.0, 22.38888888888889)"
10-01-2023 12:52:44.856265,"(4.4, 5.5, 5.314285714285714)","(2.35, 2.96, 2.9452631578947366)","(3.2, 3.65, 3.625)","(21.0, 32.0, 30.14814814814815)","(7.0, 8.8, 8.453333333333333)","(12.0, 26.0, 22.38888888888889)"
10-01-2023 12:52:45.870881,"(4.4, 5.5, 5.342424242424242)","(2.35, 2.96, 2.9452631578947366)","(3.2, 3.65, 3.625)","(21.0, 32.0, 30.387096774193548)","(7.0, 8.8, 8.461538461538462)","(12.0, 26.0, 22.38888888888889)"
10-01-2023 12:52:46.892348,"(4.4, 5.5, 5.314285714285714)","(2.35, 2.96, 2.9452631578947366)","(3.2, 3.65, 3.625)","(21.0, 32.0, 30.14814814814815)","(7.0, 8.8, 8.457142857142857)","(12.0, 26.0, 22.38888888888889)"
10-01-2023 12:52:47.764969,"(4.4, 5.5, 5.314285714285714)","(2.35, 2.96, 2.9452631578947366)","(3.2, 3.65, 3.625)","(21.0, 32.0, 30.14814814814815)","(7.0, 8.8, 8.457142857142857)","(12.0, 26.0, 22.558823529411764)"
10-01-2023 12:52:48.654621,"(4.4, 5.4, 5.305263157894737)","(2.35, 2.96, 2.954285714285714)","(3.2, 3.65, 3.607142857142857)","(21.0, 32.0, 30.529411764705884)","(7.0, 8.8, 8.615384615384617)","(12.0, 26.0, 22.558823529411764)"
10-01-2023 12:52:49.617491,"(4.4, 5.4, 5.28)","(2.35, 2.96, 2.957777777777778)","(3.2, 3.7, 3.604)","(21.0, 32.0, 30.529411764705884)","(7.0, 8.8, 8.615384615384617)","(12.0, 26.0, 22.558823529411764)"
10-01-2023 12:52:50.613918,"(4.4, 5.4, 5.216666666666667)","(2.35, 2.96, 2.9557894736842103)","(3.2, 3.7, 3.6045454545454545)","(21.0, 32.0, 30.529411764705884)","(7.0, 8.8, 8.615384615384617)","(12.0, 26.0, 22.558823529411764)"
10-01-2023 12:52:51.532643,"(4.4, 5.4, 5.216666666666667)","(2.35, 2.98, 2.9692857142857143)","(3.2, 3.7, 3.6045454545454545)","(21.0, 32.0, 30.529411764705884)","(7.0, 8.8, 8.615384615384617)","(12.0, 26.0, 22.558823529411764)"
10-01-2023 12:52:52.478388,"(4.4, 5.4, 5.216666666666667)","(2.35, 2.98, 2.9692857142857143)","(3.2, 3.7, 3.6045454545454545)","(21.0, 32.0, 30.529411764705884)","(7.0, 8.8, 8.615384615384617)","(12.0, 26.0, 22.558823529411764)"
10-01-2023 12:52:53.513520,"(4.4, 5.4, 5.216666666666667)","(2.35, 2.98, 2.9692857142857143)","(3.2, 3.7, 3.6142857142857143)","(21.0, 32.0, 30.571428571428573)","(7.0, 8.8, 8.64)","(12.0, 26.0, 22.558823529411764)"
10-01-2023 12:52:54.485065,"(4.4, 5.4, 5.226923076923077)","(2.35, 2.96, 2.948888888888889)","(3.2, 3.65, 3.6142857142857143)","(21.0, 32.0, 30.571428571428573)","(7.0, 8.8, 8.866666666666667)","(12.0, 26.0, 22.92105263157895)"
10-01-2023 12:52:55.440428,"(4.4, 5.4, 5.25)","(2.35, 2.96, 2.948888888888889)","(3.2, 3.7, 3.583333333333333)","(21.0, 32.0, 30.571428571428573)","(7.0, 9.0, 8.89090909090909)","(12.0, 26.0, 22.75)"
10-01-2023 12:52:56.347640,"(4.4, 5.4, 5.236363636363636)","(2.35, 2.96, 2.95125)","(3.2, 3.7, 3.583333333333333)","(21.0, 32.0, 30.14814814814815)","(7.0, 9.0, 8.8)","(12.0, 26.0, 23.5625)"
10-01-2023 12:52:57.330429,"(4.4, 5.4, 5.31)","(2.35, 2.96, 2.9472727272727273)","(3.2, 3.7, 3.577272727272727)","(21.0, 32.0, 30.14814814814815)","(7.0, 9.0, 8.688888888888888)","(12.0, 26.0, 23.323529411764707)"
10-01-2023 12:52:58.308053,"(4.4, 5.4, 5.34)","(2.35, 2.96, 2.95125)","(3.2, 3.7, 3.577272727272727)","(21.0, 32.0, 30.387096774193548)","(7.0, 9.0, 8.8)","(12.0, 26.0, 22.75)"
10-01-2023 12:52:59.201727,"(4.4, 5.4, 5.307142857142857)","(2.35, 2.96, 2.9472727272727273)","(3.2, 3.7, 3.577272727272727)","(21.0, 32.0, 30.387096774193548)","(7.0, 9.0, 8.911111111111111)","(12.0, 26.0, 22.92105263157895)"
