,Spin King,Getaway Sticks,Whizz Kid,My Nans Epic,Rogue Runner,Soul Survivor,Provisional Ball,Wedge Run
07-01-2023 20:46:57.215473,"(6.0, 9.8, 7.7)","(6.5, 12.5, 10.333333333333332)","(3.1, 5.3, 4.275)","(9.0, 15.5, 11.0)","(31.0, 280.0, 133.53846153846155)","(2.35, 2.94, 2.492)","(31.0, 280.0, 133.53846153846155)","(9.0, 27.0, 24.485714285714288)"
07-01-2023 20:46:58.714605,"(6.0, 9.8, 7.7)","(6.5, 12.5, 10.333333333333332)","(3.1, 5.3, 4.275)","(9.0, 15.5, 11.0)","(31.0, 280.0, 133.53846153846155)","(2.35, 2.94, 2.492)","(31.0, 280.0, 133.53846153846155)","(9.0, 27.0, 24.485714285714288)"
07-01-2023 20:47:00.110098,"(6.0, 9.8, 7.7)","(6.5, 12.5, 10.333333333333332)","(3.1, 5.3, 4.275)","(9.0, 15.5, 11.0)","(31.0, 280.0, 133.53846153846155)","(2.35, 2.94, 2.492)","(31.0, 280.0, 133.53846153846155)","(9.0, 27.0, 24.485714285714288)"
07-01-2023 20:47:01.355352,"(6.0, 9.8, 7.7)","(6.5, 12.5, 10.333333333333332)","(3.1, 5.3, 4.275)","(9.0, 15.5, 11.0)","(31.0, 280.0, 112.0)","(2.35, 2.94, 2.492)","(31.0, 280.0, 112.0)","(9.0, 27.0, 24.485714285714288)"
07-01-2023 20:47:02.535393,"(6.0, 9.8, 7.7)","(6.5, 12.5, 10.333333333333332)","(3.1, 5.3, 4.275)","(9.0, 15.5, 11.0)","(31.0, 280.0, 112.0)","(2.35, 2.94, 2.492)","(31.0, 280.0, 112.0)","(9.0, 27.0, 24.485714285714288)"
07-01-2023 20:47:03.818975,"(6.0, 9.8, 7.7)","(6.5, 12.5, 10.333333333333332)","(3.1, 5.3, 4.275)","(9.0, 15.5, 11.0)","(31.0, 280.0, 112.0)","(2.35, 2.94, 2.492)","(31.0, 280.0, 112.0)","(9.0, 27.0, 24.485714285714288)"
07-01-2023 20:47:05.138747,"(6.0, 9.8, 7.7)","(6.5, 12.5, 10.333333333333332)","(3.1, 5.3, 4.275)","(9.0, 15.5, 11.0)","(31.0, 280.0, 112.0)","(2.35, 2.94, 2.492)","(31.0, 280.0, 112.0)","(9.0, 27.0, 24.485714285714288)"
07-01-2023 20:47:06.364552,"(6.0, 9.8, 7.7)","(6.5, 12.5, 10.333333333333332)","(3.1, 5.3, 4.275)","(9.0, 15.5, 11.0)","(31.0, 280.0, 112.0)","(2.35, 2.94, 2.492)","(31.0, 280.0, 112.0)","(9.0, 27.0, 24.485714285714288)"
07-01-2023 20:47:07.667826,"(6.0, 9.8, 7.7)","(6.5, 12.5, 10.333333333333332)","(3.1, 5.3, 4.275)","(9.0, 15.5, 9.666666666666666)","(31.0, 280.0, 112.0)","(2.35, 2.94, 2.492)","(31.0, 280.0, 112.0)","(9.0, 27.0, 25.066666666666663)"
07-01-2023 20:47:09.095749,"(6.0, 9.8, 7.7)","(6.5, 12.5, 10.333333333333332)","(3.1, 5.3, 4.275)","(9.0, 15.5, 9.666666666666666)","(31.0, 280.0, 112.0)","(2.35, 2.94, 2.492)","(31.0, 280.0, 112.0)","(9.0, 27.0, 25.066666666666663)"
07-01-2023 20:47:10.207056,"(6.0, 9.8, 7.7)","(6.5, 12.5, 10.333333333333332)","(3.1, 5.3, 4.275)","(9.0, 15.5, 9.666666666666666)","(31.0, 280.0, 112.0)","(2.35, 2.94, 2.492)","(31.0, 280.0, 112.0)","(9.0, 27.0, 25.066666666666663)"
07-01-2023 20:47:11.418431,"(6.0, 9.8, 7.7)","(6.5, 12.5, 10.333333333333332)","(3.1, 5.3, 4.275)","(9.0, 15.5, 9.666666666666666)","(31.0, 280.0, 112.0)","(2.35, 2.94, 2.492)","(31.0, 280.0, 112.0)","(9.0, 27.0, 25.066666666666663)"
07-01-2023 20:47:12.868248,"(6.0, 9.8, 7.7)","(6.5, 12.5, 10.333333333333332)","(3.1, 5.3, 4.275)","(9.0, 15.5, 9.666666666666666)","(31.0, 280.0, 112.0)","(2.35, 2.94, 2.492)","(31.0, 280.0, 112.0)","(9.0, 27.0, 25.066666666666663)"
07-01-2023 20:47:14.074186,"(6.0, 9.8, 7.7)","(6.5, 12.5, 10.333333333333332)","(3.1, 5.3, 4.275)","(9.0, 15.5, 9.666666666666666)","(31.0, 280.0, 112.0)","(2.35, 2.94, 2.492)","(31.0, 280.0, 112.0)","(9.0, 27.0, 25.066666666666663)"
07-01-2023 20:47:15.354262,"(6.0, 9.8, 7.7)","(6.5, 12.5, 10.333333333333332)","(3.1, 5.3, 4.275)","(9.0, 15.5, 9.666666666666666)","(31.0, 280.0, 112.0)","(2.35, 2.94, 2.492)","(31.0, 280.0, 112.0)","(9.0, 27.0, 25.066666666666663)"
07-01-2023 20:47:16.479669,"(6.0, 9.8, 7.7)","(6.5, 12.5, 10.333333333333332)","(3.1, 5.3, 4.275)","(9.0, 15.5, 9.666666666666666)","(31.0, 280.0, 112.0)","(2.35, 2.94, 2.492)","(31.0, 280.0, 112.0)","(9.0, 27.0, 25.066666666666663)"
07-01-2023 20:47:17.586121,"(6.0, 9.8, 7.7)","(6.5, 12.5, 10.333333333333332)","(3.1, 5.3, 4.275)","(9.0, 15.5, 9.666666666666666)","(31.0, 280.0, 112.0)","(2.35, 2.94, 2.492)","(31.0, 280.0, 112.0)","(9.0, 27.0, 25.066666666666663)"
07-01-2023 20:47:18.708931,"(6.0, 9.8, 7.7)","(6.5, 12.5, 10.333333333333332)","(3.1, 5.3, 4.275)","(9.0, 15.5, 9.666666666666666)","(31.0, 280.0, 112.0)","(2.35, 2.94, 2.492)","(31.0, 280.0, 112.0)","(9.0, 27.0, 25.066666666666663)"
07-01-2023 20:47:19.730032,"(6.0, 9.8, 7.7)","(6.5, 12.5, 10.333333333333332)","(3.1, 5.3, 4.275)","(9.0, 15.5, 9.666666666666666)","(31.0, 280.0, 112.0)","(2.35, 2.94, 2.492)","(31.0, 280.0, 112.0)","(9.0, 27.0, 25.066666666666663)"
07-01-2023 20:47:20.908133,"(6.0, 9.8, 7.7)","(6.5, 12.5, 10.333333333333332)","(3.1, 5.3, 4.275)","(9.0, 15.5, 9.666666666666666)","(31.0, 280.0, 112.0)","(2.35, 2.94, 2.492)","(31.0, 280.0, 112.0)","(9.0, 27.0, 25.066666666666663)"
07-01-2023 20:47:22.019173,"(6.0, 9.8, 7.7)","(6.5, 12.5, 10.333333333333332)","(3.1, 5.3, 4.275)","(9.0, 15.5, 9.666666666666666)","(31.0, 280.0, 112.0)","(2.35, 2.94, 2.492)","(31.0, 280.0, 112.0)","(9.0, 27.0, 25.066666666666663)"
07-01-2023 20:47:23.241955,"(6.0, 9.8, 7.7)","(6.5, 12.5, 10.333333333333332)","(3.1, 5.3, 4.275)","(9.0, 15.5, 9.666666666666666)","(31.0, 280.0, 112.0)","(2.35, 2.94, 2.492)","(31.0, 280.0, 112.0)","(9.0, 27.0, 25.066666666666663)"
07-01-2023 20:47:24.426938,"(6.0, 9.8, 7.7)","(6.5, 12.5, 10.333333333333332)","(3.1, 5.3, 4.275)","(9.0, 15.5, 9.666666666666666)","(31.0, 280.0, 112.0)","(2.35, 2.94, 2.492)","(31.0, 280.0, 112.0)","(9.0, 27.0, 25.066666666666663)"
07-01-2023 20:47:25.662443,"(6.0, 9.8, 7.7)","(6.5, 12.5, 10.333333333333332)","(3.1, 5.3, 4.275)","(9.0, 15.5, 9.666666666666666)","(31.0, 280.0, 112.0)","(2.35, 2.94, 2.492)","(31.0, 280.0, 112.0)","(9.0, 27.0, 25.066666666666663)"
07-01-2023 20:47:26.894808,"(6.0, 9.8, 7.7)","(6.5, 12.5, 10.333333333333332)","(3.1, 5.3, 4.275)","(9.0, 15.5, 9.666666666666666)","(31.0, 280.0, 112.0)","(2.35, 2.94, 2.492)","(31.0, 280.0, 112.0)","(9.0, 27.0, 22.75)"
07-01-2023 20:47:28.050862,"(6.0, 9.8, 7.7)","(6.5, 12.5, 10.333333333333332)","(3.1, 5.3, 4.275)","(9.0, 15.5, 9.666666666666666)","(31.0, 280.0, 112.0)","(2.35, 2.94, 2.492)","(31.0, 280.0, 112.0)","(9.0, 27.0, 22.75)"
07-01-2023 20:47:29.297019,"(6.0, 9.8, 7.7)","(6.5, 12.5, 10.333333333333332)","(3.1, 5.3, 4.275)","(9.0, 15.5, 9.666666666666666)","(31.0, 280.0, 112.0)","(2.35, 2.94, 2.492)","(31.0, 280.0, 112.0)","(9.0, 27.0, 22.75)"
07-01-2023 20:47:30.518738,"(6.0, 9.8, 7.7)","(6.5, 12.5, 10.333333333333332)","(3.1, 5.3, 4.275)","(9.0, 15.5, 9.666666666666666)","(31.0, 280.0, 112.0)","(2.35, 2.94, 2.492)","(31.0, 280.0, 112.0)","(9.0, 27.0, 22.75)"
07-01-2023 20:47:31.766094,"(6.0, 9.8, 7.7)","(6.5, 12.5, 10.333333333333332)","(3.1, 5.3, 4.275)","(9.0, 15.5, 9.666666666666666)","(31.0, 280.0, 112.0)","(2.35, 2.94, 2.492)","(31.0, 280.0, 112.0)","(9.0, 27.0, 22.875)"
07-01-2023 20:47:32.894743,"(6.0, 9.8, 7.7)","(6.5, 12.5, 10.333333333333332)","(3.1, 5.3, 4.275)","(9.0, 15.5, 9.666666666666666)","(31.0, 280.0, 112.0)","(2.35, 2.94, 2.492)","(31.0, 280.0, 112.0)","(9.0, 27.0, 22.875)"
07-01-2023 20:47:34.032651,"(6.0, 9.8, 7.7)","(6.5, 12.5, 10.333333333333332)","(3.1, 5.3, 4.275)","(9.0, 15.5, 9.666666666666666)","(31.0, 280.0, 112.0)","(2.35, 2.94, 2.492)","(31.0, 280.0, 112.0)","(9.0, 27.0, 22.875)"
07-01-2023 20:47:35.204520,"(6.0, 9.8, 7.7)","(6.5, 12.5, 10.333333333333332)","(3.1, 5.3, 4.275)","(9.0, 15.5, 9.666666666666666)","(31.0, 280.0, 112.0)","(2.35, 2.94, 2.492)","(31.0, 280.0, 112.0)","(9.0, 27.0, 22.875)"
07-01-2023 20:47:36.379343,"(6.0, 9.8, 7.7)","(6.5, 12.5, 10.333333333333332)","(3.1, 5.3, 4.275)","(9.0, 15.5, 9.666666666666666)","(31.0, 280.0, 112.0)","(2.35, 2.94, 2.492)","(31.0, 280.0, 112.0)","(9.0, 27.0, 22.875)"
07-01-2023 20:47:37.458283,"(6.0, 9.8, 7.7)","(6.5, 12.5, 10.333333333333332)","(3.1, 5.3, 4.275)","(9.0, 15.5, 9.666666666666666)","(31.0, 280.0, 112.0)","(2.35, 2.94, 2.492)","(31.0, 280.0, 112.0)","(9.0, 27.0, 22.875)"
07-01-2023 20:47:38.572598,"(6.0, 9.8, 7.7)","(6.5, 12.5, 10.333333333333332)","(3.1, 5.3, 4.275)","(9.0, 15.5, 9.666666666666666)","(31.0, 280.0, 112.0)","(2.35, 2.94, 2.492)","(31.0, 280.0, 112.0)","(9.0, 27.0, 22.875)"
07-01-2023 20:47:39.634464,"(6.0, 9.8, 7.7)","(6.5, 12.5, 10.333333333333332)","(3.1, 5.3, 4.275)","(9.0, 15.5, 9.666666666666666)","(31.0, 280.0, 112.0)","(2.35, 2.94, 2.492)","(31.0, 280.0, 112.0)","(9.0, 27.0, 22.875)"
07-01-2023 20:47:40.643190,"(6.0, 9.8, 7.7)","(6.5, 12.5, 10.333333333333332)","(3.1, 5.3, 4.275)","(9.0, 15.5, 9.666666666666666)","(31.0, 280.0, 112.0)","(2.35, 2.94, 2.492)","(31.0, 280.0, 112.0)","(9.0, 27.0, 22.875)"
07-01-2023 20:47:41.723678,"(6.0, 9.8, 7.7)","(6.5, 12.5, 10.333333333333332)","(3.1, 5.3, 4.275)","(9.0, 15.5, 9.666666666666666)","(31.0, 280.0, 112.0)","(2.35, 2.94, 2.492)","(31.0, 280.0, 112.0)","(9.0, 27.0, 22.875)"
07-01-2023 20:47:42.817253,"(6.0, 9.8, 7.7)","(6.5, 12.5, 10.333333333333332)","(3.1, 5.3, 4.275)","(9.0, 15.5, 9.666666666666666)","(31.0, 280.0, 112.0)","(2.35, 2.94, 2.492)","(31.0, 280.0, 112.0)","(9.0, 27.0, 22.875)"
07-01-2023 20:47:43.966674,"(6.0, 9.8, 7.7)","(6.5, 12.5, 10.333333333333332)","(3.1, 5.3, 4.275)","(9.0, 15.5, 9.666666666666666)","(31.0, 280.0, 112.0)","(2.35, 2.94, 2.492)","(31.0, 280.0, 112.0)","(9.0, 27.0, 22.875)"
07-01-2023 20:47:45.250040,"(6.0, 9.8, 7.7)","(6.5, 12.5, 10.333333333333332)","(3.1, 5.3, 4.275)","(9.0, 15.5, 9.666666666666666)","(31.0, 280.0, 112.0)","(2.35, 2.94, 2.492)","(31.0, 280.0, 112.0)","(9.0, 27.0, 22.875)"
07-01-2023 20:47:46.487324,"(6.0, 9.8, 7.7)","(6.5, 12.5, 10.333333333333332)","(3.1, 5.3, 4.275)","(9.0, 15.5, 9.666666666666666)","(31.0, 280.0, 112.0)","(2.35, 2.94, 2.492)","(31.0, 280.0, 112.0)","(9.0, 27.0, 22.875)"
07-01-2023 20:47:47.965134,"(6.0, 9.8, 7.7)","(6.5, 12.5, 10.333333333333332)","(3.1, 5.3, 4.275)","(9.0, 15.5, 9.666666666666666)","(31.0, 280.0, 112.0)","(2.35, 2.94, 2.492)","(31.0, 280.0, 112.0)","(9.0, 27.0, 22.875)"
07-01-2023 20:47:49.212243,"(6.0, 9.8, 7.7)","(6.5, 12.5, 10.333333333333332)","(3.1, 5.3, 4.275)","(9.0, 15.5, 11.0)","(31.0, 280.0, 133.53846153846155)","(2.35, 2.94, 2.492)","(31.0, 280.0, 133.53846153846155)","(9.0, 27.0, 22.875)"
07-01-2023 20:47:50.331264,"(6.0, 9.8, 7.7)","(6.5, 12.5, 10.333333333333332)","(3.1, 5.3, 4.275)","(9.0, 15.5, 11.0)","(31.0, 280.0, 133.53846153846155)","(2.35, 2.94, 2.492)","(31.0, 280.0, 133.53846153846155)","(9.0, 27.0, 22.875)"
07-01-2023 20:47:51.417022,"(6.0, 9.8, 7.7)","(6.5, 12.5, 10.333333333333332)","(3.1, 5.3, 4.275)","(9.0, 15.5, 11.0)","(31.0, 280.0, 133.53846153846155)","(2.35, 2.94, 2.492)","(31.0, 280.0, 133.53846153846155)","(9.0, 27.0, 22.875)"
07-01-2023 20:47:52.449834,"(6.0, 9.8, 7.7)","(6.5, 12.5, 10.333333333333332)","(3.1, 5.3, 4.275)","(9.0, 15.5, 11.0)","(31.0, 280.0, 133.53846153846155)","(2.35, 2.94, 2.492)","(31.0, 280.0, 133.53846153846155)","(9.0, 27.0, 24.333333333333332)"
07-01-2023 20:47:53.658159,"(6.0, 9.8, 7.7)","(6.5, 12.5, 10.333333333333332)","(3.1, 5.3, 4.275)","(9.0, 15.5, 11.0)","(31.0, 280.0, 133.53846153846155)","(2.35, 2.94, 2.492)","(31.0, 280.0, 133.53846153846155)","(9.0, 27.0, 24.333333333333332)"
07-01-2023 20:47:54.931298,"(6.0, 9.8, 7.7)","(6.5, 12.5, 10.333333333333332)","(3.1, 5.3, 4.275)","(9.0, 15.5, 11.0)","(31.0, 280.0, 133.53846153846155)","(2.35, 2.94, 2.492)","(31.0, 280.0, 133.53846153846155)","(9.0, 27.0, 24.333333333333332)"
07-01-2023 20:47:56.138378,"(6.0, 9.8, 7.7)","(6.5, 12.5, 10.333333333333332)","(3.1, 5.3, 4.275)","(9.0, 15.5, 11.0)","(31.0, 280.0, 133.53846153846155)","(2.35, 2.94, 2.492)","(31.0, 280.0, 133.53846153846155)","(9.0, 27.0, 24.333333333333332)"
07-01-2023 20:47:57.324347,"(6.0, 9.8, 7.7)","(6.5, 12.5, 10.333333333333332)","(3.1, 5.3, 4.275)","(9.0, 15.5, 11.0)","(31.0, 280.0, 133.53846153846155)","(2.35, 2.94, 2.492)","(31.0, 280.0, 133.53846153846155)","(9.0, 27.0, 24.333333333333332)"
07-01-2023 20:47:58.540298,"(6.0, 9.8, 7.7)","(6.5, 12.5, 10.333333333333332)","(3.1, 5.3, 4.275)","(9.0, 15.5, 11.0)","(31.0, 280.0, 133.53846153846155)","(2.35, 2.94, 2.492)","(31.0, 280.0, 133.53846153846155)","(9.0, 27.0, 24.333333333333332)"
07-01-2023 20:47:59.733740,"(6.0, 9.8, 7.7)","(6.5, 12.5, 10.333333333333332)","(3.1, 5.3, 4.275)","(9.0, 15.5, 11.0)","(31.0, 280.0, 133.53846153846155)","(2.35, 2.94, 2.492)","(31.0, 280.0, 133.53846153846155)","(9.0, 27.0, 24.333333333333332)"
07-01-2023 20:48:00.905866,"(6.0, 9.8, 7.7)","(6.5, 12.5, 10.333333333333332)","(3.1, 5.3, 4.275)","(9.0, 15.5, 11.0)","(31.0, 280.0, 133.53846153846155)","(2.35, 2.94, 2.492)","(31.0, 280.0, 133.53846153846155)","(9.0, 27.0, 24.333333333333332)"
07-01-2023 20:48:02.022107,"(6.0, 9.8, 7.7)","(6.5, 12.5, 10.333333333333332)","(3.1, 5.3, 4.275)","(9.0, 15.5, 11.0)","(31.0, 280.0, 133.53846153846155)","(2.35, 2.94, 2.492)","(31.0, 280.0, 133.53846153846155)","(9.0, 27.0, 24.333333333333332)"
07-01-2023 20:48:03.144011,"(6.0, 9.8, 7.7)","(6.5, 12.5, 10.333333333333332)","(3.1, 5.3, 4.275)","(9.0, 15.5, 11.0)","(31.0, 280.0, 133.53846153846155)","(2.35, 2.94, 2.492)","(31.0, 280.0, 133.53846153846155)","(9.0, 27.0, 24.333333333333332)"
