,Spin King,Getaway Sticks,Whizz Kid,My Nans Epic,Rogue Runner,Soul Survivor,Provisional Ball,Wedge Run
07-01-2023 20:58:28.446471,"(6.0, 8.0, 7.333333333333334)","(6.5, 15.0, 14.470588235294118)","(3.1, 4.7, 4.182352941176471)","(9.0, 9.2, 8.584615384615384)","(31.0, 100.0, 76.0)","(2.35, 2.64, 2.6425)","(31.0, 300.0, 277.72727272727275)","(9.0, 28.0, 27.5)"
07-01-2023 20:58:29.599725,"(6.0, 8.0, 7.333333333333334)","(6.5, 15.0, 14.470588235294118)","(3.1, 4.7, 4.182352941176471)","(9.0, 9.2, 8.823529411764707)","(31.0, 95.0, 76.0)","(2.35, 2.66, 2.593684210526316)","(31.0, 300.0, 277.72727272727275)","(9.0, 28.0, 27.5)"
07-01-2023 20:58:30.729274,"(6.0, 8.0, 7.333333333333334)","(6.5, 15.0, 14.470588235294118)","(3.1, 4.7, 4.182352941176471)","(9.0, 9.2, 8.823529411764707)","(31.0, 95.0, 70.57142857142857)","(2.35, 2.62, 2.590588235294118)","(31.0, 300.0, 277.72727272727275)","(9.0, 28.0, 27.5)"
07-01-2023 20:58:31.915226,"(6.0, 8.0, 7.333333333333334)","(6.5, 15.0, 14.470588235294118)","(3.1, 4.7, 4.182352941176471)","(9.0, 9.2, 8.823529411764707)","(31.0, 95.0, 70.57142857142857)","(2.35, 2.62, 2.5922222222222224)","(31.0, 300.0, 277.72727272727275)","(9.0, 28.0, 27.5)"
07-01-2023 20:58:33.001587,"(6.0, 8.0, 7.35483870967742)","(6.5, 15.0, 14.470588235294118)","(3.1, 4.7, 4.182352941176471)","(9.0, 9.2, 8.823529411764707)","(31.0, 95.0, 70.57142857142857)","(2.35, 2.62, 2.5922222222222224)","(31.0, 300.0, 277.72727272727275)","(9.0, 28.0, 27.5)"
07-01-2023 20:58:34.165359,"(6.0, 8.0, 7.230769230769231)","(6.5, 15.0, 14.470588235294118)","(3.1, 4.7, 4.182352941176471)","(9.0, 9.2, 8.823529411764707)","(31.0, 95.0, 69.33333333333334)","(2.35, 2.62, 2.5922222222222224)","(31.0, 300.0, 277.72727272727275)","(9.0, 28.0, 27.5)"
07-01-2023 20:58:35.340421,"(6.0, 8.0, 7.666666666666666)","(6.5, 15.0, 14.470588235294118)","(3.1, 4.7, 4.182352941176471)","(9.0, 9.2, 8.666666666666666)","(31.0, 85.0, 69.33333333333334)","(2.35, 2.62, 2.6314285714285717)","(31.0, 300.0, 277.72727272727275)","(9.0, 28.0, 27.5)"
07-01-2023 20:58:36.552470,"(6.0, 8.0, 7.230769230769231)","(6.5, 15.0, 14.470588235294118)","(3.1, 4.7, 4.182352941176471)","(9.0, 9.2, 8.83076923076923)","(31.0, 85.0, 64.85714285714286)","(2.35, 2.64, 2.5636363636363635)","(31.0, 300.0, 277.72727272727275)","(9.0, 28.0, 27.5)"
07-01-2023 20:58:37.777580,"(6.0, 8.0, 7.137931034482759)","(6.5, 15.0, 14.470588235294118)","(3.1, 4.7, 4.182352941176471)","(9.0, 9.2, 8.83076923076923)","(31.0, 85.0, 63.63636363636363)","(2.35, 2.6, 2.5636363636363635)","(31.0, 300.0, 277.72727272727275)","(9.0, 28.0, 27.5)"
07-01-2023 20:58:38.955540,"(6.0, 8.0, 7.137931034482759)","(6.5, 15.0, 14.470588235294118)","(3.1, 4.7, 4.182352941176471)","(9.0, 9.2, 8.879999999999999)","(31.0, 85.0, 63.63636363636363)","(2.35, 2.6, 2.5220689655172412)","(31.0, 300.0, 277.72727272727275)","(9.0, 28.0, 27.5)"
07-01-2023 20:58:40.058064,"(6.0, 8.0, 7.5)","(6.5, 15.0, 14.470588235294118)","(3.1, 4.7, 4.182352941176471)","(9.0, 9.2, 8.879999999999999)","(31.0, 85.0, 69.33333333333334)","(2.35, 2.58, 2.4427906976744187)","(31.0, 300.0, 277.72727272727275)","(9.0, 28.0, 27.5)"
07-01-2023 20:58:41.141523,"(6.0, 8.0, 7.5)","(6.5, 15.0, 14.470588235294118)","(3.1, 4.7, 4.182352941176471)","(9.0, 9.2, 8.879999999999999)","(31.0, 85.0, 67.6)","(2.35, 2.56, 2.464)","(31.0, 300.0, 277.72727272727275)","(9.0, 28.0, 27.5)"
07-01-2023 20:58:42.242249,"(6.0, 8.0, 7.5)","(6.5, 15.0, 14.470588235294118)","(3.1, 4.7, 4.15)","(9.0, 9.2, 8.719999999999999)","(31.0, 75.0, 62.666666666666664)","(2.35, 2.52, 2.436)","(31.0, 300.0, 277.72727272727275)","(9.0, 28.0, 27.5)"
07-01-2023 20:58:43.366078,"(6.0, 8.0, 7.5)","(6.5, 15.0, 14.470588235294118)","(3.1, 4.7, 4.15)","(9.0, 9.2, 8.719999999999999)","(31.0, 75.0, 62.666666666666664)","(2.35, 2.52, 2.4545454545454546)","(31.0, 300.0, 277.72727272727275)","(9.0, 28.0, 27.5)"
07-01-2023 20:58:44.485309,"(6.0, 8.0, 7.5)","(6.5, 15.0, 14.470588235294118)","(3.1, 4.7, 4.644615384615385)","(9.0, 9.2, 8.953846153846154)","(31.0, 75.0, 58.18181818181819)","(2.35, 2.5, 2.425)","(31.0, 300.0, 277.72727272727275)","(9.0, 28.0, 27.5)"
07-01-2023 20:58:45.671114,"(6.0, 8.0, 7.516129032258065)","(6.5, 15.0, 14.470588235294118)","(3.1, 4.7, 4.654545454545454)","(9.0, 9.2, 8.953846153846154)","(31.0, 75.0, 58.18181818181819)","(2.35, 2.5, 2.425)","(31.0, 300.0, 277.72727272727275)","(9.0, 28.0, 27.5)"
07-01-2023 20:58:46.873562,"(6.0, 8.0, 7.423076923076923)","(6.5, 15.0, 14.470588235294118)","(3.1, 4.7, 4.5)","(9.0, 9.2, 8.953846153846154)","(31.0, 75.0, 58.18181818181819)","(2.35, 2.5, 2.425)","(31.0, 300.0, 277.72727272727275)","(9.0, 28.0, 27.5)"
07-01-2023 20:58:48.131110,"(6.0, 8.0, 7.230769230769231)","(6.5, 15.0, 14.1)","(3.1, 4.7, 4.510526315789474)","(9.0, 9.2, 8.953846153846154)","(31.0, 75.0, 58.18181818181819)","(2.35, 2.5, 2.404390243902439)","(31.0, 300.0, 277.72727272727275)","(9.0, 28.0, 27.5)"
07-01-2023 20:58:49.398448,"(6.0, 8.0, 7.230769230769231)","(6.5, 15.0, 14.1)","(3.1, 4.7, 4.575)","(9.0, 9.2, 8.719999999999999)","(31.0, 75.0, 58.18181818181819)","(2.35, 2.46, 2.4015)","(31.0, 300.0, 277.72727272727275)","(9.0, 28.0, 27.5)"
07-01-2023 20:58:50.571533,"(6.0, 8.0, 7.230769230769231)","(6.5, 15.0, 14.1)","(3.1, 4.7, 4.589473684210526)","(9.0, 9.2, 9.1)","(31.0, 75.0, 58.18181818181819)","(2.35, 2.46, 2.4232558139534883)","(31.0, 300.0, 277.72727272727275)","(9.0, 28.0, 27.5)"
07-01-2023 20:58:51.755191,"(6.0, 8.0, 7.253333333333334)","(6.5, 15.0, 14.1)","(3.1, 4.8, 4.652631578947369)","(9.0, 9.4, 9.136363636363637)","(31.0, 75.0, 43.18181818181818)","(2.35, 2.44, 2.3336546184738953)","(31.0, 300.0, 277.72727272727275)","(9.0, 28.0, 27.571428571428573)"
07-01-2023 20:58:52.879580,"(6.0, 8.0, 7.2444444444444445)","(6.5, 15.0, 14.1)","(3.1, 4.8, 4.644444444444445)","(9.0, 10.5, 9.136363636363637)","(31.0, 75.0, 43.18181818181818)","(2.35, 2.42, 2.328510638297872)","(31.0, 300.0, 277.72727272727275)","(9.0, 29.0, 31.5)"
07-01-2023 20:58:54.031235,"(6.0, 8.0, 7.2444444444444445)","(6.5, 15.0, 14.1)","(3.1, 4.8, 4.644444444444445)","(9.0, 10.5, 9.045454545454545)","(31.0, 75.0, 43.18181818181818)","(2.35, 2.42, 2.325701754385965)","(31.0, 300.0, 277.72727272727275)","(9.0, 36.0, 32.4)"
07-01-2023 20:58:55.234673,"(6.0, 8.0, 7.2444444444444445)","(6.5, 15.0, 14.1)","(3.1, 4.8, 4.770370370370371)","(9.0, 10.5, 9.045454545454545)","(31.0, 75.0, 43.18181818181818)","(2.35, 2.42, 2.325701754385965)","(31.0, 300.0, 277.72727272727275)","(9.0, 36.0, 32.4)"
07-01-2023 20:58:56.470028,"(6.0, 8.0, 7.2444444444444445)","(6.5, 15.0, 14.1)","(3.1, 4.8, 4.7749999999999995)","(7.5, 10.5, 9.425)","(41.0, 75.0, 43.18181818181818)","(2.4, 2.42, 2.325829596412556)","(41.0, 300.0, 279.58333333333337)","(10.0, 36.0, 30.0)"
07-01-2023 20:58:57.762836,"(6.0, 8.0, 7.2444444444444445)","(6.5, 15.0, 14.1)","(3.1, 4.8, 4.779999999999999)","(7.5, 9.8, 9.381818181818181)","(41.0, 75.0, 43.18181818181818)","(2.4, 2.42, 2.375)","(41.0, 300.0, 279.58333333333337)","(10.0, 36.0, 29.8)"
07-01-2023 20:58:58.938812,"(6.0, 8.0, 7.2444444444444445)","(6.5, 15.0, 14.1)","(3.1, 4.8, 4.7785714285714285)","(7.5, 9.6, 9.381818181818181)","(41.0, 75.0, 43.18181818181818)","(2.4, 2.4, 2.373142857142857)","(41.0, 300.0, 279.58333333333337)","(10.0, 34.0, 29.333333333333332)"
07-01-2023 20:59:00.124369,"(6.0, 8.0, 7.2444444444444445)","(6.5, 15.0, 14.1)","(3.1, 4.8, 4.777777777777778)","(7.5, 9.6, 9.428571428571429)","(41.0, 75.0, 43.18181818181818)","(2.4, 2.38, 2.336470588235294)","(41.0, 300.0, 279.58333333333337)","(10.0, 34.0, 31.2)"
07-01-2023 20:59:01.293591,"(6.0, 8.0, 7.2444444444444445)","(6.5, 15.0, 14.1)","(3.1, 4.8, 4.7749999999999995)","(7.5, 9.6, 9.120000000000001)","(41.0, 75.0, 43.18181818181818)","(2.4, 2.34, 2.3154285714285714)","(41.0, 300.0, 279.58333333333337)","(10.0, 34.0, 29.333333333333332)"
07-01-2023 20:59:02.981600,"(6.0, 8.0, 7.2444444444444445)","(6.5, 15.0, 14.1)","(3.2, 4.8, 4.781818181818181)","(7.5, 9.6, 9.120000000000001)","(41.0, 75.0, 43.18181818181818)","(2.4, 2.36, 2.3127272727272725)","(41.0, 300.0, 279.58333333333337)","(10.0, 34.0, 29.333333333333332)"
07-01-2023 20:59:04.341675,"(6.0, 8.0, 7.2444444444444445)","(6.5, 15.0, 14.307692307692308)","(3.2, 4.8, 4.766666666666667)","(7.5, 9.6, 9.0)","(41.0, 75.0, 50.9375)","(2.4, 2.36, 2.4485)","(41.0, 300.0, 220.0)","(10.0, 34.0, 29.333333333333332)"
07-01-2023 20:59:05.693578,"(6.0, 8.0, 7.2444444444444445)","(6.5, 15.0, 14.307692307692308)","(3.2, 4.8, 4.75)","(7.5, 9.6, 9.0)","(41.0, 75.0, 50.9375)","(2.4, 2.46, 2.428)","(41.0, 300.0, 220.0)","(10.0, 34.0, 29.333333333333332)"
07-01-2023 20:59:06.988582,"(6.0, 8.0, 7.2444444444444445)","(6.5, 15.0, 14.307692307692308)","(3.2, 4.8, 4.699999999999999)","(7.5, 9.6, 9.0)","(41.0, 75.0, 50.9375)","(2.4, 2.44, 2.3955555555555557)","(41.0, 300.0, 220.0)","(10.0, 34.0, 29.333333333333332)"
07-01-2023 20:59:08.246779,"(6.0, 8.0, 7.2444444444444445)","(6.5, 15.0, 14.307692307692308)","(3.2, 4.8, 4.78974358974359)","(7.5, 9.6, 8.923076923076923)","(41.0, 75.0, 55.625)","(2.4, 2.44, 2.417777777777778)","(41.0, 300.0, 220.0)","(10.0, 34.0, 29.333333333333332)"
07-01-2023 20:59:09.485552,"(6.0, 8.0, 7.2444444444444445)","(6.5, 15.0, 14.307692307692308)","(3.2, 4.8, 4.84)","(7.5, 9.6, 8.977777777777778)","(41.0, 65.0, 55.625)","(2.4, 2.44, 2.401818181818182)","(41.0, 300.0, 220.0)","(10.0, 34.0, 29.333333333333332)"
07-01-2023 20:59:10.710545,"(6.0, 8.0, 7.2444444444444445)","(6.5, 15.0, 14.307692307692308)","(3.2, 4.9, 4.728571428571429)","(7.5, 9.6, 8.923076923076923)","(41.0, 65.0, 52.5)","(2.4, 2.42, 2.388695652173913)","(41.0, 300.0, 220.0)","(10.0, 34.0, 29.333333333333332)"
07-01-2023 20:59:11.963399,"(6.0, 8.0, 7.28)","(6.5, 15.0, 14.307692307692308)","(3.2, 4.9, 4.78)","(7.5, 9.6, 8.977777777777778)","(41.0, 65.0, 48.333333333333336)","(2.4, 2.42, 2.3989473684210525)","(41.0, 300.0, 220.0)","(10.0, 34.0, 29.333333333333332)"
07-01-2023 20:59:13.210894,"(6.0, 8.0, 7.28)","(6.5, 15.0, 14.307692307692308)","(3.2, 4.9, 4.481052631578947)","(7.5, 9.6, 9.066666666666666)","(41.0, 65.0, 48.333333333333336)","(2.4, 2.42, 2.401818181818182)","(41.0, 300.0, 220.0)","(10.0, 34.0, 29.333333333333332)"
07-01-2023 20:59:14.466893,"(6.0, 8.0, 7.28)","(6.5, 15.0, 13.875)","(3.2, 4.5, 4.481443298969072)","(7.5, 9.6, 9.066666666666666)","(41.0, 65.0, 48.333333333333336)","(2.3, 2.42, 2.401818181818182)","(41.0, 300.0, 220.0)","(10.0, 34.0, 29.333333333333332)"
07-01-2023 20:59:15.739851,"(6.0, 8.0, 7.28)","(6.5, 15.0, 13.875)","(3.2, 4.5, 4.5927710843373495)","(7.5, 9.6, 9.066666666666666)","(41.0, 65.0, 48.333333333333336)","(2.3, 2.42, 2.401818181818182)","(41.0, 300.0, 220.0)","(10.0, 34.0, 29.333333333333332)"
07-01-2023 20:59:17.032594,"(6.0, 8.0, 7.28)","(6.5, 15.0, 13.875)","(3.2, 4.6, 4.7)","(7.5, 9.6, 9.066666666666666)","(41.0, 65.0, 48.333333333333336)","(2.3, 2.42, 2.401818181818182)","(41.0, 300.0, 244.0)","(10.0, 34.0, 29.333333333333332)"
07-01-2023 20:59:18.278780,"(6.0, 8.0, 7.28)","(6.5, 15.0, 13.875)","(3.2, 4.8, 4.7)","(7.5, 9.6, 9.066666666666666)","(41.0, 65.0, 48.333333333333336)","(2.3, 2.42, 2.401818181818182)","(41.0, 290.0, 193.57142857142858)","(10.0, 34.0, 29.333333333333332)"
07-01-2023 20:59:19.523640,"(6.0, 8.0, 7.28)","(6.5, 15.0, 13.875)","(3.2, 5.0, 4.664516129032258)","(7.5, 9.6, 8.977777777777778)","(41.0, 65.0, 45.76923076923077)","(2.3, 2.42, 2.3866666666666667)","(41.0, 290.0, 155.0)","(10.0, 34.0, 29.333333333333332)"
07-01-2023 20:59:20.779947,"(6.0, 8.0, 7.28)","(6.5, 15.0, 13.875)","(3.2, 5.0, 4.74)","(7.5, 9.6, 9.066666666666666)","(41.0, 65.0, 45.76923076923077)","(2.3, 2.42, 2.375)","(41.0, 290.0, 146.8181818181818)","(10.0, 34.0, 29.333333333333332)"
07-01-2023 20:59:22.021506,"(6.0, 8.0, 7.28)","(6.5, 15.0, 13.875)","(3.2, 5.0, 4.7555555555555555)","(7.5, 9.6, 9.066666666666666)","(41.0, 65.0, 45.76923076923077)","(2.3, 2.42, 2.375)","(41.0, 290.0, 182.14285714285714)","(10.0, 34.0, 29.333333333333332)"
07-01-2023 20:59:23.315056,"(6.0, 8.0, 7.28)","(6.5, 15.0, 12.857142857142858)","(3.2, 5.0, 4.81219512195122)","(7.5, 9.6, 9.2)","(41.0, 65.0, 49.666666666666664)","(2.3, 2.42, 2.371578947368421)","(41.0, 270.0, 139.0)","(10.0, 34.0, 29.333333333333332)"
07-01-2023 20:59:24.538744,"(6.0, 8.0, 7.446153846153846)","(6.5, 15.0, 12.857142857142858)","(3.2, 5.0, 4.395103578154426)","(7.5, 9.6, 9.2)","(41.0, 65.0, 52.22222222222222)","(2.3, 2.4, 2.3842105263157896)","(41.0, 250.0, 139.0)","(10.0, 34.0, 29.333333333333332)"
07-01-2023 20:59:25.724751,"(6.0, 8.0, 7.46)","(6.5, 15.0, 13.125)","(3.2, 4.4, 4.395825426944972)","(7.5, 9.6, 9.2)","(41.0, 65.0, 52.22222222222222)","(2.3, 2.4, 2.3842105263157896)","(41.0, 250.0, 139.0)","(10.0, 34.0, 31.53846153846154)"
07-01-2023 20:59:27.334886,"(6.0, 8.0, 7.46)","(6.5, 15.0, 13.333333333333334)","(3.2, 4.4, 4.79706457925636)","(7.5, 9.6, 9.28)","(41.0, 65.0, 52.22222222222222)","(2.3, 2.4, 2.3842105263157896)","(41.0, 250.0, 132.27272727272725)","(10.0, 34.0, 31.53846153846154)"
07-01-2023 20:59:29.115365,"(6.0, 8.0, 7.576470588235294)","(6.5, 15.0, 13.333333333333334)","(3.2, 4.8, 4.466666666666667)","(7.5, 9.6, 9.28)","(41.0, 65.0, 54.5)","(2.3, 2.4, 2.3823529411764706)","(41.0, 230.0, 115.76923076923077)","(10.0, 34.0, 31.53846153846154)"
07-01-2023 20:59:30.406905,"(6.0, 8.0, 7.576470588235294)","(6.5, 15.0, 13.333333333333334)","(3.2, 4.6, 4.52)","(7.5, 9.6, 9.2)","(41.0, 65.0, 50.3)","(2.3, 2.4, 2.38)","(41.0, 230.0, 109.0)","(10.0, 34.0, 31.53846153846154)"
07-01-2023 20:59:31.686545,"(6.0, 8.0, 7.576470588235294)","(6.5, 15.0, 14.375)","(3.2, 4.6, 4.488888888888889)","(7.5, 9.6, 9.25)","(41.0, 65.0, 50.3)","(2.3, 2.42, 2.4)","(41.0, 230.0, 133.88888888888889)","(10.0, 34.0, 31.53846153846154)"
07-01-2023 20:59:32.976852,"(6.0, 8.0, 7.61)","(6.5, 15.0, 14.4)","(3.2, 4.6, 4.395522388059701)","(7.5, 9.6, 9.08)","(41.0, 65.0, 50.3)","(2.3, 2.42, 2.408235294117647)","(41.0, 220.0, 106.42857142857143)","(10.0, 34.0, 31.53846153846154)"
07-01-2023 20:59:34.194061,"(6.0, 8.0, 7.694117647058823)","(6.5, 15.0, 14.555555555555555)","(3.2, 4.4, 4.395488721804512)","(7.5, 9.4, 9.142857142857144)","(41.0, 65.0, 50.3)","(2.3, 2.42, 2.401818181818182)","(41.0, 210.0, 136.42857142857144)","(10.0, 34.0, 31.53846153846154)"
07-01-2023 20:59:35.343590,"(6.0, 8.0, 7.8)","(6.5, 15.0, 14.2)","(3.2, 4.4, 4.395488721804512)","(7.5, 9.4, 9.236363636363636)","(41.0, 65.0, 50.3)","(2.3, 2.42, 2.4104761904761904)","(41.0, 190.0, 107.0)","(10.0, 34.0, 31.53846153846154)"
07-01-2023 20:59:36.517100,"(6.0, 8.0, 7.85)","(6.5, 15.0, 14.0)","(3.2, 4.5, 4.4980657640232105)","(7.5, 9.4, 9.25)","(41.0, 65.0, 50.3)","(2.3, 2.42, 2.4327272727272726)","(41.0, 170.0, 107.0)","(10.0, 34.0, 31.53846153846154)"
07-01-2023 20:59:37.652466,"(6.0, 8.0, 7.85)","(6.5, 15.0, 14.0)","(3.2, 4.3, 4.266666666666667)","(7.5, 9.4, 9.16923076923077)","(41.0, 65.0, 56.13333333333333)","(2.3, 2.44, 2.433846153846154)","(41.0, 170.0, 113.57142857142857)","(10.0, 34.0, 31.333333333333332)"
07-01-2023 20:59:38.903624,"(6.0, 8.0, 7.9)","(6.5, 15.0, 14.0)","(3.2, 4.5, 4.3)","(7.5, 9.4, 9.16923076923077)","(41.0, 65.0, 56.6875)","(2.3, 2.44, 2.4285714285714284)","(41.0, 150.0, 93.88888888888889)","(10.0, 34.0, 30.88888888888889)"
07-01-2023 20:59:40.136836,"(6.5, 8.6, 8.314285714285713)","(7.0, 15.0, 14.0)","(3.3, 4.5, 4.274561403508772)","(7.0, 9.4, 9.16923076923077)","(51.0, 65.0, 56.13333333333333)","(2.3, 2.44, 2.424)","(51.0, 130.0, 91.0)","(11.0, 34.0, 31.666666666666668)"
07-01-2023 20:59:41.420223,"(6.5, 9.0, 8.266666666666666)","(7.0, 15.0, 14.0)","(3.3, 4.3, 4.3882352941176475)","(7.0, 9.4, 9.16923076923077)","(51.0, 65.0, 56.13333333333333)","(2.3, 2.44, 2.4266666666666667)","(51.0, 130.0, 85.0)","(11.0, 34.0, 35.8)"
07-01-2023 20:59:42.686659,"(6.5, 9.0, 8.123076923076923)","(7.0, 15.0, 14.0)","(3.3, 4.4, 4.390063694267516)","(7.0, 9.4, 9.16923076923077)","(51.0, 65.0, 56.13333333333333)","(2.3, 2.44, 2.4299999999999997)","(51.0, 130.0, 85.0)","(11.0, 38.0, 33.76923076923077)"
07-01-2023 20:59:43.889560,"(6.5, 9.0, 8.296296296296296)","(7.0, 15.0, 14.0)","(3.3, 4.4, 4.288888888888889)","(7.0, 9.4, 9.16923076923077)","(51.0, 65.0, 56.13333333333333)","(2.3, 2.44, 2.4176470588235293)","(51.0, 130.0, 85.0)","(11.0, 38.0, 31.88888888888889)"
07-01-2023 20:59:45.317502,"(6.5, 9.0, 8.296296296296296)","(7.0, 15.0, 14.0)","(3.3, 4.4, 4.2444444444444445)","(7.0, 9.4, 9.209090909090909)","(51.0, 65.0, 51.588235294117645)","(2.3, 2.46, 2.5094117647058822)","(51.0, 130.0, 85.0)","(11.0, 38.0, 31.88888888888889)"
07-01-2023 20:59:46.826505,"(6.5, 8.6, 8.64)","(7.0, 15.0, 14.0)","(3.3, 4.3, 4.230232558139535)","(7.0, 9.4, 8.7)","(51.0, 65.0, 51.588235294117645)","(2.3, 2.54, 2.4904761904761905)","(51.0, 130.0, 103.33333333333333)","(11.0, 38.0, 31.88888888888889)"
07-01-2023 20:59:48.122576,"(6.5, 8.8, 8.636363636363637)","(7.0, 15.0, 14.0)","(3.3, 4.3, 4.032258064516129)","(7.0, 8.8, 8.266666666666666)","(51.0, 65.0, 53.0)","(2.3, 2.54, 2.5654545454545454)","(51.0, 120.0, 91.81818181818181)","(11.0, 38.0, 31.88888888888889)"
07-01-2023 20:59:49.489848,"(6.5, 9.0, 8.530434782608696)","(7.0, 15.0, 14.0)","(3.3, 4.2, 4.011881188118812)","(7.0, 8.6, 8.25)","(51.0, 65.0, 49.166666666666664)","(2.3, 2.58, 2.5542857142857143)","(51.0, 110.0, 91.81818181818181)","(11.0, 38.0, 32.21052631578947)"
07-01-2023 20:59:50.880246,"(6.5, 9.0, 8.584615384615384)","(7.0, 15.0, 14.0)","(3.3, 4.1, 3.985294117647059)","(7.0, 8.6, 8.25)","(51.0, 65.0, 49.166666666666664)","(2.3, 2.58, 2.5542857142857143)","(51.0, 110.0, 87.14285714285714)","(11.0, 38.0, 31.714285714285715)"
07-01-2023 20:59:52.241611,"(6.5, 9.0, 8.584615384615384)","(7.0, 15.0, 14.0)","(3.3, 4.1, 3.9104166666666664)","(7.0, 8.6, 8.28)","(51.0, 65.0, 50.38461538461539)","(2.3, 2.58, 2.564)","(51.0, 110.0, 78.88888888888889)","(11.0, 38.0, 33.0)"
07-01-2023 20:59:53.842969,"(6.5, 8.8, 8.555555555555555)","(7.0, 15.0, 14.0)","(3.3, 4.1, 3.937037037037037)","(7.0, 8.6, 8.28)","(51.0, 65.0, 55.5)","(2.3, 2.58, 2.69625)","(51.0, 110.0, 78.88888888888889)","(11.0, 38.0, 32.666666666666664)"
07-01-2023 20:59:55.435231,"(6.5, 8.8, 8.555555555555555)","(7.0, 15.0, 14.76923076923077)","(3.3, 3.75, 3.6147727272727272)","(7.0, 8.6, 8.1)","(51.0, 65.0, 55.5)","(2.3, 2.7, 2.762)","(51.0, 110.0, 78.88888888888889)","(11.0, 38.0, 36.15384615384615)"
07-01-2023 20:59:56.733696,"(6.5, 8.8, 8.608695652173914)","(7.0, 15.0, 14.76923076923077)","(3.3, 3.7, 3.6018181818181816)","(7.0, 8.6, 8.1)","(51.0, 65.0, 55.5)","(2.3, 2.78, 2.7741176470588234)","(51.0, 110.0, 78.88888888888889)","(11.0, 38.0, 36.15384615384615)"
07-01-2023 20:59:58.009957,"(6.5, 8.8, 8.55483870967742)","(7.0, 15.0, 14.76923076923077)","(3.3, 3.7, 3.5888888888888886)","(7.0, 8.6, 8.1)","(51.0, 65.0, 55.5)","(2.3, 2.78, 2.803157894736842)","(51.0, 110.0, 78.88888888888889)","(11.0, 38.0, 34.8)"
07-01-2023 20:59:59.360478,"(6.5, 8.8, 8.412903225806451)","(7.0, 15.0, 14.8)","(3.3, 3.65, 3.579787234042553)","(7.0, 8.6, 8.1)","(51.0, 65.0, 55.5)","(2.3, 2.86, 2.767142857142857)","(51.0, 110.0, 78.88888888888889)","(11.0, 38.0, 34.8)"
07-01-2023 21:00:00.666249,"(6.5, 8.8, 8.45217391304348)","(7.0, 15.0, 14.8)","(3.3, 3.65, 3.5661290322580643)","(7.0, 8.6, 8.1)","(51.0, 65.0, 55.5)","(2.3, 2.86, 2.813333333333333)","(51.0, 110.0, 99.28571428571428)","(11.0, 38.0, 34.8)"
07-01-2023 21:00:01.909966,"(6.5, 8.8, 8.45217391304348)","(7.0, 15.0, 14.8)","(3.3, 3.6, 3.504166666666667)","(7.0, 8.6, 8.1)","(51.0, 65.0, 56.230769230769226)","(2.3, 2.84, 2.8114285714285714)","(51.0, 110.0, 99.28571428571428)","(11.0, 38.0, 34.8)"
07-01-2023 21:00:03.125550,"(6.5, 8.8, 8.45217391304348)","(7.0, 15.0, 14.8)","(3.3, 3.6, 3.4722222222222223)","(7.0, 8.6, 8.17142857142857)","(51.0, 65.0, 56.85714285714286)","(2.3, 2.84, 2.8114285714285714)","(51.0, 110.0, 93.33333333333333)","(11.0, 38.0, 34.8)"
07-01-2023 21:00:04.287449,"(6.5, 8.8, 8.45217391304348)","(7.0, 15.0, 14.8)","(3.3, 3.55, 3.4722222222222223)","(7.0, 8.6, 8.17142857142857)","(51.0, 65.0, 56.85714285714286)","(2.3, 2.84, 2.8066666666666666)","(51.0, 110.0, 93.33333333333333)","(11.0, 38.0, 32.857142857142854)"
07-01-2023 21:00:05.499066,"(6.5, 8.8, 8.45217391304348)","(7.0, 15.0, 14.8)","(3.3, 3.55, 3.4504056795131848)","(7.0, 8.6, 8.190909090909091)","(51.0, 65.0, 56.85714285714286)","(2.3, 2.84, 2.8266666666666667)","(51.0, 110.0, 93.33333333333333)","(11.0, 38.0, 34.72727272727273)"
07-01-2023 21:00:06.728447,"(6.5, 8.8, 8.45217391304348)","(7.0, 15.0, 14.8)","(3.3, 3.5, 3.4014150943396224)","(7.0, 8.6, 8.190909090909091)","(51.0, 65.0, 56.85714285714286)","(2.3, 2.84, 2.8266666666666667)","(51.0, 110.0, 93.33333333333333)","(11.0, 38.0, 34.72727272727273)"
07-01-2023 21:00:07.978580,"(6.5, 8.8, 8.513043478260869)","(7.0, 15.0, 14.8)","(3.3, 3.85, 3.8413705583756346)","(7.0, 8.4, 8.018181818181818)","(51.0, 65.0, 53.6)","(2.3, 2.9, 2.8238095238095235)","(51.0, 110.0, 93.33333333333333)","(11.0, 38.0, 32.857142857142854)"
07-01-2023 21:00:09.210984,"(6.5, 8.6, 8.542857142857143)","(7.0, 15.0, 14.8)","(3.3, 3.8, 3.7628146453089246)","(7.0, 8.4, 8.018181818181818)","(51.0, 65.0, 53.6)","(2.3, 2.9, 2.8058823529411763)","(51.0, 110.0, 93.33333333333333)","(11.0, 38.0, 32.857142857142854)"
07-01-2023 21:00:10.490038,"(6.5, 8.6, 8.542857142857143)","(7.0, 15.0, 14.8)","(3.3, 3.85, 3.8210526315789473)","(7.0, 8.4, 8.018181818181818)","(51.0, 65.0, 53.6)","(2.3, 2.82, 2.7917647058823527)","(51.0, 110.0, 93.33333333333333)","(11.0, 38.0, 32.857142857142854)"
