,Starter,Sir Piccolo,Abb Roy,Forche,Blavatsky,Anthropica,Mount Padrao,Chica Bonita,Zayde,Sizzling Babe
05-01-2023 16:18:01.161513,"(4.4, 5.2, 5.125581395348837)","(4.8, 5.5, 5.490557939914163)","(10.0, 12.0, 11.576687116564417)","(2.8, 3.3, 3.2963999999999998)","(11.0, 13.5, 13.265625)","(10.0, 12.5, 12.35)","(18.0, 24.0, 23.586206896551722)","(51.0, 85.0, 84.54545454545455)","(71.0, 100.0, 95.83333333333333)","(51.0, 65.0, 59.054054054054056)"
05-01-2023 16:18:02.463726,"(4.4, 5.2, 5.130898876404494)","(4.8, 5.5, 5.486046511627907)","(10.0, 12.0, 11.666666666666666)","(2.8, 3.3, 3.2963999999999998)","(11.0, 13.5, 13.265625)","(10.0, 12.5, 12.35)","(18.0, 24.0, 23.586206896551722)","(51.0, 85.0, 84.54545454545455)","(71.0, 100.0, 96.66666666666667)","(51.0, 65.0, 57.666666666666664)"
05-01-2023 16:18:03.706908,"(4.4, 5.2, 5.129069767441861)","(4.8, 5.5, 5.470769230769231)","(10.0, 12.0, 11.736585365853658)","(2.8, 3.3, 3.285314685314685)","(11.0, 13.5, 13.12)","(10.0, 12.5, 12.35)","(18.0, 24.0, 23.586206896551722)","(51.0, 85.0, 84.44444444444444)","(71.0, 100.0, 95.83333333333333)","(51.0, 65.0, 57.666666666666664)"
05-01-2023 16:18:04.872285,"(4.4, 5.2, 5.124875621890547)","(4.8, 5.5, 5.470769230769231)","(10.0, 12.0, 11.736585365853658)","(2.8, 3.3, 3.285314685314685)","(11.0, 13.5, 13.08108108108108)","(10.0, 12.5, 12.35)","(18.0, 24.0, 23.586206896551722)","(51.0, 85.0, 84.44444444444444)","(71.0, 100.0, 95.83333333333333)","(51.0, 65.0, 57.666666666666664)"
05-01-2023 16:18:06.248243,"(4.4, 5.2, 5.128061224489795)","(4.8, 5.5, 5.470769230769231)","(10.0, 12.0, 11.718468468468469)","(2.8, 3.3, 3.2803738317757007)","(11.0, 13.5, 13.08108108108108)","(10.0, 12.5, 12.35)","(18.0, 24.0, 23.586206896551722)","(51.0, 85.0, 84.44444444444444)","(71.0, 100.0, 96.66666666666667)","(51.0, 65.0, 57.666666666666664)"
05-01-2023 16:18:07.427764,"(4.4, 5.2, 5.128061224489795)","(4.8, 5.5, 5.470769230769231)","(10.0, 12.0, 11.715909090909092)","(2.8, 3.3, 3.2794117647058822)","(11.0, 13.5, 13.080645161290322)","(10.0, 12.5, 12.35)","(18.0, 24.0, 23.586206896551722)","(51.0, 85.0, 84.44444444444444)","(71.0, 100.0, 95.83333333333333)","(51.0, 65.0, 59.0)"
05-01-2023 16:18:08.582028,"(4.4, 5.2, 5.128061224489795)","(4.8, 5.5, 5.470769230769231)","(10.0, 12.0, 11.715909090909092)","(2.8, 3.3, 3.2794117647058822)","(11.0, 13.5, 13.080645161290322)","(10.0, 12.5, 12.35)","(18.0, 24.0, 23.586206896551722)","(51.0, 85.0, 84.5)","(71.0, 100.0, 96.66666666666667)","(51.0, 65.0, 59.0)"
05-01-2023 16:18:09.697100,"(4.4, 5.2, 5.128061224489795)","(4.8, 5.5, 5.434065934065934)","(10.0, 12.0, 11.714611872146119)","(2.8, 3.3, 3.2794117647058822)","(11.0, 13.5, 13.080645161290322)","(10.0, 12.5, 12.35)","(18.0, 24.0, 23.586206896551722)","(51.0, 85.0, 84.5)","(71.0, 100.0, 96.66666666666667)","(51.0, 65.0, 59.0)"
05-01-2023 16:18:10.854660,"(4.4, 5.2, 5.129850746268657)","(4.8, 5.4, 5.395575221238938)","(10.0, 12.0, 11.747983870967742)","(2.8, 3.3, 3.2820754716981133)","(11.0, 13.5, 13.080645161290322)","(10.0, 12.5, 12.353658536585366)","(18.0, 24.0, 23.555555555555557)","(51.0, 85.0, 84.44444444444444)","(71.0, 100.0, 98.07692307692308)","(51.0, 65.0, 61.45161290322581)"
05-01-2023 16:18:11.964820,"(4.4, 5.2, 5.129850746268657)","(4.8, 5.4, 5.395575221238938)","(10.0, 12.0, 11.704188481675393)","(2.8, 3.3, 3.2820754716981133)","(11.0, 13.5, 13.066666666666666)","(10.0, 12.5, 12.353658536585366)","(18.0, 24.0, 23.555555555555557)","(51.0, 85.0, 84.44444444444444)","(71.0, 100.0, 98.07692307692308)","(51.0, 65.0, 61.45161290322581)"
05-01-2023 16:18:13.516727,"(4.4, 5.2, 5.129850746268657)","(4.8, 5.4, 5.41764705882353)","(10.0, 12.0, 11.63803680981595)","(2.8, 3.3, 3.280980392156863)","(11.0, 13.5, 13.078947368421053)","(10.0, 12.5, 12.35)","(18.0, 24.0, 23.555555555555557)","(51.0, 85.0, 84.64285714285714)","(71.0, 100.0, 99.0)","(51.0, 65.0, 60.76923076923077)"
05-01-2023 16:18:14.764116,"(4.4, 5.2, 5.178217821782178)","(4.8, 5.5, 5.41764705882353)","(10.0, 12.0, 11.63803680981595)","(2.8, 3.35, 3.280980392156863)","(11.0, 13.5, 13.078947368421053)","(10.0, 12.5, 12.35)","(18.0, 24.0, 23.555555555555557)","(51.0, 85.0, 84.64285714285714)","(71.0, 100.0, 99.0)","(51.0, 65.0, 60.76923076923077)"
05-01-2023 16:18:16.069032,"(4.4, 5.2, 5.178217821782178)","(4.8, 5.5, 5.41764705882353)","(10.0, 12.0, 11.634730538922156)","(2.8, 3.35, 3.2798039215686274)","(11.0, 13.5, 13.078947368421053)","(10.0, 12.5, 12.348101265822784)","(18.0, 24.0, 23.555555555555557)","(51.0, 85.0, 84.64285714285714)","(71.0, 100.0, 99.0)","(51.0, 65.0, 60.76923076923077)"
05-01-2023 16:18:17.439764,"(4.4, 5.2, 5.165198237885463)","(4.8, 5.5, 5.413924050632911)","(10.0, 12.0, 11.61875)","(2.8, 3.35, 3.276851851851852)","(11.0, 13.0, 12.975308641975309)","(10.0, 12.5, 12.276785714285714)","(18.0, 24.0, 23.555555555555557)","(51.0, 85.0, 84.64285714285714)","(71.0, 100.0, 99.0)","(51.0, 65.0, 62.027027027027025)"
05-01-2023 16:18:18.608341,"(4.4, 5.2, 5.175126903553299)","(4.8, 5.4, 5.330392156862745)","(10.0, 12.0, 11.61875)","(2.8, 3.35, 3.3060606060606057)","(11.0, 13.0, 12.977272727272727)","(10.0, 12.5, 12.180232558139535)","(18.0, 25.0, 24.34375)","(51.0, 85.0, 84.64285714285714)","(71.0, 110.0, 103.57142857142857)","(51.0, 65.0, 62.42857142857143)"
05-01-2023 16:18:19.788693,"(4.4, 5.2, 5.174742268041237)","(4.8, 5.4, 5.311764705882353)","(10.0, 12.0, 11.61875)","(2.8, 3.35, 3.3060606060606057)","(11.0, 13.0, 12.977272727272727)","(10.0, 12.5, 12.180232558139535)","(18.0, 25.0, 24.458333333333332)","(51.0, 85.0, 84.64285714285714)","(71.0, 110.0, 102.05882352941177)","(51.0, 65.0, 62.69230769230769)"
05-01-2023 16:18:21.411211,"(4.4, 5.2, 5.174742268041237)","(4.8, 5.4, 5.311764705882353)","(10.0, 12.0, 11.61875)","(2.8, 3.35, 3.3060606060606057)","(11.0, 13.0, 12.97938144329897)","(10.0, 12.5, 12.201086956521738)","(18.0, 25.0, 24.458333333333332)","(51.0, 85.0, 84.82758620689656)","(71.0, 110.0, 102.05882352941177)","(51.0, 65.0, 62.63157894736842)"
05-01-2023 16:18:22.600991,"(4.4, 5.2, 5.174742268041237)","(4.8, 5.4, 5.311764705882353)","(10.0, 12.0, 11.61875)","(2.8, 3.35, 3.3085106382978724)","(11.0, 13.0, 12.927927927927929)","(10.0, 12.5, 12.207446808510639)","(18.0, 25.0, 24.47222222222222)","(51.0, 90.0, 84.64285714285714)","(71.0, 110.0, 102.05882352941177)","(51.0, 65.0, 62.30769230769231)"
05-01-2023 16:18:23.902924,"(4.4, 5.2, 5.193272171253823)","(4.8, 5.3, 5.28)","(10.0, 12.0, 11.683060109289617)","(2.8, 3.35, 3.3296875)","(11.0, 13.0, 12.97979797979798)","(10.0, 12.5, 12.197802197802197)","(18.0, 25.0, 24.47222222222222)","(51.0, 90.0, 84.64285714285714)","(71.0, 110.0, 102.05882352941177)","(51.0, 65.0, 64.0)"
05-01-2023 16:18:25.099099,"(4.4, 5.2, 5.193146417445483)","(4.8, 5.3, 5.278)","(10.0, 12.0, 11.672222222222222)","(2.8, 3.35, 3.327714285714286)","(11.0, 13.0, 12.97979797979798)","(10.0, 12.5, 12.197802197802197)","(18.0, 25.0, 24.47222222222222)","(51.0, 90.0, 84.64285714285714)","(71.0, 110.0, 102.05882352941177)","(51.0, 70.0, 64.0)"
05-01-2023 16:18:26.378522,"(4.4, 5.2, 5.199006622516556)","(4.8, 5.3, 5.252688172043011)","(10.0, 12.0, 11.697435897435897)","(2.8, 3.35, 3.365391791044776)","(11.0, 13.0, 12.963636363636363)","(10.0, 12.5, 12.123287671232877)","(18.0, 25.0, 23.146341463414632)","(51.0, 90.0, 84.44444444444444)","(71.0, 110.0, 102.05882352941177)","(51.0, 70.0, 64.0)"
05-01-2023 16:18:27.801353,"(4.4, 5.2, 5.198837209302326)","(4.8, 5.3, 5.235294117647059)","(10.0, 12.0, 11.697435897435897)","(2.8, 3.4, 3.365391791044776)","(11.0, 13.0, 12.844594594594595)","(10.0, 12.5, 12.194444444444445)","(18.0, 25.0, 23.363636363636363)","(51.0, 90.0, 84.44444444444444)","(71.0, 110.0, 102.05882352941177)","(51.0, 70.0, 64.0)"
05-01-2023 16:18:29.032348,"(4.4, 5.2, 5.184188034188034)","(4.8, 5.3, 5.235294117647059)","(10.0, 12.0, 11.73076923076923)","(2.8, 3.4, 3.363988095238095)","(11.0, 13.0, 12.81159420289855)","(10.0, 12.5, 12.183453237410072)","(18.0, 24.0, 23.5625)","(51.0, 90.0, 84.44444444444444)","(71.0, 110.0, 102.5)","(51.0, 70.0, 63.05555555555556)"
05-01-2023 16:18:30.298141,"(4.4, 5.3, 5.248679245283019)","(4.8, 5.3, 5.23758865248227)","(10.0, 12.0, 11.75)","(2.8, 3.4, 3.3469298245614034)","(11.0, 13.0, 12.75)","(10.0, 12.5, 12.183453237410072)","(18.0, 24.0, 23.5625)","(51.0, 90.0, 84.48275862068965)","(71.0, 110.0, 102.05882352941177)","(51.0, 65.0, 62.878787878787875)"
05-01-2023 16:18:31.527574,"(4.4, 5.3, 5.242196531791907)","(4.8, 5.3, 5.24601226993865)","(10.0, 12.0, 11.762910798122066)","(2.8, 3.4, 3.3719907407407406)","(11.0, 13.0, 12.846666666666668)","(10.0, 12.5, 12.202702702702704)","(18.0, 24.0, 22.94736842105263)","(51.0, 90.0, 84.83870967741936)","(71.0, 110.0, 102.05882352941177)","(51.0, 65.0, 62.878787878787875)"
05-01-2023 16:18:32.734302,"(4.4, 5.3, 5.242196531791907)","(4.8, 5.3, 5.252083333333333)","(10.0, 12.0, 11.767281105990783)","(2.8, 3.4, 3.3758964143426295)","(11.0, 13.0, 12.833333333333334)","(10.0, 12.5, 12.202702702702704)","(18.0, 23.0, 22.89189189189189)","(51.0, 90.0, 84.83870967741936)","(71.0, 110.0, 102.5)","(51.0, 65.0, 60.833333333333336)"
05-01-2023 16:18:33.889155,"(4.4, 5.3, 5.241520467836257)","(4.8, 5.3, 5.245238095238095)","(10.0, 12.0, 11.767281105990783)","(2.8, 3.4, 3.3723214285714285)","(11.0, 13.0, 12.833333333333334)","(10.0, 12.5, 12.202702702702704)","(18.0, 24.0, 23.394736842105264)","(51.0, 90.0, 84.83870967741936)","(71.0, 110.0, 102.89473684210526)","(51.0, 65.0, 62.5)"
05-01-2023 16:18:35.000290,"(4.4, 5.3, 5.254545454545455)","(4.8, 5.3, 5.236111111111111)","(10.0, 12.0, 11.76126126126126)","(2.8, 3.4, 3.3723214285714285)","(11.0, 13.0, 12.798850574712644)","(10.0, 12.5, 12.202702702702704)","(18.0, 24.0, 23.394736842105264)","(51.0, 90.0, 84.83870967741936)","(71.0, 110.0, 102.89473684210526)","(51.0, 65.0, 60.833333333333336)"
05-01-2023 16:18:36.159072,"(4.4, 5.3, 5.268571428571429)","(4.8, 5.3, 5.226605504587156)","(10.0, 12.0, 11.797709923664122)","(2.8, 3.4, 3.3720264317180617)","(11.0, 13.0, 12.627272727272727)","(10.0, 12.5, 12.202702702702704)","(18.0, 24.0, 23.394736842105264)","(51.0, 90.0, 84.83870967741936)","(71.0, 110.0, 102.89473684210526)","(41.0, 65.0, 60.833333333333336)"
05-01-2023 16:18:37.307228,"(4.4, 5.3, 5.255645161290323)","(4.8, 5.3, 5.225925925925926)","(10.0, 12.0, 11.797709923664122)","(2.8, 3.4, 3.3732067510548522)","(11.0, 13.0, 12.627272727272727)","(10.0, 12.5, 12.202702702702704)","(18.0, 24.0, 23.394736842105264)","(51.0, 90.0, 84.83870967741936)","(71.0, 110.0, 102.89473684210526)","(41.0, 65.0, 60.833333333333336)"
05-01-2023 16:18:38.702238,"(4.4, 5.3, 5.255645161290323)","(4.8, 5.3, 5.225925925925926)","(10.0, 12.0, 11.797709923664122)","(2.8, 3.4, 3.3732067510548522)","(11.0, 13.0, 12.627272727272727)","(10.0, 12.5, 12.202702702702704)","(18.0, 24.0, 23.394736842105264)","(51.0, 90.0, 84.83870967741936)","(71.0, 110.0, 102.89473684210526)","(41.0, 65.0, 60.833333333333336)"
05-01-2023 16:18:39.975988,"(4.4, 5.3, 5.255645161290323)","(4.8, 5.3, 5.225925925925926)","(10.0, 12.0, 11.797709923664122)","(2.8, 3.4, 3.3732067510548522)","(11.0, 13.0, 12.627272727272727)","(10.0, 12.5, 12.202702702702704)","(18.0, 24.0, 23.394736842105264)","(51.0, 90.0, 84.83870967741936)","(71.0, 110.0, 102.89473684210526)","(41.0, 65.0, 62.5)"
05-01-2023 16:18:41.737265,"(4.4, 5.3, 5.313669064748201)","(4.8, 5.3, 5.153281853281853)","(10.0, 12.0, 11.802734375)","(2.8, 3.4, 3.377992957746479)","(11.0, 13.0, 12.633928571428571)","(10.0, 12.5, 12.243243243243244)","(18.0, 24.0, 23.477272727272727)","(51.0, 90.0, 85.0)","(71.0, 110.0, 100.76923076923077)","(41.0, 65.0, 64.0)"
