,Aussie Annie,Magnetic Man,Superior Darcy,Shes Miss Orson,Maddie Odd Sock,Honey Double One,My Girl Whizbang,Smooth Cruiser
08-12-2022 15:19:18.174162,"(6.0, 8.0, 7.733333333333333)","(31.0, 100.0, 79.48275862068965)","(1.7, 2.26, 2.2199999999999998)","(14.0, 21.0, 17.029411764705884)","(9.0, 13.0, 10.777777777777779)","(6.0, 7.2, 6.933333333333334)","(9.0, 12.0, 10.88)","(21.0, 46.0, 34.470588235294116)"
08-12-2022 15:19:19.520490,"(6.0, 8.0, 7.733333333333333)","(31.0, 100.0, 79.48275862068965)","(1.7, 2.26, 2.2466666666666666)","(14.0, 21.0, 17.029411764705884)","(9.0, 13.0, 10.777777777777779)","(6.0, 7.2, 6.933333333333334)","(9.0, 12.0, 10.88)","(21.0, 46.0, 34.470588235294116)"
08-12-2022 15:19:20.982401,"(6.0, 8.0, 7.733333333333333)","(31.0, 100.0, 79.48275862068965)","(1.7, 2.26, 2.2466666666666666)","(14.0, 21.0, 17.029411764705884)","(9.0, 13.0, 10.777777777777779)","(6.0, 7.2, 6.933333333333334)","(9.0, 12.0, 10.88)","(21.0, 46.0, 34.470588235294116)"
08-12-2022 15:19:22.422803,"(6.0, 8.0, 7.733333333333333)","(31.0, 100.0, 79.48275862068965)","(1.75, 2.26, 2.2199999999999998)","(14.0, 21.0, 17.77777777777778)","(8.5, 13.0, 10.777777777777779)","(6.0, 7.2, 6.933333333333334)","(9.0, 12.0, 10.88)","(21.0, 46.0, 34.470588235294116)"
08-12-2022 15:19:23.816813,"(6.0, 8.0, 7.288888888888889)","(31.0, 100.0, 79.48275862068965)","(1.75, 2.26, 2.172)","(14.0, 20.0, 16.25)","(8.5, 13.0, 11.0)","(6.0, 7.2, 6.933333333333334)","(9.0, 12.0, 10.88)","(21.0, 46.0, 34.470588235294116)"
08-12-2022 15:19:25.196008,"(6.0, 8.0, 7.310344827586207)","(31.0, 100.0, 89.91525423728814)","(1.75, 2.26, 2.190810810810811)","(14.0, 20.0, 17.91044776119403)","(8.5, 13.0, 11.0)","(6.0, 7.2, 6.933333333333334)","(9.0, 12.0, 10.88)","(21.0, 46.0, 34.470588235294116)"
08-12-2022 15:19:26.561368,"(6.0, 8.0, 7.310344827586207)","(31.0, 100.0, 76.81818181818181)","(1.75, 2.26, 2.190810810810811)","(14.0, 20.0, 18.055555555555557)","(8.5, 13.0, 12.2)","(6.0, 7.2, 7.046808510638298)","(9.0, 12.0, 10.88)","(21.0, 46.0, 34.470588235294116)"
08-12-2022 15:19:27.845999,"(6.0, 8.0, 7.310344827586207)","(31.0, 100.0, 76.81818181818181)","(1.75, 2.26, 2.1533333333333333)","(14.0, 20.0, 18.055555555555557)","(8.5, 13.0, 12.215686274509803)","(6.0, 7.2, 7.0736842105263165)","(9.0, 12.0, 11.377777777777778)","(21.0, 46.0, 33.55555555555556)"
08-12-2022 15:19:29.173667,"(6.0, 8.0, 7.310344827586207)","(31.0, 100.0, 84.0625)","(1.75, 2.26, 2.183809523809524)","(14.0, 20.0, 18.055555555555557)","(8.5, 13.0, 12.215686274509803)","(6.0, 7.2, 7.0736842105263165)","(9.0, 12.0, 11.49090909090909)","(21.0, 46.0, 33.292307692307695)"
08-12-2022 15:19:30.474299,"(6.0, 8.0, 7.310344827586207)","(31.0, 100.0, 84.0625)","(1.75, 2.26, 2.1735135135135137)","(14.0, 20.0, 17.91044776119403)","(8.5, 13.0, 12.215686274509803)","(6.0, 7.2, 7.0736842105263165)","(9.0, 12.0, 11.5)","(21.0, 46.0, 33.292307692307695)"
08-12-2022 15:19:31.837753,"(6.0, 8.0, 7.310344827586207)","(31.0, 100.0, 84.0625)","(1.75, 2.26, 2.1735135135135137)","(14.0, 20.0, 17.91044776119403)","(8.5, 13.0, 12.322916666666666)","(6.0, 7.2, 7.0736842105263165)","(9.0, 12.0, 11.450980392156863)","(21.0, 46.0, 33.292307692307695)"
08-12-2022 15:19:33.135075,"(6.0, 8.0, 7.310344827586207)","(31.0, 100.0, 84.0625)","(1.75, 2.26, 2.1933333333333334)","(14.0, 20.0, 17.91044776119403)","(8.5, 13.0, 12.322916666666666)","(6.0, 7.2, 7.0736842105263165)","(9.0, 12.0, 11.5)","(21.0, 46.0, 33.292307692307695)"
08-12-2022 15:19:34.505259,"(6.0, 8.0, 7.310344827586207)","(31.0, 100.0, 84.0625)","(1.75, 2.26, 2.183809523809524)","(14.0, 20.0, 17.91044776119403)","(8.5, 13.0, 12.322916666666666)","(6.0, 7.2, 7.0736842105263165)","(9.0, 12.0, 11.5)","(21.0, 46.0, 42.285714285714285)"
08-12-2022 15:19:35.853474,"(6.0, 8.0, 7.310344827586207)","(31.0, 100.0, 90.1923076923077)","(1.75, 2.26, 2.1735135135135137)","(14.0, 20.0, 17.91044776119403)","(8.5, 13.0, 12.322916666666666)","(6.0, 7.2, 7.0736842105263165)","(9.0, 12.0, 11.5)","(21.0, 44.0, 42.285714285714285)"
08-12-2022 15:19:37.119039,"(6.0, 8.0, 7.35483870967742)","(31.0, 100.0, 91.7741935483871)","(1.75, 2.26, 2.1533333333333333)","(14.0, 20.0, 17.91044776119403)","(8.5, 13.0, 12.322916666666666)","(6.0, 7.2, 7.0736842105263165)","(9.0, 12.0, 11.5)","(21.0, 44.0, 32.96)"
08-12-2022 15:19:38.642349,"(6.0, 8.0, 7.35483870967742)","(31.0, 100.0, 91.7741935483871)","(1.75, 2.26, 2.1533333333333333)","(14.0, 20.0, 17.91044776119403)","(8.5, 13.0, 12.322916666666666)","(6.0, 7.2, 7.0736842105263165)","(9.0, 12.0, 11.5)","(21.0, 44.0, 32.84705882352941)"
08-12-2022 15:19:39.965048,"(6.0, 8.0, 7.35483870967742)","(31.0, 100.0, 91.7741935483871)","(1.75, 2.26, 2.1735135135135137)","(14.0, 20.0, 17.91044776119403)","(8.5, 13.0, 12.322916666666666)","(6.0, 7.2, 7.089655172413793)","(9.0, 12.0, 11.5)","(21.0, 44.0, 33.224489795918366)"
08-12-2022 15:19:41.448092,"(6.0, 8.0, 7.35483870967742)","(31.0, 100.0, 91.7741935483871)","(1.75, 2.26, 2.183809523809524)","(14.0, 20.0, 17.91044776119403)","(8.5, 13.0, 12.322916666666666)","(6.0, 7.2, 7.089655172413793)","(9.0, 12.0, 11.5)","(21.0, 42.0, 33.224489795918366)"
08-12-2022 15:19:42.899601,"(6.0, 8.0, 7.35483870967742)","(31.0, 100.0, 91.7741935483871)","(1.75, 2.26, 2.1735135135135137)","(14.0, 20.0, 17.91044776119403)","(8.5, 13.0, 12.322916666666666)","(6.0, 7.2, 7.089655172413793)","(9.0, 12.0, 11.5)","(21.0, 42.0, 33.07142857142857)"
08-12-2022 15:19:44.368817,"(6.0, 8.0, 7.35483870967742)","(31.0, 100.0, 91.7741935483871)","(1.75, 2.26, 2.1735135135135137)","(14.0, 20.0, 17.91044776119403)","(8.5, 13.0, 12.322916666666666)","(6.0, 7.2, 7.089655172413793)","(9.0, 12.0, 11.5)","(21.0, 42.0, 32.78947368421053)"
08-12-2022 15:19:45.889683,"(6.0, 8.0, 7.482352941176471)","(31.0, 100.0, 84.82142857142857)","(1.75, 2.26, 2.186666666666667)","(14.0, 20.0, 17.91044776119403)","(8.5, 13.0, 11.7)","(6.0, 7.2, 7.089655172413793)","(9.0, 12.0, 11.5)","(21.0, 42.0, 32.69767441860465)"
08-12-2022 15:19:47.615381,"(6.0, 7.8, 7.36)","(31.0, 100.0, 81.11111111111111)","(1.75, 2.24, 2.1672727272727275)","(14.0, 20.0, 17.91044776119403)","(8.5, 13.0, 11.7)","(6.0, 7.2, 7.089655172413793)","(9.0, 12.0, 11.5)","(21.0, 42.0, 32.69767441860465)"
08-12-2022 15:19:49.018215,"(6.0, 7.8, 7.333333333333333)","(31.0, 100.0, 81.42857142857143)","(1.75, 2.24, 2.1766666666666667)","(14.0, 20.0, 17.91044776119403)","(8.5, 13.0, 11.7)","(6.0, 7.2, 7.096774193548387)","(9.0, 12.0, 11.5)","(21.0, 42.0, 32.69767441860465)"
08-12-2022 15:19:50.545540,"(6.0, 7.8, 7.333333333333333)","(31.0, 100.0, 94.34782608695652)","(1.75, 2.24, 2.186666666666667)","(14.0, 20.0, 17.91044776119403)","(8.5, 13.0, 11.7)","(6.0, 7.2, 7.089655172413793)","(9.0, 12.0, 11.5)","(21.0, 42.0, 32.69767441860465)"
08-12-2022 15:19:51.986415,"(6.0, 7.8, 7.333333333333333)","(31.0, 100.0, 93.95348837209302)","(1.75, 2.24, 2.1714285714285717)","(14.0, 20.0, 17.91044776119403)","(8.5, 13.0, 11.7)","(6.0, 7.2, 7.089655172413793)","(9.0, 12.0, 11.5)","(21.0, 42.0, 32.69767441860465)"
08-12-2022 15:19:53.631890,"(6.0, 7.8, 7.285714285714286)","(31.0, 100.0, 95.09433962264151)","(1.75, 2.24, 2.1714285714285717)","(14.0, 20.0, 17.91044776119403)","(8.5, 13.0, 12.35)","(6.0, 7.2, 7.098412698412699)","(9.0, 12.0, 11.5)","(21.0, 42.0, 32.69767441860465)"
08-12-2022 15:19:55.205742,"(6.0, 7.8, 7.285714285714286)","(31.0, 100.0, 95.09433962264151)","(1.75, 2.24, 2.18)","(14.0, 20.0, 18.0)","(8.5, 13.0, 12.35)","(6.0, 7.2, 7.098412698412699)","(9.0, 12.0, 11.5)","(21.0, 42.0, 32.69767441860465)"
08-12-2022 15:19:56.593082,"(6.0, 7.8, 7.285714285714286)","(31.0, 100.0, 95.09433962264151)","(1.75, 2.24, 2.176)","(14.0, 20.0, 18.08695652173913)","(8.5, 13.0, 12.48)","(6.0, 7.2, 7.098412698412699)","(9.0, 12.0, 11.5)","(21.0, 42.0, 32.69767441860465)"
08-12-2022 15:19:57.894924,"(6.0, 7.8, 7.285714285714286)","(31.0, 100.0, 95.09433962264151)","(1.75, 2.24, 2.168888888888889)","(14.0, 20.0, 18.08695652173913)","(8.5, 13.0, 12.48)","(6.0, 7.2, 7.098412698412699)","(9.0, 12.0, 11.5)","(21.0, 42.0, 32.69767441860465)"
08-12-2022 15:19:59.300393,"(6.0, 7.8, 7.285714285714286)","(31.0, 100.0, 94.03508771929825)","(1.75, 2.24, 2.168888888888889)","(14.0, 20.0, 17.441176470588236)","(8.5, 13.0, 12.40909090909091)","(6.0, 7.2, 7.098412698412699)","(9.0, 12.0, 11.5)","(21.0, 42.0, 32.69767441860465)"
08-12-2022 15:20:00.734768,"(6.0, 7.8, 7.285714285714286)","(31.0, 100.0, 94.03508771929825)","(1.75, 2.24, 2.168888888888889)","(14.0, 19.5, 17.546875)","(8.5, 13.0, 12.40909090909091)","(6.0, 7.2, 7.098412698412699)","(9.0, 12.0, 11.5)","(21.0, 42.0, 32.69767441860465)"
08-12-2022 15:20:02.108852,"(6.0, 7.8, 7.285714285714286)","(31.0, 100.0, 94.33333333333333)","(1.75, 2.24, 2.168888888888889)","(14.0, 19.5, 17.546875)","(8.5, 13.0, 12.40909090909091)","(6.0, 7.2, 7.098412698412699)","(9.0, 12.0, 11.450980392156863)","(21.0, 42.0, 32.69767441860465)"
08-12-2022 15:20:03.601339,"(6.0, 7.8, 7.285714285714286)","(31.0, 100.0, 94.33333333333333)","(1.75, 2.24, 2.168888888888889)","(14.0, 19.5, 17.81081081081081)","(8.5, 13.0, 12.55)","(6.0, 7.2, 7.098412698412699)","(9.0, 12.0, 11.5)","(21.0, 42.0, 32.69767441860465)"
08-12-2022 15:20:05.043905,"(6.0, 7.8, 7.285714285714286)","(31.0, 100.0, 94.33333333333333)","(1.75, 2.24, 2.192)","(14.0, 19.5, 17.81081081081081)","(8.5, 13.0, 12.55)","(6.0, 7.2, 7.098412698412699)","(9.0, 12.0, 11.5)","(21.0, 42.0, 32.689655172413794)"
08-12-2022 15:20:06.524847,"(6.0, 7.8, 7.285714285714286)","(31.0, 100.0, 94.33333333333333)","(1.75, 2.24, 2.186666666666667)","(14.0, 19.5, 17.81081081081081)","(8.5, 13.0, 12.55)","(6.0, 7.2, 7.098412698412699)","(9.0, 12.0, 11.5)","(21.0, 42.0, 32.75)"
08-12-2022 15:20:07.850653,"(6.0, 7.8, 7.285714285714286)","(31.0, 100.0, 94.33333333333333)","(1.75, 2.24, 2.186666666666667)","(14.0, 19.5, 17.81081081081081)","(8.5, 13.0, 12.55)","(6.0, 7.2, 7.098412698412699)","(9.0, 12.0, 11.5)","(21.0, 40.0, 32.69565217391305)"
08-12-2022 15:20:09.230996,"(6.0, 7.8, 7.285714285714286)","(31.0, 100.0, 94.33333333333333)","(1.75, 2.24, 2.186666666666667)","(14.0, 19.5, 17.81081081081081)","(8.5, 13.0, 12.55)","(6.0, 7.2, 7.098412698412699)","(9.0, 12.0, 11.5)","(21.0, 40.0, 32.62337662337662)"
08-12-2022 15:20:10.597839,"(6.0, 7.8, 7.285714285714286)","(31.0, 100.0, 94.33333333333333)","(1.75, 2.24, 2.168888888888889)","(14.0, 19.5, 17.81081081081081)","(8.5, 13.0, 12.55)","(6.0, 7.2, 7.098412698412699)","(9.0, 12.0, 11.5)","(21.0, 40.0, 32.62337662337662)"
08-12-2022 15:20:11.919880,"(6.0, 7.8, 7.285714285714286)","(31.0, 100.0, 94.33333333333333)","(1.75, 2.24, 2.168888888888889)","(14.0, 19.5, 17.81081081081081)","(8.5, 13.0, 12.55)","(6.0, 7.2, 7.098412698412699)","(9.0, 12.0, 11.5)","(21.0, 40.0, 32.55172413793103)"
08-12-2022 15:20:13.143439,"(6.0, 7.8, 7.25)","(31.0, 100.0, 91.25)","(1.75, 2.24, 2.176)","(14.0, 19.5, 17.81081081081081)","(8.5, 13.0, 12.55)","(6.0, 7.2, 7.098412698412699)","(9.0, 12.0, 11.5)","(21.0, 40.0, 32.55172413793103)"
08-12-2022 15:20:14.404361,"(6.0, 7.8, 7.241379310344827)","(31.0, 100.0, 97.27272727272728)","(1.75, 2.24, 2.168888888888889)","(14.0, 19.5, 17.81081081081081)","(8.5, 13.0, 12.7)","(6.0, 7.2, 7.098412698412699)","(9.0, 12.0, 11.5)","(21.0, 40.0, 32.55172413793103)"
08-12-2022 15:20:15.700266,"(6.0, 7.8, 7.241379310344827)","(31.0, 100.0, 97.64285714285714)","(1.75, 2.24, 2.1653333333333333)","(14.0, 19.5, 17.81081081081081)","(8.5, 13.0, 12.742857142857144)","(6.0, 7.2, 7.122891566265061)","(9.0, 12.0, 11.5)","(21.0, 40.0, 32.55172413793103)"
08-12-2022 15:20:17.240940,"(6.0, 7.8, 7.241379310344827)","(31.0, 100.0, 97.5)","(1.75, 2.24, 2.17)","(14.0, 19.5, 17.81081081081081)","(8.5, 13.0, 12.67123287671233)","(6.0, 7.2, 6.947368421052632)","(9.0, 12.0, 11.631578947368421)","(21.0, 40.0, 32.44859813084112)"
08-12-2022 15:20:18.571974,"(6.0, 7.8, 7.241379310344827)","(31.0, 100.0, 97.82894736842105)","(1.75, 2.24, 2.1653333333333333)","(14.0, 19.5, 17.81081081081081)","(8.5, 13.0, 12.67123287671233)","(6.0, 7.2, 7.066666666666666)","(9.0, 12.0, 11.674418604651162)","(21.0, 40.0, 32.44859813084112)"
08-12-2022 15:20:19.954155,"(6.0, 7.8, 7.241379310344827)","(31.0, 100.0, 97.82894736842105)","(1.75, 2.24, 2.17)","(14.0, 19.5, 17.81081081081081)","(8.5, 13.0, 12.67123287671233)","(6.0, 7.2, 7.066666666666666)","(9.0, 12.0, 11.674418604651162)","(21.0, 40.0, 32.41025641025641)"
08-12-2022 15:20:21.343826,"(6.0, 7.8, 7.241379310344827)","(31.0, 100.0, 97.82894736842105)","(1.75, 2.24, 2.2314285714285713)","(14.0, 19.5, 17.81081081081081)","(8.5, 13.0, 12.67123287671233)","(6.0, 7.4, 7.251851851851852)","(9.0, 12.0, 11.674418604651162)","(21.0, 40.0, 32.41025641025641)"
08-12-2022 15:20:22.704021,"(6.0, 7.8, 7.241379310344827)","(31.0, 100.0, 97.82894736842105)","(1.75, 2.26, 2.2225)","(14.0, 19.5, 17.855263157894736)","(8.5, 13.0, 12.67123287671233)","(6.0, 7.4, 7.228571428571429)","(9.0, 12.0, 11.674418604651162)","(21.0, 40.0, 32.41025641025641)"
08-12-2022 15:20:23.983987,"(6.0, 7.8, 7.359183673469388)","(31.0, 100.0, 97.82894736842105)","(1.75, 2.26, 2.2225)","(14.0, 19.5, 17.855263157894736)","(8.5, 13.0, 12.67123287671233)","(6.0, 7.4, 7.321126760563381)","(9.0, 12.0, 11.674418604651162)","(21.0, 40.0, 32.41025641025641)"
08-12-2022 15:20:25.202257,"(6.0, 7.8, 7.359183673469388)","(31.0, 100.0, 97.82894736842105)","(1.75, 2.26, 2.2415384615384615)","(14.0, 19.5, 17.855263157894736)","(8.5, 13.0, 12.67123287671233)","(6.0, 7.4, 7.273684210526316)","(9.0, 12.0, 11.670588235294117)","(21.0, 40.0, 32.3448275862069)"
08-12-2022 15:20:26.326491,"(6.0, 7.8, 7.359183673469388)","(31.0, 100.0, 97.82894736842105)","(1.75, 2.26, 2.2415384615384615)","(14.0, 19.5, 17.855263157894736)","(8.5, 13.0, 12.67123287671233)","(6.0, 7.4, 7.276923076923077)","(9.0, 12.0, 11.670588235294117)","(21.0, 40.0, 32.3448275862069)"
08-12-2022 15:20:27.576878,"(6.0, 7.8, 7.359183673469388)","(31.0, 100.0, 98.0)","(1.75, 2.26, 2.2085714285714286)","(14.0, 19.5, 17.855263157894736)","(8.5, 13.0, 12.67123287671233)","(6.0, 7.4, 7.276923076923077)","(9.0, 12.0, 11.670588235294117)","(21.0, 40.0, 32.3448275862069)"
08-12-2022 15:20:28.818356,"(6.0, 7.8, 7.359183673469388)","(31.0, 100.0, 98.0)","(1.75, 2.26, 2.2085714285714286)","(14.0, 19.5, 17.855263157894736)","(8.5, 13.0, 12.688311688311689)","(6.0, 7.4, 7.323287671232877)","(9.0, 12.0, 11.670588235294117)","(21.0, 40.0, 32.3448275862069)"
08-12-2022 15:20:29.986227,"(6.0, 7.8, 7.359183673469388)","(31.0, 100.0, 98.0)","(1.75, 2.26, 2.2126315789473683)","(14.0, 19.5, 17.855263157894736)","(8.5, 13.0, 12.688311688311689)","(6.0, 7.4, 7.276923076923077)","(9.0, 12.0, 11.670588235294117)","(21.0, 40.0, 32.3448275862069)"
08-12-2022 15:20:31.268178,"(6.0, 7.8, 7.3452631578947365)","(31.0, 100.0, 98.0)","(1.75, 2.26, 2.1957142857142857)","(14.0, 19.5, 17.855263157894736)","(9.0, 13.0, 12.688311688311689)","(6.0, 7.4, 6.976470588235294)","(8.5, 12.0, 11.670588235294117)","(21.0, 40.0, 32.3448275862069)"
08-12-2022 15:20:32.522595,"(6.0, 7.8, 7.3452631578947365)","(31.0, 100.0, 93.33333333333333)","(1.75, 2.26, 2.2126315789473683)","(14.0, 19.5, 17.855263157894736)","(9.0, 13.0, 12.688311688311689)","(6.0, 7.4, 7.07)","(8.5, 12.0, 11.670588235294117)","(21.0, 40.0, 32.3448275862069)"
08-12-2022 15:20:33.732012,"(6.0, 7.8, 7.3452631578947365)","(31.0, 160.0, 138.46153846153845)","(1.75, 2.26, 2.1984615384615385)","(14.0, 19.5, 17.855263157894736)","(9.0, 13.0, 12.688311688311689)","(6.0, 7.4, 7.1375)","(8.5, 12.0, 11.670588235294117)","(21.0, 40.0, 32.3448275862069)"
08-12-2022 15:20:34.861704,"(6.0, 7.8, 7.3452631578947365)","(31.0, 160.0, 137.4193548387097)","(1.75, 2.24, 2.1883870967741936)","(14.0, 19.5, 17.855263157894736)","(9.0, 13.0, 12.688311688311689)","(6.0, 7.4, 7.057142857142857)","(8.5, 12.0, 11.670588235294117)","(21.0, 40.0, 32.3448275862069)"
08-12-2022 15:20:35.991257,"(6.0, 7.8, 7.3452631578947365)","(31.0, 160.0, 139.6875)","(1.75, 2.24, 2.179047619047619)","(14.0, 19.5, 17.855263157894736)","(9.0, 13.0, 12.688311688311689)","(6.0, 7.4, 6.976470588235294)","(8.5, 12.0, 11.670588235294117)","(21.0, 40.0, 32.3448275862069)"
08-12-2022 15:20:37.392632,"(6.0, 7.8, 7.3452631578947365)","(31.0, 160.0, 148.39285714285714)","(1.75, 2.24, 2.179047619047619)","(14.0, 17.0, 16.5375)","(9.0, 13.0, 12.688311688311689)","(6.0, 7.4, 7.258823529411765)","(8.5, 12.0, 11.670588235294117)","(21.0, 40.0, 32.3448275862069)"
08-12-2022 15:20:38.648738,"(6.0, 7.8, 7.3452631578947365)","(31.0, 160.0, 144.52380952380952)","(1.75, 2.24, 2.167741935483871)","(14.0, 17.0, 16.5375)","(9.0, 13.0, 12.688311688311689)","(6.0, 7.4, 7.34)","(8.5, 12.0, 11.670588235294117)","(21.0, 40.0, 32.3448275862069)"
08-12-2022 15:20:39.800519,"(6.0, 7.8, 7.3452631578947365)","(31.0, 160.0, 144.52380952380952)","(1.75, 2.24, 2.167741935483871)","(14.0, 17.0, 16.463768115942027)","(9.0, 13.0, 12.688311688311689)","(6.0, 7.4, 7.34)","(8.5, 12.0, 11.670588235294117)","(21.0, 40.0, 32.3448275862069)"
08-12-2022 15:20:41.111981,"(6.0, 7.8, 7.091803278688524)","(31.0, 160.0, 131.42857142857144)","(1.75, 2.24, 2.190769230769231)","(14.0, 17.0, 15.181818181818182)","(9.0, 13.0, 12.688311688311689)","(6.0, 7.4, 7.278481012658228)","(8.5, 12.0, 11.670588235294117)","(21.0, 40.0, 32.3448275862069)"
08-12-2022 15:20:42.377696,"(6.0, 7.8, 7.091803278688524)","(31.0, 160.0, 131.42857142857144)","(1.75, 2.24, 2.1888)","(14.0, 17.0, 15.095238095238095)","(9.0, 13.0, 12.688311688311689)","(6.0, 7.4, 7.278481012658228)","(8.5, 12.0, 11.670588235294117)","(21.0, 40.0, 32.3448275862069)"
08-12-2022 15:20:43.687481,"(6.0, 7.8, 7.091803278688524)","(31.0, 160.0, 131.42857142857144)","(1.75, 2.24, 2.176)","(14.0, 17.0, 15.095238095238095)","(9.0, 13.0, 12.688311688311689)","(6.0, 7.4, 7.278481012658228)","(8.5, 12.0, 11.670588235294117)","(21.0, 40.0, 32.3448275862069)"
08-12-2022 15:20:44.893019,"(6.0, 7.8, 7.091803278688524)","(31.0, 160.0, 135.0)","(1.75, 2.24, 2.167741935483871)","(14.0, 17.0, 15.095238095238095)","(9.0, 13.0, 12.688311688311689)","(6.0, 7.4, 7.34)","(8.5, 12.0, 11.670588235294117)","(21.0, 40.0, 32.3448275862069)"
08-12-2022 15:20:46.156276,"(6.0, 7.8, 7.091803278688524)","(31.0, 160.0, 135.0)","(1.75, 2.24, 2.179047619047619)","(14.0, 17.0, 15.095238095238095)","(9.0, 13.0, 12.753424657534246)","(6.0, 7.4, 7.278481012658228)","(8.5, 12.0, 11.670588235294117)","(21.0, 40.0, 32.3448275862069)"
08-12-2022 15:20:47.448348,"(6.0, 7.8, 7.091803278688524)","(31.0, 160.0, 143.8709677419355)","(1.75, 2.24, 2.190769230769231)","(14.0, 17.0, 16.652173913043477)","(9.0, 13.0, 12.688311688311689)","(6.0, 7.4, 7.278481012658228)","(8.5, 12.0, 11.670588235294117)","(21.0, 40.0, 32.3448275862069)"
08-12-2022 15:20:48.535043,"(6.0, 7.8, 7.067796610169491)","(31.0, 160.0, 143.8709677419355)","(1.75, 2.24, 2.190769230769231)","(14.0, 17.0, 16.545454545454547)","(9.0, 13.0, 12.688311688311689)","(6.0, 7.4, 7.310810810810811)","(8.5, 12.0, 11.670588235294117)","(21.0, 40.0, 32.3448275862069)"
08-12-2022 15:20:49.727291,"(6.0, 7.8, 7.067796610169491)","(31.0, 160.0, 136.1904761904762)","(1.75, 2.24, 2.167741935483871)","(14.0, 20.0, 16.444444444444443)","(9.0, 13.0, 12.688311688311689)","(6.0, 7.4, 7.34)","(8.5, 12.0, 11.670588235294117)","(21.0, 40.0, 32.3448275862069)"
08-12-2022 15:20:50.791889,"(6.0, 7.8, 7.067796610169491)","(31.0, 160.0, 140.95238095238096)","(1.75, 2.24, 2.167741935483871)","(14.0, 20.0, 17.605263157894736)","(9.0, 13.0, 12.688311688311689)","(6.0, 7.4, 7.2846153846153845)","(8.5, 12.0, 11.670588235294117)","(21.0, 40.0, 32.3448275862069)"
08-12-2022 15:20:52.181739,"(6.0, 7.8, 7.067796610169491)","(31.0, 160.0, 140.95238095238096)","(1.75, 2.24, 2.185)","(14.0, 19.5, 17.375)","(9.0, 13.0, 12.688311688311689)","(6.0, 7.4, 7.2846153846153845)","(8.5, 12.0, 11.670588235294117)","(21.0, 40.0, 32.3448275862069)"
08-12-2022 15:20:53.581554,"(6.0, 7.8, 7.567901234567901)","(31.0, 160.0, 136.1904761904762)","(1.75, 2.22, 2.1776470588235295)","(14.0, 19.5, 17.375)","(9.0, 13.0, 12.688311688311689)","(6.0, 7.4, 7.2846153846153845)","(8.5, 12.0, 11.670588235294117)","(21.0, 40.0, 32.3448275862069)"
08-12-2022 15:20:54.900545,"(6.0, 7.8, 7.567901234567901)","(31.0, 160.0, 139.16666666666666)","(1.75, 2.22, 2.1900000000000004)","(14.0, 19.5, 17.375)","(9.0, 13.0, 12.688311688311689)","(6.0, 7.4, 7.317808219178082)","(8.5, 12.0, 11.613636363636363)","(21.0, 40.0, 32.3448275862069)"
08-12-2022 15:20:56.305623,"(6.0, 7.8, 7.567901234567901)","(31.0, 160.0, 139.16666666666666)","(1.75, 2.2, 2.1900000000000004)","(14.0, 19.5, 17.375)","(9.0, 13.0, 12.688311688311689)","(6.0, 7.4, 7.2846153846153845)","(8.5, 12.0, 11.613636363636363)","(21.0, 40.0, 32.373831775700936)"
08-12-2022 15:20:57.604909,"(6.0, 7.8, 7.572151898734178)","(31.0, 160.0, 140.95238095238096)","(1.75, 2.2, 2.1789473684210527)","(14.0, 19.0, 18.6875)","(9.0, 13.0, 12.688311688311689)","(6.0, 7.4, 7.2846153846153845)","(8.5, 12.0, 11.613636363636363)","(21.0, 40.0, 32.373831775700936)"
08-12-2022 15:20:58.850852,"(6.0, 7.8, 7.572151898734178)","(31.0, 160.0, 140.95238095238096)","(1.75, 2.2, 2.1272727272727274)","(14.0, 19.0, 18.6875)","(9.0, 13.0, 12.688311688311689)","(6.0, 7.4, 7.317808219178082)","(8.5, 12.0, 11.613636363636363)","(21.0, 40.0, 32.373831775700936)"
08-12-2022 15:20:59.960212,"(6.0, 7.8, 7.572151898734178)","(31.0, 160.0, 136.1904761904762)","(1.75, 2.2, 2.186666666666667)","(14.0, 19.0, 18.6875)","(9.0, 13.0, 12.688311688311689)","(6.0, 7.4, 7.311764705882354)","(8.5, 12.0, 11.655172413793103)","(21.0, 40.0, 33.31147540983606)"
08-12-2022 15:21:01.061265,"(6.0, 7.8, 7.572151898734178)","(31.0, 160.0, 140.95238095238096)","(1.75, 2.2, 2.186666666666667)","(14.0, 19.0, 18.5)","(9.0, 13.0, 12.688311688311689)","(6.0, 7.4, 7.311764705882354)","(8.5, 12.0, 11.655172413793103)","(21.0, 40.0, 33.31147540983606)"
08-12-2022 15:21:02.353786,"(6.0, 7.8, 7.572151898734178)","(31.0, 160.0, 137.27272727272728)","(1.75, 2.22, 2.1933333333333334)","(14.0, 19.0, 18.5)","(9.0, 13.0, 12.688311688311689)","(6.0, 7.4, 7.311764705882354)","(8.5, 12.0, 11.655172413793103)","(21.0, 40.0, 33.31147540983606)"
08-12-2022 15:21:03.395779,"(6.0, 7.8, 7.572151898734178)","(31.0, 160.0, 137.27272727272728)","(1.75, 2.22, 2.1933333333333334)","(14.0, 19.0, 18.5)","(9.0, 13.0, 12.688311688311689)","(6.0, 7.4, 7.311764705882354)","(8.5, 12.0, 11.67032967032967)","(21.0, 40.0, 33.31147540983606)"
