,Divine Law,Wicked Mad,Bourbon Over Ice,Charlie Potatoes,More Please,Royal Spy,Subject To Change,Ridiculous,Close The Case,Manolito
12-01-2023 12:51:25.949967,"(6.0, 7.8, 7.693333333333333)","(6.0, 10.5, 9.842857142857143)","(4.8, 8.8, 8.133333333333333)","(15.0, 30.0, 22.75)","(9.0, 16.5, 14.25)","(7.5, 12.0, 11.333333333333334)","(7.0, 9.8, 8.657142857142857)","(15.0, 30.0, 23.25)","(20.0, 170.0, 93.0)","(4.4, 6.4, 6.316666666666667)"
12-01-2023 12:51:27.285610,"(6.0, 7.8, 7.693333333333333)","(6.0, 10.5, 9.842857142857143)","(4.8, 8.8, 8.133333333333333)","(15.0, 30.0, 22.75)","(9.0, 16.5, 14.25)","(7.5, 12.0, 11.333333333333334)","(7.0, 9.8, 8.657142857142857)","(15.0, 30.0, 23.25)","(20.0, 170.0, 93.0)","(4.4, 6.4, 6.316666666666667)"
12-01-2023 12:51:28.577910,"(6.0, 7.8, 7.566666666666666)","(6.0, 10.5, 9.842857142857143)","(4.8, 8.8, 8.133333333333333)","(15.0, 30.0, 22.75)","(9.0, 16.5, 14.25)","(7.5, 12.0, 11.333333333333334)","(7.0, 9.8, 8.657142857142857)","(15.0, 30.0, 23.25)","(20.0, 170.0, 93.0)","(4.4, 6.4, 6.316666666666667)"
12-01-2023 12:51:29.910960,"(6.0, 7.8, 7.566666666666666)","(6.0, 10.5, 9.842857142857143)","(4.8, 8.8, 8.133333333333333)","(15.0, 30.0, 22.75)","(9.0, 16.5, 14.25)","(7.5, 12.0, 11.333333333333334)","(7.0, 9.8, 8.657142857142857)","(15.0, 30.0, 23.25)","(20.0, 170.0, 93.0)","(4.4, 6.4, 6.288888888888889)"
12-01-2023 12:51:31.242259,"(6.0, 7.8, 7.566666666666666)","(6.0, 10.5, 9.842857142857143)","(4.8, 8.8, 8.133333333333333)","(15.0, 30.0, 22.75)","(9.0, 16.5, 14.25)","(7.5, 12.0, 11.333333333333334)","(7.0, 9.8, 8.657142857142857)","(15.0, 30.0, 23.25)","(20.0, 170.0, 93.0)","(4.4, 6.6, 6.316666666666667)"
12-01-2023 12:51:32.536917,"(6.0, 7.8, 7.6923076923076925)","(6.0, 10.5, 9.842857142857143)","(4.8, 8.8, 8.133333333333333)","(15.0, 30.0, 22.75)","(9.0, 16.5, 14.25)","(7.5, 12.0, 11.333333333333334)","(7.0, 9.8, 8.657142857142857)","(15.0, 30.0, 23.25)","(20.0, 170.0, 93.0)","(4.4, 6.4, 6.316666666666667)"
12-01-2023 12:51:33.816781,"(6.0, 7.8, 7.6923076923076925)","(6.0, 10.5, 9.842857142857143)","(4.8, 8.8, 8.133333333333333)","(15.0, 30.0, 22.75)","(9.0, 16.5, 14.25)","(7.5, 12.0, 10.666666666666666)","(7.0, 9.8, 8.657142857142857)","(15.0, 30.0, 23.25)","(20.0, 170.0, 93.0)","(4.4, 6.4, 6.316666666666667)"
12-01-2023 12:51:35.074655,"(6.0, 7.8, 7.3999999999999995)","(6.0, 10.5, 9.842857142857143)","(4.8, 8.8, 8.133333333333333)","(15.0, 30.0, 22.75)","(9.0, 16.5, 14.25)","(7.5, 12.0, 10.666666666666666)","(7.0, 9.8, 8.657142857142857)","(15.0, 30.0, 23.25)","(20.0, 170.0, 93.0)","(4.4, 6.4, 6.316666666666667)"
12-01-2023 12:51:36.554774,"(6.0, 7.8, 7.3999999999999995)","(6.0, 10.5, 9.842857142857143)","(4.8, 8.8, 8.133333333333333)","(15.0, 30.0, 22.75)","(9.0, 16.5, 14.25)","(7.5, 12.0, 10.666666666666666)","(7.0, 9.8, 8.657142857142857)","(15.0, 30.0, 23.25)","(20.0, 170.0, 93.0)","(4.4, 6.4, 6.316666666666667)"
12-01-2023 12:51:38.130968,"(6.0, 7.8, 7.3999999999999995)","(6.0, 10.5, 9.842857142857143)","(4.8, 8.8, 8.133333333333333)","(15.0, 30.0, 22.75)","(9.0, 16.5, 14.25)","(7.5, 12.0, 10.666666666666666)","(7.0, 9.8, 8.657142857142857)","(15.0, 30.0, 23.25)","(20.0, 170.0, 93.0)","(4.4, 6.4, 6.316666666666667)"
12-01-2023 12:51:39.790126,"(6.0, 7.8, 7.3999999999999995)","(6.0, 10.5, 9.842857142857143)","(4.8, 8.8, 8.133333333333333)","(15.0, 30.0, 22.75)","(9.0, 16.5, 14.25)","(7.5, 12.0, 10.666666666666666)","(7.0, 9.8, 8.657142857142857)","(15.0, 30.0, 23.25)","(20.0, 170.0, 93.0)","(4.4, 6.4, 6.316666666666667)"
12-01-2023 12:51:41.055829,"(6.0, 7.8, 7.3999999999999995)","(6.0, 10.5, 9.842857142857143)","(4.8, 8.8, 8.133333333333333)","(15.0, 30.0, 22.75)","(9.0, 16.5, 14.25)","(7.5, 12.0, 10.666666666666666)","(7.0, 9.8, 8.657142857142857)","(15.0, 30.0, 23.25)","(20.0, 170.0, 93.0)","(4.4, 6.4, 6.316666666666667)"
12-01-2023 12:51:42.516237,"(6.0, 7.8, 7.3999999999999995)","(6.0, 10.5, 9.842857142857143)","(4.8, 8.8, 8.133333333333333)","(15.0, 30.0, 22.75)","(9.0, 16.5, 14.25)","(7.5, 12.0, 10.666666666666666)","(7.0, 9.8, 8.657142857142857)","(15.0, 30.0, 23.25)","(20.0, 170.0, 93.0)","(4.4, 6.4, 6.316666666666667)"
12-01-2023 12:51:43.786633,"(6.0, 7.8, 7.3999999999999995)","(6.0, 10.5, 9.842857142857143)","(4.8, 8.8, 8.133333333333333)","(15.0, 30.0, 22.75)","(9.0, 16.5, 14.25)","(7.5, 12.0, 10.666666666666666)","(7.0, 9.8, 8.657142857142857)","(15.0, 30.0, 23.25)","(20.0, 170.0, 93.0)","(4.4, 6.4, 6.316666666666667)"
12-01-2023 12:51:45.050353,"(6.0, 7.8, 7.3999999999999995)","(6.0, 10.5, 9.842857142857143)","(4.8, 8.8, 8.133333333333333)","(15.0, 30.0, 22.75)","(9.0, 16.5, 14.25)","(7.5, 12.0, 10.666666666666666)","(7.0, 9.8, 8.657142857142857)","(15.0, 30.0, 23.25)","(20.0, 170.0, 93.0)","(4.4, 6.4, 6.316666666666667)"
12-01-2023 12:51:46.470210,"(6.0, 7.8, 7.3999999999999995)","(6.0, 10.5, 9.842857142857143)","(4.8, 8.8, 8.133333333333333)","(15.0, 30.0, 22.75)","(9.0, 16.5, 14.25)","(7.5, 12.0, 10.666666666666666)","(7.0, 9.8, 8.657142857142857)","(15.0, 30.0, 23.25)","(20.0, 170.0, 93.0)","(4.4, 6.4, 6.316666666666667)"
12-01-2023 12:51:47.909387,"(6.0, 7.8, 7.3999999999999995)","(6.0, 10.5, 9.842857142857143)","(4.8, 8.8, 8.133333333333333)","(15.0, 30.0, 22.75)","(9.0, 16.5, 14.25)","(7.5, 12.0, 10.666666666666666)","(7.0, 9.8, 8.657142857142857)","(15.0, 30.0, 23.25)","(20.0, 170.0, 93.0)","(4.4, 6.4, 6.316666666666667)"
12-01-2023 12:51:49.284078,"(6.0, 7.8, 7.3999999999999995)","(6.0, 10.5, 9.842857142857143)","(4.8, 8.8, 8.133333333333333)","(15.0, 30.0, 22.75)","(9.0, 16.5, 14.25)","(7.5, 12.0, 10.666666666666666)","(7.0, 9.8, 8.657142857142857)","(15.0, 30.0, 23.25)","(20.0, 170.0, 93.0)","(4.4, 6.4, 6.316666666666667)"
12-01-2023 12:51:50.606803,"(6.0, 7.8, 7.3999999999999995)","(6.0, 10.5, 9.842857142857143)","(4.8, 8.8, 8.133333333333333)","(15.0, 30.0, 22.75)","(9.0, 16.5, 14.25)","(7.5, 12.0, 10.666666666666666)","(7.0, 9.8, 8.657142857142857)","(15.0, 30.0, 23.25)","(20.0, 170.0, 93.0)","(4.4, 6.4, 6.316666666666667)"
12-01-2023 12:51:51.952566,"(6.0, 7.8, 7.3999999999999995)","(6.0, 10.5, 9.842857142857143)","(4.8, 8.8, 8.133333333333333)","(15.0, 30.0, 22.75)","(9.0, 16.5, 14.25)","(7.5, 12.0, 10.666666666666666)","(7.0, 9.8, 8.657142857142857)","(15.0, 30.0, 23.25)","(20.0, 170.0, 93.0)","(4.4, 6.4, 6.316666666666667)"
12-01-2023 12:51:53.265396,"(6.0, 7.8, 7.3999999999999995)","(6.0, 10.5, 9.842857142857143)","(4.8, 8.8, 8.133333333333333)","(15.0, 30.0, 22.75)","(9.0, 16.5, 14.25)","(7.5, 12.0, 10.666666666666666)","(7.0, 9.8, 8.657142857142857)","(15.0, 30.0, 23.25)","(20.0, 170.0, 93.0)","(4.4, 6.4, 6.316666666666667)"
12-01-2023 12:51:54.584543,"(6.0, 7.8, 7.3999999999999995)","(6.0, 10.5, 9.842857142857143)","(4.8, 8.8, 8.133333333333333)","(15.0, 30.0, 22.75)","(9.0, 16.5, 14.25)","(7.5, 12.0, 10.666666666666666)","(7.0, 9.8, 8.657142857142857)","(15.0, 30.0, 23.25)","(20.0, 170.0, 93.0)","(4.4, 6.4, 6.288888888888889)"
12-01-2023 12:51:55.905699,"(6.0, 7.8, 7.3999999999999995)","(6.0, 10.5, 9.842857142857143)","(4.8, 8.8, 8.133333333333333)","(15.0, 30.0, 22.75)","(9.0, 16.5, 14.25)","(7.5, 12.0, 10.75)","(7.0, 9.8, 8.657142857142857)","(15.0, 30.0, 23.25)","(20.0, 170.0, 93.0)","(4.4, 6.6, 6.316666666666667)"
12-01-2023 12:51:57.185239,"(6.0, 7.8, 7.3999999999999995)","(6.0, 10.5, 9.842857142857143)","(4.8, 8.8, 8.133333333333333)","(15.0, 30.0, 22.75)","(9.0, 16.5, 14.25)","(7.5, 11.5, 10.75)","(7.0, 9.8, 8.657142857142857)","(15.0, 30.0, 23.25)","(20.0, 170.0, 93.0)","(4.4, 6.4, 6.316666666666667)"
12-01-2023 12:51:58.457797,"(6.0, 7.8, 7.3999999999999995)","(6.0, 10.5, 9.842857142857143)","(4.8, 8.8, 8.133333333333333)","(15.0, 30.0, 22.75)","(9.0, 16.5, 14.25)","(7.5, 11.5, 10.75)","(7.0, 9.8, 8.657142857142857)","(15.0, 30.0, 23.25)","(20.0, 170.0, 93.0)","(4.4, 6.4, 6.316666666666667)"
12-01-2023 12:51:59.816886,"(6.0, 7.8, 7.3999999999999995)","(6.0, 10.5, 9.842857142857143)","(4.8, 8.8, 8.133333333333333)","(15.0, 30.0, 22.75)","(9.0, 16.5, 14.25)","(7.5, 11.5, 10.75)","(7.0, 9.8, 8.657142857142857)","(15.0, 30.0, 23.25)","(20.0, 170.0, 93.0)","(4.4, 6.4, 6.316666666666667)"
12-01-2023 12:52:01.247853,"(6.0, 7.8, 7.3999999999999995)","(6.0, 10.5, 9.842857142857143)","(4.8, 8.8, 8.133333333333333)","(15.0, 30.0, 22.75)","(9.0, 16.5, 14.25)","(7.5, 11.5, 10.75)","(7.0, 9.8, 8.657142857142857)","(15.0, 30.0, 23.25)","(20.0, 170.0, 93.0)","(4.4, 6.4, 6.316666666666667)"
12-01-2023 12:52:02.634537,"(6.0, 7.8, 7.3999999999999995)","(6.0, 10.5, 9.58)","(4.8, 8.8, 8.2)","(15.0, 30.0, 22.75)","(9.0, 16.5, 14.25)","(7.5, 11.5, 11.122222222222222)","(7.0, 9.8, 9.05)","(15.0, 30.0, 21.0)","(20.0, 170.0, 67.33333333333334)","(4.4, 6.4, 6.300000000000001)"
12-01-2023 12:52:03.983536,"(6.0, 7.8, 7.3999999999999995)","(6.0, 10.5, 9.842857142857143)","(4.8, 8.8, 8.133333333333333)","(15.0, 30.0, 22.75)","(9.0, 16.5, 14.25)","(7.5, 11.5, 10.75)","(7.0, 9.8, 8.657142857142857)","(15.0, 30.0, 23.25)","(20.0, 170.0, 93.0)","(4.4, 6.4, 6.133333333333334)"
12-01-2023 12:52:05.230496,"(6.0, 7.8, 7.56)","(6.0, 10.5, 9.842857142857143)","(4.8, 8.8, 8.133333333333333)","(15.0, 30.0, 22.75)","(9.0, 16.5, 14.25)","(7.5, 11.5, 10.75)","(7.0, 9.8, 8.657142857142857)","(15.0, 30.0, 23.25)","(20.0, 170.0, 93.0)","(4.4, 6.4, 6.133333333333334)"
12-01-2023 12:52:06.425901,"(6.0, 7.8, 7.56)","(6.0, 10.5, 9.842857142857143)","(4.8, 8.8, 8.133333333333333)","(15.0, 30.0, 22.75)","(9.0, 16.5, 14.25)","(7.5, 11.5, 10.75)","(7.0, 9.8, 8.657142857142857)","(15.0, 30.0, 23.25)","(20.0, 170.0, 93.0)","(4.4, 6.4, 6.133333333333334)"
12-01-2023 12:52:07.591895,"(6.0, 7.8, 7.56)","(6.0, 10.5, 9.842857142857143)","(4.8, 8.8, 8.133333333333333)","(15.0, 30.0, 22.75)","(9.0, 16.5, 14.25)","(7.5, 11.5, 10.75)","(7.0, 9.8, 8.657142857142857)","(15.0, 30.0, 23.25)","(20.0, 170.0, 93.0)","(4.4, 6.4, 6.133333333333334)"
12-01-2023 12:52:08.832436,"(6.0, 7.8, 7.56)","(6.0, 10.5, 9.842857142857143)","(4.8, 8.8, 8.133333333333333)","(15.0, 30.0, 22.75)","(9.0, 16.5, 14.25)","(7.5, 11.5, 10.75)","(7.0, 9.8, 8.657142857142857)","(15.0, 30.0, 23.25)","(20.0, 170.0, 93.0)","(4.4, 6.4, 6.133333333333334)"
12-01-2023 12:52:10.138016,"(6.0, 7.8, 7.56)","(6.0, 10.5, 9.842857142857143)","(4.8, 8.8, 8.133333333333333)","(15.0, 30.0, 22.75)","(9.0, 16.5, 14.25)","(7.5, 11.5, 10.75)","(7.0, 9.8, 8.657142857142857)","(15.0, 30.0, 23.25)","(20.0, 170.0, 93.0)","(4.4, 6.4, 6.066666666666666)"
12-01-2023 12:52:11.401518,"(6.0, 7.8, 7.56)","(6.0, 10.5, 9.1)","(4.8, 8.8, 8.133333333333333)","(15.0, 30.0, 22.75)","(9.0, 16.5, 14.25)","(7.5, 11.5, 10.75)","(7.0, 9.8, 8.657142857142857)","(15.0, 30.0, 23.25)","(20.0, 170.0, 125.85714285714286)","(4.4, 6.6, 6.066666666666666)"
12-01-2023 12:52:12.616630,"(6.0, 7.8, 7.56)","(6.0, 10.0, 9.1)","(4.8, 8.8, 8.133333333333333)","(15.0, 30.0, 22.75)","(9.0, 16.5, 14.25)","(7.5, 11.5, 10.75)","(7.0, 9.8, 8.657142857142857)","(15.0, 30.0, 23.25)","(20.0, 170.0, 125.85714285714286)","(4.4, 6.6, 6.066666666666666)"
12-01-2023 12:52:13.907334,"(6.0, 7.8, 7.56)","(6.0, 10.0, 9.1)","(4.8, 8.8, 8.133333333333333)","(15.0, 30.0, 22.75)","(9.0, 16.5, 14.25)","(7.5, 11.5, 10.75)","(7.0, 9.8, 8.657142857142857)","(15.0, 30.0, 23.25)","(20.0, 170.0, 125.85714285714286)","(4.4, 6.6, 6.066666666666666)"
12-01-2023 12:52:15.254664,"(6.0, 7.8, 7.56)","(6.0, 10.0, 9.1)","(4.8, 8.8, 8.133333333333333)","(15.0, 30.0, 22.75)","(9.0, 16.5, 14.25)","(7.5, 11.5, 10.75)","(7.0, 9.8, 8.657142857142857)","(15.0, 30.0, 23.25)","(20.0, 170.0, 125.85714285714286)","(4.4, 6.6, 6.066666666666666)"
12-01-2023 12:52:16.535930,"(6.0, 7.8, 7.56)","(6.0, 10.0, 9.1)","(4.8, 8.8, 8.133333333333333)","(15.0, 30.0, 22.75)","(9.0, 16.5, 14.25)","(7.5, 11.5, 10.75)","(7.0, 9.8, 8.657142857142857)","(15.0, 30.0, 23.25)","(20.0, 170.0, 125.85714285714286)","(4.4, 6.6, 6.066666666666666)"
12-01-2023 12:52:17.865663,"(6.0, 7.8, 7.56)","(6.0, 10.0, 9.1)","(4.8, 8.8, 8.133333333333333)","(15.0, 30.0, 22.75)","(9.0, 16.5, 14.25)","(7.5, 11.5, 10.75)","(7.0, 9.8, 8.657142857142857)","(15.0, 30.0, 23.25)","(20.0, 170.0, 125.85714285714286)","(4.4, 6.6, 6.066666666666666)"
12-01-2023 12:52:19.064032,"(6.0, 7.8, 7.56)","(6.0, 10.0, 9.1)","(4.8, 8.8, 8.133333333333333)","(15.0, 30.0, 22.75)","(9.0, 16.5, 14.25)","(7.5, 11.5, 10.75)","(7.0, 9.8, 8.657142857142857)","(15.0, 30.0, 23.25)","(20.0, 170.0, 125.85714285714286)","(4.4, 6.6, 6.066666666666666)"
12-01-2023 12:52:20.284205,"(6.0, 7.8, 7.56)","(6.0, 10.0, 9.1)","(4.8, 8.8, 8.133333333333333)","(15.0, 30.0, 22.75)","(9.0, 16.5, 14.25)","(7.5, 11.5, 10.75)","(7.0, 9.8, 8.657142857142857)","(15.0, 30.0, 23.25)","(20.0, 170.0, 125.85714285714286)","(4.4, 6.6, 6.066666666666666)"
12-01-2023 12:52:21.512006,"(6.0, 7.8, 7.56)","(6.0, 10.0, 9.1)","(4.8, 8.8, 8.133333333333333)","(15.0, 30.0, 22.75)","(9.0, 16.5, 14.25)","(7.5, 11.5, 10.75)","(7.0, 9.8, 8.657142857142857)","(15.0, 30.0, 23.25)","(20.0, 170.0, 125.85714285714286)","(4.4, 6.6, 6.066666666666666)"
12-01-2023 12:52:22.741207,"(6.0, 7.8, 7.56)","(6.0, 10.0, 9.1)","(4.8, 8.8, 8.133333333333333)","(15.0, 30.0, 22.75)","(9.0, 16.5, 14.25)","(7.5, 11.5, 10.75)","(7.0, 9.8, 8.657142857142857)","(15.0, 30.0, 23.25)","(20.0, 170.0, 125.85714285714286)","(4.4, 6.6, 6.066666666666666)"
