,Barnfield,Uncle Jeff,Coastal Waters,Light Cruiser,Kowboykabin,Joker Matt,Our Valley,Bodemonster,Danny Zuko,No Slo Mo
08-01-2023 09:00:05.466411,"(9.0, 12.0, 11.794117647058824)","(1.95, 2.32, 2.313207547169811)","(18.0, 34.0, 33.0)","(11.0, 15.0, 14.8)","(21.0, 32.0, 29.75)","(11.0, 15.5, 14.95)","(21.0, 36.0, 33.130434782608695)","(26.0, 65.0, 60.0)","(51.0, 230.0, 224.70588235294116)","(4.0, 4.4, 4.2886075949367095)"
08-01-2023 09:00:06.507858,"(9.0, 12.0, 11.794117647058824)","(1.95, 2.32, 2.313207547169811)","(18.0, 34.0, 33.0)","(11.0, 15.0, 14.8)","(21.0, 32.0, 29.75)","(11.0, 15.5, 14.95)","(21.0, 36.0, 33.130434782608695)","(26.0, 65.0, 60.0)","(51.0, 230.0, 196.66666666666669)","(4.0, 4.4, 4.2886075949367095)"
08-01-2023 09:00:07.542354,"(9.0, 12.0, 11.794117647058824)","(1.95, 2.32, 2.313207547169811)","(18.0, 34.0, 33.0)","(11.0, 15.0, 14.75)","(21.0, 32.0, 29.75)","(11.0, 15.5, 14.95)","(21.0, 36.0, 33.130434782608695)","(26.0, 65.0, 60.0)","(51.0, 230.0, 217.14285714285714)","(4.0, 4.4, 4.326153846153846)"
08-01-2023 09:00:08.645461,"(9.0, 12.0, 11.794117647058824)","(1.95, 2.32, 2.313207547169811)","(18.0, 34.0, 33.0)","(11.0, 15.0, 14.75)","(21.0, 32.0, 29.75)","(11.0, 15.5, 14.95)","(21.0, 36.0, 33.130434782608695)","(26.0, 65.0, 60.0)","(51.0, 230.0, 217.14285714285714)","(4.0, 4.4, 4.326153846153846)"
08-01-2023 09:00:09.690942,"(9.0, 12.0, 11.794117647058824)","(1.95, 2.32, 2.313207547169811)","(18.0, 34.0, 33.0)","(11.0, 15.0, 14.75)","(21.0, 32.0, 29.75)","(11.0, 15.5, 14.95)","(21.0, 36.0, 33.130434782608695)","(26.0, 65.0, 60.0)","(51.0, 230.0, 217.14285714285714)","(4.0, 4.4, 4.326153846153846)"
08-01-2023 09:00:10.718799,"(9.0, 12.0, 11.794117647058824)","(1.95, 2.32, 2.313207547169811)","(18.0, 34.0, 33.0)","(11.0, 15.0, 14.75)","(21.0, 32.0, 29.75)","(11.0, 15.5, 14.95)","(21.0, 36.0, 33.130434782608695)","(26.0, 65.0, 60.0)","(51.0, 230.0, 217.14285714285714)","(4.0, 4.4, 4.326153846153846)"
08-01-2023 09:00:11.776322,"(9.0, 12.0, 11.794117647058824)","(1.95, 2.32, 2.313207547169811)","(18.0, 34.0, 33.0)","(11.0, 15.0, 14.75)","(21.0, 32.0, 29.75)","(11.0, 15.5, 14.95)","(21.0, 36.0, 33.06666666666667)","(26.0, 65.0, 60.0)","(51.0, 230.0, 217.14285714285714)","(4.0, 4.4, 4.317241379310345)"
08-01-2023 09:00:12.804787,"(9.0, 12.5, 12.052631578947368)","(1.95, 2.3, 2.2870422535211268)","(18.0, 34.0, 33.0)","(11.0, 15.0, 14.75)","(21.0, 32.0, 29.75)","(11.0, 15.5, 14.95)","(21.0, 36.0, 33.06666666666667)","(26.0, 65.0, 60.0)","(51.0, 230.0, 217.14285714285714)","(4.0, 4.4, 4.317241379310345)"
08-01-2023 09:00:13.878394,"(9.0, 12.5, 12.052631578947368)","(1.95, 2.3, 2.287446808510638)","(18.0, 34.0, 33.111111111111114)","(11.0, 15.0, 14.75)","(21.0, 32.0, 29.75)","(11.0, 15.5, 14.95)","(21.0, 36.0, 33.06666666666667)","(26.0, 65.0, 60.0)","(51.0, 230.0, 217.14285714285714)","(4.0, 4.4, 4.317241379310345)"
08-01-2023 09:00:14.916673,"(9.0, 12.5, 12.052631578947368)","(1.95, 2.3, 2.287446808510638)","(18.0, 34.0, 33.42857142857143)","(11.0, 15.0, 14.75)","(21.0, 32.0, 29.75)","(11.0, 15.5, 14.95)","(21.0, 36.0, 33.06666666666667)","(26.0, 65.0, 60.0)","(51.0, 230.0, 217.14285714285714)","(4.0, 4.4, 4.317241379310345)"
08-01-2023 09:00:15.967555,"(9.0, 12.5, 12.052631578947368)","(1.95, 2.3, 2.2976119402985073)","(18.0, 34.0, 33.42857142857143)","(11.0, 15.0, 14.75)","(21.0, 32.0, 29.75)","(11.0, 15.5, 14.95)","(21.0, 36.0, 33.06666666666667)","(26.0, 65.0, 59.0)","(51.0, 230.0, 217.14285714285714)","(4.0, 4.4, 4.317241379310345)"
08-01-2023 09:00:17.043815,"(9.0, 12.5, 12.052631578947368)","(1.95, 2.3, 2.2976119402985073)","(18.0, 34.0, 33.42857142857143)","(11.0, 15.0, 14.75)","(21.0, 32.0, 29.75)","(11.0, 15.5, 14.95)","(21.0, 36.0, 33.06666666666667)","(26.0, 65.0, 59.0)","(51.0, 230.0, 217.14285714285714)","(4.0, 4.4, 4.347826086956522)"
08-01-2023 09:00:18.097078,"(9.0, 12.5, 12.052631578947368)","(1.95, 2.3, 2.2976119402985073)","(18.0, 34.0, 33.42857142857143)","(11.0, 15.0, 14.75)","(21.0, 32.0, 29.75)","(11.0, 15.5, 15.142857142857142)","(21.0, 36.0, 33.06666666666667)","(26.0, 65.0, 57.5)","(51.0, 230.0, 224.0)","(4.0, 4.4, 4.333333333333333)"
08-01-2023 09:00:19.183879,"(9.0, 12.5, 12.052631578947368)","(1.95, 2.3, 2.296808510638298)","(18.0, 34.0, 33.333333333333336)","(11.0, 15.0, 14.5625)","(21.0, 32.0, 29.75)","(11.0, 15.5, 15.142857142857142)","(21.0, 36.0, 33.06666666666667)","(26.0, 65.0, 59.0)","(51.0, 230.0, 224.0)","(4.0, 4.4, 4.333333333333333)"
08-01-2023 09:00:20.243035,"(9.0, 12.5, 12.0)","(1.95, 2.32, 2.3171929824561404)","(18.0, 34.0, 33.42857142857143)","(11.0, 15.0, 14.34375)","(21.0, 32.0, 29.75)","(11.0, 15.5, 15.045454545454545)","(21.0, 36.0, 32.0)","(26.0, 65.0, 57.5)","(51.0, 230.0, 224.0)","(4.0, 4.4, 4.333333333333333)"
08-01-2023 09:00:21.290977,"(9.0, 12.5, 12.052631578947368)","(1.95, 2.32, 2.3175)","(18.0, 34.0, 33.333333333333336)","(11.0, 15.0, 14.25)","(21.0, 32.0, 29.75)","(11.0, 15.5, 15.142857142857142)","(21.0, 34.0, 32.4)","(26.0, 65.0, 59.0)","(51.0, 230.0, 224.0)","(4.0, 4.4, 4.2696969696969695)"
08-01-2023 09:00:22.367107,"(9.0, 12.5, 12.052631578947368)","(1.95, 2.34, 2.3235114503816794)","(18.0, 34.0, 33.42857142857143)","(11.0, 15.0, 14.34375)","(21.0, 32.0, 29.75)","(11.0, 15.5, 15.142857142857142)","(21.0, 34.0, 32.4)","(26.0, 65.0, 59.0)","(51.0, 230.0, 224.0)","(4.0, 4.3, 4.2696969696969695)"
08-01-2023 09:00:23.427346,"(9.0, 12.5, 12.052631578947368)","(1.95, 2.34, 2.3235114503816794)","(18.0, 34.0, 33.42857142857143)","(11.0, 15.0, 14.34375)","(21.0, 32.0, 29.75)","(11.0, 15.5, 15.142857142857142)","(21.0, 34.0, 32.4)","(26.0, 65.0, 59.0)","(51.0, 230.0, 224.0)","(4.0, 4.3, 4.2696969696969695)"
08-01-2023 09:00:24.477053,"(9.0, 12.5, 12.052631578947368)","(1.95, 2.34, 2.3363481953290868)","(18.0, 34.0, 33.42857142857143)","(11.0, 15.0, 14.34375)","(21.0, 32.0, 29.75)","(11.0, 15.5, 15.142857142857142)","(21.0, 34.0, 32.4)","(26.0, 65.0, 59.0)","(51.0, 230.0, 224.0)","(3.8, 4.3, 4.2696969696969695)"
08-01-2023 09:00:25.528047,"(9.0, 12.5, 12.052631578947368)","(1.95, 2.34, 2.3363481953290868)","(18.0, 34.0, 33.42857142857143)","(11.0, 15.0, 14.34375)","(21.0, 32.0, 29.75)","(11.0, 15.5, 15.142857142857142)","(21.0, 34.0, 32.4)","(26.0, 65.0, 59.0)","(51.0, 230.0, 224.0)","(3.8, 4.3, 4.2405405405405405)"
08-01-2023 09:00:26.562496,"(9.0, 12.5, 12.052631578947368)","(1.95, 2.34, 2.3363481953290868)","(18.0, 34.0, 33.42857142857143)","(11.0, 15.0, 14.34375)","(21.0, 32.0, 29.75)","(11.0, 15.5, 15.045454545454545)","(21.0, 34.0, 32.22222222222222)","(26.0, 65.0, 57.5)","(51.0, 230.0, 196.66666666666669)","(3.8, 4.3, 4.219565217391304)"
08-01-2023 09:00:27.619840,"(9.0, 12.5, 12.052631578947368)","(1.95, 2.38, 2.373900709219858)","(18.0, 34.0, 33.333333333333336)","(11.0, 15.0, 14.25)","(21.0, 32.0, 29.75)","(11.0, 15.5, 15.045454545454545)","(21.0, 34.0, 32.22222222222222)","(26.0, 65.0, 57.5)","(51.0, 230.0, 224.0)","(3.8, 4.3, 4.203846153846154)"
08-01-2023 09:00:28.650424,"(9.0, 12.0, 11.88888888888889)","(1.95, 2.38, 2.373900709219858)","(18.0, 34.0, 33.333333333333336)","(11.0, 15.0, 14.25)","(21.0, 32.0, 29.75)","(11.0, 15.5, 15.045454545454545)","(21.0, 34.0, 32.22222222222222)","(26.0, 65.0, 57.5)","(51.0, 230.0, 224.0)","(3.8, 4.3, 4.203846153846154)"
08-01-2023 09:00:29.688723,"(9.0, 12.0, 11.88888888888889)","(1.95, 2.38, 2.3736296296296295)","(18.0, 34.0, 33.333333333333336)","(11.0, 15.0, 14.15625)","(21.0, 32.0, 29.75)","(11.0, 15.5, 15.045454545454545)","(21.0, 34.0, 33.0)","(26.0, 65.0, 57.5)","(51.0, 230.0, 224.0)","(3.8, 4.3, 4.203508771929824)"
08-01-2023 09:00:30.747933,"(9.0, 12.0, 11.88888888888889)","(1.95, 2.38, 2.3736296296296295)","(18.0, 34.0, 33.333333333333336)","(11.0, 14.5, 14.136363636363637)","(21.0, 32.0, 29.75)","(11.0, 15.5, 15.045454545454545)","(21.0, 34.0, 33.0)","(26.0, 65.0, 57.5)","(51.0, 230.0, 224.0)","(3.8, 4.3, 4.1952380952380945)"
08-01-2023 09:00:31.797430,"(9.0, 12.0, 11.904761904761905)","(1.95, 2.38, 2.374263565891473)","(18.0, 34.0, 33.42857142857143)","(11.0, 14.5, 14.192307692307692)","(21.0, 32.0, 29.75)","(11.0, 15.5, 14.5)","(21.0, 34.0, 33.05882352941177)","(26.0, 65.0, 59.0)","(51.0, 230.0, 224.0)","(3.8, 4.3, 4.223611111111111)"
08-01-2023 09:00:32.836760,"(9.0, 12.0, 11.904761904761905)","(1.95, 2.38, 2.3628571428571425)","(18.0, 34.0, 33.42857142857143)","(11.0, 14.5, 14.105263157894736)","(21.0, 32.0, 29.967741935483872)","(11.0, 15.5, 14.625)","(21.0, 34.0, 33.05882352941177)","(26.0, 65.0, 59.0)","(51.0, 230.0, 224.0)","(3.8, 4.3, 4.223611111111111)"
08-01-2023 09:00:33.863174,"(9.0, 12.5, 12.333333333333334)","(1.95, 2.4, 2.396)","(18.0, 34.0, 33.333333333333336)","(11.0, 14.5, 14.105263157894736)","(21.0, 32.0, 29.26086956521739)","(11.0, 15.0, 14.666666666666666)","(21.0, 34.0, 32.0)","(26.0, 65.0, 57.5)","(51.0, 230.0, 224.0)","(3.8, 4.3, 4.229166666666667)"
08-01-2023 09:00:34.927019,"(9.0, 13.0, 12.535714285714286)","(1.95, 2.4, 2.388)","(18.0, 34.0, 33.2)","(11.0, 14.5, 14.058823529411764)","(21.0, 32.0, 29.26086956521739)","(11.0, 15.0, 14.5)","(21.0, 34.0, 31.142857142857142)","(26.0, 65.0, 59.0)","(51.0, 230.0, 224.0)","(3.8, 4.3, 4.25)"
08-01-2023 09:00:35.977736,"(9.0, 13.5, 12.76086956521739)","(1.95, 2.36, 2.3514285714285714)","(18.0, 34.0, 31.11111111111111)","(11.0, 14.5, 13.964285714285714)","(21.0, 32.0, 29.26086956521739)","(11.0, 15.0, 14.35)","(21.0, 32.0, 31.076923076923077)","(26.0, 65.0, 57.5)","(51.0, 230.0, 224.0)","(3.8, 4.3, 4.352380952380953)"
08-01-2023 09:00:37.029503,"(9.0, 13.5, 12.630434782608695)","(1.95, 2.36, 2.3297560975609755)","(18.0, 34.0, 29.357142857142858)","(11.0, 14.5, 13.25)","(21.0, 32.0, 29.26086956521739)","(11.0, 15.0, 14.5)","(21.0, 32.0, 31.076923076923077)","(26.0, 65.0, 57.5)","(51.0, 230.0, 224.375)","(3.8, 4.4, 4.490909090909091)"
08-01-2023 09:00:38.085710,"(9.0, 13.5, 13.045454545454545)","(1.95, 2.34, 2.3325)","(18.0, 32.0, 29.23076923076923)","(11.0, 14.0, 13.2)","(21.0, 32.0, 29.26086956521739)","(11.0, 15.0, 14.541666666666666)","(21.0, 32.0, 30.857142857142858)","(26.0, 65.0, 59.0)","(51.0, 230.0, 224.375)","(3.8, 4.5, 4.574390243902439)"
08-01-2023 09:00:39.158140,"(9.0, 13.5, 13.045454545454545)","(1.95, 2.34, 2.3343333333333334)","(18.0, 32.0, 29.176470588235293)","(11.0, 14.0, 13.125)","(21.0, 32.0, 29.26086956521739)","(11.0, 15.0, 14.5)","(21.0, 32.0, 30.666666666666668)","(26.0, 65.0, 57.5)","(51.0, 230.0, 224.375)","(3.8, 4.6, 4.561904761904762)"
08-01-2023 09:00:40.192828,"(9.0, 13.5, 13.045454545454545)","(1.95, 2.32, 2.3166666666666664)","(18.0, 30.0, 29.714285714285715)","(11.0, 14.0, 13.125)","(21.0, 32.0, 29.26086956521739)","(11.0, 15.0, 14.541666666666666)","(21.0, 32.0, 30.857142857142858)","(26.0, 65.0, 59.0)","(51.0, 230.0, 224.375)","(3.8, 4.6, 4.578787878787878)"
08-01-2023 09:00:41.249929,"(9.0, 13.5, 13.045454545454545)","(1.95, 2.32, 2.3080930232558137)","(18.0, 30.0, 29.72093023255814)","(11.0, 14.0, 13.125)","(21.0, 32.0, 29.26086956521739)","(11.0, 15.0, 14.65)","(21.0, 32.0, 30.857142857142858)","(26.0, 65.0, 59.0)","(51.0, 230.0, 224.375)","(3.8, 4.6, 4.5928571428571425)"
08-01-2023 09:00:42.295382,"(9.0, 13.5, 13.045454545454545)","(1.95, 2.3, 2.2991139240506326)","(18.0, 30.0, 28.607142857142858)","(11.0, 14.0, 13.125)","(21.0, 32.0, 29.26086956521739)","(11.0, 15.5, 14.65)","(21.0, 32.0, 30.857142857142858)","(26.0, 65.0, 59.0)","(51.0, 230.0, 224.375)","(3.8, 4.6, 4.581818181818181)"
08-01-2023 09:00:43.334279,"(9.0, 13.5, 12.75925925925926)","(1.95, 2.32, 2.311571906354515)","(18.0, 29.0, 27.266666666666666)","(11.0, 14.0, 13.125)","(21.0, 32.0, 29.136363636363637)","(11.0, 15.5, 15.045454545454545)","(21.0, 32.0, 22.125)","(26.0, 65.0, 59.0)","(51.0, 230.0, 224.375)","(3.8, 4.6, 4.594074074074074)"
08-01-2023 09:00:44.404200,"(9.0, 13.5, 12.75925925925926)","(1.95, 2.32, 2.3095709570957093)","(18.0, 29.0, 26.636363636363637)","(11.0, 14.0, 13.625)","(21.0, 32.0, 30.526315789473685)","(11.0, 15.5, 15.25)","(21.0, 30.0, 21.727272727272727)","(26.0, 65.0, 59.0)","(51.0, 230.0, 224.375)","(3.8, 4.6, 4.647826086956521)"
08-01-2023 09:00:45.492860,"(9.0, 14.0, 13.2)","(1.95, 2.32, 2.3015789473684207)","(18.0, 28.0, 26.333333333333332)","(11.0, 14.0, 13.625)","(21.0, 32.0, 30.526315789473685)","(11.0, 15.5, 15.166666666666666)","(20.0, 29.0, 23.5)","(26.0, 65.0, 59.0)","(51.0, 230.0, 224.375)","(3.7, 4.7, 4.653846153846154)"
08-01-2023 09:00:46.530366,"(9.0, 14.0, 13.285714285714286)","(1.95, 2.32, 2.3033576642335767)","(18.0, 27.0, 26.0)","(11.0, 14.0, 13.2)","(21.0, 32.0, 32.15384615384615)","(11.0, 15.5, 12.018018018018019)","(20.0, 25.0, 28.8)","(26.0, 65.0, 81.66666666666667)","(51.0, 230.0, 696.6666666666666)","(3.7, 4.7, 4.855555555555555)"
08-01-2023 09:00:47.583680,"(9.0, 11.5, 11.25)","(1.95, 2.36, 2.301673306772908)","(18.0, 30.0, 28.0)","(11.0, 12.5, 12.227272727272727)","(21.0, 36.0, 32.4)","(11.0, 12.5, 12.044444444444444)","(20.0, 30.0, 28.666666666666668)","(26.0, 95.0, 87.16666666666666)","(51.0, 980.0, 335.0)","(3.7, 5.0, 4.952)"
08-01-2023 09:00:48.652847,"(9.0, 11.5, 10.69047619047619)","(1.95, 2.34, 2.3318749999999997)","(18.0, 34.0, 29.666666666666668)","(11.0, 12.5, 12.0)","(21.0, 34.0, 32.4)","(11.0, 12.5, 12.044444444444444)","(20.0, 34.0, 28.666666666666668)","(26.0, 95.0, 87.16666666666666)","(51.0, 400.0, 335.0)","(3.7, 5.0, 4.977777777777778)"
08-01-2023 09:00:49.700122,"(9.0, 11.5, 11.113636363636363)","(1.95, 2.36, 2.306535947712418)","(18.0, 34.0, 29.384615384615383)","(11.0, 12.5, 12.0)","(21.0, 34.0, 30.8)","(11.0, 12.5, 12.044444444444444)","(17.0, 34.0, 29.2)","(26.0, 95.0, 79.33333333333333)","(51.0, 400.0, 340.7692307692308)","(3.7, 5.0, 4.783333333333333)"
08-01-2023 09:00:50.742754,"(9.0, 11.5, 10.8125)","(1.95, 2.36, 2.3255491329479767)","(18.0, 34.0, 29.384615384615383)","(11.0, 12.5, 11.833333333333334)","(21.0, 34.0, 32.4)","(11.0, 12.5, 12.113636363636363)","(17.0, 34.0, 29.2)","(26.0, 95.0, 79.33333333333333)","(51.0, 430.0, 340.7692307692308)","(3.7, 4.9, 4.783333333333333)"
08-01-2023 09:00:51.771515,"(9.0, 11.5, 11.095238095238095)","(1.95, 2.38, 2.349479768786127)","(18.0, 34.0, 30.88888888888889)","(11.0, 12.5, 11.681818181818182)","(21.0, 34.0, 32.4)","(11.0, 12.5, 12.092592592592593)","(17.0, 34.0, 29.636363636363637)","(26.0, 95.0, 79.33333333333333)","(51.0, 430.0, 338.0)","(3.7, 4.8, 4.65625)"
08-01-2023 09:00:52.835347,"(9.0, 11.5, 11.125)","(1.95, 2.38, 2.3424852071005917)","(18.0, 34.0, 30.444444444444443)","(11.0, 12.5, 12.153846153846153)","(21.0, 34.0, 30.8)","(11.0, 13.5, 12.875)","(18.0, 34.0, 30.444444444444443)","(26.0, 95.0, 89.77777777777777)","(51.0, 360.0, 340.0)","(3.7, 4.7, 4.674157303370786)"
08-01-2023 09:00:53.910248,"(9.0, 12.0, 11.625)","(1.95, 2.38, 2.3463104325699744)","(18.0, 34.0, 30.0)","(11.0, 12.5, 12.357142857142858)","(21.0, 34.0, 32.54545454545455)","(11.0, 13.5, 12.842105263157894)","(18.0, 34.0, 30.444444444444443)","(26.0, 95.0, 89.375)","(51.0, 360.0, 340.0)","(3.7, 4.8, 4.661682242990654)"
08-01-2023 09:00:54.960948,"(9.0, 12.0, 11.625)","(1.95, 2.36, 2.3510344827586205)","(18.0, 34.0, 31.2)","(11.0, 12.5, 12.357142857142858)","(21.0, 34.0, 30.8)","(11.0, 13.5, 12.893939393939394)","(18.0, 34.0, 30.444444444444443)","(26.0, 95.0, 86.0)","(51.0, 360.0, 340.0)","(3.7, 4.8, 4.7038961038961045)"
08-01-2023 09:00:55.997427,"(9.0, 12.0, 11.325581395348838)","(1.95, 2.36, 2.3427027027027028)","(18.0, 32.0, 29.333333333333332)","(11.0, 12.5, 12.357142857142858)","(21.0, 34.0, 32.4)","(11.0, 13.5, 12.714285714285714)","(18.0, 34.0, 30.75)","(26.0, 95.0, 86.0)","(51.0, 360.0, 250.0)","(3.7, 4.8, 4.48125)"
08-01-2023 09:00:57.052918,"(9.0, 12.5, 11.970588235294118)","(1.95, 2.38, 2.340595238095238)","(18.0, 32.0, 28.444444444444443)","(11.0, 13.0, 12.583333333333334)","(21.0, 34.0, 32.4)","(11.0, 13.5, 12.714285714285714)","(18.0, 36.0, 30.75)","(26.0, 95.0, 86.0)","(51.0, 360.0, 250.0)","(3.7, 4.7, 4.486666666666666)"
08-01-2023 09:00:58.091203,"(9.0, 13.5, 13.22)","(1.95, 2.38, 2.3401785714285714)","(18.0, 32.0, 28.0)","(11.0, 14.0, 13.068965517241379)","(21.0, 34.0, 30.666666666666668)","(11.0, 13.5, 12.653846153846153)","(18.0, 36.0, 30.75)","(26.0, 95.0, 82.0)","(51.0, 360.0, 250.0)","(3.7, 4.6, 4.47741935483871)"
08-01-2023 09:00:59.153327,"(9.0, 13.5, 13.22)","(1.95, 2.38, 2.342510460251046)","(18.0, 32.0, 29.333333333333332)","(11.0, 14.0, 13.076923076923077)","(21.0, 34.0, 30.8)","(11.0, 13.5, 12.625)","(18.0, 36.0, 30.75)","(26.0, 90.0, 80.0)","(51.0, 360.0, 250.0)","(3.7, 4.6, 4.409756097560975)"
08-01-2023 09:01:00.204127,"(9.0, 13.5, 13.22)","(1.95, 2.38, 2.342510460251046)","(18.0, 32.0, 30.285714285714285)","(11.0, 14.0, 13.076923076923077)","(21.0, 34.0, 31.0)","(11.0, 13.0, 12.836538461538462)","(18.0, 36.0, 30.75)","(26.0, 95.0, 86.0)","(51.0, 360.0, 250.0)","(3.7, 4.6, 4.409756097560975)"
08-01-2023 09:01:01.252272,"(9.0, 13.0, 12.95)","(1.95, 2.38, 2.3449999999999998)","(18.0, 30.0, 29.5)","(11.0, 14.0, 13.206896551724139)","(21.0, 32.0, 29.75)","(11.0, 13.5, 12.836538461538462)","(18.0, 36.0, 30.75)","(26.0, 95.0, 86.0)","(51.0, 360.0, 250.0)","(3.7, 4.6, 4.432258064516129)"
08-01-2023 09:01:02.319974,"(9.0, 13.0, 12.75)","(1.95, 2.38, 2.3449999999999998)","(18.0, 30.0, 28.666666666666668)","(11.0, 14.0, 13.115384615384615)","(21.0, 32.0, 29.428571428571427)","(11.0, 13.5, 12.629032258064516)","(18.0, 36.0, 30.75)","(26.0, 95.0, 86.0)","(51.0, 360.0, 323.3333333333333)","(3.7, 4.6, 4.427272727272727)"
08-01-2023 09:01:03.372070,"(9.0, 12.5, 12.285714285714286)","(1.95, 2.38, 2.3660666666666668)","(18.0, 30.0, 28.5)","(11.0, 14.0, 13.6)","(21.0, 32.0, 29.333333333333332)","(11.0, 13.5, 12.681818181818182)","(18.0, 36.0, 31.5)","(26.0, 95.0, 66.0)","(51.0, 360.0, 323.3333333333333)","(3.7, 4.5, 4.508771929824562)"
08-01-2023 09:01:04.428971,"(8.5, 12.5, 12.1)","(1.95, 2.38, 2.3663859649122805)","(18.0, 26.0, 25.181818181818183)","(10.0, 13.5, 13.3)","(21.0, 32.0, 29.333333333333332)","(10.0, 13.5, 13.461538461538462)","(19.0, 34.0, 32.22222222222222)","(31.0, 70.0, 60.0)","(51.0, 360.0, 250.0)","(3.9, 4.6, 4.45945945945946)"
08-01-2023 09:01:05.482188,"(8.5, 12.5, 12.055555555555555)","(1.95, 2.38, 2.367482993197279)","(18.0, 26.0, 24.761904761904763)","(10.0, 14.0, 13.333333333333334)","(21.0, 32.0, 29.09090909090909)","(10.0, 14.0, 13.324324324324325)","(19.0, 34.0, 32.22222222222222)","(31.0, 65.0, 60.0)","(51.0, 360.0, 250.0)","(3.9, 4.6, 4.474698795180723)"
08-01-2023 09:01:06.529764,"(8.5, 12.5, 12.055555555555555)","(1.95, 2.38, 2.348412698412698)","(18.0, 26.0, 24.7)","(10.0, 14.0, 13.083333333333334)","(21.0, 32.0, 29.09090909090909)","(10.0, 14.0, 13.324324324324325)","(19.0, 34.0, 32.22222222222222)","(31.0, 65.0, 60.0)","(51.0, 360.0, 250.0)","(3.9, 4.6, 4.474698795180723)"
08-01-2023 09:01:07.591634,"(8.5, 12.5, 11.884615384615385)","(1.95, 2.38, 2.3482403433476393)","(18.0, 26.0, 25.071428571428573)","(10.0, 14.0, 13.142857142857142)","(21.0, 32.0, 28.444444444444443)","(10.0, 14.0, 13.324324324324325)","(19.0, 34.0, 30.88888888888889)","(31.0, 65.0, 60.0)","(51.0, 360.0, 250.0)","(3.9, 4.6, 4.442424242424242)"
08-01-2023 09:01:08.631094,"(8.5, 12.5, 12.0)","(1.95, 2.38, 2.3469642857142854)","(18.0, 26.0, 25.071428571428573)","(10.0, 14.0, 13.076923076923077)","(21.0, 32.0, 30.11764705882353)","(10.0, 14.0, 13.571428571428571)","(19.0, 32.0, 31.333333333333332)","(31.0, 65.0, 55.0)","(51.0, 360.0, 255.0)","(3.9, 4.6, 4.513684210526316)"
08-01-2023 09:01:09.689436,"(8.5, 13.0, 12.46)","(1.95, 2.38, 2.3510599078341015)","(18.0, 26.0, 25.071428571428573)","(10.0, 14.0, 13.35)","(21.0, 32.0, 30.22222222222222)","(10.0, 14.0, 14.192307692307692)","(19.0, 32.0, 31.333333333333332)","(31.0, 65.0, 55.0)","(51.0, 360.0, 255.0)","(3.9, 4.6, 4.501204819277109)"
08-01-2023 09:01:10.739266,"(8.5, 13.0, 12.46)","(1.95, 2.36, 2.359047619047619)","(18.0, 26.0, 25.071428571428573)","(10.0, 14.0, 13.297297297297296)","(21.0, 32.0, 30.22222222222222)","(10.0, 15.0, 13.8)","(19.0, 32.0, 31.333333333333332)","(31.0, 65.0, 56.5)","(51.0, 360.0, 255.0)","(3.9, 4.6, 4.510869565217392)"
08-01-2023 09:01:11.787912,"(8.5, 13.0, 12.46)","(1.95, 2.36, 2.359047619047619)","(18.0, 24.0, 23.012345679012345)","(10.0, 13.5, 13.30952380952381)","(21.0, 32.0, 29.53846153846154)","(10.0, 15.0, 13.941176470588236)","(19.0, 32.0, 31.285714285714285)","(31.0, 65.0, 56.0)","(51.0, 360.0, 185.0)","(3.9, 4.6, 4.501204819277109)"
08-01-2023 09:01:12.844683,"(8.5, 13.0, 12.857142857142858)","(1.95, 2.38, 2.360375)","(18.0, 24.0, 23.011764705882353)","(10.0, 13.5, 12.75)","(21.0, 32.0, 28.363636363636363)","(10.0, 15.0, 13.941176470588236)","(19.0, 32.0, 30.88888888888889)","(31.0, 60.0, 51.5)","(51.0, 360.0, 202.85714285714286)","(3.9, 4.6, 4.492156862745098)"
08-01-2023 09:01:13.898051,"(8.5, 13.0, 12.857142857142858)","(1.95, 2.38, 2.342608695652174)","(18.0, 24.0, 23.011764705882353)","(10.0, 13.5, 12.75)","(21.0, 32.0, 28.75)","(10.0, 15.0, 13.75)","(19.0, 32.0, 30.90909090909091)","(31.0, 55.0, 56.0)","(51.0, 360.0, 202.85714285714286)","(3.9, 4.5, 4.492156862745098)"
08-01-2023 09:01:14.929744,"(8.5, 13.0, 12.416666666666666)","(1.95, 2.38, 2.342608695652174)","(18.0, 24.0, 23.011764705882353)","(10.0, 13.5, 12.961538461538462)","(21.0, 30.0, 29.333333333333332)","(10.0, 15.0, 14.272727272727273)","(19.0, 32.0, 29.0)","(31.0, 60.0, 56.0)","(51.0, 360.0, 202.85714285714286)","(3.9, 4.5, 4.482608695652174)"
08-01-2023 09:01:15.994445,"(8.5, 12.5, 12.3)","(1.95, 2.4, 2.3469230769230767)","(18.0, 24.0, 23.011764705882353)","(10.0, 13.5, 13.131578947368421)","(21.0, 32.0, 29.866666666666667)","(10.0, 15.0, 14.448275862068966)","(19.0, 32.0, 29.5)","(31.0, 60.0, 57.6)","(51.0, 360.0, 222.5)","(3.9, 4.5, 4.485294117647059)"
