,Stylish Memphis Nz,Izaha,Artillery,Ranger Bomb Nz,Smooth Baht,Hes Chiming,Expensive Ego,Total Diva Nz,Little Bliss
07-01-2023 19:37:11.417092,"(3.0, 99999, 99990)","(41.0, 180.0, 142.85714285714286)","(18.0, 48.0, 25.666666666666668)","(11.0, 99999, 99990)","(26.0, 70.0, 34.22222222222222)","(20.0, 50.0, 29.0)","(1.55, 1.89, 1.8257142857142856)","(26.0, 99999, 99990)","(61.0, 220.0, 192.72727272727275)"
07-01-2023 19:37:12.808546,"(3.0, 99999, 99990)","(41.0, 180.0, 142.85714285714286)","(18.0, 48.0, 25.666666666666668)","(11.0, 99999, 99990)","(26.0, 70.0, 34.22222222222222)","(20.0, 50.0, 29.0)","(1.55, 1.89, 1.8257142857142856)","(26.0, 99999, 99990)","(61.0, 220.0, 192.72727272727275)"
07-01-2023 19:37:14.190462,"(3.0, 99999, 99990)","(41.0, 180.0, 142.85714285714286)","(18.0, 48.0, 25.666666666666668)","(11.0, 99999, 99990)","(26.0, 70.0, 34.22222222222222)","(20.0, 50.0, 29.0)","(1.55, 1.89, 1.8257142857142856)","(26.0, 99999, 99990)","(61.0, 220.0, 192.72727272727275)"
07-01-2023 19:37:15.575465,"(3.0, 99999, 99990)","(41.0, 180.0, 142.85714285714286)","(18.0, 48.0, 25.666666666666668)","(11.0, 99999, 99990)","(26.0, 70.0, 34.22222222222222)","(20.0, 50.0, 29.0)","(1.55, 1.89, 1.8257142857142856)","(26.0, 99999, 99990)","(61.0, 220.0, 192.72727272727275)"
07-01-2023 19:37:17.007349,"(3.0, 99999, 99990)","(41.0, 180.0, 142.85714285714286)","(18.0, 48.0, 25.666666666666668)","(11.0, 99999, 99990)","(26.0, 70.0, 34.22222222222222)","(20.0, 50.0, 29.0)","(1.55, 1.89, 1.8257142857142856)","(26.0, 99999, 99990)","(61.0, 220.0, 192.72727272727275)"
07-01-2023 19:37:18.392963,"(3.0, 99999, 99990)","(41.0, 180.0, 142.85714285714286)","(18.0, 48.0, 25.666666666666668)","(11.0, 99999, 99990)","(26.0, 70.0, 34.22222222222222)","(20.0, 50.0, 29.0)","(1.55, 1.89, 1.8257142857142856)","(26.0, 99999, 99990)","(61.0, 220.0, 192.72727272727275)"
07-01-2023 19:37:19.685341,"(3.0, 99999, 99990)","(41.0, 180.0, 142.85714285714286)","(18.0, 48.0, 25.666666666666668)","(11.0, 99999, 99990)","(26.0, 70.0, 34.22222222222222)","(20.0, 50.0, 29.0)","(1.55, 1.89, 1.8257142857142856)","(26.0, 99999, 99990)","(61.0, 220.0, 192.72727272727275)"
07-01-2023 19:37:20.876671,"(3.0, 99999, 99990)","(41.0, 180.0, 142.85714285714286)","(18.0, 48.0, 25.666666666666668)","(11.0, 99999, 99990)","(26.0, 70.0, 34.22222222222222)","(20.0, 50.0, 29.0)","(1.55, 1.89, 1.8257142857142856)","(26.0, 99999, 99990)","(61.0, 220.0, 192.72727272727275)"
07-01-2023 19:37:22.123325,"(3.0, 99999, 99990)","(41.0, 180.0, 142.85714285714286)","(18.0, 48.0, 25.666666666666668)","(11.0, 99999, 99990)","(26.0, 70.0, 34.22222222222222)","(20.0, 50.0, 25.875)","(1.55, 1.89, 1.8257142857142856)","(26.0, 99999, 99990)","(61.0, 220.0, 192.72727272727275)"
07-01-2023 19:37:23.295453,"(3.0, 99999, 99990)","(41.0, 180.0, 142.85714285714286)","(18.0, 48.0, 25.666666666666668)","(11.0, 99999, 99990)","(26.0, 70.0, 34.22222222222222)","(20.0, 48.0, 25.875)","(1.55, 1.89, 1.8257142857142856)","(26.0, 99999, 99990)","(61.0, 220.0, 192.72727272727275)"
07-01-2023 19:37:24.549516,"(3.0, 99999, 99990)","(41.0, 180.0, 142.85714285714286)","(18.0, 48.0, 25.666666666666668)","(11.0, 99999, 99990)","(26.0, 70.0, 34.22222222222222)","(20.0, 48.0, 27.666666666666664)","(1.55, 1.89, 1.8257142857142856)","(26.0, 99999, 99990)","(61.0, 220.0, 192.72727272727275)"
07-01-2023 19:37:25.851137,"(3.0, 99999, 99990)","(41.0, 180.0, 142.85714285714286)","(18.0, 48.0, 25.666666666666668)","(11.0, 99999, 99990)","(26.0, 70.0, 34.22222222222222)","(20.0, 46.0, 27.666666666666664)","(1.55, 1.89, 1.8257142857142856)","(26.0, 99999, 99990)","(61.0, 220.0, 192.72727272727275)"
07-01-2023 19:37:27.251396,"(3.0, 99999, 99990)","(41.0, 180.0, 142.85714285714286)","(18.0, 48.0, 25.666666666666668)","(11.0, 99999, 99990)","(26.0, 70.0, 34.22222222222222)","(20.0, 46.0, 27.666666666666664)","(1.55, 1.89, 1.8257142857142856)","(26.0, 99999, 99990)","(61.0, 220.0, 192.72727272727275)"
07-01-2023 19:37:28.666359,"(3.0, 99999, 99990)","(41.0, 180.0, 142.85714285714286)","(18.0, 48.0, 25.666666666666668)","(11.0, 99999, 99990)","(26.0, 70.0, 34.22222222222222)","(20.0, 46.0, 27.666666666666664)","(1.55, 1.89, 1.8257142857142856)","(26.0, 99999, 99990)","(61.0, 220.0, 192.72727272727275)"
07-01-2023 19:37:30.064086,"(3.0, 99999, 99990)","(41.0, 180.0, 142.85714285714286)","(18.0, 48.0, 25.666666666666668)","(11.0, 99999, 99990)","(26.0, 70.0, 34.22222222222222)","(20.0, 46.0, 27.666666666666664)","(1.55, 1.89, 1.8257142857142856)","(26.0, 99999, 99990)","(61.0, 220.0, 192.72727272727275)"
07-01-2023 19:37:31.459467,"(3.0, 99999, 99990)","(41.0, 180.0, 142.85714285714286)","(18.0, 48.0, 25.666666666666668)","(11.0, 99999, 99990)","(26.0, 70.0, 34.22222222222222)","(20.0, 46.0, 27.666666666666664)","(1.55, 1.89, 1.8257142857142856)","(26.0, 99999, 99990)","(61.0, 220.0, 192.72727272727275)"
07-01-2023 19:37:32.947549,"(3.0, 99999, 99990)","(41.0, 180.0, 142.85714285714286)","(18.0, 48.0, 25.666666666666668)","(11.0, 99999, 99990)","(26.0, 70.0, 34.22222222222222)","(20.0, 46.0, 27.666666666666664)","(1.55, 1.89, 1.8257142857142856)","(26.0, 99999, 99990)","(61.0, 220.0, 192.72727272727275)"
07-01-2023 19:37:34.290811,"(3.0, 99999, 99990)","(41.0, 180.0, 142.85714285714286)","(18.0, 48.0, 25.666666666666668)","(11.0, 99999, 99990)","(26.0, 70.0, 34.22222222222222)","(20.0, 46.0, 27.666666666666664)","(1.55, 1.89, 1.8257142857142856)","(26.0, 99999, 99990)","(61.0, 220.0, 192.72727272727275)"
07-01-2023 19:37:35.544085,"(3.0, 99999, 99990)","(41.0, 180.0, 142.85714285714286)","(18.0, 48.0, 25.666666666666668)","(11.0, 99999, 99990)","(26.0, 70.0, 34.22222222222222)","(20.0, 46.0, 27.666666666666664)","(1.55, 1.89, 1.8257142857142856)","(26.0, 99999, 99990)","(61.0, 220.0, 192.72727272727275)"
07-01-2023 19:37:36.677576,"(3.0, 99999, 99990)","(41.0, 180.0, 142.85714285714286)","(18.0, 48.0, 25.666666666666668)","(11.0, 99999, 99990)","(26.0, 70.0, 34.22222222222222)","(20.0, 46.0, 27.666666666666664)","(1.55, 1.89, 1.8257142857142856)","(26.0, 99999, 99990)","(61.0, 220.0, 192.72727272727275)"
07-01-2023 19:37:37.893968,"(3.0, 99999, 99990)","(41.0, 180.0, 142.85714285714286)","(18.0, 48.0, 25.666666666666668)","(11.0, 99999, 99990)","(26.0, 70.0, 34.22222222222222)","(20.0, 46.0, 27.666666666666664)","(1.55, 1.89, 1.8257142857142856)","(26.0, 99999, 99990)","(61.0, 220.0, 192.72727272727275)"
07-01-2023 19:37:39.171167,"(3.0, 99999, 99990)","(41.0, 180.0, 142.85714285714286)","(18.0, 48.0, 25.666666666666668)","(11.0, 99999, 99990)","(26.0, 70.0, 34.22222222222222)","(20.0, 46.0, 27.666666666666664)","(1.55, 1.89, 1.8257142857142856)","(26.0, 99999, 99990)","(61.0, 220.0, 192.72727272727275)"
07-01-2023 19:37:40.462195,"(3.0, 99999, 99990)","(41.0, 180.0, 142.85714285714286)","(18.0, 48.0, 25.666666666666668)","(11.0, 99999, 99990)","(26.0, 70.0, 34.22222222222222)","(20.0, 46.0, 27.666666666666664)","(1.55, 1.89, 1.8257142857142856)","(26.0, 99999, 99990)","(61.0, 220.0, 192.72727272727275)"
07-01-2023 19:37:41.763377,"(3.0, 99999, 99990)","(41.0, 180.0, 142.85714285714286)","(18.0, 48.0, 25.666666666666668)","(11.0, 99999, 99990)","(26.0, 70.0, 34.22222222222222)","(20.0, 46.0, 27.666666666666664)","(1.55, 1.89, 1.8257142857142856)","(26.0, 99999, 99990)","(61.0, 220.0, 192.72727272727275)"
07-01-2023 19:37:43.083318,"(3.0, 99999, 99990)","(41.0, 180.0, 142.85714285714286)","(18.0, 48.0, 25.666666666666668)","(11.0, 99999, 99990)","(26.0, 70.0, 34.22222222222222)","(20.0, 46.0, 27.666666666666664)","(1.55, 1.89, 1.8257142857142856)","(26.0, 99999, 99990)","(61.0, 220.0, 192.72727272727275)"
07-01-2023 19:37:44.358166,"(3.0, 99999, 99990)","(41.0, 180.0, 142.85714285714286)","(18.0, 48.0, 25.666666666666668)","(11.0, 99999, 99990)","(26.0, 70.0, 34.22222222222222)","(20.0, 46.0, 27.666666666666664)","(1.55, 1.89, 1.8257142857142856)","(26.0, 99999, 99990)","(61.0, 220.0, 192.72727272727275)"
07-01-2023 19:37:45.534768,"(3.0, 99999, 99990)","(41.0, 180.0, 142.85714285714286)","(18.0, 48.0, 25.666666666666668)","(11.0, 99999, 99990)","(26.0, 70.0, 34.22222222222222)","(20.0, 46.0, 27.666666666666664)","(1.55, 1.89, 1.8257142857142856)","(26.0, 99999, 99990)","(61.0, 220.0, 192.72727272727275)"
07-01-2023 19:37:46.892127,"(3.0, 99999, 99990)","(41.0, 180.0, 142.85714285714286)","(18.0, 48.0, 25.666666666666668)","(11.0, 99999, 99990)","(26.0, 70.0, 34.22222222222222)","(20.0, 46.0, 27.666666666666664)","(1.55, 1.89, 1.8257142857142856)","(26.0, 99999, 99990)","(61.0, 220.0, 192.72727272727275)"
07-01-2023 19:37:48.304630,"(3.0, 99999, 99990)","(41.0, 180.0, 142.85714285714286)","(18.0, 48.0, 25.666666666666668)","(11.0, 99999, 99990)","(26.0, 70.0, 34.22222222222222)","(20.0, 46.0, 27.666666666666664)","(1.55, 1.89, 1.8257142857142856)","(26.0, 99999, 99990)","(61.0, 220.0, 192.72727272727275)"
07-01-2023 19:37:49.714053,"(3.0, 99999, 99990)","(41.0, 180.0, 142.85714285714286)","(18.0, 48.0, 25.666666666666668)","(11.0, 99999, 99990)","(26.0, 70.0, 34.22222222222222)","(20.0, 46.0, 27.666666666666664)","(1.55, 1.89, 1.8257142857142856)","(26.0, 99999, 99990)","(61.0, 220.0, 192.72727272727275)"
07-01-2023 19:37:51.418009,"(3.0, 99999, 99990)","(41.0, 180.0, 142.85714285714286)","(18.0, 48.0, 25.666666666666668)","(11.0, 99999, 99990)","(26.0, 70.0, 34.22222222222222)","(20.0, 46.0, 27.666666666666664)","(1.55, 1.89, 1.8257142857142856)","(26.0, 99999, 99990)","(61.0, 220.0, 192.72727272727275)"
07-01-2023 19:37:52.920920,"(3.0, 99999, 99990)","(41.0, 180.0, 142.85714285714286)","(18.0, 48.0, 25.666666666666668)","(11.0, 99999, 99990)","(26.0, 70.0, 34.22222222222222)","(20.0, 46.0, 27.666666666666664)","(1.55, 1.89, 1.8257142857142856)","(26.0, 99999, 99990)","(61.0, 220.0, 192.72727272727275)"
07-01-2023 19:37:54.350264,"(3.0, 99999, 99990)","(41.0, 180.0, 142.85714285714286)","(18.0, 48.0, 25.666666666666668)","(11.0, 99999, 99990)","(26.0, 70.0, 34.22222222222222)","(20.0, 46.0, 27.666666666666664)","(1.55, 1.89, 1.8257142857142856)","(26.0, 99999, 99990)","(61.0, 220.0, 192.72727272727275)"
07-01-2023 19:37:55.686031,"(3.0, 99999, 99990)","(41.0, 180.0, 142.85714285714286)","(18.0, 48.0, 25.666666666666668)","(11.0, 99999, 99990)","(26.0, 70.0, 34.22222222222222)","(20.0, 46.0, 27.666666666666664)","(1.55, 1.89, 1.8257142857142856)","(26.0, 99999, 99990)","(61.0, 220.0, 192.72727272727275)"
07-01-2023 19:37:57.021997,"(3.0, 99999, 99990)","(41.0, 180.0, 142.85714285714286)","(18.0, 48.0, 25.666666666666668)","(11.0, 99999, 99990)","(26.0, 70.0, 34.22222222222222)","(20.0, 46.0, 27.666666666666664)","(1.55, 1.89, 1.8257142857142856)","(26.0, 99999, 99990)","(61.0, 220.0, 192.72727272727275)"
07-01-2023 19:37:58.385556,"(3.0, 99999, 99990)","(41.0, 180.0, 142.85714285714286)","(18.0, 48.0, 25.666666666666668)","(11.0, 99999, 99990)","(26.0, 70.0, 34.22222222222222)","(20.0, 46.0, 27.666666666666664)","(1.55, 1.89, 1.8257142857142856)","(26.0, 99999, 99990)","(61.0, 220.0, 192.72727272727275)"
07-01-2023 19:37:59.675733,"(3.0, 99999, 99990)","(41.0, 180.0, 142.85714285714286)","(18.0, 48.0, 25.666666666666668)","(11.0, 99999, 99990)","(26.0, 70.0, 34.22222222222222)","(20.0, 46.0, 27.666666666666664)","(1.55, 1.89, 1.8257142857142856)","(26.0, 99999, 99990)","(61.0, 220.0, 192.72727272727275)"
07-01-2023 19:38:00.936563,"(3.0, 99999, 99990)","(41.0, 180.0, 142.85714285714286)","(18.0, 48.0, 25.666666666666668)","(11.0, 99999, 99990)","(26.0, 70.0, 34.22222222222222)","(20.0, 46.0, 27.666666666666664)","(1.55, 1.89, 1.8257142857142856)","(26.0, 99999, 99990)","(61.0, 220.0, 192.72727272727275)"
07-01-2023 19:38:02.198554,"(3.0, 99999, 99990)","(41.0, 180.0, 142.85714285714286)","(18.0, 48.0, 25.666666666666668)","(11.0, 99999, 99990)","(26.0, 70.0, 34.22222222222222)","(20.0, 46.0, 27.666666666666664)","(1.55, 1.89, 1.8257142857142856)","(26.0, 99999, 99990)","(61.0, 220.0, 192.72727272727275)"
07-01-2023 19:38:03.456757,"(3.0, 99999, 99990)","(41.0, 180.0, 142.85714285714286)","(18.0, 48.0, 25.666666666666668)","(11.0, 99999, 99990)","(26.0, 70.0, 34.22222222222222)","(20.0, 46.0, 35.2)","(1.55, 1.89, 1.8257142857142856)","(26.0, 99999, 99990)","(61.0, 220.0, 192.72727272727275)"
07-01-2023 19:38:04.652611,"(3.0, 99999, 99990)","(41.0, 180.0, 142.85714285714286)","(18.0, 48.0, 25.666666666666668)","(11.0, 99999, 99990)","(26.0, 70.0, 34.22222222222222)","(20.0, 46.0, 35.2)","(1.55, 1.89, 1.8257142857142856)","(26.0, 99999, 99990)","(61.0, 220.0, 192.72727272727275)"
07-01-2023 19:38:05.906136,"(3.0, 99999, 99990)","(41.0, 180.0, 142.85714285714286)","(18.0, 48.0, 25.666666666666668)","(11.0, 99999, 99990)","(26.0, 70.0, 34.22222222222222)","(20.0, 46.0, 35.2)","(1.55, 1.89, 1.8257142857142856)","(26.0, 99999, 99990)","(61.0, 220.0, 192.72727272727275)"
07-01-2023 19:38:07.247655,"(3.0, 99999, 99990)","(41.0, 180.0, 142.85714285714286)","(18.0, 48.0, 25.666666666666668)","(11.0, 99999, 99990)","(26.0, 70.0, 34.22222222222222)","(20.0, 46.0, 35.2)","(1.55, 1.89, 1.8257142857142856)","(26.0, 99999, 99990)","(61.0, 220.0, 192.72727272727275)"
07-01-2023 19:38:08.604629,"(3.0, 99999, 99990)","(41.0, 180.0, 142.85714285714286)","(18.0, 48.0, 25.666666666666668)","(11.0, 99999, 99990)","(26.0, 70.0, 34.22222222222222)","(20.0, 46.0, 35.2)","(1.55, 1.89, 1.8257142857142856)","(26.0, 99999, 99990)","(61.0, 220.0, 192.72727272727275)"
07-01-2023 19:38:09.906669,"(3.0, 99999, 99990)","(41.0, 180.0, 142.85714285714286)","(18.0, 48.0, 25.666666666666668)","(11.0, 99999, 99990)","(26.0, 70.0, 34.22222222222222)","(20.0, 46.0, 35.2)","(1.55, 1.89, 1.8257142857142856)","(26.0, 99999, 99990)","(61.0, 220.0, 192.72727272727275)"
07-01-2023 19:38:11.238986,"(3.0, 99999, 99990)","(41.0, 180.0, 142.85714285714286)","(18.0, 48.0, 25.666666666666668)","(11.0, 99999, 99990)","(26.0, 70.0, 34.22222222222222)","(20.0, 46.0, 35.2)","(1.55, 1.89, 1.8257142857142856)","(26.0, 99999, 99990)","(61.0, 220.0, 192.72727272727275)"
07-01-2023 19:38:12.566226,"(3.0, 99999, 99990)","(41.0, 180.0, 142.85714285714286)","(18.0, 48.0, 25.666666666666668)","(11.0, 99999, 99990)","(26.0, 70.0, 34.22222222222222)","(20.0, 46.0, 35.2)","(1.55, 1.89, 1.8257142857142856)","(26.0, 99999, 99990)","(61.0, 220.0, 192.72727272727275)"
07-01-2023 19:38:13.926367,"(3.0, 99999, 99990)","(41.0, 180.0, 142.85714285714286)","(18.0, 48.0, 25.666666666666668)","(11.0, 99999, 99990)","(26.0, 70.0, 34.22222222222222)","(20.0, 46.0, 27.666666666666664)","(1.55, 1.89, 1.8257142857142856)","(26.0, 99999, 99990)","(61.0, 220.0, 192.72727272727275)"
07-01-2023 19:38:15.259533,"(3.0, 99999, 99990)","(41.0, 180.0, 142.85714285714286)","(18.0, 48.0, 25.666666666666668)","(11.0, 99999, 99990)","(26.0, 70.0, 34.22222222222222)","(20.0, 46.0, 27.666666666666664)","(1.55, 1.89, 1.8257142857142856)","(26.0, 99999, 99990)","(61.0, 220.0, 192.72727272727275)"
07-01-2023 19:38:16.535438,"(3.0, 99999, 99990)","(41.0, 180.0, 142.85714285714286)","(18.0, 48.0, 25.666666666666668)","(11.0, 99999, 99990)","(26.0, 70.0, 34.22222222222222)","(20.0, 46.0, 27.666666666666664)","(1.55, 1.89, 1.8257142857142856)","(26.0, 99999, 99990)","(61.0, 220.0, 192.72727272727275)"
07-01-2023 19:38:17.790383,"(3.0, 99999, 99990)","(41.0, 180.0, 142.85714285714286)","(18.0, 48.0, 25.666666666666668)","(11.0, 99999, 99990)","(26.0, 70.0, 34.22222222222222)","(20.0, 46.0, 27.666666666666664)","(1.55, 1.89, 1.8257142857142856)","(26.0, 99999, 99990)","(61.0, 220.0, 192.72727272727275)"
07-01-2023 19:38:19.122061,"(3.0, 99999, 99990)","(41.0, 180.0, 142.85714285714286)","(18.0, 48.0, 25.666666666666668)","(11.0, 99999, 99990)","(26.0, 70.0, 34.22222222222222)","(20.0, 46.0, 27.666666666666664)","(1.55, 1.89, 1.8257142857142856)","(26.0, 99999, 99990)","(61.0, 220.0, 192.72727272727275)"
07-01-2023 19:38:20.440722,"(3.0, 99999, 99990)","(41.0, 180.0, 142.85714285714286)","(18.0, 48.0, 25.666666666666668)","(11.0, 99999, 99990)","(26.0, 70.0, 34.22222222222222)","(20.0, 46.0, 27.666666666666664)","(1.55, 1.89, 1.8257142857142856)","(26.0, 99999, 99990)","(61.0, 220.0, 192.72727272727275)"
07-01-2023 19:38:21.699178,"(3.0, 99999, 99990)","(41.0, 180.0, 142.85714285714286)","(18.0, 48.0, 25.666666666666668)","(11.0, 99999, 99990)","(26.0, 70.0, 34.22222222222222)","(20.0, 44.0, 24.875)","(1.55, 1.89, 1.8257142857142856)","(26.0, 99999, 99990)","(61.0, 220.0, 192.72727272727275)"
07-01-2023 19:38:22.967380,"(3.0, 99999, 99990)","(41.0, 180.0, 142.85714285714286)","(18.0, 48.0, 25.666666666666668)","(11.0, 99999, 99990)","(26.0, 70.0, 34.22222222222222)","(20.0, 44.0, 24.875)","(1.55, 1.89, 1.8257142857142856)","(26.0, 99999, 99990)","(61.0, 220.0, 192.72727272727275)"
07-01-2023 19:38:24.119156,"(3.0, 99999, 99990)","(41.0, 180.0, 142.85714285714286)","(18.0, 48.0, 25.666666666666668)","(11.0, 99999, 99990)","(26.0, 70.0, 34.22222222222222)","(20.0, 44.0, 24.875)","(1.55, 1.89, 1.8257142857142856)","(26.0, 99999, 99990)","(61.0, 220.0, 192.72727272727275)"
07-01-2023 19:38:25.257574,"(3.0, 99999, 99990)","(41.0, 180.0, 142.85714285714286)","(18.0, 48.0, 25.666666666666668)","(11.0, 99999, 99990)","(26.0, 70.0, 34.22222222222222)","(20.0, 44.0, 24.875)","(1.55, 1.89, 1.8257142857142856)","(26.0, 99999, 99990)","(61.0, 220.0, 192.72727272727275)"
07-01-2023 19:38:26.744514,"(3.0, 99999, 99990)","(41.0, 180.0, 142.85714285714286)","(18.0, 48.0, 25.666666666666668)","(11.0, 99999, 99990)","(26.0, 70.0, 34.22222222222222)","(20.0, 44.0, 24.875)","(1.55, 1.89, 1.8257142857142856)","(26.0, 99999, 99990)","(61.0, 220.0, 192.72727272727275)"
07-01-2023 19:38:28.101229,"(3.0, 99999, 99990)","(41.0, 180.0, 142.85714285714286)","(18.0, 48.0, 25.666666666666668)","(11.0, 99999, 99990)","(26.0, 70.0, 34.22222222222222)","(20.0, 44.0, 24.875)","(1.55, 1.89, 1.8257142857142856)","(26.0, 99999, 99990)","(61.0, 220.0, 192.72727272727275)"
07-01-2023 19:38:29.459251,"(3.0, 99999, 99990)","(41.0, 180.0, 142.85714285714286)","(18.0, 48.0, 25.666666666666668)","(11.0, 99999, 99990)","(26.0, 70.0, 34.22222222222222)","(20.0, 44.0, 24.875)","(1.55, 1.89, 1.8257142857142856)","(26.0, 99999, 99990)","(61.0, 220.0, 192.72727272727275)"
07-01-2023 19:38:30.816407,"(3.0, 99999, 99990)","(41.0, 180.0, 142.85714285714286)","(18.0, 48.0, 25.666666666666668)","(11.0, 99999, 99990)","(26.0, 70.0, 34.22222222222222)","(20.0, 44.0, 24.875)","(1.55, 1.89, 1.8257142857142856)","(26.0, 99999, 99990)","(61.0, 220.0, 192.72727272727275)"
07-01-2023 19:38:32.063201,"(3.0, 99999, 99990)","(41.0, 180.0, 142.85714285714286)","(18.0, 48.0, 25.666666666666668)","(11.0, 99999, 99990)","(26.0, 70.0, 34.22222222222222)","(20.0, 44.0, 24.875)","(1.55, 1.89, 1.8257142857142856)","(26.0, 99999, 99990)","(61.0, 220.0, 192.72727272727275)"
07-01-2023 19:38:33.284528,"(3.0, 99999, 99990)","(41.0, 180.0, 142.85714285714286)","(18.0, 48.0, 25.666666666666668)","(11.0, 99999, 99990)","(26.0, 70.0, 34.22222222222222)","(20.0, 44.0, 24.875)","(1.55, 1.89, 1.8257142857142856)","(26.0, 99999, 99990)","(61.0, 220.0, 192.72727272727275)"
07-01-2023 19:38:34.475930,"(3.0, 99999, 99990)","(41.0, 180.0, 142.85714285714286)","(18.0, 48.0, 25.666666666666668)","(11.0, 99999, 99990)","(26.0, 70.0, 34.22222222222222)","(20.0, 44.0, 24.875)","(1.55, 1.89, 1.8257142857142856)","(26.0, 99999, 99990)","(61.0, 220.0, 192.72727272727275)"
07-01-2023 19:38:35.706657,"(3.0, 99999, 99990)","(41.0, 180.0, 142.85714285714286)","(18.0, 48.0, 25.666666666666668)","(11.0, 99999, 99990)","(26.0, 70.0, 34.22222222222222)","(20.0, 44.0, 24.875)","(1.55, 1.89, 1.8257142857142856)","(26.0, 99999, 99990)","(61.0, 220.0, 192.72727272727275)"
07-01-2023 19:38:36.915203,"(3.0, 99999, 99990)","(41.0, 180.0, 142.85714285714286)","(18.0, 48.0, 25.666666666666668)","(11.0, 99999, 99990)","(26.0, 70.0, 34.22222222222222)","(20.0, 44.0, 24.875)","(1.55, 1.89, 1.8257142857142856)","(26.0, 99999, 99990)","(61.0, 220.0, 192.72727272727275)"
07-01-2023 19:38:38.124146,"(3.0, 99999, 99990)","(41.0, 180.0, 142.85714285714286)","(18.0, 48.0, 25.666666666666668)","(11.0, 99999, 99990)","(26.0, 70.0, 34.22222222222222)","(20.0, 44.0, 24.875)","(1.55, 1.89, 1.8257142857142856)","(26.0, 99999, 99990)","(61.0, 220.0, 192.72727272727275)"
