,Stylish Memphis Nz,Izaha,Artillery,Ranger Bomb Nz,Smooth Baht,Hes Chiming,Expensive Ego,Total Diva Nz,Little Bliss
07-01-2023 19:46:01.647492,"(3.0, 99999, 99990)","(41.0, 180.0, 96.66666666666666)","(18.0, 42.0, 26.0)","(11.0, 99999, 99990)","(26.0, 50.0, 33.333333333333336)","(20.0, 50.0, 34.25)","(1.55, 1.75, 1.7076470588235293)","(26.0, 99999, 99990)","(61.0, 220.0, 192.72727272727275)"
07-01-2023 19:46:02.813709,"(3.0, 99999, 99990)","(41.0, 180.0, 96.66666666666666)","(18.0, 42.0, 26.0)","(11.0, 99999, 99990)","(26.0, 50.0, 33.333333333333336)","(20.0, 50.0, 34.25)","(1.55, 1.75, 1.7076470588235293)","(26.0, 99999, 99990)","(61.0, 220.0, 192.72727272727275)"
07-01-2023 19:46:04.061623,"(3.0, 99999, 99990)","(41.0, 180.0, 96.66666666666666)","(18.0, 42.0, 26.0)","(11.0, 99999, 99990)","(26.0, 50.0, 33.333333333333336)","(20.0, 50.0, 34.25)","(1.55, 1.75, 1.7076470588235293)","(26.0, 99999, 99990)","(61.0, 220.0, 192.72727272727275)"
07-01-2023 19:46:05.257969,"(3.0, 99999, 99990)","(41.0, 180.0, 96.66666666666666)","(18.0, 42.0, 26.0)","(11.0, 99999, 99990)","(26.0, 50.0, 33.333333333333336)","(20.0, 50.0, 34.25)","(1.55, 1.75, 1.6766666666666665)","(26.0, 99999, 99990)","(61.0, 220.0, 192.72727272727275)"
07-01-2023 19:46:06.426184,"(3.0, 99999, 99990)","(41.0, 180.0, 96.66666666666666)","(18.0, 42.0, 26.0)","(11.0, 99999, 99990)","(26.0, 50.0, 33.333333333333336)","(20.0, 50.0, 34.25)","(1.55, 1.75, 1.699230769230769)","(26.0, 99999, 99990)","(61.0, 220.0, 192.72727272727275)"
07-01-2023 19:46:07.601023,"(3.0, 99999, 99990)","(41.0, 180.0, 96.66666666666666)","(18.0, 42.0, 26.0)","(11.0, 99999, 99990)","(26.0, 50.0, 33.333333333333336)","(20.0, 50.0, 34.25)","(1.55, 1.75, 1.699230769230769)","(26.0, 99999, 99990)","(61.0, 220.0, 192.72727272727275)"
07-01-2023 19:46:08.761790,"(3.0, 99999, 99990)","(41.0, 180.0, 96.66666666666666)","(18.0, 42.0, 26.0)","(11.0, 99999, 99990)","(26.0, 50.0, 33.333333333333336)","(20.0, 50.0, 34.25)","(1.55, 1.75, 1.699230769230769)","(26.0, 99999, 99990)","(61.0, 220.0, 192.72727272727275)"
07-01-2023 19:46:09.976200,"(3.0, 99999, 99990)","(41.0, 180.0, 96.66666666666666)","(18.0, 42.0, 26.0)","(11.0, 99999, 99990)","(26.0, 50.0, 33.333333333333336)","(20.0, 50.0, 34.25)","(1.55, 1.75, 1.699230769230769)","(26.0, 99999, 99990)","(61.0, 220.0, 192.72727272727275)"
07-01-2023 19:46:11.062373,"(3.0, 99999, 99990)","(41.0, 180.0, 96.66666666666666)","(18.0, 42.0, 26.0)","(11.0, 99999, 99990)","(26.0, 50.0, 33.333333333333336)","(20.0, 50.0, 34.25)","(1.55, 1.75, 1.699230769230769)","(26.0, 99999, 99990)","(61.0, 220.0, 192.72727272727275)"
07-01-2023 19:46:12.215419,"(3.0, 99999, 99990)","(41.0, 180.0, 96.66666666666666)","(18.0, 42.0, 26.0)","(11.0, 99999, 99990)","(26.0, 50.0, 33.333333333333336)","(20.0, 50.0, 34.25)","(1.55, 1.75, 1.699230769230769)","(26.0, 99999, 99990)","(61.0, 220.0, 192.72727272727275)"
07-01-2023 19:46:13.375927,"(3.0, 99999, 99990)","(41.0, 180.0, 96.66666666666666)","(18.0, 42.0, 26.0)","(11.0, 99999, 99990)","(26.0, 50.0, 33.333333333333336)","(20.0, 50.0, 34.25)","(1.55, 1.75, 1.699230769230769)","(26.0, 99999, 99990)","(61.0, 220.0, 192.72727272727275)"
07-01-2023 19:46:14.532702,"(3.0, 99999, 99990)","(41.0, 180.0, 96.66666666666666)","(18.0, 42.0, 26.0)","(11.0, 99999, 99990)","(26.0, 50.0, 33.333333333333336)","(20.0, 50.0, 34.25)","(1.55, 1.75, 1.699230769230769)","(26.0, 99999, 99990)","(61.0, 220.0, 192.72727272727275)"
07-01-2023 19:46:15.689460,"(3.0, 99999, 99990)","(41.0, 180.0, 96.66666666666666)","(18.0, 42.0, 26.0)","(11.0, 99999, 99990)","(26.0, 50.0, 33.333333333333336)","(20.0, 50.0, 34.25)","(1.55, 1.75, 1.699230769230769)","(26.0, 99999, 99990)","(61.0, 220.0, 192.72727272727275)"
07-01-2023 19:46:16.841397,"(3.0, 99999, 99990)","(41.0, 180.0, 96.66666666666666)","(18.0, 42.0, 26.0)","(11.0, 99999, 99990)","(26.0, 50.0, 33.333333333333336)","(20.0, 50.0, 34.25)","(1.55, 1.75, 1.6881249999999999)","(26.0, 99999, 99990)","(61.0, 220.0, 192.72727272727275)"
07-01-2023 19:46:17.996638,"(3.0, 99999, 99990)","(41.0, 180.0, 96.66666666666666)","(18.0, 42.0, 26.0)","(11.0, 99999, 99990)","(26.0, 50.0, 33.333333333333336)","(20.0, 50.0, 34.25)","(1.55, 1.75, 1.6881249999999999)","(26.0, 99999, 99990)","(61.0, 220.0, 192.72727272727275)"
07-01-2023 19:46:19.214153,"(3.0, 99999, 99990)","(41.0, 180.0, 96.66666666666666)","(18.0, 42.0, 26.0)","(11.0, 99999, 99990)","(26.0, 50.0, 33.333333333333336)","(20.0, 50.0, 34.25)","(1.55, 1.75, 1.6881249999999999)","(26.0, 99999, 99990)","(61.0, 220.0, 192.72727272727275)"
07-01-2023 19:46:20.381002,"(3.0, 99999, 99990)","(41.0, 180.0, 96.66666666666666)","(18.0, 42.0, 26.0)","(11.0, 99999, 99990)","(26.0, 50.0, 33.333333333333336)","(20.0, 50.0, 34.25)","(1.55, 1.75, 1.6881249999999999)","(26.0, 99999, 99990)","(61.0, 220.0, 192.72727272727275)"
07-01-2023 19:46:21.621198,"(3.0, 99999, 99990)","(41.0, 180.0, 96.66666666666666)","(18.0, 42.0, 26.0)","(11.0, 99999, 99990)","(26.0, 50.0, 33.333333333333336)","(20.0, 50.0, 34.25)","(1.55, 1.75, 1.6985714285714286)","(26.0, 99999, 99990)","(61.0, 220.0, 192.72727272727275)"
07-01-2023 19:46:22.855883,"(3.0, 99999, 99990)","(41.0, 180.0, 80.0)","(18.0, 42.0, 26.0)","(11.0, 99999, 99990)","(26.0, 50.0, 33.333333333333336)","(20.0, 50.0, 34.25)","(1.55, 1.75, 1.6985714285714286)","(26.0, 99999, 99990)","(61.0, 220.0, 192.72727272727275)"
07-01-2023 19:46:24.102088,"(3.0, 99999, 99990)","(41.0, 180.0, 93.33333333333334)","(18.0, 42.0, 26.0)","(11.0, 99999, 99990)","(26.0, 50.0, 33.333333333333336)","(20.0, 50.0, 34.25)","(1.55, 1.75, 1.6985714285714286)","(26.0, 99999, 99990)","(61.0, 220.0, 192.72727272727275)"
07-01-2023 19:46:25.327639,"(3.0, 99999, 99990)","(41.0, 170.0, 93.33333333333334)","(18.0, 42.0, 26.0)","(11.0, 99999, 99990)","(26.0, 50.0, 33.333333333333336)","(20.0, 50.0, 34.25)","(1.55, 1.75, 1.6985714285714286)","(26.0, 99999, 99990)","(61.0, 220.0, 192.72727272727275)"
07-01-2023 19:46:26.525339,"(3.0, 99999, 99990)","(41.0, 150.0, 86.66666666666667)","(18.0, 42.0, 26.0)","(11.0, 99999, 99990)","(26.0, 50.0, 33.333333333333336)","(20.0, 50.0, 34.25)","(1.55, 1.75, 1.6985714285714286)","(26.0, 99999, 99990)","(61.0, 220.0, 192.72727272727275)"
07-01-2023 19:46:27.806351,"(3.0, 99999, 99990)","(41.0, 150.0, 86.66666666666667)","(18.0, 42.0, 26.0)","(11.0, 99999, 99990)","(26.0, 50.0, 33.333333333333336)","(20.0, 50.0, 34.25)","(1.55, 1.75, 1.6985714285714286)","(26.0, 99999, 99990)","(61.0, 220.0, 192.72727272727275)"
07-01-2023 19:46:29.008940,"(3.0, 99999, 99990)","(41.0, 150.0, 86.66666666666667)","(18.0, 42.0, 26.0)","(11.0, 99999, 99990)","(26.0, 50.0, 33.333333333333336)","(20.0, 50.0, 34.25)","(1.55, 1.75, 1.6985714285714286)","(26.0, 99999, 99990)","(61.0, 220.0, 192.72727272727275)"
07-01-2023 19:46:30.235397,"(3.0, 99999, 99990)","(41.0, 150.0, 86.66666666666667)","(18.0, 42.0, 26.0)","(11.0, 99999, 99990)","(26.0, 50.0, 33.333333333333336)","(20.0, 50.0, 34.25)","(1.55, 1.75, 1.6985714285714286)","(26.0, 99999, 99990)","(61.0, 220.0, 192.72727272727275)"
07-01-2023 19:46:31.399253,"(3.0, 99999, 99990)","(41.0, 150.0, 86.66666666666667)","(18.0, 42.0, 26.0)","(11.0, 99999, 99990)","(26.0, 50.0, 33.333333333333336)","(20.0, 50.0, 34.25)","(1.55, 1.75, 1.6985714285714286)","(26.0, 99999, 99990)","(61.0, 220.0, 192.72727272727275)"
07-01-2023 19:46:32.528646,"(3.0, 99999, 99990)","(41.0, 150.0, 86.66666666666667)","(18.0, 42.0, 26.0)","(11.0, 99999, 99990)","(26.0, 50.0, 33.333333333333336)","(20.0, 50.0, 34.25)","(1.55, 1.75, 1.6985714285714286)","(26.0, 99999, 99990)","(61.0, 220.0, 192.72727272727275)"
07-01-2023 19:46:33.659632,"(3.0, 99999, 99990)","(41.0, 150.0, 86.66666666666667)","(18.0, 42.0, 26.0)","(11.0, 99999, 99990)","(26.0, 50.0, 33.333333333333336)","(20.0, 50.0, 34.25)","(1.55, 1.75, 1.6985714285714286)","(26.0, 99999, 99990)","(61.0, 220.0, 192.72727272727275)"
07-01-2023 19:46:34.793921,"(3.0, 99999, 99990)","(41.0, 150.0, 86.66666666666667)","(18.0, 42.0, 26.0)","(11.0, 99999, 99990)","(26.0, 50.0, 33.333333333333336)","(20.0, 50.0, 34.25)","(1.55, 1.75, 1.6985714285714286)","(26.0, 99999, 99990)","(61.0, 220.0, 192.72727272727275)"
07-01-2023 19:46:35.949781,"(3.0, 99999, 99990)","(41.0, 150.0, 86.66666666666667)","(18.0, 42.0, 26.0)","(11.0, 99999, 99990)","(26.0, 50.0, 33.333333333333336)","(20.0, 50.0, 34.25)","(1.55, 1.75, 1.6985714285714286)","(26.0, 99999, 99990)","(61.0, 220.0, 192.72727272727275)"
07-01-2023 19:46:37.072340,"(3.0, 99999, 99990)","(41.0, 150.0, 86.66666666666667)","(18.0, 42.0, 26.0)","(11.0, 99999, 99990)","(26.0, 50.0, 33.333333333333336)","(20.0, 50.0, 34.25)","(1.55, 1.75, 1.6985714285714286)","(26.0, 99999, 99990)","(61.0, 220.0, 192.72727272727275)"
07-01-2023 19:46:38.247955,"(3.0, 99999, 99990)","(41.0, 150.0, 86.66666666666667)","(18.0, 42.0, 26.0)","(11.0, 99999, 99990)","(26.0, 50.0, 33.333333333333336)","(20.0, 50.0, 34.25)","(1.55, 1.75, 1.6985714285714286)","(26.0, 99999, 99990)","(61.0, 220.0, 192.72727272727275)"
07-01-2023 19:46:39.432525,"(3.0, 99999, 99990)","(41.0, 150.0, 86.66666666666667)","(18.0, 42.0, 26.0)","(11.0, 99999, 99990)","(26.0, 50.0, 33.333333333333336)","(20.0, 50.0, 34.25)","(1.55, 1.75, 1.6985714285714286)","(26.0, 99999, 99990)","(61.0, 220.0, 192.72727272727275)"
07-01-2023 19:46:40.622541,"(3.0, 99999, 99990)","(41.0, 150.0, 86.66666666666667)","(18.0, 42.0, 26.0)","(11.0, 99999, 99990)","(26.0, 50.0, 33.333333333333336)","(20.0, 50.0, 34.25)","(1.55, 1.75, 1.6985714285714286)","(26.0, 99999, 99990)","(61.0, 220.0, 192.72727272727275)"
07-01-2023 19:46:41.844571,"(3.0, 99999, 99990)","(41.0, 150.0, 86.66666666666667)","(18.0, 42.0, 26.0)","(11.0, 99999, 99990)","(26.0, 50.0, 33.333333333333336)","(20.0, 50.0, 34.25)","(1.55, 1.75, 1.6985714285714286)","(26.0, 99999, 99990)","(61.0, 220.0, 192.72727272727275)"
07-01-2023 19:46:43.026679,"(3.0, 99999, 99990)","(41.0, 150.0, 86.66666666666667)","(18.0, 42.0, 26.0)","(11.0, 99999, 99990)","(26.0, 50.0, 33.333333333333336)","(20.0, 50.0, 34.25)","(1.55, 1.75, 1.6985714285714286)","(26.0, 99999, 99990)","(61.0, 220.0, 192.72727272727275)"
07-01-2023 19:46:44.190628,"(3.0, 99999, 99990)","(41.0, 150.0, 86.66666666666667)","(18.0, 42.0, 26.0)","(11.0, 99999, 99990)","(26.0, 50.0, 33.333333333333336)","(20.0, 50.0, 34.25)","(1.55, 1.75, 1.6985714285714286)","(26.0, 99999, 99990)","(61.0, 220.0, 192.72727272727275)"
07-01-2023 19:46:45.388152,"(3.0, 99999, 99990)","(41.0, 150.0, 86.66666666666667)","(18.0, 42.0, 26.0)","(11.0, 99999, 99990)","(26.0, 50.0, 33.333333333333336)","(20.0, 50.0, 34.25)","(1.55, 1.75, 1.6985714285714286)","(26.0, 99999, 99990)","(61.0, 220.0, 192.72727272727275)"
07-01-2023 19:46:46.610428,"(3.0, 99999, 99990)","(41.0, 150.0, 86.66666666666667)","(18.0, 42.0, 26.0)","(11.0, 99999, 99990)","(26.0, 50.0, 33.333333333333336)","(20.0, 50.0, 34.25)","(1.55, 1.75, 1.6985714285714286)","(26.0, 99999, 99990)","(61.0, 220.0, 192.72727272727275)"
07-01-2023 19:46:47.846665,"(3.0, 99999, 99990)","(41.0, 150.0, 86.66666666666667)","(18.0, 42.0, 26.0)","(11.0, 99999, 99990)","(26.0, 50.0, 33.333333333333336)","(20.0, 50.0, 34.25)","(1.55, 1.75, 1.6985714285714286)","(26.0, 99999, 99990)","(61.0, 220.0, 192.72727272727275)"
07-01-2023 19:46:49.040583,"(3.0, 99999, 99990)","(41.0, 150.0, 86.66666666666667)","(18.0, 42.0, 26.0)","(11.0, 99999, 99990)","(26.0, 50.0, 33.333333333333336)","(20.0, 50.0, 29.0)","(1.55, 1.75, 1.6985714285714286)","(26.0, 99999, 99990)","(61.0, 220.0, 192.72727272727275)"
07-01-2023 19:46:50.256966,"(3.0, 99999, 99990)","(41.0, 150.0, 86.66666666666667)","(18.0, 42.0, 26.0)","(11.0, 99999, 99990)","(26.0, 50.0, 33.333333333333336)","(20.0, 50.0, 29.0)","(1.55, 1.75, 1.6985714285714286)","(26.0, 99999, 99990)","(61.0, 220.0, 192.72727272727275)"
07-01-2023 19:46:51.494000,"(3.0, 99999, 99990)","(41.0, 150.0, 86.66666666666667)","(18.0, 42.0, 26.0)","(11.0, 99999, 99990)","(26.0, 50.0, 33.333333333333336)","(20.0, 50.0, 29.0)","(1.55, 1.75, 1.6985714285714286)","(26.0, 99999, 99990)","(61.0, 220.0, 192.72727272727275)"
07-01-2023 19:46:52.694482,"(3.0, 99999, 99990)","(41.0, 150.0, 86.66666666666667)","(18.0, 42.0, 26.0)","(11.0, 99999, 99990)","(26.0, 50.0, 33.333333333333336)","(20.0, 50.0, 29.0)","(1.55, 1.75, 1.6985714285714286)","(26.0, 99999, 99990)","(61.0, 220.0, 192.72727272727275)"
07-01-2023 19:46:53.874713,"(3.0, 99999, 99990)","(41.0, 150.0, 86.66666666666667)","(18.0, 42.0, 26.0)","(11.0, 99999, 99990)","(26.0, 50.0, 33.333333333333336)","(20.0, 50.0, 29.0)","(1.55, 1.75, 1.6985714285714286)","(26.0, 99999, 99990)","(61.0, 220.0, 192.72727272727275)"
07-01-2023 19:46:54.983201,"(3.0, 99999, 99990)","(41.0, 150.0, 86.66666666666667)","(18.0, 42.0, 26.0)","(11.0, 99999, 99990)","(26.0, 50.0, 33.333333333333336)","(20.0, 50.0, 29.0)","(1.55, 1.75, 1.6985714285714286)","(26.0, 99999, 99990)","(61.0, 220.0, 192.72727272727275)"
07-01-2023 19:46:56.094220,"(3.0, 99999, 99990)","(41.0, 150.0, 86.66666666666667)","(18.0, 42.0, 26.0)","(11.0, 99999, 99990)","(26.0, 50.0, 33.333333333333336)","(20.0, 50.0, 29.0)","(1.55, 1.75, 1.6985714285714286)","(26.0, 99999, 99990)","(61.0, 220.0, 192.72727272727275)"
07-01-2023 19:46:57.211121,"(3.0, 99999, 99990)","(41.0, 150.0, 86.66666666666667)","(18.0, 42.0, 26.0)","(11.0, 99999, 99990)","(26.0, 50.0, 33.333333333333336)","(20.0, 50.0, 29.0)","(1.55, 1.75, 1.6985714285714286)","(26.0, 99999, 99990)","(61.0, 220.0, 192.72727272727275)"
07-01-2023 19:46:58.325742,"(3.0, 99999, 99990)","(41.0, 150.0, 86.66666666666667)","(18.0, 42.0, 26.0)","(11.0, 99999, 99990)","(26.0, 50.0, 33.333333333333336)","(20.0, 50.0, 29.0)","(1.55, 1.75, 1.6985714285714286)","(26.0, 99999, 99990)","(61.0, 220.0, 192.72727272727275)"
07-01-2023 19:46:59.406517,"(3.0, 99999, 99990)","(41.0, 150.0, 86.66666666666667)","(18.0, 42.0, 26.0)","(11.0, 99999, 99990)","(26.0, 50.0, 33.333333333333336)","(20.0, 50.0, 29.0)","(1.55, 1.75, 1.6985714285714286)","(26.0, 99999, 99990)","(61.0, 220.0, 192.72727272727275)"
07-01-2023 19:47:00.610650,"(3.0, 99999, 99990)","(41.0, 150.0, 86.66666666666667)","(18.0, 42.0, 26.0)","(11.0, 99999, 99990)","(26.0, 50.0, 33.333333333333336)","(20.0, 50.0, 29.0)","(1.55, 1.75, 1.6985714285714286)","(26.0, 99999, 99990)","(61.0, 220.0, 192.72727272727275)"
07-01-2023 19:47:01.844907,"(3.0, 99999, 99990)","(41.0, 150.0, 86.66666666666667)","(18.0, 42.0, 26.0)","(11.0, 99999, 99990)","(26.0, 50.0, 33.333333333333336)","(20.0, 50.0, 29.0)","(1.55, 1.75, 1.6985714285714286)","(26.0, 99999, 99990)","(61.0, 220.0, 192.72727272727275)"
07-01-2023 19:47:03.075743,"(3.0, 99999, 99990)","(41.0, 150.0, 86.66666666666667)","(18.0, 42.0, 26.0)","(11.0, 99999, 99990)","(26.0, 50.0, 33.333333333333336)","(20.0, 50.0, 29.0)","(1.55, 1.75, 1.6985714285714286)","(26.0, 99999, 99990)","(61.0, 220.0, 192.72727272727275)"
07-01-2023 19:47:04.280789,"(3.0, 99999, 99990)","(41.0, 150.0, 86.66666666666667)","(18.0, 42.0, 26.0)","(11.0, 99999, 99990)","(26.0, 50.0, 33.333333333333336)","(20.0, 50.0, 29.0)","(1.55, 1.75, 1.6985714285714286)","(26.0, 99999, 99990)","(61.0, 220.0, 192.72727272727275)"
07-01-2023 19:47:05.510332,"(3.0, 99999, 99990)","(41.0, 150.0, 86.66666666666667)","(18.0, 42.0, 26.0)","(11.0, 99999, 99990)","(26.0, 50.0, 33.333333333333336)","(20.0, 50.0, 29.0)","(1.55, 1.75, 1.6985714285714286)","(26.0, 99999, 99990)","(61.0, 220.0, 192.72727272727275)"
07-01-2023 19:47:06.735699,"(3.0, 99999, 99990)","(41.0, 150.0, 86.66666666666667)","(18.0, 42.0, 26.0)","(11.0, 99999, 99990)","(26.0, 50.0, 33.333333333333336)","(20.0, 50.0, 34.25)","(1.55, 1.75, 1.6985714285714286)","(26.0, 99999, 99990)","(61.0, 220.0, 192.72727272727275)"
07-01-2023 19:47:07.927263,"(3.0, 99999, 99990)","(41.0, 150.0, 86.66666666666667)","(18.0, 42.0, 26.0)","(11.0, 99999, 99990)","(26.0, 50.0, 33.333333333333336)","(20.0, 50.0, 34.25)","(1.55, 1.75, 1.6985714285714286)","(26.0, 99999, 99990)","(61.0, 220.0, 192.72727272727275)"
07-01-2023 19:47:09.057546,"(3.0, 99999, 99990)","(41.0, 150.0, 86.66666666666667)","(18.0, 42.0, 26.0)","(11.0, 99999, 99990)","(26.0, 50.0, 33.333333333333336)","(20.0, 50.0, 34.25)","(1.55, 1.75, 1.6985714285714286)","(26.0, 99999, 99990)","(61.0, 220.0, 192.72727272727275)"
07-01-2023 19:47:10.188495,"(3.0, 99999, 99990)","(41.0, 150.0, 86.66666666666667)","(18.0, 42.0, 26.0)","(11.0, 99999, 99990)","(26.0, 50.0, 33.333333333333336)","(20.0, 50.0, 34.25)","(1.55, 1.75, 1.6985714285714286)","(26.0, 99999, 99990)","(61.0, 220.0, 192.72727272727275)"
07-01-2023 19:47:11.390205,"(3.0, 99999, 99990)","(41.0, 150.0, 86.66666666666667)","(18.0, 42.0, 26.0)","(11.0, 99999, 99990)","(26.0, 50.0, 33.333333333333336)","(20.0, 50.0, 34.25)","(1.55, 1.75, 1.71)","(26.0, 99999, 99990)","(61.0, 220.0, 192.72727272727275)"
07-01-2023 19:47:12.580168,"(3.0, 99999, 99990)","(41.0, 150.0, 86.66666666666667)","(18.0, 42.0, 26.0)","(11.0, 99999, 99990)","(26.0, 50.0, 33.333333333333336)","(20.0, 50.0, 34.25)","(1.55, 1.79, 1.71)","(26.0, 99999, 99990)","(61.0, 220.0, 192.72727272727275)"
07-01-2023 19:47:13.766657,"(3.0, 99999, 99990)","(41.0, 150.0, 86.66666666666667)","(18.0, 42.0, 26.0)","(11.0, 99999, 99990)","(26.0, 50.0, 33.333333333333336)","(20.0, 50.0, 34.25)","(1.55, 1.79, 1.71)","(26.0, 99999, 99990)","(61.0, 220.0, 192.72727272727275)"
07-01-2023 19:47:14.972755,"(3.0, 99999, 99990)","(41.0, 150.0, 86.66666666666667)","(18.0, 42.0, 26.0)","(11.0, 99999, 99990)","(26.0, 50.0, 33.333333333333336)","(20.0, 50.0, 34.25)","(1.55, 1.79, 1.718888888888889)","(26.0, 99999, 99990)","(61.0, 220.0, 192.72727272727275)"
07-01-2023 19:47:16.285407,"(3.0, 99999, 99990)","(41.0, 150.0, 86.66666666666667)","(18.0, 42.0, 26.0)","(11.0, 99999, 99990)","(26.0, 50.0, 44.285714285714285)","(20.0, 50.0, 34.25)","(1.55, 1.79, 1.718888888888889)","(26.0, 99999, 99990)","(61.0, 220.0, 192.72727272727275)"
07-01-2023 19:47:17.558620,"(3.0, 99999, 99990)","(41.0, 150.0, 86.66666666666667)","(18.0, 42.0, 26.0)","(11.0, 99999, 99990)","(26.0, 48.0, 44.15384615384615)","(20.0, 50.0, 34.25)","(1.55, 1.79, 1.718888888888889)","(26.0, 99999, 99990)","(61.0, 220.0, 192.72727272727275)"
07-01-2023 19:47:18.885847,"(3.0, 99999, 99990)","(41.0, 150.0, 86.66666666666667)","(18.0, 42.0, 26.0)","(11.0, 99999, 99990)","(26.0, 46.0, 40.46153846153847)","(20.0, 50.0, 34.25)","(1.55, 1.79, 1.718888888888889)","(26.0, 99999, 99990)","(61.0, 220.0, 192.72727272727275)"
07-01-2023 19:47:20.110419,"(3.0, 99999, 99990)","(41.0, 150.0, 86.66666666666667)","(18.0, 42.0, 26.0)","(11.0, 99999, 99990)","(26.0, 42.0, 39.14285714285714)","(20.0, 50.0, 34.25)","(1.55, 1.79, 1.718888888888889)","(26.0, 99999, 99990)","(61.0, 220.0, 192.72727272727275)"
07-01-2023 19:47:21.261552,"(3.0, 99999, 99990)","(41.0, 150.0, 86.66666666666667)","(18.0, 42.0, 26.0)","(11.0, 99999, 99990)","(26.0, 42.0, 39.14285714285714)","(20.0, 50.0, 34.25)","(1.55, 1.79, 1.718888888888889)","(26.0, 99999, 99990)","(61.0, 220.0, 200.0)"
07-01-2023 19:47:22.423184,"(3.0, 99999, 99990)","(41.0, 150.0, 86.66666666666667)","(18.0, 42.0, 26.0)","(11.0, 99999, 99990)","(26.0, 42.0, 35.333333333333336)","(20.0, 50.0, 34.25)","(1.55, 1.79, 1.718888888888889)","(26.0, 99999, 99990)","(61.0, 220.0, 200.0)"
07-01-2023 19:47:23.518676,"(3.0, 99999, 99990)","(41.0, 150.0, 86.66666666666667)","(18.0, 42.0, 26.0)","(11.0, 99999, 99990)","(26.0, 42.0, 35.68421052631579)","(20.0, 50.0, 34.25)","(1.55, 1.79, 1.718888888888889)","(26.0, 99999, 99990)","(61.0, 220.0, 200.0)"
07-01-2023 19:47:24.636230,"(3.0, 99999, 99990)","(41.0, 150.0, 86.66666666666667)","(18.0, 42.0, 26.0)","(11.0, 99999, 99990)","(26.0, 42.0, 35.68421052631579)","(20.0, 50.0, 34.25)","(1.55, 1.79, 1.718888888888889)","(26.0, 99999, 99990)","(61.0, 220.0, 200.0)"
07-01-2023 19:47:25.727452,"(3.0, 99999, 99990)","(41.0, 150.0, 86.66666666666667)","(18.0, 42.0, 26.0)","(11.0, 99999, 99990)","(26.0, 42.0, 35.68421052631579)","(20.0, 50.0, 34.25)","(1.55, 1.79, 1.718888888888889)","(26.0, 99999, 99990)","(61.0, 220.0, 200.0)"
07-01-2023 19:47:26.864515,"(3.0, 99999, 99990)","(41.0, 150.0, 86.66666666666667)","(18.0, 42.0, 26.0)","(11.0, 99999, 99990)","(26.0, 42.0, 37.0)","(20.0, 50.0, 34.25)","(1.55, 1.79, 1.718888888888889)","(26.0, 99999, 99990)","(61.0, 220.0, 200.0)"
07-01-2023 19:47:27.978480,"(3.0, 99999, 99990)","(41.0, 150.0, 86.66666666666667)","(18.0, 42.0, 26.0)","(11.0, 99999, 99990)","(26.0, 42.0, 37.0)","(20.0, 50.0, 34.25)","(1.55, 1.79, 1.718888888888889)","(26.0, 99999, 99990)","(61.0, 220.0, 200.0)"
07-01-2023 19:47:29.099887,"(3.0, 99999, 99990)","(41.0, 150.0, 86.66666666666667)","(18.0, 42.0, 26.0)","(11.0, 99999, 99990)","(26.0, 42.0, 37.0)","(20.0, 50.0, 34.25)","(1.55, 1.79, 1.718888888888889)","(26.0, 99999, 99990)","(61.0, 220.0, 200.0)"
07-01-2023 19:47:30.247467,"(3.0, 99999, 99990)","(41.0, 150.0, 86.66666666666667)","(18.0, 42.0, 26.0)","(11.0, 99999, 99990)","(26.0, 42.0, 37.0)","(20.0, 50.0, 29.333333333333336)","(1.55, 1.79, 1.6889473684210525)","(26.0, 99999, 99990)","(61.0, 220.0, 200.0)"
07-01-2023 19:47:31.444606,"(3.0, 99999, 99990)","(41.0, 150.0, 86.66666666666667)","(18.0, 42.0, 26.0)","(11.0, 99999, 99990)","(26.0, 42.0, 32.0)","(20.0, 50.0, 29.333333333333336)","(1.55, 1.79, 1.7207692307692308)","(26.0, 99999, 99990)","(61.0, 220.0, 200.0)"
07-01-2023 19:47:32.747977,"(3.0, 99999, 99990)","(41.0, 150.0, 86.66666666666667)","(18.0, 42.0, 26.0)","(11.0, 99999, 99990)","(26.0, 42.0, 34.0)","(20.0, 50.0, 29.333333333333336)","(1.55, 1.79, 1.7207692307692308)","(26.0, 99999, 99990)","(61.0, 220.0, 200.0)"
07-01-2023 19:47:33.970000,"(3.0, 99999, 99990)","(41.0, 150.0, 86.66666666666667)","(19.0, 42.0, 26.0)","(12.0, 99999, 99990)","(26.0, 42.0, 34.0)","(21.0, 50.0, 29.333333333333336)","(1.55, 1.79, 1.7207692307692308)","(26.0, 99999, 99990)","(71.0, 220.0, 200.0)"
07-01-2023 19:47:35.215678,"(3.0, 99999, 99990)","(41.0, 150.0, 86.66666666666667)","(19.0, 42.0, 26.0)","(12.0, 99999, 99990)","(26.0, 42.0, 34.0)","(21.0, 50.0, 37.8)","(1.55, 1.79, 1.6911764705882353)","(26.0, 99999, 99990)","(71.0, 220.0, 200.0)"
07-01-2023 19:47:36.487647,"(3.0, 99999, 99990)","(41.0, 150.0, 114.0)","(19.0, 42.0, 26.0)","(12.0, 99999, 99990)","(26.0, 42.0, 34.0)","(21.0, 50.0, 37.8)","(1.55, 1.79, 1.706)","(26.0, 99999, 99990)","(71.0, 220.0, 200.0)"
