,Bliss,Capital Eyes,Gris Amour,Kazzas Jet,Supreme Play,Alabama Gold,Boomsita,Compass Rose,Habeebati,Tereshkova,Yankee Blossom,Zumaia
11-01-2023 13:26:58.482460,"(4.6, 5.3, 5.258974358974359)","(31.0, 75.0, 71.66666666666667)","(61.0, 95.0, 93.75)","(17.0, 20.0, 19.25)","(101.0, 460.0, 445.55555555555554)","(51.0, 120.0, 103.33333333333333)","(13.0, 16.0, 15.771929824561404)","(6.5, 7.6, 7.511764705882353)","(1.95, 2.22, 2.2042051282051283)","(13.0, 18.5, 18.430555555555557)","(101.0, 220.0, 195.0)","(101.0, 380.0, 313.3333333333333)"
11-01-2023 13:27:00.257690,"(4.6, 5.3, 5.267391304347826)","(31.0, 75.0, 62.5)","(61.0, 95.0, 93.75)","(17.0, 19.5, 19.06737588652482)","(101.0, 460.0, 403.8461538461538)","(51.0, 120.0, 110.0)","(13.0, 16.0, 15.942857142857143)","(6.5, 7.6, 7.5025)","(1.95, 2.2, 2.1956204379562045)","(13.0, 19.0, 18.72093023255814)","(101.0, 220.0, 195.0)","(101.0, 380.0, 313.3333333333333)"
11-01-2023 13:27:01.988238,"(4.6, 5.3, 5.242465753424658)","(31.0, 65.0, 61.25)","(61.0, 95.0, 93.75)","(17.0, 19.5, 18.952830188679247)","(101.0, 450.0, 427.77777777777777)","(51.0, 120.0, 110.0)","(13.0, 16.0, 16.095744680851062)","(6.5, 7.6, 7.5025)","(1.95, 2.2, 2.197710843373494)","(13.0, 19.0, 18.72093023255814)","(101.0, 220.0, 195.0)","(101.0, 380.0, 313.3333333333333)"
11-01-2023 13:27:03.713145,"(4.6, 5.3, 5.264583333333333)","(31.0, 65.0, 61.25)","(61.0, 95.0, 93.75)","(17.0, 19.5, 18.879032258064516)","(101.0, 440.0, 418.8888888888889)","(51.0, 120.0, 113.33333333333333)","(13.0, 16.5, 16.095744680851062)","(6.5, 7.6, 7.5025)","(1.95, 2.2, 2.1994505494505496)","(13.0, 19.0, 18.86111111111111)","(101.0, 220.0, 195.0)","(101.0, 380.0, 313.3333333333333)"
11-01-2023 13:27:05.458004,"(4.6, 5.3, 5.367105263157895)","(31.0, 65.0, 61.25)","(61.0, 95.0, 94.64285714285714)","(17.0, 19.0, 18.363636363636363)","(101.0, 430.0, 406.6666666666667)","(51.0, 120.0, 113.33333333333333)","(13.0, 16.5, 16.4140625)","(6.5, 7.6, 7.373333333333334)","(1.95, 2.2, 2.1994505494505496)","(13.0, 19.0, 18.205882352941178)","(101.0, 220.0, 205.0)","(101.0, 380.0, 340.0)"
11-01-2023 13:27:07.275948,"(4.6, 5.4, 5.367532467532468)","(31.0, 65.0, 61.25)","(61.0, 95.0, 94.64285714285714)","(17.0, 18.5, 17.738095238095237)","(101.0, 430.0, 406.6666666666667)","(51.0, 120.0, 113.33333333333333)","(13.0, 16.5, 16.794520547945204)","(6.5, 7.4, 7.376296296296297)","(1.95, 2.2, 2.199558011049724)","(13.0, 18.5, 18.529411764705884)","(101.0, 220.0, 205.0)","(101.0, 380.0, 336.25)"
11-01-2023 13:27:08.985694,"(4.6, 5.4, 5.365822784810127)","(31.0, 65.0, 63.125)","(61.0, 95.0, 94.73684210526315)","(17.0, 18.0, 18.108695652173914)","(101.0, 430.0, 406.6666666666667)","(51.0, 120.0, 113.33333333333333)","(13.0, 17.0, 16.70731707317073)","(6.5, 7.4, 7.3751937984496125)","(1.95, 2.2, 2.1994285714285717)","(13.0, 19.0, 18.775)","(101.0, 220.0, 205.0)","(101.0, 380.0, 336.25)"
11-01-2023 13:27:10.720535,"(4.6, 5.4, 5.361386138613861)","(31.0, 65.0, 63.125)","(61.0, 95.0, 94.73684210526315)","(17.0, 18.5, 18.38095238095238)","(101.0, 430.0, 406.6666666666667)","(51.0, 120.0, 113.33333333333333)","(13.0, 17.0, 16.70731707317073)","(6.5, 7.4, 7.376296296296297)","(1.95, 2.2, 2.1965829145728644)","(13.0, 19.0, 19.0)","(101.0, 220.0, 205.0)","(101.0, 380.0, 336.25)"
11-01-2023 13:27:12.477443,"(4.6, 5.4, 5.369662921348315)","(31.0, 65.0, 63.125)","(61.0, 95.0, 94.73684210526315)","(17.0, 18.5, 18.728395061728396)","(101.0, 430.0, 406.6666666666667)","(51.0, 120.0, 113.33333333333333)","(13.0, 17.0, 16.4125)","(6.5, 7.4, 7.394827586206897)","(1.95, 2.2, 2.1951376146788992)","(13.0, 19.5, 18.814814814814813)","(101.0, 220.0, 205.0)","(101.0, 380.0, 336.25)"
11-01-2023 13:27:14.228891,"(4.6, 5.4, 5.339655172413793)","(31.0, 65.0, 63.125)","(61.0, 95.0, 94.73684210526315)","(17.0, 19.0, 18.746835443037973)","(101.0, 430.0, 406.6666666666667)","(51.0, 120.0, 116.66666666666667)","(13.0, 16.5, 16.329787234042552)","(6.5, 7.4, 7.394827586206897)","(1.95, 2.2, 2.1950000000000003)","(13.0, 19.0, 18.875)","(101.0, 220.0, 205.0)","(101.0, 380.0, 336.25)"
11-01-2023 13:27:16.048692,"(4.6, 5.4, 5.339655172413793)","(31.0, 65.0, 63.125)","(61.0, 95.0, 94.73684210526315)","(17.0, 19.0, 18.979166666666668)","(101.0, 430.0, 443.3333333333333)","(51.0, 120.0, 116.66666666666667)","(13.0, 16.5, 16.26086956521739)","(6.5, 7.4, 7.395081967213115)","(1.95, 2.2, 2.1950000000000003)","(13.0, 19.0, 18.875)","(101.0, 220.0, 205.0)","(101.0, 380.0, 336.25)"
11-01-2023 13:27:18.035409,"(4.6, 5.4, 5.325531914893617)","(31.0, 65.0, 63.125)","(61.0, 95.0, 94.73684210526315)","(17.0, 19.0, 18.901869158878505)","(101.0, 450.0, 446.0)","(51.0, 120.0, 118.18181818181819)","(13.0, 16.5, 15.907894736842104)","(6.5, 7.4, 7.394827586206897)","(1.95, 2.2, 2.1954929577464792)","(13.0, 19.5, 18.865853658536587)","(101.0, 220.0, 208.46153846153845)","(101.0, 380.0, 336.25)"
11-01-2023 13:27:19.987526,"(4.6, 5.4, 5.352112676056338)","(31.0, 65.0, 59.166666666666664)","(61.0, 95.0, 94.73684210526315)","(17.0, 19.5, 18.77777777777778)","(101.0, 450.0, 446.0)","(51.0, 120.0, 118.18181818181819)","(13.0, 16.0, 15.959770114942529)","(6.5, 7.4, 7.396610169491526)","(1.95, 2.2, 2.1954929577464792)","(13.0, 19.5, 19.3)","(101.0, 220.0, 208.46153846153845)","(101.0, 380.0, 336.25)"
11-01-2023 13:27:22.033707,"(4.6, 5.4, 5.339705882352941)","(31.0, 65.0, 61.25)","(61.0, 95.0, 94.73684210526315)","(17.0, 19.0, 18.77777777777778)","(101.0, 450.0, 447.5)","(51.0, 120.0, 118.18181818181819)","(13.0, 16.0, 15.959770114942529)","(6.5, 7.4, 7.396610169491526)","(1.95, 2.2, 2.195076923076923)","(13.0, 20.0, 19.717391304347824)","(101.0, 220.0, 208.46153846153845)","(101.0, 370.0, 352.5)"
11-01-2023 13:27:24.189986,"(4.6, 5.4, 5.362790697674419)","(41.0, 65.0, 63.125)","(61.0, 95.0, 94.5)","(16.0, 19.0, 18.289473684210527)","(101.0, 450.0, 447.5)","(51.0, 120.0, 118.18181818181819)","(13.0, 16.0, 15.959770114942529)","(6.0, 7.4, 7.3964071856287426)","(1.95, 2.2, 2.1937383177570093)","(14.0, 21.0, 20.114285714285714)","(101.0, 220.0, 208.46153846153845)","(101.0, 370.0, 326.25)"
11-01-2023 13:27:26.263590,"(4.6, 5.4, 5.345121951219512)","(41.0, 65.0, 72.3913043478261)","(61.0, 95.0, 94.0)","(16.0, 18.5, 18.21212121212121)","(101.0, 450.0, 447.5)","(51.0, 120.0, 118.18181818181819)","(13.0, 16.0, 16.08823529411765)","(6.0, 7.4, 7.34108527131783)","(1.95, 2.2, 2.1869503546099294)","(14.0, 21.0, 20.341463414634145)","(101.0, 220.0, 208.46153846153845)","(101.0, 370.0, 326.25)"
11-01-2023 13:27:28.460260,"(4.4, 5.4, 5.176521739130435)","(41.0, 75.0, 71.66666666666667)","(61.0, 95.0, 94.0)","(16.0, 18.5, 18.145)","(101.0, 450.0, 460.0)","(51.0, 120.0, 118.18181818181819)","(13.0, 16.5, 16.110687022900763)","(6.5, 7.4, 7.348148148148148)","(1.95, 2.2, 2.189888888888889)","(14.0, 21.0, 20.341463414634145)","(101.0, 220.0, 203.33333333333331)","(101.0, 370.0, 311.6666666666667)"
11-01-2023 13:27:30.335032,"(4.4, 5.2, 5.23728813559322)","(41.0, 75.0, 69.54545454545455)","(61.0, 95.0, 94.0)","(16.0, 18.5, 18.026666666666667)","(101.0, 480.0, 460.0)","(51.0, 120.0, 116.66666666666667)","(13.0, 16.5, 16.32)","(6.5, 7.4, 7.353719008264463)","(1.95, 2.2, 2.188018018018018)","(14.0, 21.0, 20.682692307692307)","(101.0, 220.0, 203.33333333333331)","(101.0, 370.0, 311.6666666666667)"
11-01-2023 13:27:32.340489,"(4.4, 5.3, 5.23728813559322)","(41.0, 75.0, 69.16666666666667)","(61.0, 95.0, 94.0)","(16.0, 18.5, 17.918032786885245)","(101.0, 480.0, 460.0)","(51.0, 120.0, 114.28571428571429)","(13.0, 16.5, 16.35820895522388)","(6.5, 7.4, 7.361643835616439)","(1.95, 2.2, 2.1810285714285715)","(14.0, 21.0, 20.612903225806452)","(101.0, 220.0, 203.33333333333331)","(101.0, 370.0, 311.6666666666667)"
11-01-2023 13:27:34.355354,"(4.4, 5.3, 5.25)","(41.0, 75.0, 69.28571428571429)","(61.0, 95.0, 94.0)","(16.0, 18.0, 17.89814814814815)","(101.0, 480.0, 485.0)","(51.0, 120.0, 114.28571428571429)","(13.0, 16.5, 16.354166666666668)","(6.5, 7.4, 7.361643835616439)","(1.95, 2.2, 2.1883137254901963)","(14.0, 22.0, 20.863636363636363)","(101.0, 220.0, 203.33333333333331)","(101.0, 370.0, 311.6666666666667)"
11-01-2023 13:27:36.189609,"(4.4, 5.3, 5.155882352941177)","(41.0, 70.0, 73.18181818181819)","(61.0, 95.0, 114.0)","(16.0, 18.0, 17.728155339805824)","(101.0, 520.0, 542.5)","(51.0, 120.0, 121.42857142857143)","(13.0, 16.5, 16.692307692307693)","(6.5, 7.4, 7.369090909090909)","(1.95, 2.18, 2.176751740139211)","(14.0, 22.0, 21.081967213114755)","(101.0, 240.0, 210.0)","(101.0, 370.0, 311.6666666666667)"
11-01-2023 13:27:38.157488,"(4.4, 5.2, 5.079194630872483)","(41.0, 80.0, 73.18181818181819)","(61.0, 120.0, 116.25)","(16.0, 18.0, 17.642105263157895)","(101.0, 620.0, 551.1111111111111)","(51.0, 130.0, 121.42857142857143)","(13.0, 17.0, 16.853658536585368)","(6.5, 7.4, 7.425454545454546)","(1.95, 2.18, 2.176029776674938)","(14.0, 20.0, 19.625)","(101.0, 240.0, 220.0)","(101.0, 370.0, 335.0)"
11-01-2023 13:27:40.044759,"(4.4, 5.1, 5.130769230769231)","(41.0, 80.0, 73.18181818181819)","(61.0, 120.0, 116.25)","(16.0, 18.0, 17.68243243243243)","(101.0, 620.0, 497.5)","(51.0, 130.0, 121.42857142857143)","(13.0, 17.0, 17.151162790697676)","(6.5, 7.6, 7.393750000000001)","(1.95, 2.18, 2.176)","(14.0, 20.0, 19.866666666666667)","(101.0, 240.0, 230.0)","(101.0, 400.0, 333.3333333333333)"
11-01-2023 13:27:41.950859,"(4.4, 5.2, 5.12421052631579)","(41.0, 80.0, 73.18181818181819)","(61.0, 120.0, 116.25)","(16.0, 18.0, 18.147727272727273)","(101.0, 610.0, 442.0)","(51.0, 130.0, 121.42857142857143)","(13.0, 17.5, 16.86842105263158)","(6.5, 7.4, 7.3589743589743595)","(1.95, 2.18, 2.1899512195121953)","(14.0, 20.0, 19.75)","(101.0, 240.0, 235.3846153846154)","(101.0, 400.0, 333.3333333333333)"
11-01-2023 13:27:43.762255,"(4.4, 5.2, 5.088028169014084)","(41.0, 80.0, 75.0)","(61.0, 120.0, 116.25)","(16.0, 18.5, 18.442028985507246)","(101.0, 610.0, 440.0)","(51.0, 130.0, 121.42857142857143)","(13.0, 17.0, 16.87837837837838)","(6.5, 7.4, 7.3589743589743595)","(1.95, 2.2, 2.190161290322581)","(14.0, 20.0, 19.75)","(101.0, 240.0, 231.66666666666669)","(101.0, 400.0, 333.3333333333333)"
11-01-2023 13:27:45.563912,"(4.4, 5.1, 5.088028169014084)","(41.0, 80.0, 75.0)","(61.0, 120.0, 115.83333333333334)","(16.0, 18.5, 18.785714285714285)","(101.0, 590.0, 410.0)","(61.0, 130.0, 121.42857142857143)","(13.0, 17.0, 16.625)","(6.0, 7.4, 7.359235668789809)","(1.95, 2.2, 2.186577540106952)","(15.0, 20.0, 19.6)","(101.0, 240.0, 234.44444444444446)","(101.0, 400.0, 333.3333333333333)"
11-01-2023 13:27:47.354325,"(4.4, 5.1, 5.126903553299493)","(41.0, 80.0, 75.0)","(61.0, 120.0, 118.33333333333334)","(16.0, 19.0, 18.753246753246753)","(101.0, 590.0, 410.0)","(61.0, 130.0, 125.0)","(13.0, 17.0, 16.625)","(6.0, 7.4, 7.359235668789809)","(1.95, 2.2, 2.1820069204152253)","(15.0, 20.0, 19.6)","(101.0, 240.0, 234.44444444444446)","(101.0, 400.0, 333.3333333333333)"
11-01-2023 13:27:49.122096,"(4.4, 5.2, 5.121052631578947)","(41.0, 80.0, 75.0)","(61.0, 120.0, 116.81818181818181)","(16.0, 19.0, 18.833333333333332)","(101.0, 590.0, 426.6666666666667)","(61.0, 130.0, 118.18181818181819)","(13.0, 17.0, 16.804347826086957)","(6.0, 7.4, 7.359235668789809)","(1.95, 2.2, 2.182292490118577)","(15.0, 20.0, 19.7)","(101.0, 240.0, 234.44444444444446)","(101.0, 400.0, 333.3333333333333)"
11-01-2023 13:27:50.835255,"(4.4, 5.2, 5.122994652406417)","(41.0, 80.0, 68.125)","(61.0, 120.0, 110.0)","(16.0, 19.0, 18.931818181818183)","(101.0, 580.0, 426.6666666666667)","(61.0, 120.0, 118.18181818181819)","(13.0, 17.0, 16.804347826086957)","(6.0, 7.4, 7.359235668789809)","(1.95, 2.2, 2.182292490118577)","(15.0, 20.0, 19.682926829268293)","(101.0, 240.0, 234.44444444444446)","(101.0, 400.0, 333.3333333333333)"
11-01-2023 13:27:52.548626,"(4.4, 5.2, 5.0)","(41.0, 70.0, 68.125)","(61.0, 120.0, 110.0)","(16.0, 19.0, 19.172131147540984)","(101.0, 580.0, 470.0)","(61.0, 120.0, 118.18181818181819)","(13.0, 17.0, 16.804347826086957)","(6.0, 7.4, 7.359235668789809)","(1.95, 2.2, 2.1875578406169667)","(15.0, 20.0, 19.682926829268293)","(101.0, 240.0, 220.0)","(101.0, 400.0, 333.3333333333333)"
11-01-2023 13:27:54.302070,"(4.4, 5.0, 4.9546875)","(41.0, 70.0, 68.125)","(61.0, 120.0, 110.0)","(16.0, 19.5, 17.676470588235293)","(101.0, 580.0, 450.0)","(61.0, 120.0, 118.18181818181819)","(13.0, 17.0, 16.678571428571427)","(6.0, 7.4, 7.410970464135021)","(1.95, 2.2, 2.1875252525252527)","(15.0, 21.0, 19.6)","(101.0, 240.0, 220.0)","(101.0, 400.0, 333.3333333333333)"
11-01-2023 13:27:56.008824,"(4.4, 5.0, 4.951666666666667)","(41.0, 70.0, 68.125)","(61.0, 120.0, 102.5)","(16.0, 18.0, 17.723463687150836)","(101.0, 570.0, 498.75)","(61.0, 120.0, 118.18181818181819)","(13.0, 17.0, 16.678571428571427)","(6.0, 7.6, 7.465420560747663)","(1.95, 2.2, 2.1875252525252527)","(15.0, 21.0, 19.58823529411765)","(101.0, 240.0, 220.0)","(101.0, 400.0, 333.3333333333333)"
11-01-2023 13:27:57.750103,"(4.4, 5.0, 4.9536842105263155)","(41.0, 70.0, 74.0909090909091)","(61.0, 120.0, 110.78947368421052)","(16.0, 18.0, 17.686708860759495)","(101.0, 570.0, 435.0)","(61.0, 120.0, 118.18181818181819)","(13.0, 17.0, 16.904255319148938)","(6.0, 7.6, 7.509433962264151)","(1.95, 2.2, 2.1875252525252527)","(15.0, 21.0, 19.58823529411765)","(101.0, 240.0, 220.0)","(101.0, 400.0, 333.3333333333333)"
11-01-2023 13:27:59.558210,"(4.4, 5.0, 4.945)","(41.0, 75.0, 73.57142857142857)","(61.0, 120.0, 108.21428571428572)","(16.0, 18.0, 17.70921985815603)","(101.0, 570.0, 435.0)","(61.0, 120.0, 118.18181818181819)","(13.0, 17.0, 16.785714285714285)","(6.0, 7.6, 7.641509433962264)","(1.95, 2.2, 2.1907317073170733)","(15.0, 21.0, 19.58823529411765)","(101.0, 240.0, 220.0)","(101.0, 400.0, 333.3333333333333)"
11-01-2023 13:28:01.330187,"(4.4, 5.0, 5.077049180327869)","(41.0, 75.0, 69.78260869565217)","(61.0, 110.0, 107.14285714285714)","(15.0, 18.0, 17.602803738317757)","(101.0, 570.0, 453.3333333333333)","(61.0, 120.0, 118.18181818181819)","(13.0, 17.0, 16.9375)","(6.0, 7.8, 7.726086956521739)","(1.95, 2.2, 2.1395254237288137)","(15.0, 21.0, 20.125)","(101.0, 240.0, 220.0)","(101.0, 400.0, 333.3333333333333)"
11-01-2023 13:28:02.949096,"(4.4, 5.1, 5.085950413223141)","(41.0, 75.0, 67.6923076923077)","(61.0, 110.0, 108.5)","(15.0, 18.0, 17.473684210526315)","(101.0, 580.0, 453.3333333333333)","(61.0, 120.0, 118.88888888888889)","(13.0, 17.5, 16.9375)","(6.0, 7.8, 7.7390625)","(1.95, 2.14, 2.1362711864406783)","(15.0, 21.0, 20.125)","(101.0, 240.0, 220.0)","(101.0, 400.0, 330.0)"
11-01-2023 13:28:04.720819,"(4.4, 5.2, 5.089411764705883)","(41.0, 70.0, 65.88235294117646)","(61.0, 110.0, 107.0)","(15.0, 17.5, 17.566326530612244)","(101.0, 580.0, 530.0)","(61.0, 120.0, 118.88888888888889)","(13.0, 17.5, 16.372340425531913)","(6.0, 7.8, 7.7390625)","(1.95, 2.14, 2.135891891891892)","(15.0, 21.0, 20.125)","(101.0, 240.0, 233.33333333333334)","(101.0, 390.0, 330.0)"
11-01-2023 13:28:06.565218,"(4.4, 5.2, 5.087649402390438)","(41.0, 70.0, 60.38461538461539)","(61.0, 110.0, 108.33333333333333)","(15.0, 18.0, 17.543010752688172)","(101.0, 580.0, 412.5)","(61.0, 120.0, 118.57142857142857)","(13.0, 16.5, 16.0625)","(6.0, 7.8, 7.907246376811594)","(1.95, 2.14, 2.1436085626911314)","(15.0, 21.0, 20.125)","(101.0, 240.0, 236.66666666666666)","(101.0, 390.0, 330.0)"
11-01-2023 13:28:08.273092,"(4.4, 5.2, 5.100917431192661)","(41.0, 65.0, 59.24242424242424)","(61.0, 110.0, 107.0)","(15.0, 18.0, 17.552380952380954)","(101.0, 480.0, 412.5)","(61.0, 120.0, 118.57142857142857)","(13.0, 16.5, 16.387755102040817)","(6.0, 8.2, 7.940952380952381)","(1.95, 2.16, 2.1178526315789474)","(15.0, 21.0, 19.714285714285715)","(101.0, 240.0, 236.66666666666666)","(101.0, 390.0, 330.0)"
11-01-2023 13:28:10.307658,"(4.4, 5.2, 5.133742331288343)","(41.0, 65.0, 62.14285714285714)","(61.0, 110.0, 108.33333333333333)","(15.0, 18.0, 17.53804347826087)","(101.0, 480.0, 416.6666666666667)","(61.0, 120.0, 118.57142857142857)","(13.0, 17.0, 16.433962264150942)","(6.0, 8.2, 8.066666666666666)","(1.95, 2.14, 2.134789579158317)","(15.0, 19.5, 18.666666666666668)","(101.0, 240.0, 238.1818181818182)","(101.0, 390.0, 330.0)"
11-01-2023 13:28:12.268228,"(4.4, 5.2, 5.201515151515152)","(41.0, 65.0, 63.63636363636364)","(71.0, 110.0, 108.33333333333333)","(15.0, 18.0, 17.557291666666668)","(101.0, 470.0, 416.6666666666667)","(71.0, 120.0, 118.57142857142857)","(13.0, 17.0, 16.625)","(6.5, 8.2, 8.162666666666667)","(1.9, 2.14, 2.1048579545454547)","(15.0, 19.5, 17.782608695652172)","(101.0, 240.0, 238.1818181818182)","(101.0, 390.0, 330.0)"
11-01-2023 13:28:13.978557,"(4.4, 5.3, 5.205633802816902)","(41.0, 65.0, 63.92857142857143)","(71.0, 110.0, 113.18181818181819)","(15.0, 18.0, 17.34328358208955)","(101.0, 470.0, 416.6666666666667)","(71.0, 120.0, 118.46153846153847)","(13.0, 17.0, 16.64)","(6.5, 8.2, 8.435514018691588)","(1.9, 2.12, 2.106318883174137)","(15.0, 18.0, 17.7)","(101.0, 240.0, 238.33333333333334)","(101.0, 390.0, 323.3333333333333)"
11-01-2023 13:28:15.757023,"(4.4, 5.3, 5.351744186046512)","(41.0, 65.0, 59.166666666666664)","(71.0, 120.0, 108.33333333333333)","(15.0, 17.5, 17.568181818181817)","(101.0, 470.0, 443.3333333333333)","(71.0, 120.0, 124.11764705882354)","(14.0, 17.0, 16.615384615384617)","(6.5, 8.6, 8.363636363636363)","(1.9, 2.1, 2.0977132486388386)","(15.0, 18.5, 18.166666666666668)","(101.0, 360.0, 315.0)","(101.0, 380.0, 358.57142857142856)"
11-01-2023 13:28:17.465803,"(4.4, 5.4, 5.328253968253968)","(41.0, 60.0, 59.285714285714285)","(71.0, 120.0, 108.33333333333333)","(15.0, 18.0, 17.681318681318682)","(101.0, 470.0, 450.0)","(71.0, 130.0, 127.14285714285714)","(14.0, 17.0, 16.615384615384617)","(6.5, 8.4, 8.356521739130434)","(1.9, 2.1, 2.0954066985645934)","(15.0, 18.5, 18.166666666666668)","(101.0, 450.0, 420.0)","(101.0, 380.0, 370.0)"
11-01-2023 13:28:19.230342,"(4.4, 5.4, 5.3226148409894)","(41.0, 60.0, 54.0625)","(71.0, 120.0, 98.0)","(15.0, 18.0, 17.634615384615383)","(101.0, 470.0, 458.57142857142856)","(71.0, 130.0, 126.0)","(14.0, 17.0, 16.615384615384617)","(6.5, 8.4, 8.359493670886076)","(1.9, 2.1, 2.1037089618456077)","(15.0, 18.5, 18.166666666666668)","(101.0, 450.0, 420.0)","(101.0, 360.0, 354.0)"
11-01-2023 13:28:20.901800,"(4.4, 5.4, 5.3226148409894)","(41.0, 55.0, 54.0625)","(71.0, 110.0, 98.0)","(15.0, 18.0, 17.62)","(101.0, 470.0, 458.57142857142856)","(71.0, 130.0, 126.0)","(14.0, 17.0, 16.615384615384617)","(6.5, 8.4, 8.359493670886076)","(1.9, 2.12, 2.1041932168550876)","(15.0, 18.5, 18.342105263157894)","(101.0, 450.0, 420.0)","(101.0, 360.0, 354.0)"
11-01-2023 13:28:22.534200,"(4.4, 5.4, 5.3226148409894)","(41.0, 55.0, 54.0625)","(61.0, 110.0, 98.0)","(15.0, 18.0, 17.62)","(101.0, 470.0, 458.57142857142856)","(71.0, 130.0, 126.0)","(14.0, 17.0, 16.615384615384617)","(6.5, 8.4, 8.345762711864406)","(1.9, 2.12, 2.1041606591143154)","(15.0, 18.5, 18.25294117647059)","(101.0, 450.0, 420.0)","(101.0, 360.0, 354.0)"
11-01-2023 13:28:24.184850,"(4.4, 5.4, 5.325255972696246)","(41.0, 55.0, 54.0625)","(61.0, 110.0, 101.42857142857143)","(15.0, 18.0, 17.62)","(101.0, 470.0, 458.57142857142856)","(71.0, 130.0, 126.0)","(14.0, 17.0, 16.571428571428573)","(6.5, 8.4, 8.3)","(1.9, 2.12, 2.1045856980703745)","(15.0, 18.5, 18.25294117647059)","(101.0, 450.0, 420.0)","(101.0, 360.0, 303.3333333333333)"
11-01-2023 13:28:25.870816,"(4.4, 5.4, 5.337377049180328)","(41.0, 55.0, 54.0625)","(61.0, 110.0, 93.0)","(15.0, 18.0, 17.62)","(101.0, 470.0, 458.57142857142856)","(71.0, 130.0, 127.5)","(14.0, 17.0, 16.71875)","(6.5, 8.4, 8.28)","(1.9, 2.12, 2.096037296037296)","(15.0, 18.5, 18.2)","(101.0, 450.0, 420.0)","(101.0, 350.0, 291.6666666666667)"
11-01-2023 13:28:27.563556,"(4.4, 5.4, 5.33029197080292)","(41.0, 55.0, 54.0625)","(61.0, 95.0, 111.81818181818181)","(15.0, 18.0, 17.616161616161616)","(101.0, 470.0, 458.57142857142856)","(71.0, 130.0, 123.63636363636364)","(14.0, 17.0, 16.804347826086957)","(6.5, 8.4, 8.280000000000001)","(1.9, 2.1, 2.095410628019324)","(15.0, 18.5, 18.285714285714285)","(101.0, 450.0, 420.0)","(101.0, 350.0, 291.6666666666667)"
11-01-2023 13:28:29.234128,"(4.4, 5.4, 5.319747899159664)","(51.0, 55.0, 54.0625)","(71.0, 120.0, 111.81818181818181)","(15.0, 18.0, 17.616161616161616)","(101.0, 470.0, 458.57142857142856)","(71.0, 140.0, 123.63636363636364)","(14.0, 17.0, 16.804347826086957)","(6.5, 8.4, 8.250434782608696)","(1.9, 2.1, 2.0952551020408166)","(15.0, 19.0, 18.285714285714285)","(101.0, 450.0, 420.0)","(101.0, 350.0, 291.6666666666667)"
11-01-2023 13:28:30.778917,"(4.4, 5.4, 5.319747899159664)","(51.0, 55.0, 52.333333333333336)","(71.0, 120.0, 110.86956521739131)","(15.0, 18.0, 17.25)","(101.0, 470.0, 458.57142857142856)","(71.0, 140.0, 118.82352941176471)","(14.0, 17.0, 16.9)","(6.5, 8.4, 8.126315789473685)","(1.9, 2.1, 2.0928524590163935)","(15.0, 19.0, 18.71875)","(101.0, 450.0, 420.0)","(101.0, 350.0, 281.42857142857144)"
11-01-2023 13:28:32.450732,"(4.4, 5.4, 5.333449477351916)","(51.0, 55.0, 52.333333333333336)","(71.0, 120.0, 108.82352941176471)","(15.0, 17.5, 17.229885057471265)","(101.0, 470.0, 458.57142857142856)","(71.0, 140.0, 128.1818181818182)","(14.0, 17.0, 16.9)","(6.5, 8.2, 8.154098360655738)","(1.9, 2.1, 2.0926993865030674)","(15.0, 19.0, 19.236842105263158)","(101.0, 450.0, 420.0)","(101.0, 330.0, 300.0)"
11-01-2023 13:28:33.999841,"(4.4, 5.4, 5.33)","(51.0, 55.0, 53.92857142857143)","(71.0, 110.0, 108.82352941176471)","(15.0, 17.5, 17.232954545454547)","(101.0, 470.0, 463.3333333333333)","(71.0, 130.0, 128.1818181818182)","(14.0, 17.0, 16.9)","(6.5, 8.2, 8.239393939393938)","(1.9, 2.1, 2.085)","(15.0, 19.5, 19.38095238095238)","(101.0, 450.0, 391.42857142857144)","(101.0, 350.0, 281.42857142857144)"
11-01-2023 13:28:35.566566,"(4.4, 5.4, 5.328510638297872)","(51.0, 55.0, 50.1875)","(71.0, 110.0, 108.82352941176471)","(15.0, 17.5, 17.817307692307693)","(101.0, 480.0, 463.3333333333333)","(71.0, 130.0, 128.1818181818182)","(14.0, 17.0, 16.928571428571427)","(6.5, 8.4, 8.250704225352113)","(1.9, 2.1, 2.079344262295082)","(15.0, 19.5, 19.636363636363637)","(101.0, 440.0, 391.42857142857144)","(101.0, 340.0, 305.0)"
11-01-2023 13:28:37.760614,"(4.4, 5.4, 5.328510638297872)","(41.0, 55.0, 51.333333333333336)","(71.0, 110.0, 109.0)","(15.0, 18.0, 17.825688073394495)","(101.0, 480.0, 463.3333333333333)","(71.0, 130.0, 128.46153846153845)","(14.0, 17.0, 16.98)","(6.5, 8.4, 8.286597938144329)","(1.9, 2.08, 2.079344262295082)","(15.0, 20.0, 19.636363636363637)","(101.0, 440.0, 397.5)","(101.0, 340.0, 305.0)"
