,My Names Lyn,Coconut Santiago,Cool Whip,Deadly Ambition,Hydro Glide,Romena Charm,Cosmetic Rose
11-01-2023 13:55:04.503648,"(4.0, 4.8, 4.584615384615384)","(3.6, 3.9, 3.7333333333333334)","(21.0, 75.0, 60.391304347826086)","(10.0, 28.0, 26.0)","(2.3, 2.94, 2.7629166666666665)","(6.0, 11.5, 11.0)","(21.0, 110.0, 72.5)"
11-01-2023 13:55:05.794469,"(4.0, 4.8, 4.584615384615384)","(3.6, 3.9, 3.7333333333333334)","(21.0, 75.0, 60.391304347826086)","(10.0, 28.0, 26.0)","(2.3, 2.94, 2.7629166666666665)","(6.0, 11.5, 11.0)","(21.0, 110.0, 72.5)"
11-01-2023 13:55:06.957862,"(4.0, 4.8, 4.7)","(3.6, 3.9, 3.7333333333333334)","(21.0, 75.0, 60.391304347826086)","(10.0, 28.0, 26.0)","(2.3, 2.94, 2.7629166666666665)","(6.0, 11.5, 11.0)","(21.0, 110.0, 72.5)"
11-01-2023 13:55:08.260205,"(4.0, 4.8, 4.5600000000000005)","(3.6, 3.9, 3.7333333333333334)","(21.0, 75.0, 60.391304347826086)","(10.0, 28.0, 26.0)","(2.3, 2.94, 2.739642857142857)","(6.0, 11.5, 11.0)","(21.0, 110.0, 72.5)"
11-01-2023 13:55:09.514394,"(4.0, 4.8, 4.5600000000000005)","(3.6, 3.9, 3.7333333333333334)","(21.0, 75.0, 60.391304347826086)","(10.0, 28.0, 26.0)","(2.3, 2.94, 2.739642857142857)","(6.0, 11.5, 11.0)","(21.0, 110.0, 72.5)"
11-01-2023 13:55:10.486600,"(4.0, 4.8, 4.5600000000000005)","(3.6, 3.9, 3.7333333333333334)","(21.0, 75.0, 60.391304347826086)","(10.0, 28.0, 26.0)","(2.3, 2.94, 2.739642857142857)","(6.0, 11.5, 11.0)","(21.0, 110.0, 72.5)"
11-01-2023 13:55:11.652435,"(4.0, 4.8, 4.742857142857143)","(3.6, 3.9, 3.7333333333333334)","(21.0, 75.0, 61.0)","(10.0, 28.0, 26.0)","(2.3, 2.94, 2.739642857142857)","(6.0, 11.5, 11.0)","(21.0, 110.0, 74.0)"
11-01-2023 13:55:12.697798,"(4.0, 4.8, 4.742857142857143)","(3.6, 3.9, 3.7333333333333334)","(21.0, 75.0, 61.0)","(10.0, 28.0, 26.0)","(2.3, 2.94, 2.7254054054054055)","(6.0, 11.5, 11.0)","(21.0, 110.0, 72.5)"
11-01-2023 13:55:13.686363,"(4.0, 4.8, 4.742857142857143)","(3.6, 3.9, 3.7333333333333334)","(21.0, 75.0, 61.0)","(10.0, 28.0, 26.0)","(2.3, 2.92, 2.7254054054054055)","(6.0, 11.5, 11.0)","(21.0, 110.0, 72.5)"
11-01-2023 13:55:14.768433,"(4.0, 4.8, 4.742857142857143)","(3.6, 3.9, 3.7333333333333334)","(21.0, 75.0, 61.0)","(10.0, 28.0, 26.0)","(2.3, 2.92, 2.7524324324324323)","(6.0, 11.5, 11.0)","(21.0, 110.0, 70.0)"
11-01-2023 13:55:15.888135,"(4.0, 4.8, 4.742857142857143)","(3.6, 3.95, 3.7416666666666667)","(21.0, 75.0, 61.0)","(10.0, 28.0, 26.0)","(2.3, 2.9, 2.7524324324324323)","(6.0, 11.5, 11.0)","(21.0, 110.0, 70.0)"
11-01-2023 13:55:17.195369,"(4.0, 4.8, 4.742857142857143)","(3.6, 3.95, 3.7192307692307693)","(21.0, 75.0, 61.0)","(10.0, 28.0, 26.0)","(2.3, 2.9, 2.7524324324324323)","(6.0, 11.5, 11.0)","(21.0, 110.0, 72.0)"
11-01-2023 13:55:18.277996,"(4.0, 4.8, 4.533333333333333)","(3.6, 3.95, 3.7192307692307693)","(21.0, 75.0, 61.0)","(10.0, 28.0, 26.0)","(2.3, 2.9, 2.7524324324324323)","(6.0, 11.5, 11.0)","(21.0, 100.0, 75.29411764705883)"
11-01-2023 13:55:19.383488,"(4.0, 4.9, 4.758823529411765)","(3.6, 3.95, 3.727777777777778)","(21.0, 75.0, 61.0)","(10.0, 28.0, 26.0)","(2.3, 2.9, 2.7648)","(6.0, 11.5, 11.0)","(21.0, 100.0, 77.5)"
11-01-2023 13:55:20.449598,"(4.0, 4.9, 4.758823529411765)","(3.6, 3.95, 3.727777777777778)","(21.0, 75.0, 61.0)","(10.0, 28.0, 26.0)","(2.3, 2.9, 2.7648)","(6.0, 11.5, 11.0)","(21.0, 100.0, 80.9090909090909)"
11-01-2023 13:55:21.522810,"(4.0, 4.9, 4.758823529411765)","(3.6, 3.95, 3.727777777777778)","(21.0, 75.0, 61.0)","(10.0, 28.0, 26.0)","(2.3, 2.9, 2.7648)","(6.0, 11.5, 11.0)","(21.0, 100.0, 80.9090909090909)"
11-01-2023 13:55:22.554263,"(4.0, 4.9, 4.758823529411765)","(3.6, 3.95, 3.73125)","(21.0, 75.0, 61.0)","(10.0, 28.0, 26.0)","(2.3, 2.88, 2.770909090909091)","(6.0, 11.5, 11.0)","(21.0, 100.0, 80.9090909090909)"
11-01-2023 13:55:23.588843,"(4.0, 4.9, 4.758823529411765)","(3.6, 3.95, 3.7192307692307693)","(21.0, 75.0, 61.0)","(10.0, 28.0, 26.0)","(2.3, 2.88, 2.770909090909091)","(6.0, 11.5, 11.0)","(21.0, 95.0, 78.33333333333333)"
11-01-2023 13:55:24.632009,"(4.0, 4.9, 4.438461538461539)","(3.6, 3.95, 3.7192307692307693)","(21.0, 75.0, 61.0)","(10.0, 28.0, 26.0)","(2.3, 2.88, 2.770909090909091)","(6.0, 11.5, 11.38888888888889)","(21.0, 100.0, 73.75)"
11-01-2023 13:55:25.598852,"(4.0, 4.9, 4.671428571428571)","(3.6, 3.95, 3.727777777777778)","(21.0, 75.0, 61.0)","(10.0, 28.0, 26.0)","(2.3, 2.86, 2.8049999999999997)","(6.0, 13.0, 11.4375)","(21.0, 100.0, 78.125)"
11-01-2023 13:55:26.677291,"(4.0, 4.9, 4.671428571428571)","(3.6, 3.9, 3.75)","(21.0, 75.0, 61.0)","(10.0, 28.0, 26.0)","(2.3, 2.86, 2.772)","(6.0, 13.0, 11.75)","(21.0, 100.0, 78.125)"
11-01-2023 13:55:27.695030,"(4.0, 4.9, 4.671428571428571)","(3.6, 3.9, 3.725)","(21.0, 75.0, 61.0)","(10.0, 28.0, 26.0)","(2.3, 2.86, 2.7657142857142856)","(6.0, 13.0, 12.25)","(21.0, 100.0, 78.125)"
11-01-2023 13:55:28.917930,"(4.0, 4.9, 4.671428571428571)","(3.6, 3.9, 3.7625)","(21.0, 75.0, 61.0)","(10.0, 28.0, 26.0)","(2.3, 2.86, 2.7657142857142856)","(6.0, 13.0, 12.25)","(21.0, 100.0, 78.125)"
11-01-2023 13:55:30.376837,"(4.0, 4.9, 4.671428571428571)","(3.6, 3.9, 3.659375)","(21.0, 75.0, 61.0)","(10.0, 28.0, 26.0)","(2.3, 2.86, 2.7657142857142856)","(6.0, 13.0, 12.25)","(21.0, 100.0, 78.125)"
11-01-2023 13:55:31.665386,"(4.0, 4.9, 4.671428571428571)","(3.6, 3.9, 3.5791666666666666)","(26.0, 75.0, 61.0)","(11.0, 28.0, 27.0)","(2.3, 2.86, 2.7657142857142856)","(6.0, 13.0, 12.25)","(21.0, 100.0, 78.125)"
11-01-2023 13:55:32.878474,"(4.0, 4.9, 4.429411764705883)","(3.6, 3.9, 3.5791666666666666)","(26.0, 75.0, 61.0)","(11.0, 28.0, 27.666666666666668)","(2.3, 2.86, 2.7657142857142856)","(6.0, 13.0, 12.25)","(21.0, 100.0, 78.125)"
11-01-2023 13:55:34.253701,"(4.0, 4.9, 4.429411764705883)","(3.6, 3.9, 3.5888888888888886)","(26.0, 75.0, 61.0)","(11.0, 29.0, 27.666666666666668)","(2.3, 2.86, 2.7657142857142856)","(6.0, 13.0, 12.25)","(21.0, 100.0, 78.125)"
11-01-2023 13:55:35.497243,"(4.0, 4.9, 4.429411764705883)","(3.6, 3.9, 3.5888888888888886)","(26.0, 75.0, 61.0)","(11.0, 29.0, 27.666666666666668)","(2.3, 2.86, 2.7657142857142856)","(6.0, 13.0, 12.25)","(21.0, 100.0, 78.125)"
11-01-2023 13:55:36.811047,"(4.0, 4.9, 4.429411764705883)","(3.6, 3.9, 3.5888888888888886)","(26.0, 75.0, 61.0)","(11.0, 29.0, 27.666666666666668)","(2.3, 2.86, 2.7657142857142856)","(6.0, 13.0, 12.25)","(21.0, 100.0, 78.125)"
11-01-2023 13:55:37.982833,"(4.0, 4.9, 4.429411764705883)","(3.6, 3.9, 3.5888888888888886)","(26.0, 75.0, 61.0)","(11.0, 29.0, 27.666666666666668)","(2.35, 2.86, 2.7657142857142856)","(6.0, 13.0, 12.25)","(21.0, 100.0, 78.125)"
11-01-2023 13:55:39.092477,"(4.0, 4.9, 4.58)","(3.6, 3.75, 3.583333333333333)","(26.0, 75.0, 61.0)","(11.0, 29.0, 27.666666666666668)","(2.35, 2.86, 2.7657142857142856)","(6.0, 13.0, 12.25)","(21.0, 100.0, 78.125)"
11-01-2023 13:55:40.353053,"(4.0, 4.9, 4.58)","(3.6, 3.75, 3.583333333333333)","(26.0, 75.0, 59.64)","(11.0, 29.0, 27.666666666666668)","(2.35, 2.86, 2.7657142857142856)","(6.0, 13.0, 12.25)","(21.0, 100.0, 78.125)"
11-01-2023 13:55:41.525859,"(4.0, 4.9, 4.633333333333334)","(3.6, 3.75, 3.583333333333333)","(26.0, 75.0, 43.666666666666664)","(11.0, 29.0, 26.5)","(2.35, 2.86, 2.7657142857142856)","(6.0, 13.0, 12.25)","(21.0, 100.0, 80.0)"
11-01-2023 13:55:42.678843,"(4.0, 4.9, 4.633333333333334)","(3.6, 3.75, 3.583333333333333)","(26.0, 75.0, 43.666666666666664)","(11.0, 28.0, 26.5)","(2.35, 2.86, 2.7657142857142856)","(6.0, 13.0, 12.25)","(21.0, 100.0, 80.0)"
11-01-2023 13:55:43.935123,"(4.0, 4.9, 4.609090909090909)","(3.6, 3.75, 3.5888888888888886)","(26.0, 75.0, 43.666666666666664)","(11.0, 28.0, 26.5)","(2.35, 2.84, 2.77)","(6.0, 13.0, 12.5)","(21.0, 100.0, 80.0)"
11-01-2023 13:55:45.000647,"(4.0, 4.9, 4.58)","(3.6, 3.9, 3.5888888888888886)","(26.0, 75.0, 43.666666666666664)","(11.0, 28.0, 26.5)","(2.35, 2.84, 2.77)","(6.0, 13.0, 12.5)","(21.0, 100.0, 80.0)"
11-01-2023 13:55:46.277814,"(4.0, 4.9, 4.713333333333334)","(3.6, 3.8, 3.5916666666666663)","(26.0, 75.0, 44.333333333333336)","(11.0, 28.0, 26.5)","(2.35, 2.84, 2.77)","(6.0, 13.0, 12.5)","(21.0, 100.0, 80.0)"
11-01-2023 13:55:47.481748,"(4.0, 4.9, 4.713333333333334)","(3.6, 3.8, 3.5916666666666663)","(26.0, 75.0, 44.333333333333336)","(11.0, 28.0, 26.5)","(2.35, 2.84, 2.77)","(6.0, 13.0, 12.5)","(21.0, 100.0, 80.0)"
11-01-2023 13:55:48.507504,"(4.0, 4.9, 4.713333333333334)","(3.6, 3.8, 3.5916666666666663)","(26.0, 75.0, 44.333333333333336)","(11.0, 28.0, 26.5)","(2.35, 2.84, 2.77)","(6.0, 13.0, 12.5)","(21.0, 100.0, 78.125)"
11-01-2023 13:55:49.585181,"(4.0, 4.9, 4.82)","(3.6, 3.8, 3.5916666666666663)","(26.0, 75.0, 50.0)","(11.0, 28.0, 25.428571428571427)","(2.35, 2.84, 2.77)","(6.0, 13.0, 12.5)","(21.0, 100.0, 78.125)"
11-01-2023 13:55:50.638717,"(4.0, 5.0, 4.942857142857143)","(3.6, 3.8, 3.5749999999999997)","(26.0, 75.0, 56.25)","(11.0, 28.0, 25.428571428571427)","(2.35, 2.84, 2.77)","(6.0, 13.0, 12.5)","(21.0, 100.0, 78.125)"
11-01-2023 13:55:51.799934,"(4.0, 5.0, 4.890909090909091)","(3.6, 3.8, 3.5916666666666663)","(26.0, 75.0, 56.25)","(11.0, 28.0, 25.428571428571427)","(2.35, 2.84, 2.77)","(6.0, 13.0, 12.5)","(21.0, 100.0, 78.125)"
11-01-2023 13:55:52.814367,"(4.0, 5.0, 4.890909090909091)","(3.6, 3.7, 3.5749999999999997)","(26.0, 75.0, 56.25)","(11.0, 28.0, 25.428571428571427)","(2.35, 2.84, 2.77)","(6.0, 13.0, 12.5)","(21.0, 100.0, 78.125)"
11-01-2023 13:55:53.961484,"(4.0, 5.0, 4.890909090909091)","(3.6, 3.7, 3.5749999999999997)","(26.0, 75.0, 57.083333333333336)","(11.0, 28.0, 25.428571428571427)","(2.35, 2.84, 2.7425)","(6.0, 13.0, 12.5)","(21.0, 100.0, 78.125)"
11-01-2023 13:55:55.039858,"(4.0, 5.0, 4.890909090909091)","(3.6, 3.7, 3.5749999999999997)","(26.0, 75.0, 57.083333333333336)","(11.0, 28.0, 25.428571428571427)","(2.35, 2.84, 2.7425)","(6.0, 13.0, 12.5)","(21.0, 100.0, 78.125)"
11-01-2023 13:55:56.172429,"(4.0, 5.0, 4.890909090909091)","(3.6, 3.7, 3.5749999999999997)","(26.0, 75.0, 63.68421052631579)","(11.0, 28.0, 25.428571428571427)","(2.35, 2.84, 2.792)","(6.0, 13.0, 12.5)","(21.0, 100.0, 78.125)"
11-01-2023 13:55:57.375120,"(4.0, 5.0, 4.785714285714286)","(3.6, 3.7, 3.5749999999999997)","(26.0, 75.0, 63.68421052631579)","(11.0, 28.0, 25.428571428571427)","(2.35, 2.84, 2.792)","(6.0, 13.0, 12.5)","(21.0, 100.0, 78.125)"
11-01-2023 13:55:58.495466,"(4.0, 5.0, 4.785714285714286)","(3.6, 3.7, 3.5749999999999997)","(26.0, 75.0, 63.68421052631579)","(11.0, 28.0, 25.428571428571427)","(2.35, 2.84, 2.7358620689655173)","(6.0, 13.0, 12.333333333333334)","(21.0, 100.0, 78.125)"
11-01-2023 13:55:59.549727,"(4.0, 5.0, 4.785714285714286)","(3.6, 3.9, 3.7)","(26.0, 75.0, 63.68421052631579)","(11.0, 28.0, 25.428571428571427)","(2.35, 2.86, 2.7466666666666666)","(6.0, 12.5, 12.333333333333334)","(21.0, 100.0, 78.125)"
11-01-2023 13:56:00.654631,"(4.0, 5.0, 4.785714285714286)","(3.6, 3.9, 3.7)","(26.0, 70.0, 61.55555555555556)","(11.0, 28.0, 25.428571428571427)","(2.35, 2.86, 2.7475)","(6.0, 12.5, 12.333333333333334)","(21.0, 100.0, 78.125)"
11-01-2023 13:56:01.734592,"(4.0, 5.0, 4.785714285714286)","(3.6, 3.9, 3.772)","(26.0, 70.0, 61.55555555555556)","(11.0, 28.0, 25.428571428571427)","(2.35, 2.86, 2.7475)","(6.0, 12.5, 12.333333333333334)","(21.0, 100.0, 78.125)"
11-01-2023 13:56:02.729477,"(4.0, 5.0, 4.785714285714286)","(3.6, 3.9, 3.772)","(26.0, 70.0, 61.55555555555556)","(11.0, 28.0, 25.428571428571427)","(2.35, 2.86, 2.7475)","(6.0, 12.5, 12.333333333333334)","(21.0, 100.0, 78.125)"
11-01-2023 13:56:03.799161,"(4.0, 5.0, 4.781818181818181)","(3.6, 3.85, 3.664285714285714)","(26.0, 70.0, 61.55555555555556)","(11.0, 28.0, 25.428571428571427)","(2.35, 2.86, 2.7475)","(6.0, 12.5, 12.333333333333334)","(21.0, 100.0, 78.125)"
11-01-2023 13:56:04.792089,"(4.0, 5.0, 4.781818181818181)","(3.6, 3.85, 3.664285714285714)","(26.0, 70.0, 61.55555555555556)","(11.0, 28.0, 25.428571428571427)","(2.35, 2.86, 2.776)","(6.0, 12.5, 12.333333333333334)","(21.0, 100.0, 78.125)"
11-01-2023 13:56:05.722577,"(4.0, 5.0, 4.781818181818181)","(3.6, 3.8, 3.7038461538461536)","(26.0, 70.0, 56.18181818181819)","(11.0, 28.0, 25.428571428571427)","(2.35, 2.86, 2.776)","(6.0, 12.5, 12.333333333333334)","(21.0, 100.0, 78.125)"
11-01-2023 13:56:06.701370,"(4.0, 5.0, 4.781818181818181)","(3.6, 3.8, 3.6676470588235293)","(26.0, 70.0, 56.18181818181819)","(11.0, 28.0, 25.428571428571427)","(2.35, 2.86, 2.776)","(6.0, 12.5, 12.333333333333334)","(21.0, 100.0, 78.125)"
11-01-2023 13:56:07.687768,"(4.0, 5.0, 4.781818181818181)","(3.6, 3.8, 3.6676470588235293)","(26.0, 70.0, 56.18181818181819)","(11.0, 28.0, 25.428571428571427)","(2.35, 2.86, 2.776)","(6.0, 12.5, 12.333333333333334)","(21.0, 100.0, 78.125)"
11-01-2023 13:56:08.641724,"(4.0, 5.0, 4.781818181818181)","(3.6, 3.8, 3.6676470588235293)","(26.0, 70.0, 56.18181818181819)","(11.0, 28.0, 25.428571428571427)","(2.35, 2.86, 2.776)","(6.0, 12.5, 12.333333333333334)","(21.0, 100.0, 78.125)"
11-01-2023 13:56:09.735150,"(4.0, 5.0, 4.781818181818181)","(3.6, 3.8, 3.6676470588235293)","(26.0, 70.0, 56.18181818181819)","(11.0, 28.0, 25.428571428571427)","(2.35, 2.86, 2.7719148936170215)","(6.0, 12.5, 12.333333333333334)","(21.0, 100.0, 78.125)"
11-01-2023 13:56:10.824909,"(4.0, 5.0, 4.781818181818181)","(3.6, 3.8, 3.6676470588235293)","(26.0, 70.0, 56.18181818181819)","(11.0, 28.0, 25.428571428571427)","(2.35, 2.86, 2.7719148936170215)","(6.0, 12.5, 12.333333333333334)","(21.0, 100.0, 78.125)"
11-01-2023 13:56:11.851150,"(4.0, 5.0, 4.781818181818181)","(3.6, 3.8, 3.6676470588235293)","(26.0, 70.0, 56.18181818181819)","(11.0, 28.0, 25.428571428571427)","(2.35, 2.86, 2.7719148936170215)","(6.0, 12.5, 12.333333333333334)","(21.0, 100.0, 73.75)"
11-01-2023 13:56:13.024355,"(4.0, 5.0, 4.781818181818181)","(3.4, 3.75, 3.673076923076923)","(26.0, 70.0, 56.18181818181819)","(11.0, 28.0, 26.5)","(2.35, 2.86, 2.7719148936170215)","(6.0, 12.5, 12.333333333333334)","(21.0, 100.0, 78.125)"
11-01-2023 13:56:14.090989,"(4.0, 5.0, 4.781818181818181)","(3.4, 3.75, 3.6441176470588235)","(26.0, 70.0, 56.18181818181819)","(11.0, 28.0, 26.5)","(2.35, 2.86, 2.7719148936170215)","(6.0, 12.5, 12.333333333333334)","(21.0, 100.0, 78.125)"
11-01-2023 13:56:15.388974,"(4.0, 5.0, 4.781818181818181)","(3.4, 3.75, 3.6441176470588235)","(26.0, 70.0, 56.18181818181819)","(11.0, 28.0, 26.5)","(2.35, 2.86, 2.7719148936170215)","(6.0, 12.5, 12.333333333333334)","(21.0, 100.0, 78.125)"
11-01-2023 13:56:16.767231,"(4.0, 5.0, 4.7272727272727275)","(3.4, 3.75, 3.63)","(26.0, 70.0, 58.599999999999994)","(11.0, 28.0, 26.5)","(2.35, 2.86, 2.7719148936170215)","(6.0, 12.5, 12.333333333333334)","(21.0, 100.0, 78.125)"
11-01-2023 13:56:18.177146,"(4.0, 5.0, 4.7272727272727275)","(3.4, 3.75, 3.63)","(26.0, 70.0, 58.599999999999994)","(11.0, 28.0, 26.5)","(2.35, 2.86, 2.7719148936170215)","(6.0, 12.5, 12.333333333333334)","(21.0, 100.0, 78.125)"
11-01-2023 13:56:19.377866,"(4.0, 5.0, 4.781818181818181)","(3.4, 3.75, 3.63)","(26.0, 70.0, 58.599999999999994)","(11.0, 28.0, 26.5)","(2.35, 2.86, 2.7719148936170215)","(6.0, 12.5, 12.333333333333334)","(21.0, 100.0, 78.125)"
11-01-2023 13:56:20.760997,"(4.0, 5.0, 4.781818181818181)","(3.4, 3.75, 3.63)","(26.0, 70.0, 58.599999999999994)","(11.0, 28.0, 26.5)","(2.35, 2.86, 2.7719148936170215)","(6.0, 12.5, 12.333333333333334)","(21.0, 100.0, 78.125)"
11-01-2023 13:56:22.008005,"(4.0, 5.0, 4.781818181818181)","(3.4, 3.75, 3.63)","(26.0, 70.0, 58.599999999999994)","(11.0, 28.0, 26.5)","(2.35, 2.86, 2.7719148936170215)","(6.0, 12.5, 12.333333333333334)","(21.0, 100.0, 78.125)"
11-01-2023 13:56:23.218702,"(4.0, 5.0, 4.781818181818181)","(3.4, 3.75, 3.63)","(26.0, 70.0, 58.599999999999994)","(11.0, 28.0, 26.5)","(2.35, 2.86, 2.7719148936170215)","(6.0, 12.5, 12.333333333333334)","(21.0, 100.0, 78.125)"
11-01-2023 13:56:24.362821,"(4.0, 5.0, 4.8)","(3.4, 3.75, 3.63)","(26.0, 70.0, 58.599999999999994)","(11.0, 28.0, 26.5)","(2.35, 2.86, 2.7719148936170215)","(6.0, 12.5, 12.333333333333334)","(21.0, 100.0, 78.125)"
11-01-2023 13:56:25.465771,"(4.0, 5.0, 4.821428571428571)","(3.4, 3.75, 3.63)","(26.0, 70.0, 58.599999999999994)","(11.0, 28.0, 25.428571428571427)","(2.35, 2.86, 2.7725714285714287)","(6.0, 12.5, 12.333333333333334)","(21.0, 100.0, 80.55555555555556)"
11-01-2023 13:56:26.528870,"(4.0, 5.0, 4.821428571428571)","(3.4, 3.75, 3.63)","(26.0, 70.0, 58.599999999999994)","(11.0, 28.0, 25.428571428571427)","(2.35, 2.86, 2.7725714285714287)","(6.0, 12.5, 12.333333333333334)","(21.0, 100.0, 85.41666666666667)"
11-01-2023 13:56:27.656733,"(4.0, 5.0, 4.821428571428571)","(3.4, 3.75, 3.55)","(26.0, 70.0, 53.0)","(11.0, 28.0, 25.428571428571427)","(2.35, 2.86, 2.7725714285714287)","(6.0, 12.5, 12.333333333333334)","(21.0, 100.0, 85.41666666666667)"
11-01-2023 13:56:28.745742,"(4.0, 5.0, 4.846153846153846)","(3.4, 3.7, 3.55)","(26.0, 70.0, 58.0)","(11.0, 28.0, 25.428571428571427)","(2.35, 2.86, 2.7725714285714287)","(6.0, 12.5, 12.333333333333334)","(21.0, 100.0, 82.5)"
11-01-2023 13:56:29.786219,"(4.0, 5.0, 4.846153846153846)","(3.4, 3.7, 3.54)","(26.0, 70.0, 58.0)","(11.0, 28.0, 25.428571428571427)","(2.35, 2.86, 2.7725714285714287)","(6.0, 12.5, 12.333333333333334)","(21.0, 100.0, 82.5)"
11-01-2023 13:56:30.818742,"(4.0, 5.0, 4.78125)","(3.4, 3.7, 3.54)","(26.0, 70.0, 58.0)","(11.0, 28.0, 25.428571428571427)","(2.35, 2.86, 2.7725714285714287)","(6.0, 12.5, 12.333333333333334)","(21.0, 100.0, 84.0)"
11-01-2023 13:56:31.923162,"(4.0, 5.0, 4.78125)","(3.4, 3.7, 3.54)","(26.0, 70.0, 58.0)","(11.0, 28.0, 25.428571428571427)","(2.35, 2.86, 2.7725714285714287)","(6.0, 12.5, 12.333333333333334)","(21.0, 100.0, 84.0)"
11-01-2023 13:56:32.940286,"(4.0, 5.0, 4.6875)","(3.4, 3.7, 3.54)","(26.0, 70.0, 58.0)","(11.0, 28.0, 25.428571428571427)","(2.35, 2.86, 2.7725714285714287)","(6.0, 12.5, 12.333333333333334)","(21.0, 100.0, 84.0)"
11-01-2023 13:56:34.021993,"(4.0, 5.0, 4.6875)","(3.4, 3.7, 3.54)","(26.0, 70.0, 58.0)","(11.0, 28.0, 25.428571428571427)","(2.35, 2.86, 2.7725714285714287)","(6.0, 12.5, 12.333333333333334)","(21.0, 100.0, 84.0)"
11-01-2023 13:56:35.138789,"(4.0, 5.0, 4.6875)","(3.4, 3.7, 3.5300000000000002)","(26.0, 70.0, 58.0)","(11.0, 28.0, 25.428571428571427)","(2.35, 2.86, 2.7725714285714287)","(6.0, 12.5, 12.333333333333334)","(21.0, 100.0, 84.0)"
11-01-2023 13:56:36.110780,"(4.0, 5.0, 4.699999999999999)","(3.4, 3.7, 3.5300000000000002)","(26.0, 70.0, 58.0)","(11.0, 28.0, 25.428571428571427)","(2.35, 2.86, 2.7725714285714287)","(6.0, 12.5, 12.333333333333334)","(21.0, 100.0, 84.0)"
11-01-2023 13:56:37.140677,"(4.0, 5.0, 4.699999999999999)","(3.4, 3.7, 3.5300000000000002)","(26.0, 70.0, 58.0)","(11.0, 28.0, 25.428571428571427)","(2.35, 2.86, 2.7725714285714287)","(6.0, 12.5, 12.333333333333334)","(21.0, 100.0, 84.0)"
11-01-2023 13:56:38.223956,"(4.0, 5.0, 4.699999999999999)","(3.4, 3.7, 3.5300000000000002)","(26.0, 70.0, 42.57142857142857)","(11.0, 28.0, 25.428571428571427)","(2.35, 2.86, 2.729090909090909)","(6.0, 12.5, 12.333333333333334)","(21.0, 100.0, 84.0)"
11-01-2023 13:56:39.172453,"(4.0, 5.0, 4.6952380952380945)","(3.4, 3.7, 3.5300000000000002)","(26.0, 70.0, 42.57142857142857)","(11.0, 28.0, 25.428571428571427)","(2.35, 2.86, 2.729090909090909)","(6.0, 12.5, 12.333333333333334)","(21.0, 100.0, 84.0)"
11-01-2023 13:56:40.170068,"(4.0, 5.0, 4.711111111111111)","(3.4, 3.7, 3.5300000000000002)","(26.0, 70.0, 42.57142857142857)","(11.0, 28.0, 26.5)","(2.35, 2.84, 2.7933333333333334)","(6.0, 12.5, 12.333333333333334)","(21.0, 100.0, 84.0)"
11-01-2023 13:56:41.202764,"(4.0, 5.0, 4.711111111111111)","(3.4, 3.5, 3.4916666666666667)","(26.0, 70.0, 50.8)","(11.0, 28.0, 26.5)","(2.35, 2.84, 2.7933333333333334)","(6.0, 12.5, 12.333333333333334)","(21.0, 100.0, 84.0)"
11-01-2023 13:56:42.222582,"(4.0, 5.0, 4.711111111111111)","(3.4, 3.7, 3.5125)","(26.0, 70.0, 56.285714285714285)","(11.0, 28.0, 26.5)","(2.35, 2.84, 2.7933333333333334)","(6.0, 12.5, 12.333333333333334)","(21.0, 100.0, 85.0)"
11-01-2023 13:56:43.316495,"(4.0, 5.0, 4.678571428571429)","(3.4, 3.7, 3.5125)","(26.0, 70.0, 56.285714285714285)","(11.0, 28.0, 26.5)","(2.35, 2.84, 2.7933333333333334)","(6.0, 12.5, 12.333333333333334)","(21.0, 100.0, 80.0)"
11-01-2023 13:56:44.644821,"(4.0, 5.0, 4.75)","(3.4, 3.7, 3.5125)","(26.0, 70.0, 56.285714285714285)","(11.0, 28.0, 26.5)","(2.35, 2.84, 2.7933333333333334)","(6.0, 12.5, 12.333333333333334)","(21.0, 100.0, 80.0)"
11-01-2023 13:56:45.742344,"(4.0, 5.0, 4.75)","(3.4, 3.7, 3.5125)","(26.0, 70.0, 56.285714285714285)","(11.0, 28.0, 26.5)","(2.35, 2.84, 2.7933333333333334)","(6.0, 12.5, 12.333333333333334)","(21.0, 100.0, 80.0)"
11-01-2023 13:56:46.795704,"(4.0, 5.0, 4.75)","(3.4, 3.7, 3.5125)","(26.0, 70.0, 56.285714285714285)","(11.0, 28.0, 26.5)","(2.35, 2.84, 2.7933333333333334)","(6.0, 12.5, 12.333333333333334)","(21.0, 100.0, 80.0)"
11-01-2023 13:56:47.977365,"(4.0, 5.0, 4.75)","(3.4, 3.7, 3.4944444444444445)","(26.0, 70.0, 56.285714285714285)","(11.0, 28.0, 26.5)","(2.35, 2.84, 2.7933333333333334)","(6.0, 12.5, 12.333333333333334)","(21.0, 100.0, 80.0)"
11-01-2023 13:56:49.117538,"(4.0, 5.0, 4.78125)","(3.4, 3.55, 3.4944444444444445)","(26.0, 70.0, 56.285714285714285)","(11.0, 28.0, 26.5)","(2.35, 2.84, 2.7933333333333334)","(6.0, 12.5, 12.333333333333334)","(21.0, 100.0, 80.0)"
