,Obsession Agogo,Ratified,Halwes,Jaggers Lady,Stellar Rising,Louie,Enraged,Worry Less
07-12-2022 14:19:33.369685,"(6.0, 9.8, 7.5600000000000005)","(8.0, 17.5, 16.857142857142858)","(6.0, 11.5, 10.125714285714285)","(5.0, 6.6, 6.1875)","(16.0, 36.0, 24.333333333333332)","(3.9, 4.4, 4.033333333333333)","(14.0, 32.0, 29.441176470588236)","(3.6, 4.2, 3.95)"
07-12-2022 14:19:34.413419,"(6.0, 9.8, 9.141176470588237)","(8.0, 17.5, 16.857142857142858)","(6.0, 11.5, 10.125714285714285)","(5.0, 6.6, 6.0)","(16.0, 36.0, 24.333333333333332)","(3.9, 4.4, 4.033333333333333)","(14.0, 32.0, 29.441176470588236)","(3.6, 4.2, 3.7714285714285714)"
07-12-2022 14:19:35.521445,"(6.0, 9.8, 9.177777777777777)","(8.0, 17.5, 16.857142857142858)","(6.0, 11.0, 9.333333333333334)","(5.0, 6.6, 6.225)","(17.0, 36.0, 24.333333333333332)","(3.9, 4.4, 4.033333333333333)","(15.0, 32.0, 29.441176470588236)","(3.6, 4.2, 3.7714285714285714)"
07-12-2022 14:19:36.651903,"(6.0, 9.8, 9.512820512820515)","(8.0, 17.5, 16.857142857142858)","(6.0, 11.0, 10.482758620689655)","(5.0, 6.6, 6.225)","(17.0, 36.0, 24.333333333333332)","(3.9, 4.4, 4.033333333333333)","(15.0, 32.0, 29.441176470588236)","(3.6, 4.2, 3.975)"
07-12-2022 14:19:37.795566,"(6.0, 9.8, 9.512820512820515)","(8.0, 17.5, 16.857142857142858)","(6.0, 11.0, 9.894736842105264)","(5.0, 6.6, 6.225)","(17.0, 36.0, 24.333333333333332)","(3.9, 4.4, 4.033333333333333)","(15.0, 32.0, 29.441176470588236)","(3.6, 4.2, 3.975)"
07-12-2022 14:19:38.873086,"(6.0, 9.8, 9.512820512820515)","(8.0, 17.5, 16.857142857142858)","(6.0, 11.0, 9.894736842105264)","(5.0, 6.6, 6.05)","(17.0, 36.0, 24.333333333333332)","(3.9, 4.4, 4.033333333333333)","(15.0, 32.0, 29.441176470588236)","(3.6, 4.2, 3.975)"
07-12-2022 14:19:40.035035,"(6.0, 9.8, 9.512820512820515)","(8.0, 17.5, 16.857142857142858)","(6.0, 11.0, 9.846153846153847)","(5.0, 6.6, 6.05)","(17.0, 36.0, 24.333333333333332)","(3.9, 4.4, 4.033333333333333)","(15.0, 32.0, 29.441176470588236)","(3.6, 4.2, 3.975)"
07-12-2022 14:19:41.238653,"(6.0, 9.8, 9.512820512820515)","(8.0, 17.5, 16.857142857142858)","(6.0, 11.0, 10.4)","(5.0, 6.6, 6.225)","(17.0, 36.0, 24.333333333333332)","(3.9, 4.4, 4.5625)","(15.0, 32.0, 29.441176470588236)","(3.6, 4.2, 3.7714285714285714)"
07-12-2022 14:19:42.353123,"(6.0, 9.8, 9.512820512820515)","(8.0, 17.5, 16.857142857142858)","(6.0, 11.0, 10.4)","(5.0, 6.6, 6.225)","(17.0, 36.0, 24.333333333333332)","(3.9, 4.8, 4.166666666666667)","(15.0, 32.0, 29.441176470588236)","(3.6, 4.2, 4.028125)"
07-12-2022 14:19:43.428839,"(6.0, 9.8, 9.512820512820515)","(8.0, 16.5, 15.210526315789473)","(6.0, 11.0, 10.4)","(5.0, 6.6, 6.225)","(17.0, 36.0, 24.333333333333332)","(3.9, 4.5, 4.15625)","(15.0, 32.0, 29.441176470588236)","(3.6, 4.2, 4.028125)"
07-12-2022 14:19:44.441541,"(6.0, 9.8, 9.512820512820515)","(8.0, 19.0, 16.789473684210527)","(6.0, 11.0, 10.4)","(5.0, 6.6, 6.225)","(17.0, 36.0, 24.333333333333332)","(3.9, 4.5, 4.15625)","(15.0, 32.0, 29.441176470588236)","(3.6, 4.2, 4.028125)"
07-12-2022 14:19:45.535393,"(6.0, 11.5, 9.157142857142857)","(8.0, 19.0, 16.789473684210527)","(6.0, 11.0, 9.472727272727273)","(5.0, 6.6, 6.2625)","(17.0, 36.0, 24.333333333333332)","(3.9, 4.5, 4.06063829787234)","(15.0, 32.0, 29.441176470588236)","(3.6, 4.2, 3.95)"
07-12-2022 14:19:46.584491,"(6.0, 10.5, 9.181818181818182)","(8.0, 19.0, 16.789473684210527)","(6.0, 11.0, 9.472727272727273)","(5.0, 6.6, 6.2625)","(17.0, 36.0, 24.333333333333332)","(3.9, 5.5, 4.308333333333334)","(15.0, 32.0, 29.441176470588236)","(3.6, 4.2, 3.95)"
07-12-2022 14:19:47.689061,"(6.0, 10.5, 9.25)","(8.0, 19.0, 16.789473684210527)","(6.0, 11.0, 10.420689655172414)","(5.0, 6.6, 5.925)","(17.0, 36.0, 24.333333333333332)","(3.9, 4.6, 4.211111111111111)","(15.0, 32.0, 29.441176470588236)","(3.6, 4.2, 3.95)"
07-12-2022 14:19:48.784332,"(6.0, 10.5, 9.363636363636363)","(8.0, 19.0, 16.789473684210527)","(6.0, 11.0, 10.3)","(5.0, 6.6, 6.1875)","(17.0, 36.0, 24.333333333333332)","(3.9, 4.6, 4.364705882352941)","(15.0, 32.0, 29.441176470588236)","(3.6, 4.2, 3.95)"
07-12-2022 14:19:49.895846,"(6.0, 10.5, 9.363636363636363)","(8.0, 19.0, 16.789473684210527)","(6.0, 11.0, 10.3)","(5.0, 6.6, 6.1875)","(17.0, 36.0, 24.333333333333332)","(3.9, 4.6, 4.364705882352941)","(15.0, 32.0, 29.441176470588236)","(3.6, 4.2, 3.95)"
07-12-2022 14:19:51.039382,"(6.0, 11.0, 9.6)","(8.0, 19.0, 16.789473684210527)","(6.0, 11.0, 10.3)","(5.0, 6.6, 6.225)","(17.0, 36.0, 24.333333333333332)","(3.9, 4.6, 4.2125)","(15.0, 32.0, 29.441176470588236)","(3.6, 4.2, 3.9272727272727272)"
07-12-2022 14:19:52.250110,"(6.0, 10.5, 9.545454545454545)","(8.0, 19.0, 16.789473684210527)","(6.0, 11.0, 10.3)","(5.0, 6.6, 6.369230769230769)","(17.0, 36.0, 24.333333333333332)","(3.9, 5.3, 4.364705882352941)","(15.0, 32.0, 29.441176470588236)","(3.6, 4.2, 3.975)"
07-12-2022 14:19:53.347877,"(6.0, 10.5, 9.545454545454545)","(8.0, 19.0, 16.789473684210527)","(6.0, 11.0, 10.899999999999999)","(5.0, 6.6, 6.2625)","(17.0, 36.0, 24.333333333333332)","(3.9, 4.6, 4.364705882352941)","(15.0, 32.0, 29.441176470588236)","(3.6, 4.2, 3.975)"
07-12-2022 14:19:54.417285,"(6.0, 10.5, 10.137931034482758)","(8.0, 19.0, 16.789473684210527)","(6.0, 11.5, 10.899999999999999)","(5.0, 6.6, 6.2625)","(17.0, 36.0, 24.333333333333332)","(3.9, 4.6, 4.364705882352941)","(15.0, 32.0, 29.441176470588236)","(3.6, 4.2, 3.975)"
07-12-2022 14:19:55.445472,"(6.0, 11.0, 10.628571428571428)","(8.0, 19.0, 16.789473684210527)","(6.0, 11.5, 10.899999999999999)","(5.0, 6.6, 6.2625)","(17.0, 36.0, 24.333333333333332)","(3.9, 4.6, 4.6)","(15.0, 32.0, 29.441176470588236)","(3.6, 4.2, 3.95)"
07-12-2022 14:19:56.566860,"(6.0, 11.0, 10.628571428571428)","(8.0, 19.0, 17.4)","(6.0, 11.5, 10.675)","(5.0, 6.6, 6.2625)","(17.0, 36.0, 24.333333333333332)","(3.9, 5.2, 4.169230769230769)","(15.0, 32.0, 29.441176470588236)","(3.6, 4.2, 3.95)"
07-12-2022 14:19:57.644355,"(6.0, 10.5, 10.338461538461539)","(8.0, 18.5, 17.4)","(6.0, 11.5, 10.675)","(5.0, 6.6, 6.2625)","(17.0, 36.0, 24.333333333333332)","(3.9, 4.6, 3.9823529411764707)","(15.0, 32.0, 29.441176470588236)","(3.6, 4.2, 3.975)"
07-12-2022 14:19:58.659087,"(6.0, 10.5, 10.338461538461539)","(8.0, 18.5, 17.4)","(6.0, 11.5, 10.675)","(5.0, 6.6, 6.075)","(17.0, 36.0, 24.666666666666668)","(3.9, 4.6, 4.169230769230769)","(15.0, 32.0, 29.441176470588236)","(3.6, 4.2, 4.125)"
07-12-2022 14:19:59.736705,"(6.0, 11.0, 9.933333333333334)","(8.0, 18.5, 17.4)","(6.0, 11.5, 10.675)","(5.0, 6.6, 6.1875)","(17.0, 36.0, 24.666666666666668)","(3.9, 4.6, 4.294117647058823)","(15.0, 32.0, 29.441176470588236)","(3.6, 4.2, 4.125)"
07-12-2022 14:20:00.764860,"(6.0, 11.0, 10.314285714285715)","(8.0, 18.5, 17.4)","(6.0, 11.5, 10.675)","(5.0, 6.6, 6.1875)","(17.0, 36.0, 24.666666666666668)","(3.9, 4.5, 4.294117647058823)","(15.0, 32.0, 29.441176470588236)","(3.6, 4.2, 4.0)"
07-12-2022 14:20:01.792771,"(6.0, 11.0, 10.314285714285715)","(8.0, 18.5, 17.4)","(6.0, 11.5, 10.675)","(5.0, 6.6, 6.1875)","(17.0, 36.0, 24.666666666666668)","(3.9, 4.5, 4.09375)","(15.0, 32.0, 29.441176470588236)","(3.6, 4.2, 4.108333333333333)"
07-12-2022 14:20:02.889992,"(6.0, 11.0, 10.63076923076923)","(8.0, 18.5, 17.4)","(6.0, 11.5, 10.0)","(5.0, 6.6, 6.225)","(17.0, 36.0, 24.666666666666668)","(3.9, 4.5, 4.066666666666666)","(15.0, 32.0, 29.441176470588236)","(3.6, 4.2, 4.15)"
07-12-2022 14:20:03.977943,"(6.0, 11.0, 10.542857142857143)","(8.0, 18.5, 17.4)","(6.0, 11.5, 10.0)","(5.0, 6.6, 6.225)","(17.0, 36.0, 22.666666666666668)","(3.9, 4.6, 3.9333333333333336)","(15.0, 32.0, 29.441176470588236)","(3.6, 4.2, 3.85)"
07-12-2022 14:20:05.034511,"(6.0, 11.0, 10.542857142857143)","(8.0, 18.5, 17.4)","(6.0, 11.5, 11.17)","(5.0, 6.6, 6.2625)","(17.0, 36.0, 23.0)","(3.9, 4.6, 4.066666666666666)","(15.0, 32.0, 29.441176470588236)","(3.6, 3.95, 3.85)"
07-12-2022 14:20:06.171039,"(6.0, 11.0, 10.542857142857143)","(8.0, 18.5, 17.4)","(6.0, 10.5, 9.9)","(5.0, 6.6, 6.2625)","(17.0, 36.0, 25.866666666666667)","(3.9, 4.6, 4.109677419354838)","(15.0, 32.0, 29.441176470588236)","(3.6, 3.95, 3.7)"
07-12-2022 14:20:07.323763,"(6.0, 11.0, 10.542857142857143)","(8.0, 18.5, 17.4)","(6.0, 10.5, 9.9)","(5.0, 6.6, 5.55)","(17.0, 36.0, 23.333333333333332)","(3.9, 4.6, 4.066666666666666)","(15.0, 32.0, 29.441176470588236)","(3.6, 3.95, 4.108333333333333)"
07-12-2022 14:20:08.588649,"(6.0, 11.0, 10.542857142857143)","(8.0, 18.5, 17.4)","(6.0, 10.5, 9.9)","(5.0, 6.6, 6.3)","(17.0, 36.0, 23.333333333333332)","(3.9, 4.6, 4.066666666666666)","(15.0, 32.0, 29.441176470588236)","(3.6, 4.2, 4.108333333333333)"
07-12-2022 14:20:09.748568,"(6.0, 11.0, 10.542857142857143)","(8.0, 18.5, 17.4)","(6.0, 10.5, 9.9)","(5.0, 6.6, 6.3)","(17.0, 36.0, 23.333333333333332)","(3.9, 4.6, 4.066666666666666)","(15.0, 32.0, 29.441176470588236)","(3.6, 4.2, 4.108333333333333)"
07-12-2022 14:20:10.866796,"(6.0, 11.0, 10.542857142857143)","(8.0, 18.5, 17.4)","(6.0, 10.5, 10.325)","(5.0, 6.6, 5.55)","(17.0, 36.0, 23.333333333333332)","(3.9, 4.6, 4.109677419354838)","(15.0, 32.0, 29.441176470588236)","(3.6, 4.2, 4.108333333333333)"
07-12-2022 14:20:12.061536,"(6.0, 11.0, 10.542857142857143)","(8.0, 18.5, 17.4)","(6.0, 10.5, 10.325)","(5.0, 6.6, 6.1875)","(17.0, 36.0, 22.666666666666668)","(3.9, 4.6, 4.066666666666666)","(15.0, 32.0, 29.441176470588236)","(3.6, 4.2, 4.0)"
07-12-2022 14:20:13.267612,"(6.0, 11.0, 10.542857142857143)","(8.0, 18.5, 17.4)","(6.0, 10.5, 10.325)","(5.0, 6.6, 6.1875)","(17.0, 36.0, 22.666666666666668)","(3.9, 4.6, 3.9333333333333336)","(15.0, 32.0, 29.441176470588236)","(3.6, 4.2, 4.116666666666667)"
07-12-2022 14:20:14.338659,"(6.0, 11.0, 10.542857142857143)","(8.0, 18.5, 17.4)","(6.0, 10.5, 10.325)","(5.0, 6.6, 6.1875)","(17.0, 36.0, 22.666666666666668)","(3.9, 4.6, 3.9333333333333336)","(15.0, 32.0, 29.441176470588236)","(3.6, 4.2, 4.116666666666667)"
07-12-2022 14:20:15.398629,"(6.0, 11.0, 10.542857142857143)","(8.0, 18.5, 17.4)","(6.0, 10.5, 10.325)","(5.0, 6.6, 6.1875)","(17.0, 36.0, 22.666666666666668)","(3.9, 4.6, 3.952272727272727)","(15.0, 32.0, 29.441176470588236)","(3.6, 4.2, 4.116666666666667)"
07-12-2022 14:20:16.471131,"(6.0, 11.0, 10.542857142857143)","(8.0, 18.5, 17.4)","(6.0, 10.5, 10.325)","(5.0, 6.6, 6.1875)","(17.0, 36.0, 22.666666666666668)","(3.9, 4.6, 3.952272727272727)","(15.0, 32.0, 29.441176470588236)","(3.6, 4.2, 4.05)"
07-12-2022 14:20:17.564101,"(6.0, 11.0, 10.542857142857143)","(8.0, 18.5, 17.4)","(6.0, 10.5, 10.325)","(5.0, 6.6, 6.1875)","(17.0, 36.0, 22.666666666666668)","(3.9, 4.6, 3.9333333333333336)","(15.0, 32.0, 29.441176470588236)","(3.6, 4.2, 4.125)"
07-12-2022 14:20:18.598005,"(6.0, 11.0, 10.542857142857143)","(8.0, 18.5, 17.4)","(6.0, 10.5, 10.325)","(5.0, 6.6, 6.1875)","(17.0, 36.0, 22.666666666666668)","(3.9, 4.6, 4.066666666666666)","(15.0, 32.0, 29.441176470588236)","(3.6, 4.2, 4.125)"
07-12-2022 14:20:19.582481,"(6.0, 11.0, 10.542857142857143)","(8.0, 18.5, 17.4)","(6.0, 10.5, 10.325)","(5.0, 6.6, 6.1875)","(17.0, 36.0, 22.666666666666668)","(3.9, 4.6, 4.066666666666666)","(15.0, 32.0, 29.441176470588236)","(3.6, 4.2, 4.125)"
07-12-2022 14:20:20.677986,"(6.0, 11.0, 10.542857142857143)","(8.0, 18.5, 17.4)","(6.0, 10.5, 10.325)","(5.0, 6.6, 6.1875)","(17.0, 36.0, 22.666666666666668)","(3.9, 4.6, 3.952272727272727)","(15.0, 32.0, 29.441176470588236)","(3.6, 4.2, 4.125)"
07-12-2022 14:20:21.786148,"(6.0, 11.0, 10.542857142857143)","(8.0, 18.5, 17.4)","(6.0, 10.5, 10.325)","(5.0, 6.6, 6.075)","(17.0, 36.0, 22.666666666666668)","(3.9, 4.6, 3.952272727272727)","(15.0, 32.0, 29.441176470588236)","(3.6, 4.2, 4.121428571428572)"
07-12-2022 14:20:22.957480,"(6.0, 11.0, 10.542857142857143)","(8.0, 18.5, 17.4)","(6.0, 10.5, 10.325)","(5.0, 6.6, 6.1875)","(17.0, 36.0, 22.666666666666668)","(3.9, 4.6, 4.2)","(15.0, 32.0, 29.441176470588236)","(3.6, 4.2, 4.133333333333334)"
07-12-2022 14:20:24.171526,"(6.0, 11.0, 10.542857142857143)","(8.0, 18.5, 17.4)","(6.0, 10.5, 10.325)","(5.0, 6.6, 6.1875)","(17.0, 36.0, 25.066666666666666)","(3.9, 4.5, 4.2)","(15.0, 32.0, 29.441176470588236)","(3.6, 4.2, 4.133333333333334)"
07-12-2022 14:20:25.250954,"(6.0, 11.0, 10.542857142857143)","(8.0, 18.5, 17.4)","(6.0, 10.5, 10.325)","(5.0, 6.6, 5.55)","(17.0, 36.0, 25.066666666666666)","(3.9, 4.5, 4.2)","(15.0, 32.0, 29.441176470588236)","(3.6, 4.2, 4.133333333333334)"
07-12-2022 14:20:26.322964,"(6.0, 11.0, 10.542857142857143)","(8.0, 18.5, 17.4)","(6.0, 10.5, 10.325)","(5.0, 6.6, 6.3374999999999995)","(17.0, 36.0, 25.066666666666666)","(3.9, 4.5, 4.0125)","(15.0, 32.0, 29.441176470588236)","(3.6, 4.2, 4.121428571428572)"
07-12-2022 14:20:27.429937,"(6.0, 11.0, 10.542857142857143)","(8.0, 18.5, 17.4)","(6.0, 10.5, 10.325)","(5.0, 6.6, 6.1875)","(17.0, 36.0, 25.066666666666666)","(3.9, 4.5, 4.0125)","(15.0, 32.0, 29.441176470588236)","(3.6, 4.2, 3.925)"
07-12-2022 14:20:28.451956,"(6.0, 11.0, 10.542857142857143)","(8.0, 18.5, 17.4)","(6.0, 10.5, 10.325)","(5.0, 6.6, 6.1875)","(17.0, 36.0, 27.799999999999997)","(3.9, 4.5, 4.2)","(15.0, 32.0, 26.0)","(3.6, 4.2, 4.141666666666667)"
07-12-2022 14:20:29.482771,"(6.0, 11.0, 10.542857142857143)","(8.0, 18.5, 17.4)","(6.0, 10.5, 10.278947368421052)","(5.0, 6.6, 6.1875)","(17.0, 36.0, 27.799999999999997)","(3.9, 4.5, 4.2)","(15.0, 32.0, 26.0)","(3.6, 4.2, 4.141666666666667)"
07-12-2022 14:20:30.502197,"(6.0, 11.0, 10.542857142857143)","(8.0, 18.5, 17.4)","(6.0, 10.5, 10.278947368421052)","(5.0, 6.6, 6.1875)","(17.0, 36.0, 27.799999999999997)","(3.9, 4.5, 4.2)","(15.0, 32.0, 26.0)","(3.6, 4.2, 4.141666666666667)"
07-12-2022 14:20:31.506481,"(6.0, 11.0, 10.542857142857143)","(8.0, 18.5, 17.4)","(6.0, 10.5, 10.278947368421052)","(5.0, 6.6, 5.55)","(17.0, 36.0, 27.799999999999997)","(3.9, 4.5, 4.2)","(15.0, 32.0, 29.789473684210527)","(3.6, 4.2, 4.05)"
07-12-2022 14:20:32.585874,"(6.0, 11.0, 10.542857142857143)","(8.0, 18.5, 17.4)","(6.0, 10.5, 10.278947368421052)","(5.0, 6.6, 6.1875)","(17.0, 36.0, 21.81818181818182)","(3.9, 4.5, 4.0125)","(15.0, 32.0, 29.789473684210527)","(3.6, 4.2, 4.0)"
07-12-2022 14:20:33.841221,"(6.0, 11.0, 10.542857142857143)","(8.0, 18.5, 17.4)","(6.0, 10.5, 10.278947368421052)","(5.0, 6.6, 6.1875)","(17.0, 36.0, 21.81818181818182)","(3.9, 4.5, 4.082142857142857)","(15.0, 32.0, 29.789473684210527)","(3.6, 4.2, 4.125)"
07-12-2022 14:20:34.979506,"(6.0, 11.0, 10.542857142857143)","(8.0, 18.5, 17.4)","(6.0, 10.5, 10.278947368421052)","(5.0, 6.6, 6.1875)","(17.0, 36.0, 21.81818181818182)","(3.9, 4.5, 4.082142857142857)","(15.0, 32.0, 29.789473684210527)","(3.6, 4.2, 4.125)"
07-12-2022 14:20:36.046537,"(6.0, 11.0, 10.542857142857143)","(8.0, 18.5, 17.4)","(6.0, 10.5, 10.278947368421052)","(5.0, 6.6, 5.55)","(17.0, 36.0, 21.81818181818182)","(3.9, 4.5, 4.05)","(15.0, 32.0, 29.789473684210527)","(3.6, 4.2, 4.125)"
07-12-2022 14:20:37.142546,"(6.0, 11.0, 10.542857142857143)","(8.0, 18.5, 17.4)","(6.0, 10.5, 10.278947368421052)","(5.0, 6.6, 5.55)","(17.0, 36.0, 21.81818181818182)","(3.9, 4.5, 4.05)","(15.0, 32.0, 29.789473684210527)","(3.6, 4.2, 4.0)"
07-12-2022 14:20:38.231821,"(6.0, 11.0, 10.542857142857143)","(8.0, 18.5, 17.4)","(6.0, 10.5, 10.278947368421052)","(5.0, 6.6, 6.1875)","(17.0, 36.0, 21.81818181818182)","(3.9, 4.5, 4.2)","(15.0, 32.0, 29.789473684210527)","(3.6, 4.2, 4.116666666666667)"
07-12-2022 14:20:39.203530,"(6.0, 11.0, 10.542857142857143)","(8.0, 18.5, 17.4)","(6.0, 10.5, 10.278947368421052)","(5.0, 6.6, 6.1875)","(17.0, 36.0, 21.81818181818182)","(3.9, 4.5, 4.2)","(15.0, 32.0, 29.789473684210527)","(3.6, 4.2, 4.116666666666667)"
07-12-2022 14:20:40.208139,"(6.0, 11.0, 10.542857142857143)","(8.0, 18.5, 17.4)","(6.0, 10.5, 10.278947368421052)","(5.0, 6.6, 6.1875)","(17.0, 36.0, 21.81818181818182)","(3.9, 4.5, 4.2)","(15.0, 32.0, 29.789473684210527)","(3.6, 4.2, 4.116666666666667)"
07-12-2022 14:20:41.258040,"(6.0, 11.0, 10.542857142857143)","(8.0, 18.5, 17.4)","(6.0, 10.5, 10.278947368421052)","(5.0, 6.6, 5.775)","(17.0, 36.0, 21.81818181818182)","(3.9, 4.5, 4.84)","(15.0, 32.0, 29.2)","(3.6, 4.2, 4.116666666666667)"
07-12-2022 14:20:42.319008,"(6.0, 12.0, 11.352380952380951)","(8.0, 18.0, 17.285714285714285)","(6.0, 10.5, 10.278947368421052)","(5.0, 6.6, 5.55)","(17.0, 36.0, 21.81818181818182)","(3.9, 5.1, 4.311538461538461)","(15.0, 32.0, 29.2)","(3.6, 4.2, 4.09)"
07-12-2022 14:20:43.393812,"(6.0, 11.5, 10.743478260869566)","(8.0, 18.0, 17.285714285714285)","(6.0, 10.5, 10.278947368421052)","(5.0, 6.6, 6.1875)","(17.0, 36.0, 21.81818181818182)","(3.9, 4.6, 4.225)","(15.0, 32.0, 29.2)","(3.6, 4.2, 4.125)"
07-12-2022 14:20:44.509560,"(6.0, 11.5, 10.743478260869566)","(8.0, 18.0, 17.285714285714285)","(6.0, 10.5, 9.957142857142857)","(5.0, 6.6, 6.1875)","(17.0, 36.0, 21.81818181818182)","(3.9, 4.6, 4.225)","(15.0, 32.0, 29.2)","(3.6, 4.2, 4.125)"
07-12-2022 14:20:45.754542,"(6.0, 11.5, 10.743478260869566)","(8.0, 18.0, 16.714285714285715)","(6.0, 10.5, 9.8)","(5.0, 6.6, 5.55)","(17.0, 36.0, 22.18181818181818)","(3.9, 4.6, 4.364705882352941)","(15.0, 32.0, 29.2)","(3.6, 4.2, 4.125)"
07-12-2022 14:20:46.931492,"(6.0, 11.5, 10.743478260869566)","(8.0, 18.0, 16.714285714285715)","(6.0, 11.0, 9.8)","(5.0, 6.6, 6.1875)","(17.0, 36.0, 22.18181818181818)","(3.9, 4.6, 4.09375)","(15.0, 32.0, 29.2)","(3.6, 4.2, 4.09)"
07-12-2022 14:20:48.057508,"(6.0, 11.5, 10.743478260869566)","(8.0, 18.0, 16.714285714285715)","(6.0, 11.0, 10.4)","(5.0, 6.6, 6.1875)","(17.0, 36.0, 22.18181818181818)","(3.9, 4.5, 4.294117647058823)","(15.0, 32.0, 29.2)","(3.6, 4.2, 4.133333333333334)"
07-12-2022 14:20:49.289407,"(6.0, 11.5, 10.743478260869566)","(8.0, 18.0, 17.307692307692307)","(6.0, 11.0, 10.4)","(5.0, 6.6, 6.1875)","(17.0, 36.0, 22.18181818181818)","(3.9, 4.5, 4.294117647058823)","(15.0, 32.0, 29.2)","(3.6, 4.2, 4.133333333333334)"
07-12-2022 14:20:50.472170,"(6.0, 11.5, 10.743478260869566)","(8.0, 18.0, 17.307692307692307)","(6.0, 11.0, 10.4)","(5.0, 6.6, 6.1875)","(17.0, 36.0, 22.18181818181818)","(3.9, 4.5, 4.225)","(15.0, 32.0, 29.2)","(3.6, 4.2, 4.133333333333334)"
07-12-2022 14:20:51.617114,"(6.0, 11.5, 10.743478260869566)","(8.0, 18.0, 17.307692307692307)","(6.0, 11.0, 9.9)","(5.0, 6.6, 5.55)","(17.0, 36.0, 22.18181818181818)","(3.9, 4.6, 4.8187500000000005)","(15.0, 32.0, 29.2)","(3.6, 4.2, 4.133333333333334)"
07-12-2022 14:20:52.614882,"(6.0, 11.5, 10.743478260869566)","(8.0, 18.0, 17.307692307692307)","(6.0, 11.0, 9.9)","(5.0, 6.6, 5.55)","(17.0, 36.0, 22.18181818181818)","(3.9, 5.4, 4.125)","(15.0, 32.0, 29.2)","(3.6, 4.2, 4.09)"
07-12-2022 14:20:53.613420,"(6.0, 11.5, 10.743478260869566)","(8.0, 18.0, 17.307692307692307)","(6.0, 11.5, 10.3)","(5.0, 6.6, 6.1875)","(17.0, 36.0, 22.18181818181818)","(3.9, 4.5, 4.175)","(15.0, 32.0, 29.2)","(3.6, 4.2, 4.141666666666667)"
07-12-2022 14:20:54.621278,"(6.0, 11.5, 10.743478260869566)","(8.0, 18.0, 17.307692307692307)","(6.0, 11.5, 11.131818181818183)","(5.0, 6.6, 6.1875)","(17.0, 36.0, 22.18181818181818)","(3.9, 4.5, 4.294117647058823)","(15.0, 32.0, 29.2)","(3.6, 4.2, 4.141666666666667)"
07-12-2022 14:20:55.608126,"(6.0, 11.5, 10.743478260869566)","(8.0, 18.0, 17.307692307692307)","(6.0, 11.5, 11.023529411764706)","(5.0, 6.6, 6.1875)","(17.0, 36.0, 22.545454545454547)","(3.9, 4.5, 4.294117647058823)","(15.0, 32.0, 29.2)","(3.6, 4.2, 4.141666666666667)"
07-12-2022 14:20:56.629955,"(6.0, 11.5, 10.743478260869566)","(8.0, 18.0, 17.307692307692307)","(6.0, 11.5, 11.023529411764706)","(5.0, 6.6, 6.1875)","(17.0, 36.0, 25.142857142857142)","(3.9, 4.5, 4.294117647058823)","(15.0, 32.0, 29.2)","(3.6, 4.2, 4.141666666666667)"
07-12-2022 14:20:57.679115,"(6.0, 11.5, 10.743478260869566)","(8.0, 18.0, 17.307692307692307)","(6.0, 11.5, 11.023529411764706)","(5.0, 6.6, 5.55)","(17.0, 36.0, 22.18181818181818)","(3.9, 5.4, 4.225)","(15.0, 32.0, 29.2)","(3.6, 4.2, 4.09)"
07-12-2022 14:20:58.653593,"(6.0, 11.5, 10.743478260869566)","(8.0, 18.0, 17.307692307692307)","(6.0, 11.5, 11.023529411764706)","(5.0, 6.6, 6.1875)","(17.0, 36.0, 22.18181818181818)","(3.9, 4.6, 4.225)","(15.0, 32.0, 29.2)","(3.6, 4.2, 4.125)"
07-12-2022 14:20:59.660737,"(6.0, 11.5, 10.743478260869566)","(8.0, 18.0, 17.307692307692307)","(6.0, 11.5, 11.023529411764706)","(5.0, 6.6, 6.1875)","(17.0, 36.0, 22.545454545454547)","(3.9, 4.6, 4.211111111111111)","(15.0, 32.0, 29.2)","(3.6, 4.2, 4.125)"
07-12-2022 14:21:00.676251,"(6.0, 11.5, 10.743478260869566)","(8.0, 18.0, 17.307692307692307)","(6.0, 11.5, 11.023529411764706)","(5.0, 6.6, 6.1875)","(17.0, 36.0, 25.42857142857143)","(3.9, 4.6, 4.364705882352941)","(15.0, 32.0, 29.2)","(3.6, 4.2, 4.125)"
07-12-2022 14:21:01.706142,"(6.0, 11.5, 10.743478260869566)","(8.0, 18.0, 17.307692307692307)","(6.0, 11.5, 11.023529411764706)","(5.0, 6.6, 6.1875)","(17.0, 36.0, 25.42857142857143)","(3.9, 4.6, 4.364705882352941)","(15.0, 32.0, 29.2)","(3.6, 4.2, 4.125)"
07-12-2022 14:21:02.745611,"(6.0, 11.5, 10.743478260869566)","(8.0, 18.0, 17.307692307692307)","(6.0, 11.5, 11.023529411764706)","(5.0, 6.6, 5.55)","(17.0, 36.0, 25.714285714285715)","(3.9, 5.2, 4.13125)","(15.0, 32.0, 29.2)","(3.6, 4.2, 4.09)"
07-12-2022 14:21:03.741273,"(6.0, 11.5, 10.743478260869566)","(8.0, 18.0, 17.307692307692307)","(6.0, 11.5, 11.023529411764706)","(5.0, 6.6, 6.1875)","(17.0, 36.0, 26.133333333333333)","(3.9, 4.6, 4.13125)","(15.0, 32.0, 29.2)","(3.6, 4.2, 4.133333333333334)"
