,Be Freaky,Velocity Corene,Lipinski Pie,My Names Jock,Tommy Throttle,Big Merv,Porzingis,Headwood
10-01-2023 13:29:15.902561,"(8.5, 16.0, 10.149999999999999)","(3.1, 4.2, 3.675)","(4.0, 6.4, 5.6000000000000005)","(5.5, 11.0, 5.818181818181818)","(11.0, 24.0, 15.25)","(7.5, 17.0, 13.4)","(6.5, 12.5, 6.83)","(13.0, 32.0, 20.61111111111111)"
10-01-2023 13:29:17.190788,"(8.5, 16.0, 10.149999999999999)","(3.1, 4.2, 3.675)","(4.0, 6.4, 5.6000000000000005)","(5.5, 11.0, 5.818181818181818)","(11.0, 24.0, 15.25)","(7.5, 17.0, 13.4)","(6.5, 12.5, 6.83)","(13.0, 32.0, 20.61111111111111)"
10-01-2023 13:29:18.530354,"(8.5, 16.0, 10.149999999999999)","(3.1, 4.2, 3.675)","(4.0, 6.4, 5.6000000000000005)","(5.5, 11.0, 5.818181818181818)","(11.0, 24.0, 15.25)","(7.5, 17.0, 13.4)","(6.5, 12.5, 6.83)","(13.0, 32.0, 20.61111111111111)"
10-01-2023 13:29:19.819054,"(8.5, 16.0, 10.149999999999999)","(3.1, 4.2, 3.675)","(4.0, 6.4, 5.6000000000000005)","(5.5, 11.0, 5.818181818181818)","(11.0, 24.0, 15.25)","(7.5, 17.0, 13.4)","(6.5, 12.5, 6.83)","(13.0, 32.0, 20.61111111111111)"
10-01-2023 13:29:21.022582,"(8.5, 16.0, 10.149999999999999)","(3.1, 4.2, 3.675)","(4.0, 6.4, 5.6000000000000005)","(5.5, 11.0, 5.818181818181818)","(11.0, 24.0, 15.25)","(7.5, 17.0, 13.4)","(6.5, 12.5, 6.83)","(13.0, 32.0, 20.61111111111111)"
10-01-2023 13:29:22.182736,"(8.5, 16.0, 10.149999999999999)","(3.1, 4.2, 3.675)","(4.0, 6.4, 5.6000000000000005)","(5.5, 11.0, 5.818181818181818)","(11.0, 24.0, 15.25)","(7.5, 17.0, 13.4)","(6.5, 12.5, 6.83)","(13.0, 32.0, 20.61111111111111)"
10-01-2023 13:29:23.421788,"(8.5, 16.0, 10.149999999999999)","(3.1, 4.2, 3.675)","(4.0, 6.4, 5.6000000000000005)","(5.5, 11.0, 5.818181818181818)","(11.0, 24.0, 15.25)","(7.5, 17.0, 13.4)","(6.5, 12.5, 6.83)","(13.0, 32.0, 20.61111111111111)"
10-01-2023 13:29:24.677200,"(8.5, 16.0, 10.149999999999999)","(3.1, 4.2, 3.675)","(4.0, 6.4, 5.6000000000000005)","(5.5, 11.0, 5.818181818181818)","(11.0, 24.0, 15.25)","(7.5, 17.0, 13.4)","(6.5, 12.5, 6.83)","(13.0, 32.0, 20.61111111111111)"
10-01-2023 13:29:25.918414,"(8.5, 16.0, 10.149999999999999)","(3.1, 4.2, 3.675)","(4.0, 6.4, 5.6000000000000005)","(5.5, 11.0, 5.818181818181818)","(11.0, 24.0, 15.25)","(7.5, 17.0, 13.4)","(6.5, 12.5, 6.83)","(13.0, 32.0, 20.61111111111111)"
10-01-2023 13:29:27.122794,"(8.5, 16.0, 10.149999999999999)","(3.1, 4.2, 3.675)","(4.0, 6.4, 5.6000000000000005)","(5.5, 11.0, 5.818181818181818)","(11.0, 24.0, 15.25)","(7.5, 17.0, 13.4)","(6.5, 12.5, 6.83)","(13.0, 32.0, 20.61111111111111)"
10-01-2023 13:29:28.399621,"(8.5, 16.0, 10.149999999999999)","(3.1, 4.2, 3.675)","(4.0, 6.4, 5.6000000000000005)","(5.5, 11.0, 5.818181818181818)","(11.0, 24.0, 15.25)","(7.5, 17.0, 13.4)","(6.5, 12.5, 6.83)","(13.0, 32.0, 20.61111111111111)"
10-01-2023 13:29:29.658805,"(8.5, 16.0, 10.149999999999999)","(3.1, 4.2, 3.675)","(4.0, 6.4, 5.6000000000000005)","(5.5, 11.0, 5.818181818181818)","(11.0, 24.0, 15.25)","(7.5, 17.0, 13.4)","(6.5, 12.5, 6.83)","(13.0, 32.0, 20.61111111111111)"
10-01-2023 13:29:30.937790,"(8.5, 16.0, 10.149999999999999)","(3.1, 4.2, 3.675)","(4.0, 6.4, 5.6000000000000005)","(5.5, 11.0, 5.818181818181818)","(11.0, 24.0, 15.25)","(7.5, 17.0, 13.4)","(6.5, 12.5, 6.83)","(13.0, 32.0, 20.61111111111111)"
10-01-2023 13:29:32.117615,"(8.5, 16.0, 10.149999999999999)","(3.1, 4.2, 3.675)","(4.0, 6.4, 5.6000000000000005)","(5.5, 11.0, 5.818181818181818)","(11.0, 24.0, 15.25)","(7.5, 17.0, 13.4)","(6.5, 12.5, 6.83)","(13.0, 32.0, 20.61111111111111)"
10-01-2023 13:29:33.288630,"(8.5, 16.0, 10.149999999999999)","(3.1, 4.2, 3.675)","(4.0, 6.4, 5.6000000000000005)","(5.5, 11.0, 5.818181818181818)","(11.0, 24.0, 15.25)","(7.5, 17.0, 13.4)","(6.5, 12.5, 6.83)","(13.0, 32.0, 20.61111111111111)"
10-01-2023 13:29:34.533300,"(8.5, 16.0, 10.149999999999999)","(3.1, 4.2, 3.675)","(4.0, 6.4, 5.6000000000000005)","(5.5, 11.0, 5.818181818181818)","(11.0, 24.0, 15.25)","(7.5, 17.0, 13.4)","(6.5, 12.5, 6.83)","(13.0, 32.0, 20.61111111111111)"
10-01-2023 13:29:35.736496,"(8.5, 16.0, 10.149999999999999)","(3.1, 4.2, 3.675)","(4.0, 6.4, 5.6000000000000005)","(5.5, 11.0, 5.818181818181818)","(11.0, 24.0, 15.25)","(7.5, 17.0, 13.4)","(6.5, 12.5, 6.83)","(13.0, 32.0, 20.61111111111111)"
10-01-2023 13:29:36.873722,"(8.5, 16.0, 10.149999999999999)","(3.1, 4.2, 3.675)","(4.0, 6.4, 5.6000000000000005)","(5.5, 11.0, 5.818181818181818)","(11.0, 24.0, 15.25)","(7.5, 17.0, 13.4)","(6.5, 12.5, 6.83)","(13.0, 32.0, 20.61111111111111)"
10-01-2023 13:29:37.901055,"(8.5, 16.0, 10.149999999999999)","(3.1, 4.2, 3.675)","(4.0, 6.4, 5.6000000000000005)","(5.5, 11.0, 5.818181818181818)","(11.0, 24.0, 15.25)","(7.5, 17.0, 13.4)","(6.5, 12.5, 6.83)","(13.0, 32.0, 20.61111111111111)"
10-01-2023 13:29:38.984426,"(8.5, 16.0, 10.149999999999999)","(3.1, 4.2, 3.675)","(4.0, 6.4, 5.6000000000000005)","(5.5, 11.0, 5.818181818181818)","(11.0, 24.0, 15.25)","(7.5, 17.0, 13.4)","(6.5, 12.5, 6.83)","(13.0, 32.0, 20.61111111111111)"
10-01-2023 13:29:40.103048,"(8.5, 16.0, 10.149999999999999)","(3.1, 4.2, 3.675)","(4.0, 6.4, 5.6000000000000005)","(5.5, 11.0, 5.818181818181818)","(11.0, 24.0, 15.25)","(7.5, 17.0, 13.4)","(6.5, 12.5, 6.83)","(13.0, 32.0, 20.61111111111111)"
10-01-2023 13:29:41.206017,"(8.5, 16.0, 10.149999999999999)","(3.1, 4.2, 3.675)","(4.0, 6.4, 5.6000000000000005)","(5.5, 11.0, 5.818181818181818)","(11.0, 24.0, 15.25)","(7.5, 17.0, 13.4)","(6.5, 12.5, 6.83)","(13.0, 32.0, 20.61111111111111)"
10-01-2023 13:29:42.357830,"(8.5, 16.0, 10.149999999999999)","(3.1, 4.2, 3.675)","(4.0, 6.4, 5.6000000000000005)","(5.5, 11.0, 5.818181818181818)","(11.0, 24.0, 15.25)","(7.5, 17.0, 13.4)","(6.5, 12.5, 6.83)","(13.0, 32.0, 20.61111111111111)"
10-01-2023 13:29:43.490042,"(8.5, 16.0, 10.149999999999999)","(3.1, 4.2, 3.675)","(4.0, 6.4, 5.6000000000000005)","(5.5, 11.0, 5.818181818181818)","(11.0, 24.0, 15.25)","(7.5, 17.0, 13.4)","(6.5, 12.5, 6.83)","(13.0, 32.0, 20.61111111111111)"
10-01-2023 13:29:44.666120,"(8.5, 16.0, 10.149999999999999)","(3.1, 4.2, 3.675)","(4.0, 6.4, 5.6000000000000005)","(5.5, 11.0, 5.818181818181818)","(11.0, 24.0, 16.5)","(7.5, 17.0, 13.4)","(6.5, 12.5, 6.83)","(13.0, 32.0, 20.61111111111111)"
10-01-2023 13:29:45.842023,"(8.5, 16.0, 10.149999999999999)","(3.1, 4.2, 3.675)","(4.0, 6.4, 5.6000000000000005)","(5.5, 11.0, 5.818181818181818)","(11.0, 23.0, 16.5)","(7.5, 17.0, 13.4)","(6.5, 12.5, 6.83)","(13.0, 32.0, 20.61111111111111)"
10-01-2023 13:29:46.993436,"(8.5, 16.0, 10.149999999999999)","(3.1, 4.2, 3.675)","(4.0, 6.4, 5.6000000000000005)","(5.5, 11.0, 5.818181818181818)","(11.0, 23.0, 16.5)","(7.5, 17.0, 13.4)","(6.5, 12.5, 6.83)","(13.0, 32.0, 20.61111111111111)"
10-01-2023 13:29:48.033877,"(8.5, 16.0, 10.149999999999999)","(3.1, 4.2, 3.675)","(4.0, 6.4, 5.6000000000000005)","(5.5, 11.0, 5.818181818181818)","(11.0, 23.0, 16.5)","(7.5, 17.0, 13.4)","(6.5, 12.5, 6.83)","(13.0, 32.0, 20.61111111111111)"
10-01-2023 13:29:49.135528,"(8.5, 16.0, 10.149999999999999)","(3.1, 4.2, 3.675)","(4.0, 6.4, 5.6000000000000005)","(5.5, 11.0, 5.818181818181818)","(11.0, 23.0, 16.5)","(7.5, 17.0, 13.4)","(6.5, 12.5, 6.83)","(13.0, 32.0, 20.61111111111111)"
10-01-2023 13:29:50.320427,"(8.5, 16.0, 10.149999999999999)","(3.1, 4.2, 3.675)","(4.0, 6.4, 5.6000000000000005)","(5.5, 11.0, 5.818181818181818)","(11.0, 23.0, 16.5)","(7.5, 17.0, 13.4)","(6.5, 12.5, 6.83)","(13.0, 32.0, 20.61111111111111)"
10-01-2023 13:29:51.456061,"(8.5, 16.0, 10.149999999999999)","(3.1, 4.2, 3.675)","(4.0, 6.4, 5.6000000000000005)","(5.5, 11.0, 5.818181818181818)","(11.0, 23.0, 16.5)","(7.5, 17.0, 13.4)","(6.5, 12.5, 6.83)","(13.0, 32.0, 20.61111111111111)"
10-01-2023 13:29:52.535816,"(8.5, 16.0, 10.149999999999999)","(3.1, 4.2, 3.675)","(4.0, 6.4, 5.6000000000000005)","(5.5, 11.0, 5.818181818181818)","(11.0, 23.0, 16.5)","(7.5, 17.0, 13.4)","(6.5, 12.5, 6.83)","(13.0, 32.0, 20.61111111111111)"
10-01-2023 13:29:53.571054,"(8.5, 16.0, 10.149999999999999)","(3.1, 4.2, 3.675)","(4.0, 6.4, 5.6000000000000005)","(5.5, 11.0, 5.818181818181818)","(11.0, 23.0, 16.5)","(7.5, 17.0, 13.4)","(6.5, 12.5, 6.83)","(13.0, 32.0, 20.61111111111111)"
10-01-2023 13:29:54.631910,"(8.5, 16.0, 10.149999999999999)","(3.1, 4.2, 3.675)","(4.0, 6.4, 5.6000000000000005)","(5.5, 11.0, 5.818181818181818)","(11.0, 23.0, 13.818181818181818)","(7.5, 17.0, 13.4)","(6.5, 12.5, 6.83)","(13.0, 32.0, 20.61111111111111)"
10-01-2023 13:29:55.721814,"(8.5, 16.0, 10.149999999999999)","(3.1, 4.2, 3.675)","(4.0, 6.4, 5.6000000000000005)","(5.5, 11.0, 5.818181818181818)","(11.0, 24.0, 13.818181818181818)","(7.5, 17.0, 13.4)","(6.5, 12.5, 6.83)","(13.0, 32.0, 20.61111111111111)"
10-01-2023 13:29:56.817424,"(8.5, 16.0, 10.149999999999999)","(3.1, 4.2, 3.675)","(4.0, 6.4, 5.6000000000000005)","(5.5, 11.0, 5.818181818181818)","(11.0, 24.0, 13.818181818181818)","(7.5, 17.0, 13.4)","(6.5, 12.5, 6.83)","(13.0, 32.0, 20.61111111111111)"
10-01-2023 13:29:57.873733,"(8.5, 16.0, 10.149999999999999)","(3.1, 4.2, 3.675)","(4.0, 6.4, 5.6000000000000005)","(5.5, 11.0, 5.818181818181818)","(11.0, 24.0, 13.818181818181818)","(7.5, 17.0, 13.4)","(6.5, 12.5, 6.83)","(13.0, 32.0, 20.61111111111111)"
10-01-2023 13:29:58.977505,"(8.5, 16.0, 10.149999999999999)","(3.1, 4.2, 3.675)","(4.0, 6.4, 5.6000000000000005)","(5.5, 11.0, 5.818181818181818)","(11.0, 24.0, 13.818181818181818)","(7.5, 17.0, 13.4)","(6.5, 12.5, 6.83)","(13.0, 32.0, 20.61111111111111)"
10-01-2023 13:30:00.134756,"(8.5, 16.0, 10.149999999999999)","(3.1, 4.2, 3.675)","(4.0, 6.4, 5.6000000000000005)","(5.5, 11.0, 5.818181818181818)","(11.0, 24.0, 13.818181818181818)","(7.5, 17.0, 13.4)","(6.5, 12.5, 6.83)","(13.0, 32.0, 20.61111111111111)"
10-01-2023 13:30:01.344939,"(8.5, 16.0, 10.149999999999999)","(3.1, 4.2, 3.675)","(4.0, 6.4, 5.6000000000000005)","(5.5, 11.0, 5.818181818181818)","(11.0, 24.0, 13.818181818181818)","(7.5, 17.0, 13.4)","(6.5, 12.5, 6.83)","(13.0, 32.0, 20.61111111111111)"
10-01-2023 13:30:02.428277,"(8.5, 16.0, 10.149999999999999)","(3.1, 4.2, 3.675)","(4.0, 6.4, 5.6000000000000005)","(5.5, 11.0, 5.818181818181818)","(11.0, 24.0, 13.818181818181818)","(7.5, 17.0, 13.4)","(6.5, 12.5, 6.83)","(13.0, 32.0, 20.61111111111111)"
10-01-2023 13:30:03.502361,"(8.5, 16.0, 10.149999999999999)","(3.1, 4.2, 3.675)","(4.0, 6.4, 5.6000000000000005)","(5.5, 11.0, 5.818181818181818)","(11.0, 24.0, 13.818181818181818)","(7.5, 17.0, 13.4)","(6.5, 12.5, 6.83)","(13.0, 32.0, 20.61111111111111)"
10-01-2023 13:30:04.657964,"(8.5, 16.0, 10.149999999999999)","(3.1, 4.2, 3.675)","(4.0, 6.4, 5.6000000000000005)","(5.5, 11.0, 5.818181818181818)","(11.0, 24.0, 13.818181818181818)","(7.5, 17.0, 13.4)","(6.5, 12.5, 6.83)","(13.0, 32.0, 20.61111111111111)"
10-01-2023 13:30:05.820114,"(8.5, 16.0, 10.149999999999999)","(3.1, 4.2, 3.675)","(4.0, 6.4, 5.6000000000000005)","(5.5, 11.0, 5.818181818181818)","(11.0, 24.0, 13.818181818181818)","(7.5, 17.0, 13.4)","(6.5, 12.5, 6.83)","(13.0, 32.0, 20.61111111111111)"
10-01-2023 13:30:06.959829,"(8.5, 16.0, 10.149999999999999)","(3.1, 4.2, 3.675)","(4.0, 6.4, 5.6000000000000005)","(5.5, 11.0, 5.818181818181818)","(11.0, 24.0, 18.92857142857143)","(7.5, 17.0, 8.842857142857143)","(6.5, 12.5, 6.83)","(13.0, 32.0, 25.823529411764707)"
10-01-2023 13:30:08.067180,"(8.5, 16.5, 9.385714285714284)","(3.1, 4.2, 3.675)","(4.0, 6.4, 5.6000000000000005)","(5.5, 11.0, 5.818181818181818)","(11.0, 24.0, 18.92857142857143)","(7.5, 17.5, 8.842857142857143)","(6.5, 12.5, 6.83)","(13.0, 32.0, 25.823529411764707)"
10-01-2023 13:30:09.130669,"(8.5, 16.5, 9.385714285714284)","(3.1, 4.2, 3.675)","(4.0, 6.4, 5.6000000000000005)","(5.5, 11.0, 5.818181818181818)","(11.0, 24.0, 18.92857142857143)","(7.5, 17.5, 8.842857142857143)","(6.5, 12.5, 6.83)","(13.0, 32.0, 25.823529411764707)"
10-01-2023 13:30:10.170030,"(8.5, 16.5, 9.385714285714284)","(3.1, 4.2, 3.675)","(4.0, 6.4, 5.6000000000000005)","(5.5, 11.0, 5.818181818181818)","(11.0, 24.0, 18.92857142857143)","(7.5, 17.5, 8.842857142857143)","(6.5, 12.5, 6.83)","(13.0, 32.0, 25.823529411764707)"
10-01-2023 13:30:11.334937,"(8.5, 16.5, 9.385714285714284)","(3.1, 4.2, 3.675)","(4.0, 6.4, 5.6000000000000005)","(5.5, 11.0, 5.818181818181818)","(11.0, 24.0, 18.92857142857143)","(7.5, 17.5, 8.842857142857143)","(6.5, 12.5, 6.83)","(13.0, 32.0, 25.823529411764707)"
10-01-2023 13:30:12.403143,"(8.5, 16.5, 9.385714285714284)","(3.1, 4.2, 3.675)","(4.0, 6.4, 5.6000000000000005)","(5.5, 11.0, 5.818181818181818)","(11.0, 24.0, 18.92857142857143)","(7.5, 17.5, 8.842857142857143)","(6.5, 12.5, 6.83)","(13.0, 32.0, 25.823529411764707)"
10-01-2023 13:30:13.424849,"(8.5, 16.5, 9.385714285714284)","(3.1, 4.2, 3.675)","(4.0, 6.4, 5.6000000000000005)","(5.5, 11.0, 5.818181818181818)","(11.0, 24.0, 18.92857142857143)","(7.5, 17.5, 8.842857142857143)","(6.5, 12.5, 6.83)","(13.0, 32.0, 25.823529411764707)"
10-01-2023 13:30:14.560288,"(8.5, 16.5, 9.385714285714284)","(3.1, 4.2, 3.675)","(4.0, 6.4, 5.6000000000000005)","(5.5, 11.0, 5.818181818181818)","(11.0, 24.0, 18.92857142857143)","(7.5, 17.5, 8.842857142857143)","(6.5, 12.5, 6.83)","(13.0, 32.0, 25.823529411764707)"
10-01-2023 13:30:15.688530,"(8.5, 16.5, 9.385714285714284)","(3.1, 4.2, 3.675)","(4.0, 6.4, 5.6000000000000005)","(5.5, 11.0, 5.818181818181818)","(11.0, 24.0, 18.92857142857143)","(7.5, 17.5, 8.842857142857143)","(6.5, 12.5, 6.83)","(13.0, 32.0, 25.823529411764707)"
10-01-2023 13:30:16.813602,"(8.5, 16.5, 9.385714285714284)","(3.1, 4.2, 3.675)","(4.0, 6.4, 5.6000000000000005)","(5.5, 11.0, 5.818181818181818)","(11.0, 24.0, 18.92857142857143)","(7.5, 17.5, 8.842857142857143)","(6.5, 12.5, 6.83)","(13.0, 32.0, 25.823529411764707)"
10-01-2023 13:30:17.868206,"(8.5, 16.5, 9.385714285714284)","(3.1, 4.2, 3.675)","(4.0, 6.4, 5.6000000000000005)","(5.5, 11.0, 5.818181818181818)","(11.0, 24.0, 18.92857142857143)","(7.5, 17.5, 8.842857142857143)","(6.5, 12.5, 6.83)","(13.0, 32.0, 25.823529411764707)"
10-01-2023 13:30:18.968388,"(8.5, 16.5, 9.385714285714284)","(3.1, 4.2, 3.675)","(4.0, 6.4, 5.6000000000000005)","(5.5, 11.0, 5.818181818181818)","(11.0, 24.0, 18.92857142857143)","(7.5, 17.5, 8.842857142857143)","(6.5, 12.5, 6.83)","(13.0, 32.0, 25.823529411764707)"
10-01-2023 13:30:20.058372,"(8.5, 16.5, 9.385714285714284)","(3.1, 4.2, 3.675)","(4.0, 6.4, 5.6000000000000005)","(5.5, 11.0, 5.818181818181818)","(11.0, 24.0, 18.92857142857143)","(7.5, 17.5, 8.842857142857143)","(6.5, 12.5, 6.83)","(13.0, 32.0, 25.823529411764707)"
10-01-2023 13:30:21.190243,"(8.5, 16.5, 9.385714285714284)","(3.1, 4.2, 3.675)","(4.0, 6.4, 5.6000000000000005)","(5.5, 11.0, 5.818181818181818)","(11.0, 24.0, 18.92857142857143)","(7.5, 17.5, 8.842857142857143)","(6.5, 12.5, 6.83)","(13.0, 32.0, 25.823529411764707)"
10-01-2023 13:30:22.360551,"(8.5, 16.5, 9.385714285714284)","(3.1, 4.2, 3.675)","(4.0, 6.4, 5.6000000000000005)","(5.5, 11.0, 5.818181818181818)","(11.0, 24.0, 18.92857142857143)","(7.5, 17.5, 8.842857142857143)","(6.5, 12.5, 6.83)","(13.0, 32.0, 25.823529411764707)"
10-01-2023 13:30:23.471085,"(8.5, 16.5, 9.385714285714284)","(3.1, 4.2, 3.675)","(4.0, 6.4, 5.6000000000000005)","(5.5, 11.0, 5.818181818181818)","(11.0, 24.0, 18.92857142857143)","(7.5, 17.5, 8.842857142857143)","(6.5, 12.5, 6.83)","(13.0, 32.0, 25.823529411764707)"
10-01-2023 13:30:24.542806,"(8.5, 16.5, 9.385714285714284)","(3.1, 4.2, 3.675)","(4.0, 6.4, 5.6000000000000005)","(5.5, 11.0, 5.818181818181818)","(11.0, 24.0, 18.92857142857143)","(7.5, 17.5, 8.842857142857143)","(6.5, 12.5, 6.83)","(13.0, 32.0, 25.823529411764707)"
10-01-2023 13:30:25.649543,"(8.5, 16.5, 9.385714285714284)","(3.1, 4.2, 3.675)","(4.0, 6.4, 5.6000000000000005)","(5.5, 11.0, 5.818181818181818)","(11.0, 24.0, 18.92857142857143)","(7.5, 17.5, 8.842857142857143)","(6.5, 12.5, 6.83)","(13.0, 32.0, 25.823529411764707)"
10-01-2023 13:30:26.802734,"(8.5, 16.5, 9.385714285714284)","(3.1, 4.2, 3.675)","(4.0, 6.4, 5.6000000000000005)","(5.5, 11.0, 5.818181818181818)","(11.0, 24.0, 18.92857142857143)","(7.5, 17.5, 8.842857142857143)","(6.5, 12.5, 6.83)","(13.0, 32.0, 25.823529411764707)"
10-01-2023 13:30:27.879755,"(8.5, 16.5, 9.385714285714284)","(3.1, 4.2, 3.675)","(4.0, 6.4, 5.6000000000000005)","(5.5, 11.0, 5.818181818181818)","(11.0, 24.0, 18.92857142857143)","(7.5, 17.5, 8.842857142857143)","(6.5, 12.5, 6.83)","(13.0, 32.0, 25.823529411764707)"
10-01-2023 13:30:28.903211,"(8.5, 16.5, 9.385714285714284)","(3.1, 4.2, 3.675)","(4.0, 6.4, 5.6000000000000005)","(5.5, 11.0, 5.818181818181818)","(11.0, 24.0, 18.92857142857143)","(7.5, 17.5, 8.842857142857143)","(6.5, 12.5, 6.83)","(13.0, 32.0, 25.823529411764707)"
10-01-2023 13:30:29.937497,"(8.5, 16.5, 9.385714285714284)","(3.1, 4.2, 3.675)","(4.0, 6.4, 5.6000000000000005)","(5.5, 11.0, 5.818181818181818)","(11.0, 24.0, 18.92857142857143)","(7.5, 17.5, 8.842857142857143)","(6.5, 12.5, 6.83)","(13.0, 32.0, 25.823529411764707)"
10-01-2023 13:30:31.002087,"(8.5, 16.5, 9.385714285714284)","(3.1, 4.2, 3.675)","(4.0, 6.4, 5.6000000000000005)","(5.5, 11.0, 5.818181818181818)","(11.0, 24.0, 18.92857142857143)","(7.5, 17.5, 8.842857142857143)","(6.5, 12.5, 6.83)","(13.0, 32.0, 25.823529411764707)"
10-01-2023 13:30:32.098766,"(8.5, 16.5, 9.385714285714284)","(3.1, 4.2, 3.675)","(4.0, 6.4, 5.6000000000000005)","(5.5, 11.0, 5.818181818181818)","(11.0, 24.0, 18.92857142857143)","(7.5, 17.5, 8.842857142857143)","(6.5, 12.5, 6.83)","(13.0, 32.0, 25.823529411764707)"
10-01-2023 13:30:33.175094,"(8.5, 16.5, 9.385714285714284)","(3.1, 4.2, 3.675)","(4.0, 6.4, 5.6000000000000005)","(5.5, 11.0, 5.818181818181818)","(11.0, 24.0, 18.92857142857143)","(7.5, 17.5, 8.842857142857143)","(6.5, 12.5, 6.83)","(13.0, 32.0, 25.823529411764707)"
10-01-2023 13:30:34.335420,"(8.5, 16.5, 9.385714285714284)","(3.1, 4.2, 3.675)","(4.0, 6.4, 5.6000000000000005)","(5.5, 11.0, 5.818181818181818)","(11.0, 24.0, 18.92857142857143)","(7.5, 17.5, 8.842857142857143)","(6.5, 12.5, 6.83)","(13.0, 32.0, 25.823529411764707)"
10-01-2023 13:30:35.499475,"(8.5, 16.5, 9.385714285714284)","(3.1, 4.2, 3.675)","(4.0, 6.4, 5.6000000000000005)","(5.5, 11.0, 5.818181818181818)","(11.0, 24.0, 18.92857142857143)","(7.5, 17.5, 8.842857142857143)","(6.5, 12.5, 6.83)","(13.0, 32.0, 25.823529411764707)"
10-01-2023 13:30:36.701481,"(8.5, 16.5, 9.385714285714284)","(3.1, 4.2, 3.675)","(4.0, 6.4, 5.6000000000000005)","(5.5, 11.0, 5.818181818181818)","(11.0, 24.0, 18.92857142857143)","(7.5, 17.5, 8.842857142857143)","(6.5, 12.5, 6.83)","(13.0, 32.0, 25.823529411764707)"
10-01-2023 13:30:37.858149,"(8.5, 16.5, 9.385714285714284)","(3.1, 4.2, 3.675)","(4.0, 6.4, 5.6000000000000005)","(5.5, 11.0, 5.818181818181818)","(11.0, 24.0, 18.92857142857143)","(7.5, 17.5, 8.842857142857143)","(6.5, 12.5, 6.83)","(13.0, 32.0, 25.823529411764707)"
