,Alembee,Conspiracist,Galbalan,Iaintnorockfairy,Smugglers Mate,Turbo Toronado,Annie Belle,Magic Garden,Tee Cee Tracey,Benalta Rain,Persuasive Star
10-01-2023 14:06:35.975022,"(5.0, 6.0, 5.862447257383966)","(2.6, 3.1, 3.0804123711340208)","(2.6, 3.05, 2.9873615635179154)","(71.0, 140.0, 129.04761904761904)","(31.0, 65.0, 59.680851063829785)","(21.0, 28.0, 27.46153846153846)","(31.0, 60.0, 57.61194029850746)","(31.0, 44.0, 42.56521739130435)","(91.0, 180.0, 160.6451612903226)","(12.0, 18.0, 17.48780487804878)","(101.0, 250.0, 220.43478260869566)"
10-01-2023 14:06:37.660020,"(5.0, 6.0, 5.862447257383966)","(2.6, 3.1, 3.0804123711340208)","(2.6, 3.0, 2.9873615635179154)","(71.0, 140.0, 129.04761904761904)","(31.0, 65.0, 59.680851063829785)","(21.0, 28.0, 27.46153846153846)","(31.0, 60.0, 57.61194029850746)","(31.0, 44.0, 42.56521739130435)","(91.0, 180.0, 160.6451612903226)","(12.0, 18.0, 17.48780487804878)","(101.0, 250.0, 220.43478260869566)"
10-01-2023 14:06:39.293122,"(5.0, 6.0, 5.864166666666667)","(2.6, 3.1, 3.062)","(2.6, 3.0, 2.988238993710692)","(71.0, 140.0, 129.04761904761904)","(31.0, 65.0, 59.791666666666664)","(21.0, 28.0, 27.48148148148148)","(31.0, 60.0, 57.64705882352941)","(31.0, 44.0, 42.30769230769231)","(91.0, 180.0, 160.6451612903226)","(12.0, 18.0, 17.48780487804878)","(101.0, 250.0, 220.43478260869566)"
10-01-2023 14:06:40.959284,"(5.0, 6.0, 5.864166666666667)","(2.6, 3.1, 3.062)","(2.6, 3.0, 3.045035460992908)","(71.0, 140.0, 129.04761904761904)","(31.0, 65.0, 59.791666666666664)","(21.0, 28.0, 27.5)","(31.0, 60.0, 57.64705882352941)","(31.0, 44.0, 42.31578947368421)","(91.0, 180.0, 162.85714285714286)","(12.0, 18.0, 17.48780487804878)","(101.0, 250.0, 220.43478260869566)"
10-01-2023 14:06:42.596766,"(5.0, 6.0, 5.860632183908046)","(2.6, 3.15, 3.1400390625)","(2.6, 3.05, 3.0483124999999998)","(71.0, 140.0, 129.04761904761904)","(31.0, 65.0, 59.791666666666664)","(21.0, 28.0, 27.5)","(31.0, 60.0, 57.64705882352941)","(31.0, 44.0, 42.24)","(91.0, 180.0, 162.85714285714286)","(12.0, 18.0, 17.48780487804878)","(101.0, 250.0, 220.43478260869566)"
10-01-2023 14:06:44.185727,"(5.0, 6.0, 5.860632183908046)","(2.6, 3.15, 3.1185185185185187)","(2.6, 3.05, 3.048291139240506)","(71.0, 140.0, 129.04761904761904)","(31.0, 65.0, 59.791666666666664)","(21.0, 28.0, 27.5)","(31.0, 60.0, 57.64705882352941)","(31.0, 44.0, 42.24)","(91.0, 180.0, 162.85714285714286)","(12.0, 18.0, 17.48780487804878)","(101.0, 250.0, 220.43478260869566)"
10-01-2023 14:06:46.047434,"(5.0, 6.0, 5.86509040333797)","(2.6, 3.15, 3.027403846153846)","(2.6, 3.05, 3.0484999999999998)","(71.0, 140.0, 129.04761904761904)","(31.0, 65.0, 59.791666666666664)","(21.0, 28.0, 27.5)","(31.0, 60.0, 57.64705882352941)","(31.0, 44.0, 42.48275862068966)","(91.0, 180.0, 162.85714285714286)","(12.0, 18.0, 17.785714285714285)","(101.0, 250.0, 220.43478260869566)"
10-01-2023 14:06:47.829204,"(5.0, 6.0, 5.862606232294618)","(2.6, 3.05, 3.023429951690821)","(2.6, 3.05, 3.043478260869565)","(71.0, 140.0, 129.30232558139534)","(31.0, 65.0, 59.36363636363636)","(21.0, 28.0, 28.64179104477612)","(31.0, 60.0, 57.74647887323944)","(31.0, 44.0, 42.57142857142857)","(91.0, 180.0, 162.4390243902439)","(12.0, 17.5, 17.2)","(101.0, 250.0, 221.66666666666666)"
10-01-2023 14:06:49.632070,"(5.0, 6.0, 5.906909788867563)","(2.6, 3.05, 3.069444444444444)","(2.6, 3.05, 3.0427536231884056)","(71.0, 140.0, 129.30232558139534)","(31.0, 65.0, 59.36363636363636)","(21.0, 29.0, 28.666666666666668)","(31.0, 60.0, 57.74647887323944)","(31.0, 44.0, 42.297872340425535)","(91.0, 180.0, 162.4390243902439)","(12.0, 17.5, 17.28181818181818)","(101.0, 250.0, 221.66666666666666)"
10-01-2023 14:06:52.152896,"(5.0, 6.0, 5.906909788867563)","(2.6, 3.1, 3.0549999999999997)","(2.6, 3.05, 3.0420731707317072)","(71.0, 140.0, 129.30232558139534)","(31.0, 65.0, 59.36363636363636)","(21.0, 29.0, 28.666666666666668)","(31.0, 60.0, 57.74647887323944)","(31.0, 44.0, 42.297872340425535)","(91.0, 180.0, 162.4390243902439)","(12.0, 17.0, 16.976190476190474)","(101.0, 250.0, 221.66666666666666)"
10-01-2023 14:06:54.754827,"(5.0, 6.0, 5.90655105973025)","(2.6, 3.1, 3.075510204081633)","(2.6, 3.05, 3.040243902439024)","(71.0, 140.0, 129.30232558139534)","(31.0, 65.0, 59.36363636363636)","(21.0, 29.0, 28.666666666666668)","(31.0, 60.0, 57.74647887323944)","(31.0, 44.0, 42.095238095238095)","(91.0, 180.0, 162.4390243902439)","(12.0, 17.0, 16.976190476190474)","(101.0, 250.0, 221.66666666666666)"
10-01-2023 14:06:56.534701,"(5.0, 6.0, 5.90655105973025)","(2.6, 3.1, 3.0724137931034483)","(2.6, 3.05, 3.032565789473684)","(71.0, 140.0, 129.30232558139534)","(31.0, 65.0, 59.36363636363636)","(21.0, 29.0, 28.53846153846154)","(31.0, 60.0, 57.74647887323944)","(31.0, 44.0, 42.095238095238095)","(91.0, 180.0, 162.4390243902439)","(12.0, 17.0, 17.149122807017545)","(101.0, 250.0, 221.66666666666666)"
10-01-2023 14:06:58.191792,"(5.0, 6.0, 5.90655105973025)","(2.6, 3.1, 3.0724137931034483)","(2.6, 3.05, 3.032565789473684)","(71.0, 140.0, 129.30232558139534)","(31.0, 65.0, 59.36363636363636)","(21.0, 29.0, 28.53846153846154)","(31.0, 60.0, 57.74647887323944)","(31.0, 44.0, 42.048780487804876)","(91.0, 180.0, 162.4390243902439)","(12.0, 17.5, 17.008196721311474)","(101.0, 250.0, 221.66666666666666)"
10-01-2023 14:06:59.952161,"(5.0, 6.0, 5.90655105973025)","(2.6, 3.1, 3.0927083333333334)","(2.6, 3.05, 3.034859154929577)","(71.0, 140.0, 129.30232558139534)","(31.0, 65.0, 59.36363636363636)","(21.0, 29.0, 28.53846153846154)","(31.0, 60.0, 57.714285714285715)","(31.0, 44.0, 41.86666666666667)","(91.0, 180.0, 162.4390243902439)","(12.0, 17.5, 16.576923076923077)","(101.0, 250.0, 221.66666666666666)"
10-01-2023 14:07:01.648897,"(5.0, 6.0, 5.90655105973025)","(2.6, 3.1, 3.0923076923076924)","(2.6, 3.05, 3.0417647058823527)","(71.0, 140.0, 145.0)","(31.0, 65.0, 63.57142857142857)","(21.0, 29.0, 28.428571428571427)","(31.0, 60.0, 58.4375)","(31.0, 44.0, 41.51724137931034)","(91.0, 180.0, 172.5)","(12.0, 17.5, 16.576923076923077)","(101.0, 250.0, 236.92307692307693)"
10-01-2023 14:07:03.467236,"(5.0, 6.0, 5.904715127701375)","(2.6, 3.1, 3.0923076923076924)","(2.6, 3.05, 3.0417647058823527)","(71.0, 150.0, 145.0)","(31.0, 65.0, 63.57142857142857)","(21.0, 29.0, 28.428571428571427)","(31.0, 60.0, 58.4375)","(31.0, 44.0, 41.51724137931034)","(91.0, 180.0, 172.5)","(12.0, 17.5, 16.576923076923077)","(101.0, 260.0, 236.92307692307693)"
10-01-2023 14:07:05.272539,"(5.0, 6.0, 5.904715127701375)","(2.6, 3.1, 3.0923076923076924)","(2.6, 3.05, 3.0417647058823527)","(71.0, 150.0, 141.42857142857142)","(31.0, 65.0, 63.57142857142857)","(21.0, 29.0, 28.428571428571427)","(31.0, 60.0, 58.4375)","(31.0, 44.0, 41.51724137931034)","(91.0, 180.0, 172.5)","(12.0, 17.5, 16.625)","(101.0, 260.0, 236.92307692307693)"
10-01-2023 14:07:06.961538,"(5.0, 6.0, 5.904715127701375)","(2.6, 3.1, 3.0918604651162793)","(2.6, 3.05, 3.0368749999999998)","(71.0, 150.0, 134.0)","(31.0, 65.0, 63.26086956521739)","(21.0, 29.0, 28.428571428571427)","(31.0, 60.0, 58.4375)","(31.0, 44.0, 41.51724137931034)","(91.0, 180.0, 181.42857142857142)","(12.0, 17.5, 17.065217391304348)","(101.0, 260.0, 236.92307692307693)"
10-01-2023 14:07:08.724918,"(5.0, 6.0, 5.904715127701375)","(2.6, 3.1, 3.0300000000000002)","(2.6, 3.05, 3.0368749999999998)","(71.0, 150.0, 134.0)","(31.0, 65.0, 63.26086956521739)","(21.0, 29.0, 28.428571428571427)","(31.0, 60.0, 58.4375)","(31.0, 44.0, 41.51724137931034)","(91.0, 190.0, 181.42857142857142)","(12.0, 17.5, 17.065217391304348)","(101.0, 260.0, 236.92307692307693)"
10-01-2023 14:07:10.237401,"(5.0, 6.0, 5.904715127701375)","(2.6, 3.1, 3.0422535211267605)","(2.6, 3.05, 3.0387096774193547)","(71.0, 150.0, 134.0)","(31.0, 65.0, 63.62068965517241)","(21.0, 29.0, 28.428571428571427)","(31.0, 60.0, 58.4375)","(31.0, 44.0, 41.51724137931034)","(91.0, 190.0, 181.42857142857142)","(12.0, 17.5, 17.065217391304348)","(101.0, 260.0, 236.92307692307693)"
10-01-2023 14:07:11.811921,"(5.0, 6.0, 5.904715127701375)","(2.6, 3.15, 3.0422535211267605)","(2.6, 3.05, 3.0387096774193547)","(71.0, 150.0, 134.0)","(31.0, 65.0, 63.62068965517241)","(21.0, 29.0, 28.428571428571427)","(31.0, 60.0, 58.4375)","(31.0, 44.0, 41.51724137931034)","(91.0, 190.0, 185.0)","(12.0, 17.5, 17.065217391304348)","(101.0, 260.0, 236.92307692307693)"
10-01-2023 14:07:13.176307,"(5.0, 6.0, 5.903245436105477)","(2.6, 3.15, 3.1733333333333333)","(2.6, 3.05, 3.025091575091575)","(71.0, 150.0, 134.0)","(31.0, 65.0, 63.62068965517241)","(21.0, 29.0, 28.48936170212766)","(31.0, 60.0, 58.4375)","(31.0, 44.0, 41.51724137931034)","(91.0, 190.0, 185.0)","(12.0, 17.5, 15.961538461538462)","(101.0, 260.0, 236.92307692307693)"
10-01-2023 14:07:14.575208,"(5.0, 5.9, 5.8982222222222225)","(2.6, 3.2, 3.1534375)","(2.6, 3.05, 3.038268156424581)","(71.0, 150.0, 133.125)","(31.0, 65.0, 63.62068965517241)","(21.0, 29.0, 28.428571428571427)","(31.0, 60.0, 58.4375)","(31.0, 44.0, 41.42857142857143)","(91.0, 190.0, 185.0)","(12.0, 16.5, 17.12962962962963)","(101.0, 260.0, 231.875)"
10-01-2023 14:07:16.262694,"(5.0, 5.9, 5.895431472081219)","(2.6, 3.2, 3.018181818181818)","(2.6, 3.05, 3.039705882352941)","(71.0, 150.0, 135.78947368421052)","(31.0, 65.0, 63.62068965517241)","(21.0, 29.0, 27.365269461077844)","(31.0, 60.0, 58.4375)","(31.0, 44.0, 41.42857142857143)","(91.0, 190.0, 185.0)","(12.0, 17.5, 17.12962962962963)","(101.0, 260.0, 231.875)"
10-01-2023 14:07:17.865857,"(5.0, 6.0, 5.829038112522686)","(2.6, 3.2, 3.018181818181818)","(2.6, 3.05, 3.0395)","(71.0, 150.0, 137.14285714285714)","(31.0, 65.0, 63.70967741935484)","(21.0, 28.0, 28.454545454545453)","(31.0, 60.0, 58.529411764705884)","(31.0, 44.0, 41.67741935483871)","(91.0, 190.0, 185.3846153846154)","(12.0, 17.5, 16.785714285714285)","(101.0, 260.0, 233.52941176470588)"
10-01-2023 14:07:19.684329,"(5.0, 6.0, 5.62054054054054)","(2.6, 3.2, 3.1294117647058823)","(2.6, 3.05, 3.088813559322034)","(71.0, 150.0, 137.14285714285714)","(31.0, 65.0, 63.70967741935484)","(21.0, 29.0, 27.666666666666668)","(31.0, 60.0, 58.529411764705884)","(31.0, 44.0, 41.925925925925924)","(91.0, 190.0, 185.3846153846154)","(12.0, 17.5, 17.22972972972973)","(101.0, 260.0, 233.52941176470588)"
10-01-2023 14:07:21.202457,"(5.0, 5.8, 5.62054054054054)","(2.6, 3.2, 3.1294117647058823)","(2.6, 3.1, 3.088813559322034)","(71.0, 150.0, 137.14285714285714)","(31.0, 65.0, 68.91304347826087)","(21.0, 28.0, 27.448275862068964)","(31.0, 60.0, 58.854166666666664)","(31.0, 44.0, 42.486486486486484)","(91.0, 190.0, 185.3846153846154)","(12.0, 17.5, 15.875)","(101.0, 260.0, 243.33333333333331)"
10-01-2023 14:07:23.049003,"(5.0, 5.8, 5.62415458937198)","(2.6, 3.2, 3.1839622641509435)","(2.6, 2.98, 2.9862586926286507)","(71.0, 150.0, 132.0)","(31.0, 75.0, 63.40909090909091)","(21.0, 28.0, 27.448275862068964)","(31.0, 60.0, 59.111111111111114)","(31.0, 44.0, 42.486486486486484)","(101.0, 190.0, 186.66666666666666)","(13.0, 18.5, 16.67391304347826)","(101.0, 260.0, 238.57142857142856)"
10-01-2023 14:07:24.662248,"(5.0, 5.8, 5.621834061135371)","(2.6, 3.2, 3.2295081967213117)","(2.6, 3.0, 3.0270676691729324)","(71.0, 150.0, 132.0)","(31.0, 75.0, 63.0)","(21.0, 28.0, 27.43859649122807)","(31.0, 60.0, 59.04761904761905)","(31.0, 44.0, 42.10526315789474)","(101.0, 190.0, 186.66666666666666)","(13.0, 18.5, 15.6)","(101.0, 260.0, 238.57142857142856)"
10-01-2023 14:07:26.017094,"(5.0, 5.8, 5.621834061135371)","(2.6, 3.25, 3.2259615384615383)","(2.6, 3.1, 3.031304347826087)","(71.0, 150.0, 132.0)","(31.0, 75.0, 63.0)","(21.0, 28.0, 27.43859649122807)","(31.0, 60.0, 59.473684210526315)","(31.0, 44.0, 42.10526315789474)","(101.0, 190.0, 186.66666666666666)","(13.0, 16.5, 15.6)","(101.0, 260.0, 238.57142857142856)"
10-01-2023 14:07:27.442191,"(5.0, 5.8, 5.637878787878788)","(2.6, 3.25, 3.2)","(2.6, 3.1, 3.0620689655172413)","(71.0, 150.0, 132.0)","(31.0, 75.0, 64.65517241379311)","(21.0, 28.0, 27.43859649122807)","(31.0, 60.0, 59.51219512195122)","(31.0, 44.0, 42.24390243902439)","(101.0, 190.0, 186.66666666666666)","(13.0, 16.5, 15.875)","(101.0, 260.0, 238.57142857142856)"
10-01-2023 14:07:28.971564,"(5.0, 5.6, 5.5588235294117645)","(2.6, 3.2, 3.161832061068702)","(2.6, 3.1, 3.0620689655172413)","(71.0, 150.0, 132.0)","(31.0, 75.0, 64.65517241379311)","(21.0, 28.0, 27.418181818181818)","(31.0, 60.0, 59.523809523809526)","(31.0, 44.0, 42.56410256410256)","(101.0, 190.0, 182.5)","(13.0, 18.5, 16.1)","(101.0, 260.0, 224.0)"
10-01-2023 14:07:30.456847,"(5.0, 5.6, 5.563793103448275)","(2.6, 3.2, 3.226732673267327)","(2.6, 3.1, 2.996168582375479)","(71.0, 150.0, 138.0)","(31.0, 75.0, 65.0)","(21.0, 28.0, 27.418181818181818)","(31.0, 60.0, 59.523809523809526)","(31.0, 44.0, 42.56410256410256)","(101.0, 190.0, 182.5)","(13.0, 18.5, 17.357142857142858)","(101.0, 260.0, 225.71428571428572)"
10-01-2023 14:07:31.746445,"(5.0, 5.6, 5.56401384083045)","(2.6, 3.25, 3.224747474747475)","(2.6, 3.0, 2.996168582375479)","(71.0, 150.0, 140.9090909090909)","(31.0, 75.0, 65.0)","(21.0, 28.0, 27.418181818181818)","(31.0, 60.0, 59.523809523809526)","(31.0, 44.0, 42.56410256410256)","(101.0, 190.0, 182.5)","(13.0, 18.5, 17.357142857142858)","(101.0, 260.0, 224.0)"
10-01-2023 14:07:32.994270,"(5.0, 5.6, 5.56401384083045)","(2.6, 3.25, 3.224747474747475)","(2.6, 3.0, 2.996168582375479)","(71.0, 150.0, 140.9090909090909)","(31.0, 75.0, 65.0)","(21.0, 28.0, 27.418181818181818)","(31.0, 60.0, 59.523809523809526)","(31.0, 44.0, 42.25)","(101.0, 190.0, 195.0)","(13.0, 18.5, 17.357142857142858)","(101.0, 260.0, 224.0)"
10-01-2023 14:07:34.197995,"(5.0, 5.6, 5.565894039735099)","(2.6, 3.25, 3.2235955056179777)","(2.6, 3.0, 2.996168582375479)","(71.0, 150.0, 140.9090909090909)","(31.0, 75.0, 65.0)","(21.0, 28.0, 27.36)","(31.0, 60.0, 59.523809523809526)","(31.0, 44.0, 42.25)","(101.0, 200.0, 195.0)","(13.0, 18.5, 17.2027027027027)","(101.0, 260.0, 224.0)"
10-01-2023 14:07:35.497052,"(5.0, 5.6, 5.536764705882353)","(2.6, 3.25, 3.2235955056179777)","(2.6, 3.0, 2.9962380038387715)","(71.0, 150.0, 140.9090909090909)","(31.0, 75.0, 65.0)","(21.0, 28.0, 27.36)","(31.0, 60.0, 59.523809523809526)","(31.0, 44.0, 42.25)","(101.0, 200.0, 195.0)","(13.0, 18.5, 17.045454545454547)","(101.0, 260.0, 224.0)"
10-01-2023 14:07:36.956362,"(5.0, 5.6, 5.5278177458033575)","(2.6, 3.25, 3.2260416666666667)","(2.6, 3.0, 2.994769797421731)","(71.0, 150.0, 140.9090909090909)","(31.0, 75.0, 65.0)","(21.0, 28.0, 27.36)","(31.0, 60.0, 59.523809523809526)","(31.0, 44.0, 42.25)","(101.0, 200.0, 195.0)","(13.0, 18.5, 17.045454545454547)","(101.0, 260.0, 225.71428571428572)"
10-01-2023 14:07:38.294033,"(5.0, 5.6, 5.462962962962963)","(2.6, 3.25, 3.23203125)","(2.6, 3.0, 2.9950865051903115)","(71.0, 150.0, 141.66666666666666)","(31.0, 75.0, 65.3225806451613)","(21.0, 28.0, 27.36)","(31.0, 60.0, 59.523809523809526)","(31.0, 44.0, 42.25)","(101.0, 200.0, 195.0)","(13.0, 18.5, 17.045454545454547)","(101.0, 260.0, 224.0)"
10-01-2023 14:07:39.590557,"(5.0, 5.5, 5.464824120603015)","(2.6, 3.25, 3.2357142857142858)","(2.6, 3.0, 2.9957019064124784)","(71.0, 150.0, 142.30769230769232)","(31.0, 75.0, 65.9090909090909)","(21.0, 28.0, 27.43859649122807)","(31.0, 60.0, 59.565217391304344)","(31.0, 44.0, 42.486486486486484)","(101.0, 200.0, 195.0)","(13.0, 18.5, 16.289473684210527)","(101.0, 260.0, 224.0)"
10-01-2023 14:07:41.109643,"(5.0, 5.5, 5.473295454545455)","(2.6, 3.25, 3.197163120567376)","(2.6, 3.0, 2.9958528428093647)","(71.0, 150.0, 142.30769230769232)","(31.0, 75.0, 65.9090909090909)","(21.0, 28.0, 27.475409836065573)","(31.0, 60.0, 59.565217391304344)","(31.0, 44.0, 42.486486486486484)","(101.0, 200.0, 195.0)","(13.0, 18.5, 15.5)","(101.0, 260.0, 225.71428571428572)"
10-01-2023 14:07:42.685980,"(5.0, 5.5, 5.473295454545455)","(2.6, 3.2, 3.197163120567376)","(2.6, 3.0, 2.984864864864865)","(71.0, 150.0, 142.30769230769232)","(31.0, 75.0, 66.17647058823529)","(21.0, 28.0, 27.49206349206349)","(31.0, 60.0, 59.57446808510638)","(31.0, 44.0, 42.526315789473685)","(101.0, 200.0, 195.0)","(13.0, 18.5, 16.166666666666668)","(101.0, 260.0, 225.71428571428572)"
10-01-2023 14:07:44.371528,"(5.0, 5.5, 5.475520833333333)","(2.6, 3.2, 3.248823529411765)","(2.6, 3.0, 2.984864864864865)","(71.0, 150.0, 142.85714285714286)","(31.0, 75.0, 66.42857142857143)","(21.0, 28.0, 27.50769230769231)","(31.0, 60.0, 59.583333333333336)","(31.0, 44.0, 42.6)","(101.0, 200.0, 195.0)","(13.0, 18.5, 15.973684210526315)","(101.0, 260.0, 227.27272727272728)"
10-01-2023 14:07:46.017117,"(5.0, 5.5, 5.516935483870967)","(2.6, 3.25, 3.2483739837398375)","(2.6, 3.0, 2.984864864864865)","(71.0, 150.0, 142.85714285714286)","(31.0, 75.0, 66.42857142857143)","(21.0, 28.0, 27.288888888888888)","(31.0, 60.0, 59.583333333333336)","(31.0, 44.0, 42.6)","(101.0, 200.0, 195.0)","(13.0, 18.5, 15.916666666666666)","(101.0, 260.0, 230.0)"
10-01-2023 14:07:47.629585,"(5.0, 5.6, 5.522627737226277)","(2.6, 3.25, 3.2485915492957744)","(2.6, 3.0, 2.984864864864865)","(71.0, 150.0, 142.85714285714286)","(31.0, 75.0, 66.42857142857143)","(21.0, 28.0, 27.288888888888888)","(31.0, 60.0, 59.583333333333336)","(31.0, 44.0, 42.6)","(101.0, 200.0, 195.0)","(13.0, 18.0, 15.916666666666666)","(101.0, 260.0, 230.0)"
10-01-2023 14:07:49.049998,"(5.0, 5.6, 5.522627737226277)","(2.6, 3.25, 3.2485915492957744)","(2.6, 3.0, 2.984864864864865)","(71.0, 150.0, 142.85714285714286)","(31.0, 75.0, 67.3076923076923)","(21.0, 28.0, 27.21951219512195)","(31.0, 60.0, 59.583333333333336)","(31.0, 44.0, 42.6)","(101.0, 200.0, 195.0)","(13.0, 18.0, 15.98076923076923)","(101.0, 260.0, 230.0)"
10-01-2023 14:07:50.455267,"(5.0, 5.5, 5.494915254237288)","(2.6, 3.25, 3.2484848484848485)","(2.6, 3.0, 2.984864864864865)","(71.0, 150.0, 143.33333333333334)","(31.0, 75.0, 67.5)","(21.0, 28.0, 27.288888888888888)","(31.0, 60.0, 59.6)","(31.0, 44.0, 42.666666666666664)","(101.0, 200.0, 195.0)","(13.0, 18.0, 17.48148148148148)","(101.0, 260.0, 230.0)"
10-01-2023 14:07:51.811334,"(5.0, 5.5, 5.4954081632653065)","(2.6, 3.25, 3.2487730061349693)","(2.6, 3.0, 2.989724770642202)","(71.0, 150.0, 143.33333333333334)","(31.0, 75.0, 67.5)","(21.0, 28.0, 27.288888888888888)","(31.0, 60.0, 59.6)","(31.0, 44.0, 40.142857142857146)","(101.0, 200.0, 195.0)","(13.0, 18.0, 16.5)","(101.0, 260.0, 241.53846153846155)"
10-01-2023 14:07:53.280946,"(5.0, 5.5, 5.498941798941799)","(2.7, 3.25, 3.2487730061349693)","(2.6, 3.0, 2.989724770642202)","(81.0, 150.0, 143.33333333333334)","(31.0, 75.0, 67.5)","(21.0, 28.0, 27.288888888888888)","(31.0, 60.0, 58.898305084745765)","(31.0, 44.0, 39.68)","(101.0, 200.0, 195.0)","(13.0, 18.0, 18.272727272727273)","(101.0, 260.0, 243.33333333333334)"
10-01-2023 14:07:54.712954,"(5.0, 5.5, 5.498994974874372)","(2.7, 3.25, 3.2386363636363638)","(2.6, 3.0, 2.9911811023622046)","(81.0, 150.0, 143.33333333333334)","(31.0, 75.0, 67.6829268292683)","(21.0, 28.0, 25.405405405405407)","(31.0, 60.0, 55.9375)","(31.0, 44.0, 39.84615384615385)","(101.0, 200.0, 195.0)","(13.0, 18.5, 16.96153846153846)","(101.0, 260.0, 243.33333333333334)"
10-01-2023 14:07:56.143738,"(5.0, 5.5, 5.499047619047619)","(2.7, 3.25, 3.262962962962963)","(2.6, 3.0, 2.9914503816793894)","(81.0, 150.0, 143.75)","(31.0, 75.0, 65.47619047619048)","(21.0, 28.0, 26.157894736842106)","(31.0, 60.0, 55.95238095238095)","(31.0, 44.0, 40.142857142857146)","(101.0, 200.0, 195.0)","(12.0, 18.5, 17.25)","(101.0, 260.0, 243.33333333333334)"
10-01-2023 14:07:57.571205,"(5.0, 5.5, 5.499047619047619)","(2.7, 3.3, 3.262962962962963)","(2.6, 3.0, 2.9914503816793894)","(81.0, 150.0, 143.75)","(31.0, 75.0, 65.47619047619048)","(21.0, 27.0, 26.571428571428573)","(31.0, 60.0, 55.95238095238095)","(31.0, 44.0, 40.142857142857146)","(101.0, 200.0, 195.0)","(12.0, 18.5, 17.25)","(101.0, 260.0, 243.33333333333334)"
10-01-2023 14:07:58.968700,"(5.0, 5.5, 5.499047619047619)","(2.7, 3.3, 3.262962962962963)","(2.6, 3.0, 2.9914503816793894)","(81.0, 150.0, 143.75)","(31.0, 75.0, 65.47619047619048)","(21.0, 27.0, 26.571428571428573)","(31.0, 60.0, 55.95238095238095)","(31.0, 44.0, 40.142857142857146)","(101.0, 200.0, 195.0)","(12.0, 18.5, 17.25)","(101.0, 260.0, 243.33333333333334)"
10-01-2023 14:08:00.359005,"(5.0, 5.5, 5.499047619047619)","(2.7, 3.3, 3.262962962962963)","(2.6, 3.0, 2.9914503816793894)","(81.0, 150.0, 143.75)","(31.0, 75.0, 65.47619047619048)","(21.0, 27.0, 25.53846153846154)","(31.0, 60.0, 55.95238095238095)","(31.0, 44.0, 41.951219512195124)","(101.0, 200.0, 195.0)","(12.0, 18.5, 17.428571428571427)","(101.0, 260.0, 243.33333333333334)"
10-01-2023 14:08:01.756059,"(5.0, 5.5, 5.499047619047619)","(2.7, 3.3, 3.262962962962963)","(2.6, 3.0, 2.9914503816793894)","(81.0, 150.0, 143.75)","(31.0, 75.0, 65.47619047619048)","(21.0, 28.0, 25.5)","(31.0, 60.0, 55.95238095238095)","(31.0, 44.0, 36.57142857142857)","(101.0, 200.0, 195.0)","(12.0, 18.5, 16.833333333333332)","(101.0, 260.0, 243.33333333333334)"
10-01-2023 14:08:03.158228,"(5.0, 5.5, 5.499047619047619)","(2.7, 3.3, 3.272222222222222)","(2.6, 3.0, 2.9914503816793894)","(81.0, 150.0, 143.75)","(31.0, 75.0, 65.47619047619048)","(20.0, 28.0, 25.5)","(31.0, 60.0, 55.95238095238095)","(31.0, 38.0, 36.18181818181818)","(101.0, 200.0, 195.0)","(13.0, 18.5, 15.807692307692308)","(101.0, 260.0, 243.33333333333334)"
10-01-2023 14:08:04.668471,"(5.0, 5.5, 5.499047619047619)","(2.7, 3.3, 3.272222222222222)","(2.6, 3.0, 2.9907438016528927)","(81.0, 150.0, 139.16666666666666)","(31.0, 75.0, 65.47619047619048)","(20.0, 28.0, 25.5)","(31.0, 60.0, 55.95238095238095)","(31.0, 38.0, 36.18181818181818)","(101.0, 200.0, 195.0)","(13.0, 18.5, 16.285714285714285)","(101.0, 260.0, 243.33333333333334)"
10-01-2023 14:08:06.163776,"(5.0, 5.5, 5.499047619047619)","(2.7, 3.3, 3.27752808988764)","(2.6, 3.0, 2.9907438016528927)","(81.0, 140.0, 139.16666666666666)","(31.0, 75.0, 65.47619047619048)","(20.0, 28.0, 25.5)","(31.0, 60.0, 55.95238095238095)","(31.0, 38.0, 36.18181818181818)","(101.0, 200.0, 195.0)","(13.0, 18.0, 15.818181818181818)","(101.0, 260.0, 243.33333333333334)"
10-01-2023 14:08:07.597501,"(5.0, 5.5, 5.499047619047619)","(2.7, 3.3, 3.27752808988764)","(2.6, 3.0, 2.9928662420382164)","(81.0, 140.0, 139.23076923076923)","(31.0, 75.0, 66.30434782608695)","(20.0, 28.0, 25.76595744680851)","(31.0, 60.0, 56.30434782608695)","(31.0, 38.0, 36.57142857142857)","(101.0, 200.0, 195.0)","(13.0, 18.0, 16.666666666666668)","(101.0, 260.0, 235.0)"
10-01-2023 14:08:09.070144,"(5.0, 5.5, 5.499130434782609)","(2.7, 3.3, 3.278494623655914)","(2.6, 3.0, 2.9928662420382164)","(81.0, 140.0, 139.23076923076923)","(31.0, 75.0, 66.30434782608695)","(21.0, 28.0, 27.36)","(31.0, 60.0, 56.30434782608695)","(31.0, 38.0, 36.666666666666664)","(101.0, 200.0, 195.0)","(13.0, 18.0, 16.666666666666668)","(101.0, 260.0, 235.0)"
