,Secret Hustle,Barry Cool,Samurai Mind,Shaq Owes,Tap Out Mickey,Remedy,Zafar Bale,Showtime Lydia
07-12-2022 18:29:07.750140,"(8.0, 14.0, 13.6)","(4.4, 4.8, 4.533333333333333)","(2.35, 2.76, 2.735)","(51.0, 90.0, 78.75)","(3.9, 6.6, 6.266666666666667)","(11.0, 22.0, 20.055555555555557)","(61.0, 400.0, 276.25)","(7.0, 9.0, 8.777777777777777)"
07-12-2022 18:29:10.552917,"(8.0, 14.0, 13.294117647058824)","(4.2, 4.8, 4.533333333333333)","(2.35, 2.76, 2.68)","(51.0, 90.0, 78.75)","(3.9, 6.6, 6.333333333333333)","(12.0, 22.0, 20.653846153846153)","(61.0, 400.0, 276.25)","(7.0, 9.4, 9.2)"
07-12-2022 18:29:12.805171,"(8.0, 14.0, 13.6)","(4.2, 4.8, 4.533333333333333)","(2.35, 2.76, 2.7133333333333334)","(51.0, 90.0, 78.75)","(3.9, 6.8, 6.266666666666667)","(12.0, 22.0, 20.653846153846153)","(61.0, 400.0, 276.25)","(7.0, 9.2, 8.927272727272726)"
07-12-2022 18:29:14.910202,"(8.0, 14.0, 12.895833333333334)","(4.2, 4.8, 4.533333333333333)","(2.35, 2.74, 2.67)","(51.0, 90.0, 78.75)","(3.9, 6.8, 6.266666666666667)","(12.0, 22.0, 20.653846153846153)","(61.0, 400.0, 305.7142857142857)","(7.0, 9.2, 8.927272727272726)"
07-12-2022 18:29:16.848726,"(8.0, 14.5, 13.6)","(4.2, 4.8, 4.492307692307692)","(2.35, 2.76, 2.6685714285714286)","(51.0, 90.0, 78.75)","(3.9, 6.8, 6.35)","(12.0, 22.0, 20.653846153846153)","(61.0, 400.0, 305.7142857142857)","(7.0, 9.2, 8.927272727272726)"
07-12-2022 18:29:18.571040,"(8.0, 14.0, 12.333333333333334)","(4.2, 4.8, 4.492307692307692)","(2.35, 2.74, 2.6566666666666667)","(51.0, 90.0, 78.75)","(3.9, 6.8, 6.35)","(12.0, 22.0, 20.653846153846153)","(61.0, 400.0, 205.0)","(7.0, 9.8, 9.430769230769231)"
07-12-2022 18:29:20.256500,"(8.0, 14.0, 12.0)","(4.2, 4.8, 4.492307692307692)","(2.35, 2.74, 2.7275)","(51.0, 90.0, 78.75)","(3.9, 6.8, 6.266666666666667)","(12.0, 22.0, 20.653846153846153)","(61.0, 400.0, 205.0)","(7.0, 9.8, 8.927272727272726)"
07-12-2022 18:29:21.922812,"(8.0, 14.0, 11.8125)","(4.2, 4.8, 4.492307692307692)","(2.35, 2.74, 2.663076923076923)","(51.0, 90.0, 83.07692307692307)","(3.9, 6.8, 6.266666666666667)","(12.0, 22.0, 20.653846153846153)","(61.0, 400.0, 205.0)","(7.0, 9.2, 8.927272727272726)"
07-12-2022 18:29:23.745845,"(8.0, 14.0, 11.564516129032258)","(4.2, 4.8, 4.709090909090909)","(2.35, 2.74, 2.7161904761904765)","(51.0, 90.0, 83.07692307692307)","(3.9, 6.8, 6.266666666666667)","(12.0, 22.0, 20.653846153846153)","(61.0, 400.0, 205.0)","(7.0, 9.2, 8.927272727272726)"
07-12-2022 18:29:26.069676,"(8.0, 13.5, 11.564516129032258)","(4.2, 4.8, 4.709090909090909)","(2.35, 2.76, 2.727272727272727)","(51.0, 90.0, 83.07692307692307)","(4.2, 7.0, 6.6000000000000005)","(12.0, 22.0, 19.628205128205128)","(61.0, 400.0, 205.0)","(7.0, 9.2, 8.68780487804878)"
07-12-2022 18:29:28.036442,"(8.5, 13.5, 11.564516129032258)","(4.0, 4.8, 4.688888888888889)","(2.3, 2.76, 2.7293023255813953)","(61.0, 90.0, 83.07692307692307)","(4.2, 7.0, 6.6000000000000005)","(12.0, 22.0, 19.628205128205128)","(61.0, 400.0, 205.0)","(7.0, 9.2, 8.694736842105263)"
07-12-2022 18:29:29.738244,"(8.5, 13.5, 11.564516129032258)","(4.0, 4.8, 4.688888888888889)","(2.3, 2.76, 2.7293023255813953)","(61.0, 90.0, 83.07692307692307)","(4.2, 7.0, 6.6000000000000005)","(12.0, 22.0, 19.628205128205128)","(61.0, 400.0, 205.0)","(7.0, 9.2, 8.694736842105263)"
07-12-2022 18:29:31.461119,"(8.5, 13.5, 11.625)","(4.0, 4.8, 4.688888888888889)","(2.3, 2.76, 2.724516129032258)","(61.0, 90.0, 83.07692307692307)","(4.2, 7.0, 6.630769230769231)","(12.0, 22.0, 19.848837209302324)","(61.0, 400.0, 205.0)","(7.0, 9.2, 8.22857142857143)"
07-12-2022 18:29:33.491767,"(8.5, 13.5, 11.625)","(4.0, 4.8, 4.6)","(2.3, 2.76, 2.733170731707317)","(61.0, 90.0, 83.07692307692307)","(4.2, 7.0, 6.810526315789474)","(12.0, 22.0, 19.628205128205128)","(61.0, 400.0, 305.7142857142857)","(7.0, 8.6, 8.4)"
07-12-2022 18:29:35.135824,"(8.5, 13.5, 11.625)","(4.0, 4.8, 4.666666666666667)","(2.3, 2.76, 2.733170731707317)","(61.0, 90.0, 83.07692307692307)","(4.2, 7.0, 6.866666666666666)","(12.0, 22.0, 19.628205128205128)","(61.0, 400.0, 305.7142857142857)","(7.0, 8.6, 8.4)"
07-12-2022 18:29:37.187598,"(8.5, 13.5, 11.557142857142857)","(4.0, 4.8, 4.65)","(2.3, 2.76, 2.733170731707317)","(61.0, 90.0, 83.07692307692307)","(4.2, 7.2, 6.84)","(12.0, 22.0, 19.628205128205128)","(61.0, 400.0, 305.7142857142857)","(7.0, 8.8, 8.266666666666667)"
07-12-2022 18:29:38.668317,"(8.5, 13.5, 11.557142857142857)","(4.0, 4.8, 4.65)","(2.3, 2.76, 2.733170731707317)","(61.0, 90.0, 83.07692307692307)","(4.2, 7.2, 7.0)","(12.0, 22.0, 19.628205128205128)","(61.0, 400.0, 305.7142857142857)","(7.0, 8.8, 8.266666666666667)"
07-12-2022 18:29:40.139534,"(8.5, 13.5, 11.557142857142857)","(4.0, 4.8, 4.65)","(2.3, 2.76, 2.733170731707317)","(61.0, 90.0, 83.07692307692307)","(4.2, 7.2, 7.0864864864864865)","(12.0, 22.0, 19.628205128205128)","(61.0, 400.0, 305.7142857142857)","(7.0, 8.8, 8.033333333333333)"
07-12-2022 18:29:41.607763,"(8.5, 13.5, 11.557142857142857)","(4.0, 4.8, 4.711111111111111)","(2.3, 2.76, 2.733170731707317)","(61.0, 90.0, 83.07692307692307)","(4.2, 7.2, 7.0285714285714285)","(12.0, 22.0, 21.026315789473685)","(61.0, 400.0, 305.7142857142857)","(7.0, 8.2, 8.033333333333333)"
07-12-2022 18:29:43.248527,"(8.5, 13.5, 11.636363636363637)","(4.0, 4.8, 4.692857142857143)","(2.3, 2.76, 2.733170731707317)","(61.0, 90.0, 83.07692307692307)","(4.2, 7.2, 7.0285714285714285)","(12.0, 22.0, 21.026315789473685)","(61.0, 400.0, 305.7142857142857)","(7.0, 8.2, 8.033333333333333)"
07-12-2022 18:29:45.002824,"(8.5, 13.0, 11.547619047619047)","(4.0, 4.8, 4.65)","(2.3, 2.76, 2.733170731707317)","(61.0, 90.0, 83.07692307692307)","(4.2, 7.2, 7.114285714285714)","(12.0, 22.0, 21.026315789473685)","(61.0, 400.0, 305.7142857142857)","(7.0, 8.2, 8.033333333333333)"
07-12-2022 18:29:46.683723,"(8.5, 12.5, 11.53225806451613)","(4.0, 4.8, 4.65)","(2.3, 2.76, 2.733170731707317)","(61.0, 90.0, 83.07692307692307)","(4.2, 7.2, 7.05)","(12.0, 22.0, 21.026315789473685)","(61.0, 400.0, 183.33333333333331)","(7.0, 8.2, 8.266666666666667)"
07-12-2022 18:29:48.521416,"(8.5, 12.5, 11.53225806451613)","(4.0, 4.8, 4.643478260869565)","(2.3, 2.76, 2.733170731707317)","(61.0, 90.0, 83.07692307692307)","(4.2, 7.2, 7.05)","(12.0, 22.0, 21.026315789473685)","(61.0, 400.0, 205.0)","(7.0, 8.8, 8.266666666666667)"
07-12-2022 18:29:51.356146,"(8.5, 12.5, 11.5625)","(4.0, 4.8, 4.643478260869565)","(2.3, 2.76, 2.733170731707317)","(61.0, 90.0, 83.07692307692307)","(4.2, 7.2, 7.114285714285714)","(12.0, 22.0, 21.026315789473685)","(61.0, 400.0, 205.0)","(7.0, 8.8, 8.436363636363637)"
07-12-2022 18:29:52.891848,"(8.5, 12.5, 11.5625)","(4.0, 4.8, 4.643478260869565)","(2.3, 2.76, 2.7439999999999998)","(61.0, 90.0, 84.70588235294117)","(4.2, 7.2, 7.0285714285714285)","(12.0, 22.0, 21.026315789473685)","(61.0, 400.0, 205.0)","(7.0, 8.8, 8.072727272727272)"
07-12-2022 18:29:54.595141,"(8.5, 12.5, 11.5625)","(4.0, 4.8, 4.643478260869565)","(2.3, 2.76, 2.752173913043478)","(61.0, 90.0, 81.0)","(4.2, 7.2, 7.0285714285714285)","(12.0, 22.0, 21.026315789473685)","(61.0, 400.0, 205.0)","(7.0, 8.8, 8.072727272727272)"
07-12-2022 18:29:56.433770,"(8.5, 12.5, 11.617647058823529)","(4.0, 4.8, 4.643478260869565)","(2.3, 2.76, 2.752173913043478)","(61.0, 90.0, 81.0)","(4.2, 7.2, 7.009090909090909)","(12.0, 22.0, 21.026315789473685)","(61.0, 400.0, 205.0)","(7.0, 8.8, 8.072727272727272)"
07-12-2022 18:29:58.039934,"(8.5, 12.5, 11.617647058823529)","(4.0, 4.8, 4.643478260869565)","(2.3, 2.76, 2.7545454545454544)","(61.0, 90.0, 81.0)","(4.2, 7.2, 7.0285714285714285)","(12.0, 22.0, 19.628205128205128)","(61.0, 400.0, 205.0)","(7.0, 8.8, 8.066666666666666)"
07-12-2022 18:30:00.067637,"(8.5, 12.5, 11.617647058823529)","(4.0, 4.8, 4.643478260869565)","(2.3, 2.76, 2.7545454545454544)","(61.0, 90.0, 81.0)","(4.2, 7.2, 7.0864864864864865)","(12.0, 22.0, 19.628205128205128)","(61.0, 400.0, 205.0)","(7.0, 8.6, 7.9714285714285715)"
07-12-2022 18:30:01.612843,"(8.5, 12.5, 11.617647058823529)","(4.0, 4.8, 4.747826086956522)","(2.3, 2.76, 2.754705882352941)","(61.0, 90.0, 81.0)","(4.2, 7.2, 7.042857142857143)","(12.0, 22.0, 19.628205128205128)","(61.0, 400.0, 205.0)","(7.0, 8.6, 7.9714285714285715)"
07-12-2022 18:30:03.256821,"(8.5, 12.5, 11.617647058823529)","(4.0, 4.8, 4.747826086956522)","(2.3, 2.76, 2.7745454545454544)","(61.0, 90.0, 81.81818181818181)","(4.2, 7.2, 7.102702702702703)","(12.0, 22.0, 19.628205128205128)","(61.0, 400.0, 183.33333333333331)","(7.0, 8.6, 8.066666666666666)"
07-12-2022 18:30:05.134600,"(8.5, 12.5, 11.617647058823529)","(4.0, 4.8, 4.747826086956522)","(2.3, 2.78, 2.7800000000000002)","(61.0, 90.0, 81.81818181818181)","(4.2, 7.2, 7.102702702702703)","(12.0, 22.0, 19.628205128205128)","(61.0, 400.0, 183.33333333333331)","(7.0, 8.6, 8.066666666666666)"
07-12-2022 18:30:06.632117,"(8.5, 12.5, 11.617647058823529)","(4.0, 4.8, 4.747826086956522)","(2.3, 2.86, 2.8449999999999998)","(61.0, 90.0, 81.81818181818181)","(4.2, 7.2, 7.102702702702703)","(12.0, 22.0, 19.676470588235293)","(61.0, 400.0, 183.33333333333331)","(7.0, 8.6, 8.04)"
07-12-2022 18:30:08.063825,"(8.5, 12.5, 11.617647058823529)","(4.0, 4.8, 4.747826086956522)","(2.3, 2.86, 2.8449999999999998)","(61.0, 90.0, 81.81818181818181)","(4.2, 7.2, 7.102702702702703)","(12.0, 21.0, 19.22222222222222)","(61.0, 400.0, 183.33333333333331)","(7.0, 8.2, 8.04)"
07-12-2022 18:30:09.637602,"(8.5, 12.5, 11.617647058823529)","(4.0, 4.8, 4.747826086956522)","(2.3, 2.86, 2.7775)","(61.0, 90.0, 81.81818181818181)","(4.2, 7.2, 7.102702702702703)","(12.0, 21.0, 19.22222222222222)","(61.0, 400.0, 183.33333333333331)","(7.0, 8.2, 8.04)"
07-12-2022 18:30:11.153529,"(8.5, 12.5, 11.617647058823529)","(4.0, 4.8, 4.747826086956522)","(2.3, 2.9, 2.8745454545454545)","(61.0, 90.0, 81.81818181818181)","(4.2, 7.2, 7.18125)","(12.0, 21.0, 19.074074074074073)","(61.0, 400.0, 183.33333333333331)","(7.0, 8.2, 8.03076923076923)"
07-12-2022 18:30:12.658227,"(8.5, 12.5, 11.5625)","(4.0, 4.8, 4.759550561797752)","(2.3, 2.88, 2.8745454545454545)","(61.0, 90.0, 81.81818181818181)","(4.2, 7.2, 7.102702702702703)","(12.0, 21.0, 19.04255319148936)","(61.0, 400.0, 183.33333333333331)","(7.0, 8.8, 8.04)"
07-12-2022 18:30:14.137288,"(8.5, 12.5, 11.5625)","(4.0, 4.8, 4.763636363636364)","(2.3, 2.88, 2.873333333333333)","(61.0, 90.0, 81.81818181818181)","(4.2, 7.2, 7.115492957746479)","(12.0, 21.0, 19.2)","(61.0, 400.0, 183.33333333333331)","(7.0, 8.6, 8.0)"
07-12-2022 18:30:15.696053,"(8.5, 12.5, 11.5625)","(4.0, 4.8, 4.763636363636364)","(2.3, 2.92, 2.86)","(61.0, 90.0, 81.81818181818181)","(4.2, 7.2, 7.115492957746479)","(12.0, 20.0, 18.25)","(61.0, 400.0, 183.33333333333331)","(7.0, 8.2, 8.0)"
07-12-2022 18:30:17.238734,"(8.5, 12.5, 11.5625)","(4.0, 4.8, 4.763636363636364)","(2.3, 2.92, 2.8675555555555556)","(61.0, 90.0, 81.81818181818181)","(4.2, 7.2, 6.89)","(12.0, 19.5, 18.11111111111111)","(61.0, 400.0, 205.0)","(7.0, 8.2, 8.0)"
07-12-2022 18:30:19.367006,"(8.5, 12.5, 11.5625)","(4.0, 4.8, 4.763636363636364)","(2.3, 2.88, 2.8675555555555556)","(61.0, 90.0, 81.81818181818181)","(4.2, 7.4, 7.335714285714286)","(12.0, 19.5, 18.25)","(61.0, 400.0, 205.0)","(7.0, 8.2, 8.0)"
07-12-2022 18:30:20.841009,"(8.5, 12.5, 11.648148148148149)","(4.0, 4.8, 4.763636363636364)","(2.3, 2.88, 2.8678260869565215)","(61.0, 90.0, 81.81818181818181)","(4.2, 7.4, 7.466666666666667)","(12.0, 19.5, 17.357142857142858)","(61.0, 400.0, 205.0)","(7.0, 8.2, 7.984615384615385)"
07-12-2022 18:30:22.379468,"(8.5, 12.0, 10.62)","(4.0, 4.8, 4.763636363636364)","(2.3, 2.88, 2.8675555555555556)","(61.0, 90.0, 81.81818181818181)","(4.2, 7.6, 7.456716417910448)","(12.0, 19.5, 17.208333333333332)","(61.0, 400.0, 205.0)","(7.0, 8.6, 7.984615384615385)"
07-12-2022 18:30:23.822291,"(8.5, 12.0, 10.666666666666666)","(4.0, 4.8, 4.763636363636364)","(2.3, 2.88, 2.8649999999999998)","(51.0, 90.0, 81.81818181818181)","(4.4, 7.6, 7.498412698412698)","(13.0, 19.5, 17.147058823529413)","(61.0, 400.0, 205.0)","(6.5, 8.6, 8.04)"
07-12-2022 18:30:25.214582,"(8.5, 11.5, 10.552631578947368)","(4.0, 4.8, 4.730769230769231)","(2.3, 2.9, 2.8649999999999998)","(51.0, 90.0, 81.81818181818181)","(4.4, 7.6, 7.163636363636363)","(13.0, 19.5, 17.147058823529413)","(61.0, 400.0, 205.0)","(6.5, 8.2, 8.04)"
07-12-2022 18:30:26.622880,"(8.5, 11.5, 10.552631578947368)","(4.0, 4.8, 4.730769230769231)","(2.3, 2.9, 2.85375)","(51.0, 90.0, 81.81818181818181)","(4.4, 7.6, 7.163636363636363)","(13.0, 19.5, 17.88888888888889)","(61.0, 400.0, 260.7142857142857)","(6.5, 8.2, 8.04)"
07-12-2022 18:30:28.043635,"(8.5, 11.5, 10.53448275862069)","(4.0, 4.8, 4.730769230769231)","(2.3, 2.88, 2.85375)","(51.0, 90.0, 81.81818181818181)","(4.4, 7.6, 7.483870967741935)","(13.0, 19.0, 17.266666666666666)","(61.0, 400.0, 260.7142857142857)","(6.5, 8.2, 8.11111111111111)"
07-12-2022 18:30:29.905320,"(8.5, 11.5, 10.529411764705882)","(4.0, 4.8, 4.730769230769231)","(2.3, 2.88, 2.85375)","(51.0, 90.0, 81.81818181818181)","(4.4, 7.6, 7.442424242424242)","(13.0, 19.0, 17.2)","(61.0, 400.0, 260.7142857142857)","(6.5, 8.2, 8.36)"
07-12-2022 18:30:34.260206,"(8.5, 11.5, 10.529411764705882)","(4.0, 4.8, 4.705882352941177)","(2.3, 2.86, 2.8425)","(51.0, 90.0, 81.81818181818181)","(4.4, 7.6, 7.442424242424242)","(13.0, 19.0, 17.112676056338028)","(61.0, 400.0, 260.7142857142857)","(6.5, 8.2, 8.11111111111111)"
07-12-2022 18:30:35.935553,"(8.5, 11.5, 10.529411764705882)","(4.0, 4.8, 4.693333333333333)","(2.35, 2.86, 2.8524324324324324)","(51.0, 90.0, 81.81818181818181)","(4.4, 7.6, 7.247058823529412)","(13.0, 19.0, 17.112676056338028)","(61.0, 400.0, 270.0)","(6.5, 8.2, 8.11111111111111)"
07-12-2022 18:30:37.433508,"(8.5, 11.5, 11.022058823529411)","(4.0, 4.8, 4.6)","(2.35, 2.86, 2.82)","(51.0, 90.0, 80.625)","(4.4, 7.6, 7.2)","(13.0, 19.0, 17.585714285714285)","(61.0, 400.0, 120.0)","(6.5, 8.2, 8.3)"
07-12-2022 18:30:39.058292,"(8.5, 11.5, 11.022058823529411)","(4.0, 4.8, 4.658823529411765)","(2.35, 2.86, 2.8085714285714287)","(51.0, 90.0, 83.75)","(4.4, 7.4, 7.1454545454545455)","(13.0, 19.0, 17.58695652173913)","(61.0, 360.0, 281.25)","(6.5, 8.6, 8.18)"
07-12-2022 18:30:40.616130,"(8.5, 11.5, 11.022058823529411)","(4.0, 4.8, 4.658823529411765)","(2.35, 2.86, 2.8085714285714287)","(51.0, 90.0, 83.75)","(4.4, 7.4, 7.3343750000000005)","(13.0, 19.0, 17.31168831168831)","(61.0, 350.0, 281.25)","(6.5, 8.6, 8.375)"
07-12-2022 18:30:42.100345,"(8.5, 11.5, 10.597222222222221)","(4.0, 4.8, 4.658823529411765)","(2.35, 2.86, 2.8085714285714287)","(51.0, 90.0, 83.75)","(4.4, 7.4, 7.31044776119403)","(13.0, 19.0, 17.31168831168831)","(61.0, 350.0, 281.25)","(6.5, 8.6, 8.307692307692308)"
07-12-2022 18:30:43.976340,"(8.5, 11.5, 10.60958904109589)","(4.0, 4.8, 4.658823529411765)","(2.35, 2.86, 2.804)","(51.0, 90.0, 83.75)","(4.4, 7.4, 7.31044776119403)","(13.0, 19.0, 17.31168831168831)","(61.0, 350.0, 178.125)","(6.5, 8.8, 8.307692307692308)"
07-12-2022 18:30:45.711904,"(8.5, 11.5, 10.60958904109589)","(4.0, 4.8, 4.658823529411765)","(2.35, 2.86, 2.804)","(51.0, 90.0, 83.75)","(4.4, 7.4, 7.31044776119403)","(13.0, 19.0, 17.21917808219178)","(61.0, 350.0, 157.14285714285714)","(6.5, 8.8, 8.307692307692308)"
07-12-2022 18:30:47.971919,"(8.5, 11.5, 10.60958904109589)","(4.0, 4.8, 4.658823529411765)","(2.35, 2.86, 2.804)","(51.0, 90.0, 83.75)","(4.4, 7.4, 7.31044776119403)","(13.0, 19.0, 17.31168831168831)","(61.0, 350.0, 205.0)","(6.5, 8.8, 8.444444444444445)"
07-12-2022 18:30:49.472430,"(8.5, 11.5, 10.60958904109589)","(4.0, 4.8, 4.64)","(2.35, 2.86, 2.797142857142857)","(51.0, 90.0, 83.75)","(4.4, 7.4, 7.31044776119403)","(13.0, 19.0, 17.21917808219178)","(61.0, 330.0, 191.11111111111111)","(6.5, 8.8, 8.285714285714286)"
07-12-2022 18:30:51.202256,"(9.0, 11.5, 10.60958904109589)","(4.0, 4.8, 4.64)","(2.35, 2.84, 2.7945454545454544)","(51.0, 90.0, 83.75)","(4.4, 7.4, 7.32)","(14.0, 19.0, 17.31168831168831)","(61.0, 330.0, 191.11111111111111)","(6.5, 8.4, 8.285714285714286)"
07-12-2022 18:30:52.889571,"(9.0, 11.5, 10.60958904109589)","(4.0, 4.8, 4.64)","(2.35, 2.84, 2.7914285714285714)","(51.0, 90.0, 80.625)","(4.4, 7.4, 7.32)","(14.0, 19.0, 17.31168831168831)","(61.0, 330.0, 197.5)","(6.5, 8.4, 8.285714285714286)"
07-12-2022 18:30:54.426844,"(9.0, 11.5, 10.60958904109589)","(4.0, 4.8, 4.64)","(2.35, 2.8, 2.7914285714285714)","(51.0, 90.0, 80.625)","(4.4, 7.4, 7.32)","(14.0, 19.0, 17.31168831168831)","(61.0, 310.0, 197.5)","(6.5, 8.4, 8.285714285714286)"
07-12-2022 18:30:55.923745,"(9.0, 11.5, 10.60958904109589)","(4.0, 4.8, 4.766666666666667)","(2.35, 2.8, 2.71)","(51.0, 90.0, 80.625)","(4.4, 7.4, 7.163636363636363)","(14.0, 19.0, 17.58695652173913)","(61.0, 310.0, 120.83333333333334)","(6.5, 8.4, 8.4)"
07-12-2022 18:30:57.375283,"(9.0, 11.5, 10.60958904109589)","(4.0, 4.9, 4.7615384615384615)","(2.35, 2.76, 2.7527272727272725)","(51.0, 90.0, 80.625)","(4.4, 7.6, 7.346153846153846)","(14.0, 19.0, 17.653846153846153)","(61.0, 300.0, 97.8125)","(6.5, 8.8, 8.4)"
07-12-2022 18:30:58.959438,"(9.0, 11.5, 10.60958904109589)","(4.0, 4.9, 4.7615384615384615)","(2.35, 2.76, 2.734545454545455)","(51.0, 90.0, 80.625)","(4.4, 7.6, 7.3130434782608695)","(14.0, 19.0, 17.653846153846153)","(61.0, 280.0, 182.5)","(6.5, 8.8, 8.4)"
07-12-2022 18:31:00.409107,"(9.0, 11.5, 10.60958904109589)","(4.0, 4.9, 4.7615384615384615)","(2.35, 2.74, 2.734545454545455)","(51.0, 90.0, 74.61538461538461)","(4.4, 7.6, 7.3130434782608695)","(14.0, 19.0, 18.102564102564102)","(61.0, 280.0, 182.5)","(6.5, 8.8, 8.4)"
07-12-2022 18:31:01.825246,"(9.0, 11.0, 10.635135135135135)","(4.0, 4.9, 4.7615384615384615)","(2.35, 2.74, 2.7163636363636368)","(51.0, 90.0, 72.8125)","(4.4, 7.6, 7.2615384615384615)","(14.0, 19.0, 18.102564102564102)","(61.0, 280.0, 182.5)","(6.5, 8.8, 8.4)"
07-12-2022 18:31:03.489915,"(9.0, 11.0, 10.066666666666666)","(4.0, 4.9, 4.705263157894737)","(2.35, 2.72, 2.7163636363636368)","(51.0, 90.0, 72.8125)","(4.4, 7.6, 7.2615384615384615)","(14.0, 19.0, 18.102564102564102)","(61.0, 280.0, 182.5)","(6.5, 8.8, 8.4)"
07-12-2022 18:31:05.526665,"(9.0, 11.0, 10.375)","(4.0, 4.8, 4.755)","(2.35, 2.72, 2.705)","(51.0, 90.0, 72.8125)","(4.4, 7.6, 7.405405405405405)","(14.0, 19.0, 18.102564102564102)","(61.0, 280.0, 96.5625)","(6.5, 8.8, 8.4)"
07-12-2022 18:31:07.173696,"(9.0, 10.5, 9.853125)","(4.0, 4.8, 4.760869565217391)","(2.35, 2.72, 2.702857142857143)","(51.0, 90.0, 72.8125)","(4.4, 7.6, 7.32)","(14.0, 19.0, 18.102564102564102)","(61.0, 270.0, 96.5625)","(6.5, 8.8, 8.4)"
07-12-2022 18:31:09.002966,"(9.0, 10.5, 9.7125)","(4.0, 4.8, 4.6909090909090905)","(2.35, 2.72, 2.712)","(51.0, 90.0, 72.8125)","(4.4, 7.6, 7.795959595959596)","(14.0, 19.0, 18.102564102564102)","(61.0, 270.0, 95.88235294117646)","(6.5, 8.8, 8.4)"
07-12-2022 18:31:10.750297,"(9.0, 10.5, 9.678260869565218)","(4.0, 4.8, 4.6909090909090905)","(2.35, 2.72, 2.6766666666666667)","(51.0, 90.0, 72.8125)","(4.8, 7.8, 7.885714285714285)","(14.0, 19.0, 18.102564102564102)","(61.0, 270.0, 95.88235294117646)","(6.5, 8.8, 8.466666666666667)"
07-12-2022 18:31:12.209120,"(9.0, 10.5, 9.678260869565218)","(4.0, 4.8, 4.6909090909090905)","(2.35, 2.68, 2.6885714285714286)","(51.0, 90.0, 72.8125)","(4.8, 8.0, 7.885714285714285)","(14.0, 19.0, 18.102564102564102)","(61.0, 270.0, 95.3125)","(6.5, 8.8, 8.466666666666667)"
07-12-2022 18:31:13.601903,"(9.0, 10.5, 9.678260869565218)","(4.0, 4.8, 4.6909090909090905)","(2.35, 2.7, 2.6933333333333334)","(51.0, 90.0, 72.8125)","(4.8, 8.0, 7.885714285714285)","(14.0, 19.0, 18.102564102564102)","(61.0, 250.0, 95.3125)","(6.5, 8.8, 8.466666666666667)"
07-12-2022 18:31:15.099705,"(9.0, 10.5, 9.688524590163935)","(4.0, 4.8, 4.733333333333333)","(2.35, 2.7, 2.6933333333333334)","(51.0, 90.0, 72.8125)","(4.8, 8.0, 8.188118811881187)","(14.0, 19.0, 18.102564102564102)","(61.0, 250.0, 95.3125)","(6.5, 8.8, 8.466666666666667)"
07-12-2022 18:31:16.595724,"(9.0, 10.5, 9.847457627118645)","(4.0, 4.8, 4.7)","(2.3, 2.7, 2.6933333333333334)","(51.0, 90.0, 72.8125)","(4.8, 8.2, 8.180582524271845)","(14.0, 19.0, 18.102564102564102)","(61.0, 250.0, 101.11111111111111)","(6.5, 8.8, 8.466666666666667)"
07-12-2022 18:31:18.158266,"(9.0, 10.5, 9.847457627118645)","(4.0, 4.8, 4.68)","(2.3, 2.7, 2.6933333333333334)","(51.0, 90.0, 72.8125)","(4.8, 8.2, 8.18019801980198)","(14.0, 19.0, 18.102564102564102)","(61.0, 230.0, 94.66666666666667)","(6.5, 8.8, 8.466666666666667)"
07-12-2022 18:31:19.720844,"(8.5, 10.5, 8.817391304347828)","(4.0, 4.8, 5.030769230769231)","(2.3, 2.7, 2.7557894736842106)","(51.0, 90.0, 73.33333333333333)","(4.8, 8.2, 6.909090909090909)","(14.0, 19.0, 15.017241379310345)","(61.0, 230.0, 147.5)","(6.5, 8.8, 9.025)"
07-12-2022 18:31:21.185336,"(8.5, 9.0, 8.817391304347828)","(4.0, 5.1, 5.030769230769231)","(2.3, 2.76, 2.813333333333333)","(51.0, 90.0, 80.0)","(4.8, 7.0, 6.933333333333334)","(14.0, 16.0, 15.036697247706423)","(61.0, 210.0, 124.77272727272728)","(6.5, 9.2, 9.03076923076923)"
07-12-2022 18:31:22.888598,"(8.5, 9.0, 9.15294117647059)","(4.0, 5.2, 4.95)","(2.3, 2.84, 2.7800000000000002)","(51.0, 90.0, 92.0)","(4.8, 7.0, 6.79047619047619)","(14.0, 16.0, 15.138461538461538)","(61.0, 210.0, 124.77272727272728)","(6.5, 9.4, 8.685714285714287)"
07-12-2022 18:31:24.349583,"(8.5, 9.4, 9.5)","(4.0, 5.2, 4.956756756756757)","(2.3, 2.86, 2.83)","(51.0, 110.0, 98.15789473684211)","(4.8, 6.8, 6.514285714285714)","(14.0, 16.0, 15.08433734939759)","(61.0, 210.0, 115.26315789473685)","(6.5, 9.4, 8.622222222222222)"
07-12-2022 18:31:25.764165,"(8.5, 9.6, 9.416666666666668)","(4.0, 5.2, 5.103703703703704)","(2.3, 2.86, 2.84)","(51.0, 100.0, 98.15789473684211)","(5.0, 6.8, 6.333333333333333)","(14.0, 16.0, 15.08433734939759)","(61.0, 210.0, 102.1875)","(6.5, 9.4, 8.697560975609756)"
