,Visualise Me,Magic Miss,Lucky Jock,Pole Inspector,You May Annie,Ha Ha Lucky,November,Grovely Flyer
10,"[datetime.datetime(2022, 11, 27, 20, 32, 58, 479341), 3.1, 3.35]","[datetime.datetime(2022, 11, 27, 20, 32, 58, 479341), 9.0, 17.0]","[datetime.datetime(2022, 11, 27, 20, 32, 58, 479341), 11.0, 11.0]","[datetime.datetime(2022, 11, 27, 20, 32, 58, 479341), 12.0, 16.5]","[datetime.datetime(2022, 11, 27, 20, 32, 58, 479341), 21.0, 40.0]","[datetime.datetime(2022, 11, 27, 20, 32, 58, 479341), 3.4, 5.0]","[datetime.datetime(2022, 11, 27, 20, 32, 58, 479341), 3.0, 5.4]","[datetime.datetime(2022, 11, 27, 20, 32, 58, 479341), 41.0, 150.0]"
11,"[datetime.datetime(2022, 11, 27, 20, 32, 59, 624664), 3.1, 3.35]","[datetime.datetime(2022, 11, 27, 20, 32, 59, 624664), 9.0, 17.0]","[datetime.datetime(2022, 11, 27, 20, 32, 59, 624664), 11.0, 11.0]","[datetime.datetime(2022, 11, 27, 20, 32, 59, 624664), 12.0, 16.5]","[datetime.datetime(2022, 11, 27, 20, 32, 59, 624664), 21.0, 36.0]","[datetime.datetime(2022, 11, 27, 20, 32, 59, 624664), 3.4, 5.0]","[datetime.datetime(2022, 11, 27, 20, 32, 59, 624664), 3.0, 5.4]","[datetime.datetime(2022, 11, 27, 20, 32, 59, 624664), 41.0, 150.0]"
12,"[datetime.datetime(2022, 11, 27, 20, 33, 0, 768617), 3.1, 3.35]","[datetime.datetime(2022, 11, 27, 20, 33, 0, 768617), 9.0, 17.0]","[datetime.datetime(2022, 11, 27, 20, 33, 0, 768617), 11.0, 11.0]","[datetime.datetime(2022, 11, 27, 20, 33, 0, 768617), 12.0, 16.5]","[datetime.datetime(2022, 11, 27, 20, 33, 0, 768617), 21.0, 36.0]","[datetime.datetime(2022, 11, 27, 20, 33, 0, 768617), 3.4, 5.0]","[datetime.datetime(2022, 11, 27, 20, 33, 0, 768617), 3.0, 5.4]","[datetime.datetime(2022, 11, 27, 20, 33, 0, 768617), 41.0, 150.0]"
13,"[datetime.datetime(2022, 11, 27, 20, 33, 1, 903584), 3.1, 3.35]","[datetime.datetime(2022, 11, 27, 20, 33, 1, 903584), 9.0, 17.0]","[datetime.datetime(2022, 11, 27, 20, 33, 1, 903584), 11.0, 11.0]","[datetime.datetime(2022, 11, 27, 20, 33, 1, 903584), 12.0, 16.5]","[datetime.datetime(2022, 11, 27, 20, 33, 1, 903584), 21.0, 34.0]","[datetime.datetime(2022, 11, 27, 20, 33, 1, 903584), 3.4, 5.0]","[datetime.datetime(2022, 11, 27, 20, 33, 1, 903584), 3.0, 5.4]","[datetime.datetime(2022, 11, 27, 20, 33, 1, 903584), 41.0, 150.0]"
14,"[datetime.datetime(2022, 11, 27, 20, 33, 3, 46660), 3.1, 3.35]","[datetime.datetime(2022, 11, 27, 20, 33, 3, 46660), 9.0, 17.0]","[datetime.datetime(2022, 11, 27, 20, 33, 3, 46660), 11.0, 11.0]","[datetime.datetime(2022, 11, 27, 20, 33, 3, 46660), 12.0, 16.5]","[datetime.datetime(2022, 11, 27, 20, 33, 3, 46660), 21.0, 34.0]","[datetime.datetime(2022, 11, 27, 20, 33, 3, 46660), 3.4, 5.0]","[datetime.datetime(2022, 11, 27, 20, 33, 3, 46660), 3.0, 5.4]","[datetime.datetime(2022, 11, 27, 20, 33, 3, 46660), 41.0, 150.0]"
15,"[datetime.datetime(2022, 11, 27, 20, 33, 4, 188311), 3.1, 3.35]","[datetime.datetime(2022, 11, 27, 20, 33, 4, 188311), 9.0, 17.0]","[datetime.datetime(2022, 11, 27, 20, 33, 4, 188311), 11.0, 11.0]","[datetime.datetime(2022, 11, 27, 20, 33, 4, 188311), 12.0, 16.5]","[datetime.datetime(2022, 11, 27, 20, 33, 4, 188311), 21.0, 34.0]","[datetime.datetime(2022, 11, 27, 20, 33, 4, 188311), 3.4, 5.0]","[datetime.datetime(2022, 11, 27, 20, 33, 4, 188311), 3.0, 5.3]","[datetime.datetime(2022, 11, 27, 20, 33, 4, 188311), 41.0, 150.0]"
16,"[datetime.datetime(2022, 11, 27, 20, 33, 5, 322829), 3.1, 3.35]","[datetime.datetime(2022, 11, 27, 20, 33, 5, 322829), 9.0, 17.5]","[datetime.datetime(2022, 11, 27, 20, 33, 5, 322829), 11.0, 11.0]","[datetime.datetime(2022, 11, 27, 20, 33, 5, 322829), 12.0, 16.5]","[datetime.datetime(2022, 11, 27, 20, 33, 5, 322829), 21.0, 34.0]","[datetime.datetime(2022, 11, 27, 20, 33, 5, 322829), 3.4, 5.0]","[datetime.datetime(2022, 11, 27, 20, 33, 5, 322829), 3.0, 5.3]","[datetime.datetime(2022, 11, 27, 20, 33, 5, 322829), 41.0, 150.0]"
17,"[datetime.datetime(2022, 11, 27, 20, 33, 6, 478080), 3.1, 3.35]","[datetime.datetime(2022, 11, 27, 20, 33, 6, 478080), 9.0, 17.5]","[datetime.datetime(2022, 11, 27, 20, 33, 6, 478080), 11.0, 11.0]","[datetime.datetime(2022, 11, 27, 20, 33, 6, 478080), 12.0, 16.5]","[datetime.datetime(2022, 11, 27, 20, 33, 6, 478080), 21.0, 32.0]","[datetime.datetime(2022, 11, 27, 20, 33, 6, 478080), 3.4, 5.0]","[datetime.datetime(2022, 11, 27, 20, 33, 6, 478080), 3.0, 5.3]","[datetime.datetime(2022, 11, 27, 20, 33, 6, 478080), 41.0, 150.0]"
18,"[datetime.datetime(2022, 11, 27, 20, 33, 7, 620708), 3.1, 3.35]","[datetime.datetime(2022, 11, 27, 20, 33, 7, 620708), 9.0, 17.5]","[datetime.datetime(2022, 11, 27, 20, 33, 7, 620708), 11.0, 11.0]","[datetime.datetime(2022, 11, 27, 20, 33, 7, 620708), 12.0, 16.5]","[datetime.datetime(2022, 11, 27, 20, 33, 7, 620708), 21.0, 32.0]","[datetime.datetime(2022, 11, 27, 20, 33, 7, 620708), 3.4, 5.0]","[datetime.datetime(2022, 11, 27, 20, 33, 7, 621708), 3.0, 4.9]","[datetime.datetime(2022, 11, 27, 20, 33, 7, 621708), 41.0, 150.0]"
19,"[datetime.datetime(2022, 11, 27, 20, 33, 8, 771773), 3.1, 3.35]","[datetime.datetime(2022, 11, 27, 20, 33, 8, 771773), 9.0, 17.5]","[datetime.datetime(2022, 11, 27, 20, 33, 8, 771773), 11.0, 11.0]","[datetime.datetime(2022, 11, 27, 20, 33, 8, 771773), 12.0, 16.5]","[datetime.datetime(2022, 11, 27, 20, 33, 8, 771773), 21.0, 32.0]","[datetime.datetime(2022, 11, 27, 20, 33, 8, 771773), 3.4, 5.0]","[datetime.datetime(2022, 11, 27, 20, 33, 8, 771773), 3.0, 4.9]","[datetime.datetime(2022, 11, 27, 20, 33, 8, 771773), 41.0, 150.0]"
20,"[datetime.datetime(2022, 11, 27, 20, 33, 9, 919889), 3.1, 3.35]","[datetime.datetime(2022, 11, 27, 20, 33, 9, 919889), 9.0, 17.5]","[datetime.datetime(2022, 11, 27, 20, 33, 9, 919889), 11.0, 11.0]","[datetime.datetime(2022, 11, 27, 20, 33, 9, 919889), 12.0, 16.5]","[datetime.datetime(2022, 11, 27, 20, 33, 9, 919889), 21.0, 30.0]","[datetime.datetime(2022, 11, 27, 20, 33, 9, 919889), 3.4, 5.0]","[datetime.datetime(2022, 11, 27, 20, 33, 9, 919889), 3.0, 4.9]","[datetime.datetime(2022, 11, 27, 20, 33, 9, 919889), 41.0, 150.0]"
21,"[datetime.datetime(2022, 11, 27, 20, 33, 11, 114871), 3.1, 3.35]","[datetime.datetime(2022, 11, 27, 20, 33, 11, 114871), 9.0, 17.5]","[datetime.datetime(2022, 11, 27, 20, 33, 11, 114871), 11.0, 11.0]","[datetime.datetime(2022, 11, 27, 20, 33, 11, 114871), 12.0, 16.0]","[datetime.datetime(2022, 11, 27, 20, 33, 11, 114871), 21.0, 30.0]","[datetime.datetime(2022, 11, 27, 20, 33, 11, 114871), 3.4, 5.0]","[datetime.datetime(2022, 11, 27, 20, 33, 11, 114871), 3.0, 4.9]","[datetime.datetime(2022, 11, 27, 20, 33, 11, 114871), 41.0, 150.0]"
22,"[datetime.datetime(2022, 11, 27, 20, 33, 12, 259182), 3.1, 3.35]","[datetime.datetime(2022, 11, 27, 20, 33, 12, 259182), 9.0, 17.5]","[datetime.datetime(2022, 11, 27, 20, 33, 12, 259182), 11.0, 11.0]","[datetime.datetime(2022, 11, 27, 20, 33, 12, 259182), 12.0, 16.5]","[datetime.datetime(2022, 11, 27, 20, 33, 12, 259182), 21.0, 30.0]","[datetime.datetime(2022, 11, 27, 20, 33, 12, 259182), 3.4, 5.0]","[datetime.datetime(2022, 11, 27, 20, 33, 12, 259182), 3.0, 5.3]","[datetime.datetime(2022, 11, 27, 20, 33, 12, 259182), 41.0, 150.0]"
23,"[datetime.datetime(2022, 11, 27, 20, 33, 13, 410718), 3.1, 3.35]","[datetime.datetime(2022, 11, 27, 20, 33, 13, 410718), 9.0, 17.5]","[datetime.datetime(2022, 11, 27, 20, 33, 13, 410718), 11.0, 11.0]","[datetime.datetime(2022, 11, 27, 20, 33, 13, 410718), 12.0, 16.5]","[datetime.datetime(2022, 11, 27, 20, 33, 13, 410718), 21.0, 30.0]","[datetime.datetime(2022, 11, 27, 20, 33, 13, 410718), 3.4, 5.0]","[datetime.datetime(2022, 11, 27, 20, 33, 13, 410718), 3.0, 5.2]","[datetime.datetime(2022, 11, 27, 20, 33, 13, 410718), 41.0, 150.0]"
24,"[datetime.datetime(2022, 11, 27, 20, 33, 14, 554626), 3.1, 3.35]","[datetime.datetime(2022, 11, 27, 20, 33, 14, 554626), 9.0, 17.5]","[datetime.datetime(2022, 11, 27, 20, 33, 14, 554626), 11.0, 11.0]","[datetime.datetime(2022, 11, 27, 20, 33, 14, 554626), 12.0, 16.5]","[datetime.datetime(2022, 11, 27, 20, 33, 14, 554626), 21.0, 30.0]","[datetime.datetime(2022, 11, 27, 20, 33, 14, 554626), 3.4, 5.0]","[datetime.datetime(2022, 11, 27, 20, 33, 14, 554626), 3.0, 5.2]","[datetime.datetime(2022, 11, 27, 20, 33, 14, 554626), 41.0, 150.0]"
25,"[datetime.datetime(2022, 11, 27, 20, 33, 15, 824675), 3.1, 3.35]","[datetime.datetime(2022, 11, 27, 20, 33, 15, 824675), 9.0, 17.5]","[datetime.datetime(2022, 11, 27, 20, 33, 15, 824675), 11.0, 11.0]","[datetime.datetime(2022, 11, 27, 20, 33, 15, 824675), 12.0, 16.5]","[datetime.datetime(2022, 11, 27, 20, 33, 15, 824675), 21.0, 30.0]","[datetime.datetime(2022, 11, 27, 20, 33, 15, 824675), 3.4, 5.0]","[datetime.datetime(2022, 11, 27, 20, 33, 15, 824675), 3.0, 5.2]","[datetime.datetime(2022, 11, 27, 20, 33, 15, 824675), 41.0, 150.0]"
26,"[datetime.datetime(2022, 11, 27, 20, 33, 17, 128628), 3.1, 3.35]","[datetime.datetime(2022, 11, 27, 20, 33, 17, 128628), 9.0, 17.5]","[datetime.datetime(2022, 11, 27, 20, 33, 17, 128628), 11.0, 11.0]","[datetime.datetime(2022, 11, 27, 20, 33, 17, 128628), 12.0, 16.5]","[datetime.datetime(2022, 11, 27, 20, 33, 17, 128628), 21.0, 30.0]","[datetime.datetime(2022, 11, 27, 20, 33, 17, 128628), 3.4, 5.0]","[datetime.datetime(2022, 11, 27, 20, 33, 17, 128628), 3.0, 5.2]","[datetime.datetime(2022, 11, 27, 20, 33, 17, 128628), 41.0, 150.0]"
27,"[datetime.datetime(2022, 11, 27, 20, 33, 18, 297920), 3.1, 3.35]","[datetime.datetime(2022, 11, 27, 20, 33, 18, 297920), 9.0, 17.5]","[datetime.datetime(2022, 11, 27, 20, 33, 18, 297920), 11.0, 11.0]","[datetime.datetime(2022, 11, 27, 20, 33, 18, 297920), 12.0, 16.5]","[datetime.datetime(2022, 11, 27, 20, 33, 18, 297920), 21.0, 30.0]","[datetime.datetime(2022, 11, 27, 20, 33, 18, 297920), 3.4, 5.0]","[datetime.datetime(2022, 11, 27, 20, 33, 18, 297920), 3.0, 5.2]","[datetime.datetime(2022, 11, 27, 20, 33, 18, 297920), 41.0, 150.0]"
28,"[datetime.datetime(2022, 11, 27, 20, 33, 19, 438320), 3.1, 3.35]","[datetime.datetime(2022, 11, 27, 20, 33, 19, 438320), 9.0, 17.5]","[datetime.datetime(2022, 11, 27, 20, 33, 19, 438320), 11.0, 11.0]","[datetime.datetime(2022, 11, 27, 20, 33, 19, 438320), 12.0, 16.5]","[datetime.datetime(2022, 11, 27, 20, 33, 19, 438320), 21.0, 30.0]","[datetime.datetime(2022, 11, 27, 20, 33, 19, 438320), 3.4, 5.0]","[datetime.datetime(2022, 11, 27, 20, 33, 19, 438320), 3.0, 5.2]","[datetime.datetime(2022, 11, 27, 20, 33, 19, 438320), 41.0, 150.0]"
29,"[datetime.datetime(2022, 11, 27, 20, 33, 20, 564714), 3.1, 3.35]","[datetime.datetime(2022, 11, 27, 20, 33, 20, 564714), 9.0, 17.5]","[datetime.datetime(2022, 11, 27, 20, 33, 20, 564714), 11.0, 11.0]","[datetime.datetime(2022, 11, 27, 20, 33, 20, 564714), 12.0, 16.5]","[datetime.datetime(2022, 11, 27, 20, 33, 20, 564714), 21.0, 30.0]","[datetime.datetime(2022, 11, 27, 20, 33, 20, 564714), 3.4, 5.0]","[datetime.datetime(2022, 11, 27, 20, 33, 20, 564714), 3.0, 5.2]","[datetime.datetime(2022, 11, 27, 20, 33, 20, 564714), 41.0, 150.0]"
30,"[datetime.datetime(2022, 11, 27, 20, 33, 21, 697407), 3.1, 3.35]","[datetime.datetime(2022, 11, 27, 20, 33, 21, 697407), 9.0, 17.5]","[datetime.datetime(2022, 11, 27, 20, 33, 21, 697407), 11.0, 11.0]","[datetime.datetime(2022, 11, 27, 20, 33, 21, 697407), 12.0, 16.5]","[datetime.datetime(2022, 11, 27, 20, 33, 21, 697407), 21.0, 30.0]","[datetime.datetime(2022, 11, 27, 20, 33, 21, 697407), 3.4, 5.0]","[datetime.datetime(2022, 11, 27, 20, 33, 21, 697407), 3.0, 5.2]","[datetime.datetime(2022, 11, 27, 20, 33, 21, 697407), 41.0, 150.0]"
31,"[datetime.datetime(2022, 11, 27, 20, 33, 22, 821606), 3.1, 3.35]","[datetime.datetime(2022, 11, 27, 20, 33, 22, 821606), 9.0, 17.5]","[datetime.datetime(2022, 11, 27, 20, 33, 22, 821606), 11.0, 11.0]","[datetime.datetime(2022, 11, 27, 20, 33, 22, 821606), 12.0, 16.5]","[datetime.datetime(2022, 11, 27, 20, 33, 22, 821606), 21.0, 30.0]","[datetime.datetime(2022, 11, 27, 20, 33, 22, 821606), 3.4, 5.0]","[datetime.datetime(2022, 11, 27, 20, 33, 22, 821606), 3.0, 5.2]","[datetime.datetime(2022, 11, 27, 20, 33, 22, 821606), 41.0, 150.0]"
32,"[datetime.datetime(2022, 11, 27, 20, 33, 23, 958772), 3.1, 3.35]","[datetime.datetime(2022, 11, 27, 20, 33, 23, 958772), 9.0, 17.5]","[datetime.datetime(2022, 11, 27, 20, 33, 23, 958772), 11.0, 11.0]","[datetime.datetime(2022, 11, 27, 20, 33, 23, 958772), 12.0, 16.5]","[datetime.datetime(2022, 11, 27, 20, 33, 23, 958772), 21.0, 30.0]","[datetime.datetime(2022, 11, 27, 20, 33, 23, 958772), 3.4, 5.0]","[datetime.datetime(2022, 11, 27, 20, 33, 23, 958772), 3.0, 5.2]","[datetime.datetime(2022, 11, 27, 20, 33, 23, 958772), 41.0, 150.0]"
33,"[datetime.datetime(2022, 11, 27, 20, 33, 25, 106637), 3.1, 3.35]","[datetime.datetime(2022, 11, 27, 20, 33, 25, 106637), 9.0, 17.5]","[datetime.datetime(2022, 11, 27, 20, 33, 25, 106637), 11.0, 11.0]","[datetime.datetime(2022, 11, 27, 20, 33, 25, 106637), 12.0, 16.5]","[datetime.datetime(2022, 11, 27, 20, 33, 25, 106637), 21.0, 30.0]","[datetime.datetime(2022, 11, 27, 20, 33, 25, 106637), 3.4, 5.0]","[datetime.datetime(2022, 11, 27, 20, 33, 25, 106637), 3.0, 5.2]","[datetime.datetime(2022, 11, 27, 20, 33, 25, 106637), 41.0, 150.0]"
34,"[datetime.datetime(2022, 11, 27, 20, 33, 26, 267444), 3.1, 3.35]","[datetime.datetime(2022, 11, 27, 20, 33, 26, 267444), 9.0, 17.5]","[datetime.datetime(2022, 11, 27, 20, 33, 26, 267444), 11.0, 11.0]","[datetime.datetime(2022, 11, 27, 20, 33, 26, 267444), 12.0, 16.5]","[datetime.datetime(2022, 11, 27, 20, 33, 26, 267444), 21.0, 30.0]","[datetime.datetime(2022, 11, 27, 20, 33, 26, 267444), 3.4, 5.0]","[datetime.datetime(2022, 11, 27, 20, 33, 26, 267444), 3.0, 5.2]","[datetime.datetime(2022, 11, 27, 20, 33, 26, 267444), 41.0, 150.0]"
35,"[datetime.datetime(2022, 11, 27, 20, 33, 27, 449326), 3.1, 3.35]","[datetime.datetime(2022, 11, 27, 20, 33, 27, 449326), 9.0, 17.5]","[datetime.datetime(2022, 11, 27, 20, 33, 27, 449326), 11.0, 11.0]","[datetime.datetime(2022, 11, 27, 20, 33, 27, 449326), 12.0, 16.5]","[datetime.datetime(2022, 11, 27, 20, 33, 27, 449326), 21.0, 30.0]","[datetime.datetime(2022, 11, 27, 20, 33, 27, 449326), 3.4, 5.0]","[datetime.datetime(2022, 11, 27, 20, 33, 27, 449326), 3.0, 5.2]","[datetime.datetime(2022, 11, 27, 20, 33, 27, 449326), 41.0, 150.0]"
36,"[datetime.datetime(2022, 11, 27, 20, 33, 28, 573390), 3.1, 3.35]","[datetime.datetime(2022, 11, 27, 20, 33, 28, 573390), 9.0, 17.5]","[datetime.datetime(2022, 11, 27, 20, 33, 28, 573390), 11.0, 11.0]","[datetime.datetime(2022, 11, 27, 20, 33, 28, 573390), 12.0, 16.5]","[datetime.datetime(2022, 11, 27, 20, 33, 28, 573390), 21.0, 30.0]","[datetime.datetime(2022, 11, 27, 20, 33, 28, 573390), 3.4, 5.0]","[datetime.datetime(2022, 11, 27, 20, 33, 28, 573390), 3.0, 5.2]","[datetime.datetime(2022, 11, 27, 20, 33, 28, 573390), 41.0, 150.0]"
37,"[datetime.datetime(2022, 11, 27, 20, 33, 29, 711788), 3.1, 3.35]","[datetime.datetime(2022, 11, 27, 20, 33, 29, 711788), 9.0, 17.5]","[datetime.datetime(2022, 11, 27, 20, 33, 29, 711788), 11.0, 11.0]","[datetime.datetime(2022, 11, 27, 20, 33, 29, 711788), 12.0, 16.5]","[datetime.datetime(2022, 11, 27, 20, 33, 29, 711788), 21.0, 30.0]","[datetime.datetime(2022, 11, 27, 20, 33, 29, 711788), 3.4, 5.0]","[datetime.datetime(2022, 11, 27, 20, 33, 29, 711788), 3.0, 5.2]","[datetime.datetime(2022, 11, 27, 20, 33, 29, 711788), 41.0, 150.0]"
38,"[datetime.datetime(2022, 11, 27, 20, 33, 30, 838438), 3.1, 3.35]","[datetime.datetime(2022, 11, 27, 20, 33, 30, 838438), 9.0, 17.5]","[datetime.datetime(2022, 11, 27, 20, 33, 30, 838438), 11.0, 11.0]","[datetime.datetime(2022, 11, 27, 20, 33, 30, 838438), 12.0, 16.5]","[datetime.datetime(2022, 11, 27, 20, 33, 30, 838438), 21.0, 30.0]","[datetime.datetime(2022, 11, 27, 20, 33, 30, 838438), 3.4, 5.0]","[datetime.datetime(2022, 11, 27, 20, 33, 30, 838438), 3.0, 5.2]","[datetime.datetime(2022, 11, 27, 20, 33, 30, 838438), 41.0, 150.0]"
39,"[datetime.datetime(2022, 11, 27, 20, 33, 32, 199), 3.1, 3.35]","[datetime.datetime(2022, 11, 27, 20, 33, 32, 199), 9.0, 17.5]","[datetime.datetime(2022, 11, 27, 20, 33, 32, 199), 11.0, 11.0]","[datetime.datetime(2022, 11, 27, 20, 33, 32, 199), 12.0, 16.5]","[datetime.datetime(2022, 11, 27, 20, 33, 32, 199), 21.0, 30.0]","[datetime.datetime(2022, 11, 27, 20, 33, 32, 199), 3.4, 5.0]","[datetime.datetime(2022, 11, 27, 20, 33, 32, 199), 3.0, 5.2]","[datetime.datetime(2022, 11, 27, 20, 33, 32, 199), 41.0, 150.0]"
