,Fiorucci Mama,Universal Playboy,Invisible String,Kelvinater,Hang Glider,Playthatfunkymusic,Indie Ruler,Mia Gusto,Deetea
07-01-2023 15:45:35.326185,"(4.2, 4.9, 4.8558558558558556)","(7.5, 8.8, 8.66875)","(5.0, 5.4, 5.347794117647059)","(9.0, 12.0, 11.991228070175438)","(13.0, 17.0, 15.6875)","(16.0, 20.0, 19.57894736842105)","(51.0, 70.0, 65.35714285714286)","(5.5, 6.2, 6.016666666666667)","(8.0, 8.6, 8.543396226415094)"
07-01-2023 15:45:36.471807,"(4.2, 4.9, 4.863157894736842)","(7.5, 8.8, 8.66875)","(5.0, 5.4, 5.353278688524591)","(9.0, 12.0, 12.041666666666666)","(13.0, 17.0, 15.6875)","(16.0, 20.0, 19.333333333333332)","(51.0, 75.0, 66.25)","(5.5, 6.2, 6.0200000000000005)","(8.0, 8.6, 8.547058823529412)"
07-01-2023 15:45:37.665145,"(4.2, 4.8, 4.741147132169576)","(7.5, 8.8, 8.68)","(5.0, 5.4, 5.35546875)","(9.0, 12.5, 12.32716049382716)","(13.0, 17.0, 16.5)","(16.0, 20.0, 19.548076923076923)","(51.0, 70.0, 66.25)","(5.5, 6.2, 6.015483870967742)","(7.5, 8.6, 8.57)"
07-01-2023 15:45:38.788400,"(4.2, 4.8, 4.739192399049881)","(7.5, 8.8, 8.678260869565218)","(5.0, 5.4, 5.337362637362637)","(9.0, 12.5, 12.146341463414634)","(13.0, 17.0, 16.5)","(16.0, 20.0, 19.510416666666668)","(51.0, 70.0, 65.37037037037037)","(5.5, 6.2, 6.0055555555555555)","(7.5, 8.6, 8.458510638297872)"
07-01-2023 15:45:39.945797,"(4.2, 4.8, 4.734526854219949)","(7.5, 8.8, 8.695)","(5.0, 5.4, 5.337362637362637)","(9.0, 12.5, 12.146341463414634)","(13.0, 17.0, 16.5)","(16.0, 20.0, 19.51063829787234)","(51.0, 75.0, 66.25)","(5.5, 6.2, 5.961904761904762)","(7.5, 8.6, 8.458510638297872)"
07-01-2023 15:45:40.995974,"(4.2, 4.8, 4.717258883248731)","(7.5, 8.8, 8.695)","(5.0, 5.4, 5.337362637362637)","(9.0, 12.5, 11.86111111111111)","(13.0, 17.0, 16.5)","(16.0, 20.0, 19.51063829787234)","(51.0, 70.0, 66.875)","(5.5, 6.2, 5.963406940063091)","(7.5, 8.6, 8.46547619047619)"
07-01-2023 15:45:42.039499,"(4.2, 4.8, 4.715979381443299)","(7.5, 8.8, 8.708571428571428)","(5.0, 5.4, 5.358695652173913)","(9.0, 12.5, 11.925)","(13.0, 17.0, 16.5)","(16.0, 20.0, 19.51063829787234)","(51.0, 75.0, 66.875)","(5.5, 6.2, 6.008429118773947)","(7.5, 8.6, 8.46547619047619)"
07-01-2023 15:45:43.151883,"(4.2, 4.8, 4.7344262295081965)","(7.5, 8.8, 8.708571428571428)","(5.0, 5.4, 5.370552147239264)","(9.0, 12.5, 11.925)","(13.0, 17.0, 16.5)","(16.0, 20.0, 19.51063829787234)","(51.0, 75.0, 66.81818181818181)","(5.5, 6.2, 6.008429118773947)","(7.5, 8.6, 8.46547619047619)"
07-01-2023 15:45:44.224552,"(4.2, 4.8, 4.763821138211382)","(7.5, 8.8, 8.708571428571428)","(5.0, 5.4, 5.368627450980393)","(9.0, 12.5, 11.925)","(13.0, 17.0, 16.5)","(16.0, 20.0, 19.51063829787234)","(51.0, 75.0, 66.81818181818181)","(5.5, 6.2, 6.008429118773947)","(7.5, 8.6, 8.467415730337079)"
07-01-2023 15:45:45.283096,"(4.2, 4.8, 4.763821138211382)","(7.5, 8.8, 8.695)","(5.0, 5.4, 5.368627450980393)","(9.0, 12.5, 11.971264367816092)","(13.0, 17.0, 16.5)","(16.0, 20.0, 19.51063829787234)","(51.0, 75.0, 70.78125)","(5.5, 6.2, 6.008988764044944)","(7.5, 8.6, 8.468156424581005)"
07-01-2023 15:45:46.395632,"(4.2, 4.8, 4.764848484848485)","(7.5, 8.8, 8.695)","(5.0, 5.4, 5.3915254237288135)","(9.0, 12.5, 11.971264367816092)","(13.0, 17.0, 16.125)","(16.0, 20.0, 19.51063829787234)","(51.0, 75.0, 70.78125)","(5.5, 6.2, 6.008823529411765)","(7.5, 8.6, 8.468156424581005)"
07-01-2023 15:45:47.474896,"(4.2, 4.8, 4.764848484848485)","(7.5, 8.8, 8.695)","(5.0, 5.5, 5.4383928571428575)","(9.0, 12.5, 11.925)","(13.0, 17.0, 16.125)","(16.0, 20.0, 19.51063829787234)","(51.0, 75.0, 70.78125)","(5.5, 6.2, 5.984415584415585)","(7.5, 8.6, 8.468156424581005)"
07-01-2023 15:45:48.559888,"(4.2, 4.8, 4.763953488372093)","(7.5, 8.8, 8.657627118644069)","(5.0, 5.5, 5.44)","(9.0, 12.5, 11.925)","(13.0, 17.0, 16.125)","(16.0, 20.0, 19.51063829787234)","(51.0, 75.0, 70.78125)","(5.5, 6.0, 5.984782608695652)","(7.5, 8.6, 8.464367816091954)"
07-01-2023 15:45:49.719645,"(4.2, 4.8, 4.767021276595744)","(7.5, 8.8, 8.62127659574468)","(5.0, 5.5, 5.448421052631579)","(9.0, 12.5, 12.35)","(13.0, 17.0, 16.125)","(16.0, 20.0, 19.51063829787234)","(51.0, 75.0, 70.78125)","(5.5, 6.0, 5.984782608695652)","(7.5, 8.6, 8.530232558139534)"
07-01-2023 15:45:50.769158,"(4.2, 4.8, 4.767021276595744)","(7.5, 8.8, 8.62127659574468)","(5.0, 5.5, 5.448421052631579)","(9.0, 12.5, 12.172413793103448)","(13.0, 17.0, 16.125)","(16.0, 20.0, 19.51063829787234)","(51.0, 75.0, 70.78125)","(5.5, 6.0, 5.984782608695652)","(7.5, 8.6, 8.530232558139534)"
07-01-2023 15:45:51.856681,"(4.2, 4.8, 4.756338028169014)","(7.5, 8.6, 8.504761904761905)","(5.0, 5.6, 5.555299539170507)","(9.0, 12.0, 11.93939393939394)","(13.0, 17.0, 15.894736842105264)","(16.0, 20.0, 19.333333333333332)","(51.0, 75.0, 67.89473684210526)","(5.5, 6.0, 5.950314465408805)","(7.5, 8.6, 8.520430107526881)"
07-01-2023 15:45:52.973526,"(4.2, 4.8, 4.756338028169014)","(7.5, 8.6, 8.504761904761905)","(5.0, 5.6, 5.555299539170507)","(9.0, 12.0, 11.93939393939394)","(13.0, 17.0, 15.894736842105264)","(16.0, 20.0, 19.333333333333332)","(51.0, 75.0, 67.89473684210526)","(5.5, 6.0, 5.950314465408805)","(7.5, 8.6, 8.520430107526881)"
07-01-2023 15:45:54.196065,"(4.2, 4.8, 4.739024390243903)","(7.5, 8.6, 8.53103448275862)","(5.0, 5.6, 5.578899082568807)","(9.0, 12.5, 12.013513513513514)","(13.0, 17.0, 16.22222222222222)","(16.0, 20.0, 19.551020408163264)","(51.0, 75.0, 68.07692307692308)","(5.5, 6.0, 5.841726618705036)","(7.5, 8.6, 8.644444444444444)"
07-01-2023 15:45:55.343019,"(4.2, 4.8, 4.750657894736842)","(7.5, 8.6, 8.53103448275862)","(5.0, 5.6, 5.557142857142857)","(9.0, 12.5, 12.013513513513514)","(13.0, 17.0, 16.22222222222222)","(16.0, 20.0, 19.3015873015873)","(51.0, 75.0, 68.86363636363636)","(5.0, 5.9, 5.88936170212766)","(7.5, 8.8, 8.743243243243244)"
07-01-2023 15:45:56.468827,"(4.2, 4.8, 4.750657894736842)","(7.5, 8.6, 8.53103448275862)","(5.0, 5.6, 5.5558139534883715)","(9.0, 12.5, 11.894366197183098)","(13.0, 17.0, 16.22222222222222)","(16.0, 20.0, 19.3015873015873)","(51.0, 75.0, 68.86363636363636)","(5.0, 5.9, 5.88936170212766)","(7.5, 8.8, 8.73913043478261)"
07-01-2023 15:45:57.549069,"(4.2, 4.8, 4.748979591836735)","(7.5, 8.6, 8.53103448275862)","(5.0, 5.6, 5.5558139534883715)","(9.0, 12.5, 11.931034482758621)","(13.0, 17.0, 16.22222222222222)","(16.0, 20.0, 19.3015873015873)","(51.0, 75.0, 70.78125)","(5.0, 5.9, 5.85609756097561)","(7.5, 8.8, 8.742465753424659)"
07-01-2023 15:45:58.603594,"(4.2, 4.8, 4.760732984293194)","(7.5, 8.6, 8.505555555555556)","(5.0, 5.6, 5.556818181818182)","(9.0, 12.0, 11.867647058823529)","(13.0, 17.0, 16.0)","(16.0, 20.0, 19.3015873015873)","(51.0, 75.0, 70.78125)","(5.0, 5.9, 5.887654320987655)","(7.5, 8.8, 8.770967741935484)"
07-01-2023 15:45:59.632050,"(4.2, 4.8, 4.76643109540636)","(7.5, 8.6, 8.505555555555556)","(5.0, 5.7, 5.620833333333333)","(9.0, 12.0, 11.763157894736842)","(13.0, 17.0, 16.0)","(16.0, 20.0, 19.3015873015873)","(51.0, 75.0, 70.78125)","(5.0, 5.9, 5.906432748538012)","(7.5, 8.8, 8.772)"
07-01-2023 15:46:00.692800,"(4.2, 4.8, 4.705940594059406)","(7.5, 8.6, 8.505555555555556)","(5.0, 5.7, 5.628571428571428)","(9.0, 12.0, 11.685185185185185)","(13.0, 17.0, 16.0)","(16.0, 20.0, 19.25423728813559)","(51.0, 75.0, 70.78125)","(5.0, 6.0, 5.880681818181818)","(7.5, 8.8, 8.772)"
07-01-2023 15:46:01.764892,"(4.2, 4.8, 4.718840579710145)","(7.5, 8.6, 8.505555555555556)","(5.0, 5.7, 5.628571428571428)","(9.0, 12.0, 11.635135135135135)","(13.0, 17.0, 16.0)","(16.0, 20.0, 19.25423728813559)","(51.0, 75.0, 70.78125)","(5.0, 5.9, 5.875)","(7.5, 8.8, 8.73913043478261)"
07-01-2023 15:46:02.838714,"(4.2, 4.8, 4.751295336787565)","(7.5, 8.6, 8.505555555555556)","(5.0, 5.7, 5.644705882352941)","(9.0, 11.5, 11.423076923076923)","(13.0, 17.0, 16.176470588235293)","(16.0, 20.0, 19.3015873015873)","(51.0, 75.0, 70.9090909090909)","(5.0, 6.0, 5.873333333333333)","(7.5, 8.8, 8.714285714285715)"
07-01-2023 15:46:03.898895,"(4.2, 4.8, 4.72158273381295)","(7.5, 8.6, 8.523809523809524)","(5.0, 5.7, 5.651063829787234)","(9.0, 11.5, 11.423076923076923)","(13.0, 17.0, 16.176470588235293)","(16.0, 20.0, 19.3015873015873)","(51.0, 75.0, 70.9090909090909)","(5.0, 6.0, 5.873333333333333)","(7.5, 8.8, 8.714285714285715)"
07-01-2023 15:46:05.022992,"(4.2, 4.8, 4.72158273381295)","(7.5, 8.6, 8.523809523809524)","(5.0, 5.7, 5.651063829787234)","(9.0, 11.5, 11.423076923076923)","(13.0, 17.0, 16.176470588235293)","(16.0, 20.0, 19.3015873015873)","(51.0, 75.0, 70.9375)","(5.0, 6.0, 5.873333333333333)","(7.5, 8.8, 8.695652173913043)"
07-01-2023 15:46:06.096954,"(4.2, 4.8, 4.7198529411764705)","(7.5, 8.6, 8.523809523809524)","(5.0, 5.7, 5.651063829787234)","(9.0, 11.5, 11.352459016393443)","(13.0, 17.0, 16.48148148148148)","(16.0, 20.0, 19.3015873015873)","(51.0, 75.0, 70.9375)","(5.0, 6.0, 5.8933333333333335)","(7.5, 8.8, 8.717391304347826)"
07-01-2023 15:46:07.193401,"(4.2, 4.7, 4.689626556016598)","(7.5, 8.4, 8.354)","(5.0, 5.7, 5.658181818181818)","(9.0, 11.5, 11.328651685393258)","(13.0, 17.0, 16.22222222222222)","(16.0, 20.0, 19.3015873015873)","(51.0, 75.0, 71.06060606060606)","(5.0, 6.0, 5.895412844036698)","(7.5, 8.8, 8.738709677419354)"
07-01-2023 15:46:08.276501,"(4.2, 4.7, 4.696790123456791)","(7.5, 8.4, 8.369565217391305)","(5.0, 5.8, 5.764893617021277)","(9.0, 11.5, 11.325714285714286)","(13.0, 17.0, 16.176470588235293)","(16.0, 20.0, 19.3015873015873)","(51.0, 75.0, 71.06060606060606)","(5.0, 5.9, 5.909271523178808)","(7.5, 8.8, 8.733333333333334)"
07-01-2023 15:46:09.410185,"(4.2, 4.7, 4.696741854636592)","(7.5, 8.8, 8.455445544554456)","(5.0, 5.8, 5.754794520547946)","(9.0, 11.5, 11.325714285714286)","(13.0, 17.0, 16.176470588235293)","(16.0, 20.0, 19.3015873015873)","(51.0, 75.0, 71.06060606060606)","(5.0, 6.0, 5.85)","(7.5, 8.8, 8.732142857142858)"
07-01-2023 15:46:10.513563,"(4.2, 4.7, 4.696741854636592)","(7.5, 8.8, 8.418978102189781)","(5.0, 5.8, 5.754794520547946)","(9.0, 11.5, 11.325714285714286)","(13.0, 17.0, 16.176470588235293)","(16.0, 20.0, 19.3015873015873)","(51.0, 75.0, 71.06060606060606)","(5.0, 5.9, 5.797857142857143)","(7.5, 8.8, 8.713636363636365)"
07-01-2023 15:46:11.685292,"(4.2, 4.7, 4.753479125248509)","(7.5, 8.8, 8.532394366197183)","(5.0, 5.8, 5.754237288135593)","(9.0, 11.5, 11.280193236714975)","(13.0, 17.0, 16.25)","(16.0, 20.0, 19.181818181818183)","(51.0, 75.0, 71.06060606060606)","(5.0, 5.8, 5.883225806451613)","(7.5, 8.8, 8.783870967741937)"
07-01-2023 15:46:12.853930,"(4.2, 4.8, 4.751351351351351)","(7.5, 8.6, 8.532394366197183)","(5.0, 5.8, 5.665625)","(9.0, 11.5, 11.288177339901479)","(13.0, 17.0, 16.176470588235293)","(16.0, 20.0, 19.1)","(51.0, 75.0, 71.17647058823529)","(5.0, 5.9, 5.838095238095238)","(7.5, 8.8, 8.846902654867257)"
07-01-2023 15:46:14.007625,"(4.2, 4.8, 4.710112359550562)","(7.5, 8.6, 8.415384615384616)","(5.0, 5.7, 5.6525)","(9.0, 11.5, 11.288177339901479)","(13.0, 17.0, 17.666666666666668)","(16.0, 20.0, 19.224137931034484)","(51.0, 75.0, 71.17647058823529)","(5.0, 5.9, 5.824242424242424)","(7.5, 9.0, 8.846902654867257)"
07-01-2023 15:46:15.155784,"(4.2, 4.8, 4.731386861313869)","(7.5, 8.6, 8.415384615384616)","(5.0, 5.7, 5.669354838709677)","(9.0, 11.5, 11.288177339901479)","(13.0, 18.0, 17.666666666666668)","(16.0, 20.0, 19.224137931034484)","(51.0, 75.0, 71.17647058823529)","(5.0, 5.9, 5.824242424242424)","(7.5, 9.0, 8.88310810810811)"
07-01-2023 15:46:16.262074,"(4.2, 4.7, 4.696021220159151)","(7.5, 8.6, 8.415384615384616)","(5.0, 5.7, 5.638738738738739)","(9.0, 11.5, 11.288177339901479)","(13.0, 18.0, 17.666666666666668)","(16.0, 20.0, 19.224137931034484)","(51.0, 75.0, 71.17647058823529)","(5.0, 5.9, 5.824242424242424)","(7.5, 9.0, 8.879020979020979)"
07-01-2023 15:46:17.322770,"(4.2, 4.7, 4.697183098591549)","(7.5, 8.6, 8.415384615384616)","(5.0, 5.7, 5.632673267326733)","(9.0, 11.5, 11.26984126984127)","(13.0, 18.0, 17.666666666666668)","(16.0, 20.0, 19.224137931034484)","(51.0, 75.0, 71.17647058823529)","(5.0, 5.9, 5.824242424242424)","(7.5, 9.0, 8.879020979020979)"
07-01-2023 15:46:18.377914,"(4.2, 4.7, 4.697183098591549)","(7.5, 8.6, 8.415384615384616)","(5.0, 5.7, 5.632673267326733)","(9.0, 11.5, 11.26984126984127)","(13.0, 18.0, 17.666666666666668)","(16.0, 20.0, 19.224137931034484)","(51.0, 75.0, 71.17647058823529)","(5.0, 5.9, 5.824242424242424)","(7.5, 9.0, 8.879020979020979)"
07-01-2023 15:46:19.428468,"(4.2, 4.7, 4.7215384615384615)","(7.0, 8.6, 8.413333333333334)","(5.0, 5.7, 5.576842105263157)","(10.0, 11.5, 11.26984126984127)","(14.0, 18.0, 17.666666666666668)","(16.0, 20.0, 19.357142857142858)","(51.0, 75.0, 71.17647058823529)","(5.0, 5.9, 5.839024390243902)","(7.5, 9.0, 8.880155642023347)"
07-01-2023 15:46:20.415679,"(4.2, 4.8, 4.714736842105263)","(7.0, 8.6, 8.40625)","(5.0, 5.4, 5.3541850220264315)","(10.0, 12.5, 12.055555555555555)","(14.0, 18.0, 17.666666666666668)","(16.0, 20.0, 19.505494505494507)","(51.0, 75.0, 68.61702127659575)","(5.0, 6.0, 5.948148148148149)","(7.5, 9.0, 8.880155642023347)"
07-01-2023 15:46:21.490438,"(4.2, 4.8, 4.740555555555556)","(7.0, 8.6, 8.455813953488372)","(5.0, 5.4, 5.351401869158878)","(10.0, 12.5, 12.04679802955665)","(14.0, 18.0, 17.666666666666668)","(16.0, 20.0, 19.526315789473685)","(51.0, 75.0, 68.61111111111111)","(5.0, 6.2, 5.9676470588235295)","(7.5, 9.0, 8.882889733840305)"
07-01-2023 15:46:22.562978,"(4.2, 4.8, 4.747804878048781)","(7.0, 8.6, 8.472727272727273)","(4.8, 5.3, 5.271641791044776)","(10.0, 12.5, 12.015463917525773)","(14.0, 18.0, 17.785714285714285)","(16.0, 20.0, 19.526315789473685)","(51.0, 70.0, 68.61111111111111)","(5.0, 6.0, 5.950746268656717)","(7.5, 9.0, 8.882889733840305)"
07-01-2023 15:46:23.694581,"(4.2, 4.8, 4.745128205128205)","(7.0, 8.6, 8.472727272727273)","(4.8, 5.3, 5.268200836820084)","(10.0, 12.5, 12.02659574468085)","(14.0, 18.0, 17.785714285714285)","(16.0, 20.0, 19.471698113207548)","(51.0, 70.0, 67.5)","(5.0, 6.0, 5.9340909090909095)","(7.5, 9.0, 8.914736842105263)"
07-01-2023 15:46:24.774413,"(4.2, 4.8, 4.757594936708861)","(7.0, 8.6, 8.472727272727273)","(4.8, 5.3, 5.268200836820084)","(10.0, 12.5, 12.26536312849162)","(14.0, 18.0, 17.785714285714285)","(16.0, 19.5, 19.471698113207548)","(51.0, 70.0, 67.5)","(5.5, 6.0, 5.94971098265896)","(7.5, 9.0, 8.917277486910995)"
07-01-2023 15:46:25.861008,"(4.2, 4.8, 4.782125603864734)","(7.0, 8.6, 8.455813953488372)","(4.8, 5.3, 5.268200836820084)","(10.0, 12.5, 12.03072625698324)","(14.0, 18.0, 17.85)","(16.0, 19.5, 19.511627906976745)","(51.0, 70.0, 67.83333333333333)","(5.5, 6.0, 5.955384615384616)","(7.5, 9.0, 8.91123595505618)"
07-01-2023 15:46:26.950482,"(4.2, 4.8, 4.73125)","(7.0, 8.6, 8.485185185185186)","(4.8, 5.3, 5.27516339869281)","(10.0, 12.5, 12.038461538461538)","(14.0, 18.0, 17.5625)","(16.0, 20.0, 19.517241379310345)","(51.0, 70.0, 68.4)","(5.5, 6.0, 5.9590000000000005)","(7.5, 9.0, 8.90246913580247)"
07-01-2023 15:46:28.045269,"(4.2, 4.8, 4.739195979899497)","(7.5, 8.6, 8.485185185185186)","(4.8, 5.3, 5.288030888030888)","(10.0, 12.5, 11.877777777777778)","(14.0, 18.0, 17.5625)","(16.0, 20.0, 19.517241379310345)","(51.0, 70.0, 68.4)","(5.5, 6.0, 5.9590000000000005)","(7.5, 9.0, 8.921782178217821)"
07-01-2023 15:46:29.120820,"(4.2, 4.8, 4.716216216216217)","(7.5, 8.6, 8.485185185185186)","(4.8, 5.3, 5.268051118210862)","(10.0, 12.5, 12.090243902439024)","(14.0, 17.5, 17.470149253731343)","(16.0, 20.0, 19.517241379310345)","(51.0, 70.0, 68.4)","(5.5, 6.0, 5.9590000000000005)","(7.5, 9.0, 8.921782178217821)"
07-01-2023 15:46:30.242064,"(4.2, 4.7, 4.685035629453682)","(7.5, 8.6, 8.485185185185186)","(4.8, 5.3, 5.269512195121951)","(10.0, 12.5, 12.176190476190476)","(14.0, 17.5, 17.476190476190474)","(16.0, 20.0, 19.522727272727273)","(51.0, 70.0, 72.4074074074074)","(5.5, 6.0, 5.9590000000000005)","(7.5, 9.0, 8.930851063829788)"
07-01-2023 15:46:31.369729,"(4.2, 4.7, 4.684466019417476)","(7.5, 8.6, 8.485185185185186)","(4.8, 5.3, 5.27906976744186)","(10.0, 12.5, 12.014285714285714)","(14.0, 17.5, 17.434782608695652)","(16.0, 20.0, 19.271428571428572)","(51.0, 75.0, 72.2)","(5.5, 6.0, 5.975155279503106)","(7.5, 9.0, 8.938121546961327)"
07-01-2023 15:46:32.513315,"(4.2, 4.7, 4.68)","(7.5, 8.6, 8.506382978723405)","(4.8, 5.3, 5.28452380952381)","(10.0, 12.5, 12.094736842105263)","(14.0, 17.5, 17.637037037037036)","(16.0, 20.0, 19.69090909090909)","(51.0, 75.0, 72.4074074074074)","(5.5, 6.0, 6.008174386920981)","(7.5, 9.0, 8.928476821192053)"
07-01-2023 15:46:33.701117,"(4.2, 4.7, 4.676231263383298)","(7.5, 8.6, 8.43963963963964)","(4.8, 5.4, 5.2125)","(10.0, 12.5, 11.758333333333333)","(14.0, 18.0, 17.569767441860463)","(16.0, 20.0, 19.84313725490196)","(51.0, 75.0, 71.0)","(5.5, 6.2, 5.978571428571429)","(7.5, 9.0, 8.90472103004292)"
07-01-2023 15:46:34.889706,"(4.2, 4.7, 4.689672544080604)","(7.5, 8.8, 8.619819819819819)","(4.8, 5.3, 5.1923076923076925)","(10.0, 12.0, 11.75)","(14.0, 18.0, 17.64516129032258)","(16.0, 20.0, 19.6)","(51.0, 75.0, 72.85714285714286)","(5.5, 6.0, 5.973333333333334)","(8.0, 9.0, 8.90632911392405)"
07-01-2023 15:46:35.983388,"(4.2, 4.7, 4.690487238979118)","(7.5, 8.8, 8.613084112149533)","(4.8, 5.2, 5.1923076923076925)","(10.0, 12.0, 11.75)","(14.0, 18.0, 17.64516129032258)","(16.0, 20.0, 19.6)","(51.0, 75.0, 72.85714285714286)","(5.5, 6.0, 5.973333333333334)","(8.0, 9.0, 8.90632911392405)"
07-01-2023 15:46:37.100844,"(4.2, 4.8, 4.719911504424779)","(7.5, 8.8, 8.526027397260274)","(4.8, 5.3, 5.196747967479674)","(10.0, 12.0, 11.645348837209303)","(14.0, 19.0, 18.055555555555557)","(16.0, 20.0, 19.782608695652176)","(51.0, 75.0, 72.85714285714286)","(5.5, 6.0, 5.959493670886076)","(8.0, 9.0, 8.900448430493274)"
07-01-2023 15:46:38.164788,"(4.2, 4.8, 4.721304347826087)","(7.5, 8.8, 8.570114942528736)","(4.8, 5.3, 5.179620853080569)","(10.0, 12.0, 11.645348837209303)","(14.0, 19.0, 18.055555555555557)","(16.0, 20.0, 19.782608695652176)","(51.0, 75.0, 72.85714285714286)","(5.5, 6.0, 5.953623188405797)","(8.0, 9.0, 8.902202643171806)"
07-01-2023 15:46:39.204305,"(4.2, 4.8, 4.727941176470589)","(7.5, 8.8, 8.560869565217391)","(4.8, 5.3, 5.179245283018868)","(10.0, 12.0, 11.588235294117647)","(14.0, 19.0, 18.055555555555557)","(16.0, 20.0, 19.782608695652176)","(51.0, 75.0, 73.125)","(5.5, 6.0, 5.953623188405797)","(8.0, 9.0, 8.924468085106383)"
07-01-2023 15:46:40.257868,"(4.2, 4.8, 4.72970123022847)","(7.5, 8.8, 8.512328767123288)","(4.8, 5.3, 5.179245283018868)","(10.0, 12.0, 11.588235294117647)","(14.0, 19.0, 18.055555555555557)","(16.0, 20.0, 19.782608695652176)","(51.0, 75.0, 93.33333333333334)","(5.5, 6.0, 5.9923913043478265)","(8.0, 9.0, 8.953846153846154)"
07-01-2023 15:46:41.350590,"(4.2, 4.6, 4.503947368421053)","(7.5, 8.6, 8.571428571428571)","(4.8, 5.3, 5.235766423357664)","(10.0, 12.0, 11.76126126126126)","(14.0, 19.0, 18.1496062992126)","(16.0, 21.0, 19.96)","(51.0, 100.0, 85.71428571428572)","(5.5, 6.0, 5.974251497005988)","(8.0, 9.0, 8.978616352201257)"
07-01-2023 15:46:42.416883,"(4.2, 4.6, 4.472768878718536)","(7.5, 8.6, 8.5625)","(4.8, 5.3, 5.235766423357664)","(10.0, 12.0, 11.867088607594937)","(14.0, 19.0, 18.161290322580644)","(16.0, 21.0, 20.272727272727273)","(51.0, 100.0, 86.66666666666667)","(5.5, 6.0, 5.963855421686747)","(8.0, 9.0, 9.055555555555555)"
07-01-2023 15:46:43.508506,"(4.2, 4.6, 4.472727272727273)","(7.5, 8.8, 8.632183908045977)","(4.8, 5.3, 5.2270270270270265)","(10.0, 12.0, 11.757575757575758)","(14.0, 19.0, 18.161290322580644)","(16.0, 21.0, 20.264705882352942)","(51.0, 100.0, 90.0)","(5.5, 6.0, 5.970370370370371)","(7.5, 9.2, 9.12396694214876)"
07-01-2023 15:46:44.597767,"(4.2, 4.5, 4.48395061728395)","(7.5, 8.8, 8.539285714285715)","(4.8, 5.3, 5.240983606557377)","(10.0, 12.0, 11.5)","(14.0, 19.0, 18.21698113207547)","(16.0, 21.0, 20.242424242424242)","(51.0, 100.0, 90.76923076923077)","(5.5, 6.0, 5.975912408759124)","(7.5, 9.2, 9.128124999999999)"
07-01-2023 15:46:45.720121,"(4.2, 4.5, 4.493814432989691)","(7.5, 8.8, 8.66095238095238)","(4.8, 5.3, 5.215625)","(10.0, 11.5, 11.303571428571429)","(14.0, 18.5, 18.236842105263158)","(16.0, 21.0, 20.264705882352942)","(51.0, 100.0, 95.0)","(5.5, 6.0, 5.985093167701863)","(7.5, 9.2, 9.151824817518248)"
07-01-2023 15:46:46.816002,"(4.2, 4.5, 4.476958525345622)","(7.5, 8.8, 8.652525252525253)","(4.8, 5.3, 5.239393939393939)","(10.0, 12.0, 11.651785714285714)","(14.0, 18.5, 18.258064516129032)","(16.0, 21.0, 20.315068493150687)","(51.0, 100.0, 92.0)","(5.5, 6.0, 5.984810126582278)","(8.0, 9.2, 9.155704697986577)"
07-01-2023 15:46:47.980641,"(4.2, 4.5, 4.496934865900383)","(7.5, 8.8, 8.69620253164557)","(4.8, 5.3, 5.2622641509433965)","(10.0, 12.0, 11.60126582278481)","(14.0, 18.5, 18.258064516129032)","(16.0, 21.0, 20.315068493150687)","(51.0, 100.0, 92.0)","(5.5, 6.0, 5.984810126582278)","(8.0, 9.2, 9.155704697986577)"
07-01-2023 15:46:49.066421,"(4.2, 4.5, 4.481931464174455)","(7.5, 8.8, 8.711764705882354)","(4.8, 5.3, 5.2622641509433965)","(10.0, 12.0, 11.5)","(14.0, 18.5, 18.193181818181817)","(16.0, 21.0, 20.072727272727274)","(51.0, 100.0, 92.5)","(5.5, 6.0, 5.99125)","(8.0, 9.2, 9.1616)"
07-01-2023 15:46:50.165186,"(4.2, 4.5, 4.463484486873509)","(7.5, 8.8, 8.727272727272728)","(4.8, 5.3, 5.24070796460177)","(10.0, 11.5, 11.45045045045045)","(14.0, 18.5, 18.224489795918366)","(16.0, 21.0, 19.95)","(51.0, 100.0, 92.5)","(5.5, 6.0, 6.011965811965812)","(8.0, 9.2, 9.317391304347826)"
07-01-2023 15:46:51.376333,"(4.2, 4.5, 4.462315270935961)","(7.5, 8.8, 8.752)","(4.8, 5.3, 5.254421768707483)","(10.0, 11.5, 11.549738219895287)","(14.0, 18.5, 18.25)","(16.0, 20.0, 19.956521739130434)","(51.0, 100.0, 87.5)","(5.5, 6.2, 5.997983870967742)","(8.0, 9.4, 9.326923076923077)"
07-01-2023 15:46:52.482992,"(4.2, 4.5, 4.468852459016394)","(7.5, 8.8, 8.761290322580646)","(4.8, 5.3, 5.254421768707483)","(10.0, 12.0, 11.207509881422926)","(14.0, 18.5, 18.25)","(16.0, 20.0, 19.956521739130434)","(51.0, 90.0, 87.5)","(5.5, 6.2, 6.000398406374503)","(8.0, 9.4, 9.294339622641509)"
07-01-2023 15:46:53.569544,"(4.2, 4.5, 4.468852459016394)","(7.5, 8.8, 8.761290322580646)","(4.8, 5.3, 5.254109589041096)","(10.0, 11.5, 11.207509881422926)","(14.0, 18.5, 18.25)","(16.0, 20.0, 19.956521739130434)","(51.0, 90.0, 87.5)","(5.5, 6.2, 6.000398406374503)","(8.0, 9.6, 9.29855072463768)"
