,Happy As,Jogalong Blue,Eagle Uno,Im Freyja,Laker,Caribbean Spice,Knight Walker,Pocket More For Less Nz,Nightwatch Star,Caesars Rockstar
05-01-2023 13:33:32.509105,"(8.0, 13.0, 11.8)","(2.8, 5.7, 3.9)","(4.8, 5.5, 5.45)","(71.0, 180.0, 147.14285714285714)","(71.0, 220.0, 191.8181818181818)","(101.0, 230.0, 196.25)","(31.0, 120.0, 53.09090909090909)","(4.2, 99999, 99990)","(3.8, 5.2, 5.1)","(21.0, 48.0, 41.5)"
05-01-2023 13:33:34.157343,"(8.0, 13.0, 11.8)","(2.8, 5.7, 3.9)","(4.8, 5.5, 5.45)","(71.0, 180.0, 147.14285714285714)","(71.0, 220.0, 191.8181818181818)","(101.0, 230.0, 196.25)","(31.0, 120.0, 53.09090909090909)","(4.2, 99999, 99990)","(3.8, 5.2, 5.1)","(21.0, 48.0, 41.5)"
05-01-2023 13:33:35.871836,"(8.0, 13.0, 11.8)","(2.8, 5.7, 3.9)","(4.8, 5.5, 5.455555555555556)","(71.0, 180.0, 147.14285714285714)","(71.0, 220.0, 120.0)","(101.0, 230.0, 196.25)","(31.0, 120.0, 53.09090909090909)","(4.2, 99999, 99990)","(3.8, 5.2, 5.1)","(21.0, 48.0, 41.5)"
05-01-2023 13:33:37.388368,"(8.0, 13.0, 11.8)","(2.8, 5.7, 3.9)","(4.8, 5.5, 5.455555555555556)","(71.0, 180.0, 147.14285714285714)","(71.0, 220.0, 120.0)","(101.0, 230.0, 196.25)","(31.0, 120.0, 53.09090909090909)","(4.2, 99999, 99990)","(3.8, 5.2, 5.1)","(21.0, 48.0, 41.5)"
05-01-2023 13:33:39.096425,"(8.0, 13.0, 11.8)","(2.8, 5.7, 3.9)","(4.8, 5.5, 5.466666666666667)","(71.0, 180.0, 147.14285714285714)","(71.0, 220.0, 120.0)","(101.0, 230.0, 196.25)","(31.0, 120.0, 53.09090909090909)","(4.2, 99999, 99990)","(3.8, 5.2, 5.1)","(21.0, 48.0, 43.0)"
05-01-2023 13:33:40.633428,"(8.0, 13.0, 11.8)","(2.8, 5.7, 3.9)","(4.8, 5.5, 5.3538461538461535)","(71.0, 180.0, 147.14285714285714)","(71.0, 220.0, 120.0)","(101.0, 230.0, 196.25)","(31.0, 120.0, 53.09090909090909)","(4.2, 99999, 99990)","(3.8, 5.2, 5.1)","(21.0, 48.0, 43.0)"
05-01-2023 13:33:42.137176,"(8.0, 13.0, 11.8)","(2.8, 5.7, 3.9)","(4.8, 6.2, 5.0181818181818185)","(71.0, 180.0, 147.14285714285714)","(71.0, 220.0, 120.0)","(101.0, 230.0, 196.25)","(31.0, 120.0, 53.09090909090909)","(4.2, 99999, 99990)","(3.8, 5.2, 5.1)","(21.0, 48.0, 43.0)"
05-01-2023 13:33:43.650233,"(8.0, 13.0, 11.8)","(2.8, 5.7, 3.9)","(4.8, 6.2, 5.0181818181818185)","(71.0, 180.0, 147.14285714285714)","(71.0, 220.0, 120.0)","(101.0, 230.0, 196.25)","(31.0, 120.0, 53.09090909090909)","(4.2, 99999, 99990)","(3.8, 5.2, 5.1)","(21.0, 48.0, 43.0)"
05-01-2023 13:33:45.112295,"(8.0, 13.0, 11.8)","(2.8, 5.7, 3.9)","(4.8, 6.2, 5.0181818181818185)","(71.0, 180.0, 147.14285714285714)","(71.0, 220.0, 120.0)","(101.0, 230.0, 196.25)","(31.0, 120.0, 53.09090909090909)","(4.2, 99999, 99990)","(3.8, 5.2, 5.1)","(21.0, 48.0, 43.0)"
05-01-2023 13:33:46.696863,"(8.0, 13.0, 11.8)","(2.8, 5.7, 3.9)","(4.8, 6.2, 5.0181818181818185)","(71.0, 180.0, 147.14285714285714)","(71.0, 220.0, 120.0)","(101.0, 230.0, 196.25)","(31.0, 120.0, 53.09090909090909)","(4.2, 99999, 99990)","(3.8, 5.2, 5.1)","(21.0, 48.0, 43.0)"
05-01-2023 13:33:48.254095,"(8.0, 13.0, 11.8)","(2.8, 5.7, 3.9)","(4.8, 6.2, 5.0181818181818185)","(71.0, 180.0, 147.14285714285714)","(71.0, 220.0, 120.0)","(101.0, 230.0, 196.25)","(31.0, 120.0, 53.09090909090909)","(4.2, 99999, 99990)","(3.8, 5.2, 5.1)","(21.0, 48.0, 43.0)"
05-01-2023 13:33:49.801938,"(8.0, 13.0, 11.8)","(2.8, 5.7, 3.9)","(4.8, 6.2, 5.0181818181818185)","(71.0, 180.0, 147.14285714285714)","(71.0, 220.0, 120.0)","(101.0, 230.0, 196.25)","(31.0, 120.0, 53.09090909090909)","(4.2, 99999, 99990)","(3.8, 5.2, 5.1)","(21.0, 48.0, 43.0)"
05-01-2023 13:33:51.612379,"(8.0, 13.0, 11.8)","(2.8, 5.7, 3.9)","(4.8, 6.2, 5.0181818181818185)","(71.0, 180.0, 147.14285714285714)","(71.0, 220.0, 120.0)","(101.0, 230.0, 196.25)","(31.0, 120.0, 53.09090909090909)","(4.2, 99999, 99990)","(3.8, 5.2, 5.1)","(21.0, 48.0, 43.0)"
05-01-2023 13:33:53.928968,"(8.0, 13.0, 11.8)","(2.8, 5.7, 3.9)","(4.8, 6.2, 5.0181818181818185)","(71.0, 180.0, 147.14285714285714)","(71.0, 220.0, 120.0)","(101.0, 230.0, 196.25)","(31.0, 120.0, 53.09090909090909)","(4.2, 99999, 99990)","(3.8, 5.2, 5.1)","(21.0, 48.0, 43.0)"
05-01-2023 13:33:56.158153,"(8.0, 13.0, 11.8)","(2.8, 5.7, 3.9)","(4.8, 6.2, 5.45)","(71.0, 180.0, 147.14285714285714)","(71.0, 220.0, 120.0)","(101.0, 230.0, 196.25)","(31.0, 120.0, 53.09090909090909)","(4.2, 99999, 99990)","(3.8, 5.2, 5.1)","(21.0, 48.0, 41.5)"
05-01-2023 13:33:57.657029,"(8.0, 13.0, 11.8)","(2.8, 5.7, 3.9)","(4.8, 6.0, 5.45)","(71.0, 180.0, 147.14285714285714)","(71.0, 220.0, 120.0)","(101.0, 230.0, 196.25)","(31.0, 120.0, 53.09090909090909)","(4.2, 99999, 99990)","(3.8, 5.2, 5.1)","(21.0, 48.0, 41.5)"
05-01-2023 13:33:59.130782,"(8.0, 13.0, 11.8)","(2.8, 5.7, 3.9)","(4.8, 6.0, 5.45)","(71.0, 180.0, 147.14285714285714)","(71.0, 220.0, 120.0)","(101.0, 230.0, 196.25)","(31.0, 120.0, 53.09090909090909)","(4.2, 99999, 99990)","(3.8, 5.2, 5.1)","(21.0, 48.0, 41.5)"
05-01-2023 13:34:00.705688,"(8.0, 13.0, 11.8)","(2.8, 5.7, 3.9)","(4.8, 6.0, 5.45)","(71.0, 180.0, 147.14285714285714)","(71.0, 220.0, 120.0)","(101.0, 230.0, 196.25)","(31.0, 120.0, 53.09090909090909)","(4.2, 99999, 99990)","(3.8, 5.2, 5.1)","(21.0, 48.0, 41.5)"
05-01-2023 13:34:02.167300,"(8.0, 13.0, 11.8)","(2.8, 5.7, 3.9)","(4.8, 6.0, 5.866666666666667)","(71.0, 180.0, 147.14285714285714)","(71.0, 220.0, 120.0)","(101.0, 230.0, 196.25)","(31.0, 120.0, 53.09090909090909)","(4.2, 99999, 99990)","(3.8, 5.2, 5.1)","(21.0, 48.0, 41.5)"
05-01-2023 13:34:03.544679,"(8.0, 13.0, 11.8)","(2.8, 5.7, 3.9)","(4.8, 6.0, 5.866666666666667)","(71.0, 180.0, 147.14285714285714)","(71.0, 220.0, 120.0)","(101.0, 230.0, 196.25)","(31.0, 120.0, 53.09090909090909)","(4.2, 99999, 99990)","(3.8, 5.2, 5.1)","(21.0, 48.0, 41.5)"
05-01-2023 13:34:05.025412,"(8.0, 13.0, 11.8)","(2.8, 5.7, 3.9)","(4.8, 6.2, 5.430769230769231)","(71.0, 180.0, 147.14285714285714)","(71.0, 220.0, 120.0)","(101.0, 230.0, 196.25)","(31.0, 140.0, 56.0)","(4.2, 99999, 99990)","(3.8, 5.2, 5.1)","(21.0, 48.0, 41.5)"
05-01-2023 13:34:06.516758,"(8.0, 13.0, 11.8)","(2.8, 5.7, 3.9)","(4.8, 6.2, 5.430769230769231)","(71.0, 180.0, 147.14285714285714)","(71.0, 220.0, 120.0)","(101.0, 230.0, 196.25)","(31.0, 140.0, 89.19999999999999)","(4.2, 99999, 99990)","(3.8, 5.2, 5.1)","(21.0, 48.0, 41.5)"
05-01-2023 13:34:08.093012,"(8.0, 13.0, 11.8)","(2.8, 5.7, 3.9)","(4.8, 6.2, 5.430769230769231)","(71.0, 180.0, 147.14285714285714)","(71.0, 220.0, 120.0)","(101.0, 230.0, 196.25)","(31.0, 130.0, 89.19999999999999)","(4.2, 99999, 99990)","(3.8, 5.2, 5.1)","(21.0, 48.0, 41.5)"
05-01-2023 13:34:09.645242,"(8.0, 13.0, 11.8)","(2.8, 5.7, 3.9)","(4.8, 6.2, 5.430769230769231)","(71.0, 180.0, 147.14285714285714)","(71.0, 220.0, 120.0)","(101.0, 230.0, 196.25)","(31.0, 130.0, 58.666666666666664)","(4.2, 99999, 99990)","(3.8, 5.2, 5.1)","(21.0, 48.0, 41.5)"
05-01-2023 13:34:11.025550,"(8.0, 13.0, 11.8)","(2.8, 5.7, 3.9)","(4.8, 6.2, 5.430769230769231)","(71.0, 180.0, 147.14285714285714)","(71.0, 220.0, 120.0)","(101.0, 230.0, 196.25)","(31.0, 120.0, 58.666666666666664)","(4.2, 99999, 99990)","(3.8, 5.2, 5.433333333333333)","(21.0, 48.0, 41.5)"
05-01-2023 13:34:12.383827,"(8.0, 13.0, 11.8)","(2.8, 5.7, 3.9)","(4.8, 6.2, 5.430769230769231)","(71.0, 180.0, 147.14285714285714)","(71.0, 220.0, 120.0)","(101.0, 230.0, 196.25)","(31.0, 120.0, 58.666666666666664)","(4.2, 99999, 99990)","(3.8, 6.6, 4.677777777777778)","(21.0, 48.0, 41.5)"
05-01-2023 13:34:13.813357,"(8.0, 13.0, 11.8)","(2.8, 5.7, 3.9)","(4.8, 6.2, 5.430769230769231)","(71.0, 180.0, 147.14285714285714)","(71.0, 220.0, 120.0)","(101.0, 230.0, 196.25)","(31.0, 120.0, 58.666666666666664)","(4.2, 99999, 99990)","(3.8, 4.7, 6.0181818181818185)","(21.0, 48.0, 41.5)"
05-01-2023 13:34:15.270490,"(8.0, 13.0, 11.8)","(2.8, 5.7, 3.9)","(4.8, 6.2, 5.430769230769231)","(71.0, 180.0, 147.14285714285714)","(71.0, 220.0, 120.0)","(101.0, 230.0, 196.25)","(31.0, 120.0, 58.666666666666664)","(4.2, 99999, 99990)","(3.8, 6.4, 5.7)","(21.0, 48.0, 41.5)"
05-01-2023 13:34:16.910295,"(8.0, 13.0, 11.8)","(2.8, 5.7, 3.9)","(4.8, 6.2, 5.430769230769231)","(71.0, 180.0, 147.14285714285714)","(71.0, 220.0, 120.0)","(101.0, 230.0, 196.25)","(31.0, 120.0, 58.666666666666664)","(4.2, 99999, 99990)","(3.8, 6.4, 5.7)","(21.0, 48.0, 41.5)"
05-01-2023 13:34:18.433863,"(8.0, 13.0, 11.8)","(2.8, 5.7, 3.9)","(4.8, 6.2, 5.430769230769231)","(71.0, 180.0, 147.14285714285714)","(71.0, 220.0, 120.0)","(101.0, 230.0, 196.25)","(31.0, 120.0, 58.666666666666664)","(4.2, 99999, 99990)","(3.8, 6.4, 5.5200000000000005)","(21.0, 48.0, 41.5)"
05-01-2023 13:34:19.960116,"(8.0, 13.0, 11.8)","(2.8, 5.7, 3.9)","(4.8, 6.2, 5.6)","(71.0, 180.0, 147.14285714285714)","(71.0, 220.0, 191.8181818181818)","(101.0, 230.0, 196.25)","(31.0, 120.0, 58.666666666666664)","(4.2, 99999, 99990)","(3.8, 6.4, 5.4)","(21.0, 48.0, 41.5)"
05-01-2023 13:34:21.372720,"(8.0, 13.0, 11.8)","(2.8, 5.7, 3.9)","(4.8, 6.0, 5.6)","(71.0, 180.0, 147.14285714285714)","(71.0, 220.0, 191.8181818181818)","(101.0, 230.0, 196.25)","(31.0, 120.0, 58.666666666666664)","(4.2, 99999, 99990)","(3.8, 6.4, 4.636363636363637)","(21.0, 48.0, 41.5)"
05-01-2023 13:34:22.871538,"(8.0, 13.0, 11.8)","(2.8, 5.7, 3.9)","(4.8, 6.0, 5.6)","(71.0, 180.0, 147.14285714285714)","(71.0, 220.0, 191.8181818181818)","(101.0, 230.0, 196.25)","(31.0, 120.0, 58.666666666666664)","(4.2, 99999, 99990)","(3.8, 5.0, 5.4)","(21.0, 48.0, 41.5)"
05-01-2023 13:34:24.177080,"(8.0, 13.0, 11.8)","(2.8, 5.7, 3.9)","(4.8, 6.0, 5.6)","(71.0, 180.0, 147.14285714285714)","(71.0, 220.0, 191.8181818181818)","(101.0, 230.0, 196.25)","(31.0, 120.0, 58.666666666666664)","(4.2, 99999, 99990)","(3.8, 6.4, 5.4)","(21.0, 48.0, 41.5)"
05-01-2023 13:34:25.438449,"(8.0, 13.0, 11.8)","(2.8, 5.7, 3.9)","(4.8, 6.0, 5.6)","(71.0, 180.0, 147.14285714285714)","(71.0, 220.0, 191.8181818181818)","(101.0, 230.0, 196.25)","(31.0, 120.0, 58.666666666666664)","(4.2, 99999, 99990)","(3.8, 6.4, 4.745454545454546)","(21.0, 48.0, 41.5)"
05-01-2023 13:34:26.778143,"(8.0, 13.0, 11.8)","(2.8, 5.7, 3.9)","(4.8, 6.0, 5.58)","(71.0, 180.0, 147.14285714285714)","(71.0, 220.0, 191.8181818181818)","(101.0, 230.0, 196.25)","(31.0, 120.0, 58.666666666666664)","(4.2, 99999, 99990)","(3.8, 5.2, 4.5375)","(21.0, 48.0, 41.5)"
05-01-2023 13:34:28.134544,"(8.0, 13.0, 11.8)","(2.8, 5.7, 3.9)","(4.8, 6.0, 5.416666666666666)","(71.0, 180.0, 147.14285714285714)","(71.0, 220.0, 191.8181818181818)","(101.0, 230.0, 196.25)","(31.0, 120.0, 58.666666666666664)","(4.2, 99999, 99990)","(3.8, 5.1, 4.92)","(21.0, 48.0, 41.5)"
05-01-2023 13:34:29.604014,"(8.0, 13.0, 11.8)","(2.8, 5.7, 3.9)","(4.8, 6.0, 5.416666666666666)","(71.0, 180.0, 147.14285714285714)","(71.0, 220.0, 191.8181818181818)","(101.0, 230.0, 196.25)","(31.0, 120.0, 58.666666666666664)","(4.2, 99999, 99990)","(3.8, 6.6, 4.92)","(21.0, 48.0, 41.5)"
05-01-2023 13:34:30.986029,"(8.0, 13.0, 11.8)","(2.8, 5.7, 3.9)","(4.8, 6.0, 5.642857142857143)","(71.0, 180.0, 147.14285714285714)","(71.0, 220.0, 191.8181818181818)","(101.0, 230.0, 196.25)","(31.0, 120.0, 58.666666666666664)","(4.2, 99999, 99990)","(3.8, 6.6, 4.28125)","(21.0, 48.0, 41.5)"
05-01-2023 13:34:32.278379,"(8.0, 13.0, 11.8)","(2.8, 5.7, 3.9)","(4.8, 5.9, 5.642857142857143)","(71.0, 180.0, 147.14285714285714)","(71.0, 220.0, 191.8181818181818)","(101.0, 230.0, 196.25)","(31.0, 120.0, 58.666666666666664)","(4.2, 99999, 99990)","(3.8, 6.6, 4.325)","(21.0, 48.0, 41.5)"
05-01-2023 13:34:33.612819,"(8.0, 13.0, 11.8)","(2.8, 5.7, 3.9)","(4.8, 5.9, 5.642857142857143)","(71.0, 180.0, 147.14285714285714)","(71.0, 220.0, 191.8181818181818)","(101.0, 230.0, 196.25)","(31.0, 120.0, 58.666666666666664)","(4.2, 99999, 99990)","(3.8, 6.6, 4.325)","(21.0, 48.0, 41.5)"
05-01-2023 13:34:35.060394,"(8.0, 13.0, 11.8)","(2.8, 5.7, 3.9)","(4.8, 5.9, 5.642857142857143)","(71.0, 180.0, 147.14285714285714)","(71.0, 220.0, 191.8181818181818)","(101.0, 230.0, 196.25)","(31.0, 120.0, 58.666666666666664)","(4.2, 99999, 99990)","(3.8, 6.6, 4.2)","(21.0, 48.0, 41.5)"
05-01-2023 13:34:36.436262,"(8.0, 13.0, 11.8)","(2.8, 5.7, 3.9)","(4.8, 5.9, 5.642857142857143)","(71.0, 180.0, 147.14285714285714)","(71.0, 220.0, 191.8181818181818)","(101.0, 230.0, 196.25)","(31.0, 120.0, 58.666666666666664)","(4.2, 99999, 99990)","(3.8, 6.6, 4.433333333333334)","(21.0, 48.0, 41.5)"
05-01-2023 13:34:37.858675,"(8.0, 13.0, 11.8)","(2.8, 5.7, 3.9)","(4.8, 5.9, 5.642857142857143)","(71.0, 180.0, 153.75)","(71.0, 220.0, 193.63636363636363)","(101.0, 230.0, 196.25)","(31.0, 120.0, 58.666666666666664)","(4.2, 99999, 99990)","(3.8, 6.6, 4.433333333333334)","(21.0, 48.0, 41.5)"
05-01-2023 13:34:39.202670,"(8.0, 13.0, 11.8)","(2.8, 5.7, 3.9)","(4.8, 5.9, 5.642857142857143)","(71.0, 180.0, 153.75)","(71.0, 220.0, 193.63636363636363)","(101.0, 230.0, 196.25)","(31.0, 120.0, 58.666666666666664)","(4.2, 99999, 99990)","(3.8, 6.6, 4.433333333333334)","(21.0, 48.0, 41.5)"
05-01-2023 13:34:40.538397,"(8.0, 13.0, 11.8)","(2.8, 5.7, 3.9)","(4.8, 5.9, 5.642857142857143)","(71.0, 180.0, 150.0)","(71.0, 220.0, 193.63636363636363)","(101.0, 230.0, 196.25)","(31.0, 120.0, 58.666666666666664)","(4.2, 99999, 99990)","(3.8, 6.6, 4.433333333333334)","(21.0, 48.0, 41.5)"
05-01-2023 13:34:41.886405,"(8.0, 13.0, 11.8)","(2.8, 5.7, 3.9)","(4.8, 5.9, 5.642857142857143)","(71.0, 180.0, 150.0)","(71.0, 220.0, 193.63636363636363)","(101.0, 230.0, 196.25)","(31.0, 120.0, 58.666666666666664)","(4.2, 99999, 99990)","(3.8, 6.6, 4.433333333333334)","(21.0, 48.0, 41.5)"
05-01-2023 13:34:43.159492,"(8.0, 13.0, 11.8)","(2.8, 5.7, 3.9)","(4.8, 5.9, 5.642857142857143)","(71.0, 180.0, 150.0)","(71.0, 220.0, 193.63636363636363)","(101.0, 230.0, 196.25)","(31.0, 120.0, 77.19999999999999)","(4.2, 99999, 99990)","(3.8, 6.6, 4.433333333333334)","(21.0, 48.0, 41.5)"
05-01-2023 13:34:44.395792,"(8.0, 13.0, 11.8)","(2.8, 5.7, 3.9)","(4.8, 5.9, 5.642857142857143)","(71.0, 180.0, 150.0)","(71.0, 220.0, 193.63636363636363)","(101.0, 230.0, 196.25)","(31.0, 110.0, 55.0)","(4.2, 99999, 99990)","(3.8, 6.6, 4.433333333333334)","(21.0, 48.0, 41.5)"
05-01-2023 13:34:45.657729,"(8.0, 13.0, 11.8)","(2.8, 5.7, 3.9)","(4.8, 5.9, 5.642857142857143)","(71.0, 180.0, 150.0)","(71.0, 220.0, 193.63636363636363)","(101.0, 230.0, 196.25)","(31.0, 100.0, 55.0)","(4.2, 99999, 99990)","(3.8, 6.6, 4.8)","(21.0, 48.0, 41.5)"
05-01-2023 13:34:46.983292,"(8.0, 13.0, 11.8)","(2.8, 5.7, 3.9)","(4.8, 5.9, 5.642857142857143)","(71.0, 180.0, 150.0)","(71.0, 220.0, 193.63636363636363)","(101.0, 230.0, 196.25)","(31.0, 100.0, 55.0)","(4.2, 99999, 99990)","(3.8, 6.4, 4.8)","(21.0, 48.0, 41.5)"
05-01-2023 13:34:48.251233,"(8.0, 13.0, 11.8)","(2.8, 5.7, 3.9)","(4.8, 5.9, 5.642857142857143)","(71.0, 180.0, 150.0)","(71.0, 220.0, 193.63636363636363)","(101.0, 230.0, 196.25)","(31.0, 100.0, 55.0)","(4.2, 99999, 99990)","(3.8, 6.4, 4.8)","(21.0, 48.0, 41.5)"
05-01-2023 13:34:49.474445,"(8.0, 13.0, 11.8)","(2.8, 5.7, 3.9)","(4.8, 5.9, 5.642857142857143)","(71.0, 180.0, 150.0)","(71.0, 220.0, 193.63636363636363)","(101.0, 230.0, 196.25)","(31.0, 100.0, 55.0)","(4.2, 99999, 99990)","(3.8, 6.4, 4.8)","(21.0, 48.0, 41.5)"
05-01-2023 13:34:50.680408,"(8.0, 13.0, 11.8)","(2.8, 5.7, 3.9)","(4.8, 5.9, 5.642857142857143)","(71.0, 180.0, 150.0)","(71.0, 220.0, 193.63636363636363)","(101.0, 230.0, 196.25)","(31.0, 100.0, 55.0)","(4.2, 99999, 99990)","(3.8, 6.4, 4.8)","(21.0, 48.0, 41.5)"
05-01-2023 13:34:51.860708,"(8.0, 13.0, 11.8)","(2.8, 5.7, 3.9)","(4.8, 5.9, 5.642857142857143)","(71.0, 180.0, 150.0)","(71.0, 220.0, 193.63636363636363)","(101.0, 230.0, 196.25)","(31.0, 100.0, 55.0)","(4.2, 99999, 99990)","(3.8, 6.4, 4.8)","(21.0, 48.0, 41.5)"
05-01-2023 13:34:53.006318,"(8.0, 13.0, 11.8)","(2.8, 5.7, 3.9)","(4.8, 5.9, 5.642857142857143)","(71.0, 180.0, 150.0)","(71.0, 220.0, 193.63636363636363)","(101.0, 230.0, 196.25)","(31.0, 100.0, 55.0)","(4.2, 99999, 99990)","(3.8, 6.4, 4.8)","(21.0, 48.0, 41.5)"
05-01-2023 13:34:54.134250,"(8.0, 13.0, 11.8)","(2.8, 5.7, 3.9)","(4.8, 5.9, 5.7125)","(71.0, 180.0, 150.0)","(71.0, 220.0, 193.63636363636363)","(101.0, 230.0, 196.25)","(31.0, 100.0, 55.0)","(4.2, 99999, 99990)","(3.8, 6.4, 4.8)","(21.0, 48.0, 41.5)"
05-01-2023 13:34:55.304909,"(8.0, 13.0, 11.8)","(2.8, 5.7, 3.9)","(4.8, 5.9, 5.7125)","(71.0, 180.0, 150.0)","(71.0, 220.0, 193.63636363636363)","(101.0, 230.0, 196.25)","(31.0, 100.0, 55.0)","(4.2, 99999, 99990)","(3.8, 6.4, 5.066666666666666)","(21.0, 48.0, 41.5)"
05-01-2023 13:34:56.483148,"(8.0, 13.0, 11.8)","(2.8, 5.7, 3.9)","(4.8, 5.9, 5.7125)","(71.0, 180.0, 150.0)","(71.0, 220.0, 193.63636363636363)","(101.0, 230.0, 196.25)","(31.0, 100.0, 55.0)","(4.2, 99999, 99990)","(3.8, 6.4, 5.066666666666666)","(21.0, 48.0, 41.5)"
05-01-2023 13:34:57.743849,"(8.0, 13.0, 11.8)","(2.8, 5.7, 3.9)","(4.8, 5.9, 5.7125)","(71.0, 180.0, 150.0)","(71.0, 220.0, 193.63636363636363)","(101.0, 230.0, 196.25)","(31.0, 100.0, 55.0)","(4.2, 99999, 99990)","(3.8, 6.4, 5.066666666666666)","(21.0, 48.0, 41.5)"
05-01-2023 13:34:58.993139,"(8.0, 13.0, 11.8)","(2.8, 5.7, 3.9)","(4.8, 5.9, 5.7125)","(71.0, 180.0, 150.0)","(71.0, 220.0, 193.63636363636363)","(101.0, 230.0, 196.25)","(31.0, 100.0, 55.0)","(4.2, 99999, 99990)","(3.8, 6.4, 4.640000000000001)","(21.0, 48.0, 41.5)"
05-01-2023 13:35:00.227577,"(8.0, 13.0, 11.457142857142857)","(2.8, 5.7, 3.9)","(4.8, 5.9, 5.7125)","(71.0, 180.0, 150.0)","(71.0, 220.0, 193.63636363636363)","(101.0, 230.0, 196.25)","(31.0, 100.0, 55.0)","(4.2, 99999, 99990)","(3.8, 6.4, 5.333333333333333)","(21.0, 48.0, 41.5)"
05-01-2023 13:35:01.467799,"(8.0, 13.0, 11.457142857142857)","(2.8, 5.7, 3.9)","(4.8, 5.9, 5.7125)","(71.0, 180.0, 150.0)","(71.0, 220.0, 180.0)","(101.0, 230.0, 196.25)","(31.0, 100.0, 55.0)","(4.2, 99999, 99990)","(3.8, 6.0, 5.333333333333333)","(21.0, 48.0, 41.5)"
05-01-2023 13:35:02.729130,"(8.0, 13.0, 11.457142857142857)","(2.8, 5.7, 5.025)","(4.8, 5.9, 5.627272727272728)","(71.0, 180.0, 150.0)","(71.0, 220.0, 180.0)","(101.0, 230.0, 202.5)","(31.0, 100.0, 40.833333333333336)","(4.2, 99999, 99990)","(3.8, 6.0, 5.333333333333333)","(21.0, 48.0, 33.0)"
05-01-2023 13:35:04.020272,"(8.0, 13.0, 11.457142857142857)","(2.8, 5.7, 5.025)","(4.8, 5.9, 5.627272727272728)","(71.0, 180.0, 150.0)","(71.0, 220.0, 180.0)","(101.0, 230.0, 202.5)","(31.0, 100.0, 40.833333333333336)","(4.2, 99999, 99990)","(3.8, 6.0, 5.333333333333333)","(21.0, 48.0, 33.0)"
05-01-2023 13:35:05.228436,"(8.0, 13.0, 11.457142857142857)","(2.8, 5.7, 5.025)","(4.8, 5.9, 5.627272727272728)","(71.0, 180.0, 150.0)","(71.0, 220.0, 180.0)","(101.0, 230.0, 202.5)","(31.0, 100.0, 40.833333333333336)","(4.2, 99999, 99990)","(3.8, 6.0, 5.333333333333333)","(21.0, 48.0, 33.0)"
05-01-2023 13:35:06.449570,"(8.0, 13.0, 11.457142857142857)","(2.8, 5.7, 5.025)","(4.8, 5.9, 5.581818181818182)","(71.0, 180.0, 150.0)","(71.0, 220.0, 166.0)","(101.0, 230.0, 202.5)","(31.0, 100.0, 40.833333333333336)","(4.2, 99999, 99990)","(3.8, 6.0, 5.333333333333333)","(21.0, 48.0, 33.0)"
05-01-2023 13:35:07.606300,"(8.0, 13.0, 11.457142857142857)","(2.8, 5.7, 5.025)","(4.8, 5.8, 5.581818181818182)","(71.0, 180.0, 150.0)","(71.0, 220.0, 166.0)","(101.0, 230.0, 202.5)","(31.0, 100.0, 40.833333333333336)","(4.2, 99999, 99990)","(3.8, 6.0, 5.333333333333333)","(21.0, 48.0, 33.0)"
05-01-2023 13:35:08.832570,"(8.0, 13.0, 11.457142857142857)","(2.8, 5.7, 5.025)","(4.8, 5.8, 5.581818181818182)","(71.0, 180.0, 150.0)","(71.0, 220.0, 166.0)","(101.0, 230.0, 202.5)","(31.0, 100.0, 40.833333333333336)","(4.2, 99999, 99990)","(3.8, 6.0, 5.333333333333333)","(21.0, 48.0, 33.0)"
05-01-2023 13:35:10.215845,"(8.0, 13.0, 11.457142857142857)","(2.8, 5.7, 5.025)","(4.8, 5.8, 5.581818181818182)","(71.0, 180.0, 150.0)","(71.0, 220.0, 166.0)","(101.0, 230.0, 202.5)","(31.0, 100.0, 40.833333333333336)","(4.2, 99999, 99990)","(3.8, 6.0, 4.988888888888889)","(21.0, 48.0, 33.0)"
05-01-2023 13:35:11.495113,"(8.0, 13.0, 11.96)","(2.8, 5.7, 5.218181818181819)","(4.8, 5.8, 5.581818181818182)","(71.0, 180.0, 150.0)","(71.0, 220.0, 166.0)","(101.0, 230.0, 202.5)","(31.0, 100.0, 40.833333333333336)","(4.2, 99999, 99990)","(3.8, 5.1, 4.7)","(21.0, 48.0, 33.0)"
05-01-2023 13:35:12.702503,"(8.0, 13.0, 11.96)","(2.8, 5.7, 5.218181818181819)","(4.8, 5.8, 5.733333333333333)","(71.0, 180.0, 150.0)","(71.0, 220.0, 166.0)","(101.0, 230.0, 202.5)","(31.0, 100.0, 40.833333333333336)","(4.2, 99999, 99990)","(3.8, 4.9, 4.325)","(21.0, 48.0, 33.0)"
05-01-2023 13:35:13.831693,"(8.0, 13.0, 11.96)","(2.8, 5.7, 5.18)","(4.8, 6.8, 5.733333333333333)","(71.0, 180.0, 150.0)","(71.0, 220.0, 166.0)","(101.0, 230.0, 202.5)","(31.0, 100.0, 40.833333333333336)","(4.2, 99999, 99990)","(3.8, 4.9, 4.800000000000001)","(21.0, 48.0, 33.0)"
