,Velocity Justice,Cyclone Rinaldo,Baby Thor,Lektra Left,Heslea,Nannys Magic,Double Espresso
06-01-2023 13:28:18.059640,"(14.0, 20.0, 16.25)","(3.5, 5.8, 5.6049999999999995)","(4.6, 5.0, 4.941935483870968)","(5.5, 7.2, 6.692307692307692)","(2.4, 3.1, 3.088)","(41.0, 75.0, 49.166666666666664)","(13.0, 24.0, 21.34931506849315)"
06-01-2023 13:28:19.087351,"(14.0, 20.0, 15.660714285714286)","(3.5, 5.8, 5.54)","(4.6, 5.0, 4.941935483870968)","(5.5, 7.2, 6.692307692307692)","(2.4, 3.1, 3.088)","(41.0, 75.0, 46.81818181818182)","(13.0, 24.0, 21.34931506849315)"
06-01-2023 13:28:20.009531,"(14.0, 19.5, 17.5)","(3.5, 5.8, 5.54)","(4.6, 5.0, 4.941935483870968)","(5.5, 7.2, 6.692307692307692)","(2.4, 3.1, 3.0571428571428574)","(41.0, 75.0, 46.81818181818182)","(13.0, 24.0, 21.705882352941178)"
06-01-2023 13:28:21.068514,"(14.0, 19.5, 18.5)","(3.5, 5.8, 5.655555555555555)","(4.6, 5.0, 4.941935483870968)","(5.5, 7.2, 6.692307692307692)","(2.4, 3.1, 3.0675675675675675)","(41.0, 75.0, 46.81818181818182)","(13.0, 22.0, 21.705882352941178)"
06-01-2023 13:28:22.263842,"(14.0, 19.5, 18.5)","(3.5, 5.8, 5.54)","(4.6, 5.0, 4.941935483870968)","(5.5, 7.2, 6.692307692307692)","(2.4, 3.1, 3.061)","(41.0, 75.0, 46.81818181818182)","(13.0, 22.0, 21.705882352941178)"
06-01-2023 13:28:23.402443,"(14.0, 19.5, 17.59090909090909)","(3.5, 5.8, 5.54)","(4.6, 5.0, 4.941935483870968)","(5.5, 7.2, 6.692307692307692)","(2.4, 3.1, 3.0652631578947367)","(41.0, 75.0, 46.81818181818182)","(13.0, 22.0, 21.705882352941178)"
06-01-2023 13:28:24.458064,"(14.0, 19.5, 17.55263157894737)","(3.5, 5.8, 5.54)","(4.6, 5.0, 4.941935483870968)","(5.5, 7.2, 6.692307692307692)","(2.4, 3.1, 3.0652631578947367)","(41.0, 75.0, 49.166666666666664)","(13.0, 22.0, 21.705882352941178)"
06-01-2023 13:28:25.503357,"(14.0, 19.5, 17.541666666666668)","(3.5, 5.8, 5.6049999999999995)","(4.6, 5.0, 4.941935483870968)","(5.5, 7.2, 6.692307692307692)","(2.4, 3.1, 3.078181818181818)","(41.0, 75.0, 46.81818181818182)","(13.0, 22.0, 22.78125)"
06-01-2023 13:28:26.566840,"(14.0, 19.5, 15.583333333333334)","(3.5, 5.8, 5.54)","(4.6, 5.0, 4.941935483870968)","(5.5, 7.2, 6.692307692307692)","(2.4, 3.1, 3.0957142857142856)","(41.0, 75.0, 47.1)","(13.0, 23.0, 22.78125)"
06-01-2023 13:28:27.710346,"(14.0, 19.5, 15.583333333333334)","(3.5, 5.8, 5.54)","(4.6, 5.0, 4.941935483870968)","(5.5, 7.2, 6.692307692307692)","(2.4, 3.1, 3.0957142857142856)","(41.0, 75.0, 53.53846153846154)","(13.0, 23.0, 22.416666666666668)"
06-01-2023 13:28:28.807908,"(14.0, 19.5, 15.583333333333334)","(3.5, 5.8, 5.54)","(4.6, 5.0, 4.941935483870968)","(5.5, 7.2, 6.692307692307692)","(2.4, 3.1, 3.0700000000000003)","(41.0, 75.0, 59.5)","(13.0, 23.0, 21.919354838709676)"
06-01-2023 13:28:29.957779,"(14.0, 19.5, 15.66326530612245)","(3.5, 5.8, 5.54)","(4.6, 5.0, 4.934375)","(5.5, 7.2, 6.688888888888888)","(2.4, 3.1, 3.084516129032258)","(41.0, 75.0, 53.53846153846154)","(13.0, 22.0, 21.919354838709676)"
06-01-2023 13:28:31.096040,"(14.0, 19.0, 16.083333333333332)","(3.5, 5.8, 5.614285714285714)","(4.6, 5.0, 4.934375)","(5.5, 7.2, 6.688888888888888)","(2.4, 3.1, 3.084516129032258)","(41.0, 75.0, 59.5)","(13.0, 22.0, 21.919354838709676)"
06-01-2023 13:28:32.185391,"(14.0, 19.0, 16.5)","(3.5, 5.8, 5.614285714285714)","(4.6, 5.0, 4.934375)","(5.5, 7.2, 6.688888888888888)","(2.4, 3.1, 3.0700000000000003)","(41.0, 75.0, 53.53846153846154)","(13.0, 22.0, 21.919354838709676)"
06-01-2023 13:28:33.191658,"(14.0, 19.0, 15.725806451612904)","(3.5, 5.8, 5.55625)","(4.6, 5.0, 4.934375)","(5.5, 7.0, 6.688888888888888)","(2.4, 3.1, 3.084516129032258)","(41.0, 75.0, 53.53846153846154)","(13.0, 22.0, 21.919354838709676)"
06-01-2023 13:28:34.273563,"(14.0, 19.0, 15.285714285714286)","(3.5, 5.8, 5.633333333333333)","(4.6, 5.0, 4.941935483870968)","(5.5, 7.0, 6.688888888888888)","(2.4, 3.1, 3.078181818181818)","(41.0, 75.0, 53.53846153846154)","(13.0, 22.0, 21.6875)"
06-01-2023 13:28:35.501901,"(14.0, 19.0, 15.156862745098039)","(3.5, 5.8, 5.55)","(4.6, 5.0, 4.941935483870968)","(5.5, 7.0, 6.688888888888888)","(2.4, 3.1, 3.0957142857142856)","(41.0, 75.0, 53.53846153846154)","(13.0, 23.0, 21.6875)"
06-01-2023 13:28:36.706500,"(14.0, 19.0, 14.759615384615385)","(3.5, 5.8, 5.55)","(4.6, 5.0, 4.941935483870968)","(5.5, 7.0, 6.688888888888888)","(2.4, 3.1, 3.0957142857142856)","(41.0, 75.0, 53.53846153846154)","(13.0, 23.0, 21.6875)"
06-01-2023 13:28:37.910516,"(14.0, 18.5, 15.59090909090909)","(3.5, 5.8, 5.623529411764705)","(4.6, 5.0, 4.941935483870968)","(5.5, 7.0, 6.688888888888888)","(2.4, 3.1, 3.078181818181818)","(41.0, 75.0, 53.53846153846154)","(13.0, 23.0, 21.659574468085108)"
06-01-2023 13:28:39.079014,"(14.0, 18.5, 15.185714285714285)","(3.5, 5.8, 5.54)","(4.6, 5.0, 4.941935483870968)","(5.5, 7.0, 6.76)","(2.4, 3.1, 3.0957142857142856)","(41.0, 75.0, 59.5)","(13.0, 23.0, 21.659574468085108)"
06-01-2023 13:28:40.270040,"(14.0, 18.5, 15.033333333333333)","(3.6, 5.8, 5.614285714285714)","(4.6, 5.0, 4.941935483870968)","(5.5, 6.8, 6.76)","(2.45, 3.1, 3.0957142857142856)","(41.0, 75.0, 53.53846153846154)","(13.0, 23.0, 21.659574468085108)"
06-01-2023 13:28:41.512283,"(14.0, 18.5, 14.936363636363636)","(3.6, 5.8, 5.663157894736842)","(4.6, 5.0, 4.941935483870968)","(5.5, 6.8, 6.76)","(2.45, 3.1, 3.078181818181818)","(41.0, 75.0, 53.53846153846154)","(13.0, 23.0, 21.659574468085108)"
06-01-2023 13:28:42.631567,"(14.0, 18.5, 14.936363636363636)","(3.6, 5.8, 5.663157894736842)","(4.6, 5.0, 4.866666666666666)","(5.5, 6.8, 6.7749999999999995)","(2.45, 3.1, 3.078181818181818)","(41.0, 75.0, 59.5)","(13.0, 23.0, 21.659574468085108)"
06-01-2023 13:28:43.710081,"(14.0, 18.5, 14.87037037037037)","(3.6, 5.5, 5.411111111111111)","(4.6, 5.0, 4.9)","(5.5, 6.8, 6.7749999999999995)","(2.45, 3.1, 3.0957142857142856)","(41.0, 75.0, 53.53846153846154)","(13.0, 23.0, 21.659574468085108)"
06-01-2023 13:28:44.852202,"(14.0, 18.5, 14.87037037037037)","(3.6, 5.5, 5.228813559322034)","(4.6, 5.0, 4.955555555555556)","(5.5, 6.8, 6.657142857142857)","(2.45, 3.1, 3.0812500000000003)","(41.0, 75.0, 53.53846153846154)","(13.0, 23.0, 21.659574468085108)"
06-01-2023 13:28:46.051307,"(14.0, 18.5, 14.87037037037037)","(3.6, 5.5, 5.3478260869565215)","(4.6, 5.0, 4.836046511627907)","(5.5, 7.0, 6.657142857142857)","(2.45, 3.1, 3.1439285714285714)","(41.0, 75.0, 53.53846153846154)","(13.0, 23.0, 21.659574468085108)"
06-01-2023 13:28:47.247550,"(14.0, 18.5, 16.54)","(3.6, 5.4, 5.328)","(4.6, 5.0, 4.836046511627907)","(5.5, 7.0, 6.657142857142857)","(2.45, 3.15, 3.1234375)","(41.0, 75.0, 55.55555555555556)","(13.0, 23.0, 21.659574468085108)"
06-01-2023 13:28:48.364012,"(14.0, 18.5, 16.54)","(3.6, 5.4, 5.266666666666667)","(4.6, 5.0, 4.836046511627907)","(5.5, 7.0, 6.657142857142857)","(2.45, 3.15, 3.1234375)","(41.0, 70.0, 59.5)","(13.0, 23.0, 22.575757575757574)"
06-01-2023 13:28:49.504547,"(14.0, 18.5, 16.54)","(3.6, 5.4, 5.266666666666667)","(4.6, 5.0, 4.967567567567568)","(5.5, 7.0, 6.643243243243243)","(2.45, 3.15, 3.0867441860465115)","(41.0, 75.0, 53.53846153846154)","(13.0, 23.0, 22.575757575757574)"
06-01-2023 13:28:50.723930,"(14.0, 18.5, 16.54)","(3.6, 5.4, 5.314285714285715)","(4.6, 5.0, 4.883333333333333)","(5.5, 7.0, 6.666666666666666)","(2.45, 3.15, 3.0776595744680852)","(41.0, 75.0, 59.5)","(13.0, 23.0, 22.575757575757574)"
06-01-2023 13:28:51.879961,"(14.0, 18.5, 16.54)","(3.6, 5.4, 5.266666666666667)","(4.6, 5.0, 4.883333333333333)","(5.5, 7.0, 6.666666666666666)","(2.45, 3.15, 3.0776595744680852)","(41.0, 75.0, 52.0)","(13.0, 23.0, 22.575757575757574)"
06-01-2023 13:28:53.059433,"(14.0, 18.5, 15.07)","(3.6, 5.4, 5.266666666666667)","(4.6, 5.0, 4.859999999999999)","(5.5, 7.0, 6.666666666666666)","(2.45, 3.15, 3.0791666666666666)","(41.0, 70.0, 52.0)","(13.0, 23.0, 23.125)"
06-01-2023 13:28:54.225981,"(14.0, 18.5, 15.07)","(3.6, 5.4, 5.057142857142857)","(4.6, 5.0, 4.906666666666666)","(5.5, 7.0, 6.666666666666666)","(2.45, 3.15, 3.155555555555556)","(41.0, 70.0, 52.0)","(13.0, 24.0, 21.916666666666668)"
06-01-2023 13:28:55.376365,"(14.0, 18.5, 16.615384615384617)","(3.6, 5.4, 4.9)","(4.6, 5.0, 4.906666666666666)","(5.5, 7.0, 6.666666666666666)","(2.45, 3.2, 3.152727272727273)","(41.0, 70.0, 52.0)","(13.0, 22.0, 21.838709677419356)"
06-01-2023 13:28:56.503383,"(14.0, 18.5, 16.615384615384617)","(3.6, 5.4, 5.139130434782609)","(4.6, 5.0, 4.906666666666666)","(5.5, 7.0, 6.736)","(2.45, 3.2, 3.069230769230769)","(41.0, 70.0, 52.0)","(13.0, 22.0, 21.916666666666668)"
06-01-2023 13:28:57.642328,"(14.0, 18.5, 16.615384615384617)","(3.6, 5.4, 5.078571428571428)","(4.6, 5.0, 4.9)","(5.5, 7.0, 6.646153846153846)","(2.45, 3.15, 3.085714285714286)","(41.0, 70.0, 57.0)","(13.0, 22.0, 23.125)"
06-01-2023 13:28:58.830203,"(14.0, 18.5, 16.615384615384617)","(3.6, 5.1, 5.011764705882353)","(4.6, 5.0, 4.860869565217391)","(5.5, 7.0, 6.648)","(2.45, 3.1, 3.085714285714286)","(41.0, 70.0, 52.0)","(13.0, 24.0, 21.830357142857142)"
06-01-2023 13:29:00.012510,"(14.0, 18.5, 16.615384615384617)","(3.6, 5.1, 5.025925925925925)","(4.6, 5.0, 4.822222222222222)","(5.5, 7.0, 6.633333333333333)","(2.45, 3.1, 3.075)","(41.0, 70.0, 64.13953488372093)","(13.0, 24.0, 21.191666666666666)"
06-01-2023 13:29:01.131146,"(14.0, 17.0, 15.333333333333334)","(3.6, 5.1, 5.025925925925925)","(4.6, 5.0, 4.860869565217391)","(5.5, 7.0, 6.646153846153846)","(2.45, 3.15, 3.1166666666666667)","(41.0, 70.0, 46.6)","(13.0, 23.0, 21.191666666666666)"
06-01-2023 13:29:02.256828,"(14.0, 17.0, 15.272727272727273)","(3.6, 5.0, 4.9)","(4.6, 5.0, 4.860869565217391)","(5.5, 7.0, 6.646153846153846)","(2.45, 3.15, 3.1166666666666667)","(41.0, 70.0, 46.6)","(13.0, 23.0, 21.191666666666666)"
06-01-2023 13:29:03.451668,"(14.0, 17.0, 15.2)","(3.6, 5.0, 4.85)","(4.6, 5.0, 4.8315789473684205)","(5.5, 7.0, 6.646153846153846)","(2.45, 3.15, 3.075)","(41.0, 70.0, 46.6)","(13.0, 23.0, 21.191666666666666)"
06-01-2023 13:29:04.740165,"(14.0, 17.0, 15.146341463414634)","(3.6, 5.1, 4.9)","(4.6, 5.0, 4.904347826086957)","(5.5, 7.0, 6.652173913043478)","(2.45, 3.15, 3.0833333333333335)","(41.0, 70.0, 49.2)","(13.0, 23.0, 20.55263157894737)"
06-01-2023 13:29:06.358725,"(14.0, 17.0, 15.146341463414634)","(3.6, 5.0, 5.04)","(4.6, 5.0, 4.904347826086957)","(5.5, 7.0, 6.6499999999999995)","(2.45, 3.1, 3.0833333333333335)","(41.0, 70.0, 46.6)","(13.0, 23.0, 20.97826086956522)"
06-01-2023 13:29:07.693032,"(14.0, 17.0, 15.146341463414634)","(3.6, 5.1, 5.018181818181818)","(4.6, 5.0, 4.904347826086957)","(5.5, 7.0, 6.6499999999999995)","(2.45, 3.1, 3.032608695652174)","(41.0, 70.0, 46.6)","(13.0, 23.0, 22.06896551724138)"
06-01-2023 13:29:09.050686,"(14.0, 17.0, 15.051282051282051)","(3.6, 5.1, 5.0)","(4.6, 5.0, 4.933333333333334)","(5.5, 7.0, 6.6499999999999995)","(2.45, 3.15, 3.053846153846154)","(41.0, 70.0, 46.6)","(13.0, 23.0, 22.444444444444443)"
06-01-2023 13:29:10.397947,"(14.0, 17.0, 15.538461538461538)","(3.6, 5.1, 4.877777777777778)","(4.6, 5.0, 5.070588235294117)","(5.5, 7.0, 6.666666666666666)","(2.45, 3.1, 3.0416666666666665)","(41.0, 70.0, 48.72727272727273)","(13.0, 23.0, 23.764705882352942)"
06-01-2023 13:29:11.649794,"(14.0, 17.0, 15.5375)","(3.7, 4.9, 4.877777777777778)","(4.4, 5.1, 4.9799999999999995)","(5.5, 7.0, 6.666666666666666)","(2.45, 3.1, 3.0294117647058822)","(41.0, 70.0, 55.375)","(14.0, 26.0, 23.764705882352942)"
06-01-2023 13:29:12.876360,"(14.0, 17.0, 15.5375)","(3.7, 4.9, 4.882608695652174)","(4.4, 5.1, 4.9799999999999995)","(5.5, 7.0, 6.671428571428571)","(2.45, 3.1, 3.0294117647058822)","(41.0, 70.0, 50.8)","(14.0, 26.0, 23.15)"
06-01-2023 13:29:14.092447,"(14.0, 17.0, 15.5375)","(3.6, 4.9, 5.047058823529412)","(4.4, 5.1, 4.9799999999999995)","(5.5, 7.0, 6.666666666666666)","(2.45, 3.1, 3.0294117647058822)","(41.0, 70.0, 48.4)","(13.0, 26.0, 24.1)"
06-01-2023 13:29:15.311947,"(14.0, 17.0, 15.010204081632653)","(3.6, 5.1, 5.047058823529412)","(4.4, 5.1, 4.9799999999999995)","(5.5, 7.0, 6.666666666666666)","(2.45, 3.1, 3.0294117647058822)","(41.0, 70.0, 48.0)","(13.0, 26.0, 24.448275862068964)"
06-01-2023 13:29:16.496865,"(14.0, 17.0, 14.925531914893616)","(3.6, 5.1, 5.047058823529412)","(4.4, 5.1, 4.9799999999999995)","(5.5, 7.0, 6.666666666666666)","(2.45, 3.1, 3.0294117647058822)","(41.0, 70.0, 48.0)","(13.0, 26.0, 24.448275862068964)"
06-01-2023 13:29:17.767855,"(14.0, 17.0, 15.010204081632653)","(3.6, 5.1, 5.047058823529412)","(4.4, 5.1, 5.04)","(5.5, 7.0, 6.671428571428571)","(2.45, 3.1, 3.025)","(41.0, 70.0, 48.0)","(13.0, 26.0, 24.448275862068964)"
06-01-2023 13:29:18.938484,"(14.0, 17.0, 15.05)","(3.6, 5.1, 4.975)","(4.4, 5.1, 5.04)","(5.5, 7.0, 6.666666666666666)","(2.45, 3.1, 3.025)","(41.0, 70.0, 48.0)","(13.0, 26.0, 24.448275862068964)"
06-01-2023 13:29:20.125141,"(14.0, 17.0, 15.05)","(3.6, 5.0, 4.96)","(4.4, 5.1, 5.04)","(5.5, 7.0, 6.666666666666666)","(2.45, 3.1, 3.025)","(41.0, 70.0, 48.0)","(13.0, 26.0, 24.448275862068964)"
06-01-2023 13:29:21.454180,"(14.0, 17.0, 15.5375)","(3.6, 5.0, 4.992307692307692)","(4.4, 5.1, 5.04)","(5.5, 7.0, 6.676923076923076)","(2.45, 3.1, 3.025)","(41.0, 70.0, 48.0)","(13.0, 26.0, 20.492537313432837)"
06-01-2023 13:29:22.957221,"(14.0, 17.0, 15.05)","(3.6, 5.0, 5.071428571428571)","(4.4, 5.1, 5.04)","(5.5, 7.0, 6.671428571428571)","(2.45, 3.1, 3.025)","(41.0, 70.0, 48.0)","(13.0, 21.0, 20.52777777777778)"
06-01-2023 13:29:24.724657,"(14.0, 17.0, 15.048780487804878)","(3.6, 5.1, 4.991935483870968)","(4.4, 5.1, 5.04)","(5.5, 7.0, 6.671428571428571)","(2.45, 3.1, 3.025)","(41.0, 70.0, 48.0)","(13.0, 21.0, 20.80851063829787)"
06-01-2023 13:29:25.938951,"(14.0, 17.0, 15.048780487804878)","(3.6, 5.2, 4.991935483870968)","(4.4, 5.1, 5.04)","(5.5, 7.0, 6.671428571428571)","(2.45, 3.1, 3.025)","(41.0, 70.0, 48.0)","(13.0, 21.0, 20.906976744186046)"
06-01-2023 13:29:27.164923,"(14.0, 17.0, 15.571428571428571)","(3.6, 5.2, 4.973684210526316)","(4.4, 5.1, 5.04)","(5.5, 7.0, 6.676923076923076)","(2.45, 3.1, 3.0142857142857142)","(41.0, 70.0, 48.0)","(13.0, 21.0, 21.772727272727273)"
06-01-2023 13:29:28.437969,"(14.0, 17.0, 15.571428571428571)","(3.6, 5.2, 4.722222222222222)","(4.4, 5.1, 5.057142857142857)","(5.5, 7.0, 6.676923076923076)","(2.45, 3.1, 3.033333333333333)","(41.0, 70.0, 48.0)","(13.0, 22.0, 21.733333333333334)"
06-01-2023 13:29:29.651183,"(14.0, 17.0, 15.536585365853659)","(3.6, 4.9, 4.722222222222222)","(4.4, 5.1, 5.0285714285714285)","(5.5, 7.0, 6.703225806451613)","(2.45, 3.1, 3.0448275862068965)","(41.0, 70.0, 54.470588235294116)","(13.0, 22.0, 21.733333333333334)"
06-01-2023 13:29:30.875414,"(14.0, 17.0, 15.565217391304348)","(3.6, 5.2, 5.0)","(4.4, 5.1, 4.990909090909091)","(5.5, 7.0, 6.696969696969696)","(2.45, 3.1, 3.0433333333333334)","(41.0, 70.0, 57.42857142857143)","(13.0, 22.0, 21.75)"
06-01-2023 13:29:32.061154,"(14.0, 17.0, 16.05263157894737)","(3.6, 5.2, 5.0)","(4.4, 5.1, 4.973684210526316)","(5.5, 7.0, 6.703225806451613)","(2.45, 3.1, 3.022222222222222)","(41.0, 70.0, 57.42857142857143)","(13.0, 22.0, 21.75)"
06-01-2023 13:29:33.308233,"(14.0, 17.0, 16.055555555555557)","(3.6, 5.0, 4.975)","(4.4, 5.1, 4.928571428571429)","(5.5, 7.0, 6.696969696969696)","(2.45, 3.05, 3.0428571428571427)","(41.0, 70.0, 57.611111111111114)","(13.0, 22.0, 21.953488372093023)"
06-01-2023 13:29:34.491233,"(14.0, 17.0, 16.055555555555557)","(3.6, 5.0, 4.975)","(4.4, 5.1, 4.944444444444445)","(5.5, 7.0, 6.808695652173913)","(2.45, 3.15, 3.058333333333333)","(41.0, 65.0, 57.611111111111114)","(13.0, 22.0, 22.942857142857143)"
06-01-2023 13:29:35.600226,"(14.0, 17.0, 16.0625)","(3.6, 4.9, 4.866666666666667)","(4.4, 5.1, 5.0125)","(5.5, 7.0, 6.81)","(2.45, 3.1, 3.031578947368421)","(41.0, 65.0, 55.84615384615385)","(13.0, 23.0, 22.953488372093023)"
06-01-2023 13:29:36.856317,"(14.0, 17.0, 16.05)","(3.6, 4.9, 4.788888888888889)","(4.4, 5.1, 5.014285714285714)","(5.5, 7.0, 6.811764705882353)","(2.45, 3.15, 3.019047619047619)","(41.0, 65.0, 57.35)","(13.0, 23.0, 22.8)"
06-01-2023 13:29:38.263586,"(14.0, 17.0, 16.05)","(3.6, 4.8, 4.7875)","(4.4, 5.1, 5.074999999999999)","(5.5, 7.0, 6.811764705882353)","(2.45, 3.1, 3.019047619047619)","(41.0, 65.0, 56.904761904761905)","(13.0, 24.0, 23.666666666666668)"
06-01-2023 13:29:39.457520,"(14.0, 17.0, 16.05)","(3.6, 4.8, 4.693333333333333)","(4.4, 5.1, 5.074999999999999)","(5.5, 7.0, 6.811764705882353)","(2.45, 3.1, 3.041176470588235)","(41.0, 65.0, 54.285714285714285)","(13.0, 24.0, 23.823529411764707)"
06-01-2023 13:29:40.774390,"(14.0, 17.0, 16.095238095238095)","(3.6, 4.7, 4.693333333333333)","(4.4, 5.1, 5.074999999999999)","(5.5, 7.0, 6.802985074626865)","(2.45, 3.1, 3.041176470588235)","(41.0, 60.0, 56.25)","(13.0, 24.0, 23.666666666666668)"
06-01-2023 13:29:44.142330,"(14.0, 17.0, 16.095238095238095)","(3.6, 4.7, 4.694117647058824)","(4.4, 5.1, 5.068965517241379)","(5.5, 7.0, 6.8025)","(2.45, 3.1, 3.041176470588235)","(41.0, 60.0, 56.25)","(13.0, 24.0, 23.0)"
06-01-2023 13:29:45.576759,"(14.0, 17.0, 17.0)","(3.6, 4.7, 4.694117647058824)","(4.4, 5.1, 5.083333333333333)","(5.5, 7.0, 6.687128712871287)","(2.45, 3.1, 3.0285714285714285)","(41.0, 60.0, 54.285714285714285)","(13.0, 24.0, 23.88235294117647)"
06-01-2023 13:29:46.837802,"(14.0, 18.5, 17.0)","(3.6, 4.7, 4.694117647058824)","(4.4, 5.1, 5.071428571428571)","(5.5, 7.0, 6.687128712871287)","(2.45, 3.1, 3.041176470588235)","(41.0, 60.0, 55.65217391304348)","(13.0, 24.0, 22.72222222222222)"
06-01-2023 13:29:48.069489,"(13.0, 18.5, 16.625)","(3.7, 4.7, 4.694117647058824)","(4.4, 5.1, 5.071428571428571)","(5.5, 7.0, 6.687128712871287)","(2.45, 3.1, 3.0285714285714285)","(41.0, 60.0, 57.22222222222222)","(14.0, 23.0, 21.75)"
06-01-2023 13:29:49.197727,"(13.0, 18.5, 16.633333333333333)","(3.7, 4.8, 4.777777777777778)","(4.4, 5.1, 5.071428571428571)","(5.5, 7.0, 6.687128712871287)","(2.45, 3.1, 3.0285714285714285)","(41.0, 60.0, 57.22222222222222)","(14.0, 22.0, 21.8)"
06-01-2023 13:29:50.399320,"(13.0, 18.5, 16.72222222222222)","(3.7, 4.8, 4.777777777777778)","(4.4, 5.1, 5.071428571428571)","(5.5, 7.0, 6.687128712871287)","(2.45, 3.1, 3.072222222222222)","(41.0, 60.0, 52.5)","(14.0, 23.0, 21.90909090909091)"
06-01-2023 13:29:51.645280,"(13.0, 18.5, 16.72222222222222)","(3.7, 4.9, 4.8)","(4.4, 5.1, 5.065217391304348)","(5.5, 6.8, 6.697196261682243)","(2.45, 3.15, 3.0566666666666666)","(41.0, 60.0, 52.5)","(14.0, 23.0, 22.36842105263158)"
06-01-2023 13:29:52.951148,"(13.0, 18.5, 17.045454545454547)","(3.7, 4.8, 4.793333333333333)","(4.4, 5.1, 4.960869565217392)","(5.5, 7.0, 6.922580645161291)","(2.45, 3.15, 3.047560975609756)","(41.0, 60.0, 53.0)","(14.0, 23.0, 22.857142857142858)"
06-01-2023 13:29:54.227886,"(13.0, 18.5, 17.045454545454547)","(3.7, 4.8, 4.793333333333333)","(4.4, 5.0, 4.960869565217392)","(5.5, 7.2, 6.9714285714285715)","(2.45, 3.15, 3.06578947368421)","(41.0, 55.0, 53.0)","(14.0, 23.0, 21.72222222222222)"
06-01-2023 13:29:55.416260,"(13.0, 18.5, 17.26923076923077)","(3.7, 4.8, 4.794444444444444)","(4.4, 5.0, 4.958333333333334)","(5.5, 7.2, 6.995918367346939)","(2.45, 3.15, 3.06578947368421)","(41.0, 55.0, 46.0)","(14.0, 22.0, 21.5)"
06-01-2023 13:29:56.780533,"(13.0, 18.5, 17.5)","(3.7, 4.8, 4.796875)","(4.4, 5.0, 4.947368421052632)","(5.5, 7.2, 7.017391304347826)","(2.45, 3.15, 3.06578947368421)","(41.0, 50.0, 44.333333333333336)","(14.0, 22.0, 21.666666666666668)"
06-01-2023 13:29:58.048658,"(13.0, 18.5, 17.5)","(3.7, 4.8, 4.796875)","(4.4, 5.0, 4.947368421052632)","(5.5, 7.2, 6.992307692307692)","(2.45, 3.15, 3.06578947368421)","(41.0, 50.0, 44.333333333333336)","(14.0, 22.0, 21.666666666666668)"
06-01-2023 13:29:59.357516,"(13.0, 18.5, 17.5)","(3.7, 4.8, 4.796875)","(4.4, 5.0, 4.947368421052632)","(5.5, 7.2, 6.988679245283019)","(2.45, 3.15, 3.06578947368421)","(41.0, 50.0, 44.6)","(14.0, 22.0, 21.5)"
06-01-2023 13:30:00.726760,"(13.0, 18.5, 17.5)","(3.7, 4.8, 4.796875)","(4.4, 5.0, 4.947368421052632)","(5.5, 7.2, 6.988679245283019)","(2.45, 3.15, 3.06578947368421)","(41.0, 50.0, 46.4)","(14.0, 22.0, 21.5)"
06-01-2023 13:30:02.093958,"(13.0, 18.5, 17.5)","(3.7, 4.8, 4.796875)","(4.4, 5.0, 4.947368421052632)","(5.5, 7.2, 6.988679245283019)","(2.45, 3.15, 3.075581395348837)","(41.0, 50.0, 47.5)","(14.0, 22.0, 21.666666666666668)"
06-01-2023 13:30:03.481093,"(13.0, 18.5, 17.5)","(3.7, 4.8, 4.796875)","(4.4, 5.0, 4.947368421052632)","(5.5, 7.2, 6.988679245283019)","(2.45, 3.15, 3.091176470588235)","(41.0, 48.0, 47.5)","(14.0, 22.0, 21.666666666666668)"
06-01-2023 13:30:04.597286,"(13.0, 18.5, 17.5)","(3.7, 4.8, 4.796875)","(4.4, 5.0, 4.947368421052632)","(5.5, 7.2, 6.992307692307692)","(2.45, 3.15, 3.0987179487179484)","(41.0, 48.0, 47.69230769230769)","(14.0, 22.0, 21.5)"
06-01-2023 13:30:05.876057,"(13.0, 18.5, 17.566666666666666)","(3.7, 4.8, 4.78)","(4.4, 5.0, 5.065573770491803)","(5.5, 7.2, 6.992307692307692)","(2.45, 3.15, 3.0448275862068965)","(41.0, 48.0, 47.27272727272727)","(14.0, 22.0, 21.555555555555557)"
06-01-2023 13:30:07.161363,"(13.0, 18.5, 17.566666666666666)","(3.7, 4.8, 4.775862068965517)","(4.4, 5.2, 5.083870967741936)","(5.5, 7.2, 6.985185185185185)","(2.45, 3.1, 3.046666666666667)","(41.0, 50.0, 47.0)","(14.0, 22.0, 23.6)"
06-01-2023 13:30:08.551602,"(13.0, 18.5, 17.566666666666666)","(3.7, 4.8, 4.760975609756097)","(4.4, 5.2, 5.116279069767441)","(5.5, 7.2, 6.992307692307692)","(2.45, 3.1, 3.0454545454545454)","(41.0, 48.0, 46.61538461538461)","(14.0, 24.0, 21.72222222222222)"
06-01-2023 13:30:09.906851,"(13.0, 18.5, 17.566666666666666)","(3.7, 4.8, 4.760975609756097)","(4.4, 5.2, 5.1692307692307695)","(5.5, 7.2, 6.985185185185185)","(2.45, 3.1, 3.036842105263158)","(41.0, 50.0, 46.57142857142857)","(14.0, 22.0, 21.72222222222222)"
06-01-2023 13:30:11.186760,"(13.0, 18.5, 17.566666666666666)","(3.7, 4.8, 4.760975609756097)","(4.4, 5.2, 5.3062499999999995)","(5.5, 7.2, 6.975438596491228)","(2.45, 3.1, 3.0318181818181817)","(41.0, 50.0, 46.57142857142857)","(14.0, 22.0, 21.72222222222222)"
