,Hard Case Watson,Big Prediction,Crazy Dream,Ripplebrook Snip,Blaze Maker,Aston Hackett,Our Girl Daisy
14-12-2022 12:04:35.554555,"(2.7, 4.2, 3.6750000000000003)","(3.5, 5.0, 4.446153846153846)","(5.0, 8.6, 7.933333333333333)","(31.0, 110.0, 68.4)","(5.5, 11.5, 9.363636363636363)","(4.8, 7.6, 5.7875)","(17.0, 65.0, 40.25)"
14-12-2022 12:04:36.572461,"(2.7, 4.2, 3.6750000000000003)","(3.5, 5.0, 4.446153846153846)","(5.0, 8.6, 7.933333333333333)","(31.0, 110.0, 68.4)","(5.5, 11.5, 9.363636363636363)","(4.8, 7.6, 5.7875)","(17.0, 65.0, 40.25)"
14-12-2022 12:04:37.592539,"(2.7, 4.2, 3.6750000000000003)","(3.5, 5.0, 4.446153846153846)","(5.0, 8.6, 7.933333333333333)","(31.0, 110.0, 68.4)","(5.5, 11.5, 9.363636363636363)","(4.8, 7.6, 5.7875)","(17.0, 65.0, 40.25)"
14-12-2022 12:04:38.583388,"(2.7, 4.2, 3.6750000000000003)","(3.5, 5.0, 4.446153846153846)","(5.0, 8.6, 7.933333333333333)","(31.0, 110.0, 68.4)","(5.5, 11.5, 9.363636363636363)","(4.8, 7.6, 5.7875)","(17.0, 65.0, 40.25)"
14-12-2022 12:04:39.570160,"(2.7, 4.2, 3.6750000000000003)","(3.5, 5.0, 4.446153846153846)","(5.0, 8.6, 7.933333333333333)","(31.0, 110.0, 68.4)","(5.5, 11.5, 9.363636363636363)","(4.8, 7.6, 6.073684210526316)","(17.0, 65.0, 40.25)"
14-12-2022 12:04:40.575272,"(2.7, 4.2, 3.6750000000000003)","(3.5, 4.9, 4.550000000000001)","(5.0, 8.6, 6.246153846153846)","(31.0, 110.0, 68.4)","(5.5, 11.5, 9.363636363636363)","(4.8, 7.6, 6.413793103448276)","(17.0, 65.0, 40.25)"
14-12-2022 12:04:41.586400,"(2.7, 4.2, 3.6750000000000003)","(3.5, 4.9, 4.530769230769231)","(5.0, 8.4, 6.715789473684211)","(31.0, 110.0, 68.4)","(5.5, 11.5, 9.363636363636363)","(4.8, 7.4, 6.413793103448276)","(17.0, 65.0, 40.25)"
14-12-2022 12:04:42.603779,"(2.7, 4.2, 3.6750000000000003)","(3.5, 4.9, 4.530769230769231)","(5.0, 8.4, 6.715789473684211)","(31.0, 110.0, 68.4)","(5.5, 11.5, 9.363636363636363)","(4.8, 7.4, 6.413793103448276)","(17.0, 65.0, 40.25)"
14-12-2022 12:04:43.582512,"(2.7, 4.2, 3.6750000000000003)","(3.5, 4.9, 4.530769230769231)","(5.0, 8.4, 6.715789473684211)","(31.0, 110.0, 68.4)","(5.5, 11.5, 9.363636363636363)","(4.8, 7.4, 6.413793103448276)","(17.0, 65.0, 40.25)"
14-12-2022 12:04:44.627960,"(2.7, 4.2, 3.6750000000000003)","(3.5, 4.9, 4.433333333333334)","(5.0, 8.4, 6.715789473684211)","(31.0, 110.0, 68.4)","(5.5, 11.5, 9.363636363636363)","(4.8, 7.4, 6.413793103448276)","(17.0, 65.0, 40.25)"
14-12-2022 12:04:45.638494,"(2.7, 4.2, 3.6750000000000003)","(3.5, 4.9, 4.433333333333334)","(5.0, 8.4, 6.715789473684211)","(31.0, 110.0, 68.4)","(5.5, 11.5, 9.363636363636363)","(4.8, 7.4, 6.413793103448276)","(17.0, 65.0, 40.25)"
14-12-2022 12:04:46.685491,"(2.7, 4.2, 3.6750000000000003)","(3.5, 4.9, 4.530769230769231)","(5.0, 8.4, 6.715789473684211)","(31.0, 110.0, 68.4)","(5.5, 11.5, 9.363636363636363)","(4.8, 7.4, 6.413793103448276)","(17.0, 65.0, 40.25)"
14-12-2022 12:04:47.682657,"(2.7, 4.2, 3.6750000000000003)","(3.5, 4.9, 4.530769230769231)","(5.0, 8.4, 6.715789473684211)","(31.0, 110.0, 67.71428571428572)","(5.5, 11.5, 9.363636363636363)","(4.8, 7.4, 6.413793103448276)","(17.0, 65.0, 40.25)"
14-12-2022 12:04:48.717583,"(2.7, 4.2, 3.6750000000000003)","(3.5, 4.9, 4.530769230769231)","(5.0, 8.4, 6.715789473684211)","(31.0, 110.0, 67.71428571428572)","(5.5, 11.5, 9.363636363636363)","(4.8, 7.4, 6.413793103448276)","(17.0, 65.0, 40.25)"
14-12-2022 12:04:49.745083,"(2.7, 4.2, 3.6750000000000003)","(3.5, 4.9, 4.530769230769231)","(5.0, 8.4, 6.715789473684211)","(31.0, 110.0, 67.71428571428572)","(5.5, 11.5, 9.363636363636363)","(4.8, 7.4, 6.413793103448276)","(17.0, 65.0, 40.25)"
14-12-2022 12:04:50.824766,"(2.7, 4.2, 3.6750000000000003)","(3.5, 4.9, 4.433333333333334)","(5.0, 8.4, 6.715789473684211)","(31.0, 110.0, 67.71428571428572)","(5.5, 11.5, 9.363636363636363)","(4.8, 7.4, 6.413793103448276)","(17.0, 65.0, 40.25)"
14-12-2022 12:04:51.923289,"(2.7, 4.2, 3.6750000000000003)","(3.5, 4.9, 4.530769230769231)","(5.0, 8.4, 6.715789473684211)","(31.0, 110.0, 67.71428571428572)","(5.5, 11.5, 9.363636363636363)","(4.8, 7.4, 6.413793103448276)","(17.0, 65.0, 40.25)"
14-12-2022 12:04:53.007336,"(2.7, 4.2, 3.6750000000000003)","(3.5, 4.9, 4.530769230769231)","(5.0, 8.4, 6.715789473684211)","(31.0, 110.0, 67.71428571428572)","(5.5, 11.5, 9.363636363636363)","(4.8, 7.4, 6.413793103448276)","(17.0, 65.0, 40.25)"
14-12-2022 12:04:54.030277,"(2.7, 4.2, 3.6750000000000003)","(3.5, 4.9, 4.530769230769231)","(5.0, 8.4, 6.715789473684211)","(31.0, 110.0, 67.71428571428572)","(5.5, 11.5, 9.363636363636363)","(4.8, 7.4, 6.413793103448276)","(17.0, 65.0, 40.25)"
14-12-2022 12:04:55.016372,"(2.7, 4.2, 3.6750000000000003)","(3.5, 4.9, 4.433333333333334)","(5.0, 8.4, 6.715789473684211)","(31.0, 110.0, 67.71428571428572)","(5.5, 11.5, 9.363636363636363)","(4.8, 7.4, 6.413793103448276)","(17.0, 65.0, 40.25)"
14-12-2022 12:04:55.986267,"(2.7, 4.2, 3.6750000000000003)","(3.5, 4.9, 4.433333333333334)","(5.0, 8.4, 6.715789473684211)","(31.0, 110.0, 67.71428571428572)","(5.5, 11.5, 9.363636363636363)","(4.8, 7.4, 6.413793103448276)","(17.0, 65.0, 40.25)"
14-12-2022 12:04:56.915728,"(2.7, 4.2, 3.6750000000000003)","(3.5, 4.9, 4.433333333333334)","(5.0, 8.4, 6.715789473684211)","(31.0, 110.0, 67.71428571428572)","(5.5, 11.5, 9.363636363636363)","(4.8, 7.4, 6.413793103448276)","(17.0, 65.0, 40.25)"
14-12-2022 12:04:57.853807,"(2.7, 4.2, 3.6750000000000003)","(3.5, 4.9, 4.433333333333334)","(5.0, 8.4, 6.715789473684211)","(31.0, 110.0, 67.71428571428572)","(5.5, 11.5, 9.363636363636363)","(4.8, 7.4, 6.25909090909091)","(17.0, 65.0, 40.25)"
14-12-2022 12:04:58.900097,"(2.7, 4.2, 3.6750000000000003)","(3.5, 4.9, 4.550000000000001)","(5.0, 8.4, 6.114285714285715)","(31.0, 110.0, 67.71428571428572)","(5.5, 11.5, 9.363636363636363)","(4.8, 7.2, 6.25909090909091)","(17.0, 65.0, 40.25)"
14-12-2022 12:04:59.912954,"(2.7, 4.2, 3.6750000000000003)","(3.5, 5.0, 4.466666666666667)","(5.0, 8.4, 6.114285714285715)","(31.0, 110.0, 67.71428571428572)","(5.5, 11.5, 9.363636363636363)","(4.8, 7.2, 6.25909090909091)","(17.0, 65.0, 40.25)"
14-12-2022 12:05:00.965002,"(2.7, 4.2, 3.6750000000000003)","(3.5, 5.0, 4.466666666666667)","(5.0, 8.4, 6.114285714285715)","(31.0, 110.0, 67.71428571428572)","(5.5, 11.5, 9.363636363636363)","(4.8, 7.2, 6.25909090909091)","(17.0, 65.0, 40.25)"
14-12-2022 12:05:01.986902,"(2.7, 4.2, 3.6750000000000003)","(3.5, 5.0, 4.466666666666667)","(5.0, 8.4, 6.114285714285715)","(31.0, 110.0, 67.71428571428572)","(5.5, 11.5, 9.363636363636363)","(4.8, 7.2, 6.25909090909091)","(17.0, 65.0, 40.25)"
14-12-2022 12:05:03.081770,"(2.7, 4.2, 3.6750000000000003)","(3.5, 5.0, 4.36)","(5.0, 8.4, 6.114285714285715)","(31.0, 110.0, 67.71428571428572)","(5.5, 11.5, 9.363636363636363)","(4.8, 7.2, 6.25909090909091)","(17.0, 65.0, 40.25)"
14-12-2022 12:05:04.095741,"(2.7, 4.2, 3.6750000000000003)","(3.5, 5.0, 4.36)","(5.0, 8.4, 6.114285714285715)","(31.0, 110.0, 67.71428571428572)","(5.5, 11.5, 9.363636363636363)","(4.8, 7.2, 6.25909090909091)","(17.0, 65.0, 40.25)"
14-12-2022 12:05:05.083011,"(2.7, 4.2, 3.6750000000000003)","(3.5, 5.0, 4.36)","(5.0, 8.4, 6.114285714285715)","(31.0, 110.0, 67.71428571428572)","(5.5, 11.5, 9.363636363636363)","(4.8, 7.2, 6.25909090909091)","(17.0, 65.0, 40.25)"
14-12-2022 12:05:05.989914,"(2.7, 4.4, 3.451)","(3.5, 5.0, 4.466666666666667)","(5.0, 8.4, 6.114285714285715)","(31.0, 110.0, 67.71428571428572)","(5.5, 11.5, 9.363636363636363)","(4.8, 7.2, 6.25909090909091)","(17.0, 65.0, 40.25)"
14-12-2022 12:05:07.028857,"(2.7, 4.3, 3.5)","(3.5, 5.0, 4.466666666666667)","(5.0, 8.4, 6.114285714285715)","(31.0, 130.0, 92.4)","(5.5, 11.5, 10.82857142857143)","(4.8, 7.2, 6.25909090909091)","(17.0, 65.0, 37.21052631578947)"
14-12-2022 12:05:08.043914,"(2.7, 4.3, 3.5)","(3.5, 5.0, 4.466666666666667)","(5.0, 8.4, 6.114285714285715)","(31.0, 130.0, 92.4)","(5.5, 11.5, 10.82857142857143)","(4.8, 7.2, 6.25909090909091)","(17.0, 65.0, 37.21052631578947)"
14-12-2022 12:05:09.120144,"(2.7, 4.3, 3.5)","(3.5, 5.0, 4.466666666666667)","(5.0, 8.4, 6.114285714285715)","(31.0, 130.0, 92.4)","(5.5, 11.5, 10.82857142857143)","(4.8, 7.2, 6.25909090909091)","(17.0, 65.0, 37.21052631578947)"
14-12-2022 12:05:10.199634,"(2.7, 4.3, 3.5)","(3.5, 5.0, 4.36)","(5.0, 8.4, 6.114285714285715)","(31.0, 130.0, 92.4)","(5.5, 11.5, 10.82857142857143)","(4.8, 7.2, 6.25909090909091)","(17.0, 65.0, 37.21052631578947)"
14-12-2022 12:05:11.220417,"(2.7, 4.3, 3.5)","(3.5, 5.0, 4.36)","(5.0, 8.4, 6.114285714285715)","(31.0, 130.0, 92.4)","(5.5, 11.5, 10.82857142857143)","(4.8, 7.2, 6.25909090909091)","(17.0, 65.0, 37.21052631578947)"
14-12-2022 12:05:12.186206,"(2.7, 4.3, 3.5)","(3.5, 5.0, 4.36)","(5.0, 8.4, 6.114285714285715)","(31.0, 130.0, 92.4)","(5.5, 11.5, 10.82857142857143)","(4.8, 7.2, 6.25909090909091)","(17.0, 65.0, 37.21052631578947)"
14-12-2022 12:05:13.106456,"(2.7, 4.3, 3.5)","(3.5, 5.0, 4.36)","(5.0, 8.4, 6.114285714285715)","(31.0, 130.0, 92.4)","(5.5, 11.5, 10.82857142857143)","(4.8, 7.2, 6.25909090909091)","(17.0, 65.0, 37.21052631578947)"
14-12-2022 12:05:14.040005,"(2.7, 4.3, 3.5)","(3.5, 5.0, 4.591666666666667)","(5.0, 8.4, 6.114285714285715)","(31.0, 130.0, 92.4)","(5.5, 11.5, 10.82857142857143)","(4.8, 7.2, 6.25909090909091)","(17.0, 65.0, 37.21052631578947)"
14-12-2022 12:05:15.015523,"(2.7, 4.3, 3.5)","(3.5, 5.0, 4.591666666666667)","(5.0, 8.4, 6.114285714285715)","(31.0, 130.0, 110.4)","(5.5, 11.5, 10.82857142857143)","(4.8, 7.2, 6.25909090909091)","(17.0, 65.0, 37.21052631578947)"
14-12-2022 12:05:16.095552,"(2.7, 4.3, 3.5)","(3.5, 5.0, 4.591666666666667)","(5.0, 8.4, 6.114285714285715)","(31.0, 160.0, 110.4)","(5.5, 11.5, 12.542857142857143)","(4.8, 7.2, 6.25909090909091)","(17.0, 65.0, 37.21052631578947)"
14-12-2022 12:05:17.121802,"(2.7, 4.3, 3.5)","(3.5, 5.0, 4.591666666666667)","(5.0, 8.4, 6.114285714285715)","(31.0, 160.0, 110.4)","(5.5, 13.5, 12.542857142857143)","(4.8, 7.2, 6.25909090909091)","(17.0, 65.0, 37.21052631578947)"
14-12-2022 12:05:18.151156,"(2.7, 4.3, 3.5)","(3.5, 5.0, 4.490909090909091)","(5.0, 8.4, 6.114285714285715)","(31.0, 160.0, 114.9090909090909)","(5.5, 13.5, 12.114285714285714)","(4.8, 7.2, 6.51)","(17.0, 65.0, 37.21052631578947)"
14-12-2022 12:05:19.202152,"(2.7, 4.3, 3.5)","(3.5, 5.0, 4.490909090909091)","(5.0, 8.4, 6.114285714285715)","(31.0, 160.0, 114.9090909090909)","(5.5, 13.0, 12.114285714285714)","(4.8, 7.2, 6.51)","(17.0, 65.0, 37.21052631578947)"
14-12-2022 12:05:20.197196,"(2.7, 4.3, 3.5)","(3.5, 5.0, 4.591666666666667)","(5.0, 8.4, 6.114285714285715)","(31.0, 160.0, 114.9090909090909)","(5.5, 13.0, 12.114285714285714)","(4.8, 7.2, 6.1)","(17.0, 65.0, 37.21052631578947)"
14-12-2022 12:05:21.125753,"(2.7, 4.3, 3.5)","(3.5, 5.0, 4.591666666666667)","(5.0, 8.4, 6.114285714285715)","(31.0, 160.0, 114.9090909090909)","(5.5, 13.0, 12.114285714285714)","(4.8, 7.2, 6.438461538461539)","(17.0, 65.0, 37.21052631578947)"
14-12-2022 12:05:22.120616,"(2.7, 4.3, 3.5)","(3.5, 5.0, 4.591666666666667)","(5.0, 8.4, 6.114285714285715)","(31.0, 160.0, 114.9090909090909)","(5.5, 13.0, 12.114285714285714)","(4.8, 7.2, 6.438461538461539)","(17.0, 65.0, 37.21052631578947)"
14-12-2022 12:05:23.072274,"(2.7, 4.3, 3.5)","(3.5, 5.0, 4.591666666666667)","(5.0, 8.4, 6.114285714285715)","(31.0, 160.0, 114.9090909090909)","(5.5, 13.0, 12.114285714285714)","(4.8, 7.2, 6.438461538461539)","(17.0, 65.0, 37.21052631578947)"
14-12-2022 12:05:24.067896,"(2.7, 4.3, 3.5)","(3.5, 5.0, 4.490909090909091)","(5.0, 8.4, 6.114285714285715)","(31.0, 160.0, 114.9090909090909)","(5.5, 13.0, 12.114285714285714)","(4.8, 7.2, 6.438461538461539)","(17.0, 65.0, 37.21052631578947)"
14-12-2022 12:05:25.125331,"(2.7, 4.3, 3.5)","(3.5, 5.0, 4.490909090909091)","(5.0, 8.4, 6.114285714285715)","(31.0, 160.0, 114.9090909090909)","(5.5, 13.0, 12.114285714285714)","(4.8, 7.2, 6.438461538461539)","(17.0, 65.0, 37.21052631578947)"
14-12-2022 12:05:26.153979,"(2.7, 4.3, 3.5)","(3.5, 5.0, 4.591666666666667)","(5.0, 8.4, 6.114285714285715)","(31.0, 160.0, 135.75)","(5.5, 13.0, 12.114285714285714)","(4.8, 7.2, 6.438461538461539)","(17.0, 65.0, 37.21052631578947)"
14-12-2022 12:05:27.203977,"(2.7, 4.3, 3.5)","(3.5, 5.0, 4.591666666666667)","(5.0, 8.4, 6.114285714285715)","(31.0, 150.0, 135.75)","(5.5, 13.0, 12.114285714285714)","(4.8, 7.2, 6.438461538461539)","(17.0, 65.0, 37.21052631578947)"
14-12-2022 12:05:28.264256,"(2.7, 4.3, 3.5)","(3.5, 5.0, 4.591666666666667)","(5.0, 8.4, 6.114285714285715)","(31.0, 150.0, 97.38461538461539)","(5.5, 13.0, 12.114285714285714)","(5.0, 7.2, 6.438461538461539)","(18.0, 65.0, 37.21052631578947)"
14-12-2022 12:05:29.290818,"(2.7, 4.3, 3.5)","(3.5, 5.0, 4.490909090909091)","(5.0, 8.4, 6.114285714285715)","(31.0, 250.0, 143.0)","(5.5, 13.0, 12.114285714285714)","(5.0, 7.2, 6.438461538461539)","(18.0, 65.0, 37.21052631578947)"
14-12-2022 12:05:30.286832,"(2.7, 4.3, 3.5)","(3.5, 5.0, 4.490909090909091)","(5.0, 8.4, 6.114285714285715)","(31.0, 250.0, 143.0)","(5.5, 13.0, 12.114285714285714)","(5.0, 7.2, 6.438461538461539)","(18.0, 65.0, 37.21052631578947)"
14-12-2022 12:05:31.317173,"(2.7, 4.3, 3.5)","(3.5, 5.0, 4.591666666666667)","(5.0, 8.4, 6.114285714285715)","(31.0, 250.0, 143.0)","(5.5, 13.0, 12.114285714285714)","(5.0, 7.2, 6.438461538461539)","(18.0, 65.0, 37.21052631578947)"
14-12-2022 12:05:32.346765,"(2.7, 4.3, 3.5)","(3.5, 5.0, 4.591666666666667)","(5.0, 8.4, 6.114285714285715)","(31.0, 250.0, 143.0)","(5.5, 13.0, 12.114285714285714)","(5.0, 7.2, 6.438461538461539)","(18.0, 65.0, 37.21052631578947)"
14-12-2022 12:05:33.377732,"(2.7, 4.3, 3.5)","(3.5, 5.0, 4.591666666666667)","(5.0, 8.4, 6.114285714285715)","(31.0, 250.0, 143.0)","(5.5, 13.0, 12.114285714285714)","(5.0, 7.2, 6.438461538461539)","(18.0, 65.0, 37.21052631578947)"
14-12-2022 12:05:34.368640,"(2.7, 4.3, 3.5)","(3.5, 5.0, 4.490909090909091)","(5.0, 8.4, 6.114285714285715)","(31.0, 250.0, 143.0)","(5.5, 13.0, 12.114285714285714)","(5.0, 7.2, 6.780952380952381)","(18.0, 65.0, 37.21052631578947)"
14-12-2022 12:05:35.423938,"(2.7, 4.3, 3.5)","(3.5, 5.0, 4.591666666666667)","(5.0, 8.4, 6.114285714285715)","(31.0, 250.0, 143.0)","(5.5, 13.0, 12.114285714285714)","(5.0, 7.2, 6.780952380952381)","(18.0, 65.0, 37.21052631578947)"
14-12-2022 12:05:36.523393,"(2.7, 4.3, 3.5)","(3.5, 5.0, 4.591666666666667)","(5.0, 8.4, 6.114285714285715)","(31.0, 250.0, 143.0)","(5.5, 13.0, 12.114285714285714)","(5.0, 7.2, 6.780952380952381)","(18.0, 65.0, 37.21052631578947)"
14-12-2022 12:05:37.779107,"(2.7, 4.3, 3.5)","(3.5, 5.0, 4.591666666666667)","(5.0, 8.4, 6.114285714285715)","(31.0, 250.0, 143.0)","(5.5, 13.0, 12.114285714285714)","(5.0, 7.2, 6.780952380952381)","(18.0, 65.0, 37.21052631578947)"
14-12-2022 12:05:38.875869,"(2.7, 4.3, 3.5)","(3.5, 5.0, 4.591666666666667)","(5.0, 8.4, 6.114285714285715)","(31.0, 250.0, 143.0)","(5.5, 13.0, 12.114285714285714)","(5.0, 7.2, 6.780952380952381)","(18.0, 65.0, 37.21052631578947)"
14-12-2022 12:05:39.951379,"(2.7, 4.3, 3.5)","(3.5, 5.0, 4.490909090909091)","(5.0, 8.4, 6.114285714285715)","(31.0, 250.0, 143.0)","(5.5, 13.0, 12.114285714285714)","(5.0, 7.2, 6.780952380952381)","(18.0, 65.0, 37.21052631578947)"
14-12-2022 12:05:40.971905,"(2.7, 4.3, 3.5)","(3.5, 5.0, 4.490909090909091)","(5.0, 8.4, 6.114285714285715)","(31.0, 250.0, 143.0)","(5.5, 13.0, 12.114285714285714)","(5.0, 7.2, 6.780952380952381)","(18.0, 65.0, 37.21052631578947)"
14-12-2022 12:05:41.963614,"(2.7, 4.3, 3.5)","(3.5, 5.0, 4.490909090909091)","(5.0, 8.4, 6.114285714285715)","(31.0, 250.0, 143.0)","(5.5, 13.0, 12.114285714285714)","(5.0, 7.2, 6.780952380952381)","(18.0, 65.0, 37.21052631578947)"
14-12-2022 12:05:42.881820,"(2.7, 4.3, 3.5)","(3.5, 5.0, 4.591666666666667)","(5.0, 8.4, 6.114285714285715)","(31.0, 250.0, 143.0)","(5.5, 13.0, 12.114285714285714)","(5.0, 7.2, 6.780952380952381)","(18.0, 65.0, 37.21052631578947)"
14-12-2022 12:05:43.826884,"(2.7, 4.3, 3.5)","(3.5, 5.0, 4.591666666666667)","(5.0, 8.4, 6.114285714285715)","(31.0, 250.0, 143.0)","(5.5, 13.0, 12.114285714285714)","(5.0, 7.2, 6.780952380952381)","(18.0, 65.0, 37.21052631578947)"
14-12-2022 12:05:44.756874,"(2.7, 4.3, 3.5)","(3.5, 5.0, 4.591666666666667)","(5.0, 8.4, 6.114285714285715)","(31.0, 250.0, 143.0)","(5.5, 13.0, 12.114285714285714)","(5.0, 7.2, 6.780952380952381)","(18.0, 65.0, 37.21052631578947)"
14-12-2022 12:05:45.793037,"(2.7, 4.3, 3.5)","(3.5, 5.0, 4.591666666666667)","(5.0, 8.4, 6.114285714285715)","(31.0, 250.0, 143.0)","(5.5, 13.0, 12.114285714285714)","(5.0, 7.2, 6.780952380952381)","(18.0, 65.0, 37.21052631578947)"
14-12-2022 12:05:46.824117,"(2.7, 4.3, 3.5)","(3.5, 5.0, 4.490909090909091)","(5.0, 8.4, 6.114285714285715)","(31.0, 250.0, 143.0)","(5.5, 13.0, 12.114285714285714)","(5.0, 7.2, 6.780952380952381)","(18.0, 65.0, 37.21052631578947)"
14-12-2022 12:05:47.882623,"(2.7, 4.3, 3.5)","(3.5, 5.0, 4.490909090909091)","(5.0, 8.4, 6.114285714285715)","(31.0, 250.0, 143.0)","(5.5, 13.0, 12.114285714285714)","(5.0, 7.2, 6.780952380952381)","(18.0, 65.0, 37.21052631578947)"
14-12-2022 12:05:48.935757,"(2.7, 4.3, 3.5)","(3.5, 5.0, 4.591666666666667)","(5.0, 8.4, 6.114285714285715)","(31.0, 250.0, 143.0)","(5.5, 13.0, 12.114285714285714)","(5.0, 7.2, 6.780952380952381)","(18.0, 65.0, 37.21052631578947)"
14-12-2022 12:05:50.011172,"(2.7, 4.3, 3.5)","(3.5, 5.0, 4.591666666666667)","(5.0, 8.4, 6.114285714285715)","(31.0, 250.0, 143.0)","(5.5, 13.0, 11.8)","(5.0, 7.2, 6.780952380952381)","(18.0, 65.0, 36.400000000000006)"
14-12-2022 12:05:51.010965,"(2.7, 4.3, 3.5)","(3.5, 5.0, 4.591666666666667)","(5.0, 8.4, 6.114285714285715)","(31.0, 250.0, 143.0)","(5.5, 13.0, 12.17142857142857)","(5.0, 7.2, 6.780952380952381)","(18.0, 65.0, 36.400000000000006)"
14-12-2022 12:05:51.967892,"(2.7, 4.3, 3.5)","(3.5, 5.0, 4.490909090909091)","(5.0, 8.4, 6.114285714285715)","(31.0, 250.0, 143.0)","(5.5, 13.0, 12.17142857142857)","(5.0, 7.2, 6.780952380952381)","(18.0, 65.0, 36.400000000000006)"
14-12-2022 12:05:52.947698,"(2.7, 4.3, 3.5)","(3.5, 5.0, 4.490909090909091)","(5.0, 8.2, 6.533333333333333)","(31.0, 250.0, 143.0)","(5.5, 13.0, 12.17142857142857)","(5.0, 7.2, 6.780952380952381)","(18.0, 65.0, 36.400000000000006)"
14-12-2022 12:05:54.046599,"(2.7, 4.3, 3.5)","(3.5, 5.0, 4.591666666666667)","(5.0, 8.2, 5.946666666666667)","(31.0, 250.0, 143.0)","(5.5, 13.0, 12.17142857142857)","(5.0, 7.2, 6.780952380952381)","(18.0, 65.0, 36.400000000000006)"
14-12-2022 12:05:55.006925,"(2.7, 4.3, 3.5)","(3.5, 5.0, 4.591666666666667)","(5.0, 8.0, 5.946666666666667)","(31.0, 250.0, 143.0)","(5.5, 13.0, 12.17142857142857)","(5.0, 7.2, 6.780952380952381)","(18.0, 65.0, 36.400000000000006)"
14-12-2022 12:05:55.987959,"(2.7, 4.3, 3.5)","(3.5, 5.0, 4.591666666666667)","(5.0, 8.0, 5.946666666666667)","(31.0, 250.0, 143.0)","(5.5, 13.0, 12.17142857142857)","(5.0, 7.2, 6.780952380952381)","(18.0, 65.0, 36.400000000000006)"
14-12-2022 12:05:56.992809,"(2.7, 4.3, 3.5)","(3.5, 5.0, 4.591666666666667)","(5.0, 8.0, 5.946666666666667)","(31.0, 250.0, 143.0)","(5.5, 13.0, 12.17142857142857)","(5.0, 7.2, 6.780952380952381)","(18.0, 65.0, 36.400000000000006)"
14-12-2022 12:05:57.960727,"(2.7, 4.3, 3.5)","(3.5, 5.0, 4.490909090909091)","(5.0, 8.0, 5.946666666666667)","(31.0, 230.0, 133.0)","(5.5, 13.5, 11.399999999999999)","(5.0, 7.2, 6.780952380952381)","(18.0, 65.0, 36.400000000000006)"
14-12-2022 12:05:58.924110,"(2.7, 4.3, 3.5)","(3.5, 5.0, 4.591666666666667)","(5.0, 8.0, 5.946666666666667)","(31.0, 230.0, 133.0)","(5.5, 13.5, 11.399999999999999)","(5.0, 7.2, 6.780952380952381)","(18.0, 65.0, 36.400000000000006)"
14-12-2022 12:06:00.112458,"(2.7, 4.3, 3.5)","(3.5, 5.0, 4.591666666666667)","(5.0, 8.0, 5.946666666666667)","(31.0, 230.0, 133.0)","(5.5, 13.5, 11.399999999999999)","(5.0, 7.2, 6.780952380952381)","(18.0, 65.0, 36.400000000000006)"
14-12-2022 12:06:01.184600,"(2.7, 4.3, 3.5)","(3.5, 5.0, 4.591666666666667)","(5.0, 8.0, 5.946666666666667)","(31.0, 230.0, 133.0)","(5.5, 13.5, 11.399999999999999)","(5.0, 7.2, 6.780952380952381)","(18.0, 65.0, 36.400000000000006)"
14-12-2022 12:06:02.147664,"(2.7, 4.3, 3.5)","(3.5, 5.0, 4.490909090909091)","(5.0, 8.0, 5.946666666666667)","(31.0, 230.0, 133.0)","(5.5, 13.5, 11.399999999999999)","(5.0, 7.2, 6.780952380952381)","(18.0, 65.0, 36.400000000000006)"
14-12-2022 12:06:03.275217,"(2.7, 4.3, 3.5)","(3.5, 5.0, 4.490909090909091)","(5.0, 8.0, 5.946666666666667)","(31.0, 230.0, 133.0)","(5.5, 13.5, 11.399999999999999)","(5.0, 7.2, 6.780952380952381)","(18.0, 65.0, 36.400000000000006)"
14-12-2022 12:06:04.229601,"(2.7, 4.3, 3.5)","(3.5, 5.0, 4.490909090909091)","(5.0, 8.0, 5.946666666666667)","(31.0, 230.0, 133.0)","(5.5, 13.5, 11.399999999999999)","(5.0, 7.2, 6.780952380952381)","(18.0, 65.0, 36.400000000000006)"
14-12-2022 12:06:05.289189,"(2.7, 4.2, 3.49125)","(3.5, 5.0, 4.3882352941176475)","(5.0, 8.0, 5.946666666666667)","(31.0, 230.0, 133.0)","(5.5, 13.5, 11.399999999999999)","(5.0, 7.2, 6.780952380952381)","(18.0, 65.0, 36.400000000000006)"
14-12-2022 12:06:06.236429,"(2.7, 4.2, 3.49125)","(3.5, 5.0, 4.4944444444444445)","(5.0, 8.0, 5.946666666666667)","(31.0, 230.0, 133.0)","(5.5, 13.5, 11.399999999999999)","(5.0, 7.2, 6.780952380952381)","(18.0, 65.0, 36.400000000000006)"
14-12-2022 12:06:07.290458,"(2.7, 4.2, 3.49125)","(3.5, 5.0, 4.4944444444444445)","(5.0, 8.0, 5.946666666666667)","(31.0, 230.0, 133.0)","(5.5, 13.5, 11.399999999999999)","(5.0, 7.2, 6.780952380952381)","(18.0, 65.0, 36.400000000000006)"
14-12-2022 12:06:08.399055,"(2.7, 4.2, 3.49125)","(3.5, 5.0, 4.4944444444444445)","(5.0, 8.0, 5.946666666666667)","(31.0, 230.0, 133.0)","(5.5, 13.5, 11.399999999999999)","(5.0, 7.2, 6.780952380952381)","(18.0, 65.0, 36.400000000000006)"
