,Soho Rhapsody,Foolish Pleasure,Rosarito Miss,Villacci,Celestial Gossip,Relentless Me,Captain Bellasario,Knights Templar
07-12-2022 19:07:06.180638,"(7.5, 8.6, 8.1125)","(51.0, 110.0, 95.0)","(11.0, 18.5, 17.53846153846154)","(26.0, 42.0, 40.8)","(61.0, 110.0, 104.0)","(3.5, 5.1, 4.752173913043478)","(2.0, 2.56, 2.484)","(5.5, 6.0, 5.675)"
07-12-2022 19:07:07.604233,"(7.5, 8.6, 8.166666666666666)","(51.0, 110.0, 95.0)","(11.0, 18.5, 20.9)","(26.0, 42.0, 39.333333333333336)","(61.0, 110.0, 106.66666666666667)","(3.5, 5.1, 4.8446808510638295)","(2.0, 2.58, 2.538730158730159)","(5.5, 6.0, 5.669230769230769)"
07-12-2022 19:07:08.964070,"(7.5, 8.6, 7.3)","(51.0, 110.0, 95.0)","(11.0, 22.0, 21.166666666666668)","(26.0, 42.0, 40.0)","(61.0, 110.0, 106.66666666666667)","(3.5, 5.1, 4.858333333333333)","(2.0, 2.54, 2.5353846153846153)","(5.5, 5.9, 5.669230769230769)"
07-12-2022 19:07:10.347786,"(7.5, 8.4, 7.3)","(51.0, 110.0, 94.28571428571429)","(11.0, 22.0, 21.375)","(26.0, 42.0, 35.833333333333336)","(61.0, 110.0, 101.66666666666667)","(3.5, 5.0, 4.858333333333333)","(2.0, 2.54, 2.506666666666667)","(5.5, 5.9, 5.640909090909091)"
07-12-2022 19:07:11.693185,"(6.5, 8.4, 7.86896551724138)","(61.0, 150.0, 94.28571428571429)","(11.0, 22.0, 21.25)","(26.0, 36.0, 37.714285714285715)","(61.0, 110.0, 96.0)","(3.6, 5.0, 4.926315789473684)","(2.0, 2.54, 2.5246153846153847)","(5.0, 5.9, 6.114285714285715)"
07-12-2022 19:07:13.064556,"(6.5, 8.4, 8.016)","(61.0, 130.0, 121.25)","(11.0, 22.0, 21.25)","(26.0, 42.0, 37.714285714285715)","(61.0, 100.0, 96.0)","(3.6, 5.0, 4.926315789473684)","(2.0, 2.54, 2.466831955922865)","(5.0, 6.2, 6.12)"
07-12-2022 19:07:14.399996,"(6.5, 8.4, 7.466666666666667)","(61.0, 130.0, 121.25)","(11.0, 22.0, 18.75)","(26.0, 42.0, 37.714285714285715)","(61.0, 100.0, 96.0)","(3.6, 5.0, 4.88)","(2.0, 2.5, 2.466831955922865)","(5.0, 6.2, 6.124675324675325)"
07-12-2022 19:07:15.656139,"(6.5, 8.2, 7.4799999999999995)","(61.0, 130.0, 110.0)","(11.0, 21.0, 18.75)","(26.0, 42.0, 37.714285714285715)","(61.0, 100.0, 96.0)","(3.6, 5.0, 4.863157894736842)","(2.0, 2.5, 2.4844736842105264)","(5.0, 6.2, 6.135211267605634)"
07-12-2022 19:07:17.043669,"(6.5, 8.2, 7.666666666666666)","(61.0, 130.0, 110.0)","(12.0, 21.0, 18.333333333333332)","(31.0, 42.0, 40.5)","(61.0, 100.0, 96.0)","(3.7, 4.9, 4.8431372549019605)","(2.0, 2.5, 2.485762711864407)","(5.0, 6.2, 6.141772151898734)"
07-12-2022 19:07:18.397253,"(6.5, 8.2, 7.635294117647058)","(61.0, 130.0, 110.0)","(12.0, 21.0, 19.133333333333333)","(31.0, 42.0, 41.0)","(61.0, 100.0, 96.0)","(3.7, 4.9, 4.8431372549019605)","(2.0, 2.5, 2.485762711864407)","(5.0, 6.2, 6.141772151898734)"
07-12-2022 19:07:19.724938,"(6.5, 8.2, 7.635294117647058)","(61.0, 130.0, 110.0)","(12.0, 21.0, 19.526315789473685)","(31.0, 42.0, 40.8)","(61.0, 100.0, 105.0)","(3.7, 4.9, 4.796551724137931)","(2.0, 2.5, 2.4862962962962962)","(5.0, 6.2, 6.141772151898734)"
07-12-2022 19:07:20.912480,"(6.5, 8.2, 7.8)","(61.0, 130.0, 110.0)","(12.0, 21.0, 19.25)","(31.0, 42.0, 40.8)","(61.0, 110.0, 105.0)","(3.7, 4.9, 4.796551724137931)","(2.0, 2.52, 2.4870103092783507)","(5.0, 6.2, 6.141772151898734)"
07-12-2022 19:07:22.086438,"(6.5, 8.2, 7.8)","(61.0, 130.0, 110.0)","(12.0, 21.0, 19.25)","(31.0, 42.0, 40.8)","(61.0, 110.0, 105.0)","(3.7, 4.9, 4.796551724137931)","(2.0, 2.52, 2.5029787234042553)","(5.0, 6.2, 6.141772151898734)"
07-12-2022 19:07:23.310743,"(6.5, 8.2, 7.8)","(61.0, 130.0, 110.0)","(12.0, 21.0, 19.25)","(31.0, 42.0, 38.666666666666664)","(61.0, 110.0, 105.0)","(3.7, 4.9, 4.966666666666667)","(2.0, 2.52, 2.506222222222222)","(5.0, 6.2, 6.087804878048781)"
07-12-2022 19:07:24.464271,"(6.5, 8.2, 7.8)","(61.0, 130.0, 121.42857142857143)","(12.0, 21.0, 18.2)","(31.0, 42.0, 38.666666666666664)","(61.0, 110.0, 105.0)","(3.7, 5.1, 4.96)","(2.0, 2.52, 2.5336986301369864)","(5.0, 6.2, 6.087804878048781)"
07-12-2022 19:07:25.654463,"(6.5, 8.2, 7.933333333333333)","(61.0, 130.0, 121.42857142857143)","(12.0, 21.0, 17.88888888888889)","(31.0, 42.0, 38.666666666666664)","(61.0, 110.0, 105.0)","(3.7, 5.1, 4.883333333333333)","(2.0, 2.54, 2.5315151515151517)","(5.0, 6.2, 5.98)"
07-12-2022 19:07:26.909215,"(6.5, 8.2, 7.971428571428571)","(61.0, 130.0, 121.42857142857143)","(12.0, 21.0, 17.88888888888889)","(31.0, 42.0, 39.2)","(61.0, 110.0, 106.0)","(3.7, 5.1, 4.925)","(2.0, 2.54, 2.5315151515151517)","(5.0, 6.0, 5.772222222222222)"
07-12-2022 19:07:28.195371,"(6.5, 8.2, 7.971428571428571)","(61.0, 130.0, 121.42857142857143)","(12.0, 21.0, 17.88888888888889)","(31.0, 40.0, 39.2)","(61.0, 110.0, 106.0)","(3.7, 5.1, 4.983333333333333)","(2.0, 2.54, 2.544516129032258)","(5.0, 5.8, 5.772222222222222)"
07-12-2022 19:07:29.310448,"(6.5, 8.2, 7.971428571428571)","(61.0, 130.0, 115.0)","(12.0, 21.0, 17.88888888888889)","(31.0, 40.0, 41.333333333333336)","(61.0, 110.0, 106.0)","(3.7, 5.0, 4.977777777777778)","(2.0, 2.56, 2.5411111111111113)","(5.0, 5.8, 5.7375)"
07-12-2022 19:07:30.554050,"(6.5, 8.2, 7.993548387096774)","(61.0, 130.0, 115.0)","(12.0, 21.0, 17.88888888888889)","(31.0, 44.0, 42.4)","(61.0, 110.0, 106.0)","(3.7, 5.0, 4.977777777777778)","(2.0, 2.56, 2.5518072289156626)","(5.0, 5.8, 5.7375)"
07-12-2022 19:07:31.837804,"(6.5, 8.2, 7.993548387096774)","(61.0, 130.0, 120.0)","(12.0, 21.0, 17.88888888888889)","(31.0, 44.0, 42.4)","(61.0, 110.0, 106.0)","(3.7, 5.0, 4.977777777777778)","(2.0, 2.56, 2.5571830985915494)","(5.0, 5.8, 5.677777777777778)"
07-12-2022 19:07:33.140402,"(6.5, 8.2, 7.488888888888889)","(61.0, 130.0, 127.5)","(12.0, 21.0, 19.0)","(31.0, 44.0, 42.4)","(61.0, 110.0, 106.0)","(3.7, 5.0, 4.985714285714286)","(2.0, 2.56, 2.561621621621622)","(5.0, 5.7, 5.677777777777778)"
07-12-2022 19:07:34.406834,"(6.5, 8.2, 7.924137931034482)","(61.0, 150.0, 127.5)","(12.0, 21.0, 19.923076923076923)","(31.0, 44.0, 42.4)","(61.0, 110.0, 106.0)","(3.7, 5.0, 4.985714285714286)","(2.0, 2.58, 2.56)","(5.0, 5.7, 5.677777777777778)"
07-12-2022 19:07:35.691797,"(7.0, 8.2, 7.8)","(71.0, 150.0, 126.66666666666667)","(12.0, 21.0, 19.75)","(31.0, 44.0, 42.5)","(71.0, 110.0, 106.36363636363636)","(3.7, 5.0, 4.985714285714286)","(2.05, 2.58, 2.5733333333333333)","(5.0, 5.7, 5.4527777777777775)"
07-12-2022 19:07:36.928062,"(7.0, 8.2, 7.8)","(71.0, 140.0, 126.66666666666667)","(12.0, 20.0, 19.75)","(31.0, 44.0, 42.0)","(71.0, 120.0, 101.25)","(3.7, 5.0, 4.985714285714286)","(2.05, 2.58, 2.582061855670103)","(5.0, 5.5, 5.555172413793104)"
07-12-2022 19:07:38.234222,"(7.0, 8.2, 7.8)","(71.0, 140.0, 126.66666666666667)","(12.0, 20.0, 19.75)","(31.0, 44.0, 42.857142857142854)","(71.0, 120.0, 101.25)","(3.7, 5.0, 4.985714285714286)","(2.05, 2.6, 2.579767441860465)","(5.0, 5.7, 5.555172413793104)"
07-12-2022 19:07:39.514434,"(7.0, 8.2, 7.8)","(51.0, 140.0, 135.3846153846154)","(12.0, 20.0, 19.75)","(31.0, 44.0, 42.857142857142854)","(71.0, 120.0, 101.25)","(3.7, 5.0, 4.985714285714286)","(2.05, 2.6, 2.579767441860465)","(5.0, 5.7, 5.555172413793104)"
07-12-2022 19:07:40.743181,"(7.0, 8.2, 7.8)","(51.0, 140.0, 135.3846153846154)","(12.0, 20.0, 19.75)","(31.0, 44.0, 47.0)","(71.0, 120.0, 101.25)","(3.7, 5.0, 4.985714285714286)","(2.05, 2.6, 2.5665384615384617)","(5.0, 5.7, 5.555172413793104)"
07-12-2022 19:07:41.922994,"(7.0, 8.2, 7.8)","(71.0, 140.0, 133.33333333333334)","(12.0, 20.0, 19.75)","(31.0, 48.0, 45.42857142857143)","(71.0, 120.0, 101.25)","(3.7, 5.0, 4.985714285714286)","(2.05, 2.6, 2.5763157894736843)","(5.0, 5.7, 5.555172413793104)"
07-12-2022 19:07:43.188761,"(7.0, 8.2, 7.8)","(71.0, 140.0, 133.33333333333334)","(12.0, 20.0, 19.75)","(31.0, 50.0, 46.5)","(71.0, 120.0, 102.5)","(3.7, 5.0, 4.985714285714286)","(2.05, 2.6, 2.5715151515151518)","(5.0, 5.7, 5.561538461538461)"
07-12-2022 19:07:44.505096,"(7.0, 8.2, 7.778947368421052)","(71.0, 140.0, 135.3846153846154)","(12.0, 20.0, 19.75)","(31.0, 48.0, 46.5)","(71.0, 110.0, 107.5)","(3.7, 5.0, 4.992592592592593)","(2.05, 2.58, 2.5715151515151518)","(5.0, 5.6, 5.533333333333333)"
07-12-2022 19:07:45.758860,"(7.0, 8.2, 7.607407407407408)","(71.0, 140.0, 135.3846153846154)","(12.0, 20.0, 19.75)","(31.0, 48.0, 46.5)","(51.0, 120.0, 101.25)","(3.7, 5.0, 4.992592592592593)","(2.05, 2.58, 2.597777777777778)","(5.0, 5.6, 5.530769230769231)"
07-12-2022 19:07:47.060040,"(6.5, 8.2, 7.523529411764706)","(71.0, 140.0, 135.3846153846154)","(12.0, 20.0, 19.75)","(31.0, 48.0, 46.5)","(51.0, 120.0, 101.25)","(3.7, 5.0, 4.992592592592593)","(2.05, 2.6, 2.5903225806451613)","(5.0, 5.6, 5.530769230769231)"
07-12-2022 19:07:48.322774,"(6.5, 8.2, 7.523529411764706)","(71.0, 140.0, 135.3846153846154)","(12.0, 20.0, 19.75)","(31.0, 48.0, 46.5)","(51.0, 120.0, 101.25)","(3.7, 5.0, 4.906122448979592)","(2.05, 2.6, 2.6044444444444443)","(5.0, 5.6, 5.697435897435898)"
07-12-2022 19:07:49.595209,"(6.5, 8.0, 7.525925925925926)","(71.0, 140.0, 133.33333333333334)","(12.0, 20.0, 19.75)","(31.0, 48.0, 46.5)","(51.0, 120.0, 98.88888888888889)","(3.7, 5.0, 4.7957446808510635)","(2.05, 2.62, 2.6232558139534885)","(5.0, 5.7, 5.697435897435898)"
07-12-2022 19:07:50.824932,"(6.5, 8.2, 7.46829268292683)","(71.0, 140.0, 133.33333333333334)","(12.0, 20.0, 19.75)","(31.0, 48.0, 46.5)","(51.0, 110.0, 95.9375)","(3.7, 5.0, 4.783333333333333)","(2.05, 2.64, 2.7022448979591838)","(5.0, 5.7, 5.787654320987654)"
07-12-2022 19:07:51.969047,"(6.5, 7.6, 7.323076923076923)","(71.0, 140.0, 135.3846153846154)","(12.0, 20.0, 19.75)","(31.0, 48.0, 46.5)","(61.0, 120.0, 100.9090909090909)","(3.7, 5.0, 4.7562500000000005)","(2.05, 2.72, 2.734666666666667)","(5.0, 5.8, 5.69559748427673)"
07-12-2022 19:07:53.254959,"(6.5, 7.4, 7.185714285714286)","(71.0, 140.0, 133.33333333333334)","(12.0, 19.5, 17.833333333333332)","(31.0, 48.0, 46.5)","(61.0, 120.0, 100.9090909090909)","(3.7, 5.0, 4.757446808510639)","(2.05, 2.74, 2.704)","(5.0, 5.7, 5.698701298701299)"
07-12-2022 19:07:54.549212,"(6.5, 7.6, 7.314285714285714)","(71.0, 140.0, 133.33333333333334)","(12.0, 19.5, 17.75)","(31.0, 48.0, 46.5)","(61.0, 120.0, 95.9375)","(3.7, 5.0, 4.765853658536585)","(2.05, 2.72, 2.6820512820512823)","(5.0, 5.7, 5.730555555555556)"
07-12-2022 19:07:55.778913,"(6.5, 7.6, 7.52)","(71.0, 140.0, 133.33333333333334)","(12.0, 19.0, 17.88888888888889)","(31.0, 48.0, 46.5)","(61.0, 120.0, 98.88888888888889)","(3.7, 5.0, 4.805882352941177)","(2.05, 2.72, 2.6671428571428573)","(5.0, 5.8, 5.730555555555556)"
07-12-2022 19:07:57.020049,"(6.5, 7.8, 7.175)","(71.0, 140.0, 133.33333333333334)","(12.0, 19.0, 17.333333333333332)","(31.0, 48.0, 46.5)","(61.0, 110.0, 98.88888888888889)","(3.7, 4.9, 4.672)","(2.05, 2.72, 2.6653333333333333)","(5.0, 5.8, 6.019767441860465)"
07-12-2022 19:07:58.087790,"(6.5, 7.8, 7.273684210526316)","(71.0, 140.0, 130.0)","(12.0, 19.0, 17.333333333333332)","(31.0, 48.0, 46.5)","(61.0, 110.0, 98.88888888888889)","(3.7, 4.8, 4.705882352941177)","(2.05, 2.7, 2.6635087719298247)","(5.0, 6.2, 5.904166666666667)"
07-12-2022 19:07:59.318850,"(6.0, 7.6, 7.279999999999999)","(71.0, 140.0, 130.0)","(12.0, 19.0, 17.333333333333332)","(31.0, 48.0, 46.5)","(61.0, 110.0, 98.88888888888889)","(3.6, 4.8, 4.65625)","(2.05, 2.7, 2.674939759036145)","(5.0, 6.0, 5.896)"
07-12-2022 19:08:00.643143,"(6.0, 7.6, 7.279999999999999)","(71.0, 140.0, 130.0)","(12.0, 19.0, 17.88888888888889)","(31.0, 48.0, 46.5)","(61.0, 110.0, 95.71428571428572)","(3.6, 4.8, 4.65625)","(2.05, 2.7, 2.674939759036145)","(5.0, 6.0, 5.897368421052632)"
07-12-2022 19:08:01.911429,"(6.0, 7.6, 7.3538461538461535)","(71.0, 140.0, 130.0)","(12.0, 19.0, 17.5)","(31.0, 48.0, 46.5)","(61.0, 110.0, 95.71428571428572)","(3.6, 4.8, 4.675)","(2.05, 2.7, 2.7350000000000003)","(5.0, 6.0, 6.067647058823529)"
07-12-2022 19:08:03.122418,"(6.0, 7.0, 6.982608695652174)","(71.0, 140.0, 130.0)","(12.0, 18.5, 16.9)","(31.0, 48.0, 46.5)","(61.0, 110.0, 95.71428571428572)","(3.6, 4.7, 4.655555555555555)","(2.05, 2.74, 2.7369230769230772)","(5.0, 6.2, 5.813953488372093)"
07-12-2022 19:08:04.362023,"(6.0, 7.4, 7.16)","(71.0, 140.0, 130.0)","(12.0, 18.5, 17.5)","(31.0, 48.0, 51.5)","(61.0, 110.0, 100.0)","(3.6, 4.8, 4.612903225806451)","(2.05, 2.74, 2.7578947368421054)","(5.0, 6.0, 5.863888888888889)"
07-12-2022 19:08:05.567481,"(6.0, 7.8, 7.6)","(71.0, 140.0, 130.0)","(12.0, 18.0, 17.444444444444443)","(31.0, 65.0, 58.25)","(61.0, 110.0, 95.71428571428572)","(3.6, 4.8, 4.614285714285714)","(2.05, 2.78, 2.7507692307692304)","(5.0, 5.9, 5.757142857142857)"
07-12-2022 19:08:06.806887,"(6.0, 8.0, 7.4)","(71.0, 130.0, 100.0)","(12.0, 17.5, 16.75)","(31.0, 55.0, 47.6)","(61.0, 110.0, 95.71428571428572)","(3.6, 4.8, 4.61025641025641)","(2.05, 2.76, 2.7998237885462554)","(5.0, 5.9, 5.774054054054054)"
07-12-2022 19:08:08.115172,"(6.0, 7.8, 7.542857142857143)","(71.0, 130.0, 100.0)","(12.0, 17.0, 16.625)","(31.0, 50.0, 44.54545454545455)","(61.0, 110.0, 95.71428571428572)","(3.6, 4.8, 4.5675675675675675)","(2.05, 2.8, 2.8173584905660376)","(5.0, 5.8, 5.763736263736264)"
07-12-2022 19:08:09.479233,"(6.0, 7.8, 7.633333333333334)","(71.0, 130.0, 90.83333333333333)","(12.0, 17.0, 16.25)","(31.0, 50.0, 45.55555555555556)","(61.0, 110.0, 95.71428571428572)","(3.6, 4.6, 4.552)","(2.05, 2.84, 2.8328571428571427)","(5.0, 5.8, 5.697826086956522)"
07-12-2022 19:08:11.089947,"(6.0, 7.8, 7.5)","(71.0, 120.0, 101.81818181818181)","(12.0, 17.0, 16.0)","(31.0, 50.0, 45.55555555555556)","(61.0, 110.0, 112.0)","(3.6, 4.6, 4.536)","(2.05, 2.84, 2.857202797202797)","(5.0, 5.7, 5.697826086956522)"
07-12-2022 19:08:12.611299,"(6.0, 7.8, 7.3875)","(61.0, 120.0, 107.27272727272728)","(12.0, 16.5, 15.7)","(31.0, 50.0, 46.0)","(61.0, 120.0, 109.0909090909091)","(3.6, 4.6, 4.52)","(2.05, 2.86, 2.897196261682243)","(5.0, 5.7, 5.5777777777777775)"
07-12-2022 19:08:13.848069,"(6.0, 7.8, 7.3875)","(61.0, 130.0, 107.27272727272728)","(12.0, 16.5, 15.7)","(31.0, 50.0, 44.0)","(61.0, 120.0, 102.85714285714286)","(3.6, 4.6, 4.475862068965517)","(2.05, 2.9, 2.94)","(5.0, 5.6, 5.47)"
07-12-2022 19:08:15.025463,"(6.0, 7.8, 7.430769230769231)","(61.0, 130.0, 111.25)","(12.0, 16.5, 15.7)","(31.0, 50.0, 44.0)","(61.0, 120.0, 102.85714285714286)","(3.6, 4.5, 4.475862068965517)","(2.05, 2.98, 2.94)","(5.0, 5.5, 5.47)"
07-12-2022 19:08:16.290479,"(6.0, 8.0, 7.333333333333334)","(61.0, 120.0, 112.22222222222223)","(12.0, 16.5, 15.7)","(31.0, 50.0, 47.77777777777778)","(61.0, 120.0, 115.55555555555556)","(3.6, 4.5, 4.470833333333333)","(2.05, 2.96, 2.928)","(5.0, 5.5, 5.407692307692308)"
07-12-2022 19:08:17.572846,"(6.0, 8.0, 7.469230769230769)","(61.0, 120.0, 113.0)","(12.0, 16.5, 15.7)","(31.0, 50.0, 47.77777777777778)","(61.0, 120.0, 115.55555555555556)","(3.6, 4.5, 4.470833333333333)","(2.05, 2.96, 2.899746835443038)","(5.0, 5.5, 5.461538461538462)"
07-12-2022 19:08:18.813407,"(6.0, 8.0, 7.561538461538462)","(61.0, 120.0, 113.0)","(11.0, 17.0, 15.636363636363637)","(31.0, 50.0, 47.77777777777778)","(61.0, 120.0, 109.0909090909091)","(3.6, 4.0, 3.9532258064516133)","(2.05, 3.0, 2.9783333333333335)","(5.0, 5.6, 5.545454545454545)"
07-12-2022 19:08:20.195326,"(6.0, 8.0, 7.561538461538462)","(61.0, 120.0, 113.0)","(11.0, 17.0, 15.6)","(31.0, 50.0, 44.57142857142857)","(61.0, 120.0, 115.55555555555556)","(3.6, 4.1, 4.08235294117647)","(2.05, 3.0, 2.9783333333333335)","(5.0, 5.6, 5.545454545454545)"
07-12-2022 19:08:21.510371,"(6.0, 8.0, 7.561538461538462)","(61.0, 120.0, 108.0)","(11.0, 17.0, 15.6)","(31.0, 48.0, 43.2)","(61.0, 120.0, 108.33333333333333)","(3.6, 4.2, 4.08235294117647)","(2.1, 3.0, 2.9783333333333335)","(5.0, 5.6, 5.545454545454545)"
07-12-2022 19:08:22.767736,"(6.0, 8.0, 7.561538461538462)","(61.0, 120.0, 114.0)","(11.0, 17.0, 14.90909090909091)","(31.0, 48.0, 43.2)","(61.0, 120.0, 116.25)","(3.6, 4.2, 4.109999999999999)","(2.1, 3.0, 2.984814814814815)","(5.0, 5.6, 5.57391304347826)"
07-12-2022 19:08:24.222510,"(6.0, 8.0, 7.476923076923077)","(61.0, 120.0, 159.28571428571428)","(11.0, 16.5, 15.409090909090908)","(31.0, 48.0, 43.2)","(61.0, 120.0, 116.25)","(3.6, 4.2, 4.069230769230769)","(2.1, 3.05, 2.9835849056603774)","(5.0, 5.5, 5.490909090909091)"
07-12-2022 19:08:25.671277,"(6.0, 8.0, 7.476923076923077)","(61.0, 170.0, 116.66666666666667)","(11.0, 16.5, 15.642857142857142)","(31.0, 48.0, 43.2)","(61.0, 120.0, 116.25)","(3.4, 4.2, 4.049090909090909)","(2.1, 3.05, 3.04352)","(5.0, 5.5, 5.5285714285714285)"
07-12-2022 19:08:27.072680,"(6.0, 8.0, 7.476923076923077)","(61.0, 160.0, 132.14285714285714)","(11.0, 16.5, 15.166666666666666)","(31.0, 48.0, 44.5)","(61.0, 120.0, 116.25)","(3.4, 4.2, 4.070967741935483)","(2.1, 3.05, 3.04352)","(5.0, 5.6, 5.5285714285714285)"
07-12-2022 19:08:28.316983,"(6.0, 8.0, 7.546666666666667)","(61.0, 160.0, 130.0)","(11.0, 16.5, 15.166666666666666)","(31.0, 48.0, 44.5)","(61.0, 120.0, 116.25)","(3.4, 4.1, 4.065384615384615)","(2.1, 3.05, 3.0302439024390244)","(5.0, 5.6, 5.5285714285714285)"
07-12-2022 19:08:29.528175,"(6.0, 8.0, 7.556521739130435)","(61.0, 150.0, 138.0)","(11.0, 16.5, 15.166666666666666)","(31.0, 48.0, 44.5)","(61.0, 120.0, 116.25)","(3.4, 4.1, 4.065384615384615)","(2.1, 3.05, 3.0302439024390244)","(5.0, 5.6, 5.5285714285714285)"
07-12-2022 19:08:30.717205,"(6.0, 8.0, 7.433333333333334)","(61.0, 150.0, 126.92307692307692)","(11.0, 16.5, 14.5)","(31.0, 48.0, 44.0)","(61.0, 120.0, 115.71428571428572)","(3.4, 4.1, 4.051515151515152)","(2.1, 3.05, 3.0302439024390244)","(5.0, 5.6, 5.5285714285714285)"
07-12-2022 19:08:31.922687,"(6.0, 8.0, 7.433333333333334)","(61.0, 140.0, 115.0)","(11.0, 15.0, 13.928571428571429)","(31.0, 48.0, 44.0)","(61.0, 120.0, 115.71428571428572)","(3.4, 4.1, 4.0424999999999995)","(2.1, 3.05, 3.0404098360655736)","(5.0, 5.6, 5.5285714285714285)"
07-12-2022 19:08:33.167252,"(6.0, 8.0, 7.433333333333334)","(61.0, 140.0, 115.0)","(11.0, 15.0, 13.3)","(31.0, 48.0, 44.0)","(61.0, 120.0, 115.71428571428572)","(3.4, 4.1, 4.033333333333333)","(2.1, 3.05, 3.139839572192513)","(5.0, 5.6, 5.5285714285714285)"
07-12-2022 19:08:34.361997,"(6.5, 8.0, 7.587878787878788)","(71.0, 140.0, 115.0)","(11.0, 14.5, 13.3)","(31.0, 48.0, 41.77777777777778)","(71.0, 120.0, 115.71428571428572)","(3.5, 4.1, 4.008108108108108)","(2.15, 3.15, 3.2427710843373494)","(4.8, 5.6, 5.4363636363636365)"
07-12-2022 19:08:35.580948,"(6.5, 8.0, 7.766037735849056)","(71.0, 140.0, 123.125)","(11.0, 14.5, 13.3)","(31.0, 48.0, 41.77777777777778)","(71.0, 120.0, 115.71428571428572)","(3.5, 4.1, 3.9846153846153847)","(2.15, 3.25, 3.2375)","(4.8, 5.6, 5.391666666666667)"
07-12-2022 19:08:36.896159,"(6.5, 7.8, 7.766037735849056)","(71.0, 140.0, 117.5)","(11.0, 14.5, 13.3)","(31.0, 48.0, 41.77777777777778)","(71.0, 120.0, 115.71428571428572)","(3.5, 4.0, 3.9857142857142858)","(2.15, 3.25, 3.1764150943396228)","(4.8, 5.4, 5.564)"
07-12-2022 19:08:38.143131,"(6.5, 7.8, 7.615384615384615)","(71.0, 140.0, 117.5)","(11.0, 14.5, 13.3)","(31.0, 48.0, 41.77777777777778)","(71.0, 120.0, 115.71428571428572)","(3.5, 4.0, 3.977777777777778)","(2.15, 3.2, 3.182352941176471)","(4.8, 5.6, 5.564)"
07-12-2022 19:08:39.369869,"(6.5, 7.8, 7.615384615384615)","(71.0, 140.0, 117.5)","(11.0, 14.5, 13.3)","(31.0, 48.0, 41.77777777777778)","(71.0, 120.0, 115.71428571428572)","(3.5, 4.0, 3.9734375)","(2.15, 3.2, 3.1833333333333336)","(4.8, 5.6, 5.527586206896552)"
07-12-2022 19:08:40.514242,"(6.5, 7.8, 7.615384615384615)","(61.0, 140.0, 106.66666666666667)","(11.0, 14.5, 13.3)","(31.0, 48.0, 41.77777777777778)","(71.0, 120.0, 115.71428571428572)","(3.5, 4.0, 3.98)","(2.3, 3.2, 3.1825242718446605)","(4.8, 5.6, 5.527586206896552)"
07-12-2022 19:08:41.773584,"(6.5, 7.8, 7.615384615384615)","(61.0, 140.0, 106.66666666666667)","(11.0, 14.5, 12.9)","(31.0, 48.0, 41.77777777777778)","(71.0, 120.0, 115.71428571428572)","(3.5, 4.0, 3.975)","(2.3, 3.2, 3.197677419354839)","(4.8, 5.6, 5.492307692307692)"
07-12-2022 19:08:42.966142,"(6.5, 7.8, 7.615384615384615)","(61.0, 140.0, 100.0)","(11.0, 14.5, 12.9)","(31.0, 48.0, 44.0)","(71.0, 120.0, 115.0)","(3.5, 4.0, 3.946078431372549)","(2.3, 3.2, 3.2407692307692306)","(4.8, 5.6, 5.46)"
07-12-2022 19:08:44.209844,"(6.5, 7.6, 7.5375)","(71.0, 140.0, 100.0)","(11.0, 14.5, 12.766666666666667)","(31.0, 48.0, 44.0)","(71.0, 120.0, 115.0)","(3.5, 3.95, 3.946078431372549)","(2.3, 3.25, 3.3369565217391304)","(4.8, 5.5, 5.4714285714285715)"
07-12-2022 19:08:45.455249,"(6.5, 7.6, 7.5375)","(71.0, 140.0, 100.0)","(11.0, 14.5, 13.744186046511627)","(31.0, 48.0, 44.0)","(71.0, 120.0, 115.0)","(3.5, 3.95, 3.9385245901639347)","(2.3, 3.35, 3.3372340425531917)","(4.8, 5.5, 5.458333333333333)"
07-12-2022 19:08:46.627295,"(6.5, 7.6, 7.5375)","(71.0, 140.0, 100.0)","(11.0, 14.5, 13.744186046511627)","(31.0, 48.0, 44.0)","(71.0, 120.0, 115.0)","(3.5, 3.95, 3.9385245901639347)","(2.3, 3.35, 3.3991666666666664)","(4.8, 5.5, 5.267567567567568)"
07-12-2022 19:08:47.817185,"(6.5, 7.6, 7.5375)","(71.0, 140.0, 100.0)","(11.0, 14.5, 13.793478260869565)","(31.0, 48.0, 44.0)","(71.0, 120.0, 115.0)","(3.5, 3.95, 3.9385245901639347)","(2.3, 3.4, 3.3965034965034966)","(4.8, 5.3, 5.253846153846154)"
07-12-2022 19:08:48.994975,"(6.5, 7.6, 7.5375)","(71.0, 140.0, 100.0)","(11.0, 14.5, 13.6875)","(31.0, 48.0, 44.0)","(71.0, 120.0, 115.0)","(3.5, 3.95, 3.925438596491228)","(2.3, 3.4, 3.51078431372549)","(4.8, 5.3, 5.22)"
07-12-2022 19:08:50.158103,"(6.5, 7.6, 7.517647058823529)","(71.0, 140.0, 100.0)","(11.0, 14.5, 13.395348837209303)","(31.0, 48.0, 44.0)","(71.0, 120.0, 115.0)","(3.5, 3.95, 3.9038461538461537)","(2.3, 3.55, 3.472972972972973)","(4.8, 5.3, 5.089655172413793)"
