,Chocolateicecream,Reach The Circle,Tashkent,Limbos Promise,Big Money Machine,Fra Mauro,Deanos Cape,Got Mojo
16-12-2022 13:17:28.438023,"(9.0, 9.4, 9.0)","(26.0, 95.0, 61.5)","(1.8, 1.91, 1.9012499999999999)","(17.0, 42.0, 36.0)","(5.5, 17.0, 15.08)","(8.0, 13.0, 11.0)","(8.0, 11.5, 11.46875)","(26.0, 90.0, 59.333333333333336)"
16-12-2022 13:17:29.543643,"(9.0, 9.4, 9.0)","(26.0, 95.0, 61.5)","(1.8, 1.91, 1.9012499999999999)","(17.0, 42.0, 36.0)","(5.5, 17.0, 15.08)","(8.0, 13.0, 11.0)","(8.0, 11.5, 11.46875)","(26.0, 90.0, 59.333333333333336)"
16-12-2022 13:17:30.714154,"(9.0, 9.4, 9.0)","(26.0, 95.0, 61.5)","(1.8, 1.91, 1.88)","(17.0, 42.0, 36.0)","(5.5, 17.0, 15.08)","(8.0, 13.0, 11.0)","(8.0, 11.5, 11.46875)","(26.0, 90.0, 67.0)"
16-12-2022 13:17:31.765254,"(9.0, 9.4, 9.0)","(26.0, 95.0, 61.5)","(1.8, 1.91, 1.88)","(17.0, 42.0, 36.0)","(5.5, 17.0, 15.08)","(8.0, 13.0, 11.0)","(8.0, 11.5, 11.46875)","(26.0, 90.0, 67.0)"
16-12-2022 13:17:32.832265,"(9.0, 9.4, 8.318181818181818)","(26.0, 95.0, 61.5)","(1.8, 1.91, 1.9044444444444444)","(17.0, 42.0, 36.0)","(5.5, 17.0, 11.350000000000001)","(8.0, 13.0, 11.0)","(8.0, 11.5, 11.46875)","(26.0, 90.0, 67.0)"
16-12-2022 13:17:34.040664,"(9.0, 9.4, 8.318181818181818)","(26.0, 95.0, 61.5)","(1.8, 1.91, 1.9044444444444444)","(17.0, 42.0, 36.0)","(5.5, 15.5, 13.375)","(8.0, 13.0, 11.0)","(8.0, 11.5, 11.46875)","(26.0, 90.0, 67.0)"
16-12-2022 13:17:35.180153,"(9.0, 9.4, 8.318181818181818)","(26.0, 95.0, 61.5)","(1.8, 1.91, 1.9044444444444444)","(17.0, 42.0, 36.0)","(5.5, 15.5, 13.375)","(8.0, 13.0, 11.0)","(8.0, 11.5, 11.46875)","(26.0, 90.0, 67.0)"
16-12-2022 13:17:36.269906,"(9.0, 9.4, 8.291666666666666)","(26.0, 95.0, 61.5)","(1.8, 1.91, 1.9044444444444444)","(17.0, 42.0, 36.0)","(5.5, 15.5, 13.375)","(8.0, 13.0, 11.0)","(8.0, 11.5, 11.46875)","(26.0, 90.0, 67.0)"
16-12-2022 13:17:37.370571,"(9.0, 9.4, 8.291666666666666)","(26.0, 95.0, 61.5)","(1.8, 1.91, 1.903)","(17.0, 42.0, 34.5)","(5.5, 15.5, 14.5)","(8.0, 13.0, 11.0)","(8.0, 11.5, 11.46875)","(26.0, 90.0, 67.0)"
16-12-2022 13:17:38.400582,"(9.0, 9.4, 8.291666666666666)","(26.0, 95.0, 61.5)","(1.8, 1.91, 1.903)","(17.0, 42.0, 34.5)","(5.5, 17.0, 14.5)","(8.0, 13.0, 11.0)","(8.0, 11.5, 11.46875)","(26.0, 90.0, 67.0)"
16-12-2022 13:17:39.519105,"(9.0, 9.4, 8.291666666666666)","(26.0, 95.0, 61.5)","(1.8, 1.91, 1.903)","(17.0, 42.0, 34.5)","(5.5, 17.0, 14.5)","(8.0, 13.0, 11.0)","(8.0, 11.5, 11.46875)","(26.0, 90.0, 67.0)"
16-12-2022 13:17:40.609773,"(8.5, 9.4, 8.291666666666666)","(26.0, 95.0, 61.5)","(1.8, 1.91, 1.903)","(17.0, 42.0, 34.5)","(5.5, 17.0, 14.5)","(8.0, 13.0, 11.0)","(8.0, 11.5, 11.46875)","(26.0, 90.0, 67.0)"
16-12-2022 13:17:41.676793,"(8.5, 9.4, 8.291666666666666)","(26.0, 95.0, 61.5)","(1.8, 1.91, 1.903)","(17.0, 42.0, 37.333333333333336)","(5.5, 17.0, 9.333333333333332)","(8.0, 13.0, 12.464285714285715)","(8.0, 11.5, 11.46875)","(26.0, 90.0, 72.4)"
16-12-2022 13:17:42.788288,"(8.5, 9.4, 8.291666666666666)","(26.0, 95.0, 73.0)","(1.8, 1.91, 1.903)","(17.0, 42.0, 37.333333333333336)","(5.5, 9.6, 8.559999999999999)","(8.0, 13.0, 11.25)","(8.0, 11.5, 11.46875)","(26.0, 90.0, 72.4)"
16-12-2022 13:17:43.942797,"(8.5, 9.4, 8.291666666666666)","(26.0, 95.0, 73.0)","(1.8, 1.91, 1.903)","(17.0, 42.0, 37.333333333333336)","(5.5, 9.6, 7.733333333333333)","(8.0, 12.5, 11.25)","(8.0, 11.5, 11.46875)","(26.0, 90.0, 72.4)"
16-12-2022 13:17:45.054920,"(8.5, 9.4, 8.291666666666666)","(26.0, 95.0, 73.0)","(1.8, 1.91, 1.903)","(17.0, 42.0, 37.333333333333336)","(5.5, 9.6, 7.733333333333333)","(8.0, 12.5, 11.25)","(8.0, 11.5, 11.46875)","(26.0, 90.0, 72.4)"
16-12-2022 13:17:46.104332,"(8.5, 9.4, 8.26923076923077)","(26.0, 95.0, 73.33333333333334)","(1.8, 1.91, 1.903)","(17.0, 42.0, 37.333333333333336)","(5.5, 9.6, 9.0)","(8.0, 12.5, 11.25)","(8.0, 11.5, 11.46875)","(26.0, 90.0, 77.42857142857143)"
16-12-2022 13:17:47.252720,"(8.5, 9.4, 8.26923076923077)","(26.0, 95.0, 63.5)","(1.8, 1.91, 1.903)","(17.0, 42.0, 32.0)","(5.5, 9.6, 9.355555555555554)","(8.0, 12.5, 11.5625)","(8.0, 11.5, 11.46875)","(26.0, 90.0, 72.4)"
16-12-2022 13:17:48.372998,"(8.5, 9.4, 8.26923076923077)","(26.0, 95.0, 70.6)","(1.8, 1.91, 1.903)","(17.0, 42.0, 39.0)","(5.5, 9.6, 7.733333333333333)","(8.0, 12.5, 11.5625)","(8.0, 11.5, 11.46875)","(26.0, 90.0, 73.2)"
16-12-2022 13:17:49.378039,"(8.5, 9.4, 8.26923076923077)","(26.0, 95.0, 74.66666666666666)","(1.8, 1.91, 1.903)","(17.0, 42.0, 39.0)","(5.5, 9.6, 7.733333333333333)","(8.0, 12.5, 11.5625)","(8.0, 11.5, 11.46875)","(26.0, 90.0, 73.2)"
16-12-2022 13:17:50.504235,"(8.5, 9.4, 8.26923076923077)","(26.0, 95.0, 74.66666666666666)","(1.8, 1.91, 1.903)","(17.0, 42.0, 37.333333333333336)","(5.5, 9.6, 9.163636363636364)","(8.0, 12.5, 11.5625)","(8.0, 11.5, 11.46875)","(26.0, 90.0, 73.2)"
16-12-2022 13:17:51.854622,"(8.5, 9.4, 8.26923076923077)","(26.0, 95.0, 74.66666666666666)","(1.8, 1.91, 1.903)","(17.0, 42.0, 37.333333333333336)","(5.5, 9.6, 9.388235294117646)","(8.0, 12.5, 11.5625)","(8.0, 11.5, 11.46875)","(26.0, 90.0, 73.2)"
16-12-2022 13:17:53.016609,"(8.5, 9.4, 8.26923076923077)","(26.0, 95.0, 74.66666666666666)","(1.8, 1.91, 1.903)","(17.0, 42.0, 37.333333333333336)","(5.5, 9.6, 9.299999999999999)","(8.0, 12.5, 11.5625)","(8.0, 11.5, 12.40625)","(26.0, 90.0, 73.2)"
16-12-2022 13:17:54.596384,"(8.5, 9.4, 8.26923076923077)","(26.0, 95.0, 63.5)","(1.8, 1.91, 1.8659999999999999)","(17.0, 42.0, 37.333333333333336)","(5.5, 9.6, 8.1)","(8.5, 12.5, 11.5625)","(8.0, 12.5, 11.9)","(26.0, 85.0, 70.2)"
16-12-2022 13:17:55.701304,"(8.5, 9.4, 8.26923076923077)","(26.0, 95.0, 63.5)","(1.8, 1.91, 1.855)","(17.0, 42.0, 37.333333333333336)","(5.5, 9.4, 8.1)","(8.5, 12.5, 11.5625)","(8.0, 12.5, 11.9)","(26.0, 85.0, 70.2)"
16-12-2022 13:17:56.765749,"(8.5, 9.4, 8.26923076923077)","(26.0, 95.0, 74.66666666666666)","(1.8, 1.91, 1.89)","(17.0, 42.0, 37.333333333333336)","(5.5, 9.4, 8.1)","(8.5, 12.5, 11.5625)","(8.0, 12.5, 11.9)","(26.0, 85.0, 70.2)"
16-12-2022 13:17:57.924614,"(8.5, 9.4, 8.26923076923077)","(26.0, 95.0, 74.66666666666666)","(1.8, 1.91, 1.8866666666666667)","(17.0, 42.0, 37.333333333333336)","(5.5, 9.4, 8.1)","(8.5, 12.5, 11.5625)","(8.0, 12.5, 11.9)","(26.0, 85.0, 70.2)"
16-12-2022 13:17:59.004968,"(8.5, 9.4, 8.26923076923077)","(26.0, 95.0, 74.66666666666666)","(1.8, 1.91, 1.8866666666666667)","(17.0, 42.0, 37.333333333333336)","(5.5, 9.4, 8.1)","(8.5, 12.5, 11.428571428571429)","(8.0, 12.5, 11.9)","(26.0, 85.0, 70.2)"
16-12-2022 13:18:00.036929,"(8.5, 9.2, 8.857142857142856)","(26.0, 95.0, 74.66666666666666)","(1.8, 1.91, 1.8866666666666667)","(17.0, 42.0, 37.333333333333336)","(5.5, 9.4, 9.147368421052633)","(8.5, 12.0, 11.428571428571429)","(8.0, 12.5, 11.9)","(26.0, 85.0, 70.2)"
16-12-2022 13:18:01.199898,"(8.5, 9.2, 8.857142857142856)","(26.0, 95.0, 55.66666666666667)","(1.8, 1.91, 1.8866666666666667)","(17.0, 42.0, 37.333333333333336)","(5.5, 9.4, 9.147368421052633)","(8.5, 12.0, 11.428571428571429)","(8.0, 12.5, 11.875)","(26.0, 85.0, 70.2)"
16-12-2022 13:18:02.372574,"(8.5, 9.2, 8.857142857142856)","(26.0, 95.0, 55.66666666666667)","(1.8, 1.91, 1.8866666666666667)","(17.0, 42.0, 33.333333333333336)","(5.5, 9.4, 9.147368421052633)","(8.5, 12.0, 11.428571428571429)","(8.0, 12.5, 11.9)","(26.0, 85.0, 72.66666666666667)"
16-12-2022 13:18:03.537838,"(8.5, 9.2, 8.857142857142856)","(26.0, 95.0, 55.66666666666667)","(1.8, 1.91, 1.8866666666666667)","(17.0, 42.0, 38.0)","(5.5, 9.4, 8.1)","(8.5, 12.0, 11.428571428571429)","(8.0, 12.5, 11.9)","(26.0, 85.0, 72.66666666666667)"
16-12-2022 13:18:04.542348,"(8.5, 9.2, 8.857142857142856)","(26.0, 95.0, 72.2)","(1.8, 1.91, 1.8866666666666667)","(17.0, 42.0, 38.0)","(5.5, 9.4, 8.1)","(8.5, 12.0, 11.428571428571429)","(8.0, 12.5, 11.9)","(26.0, 85.0, 72.66666666666667)"
16-12-2022 13:18:05.628134,"(8.5, 9.2, 8.857142857142856)","(26.0, 95.0, 72.2)","(1.8, 1.91, 1.8866666666666667)","(17.0, 42.0, 38.0)","(5.5, 9.4, 9.147368421052633)","(8.5, 12.0, 11.428571428571429)","(8.0, 12.5, 11.9)","(26.0, 85.0, 72.66666666666667)"
16-12-2022 13:18:06.698028,"(8.5, 9.2, 8.857142857142856)","(26.0, 95.0, 55.66666666666667)","(1.8, 1.91, 1.8866666666666667)","(17.0, 42.0, 33.333333333333336)","(5.5, 9.4, 9.147368421052633)","(8.5, 12.0, 11.428571428571429)","(8.0, 12.5, 11.9)","(26.0, 85.0, 72.66666666666667)"
16-12-2022 13:18:07.818491,"(8.5, 9.2, 8.857142857142856)","(26.0, 95.0, 55.66666666666667)","(1.8, 1.91, 1.8866666666666667)","(17.0, 42.0, 38.0)","(5.5, 9.4, 8.1)","(8.5, 12.0, 11.428571428571429)","(8.0, 12.5, 11.9)","(26.0, 85.0, 72.66666666666667)"
16-12-2022 13:18:08.885046,"(8.5, 9.2, 8.857142857142856)","(26.0, 95.0, 72.2)","(1.8, 1.91, 1.8827272727272726)","(17.0, 42.0, 33.333333333333336)","(5.5, 9.4, 9.147368421052633)","(8.5, 12.0, 11.428571428571429)","(8.0, 12.5, 11.9)","(26.0, 85.0, 72.66666666666667)"
16-12-2022 13:18:09.996175,"(8.5, 9.2, 8.857142857142856)","(26.0, 95.0, 55.66666666666667)","(1.8, 1.91, 1.89)","(17.0, 42.0, 33.333333333333336)","(5.5, 9.4, 9.147368421052633)","(8.5, 12.0, 11.428571428571429)","(8.0, 12.5, 11.9)","(26.0, 85.0, 72.66666666666667)"
16-12-2022 13:18:11.123922,"(8.5, 9.2, 8.857142857142856)","(26.0, 95.0, 55.66666666666667)","(1.8, 1.91, 1.89)","(17.0, 42.0, 38.285714285714285)","(5.5, 9.4, 8.1)","(8.5, 12.0, 11.428571428571429)","(8.0, 12.5, 11.9)","(26.0, 85.0, 72.66666666666667)"
16-12-2022 13:18:12.180040,"(8.5, 9.2, 8.857142857142856)","(26.0, 95.0, 55.66666666666667)","(1.8, 1.91, 1.89)","(17.0, 42.0, 33.333333333333336)","(5.5, 9.4, 9.147368421052633)","(8.5, 12.0, 11.428571428571429)","(8.0, 12.5, 11.9)","(26.0, 85.0, 72.66666666666667)"
16-12-2022 13:18:13.406850,"(8.5, 9.2, 8.857142857142856)","(26.0, 95.0, 72.2)","(1.8, 1.91, 1.89)","(17.0, 42.0, 33.333333333333336)","(5.5, 9.4, 9.147368421052633)","(8.5, 12.0, 11.428571428571429)","(8.0, 12.5, 11.9)","(26.0, 85.0, 72.66666666666667)"
16-12-2022 13:18:14.472933,"(8.5, 9.2, 8.857142857142856)","(26.0, 95.0, 55.66666666666667)","(1.8, 1.91, 1.89)","(17.0, 42.0, 38.285714285714285)","(5.5, 9.4, 8.1)","(8.5, 12.0, 11.428571428571429)","(8.0, 12.5, 11.9)","(26.0, 85.0, 72.66666666666667)"
16-12-2022 13:18:15.766787,"(8.5, 9.2, 8.857142857142856)","(26.0, 95.0, 72.2)","(1.8, 1.91, 1.89)","(17.0, 42.0, 33.333333333333336)","(5.5, 9.4, 9.147368421052633)","(8.5, 12.0, 11.428571428571429)","(8.0, 12.5, 11.9)","(26.0, 85.0, 72.66666666666667)"
16-12-2022 13:18:17.049332,"(8.5, 9.2, 8.857142857142856)","(26.0, 95.0, 72.2)","(1.8, 1.91, 1.8425)","(17.0, 42.0, 33.333333333333336)","(5.5, 9.4, 9.040000000000001)","(8.5, 12.0, 11.428571428571429)","(8.0, 12.5, 11.9)","(26.0, 85.0, 60.333333333333336)"
16-12-2022 13:18:18.383451,"(8.5, 9.2, 8.857142857142856)","(26.0, 95.0, 72.2)","(1.8, 1.91, 1.8425)","(17.0, 42.0, 38.285714285714285)","(5.5, 9.4, 7.84)","(8.5, 12.0, 11.428571428571429)","(8.0, 12.5, 11.9)","(26.0, 85.0, 60.333333333333336)"
16-12-2022 13:18:19.782726,"(8.5, 9.2, 8.857142857142856)","(26.0, 95.0, 55.66666666666667)","(1.8, 1.91, 1.8425)","(17.0, 42.0, 38.285714285714285)","(5.5, 9.4, 7.84)","(8.5, 12.0, 11.428571428571429)","(8.0, 12.5, 11.9)","(26.0, 85.0, 72.66666666666667)"
16-12-2022 13:18:21.158447,"(8.5, 9.2, 8.857142857142856)","(26.0, 95.0, 78.25)","(1.8, 1.91, 1.8425)","(17.0, 42.0, 38.285714285714285)","(5.5, 9.4, 7.84)","(8.5, 12.0, 11.428571428571429)","(8.0, 12.5, 11.9)","(26.0, 85.0, 60.333333333333336)"
16-12-2022 13:18:22.417670,"(8.5, 9.2, 8.857142857142856)","(26.0, 95.0, 78.25)","(1.8, 1.91, 1.8425)","(17.0, 42.0, 38.285714285714285)","(5.5, 9.4, 9.040000000000001)","(8.5, 12.0, 11.428571428571429)","(8.0, 12.5, 11.9)","(26.0, 85.0, 60.333333333333336)"
16-12-2022 13:18:23.443248,"(8.5, 9.2, 8.857142857142856)","(26.0, 95.0, 73.0)","(1.8, 1.91, 1.8425)","(17.0, 42.0, 38.285714285714285)","(5.5, 9.4, 9.040000000000001)","(8.5, 12.0, 11.428571428571429)","(8.0, 12.5, 11.9)","(26.0, 85.0, 60.333333333333336)"
16-12-2022 13:18:24.551265,"(8.5, 9.2, 8.857142857142856)","(26.0, 95.0, 73.0)","(1.8, 1.91, 1.835)","(17.0, 42.0, 38.285714285714285)","(5.5, 9.4, 7.84)","(8.5, 12.0, 11.428571428571429)","(8.0, 12.5, 11.9)","(26.0, 85.0, 60.333333333333336)"
16-12-2022 13:18:25.701763,"(8.5, 9.2, 8.857142857142856)","(26.0, 95.0, 73.0)","(1.8, 1.91, 1.835)","(17.0, 42.0, 38.285714285714285)","(5.5, 9.4, 8.68)","(8.5, 12.0, 11.428571428571429)","(8.0, 12.5, 11.9)","(26.0, 85.0, 60.333333333333336)"
16-12-2022 13:18:26.936623,"(8.5, 9.2, 8.857142857142856)","(26.0, 95.0, 73.0)","(1.8, 1.91, 1.823076923076923)","(17.0, 42.0, 38.285714285714285)","(5.5, 9.4, 9.060869565217391)","(8.5, 12.0, 11.428571428571429)","(8.0, 12.5, 11.9)","(26.0, 85.0, 60.333333333333336)"
16-12-2022 13:18:28.059830,"(8.5, 9.2, 8.857142857142856)","(26.0, 95.0, 73.0)","(1.8, 1.9, 1.8375)","(17.0, 42.0, 38.285714285714285)","(5.5, 9.4, 8.2)","(8.5, 12.0, 11.428571428571429)","(8.0, 12.5, 11.9)","(26.0, 85.0, 63.333333333333336)"
16-12-2022 13:18:29.159232,"(8.5, 9.2, 8.857142857142856)","(26.0, 95.0, 73.0)","(1.8, 1.89, 1.8375)","(17.0, 42.0, 38.285714285714285)","(5.5, 9.4, 9.146153846153847)","(8.5, 12.0, 11.428571428571429)","(8.0, 12.5, 11.9)","(26.0, 90.0, 56.4)"
16-12-2022 13:18:30.245276,"(8.5, 9.2, 8.857142857142856)","(26.0, 95.0, 73.0)","(1.8, 1.89, 1.8375)","(17.0, 42.0, 38.285714285714285)","(5.5, 9.4, 8.3)","(8.5, 12.0, 11.428571428571429)","(8.0, 12.5, 11.9)","(26.0, 90.0, 63.333333333333336)"
16-12-2022 13:18:31.371707,"(8.5, 9.2, 8.857142857142856)","(26.0, 95.0, 90.93103448275862)","(1.8, 1.89, 1.8375)","(17.0, 42.0, 38.285714285714285)","(5.5, 9.4, 8.4)","(8.5, 12.0, 11.428571428571429)","(8.0, 12.5, 11.9)","(26.0, 90.0, 56.4)"
16-12-2022 13:18:32.451632,"(8.5, 9.2, 8.857142857142856)","(26.0, 95.0, 72.2)","(1.8, 1.89, 1.8225)","(17.0, 42.0, 38.285714285714285)","(5.5, 9.4, 9.25)","(8.5, 12.0, 11.428571428571429)","(8.0, 12.5, 11.9)","(26.0, 90.0, 58.5)"
16-12-2022 13:18:33.600704,"(8.5, 9.2, 8.857142857142856)","(26.0, 95.0, 72.2)","(1.8, 1.89, 1.8)","(17.0, 42.0, 38.75)","(5.5, 9.4, 9.25)","(8.5, 12.0, 11.428571428571429)","(8.0, 12.5, 11.9)","(26.0, 90.0, 70.0)"
16-12-2022 13:18:34.848120,"(8.5, 9.2, 8.857142857142856)","(26.0, 95.0, 72.2)","(1.8, 1.89, 1.8885294117647058)","(17.0, 42.0, 33.333333333333336)","(5.5, 9.4, 9.25)","(8.5, 12.0, 11.428571428571429)","(8.0, 12.5, 11.9)","(26.0, 90.0, 62.0)"
16-12-2022 13:18:36.032533,"(8.5, 9.2, 8.857142857142856)","(26.0, 95.0, 72.2)","(1.8, 1.89, 1.8852857142857142)","(17.0, 42.0, 33.333333333333336)","(5.5, 9.4, 9.25)","(8.5, 12.0, 11.428571428571429)","(8.0, 12.5, 11.9)","(26.0, 90.0, 62.0)"
16-12-2022 13:18:37.271995,"(8.5, 9.2, 8.857142857142856)","(26.0, 95.0, 72.2)","(1.8, 1.89, 1.8699999999999999)","(17.0, 42.0, 38.285714285714285)","(5.5, 9.4, 9.254545454545454)","(8.5, 12.0, 11.428571428571429)","(8.0, 12.5, 11.772727272727273)","(26.0, 90.0, 62.0)"
16-12-2022 13:18:38.448741,"(8.5, 9.2, 8.857142857142856)","(26.0, 95.0, 73.0)","(1.8, 1.89, 1.877142857142857)","(17.0, 42.0, 38.285714285714285)","(5.5, 9.4, 8.942857142857143)","(8.5, 12.0, 11.428571428571429)","(8.0, 13.0, 11.772727272727273)","(26.0, 90.0, 70.0)"
16-12-2022 13:18:39.581861,"(8.5, 9.2, 8.857142857142856)","(26.0, 95.0, 68.5)","(1.8, 1.89, 1.877142857142857)","(17.0, 42.0, 38.285714285714285)","(5.5, 9.4, 9.254545454545454)","(8.5, 12.0, 11.428571428571429)","(8.0, 13.0, 11.772727272727273)","(26.0, 90.0, 62.0)"
16-12-2022 13:18:40.774186,"(8.5, 9.2, 8.666666666666666)","(26.0, 95.0, 68.5)","(1.8, 1.89, 1.877142857142857)","(17.0, 42.0, 38.285714285714285)","(5.5, 9.4, 9.10909090909091)","(8.5, 12.0, 11.428571428571429)","(8.0, 13.0, 11.772727272727273)","(26.0, 90.0, 62.0)"
16-12-2022 13:18:41.951397,"(8.5, 9.2, 8.857142857142856)","(26.0, 95.0, 73.8)","(1.8, 1.89, 1.877142857142857)","(17.0, 42.0, 38.285714285714285)","(5.5, 9.4, 9.23529411764706)","(8.5, 12.0, 11.428571428571429)","(8.0, 13.0, 11.772727272727273)","(26.0, 90.0, 62.0)"
16-12-2022 13:18:43.028279,"(8.5, 9.2, 8.857142857142856)","(26.0, 95.0, 73.8)","(1.8, 1.89, 1.877142857142857)","(17.0, 42.0, 38.285714285714285)","(5.5, 9.4, 9.23529411764706)","(8.5, 12.0, 11.428571428571429)","(8.0, 13.0, 11.772727272727273)","(26.0, 90.0, 62.0)"
16-12-2022 13:18:44.150577,"(8.5, 9.4, 8.28)","(26.0, 95.0, 73.8)","(1.8, 1.89, 1.877142857142857)","(17.0, 42.0, 38.285714285714285)","(5.5, 9.4, 8.92)","(8.5, 12.0, 11.428571428571429)","(8.0, 13.0, 11.772727272727273)","(26.0, 90.0, 62.0)"
16-12-2022 13:18:45.273482,"(8.5, 9.4, 8.28)","(26.0, 95.0, 73.8)","(1.8, 1.89, 1.877142857142857)","(17.0, 42.0, 38.285714285714285)","(5.5, 9.4, 9.188235294117646)","(8.5, 12.0, 11.428571428571429)","(8.0, 13.0, 11.772727272727273)","(26.0, 90.0, 62.0)"
16-12-2022 13:18:46.409355,"(8.5, 9.4, 8.28)","(26.0, 95.0, 73.8)","(1.8, 1.89, 1.83)","(17.0, 42.0, 38.285714285714285)","(5.5, 9.4, 9.05)","(8.5, 12.0, 11.428571428571429)","(8.0, 13.0, 11.772727272727273)","(26.0, 90.0, 68.0)"
16-12-2022 13:18:47.491213,"(8.5, 9.4, 8.28)","(26.0, 95.0, 73.0)","(1.8, 1.89, 1.8366666666666667)","(17.0, 42.0, 38.285714285714285)","(5.5, 9.4, 9.05)","(8.5, 12.0, 11.428571428571429)","(8.0, 13.0, 11.772727272727273)","(26.0, 90.0, 69.0)"
16-12-2022 13:18:48.538084,"(8.5, 9.4, 8.28)","(26.0, 95.0, 73.0)","(1.8, 1.89, 1.8366666666666667)","(17.0, 42.0, 38.285714285714285)","(5.5, 9.4, 9.05)","(8.5, 12.0, 11.428571428571429)","(8.0, 13.0, 11.772727272727273)","(26.0, 90.0, 69.0)"
16-12-2022 13:18:49.569362,"(8.5, 9.4, 8.28)","(26.0, 95.0, 73.0)","(1.8, 1.89, 1.8366666666666667)","(17.0, 42.0, 38.75)","(5.5, 9.4, 9.05)","(8.5, 12.0, 11.428571428571429)","(8.0, 13.0, 11.772727272727273)","(26.0, 90.0, 69.0)"
16-12-2022 13:18:50.703217,"(8.5, 9.2, 8.666666666666666)","(26.0, 95.0, 73.0)","(1.8, 1.89, 1.8366666666666667)","(17.0, 42.0, 38.75)","(5.5, 9.4, 9.05)","(8.5, 12.0, 11.428571428571429)","(8.0, 13.0, 11.772727272727273)","(26.0, 90.0, 69.0)"
16-12-2022 13:18:51.783880,"(8.5, 9.2, 8.666666666666666)","(26.0, 95.0, 73.0)","(1.8, 1.89, 1.8366666666666667)","(17.0, 42.0, 38.75)","(5.5, 9.4, 9.05)","(8.5, 12.0, 11.428571428571429)","(8.0, 13.0, 11.772727272727273)","(26.0, 90.0, 69.0)"
16-12-2022 13:18:52.825092,"(8.5, 9.2, 8.666666666666666)","(26.0, 95.0, 73.0)","(1.8, 1.89, 1.8366666666666667)","(17.0, 42.0, 38.75)","(5.5, 9.4, 9.05)","(8.5, 12.0, 11.428571428571429)","(8.0, 13.0, 11.772727272727273)","(26.0, 90.0, 69.0)"
16-12-2022 13:18:53.851588,"(8.5, 9.2, 8.666666666666666)","(26.0, 95.0, 73.0)","(1.8, 1.89, 1.8366666666666667)","(17.0, 42.0, 38.75)","(5.5, 9.4, 9.05)","(8.5, 12.0, 11.428571428571429)","(8.0, 13.0, 11.772727272727273)","(26.0, 90.0, 69.0)"
16-12-2022 13:18:54.909001,"(8.5, 9.2, 8.666666666666666)","(26.0, 95.0, 73.8)","(1.8, 1.89, 1.8366666666666667)","(17.0, 42.0, 38.75)","(5.5, 9.4, 9.05)","(8.5, 12.0, 11.428571428571429)","(8.0, 13.0, 11.772727272727273)","(26.0, 90.0, 69.0)"
16-12-2022 13:18:55.967920,"(8.5, 9.2, 8.666666666666666)","(26.0, 95.0, 73.8)","(1.8, 1.89, 1.8366666666666667)","(17.0, 42.0, 38.75)","(5.5, 9.4, 9.05)","(8.5, 12.0, 11.428571428571429)","(8.0, 13.0, 11.772727272727273)","(26.0, 90.0, 69.0)"
16-12-2022 13:18:56.968034,"(8.5, 9.2, 8.666666666666666)","(26.0, 95.0, 69.5)","(1.8, 1.89, 1.8366666666666667)","(17.0, 42.0, 38.75)","(5.5, 9.4, 9.05)","(8.5, 12.0, 11.428571428571429)","(8.0, 13.0, 11.772727272727273)","(26.0, 90.0, 69.0)"
16-12-2022 13:18:58.022322,"(8.5, 9.2, 8.666666666666666)","(26.0, 95.0, 69.5)","(1.8, 1.89, 1.8366666666666667)","(17.0, 42.0, 38.75)","(5.5, 9.4, 9.05)","(8.5, 12.0, 11.428571428571429)","(8.0, 13.0, 11.772727272727273)","(26.0, 90.0, 73.2)"
16-12-2022 13:18:59.144781,"(8.5, 9.2, 8.666666666666666)","(26.0, 95.0, 69.5)","(1.8, 1.89, 1.8366666666666667)","(17.0, 42.0, 38.75)","(5.5, 9.4, 9.05)","(8.5, 12.0, 11.428571428571429)","(8.0, 13.0, 11.772727272727273)","(26.0, 90.0, 73.2)"
16-12-2022 13:19:00.241578,"(8.5, 9.2, 8.666666666666666)","(26.0, 95.0, 69.5)","(1.8, 1.89, 1.8366666666666667)","(17.0, 42.0, 38.75)","(5.5, 9.4, 9.05)","(8.5, 12.0, 11.428571428571429)","(8.0, 13.0, 11.772727272727273)","(26.0, 90.0, 73.2)"
16-12-2022 13:19:01.269376,"(8.5, 9.4, 8.28)","(26.0, 95.0, 69.5)","(1.8, 1.89, 1.8366666666666667)","(17.0, 42.0, 38.75)","(5.5, 9.4, 9.05)","(8.5, 12.0, 11.428571428571429)","(8.0, 13.0, 11.772727272727273)","(26.0, 90.0, 59.333333333333336)"
16-12-2022 13:19:02.357345,"(8.0, 9.4, 8.28)","(31.0, 95.0, 74.6)","(1.75, 1.89, 1.8786206896551723)","(19.0, 42.0, 38.285714285714285)","(5.5, 9.4, 9.05)","(9.0, 12.0, 11.428571428571429)","(8.0, 13.0, 11.826086956521738)","(31.0, 90.0, 57.666666666666664)"
16-12-2022 13:19:03.476092,"(8.0, 9.2, 8.666666666666666)","(31.0, 95.0, 80.42857142857143)","(1.75, 1.89, 1.8699999999999999)","(19.0, 42.0, 34.0)","(5.5, 9.4, 9.05)","(9.0, 12.0, 11.428571428571429)","(8.0, 13.0, 11.826086956521738)","(31.0, 85.0, 71.33333333333333)"
