,Scenic Sky,Muscletonian,Meet Michaelangelo,Uncle Louis Nz,Lord Chancellor,Aldebaran Alissa Nz,Millys Magic
09-01-2023 13:27:45.014072,"(3.1, 4.8, 4.4)","(9.0, 11.5, 11.116666666666667)","(26.0, 50.0, 42.0)","(1.95, 99999, 99990)","(12.0, 18.0, 17.0)","(11.0, 99999, 99990)","(7.0, 9.8, 9.600000000000001)"
09-01-2023 13:27:45.986523,"(3.1, 4.8, 4.4)","(9.0, 11.5, 11.116666666666667)","(26.0, 50.0, 42.0)","(1.95, 99999, 99990)","(12.0, 18.0, 17.0)","(11.0, 99999, 99990)","(7.0, 9.8, 9.600000000000001)"
09-01-2023 13:27:47.006443,"(3.1, 4.8, 4.4)","(9.0, 11.5, 11.116666666666667)","(26.0, 50.0, 42.0)","(1.95, 99999, 99990)","(12.0, 18.0, 17.0)","(11.0, 99999, 99990)","(7.0, 9.8, 9.3)"
09-01-2023 13:27:48.081510,"(3.1, 4.8, 4.4)","(9.0, 11.5, 11.116666666666667)","(26.0, 50.0, 42.0)","(1.95, 99999, 99990)","(12.0, 18.0, 17.0)","(11.0, 99999, 99990)","(7.0, 9.8, 9.3)"
09-01-2023 13:27:49.232617,"(3.1, 4.8, 4.4)","(9.0, 11.5, 11.116666666666667)","(26.0, 50.0, 42.0)","(1.95, 99999, 99990)","(12.0, 18.0, 17.0)","(11.0, 99999, 99990)","(7.0, 9.8, 9.3)"
09-01-2023 13:27:50.313710,"(3.1, 4.8, 4.4)","(9.0, 11.5, 11.116666666666667)","(26.0, 50.0, 42.0)","(1.95, 99999, 99990)","(12.0, 18.0, 17.0)","(11.0, 99999, 99990)","(7.0, 9.8, 9.3)"
09-01-2023 13:27:51.341992,"(3.1, 4.8, 4.4)","(9.0, 11.5, 11.116666666666667)","(26.0, 50.0, 42.0)","(1.95, 99999, 99990)","(12.0, 18.0, 17.0)","(11.0, 99999, 99990)","(7.0, 9.8, 9.3)"
09-01-2023 13:27:52.317378,"(3.1, 4.8, 4.4)","(9.0, 11.5, 11.116666666666667)","(26.0, 50.0, 42.0)","(1.95, 99999, 99990)","(12.0, 18.0, 17.0)","(11.0, 99999, 99990)","(7.0, 9.8, 9.3)"
09-01-2023 13:27:53.373500,"(3.1, 4.8, 4.4)","(9.0, 11.5, 11.116666666666667)","(26.0, 50.0, 42.0)","(1.95, 99999, 99990)","(12.0, 18.0, 17.0)","(11.0, 99999, 99990)","(7.0, 9.8, 9.3)"
09-01-2023 13:27:54.490904,"(3.1, 4.8, 4.4)","(9.0, 11.5, 11.2)","(26.0, 50.0, 42.0)","(1.95, 99999, 99990)","(12.0, 18.0, 17.714285714285715)","(11.0, 99999, 99990)","(7.0, 9.8, 9.3)"
09-01-2023 13:27:55.566361,"(3.1, 4.7, 4.5600000000000005)","(9.0, 12.0, 11.2)","(26.0, 50.0, 42.0)","(1.95, 99999, 99990)","(12.0, 19.0, 17.714285714285715)","(11.0, 99999, 99990)","(7.0, 9.8, 9.3)"
09-01-2023 13:27:56.602355,"(3.1, 4.6, 4.4799999999999995)","(9.0, 12.0, 11.2)","(26.0, 50.0, 42.0)","(1.95, 99999, 99990)","(12.0, 19.0, 17.714285714285715)","(11.0, 99999, 99990)","(7.0, 9.8, 9.3)"
09-01-2023 13:27:57.516576,"(3.1, 4.5, 4.444444444444445)","(9.0, 12.0, 11.2)","(26.0, 50.0, 42.0)","(1.95, 99999, 99990)","(12.0, 19.0, 17.714285714285715)","(11.0, 99999, 99990)","(7.0, 9.8, 9.3)"
09-01-2023 13:27:58.510511,"(3.1, 4.6, 4.3428571428571425)","(9.0, 12.0, 11.2)","(26.0, 50.0, 42.0)","(1.95, 99999, 99990)","(12.0, 19.0, 17.714285714285715)","(11.0, 99999, 99990)","(7.0, 9.8, 9.3)"
09-01-2023 13:27:59.558284,"(3.1, 4.6, 4.3999999999999995)","(9.0, 12.0, 11.2)","(26.0, 50.0, 42.0)","(1.95, 99999, 99990)","(12.0, 19.0, 17.714285714285715)","(11.0, 99999, 99990)","(7.0, 9.8, 9.3)"
09-01-2023 13:28:00.583996,"(3.1, 4.6, 4.3999999999999995)","(9.0, 12.0, 11.2)","(26.0, 50.0, 42.0)","(1.95, 99999, 99990)","(12.0, 19.0, 17.714285714285715)","(11.0, 99999, 99990)","(7.0, 9.8, 9.125)"
09-01-2023 13:28:01.552181,"(3.1, 4.6, 4.3999999999999995)","(9.0, 12.0, 11.2)","(26.0, 50.0, 42.0)","(1.95, 99999, 99990)","(12.0, 19.0, 17.714285714285715)","(11.0, 99999, 99990)","(7.0, 9.8, 9.125)"
09-01-2023 13:28:02.499668,"(3.1, 4.6, 4.3999999999999995)","(9.0, 12.0, 11.2)","(26.0, 50.0, 42.0)","(1.95, 99999, 99990)","(12.0, 19.0, 17.714285714285715)","(11.0, 99999, 99990)","(7.0, 9.8, 9.125)"
09-01-2023 13:28:03.576818,"(3.1, 4.6, 4.3999999999999995)","(9.0, 12.0, 11.2)","(26.0, 50.0, 42.0)","(1.95, 99999, 99990)","(12.0, 19.0, 17.714285714285715)","(11.0, 99999, 99990)","(7.0, 9.8, 9.125)"
09-01-2023 13:28:04.650710,"(3.1, 4.6, 4.3999999999999995)","(9.0, 12.0, 11.2)","(26.0, 50.0, 42.0)","(1.95, 99999, 99990)","(12.0, 19.0, 17.714285714285715)","(11.0, 99999, 99990)","(7.0, 9.8, 9.125)"
09-01-2023 13:28:05.742494,"(3.1, 4.6, 4.3999999999999995)","(9.0, 12.0, 11.2)","(26.0, 50.0, 42.0)","(1.95, 99999, 99990)","(12.0, 19.0, 18.071428571428573)","(11.0, 99999, 99990)","(7.0, 9.8, 9.125)"
09-01-2023 13:28:06.744089,"(3.1, 4.6, 4.3999999999999995)","(9.0, 12.0, 11.2)","(26.0, 50.0, 42.0)","(1.95, 99999, 99990)","(12.0, 19.5, 18.071428571428573)","(11.0, 99999, 99990)","(7.0, 9.8, 9.125)"
09-01-2023 13:28:07.681405,"(3.1, 4.6, 4.3999999999999995)","(9.0, 12.0, 11.2)","(26.0, 50.0, 42.0)","(1.95, 99999, 99990)","(12.0, 19.5, 18.071428571428573)","(11.0, 99999, 99990)","(7.0, 9.8, 9.125)"
09-01-2023 13:28:08.704850,"(3.1, 4.6, 4.3999999999999995)","(9.0, 12.0, 11.2)","(26.0, 50.0, 42.0)","(1.95, 99999, 99990)","(12.0, 19.5, 18.071428571428573)","(11.0, 99999, 99990)","(7.0, 9.8, 9.125)"
09-01-2023 13:28:09.750636,"(3.1, 4.6, 4.3999999999999995)","(9.0, 12.0, 11.2)","(26.0, 50.0, 44.666666666666664)","(1.95, 99999, 99990)","(12.0, 19.5, 16.772727272727273)","(11.0, 99999, 99990)","(7.0, 9.8, 9.125)"
09-01-2023 13:28:10.863042,"(3.1, 4.6, 4.3999999999999995)","(9.0, 12.0, 11.2)","(26.0, 50.0, 47.33333333333333)","(1.95, 99999, 99990)","(12.0, 19.5, 16.772727272727273)","(11.0, 99999, 99990)","(7.0, 9.8, 9.125)"
09-01-2023 13:28:11.842424,"(3.1, 4.6, 4.3999999999999995)","(9.0, 12.0, 11.2)","(26.0, 50.0, 47.33333333333333)","(1.95, 99999, 99990)","(12.0, 19.0, 17.714285714285715)","(11.0, 99999, 99990)","(7.0, 9.8, 9.125)"
09-01-2023 13:28:12.801783,"(3.1, 4.6, 4.3999999999999995)","(9.0, 12.0, 11.2)","(26.0, 50.0, 47.33333333333333)","(1.95, 99999, 99990)","(12.0, 19.0, 17.3125)","(11.0, 99999, 99990)","(7.0, 9.8, 9.125)"
09-01-2023 13:28:13.865323,"(3.1, 4.6, 4.3999999999999995)","(9.0, 12.0, 11.2)","(26.0, 50.0, 47.33333333333333)","(1.95, 99999, 99990)","(12.0, 19.0, 17.3125)","(11.0, 99999, 99990)","(7.0, 9.8, 9.125)"
09-01-2023 13:28:14.831389,"(3.1, 4.6, 4.3999999999999995)","(9.0, 12.0, 11.2)","(26.0, 50.0, 47.33333333333333)","(1.95, 99999, 99990)","(12.0, 18.5, 17.357142857142858)","(11.0, 99999, 99990)","(7.0, 9.8, 9.125)"
09-01-2023 13:28:15.924363,"(3.1, 4.6, 4.3999999999999995)","(9.0, 12.0, 11.2)","(26.0, 50.0, 47.33333333333333)","(1.95, 99999, 99990)","(13.0, 18.5, 17.357142857142858)","(12.0, 99999, 99990)","(7.5, 9.8, 9.125)"
09-01-2023 13:28:16.846823,"(3.1, 4.6, 4.3999999999999995)","(9.0, 12.0, 11.2)","(26.0, 50.0, 47.33333333333333)","(1.95, 99999, 99990)","(13.0, 18.5, 17.357142857142858)","(12.0, 99999, 99990)","(7.5, 9.8, 9.125)"
09-01-2023 13:28:17.821206,"(3.1, 4.6, 4.3999999999999995)","(9.0, 12.0, 11.2)","(26.0, 50.0, 47.33333333333333)","(1.95, 99999, 99990)","(13.0, 18.5, 17.357142857142858)","(12.0, 99999, 99990)","(7.5, 9.8, 9.125)"
09-01-2023 13:28:18.845718,"(3.1, 4.6, 4.3999999999999995)","(9.0, 12.0, 11.2)","(26.0, 50.0, 47.33333333333333)","(1.95, 99999, 99990)","(13.0, 18.5, 17.357142857142858)","(12.0, 99999, 99990)","(7.5, 9.8, 9.125)"
09-01-2023 13:28:19.947581,"(3.1, 4.6, 4.3999999999999995)","(9.0, 12.0, 11.2)","(26.0, 50.0, 47.33333333333333)","(1.95, 99999, 99990)","(13.0, 18.5, 17.357142857142858)","(12.0, 99999, 99990)","(7.5, 9.8, 9.125)"
09-01-2023 13:28:21.061490,"(3.1, 4.6, 4.3999999999999995)","(9.0, 12.0, 11.2)","(26.0, 50.0, 47.33333333333333)","(1.95, 99999, 99990)","(13.0, 18.5, 17.357142857142858)","(12.0, 99999, 99990)","(7.5, 9.8, 9.125)"
09-01-2023 13:28:22.140356,"(3.1, 4.6, 4.3999999999999995)","(9.0, 12.0, 11.2)","(26.0, 50.0, 47.33333333333333)","(1.95, 99999, 99990)","(13.0, 18.5, 17.357142857142858)","(12.0, 99999, 99990)","(7.5, 9.8, 9.125)"
09-01-2023 13:28:23.216572,"(3.1, 4.6, 4.3999999999999995)","(9.0, 12.0, 11.2)","(26.0, 50.0, 47.33333333333333)","(1.95, 99999, 99990)","(13.0, 18.5, 17.357142857142858)","(12.0, 99999, 99990)","(7.5, 9.8, 9.125)"
09-01-2023 13:28:24.192198,"(3.1, 4.6, 4.3999999999999995)","(9.0, 12.0, 11.2)","(26.0, 50.0, 47.33333333333333)","(1.95, 99999, 99990)","(13.0, 18.5, 17.357142857142858)","(12.0, 99999, 99990)","(7.5, 9.8, 9.125)"
09-01-2023 13:28:25.246087,"(3.1, 4.6, 4.3999999999999995)","(9.0, 12.0, 11.2)","(26.0, 50.0, 47.33333333333333)","(1.95, 99999, 99990)","(13.0, 18.5, 16.772727272727273)","(12.0, 99999, 99990)","(7.5, 9.8, 9.125)"
09-01-2023 13:28:26.358353,"(3.1, 4.6, 4.3999999999999995)","(9.0, 12.0, 11.2)","(26.0, 50.0, 47.33333333333333)","(1.95, 99999, 99990)","(13.0, 19.5, 17.714285714285715)","(12.0, 99999, 99990)","(7.5, 9.8, 9.125)"
09-01-2023 13:28:27.523858,"(3.1, 4.6, 4.3999999999999995)","(9.0, 12.0, 11.2)","(26.0, 50.0, 47.33333333333333)","(1.95, 99999, 99990)","(13.0, 19.0, 17.714285714285715)","(12.0, 99999, 99990)","(7.5, 9.8, 9.125)"
09-01-2023 13:28:28.686186,"(3.1, 4.6, 4.3999999999999995)","(9.0, 12.0, 11.2)","(26.0, 50.0, 47.33333333333333)","(1.95, 99999, 99990)","(13.0, 19.0, 17.714285714285715)","(12.0, 99999, 99990)","(7.5, 9.8, 9.125)"
09-01-2023 13:28:29.832331,"(3.1, 4.6, 4.3999999999999995)","(9.0, 12.0, 11.2)","(26.0, 50.0, 47.33333333333333)","(1.95, 99999, 99990)","(13.0, 19.0, 17.714285714285715)","(12.0, 99999, 99990)","(7.5, 9.8, 9.125)"
09-01-2023 13:28:30.811387,"(3.1, 4.6, 4.3999999999999995)","(9.0, 12.0, 11.2)","(26.0, 50.0, 47.33333333333333)","(1.95, 99999, 99990)","(13.0, 19.0, 17.714285714285715)","(12.0, 99999, 99990)","(7.5, 9.8, 9.125)"
09-01-2023 13:28:31.910115,"(3.1, 4.6, 4.3999999999999995)","(9.0, 12.0, 11.2)","(26.0, 50.0, 47.33333333333333)","(1.95, 99999, 99990)","(13.0, 19.0, 17.714285714285715)","(12.0, 99999, 99990)","(7.5, 9.8, 9.125)"
09-01-2023 13:28:32.930297,"(3.1, 4.6, 4.3999999999999995)","(9.0, 12.0, 11.2)","(26.0, 50.0, 47.33333333333333)","(1.95, 99999, 99990)","(13.0, 19.0, 17.714285714285715)","(12.0, 99999, 99990)","(7.5, 9.8, 9.125)"
09-01-2023 13:28:34.070508,"(3.1, 4.6, 4.3999999999999995)","(9.0, 12.0, 11.2)","(26.0, 50.0, 47.33333333333333)","(1.95, 99999, 99990)","(13.0, 19.5, 18.071428571428573)","(12.0, 99999, 99990)","(7.5, 9.8, 9.125)"
09-01-2023 13:28:35.227237,"(3.1, 4.6, 4.3999999999999995)","(9.0, 12.0, 11.2)","(26.0, 50.0, 47.33333333333333)","(1.95, 99999, 99990)","(13.0, 19.5, 18.071428571428573)","(12.0, 99999, 99990)","(7.5, 9.8, 9.125)"
09-01-2023 13:28:36.315462,"(3.1, 4.6, 4.3999999999999995)","(9.0, 12.0, 11.2)","(26.0, 50.0, 47.33333333333333)","(1.95, 99999, 99990)","(13.0, 19.5, 16.772727272727273)","(12.0, 99999, 99990)","(7.5, 9.8, 9.125)"
09-01-2023 13:28:37.253023,"(3.1, 4.6, 4.3999999999999995)","(9.0, 12.0, 11.2)","(26.0, 50.0, 47.33333333333333)","(1.95, 99999, 99990)","(13.0, 19.5, 16.772727272727273)","(12.0, 99999, 99990)","(7.5, 9.8, 9.125)"
09-01-2023 13:28:38.213683,"(3.1, 4.6, 4.3999999999999995)","(9.0, 12.0, 11.2)","(26.0, 50.0, 47.33333333333333)","(1.95, 99999, 99990)","(13.0, 19.0, 17.714285714285715)","(12.0, 99999, 99990)","(7.5, 9.8, 9.125)"
09-01-2023 13:28:39.265780,"(3.1, 4.6, 4.3999999999999995)","(9.0, 12.0, 11.2)","(26.0, 50.0, 47.33333333333333)","(1.95, 99999, 99990)","(13.0, 19.0, 17.714285714285715)","(12.0, 99999, 99990)","(7.5, 9.8, 9.125)"
09-01-2023 13:28:40.355430,"(3.1, 4.6, 4.3999999999999995)","(9.0, 12.0, 11.2)","(26.0, 50.0, 47.33333333333333)","(1.95, 99999, 99990)","(13.0, 19.0, 18.071428571428573)","(12.0, 99999, 99990)","(7.5, 9.8, 9.125)"
09-01-2023 13:28:41.394164,"(3.1, 4.6, 4.3999999999999995)","(9.0, 12.0, 11.2)","(26.0, 50.0, 47.33333333333333)","(1.95, 99999, 99990)","(13.0, 19.5, 17.714285714285715)","(12.0, 99999, 99990)","(7.5, 9.8, 9.125)"
09-01-2023 13:28:42.370133,"(3.1, 4.6, 4.3999999999999995)","(9.0, 12.0, 11.2)","(26.0, 50.0, 47.33333333333333)","(1.95, 99999, 99990)","(13.0, 19.0, 17.714285714285715)","(12.0, 99999, 99990)","(7.5, 9.8, 9.125)"
09-01-2023 13:28:43.392645,"(3.1, 4.6, 4.3999999999999995)","(9.0, 12.0, 11.2)","(26.0, 50.0, 47.33333333333333)","(1.95, 99999, 99990)","(13.0, 19.0, 17.714285714285715)","(12.0, 99999, 99990)","(7.5, 9.8, 9.125)"
09-01-2023 13:28:44.461751,"(3.1, 4.6, 4.3999999999999995)","(9.0, 12.0, 11.2)","(26.0, 50.0, 47.33333333333333)","(1.95, 99999, 99990)","(13.0, 19.0, 17.714285714285715)","(12.0, 99999, 99990)","(7.5, 9.8, 9.125)"
09-01-2023 13:28:45.553585,"(3.1, 4.6, 4.3999999999999995)","(9.0, 12.0, 11.2)","(26.0, 50.0, 47.33333333333333)","(1.95, 99999, 99990)","(13.0, 19.0, 18.071428571428573)","(12.0, 99999, 99990)","(7.5, 9.8, 9.125)"
09-01-2023 13:28:46.647995,"(3.1, 4.6, 4.3999999999999995)","(9.0, 12.0, 11.2)","(26.0, 50.0, 47.33333333333333)","(1.95, 99999, 99990)","(13.0, 19.5, 16.772727272727273)","(12.0, 99999, 99990)","(7.5, 9.8, 9.125)"
09-01-2023 13:28:47.791613,"(3.1, 4.6, 4.333333333333333)","(9.0, 12.0, 11.2)","(26.0, 50.0, 47.33333333333333)","(1.95, 99999, 99990)","(13.0, 19.5, 17.714285714285715)","(12.0, 99999, 99990)","(7.5, 9.8, 9.125)"
09-01-2023 13:28:48.785298,"(3.1, 4.6, 4.333333333333333)","(9.0, 12.0, 11.2)","(26.0, 50.0, 47.33333333333333)","(1.95, 99999, 99990)","(13.0, 19.0, 17.714285714285715)","(12.0, 99999, 99990)","(7.5, 9.8, 9.125)"
09-01-2023 13:28:49.856788,"(3.1, 4.6, 4.314285714285714)","(9.0, 12.0, 10.266666666666667)","(26.0, 50.0, 47.33333333333333)","(1.95, 99999, 99990)","(13.0, 19.5, 18.071428571428573)","(12.0, 99999, 99990)","(7.5, 9.8, 9.2)"
09-01-2023 13:28:50.916439,"(3.1, 4.6, 4.3)","(9.0, 11.5, 10.1)","(26.0, 50.0, 47.33333333333333)","(1.95, 99999, 99990)","(13.0, 19.5, 15.642857142857142)","(12.0, 99999, 99990)","(7.5, 9.8, 9.2)"
09-01-2023 13:28:51.947812,"(3.1, 4.6, 4.3)","(9.0, 12.0, 10.266666666666667)","(26.0, 50.0, 47.33333333333333)","(1.95, 99999, 99990)","(13.0, 19.5, 15.642857142857142)","(12.0, 99999, 99990)","(7.5, 9.8, 9.2)"
09-01-2023 13:28:52.899548,"(3.1, 4.6, 4.3)","(9.0, 12.0, 10.266666666666667)","(26.0, 50.0, 44.666666666666664)","(1.95, 99999, 99990)","(13.0, 19.5, 16.5)","(10.0, 99999, 99990)","(7.5, 9.8, 9.2)"
09-01-2023 13:28:53.886272,"(3.1, 4.6, 4.3)","(9.0, 12.0, 10.266666666666667)","(26.0, 50.0, 44.666666666666664)","(1.95, 99999, 99990)","(13.0, 19.5, 16.5)","(10.0, 99999, 99990)","(7.5, 9.8, 9.2)"
09-01-2023 13:28:54.905878,"(3.1, 4.6, 4.3)","(9.0, 12.0, 10.266666666666667)","(26.0, 50.0, 44.666666666666664)","(1.95, 99999, 99990)","(13.0, 19.5, 16.5)","(10.0, 99999, 99990)","(7.5, 9.8, 8.96)"
09-01-2023 13:28:55.943819,"(3.1, 4.6, 4.3)","(9.0, 12.0, 10.8)","(26.0, 50.0, 44.666666666666664)","(1.95, 99999, 99990)","(13.0, 19.5, 16.5)","(10.0, 99999, 99990)","(7.5, 9.8, 9.275)"
09-01-2023 13:28:56.944885,"(3.1, 4.5, 4.204918032786885)","(9.0, 12.0, 10.8)","(26.0, 50.0, 44.666666666666664)","(1.95, 99999, 99990)","(13.0, 19.5, 16.5)","(10.0, 99999, 99990)","(7.5, 9.8, 9.275)"
09-01-2023 13:28:57.953540,"(3.1, 4.5, 4.204918032786885)","(9.0, 12.0, 10.8)","(26.0, 50.0, 44.666666666666664)","(1.95, 99999, 99990)","(13.0, 19.5, 16.5)","(10.0, 99999, 99990)","(7.5, 9.8, 9.275)"
09-01-2023 13:28:59.092680,"(3.1, 4.5, 4.204918032786885)","(9.0, 12.0, 10.8)","(26.0, 50.0, 44.666666666666664)","(1.95, 99999, 99990)","(13.0, 19.5, 16.5)","(10.0, 99999, 99990)","(7.5, 9.8, 9.275)"
09-01-2023 13:29:00.167801,"(3.1, 4.5, 4.204918032786885)","(9.0, 12.0, 10.8)","(26.0, 50.0, 44.666666666666664)","(1.95, 99999, 99990)","(13.0, 19.5, 16.5)","(10.0, 99999, 99990)","(7.5, 9.8, 9.275)"
09-01-2023 13:29:01.198799,"(3.1, 4.5, 4.204918032786885)","(9.0, 12.0, 10.8)","(26.0, 50.0, 44.666666666666664)","(1.95, 99999, 99990)","(13.0, 19.5, 16.5)","(10.0, 99999, 99990)","(7.5, 9.8, 9.275)"
09-01-2023 13:29:02.245880,"(3.1, 4.5, 4.204918032786885)","(9.0, 12.0, 10.8)","(26.0, 50.0, 44.666666666666664)","(1.95, 99999, 99990)","(13.0, 19.5, 16.5)","(10.0, 99999, 99990)","(7.5, 9.8, 9.275)"
09-01-2023 13:29:03.320224,"(3.1, 4.5, 4.204918032786885)","(9.0, 12.0, 10.8)","(26.0, 50.0, 44.666666666666664)","(1.95, 99999, 99990)","(13.0, 19.5, 16.5)","(10.0, 99999, 99990)","(7.5, 9.8, 9.275)"
09-01-2023 13:29:04.351102,"(3.1, 4.5, 4.204918032786885)","(9.0, 12.0, 10.8)","(26.0, 50.0, 44.666666666666664)","(1.95, 99999, 99990)","(13.0, 19.5, 16.5)","(10.0, 99999, 99990)","(7.5, 9.8, 9.275)"
09-01-2023 13:29:05.431267,"(3.1, 4.5, 4.204918032786885)","(9.0, 12.0, 10.8)","(26.0, 50.0, 44.666666666666664)","(1.95, 99999, 99990)","(13.0, 19.5, 16.5)","(10.0, 99999, 99990)","(7.5, 9.8, 9.275)"
09-01-2023 13:29:06.411170,"(3.1, 4.5, 4.204918032786885)","(9.0, 12.0, 10.8)","(26.0, 50.0, 44.666666666666664)","(1.95, 99999, 99990)","(13.0, 19.5, 16.5)","(10.0, 99999, 99990)","(7.5, 9.8, 9.275)"
09-01-2023 13:29:07.396214,"(3.1, 4.5, 4.204918032786885)","(9.0, 12.0, 10.8)","(26.0, 50.0, 44.666666666666664)","(1.95, 99999, 99990)","(13.0, 19.5, 16.5)","(10.0, 99999, 99990)","(7.5, 9.8, 9.275)"
09-01-2023 13:29:08.418516,"(3.1, 4.5, 4.204918032786885)","(9.0, 12.0, 10.8)","(26.0, 50.0, 44.666666666666664)","(1.95, 99999, 99990)","(13.0, 19.5, 16.5)","(10.0, 99999, 99990)","(7.5, 9.8, 9.275)"
09-01-2023 13:29:09.407647,"(3.1, 4.5, 4.204918032786885)","(9.0, 12.0, 10.8)","(26.0, 50.0, 44.666666666666664)","(1.95, 99999, 99990)","(13.0, 19.5, 16.5)","(10.0, 99999, 99990)","(7.5, 9.8, 9.275)"
09-01-2023 13:29:10.394049,"(3.1, 4.5, 4.204918032786885)","(9.0, 12.0, 10.8)","(26.0, 50.0, 44.666666666666664)","(1.95, 99999, 99990)","(13.0, 19.5, 16.5)","(10.0, 99999, 99990)","(7.5, 9.8, 9.275)"
09-01-2023 13:29:11.331761,"(3.1, 4.5, 4.204918032786885)","(9.0, 12.0, 10.8)","(26.0, 50.0, 42.0)","(1.95, 99999, 99990)","(13.0, 19.5, 16.5)","(10.0, 99999, 99990)","(7.5, 9.8, 9.275)"
09-01-2023 13:29:12.329014,"(3.1, 4.5, 4.204918032786885)","(9.0, 12.0, 10.8)","(26.0, 50.0, 42.0)","(1.95, 99999, 99990)","(13.0, 19.5, 16.5)","(10.0, 99999, 99990)","(7.5, 9.8, 9.275)"
09-01-2023 13:29:13.321281,"(3.1, 4.5, 4.204918032786885)","(9.0, 12.0, 10.8)","(26.0, 50.0, 42.0)","(1.95, 99999, 99990)","(13.0, 19.5, 16.5)","(10.0, 99999, 99990)","(7.5, 9.8, 9.275)"
09-01-2023 13:29:14.435813,"(3.1, 4.5, 4.204918032786885)","(9.0, 12.0, 10.8)","(26.0, 50.0, 42.0)","(1.95, 99999, 99990)","(13.0, 19.5, 16.5)","(10.0, 99999, 99990)","(7.5, 9.8, 9.275)"
09-01-2023 13:29:15.459872,"(3.1, 4.5, 4.204918032786885)","(9.0, 12.0, 10.8)","(26.0, 50.0, 42.0)","(1.95, 99999, 99990)","(13.0, 19.5, 16.5)","(10.0, 99999, 99990)","(7.5, 9.8, 9.275)"
09-01-2023 13:29:16.514944,"(3.1, 4.5, 4.204918032786885)","(9.0, 12.0, 10.8)","(26.0, 50.0, 42.0)","(1.95, 99999, 99990)","(13.0, 19.5, 16.5)","(10.0, 99999, 99990)","(7.5, 9.8, 9.275)"
09-01-2023 13:29:17.526174,"(3.1, 4.5, 4.204918032786885)","(9.0, 12.0, 10.8)","(26.0, 50.0, 42.0)","(1.95, 99999, 99990)","(13.0, 19.5, 16.5)","(10.0, 99999, 99990)","(7.5, 9.8, 9.275)"
09-01-2023 13:29:18.519082,"(3.1, 4.5, 4.204918032786885)","(9.0, 12.0, 10.8)","(26.0, 50.0, 42.0)","(1.95, 99999, 99990)","(13.0, 19.5, 16.5)","(10.0, 99999, 99990)","(7.5, 9.8, 9.275)"
09-01-2023 13:29:19.577695,"(3.1, 4.5, 4.204918032786885)","(9.0, 12.0, 10.8)","(26.0, 50.0, 42.0)","(1.95, 99999, 99990)","(13.0, 19.5, 16.5)","(10.0, 99999, 99990)","(7.5, 9.8, 9.275)"
09-01-2023 13:29:20.652030,"(3.1, 4.5, 4.204918032786885)","(9.0, 12.0, 10.8)","(26.0, 50.0, 42.0)","(1.95, 99999, 99990)","(13.0, 19.5, 16.5)","(10.0, 99999, 99990)","(7.5, 9.8, 9.566666666666666)"
09-01-2023 13:29:21.708614,"(3.1, 4.5, 4.204918032786885)","(9.0, 12.0, 10.8)","(26.0, 50.0, 42.0)","(1.95, 99999, 99990)","(13.0, 19.5, 16.5)","(10.0, 99999, 99990)","(7.5, 9.8, 9.566666666666666)"
09-01-2023 13:29:22.754014,"(3.1, 4.5, 4.204918032786885)","(9.0, 12.0, 10.8)","(26.0, 50.0, 42.0)","(1.95, 99999, 99990)","(13.0, 19.5, 16.5)","(10.0, 99999, 99990)","(7.5, 9.8, 9.566666666666666)"
09-01-2023 13:29:23.700080,"(3.1, 4.5, 4.204918032786885)","(9.0, 12.0, 10.8)","(31.0, 50.0, 42.0)","(1.95, 99999, 99990)","(11.0, 19.5, 16.5)","(10.0, 99999, 99990)","(8.0, 9.8, 9.566666666666666)"
09-01-2023 13:29:24.715114,"(3.1, 4.5, 4.204918032786885)","(9.0, 12.0, 10.8)","(31.0, 50.0, 42.0)","(1.95, 99999, 99990)","(11.0, 19.5, 16.5)","(10.0, 99999, 99990)","(8.0, 9.8, 9.566666666666666)"
09-01-2023 13:29:25.729801,"(3.1, 4.5, 4.204918032786885)","(9.0, 12.0, 10.8)","(31.0, 50.0, 42.0)","(1.95, 99999, 99990)","(11.0, 19.5, 16.5)","(10.0, 99999, 99990)","(8.0, 9.8, 9.566666666666666)"
09-01-2023 13:29:26.765892,"(3.1, 4.5, 4.204918032786885)","(9.0, 12.0, 11.976190476190476)","(31.0, 50.0, 42.0)","(1.95, 99999, 99990)","(11.0, 19.5, 16.5)","(10.0, 99999, 99990)","(8.0, 9.8, 9.566666666666666)"
09-01-2023 13:29:27.804296,"(3.1, 4.5, 4.204918032786885)","(9.0, 12.0, 11.976190476190476)","(31.0, 50.0, 42.0)","(1.95, 99999, 99990)","(11.0, 19.5, 23.4375)","(10.0, 99999, 99990)","(8.0, 9.8, 9.566666666666666)"
09-01-2023 13:29:28.780983,"(3.1, 4.5, 4.204918032786885)","(9.0, 12.0, 11.976190476190476)","(31.0, 50.0, 42.0)","(1.95, 99999, 99990)","(11.0, 24.0, 23.4375)","(10.0, 99999, 99990)","(8.0, 9.8, 9.566666666666666)"
09-01-2023 13:29:29.767650,"(3.1, 4.5, 4.2073170731707314)","(9.0, 12.0, 11.976190476190476)","(31.0, 50.0, 42.0)","(1.95, 99999, 99990)","(11.0, 24.0, 22.22222222222222)","(10.0, 99999, 99990)","(8.0, 9.8, 9.566666666666666)"
