,Straight Shot,Big Time Gift,Go Norman,Big Time Polo,Check Me Out,Big Time Brindle,Denuto,Big Time Punga
06-01-2023 14:00:15.100586,"(12.0, 23.0, 19.714285714285715)","(16.0, 34.0, 29.125)","(12.0, 23.0, 19.0)","(3.7, 10.0, 8.966666666666667)","(4.4, 6.6, 4.65)","(3.9, 5.8, 3.933333333333333)","(6.0, 20.0, 16.475)","(6.0, 11.5, 10.94)"
06-01-2023 14:00:16.379745,"(12.0, 23.0, 21.083333333333336)","(16.0, 34.0, 29.125)","(12.0, 23.0, 19.0)","(3.7, 10.0, 8.966666666666667)","(4.4, 6.6, 4.65)","(3.9, 5.8, 3.933333333333333)","(6.0, 20.0, 16.475)","(6.0, 11.5, 10.94)"
06-01-2023 14:00:17.688006,"(12.0, 23.0, 21.083333333333336)","(16.0, 34.0, 29.125)","(12.0, 23.0, 19.0)","(3.7, 10.0, 8.966666666666667)","(4.4, 6.6, 4.65)","(3.9, 5.8, 3.933333333333333)","(6.0, 20.0, 16.475)","(6.0, 11.5, 10.94)"
06-01-2023 14:00:18.943438,"(12.0, 23.0, 21.083333333333336)","(16.0, 34.0, 29.125)","(12.0, 23.0, 19.0)","(3.7, 10.0, 8.966666666666667)","(4.4, 6.6, 4.65)","(3.9, 5.8, 3.933333333333333)","(6.0, 20.0, 16.475)","(6.0, 11.5, 10.94)"
06-01-2023 14:00:20.239401,"(12.0, 23.0, 21.083333333333336)","(16.0, 34.0, 29.125)","(12.0, 23.0, 19.0)","(3.7, 10.0, 8.966666666666667)","(4.4, 6.6, 4.65)","(3.9, 5.8, 3.933333333333333)","(6.0, 20.0, 16.475)","(6.0, 11.5, 10.94)"
06-01-2023 14:00:21.664313,"(12.0, 23.0, 21.083333333333336)","(16.0, 34.0, 29.125)","(12.0, 23.0, 19.0)","(3.7, 10.0, 8.966666666666667)","(4.4, 6.6, 4.65)","(3.9, 5.8, 3.933333333333333)","(6.0, 20.0, 16.475)","(6.0, 11.5, 10.94)"
06-01-2023 14:00:22.894424,"(12.0, 23.0, 21.083333333333336)","(16.0, 34.0, 29.125)","(12.0, 23.0, 19.0)","(3.7, 10.0, 8.966666666666667)","(4.4, 6.6, 4.65)","(3.9, 5.8, 3.933333333333333)","(6.0, 20.0, 16.475)","(6.0, 11.5, 10.94)"
06-01-2023 14:00:24.083083,"(12.0, 23.0, 21.083333333333336)","(16.0, 34.0, 29.125)","(12.0, 23.0, 19.0)","(3.7, 10.0, 8.966666666666667)","(4.4, 6.6, 4.65)","(3.9, 5.8, 3.933333333333333)","(6.0, 20.0, 16.475)","(6.0, 11.5, 10.94)"
06-01-2023 14:00:25.411607,"(12.0, 23.0, 21.083333333333336)","(16.0, 34.0, 29.125)","(12.0, 23.0, 19.0)","(3.7, 10.0, 8.966666666666667)","(4.4, 6.6, 4.65)","(3.9, 5.8, 3.933333333333333)","(6.0, 20.0, 16.475)","(6.0, 11.5, 10.94)"
06-01-2023 14:00:26.690930,"(12.0, 23.0, 21.083333333333336)","(16.0, 34.0, 29.125)","(12.0, 23.0, 19.0)","(3.7, 10.0, 8.966666666666667)","(4.4, 6.6, 4.65)","(3.9, 5.8, 3.933333333333333)","(6.0, 20.0, 16.475)","(6.0, 11.5, 10.94)"
06-01-2023 14:00:28.288064,"(12.0, 23.0, 21.083333333333336)","(16.0, 34.0, 29.125)","(12.0, 23.0, 19.0)","(3.7, 10.0, 8.966666666666667)","(4.4, 6.6, 4.65)","(3.9, 5.8, 3.933333333333333)","(6.0, 20.0, 16.475)","(6.0, 11.5, 10.94)"
06-01-2023 14:00:29.667649,"(12.0, 23.0, 21.083333333333336)","(16.0, 34.0, 29.125)","(12.0, 23.0, 19.0)","(3.7, 10.0, 8.966666666666667)","(4.4, 6.6, 4.65)","(3.9, 5.8, 3.933333333333333)","(6.0, 20.0, 16.475)","(6.0, 11.5, 10.94)"
06-01-2023 14:00:31.161646,"(12.0, 23.0, 21.083333333333336)","(16.0, 34.0, 29.125)","(12.0, 23.0, 19.0)","(3.7, 10.0, 8.966666666666667)","(4.4, 6.6, 4.65)","(3.9, 5.8, 3.933333333333333)","(6.0, 20.0, 16.475)","(6.0, 11.5, 10.94)"
06-01-2023 14:00:32.848416,"(12.0, 23.0, 21.083333333333336)","(16.0, 34.0, 29.125)","(12.0, 23.0, 19.0)","(3.7, 10.0, 8.966666666666667)","(4.4, 6.6, 4.65)","(3.9, 5.8, 3.933333333333333)","(6.0, 20.0, 16.475)","(6.0, 11.5, 10.94)"
06-01-2023 14:00:34.245484,"(12.0, 23.0, 21.083333333333336)","(16.0, 34.0, 26.4)","(12.0, 23.0, 19.57142857142857)","(3.7, 10.0, 9.107142857142858)","(4.4, 6.6, 4.65)","(3.9, 5.8, 3.933333333333333)","(6.0, 20.0, 16.475)","(6.0, 11.5, 10.94)"
06-01-2023 14:00:35.610164,"(12.0, 23.0, 21.23076923076923)","(16.0, 34.0, 27.666666666666664)","(12.0, 23.0, 19.57142857142857)","(3.7, 10.0, 9.107142857142858)","(4.4, 6.6, 4.65)","(3.9, 5.8, 3.933333333333333)","(6.0, 20.0, 16.475)","(6.0, 11.5, 10.94)"
06-01-2023 14:00:36.901641,"(12.0, 23.0, 21.23076923076923)","(16.0, 34.0, 27.666666666666664)","(12.0, 23.0, 19.57142857142857)","(3.7, 10.0, 9.107142857142858)","(4.4, 6.6, 4.65)","(3.9, 5.8, 3.933333333333333)","(6.0, 20.0, 16.475)","(6.0, 11.5, 10.94)"
06-01-2023 14:00:38.310801,"(12.0, 23.0, 21.23076923076923)","(16.0, 34.0, 27.666666666666664)","(12.0, 23.0, 19.57142857142857)","(3.7, 10.0, 9.107142857142858)","(4.4, 6.6, 4.65)","(3.9, 5.8, 3.933333333333333)","(6.0, 20.0, 16.475)","(6.0, 11.5, 10.94)"
06-01-2023 14:00:39.710123,"(12.0, 23.0, 21.23076923076923)","(16.0, 34.0, 27.666666666666664)","(12.0, 23.0, 21.0)","(3.7, 10.0, 9.431818181818183)","(4.4, 6.6, 4.65)","(3.9, 5.8, 3.933333333333333)","(6.0, 20.0, 16.475)","(6.0, 11.5, 10.94)"
06-01-2023 14:00:41.035394,"(12.0, 23.0, 21.23076923076923)","(16.0, 34.0, 27.666666666666664)","(12.0, 23.0, 21.0)","(3.7, 10.0, 9.431818181818183)","(4.4, 6.6, 4.65)","(3.9, 5.8, 3.933333333333333)","(6.0, 20.0, 16.475)","(6.0, 11.5, 10.94)"
06-01-2023 14:00:42.377886,"(12.0, 23.0, 21.23076923076923)","(16.0, 34.0, 27.666666666666664)","(12.0, 23.0, 21.0)","(3.7, 10.0, 9.431818181818183)","(4.4, 6.6, 4.65)","(3.9, 5.8, 3.933333333333333)","(6.0, 20.0, 16.475)","(6.0, 11.5, 10.94)"
06-01-2023 14:00:43.676665,"(12.0, 23.0, 21.23076923076923)","(16.0, 34.0, 27.666666666666664)","(12.0, 23.0, 21.0)","(3.7, 10.0, 9.431818181818183)","(4.4, 6.6, 4.65)","(3.9, 5.8, 3.933333333333333)","(6.0, 20.0, 16.475)","(6.0, 11.5, 10.94)"
06-01-2023 14:00:44.986579,"(12.0, 23.0, 21.307692307692307)","(16.0, 34.0, 27.666666666666664)","(12.0, 23.0, 21.0)","(3.7, 10.0, 9.431818181818183)","(4.4, 6.6, 4.65)","(3.9, 5.8, 3.933333333333333)","(6.0, 20.0, 16.475)","(6.0, 11.5, 10.94)"
06-01-2023 14:00:46.293894,"(12.0, 23.0, 21.307692307692307)","(16.0, 34.0, 27.666666666666664)","(12.0, 23.0, 21.0)","(3.7, 10.0, 9.431818181818183)","(4.4, 6.6, 4.65)","(3.9, 5.8, 3.933333333333333)","(6.0, 20.0, 16.475)","(6.0, 11.5, 10.94)"
06-01-2023 14:00:47.745817,"(12.0, 23.0, 20.0)","(16.0, 34.0, 27.666666666666664)","(12.0, 23.0, 21.0)","(3.7, 10.0, 9.431818181818183)","(4.4, 6.6, 4.65)","(3.9, 5.8, 3.933333333333333)","(6.0, 20.0, 16.475)","(6.0, 11.5, 10.94)"
06-01-2023 14:00:49.234408,"(12.0, 23.0, 20.375)","(16.0, 34.0, 27.666666666666664)","(12.0, 23.0, 21.0)","(3.7, 10.0, 9.431818181818183)","(4.4, 6.6, 4.65)","(3.9, 5.8, 3.933333333333333)","(6.0, 20.0, 16.475)","(6.0, 11.5, 10.94)"
06-01-2023 14:00:50.962314,"(12.0, 23.0, 20.375)","(16.0, 34.0, 27.666666666666664)","(12.0, 23.0, 21.0)","(3.7, 10.0, 9.431818181818183)","(4.4, 6.6, 4.65)","(3.9, 5.8, 3.933333333333333)","(6.0, 20.0, 16.475)","(6.0, 11.5, 10.94)"
06-01-2023 14:00:52.428663,"(12.0, 23.0, 20.375)","(16.0, 34.0, 27.666666666666664)","(12.0, 23.0, 15.333333333333334)","(3.7, 10.0, 9.431818181818183)","(4.4, 6.6, 4.65)","(3.9, 5.8, 3.933333333333333)","(6.0, 20.0, 16.475)","(6.0, 11.5, 10.94)"
06-01-2023 14:00:53.943115,"(12.0, 23.0, 20.375)","(16.0, 34.0, 27.666666666666664)","(12.0, 23.0, 15.333333333333334)","(3.7, 10.0, 9.431818181818183)","(4.4, 6.6, 4.771428571428571)","(3.9, 5.8, 3.933333333333333)","(6.0, 20.0, 16.475)","(6.0, 11.5, 10.94)"
06-01-2023 14:00:55.258544,"(12.0, 23.0, 20.375)","(16.0, 34.0, 27.666666666666664)","(12.0, 23.0, 15.333333333333334)","(3.7, 10.0, 9.431818181818183)","(4.4, 6.4, 4.771428571428571)","(3.9, 5.8, 3.933333333333333)","(6.0, 20.0, 16.475)","(6.0, 11.5, 10.94)"
06-01-2023 14:00:56.531933,"(12.0, 23.0, 20.375)","(16.0, 34.0, 27.666666666666664)","(12.0, 23.0, 15.333333333333334)","(3.7, 10.0, 9.431818181818183)","(4.4, 6.4, 4.771428571428571)","(3.9, 5.8, 3.933333333333333)","(6.0, 20.0, 16.475)","(6.0, 11.5, 10.94)"
06-01-2023 14:00:57.816450,"(12.0, 23.0, 20.375)","(16.0, 34.0, 27.666666666666664)","(12.0, 23.0, 15.333333333333334)","(3.7, 10.0, 9.431818181818183)","(4.4, 6.4, 4.771428571428571)","(3.9, 5.8, 3.933333333333333)","(6.0, 20.0, 16.475)","(6.0, 11.5, 10.94)"
06-01-2023 14:00:59.102624,"(12.0, 23.0, 20.375)","(16.0, 34.0, 27.666666666666664)","(12.0, 23.0, 15.333333333333334)","(3.7, 10.0, 9.431818181818183)","(4.4, 6.4, 4.672727272727273)","(3.9, 5.8, 3.933333333333333)","(6.0, 20.0, 16.475)","(6.0, 11.5, 10.94)"
06-01-2023 14:01:00.470108,"(12.0, 25.0, 21.875)","(16.0, 34.0, 27.666666666666664)","(12.0, 23.0, 15.333333333333334)","(3.7, 10.0, 9.431818181818183)","(4.4, 6.4, 4.672727272727273)","(3.9, 5.8, 3.933333333333333)","(6.0, 20.0, 16.475)","(6.0, 11.5, 10.94)"
06-01-2023 14:01:01.763495,"(12.0, 25.0, 21.875)","(16.0, 34.0, 27.666666666666664)","(12.0, 23.0, 15.333333333333334)","(3.7, 10.0, 9.431818181818183)","(4.4, 6.4, 4.672727272727273)","(3.9, 5.8, 3.933333333333333)","(6.0, 20.0, 16.475)","(6.0, 11.5, 10.94)"
06-01-2023 14:01:02.905152,"(12.0, 25.0, 21.875)","(16.0, 34.0, 27.666666666666664)","(12.0, 23.0, 15.333333333333334)","(3.7, 10.0, 9.431818181818183)","(4.4, 6.4, 4.672727272727273)","(3.9, 5.8, 3.933333333333333)","(6.0, 20.0, 16.475)","(6.0, 11.5, 10.94)"
06-01-2023 14:01:04.010512,"(12.0, 25.0, 21.875)","(16.0, 34.0, 27.666666666666664)","(12.0, 23.0, 15.333333333333334)","(3.7, 10.0, 9.431818181818183)","(4.4, 6.4, 4.672727272727273)","(3.9, 5.8, 3.933333333333333)","(6.0, 20.0, 16.475)","(6.0, 11.5, 10.94)"
06-01-2023 14:01:05.310138,"(12.0, 25.0, 20.2)","(16.0, 34.0, 23.333333333333336)","(12.0, 23.0, 20.125)","(3.7, 10.0, 8.928571428571429)","(4.4, 6.4, 4.672727272727273)","(3.9, 5.8, 3.933333333333333)","(6.0, 20.0, 7.7875000000000005)","(6.0, 11.5, 9.966666666666667)"
06-01-2023 14:01:06.675458,"(12.0, 25.0, 22.0)","(16.0, 40.0, 21.81818181818182)","(12.0, 23.0, 20.125)","(3.7, 11.0, 8.928571428571429)","(4.4, 6.4, 4.672727272727273)","(3.9, 5.8, 3.933333333333333)","(6.0, 21.0, 7.7875000000000005)","(6.0, 12.0, 9.966666666666667)"
06-01-2023 14:01:07.937387,"(12.0, 25.0, 22.0)","(16.0, 40.0, 21.81818181818182)","(12.0, 23.0, 20.125)","(3.7, 11.0, 8.928571428571429)","(4.4, 6.4, 4.672727272727273)","(3.9, 5.8, 3.933333333333333)","(6.0, 21.0, 7.7875000000000005)","(6.0, 12.0, 9.966666666666667)"
06-01-2023 14:01:09.223428,"(12.0, 25.0, 22.0)","(16.0, 40.0, 21.81818181818182)","(12.0, 23.0, 20.125)","(3.7, 11.0, 8.928571428571429)","(4.4, 6.4, 4.672727272727273)","(3.9, 5.8, 3.933333333333333)","(6.0, 21.0, 7.7875000000000005)","(6.0, 12.0, 9.966666666666667)"
06-01-2023 14:01:10.500110,"(12.0, 25.0, 22.0)","(16.0, 40.0, 27.5)","(12.0, 23.0, 20.125)","(3.7, 11.0, 9.473684210526315)","(4.4, 6.4, 4.672727272727273)","(3.9, 5.8, 3.933333333333333)","(6.0, 21.0, 7.7875000000000005)","(6.0, 12.0, 9.966666666666667)"
06-01-2023 14:01:11.842044,"(12.0, 25.0, 22.3)","(16.0, 42.0, 20.4)","(12.0, 23.0, 20.125)","(3.7, 11.0, 9.473684210526315)","(4.4, 6.4, 4.672727272727273)","(3.9, 5.8, 3.933333333333333)","(6.0, 21.0, 7.7875000000000005)","(6.0, 12.0, 9.3)"
06-01-2023 14:01:13.234709,"(12.0, 25.0, 22.3)","(16.0, 42.0, 20.4)","(12.0, 23.0, 20.125)","(3.7, 11.0, 9.473684210526315)","(4.4, 6.4, 4.672727272727273)","(3.9, 5.8, 3.933333333333333)","(6.0, 21.0, 7.7875000000000005)","(6.0, 11.0, 9.3)"
06-01-2023 14:01:14.979915,"(12.0, 25.0, 22.3)","(16.0, 42.0, 20.4)","(12.0, 23.0, 20.125)","(3.7, 11.0, 9.473684210526315)","(4.4, 6.4, 4.672727272727273)","(3.9, 5.8, 3.933333333333333)","(6.0, 21.0, 14.39375)","(6.0, 11.0, 9.5)"
06-01-2023 14:01:16.639149,"(12.0, 25.0, 23.375)","(16.0, 42.0, 20.4)","(12.0, 23.0, 20.125)","(3.7, 11.0, 9.473684210526315)","(4.4, 6.4, 4.88)","(3.9, 5.8, 3.933333333333333)","(6.0, 21.0, 14.39375)","(6.0, 11.0, 9.5)"
06-01-2023 14:01:18.158462,"(12.0, 25.0, 23.375)","(16.0, 42.0, 20.4)","(12.0, 23.0, 20.125)","(3.7, 11.0, 9.473684210526315)","(4.4, 6.4, 4.88)","(3.9, 5.8, 3.933333333333333)","(6.0, 21.0, 14.39375)","(6.0, 11.0, 8.6)"
06-01-2023 14:01:19.554273,"(12.0, 25.0, 23.375)","(16.0, 42.0, 20.4)","(12.0, 23.0, 20.125)","(3.7, 11.0, 9.473684210526315)","(4.4, 6.4, 4.88)","(3.9, 5.8, 3.933333333333333)","(6.0, 21.0, 14.39375)","(6.0, 11.0, 8.6)"
06-01-2023 14:01:20.916576,"(12.0, 25.0, 23.375)","(16.0, 42.0, 20.4)","(12.0, 23.0, 20.125)","(3.7, 11.0, 9.473684210526315)","(4.4, 6.4, 4.88)","(3.9, 5.8, 3.933333333333333)","(6.0, 21.0, 14.39375)","(6.0, 11.0, 8.6)"
06-01-2023 14:01:22.235830,"(12.0, 25.0, 23.375)","(16.0, 42.0, 20.4)","(12.0, 23.0, 20.125)","(3.7, 11.0, 9.473684210526315)","(4.4, 6.4, 4.88)","(3.9, 5.8, 3.933333333333333)","(6.0, 21.0, 14.39375)","(6.0, 11.0, 8.6)"
06-01-2023 14:01:23.630111,"(12.0, 25.0, 20.4)","(16.0, 42.0, 20.4)","(12.0, 23.0, 20.125)","(3.7, 11.0, 9.473684210526315)","(4.4, 6.4, 4.88)","(3.9, 5.8, 3.933333333333333)","(6.0, 21.0, 14.39375)","(6.0, 11.0, 8.6)"
06-01-2023 14:01:25.097503,"(12.0, 24.0, 22.2)","(16.0, 42.0, 18.240000000000002)","(12.0, 23.0, 20.125)","(3.7, 11.0, 9.473684210526315)","(4.4, 6.4, 4.88)","(3.9, 5.8, 4.919354838709678)","(6.0, 21.0, 14.39375)","(6.0, 11.0, 8.6)"
06-01-2023 14:01:26.820320,"(12.0, 24.0, 22.2)","(16.0, 42.0, 38.333333333333336)","(12.0, 23.0, 16.75)","(3.7, 11.0, 6.540000000000001)","(4.4, 6.4, 4.88)","(3.9, 5.8, 4.946875)","(6.0, 21.0, 14.39375)","(6.0, 11.0, 8.6)"
06-01-2023 14:01:28.417358,"(12.0, 24.0, 22.2)","(16.0, 40.0, 38.333333333333336)","(12.0, 22.0, 16.75)","(3.7, 8.4, 6.611538461538462)","(4.4, 6.4, 5.8933333333333335)","(3.9, 5.8, 3.976)","(6.0, 21.0, 14.39375)","(6.0, 11.0, 8.6)"
06-01-2023 14:01:29.745134,"(12.0, 24.0, 22.2)","(16.0, 40.0, 34.44444444444444)","(12.0, 22.0, 17.5)","(3.7, 8.4, 6.611538461538462)","(4.4, 6.4, 5.8933333333333335)","(3.9, 5.8, 4.8)","(6.0, 21.0, 13.114285714285714)","(6.0, 11.0, 8.6)"
06-01-2023 14:01:31.059475,"(12.0, 24.0, 19.07142857142857)","(16.0, 40.0, 27.75)","(12.0, 22.0, 17.5)","(3.7, 8.4, 6.611538461538462)","(4.4, 6.4, 5.8933333333333335)","(3.9, 5.7, 4.8)","(6.0, 16.0, 6.909090909090909)","(6.0, 11.0, 7.047058823529412)"
06-01-2023 14:01:32.397781,"(12.0, 24.0, 18.5)","(16.0, 40.0, 27.75)","(12.0, 22.0, 17.5)","(3.7, 8.4, 6.611538461538462)","(4.4, 6.4, 5.8933333333333335)","(3.9, 5.7, 4.1)","(6.0, 16.0, 6.909090909090909)","(6.0, 11.0, 8.682758620689656)"
06-01-2023 14:01:33.692868,"(12.0, 24.0, 18.5)","(16.0, 40.0, 27.75)","(12.0, 22.0, 17.5)","(3.7, 8.4, 7.497368421052631)","(4.4, 6.4, 5.8933333333333335)","(3.9, 5.7, 4.038461538461538)","(6.0, 16.0, 6.909090909090909)","(6.0, 11.0, 8.682758620689656)"
06-01-2023 14:01:35.017205,"(12.0, 24.0, 18.5)","(16.0, 40.0, 27.75)","(12.0, 22.0, 17.5)","(3.7, 8.2, 7.497368421052631)","(4.4, 6.4, 5.8933333333333335)","(3.9, 5.7, 4.038461538461538)","(6.0, 16.0, 6.909090909090909)","(6.0, 11.0, 8.682758620689656)"
06-01-2023 14:01:36.342969,"(12.0, 24.0, 18.5)","(16.0, 40.0, 27.75)","(12.0, 22.0, 17.5)","(3.7, 8.2, 7.497368421052631)","(4.4, 6.4, 5.8933333333333335)","(3.9, 5.7, 4.038461538461538)","(6.0, 16.0, 6.909090909090909)","(6.0, 11.0, 8.682758620689656)"
06-01-2023 14:01:37.534433,"(12.0, 24.0, 18.5)","(16.0, 40.0, 27.75)","(12.0, 22.0, 17.5)","(3.7, 8.2, 7.497368421052631)","(4.4, 6.4, 5.8933333333333335)","(3.9, 5.7, 4.038461538461538)","(6.0, 16.0, 6.909090909090909)","(6.0, 11.0, 8.682758620689656)"
06-01-2023 14:01:38.779960,"(12.0, 24.0, 18.5)","(16.0, 40.0, 27.75)","(12.0, 22.0, 17.5)","(3.7, 8.2, 7.497368421052631)","(4.4, 6.4, 5.8933333333333335)","(3.9, 5.7, 4.038461538461538)","(6.0, 16.0, 6.909090909090909)","(6.0, 11.0, 8.682758620689656)"
06-01-2023 14:01:40.094037,"(12.0, 24.0, 18.5)","(16.0, 40.0, 27.75)","(12.0, 22.0, 17.5)","(3.7, 8.2, 7.497368421052631)","(4.4, 6.4, 5.8933333333333335)","(3.9, 5.7, 4.038461538461538)","(6.0, 16.0, 6.909090909090909)","(6.0, 11.0, 8.682758620689656)"
06-01-2023 14:01:41.331701,"(12.0, 24.0, 15.538461538461538)","(16.0, 40.0, 27.75)","(12.0, 22.0, 17.5)","(3.7, 8.2, 7.497368421052631)","(4.4, 6.4, 5.8933333333333335)","(3.9, 5.7, 4.038461538461538)","(6.0, 16.0, 6.909090909090909)","(6.0, 11.0, 8.682758620689656)"
06-01-2023 14:01:42.635629,"(12.0, 24.0, 19.217391304347828)","(16.0, 40.0, 29.81818181818182)","(12.0, 22.0, 17.5)","(3.7, 8.2, 7.497368421052631)","(4.4, 6.4, 5.8933333333333335)","(3.9, 5.7, 4.038461538461538)","(6.0, 16.0, 6.909090909090909)","(6.0, 11.0, 8.682758620689656)"
06-01-2023 14:01:43.917261,"(12.0, 24.0, 19.416666666666664)","(16.0, 38.0, 30.17391304347826)","(12.0, 22.0, 17.5)","(3.7, 8.2, 7.497368421052631)","(4.4, 6.4, 5.8933333333333335)","(3.9, 5.7, 4.038461538461538)","(6.0, 16.0, 6.909090909090909)","(6.0, 11.0, 8.682758620689656)"
06-01-2023 14:01:45.160052,"(12.0, 24.0, 19.416666666666664)","(16.0, 38.0, 30.17391304347826)","(12.0, 22.0, 16.92857142857143)","(3.7, 8.2, 6.706521739130435)","(4.4, 6.4, 5.8933333333333335)","(3.9, 5.7, 4.0285714285714285)","(6.0, 16.0, 6.909090909090909)","(6.0, 11.0, 8.682758620689656)"
06-01-2023 14:01:46.371729,"(12.0, 24.0, 19.416666666666664)","(16.0, 38.0, 30.17391304347826)","(12.0, 21.0, 16.92857142857143)","(3.7, 8.0, 6.706521739130435)","(4.4, 6.4, 5.8933333333333335)","(3.9, 5.7, 4.0285714285714285)","(6.0, 16.0, 6.909090909090909)","(6.0, 11.0, 8.682758620689656)"
06-01-2023 14:01:47.609036,"(12.0, 24.0, 19.416666666666664)","(16.0, 38.0, 30.17391304347826)","(12.0, 21.0, 16.92857142857143)","(3.7, 8.0, 6.706521739130435)","(4.4, 6.4, 5.8933333333333335)","(3.9, 5.7, 4.482352941176471)","(6.0, 16.0, 6.909090909090909)","(6.0, 11.0, 8.76)"
06-01-2023 14:01:48.850862,"(12.0, 24.0, 19.416666666666664)","(16.0, 38.0, 30.17391304347826)","(12.0, 21.0, 16.92857142857143)","(3.7, 8.0, 6.706521739130435)","(4.4, 6.4, 5.8933333333333335)","(3.9, 5.7, 4.482352941176471)","(6.0, 16.0, 11.238095238095237)","(6.0, 11.0, 8.76)"
06-01-2023 14:01:50.339716,"(12.0, 24.0, 19.416666666666664)","(16.0, 38.0, 30.17391304347826)","(12.0, 21.0, 16.92857142857143)","(3.7, 8.0, 6.706521739130435)","(4.4, 6.4, 5.8933333333333335)","(3.9, 5.7, 4.482352941176471)","(6.0, 16.0, 9.466666666666667)","(6.0, 11.0, 9.64)"
06-01-2023 14:01:51.727064,"(12.0, 24.0, 19.416666666666664)","(16.0, 38.0, 30.17391304347826)","(12.0, 21.0, 16.92857142857143)","(3.7, 8.0, 6.706521739130435)","(4.4, 6.4, 5.8933333333333335)","(3.9, 5.7, 4.482352941176471)","(6.0, 16.0, 9.466666666666667)","(6.0, 10.5, 9.476190476190476)"
06-01-2023 14:01:53.214866,"(12.0, 24.0, 21.105263157894736)","(16.0, 38.0, 30.17391304347826)","(12.0, 21.0, 16.92857142857143)","(3.7, 8.0, 6.706521739130435)","(4.4, 6.4, 5.8933333333333335)","(3.9, 5.7, 4.482352941176471)","(6.0, 16.0, 9.466666666666667)","(6.0, 10.5, 9.476190476190476)"
06-01-2023 14:01:54.621177,"(12.0, 24.0, 21.105263157894736)","(16.0, 38.0, 30.17391304347826)","(12.0, 21.0, 16.92857142857143)","(3.7, 8.0, 6.706521739130435)","(4.4, 6.4, 5.8933333333333335)","(3.9, 5.7, 4.482352941176471)","(6.0, 16.0, 9.466666666666667)","(6.0, 10.5, 9.476190476190476)"
06-01-2023 14:01:55.819131,"(12.0, 24.0, 21.105263157894736)","(16.0, 38.0, 30.17391304347826)","(12.0, 21.0, 16.92857142857143)","(3.7, 8.0, 6.706521739130435)","(4.4, 6.4, 6.0200000000000005)","(3.9, 5.7, 4.690243902439025)","(6.0, 16.0, 10.23529411764706)","(6.0, 10.5, 9.476190476190476)"
06-01-2023 14:01:57.065616,"(12.0, 24.0, 21.105263157894736)","(16.0, 38.0, 30.17391304347826)","(12.0, 21.0, 16.92857142857143)","(3.7, 8.0, 6.706521739130435)","(4.4, 6.4, 6.038095238095238)","(3.9, 5.7, 4.022916666666667)","(6.0, 16.0, 10.555555555555557)","(6.0, 10.5, 9.476190476190476)"
06-01-2023 14:01:58.353512,"(12.0, 24.0, 15.923076923076923)","(16.0, 38.0, 30.5)","(12.0, 21.0, 16.92857142857143)","(3.7, 8.0, 6.706521739130435)","(4.4, 6.4, 6.038095238095238)","(3.9, 5.7, 4.022916666666667)","(6.0, 16.0, 10.555555555555557)","(6.0, 10.5, 9.476190476190476)"
06-01-2023 14:01:59.584318,"(12.0, 24.0, 16.307692307692307)","(16.0, 38.0, 30.5)","(12.0, 21.0, 16.92857142857143)","(3.7, 8.0, 6.706521739130435)","(4.4, 6.4, 6.038095238095238)","(3.9, 5.7, 4.022916666666667)","(6.0, 16.0, 10.555555555555557)","(6.0, 10.5, 9.476190476190476)"
06-01-2023 14:02:00.792667,"(12.0, 24.0, 16.307692307692307)","(16.0, 38.0, 29.346153846153847)","(12.0, 21.0, 16.92857142857143)","(3.7, 8.0, 6.835714285714285)","(4.4, 6.4, 6.038095238095238)","(3.9, 5.7, 4.022916666666667)","(6.0, 16.0, 10.555555555555557)","(6.0, 10.5, 9.476190476190476)"
06-01-2023 14:02:01.981629,"(12.0, 24.0, 16.307692307692307)","(16.0, 38.0, 29.346153846153847)","(12.0, 21.0, 16.357142857142858)","(3.7, 7.8, 6.835714285714285)","(4.4, 6.4, 6.038095238095238)","(3.9, 5.7, 4.022916666666667)","(6.0, 16.0, 10.555555555555557)","(6.0, 10.5, 9.476190476190476)"
06-01-2023 14:02:03.176737,"(12.0, 24.0, 16.307692307692307)","(16.0, 38.0, 29.346153846153847)","(12.0, 20.0, 16.357142857142858)","(3.7, 7.8, 6.835714285714285)","(4.4, 6.4, 6.038095238095238)","(3.9, 5.7, 4.516176470588236)","(6.0, 16.0, 10.555555555555557)","(6.0, 10.5, 9.476190476190476)"
06-01-2023 14:02:04.289298,"(12.0, 24.0, 16.307692307692307)","(16.0, 38.0, 29.346153846153847)","(12.0, 20.0, 16.357142857142858)","(3.7, 7.8, 6.835714285714285)","(4.4, 6.4, 6.038095238095238)","(3.9, 5.7, 4.516176470588236)","(6.0, 16.0, 12.5)","(6.0, 10.5, 9.476190476190476)"
06-01-2023 14:02:05.353345,"(12.0, 24.0, 16.307692307692307)","(16.0, 38.0, 29.346153846153847)","(12.0, 20.0, 16.357142857142858)","(3.7, 7.8, 6.242307692307692)","(4.4, 6.4, 6.038095238095238)","(3.9, 5.7, 4.516176470588236)","(6.0, 16.0, 12.5)","(6.0, 10.5, 9.476190476190476)"
06-01-2023 14:02:06.444954,"(12.0, 24.0, 16.307692307692307)","(16.0, 38.0, 34.44736842105263)","(12.0, 20.0, 16.357142857142858)","(3.7, 7.8, 6.242307692307692)","(4.4, 6.4, 6.038095238095238)","(3.9, 5.7, 4.516176470588236)","(6.0, 16.0, 7.272727272727273)","(6.0, 10.5, 8.419354838709678)"
