,Straight Shot,Big Time Gift,Go Norman,Big Time Polo,Check Me Out,Big Time Brindle,Denuto,Big Time Punga
06-01-2023 13:57:09.422782,"(11.0, 23.0, 18.666666666666664)","(15.0, 32.0, 20.333333333333332)","(11.0, 21.0, 14.0)","(3.9, 11.0, 10.438461538461539)","(4.4, 6.6, 6.135483870967742)","(3.9, 5.8, 4.75)","(6.0, 19.0, 14.599999999999998)","(6.0, 11.0, 9.266666666666666)"
06-01-2023 13:57:10.501367,"(11.0, 23.0, 18.666666666666664)","(15.0, 32.0, 20.333333333333332)","(11.0, 21.0, 14.0)","(3.9, 11.0, 10.438461538461539)","(4.4, 6.6, 6.135483870967742)","(3.9, 5.8, 4.75)","(6.0, 19.0, 14.599999999999998)","(6.0, 11.0, 9.266666666666666)"
06-01-2023 13:57:11.726839,"(11.0, 23.0, 18.666666666666664)","(15.0, 32.0, 20.333333333333332)","(11.0, 21.0, 14.0)","(3.9, 11.0, 10.438461538461539)","(4.4, 6.6, 6.135483870967742)","(3.9, 5.8, 4.75)","(6.0, 19.0, 14.599999999999998)","(6.0, 11.0, 9.266666666666666)"
06-01-2023 13:57:12.913820,"(11.0, 23.0, 18.666666666666664)","(15.0, 32.0, 20.333333333333332)","(11.0, 21.0, 14.0)","(3.9, 11.0, 10.438461538461539)","(4.4, 6.6, 6.135483870967742)","(3.9, 5.8, 4.75)","(6.0, 19.0, 14.599999999999998)","(6.0, 11.0, 9.266666666666666)"
06-01-2023 13:57:13.921437,"(11.0, 23.0, 18.666666666666664)","(15.0, 32.0, 20.333333333333332)","(11.0, 21.0, 14.0)","(3.9, 11.0, 10.438461538461539)","(4.4, 6.6, 6.135483870967742)","(3.9, 5.8, 4.75)","(6.0, 19.0, 14.599999999999998)","(6.0, 11.0, 9.266666666666666)"
06-01-2023 13:57:14.943469,"(11.0, 23.0, 18.666666666666664)","(15.0, 32.0, 20.333333333333332)","(11.0, 21.0, 14.0)","(3.9, 11.0, 10.438461538461539)","(4.4, 6.6, 6.135483870967742)","(3.9, 5.8, 4.75)","(6.0, 19.0, 14.599999999999998)","(6.0, 11.0, 9.266666666666666)"
06-01-2023 13:57:15.976608,"(11.0, 23.0, 18.666666666666664)","(15.0, 32.0, 20.333333333333332)","(11.0, 21.0, 14.0)","(3.9, 11.0, 10.438461538461539)","(4.4, 6.6, 6.135483870967742)","(3.9, 5.8, 4.75)","(6.0, 19.0, 14.599999999999998)","(6.0, 11.0, 9.266666666666666)"
06-01-2023 13:57:17.186919,"(11.0, 23.0, 18.666666666666664)","(15.0, 32.0, 20.333333333333332)","(11.0, 21.0, 14.0)","(3.9, 11.0, 10.438461538461539)","(4.4, 6.6, 6.135483870967742)","(3.9, 5.8, 4.75)","(6.0, 19.0, 14.599999999999998)","(6.0, 11.0, 9.266666666666666)"
06-01-2023 13:57:18.322078,"(11.0, 23.0, 18.666666666666664)","(15.0, 32.0, 20.333333333333332)","(11.0, 21.0, 14.0)","(3.9, 11.0, 10.438461538461539)","(4.4, 6.6, 6.135483870967742)","(3.9, 5.8, 4.75)","(6.0, 19.0, 14.599999999999998)","(6.0, 11.0, 9.266666666666666)"
06-01-2023 13:57:19.358743,"(11.0, 23.0, 18.666666666666664)","(15.0, 32.0, 20.333333333333332)","(11.0, 21.0, 14.0)","(3.9, 11.0, 10.438461538461539)","(4.4, 6.6, 6.135483870967742)","(3.9, 5.8, 4.75)","(6.0, 19.0, 12.649999999999999)","(6.0, 11.0, 9.266666666666666)"
06-01-2023 13:57:20.528861,"(11.0, 23.0, 18.666666666666664)","(15.0, 32.0, 20.333333333333332)","(11.0, 21.0, 14.0)","(3.9, 11.0, 10.438461538461539)","(4.4, 6.6, 6.135483870967742)","(3.9, 5.8, 4.75)","(6.0, 19.5, 14.599999999999998)","(6.0, 11.0, 9.266666666666666)"
06-01-2023 13:57:21.687849,"(11.0, 23.0, 14.666666666666668)","(15.0, 32.0, 20.333333333333332)","(11.0, 21.0, 14.0)","(3.9, 11.0, 10.438461538461539)","(4.4, 6.6, 6.135483870967742)","(3.9, 5.8, 4.75)","(6.0, 19.0, 14.599999999999998)","(6.0, 11.0, 9.266666666666666)"
06-01-2023 13:57:22.722085,"(11.0, 23.0, 14.666666666666668)","(15.0, 32.0, 20.333333333333332)","(11.0, 21.0, 14.0)","(3.9, 11.0, 10.438461538461539)","(4.4, 6.6, 6.135483870967742)","(3.9, 5.8, 4.75)","(6.0, 19.0, 14.599999999999998)","(6.0, 11.0, 9.266666666666666)"
06-01-2023 13:57:23.812072,"(11.0, 23.0, 14.666666666666668)","(15.0, 32.0, 20.333333333333332)","(11.0, 21.0, 14.0)","(3.9, 11.0, 10.438461538461539)","(4.4, 6.6, 6.135483870967742)","(3.9, 5.8, 4.75)","(6.0, 19.0, 14.599999999999998)","(6.0, 11.0, 9.266666666666666)"
06-01-2023 13:57:24.922096,"(11.0, 23.0, 14.666666666666668)","(15.0, 32.0, 20.333333333333332)","(11.0, 21.0, 14.0)","(3.9, 11.0, 10.438461538461539)","(4.4, 6.6, 6.135483870967742)","(3.9, 5.8, 4.75)","(6.0, 19.0, 14.599999999999998)","(6.0, 11.0, 9.266666666666666)"
06-01-2023 13:57:26.054179,"(11.0, 23.0, 14.666666666666668)","(15.0, 32.0, 20.333333333333332)","(11.0, 21.0, 14.0)","(3.9, 11.0, 10.438461538461539)","(4.4, 6.6, 6.135483870967742)","(3.9, 5.8, 4.75)","(6.0, 19.0, 14.599999999999998)","(6.0, 11.0, 9.266666666666666)"
06-01-2023 13:57:27.237227,"(11.0, 23.0, 14.666666666666668)","(15.0, 32.0, 20.333333333333332)","(11.0, 21.0, 14.0)","(3.9, 11.0, 10.438461538461539)","(4.4, 6.6, 6.135483870967742)","(3.9, 5.8, 4.75)","(6.0, 19.0, 14.599999999999998)","(6.0, 11.0, 9.266666666666666)"
06-01-2023 13:57:28.393337,"(11.0, 23.0, 14.666666666666668)","(15.0, 32.0, 20.333333333333332)","(11.0, 21.0, 14.0)","(3.9, 11.0, 10.438461538461539)","(4.4, 6.6, 4.628571428571428)","(3.9, 5.8, 4.82)","(6.0, 19.0, 15.7)","(6.0, 11.0, 9.7)"
06-01-2023 13:57:29.538340,"(11.0, 23.0, 14.666666666666668)","(15.0, 32.0, 20.333333333333332)","(11.0, 21.0, 14.0)","(3.9, 11.0, 10.438461538461539)","(4.4, 6.6, 4.628571428571428)","(3.9, 5.8, 4.82)","(6.0, 19.0, 15.7)","(6.0, 11.0, 9.7)"
06-01-2023 13:57:30.654480,"(11.0, 23.0, 14.666666666666668)","(15.0, 32.0, 20.333333333333332)","(11.0, 21.0, 14.0)","(3.9, 11.0, 10.438461538461539)","(4.4, 6.6, 4.628571428571428)","(3.9, 5.8, 4.82)","(6.0, 19.0, 14.32)","(6.0, 11.0, 9.7)"
06-01-2023 13:57:31.862388,"(11.0, 23.0, 14.666666666666668)","(15.0, 32.0, 20.333333333333332)","(11.0, 21.0, 14.0)","(3.9, 11.0, 10.438461538461539)","(4.4, 6.6, 5.614285714285714)","(3.9, 5.8, 4.82)","(6.0, 20.0, 15.7)","(6.0, 11.0, 9.7)"
06-01-2023 13:57:33.054943,"(11.0, 23.0, 14.666666666666668)","(15.0, 32.0, 20.333333333333332)","(11.0, 21.0, 14.0)","(3.9, 11.0, 10.438461538461539)","(4.4, 6.6, 5.614285714285714)","(3.9, 5.8, 4.82)","(6.0, 19.0, 15.7)","(6.0, 11.0, 9.7)"
06-01-2023 13:57:34.188234,"(11.0, 23.0, 14.666666666666668)","(15.0, 32.0, 20.333333333333332)","(11.0, 21.0, 14.0)","(3.9, 11.0, 10.438461538461539)","(4.4, 6.6, 5.614285714285714)","(3.9, 5.8, 4.82)","(6.0, 19.0, 15.7)","(6.0, 11.0, 9.7)"
06-01-2023 13:57:35.404229,"(11.0, 23.0, 14.666666666666668)","(15.0, 32.0, 20.333333333333332)","(11.0, 21.0, 14.0)","(3.9, 11.0, 10.438461538461539)","(4.4, 6.6, 5.614285714285714)","(3.9, 5.8, 4.82)","(6.0, 19.0, 15.7)","(6.0, 11.0, 9.7)"
06-01-2023 13:57:36.573964,"(11.0, 23.0, 14.666666666666668)","(15.0, 32.0, 20.333333333333332)","(11.0, 21.0, 14.0)","(3.9, 11.0, 10.438461538461539)","(4.4, 6.6, 5.614285714285714)","(3.9, 5.8, 4.82)","(6.0, 19.0, 15.7)","(6.0, 11.0, 9.7)"
06-01-2023 13:57:37.659895,"(11.0, 23.0, 14.666666666666668)","(15.0, 32.0, 20.333333333333332)","(11.0, 21.0, 14.0)","(3.9, 11.0, 10.438461538461539)","(4.4, 6.6, 5.614285714285714)","(3.9, 5.8, 4.82)","(6.0, 19.0, 15.7)","(6.0, 11.0, 9.7)"
06-01-2023 13:57:38.868608,"(11.0, 23.0, 14.666666666666668)","(15.0, 32.0, 20.333333333333332)","(11.0, 21.0, 14.0)","(3.9, 11.0, 10.438461538461539)","(4.4, 6.6, 5.775)","(3.9, 5.8, 4.82)","(6.0, 19.0, 15.7)","(6.0, 11.0, 9.7)"
06-01-2023 13:57:40.073887,"(11.0, 23.0, 14.666666666666668)","(15.0, 32.0, 20.333333333333332)","(11.0, 21.0, 14.0)","(3.9, 11.0, 10.438461538461539)","(4.4, 6.6, 5.775)","(3.9, 5.8, 4.82)","(6.0, 19.0, 14.32)","(6.0, 11.0, 9.7)"
06-01-2023 13:57:41.340453,"(11.0, 23.0, 14.666666666666668)","(15.0, 32.0, 20.333333333333332)","(11.0, 21.0, 14.0)","(3.9, 11.0, 10.438461538461539)","(4.4, 6.6, 5.823529411764706)","(3.9, 5.8, 4.82)","(6.0, 20.0, 16.075)","(6.0, 11.0, 9.7)"
06-01-2023 13:57:42.484670,"(11.0, 23.0, 14.666666666666668)","(15.0, 32.0, 20.333333333333332)","(11.0, 21.0, 14.0)","(3.9, 11.0, 10.438461538461539)","(4.4, 6.6, 5.823529411764706)","(3.9, 5.8, 4.82)","(6.0, 19.5, 16.075)","(6.0, 11.0, 9.7)"
06-01-2023 13:57:43.635834,"(11.0, 23.0, 14.666666666666668)","(15.0, 32.0, 20.333333333333332)","(11.0, 21.0, 14.0)","(3.9, 11.0, 10.438461538461539)","(4.4, 6.6, 5.823529411764706)","(3.9, 5.8, 3.9625000000000004)","(6.0, 19.5, 16.075)","(6.0, 11.0, 9.7)"
06-01-2023 13:57:44.729409,"(11.0, 23.0, 14.666666666666668)","(15.0, 32.0, 20.333333333333332)","(11.0, 21.0, 14.0)","(3.9, 11.0, 10.438461538461539)","(4.4, 6.6, 5.823529411764706)","(3.9, 5.8, 5.381944444444445)","(6.0, 19.5, 16.075)","(6.0, 11.0, 9.7)"
06-01-2023 13:57:45.898829,"(11.0, 23.0, 14.666666666666668)","(15.0, 32.0, 20.333333333333332)","(11.0, 21.0, 14.0)","(3.9, 11.0, 10.438461538461539)","(4.4, 6.6, 5.823529411764706)","(3.9, 5.8, 3.9625000000000004)","(6.0, 19.5, 16.075)","(6.0, 11.0, 9.7)"
06-01-2023 13:57:47.196452,"(11.0, 23.0, 14.666666666666668)","(15.0, 32.0, 20.333333333333332)","(11.0, 21.0, 14.0)","(3.9, 11.0, 10.438461538461539)","(4.4, 6.6, 5.823529411764706)","(3.9, 5.8, 4.88125)","(6.0, 19.5, 16.075)","(6.0, 11.0, 9.7)"
06-01-2023 13:57:48.393122,"(11.0, 23.0, 14.666666666666668)","(15.0, 32.0, 20.333333333333332)","(11.0, 21.0, 14.0)","(3.9, 11.0, 10.438461538461539)","(4.4, 6.6, 5.823529411764706)","(3.9, 5.8, 4.88125)","(6.0, 19.5, 16.075)","(6.0, 11.0, 8.9)"
06-01-2023 13:57:49.423833,"(11.0, 23.0, 14.666666666666668)","(15.0, 32.0, 20.333333333333332)","(11.0, 21.0, 14.0)","(3.9, 11.0, 10.438461538461539)","(4.4, 6.6, 5.823529411764706)","(3.9, 5.8, 4.88125)","(6.0, 19.5, 15.7)","(6.0, 12.0, 10.075)"
06-01-2023 13:57:50.622381,"(11.0, 23.0, 14.666666666666668)","(15.0, 32.0, 20.333333333333332)","(11.0, 21.0, 14.0)","(3.9, 11.0, 10.438461538461539)","(4.4, 6.6, 5.823529411764706)","(3.9, 5.8, 4.88125)","(6.0, 19.0, 15.7)","(6.0, 11.5, 10.075)"
06-01-2023 13:57:51.799026,"(11.0, 23.0, 14.666666666666668)","(15.0, 32.0, 20.333333333333332)","(11.0, 21.0, 14.0)","(3.9, 11.0, 10.438461538461539)","(4.4, 6.6, 5.823529411764706)","(3.9, 5.8, 4.88125)","(6.0, 19.0, 15.7)","(6.0, 11.5, 10.075)"
06-01-2023 13:57:52.932327,"(11.0, 23.0, 14.666666666666668)","(15.0, 32.0, 20.333333333333332)","(11.0, 21.0, 14.0)","(3.9, 11.0, 10.438461538461539)","(4.4, 6.6, 5.823529411764706)","(3.9, 5.8, 4.88125)","(6.0, 19.0, 16.075)","(6.0, 11.5, 10.075)"
06-01-2023 13:57:54.145543,"(11.0, 23.0, 14.666666666666668)","(15.0, 32.0, 20.333333333333332)","(11.0, 21.0, 14.0)","(3.9, 11.0, 10.438461538461539)","(4.4, 6.6, 5.823529411764706)","(3.9, 5.8, 4.88125)","(6.0, 19.5, 16.075)","(6.0, 11.5, 10.075)"
06-01-2023 13:57:55.355355,"(11.0, 23.0, 14.666666666666668)","(15.0, 32.0, 20.333333333333332)","(11.0, 21.0, 14.0)","(3.9, 11.0, 10.438461538461539)","(4.4, 6.6, 5.823529411764706)","(3.9, 5.8, 4.88125)","(6.0, 19.5, 16.075)","(6.0, 11.5, 10.075)"
06-01-2023 13:57:56.474763,"(11.0, 23.0, 14.666666666666668)","(15.0, 32.0, 20.333333333333332)","(11.0, 21.0, 14.0)","(3.9, 11.0, 10.438461538461539)","(4.4, 6.6, 5.823529411764706)","(3.9, 5.8, 4.88125)","(6.0, 19.5, 18.847619047619048)","(6.0, 11.5, 11.228571428571428)"
06-01-2023 13:57:57.552580,"(11.0, 23.0, 14.666666666666668)","(15.0, 32.0, 20.333333333333332)","(11.0, 21.0, 14.0)","(3.9, 11.0, 9.957142857142859)","(4.4, 6.6, 5.823529411764706)","(3.9, 5.8, 4.88125)","(6.0, 19.5, 12.7)","(6.0, 11.5, 8.7)"
06-01-2023 13:57:58.718770,"(11.0, 23.0, 14.666666666666668)","(15.0, 32.0, 20.333333333333332)","(11.0, 21.0, 14.0)","(3.9, 11.0, 9.957142857142859)","(4.4, 6.6, 5.823529411764706)","(3.9, 5.8, 4.88125)","(6.0, 19.5, 12.7)","(6.0, 11.5, 8.7)"
06-01-2023 13:57:59.965313,"(11.0, 23.0, 14.666666666666668)","(15.0, 32.0, 20.333333333333332)","(11.0, 21.0, 14.0)","(3.9, 11.0, 9.957142857142859)","(4.4, 6.6, 5.823529411764706)","(3.9, 5.8, 4.88125)","(6.0, 19.5, 12.7)","(6.0, 11.5, 8.7)"
06-01-2023 13:58:01.097301,"(11.0, 23.0, 14.666666666666668)","(15.0, 32.0, 20.333333333333332)","(11.0, 21.0, 14.0)","(3.9, 11.0, 9.957142857142859)","(4.4, 6.6, 5.823529411764706)","(3.9, 5.8, 4.88125)","(6.0, 19.5, 12.7)","(6.0, 11.5, 8.7)"
06-01-2023 13:58:02.172773,"(11.0, 23.0, 14.666666666666668)","(15.0, 32.0, 20.333333333333332)","(11.0, 21.0, 14.0)","(3.9, 11.0, 9.957142857142859)","(4.4, 6.6, 5.823529411764706)","(3.9, 5.8, 4.88125)","(6.0, 19.5, 12.7)","(6.0, 11.5, 8.7)"
06-01-2023 13:58:03.308968,"(11.0, 23.0, 14.666666666666668)","(15.0, 32.0, 20.333333333333332)","(11.0, 21.0, 14.0)","(3.9, 11.0, 9.957142857142859)","(4.4, 6.6, 5.823529411764706)","(3.9, 5.8, 4.88125)","(6.0, 19.5, 12.7)","(6.0, 11.5, 8.7)"
06-01-2023 13:58:04.383259,"(11.0, 23.0, 14.666666666666668)","(15.0, 32.0, 20.333333333333332)","(11.0, 21.0, 14.0)","(3.9, 11.0, 9.957142857142859)","(4.4, 6.6, 5.823529411764706)","(3.9, 5.8, 4.88125)","(6.0, 19.5, 12.7)","(6.0, 11.5, 8.7)"
06-01-2023 13:58:05.499898,"(11.0, 23.0, 14.666666666666668)","(15.0, 32.0, 20.333333333333332)","(11.0, 21.0, 14.0)","(3.9, 11.0, 9.957142857142859)","(4.4, 6.6, 5.823529411764706)","(3.9, 5.8, 4.88125)","(6.0, 19.5, 12.7)","(6.0, 11.5, 8.7)"
06-01-2023 13:58:06.679651,"(11.0, 23.0, 14.666666666666668)","(15.0, 32.0, 20.333333333333332)","(11.0, 21.0, 14.0)","(3.9, 11.0, 9.957142857142859)","(4.4, 6.6, 5.823529411764706)","(3.9, 5.8, 4.88125)","(6.0, 19.5, 12.7)","(6.0, 11.5, 8.7)"
06-01-2023 13:58:07.799509,"(11.0, 23.0, 14.666666666666668)","(15.0, 32.0, 20.333333333333332)","(11.0, 21.0, 14.0)","(3.9, 11.0, 9.957142857142859)","(4.4, 6.6, 5.823529411764706)","(3.9, 5.8, 4.88125)","(6.0, 19.5, 17.988888888888887)","(6.0, 11.5, 8.7)"
06-01-2023 13:58:08.899857,"(11.0, 23.0, 14.666666666666668)","(15.0, 32.0, 20.333333333333332)","(11.0, 21.0, 14.0)","(3.9, 11.0, 9.957142857142859)","(4.4, 6.6, 5.823529411764706)","(3.9, 5.8, 4.88125)","(6.0, 19.5, 17.988888888888887)","(6.0, 11.5, 8.7)"
06-01-2023 13:58:10.028900,"(11.0, 23.0, 14.666666666666668)","(15.0, 32.0, 20.333333333333332)","(11.0, 21.0, 14.0)","(3.9, 11.0, 9.957142857142859)","(4.4, 6.6, 5.823529411764706)","(3.9, 5.8, 4.88125)","(6.0, 19.5, 17.988888888888887)","(6.0, 11.5, 8.7)"
06-01-2023 13:58:11.131047,"(11.0, 23.0, 14.666666666666668)","(15.0, 32.0, 20.333333333333332)","(11.0, 21.0, 14.0)","(3.9, 11.0, 9.957142857142859)","(4.4, 6.6, 5.823529411764706)","(3.9, 5.8, 4.88125)","(6.0, 19.5, 17.988888888888887)","(6.0, 11.5, 8.7)"
06-01-2023 13:58:12.239734,"(11.0, 23.0, 14.666666666666668)","(15.0, 32.0, 20.333333333333332)","(11.0, 21.0, 14.0)","(3.9, 11.0, 9.957142857142859)","(4.4, 6.6, 5.823529411764706)","(3.9, 5.8, 4.88125)","(6.0, 19.5, 17.988888888888887)","(6.0, 11.5, 8.7)"
06-01-2023 13:58:13.268369,"(11.0, 23.0, 14.666666666666668)","(15.0, 32.0, 20.333333333333332)","(11.0, 21.0, 14.0)","(3.9, 11.0, 9.957142857142859)","(4.4, 6.6, 5.823529411764706)","(3.9, 5.8, 4.88125)","(6.0, 19.5, 17.988888888888887)","(6.0, 11.5, 8.7)"
06-01-2023 13:58:14.346556,"(11.0, 23.0, 14.666666666666668)","(15.0, 32.0, 20.333333333333332)","(11.0, 21.0, 14.0)","(3.9, 11.0, 9.957142857142859)","(4.4, 6.6, 5.823529411764706)","(3.9, 5.8, 4.88125)","(6.0, 19.5, 16.154545454545456)","(6.0, 11.5, 8.7)"
06-01-2023 13:58:15.465626,"(11.0, 23.0, 14.666666666666668)","(15.0, 32.0, 20.333333333333332)","(11.0, 21.0, 14.0)","(3.9, 11.0, 9.957142857142859)","(4.4, 6.6, 5.823529411764706)","(3.9, 5.8, 4.88125)","(6.0, 20.0, 15.799999999999999)","(6.0, 11.5, 8.7)"
06-01-2023 13:58:16.583988,"(11.0, 23.0, 14.666666666666668)","(15.0, 32.0, 20.333333333333332)","(11.0, 21.0, 14.0)","(3.9, 11.0, 9.791666666666666)","(4.4, 6.6, 5.823529411764706)","(3.9, 5.8, 4.88125)","(6.0, 20.0, 15.799999999999999)","(6.0, 11.5, 8.7)"
06-01-2023 13:58:17.659509,"(11.0, 23.0, 14.666666666666668)","(15.0, 32.0, 20.333333333333332)","(11.0, 21.0, 14.0)","(3.9, 11.0, 9.791666666666666)","(4.4, 6.6, 5.823529411764706)","(3.9, 5.8, 4.88125)","(6.0, 20.0, 15.799999999999999)","(6.0, 11.5, 8.7)"
06-01-2023 13:58:18.741775,"(11.0, 23.0, 14.666666666666668)","(15.0, 32.0, 20.333333333333332)","(11.0, 21.0, 14.0)","(3.9, 11.0, 9.791666666666666)","(4.4, 6.6, 5.823529411764706)","(3.9, 5.8, 4.88125)","(6.0, 20.0, 15.799999999999999)","(6.0, 11.5, 8.7)"
06-01-2023 13:58:19.788651,"(11.0, 23.0, 14.666666666666668)","(15.0, 32.0, 20.333333333333332)","(11.0, 21.0, 14.0)","(3.9, 11.0, 9.791666666666666)","(4.4, 6.6, 5.823529411764706)","(3.9, 5.8, 4.88125)","(6.0, 20.0, 15.799999999999999)","(6.0, 11.5, 8.7)"
06-01-2023 13:58:20.865909,"(11.0, 23.0, 14.666666666666668)","(15.0, 32.0, 20.333333333333332)","(11.0, 21.0, 14.0)","(3.9, 11.0, 9.791666666666666)","(4.4, 6.6, 5.823529411764706)","(3.9, 5.8, 4.88125)","(6.0, 20.0, 15.799999999999999)","(6.0, 11.5, 8.7)"
06-01-2023 13:58:21.979101,"(11.0, 23.0, 14.666666666666668)","(15.0, 32.0, 20.333333333333332)","(11.0, 21.0, 14.0)","(3.9, 11.0, 9.791666666666666)","(4.4, 6.6, 5.823529411764706)","(3.9, 5.8, 4.88125)","(6.0, 20.0, 15.799999999999999)","(6.0, 11.5, 10.1)"
06-01-2023 13:58:23.064032,"(11.0, 23.0, 14.666666666666668)","(15.0, 32.0, 20.333333333333332)","(11.0, 21.0, 14.0)","(3.9, 11.0, 9.791666666666666)","(4.4, 6.6, 5.823529411764706)","(3.9, 5.8, 4.88125)","(6.0, 20.0, 15.799999999999999)","(6.0, 11.5, 10.1)"
06-01-2023 13:58:24.150878,"(11.0, 23.0, 14.666666666666668)","(15.0, 32.0, 20.333333333333332)","(11.0, 21.0, 14.0)","(3.9, 11.0, 9.791666666666666)","(4.4, 6.6, 5.823529411764706)","(3.9, 5.8, 4.88125)","(6.0, 20.0, 15.799999999999999)","(6.0, 11.5, 10.1)"
06-01-2023 13:58:25.384330,"(11.0, 23.0, 14.666666666666668)","(15.0, 32.0, 20.333333333333332)","(11.0, 21.0, 14.0)","(3.9, 11.0, 9.791666666666666)","(4.4, 6.6, 5.823529411764706)","(3.9, 5.8, 4.88125)","(6.0, 20.0, 15.799999999999999)","(6.0, 11.5, 10.1)"
06-01-2023 13:58:26.532514,"(11.0, 23.0, 14.666666666666668)","(15.0, 32.0, 20.333333333333332)","(11.0, 21.0, 14.0)","(3.9, 11.0, 9.791666666666666)","(4.4, 6.6, 5.823529411764706)","(3.9, 5.8, 4.88125)","(6.0, 20.0, 15.799999999999999)","(6.0, 11.5, 10.1)"
06-01-2023 13:58:27.586587,"(11.0, 23.0, 14.666666666666668)","(15.0, 32.0, 20.333333333333332)","(11.0, 21.0, 14.0)","(3.9, 11.0, 9.791666666666666)","(4.4, 6.6, 5.823529411764706)","(3.9, 5.8, 4.88125)","(6.0, 20.0, 15.799999999999999)","(6.0, 11.5, 10.1)"
