,Desert Safari,Hes For The Girls,Mishani Maverick,Quasimoto,Royal Entrance,Sonny Daze,Worx,Limero
07-01-2023 12:24:16.094370,"(11.0, 12.0, 11.958333333333334)","(71.0, 100.0, 78.57142857142857)","(51.0, 85.0, 81.66666666666667)","(3.5, 5.2, 5.165)","(2.4, 2.92, 2.894222222222222)","(12.0, 13.5, 13.24468085106383)","(6.5, 6.4, 6.383333333333334)","(8.0, 9.0, 8.957894736842105)"
07-01-2023 12:24:17.140711,"(11.0, 12.0, 11.958333333333334)","(71.0, 100.0, 78.57142857142857)","(51.0, 85.0, 81.66666666666667)","(3.5, 5.2, 5.165)","(2.4, 2.92, 2.895609756097561)","(12.0, 13.5, 13.24468085106383)","(6.5, 6.4, 6.383333333333334)","(8.0, 9.0, 8.957894736842105)"
07-01-2023 12:24:18.303670,"(11.0, 12.0, 11.958333333333334)","(71.0, 100.0, 78.57142857142857)","(51.0, 85.0, 81.66666666666667)","(3.5, 5.2, 5.165)","(2.4, 2.92, 2.895609756097561)","(12.0, 13.5, 13.24468085106383)","(6.5, 6.4, 6.383333333333334)","(8.0, 9.0, 8.957894736842105)"
07-01-2023 12:24:19.509385,"(11.0, 12.0, 11.958333333333334)","(71.0, 100.0, 78.57142857142857)","(51.0, 85.0, 81.66666666666667)","(3.5, 5.2, 5.165)","(2.4, 2.92, 2.887741935483871)","(12.0, 13.5, 13.24468085106383)","(6.5, 6.4, 6.5276595744680845)","(8.0, 9.0, 8.957894736842105)"
07-01-2023 12:24:20.634988,"(11.0, 12.0, 11.958333333333334)","(71.0, 100.0, 78.57142857142857)","(51.0, 85.0, 81.66666666666667)","(3.5, 5.2, 5.165)","(2.4, 2.92, 2.886315789473684)","(12.0, 13.5, 13.24468085106383)","(6.5, 6.6, 6.500854700854701)","(8.0, 9.0, 8.957894736842105)"
07-01-2023 12:24:21.670625,"(11.0, 12.0, 11.958333333333334)","(71.0, 100.0, 78.57142857142857)","(51.0, 85.0, 81.66666666666667)","(3.5, 5.2, 5.165)","(2.4, 2.9, 2.886315789473684)","(12.0, 13.5, 13.24468085106383)","(6.5, 6.6, 6.355752212389381)","(8.0, 9.0, 8.957894736842105)"
07-01-2023 12:24:22.877480,"(11.0, 12.0, 11.958333333333334)","(71.0, 100.0, 78.57142857142857)","(51.0, 85.0, 81.66666666666667)","(3.5, 5.2, 5.157777777777778)","(2.4, 2.9, 2.886315789473684)","(12.0, 13.5, 13.24468085106383)","(6.5, 6.4, 6.34949494949495)","(8.0, 9.0, 8.957894736842105)"
07-01-2023 12:24:24.073009,"(11.0, 12.5, 12.089285714285714)","(71.0, 100.0, 78.57142857142857)","(51.0, 85.0, 81.66666666666667)","(3.5, 5.2, 5.157777777777778)","(2.4, 2.9, 2.886315789473684)","(12.0, 13.5, 13.24468085106383)","(6.5, 6.4, 6.34949494949495)","(8.0, 9.0, 8.957894736842105)"
07-01-2023 12:24:25.217938,"(11.0, 12.5, 12.227777777777778)","(71.0, 100.0, 78.57142857142857)","(51.0, 85.0, 81.66666666666667)","(3.5, 5.2, 5.157777777777778)","(2.4, 2.9, 2.8913333333333333)","(12.0, 13.5, 13.192307692307692)","(6.5, 6.4, 6.45979381443299)","(8.0, 9.0, 8.905882352941177)"
07-01-2023 12:24:26.447664,"(11.0, 12.5, 12.3)","(71.0, 100.0, 78.57142857142857)","(51.0, 85.0, 81.66666666666667)","(3.5, 5.2, 5.157777777777778)","(2.4, 2.9, 2.878787878787879)","(12.0, 13.5, 13.211340206185566)","(6.5, 6.6, 6.49247311827957)","(8.0, 9.0, 8.905882352941177)"
07-01-2023 12:24:27.733351,"(11.0, 12.5, 12.325301204819278)","(71.0, 100.0, 78.57142857142857)","(51.0, 85.0, 81.66666666666667)","(3.5, 5.2, 5.157777777777778)","(2.4, 2.88, 2.878787878787879)","(12.0, 13.5, 13.211340206185566)","(6.5, 6.6, 6.49247311827957)","(8.0, 9.0, 8.905882352941177)"
07-01-2023 12:24:28.769352,"(11.0, 12.5, 12.325301204819278)","(71.0, 100.0, 78.57142857142857)","(51.0, 85.0, 81.66666666666667)","(3.5, 5.2, 5.157777777777778)","(2.4, 2.88, 2.878787878787879)","(12.0, 13.5, 13.195652173913043)","(6.5, 6.6, 6.49247311827957)","(8.0, 9.0, 8.905882352941177)"
07-01-2023 12:24:29.863858,"(11.0, 12.5, 12.325301204819278)","(71.0, 100.0, 78.57142857142857)","(51.0, 85.0, 81.66666666666667)","(3.5, 5.2, 5.157777777777778)","(2.4, 2.88, 2.878787878787879)","(12.0, 13.5, 13.195652173913043)","(6.5, 6.6, 6.49247311827957)","(8.0, 9.0, 8.905882352941177)"
07-01-2023 12:24:31.066333,"(11.0, 12.5, 12.325301204819278)","(71.0, 100.0, 78.57142857142857)","(51.0, 85.0, 81.66666666666667)","(3.5, 5.2, 5.157777777777778)","(2.4, 2.88, 2.878787878787879)","(12.0, 13.5, 13.195652173913043)","(6.5, 6.6, 6.49247311827957)","(8.0, 9.0, 8.905882352941177)"
07-01-2023 12:24:32.280817,"(11.0, 12.5, 12.325301204819278)","(71.0, 100.0, 78.57142857142857)","(51.0, 85.0, 81.66666666666667)","(3.5, 5.2, 5.157777777777778)","(2.4, 2.88, 2.8785714285714286)","(12.0, 13.5, 13.195652173913043)","(6.5, 6.6, 6.49247311827957)","(8.0, 9.0, 8.905882352941177)"
07-01-2023 12:24:33.506565,"(11.0, 12.5, 12.325301204819278)","(71.0, 100.0, 78.57142857142857)","(51.0, 85.0, 81.66666666666667)","(3.5, 5.2, 5.283333333333333)","(2.4, 2.88, 2.8318918918918916)","(12.0, 13.5, 12.662068965517241)","(6.5, 6.6, 6.5)","(8.0, 9.0, 8.746153846153847)"
07-01-2023 12:24:34.756194,"(11.0, 12.5, 12.284210526315789)","(71.0, 100.0, 78.57142857142857)","(51.0, 85.0, 81.66666666666667)","(3.5, 5.4, 5.4)","(2.4, 2.86, 2.805454545454545)","(12.0, 13.0, 12.642335766423358)","(6.5, 6.6, 6.536708860759494)","(8.0, 8.8, 8.75)"
07-01-2023 12:24:35.936501,"(11.0, 12.5, 12.284210526315789)","(71.0, 100.0, 78.57142857142857)","(51.0, 85.0, 81.66666666666667)","(3.6, 5.5, 5.426315789473684)","(2.4, 2.82, 2.814285714285714)","(12.0, 13.0, 12.65)","(6.5, 6.8, 6.55609756097561)","(8.0, 8.8, 8.75)"
07-01-2023 12:24:37.047470,"(11.0, 12.5, 12.292929292929292)","(71.0, 100.0, 78.57142857142857)","(51.0, 85.0, 81.66666666666667)","(3.6, 5.5, 5.426315789473684)","(2.4, 2.82, 2.79)","(12.0, 13.0, 12.65)","(6.5, 6.8, 6.55609756097561)","(8.0, 8.8, 8.75)"
07-01-2023 12:24:38.222131,"(11.0, 12.5, 12.292929292929292)","(71.0, 100.0, 78.57142857142857)","(51.0, 85.0, 81.66666666666667)","(3.6, 5.5, 5.426315789473684)","(2.4, 2.8, 2.79)","(12.0, 13.0, 12.65)","(6.5, 6.8, 6.55609756097561)","(8.0, 8.8, 8.75)"
07-01-2023 12:24:39.322015,"(11.0, 12.5, 12.292929292929292)","(71.0, 100.0, 78.57142857142857)","(51.0, 85.0, 81.66666666666667)","(3.6, 5.5, 5.5249999999999995)","(2.4, 2.8, 2.79)","(12.0, 13.0, 12.65)","(6.5, 6.8, 6.55609756097561)","(8.0, 8.8, 8.75)"
07-01-2023 12:24:40.424203,"(11.0, 12.5, 12.292929292929292)","(71.0, 100.0, 78.57142857142857)","(51.0, 85.0, 81.66666666666667)","(3.6, 5.6, 5.492307692307692)","(2.4, 2.8, 2.7977464788732394)","(12.0, 13.0, 12.681818181818182)","(6.5, 6.8, 6.55609756097561)","(8.0, 8.8, 8.75)"
07-01-2023 12:24:41.581510,"(11.0, 12.5, 12.292929292929292)","(71.0, 100.0, 78.57142857142857)","(51.0, 85.0, 81.66666666666667)","(3.6, 5.6, 5.492307692307692)","(2.4, 2.8, 2.7977464788732394)","(12.0, 13.0, 12.681818181818182)","(6.5, 6.8, 6.55609756097561)","(8.0, 8.8, 8.75)"
07-01-2023 12:24:42.688560,"(11.0, 12.5, 12.292929292929292)","(71.0, 100.0, 78.57142857142857)","(51.0, 85.0, 81.66666666666667)","(3.6, 5.6, 5.492307692307692)","(2.4, 2.8, 2.7977464788732394)","(12.0, 13.0, 12.681818181818182)","(6.5, 6.8, 6.5576923076923075)","(8.0, 8.8, 8.75)"
07-01-2023 12:24:43.764243,"(11.0, 12.5, 12.292929292929292)","(71.0, 100.0, 78.57142857142857)","(51.0, 85.0, 81.66666666666667)","(3.6, 5.6, 5.492307692307692)","(2.4, 2.8, 2.7977464788732394)","(12.0, 13.0, 12.681818181818182)","(6.5, 6.8, 6.576991150442478)","(8.0, 8.8, 8.75)"
07-01-2023 12:24:44.826611,"(11.0, 12.5, 12.292929292929292)","(71.0, 100.0, 78.57142857142857)","(51.0, 85.0, 81.66666666666667)","(3.6, 5.6, 5.492307692307692)","(2.4, 2.8, 2.7977464788732394)","(12.0, 13.0, 12.681818181818182)","(6.5, 6.8, 6.581818181818182)","(8.0, 8.8, 8.75)"
07-01-2023 12:24:45.948530,"(11.0, 12.5, 12.292929292929292)","(71.0, 100.0, 78.57142857142857)","(51.0, 85.0, 81.66666666666667)","(3.6, 5.6, 5.492307692307692)","(2.4, 2.8, 2.7977464788732394)","(12.0, 13.0, 12.681818181818182)","(6.5, 6.8, 6.576991150442478)","(8.0, 8.8, 8.75)"
07-01-2023 12:24:47.145290,"(11.0, 12.5, 12.292929292929292)","(71.0, 100.0, 78.57142857142857)","(51.0, 85.0, 81.66666666666667)","(3.6, 5.6, 5.492307692307692)","(2.4, 2.8, 2.7948051948051944)","(12.0, 13.0, 12.681818181818182)","(6.5, 6.8, 6.576991150442478)","(8.0, 8.8, 8.75)"
07-01-2023 12:24:48.342219,"(11.0, 12.5, 12.292929292929292)","(71.0, 100.0, 78.57142857142857)","(51.0, 85.0, 81.66666666666667)","(3.6, 5.6, 5.492307692307692)","(2.4, 2.8, 2.7946308724832214)","(12.0, 13.0, 12.681818181818182)","(6.5, 6.8, 6.5864406779661016)","(8.0, 8.8, 8.75)"
07-01-2023 12:24:49.529835,"(11.0, 12.5, 12.292929292929292)","(71.0, 100.0, 78.57142857142857)","(51.0, 85.0, 81.66666666666667)","(3.6, 5.6, 5.425)","(2.4, 2.8, 2.796208530805687)","(12.0, 13.0, 12.683006535947712)","(6.5, 6.8, 6.591304347826087)","(8.0, 8.8, 8.8)"
07-01-2023 12:24:50.675198,"(11.0, 12.5, 12.292929292929292)","(71.0, 100.0, 78.57142857142857)","(51.0, 85.0, 81.66666666666667)","(3.6, 5.5, 5.4071428571428575)","(2.4, 2.8, 2.796208530805687)","(12.0, 13.0, 12.683006535947712)","(6.5, 6.8, 6.591304347826087)","(8.0, 9.0, 8.823529411764707)"
07-01-2023 12:24:51.689380,"(11.0, 12.5, 12.292929292929292)","(71.0, 100.0, 78.57142857142857)","(51.0, 85.0, 81.66666666666667)","(3.6, 5.5, 5.4071428571428575)","(2.4, 2.8, 2.8100436681222707)","(12.0, 13.0, 12.683006535947712)","(6.5, 6.8, 6.591304347826087)","(8.0, 9.0, 8.823529411764707)"
07-01-2023 12:24:52.782840,"(11.0, 12.5, 12.292929292929292)","(71.0, 100.0, 78.57142857142857)","(51.0, 85.0, 81.66666666666667)","(3.6, 5.5, 5.335714285714285)","(2.4, 2.82, 2.8320689655172413)","(12.0, 13.0, 13.220930232558139)","(6.5, 6.8, 6.574603174603174)","(8.0, 9.0, 8.79)"
07-01-2023 12:24:53.965201,"(11.0, 12.5, 12.27)","(71.0, 95.0, 85.0)","(51.0, 85.0, 81.66666666666667)","(3.6, 5.4, 5.35)","(2.4, 2.84, 2.8099999999999996)","(12.0, 13.5, 13.196969696969697)","(6.5, 6.6, 6.538888888888889)","(8.0, 9.0, 8.991666666666667)"
07-01-2023 12:24:55.145524,"(11.0, 12.5, 12.284210526315789)","(71.0, 95.0, 78.57142857142857)","(51.0, 85.0, 81.66666666666667)","(3.6, 5.4, 5.3533333333333335)","(2.4, 2.82, 2.7965853658536584)","(12.0, 13.5, 13.224137931034482)","(6.5, 6.6, 6.551515151515152)","(8.0, 9.0, 9.035897435897436)"
07-01-2023 12:24:56.326347,"(11.0, 12.5, 12.284210526315789)","(71.0, 100.0, 78.57142857142857)","(51.0, 85.0, 81.66666666666667)","(3.6, 5.5, 5.3533333333333335)","(2.4, 2.82, 2.7965853658536584)","(12.0, 13.5, 13.224137931034482)","(6.5, 6.6, 6.551515151515152)","(8.0, 9.2, 9.035897435897436)"
07-01-2023 12:24:57.490064,"(11.0, 12.5, 12.284210526315789)","(71.0, 100.0, 78.57142857142857)","(51.0, 85.0, 81.66666666666667)","(3.6, 5.5, 5.3533333333333335)","(2.4, 2.82, 2.7965853658536584)","(12.0, 13.5, 13.270833333333334)","(6.5, 6.6, 6.551515151515152)","(8.0, 9.2, 9.078787878787878)"
07-01-2023 12:24:58.590517,"(11.0, 12.5, 12.284210526315789)","(71.0, 100.0, 78.57142857142857)","(51.0, 85.0, 81.66666666666667)","(3.6, 5.5, 5.342857142857143)","(2.4, 2.82, 2.7970873786407764)","(12.0, 13.5, 13.238095238095237)","(6.5, 6.6, 6.614285714285715)","(8.0, 9.2, 9.057142857142857)"
07-01-2023 12:24:59.582743,"(11.0, 12.5, 12.277173913043478)","(71.0, 100.0, 80.0)","(51.0, 85.0, 80.0)","(3.6, 5.4, 5.342857142857143)","(2.4, 2.8, 2.8123287671232875)","(12.0, 13.5, 13.238095238095237)","(6.5, 6.8, 6.572413793103448)","(8.0, 9.2, 9.033333333333333)"
07-01-2023 12:25:00.652573,"(11.0, 12.5, 12.277173913043478)","(71.0, 100.0, 80.0)","(51.0, 85.0, 80.0)","(3.6, 5.4, 5.311111111111112)","(2.4, 2.82, 2.801333333333333)","(12.0, 13.5, 13.238095238095237)","(6.5, 6.6, 6.572413793103448)","(8.0, 9.2, 9.033333333333333)"
07-01-2023 12:25:01.772503,"(11.0, 12.5, 12.277173913043478)","(71.0, 100.0, 80.0)","(51.0, 85.0, 80.0)","(3.6, 5.4, 5.311111111111112)","(2.4, 2.82, 2.801333333333333)","(12.0, 13.5, 13.238095238095237)","(6.5, 6.6, 6.572413793103448)","(8.0, 9.2, 9.033333333333333)"
07-01-2023 12:25:02.904740,"(11.0, 12.5, 12.277173913043478)","(71.0, 100.0, 80.0)","(51.0, 85.0, 80.0)","(3.6, 5.4, 5.311111111111112)","(2.4, 2.82, 2.801333333333333)","(12.0, 13.5, 13.238095238095237)","(6.5, 6.6, 6.572413793103448)","(8.0, 9.2, 9.033333333333333)"
07-01-2023 12:25:04.071943,"(11.0, 12.5, 12.277173913043478)","(71.0, 100.0, 80.0)","(51.0, 85.0, 80.0)","(3.6, 5.4, 5.311111111111112)","(2.4, 2.82, 2.801333333333333)","(12.0, 13.5, 13.238095238095237)","(6.5, 6.6, 6.631724137931035)","(8.0, 9.2, 9.044444444444444)"
07-01-2023 12:25:05.179682,"(11.0, 12.5, 12.277173913043478)","(71.0, 100.0, 80.0)","(51.0, 85.0, 80.0)","(3.6, 5.4, 5.311111111111112)","(2.4, 2.82, 2.801333333333333)","(12.0, 13.5, 13.238095238095237)","(6.5, 6.8, 6.631724137931035)","(8.0, 9.2, 9.044444444444444)"
07-01-2023 12:25:06.277028,"(11.0, 12.5, 12.277173913043478)","(71.0, 100.0, 80.0)","(51.0, 85.0, 80.0)","(3.6, 5.4, 5.311111111111112)","(2.4, 2.8, 2.7936170212765954)","(12.0, 13.5, 13.238095238095237)","(6.5, 6.8, 6.636241610738255)","(8.0, 9.2, 9.044444444444444)"
07-01-2023 12:25:07.329426,"(11.0, 12.5, 12.277173913043478)","(71.0, 100.0, 80.0)","(51.0, 85.0, 80.0)","(3.6, 5.4, 5.311111111111112)","(2.4, 2.8, 2.7936170212765954)","(12.0, 13.5, 13.238095238095237)","(6.5, 6.8, 6.636241610738255)","(8.0, 9.2, 9.044444444444444)"
07-01-2023 12:25:08.375029,"(11.0, 12.5, 12.277173913043478)","(71.0, 100.0, 80.0)","(51.0, 85.0, 80.0)","(3.6, 5.4, 5.311111111111112)","(2.4, 2.8, 2.7928571428571427)","(12.0, 13.5, 13.238095238095237)","(6.5, 6.8, 6.636241610738255)","(8.0, 9.2, 9.044444444444444)"
07-01-2023 12:25:09.450351,"(11.0, 12.5, 12.277173913043478)","(71.0, 100.0, 80.0)","(51.0, 85.0, 80.0)","(3.6, 5.4, 5.311111111111112)","(2.4, 2.8, 2.798)","(12.0, 13.5, 12.372340425531915)","(6.5, 6.8, 6.649645390070922)","(8.0, 9.2, 9.044444444444444)"
07-01-2023 12:25:10.579685,"(11.0, 12.5, 12.277173913043478)","(71.0, 100.0, 80.0)","(51.0, 85.0, 80.0)","(3.6, 5.4, 5.382926829268293)","(2.4, 2.82, 2.798)","(12.0, 12.5, 11.91044776119403)","(6.5, 6.8, 6.658156028368794)","(8.0, 9.2, 9.133333333333333)"
07-01-2023 12:25:11.677526,"(11.0, 12.5, 12.277173913043478)","(71.0, 100.0, 80.0)","(51.0, 85.0, 80.0)","(3.6, 5.5, 5.372413793103449)","(2.4, 2.82, 2.798)","(12.0, 12.0, 12.391304347826086)","(6.5, 6.8, 6.658156028368794)","(8.0, 9.2, 9.188235294117646)"
07-01-2023 12:25:12.988724,"(11.0, 12.5, 12.277173913043478)","(71.0, 100.0, 80.0)","(51.0, 85.0, 80.0)","(3.6, 5.4, 5.372413793103449)","(2.4, 2.82, 2.798)","(12.0, 12.5, 12.391304347826086)","(6.5, 6.8, 6.658156028368794)","(8.0, 9.4, 9.16)"
07-01-2023 12:25:14.163782,"(11.0, 12.5, 12.277173913043478)","(71.0, 100.0, 80.0)","(51.0, 85.0, 80.0)","(3.6, 5.4, 5.34)","(2.4, 2.82, 2.798)","(12.0, 12.5, 11.387755102040817)","(6.5, 6.8, 6.655072463768116)","(8.0, 9.4, 9.2)"
07-01-2023 12:25:15.261413,"(11.0, 12.5, 12.284210526315789)","(71.0, 100.0, 80.0)","(51.0, 85.0, 80.0)","(3.6, 5.5, 5.34)","(2.4, 2.82, 2.798)","(12.0, 11.5, 11.403508771929825)","(6.5, 6.8, 6.655072463768116)","(8.0, 9.4, 9.25263157894737)"
07-01-2023 12:25:16.341937,"(11.0, 12.5, 12.284210526315789)","(71.0, 100.0, 80.0)","(51.0, 85.0, 80.0)","(3.6, 5.5, 5.34)","(2.4, 2.82, 2.798)","(12.0, 11.5, 11.403508771929825)","(6.5, 6.8, 6.655072463768116)","(8.0, 9.4, 9.399999999999999)"
07-01-2023 12:25:17.392785,"(11.0, 12.5, 12.284210526315789)","(71.0, 100.0, 80.0)","(51.0, 85.0, 80.0)","(3.6, 5.5, 5.34)","(2.4, 2.82, 2.798)","(12.0, 11.5, 11.433962264150944)","(6.5, 6.8, 6.658156028368794)","(8.0, 9.6, 9.399999999999999)"
07-01-2023 12:25:18.463209,"(11.0, 12.5, 12.277173913043478)","(71.0, 100.0, 80.0)","(51.0, 85.0, 80.0)","(3.6, 5.5, 5.34)","(2.4, 2.82, 2.7996363636363633)","(12.0, 11.5, 11.433962264150944)","(6.5, 6.8, 6.55719298245614)","(8.0, 9.6, 9.399999999999999)"
07-01-2023 12:25:19.591270,"(11.0, 12.5, 12.277173913043478)","(71.0, 100.0, 80.0)","(51.0, 85.0, 80.0)","(3.6, 5.5, 5.382926829268293)","(2.4, 2.82, 2.7996363636363633)","(12.0, 11.5, 11.454545454545455)","(6.5, 6.8, 6.55719298245614)","(8.0, 9.6, 9.5)"
07-01-2023 12:25:20.685051,"(11.0, 12.5, 12.277173913043478)","(71.0, 100.0, 80.0)","(51.0, 85.0, 80.0)","(3.6, 5.5, 5.382926829268293)","(2.4, 2.82, 2.7996363636363633)","(12.0, 11.5, 11.454545454545455)","(6.5, 6.8, 6.55719298245614)","(8.0, 9.6, 9.5)"
07-01-2023 12:25:21.824167,"(11.0, 12.5, 12.277173913043478)","(71.0, 100.0, 80.0)","(51.0, 85.0, 80.0)","(3.6, 5.5, 5.382926829268293)","(2.4, 2.82, 2.7996363636363633)","(12.0, 11.5, 11.454545454545455)","(6.5, 6.8, 6.55719298245614)","(8.0, 9.6, 9.5)"
07-01-2023 12:25:22.959544,"(11.0, 12.5, 12.277173913043478)","(71.0, 100.0, 80.0)","(51.0, 85.0, 80.0)","(3.6, 5.5, 5.382926829268293)","(2.4, 2.82, 2.7942105263157893)","(12.0, 11.5, 11.454545454545455)","(6.5, 6.8, 6.55719298245614)","(8.0, 9.6, 9.5)"
07-01-2023 12:25:24.062191,"(11.0, 12.5, 12.277173913043478)","(71.0, 100.0, 80.0)","(51.0, 85.0, 80.0)","(3.6, 5.5, 5.2625)","(2.4, 2.8, 2.7942105263157893)","(12.0, 11.5, 11.454545454545455)","(6.5, 6.8, 6.55719298245614)","(8.0, 9.6, 9.5)"
07-01-2023 12:25:25.164827,"(11.0, 12.5, 12.277173913043478)","(71.0, 100.0, 80.0)","(51.0, 85.0, 80.0)","(3.6, 5.5, 5.319047619047619)","(2.4, 2.8, 2.7942105263157893)","(12.0, 11.5, 11.454545454545455)","(6.5, 6.8, 6.55719298245614)","(8.0, 9.6, 9.5)"
07-01-2023 12:25:26.222342,"(11.0, 12.5, 12.277173913043478)","(71.0, 100.0, 80.0)","(51.0, 85.0, 80.0)","(3.6, 5.5, 5.311764705882353)","(2.4, 2.8, 2.7942105263157893)","(12.0, 11.5, 11.454545454545455)","(6.5, 6.8, 6.55719298245614)","(8.0, 9.6, 9.507692307692308)"
07-01-2023 12:25:27.315961,"(11.0, 12.5, 12.277173913043478)","(71.0, 100.0, 80.0)","(51.0, 85.0, 80.0)","(3.6, 5.5, 5.311764705882353)","(2.4, 2.8, 2.7942105263157893)","(12.0, 11.5, 11.454545454545455)","(6.5, 6.8, 6.55719298245614)","(8.0, 9.6, 9.507692307692308)"
07-01-2023 12:25:28.415408,"(11.0, 12.5, 12.277173913043478)","(71.0, 100.0, 80.0)","(51.0, 85.0, 80.0)","(3.6, 5.5, 5.311764705882353)","(2.4, 2.8, 2.7942105263157893)","(12.0, 11.5, 11.454545454545455)","(6.5, 6.8, 6.55719298245614)","(8.0, 9.6, 9.507692307692308)"
07-01-2023 12:25:29.504234,"(11.0, 12.5, 12.277173913043478)","(71.0, 100.0, 80.0)","(51.0, 85.0, 80.0)","(3.6, 5.5, 5.311764705882353)","(2.4, 2.8, 2.7942105263157893)","(12.0, 11.5, 11.454545454545455)","(6.0, 6.8, 6.55719298245614)","(7.5, 9.6, 9.507692307692308)"
07-01-2023 12:25:30.615097,"(11.0, 12.5, 12.277173913043478)","(71.0, 100.0, 80.0)","(51.0, 85.0, 80.0)","(3.6, 5.5, 5.311764705882353)","(2.4, 2.8, 2.7942105263157893)","(12.0, 11.5, 11.454545454545455)","(6.0, 6.8, 6.56988416988417)","(7.5, 9.6, 9.525)"
07-01-2023 12:25:31.739777,"(11.0, 12.5, 12.277173913043478)","(71.0, 100.0, 80.0)","(51.0, 85.0, 80.0)","(3.6, 5.5, 5.311764705882353)","(2.4, 2.8, 2.7942105263157893)","(12.0, 11.5, 11.454545454545455)","(6.0, 6.8, 6.56988416988417)","(7.5, 9.6, 9.525)"
07-01-2023 12:25:32.900271,"(11.0, 12.5, 12.277173913043478)","(71.0, 100.0, 80.0)","(51.0, 85.0, 80.0)","(3.6, 5.5, 5.311764705882353)","(2.4, 2.8, 2.798)","(12.0, 11.5, 11.821428571428571)","(6.0, 6.8, 6.56988416988417)","(7.5, 9.6, 9.026229508196721)"
07-01-2023 12:25:34.060451,"(11.0, 12.0, 11.871428571428572)","(71.0, 100.0, 91.1764705882353)","(51.0, 90.0, 87.5)","(3.6, 5.5, 5.344444444444444)","(2.4, 2.82, 2.798)","(12.0, 12.0, 12.142857142857142)","(6.0, 6.8, 6.56988416988417)","(7.5, 9.4, 9.026229508196721)"
07-01-2023 12:25:35.198317,"(11.0, 12.0, 11.871428571428572)","(71.0, 100.0, 91.1764705882353)","(51.0, 90.0, 87.5)","(3.6, 5.5, 5.34)","(2.4, 2.82, 2.798)","(12.0, 12.5, 12.142857142857142)","(6.0, 6.8, 6.56988416988417)","(7.5, 9.4, 9.026229508196721)"
07-01-2023 12:25:36.371155,"(11.0, 12.0, 11.871428571428572)","(71.0, 100.0, 91.1764705882353)","(51.0, 90.0, 86.92307692307692)","(3.6, 5.5, 5.38125)","(2.4, 2.82, 2.803478260869565)","(12.0, 12.5, 12.142857142857142)","(6.0, 6.8, 6.56303317535545)","(7.5, 9.4, 9.026229508196721)"
07-01-2023 12:25:37.480880,"(11.0, 12.0, 11.857894736842105)","(71.0, 100.0, 91.1764705882353)","(51.0, 90.0, 86.92307692307692)","(3.6, 5.5, 5.389655172413793)","(2.4, 2.82, 2.803478260869565)","(12.0, 12.5, 12.142857142857142)","(6.0, 6.8, 6.56303317535545)","(7.5, 9.4, 9.026229508196721)"
07-01-2023 12:25:38.545203,"(11.0, 12.0, 11.857894736842105)","(71.0, 100.0, 91.1764705882353)","(51.0, 90.0, 86.92307692307692)","(3.6, 5.5, 5.389655172413793)","(2.4, 2.82, 2.803478260869565)","(12.0, 12.5, 12.142857142857142)","(6.0, 6.8, 6.56303317535545)","(7.5, 9.4, 9.026229508196721)"
07-01-2023 12:25:39.603445,"(11.0, 12.0, 11.843023255813954)","(71.0, 100.0, 91.66666666666666)","(51.0, 90.0, 86.92307692307692)","(3.6, 5.5, 5.389655172413793)","(2.4, 2.82, 2.801176470588235)","(12.0, 12.5, 12.142857142857142)","(6.0, 6.8, 6.56303317535545)","(7.5, 9.4, 9.023529411764706)"
07-01-2023 12:25:40.707598,"(11.0, 12.0, 11.843023255813954)","(71.0, 100.0, 91.66666666666666)","(51.0, 90.0, 86.92307692307692)","(3.6, 5.5, 5.389655172413793)","(2.4, 2.82, 2.801176470588235)","(12.0, 12.5, 12.142857142857142)","(6.0, 6.8, 6.572727272727273)","(7.5, 9.4, 9.023529411764706)"
07-01-2023 12:25:41.855625,"(11.0, 12.0, 11.843023255813954)","(71.0, 100.0, 91.66666666666666)","(51.0, 90.0, 86.92307692307692)","(3.6, 5.5, 5.408571428571428)","(2.4, 2.82, 2.795)","(12.0, 12.5, 12.142857142857142)","(6.0, 6.8, 6.572727272727273)","(7.5, 9.4, 9.023529411764706)"
07-01-2023 12:25:43.109334,"(11.0, 12.0, 11.843023255813954)","(71.0, 100.0, 91.66666666666666)","(51.0, 90.0, 86.92307692307692)","(3.6, 5.5, 5.408571428571428)","(2.4, 2.8, 2.795)","(12.0, 12.5, 12.142857142857142)","(6.0, 6.8, 6.572727272727273)","(7.5, 9.4, 9.021917808219179)"
07-01-2023 12:25:44.341876,"(11.0, 12.0, 11.826923076923077)","(71.0, 100.0, 91.66666666666666)","(51.0, 90.0, 86.92307692307692)","(3.6, 5.5, 5.408571428571428)","(2.4, 2.8, 2.795)","(12.0, 12.5, 12.142857142857142)","(6.0, 6.8, 6.572727272727273)","(7.5, 9.4, 9.021917808219179)"
07-01-2023 12:25:45.517824,"(11.0, 12.0, 11.826923076923077)","(71.0, 100.0, 91.66666666666666)","(51.0, 90.0, 86.92307692307692)","(3.7, 5.5, 5.408571428571428)","(2.4, 2.8, 2.795)","(11.0, 12.5, 12.142857142857142)","(6.0, 6.8, 6.572727272727273)","(7.5, 9.4, 9.021917808219179)"
07-01-2023 12:25:46.709309,"(11.0, 12.0, 11.826923076923077)","(71.0, 100.0, 91.66666666666666)","(51.0, 90.0, 86.92307692307692)","(3.7, 5.5, 5.408571428571428)","(2.4, 2.8, 2.795)","(11.0, 12.5, 12.323529411764707)","(6.0, 6.8, 6.572727272727273)","(7.5, 9.4, 9.021917808219179)"
