,Desert Safari,Hes For The Girls,Mishani Maverick,Quasimoto,Royal Entrance,Sonny Daze,Worx,Limero
07-01-2023 12:30:48.137793,"(9.0, 10.5, 10.188311688311689)","(71.0, 110.0, 101.66666666666667)","(61.0, 90.0, 87.5)","(4.6, 6.4, 6.377011494252874)","(2.3, 2.78, 2.764)","(11.0, 12.5, 12.3)","(6.0, 6.8, 6.765408805031447)","(7.5, 8.6, 8.52063492063492)"
07-01-2023 12:30:49.137327,"(9.0, 10.5, 10.23611111111111)","(71.0, 110.0, 102.85714285714286)","(61.0, 90.0, 87.5)","(4.6, 6.4, 6.345283018867925)","(2.3, 2.78, 2.761085271317829)","(11.0, 12.5, 12.3)","(6.0, 6.8, 6.765408805031447)","(7.5, 8.6, 8.52063492063492)"
07-01-2023 12:30:50.157448,"(9.0, 10.5, 10.23611111111111)","(71.0, 110.0, 102.85714285714286)","(61.0, 90.0, 87.5)","(4.6, 6.4, 6.345283018867925)","(2.3, 2.78, 2.761085271317829)","(11.0, 12.5, 12.3)","(6.0, 6.8, 6.756083086053412)","(7.5, 8.6, 8.52063492063492)"
07-01-2023 12:30:51.259882,"(9.0, 10.5, 10.23611111111111)","(71.0, 110.0, 102.85714285714286)","(61.0, 90.0, 87.5)","(4.6, 6.4, 6.345283018867925)","(2.3, 2.78, 2.761085271317829)","(11.0, 12.5, 12.3)","(6.0, 6.8, 6.758433734939759)","(7.5, 8.6, 8.52063492063492)"
07-01-2023 12:30:52.460686,"(9.0, 10.5, 10.25)","(71.0, 110.0, 102.85714285714286)","(61.0, 90.0, 87.5)","(4.6, 6.4, 6.345283018867925)","(2.3, 2.78, 2.761085271317829)","(11.0, 12.5, 12.3)","(6.0, 6.8, 6.758433734939759)","(7.5, 8.6, 8.52063492063492)"
07-01-2023 12:30:53.599894,"(9.0, 10.5, 10.25)","(71.0, 110.0, 102.85714285714286)","(61.0, 90.0, 87.5)","(4.6, 6.4, 6.342592592592593)","(2.3, 2.78, 2.760933333333333)","(11.0, 12.5, 12.3)","(6.0, 6.8, 6.758433734939759)","(7.5, 8.6, 8.52063492063492)"
07-01-2023 12:30:54.696594,"(9.0, 10.5, 10.245192307692308)","(71.0, 110.0, 102.85714285714286)","(61.0, 90.0, 87.5)","(4.6, 6.4, 6.342592592592593)","(2.3, 2.78, 2.760933333333333)","(11.0, 12.5, 12.38)","(6.0, 6.8, 6.764890282131661)","(7.5, 8.6, 8.52063492063492)"
07-01-2023 12:30:55.769653,"(9.0, 10.5, 10.245192307692308)","(71.0, 110.0, 102.85714285714286)","(61.0, 90.0, 87.5)","(4.6, 6.4, 6.342592592592593)","(2.3, 2.78, 2.760933333333333)","(11.0, 12.5, 12.327586206896552)","(6.0, 6.8, 6.76085626911315)","(7.5, 8.6, 8.52063492063492)"
07-01-2023 12:30:56.913486,"(9.0, 10.5, 10.227678571428571)","(71.0, 110.0, 100.625)","(61.0, 90.0, 87.5)","(4.6, 6.4, 6.342592592592593)","(2.3, 2.78, 2.760933333333333)","(11.0, 12.5, 12.327586206896552)","(6.0, 6.8, 6.76085626911315)","(7.5, 8.6, 8.52063492063492)"
07-01-2023 12:30:58.073309,"(9.0, 10.5, 10.227678571428571)","(71.0, 110.0, 101.66666666666667)","(61.0, 90.0, 87.5)","(4.6, 6.4, 6.342592592592593)","(2.3, 2.78, 2.7609929078014184)","(11.0, 12.5, 12.327586206896552)","(6.0, 6.8, 6.762345679012346)","(7.5, 8.6, 8.52063492063492)"
07-01-2023 12:30:59.213275,"(9.0, 10.5, 10.231818181818182)","(71.0, 110.0, 101.66666666666667)","(61.0, 90.0, 84.5)","(4.6, 6.4, 6.344600938967137)","(2.3, 2.78, 2.7474316939890713)","(11.0, 12.5, 12.341726618705035)","(6.0, 6.8, 6.766442953020134)","(7.5, 8.6, 8.513207547169811)"
07-01-2023 12:31:00.395171,"(9.0, 10.5, 10.255)","(71.0, 110.0, 101.66666666666667)","(61.0, 95.0, 84.5)","(4.6, 6.4, 6.344600938967137)","(2.3, 2.76, 2.7474316939890713)","(11.0, 12.5, 12.341726618705035)","(6.0, 6.8, 6.76051779935275)","(7.5, 8.6, 8.513207547169811)"
07-01-2023 12:31:01.586860,"(9.0, 10.5, 10.255)","(71.0, 110.0, 101.66666666666667)","(61.0, 95.0, 84.5)","(4.6, 6.4, 6.344600938967137)","(2.3, 2.76, 2.7474316939890713)","(11.0, 12.5, 12.341726618705035)","(6.0, 6.8, 6.76051779935275)","(7.5, 8.6, 8.513207547169811)"
07-01-2023 12:31:02.848184,"(9.0, 10.5, 10.255)","(71.0, 110.0, 101.66666666666667)","(61.0, 95.0, 89.75)","(4.6, 6.4, 6.348858447488585)","(2.3, 2.76, 2.773548387096774)","(11.0, 12.5, 12.659090909090908)","(6.0, 6.8, 6.765605095541401)","(7.5, 8.6, 8.331333333333333)"
07-01-2023 12:31:03.940977,"(9.0, 9.8, 9.736)","(71.0, 110.0, 105.83333333333333)","(61.0, 95.0, 89.75)","(4.6, 6.4, 6.348858447488585)","(2.3, 2.78, 2.773548387096774)","(11.0, 13.0, 12.659090909090908)","(6.0, 6.8, 6.765605095541401)","(7.5, 8.4, 8.331333333333333)"
07-01-2023 12:31:05.010539,"(9.0, 9.6, 9.399999999999999)","(71.0, 110.0, 106.5909090909091)","(61.0, 95.0, 89.75)","(4.6, 6.4, 6.369791666666667)","(2.3, 2.78, 2.7778571428571426)","(11.0, 13.0, 12.820224719101123)","(6.0, 6.8, 6.779930795847751)","(7.5, 8.4, 8.359514170040486)"
07-01-2023 12:31:06.115601,"(9.0, 9.4, 9.1625)","(71.0, 110.0, 106.5909090909091)","(61.0, 95.0, 89.75)","(4.6, 6.4, 6.372248803827752)","(2.3, 2.78, 2.7778571428571426)","(11.0, 13.0, 12.8375)","(6.0, 6.8, 6.79047619047619)","(7.5, 8.4, 8.361864406779661)"
07-01-2023 12:31:07.210275,"(9.0, 9.4, 9.188888888888888)","(71.0, 110.0, 106.5909090909091)","(61.0, 95.0, 89.75)","(4.6, 6.6, 6.505084745762711)","(2.3, 2.78, 2.7778571428571426)","(11.0, 13.0, 12.8375)","(6.0, 6.8, 6.79047619047619)","(7.5, 8.4, 8.361864406779661)"
07-01-2023 12:31:08.292800,"(9.0, 9.2, 9.05)","(71.0, 110.0, 106.5909090909091)","(61.0, 95.0, 89.75)","(4.6, 6.4, 6.371751412429379)","(2.3, 2.78, 2.7783606557377047)","(11.0, 13.0, 12.86)","(6.0, 6.8, 6.79047619047619)","(7.5, 8.4, 8.361864406779661)"
07-01-2023 12:31:09.416178,"(9.0, 9.2, 9.05)","(71.0, 110.0, 103.75)","(61.0, 95.0, 89.75)","(4.6, 6.4, 6.371751412429379)","(2.3, 2.78, 2.7783606557377047)","(11.0, 13.0, 12.854166666666666)","(6.0, 6.8, 6.79047619047619)","(7.5, 8.4, 8.361864406779661)"
07-01-2023 12:31:10.494564,"(9.0, 9.2, 9.05)","(71.0, 110.0, 108.0)","(61.0, 95.0, 89.75)","(4.6, 6.4, 6.371751412429379)","(2.3, 2.78, 2.7781012658227846)","(11.0, 13.0, 12.863636363636363)","(6.0, 6.8, 6.79047619047619)","(7.5, 8.4, 8.340284360189573)"
07-01-2023 12:31:11.532931,"(9.0, 9.6, 9.272727272727272)","(71.0, 110.0, 108.0)","(61.0, 95.0, 89.75)","(4.6, 6.4, 6.371751412429379)","(2.3, 2.78, 2.7781012658227846)","(11.0, 13.0, 12.863636363636363)","(6.0, 6.8, 6.789803921568628)","(7.5, 8.4, 8.340284360189573)"
07-01-2023 12:31:12.935933,"(9.0, 9.4, 9.295652173913043)","(71.0, 110.0, 108.75)","(61.0, 95.0, 89.75)","(4.6, 6.4, 6.368553459119497)","(2.3, 2.78, 2.772682926829268)","(11.0, 13.0, 12.863636363636363)","(6.0, 7.0, 6.787961165048544)","(7.5, 8.4, 8.340284360189573)"
07-01-2023 12:31:13.964092,"(9.0, 9.4, 9.295652173913043)","(71.0, 110.0, 108.75)","(61.0, 95.0, 89.75)","(4.6, 6.4, 6.368553459119497)","(2.3, 2.8, 2.7772809667673712)","(11.0, 13.0, 12.822784810126583)","(6.0, 7.0, 6.754729729729729)","(7.5, 8.4, 8.337037037037037)"
07-01-2023 12:31:15.124118,"(9.0, 9.4, 9.295652173913043)","(71.0, 110.0, 108.75)","(61.0, 95.0, 89.47368421052632)","(4.6, 6.6, 6.363414634146341)","(2.3, 2.8, 2.8168627450980392)","(11.0, 13.0, 12.807692307692308)","(6.0, 6.8, 6.75547703180212)","(7.5, 8.4, 8.334615384615384)"
07-01-2023 12:31:16.252635,"(9.0, 9.4, 9.316666666666666)","(71.0, 110.0, 108.33333333333333)","(61.0, 95.0, 89.47368421052632)","(4.6, 6.4, 6.363414634146341)","(2.3, 2.82, 2.8179166666666666)","(11.0, 13.0, 12.773684210526316)","(6.0, 6.8, 6.75547703180212)","(7.5, 8.4, 8.334615384615384)"
07-01-2023 12:31:17.435289,"(9.0, 9.4, 9.316666666666666)","(71.0, 110.0, 108.33333333333333)","(61.0, 95.0, 89.47368421052632)","(4.6, 6.4, 6.363414634146341)","(2.3, 2.82, 2.8179166666666666)","(11.0, 13.0, 12.781725888324873)","(6.0, 6.8, 6.75547703180212)","(7.5, 8.4, 8.334615384615384)"
07-01-2023 12:31:18.735576,"(9.0, 9.4, 9.316666666666666)","(71.0, 110.0, 108.33333333333333)","(61.0, 95.0, 89.47368421052632)","(4.6, 6.4, 6.363414634146341)","(2.3, 2.82, 2.813684210526316)","(11.0, 13.0, 12.858757062146893)","(6.0, 6.8, 6.75547703180212)","(7.5, 8.4, 8.334615384615384)"
07-01-2023 12:31:19.972028,"(9.0, 9.2, 9.125)","(71.0, 110.0, 108.33333333333333)","(61.0, 95.0, 89.47368421052632)","(4.6, 6.4, 6.363414634146341)","(2.3, 2.82, 2.813684210526316)","(11.0, 13.0, 12.858757062146893)","(6.0, 6.8, 6.764179104477612)","(7.5, 8.4, 8.516853932584269)"
07-01-2023 12:31:21.081787,"(9.0, 9.2, 9.125)","(71.0, 110.0, 108.33333333333333)","(61.0, 95.0, 89.47368421052632)","(4.6, 6.4, 6.363414634146341)","(2.3, 2.82, 2.8086567164179104)","(11.0, 13.0, 12.858757062146893)","(6.0, 6.8, 6.770542635658915)","(7.5, 8.6, 8.517391304347825)"
07-01-2023 12:31:22.160955,"(9.0, 9.2, 9.125)","(71.0, 110.0, 108.33333333333333)","(61.0, 95.0, 89.47368421052632)","(4.6, 6.4, 6.363414634146341)","(2.3, 2.82, 2.8086567164179104)","(11.0, 13.0, 12.858757062146893)","(6.0, 6.8, 6.788983050847458)","(7.5, 8.6, 8.52041884816754)"
07-01-2023 12:31:23.284447,"(9.0, 9.2, 9.09090909090909)","(71.0, 110.0, 108.33333333333333)","(61.0, 95.0, 89.47368421052632)","(4.6, 6.4, 6.363414634146341)","(2.3, 2.82, 2.8086567164179104)","(11.0, 13.0, 12.858757062146893)","(6.0, 6.8, 6.788983050847458)","(7.5, 8.6, 8.52041884816754)"
07-01-2023 12:31:24.405476,"(9.0, 9.2, 9.09090909090909)","(71.0, 110.0, 109.0909090909091)","(61.0, 95.0, 89.47368421052632)","(4.6, 6.4, 6.361038961038961)","(2.3, 2.82, 2.8066666666666666)","(11.0, 13.0, 12.858757062146893)","(6.0, 6.8, 6.788983050847458)","(7.5, 8.6, 8.423255813953489)"
07-01-2023 12:31:25.492241,"(9.0, 9.2, 9.04)","(71.0, 110.0, 109.0909090909091)","(61.0, 95.0, 89.47368421052632)","(4.6, 6.4, 6.361038961038961)","(2.3, 2.82, 2.8066666666666666)","(11.0, 13.0, 12.858757062146893)","(6.0, 6.8, 6.788983050847458)","(7.5, 8.6, 8.457142857142857)"
07-01-2023 12:31:26.599530,"(9.0, 9.4, 9.28)","(71.0, 110.0, 109.0909090909091)","(61.0, 95.0, 89.47368421052632)","(4.6, 6.4, 6.358904109589042)","(2.3, 2.82, 2.8066666666666666)","(11.0, 13.0, 12.486486486486486)","(6.0, 6.8, 6.788983050847458)","(7.5, 8.6, 8.457142857142857)"
07-01-2023 12:31:27.733705,"(9.0, 9.6, 9.5864406779661)","(71.0, 110.0, 109.0909090909091)","(61.0, 95.0, 89.47368421052632)","(4.6, 6.4, 6.358904109589042)","(2.3, 2.82, 2.8066666666666666)","(11.0, 12.5, 12.486486486486486)","(6.0, 6.8, 6.779838709677419)","(7.5, 8.6, 8.457142857142857)"
07-01-2023 12:31:28.837148,"(9.0, 9.6, 9.523076923076923)","(71.0, 110.0, 109.0909090909091)","(61.0, 95.0, 89.47368421052632)","(4.6, 6.4, 6.345911949685535)","(2.3, 2.82, 2.798285714285714)","(11.0, 12.5, 12.485507246376812)","(6.0, 6.8, 6.779838709677419)","(7.5, 8.6, 8.457142857142857)"
07-01-2023 12:31:30.049012,"(9.0, 9.6, 9.504761904761905)","(71.0, 110.0, 109.0)","(61.0, 95.0, 89.16666666666667)","(4.6, 6.4, 6.3545454545454545)","(2.3, 2.82, 2.7957777777777775)","(11.0, 12.5, 12.068345323741006)","(6.0, 7.0, 6.853900709219858)","(7.5, 8.6, 8.469565217391304)"
07-01-2023 12:31:31.115863,"(9.0, 9.4, 9.3)","(71.0, 110.0, 109.0)","(61.0, 95.0, 88.82352941176471)","(4.6, 6.4, 6.374311926605505)","(2.3, 2.8, 2.7915555555555556)","(11.0, 12.5, 11.88659793814433)","(6.0, 7.0, 6.853900709219858)","(7.5, 8.6, 8.469565217391304)"
07-01-2023 12:31:32.192638,"(9.0, 9.6, 9.399999999999999)","(71.0, 110.0, 109.0)","(61.0, 95.0, 88.82352941176471)","(4.6, 6.4, 6.2250000000000005)","(2.3, 2.8, 2.7915555555555556)","(11.0, 12.0, 11.987012987012987)","(6.0, 7.0, 6.852054794520548)","(7.5, 8.6, 8.549579831932773)"
07-01-2023 12:31:33.294290,"(9.0, 9.6, 9.399999999999999)","(71.0, 110.0, 109.0)","(61.0, 95.0, 88.82352941176471)","(4.6, 6.6, 6.410256410256411)","(2.3, 2.8, 2.7883999999999998)","(11.0, 12.0, 11.928571428571429)","(6.0, 7.0, 6.851351351351351)","(7.5, 8.6, 8.545228215767635)"
07-01-2023 12:31:34.441924,"(8.5, 9.6, 9.505882352941176)","(71.0, 110.0, 109.0)","(61.0, 95.0, 88.82352941176471)","(4.6, 6.6, 6.409756097560976)","(2.3, 2.8, 2.7883999999999998)","(11.0, 12.0, 11.932926829268293)","(6.0, 7.0, 6.820408163265306)","(7.5, 8.6, 8.393396226415094)"
07-01-2023 12:31:35.581430,"(8.5, 9.8, 9.608695652173914)","(71.0, 110.0, 109.0)","(61.0, 95.0, 88.82352941176471)","(4.6, 6.6, 6.409756097560976)","(2.3, 2.8, 2.7883999999999998)","(11.0, 12.0, 11.932926829268293)","(6.0, 7.0, 6.820408163265306)","(7.5, 8.4, 8.377678571428572)"
07-01-2023 12:31:36.882744,"(8.5, 9.8, 9.56)","(71.0, 110.0, 109.0)","(61.0, 95.0, 88.82352941176471)","(4.6, 6.6, 6.409756097560976)","(2.3, 2.8, 2.7883999999999998)","(11.0, 12.0, 11.932926829268293)","(6.0, 7.0, 6.820408163265306)","(7.5, 8.4, 8.377678571428572)"
07-01-2023 12:31:38.104379,"(8.5, 9.8, 9.56)","(71.0, 110.0, 109.0)","(61.0, 95.0, 88.82352941176471)","(4.6, 6.6, 6.4125000000000005)","(2.3, 2.8, 2.7915555555555556)","(11.0, 12.0, 11.987804878048781)","(6.0, 7.0, 6.810672853828306)","(7.5, 8.4, 8.377678571428572)"
07-01-2023 12:31:39.295072,"(8.5, 9.8, 9.646153846153847)","(71.0, 110.0, 109.0)","(61.0, 95.0, 88.82352941176471)","(4.6, 6.6, 6.4125000000000005)","(2.3, 2.8, 2.7915555555555556)","(11.0, 12.0, 11.987804878048781)","(6.0, 7.0, 6.810672853828306)","(7.5, 8.4, 8.37927927927928)"
07-01-2023 12:31:40.430502,"(8.5, 9.8, 9.646153846153847)","(71.0, 110.0, 109.0)","(61.0, 95.0, 88.82352941176471)","(4.6, 6.6, 6.4125000000000005)","(2.4, 2.8, 2.793090909090909)","(11.0, 12.0, 11.987804878048781)","(6.0, 7.0, 6.810672853828306)","(7.5, 8.4, 8.37927927927928)"
07-01-2023 12:31:41.475018,"(8.5, 9.8, 9.646153846153847)","(71.0, 110.0, 109.0)","(61.0, 95.0, 88.82352941176471)","(4.6, 6.6, 6.4125000000000005)","(2.4, 2.8, 2.793090909090909)","(11.0, 12.0, 11.987804878048781)","(6.0, 7.0, 6.802678571428571)","(7.5, 8.4, 8.37927927927928)"
07-01-2023 12:31:42.556192,"(8.5, 9.8, 9.663636363636364)","(71.0, 110.0, 109.0)","(61.0, 95.0, 88.82352941176471)","(4.6, 6.6, 6.4125000000000005)","(2.4, 2.8, 2.793090909090909)","(11.0, 12.0, 11.987804878048781)","(6.0, 7.0, 6.802678571428571)","(7.5, 8.4, 8.37927927927928)"
07-01-2023 12:31:43.719144,"(8.5, 9.8, 9.663636363636364)","(71.0, 110.0, 109.0)","(61.0, 95.0, 88.82352941176471)","(4.6, 6.6, 6.465168539325843)","(2.4, 2.8, 2.793090909090909)","(11.0, 12.0, 11.987012987012987)","(6.0, 7.0, 6.784552845528455)","(7.5, 8.4, 8.37927927927928)"
07-01-2023 12:31:44.912721,"(8.5, 9.8, 9.663636363636364)","(71.0, 110.0, 109.0)","(61.0, 95.0, 88.82352941176471)","(4.6, 6.6, 6.5025641025641026)","(2.4, 2.8, 2.793090909090909)","(11.0, 12.0, 11.987012987012987)","(6.0, 7.0, 6.781237524950099)","(7.5, 8.4, 8.37927927927928)"
07-01-2023 12:31:46.054991,"(8.5, 9.8, 9.729411764705883)","(71.0, 110.0, 109.0)","(61.0, 95.0, 88.82352941176471)","(4.6, 6.6, 6.48)","(2.4, 2.8, 2.796346153846154)","(11.0, 12.0, 11.88586956521739)","(6.0, 7.0, 6.756626506024096)","(7.5, 8.4, 8.37927927927928)"
07-01-2023 12:31:47.130798,"(8.5, 9.8, 9.746666666666668)","(71.0, 110.0, 109.0)","(61.0, 95.0, 88.82352941176471)","(4.6, 6.6, 6.48)","(2.4, 2.8, 2.796346153846154)","(11.0, 12.0, 11.88586956521739)","(6.0, 6.8, 6.756626506024096)","(7.5, 8.4, 8.37927927927928)"
07-01-2023 12:31:48.194206,"(8.5, 9.8, 9.746666666666668)","(71.0, 110.0, 109.0)","(61.0, 95.0, 88.82352941176471)","(4.6, 6.6, 6.48)","(2.4, 2.8, 2.796859504132231)","(11.0, 12.0, 11.88586956521739)","(6.0, 6.8, 6.7535433070866135)","(7.5, 8.4, 8.378995433789955)"
07-01-2023 12:31:49.190513,"(8.5, 10.0, 9.703529411764706)","(71.0, 110.0, 109.0)","(61.0, 95.0, 88.82352941176471)","(4.6, 6.6, 6.48)","(2.4, 2.8, 2.796859504132231)","(11.0, 12.0, 11.88586956521739)","(6.0, 6.8, 6.7535433070866135)","(7.5, 8.4, 8.378995433789955)"
07-01-2023 12:31:50.300114,"(8.5, 10.0, 9.840540540540541)","(71.0, 110.0, 109.0)","(61.0, 90.0, 88.33333333333333)","(4.6, 6.6, 6.478947368421053)","(2.4, 2.8, 2.790828025477707)","(11.0, 12.0, 11.881720430107526)","(6.0, 6.8, 6.751750972762646)","(7.5, 8.4, 8.365400843881856)"
07-01-2023 12:31:51.360299,"(8.5, 9.8, 9.741935483870968)","(71.0, 110.0, 108.0)","(61.0, 85.0, 84.5)","(4.6, 6.6, 6.435643564356436)","(2.4, 2.8, 2.7868085106382976)","(11.0, 12.0, 11.930232558139535)","(6.0, 6.8, 6.7831683168316825)","(7.5, 8.6, 8.457142857142857)"
07-01-2023 12:31:52.514870,"(8.5, 10.0, 9.837837837837837)","(71.0, 110.0, 108.88888888888889)","(61.0, 85.0, 80.0)","(4.6, 6.6, 6.433333333333334)","(2.4, 2.8, 2.7868085106382976)","(11.0, 12.0, 11.925287356321839)","(6.0, 7.0, 6.7868686868686865)","(7.5, 8.6, 8.552095808383234)"
07-01-2023 12:31:53.557922,"(8.5, 9.8, 9.741935483870968)","(71.0, 110.0, 108.88888888888889)","(61.0, 85.0, 76.17647058823529)","(4.6, 6.6, 6.433333333333334)","(2.4, 2.8, 2.7868085106382976)","(11.0, 12.0, 11.925287356321839)","(6.0, 6.8, 6.7868686868686865)","(7.5, 8.6, 8.552095808383234)"
07-01-2023 12:31:54.604628,"(8.5, 9.8, 9.767272727272728)","(71.0, 110.0, 108.88888888888889)","(61.0, 85.0, 75.0)","(4.6, 6.6, 6.433333333333334)","(2.4, 2.8, 2.7868085106382976)","(11.0, 12.0, 11.925287356321839)","(6.0, 6.8, 6.7868686868686865)","(7.5, 8.6, 8.552095808383234)"
07-01-2023 12:31:55.667060,"(8.5, 9.8, 9.767272727272728)","(71.0, 110.0, 107.5)","(61.0, 85.0, 75.0)","(4.6, 6.6, 6.433333333333334)","(2.4, 2.8, 2.792307692307692)","(11.0, 12.0, 11.971428571428572)","(6.0, 6.8, 6.77737556561086)","(7.5, 8.6, 8.72)"
07-01-2023 12:31:56.833261,"(8.5, 10.0, 9.908333333333333)","(71.0, 110.0, 106.66666666666667)","(61.0, 85.0, 74.0909090909091)","(4.6, 6.6, 6.409756097560976)","(2.4, 2.8, 2.7805128205128202)","(11.0, 12.0, 11.94)","(6.0, 7.0, 6.7757847533632285)","(7.5, 8.8, 8.673076923076923)"
07-01-2023 12:31:58.002172,"(8.5, 10.0, 9.9)","(71.0, 110.0, 106.66666666666667)","(61.0, 85.0, 74.0909090909091)","(4.6, 6.6, 6.410256410256411)","(2.4, 2.8, 2.786181818181818)","(11.0, 12.0, 11.947058823529412)","(6.0, 7.0, 6.7889908256880735)","(7.5, 8.8, 8.364814814814816)"
07-01-2023 12:31:59.149381,"(8.5, 10.5, 9.98529411764706)","(71.0, 110.0, 106.66666666666667)","(61.0, 85.0, 74.0909090909091)","(4.8, 6.6, 6.4)","(2.4, 2.8, 2.7669387755102037)","(10.0, 12.0, 11.947058823529412)","(6.0, 7.0, 6.790519187358917)","(7.5, 8.4, 8.347747747747748)"
07-01-2023 12:32:00.257550,"(8.5, 10.5, 10.125)","(71.0, 110.0, 106.66666666666667)","(61.0, 85.0, 74.0909090909091)","(4.8, 6.4, 6.378048780487806)","(2.4, 2.78, 2.7970053475935828)","(10.0, 12.0, 11.963414634146341)","(6.0, 7.0, 6.793577981651376)","(7.5, 8.4, 8.347747747747748)"
07-01-2023 12:32:01.365096,"(8.5, 10.5, 10.21875)","(71.0, 110.0, 106.66666666666667)","(61.0, 85.0, 79.54545454545455)","(4.8, 6.4, 6.372781065088757)","(2.4, 2.8, 2.7955080213903742)","(10.0, 12.0, 11.94186046511628)","(6.0, 7.0, 6.780728051391863)","(7.5, 8.4, 8.347747747747748)"
07-01-2023 12:32:02.418738,"(8.5, 10.5, 10.21875)","(71.0, 110.0, 106.66666666666667)","(61.0, 85.0, 79.54545454545455)","(4.8, 6.4, 6.371250000000001)","(2.4, 2.8, 2.7855319148936166)","(10.0, 12.0, 11.94186046511628)","(6.0, 7.0, 6.780728051391863)","(7.5, 8.4, 8.347747747747748)"
07-01-2023 12:32:03.502252,"(8.5, 10.5, 10.21875)","(71.0, 110.0, 106.66666666666667)","(61.0, 80.0, 76.36363636363636)","(4.8, 6.4, 6.371250000000001)","(2.4, 2.8, 2.7855319148936166)","(10.0, 12.0, 11.94186046511628)","(6.0, 7.0, 6.786313465783664)","(7.5, 8.4, 8.304132231404958)"
07-01-2023 12:32:04.486252,"(8.5, 10.5, 10.153846153846153)","(71.0, 110.0, 106.66666666666667)","(61.0, 80.0, 75.83333333333333)","(4.8, 6.4, 6.371250000000001)","(2.4, 2.8, 2.7855319148936166)","(10.0, 12.0, 11.94186046511628)","(6.0, 7.0, 6.794919168591224)","(7.5, 8.4, 8.156140350877193)"
07-01-2023 12:32:05.619118,"(8.5, 10.5, 10.090566037735849)","(71.0, 110.0, 106.66666666666667)","(61.0, 80.0, 75.83333333333333)","(4.8, 6.4, 6.372781065088757)","(2.4, 2.82, 2.798)","(10.0, 12.0, 11.94186046511628)","(6.0, 7.0, 6.794919168591224)","(7.5, 8.2, 8.156140350877193)"
07-01-2023 12:32:06.672511,"(8.5, 10.5, 10.090566037735849)","(71.0, 110.0, 106.66666666666667)","(61.0, 80.0, 75.83333333333333)","(4.8, 6.4, 6.372781065088757)","(2.4, 2.82, 2.798)","(10.0, 12.0, 11.94186046511628)","(6.0, 7.0, 6.794919168591224)","(7.5, 8.2, 8.156140350877193)"
07-01-2023 12:32:07.791803,"(8.5, 10.5, 10.090566037735849)","(71.0, 110.0, 106.66666666666667)","(61.0, 80.0, 75.83333333333333)","(4.8, 6.4, 6.372781065088757)","(2.4, 2.82, 2.796)","(10.0, 12.0, 11.94186046511628)","(6.0, 7.0, 6.794919168591224)","(7.5, 8.2, 8.156140350877193)"
07-01-2023 12:32:08.835705,"(8.5, 10.5, 10.090566037735849)","(71.0, 110.0, 106.66666666666667)","(61.0, 80.0, 75.83333333333333)","(4.8, 6.4, 6.372781065088757)","(2.4, 2.82, 2.7944)","(10.0, 12.0, 11.94186046511628)","(6.0, 7.0, 6.794919168591224)","(7.5, 8.2, 8.14015748031496)"
07-01-2023 12:32:09.874752,"(8.5, 10.5, 10.090566037735849)","(71.0, 110.0, 106.66666666666667)","(61.0, 80.0, 75.83333333333333)","(4.8, 6.4, 6.365591397849463)","(2.4, 2.82, 2.7944)","(10.0, 12.0, 11.94186046511628)","(6.0, 7.0, 6.794919168591224)","(7.5, 8.2, 8.14015748031496)"
07-01-2023 12:32:10.891459,"(8.5, 10.5, 10.090566037735849)","(71.0, 110.0, 106.66666666666667)","(61.0, 80.0, 75.83333333333333)","(4.8, 6.4, 6.365591397849463)","(2.4, 2.82, 2.7944)","(10.0, 12.0, 11.94186046511628)","(6.0, 7.0, 6.794919168591224)","(7.5, 8.2, 8.14015748031496)"
07-01-2023 12:32:12.025634,"(8.5, 10.5, 10.090566037735849)","(71.0, 110.0, 106.66666666666667)","(61.0, 80.0, 75.83333333333333)","(4.8, 6.4, 6.365591397849463)","(2.4, 2.82, 2.8057142857142856)","(10.0, 12.0, 11.94186046511628)","(6.0, 7.0, 6.794919168591224)","(7.5, 8.2, 8.134848484848485)"
07-01-2023 12:32:13.123203,"(8.5, 10.5, 10.090566037735849)","(71.0, 110.0, 106.66666666666667)","(61.0, 80.0, 74.375)","(4.8, 6.4, 6.365591397849463)","(2.4, 2.82, 2.7967441860465114)","(10.0, 12.0, 11.94186046511628)","(6.0, 7.0, 6.794919168591224)","(7.5, 8.2, 8.165217391304347)"
07-01-2023 12:32:14.271264,"(8.5, 10.5, 10.090566037735849)","(71.0, 110.0, 106.66666666666667)","(61.0, 75.0, 74.375)","(4.8, 6.4, 6.364044943820225)","(2.4, 2.82, 2.7967441860465114)","(10.0, 12.0, 11.94186046511628)","(6.0, 7.0, 6.794919168591224)","(7.5, 8.2, 8.144715447154471)"
07-01-2023 12:32:15.353281,"(8.5, 10.5, 10.079545454545455)","(71.0, 110.0, 106.66666666666667)","(61.0, 75.0, 74.375)","(4.8, 6.4, 6.359493670886076)","(2.4, 2.82, 2.793846153846154)","(10.0, 12.0, 11.93421052631579)","(6.0, 7.0, 6.793577981651376)","(7.5, 8.2, 8.25430463576159)"
07-01-2023 12:32:16.441738,"(8.5, 10.5, 10.079545454545455)","(71.0, 110.0, 106.66666666666667)","(61.0, 75.0, 74.375)","(4.8, 6.4, 6.359493670886076)","(2.4, 2.82, 2.8108108108108105)","(10.0, 12.0, 11.93421052631579)","(6.0, 7.0, 6.786725663716814)","(7.5, 8.4, 8.25430463576159)"
