,Our Bella Lucia,Wild Man,Linxx,My Magic Merlin,Waitpinga Lad,Cutty Sark,Murranji Track
10,"[datetime.datetime(2022, 11, 28, 19, 49, 5, 179365), 17.0, 26.0]","[datetime.datetime(2022, 11, 28, 19, 49, 5, 179365), 31.0, 70.0]","[datetime.datetime(2022, 11, 28, 19, 49, 5, 179365), 8.0, 9.8]","[datetime.datetime(2022, 11, 28, 19, 49, 5, 179365), 3.8, 4.9]","[datetime.datetime(2022, 11, 28, 19, 49, 5, 179365), 11.0, 18.0]","[datetime.datetime(2022, 11, 28, 19, 49, 5, 179365), 2.1, 3.1]","[datetime.datetime(2022, 11, 28, 19, 49, 5, 179365), 3.7, 5.8]"
11,"[datetime.datetime(2022, 11, 28, 19, 49, 6, 343980), 17.0, 26.0]","[datetime.datetime(2022, 11, 28, 19, 49, 6, 343980), 31.0, 70.0]","[datetime.datetime(2022, 11, 28, 19, 49, 6, 343980), 8.0, 9.8]","[datetime.datetime(2022, 11, 28, 19, 49, 6, 343980), 3.8, 4.9]","[datetime.datetime(2022, 11, 28, 19, 49, 6, 343980), 11.0, 18.0]","[datetime.datetime(2022, 11, 28, 19, 49, 6, 343980), 2.1, 3.1]","[datetime.datetime(2022, 11, 28, 19, 49, 6, 343980), 3.7, 5.8]"
12,"[datetime.datetime(2022, 11, 28, 19, 49, 7, 510661), 17.0, 26.0]","[datetime.datetime(2022, 11, 28, 19, 49, 7, 510661), 31.0, 70.0]","[datetime.datetime(2022, 11, 28, 19, 49, 7, 510661), 8.0, 9.8]","[datetime.datetime(2022, 11, 28, 19, 49, 7, 510661), 3.8, 4.9]","[datetime.datetime(2022, 11, 28, 19, 49, 7, 510661), 11.0, 18.0]","[datetime.datetime(2022, 11, 28, 19, 49, 7, 510661), 2.1, 3.1]","[datetime.datetime(2022, 11, 28, 19, 49, 7, 510661), 3.7, 5.7]"
13,"[datetime.datetime(2022, 11, 28, 19, 49, 8, 686627), 17.0, 26.0]","[datetime.datetime(2022, 11, 28, 19, 49, 8, 686627), 31.0, 70.0]","[datetime.datetime(2022, 11, 28, 19, 49, 8, 686627), 8.0, 9.8]","[datetime.datetime(2022, 11, 28, 19, 49, 8, 686627), 3.8, 4.9]","[datetime.datetime(2022, 11, 28, 19, 49, 8, 686627), 11.0, 18.0]","[datetime.datetime(2022, 11, 28, 19, 49, 8, 686627), 2.1, 3.1]","[datetime.datetime(2022, 11, 28, 19, 49, 8, 686627), 3.7, 5.7]"
14,"[datetime.datetime(2022, 11, 28, 19, 49, 9, 857389), 17.0, 26.0]","[datetime.datetime(2022, 11, 28, 19, 49, 9, 857389), 31.0, 70.0]","[datetime.datetime(2022, 11, 28, 19, 49, 9, 857389), 8.0, 9.8]","[datetime.datetime(2022, 11, 28, 19, 49, 9, 857389), 3.8, 4.9]","[datetime.datetime(2022, 11, 28, 19, 49, 9, 857389), 11.0, 18.0]","[datetime.datetime(2022, 11, 28, 19, 49, 9, 857389), 2.1, 3.1]","[datetime.datetime(2022, 11, 28, 19, 49, 9, 857389), 3.7, 5.7]"
15,"[datetime.datetime(2022, 11, 28, 19, 49, 11, 27371), 17.0, 26.0]","[datetime.datetime(2022, 11, 28, 19, 49, 11, 27371), 31.0, 70.0]","[datetime.datetime(2022, 11, 28, 19, 49, 11, 27371), 8.0, 9.8]","[datetime.datetime(2022, 11, 28, 19, 49, 11, 27371), 3.8, 4.9]","[datetime.datetime(2022, 11, 28, 19, 49, 11, 27371), 11.0, 18.0]","[datetime.datetime(2022, 11, 28, 19, 49, 11, 27371), 2.1, 3.1]","[datetime.datetime(2022, 11, 28, 19, 49, 11, 27371), 3.7, 5.7]"
16,"[datetime.datetime(2022, 11, 28, 19, 49, 12, 216408), 17.0, 26.0]","[datetime.datetime(2022, 11, 28, 19, 49, 12, 216408), 31.0, 70.0]","[datetime.datetime(2022, 11, 28, 19, 49, 12, 216408), 8.0, 9.8]","[datetime.datetime(2022, 11, 28, 19, 49, 12, 216408), 3.8, 4.9]","[datetime.datetime(2022, 11, 28, 19, 49, 12, 216408), 11.0, 18.0]","[datetime.datetime(2022, 11, 28, 19, 49, 12, 216408), 2.1, 3.1]","[datetime.datetime(2022, 11, 28, 19, 49, 12, 216408), 3.7, 5.7]"
17,"[datetime.datetime(2022, 11, 28, 19, 49, 13, 395297), 17.0, 26.0]","[datetime.datetime(2022, 11, 28, 19, 49, 13, 395297), 31.0, 70.0]","[datetime.datetime(2022, 11, 28, 19, 49, 13, 395297), 8.0, 9.8]","[datetime.datetime(2022, 11, 28, 19, 49, 13, 395297), 3.8, 4.9]","[datetime.datetime(2022, 11, 28, 19, 49, 13, 395297), 11.0, 18.0]","[datetime.datetime(2022, 11, 28, 19, 49, 13, 395297), 2.1, 3.1]","[datetime.datetime(2022, 11, 28, 19, 49, 13, 395297), 3.7, 5.7]"
18,"[datetime.datetime(2022, 11, 28, 19, 49, 14, 559082), 17.0, 26.0]","[datetime.datetime(2022, 11, 28, 19, 49, 14, 559082), 31.0, 70.0]","[datetime.datetime(2022, 11, 28, 19, 49, 14, 559082), 8.0, 9.8]","[datetime.datetime(2022, 11, 28, 19, 49, 14, 559082), 3.8, 4.9]","[datetime.datetime(2022, 11, 28, 19, 49, 14, 559082), 11.0, 18.0]","[datetime.datetime(2022, 11, 28, 19, 49, 14, 559082), 2.1, 3.1]","[datetime.datetime(2022, 11, 28, 19, 49, 14, 559082), 3.7, 5.7]"
19,"[datetime.datetime(2022, 11, 28, 19, 49, 15, 774548), 17.0, 26.0]","[datetime.datetime(2022, 11, 28, 19, 49, 15, 774548), 31.0, 70.0]","[datetime.datetime(2022, 11, 28, 19, 49, 15, 774548), 8.0, 9.8]","[datetime.datetime(2022, 11, 28, 19, 49, 15, 774548), 3.8, 4.9]","[datetime.datetime(2022, 11, 28, 19, 49, 15, 774548), 11.0, 18.0]","[datetime.datetime(2022, 11, 28, 19, 49, 15, 774548), 2.1, 3.2]","[datetime.datetime(2022, 11, 28, 19, 49, 15, 774548), 3.7, 5.7]"
20,"[datetime.datetime(2022, 11, 28, 19, 49, 16, 955646), 17.0, 26.0]","[datetime.datetime(2022, 11, 28, 19, 49, 16, 955646), 31.0, 70.0]","[datetime.datetime(2022, 11, 28, 19, 49, 16, 955646), 8.0, 9.8]","[datetime.datetime(2022, 11, 28, 19, 49, 16, 955646), 3.8, 4.8]","[datetime.datetime(2022, 11, 28, 19, 49, 16, 955646), 11.0, 18.0]","[datetime.datetime(2022, 11, 28, 19, 49, 16, 955646), 2.1, 3.15]","[datetime.datetime(2022, 11, 28, 19, 49, 16, 955646), 3.7, 5.6]"
21,"[datetime.datetime(2022, 11, 28, 19, 49, 18, 122951), 17.0, 26.0]","[datetime.datetime(2022, 11, 28, 19, 49, 18, 122951), 31.0, 70.0]","[datetime.datetime(2022, 11, 28, 19, 49, 18, 122951), 8.0, 9.8]","[datetime.datetime(2022, 11, 28, 19, 49, 18, 122951), 3.8, 4.8]","[datetime.datetime(2022, 11, 28, 19, 49, 18, 122951), 11.0, 18.0]","[datetime.datetime(2022, 11, 28, 19, 49, 18, 122951), 2.1, 3.15]","[datetime.datetime(2022, 11, 28, 19, 49, 18, 122951), 3.7, 5.6]"
22,"[datetime.datetime(2022, 11, 28, 19, 49, 19, 290576), 17.0, 26.0]","[datetime.datetime(2022, 11, 28, 19, 49, 19, 290576), 31.0, 70.0]","[datetime.datetime(2022, 11, 28, 19, 49, 19, 290576), 8.0, 9.8]","[datetime.datetime(2022, 11, 28, 19, 49, 19, 290576), 3.8, 4.8]","[datetime.datetime(2022, 11, 28, 19, 49, 19, 290576), 11.0, 18.0]","[datetime.datetime(2022, 11, 28, 19, 49, 19, 290576), 2.1, 3.15]","[datetime.datetime(2022, 11, 28, 19, 49, 19, 290576), 3.7, 5.5]"
23,"[datetime.datetime(2022, 11, 28, 19, 49, 20, 450955), 17.0, 26.0]","[datetime.datetime(2022, 11, 28, 19, 49, 20, 450955), 31.0, 70.0]","[datetime.datetime(2022, 11, 28, 19, 49, 20, 450955), 8.0, 9.8]","[datetime.datetime(2022, 11, 28, 19, 49, 20, 450955), 3.8, 4.8]","[datetime.datetime(2022, 11, 28, 19, 49, 20, 450955), 11.0, 18.0]","[datetime.datetime(2022, 11, 28, 19, 49, 20, 450955), 2.1, 3.15]","[datetime.datetime(2022, 11, 28, 19, 49, 20, 450955), 3.7, 5.5]"
24,"[datetime.datetime(2022, 11, 28, 19, 49, 21, 614400), 17.0, 26.0]","[datetime.datetime(2022, 11, 28, 19, 49, 21, 614400), 31.0, 70.0]","[datetime.datetime(2022, 11, 28, 19, 49, 21, 614400), 8.0, 9.8]","[datetime.datetime(2022, 11, 28, 19, 49, 21, 614400), 3.8, 4.8]","[datetime.datetime(2022, 11, 28, 19, 49, 21, 614400), 11.0, 18.0]","[datetime.datetime(2022, 11, 28, 19, 49, 21, 614400), 2.1, 3.15]","[datetime.datetime(2022, 11, 28, 19, 49, 21, 614400), 3.7, 5.5]"
25,"[datetime.datetime(2022, 11, 28, 19, 49, 22, 786240), 17.0, 26.0]","[datetime.datetime(2022, 11, 28, 19, 49, 22, 786240), 31.0, 70.0]","[datetime.datetime(2022, 11, 28, 19, 49, 22, 786240), 8.0, 9.8]","[datetime.datetime(2022, 11, 28, 19, 49, 22, 786240), 3.8, 4.8]","[datetime.datetime(2022, 11, 28, 19, 49, 22, 786240), 11.0, 18.0]","[datetime.datetime(2022, 11, 28, 19, 49, 22, 786240), 2.1, 3.15]","[datetime.datetime(2022, 11, 28, 19, 49, 22, 786240), 3.7, 5.5]"
26,"[datetime.datetime(2022, 11, 28, 19, 49, 23, 952128), 17.0, 26.0]","[datetime.datetime(2022, 11, 28, 19, 49, 23, 952128), 31.0, 70.0]","[datetime.datetime(2022, 11, 28, 19, 49, 23, 952128), 8.0, 9.8]","[datetime.datetime(2022, 11, 28, 19, 49, 23, 952128), 3.8, 4.8]","[datetime.datetime(2022, 11, 28, 19, 49, 23, 952128), 11.0, 18.0]","[datetime.datetime(2022, 11, 28, 19, 49, 23, 952128), 2.1, 3.15]","[datetime.datetime(2022, 11, 28, 19, 49, 23, 952128), 3.7, 5.5]"
27,"[datetime.datetime(2022, 11, 28, 19, 49, 25, 117714), 17.0, 26.0]","[datetime.datetime(2022, 11, 28, 19, 49, 25, 117714), 31.0, 70.0]","[datetime.datetime(2022, 11, 28, 19, 49, 25, 117714), 8.0, 9.8]","[datetime.datetime(2022, 11, 28, 19, 49, 25, 117714), 3.8, 4.8]","[datetime.datetime(2022, 11, 28, 19, 49, 25, 117714), 11.0, 18.0]","[datetime.datetime(2022, 11, 28, 19, 49, 25, 117714), 2.1, 3.15]","[datetime.datetime(2022, 11, 28, 19, 49, 25, 117714), 3.7, 5.5]"
28,"[datetime.datetime(2022, 11, 28, 19, 49, 26, 283793), 17.0, 26.0]","[datetime.datetime(2022, 11, 28, 19, 49, 26, 283793), 31.0, 70.0]","[datetime.datetime(2022, 11, 28, 19, 49, 26, 283793), 8.0, 9.8]","[datetime.datetime(2022, 11, 28, 19, 49, 26, 283793), 3.8, 4.8]","[datetime.datetime(2022, 11, 28, 19, 49, 26, 283793), 11.0, 18.0]","[datetime.datetime(2022, 11, 28, 19, 49, 26, 283793), 2.1, 3.15]","[datetime.datetime(2022, 11, 28, 19, 49, 26, 283793), 3.7, 5.5]"
29,"[datetime.datetime(2022, 11, 28, 19, 49, 27, 471388), 17.0, 26.0]","[datetime.datetime(2022, 11, 28, 19, 49, 27, 471388), 31.0, 70.0]","[datetime.datetime(2022, 11, 28, 19, 49, 27, 471388), 8.0, 9.8]","[datetime.datetime(2022, 11, 28, 19, 49, 27, 471388), 3.8, 4.8]","[datetime.datetime(2022, 11, 28, 19, 49, 27, 471388), 11.0, 18.0]","[datetime.datetime(2022, 11, 28, 19, 49, 27, 471388), 2.1, 3.15]","[datetime.datetime(2022, 11, 28, 19, 49, 27, 471388), 3.7, 5.5]"
30,"[datetime.datetime(2022, 11, 28, 19, 49, 28, 645100), 17.0, 26.0]","[datetime.datetime(2022, 11, 28, 19, 49, 28, 645100), 31.0, 70.0]","[datetime.datetime(2022, 11, 28, 19, 49, 28, 645100), 8.0, 9.8]","[datetime.datetime(2022, 11, 28, 19, 49, 28, 645100), 3.8, 4.8]","[datetime.datetime(2022, 11, 28, 19, 49, 28, 645100), 11.0, 18.0]","[datetime.datetime(2022, 11, 28, 19, 49, 28, 645100), 2.1, 3.15]","[datetime.datetime(2022, 11, 28, 19, 49, 28, 645100), 3.7, 5.5]"
31,"[datetime.datetime(2022, 11, 28, 19, 49, 29, 815829), 17.0, 26.0]","[datetime.datetime(2022, 11, 28, 19, 49, 29, 815829), 31.0, 70.0]","[datetime.datetime(2022, 11, 28, 19, 49, 29, 815829), 8.0, 9.8]","[datetime.datetime(2022, 11, 28, 19, 49, 29, 815829), 3.8, 4.8]","[datetime.datetime(2022, 11, 28, 19, 49, 29, 815829), 11.0, 18.0]","[datetime.datetime(2022, 11, 28, 19, 49, 29, 815829), 2.1, 3.15]","[datetime.datetime(2022, 11, 28, 19, 49, 29, 815829), 3.7, 5.5]"
32,"[datetime.datetime(2022, 11, 28, 19, 49, 30, 983983), 17.0, 26.0]","[datetime.datetime(2022, 11, 28, 19, 49, 30, 983983), 31.0, 70.0]","[datetime.datetime(2022, 11, 28, 19, 49, 30, 983983), 8.0, 9.8]","[datetime.datetime(2022, 11, 28, 19, 49, 30, 983983), 3.8, 4.8]","[datetime.datetime(2022, 11, 28, 19, 49, 30, 983983), 11.0, 18.0]","[datetime.datetime(2022, 11, 28, 19, 49, 30, 983983), 2.1, 3.15]","[datetime.datetime(2022, 11, 28, 19, 49, 30, 983983), 3.7, 5.5]"
33,"[datetime.datetime(2022, 11, 28, 19, 49, 32, 148353), 17.0, 26.0]","[datetime.datetime(2022, 11, 28, 19, 49, 32, 148353), 31.0, 70.0]","[datetime.datetime(2022, 11, 28, 19, 49, 32, 148353), 8.0, 9.8]","[datetime.datetime(2022, 11, 28, 19, 49, 32, 148353), 3.8, 4.8]","[datetime.datetime(2022, 11, 28, 19, 49, 32, 148353), 11.0, 18.0]","[datetime.datetime(2022, 11, 28, 19, 49, 32, 148353), 2.1, 3.15]","[datetime.datetime(2022, 11, 28, 19, 49, 32, 148353), 3.7, 5.5]"
34,"[datetime.datetime(2022, 11, 28, 19, 49, 33, 314965), 17.0, 26.0]","[datetime.datetime(2022, 11, 28, 19, 49, 33, 314965), 31.0, 70.0]","[datetime.datetime(2022, 11, 28, 19, 49, 33, 314965), 8.0, 9.8]","[datetime.datetime(2022, 11, 28, 19, 49, 33, 314965), 3.8, 4.8]","[datetime.datetime(2022, 11, 28, 19, 49, 33, 314965), 11.0, 18.0]","[datetime.datetime(2022, 11, 28, 19, 49, 33, 314965), 2.1, 3.15]","[datetime.datetime(2022, 11, 28, 19, 49, 33, 314965), 3.7, 5.5]"
35,"[datetime.datetime(2022, 11, 28, 19, 49, 34, 483199), 17.0, 26.0]","[datetime.datetime(2022, 11, 28, 19, 49, 34, 483199), 31.0, 70.0]","[datetime.datetime(2022, 11, 28, 19, 49, 34, 483199), 8.0, 9.8]","[datetime.datetime(2022, 11, 28, 19, 49, 34, 483199), 3.8, 4.8]","[datetime.datetime(2022, 11, 28, 19, 49, 34, 483199), 11.0, 18.0]","[datetime.datetime(2022, 11, 28, 19, 49, 34, 483199), 2.1, 3.15]","[datetime.datetime(2022, 11, 28, 19, 49, 34, 483199), 3.7, 5.5]"
36,"[datetime.datetime(2022, 11, 28, 19, 49, 35, 670807), 17.0, 26.0]","[datetime.datetime(2022, 11, 28, 19, 49, 35, 670807), 31.0, 70.0]","[datetime.datetime(2022, 11, 28, 19, 49, 35, 670807), 8.0, 9.8]","[datetime.datetime(2022, 11, 28, 19, 49, 35, 670807), 3.8, 4.8]","[datetime.datetime(2022, 11, 28, 19, 49, 35, 670807), 11.0, 18.0]","[datetime.datetime(2022, 11, 28, 19, 49, 35, 670807), 2.1, 3.15]","[datetime.datetime(2022, 11, 28, 19, 49, 35, 670807), 3.7, 5.5]"
37,"[datetime.datetime(2022, 11, 28, 19, 49, 36, 848930), 17.0, 26.0]","[datetime.datetime(2022, 11, 28, 19, 49, 36, 848930), 31.0, 65.0]","[datetime.datetime(2022, 11, 28, 19, 49, 36, 848930), 8.0, 9.8]","[datetime.datetime(2022, 11, 28, 19, 49, 36, 848930), 3.8, 4.8]","[datetime.datetime(2022, 11, 28, 19, 49, 36, 848930), 11.0, 18.0]","[datetime.datetime(2022, 11, 28, 19, 49, 36, 848930), 2.1, 3.15]","[datetime.datetime(2022, 11, 28, 19, 49, 36, 848930), 3.7, 5.4]"
38,"[datetime.datetime(2022, 11, 28, 19, 49, 38, 8905), 17.0, 26.0]","[datetime.datetime(2022, 11, 28, 19, 49, 38, 8905), 31.0, 65.0]","[datetime.datetime(2022, 11, 28, 19, 49, 38, 8905), 8.0, 9.8]","[datetime.datetime(2022, 11, 28, 19, 49, 38, 8905), 3.8, 4.8]","[datetime.datetime(2022, 11, 28, 19, 49, 38, 8905), 11.0, 18.0]","[datetime.datetime(2022, 11, 28, 19, 49, 38, 8905), 2.1, 3.15]","[datetime.datetime(2022, 11, 28, 19, 49, 38, 8905), 3.7, 5.4]"
39,"[datetime.datetime(2022, 11, 28, 19, 49, 39, 174546), 17.0, 26.0]","[datetime.datetime(2022, 11, 28, 19, 49, 39, 174546), 31.0, 60.0]","[datetime.datetime(2022, 11, 28, 19, 49, 39, 174546), 8.0, 9.8]","[datetime.datetime(2022, 11, 28, 19, 49, 39, 174546), 3.8, 4.8]","[datetime.datetime(2022, 11, 28, 19, 49, 39, 174546), 11.0, 18.0]","[datetime.datetime(2022, 11, 28, 19, 49, 39, 174546), 2.1, 3.15]","[datetime.datetime(2022, 11, 28, 19, 49, 39, 174546), 3.7, 5.3]"
40,"[datetime.datetime(2022, 11, 28, 19, 49, 40, 345120), 17.0, 26.0]","[datetime.datetime(2022, 11, 28, 19, 49, 40, 345120), 31.0, 60.0]","[datetime.datetime(2022, 11, 28, 19, 49, 40, 345120), 8.0, 9.8]","[datetime.datetime(2022, 11, 28, 19, 49, 40, 345120), 3.8, 4.8]","[datetime.datetime(2022, 11, 28, 19, 49, 40, 345120), 11.0, 18.0]","[datetime.datetime(2022, 11, 28, 19, 49, 40, 345120), 2.1, 3.15]","[datetime.datetime(2022, 11, 28, 19, 49, 40, 345120), 3.7, 5.3]"
41,"[datetime.datetime(2022, 11, 28, 19, 49, 41, 536680), 17.0, 26.0]","[datetime.datetime(2022, 11, 28, 19, 49, 41, 536680), 31.0, 60.0]","[datetime.datetime(2022, 11, 28, 19, 49, 41, 536680), 8.0, 9.8]","[datetime.datetime(2022, 11, 28, 19, 49, 41, 536680), 3.8, 4.8]","[datetime.datetime(2022, 11, 28, 19, 49, 41, 536680), 11.0, 18.0]","[datetime.datetime(2022, 11, 28, 19, 49, 41, 536680), 2.1, 3.15]","[datetime.datetime(2022, 11, 28, 19, 49, 41, 536680), 3.7, 5.3]"
42,"[datetime.datetime(2022, 11, 28, 19, 49, 42, 700547), 17.0, 26.0]","[datetime.datetime(2022, 11, 28, 19, 49, 42, 700547), 31.0, 60.0]","[datetime.datetime(2022, 11, 28, 19, 49, 42, 700547), 8.0, 9.8]","[datetime.datetime(2022, 11, 28, 19, 49, 42, 700547), 3.8, 4.8]","[datetime.datetime(2022, 11, 28, 19, 49, 42, 700547), 11.0, 18.0]","[datetime.datetime(2022, 11, 28, 19, 49, 42, 700547), 2.1, 3.15]","[datetime.datetime(2022, 11, 28, 19, 49, 42, 700547), 3.7, 5.3]"
43,"[datetime.datetime(2022, 11, 28, 19, 49, 43, 887687), 17.0, 26.0]","[datetime.datetime(2022, 11, 28, 19, 49, 43, 887687), 31.0, 60.0]","[datetime.datetime(2022, 11, 28, 19, 49, 43, 887687), 8.0, 9.8]","[datetime.datetime(2022, 11, 28, 19, 49, 43, 887687), 3.8, 4.8]","[datetime.datetime(2022, 11, 28, 19, 49, 43, 887687), 11.0, 18.0]","[datetime.datetime(2022, 11, 28, 19, 49, 43, 887687), 2.1, 3.15]","[datetime.datetime(2022, 11, 28, 19, 49, 43, 887687), 3.7, 5.3]"
44,"[datetime.datetime(2022, 11, 28, 19, 49, 45, 72365), 17.0, 26.0]","[datetime.datetime(2022, 11, 28, 19, 49, 45, 72365), 31.0, 60.0]","[datetime.datetime(2022, 11, 28, 19, 49, 45, 72365), 8.0, 9.8]","[datetime.datetime(2022, 11, 28, 19, 49, 45, 72365), 3.8, 4.8]","[datetime.datetime(2022, 11, 28, 19, 49, 45, 72365), 11.0, 18.0]","[datetime.datetime(2022, 11, 28, 19, 49, 45, 72365), 2.1, 3.15]","[datetime.datetime(2022, 11, 28, 19, 49, 45, 72365), 3.7, 5.3]"
45,"[datetime.datetime(2022, 11, 28, 19, 49, 46, 256742), 17.0, 26.0]","[datetime.datetime(2022, 11, 28, 19, 49, 46, 256742), 31.0, 60.0]","[datetime.datetime(2022, 11, 28, 19, 49, 46, 256742), 8.0, 9.8]","[datetime.datetime(2022, 11, 28, 19, 49, 46, 256742), 3.8, 4.8]","[datetime.datetime(2022, 11, 28, 19, 49, 46, 256742), 11.0, 18.0]","[datetime.datetime(2022, 11, 28, 19, 49, 46, 256742), 2.1, 3.15]","[datetime.datetime(2022, 11, 28, 19, 49, 46, 256742), 3.7, 5.3]"
