,Summer Cat,Gee Shes Pretty,Shes An Angel,Mrs Krinkles,Queen Bridget,Wild Prospect,Sexy Rags,Gurkha Gold
16-12-2022 14:54:39.688808,"(3.5, 4.1, 3.7946808510638297)","(14.0, 20.0, 18.875)","(31.0, 130.0, 80.0)","(4.8, 99999, 99990)","(4.6, 5.9, 5.795833333333333)","(16.0, 30.0, 26.0)","(26.0, 110.0, 50.0)","(3.2, 3.8, 3.65)"
16-12-2022 14:54:40.735150,"(3.5, 4.1, 3.7946808510638297)","(14.0, 20.0, 18.875)","(31.0, 130.0, 80.0)","(4.8, 99999, 99990)","(4.6, 5.9, 5.795833333333333)","(16.0, 30.0, 26.0)","(26.0, 110.0, 50.0)","(3.2, 3.8, 3.65)"
16-12-2022 14:54:41.833963,"(3.5, 4.1, 3.8162162162162163)","(14.0, 20.0, 18.875)","(31.0, 130.0, 73.75)","(4.8, 99999, 99990)","(4.6, 5.9, 5.483333333333333)","(16.0, 30.0, 26.0)","(26.0, 110.0, 49.25)","(3.2, 3.8, 3.65)"
16-12-2022 14:54:43.149577,"(3.5, 4.1, 3.8162162162162163)","(14.0, 20.0, 18.875)","(31.0, 130.0, 73.75)","(5.0, 99999, 99990)","(4.6, 5.9, 5.483333333333333)","(15.0, 30.0, 26.0)","(26.0, 110.0, 49.25)","(3.2, 3.8, 3.65)"
16-12-2022 14:54:44.442000,"(3.5, 4.1, 3.8162162162162163)","(14.0, 20.0, 18.875)","(31.0, 130.0, 80.0)","(5.0, 99999, 99990)","(4.6, 5.9, 5.7214285714285715)","(15.0, 30.0, 26.0)","(26.0, 110.0, 49.25)","(3.2, 3.8, 3.65)"
16-12-2022 14:54:45.481260,"(3.5, 4.1, 3.8162162162162163)","(14.0, 20.0, 18.875)","(31.0, 130.0, 80.0)","(5.0, 99999, 99990)","(4.6, 5.9, 5.7214285714285715)","(15.0, 30.0, 26.0)","(26.0, 110.0, 49.25)","(3.2, 3.8, 3.65)"
16-12-2022 14:54:46.596150,"(3.5, 4.1, 3.8162162162162163)","(14.0, 20.0, 18.875)","(31.0, 130.0, 80.0)","(5.0, 99999, 99990)","(4.6, 5.9, 5.7214285714285715)","(15.0, 30.0, 26.0)","(26.0, 110.0, 49.25)","(3.2, 3.8, 3.65)"
16-12-2022 14:54:47.725465,"(3.5, 4.1, 3.8162162162162163)","(14.0, 20.0, 18.875)","(31.0, 130.0, 80.0)","(5.0, 99999, 99990)","(4.6, 5.9, 5.7214285714285715)","(15.0, 30.0, 26.0)","(26.0, 110.0, 49.25)","(3.2, 3.8, 3.65)"
16-12-2022 14:54:48.821535,"(3.5, 4.1, 3.8162162162162163)","(14.0, 20.0, 18.875)","(31.0, 130.0, 80.0)","(5.0, 99999, 99990)","(4.6, 5.9, 5.7214285714285715)","(15.0, 30.0, 26.0)","(26.0, 110.0, 49.25)","(3.2, 3.8, 3.65)"
16-12-2022 14:54:49.915913,"(3.5, 4.1, 3.8162162162162163)","(14.0, 20.0, 18.875)","(31.0, 130.0, 80.0)","(5.0, 99999, 99990)","(4.6, 5.9, 5.7214285714285715)","(15.0, 30.0, 26.0)","(26.0, 110.0, 49.25)","(3.2, 3.8, 3.65)"
16-12-2022 14:54:50.985302,"(3.5, 4.1, 3.8097560975609754)","(14.0, 20.0, 18.875)","(31.0, 130.0, 80.0)","(5.0, 99999, 99990)","(4.6, 5.9, 5.7214285714285715)","(14.0, 30.0, 26.0)","(21.0, 110.0, 57.8)","(3.2, 3.8, 3.65)"
16-12-2022 14:54:51.983889,"(3.5, 4.1, 3.8097560975609754)","(14.0, 20.0, 18.875)","(31.0, 130.0, 80.0)","(5.0, 99999, 99990)","(4.6, 5.9, 5.7214285714285715)","(14.0, 30.0, 26.0)","(21.0, 110.0, 57.2)","(3.2, 3.8, 3.65)"
16-12-2022 14:54:53.002903,"(3.5, 4.1, 3.8097560975609754)","(14.0, 20.0, 18.875)","(31.0, 130.0, 80.0)","(5.0, 99999, 99990)","(4.6, 5.9, 5.7214285714285715)","(14.0, 30.0, 26.0)","(21.0, 110.0, 57.8)","(3.2, 3.8, 3.65)"
16-12-2022 14:54:54.155938,"(3.5, 4.1, 3.8097560975609754)","(14.0, 20.0, 18.875)","(31.0, 130.0, 80.0)","(5.0, 99999, 99990)","(4.6, 5.9, 5.780952380952382)","(14.0, 30.0, 26.0)","(21.0, 110.0, 58.4)","(3.2, 3.8, 3.65)"
16-12-2022 14:54:55.290480,"(3.5, 4.1, 3.8097560975609754)","(14.0, 20.0, 18.875)","(31.0, 130.0, 80.0)","(5.0, 99999, 99990)","(4.6, 5.9, 5.780952380952382)","(14.0, 32.0, 26.0)","(21.0, 110.0, 58.4)","(3.2, 3.8, 3.65)"
16-12-2022 14:54:56.465615,"(3.5, 4.1, 3.8162162162162163)","(14.0, 20.0, 18.875)","(31.0, 130.0, 80.0)","(5.0, 99999, 99990)","(4.6, 5.9, 5.813793103448276)","(14.0, 32.0, 28.7)","(21.0, 110.0, 58.4)","(3.2, 3.8, 3.65)"
16-12-2022 14:54:57.615521,"(3.5, 4.1, 3.8162162162162163)","(14.0, 20.0, 18.875)","(31.0, 130.0, 80.0)","(5.0, 99999, 99990)","(4.6, 5.9, 5.813793103448276)","(14.0, 32.0, 28.7)","(21.0, 110.0, 58.4)","(3.2, 3.8, 3.65)"
16-12-2022 14:54:58.849850,"(3.5, 4.1, 3.8162162162162163)","(14.0, 20.0, 18.875)","(31.0, 130.0, 80.0)","(5.0, 99999, 99990)","(4.6, 5.9, 5.786363636363637)","(14.0, 32.0, 24.0)","(21.0, 110.0, 58.4)","(3.2, 3.8, 3.7333333333333334)"
16-12-2022 14:54:59.933028,"(3.5, 4.1, 3.8162162162162163)","(14.0, 20.0, 18.875)","(31.0, 130.0, 80.0)","(5.0, 99999, 99990)","(4.6, 5.9, 5.786363636363637)","(14.0, 32.0, 22.5)","(21.0, 110.0, 58.4)","(3.2, 3.85, 3.7333333333333334)"
16-12-2022 14:55:00.957965,"(3.5, 4.1, 3.8162162162162163)","(14.0, 20.0, 18.875)","(31.0, 130.0, 80.0)","(5.0, 99999, 99990)","(4.6, 5.9, 5.780952380952382)","(15.0, 29.0, 24.0)","(21.0, 110.0, 45.5)","(3.2, 3.85, 3.7333333333333334)"
16-12-2022 14:55:01.987453,"(3.5, 4.1, 3.808333333333333)","(14.0, 20.0, 18.875)","(31.0, 130.0, 76.66666666666667)","(5.0, 99999, 99990)","(4.6, 5.9, 5.304347826086957)","(15.0, 29.0, 24.0)","(21.0, 110.0, 58.4)","(3.2, 3.85, 3.64)"
16-12-2022 14:55:03.017185,"(3.5, 4.1, 3.808333333333333)","(14.0, 20.0, 18.875)","(31.0, 130.0, 80.0)","(5.0, 99999, 99990)","(4.6, 5.4, 5.304347826086957)","(15.0, 29.0, 24.4)","(21.0, 110.0, 58.4)","(3.2, 3.85, 3.7)"
16-12-2022 14:55:04.074275,"(3.5, 4.1, 3.808333333333333)","(14.0, 20.0, 18.875)","(31.0, 130.0, 76.66666666666667)","(5.0, 99999, 99990)","(4.6, 5.9, 5.55)","(14.0, 29.0, 23.5)","(21.0, 110.0, 58.4)","(3.2, 3.85, 3.7285714285714286)"
16-12-2022 14:55:05.110815,"(3.5, 4.1, 3.808333333333333)","(14.0, 20.0, 18.875)","(31.0, 130.0, 76.66666666666667)","(5.0, 99999, 99990)","(4.6, 5.8, 5.55)","(14.0, 29.0, 23.5)","(21.0, 110.0, 81.33333333333333)","(3.2, 3.9, 3.7285714285714286)"
16-12-2022 14:55:06.246866,"(3.5, 4.1, 3.8717391304347823)","(14.0, 20.0, 18.875)","(31.0, 130.0, 90.0)","(5.0, 99999, 99990)","(4.6, 5.8, 5.723076923076923)","(14.0, 29.0, 23.75)","(21.0, 110.0, 46.25)","(3.2, 3.9, 3.7285714285714286)"
16-12-2022 14:55:07.386434,"(3.5, 4.1, 3.8717391304347823)","(14.0, 20.0, 18.875)","(31.0, 130.0, 76.66666666666667)","(5.0, 99999, 99990)","(4.6, 5.8, 5.723076923076923)","(14.0, 29.0, 23.75)","(21.0, 110.0, 46.25)","(3.2, 3.9, 3.7285714285714286)"
16-12-2022 14:55:08.461592,"(3.5, 4.1, 3.8717391304347823)","(14.0, 20.0, 18.875)","(31.0, 130.0, 76.66666666666667)","(5.0, 99999, 99990)","(4.6, 5.8, 5.7125)","(14.0, 29.0, 23.75)","(21.0, 110.0, 46.25)","(3.2, 3.9, 3.7285714285714286)"
16-12-2022 14:55:09.592748,"(3.5, 4.1, 3.8717391304347823)","(14.0, 20.0, 18.875)","(31.0, 130.0, 76.66666666666667)","(5.0, 99999, 99990)","(4.6, 5.9, 5.7125)","(14.0, 29.0, 23.75)","(21.0, 110.0, 46.25)","(3.2, 3.9, 3.7285714285714286)"
16-12-2022 14:55:10.674923,"(3.5, 4.1, 3.8717391304347823)","(14.0, 20.0, 18.875)","(31.0, 130.0, 76.66666666666667)","(5.0, 99999, 99990)","(4.6, 5.9, 5.7125)","(14.0, 29.0, 25.5)","(21.0, 110.0, 46.25)","(3.2, 3.9, 3.7285714285714286)"
16-12-2022 14:55:11.724087,"(3.5, 4.1, 3.8717391304347823)","(14.0, 20.0, 18.875)","(31.0, 130.0, 76.66666666666667)","(5.0, 99999, 99990)","(4.6, 5.9, 5.733333333333333)","(14.0, 29.0, 25.5)","(21.0, 110.0, 46.25)","(3.2, 3.9, 3.7285714285714286)"
16-12-2022 14:55:12.767691,"(3.5, 4.1, 3.8717391304347823)","(14.0, 20.0, 18.875)","(31.0, 130.0, 76.66666666666667)","(5.0, 99999, 99990)","(4.6, 5.8, 5.733333333333333)","(14.0, 29.0, 25.5)","(21.0, 110.0, 46.25)","(3.2, 3.9, 3.7285714285714286)"
16-12-2022 14:55:13.815025,"(3.5, 4.1, 3.8717391304347823)","(14.0, 20.0, 18.875)","(31.0, 130.0, 76.66666666666667)","(5.0, 99999, 99990)","(4.6, 5.8, 5.733333333333333)","(14.0, 29.0, 25.5)","(21.0, 110.0, 46.25)","(3.2, 3.9, 3.7285714285714286)"
16-12-2022 14:55:14.825073,"(3.5, 3.95, 3.827966101694915)","(14.0, 21.0, 18.916666666666668)","(31.0, 130.0, 76.66666666666667)","(5.0, 99999, 99990)","(4.6, 5.8, 5.733333333333333)","(14.0, 29.0, 25.5)","(21.0, 110.0, 46.25)","(3.2, 3.9, 3.8)"
16-12-2022 14:55:15.863198,"(3.5, 3.95, 3.814516129032258)","(14.0, 21.0, 18.916666666666668)","(31.0, 130.0, 76.66666666666667)","(5.0, 99999, 99990)","(4.6, 5.8, 5.733333333333333)","(14.0, 29.0, 26.136363636363637)","(21.0, 110.0, 46.25)","(3.2, 3.9, 3.7285714285714286)"
16-12-2022 14:55:16.862453,"(3.5, 3.95, 3.782)","(14.0, 21.0, 18.916666666666668)","(31.0, 130.0, 90.0)","(5.0, 99999, 99990)","(4.6, 5.8, 5.733333333333333)","(14.0, 29.0, 25.40909090909091)","(21.0, 110.0, 46.25)","(3.2, 3.9, 3.7249999999999996)"
16-12-2022 14:55:17.922532,"(3.5, 3.95, 3.7546511627906978)","(14.0, 21.0, 19.333333333333332)","(31.0, 130.0, 76.66666666666667)","(5.0, 99999, 99990)","(4.6, 5.8, 5.733333333333333)","(14.0, 28.0, 25.40909090909091)","(21.0, 110.0, 46.25)","(3.2, 3.9, 3.7285714285714286)"
16-12-2022 14:55:18.951512,"(3.5, 3.95, 3.7546511627906978)","(14.0, 21.0, 18.916666666666668)","(31.0, 130.0, 76.66666666666667)","(5.0, 99999, 99990)","(4.6, 5.8, 5.733333333333333)","(14.0, 28.0, 25.40909090909091)","(21.0, 110.0, 46.25)","(3.2, 3.9, 3.7249999999999996)"
16-12-2022 14:55:19.948597,"(3.5, 3.95, 3.826470588235294)","(14.0, 21.0, 19.333333333333332)","(31.0, 130.0, 76.66666666666667)","(5.0, 99999, 99990)","(4.6, 5.8, 5.733333333333333)","(14.0, 28.0, 25.40909090909091)","(21.0, 110.0, 46.25)","(3.2, 3.9, 3.7285714285714286)"
16-12-2022 14:55:20.995385,"(3.5, 3.95, 3.7518867924528303)","(14.0, 21.0, 19.214285714285715)","(31.0, 130.0, 76.66666666666667)","(5.0, 99999, 99990)","(4.6, 5.8, 5.733333333333333)","(14.0, 28.0, 25.40909090909091)","(21.0, 110.0, 46.25)","(3.2, 3.9, 3.7285714285714286)"
16-12-2022 14:55:22.027365,"(3.5, 3.95, 3.7518867924528303)","(14.0, 21.0, 19.214285714285715)","(31.0, 130.0, 76.66666666666667)","(5.0, 99999, 99990)","(4.6, 5.8, 5.775)","(14.0, 28.0, 22.6)","(21.0, 110.0, 46.25)","(3.2, 3.9, 3.7249999999999996)"
16-12-2022 14:55:23.007852,"(3.5, 3.95, 3.782)","(14.0, 21.0, 19.4375)","(31.0, 130.0, 76.66666666666667)","(5.0, 99999, 99990)","(4.6, 5.9, 5.775)","(14.0, 28.0, 22.6)","(21.0, 110.0, 46.25)","(3.2, 3.9, 3.76875)"
16-12-2022 14:55:23.981127,"(3.5, 3.95, 3.7518867924528303)","(14.0, 21.0, 19.4375)","(31.0, 130.0, 76.66666666666667)","(5.0, 99999, 99990)","(4.6, 5.9, 5.775)","(14.0, 28.0, 22.6)","(21.0, 110.0, 46.25)","(3.2, 3.9, 3.76875)"
16-12-2022 14:55:24.946724,"(3.5, 3.95, 3.7518867924528303)","(14.0, 21.0, 19.214285714285715)","(31.0, 130.0, 76.66666666666667)","(5.0, 99999, 99990)","(4.6, 5.9, 5.775)","(14.0, 28.0, 23.5)","(21.0, 110.0, 46.25)","(3.2, 3.9, 3.76875)"
16-12-2022 14:55:25.892734,"(3.5, 3.95, 3.7518867924528303)","(14.0, 21.0, 19.214285714285715)","(31.0, 130.0, 76.66666666666667)","(5.0, 99999, 99990)","(4.6, 5.9, 5.775)","(14.0, 28.0, 23.5)","(21.0, 110.0, 46.25)","(3.2, 3.9, 3.76875)"
16-12-2022 14:55:26.862032,"(3.5, 3.95, 3.7518867924528303)","(14.0, 21.0, 19.214285714285715)","(31.0, 130.0, 76.66666666666667)","(5.0, 99999, 99990)","(4.6, 5.9, 5.775)","(14.0, 28.0, 23.5)","(21.0, 110.0, 46.25)","(3.2, 3.9, 3.76875)"
16-12-2022 14:55:27.879821,"(3.5, 3.95, 3.7518867924528303)","(14.0, 21.0, 19.214285714285715)","(31.0, 130.0, 76.66666666666667)","(5.0, 99999, 99990)","(4.6, 5.9, 5.775)","(14.0, 28.0, 23.5)","(21.0, 110.0, 46.25)","(3.2, 3.9, 3.76875)"
16-12-2022 14:55:28.874001,"(3.6, 3.95, 3.7518867924528303)","(14.0, 21.0, 19.4375)","(31.0, 130.0, 76.66666666666667)","(5.0, 99999, 99990)","(4.6, 5.9, 5.775)","(14.0, 28.0, 23.5)","(21.0, 110.0, 46.25)","(3.2, 3.9, 3.76875)"
16-12-2022 14:55:29.888663,"(3.6, 3.95, 3.7518867924528303)","(14.0, 21.0, 19.4375)","(31.0, 130.0, 70.0)","(5.0, 99999, 99990)","(4.6, 5.9, 5.775)","(14.0, 28.0, 23.5)","(21.0, 110.0, 46.25)","(3.2, 3.9, 3.76875)"
16-12-2022 14:55:30.899584,"(3.6, 3.95, 3.7518867924528303)","(14.0, 21.0, 19.4375)","(31.0, 130.0, 82.0)","(5.0, 99999, 99990)","(4.6, 5.9, 5.775)","(14.0, 28.0, 23.5)","(21.0, 110.0, 46.25)","(3.2, 3.9, 3.76875)"
16-12-2022 14:55:31.896680,"(3.6, 3.95, 3.7518867924528303)","(14.0, 21.0, 19.4375)","(31.0, 130.0, 70.0)","(5.0, 99999, 99990)","(4.6, 5.9, 5.775)","(14.0, 28.0, 23.5)","(21.0, 110.0, 46.25)","(3.2, 3.9, 3.76875)"
16-12-2022 14:55:32.901902,"(3.6, 3.95, 3.7518867924528303)","(14.0, 21.0, 19.4375)","(31.0, 130.0, 70.0)","(5.0, 99999, 99990)","(4.6, 5.9, 5.775)","(14.0, 28.0, 25.0)","(21.0, 110.0, 46.25)","(3.2, 3.9, 3.75)"
16-12-2022 14:55:33.857018,"(3.6, 3.95, 3.782)","(14.0, 21.0, 19.333333333333332)","(31.0, 130.0, 70.0)","(5.0, 99999, 99990)","(4.6, 5.9, 5.775)","(14.0, 28.0, 25.0)","(21.0, 110.0, 46.25)","(3.2, 3.9, 3.776470588235294)"
16-12-2022 14:55:34.810016,"(3.6, 3.95, 3.7518867924528303)","(14.0, 21.0, 19.333333333333332)","(31.0, 130.0, 70.0)","(5.0, 99999, 99990)","(4.6, 5.9, 5.775)","(14.0, 28.0, 25.0)","(21.0, 110.0, 76.66666666666666)","(3.2, 3.9, 3.776470588235294)"
16-12-2022 14:55:35.787662,"(3.6, 3.95, 3.7518867924528303)","(14.0, 21.0, 19.4375)","(31.0, 130.0, 70.0)","(5.0, 99999, 99990)","(4.6, 5.9, 5.775)","(14.0, 28.0, 25.0)","(21.0, 180.0, 76.66666666666666)","(3.2, 3.9, 3.776470588235294)"
16-12-2022 14:55:36.766283,"(3.6, 3.95, 3.7518867924528303)","(14.0, 21.0, 19.4375)","(31.0, 130.0, 70.0)","(5.0, 99999, 99990)","(4.6, 5.9, 5.775)","(14.0, 28.0, 23.75)","(21.0, 180.0, 128.85714285714286)","(3.2, 3.9, 3.5866666666666664)"
16-12-2022 14:55:37.753297,"(3.6, 3.95, 3.7518867924528303)","(14.0, 21.0, 19.4375)","(31.0, 130.0, 70.0)","(5.0, 99999, 99990)","(4.6, 5.9, 5.775)","(14.0, 28.0, 23.75)","(21.0, 170.0, 71.33333333333334)","(3.2, 3.85, 3.5866666666666664)"
16-12-2022 14:55:38.748198,"(3.6, 3.95, 3.7518867924528303)","(14.0, 21.0, 19.4375)","(31.0, 130.0, 70.0)","(5.0, 99999, 99990)","(4.6, 5.9, 5.775)","(14.0, 28.0, 23.75)","(21.0, 160.0, 71.33333333333334)","(3.2, 3.85, 3.5866666666666664)"
16-12-2022 14:55:39.757669,"(3.6, 3.95, 3.7518867924528303)","(14.0, 21.0, 19.4375)","(31.0, 130.0, 70.0)","(5.0, 99999, 99990)","(4.6, 5.9, 5.775)","(14.0, 28.0, 23.75)","(21.0, 160.0, 71.33333333333334)","(3.2, 3.85, 3.7117647058823526)"
16-12-2022 14:55:40.707679,"(3.6, 3.95, 3.7518867924528303)","(14.0, 21.0, 19.4375)","(31.0, 130.0, 82.0)","(5.0, 99999, 99990)","(4.6, 5.9, 5.775)","(14.0, 28.0, 23.75)","(21.0, 160.0, 71.33333333333334)","(3.2, 3.8, 3.7)"
16-12-2022 14:55:41.680431,"(3.6, 3.95, 3.782)","(14.0, 21.0, 19.333333333333332)","(31.0, 130.0, 70.0)","(5.0, 99999, 99990)","(4.6, 5.9, 5.764705882352941)","(14.0, 28.0, 23.75)","(21.0, 160.0, 71.33333333333334)","(3.2, 3.8, 3.7)"
16-12-2022 14:55:42.622103,"(3.6, 3.95, 3.7518867924528303)","(14.0, 21.0, 19.333333333333332)","(31.0, 130.0, 70.0)","(5.0, 99999, 99990)","(4.6, 5.8, 5.55)","(14.0, 28.0, 23.75)","(21.0, 160.0, 71.33333333333334)","(3.2, 3.8, 3.745454545454545)"
16-12-2022 14:55:43.615158,"(3.6, 3.95, 3.782)","(14.0, 21.0, 19.333333333333332)","(31.0, 130.0, 70.0)","(5.0, 99999, 99990)","(4.6, 5.8, 5.4714285714285715)","(14.0, 28.0, 23.75)","(21.0, 160.0, 152.1818181818182)","(3.2, 3.8, 3.745454545454545)"
16-12-2022 14:55:44.597784,"(3.6, 3.95, 3.763333333333333)","(14.0, 21.0, 19.333333333333332)","(31.0, 130.0, 70.0)","(5.0, 99999, 99990)","(4.6, 5.9, 5.672727272727273)","(14.0, 28.0, 22.666666666666668)","(21.0, 180.0, 104.0)","(3.2, 3.8, 3.76)"
16-12-2022 14:55:45.633780,"(3.6, 3.95, 3.7944444444444443)","(14.0, 21.0, 19.75)","(31.0, 130.0, 82.0)","(5.0, 99999, 99990)","(4.6, 5.9, 5.6000000000000005)","(14.0, 28.0, 23.75)","(21.0, 180.0, 104.0)","(3.2, 3.8, 3.8210526315789473)"
16-12-2022 14:55:46.652795,"(3.6, 3.95, 3.7859375)","(14.0, 21.0, 19.4375)","(31.0, 130.0, 70.0)","(5.0, 99999, 99990)","(4.6, 5.9, 5.548148148148148)","(14.0, 28.0, 22.666666666666668)","(21.0, 180.0, 99.0)","(3.2, 3.9, 3.857142857142857)"
16-12-2022 14:55:47.633945,"(3.6, 3.95, 3.7859375)","(14.0, 21.0, 19.4375)","(31.0, 130.0, 70.0)","(5.0, 99999, 99990)","(4.6, 5.9, 5.635294117647059)","(14.0, 28.0, 22.666666666666668)","(21.0, 170.0, 99.0)","(3.2, 3.9, 3.8210526315789473)"
16-12-2022 14:55:48.606004,"(3.6, 3.95, 3.7859375)","(14.0, 21.0, 19.4375)","(31.0, 130.0, 70.0)","(5.0, 99999, 99990)","(4.6, 5.9, 5.514285714285714)","(14.0, 28.0, 23.75)","(21.0, 170.0, 94.0)","(3.2, 3.9, 3.8482758620689657)"
16-12-2022 14:55:49.605453,"(3.6, 3.95, 3.7859375)","(14.0, 21.0, 19.303571428571427)","(31.0, 130.0, 82.0)","(5.0, 99999, 99990)","(4.6, 5.9, 5.514285714285714)","(14.0, 28.0, 23.75)","(21.0, 160.0, 94.0)","(3.2, 3.9, 3.8482758620689657)"
16-12-2022 14:55:50.585170,"(3.6, 3.95, 3.7859375)","(14.0, 21.0, 19.303571428571427)","(31.0, 130.0, 70.0)","(5.0, 99999, 99990)","(4.6, 5.9, 5.508333333333333)","(14.0, 28.0, 23.75)","(21.0, 160.0, 95.0)","(3.2, 3.9, 3.8482758620689657)"
16-12-2022 14:55:51.531848,"(3.6, 3.95, 3.7859375)","(14.0, 20.0, 19.5)","(31.0, 130.0, 70.0)","(5.0, 99999, 99990)","(4.6, 5.8, 5.488888888888889)","(14.0, 28.0, 23.75)","(21.0, 160.0, 95.0)","(3.2, 3.9, 3.8482758620689657)"
16-12-2022 14:55:52.522403,"(3.6, 3.95, 3.7859375)","(14.0, 20.0, 19.5)","(31.0, 130.0, 70.0)","(5.0, 99999, 99990)","(4.6, 5.8, 5.48)","(14.0, 28.0, 22.666666666666668)","(21.0, 160.0, 74.66666666666666)","(3.2, 3.9, 3.7974358974358973)"
16-12-2022 14:55:53.484254,"(3.6, 3.95, 3.7859375)","(14.0, 20.0, 19.5)","(31.0, 130.0, 70.0)","(5.0, 99999, 99990)","(4.6, 5.8, 5.48)","(14.0, 28.0, 25.714285714285715)","(21.0, 160.0, 108.80000000000001)","(3.2, 3.9, 3.835483870967742)"
16-12-2022 14:55:54.475692,"(3.6, 3.95, 3.754545454545455)","(14.0, 20.0, 19.5)","(31.0, 130.0, 70.0)","(5.0, 99999, 99990)","(4.6, 5.8, 5.514285714285714)","(14.0, 28.0, 23.333333333333332)","(21.0, 160.0, 118.0)","(3.2, 3.9, 3.835483870967742)"
16-12-2022 14:55:55.458871,"(3.6, 3.95, 3.6568181818181817)","(14.0, 20.0, 19.5)","(31.0, 130.0, 70.0)","(5.0, 99999, 99990)","(4.6, 5.8, 5.55)","(14.0, 28.0, 22.75)","(21.0, 160.0, 98.0)","(3.2, 3.9, 3.853488372093023)"
16-12-2022 14:55:56.469144,"(3.6, 3.95, 3.6568181818181817)","(14.0, 21.0, 18.934782608695652)","(31.0, 130.0, 70.0)","(5.0, 99999, 99990)","(4.6, 5.8, 5.55)","(14.0, 28.0, 22.75)","(21.0, 160.0, 78.66666666666666)","(3.2, 3.9, 3.853488372093023)"
16-12-2022 14:55:57.453568,"(3.6, 3.95, 3.6970588235294115)","(14.0, 21.0, 18.934782608695652)","(31.0, 130.0, 82.0)","(5.0, 99999, 99990)","(4.6, 5.8, 5.55)","(14.0, 28.0, 22.75)","(21.0, 160.0, 78.66666666666666)","(3.2, 3.9, 3.8111111111111113)"
16-12-2022 14:55:58.470900,"(3.6, 3.95, 3.6970588235294115)","(14.0, 20.0, 19.5)","(31.0, 130.0, 70.0)","(5.0, 99999, 99990)","(4.6, 5.8, 5.55)","(14.0, 28.0, 22.75)","(21.0, 160.0, 78.66666666666666)","(3.2, 3.9, 3.8111111111111113)"
16-12-2022 14:55:59.441241,"(3.6, 3.95, 3.6970588235294115)","(14.0, 20.0, 19.5)","(31.0, 130.0, 70.0)","(5.0, 99999, 99990)","(4.6, 5.8, 5.6695652173913045)","(14.0, 28.0, 22.75)","(21.0, 160.0, 78.66666666666666)","(3.2, 3.9, 3.713157894736842)"
16-12-2022 14:56:00.435546,"(3.6, 3.95, 3.6970588235294115)","(14.0, 21.0, 18.934782608695652)","(31.0, 130.0, 70.0)","(5.0, 99999, 99990)","(4.6, 5.8, 5.703225806451613)","(14.0, 28.0, 22.75)","(26.0, 160.0, 78.66666666666666)","(3.2, 3.8, 3.713157894736842)"
16-12-2022 14:56:01.440699,"(3.6, 3.95, 3.6970588235294115)","(14.0, 21.0, 18.934782608695652)","(31.0, 130.0, 70.0)","(5.0, 99999, 99990)","(4.6, 5.8, 5.703225806451613)","(14.0, 28.0, 22.75)","(26.0, 160.0, 85.33333333333334)","(3.2, 3.8, 3.713157894736842)"
16-12-2022 14:56:02.434106,"(3.6, 3.95, 3.6970588235294115)","(14.0, 21.0, 19.19047619047619)","(31.0, 130.0, 70.0)","(5.0, 99999, 99990)","(4.6, 5.8, 5.703225806451613)","(14.0, 28.0, 25.375)","(26.0, 180.0, 109.0)","(3.2, 3.8, 3.6792682926829268)"
16-12-2022 14:56:03.460751,"(3.6, 3.95, 3.6970588235294115)","(14.0, 21.0, 19.19047619047619)","(31.0, 130.0, 82.0)","(5.0, 99999, 99990)","(4.6, 5.8, 5.703225806451613)","(14.0, 28.0, 24.5)","(26.0, 180.0, 148.44444444444446)","(3.2, 3.8, 3.7021739130434783)"
16-12-2022 14:56:04.470081,"(3.6, 3.95, 3.6970588235294115)","(14.0, 21.0, 18.934782608695652)","(31.0, 130.0, 70.0)","(5.0, 99999, 99990)","(4.6, 5.8, 5.703225806451613)","(14.0, 28.0, 24.5)","(26.0, 180.0, 139.42857142857142)","(3.2, 3.8, 3.7021739130434783)"
16-12-2022 14:56:05.472867,"(3.6, 3.95, 3.6970588235294115)","(14.0, 21.0, 18.934782608695652)","(31.0, 130.0, 70.0)","(5.0, 99999, 99990)","(4.6, 5.8, 5.703225806451613)","(14.0, 28.0, 24.5)","(26.0, 180.0, 124.0)","(3.2, 3.8, 3.7021739130434783)"
16-12-2022 14:56:06.459619,"(3.6, 3.95, 3.6970588235294115)","(15.0, 21.0, 18.934782608695652)","(31.0, 130.0, 70.0)","(5.0, 99999, 99990)","(4.6, 5.8, 5.703225806451613)","(14.0, 28.0, 24.5)","(26.0, 180.0, 88.0)","(3.2, 3.8, 3.7021739130434783)"
16-12-2022 14:56:07.444939,"(3.6, 3.95, 3.6970588235294115)","(15.0, 21.0, 18.934782608695652)","(31.0, 130.0, 70.0)","(5.0, 99999, 99990)","(4.6, 5.8, 5.703225806451613)","(14.0, 28.0, 25.0)","(26.0, 180.0, 88.0)","(3.2, 3.8, 3.6875)"
16-12-2022 14:56:08.427476,"(3.6, 3.95, 3.6970588235294115)","(15.0, 21.0, 18.934782608695652)","(31.0, 130.0, 70.0)","(5.0, 99999, 99990)","(4.6, 5.8, 5.716666666666667)","(14.0, 28.0, 24.4)","(26.0, 180.0, 88.0)","(3.2, 3.8, 3.6875)"
16-12-2022 14:56:09.390988,"(3.5, 3.95, 3.6970588235294115)","(15.0, 21.0, 18.934782608695652)","(31.0, 130.0, 70.0)","(5.0, 99999, 99990)","(4.6, 5.8, 5.734210526315789)","(14.0, 28.0, 24.4)","(26.0, 180.0, 88.0)","(3.2, 3.8, 3.6783783783783783)"
