,Coorong Cam,Paw Some Sloane,Terrific Arnold,Zipping Daria,Terrific Tyla,Allinga Molly,Emerley Star,Barefoot Rebel
10,"[datetime.datetime(2022, 11, 28, 19, 33, 34, 798465), 2.15, 3.25]","[datetime.datetime(2022, 11, 28, 19, 33, 34, 798465), 16.0, 34.0]","[datetime.datetime(2022, 11, 28, 19, 33, 34, 798465), 26.0, 65.0]","[datetime.datetime(2022, 11, 28, 19, 33, 34, 798465), 3.3, 4.9]","[datetime.datetime(2022, 11, 28, 19, 33, 34, 798465), 5.0, 8.8]","[datetime.datetime(2022, 11, 28, 19, 33, 34, 798465), 26.0, 260.0]","[datetime.datetime(2022, 11, 28, 19, 33, 34, 798465), 21.0, 65.0]","[datetime.datetime(2022, 11, 28, 19, 33, 34, 798465), 6.5, 12.5]"
11,"[datetime.datetime(2022, 11, 28, 19, 33, 35, 932362), 2.15, 3.25]","[datetime.datetime(2022, 11, 28, 19, 33, 35, 932362), 16.0, 34.0]","[datetime.datetime(2022, 11, 28, 19, 33, 35, 932362), 26.0, 65.0]","[datetime.datetime(2022, 11, 28, 19, 33, 35, 932362), 3.3, 4.9]","[datetime.datetime(2022, 11, 28, 19, 33, 35, 932362), 5.0, 8.8]","[datetime.datetime(2022, 11, 28, 19, 33, 35, 932362), 26.0, 260.0]","[datetime.datetime(2022, 11, 28, 19, 33, 35, 932362), 21.0, 65.0]","[datetime.datetime(2022, 11, 28, 19, 33, 35, 932362), 6.5, 12.5]"
12,"[datetime.datetime(2022, 11, 28, 19, 33, 37, 64585), 2.15, 3.25]","[datetime.datetime(2022, 11, 28, 19, 33, 37, 64585), 16.0, 34.0]","[datetime.datetime(2022, 11, 28, 19, 33, 37, 64585), 26.0, 65.0]","[datetime.datetime(2022, 11, 28, 19, 33, 37, 64585), 3.3, 4.9]","[datetime.datetime(2022, 11, 28, 19, 33, 37, 64585), 5.0, 8.8]","[datetime.datetime(2022, 11, 28, 19, 33, 37, 64585), 26.0, 260.0]","[datetime.datetime(2022, 11, 28, 19, 33, 37, 64585), 21.0, 65.0]","[datetime.datetime(2022, 11, 28, 19, 33, 37, 64585), 6.5, 12.5]"
13,"[datetime.datetime(2022, 11, 28, 19, 33, 38, 202971), 2.15, 3.25]","[datetime.datetime(2022, 11, 28, 19, 33, 38, 202971), 16.0, 34.0]","[datetime.datetime(2022, 11, 28, 19, 33, 38, 202971), 26.0, 65.0]","[datetime.datetime(2022, 11, 28, 19, 33, 38, 202971), 3.3, 4.9]","[datetime.datetime(2022, 11, 28, 19, 33, 38, 202971), 5.0, 8.8]","[datetime.datetime(2022, 11, 28, 19, 33, 38, 202971), 26.0, 260.0]","[datetime.datetime(2022, 11, 28, 19, 33, 38, 202971), 21.0, 65.0]","[datetime.datetime(2022, 11, 28, 19, 33, 38, 202971), 6.5, 12.5]"
14,"[datetime.datetime(2022, 11, 28, 19, 33, 39, 336445), 2.15, 3.25]","[datetime.datetime(2022, 11, 28, 19, 33, 39, 336445), 16.0, 34.0]","[datetime.datetime(2022, 11, 28, 19, 33, 39, 336445), 26.0, 65.0]","[datetime.datetime(2022, 11, 28, 19, 33, 39, 336445), 3.3, 4.9]","[datetime.datetime(2022, 11, 28, 19, 33, 39, 336445), 5.0, 8.8]","[datetime.datetime(2022, 11, 28, 19, 33, 39, 336445), 26.0, 260.0]","[datetime.datetime(2022, 11, 28, 19, 33, 39, 336445), 21.0, 65.0]","[datetime.datetime(2022, 11, 28, 19, 33, 39, 336445), 6.5, 12.5]"
15,"[datetime.datetime(2022, 11, 28, 19, 33, 40, 467286), 2.15, 3.25]","[datetime.datetime(2022, 11, 28, 19, 33, 40, 467286), 16.0, 34.0]","[datetime.datetime(2022, 11, 28, 19, 33, 40, 467286), 26.0, 65.0]","[datetime.datetime(2022, 11, 28, 19, 33, 40, 467286), 3.3, 4.9]","[datetime.datetime(2022, 11, 28, 19, 33, 40, 467286), 5.0, 8.8]","[datetime.datetime(2022, 11, 28, 19, 33, 40, 467286), 26.0, 260.0]","[datetime.datetime(2022, 11, 28, 19, 33, 40, 467286), 21.0, 65.0]","[datetime.datetime(2022, 11, 28, 19, 33, 40, 467286), 6.5, 12.5]"
16,"[datetime.datetime(2022, 11, 28, 19, 33, 41, 596075), 2.15, 3.25]","[datetime.datetime(2022, 11, 28, 19, 33, 41, 596075), 16.0, 34.0]","[datetime.datetime(2022, 11, 28, 19, 33, 41, 596075), 26.0, 65.0]","[datetime.datetime(2022, 11, 28, 19, 33, 41, 596075), 3.3, 4.9]","[datetime.datetime(2022, 11, 28, 19, 33, 41, 596075), 5.0, 8.8]","[datetime.datetime(2022, 11, 28, 19, 33, 41, 596075), 26.0, 260.0]","[datetime.datetime(2022, 11, 28, 19, 33, 41, 596075), 21.0, 65.0]","[datetime.datetime(2022, 11, 28, 19, 33, 41, 596075), 6.5, 12.5]"
17,"[datetime.datetime(2022, 11, 28, 19, 33, 42, 728603), 2.15, 3.25]","[datetime.datetime(2022, 11, 28, 19, 33, 42, 728603), 16.0, 34.0]","[datetime.datetime(2022, 11, 28, 19, 33, 42, 728603), 26.0, 65.0]","[datetime.datetime(2022, 11, 28, 19, 33, 42, 728603), 3.3, 4.9]","[datetime.datetime(2022, 11, 28, 19, 33, 42, 728603), 5.0, 8.8]","[datetime.datetime(2022, 11, 28, 19, 33, 42, 728603), 26.0, 260.0]","[datetime.datetime(2022, 11, 28, 19, 33, 42, 728603), 21.0, 65.0]","[datetime.datetime(2022, 11, 28, 19, 33, 42, 728603), 6.5, 12.5]"
18,"[datetime.datetime(2022, 11, 28, 19, 33, 43, 859094), 2.15, 3.25]","[datetime.datetime(2022, 11, 28, 19, 33, 43, 859094), 16.0, 34.0]","[datetime.datetime(2022, 11, 28, 19, 33, 43, 859094), 26.0, 65.0]","[datetime.datetime(2022, 11, 28, 19, 33, 43, 859094), 3.3, 4.9]","[datetime.datetime(2022, 11, 28, 19, 33, 43, 859094), 5.0, 8.8]","[datetime.datetime(2022, 11, 28, 19, 33, 43, 859094), 26.0, 260.0]","[datetime.datetime(2022, 11, 28, 19, 33, 43, 859094), 21.0, 65.0]","[datetime.datetime(2022, 11, 28, 19, 33, 43, 859094), 6.5, 12.5]"
19,"[datetime.datetime(2022, 11, 28, 19, 33, 45, 6199), 2.15, 3.25]","[datetime.datetime(2022, 11, 28, 19, 33, 45, 6199), 16.0, 34.0]","[datetime.datetime(2022, 11, 28, 19, 33, 45, 6199), 26.0, 65.0]","[datetime.datetime(2022, 11, 28, 19, 33, 45, 6199), 3.3, 4.9]","[datetime.datetime(2022, 11, 28, 19, 33, 45, 6199), 5.0, 8.8]","[datetime.datetime(2022, 11, 28, 19, 33, 45, 6199), 26.0, 260.0]","[datetime.datetime(2022, 11, 28, 19, 33, 45, 6199), 21.0, 65.0]","[datetime.datetime(2022, 11, 28, 19, 33, 45, 6199), 6.5, 12.5]"
20,"[datetime.datetime(2022, 11, 28, 19, 33, 46, 139948), 2.15, 3.25]","[datetime.datetime(2022, 11, 28, 19, 33, 46, 139948), 16.0, 34.0]","[datetime.datetime(2022, 11, 28, 19, 33, 46, 139948), 26.0, 65.0]","[datetime.datetime(2022, 11, 28, 19, 33, 46, 139948), 3.3, 4.9]","[datetime.datetime(2022, 11, 28, 19, 33, 46, 139948), 5.0, 8.8]","[datetime.datetime(2022, 11, 28, 19, 33, 46, 139948), 26.0, 260.0]","[datetime.datetime(2022, 11, 28, 19, 33, 46, 139948), 21.0, 65.0]","[datetime.datetime(2022, 11, 28, 19, 33, 46, 139948), 6.5, 12.5]"
21,"[datetime.datetime(2022, 11, 28, 19, 33, 47, 305318), 2.15, 3.25]","[datetime.datetime(2022, 11, 28, 19, 33, 47, 305318), 16.0, 34.0]","[datetime.datetime(2022, 11, 28, 19, 33, 47, 305318), 26.0, 65.0]","[datetime.datetime(2022, 11, 28, 19, 33, 47, 305318), 3.3, 4.9]","[datetime.datetime(2022, 11, 28, 19, 33, 47, 305318), 5.0, 8.8]","[datetime.datetime(2022, 11, 28, 19, 33, 47, 305318), 26.0, 260.0]","[datetime.datetime(2022, 11, 28, 19, 33, 47, 305318), 21.0, 65.0]","[datetime.datetime(2022, 11, 28, 19, 33, 47, 305318), 6.5, 12.5]"
22,"[datetime.datetime(2022, 11, 28, 19, 33, 48, 469288), 2.15, 3.25]","[datetime.datetime(2022, 11, 28, 19, 33, 48, 469288), 16.0, 34.0]","[datetime.datetime(2022, 11, 28, 19, 33, 48, 469288), 26.0, 65.0]","[datetime.datetime(2022, 11, 28, 19, 33, 48, 469288), 3.3, 4.9]","[datetime.datetime(2022, 11, 28, 19, 33, 48, 469288), 5.0, 8.8]","[datetime.datetime(2022, 11, 28, 19, 33, 48, 469288), 26.0, 260.0]","[datetime.datetime(2022, 11, 28, 19, 33, 48, 469288), 21.0, 65.0]","[datetime.datetime(2022, 11, 28, 19, 33, 48, 469288), 6.5, 12.5]"
23,"[datetime.datetime(2022, 11, 28, 19, 33, 49, 633595), 2.15, 3.25]","[datetime.datetime(2022, 11, 28, 19, 33, 49, 633595), 16.0, 34.0]","[datetime.datetime(2022, 11, 28, 19, 33, 49, 633595), 26.0, 65.0]","[datetime.datetime(2022, 11, 28, 19, 33, 49, 633595), 3.3, 4.9]","[datetime.datetime(2022, 11, 28, 19, 33, 49, 633595), 5.0, 8.8]","[datetime.datetime(2022, 11, 28, 19, 33, 49, 633595), 26.0, 260.0]","[datetime.datetime(2022, 11, 28, 19, 33, 49, 633595), 21.0, 65.0]","[datetime.datetime(2022, 11, 28, 19, 33, 49, 633595), 6.5, 12.5]"
24,"[datetime.datetime(2022, 11, 28, 19, 33, 50, 806984), 2.15, 3.25]","[datetime.datetime(2022, 11, 28, 19, 33, 50, 806984), 16.0, 34.0]","[datetime.datetime(2022, 11, 28, 19, 33, 50, 806984), 26.0, 65.0]","[datetime.datetime(2022, 11, 28, 19, 33, 50, 806984), 3.3, 4.9]","[datetime.datetime(2022, 11, 28, 19, 33, 50, 806984), 5.0, 8.8]","[datetime.datetime(2022, 11, 28, 19, 33, 50, 806984), 26.0, 260.0]","[datetime.datetime(2022, 11, 28, 19, 33, 50, 806984), 21.0, 65.0]","[datetime.datetime(2022, 11, 28, 19, 33, 50, 806984), 6.5, 12.5]"
25,"[datetime.datetime(2022, 11, 28, 19, 33, 51, 954787), 2.15, 3.25]","[datetime.datetime(2022, 11, 28, 19, 33, 51, 954787), 16.0, 34.0]","[datetime.datetime(2022, 11, 28, 19, 33, 51, 954787), 26.0, 65.0]","[datetime.datetime(2022, 11, 28, 19, 33, 51, 954787), 3.3, 4.9]","[datetime.datetime(2022, 11, 28, 19, 33, 51, 954787), 5.0, 8.8]","[datetime.datetime(2022, 11, 28, 19, 33, 51, 954787), 26.0, 260.0]","[datetime.datetime(2022, 11, 28, 19, 33, 51, 954787), 21.0, 65.0]","[datetime.datetime(2022, 11, 28, 19, 33, 51, 954787), 6.5, 12.5]"
26,"[datetime.datetime(2022, 11, 28, 19, 33, 53, 94155), 2.15, 3.25]","[datetime.datetime(2022, 11, 28, 19, 33, 53, 94155), 16.0, 34.0]","[datetime.datetime(2022, 11, 28, 19, 33, 53, 94155), 26.0, 65.0]","[datetime.datetime(2022, 11, 28, 19, 33, 53, 94155), 3.3, 4.9]","[datetime.datetime(2022, 11, 28, 19, 33, 53, 94155), 5.0, 8.8]","[datetime.datetime(2022, 11, 28, 19, 33, 53, 94155), 26.0, 260.0]","[datetime.datetime(2022, 11, 28, 19, 33, 53, 94155), 21.0, 65.0]","[datetime.datetime(2022, 11, 28, 19, 33, 53, 94155), 6.5, 12.5]"
27,"[datetime.datetime(2022, 11, 28, 19, 33, 54, 233131), 2.15, 3.25]","[datetime.datetime(2022, 11, 28, 19, 33, 54, 233131), 16.0, 34.0]","[datetime.datetime(2022, 11, 28, 19, 33, 54, 233131), 26.0, 65.0]","[datetime.datetime(2022, 11, 28, 19, 33, 54, 233131), 3.3, 4.9]","[datetime.datetime(2022, 11, 28, 19, 33, 54, 233131), 5.0, 8.8]","[datetime.datetime(2022, 11, 28, 19, 33, 54, 233131), 26.0, 260.0]","[datetime.datetime(2022, 11, 28, 19, 33, 54, 233131), 21.0, 65.0]","[datetime.datetime(2022, 11, 28, 19, 33, 54, 233131), 6.5, 12.5]"
28,"[datetime.datetime(2022, 11, 28, 19, 33, 55, 366196), 2.15, 3.25]","[datetime.datetime(2022, 11, 28, 19, 33, 55, 366196), 16.0, 34.0]","[datetime.datetime(2022, 11, 28, 19, 33, 55, 366196), 26.0, 65.0]","[datetime.datetime(2022, 11, 28, 19, 33, 55, 366196), 3.3, 4.9]","[datetime.datetime(2022, 11, 28, 19, 33, 55, 366196), 5.0, 8.8]","[datetime.datetime(2022, 11, 28, 19, 33, 55, 366196), 26.0, 260.0]","[datetime.datetime(2022, 11, 28, 19, 33, 55, 366196), 21.0, 65.0]","[datetime.datetime(2022, 11, 28, 19, 33, 55, 366196), 6.5, 12.5]"
29,"[datetime.datetime(2022, 11, 28, 19, 33, 56, 499433), 2.15, 3.25]","[datetime.datetime(2022, 11, 28, 19, 33, 56, 499433), 16.0, 34.0]","[datetime.datetime(2022, 11, 28, 19, 33, 56, 499433), 26.0, 65.0]","[datetime.datetime(2022, 11, 28, 19, 33, 56, 499433), 3.3, 4.9]","[datetime.datetime(2022, 11, 28, 19, 33, 56, 499433), 5.0, 8.8]","[datetime.datetime(2022, 11, 28, 19, 33, 56, 499433), 26.0, 260.0]","[datetime.datetime(2022, 11, 28, 19, 33, 56, 499433), 21.0, 65.0]","[datetime.datetime(2022, 11, 28, 19, 33, 56, 499433), 6.5, 12.5]"
30,"[datetime.datetime(2022, 11, 28, 19, 33, 57, 635981), 2.15, 3.25]","[datetime.datetime(2022, 11, 28, 19, 33, 57, 635981), 16.0, 34.0]","[datetime.datetime(2022, 11, 28, 19, 33, 57, 635981), 26.0, 65.0]","[datetime.datetime(2022, 11, 28, 19, 33, 57, 635981), 3.3, 4.9]","[datetime.datetime(2022, 11, 28, 19, 33, 57, 635981), 5.0, 8.8]","[datetime.datetime(2022, 11, 28, 19, 33, 57, 635981), 26.0, 260.0]","[datetime.datetime(2022, 11, 28, 19, 33, 57, 635981), 21.0, 65.0]","[datetime.datetime(2022, 11, 28, 19, 33, 57, 635981), 6.5, 12.5]"
31,"[datetime.datetime(2022, 11, 28, 19, 33, 58, 769023), 2.15, 3.25]","[datetime.datetime(2022, 11, 28, 19, 33, 58, 769023), 16.0, 34.0]","[datetime.datetime(2022, 11, 28, 19, 33, 58, 769023), 26.0, 65.0]","[datetime.datetime(2022, 11, 28, 19, 33, 58, 769023), 3.3, 4.9]","[datetime.datetime(2022, 11, 28, 19, 33, 58, 769023), 5.0, 8.8]","[datetime.datetime(2022, 11, 28, 19, 33, 58, 769023), 26.0, 260.0]","[datetime.datetime(2022, 11, 28, 19, 33, 58, 769023), 21.0, 65.0]","[datetime.datetime(2022, 11, 28, 19, 33, 58, 769023), 6.5, 12.5]"
32,"[datetime.datetime(2022, 11, 28, 19, 33, 59, 893049), 2.15, 3.25]","[datetime.datetime(2022, 11, 28, 19, 33, 59, 893049), 16.0, 34.0]","[datetime.datetime(2022, 11, 28, 19, 33, 59, 893049), 26.0, 65.0]","[datetime.datetime(2022, 11, 28, 19, 33, 59, 893049), 3.3, 4.9]","[datetime.datetime(2022, 11, 28, 19, 33, 59, 893049), 5.0, 8.8]","[datetime.datetime(2022, 11, 28, 19, 33, 59, 893049), 26.0, 260.0]","[datetime.datetime(2022, 11, 28, 19, 33, 59, 893049), 21.0, 65.0]","[datetime.datetime(2022, 11, 28, 19, 33, 59, 893049), 6.5, 12.5]"
33,"[datetime.datetime(2022, 11, 28, 19, 34, 1, 25908), 2.15, 3.25]","[datetime.datetime(2022, 11, 28, 19, 34, 1, 26911), 16.0, 34.0]","[datetime.datetime(2022, 11, 28, 19, 34, 1, 26911), 26.0, 65.0]","[datetime.datetime(2022, 11, 28, 19, 34, 1, 26911), 3.3, 4.9]","[datetime.datetime(2022, 11, 28, 19, 34, 1, 26911), 5.0, 8.8]","[datetime.datetime(2022, 11, 28, 19, 34, 1, 26911), 26.0, 260.0]","[datetime.datetime(2022, 11, 28, 19, 34, 1, 26911), 21.0, 65.0]","[datetime.datetime(2022, 11, 28, 19, 34, 1, 26911), 6.5, 12.5]"
34,"[datetime.datetime(2022, 11, 28, 19, 34, 2, 151035), 2.15, 3.25]","[datetime.datetime(2022, 11, 28, 19, 34, 2, 151035), 16.0, 34.0]","[datetime.datetime(2022, 11, 28, 19, 34, 2, 151035), 26.0, 65.0]","[datetime.datetime(2022, 11, 28, 19, 34, 2, 151035), 3.3, 4.9]","[datetime.datetime(2022, 11, 28, 19, 34, 2, 151035), 5.0, 8.8]","[datetime.datetime(2022, 11, 28, 19, 34, 2, 151035), 26.0, 260.0]","[datetime.datetime(2022, 11, 28, 19, 34, 2, 151035), 21.0, 65.0]","[datetime.datetime(2022, 11, 28, 19, 34, 2, 151035), 6.5, 12.5]"
35,"[datetime.datetime(2022, 11, 28, 19, 34, 3, 284356), 2.15, 3.25]","[datetime.datetime(2022, 11, 28, 19, 34, 3, 284356), 16.0, 34.0]","[datetime.datetime(2022, 11, 28, 19, 34, 3, 284356), 26.0, 65.0]","[datetime.datetime(2022, 11, 28, 19, 34, 3, 284356), 3.3, 4.9]","[datetime.datetime(2022, 11, 28, 19, 34, 3, 284356), 5.0, 8.8]","[datetime.datetime(2022, 11, 28, 19, 34, 3, 284356), 26.0, 260.0]","[datetime.datetime(2022, 11, 28, 19, 34, 3, 284356), 21.0, 65.0]","[datetime.datetime(2022, 11, 28, 19, 34, 3, 284356), 6.5, 12.5]"
36,"[datetime.datetime(2022, 11, 28, 19, 34, 4, 407801), 2.15, 3.25]","[datetime.datetime(2022, 11, 28, 19, 34, 4, 407801), 16.0, 34.0]","[datetime.datetime(2022, 11, 28, 19, 34, 4, 407801), 26.0, 65.0]","[datetime.datetime(2022, 11, 28, 19, 34, 4, 407801), 3.3, 4.9]","[datetime.datetime(2022, 11, 28, 19, 34, 4, 407801), 5.0, 8.8]","[datetime.datetime(2022, 11, 28, 19, 34, 4, 407801), 26.0, 260.0]","[datetime.datetime(2022, 11, 28, 19, 34, 4, 407801), 21.0, 65.0]","[datetime.datetime(2022, 11, 28, 19, 34, 4, 407801), 6.5, 12.5]"
37,"[datetime.datetime(2022, 11, 28, 19, 34, 5, 535836), 2.15, 3.25]","[datetime.datetime(2022, 11, 28, 19, 34, 5, 535836), 16.0, 34.0]","[datetime.datetime(2022, 11, 28, 19, 34, 5, 535836), 26.0, 65.0]","[datetime.datetime(2022, 11, 28, 19, 34, 5, 535836), 3.3, 4.9]","[datetime.datetime(2022, 11, 28, 19, 34, 5, 535836), 5.0, 8.8]","[datetime.datetime(2022, 11, 28, 19, 34, 5, 535836), 26.0, 260.0]","[datetime.datetime(2022, 11, 28, 19, 34, 5, 535836), 21.0, 65.0]","[datetime.datetime(2022, 11, 28, 19, 34, 5, 535836), 6.5, 12.5]"
38,"[datetime.datetime(2022, 11, 28, 19, 34, 6, 662593), 2.15, 3.25]","[datetime.datetime(2022, 11, 28, 19, 34, 6, 662593), 16.0, 34.0]","[datetime.datetime(2022, 11, 28, 19, 34, 6, 662593), 26.0, 65.0]","[datetime.datetime(2022, 11, 28, 19, 34, 6, 662593), 3.3, 4.9]","[datetime.datetime(2022, 11, 28, 19, 34, 6, 662593), 5.0, 8.8]","[datetime.datetime(2022, 11, 28, 19, 34, 6, 662593), 26.0, 260.0]","[datetime.datetime(2022, 11, 28, 19, 34, 6, 662593), 21.0, 65.0]","[datetime.datetime(2022, 11, 28, 19, 34, 6, 662593), 6.5, 12.5]"
39,"[datetime.datetime(2022, 11, 28, 19, 34, 7, 788521), 2.15, 3.25]","[datetime.datetime(2022, 11, 28, 19, 34, 7, 788521), 16.0, 34.0]","[datetime.datetime(2022, 11, 28, 19, 34, 7, 788521), 26.0, 65.0]","[datetime.datetime(2022, 11, 28, 19, 34, 7, 788521), 3.3, 4.9]","[datetime.datetime(2022, 11, 28, 19, 34, 7, 788521), 5.0, 8.8]","[datetime.datetime(2022, 11, 28, 19, 34, 7, 788521), 26.0, 260.0]","[datetime.datetime(2022, 11, 28, 19, 34, 7, 788521), 21.0, 65.0]","[datetime.datetime(2022, 11, 28, 19, 34, 7, 788521), 6.5, 12.5]"
