,El Cordobes,Trodaire,Euro Dandy,Girello,Indifference,Magnetic Prince,Piaggio,Montjeuify
04-01-2023 13:54:26.414843,"(6.5, 7.8, 7.673015873015873)","(18.0, 23.0, 22.36842105263158)","(4.2, 5.0, 4.910638297872341)","(7.5, 10.5, 10.415730337078651)","(2.6, 3.15, 3.1050257731958766)","(6.0, 7.2, 7.137864077669903)","(16.0, 20.0, 19.681818181818183)","(71.0, 110.0, 99.0)"
04-01-2023 13:54:27.544919,"(6.5, 7.8, 7.673015873015873)","(18.0, 23.0, 22.36842105263158)","(4.2, 5.0, 4.910638297872341)","(7.5, 10.5, 10.406832298136646)","(2.6, 3.15, 3.160204081632653)","(6.0, 7.2, 7.137864077669903)","(16.0, 20.0, 19.785714285714285)","(71.0, 110.0, 99.0)"
04-01-2023 13:54:28.630184,"(6.5, 7.8, 7.673015873015873)","(18.0, 21.0, 20.6875)","(4.2, 5.0, 4.910638297872341)","(7.5, 10.5, 10.25563909774436)","(2.6, 3.2, 3.1618478260869565)","(6.0, 7.2, 7.137864077669903)","(16.0, 20.0, 19.785714285714285)","(71.0, 110.0, 99.0)"
04-01-2023 13:54:29.792980,"(6.5, 7.8, 7.673015873015873)","(18.0, 21.0, 20.6875)","(4.2, 5.0, 4.910638297872341)","(7.5, 10.5, 10.261538461538462)","(2.6, 3.2, 3.1618478260869565)","(6.0, 7.2, 7.137864077669903)","(16.0, 20.0, 19.785714285714285)","(71.0, 110.0, 99.0)"
04-01-2023 13:54:30.995687,"(6.5, 7.8, 7.673015873015873)","(18.0, 21.0, 20.6875)","(4.2, 5.0, 4.910638297872341)","(7.5, 10.5, 10.261538461538462)","(2.6, 3.2, 3.1618478260869565)","(6.0, 7.2, 7.137864077669903)","(16.0, 20.0, 19.785714285714285)","(71.0, 110.0, 99.0)"
04-01-2023 13:54:32.156343,"(6.5, 7.8, 7.673015873015873)","(18.0, 21.0, 20.6875)","(4.2, 5.0, 4.910638297872341)","(7.5, 10.5, 10.261538461538462)","(2.6, 3.2, 3.1618478260869565)","(6.0, 7.2, 7.137864077669903)","(16.0, 20.0, 19.785714285714285)","(71.0, 110.0, 99.0)"
04-01-2023 13:54:33.301227,"(6.5, 7.8, 7.673015873015873)","(18.0, 21.0, 20.6875)","(4.2, 5.0, 4.910638297872341)","(7.5, 10.5, 10.261538461538462)","(2.6, 3.2, 3.1618478260869565)","(6.0, 7.2, 7.137864077669903)","(16.0, 20.0, 19.785714285714285)","(71.0, 110.0, 99.0)"
04-01-2023 13:54:34.357513,"(6.5, 7.8, 7.673015873015873)","(18.0, 21.0, 20.6875)","(4.2, 5.0, 4.910638297872341)","(7.5, 10.5, 10.261538461538462)","(2.6, 3.2, 3.1618478260869565)","(6.0, 7.2, 7.137864077669903)","(16.0, 20.0, 19.785714285714285)","(71.0, 110.0, 99.0)"
04-01-2023 13:54:35.473121,"(6.5, 7.8, 7.673015873015873)","(18.0, 22.0, 21.183673469387756)","(4.2, 5.0, 4.909871244635193)","(7.5, 10.5, 10.261538461538462)","(2.6, 3.2, 3.159655172413793)","(6.0, 7.2, 7.137864077669903)","(16.0, 20.0, 19.681818181818183)","(71.0, 110.0, 99.0)"
04-01-2023 13:54:36.605302,"(6.5, 7.8, 7.673015873015873)","(18.0, 22.0, 21.16)","(4.2, 5.0, 4.871631205673759)","(7.5, 10.5, 10.286206896551723)","(2.6, 3.2, 3.161172566371681)","(6.0, 7.2, 7.15268817204301)","(16.0, 20.0, 19.785714285714285)","(71.0, 100.0, 98.42105263157895)"
04-01-2023 13:54:37.716555,"(6.5, 7.6, 7.531782945736434)","(18.0, 22.0, 21.16)","(4.2, 4.9, 4.871631205673759)","(7.5, 10.5, 10.286206896551723)","(2.6, 3.2, 3.1615560640732263)","(6.0, 7.2, 7.137864077669903)","(16.0, 20.0, 19.785714285714285)","(71.0, 110.0, 98.42105263157895)"
04-01-2023 13:54:38.796146,"(6.5, 7.6, 7.544654088050314)","(18.0, 22.0, 21.16)","(4.2, 4.9, 4.871631205673759)","(7.5, 10.5, 10.286206896551723)","(2.6, 3.2, 3.1615560640732263)","(6.0, 7.2, 7.137864077669903)","(16.0, 20.0, 19.785714285714285)","(71.0, 110.0, 97.3076923076923)"
04-01-2023 13:54:39.857442,"(6.5, 7.6, 7.544654088050314)","(18.0, 22.0, 21.16)","(4.2, 4.9, 4.877272727272728)","(7.5, 10.5, 10.22972972972973)","(2.6, 3.2, 3.1615560640732263)","(6.0, 7.2, 7.137864077669903)","(16.0, 20.0, 19.785714285714285)","(71.0, 110.0, 97.3076923076923)"
04-01-2023 13:54:40.995464,"(6.5, 7.6, 7.53879781420765)","(18.0, 22.0, 21.16)","(4.2, 4.9, 4.877272727272728)","(7.5, 11.0, 10.582822085889571)","(2.6, 3.2, 3.1542234332425068)","(6.0, 7.2, 7.137864077669903)","(16.0, 20.0, 19.785714285714285)","(71.0, 110.0, 102.14285714285714)"
04-01-2023 13:54:42.181134,"(6.5, 7.6, 7.526797385620915)","(18.0, 22.0, 21.16)","(4.2, 4.9, 4.877272727272728)","(7.5, 11.0, 10.565217391304348)","(2.6, 3.2, 3.1542234332425068)","(6.0, 7.2, 7.137864077669903)","(16.0, 20.0, 19.785714285714285)","(71.0, 110.0, 102.14285714285714)"
04-01-2023 13:54:43.412621,"(6.5, 7.6, 7.526797385620915)","(18.0, 22.0, 21.16)","(4.2, 4.9, 4.877272727272728)","(7.5, 11.0, 10.575418994413408)","(2.6, 3.2, 3.15746835443038)","(6.0, 7.2, 7.137864077669903)","(16.0, 20.0, 19.785714285714285)","(71.0, 110.0, 102.14285714285714)"
04-01-2023 13:54:44.525819,"(6.5, 7.6, 7.526797385620915)","(18.0, 22.0, 21.16)","(4.2, 4.9, 4.877272727272728)","(7.5, 11.0, 10.575418994413408)","(2.6, 3.2, 3.15746835443038)","(6.0, 7.2, 7.137864077669903)","(16.0, 20.0, 19.785714285714285)","(71.0, 110.0, 102.14285714285714)"
04-01-2023 13:54:45.554449,"(6.5, 7.6, 7.526797385620915)","(18.0, 22.0, 21.16)","(4.2, 4.9, 4.877272727272728)","(7.5, 11.0, 10.575418994413408)","(2.6, 3.2, 3.1535911602209943)","(6.0, 7.2, 7.137864077669903)","(16.0, 20.0, 19.785714285714285)","(71.0, 110.0, 102.14285714285714)"
04-01-2023 13:54:46.670153,"(6.5, 7.6, 7.518840579710145)","(18.0, 22.0, 21.16)","(4.2, 4.9, 4.877272727272728)","(7.5, 11.0, 10.575418994413408)","(2.6, 3.2, 3.148623853211009)","(6.0, 7.2, 7.137864077669903)","(16.0, 20.0, 19.785714285714285)","(71.0, 110.0, 102.14285714285714)"
04-01-2023 13:54:47.795042,"(6.5, 7.6, 7.518840579710145)","(18.0, 22.0, 21.16)","(4.2, 4.9, 4.877272727272728)","(7.5, 11.0, 10.575418994413408)","(2.6, 3.2, 3.1684636118598384)","(6.0, 7.2, 7.126436781609195)","(16.0, 20.0, 19.785714285714285)","(71.0, 110.0, 99.28571428571429)"
04-01-2023 13:54:48.918918,"(6.5, 7.6, 7.533333333333333)","(18.0, 22.0, 21.16)","(4.2, 4.9, 4.877272727272728)","(7.5, 11.0, 10.575418994413408)","(2.6, 3.2, 3.1684636118598384)","(6.0, 7.2, 7.126436781609195)","(16.0, 20.0, 19.464285714285715)","(71.0, 110.0, 97.5)"
04-01-2023 13:54:50.019342,"(6.5, 7.6, 7.518840579710145)","(18.0, 22.0, 21.16)","(4.2, 4.9, 4.877272727272728)","(7.5, 11.0, 10.58918918918919)","(2.6, 3.2, 3.1684636118598384)","(6.0, 7.2, 7.126011560693642)","(16.0, 19.5, 19.464285714285715)","(71.0, 110.0, 97.5)"
04-01-2023 13:54:51.078080,"(6.5, 7.6, 7.518840579710145)","(18.0, 22.0, 21.16)","(4.2, 4.9, 4.877272727272728)","(7.5, 11.0, 10.58918918918919)","(2.6, 3.2, 3.1684636118598384)","(6.0, 7.2, 7.159124087591241)","(16.0, 19.5, 19.464285714285715)","(71.0, 110.0, 97.5)"
04-01-2023 13:54:52.066232,"(6.5, 7.6, 7.518840579710145)","(18.0, 22.0, 21.16)","(4.2, 4.9, 4.877272727272728)","(7.5, 11.0, 10.58918918918919)","(2.6, 3.2, 3.1684636118598384)","(6.0, 7.2, 7.208988764044944)","(16.0, 19.5, 19.464285714285715)","(71.0, 110.0, 97.5)"
04-01-2023 13:54:53.088852,"(6.5, 7.6, 7.518840579710145)","(18.0, 22.0, 21.16)","(4.2, 4.9, 4.8830508474576275)","(7.5, 11.0, 10.58918918918919)","(2.6, 3.2, 3.167979002624672)","(6.0, 7.4, 7.208988764044944)","(16.0, 19.5, 19.464285714285715)","(71.0, 110.0, 97.5)"
04-01-2023 13:54:54.177485,"(6.5, 7.6, 7.518840579710145)","(18.0, 22.0, 21.16)","(4.2, 4.9, 4.8830508474576275)","(7.5, 11.0, 10.58918918918919)","(2.6, 3.2, 3.167979002624672)","(6.0, 7.4, 7.208988764044944)","(16.0, 19.5, 19.464285714285715)","(71.0, 110.0, 97.5)"
04-01-2023 13:54:55.195700,"(6.5, 7.6, 7.518840579710145)","(18.0, 22.0, 21.16)","(4.2, 4.9, 4.8830508474576275)","(7.5, 11.0, 10.58918918918919)","(2.6, 3.2, 3.167979002624672)","(6.0, 7.4, 7.253333333333334)","(16.0, 19.5, 19.464285714285715)","(71.0, 110.0, 97.5)"
04-01-2023 13:54:56.226642,"(6.5, 7.6, 7.518840579710145)","(18.0, 22.0, 21.16)","(4.2, 4.9, 4.8830508474576275)","(7.5, 11.0, 10.58695652173913)","(2.6, 3.2, 3.1580756013745708)","(6.0, 7.4, 7.253333333333334)","(16.0, 19.5, 19.464285714285715)","(71.0, 110.0, 97.5)"
04-01-2023 13:54:57.202906,"(6.5, 7.6, 7.518840579710145)","(18.0, 22.0, 21.16)","(4.2, 4.9, 4.8830508474576275)","(7.5, 11.0, 10.58695652173913)","(2.6, 3.2, 3.1580756013745708)","(6.0, 7.4, 7.253333333333334)","(16.0, 19.5, 19.464285714285715)","(71.0, 110.0, 97.5)"
04-01-2023 13:54:58.304746,"(6.5, 7.6, 7.518840579710145)","(18.0, 22.0, 21.16)","(4.2, 4.9, 4.8830508474576275)","(7.5, 11.0, 10.561111111111112)","(2.6, 3.2, 3.167027027027027)","(6.0, 7.4, 7.253333333333334)","(16.0, 19.5, 19.464285714285715)","(71.0, 110.0, 97.5)"
04-01-2023 13:54:59.421643,"(6.5, 7.6, 7.518840579710145)","(18.0, 22.0, 21.16)","(4.2, 4.9, 4.88099173553719)","(7.5, 11.0, 10.561111111111112)","(2.6, 3.2, 3.1646376811594203)","(6.0, 7.4, 7.253333333333334)","(16.0, 19.5, 19.464285714285715)","(71.0, 110.0, 97.5)"
04-01-2023 13:55:00.562446,"(6.5, 7.6, 7.518840579710145)","(18.0, 22.0, 21.183673469387756)","(4.2, 4.9, 4.879352226720648)","(7.5, 11.0, 10.561111111111112)","(2.6, 3.2, 3.1646376811594203)","(6.0, 7.4, 7.253333333333334)","(16.0, 19.5, 19.464285714285715)","(71.0, 110.0, 97.5)"
04-01-2023 13:55:01.813705,"(6.5, 7.6, 7.518840579710145)","(18.0, 21.0, 20.966666666666665)","(4.2, 4.9, 4.879352226720648)","(7.5, 11.0, 10.561111111111112)","(2.6, 3.2, 3.1646376811594203)","(6.0, 7.4, 7.151912568306011)","(16.0, 19.5, 19.464285714285715)","(71.0, 110.0, 97.5)"
04-01-2023 13:55:02.929383,"(6.5, 7.6, 7.518248175182482)","(18.0, 21.0, 20.966666666666665)","(4.2, 4.9, 4.868711656441718)","(7.5, 11.0, 10.76764705882353)","(2.6, 3.2, 3.1752304147465438)","(6.0, 7.2, 7.249019607843137)","(16.0, 19.5, 19.807692307692307)","(71.0, 110.0, 101.66666666666667)"
04-01-2023 13:55:04.006819,"(6.5, 7.6, 7.492307692307692)","(18.0, 22.0, 21.423728813559322)","(4.2, 4.8, 4.78156862745098)","(7.5, 11.0, 10.774096385542169)","(2.6, 3.2, 3.2217687074829935)","(6.0, 7.4, 7.249019607843137)","(16.0, 20.0, 19.456521739130434)","(71.0, 110.0, 101.66666666666667)"
04-01-2023 13:55:05.145631,"(6.5, 7.6, 7.488888888888889)","(18.0, 22.0, 21.423728813559322)","(4.2, 4.7, 4.656378600823045)","(7.5, 11.0, 10.715909090909092)","(2.6, 3.25, 3.2223776223776226)","(6.0, 7.4, 7.249019607843137)","(16.0, 19.5, 19.456521739130434)","(71.0, 110.0, 101.66666666666667)"
04-01-2023 13:55:06.257684,"(6.5, 7.6, 7.488888888888889)","(18.0, 22.0, 21.423728813559322)","(4.2, 4.7, 4.656378600823045)","(7.5, 11.0, 10.715909090909092)","(2.6, 3.25, 3.2185344827586206)","(6.0, 7.4, 7.249019607843137)","(16.0, 19.5, 19.807692307692307)","(71.0, 110.0, 101.66666666666667)"
04-01-2023 13:55:07.369510,"(6.5, 7.6, 7.488888888888889)","(18.0, 22.0, 21.666666666666668)","(4.2, 4.7, 4.636144578313253)","(8.0, 11.0, 10.715909090909092)","(2.6, 3.25, 3.2095870206489674)","(6.0, 7.4, 7.249019607843137)","(16.0, 20.0, 19.807692307692307)","(61.0, 110.0, 104.64285714285714)"
04-01-2023 13:55:08.453845,"(6.5, 7.6, 7.488888888888889)","(18.0, 22.0, 21.666666666666668)","(4.2, 4.7, 4.636144578313253)","(8.0, 11.0, 10.758064516129032)","(2.6, 3.25, 3.2085365853658536)","(6.0, 7.4, 7.249019607843137)","(16.0, 20.0, 19.807692307692307)","(61.0, 110.0, 104.64285714285714)"
04-01-2023 13:55:09.553257,"(6.5, 7.6, 7.488888888888889)","(18.0, 23.0, 22.52112676056338)","(4.2, 4.7, 4.636144578313253)","(8.0, 11.0, 10.758064516129032)","(2.6, 3.25, 3.1864864864864866)","(6.0, 7.4, 7.249019607843137)","(16.0, 20.0, 19.807692307692307)","(61.0, 110.0, 104.64285714285714)"
04-01-2023 13:55:10.635259,"(6.5, 7.8, 7.6125)","(18.0, 23.0, 22.52112676056338)","(4.2, 4.7, 4.601315789473684)","(8.0, 11.0, 10.715909090909092)","(2.6, 3.2, 3.1801980198019804)","(6.0, 7.4, 7.249019607843137)","(16.0, 20.0, 19.807692307692307)","(61.0, 110.0, 104.64285714285714)"
04-01-2023 13:55:11.842990,"(6.5, 7.8, 7.670967741935484)","(18.0, 23.0, 22.52112676056338)","(4.2, 4.6, 4.5625)","(8.0, 11.0, 10.748322147651006)","(2.6, 3.2, 3.178110599078341)","(6.0, 7.4, 7.3007299270073)","(16.0, 20.0, 19.807692307692307)","(61.0, 110.0, 104.64285714285714)"
04-01-2023 13:55:13.086275,"(6.5, 7.8, 7.748484848484848)","(18.0, 23.0, 22.52112676056338)","(4.2, 4.6, 4.561538461538461)","(8.0, 11.0, 10.748322147651006)","(2.6, 3.2, 3.178110599078341)","(6.0, 7.4, 7.3007299270073)","(16.0, 20.0, 19.776119402985074)","(61.0, 110.0, 104.64285714285714)"
04-01-2023 13:55:14.280153,"(6.5, 7.8, 7.748484848484848)","(18.0, 23.0, 22.52112676056338)","(4.2, 4.6, 4.561711711711712)","(8.0, 11.0, 10.756493506493506)","(2.6, 3.2, 3.1780092592592593)","(6.0, 7.4, 7.3007299270073)","(16.0, 20.0, 19.776119402985074)","(61.0, 110.0, 104.64285714285714)"
04-01-2023 13:55:15.380408,"(6.5, 7.8, 7.748484848484848)","(18.0, 23.0, 22.52112676056338)","(4.2, 4.6, 4.561711711711712)","(8.0, 11.0, 10.756493506493506)","(2.6, 3.2, 3.1576271186440676)","(6.0, 7.4, 7.3007299270073)","(16.0, 20.0, 19.80263157894737)","(61.0, 110.0, 105.83333333333333)"
04-01-2023 13:55:16.508043,"(6.5, 7.8, 7.764583333333333)","(18.0, 23.0, 22.6)","(4.2, 4.6, 4.569543147208122)","(8.0, 11.0, 10.756493506493506)","(2.6, 3.2, 3.154972375690608)","(6.0, 7.4, 7.3007299270073)","(16.0, 20.0, 19.80263157894737)","(61.0, 110.0, 105.83333333333333)"
04-01-2023 13:55:17.630103,"(6.5, 7.8, 7.76530612244898)","(18.0, 23.0, 22.6)","(4.2, 4.6, 4.569543147208122)","(8.0, 11.0, 10.739583333333334)","(2.6, 3.2, 3.154972375690608)","(6.0, 7.4, 7.3007299270073)","(16.0, 20.0, 19.80263157894737)","(61.0, 110.0, 105.83333333333333)"
04-01-2023 13:55:18.734397,"(6.5, 7.8, 7.78125)","(18.0, 23.0, 22.6)","(4.2, 4.6, 4.569543147208122)","(8.0, 11.0, 10.739583333333334)","(2.6, 3.2, 3.154972375690608)","(6.0, 7.4, 7.29618320610687)","(16.0, 20.0, 20.205128205128204)","(61.0, 110.0, 105.83333333333333)"
04-01-2023 13:55:19.906893,"(6.5, 7.8, 7.7835616438356166)","(17.0, 23.0, 22.6)","(4.2, 4.6, 4.569543147208122)","(8.0, 11.0, 10.739583333333334)","(2.6, 3.2, 3.154972375690608)","(6.0, 7.4, 7.29618320610687)","(16.0, 21.0, 19.76923076923077)","(71.0, 110.0, 105.83333333333333)"
04-01-2023 13:55:20.996458,"(6.5, 7.8, 7.7823529411764705)","(17.0, 23.0, 22.6)","(4.2, 4.6, 4.566101694915254)","(8.0, 11.0, 10.739583333333334)","(2.6, 3.2, 3.154972375690608)","(6.0, 7.4, 7.29618320610687)","(16.0, 20.0, 19.77777777777778)","(71.0, 110.0, 105.83333333333333)"
04-01-2023 13:55:22.366628,"(6.5, 7.8, 7.778947368421052)","(17.0, 23.0, 22.6)","(4.2, 4.6, 4.566101694915254)","(8.0, 11.0, 10.739583333333334)","(2.6, 3.2, 3.154972375690608)","(6.0, 7.4, 7.29618320610687)","(16.0, 20.0, 19.77777777777778)","(71.0, 110.0, 105.83333333333333)"
04-01-2023 13:55:23.478107,"(6.5, 7.8, 7.782481751824817)","(17.0, 23.0, 22.6)","(4.2, 4.6, 4.566101694915254)","(8.0, 11.0, 10.735915492957746)","(2.6, 3.2, 3.141269841269841)","(6.0, 7.4, 7.285714285714286)","(16.0, 20.0, 19.77777777777778)","(71.0, 110.0, 105.83333333333333)"
04-01-2023 13:55:24.672074,"(6.5, 7.8, 7.789393939393939)","(17.0, 23.0, 22.358490566037737)","(4.2, 4.6, 4.573125)","(8.0, 11.0, 10.75)","(2.6, 3.15, 3.146924829157175)","(6.0, 7.4, 7.285714285714286)","(16.0, 20.0, 19.77777777777778)","(71.0, 110.0, 106.25)"
04-01-2023 13:55:25.801499,"(6.5, 8.0, 7.806)","(17.0, 23.0, 22.358490566037737)","(4.2, 4.6, 4.572093023255814)","(8.0, 11.0, 10.75)","(2.6, 3.15, 3.146924829157175)","(6.0, 7.4, 7.285714285714286)","(16.0, 20.0, 19.77777777777778)","(71.0, 110.0, 106.25)"
04-01-2023 13:55:26.981109,"(6.5, 8.0, 7.806)","(17.0, 23.0, 22.358490566037737)","(4.2, 4.6, 4.593)","(8.0, 11.0, 10.74031007751938)","(2.6, 3.15, 3.144396551724138)","(6.0, 7.4, 7.285714285714286)","(16.0, 20.0, 19.77777777777778)","(71.0, 110.0, 98.75)"
04-01-2023 13:55:28.249442,"(6.5, 8.0, 7.806)","(17.0, 23.0, 22.15)","(4.2, 4.6, 4.583809523809523)","(8.0, 11.0, 10.74031007751938)","(2.6, 3.15, 3.144170403587444)","(6.0, 7.4, 7.285714285714286)","(16.0, 20.0, 19.77777777777778)","(71.0, 100.0, 99.03846153846153)"
04-01-2023 13:55:29.437867,"(6.5, 8.0, 7.806)","(17.0, 23.0, 22.333333333333332)","(4.2, 4.6, 4.574436090225563)","(8.0, 11.0, 10.751851851851852)","(2.6, 3.15, 3.1443231441048036)","(6.0, 7.4, 7.292063492063492)","(16.0, 20.0, 19.821428571428573)","(71.0, 100.0, 99.03846153846153)"
04-01-2023 13:55:30.539535,"(6.5, 8.0, 7.8317180616740085)","(17.0, 23.0, 22.333333333333332)","(4.2, 4.6, 4.574436090225563)","(8.0, 11.0, 10.751851851851852)","(2.6, 3.15, 3.1437046004842615)","(6.0, 7.4, 7.292063492063492)","(16.0, 20.0, 19.821428571428573)","(71.0, 100.0, 98.86363636363636)"
04-01-2023 13:55:31.674146,"(6.5, 8.0, 7.8317180616740085)","(17.0, 23.0, 22.441176470588236)","(4.2, 4.6, 4.575555555555555)","(8.0, 11.0, 10.744604316546763)","(2.6, 3.15, 3.1437046004842615)","(6.0, 7.4, 7.292063492063492)","(16.0, 20.0, 19.821428571428573)","(71.0, 100.0, 98.86363636363636)"
04-01-2023 13:55:33.024695,"(6.5, 8.0, 7.783783783783783)","(17.0, 23.0, 22.464788732394368)","(4.2, 4.6, 4.589473684210526)","(8.0, 11.0, 10.813829787234042)","(2.6, 3.15, 3.1468905472636814)","(6.0, 7.4, 7.292063492063492)","(16.0, 20.0, 19.821428571428573)","(71.0, 100.0, 98.86363636363636)"
04-01-2023 13:55:34.205949,"(6.5, 7.8, 7.783783783783783)","(17.0, 23.0, 22.464788732394368)","(4.2, 4.6, 4.589473684210526)","(8.0, 11.0, 10.801020408163266)","(2.6, 3.15, 3.1475225225225225)","(6.0, 7.4, 7.287603305785124)","(16.0, 20.0, 19.821428571428573)","(71.0, 100.0, 99.0)"
04-01-2023 13:55:35.355148,"(6.5, 7.8, 7.7870503597122305)","(17.0, 23.0, 22.464788732394368)","(4.2, 4.6, 4.589473684210526)","(8.0, 11.0, 10.801020408163266)","(2.6, 3.15, 3.14617067833698)","(6.0, 7.4, 7.287603305785124)","(16.0, 20.0, 19.821428571428573)","(71.0, 100.0, 99.04761904761905)"
04-01-2023 13:55:36.521177,"(6.5, 7.8, 7.7870503597122305)","(17.0, 23.0, 22.464788732394368)","(4.2, 4.6, 4.587628865979381)","(8.0, 11.0, 10.801020408163266)","(2.6, 3.15, 3.14617067833698)","(6.0, 7.4, 7.287603305785124)","(16.0, 20.0, 19.821428571428573)","(71.0, 100.0, 116.66666666666667)"
04-01-2023 13:55:37.640344,"(6.5, 7.8, 7.7870503597122305)","(17.0, 23.0, 22.457142857142856)","(4.2, 4.6, 4.595535714285714)","(8.0, 11.0, 10.801020408163266)","(2.6, 3.15, 3.14617067833698)","(6.0, 7.4, 7.287603305785124)","(16.0, 20.0, 19.821428571428573)","(71.0, 130.0, 121.76470588235294)"
04-01-2023 13:55:38.771032,"(6.5, 7.8, 7.7870503597122305)","(17.0, 23.0, 22.457142857142856)","(4.2, 4.6, 4.595535714285714)","(8.0, 11.0, 10.801020408163266)","(2.6, 3.15, 3.14617067833698)","(6.0, 7.4, 7.287603305785124)","(16.0, 20.0, 19.821428571428573)","(71.0, 130.0, 121.76470588235294)"
04-01-2023 13:55:39.877267,"(6.5, 7.8, 7.7870503597122305)","(17.0, 23.0, 22.11627906976744)","(4.2, 4.7, 4.596894409937888)","(8.0, 11.0, 10.790322580645162)","(2.6, 3.15, 3.145721271393643)","(6.0, 7.4, 7.287603305785124)","(16.0, 20.0, 19.74137931034483)","(71.0, 130.0, 118.21428571428572)"
04-01-2023 13:55:40.922792,"(6.5, 7.8, 7.783783783783783)","(17.0, 23.0, 22.11627906976744)","(4.2, 4.7, 4.596894409937888)","(8.0, 11.0, 10.790322580645162)","(2.6, 3.15, 3.145721271393643)","(6.0, 7.4, 7.238235294117647)","(16.0, 20.0, 19.74137931034483)","(71.0, 120.0, 118.21428571428572)"
04-01-2023 13:55:42.282270,"(6.5, 7.8, 7.755725190839694)","(17.0, 23.0, 21.565217391304348)","(4.2, 4.7, 4.6879194630872485)","(8.0, 11.0, 10.790322580645162)","(2.6, 3.15, 3.1080434782608695)","(6.0, 7.4, 7.238235294117647)","(16.0, 20.0, 19.74137931034483)","(71.0, 120.0, 118.21428571428572)"
04-01-2023 13:55:43.487660,"(6.5, 7.8, 7.755725190839694)","(17.0, 22.0, 21.666666666666668)","(4.2, 4.7, 4.681875)","(8.0, 11.0, 10.790322580645162)","(2.6, 3.15, 3.1051162790697675)","(6.0, 7.4, 7.238235294117647)","(16.0, 20.0, 19.775510204081634)","(71.0, 120.0, 118.21428571428572)"
04-01-2023 13:55:44.899173,"(6.5, 7.8, 7.761073825503355)","(17.0, 22.0, 21.74468085106383)","(4.2, 4.7, 4.678518518518518)","(8.0, 11.0, 10.765060240963855)","(2.6, 3.15, 3.1106122448979594)","(6.0, 7.4, 7.238235294117647)","(16.0, 20.0, 19.775510204081634)","(71.0, 120.0, 117.22222222222223)"
04-01-2023 13:55:46.121718,"(6.5, 7.8, 7.761073825503355)","(17.0, 22.0, 21.74468085106383)","(4.2, 4.7, 4.678518518518518)","(8.0, 11.0, 10.744444444444444)","(2.6, 3.15, 3.1106122448979594)","(6.0, 7.4, 7.238235294117647)","(16.0, 20.0, 19.775510204081634)","(71.0, 120.0, 117.22222222222223)"
04-01-2023 13:55:47.235336,"(6.5, 7.8, 7.761073825503355)","(17.0, 22.0, 21.73913043478261)","(4.2, 4.7, 4.678518518518518)","(8.0, 11.0, 10.75287356321839)","(2.6, 3.15, 3.1106122448979594)","(6.0, 7.4, 7.238235294117647)","(16.0, 20.0, 19.54)","(71.0, 120.0, 116.66666666666667)"
04-01-2023 13:55:48.624696,"(6.5, 7.8, 7.761073825503355)","(17.0, 22.0, 21.73913043478261)","(4.2, 4.7, 4.678518518518518)","(8.0, 11.0, 10.75287356321839)","(2.6, 3.15, 3.1106122448979594)","(6.0, 7.4, 7.238235294117647)","(16.0, 20.0, 19.416666666666668)","(71.0, 120.0, 116.66666666666667)"
04-01-2023 13:55:49.972912,"(6.5, 7.8, 7.803809523809524)","(17.0, 22.0, 22.466666666666665)","(4.2, 4.7, 4.739230769230769)","(8.0, 11.0, 10.079545454545455)","(2.6, 3.15, 3.109623430962343)","(6.0, 7.4, 7.288888888888889)","(16.0, 19.5, 18.714285714285715)","(71.0, 120.0, 116.66666666666667)"
04-01-2023 13:55:51.241441,"(6.5, 8.0, 7.803809523809524)","(17.0, 23.0, 22.466666666666665)","(4.2, 4.8, 4.739230769230769)","(8.0, 10.5, 10.0175)","(2.6, 3.15, 3.109623430962343)","(6.0, 7.4, 7.288888888888889)","(16.0, 19.0, 18.714285714285715)","(71.0, 120.0, 116.66666666666667)"
04-01-2023 13:55:52.432584,"(6.5, 8.2, 8.014925373134329)","(17.0, 23.0, 22.466666666666665)","(4.2, 4.8, 4.689171974522293)","(8.0, 10.5, 10.017073170731708)","(2.6, 3.15, 3.118151815181518)","(6.0, 7.4, 7.244827586206897)","(16.0, 19.0, 18.8)","(71.0, 120.0, 115.0)"
04-01-2023 13:55:53.534547,"(6.5, 8.2, 8.014084507042254)","(17.0, 23.0, 22.6)","(4.2, 4.7, 4.689171974522293)","(8.0, 10.5, 9.975000000000001)","(2.6, 3.15, 3.138888888888889)","(6.0, 7.4, 7.244827586206897)","(16.0, 19.0, 18.8)","(71.0, 120.0, 115.0)"
04-01-2023 13:55:54.635109,"(6.5, 8.2, 8.010309278350515)","(17.0, 23.0, 22.6)","(4.2, 4.7, 4.726126126126126)","(8.0, 10.5, 9.975000000000001)","(2.6, 3.15, 3.103669724770642)","(6.0, 7.4, 7.244827586206897)","(16.0, 19.0, 18.8)","(71.0, 120.0, 115.83333333333334)"
04-01-2023 13:55:55.756634,"(6.5, 8.2, 8.011764705882353)","(17.0, 23.0, 22.6)","(4.2, 4.8, 4.724444444444444)","(8.0, 10.5, 9.975000000000001)","(2.6, 3.15, 3.1110169491525426)","(6.0, 7.4, 7.244827586206897)","(16.0, 19.0, 18.8)","(71.0, 120.0, 115.83333333333334)"
