,Perfect Tyrant,Freddy Vegas,Break And Enter,Cracking Force,Black Nettle,Rebel Prince,Wild Mister,High Times
14-12-2022 12:20:34.956452,"(1.45, 1.62, 1.6142307692307694)","(11.0, 14.5, 13.352941176470589)","(21.0, 46.0, 40.705882352941174)","(21.0, 140.0, 75.0)","(5.0, 12.0, 11.796296296296296)","(31.0, 120.0, 92.72727272727273)","(71.0, 430.0, 321.5)","(6.5, 7.4, 6.5)"
14-12-2022 12:20:36.364747,"(1.45, 1.62, 1.6142307692307694)","(11.0, 14.5, 13.46)","(21.0, 46.0, 37.1764705882353)","(21.0, 140.0, 75.0)","(5.0, 12.0, 11.86)","(31.0, 120.0, 83.63636363636364)","(71.0, 430.0, 321.5)","(6.5, 7.2, 6.455555555555556)"
14-12-2022 12:20:37.618228,"(1.45, 1.62, 1.6142307692307694)","(11.0, 14.5, 13.46)","(21.0, 46.0, 37.1764705882353)","(21.0, 140.0, 90.47619047619048)","(5.0, 12.0, 11.86)","(31.0, 100.0, 83.63636363636364)","(71.0, 430.0, 321.5)","(6.5, 7.4, 6.455555555555556)"
14-12-2022 12:20:38.980526,"(1.45, 1.62, 1.6142307692307694)","(11.0, 14.5, 13.46)","(21.0, 46.0, 40.705882352941174)","(21.0, 140.0, 93.57142857142857)","(5.0, 12.0, 11.840909090909092)","(31.0, 100.0, 91.25)","(71.0, 430.0, 321.5)","(6.5, 7.4, 6.447058823529412)"
14-12-2022 12:20:40.351085,"(1.45, 1.62, 1.6152272727272727)","(11.0, 14.5, 13.46)","(21.0, 46.0, 40.705882352941174)","(21.0, 140.0, 93.57142857142857)","(5.0, 12.0, 11.840909090909092)","(31.0, 100.0, 91.25)","(71.0, 430.0, 321.5)","(6.5, 6.8, 6.233333333333333)"
14-12-2022 12:20:41.720471,"(1.45, 1.62, 1.6152272727272727)","(11.0, 14.5, 13.46)","(21.0, 46.0, 40.705882352941174)","(21.0, 140.0, 93.57142857142857)","(5.0, 12.0, 11.840909090909092)","(31.0, 100.0, 91.25)","(71.0, 430.0, 287.5)","(6.5, 6.8, 6.272413793103448)"
14-12-2022 12:20:43.053118,"(1.45, 1.62, 1.6152272727272727)","(11.0, 14.5, 13.46)","(21.0, 46.0, 40.375)","(21.0, 140.0, 93.57142857142857)","(5.0, 12.0, 11.840909090909092)","(31.0, 100.0, 91.25)","(71.0, 410.0, 287.5)","(6.5, 6.8, 6.272413793103448)"
14-12-2022 12:20:44.426048,"(1.45, 1.62, 1.6129411764705883)","(11.0, 14.5, 13.46)","(21.0, 46.0, 37.1764705882353)","(21.0, 140.0, 113.88888888888889)","(5.0, 12.0, 11.840909090909092)","(31.0, 100.0, 91.25)","(71.0, 410.0, 287.5)","(6.5, 6.8, 6.35)"
14-12-2022 12:20:45.680997,"(1.45, 1.62, 1.6129411764705883)","(11.0, 14.5, 13.318181818181818)","(21.0, 46.0, 37.1764705882353)","(21.0, 120.0, 116.07142857142857)","(5.0, 12.0, 11.840909090909092)","(31.0, 100.0, 91.25)","(71.0, 410.0, 287.5)","(6.5, 6.8, 6.472727272727273)"
14-12-2022 12:20:46.939475,"(1.45, 1.62, 1.6083333333333334)","(11.0, 14.5, 13.318181818181818)","(21.0, 46.0, 37.666666666666664)","(21.0, 120.0, 80.0)","(5.0, 12.0, 11.840909090909092)","(31.0, 100.0, 91.25)","(71.0, 410.0, 316.6666666666667)","(6.5, 6.8, 6.3038461538461545)"
14-12-2022 12:20:48.297649,"(1.45, 1.61, 1.6071428571428572)","(11.0, 14.5, 13.46)","(21.0, 46.0, 37.1764705882353)","(21.0, 120.0, 75.55555555555556)","(5.0, 12.0, 11.840909090909092)","(31.0, 100.0, 91.25)","(71.0, 410.0, 316.6666666666667)","(6.5, 6.4, 6.105882352941177)"
14-12-2022 12:20:49.651252,"(1.45, 1.62, 1.6071428571428572)","(11.0, 14.5, 13.46)","(21.0, 46.0, 37.1764705882353)","(21.0, 120.0, 75.55555555555556)","(5.0, 12.0, 11.840909090909092)","(31.0, 100.0, 91.25)","(71.0, 410.0, 316.6666666666667)","(6.5, 6.4, 6.105882352941177)"
14-12-2022 12:20:50.965341,"(1.45, 1.62, 1.6105263157894738)","(11.0, 14.5, 13.46)","(21.0, 46.0, 37.142857142857146)","(21.0, 120.0, 97.77777777777777)","(5.0, 12.0, 11.840909090909092)","(31.0, 100.0, 91.25)","(71.0, 410.0, 316.6666666666667)","(6.5, 6.4, 6.1173913043478265)"
14-12-2022 12:20:52.381942,"(1.45, 1.62, 1.61)","(11.0, 14.5, 13.46)","(21.0, 44.0, 37.06666666666667)","(21.0, 120.0, 102.6086956521739)","(5.0, 12.0, 11.840909090909092)","(31.0, 100.0, 91.25)","(71.0, 410.0, 276.25)","(6.5, 6.4, 6.1173913043478265)"
14-12-2022 12:20:53.913105,"(1.45, 1.62, 1.61)","(11.0, 14.5, 13.22)","(21.0, 44.0, 37.06666666666667)","(21.0, 120.0, 102.6086956521739)","(5.0, 12.0, 11.840909090909092)","(31.0, 100.0, 91.25)","(71.0, 390.0, 280.625)","(6.5, 6.4, 6.15)"
14-12-2022 12:20:55.304187,"(1.45, 1.62, 1.61)","(11.0, 14.5, 13.22)","(21.0, 44.0, 36.54545454545455)","(21.0, 120.0, 105.71428571428572)","(5.0, 12.0, 11.840909090909092)","(31.0, 100.0, 91.25)","(71.0, 390.0, 287.05882352941177)","(6.5, 6.4, 6.194117647058824)"
14-12-2022 12:20:56.616480,"(1.45, 1.62, 1.6089473684210527)","(11.0, 14.0, 13.113636363636363)","(21.0, 42.0, 35.64705882352941)","(21.0, 120.0, 105.71428571428572)","(5.0, 12.0, 11.840909090909092)","(31.0, 100.0, 91.25)","(71.0, 390.0, 310.45454545454544)","(6.5, 6.4, 6.163636363636363)"
14-12-2022 12:20:57.983808,"(1.45, 1.61, 1.6083333333333334)","(11.0, 14.0, 13.08695652173913)","(21.0, 42.0, 35.64705882352941)","(21.0, 120.0, 105.71428571428572)","(5.0, 12.0, 11.840909090909092)","(31.0, 100.0, 91.25)","(71.0, 390.0, 310.45454545454544)","(6.5, 6.6, 6.163636363636363)"
14-12-2022 12:20:59.296620,"(1.45, 1.61, 1.6033333333333335)","(11.0, 14.0, 13.08695652173913)","(21.0, 42.0, 39.51724137931035)","(21.0, 120.0, 92.5)","(5.0, 12.0, 11.840909090909092)","(31.0, 100.0, 77.5)","(71.0, 390.0, 265.0)","(6.5, 6.6, 6.12)"
14-12-2022 12:21:00.917559,"(1.45, 1.61, 1.6084615384615386)","(11.0, 14.0, 13.08695652173913)","(21.0, 42.0, 39.51724137931035)","(21.0, 110.0, 92.5)","(5.0, 12.0, 11.840909090909092)","(31.0, 100.0, 77.5)","(81.0, 380.0, 277.77777777777777)","(5.5, 6.6, 6.141176470588235)"
14-12-2022 12:21:02.533364,"(1.5, 1.61, 1.6084615384615386)","(11.0, 14.0, 13.08695652173913)","(20.0, 40.0, 38.25806451612903)","(26.0, 110.0, 89.0)","(5.0, 12.0, 11.787234042553191)","(31.0, 100.0, 77.5)","(81.0, 380.0, 277.77777777777777)","(5.5, 6.6, 6.141176470588235)"
14-12-2022 12:21:04.095800,"(1.5, 1.61, 1.6033333333333335)","(11.0, 14.0, 13.08695652173913)","(20.0, 40.0, 37.666666666666664)","(26.0, 110.0, 99.5)","(5.0, 12.0, 11.787234042553191)","(31.0, 100.0, 75.45454545454545)","(81.0, 380.0, 211.11111111111111)","(5.5, 6.6, 6.141176470588235)"
14-12-2022 12:21:05.647691,"(1.5, 1.61, 1.6061290322580646)","(11.0, 14.0, 13.08695652173913)","(20.0, 40.0, 36.4)","(26.0, 110.0, 99.5)","(5.0, 12.0, 11.787234042553191)","(31.0, 100.0, 83.125)","(81.0, 370.0, 211.11111111111111)","(5.5, 6.6, 6.32)"
14-12-2022 12:21:07.134194,"(1.4, 1.61, 1.6142857142857143)","(11.0, 14.0, 13.08695652173913)","(21.0, 40.0, 36.44444444444444)","(31.0, 110.0, 101.6)","(6.0, 12.0, 11.787234042553191)","(41.0, 100.0, 83.125)","(81.0, 370.0, 211.11111111111111)","(5.5, 6.6, 6.368421052631579)"
14-12-2022 12:21:08.827346,"(1.4, 1.62, 1.6169230769230771)","(11.0, 14.0, 13.08695652173913)","(21.0, 40.0, 36.44444444444444)","(31.0, 110.0, 100.86956521739131)","(6.0, 12.0, 11.767441860465116)","(41.0, 100.0, 83.125)","(81.0, 370.0, 211.11111111111111)","(5.5, 6.6, 6.466666666666667)"
14-12-2022 12:21:10.293467,"(1.4, 1.62, 1.6066666666666667)","(11.0, 14.0, 13.08695652173913)","(21.0, 40.0, 38.72727272727273)","(31.0, 110.0, 106.3157894736842)","(6.0, 12.0, 11.705882352941176)","(41.0, 100.0, 83.125)","(81.0, 370.0, 211.11111111111111)","(5.5, 6.6, 6.4399999999999995)"
14-12-2022 12:21:11.876186,"(1.4, 1.62, 1.6018181818181818)","(11.0, 14.0, 13.08695652173913)","(21.0, 40.0, 39.03225806451613)","(31.0, 110.0, 106.3157894736842)","(6.0, 12.0, 12.777777777777779)","(41.0, 100.0, 83.125)","(81.0, 370.0, 211.11111111111111)","(5.5, 6.6, 6.384615384615384)"
14-12-2022 12:21:13.521666,"(1.4, 1.62, 1.6094642857142858)","(11.0, 14.0, 13.08695652173913)","(21.0, 40.0, 38.588235294117645)","(31.0, 110.0, 115.29411764705883)","(6.0, 13.0, 12.181818181818182)","(41.0, 100.0, 83.125)","(81.0, 350.0, 233.33333333333334)","(5.5, 6.4, 6.316666666666667)"
14-12-2022 12:21:14.947884,"(1.4, 1.61, 1.6094642857142858)","(11.0, 14.0, 13.08695652173913)","(21.0, 40.0, 38.588235294117645)","(31.0, 120.0, 114.28571428571428)","(6.0, 13.0, 12.192307692307692)","(41.0, 100.0, 83.125)","(81.0, 350.0, 233.33333333333334)","(5.5, 6.4, 6.316666666666667)"
14-12-2022 12:21:16.554773,"(1.4, 1.61, 1.59390625)","(11.0, 14.0, 13.08695652173913)","(21.0, 40.0, 38.588235294117645)","(31.0, 120.0, 115.78947368421052)","(6.0, 13.0, 12.34375)","(41.0, 100.0, 78.75)","(81.0, 350.0, 233.33333333333334)","(5.5, 6.4, 6.316666666666667)"
14-12-2022 12:21:18.316249,"(1.4, 1.6, 1.5938759689922481)","(11.0, 14.0, 13.045454545454545)","(21.0, 40.0, 46.8)","(31.0, 120.0, 115.78947368421052)","(6.0, 13.0, 11.875)","(41.0, 95.0, 78.75)","(81.0, 350.0, 233.33333333333334)","(5.5, 6.4, 6.333333333333334)"
14-12-2022 12:21:19.847442,"(1.4, 1.6, 1.5948299319727892)","(11.0, 14.0, 13.38888888888889)","(21.0, 48.0, 40.0)","(31.0, 120.0, 115.78947368421052)","(6.0, 12.5, 11.75)","(41.0, 95.0, 78.75)","(81.0, 350.0, 233.33333333333334)","(5.5, 6.4, 6.458823529411765)"
14-12-2022 12:21:21.525610,"(1.4, 1.59, 1.5604545454545455)","(11.0, 13.5, 13.38888888888889)","(21.0, 46.0, 39.6)","(31.0, 120.0, 115.78947368421052)","(6.0, 12.5, 11.863636363636363)","(41.0, 95.0, 81.66666666666667)","(81.0, 350.0, 233.33333333333334)","(5.5, 6.6, 6.538461538461538)"
14-12-2022 12:21:23.181242,"(1.4, 1.58, 1.5569642857142858)","(11.0, 13.5, 13.38888888888889)","(21.0, 46.0, 43.142857142857146)","(31.0, 120.0, 115.78947368421052)","(6.0, 12.5, 11.863636363636363)","(41.0, 95.0, 81.66666666666667)","(81.0, 340.0, 217.85714285714286)","(5.5, 6.8, 6.75)"
14-12-2022 12:21:24.602606,"(1.4, 1.58, 1.5574285714285714)","(11.0, 13.5, 13.38888888888889)","(21.0, 46.0, 43.142857142857146)","(31.0, 120.0, 115.78947368421052)","(6.0, 12.5, 11.863636363636363)","(41.0, 95.0, 81.66666666666667)","(81.0, 340.0, 225.0)","(5.5, 6.8, 6.61)"
14-12-2022 12:21:26.389533,"(1.4, 1.58, 1.606875)","(11.0, 13.5, 13.166666666666666)","(21.0, 46.0, 44.0)","(31.0, 120.0, 109.0625)","(6.0, 12.5, 11.9)","(41.0, 95.0, 81.66666666666667)","(81.0, 330.0, 225.0)","(5.5, 6.8, 6.711111111111111)"
14-12-2022 12:21:28.319696,"(1.4, 1.61, 1.606875)","(11.0, 13.5, 13.115384615384615)","(21.0, 46.0, 44.0)","(31.0, 120.0, 113.0)","(6.0, 12.5, 11.61111111111111)","(41.0, 95.0, 75.0)","(81.0, 330.0, 225.0)","(5.5, 6.8, 6.7272727272727275)"
14-12-2022 12:21:29.777909,"(1.4, 1.61, 1.6025)","(11.0, 13.5, 13.236842105263158)","(21.0, 46.0, 43.89473684210526)","(31.0, 120.0, 113.33333333333334)","(6.0, 12.0, 11.214285714285714)","(41.0, 95.0, 73.33333333333333)","(81.0, 330.0, 211.0)","(5.5, 6.8, 6.538461538461538)"
14-12-2022 12:21:31.546198,"(1.4, 1.61, 1.6025)","(11.0, 13.5, 13.236842105263158)","(21.0, 46.0, 44.18181818181818)","(31.0, 120.0, 115.38461538461539)","(6.0, 12.0, 11.181818181818182)","(41.0, 95.0, 73.33333333333333)","(81.0, 330.0, 245.0)","(5.5, 6.6, 6.504761904761905)"
14-12-2022 12:21:32.925033,"(1.4, 1.61, 1.6039534883720932)","(11.0, 13.5, 13.178571428571429)","(21.0, 46.0, 44.18181818181818)","(31.0, 120.0, 117.22222222222223)","(6.0, 12.0, 11.5)","(41.0, 95.0, 73.33333333333333)","(81.0, 330.0, 245.0)","(5.5, 6.6, 6.51)"
14-12-2022 12:21:34.301651,"(1.4, 1.61, 1.6039534883720932)","(11.0, 13.5, 13.178571428571429)","(21.0, 46.0, 44.18181818181818)","(31.0, 120.0, 116.66666666666667)","(6.0, 12.0, 11.647058823529411)","(41.0, 95.0, 73.33333333333333)","(81.0, 330.0, 235.0)","(5.5, 6.6, 6.51)"
14-12-2022 12:21:35.772148,"(1.4, 1.61, 1.6031578947368421)","(11.0, 13.5, 13.178571428571429)","(21.0, 46.0, 44.18181818181818)","(31.0, 120.0, 118.6842105263158)","(6.0, 12.0, 11.647058823529411)","(41.0, 95.0, 73.33333333333333)","(81.0, 310.0, 235.0)","(5.5, 6.6, 6.75)"
14-12-2022 12:21:37.245341,"(1.4, 1.6, 1.585925925925926)","(11.0, 13.5, 13.178571428571429)","(21.0, 46.0, 44.18181818181818)","(31.0, 120.0, 118.6842105263158)","(6.0, 12.0, 11.647058823529411)","(41.0, 95.0, 73.33333333333333)","(81.0, 310.0, 235.0)","(5.5, 6.8, 6.72)"
14-12-2022 12:21:38.792687,"(1.4, 1.6, 1.585925925925926)","(11.0, 13.5, 13.178571428571429)","(21.0, 46.0, 44.18181818181818)","(31.0, 120.0, 118.6842105263158)","(6.0, 12.0, 11.647058823529411)","(41.0, 95.0, 73.33333333333333)","(91.0, 310.0, 205.0)","(5.5, 6.8, 6.72)"
14-12-2022 12:21:40.451196,"(1.4, 1.6, 1.5925)","(11.0, 13.5, 13.178571428571429)","(21.0, 46.0, 44.18181818181818)","(31.0, 120.0, 118.6842105263158)","(6.0, 12.0, 11.647058823529411)","(41.0, 95.0, 78.75)","(91.0, 310.0, 205.0)","(5.5, 6.8, 6.742857142857143)"
14-12-2022 12:21:42.229983,"(1.4, 1.6, 1.5835294117647059)","(11.0, 13.5, 13.9)","(21.0, 46.0, 44.18181818181818)","(31.0, 120.0, 118.6842105263158)","(6.0, 12.0, 11.647058823529411)","(41.0, 95.0, 73.33333333333333)","(91.0, 310.0, 205.0)","(5.5, 6.8, 6.791150442477876)"
14-12-2022 12:21:43.857201,"(1.4, 1.6, 1.5862068965517242)","(11.0, 14.0, 13.9)","(21.0, 46.0, 43.2)","(31.0, 120.0, 114.56521739130434)","(6.0, 12.0, 11.428571428571429)","(41.0, 95.0, 73.33333333333333)","(91.0, 310.0, 212.5)","(5.5, 6.8, 6.925)"
14-12-2022 12:21:45.389679,"(1.4, 1.6, 1.5838297872340426)","(11.0, 14.0, 13.964285714285714)","(21.0, 46.0, 43.55555555555556)","(31.0, 120.0, 116.0)","(6.0, 11.5, 11.428571428571429)","(41.0, 95.0, 73.33333333333333)","(91.0, 300.0, 214.6153846153846)","(5.5, 7.0, 6.890909090909091)"
14-12-2022 12:21:47.049713,"(1.4, 1.6, 1.5838297872340426)","(11.0, 14.0, 13.964285714285714)","(21.0, 44.0, 43.55555555555556)","(31.0, 120.0, 116.0)","(6.0, 11.5, 11.475)","(41.0, 95.0, 73.33333333333333)","(91.0, 290.0, 214.6153846153846)","(5.5, 7.2, 6.895238095238095)"
14-12-2022 12:21:48.458295,"(1.4, 1.6, 1.5805128205128205)","(11.0, 14.0, 13.964285714285714)","(21.0, 44.0, 43.55555555555556)","(31.0, 120.0, 116.0)","(6.0, 12.0, 11.475)","(41.0, 95.0, 73.33333333333333)","(91.0, 290.0, 214.6153846153846)","(5.5, 7.2, 6.895238095238095)"
14-12-2022 12:21:49.901287,"(1.4, 1.58, 1.576)","(11.0, 14.0, 13.964285714285714)","(21.0, 44.0, 43.55555555555556)","(31.0, 120.0, 118.0)","(6.0, 12.0, 11.475)","(41.0, 95.0, 73.33333333333333)","(91.0, 290.0, 214.6153846153846)","(5.5, 7.2, 6.939130434782609)"
14-12-2022 12:21:51.397308,"(1.4, 1.58, 1.5666666666666667)","(11.0, 14.0, 13.972222222222221)","(21.0, 44.0, 43.55555555555556)","(31.0, 120.0, 118.0)","(6.0, 12.0, 11.68421052631579)","(41.0, 90.0, 73.62068965517241)","(91.0, 290.0, 214.6153846153846)","(5.5, 7.2, 6.945454545454545)"
14-12-2022 12:21:52.891711,"(1.4, 1.58, 1.5666666666666667)","(11.0, 14.5, 14.363636363636363)","(21.0, 44.0, 43.55555555555556)","(31.0, 120.0, 118.94736842105263)","(6.0, 12.0, 11.68421052631579)","(41.0, 90.0, 73.62068965517241)","(91.0, 290.0, 192.0)","(5.5, 7.2, 6.945454545454545)"
14-12-2022 12:21:54.337980,"(1.4, 1.58, 1.5635294117647058)","(11.0, 14.5, 14.447368421052632)","(21.0, 44.0, 43.55555555555556)","(31.0, 120.0, 111.07142857142857)","(6.0, 12.0, 11.68421052631579)","(41.0, 90.0, 73.62068965517241)","(91.0, 290.0, 185.45454545454544)","(5.5, 7.2, 7.109090909090909)"
14-12-2022 12:21:55.730509,"(1.4, 1.58, 1.5635294117647058)","(11.0, 14.5, 14.45)","(21.0, 44.0, 43.55555555555556)","(31.0, 120.0, 111.07142857142857)","(6.0, 12.0, 11.68421052631579)","(41.0, 90.0, 73.62068965517241)","(91.0, 280.0, 185.45454545454544)","(5.5, 7.6, 7.014285714285714)"
14-12-2022 12:21:57.160829,"(1.4, 1.58, 1.5635294117647058)","(11.0, 14.5, 14.45)","(21.0, 44.0, 43.55555555555556)","(31.0, 120.0, 105.0)","(6.0, 12.0, 11.68421052631579)","(41.0, 90.0, 73.62068965517241)","(91.0, 280.0, 185.45454545454544)","(5.5, 7.2, 7.014285714285714)"
14-12-2022 12:21:58.542062,"(1.4, 1.57, 1.5621428571428573)","(11.0, 14.5, 14.45)","(21.0, 44.0, 43.55555555555556)","(31.0, 110.0, 105.0)","(6.0, 12.0, 11.68421052631579)","(41.0, 90.0, 73.62068965517241)","(91.0, 280.0, 205.71428571428572)","(5.5, 7.2, 7.014285714285714)"
14-12-2022 12:21:59.938372,"(1.4, 1.57, 1.5657142857142858)","(11.0, 14.5, 14.45)","(21.0, 44.0, 43.61904761904762)","(31.0, 110.0, 105.0)","(6.0, 12.0, 11.2)","(41.0, 90.0, 75.41666666666667)","(91.0, 280.0, 205.71428571428572)","(5.5, 7.2, 6.9875)"
14-12-2022 12:22:01.369486,"(1.4, 1.58, 1.5666666666666667)","(11.0, 14.5, 14.45)","(21.0, 44.0, 43.61904761904762)","(31.0, 110.0, 110.38461538461539)","(6.0, 12.0, 11.9375)","(41.0, 90.0, 75.41666666666667)","(91.0, 280.0, 185.45454545454544)","(5.5, 7.0, 6.6625)"
14-12-2022 12:22:02.692857,"(1.4, 1.58, 1.5681481481481483)","(11.0, 14.5, 14.45)","(21.0, 44.0, 43.61904761904762)","(31.0, 120.0, 110.38461538461539)","(6.0, 12.5, 11.833333333333334)","(41.0, 90.0, 72.4074074074074)","(91.0, 280.0, 185.45454545454544)","(5.5, 6.8, 6.630769230769231)"
14-12-2022 12:22:04.048028,"(1.4, 1.58, 1.5696774193548388)","(11.0, 14.5, 14.45)","(21.0, 44.0, 43.61904761904762)","(31.0, 120.0, 106.11111111111111)","(6.0, 12.5, 11.833333333333334)","(41.0, 85.0, 72.4074074074074)","(91.0, 280.0, 182.72727272727272)","(5.5, 6.8, 6.630769230769231)"
14-12-2022 12:22:05.801925,"(1.4, 1.58, 1.570909090909091)","(11.0, 14.5, 14.45)","(21.0, 44.0, 43.529411764705884)","(31.0, 120.0, 106.11111111111111)","(6.0, 12.5, 11.833333333333334)","(41.0, 85.0, 72.4074074074074)","(91.0, 270.0, 215.45454545454544)","(5.5, 6.8, 6.630769230769231)"
14-12-2022 12:22:07.423174,"(1.4, 1.58, 1.5643478260869565)","(11.0, 14.5, 14.45)","(21.0, 44.0, 43.529411764705884)","(31.0, 120.0, 106.11111111111111)","(6.0, 12.5, 11.833333333333334)","(41.0, 85.0, 72.4074074074074)","(91.0, 270.0, 195.0)","(5.5, 6.8, 6.662068965517242)"
14-12-2022 12:22:09.044304,"(1.4, 1.58, 1.562857142857143)","(11.0, 14.5, 15.125)","(21.0, 44.0, 43.529411764705884)","(31.0, 120.0, 106.11111111111111)","(6.0, 12.5, 11.833333333333334)","(41.0, 85.0, 72.4074074074074)","(91.0, 270.0, 215.45454545454544)","(5.5, 6.8, 6.630303030303031)"
14-12-2022 12:22:10.738272,"(1.4, 1.58, 1.5583333333333333)","(11.0, 15.5, 15.14)","(21.0, 44.0, 43.529411764705884)","(31.0, 120.0, 106.11111111111111)","(6.0, 12.5, 11.833333333333334)","(41.0, 85.0, 72.4074074074074)","(91.0, 270.0, 195.0)","(5.5, 6.8, 6.6375)"
14-12-2022 12:22:12.363856,"(1.35, 1.56, 1.5547619047619048)","(11.0, 15.5, 15.071428571428571)","(21.0, 44.0, 43.0)","(31.0, 120.0, 106.11111111111111)","(6.5, 12.5, 11.703125)","(41.0, 85.0, 72.4074074074074)","(91.0, 270.0, 215.45454545454544)","(5.5, 6.8, 6.762962962962963)"
14-12-2022 12:22:13.979341,"(1.35, 1.58, 1.5715384615384616)","(11.0, 15.5, 15.071428571428571)","(21.0, 44.0, 43.6)","(31.0, 120.0, 106.11111111111111)","(6.5, 12.5, 11.727272727272727)","(41.0, 85.0, 72.4074074074074)","(91.0, 270.0, 215.45454545454544)","(5.5, 7.0, 6.475)"
14-12-2022 12:22:15.437063,"(1.35, 1.58, 1.572857142857143)","(11.0, 15.5, 15.071428571428571)","(21.0, 44.0, 42.5)","(31.0, 120.0, 106.11111111111111)","(6.5, 12.5, 11.75)","(41.0, 85.0, 72.4074074074074)","(91.0, 270.0, 223.84615384615384)","(5.5, 6.6, 6.4526315789473685)"
14-12-2022 12:22:16.823306,"(1.35, 1.59, 1.571904761904762)","(11.0, 15.5, 15.071428571428571)","(21.0, 44.0, 42.5)","(31.0, 120.0, 106.11111111111111)","(6.5, 12.5, 11.75)","(41.0, 85.0, 72.4074074074074)","(91.0, 270.0, 223.84615384615384)","(5.5, 6.6, 6.438095238095238)"
14-12-2022 12:22:18.115877,"(1.35, 1.6, 1.572857142857143)","(11.0, 15.5, 15.071428571428571)","(21.0, 44.0, 44.666666666666664)","(31.0, 120.0, 106.11111111111111)","(6.5, 12.5, 11.666666666666666)","(41.0, 85.0, 72.4074074074074)","(91.0, 270.0, 223.84615384615384)","(5.5, 6.6, 6.392307692307693)"
14-12-2022 12:22:19.455176,"(1.35, 1.59, 1.5746153846153847)","(11.0, 15.5, 15.071428571428571)","(21.0, 46.0, 44.666666666666664)","(31.0, 120.0, 106.11111111111111)","(6.5, 12.0, 11.666666666666666)","(41.0, 85.0, 72.4074074074074)","(91.0, 270.0, 223.84615384615384)","(5.5, 6.4, 6.392307692307693)"
14-12-2022 12:22:20.794285,"(1.35, 1.62, 1.6191941391941393)","(11.0, 15.0, 14.647058823529411)","(21.0, 46.0, 44.666666666666664)","(31.0, 120.0, 106.11111111111111)","(6.5, 11.5, 11.125)","(41.0, 85.0, 73.69565217391305)","(91.0, 270.0, 201.25)","(5.5, 6.4, 6.321212121212121)"
14-12-2022 12:22:22.255057,"(1.35, 1.62, 1.6150000000000002)","(11.0, 15.0, 14.678571428571429)","(21.0, 46.0, 44.666666666666664)","(31.0, 120.0, 106.11111111111111)","(6.5, 11.0, 10.970588235294118)","(41.0, 85.0, 73.69565217391305)","(91.0, 270.0, 201.25)","(5.5, 6.6, 6.4)"
14-12-2022 12:22:23.657587,"(1.35, 1.62, 1.6169230769230771)","(11.0, 15.0, 14.55)","(21.0, 46.0, 44.666666666666664)","(31.0, 120.0, 106.11111111111111)","(6.5, 11.0, 10.970588235294118)","(41.0, 85.0, 73.69565217391305)","(91.0, 270.0, 201.25)","(5.5, 6.6, 6.4)"
14-12-2022 12:22:25.238016,"(1.35, 1.62, 1.6135000000000002)","(11.0, 15.0, 14.470588235294118)","(21.0, 46.0, 44.666666666666664)","(31.0, 120.0, 106.11111111111111)","(6.5, 11.0, 10.555555555555555)","(41.0, 85.0, 73.69565217391305)","(91.0, 270.0, 201.25)","(5.5, 6.6, 6.558139534883721)"
14-12-2022 12:22:26.700157,"(1.35, 1.62, 1.6162500000000002)","(11.0, 15.0, 14.470588235294118)","(21.0, 46.0, 44.666666666666664)","(31.0, 120.0, 96.11111111111111)","(6.5, 11.0, 10.383333333333333)","(41.0, 85.0, 73.69565217391305)","(91.0, 270.0, 201.25)","(5.5, 6.6, 6.626666666666667)"
14-12-2022 12:22:28.238747,"(1.35, 1.62, 1.6155555555555556)","(11.0, 15.0, 14.59090909090909)","(21.0, 46.0, 45.27272727272727)","(31.0, 110.0, 97.06896551724138)","(6.5, 10.5, 9.697826086956521)","(41.0, 85.0, 73.69565217391305)","(91.0, 270.0, 224.16666666666666)","(5.5, 6.8, 6.496774193548387)"
14-12-2022 12:22:29.933512,"(1.35, 1.62, 1.6148)","(11.0, 15.0, 14.59090909090909)","(21.0, 46.0, 43.333333333333336)","(31.0, 110.0, 97.06896551724138)","(6.5, 10.5, 9.670786516853932)","(41.0, 85.0, 73.69565217391305)","(91.0, 270.0, 224.16666666666666)","(5.5, 6.4, 6.3500000000000005)"
14-12-2022 12:22:31.403063,"(1.35, 1.63, 1.6157142857142857)","(11.0, 15.0, 14.5)","(21.0, 46.0, 43.333333333333336)","(31.0, 110.0, 97.06896551724138)","(6.5, 10.5, 9.754545454545454)","(41.0, 85.0, 72.8125)","(91.0, 270.0, 224.16666666666666)","(5.5, 6.4, 6.421052631578947)"
14-12-2022 12:22:32.833914,"(1.35, 1.63, 1.6157142857142857)","(11.0, 15.0, 14.5)","(21.0, 46.0, 42.0)","(31.0, 110.0, 95.84905660377359)","(6.5, 10.5, 9.748453608247422)","(41.0, 85.0, 75.0)","(91.0, 270.0, 201.25)","(5.5, 6.6, 6.384615384615384)"
14-12-2022 12:22:34.332690,"(1.35, 1.63, 1.6255555555555554)","(11.0, 15.0, 14.7)","(21.0, 46.0, 42.0)","(41.0, 110.0, 95.9)","(6.5, 10.5, 9.862921348314607)","(41.0, 85.0, 73.21428571428571)","(91.0, 270.0, 201.25)","(5.5, 6.6, 6.4)"
