,Cardinal Sin Nz,Ah Mach Nz,Reckless Dream,Forgot The Wallet,Euroking,Kerala Star Nz,Jawbreaker,Agouda Ruler
08-01-2023 16:15:44.453967,"(31.0, 99999, 99990)","(1.26, 99999, 99990)","(9.0, 14.0, 12.666666666666666)","(10.0, 15.5, 12.5)","(26.0, 55.0, 38.333333333333336)","(41.0, 99999, 99990)","(16.0, 26.0, 24.916666666666664)","(7.5, 12.5, 10.95)"
08-01-2023 16:15:45.636435,"(31.0, 99999, 99990)","(1.26, 99999, 99990)","(9.0, 14.0, 12.666666666666666)","(10.0, 15.5, 12.5)","(26.0, 55.0, 38.333333333333336)","(41.0, 99999, 99990)","(16.0, 26.0, 24.916666666666664)","(7.5, 12.5, 10.95)"
08-01-2023 16:15:46.777102,"(31.0, 99999, 99990)","(1.26, 99999, 99990)","(9.0, 14.0, 12.666666666666666)","(10.0, 15.5, 12.5)","(26.0, 55.0, 38.333333333333336)","(41.0, 99999, 99990)","(16.0, 26.0, 24.916666666666664)","(7.5, 12.5, 10.95)"
08-01-2023 16:15:47.816086,"(31.0, 99999, 99990)","(1.26, 99999, 99990)","(9.0, 14.0, 12.666666666666666)","(10.0, 15.5, 12.5)","(26.0, 55.0, 38.333333333333336)","(41.0, 99999, 99990)","(16.0, 26.0, 24.916666666666664)","(7.5, 12.5, 10.95)"
08-01-2023 16:15:48.938893,"(31.0, 99999, 99990)","(1.26, 99999, 99990)","(9.0, 14.0, 12.666666666666666)","(10.0, 15.5, 12.5)","(26.0, 55.0, 38.333333333333336)","(41.0, 99999, 99990)","(16.0, 26.0, 24.916666666666664)","(7.5, 12.5, 10.95)"
08-01-2023 16:15:50.128637,"(31.0, 99999, 99990)","(1.26, 99999, 99990)","(9.0, 14.0, 12.666666666666666)","(10.0, 15.5, 12.5)","(26.0, 55.0, 38.333333333333336)","(41.0, 99999, 99990)","(16.0, 26.0, 24.916666666666664)","(7.5, 12.5, 10.95)"
08-01-2023 16:15:51.333165,"(31.0, 99999, 99990)","(1.26, 99999, 99990)","(9.0, 14.0, 12.666666666666666)","(10.0, 15.5, 12.5)","(26.0, 55.0, 38.333333333333336)","(41.0, 99999, 99990)","(16.0, 26.0, 24.916666666666664)","(7.5, 12.5, 10.95)"
08-01-2023 16:15:52.444621,"(31.0, 99999, 99990)","(1.26, 99999, 99990)","(9.0, 14.0, 12.666666666666666)","(10.0, 15.5, 14.807692307692307)","(26.0, 55.0, 38.333333333333336)","(41.0, 99999, 99990)","(16.0, 26.0, 24.916666666666664)","(7.5, 12.5, 10.95)"
08-01-2023 16:15:53.474564,"(31.0, 99999, 99990)","(1.26, 99999, 99990)","(9.0, 14.0, 12.666666666666666)","(10.0, 15.5, 14.807692307692307)","(26.0, 55.0, 38.333333333333336)","(41.0, 99999, 99990)","(16.0, 26.0, 24.916666666666664)","(7.5, 12.5, 10.95)"
08-01-2023 16:15:54.597426,"(31.0, 99999, 99990)","(1.26, 99999, 99990)","(9.0, 14.0, 12.666666666666666)","(10.0, 15.5, 14.807692307692307)","(26.0, 55.0, 38.333333333333336)","(41.0, 99999, 99990)","(16.0, 26.0, 24.916666666666664)","(7.5, 12.5, 10.95)"
08-01-2023 16:15:55.785168,"(31.0, 99999, 99990)","(1.26, 99999, 99990)","(9.0, 14.0, 12.666666666666666)","(10.0, 15.5, 14.807692307692307)","(26.0, 55.0, 38.333333333333336)","(41.0, 99999, 99990)","(16.0, 26.0, 24.916666666666664)","(7.5, 12.5, 10.95)"
08-01-2023 16:15:56.926867,"(31.0, 99999, 99990)","(1.26, 99999, 99990)","(9.0, 14.0, 12.666666666666666)","(10.0, 15.5, 14.807692307692307)","(26.0, 55.0, 38.333333333333336)","(41.0, 99999, 99990)","(16.0, 26.0, 24.916666666666664)","(7.5, 12.5, 10.95)"
08-01-2023 16:15:58.081057,"(31.0, 99999, 99990)","(1.26, 99999, 99990)","(9.0, 14.0, 12.666666666666666)","(10.0, 15.5, 14.807692307692307)","(26.0, 55.0, 38.333333333333336)","(41.0, 99999, 99990)","(16.0, 26.0, 24.916666666666664)","(7.5, 12.5, 10.95)"
08-01-2023 16:15:59.152410,"(31.0, 99999, 99990)","(1.26, 99999, 99990)","(9.0, 14.0, 12.666666666666666)","(10.0, 15.5, 12.5)","(26.0, 55.0, 38.333333333333336)","(41.0, 99999, 99990)","(16.0, 26.0, 24.916666666666664)","(7.5, 12.5, 10.95)"
08-01-2023 16:16:00.281606,"(31.0, 99999, 99990)","(1.26, 99999, 99990)","(9.0, 14.0, 12.666666666666666)","(10.0, 15.5, 12.5)","(26.0, 55.0, 38.333333333333336)","(41.0, 99999, 99990)","(16.0, 26.0, 24.916666666666664)","(7.5, 12.5, 10.95)"
08-01-2023 16:16:01.459371,"(31.0, 99999, 99990)","(1.26, 99999, 99990)","(9.0, 14.0, 12.666666666666666)","(10.0, 15.5, 12.5)","(26.0, 55.0, 38.333333333333336)","(41.0, 99999, 99990)","(16.0, 26.0, 24.916666666666664)","(7.5, 12.5, 10.95)"
08-01-2023 16:16:02.615702,"(31.0, 99999, 99990)","(1.26, 99999, 99990)","(9.0, 14.0, 12.666666666666666)","(10.0, 15.5, 12.5)","(26.0, 55.0, 38.333333333333336)","(41.0, 99999, 99990)","(16.0, 26.0, 24.916666666666664)","(7.5, 12.5, 10.95)"
08-01-2023 16:16:03.768703,"(31.0, 99999, 99990)","(1.26, 99999, 99990)","(9.0, 14.0, 12.666666666666666)","(10.0, 15.5, 12.125)","(26.0, 55.0, 38.333333333333336)","(41.0, 99999, 99990)","(16.0, 26.0, 24.916666666666664)","(7.5, 12.5, 10.95)"
08-01-2023 16:16:04.854615,"(31.0, 99999, 99990)","(1.26, 99999, 99990)","(9.0, 14.0, 12.666666666666666)","(10.0, 15.5, 11.5)","(26.0, 55.0, 38.333333333333336)","(41.0, 99999, 99990)","(16.0, 26.0, 24.916666666666664)","(7.5, 12.5, 10.95)"
08-01-2023 16:16:06.008777,"(31.0, 99999, 99990)","(1.26, 99999, 99990)","(9.0, 14.0, 12.666666666666666)","(10.0, 15.5, 11.5)","(26.0, 55.0, 38.333333333333336)","(41.0, 99999, 99990)","(16.0, 26.0, 24.916666666666664)","(7.5, 12.5, 10.95)"
08-01-2023 16:16:07.183821,"(31.0, 99999, 99990)","(1.26, 99999, 99990)","(9.0, 14.0, 12.666666666666666)","(10.0, 15.0, 13.166666666666666)","(26.0, 55.0, 38.333333333333336)","(41.0, 99999, 99990)","(16.0, 26.0, 24.916666666666664)","(7.5, 12.5, 10.95)"
08-01-2023 16:16:08.343653,"(31.0, 99999, 99990)","(1.26, 99999, 99990)","(9.0, 14.0, 12.666666666666666)","(10.0, 17.5, 13.166666666666666)","(26.0, 55.0, 38.333333333333336)","(41.0, 99999, 99990)","(16.0, 26.0, 24.916666666666664)","(7.5, 12.5, 10.95)"
08-01-2023 16:16:09.499557,"(31.0, 99999, 99990)","(1.26, 99999, 99990)","(9.0, 14.0, 12.666666666666666)","(10.0, 17.5, 13.166666666666666)","(26.0, 55.0, 38.333333333333336)","(41.0, 99999, 99990)","(16.0, 26.0, 24.916666666666664)","(7.5, 12.5, 10.95)"
08-01-2023 16:16:10.634132,"(31.0, 99999, 99990)","(1.26, 99999, 99990)","(9.0, 14.0, 12.666666666666666)","(10.0, 17.5, 13.166666666666666)","(26.0, 55.0, 38.333333333333336)","(41.0, 99999, 99990)","(16.0, 26.0, 24.916666666666664)","(7.5, 12.5, 10.95)"
08-01-2023 16:16:11.779058,"(31.0, 99999, 99990)","(1.26, 99999, 99990)","(9.0, 14.0, 12.666666666666666)","(10.0, 17.5, 12.375)","(26.0, 55.0, 38.333333333333336)","(41.0, 99999, 99990)","(16.0, 26.0, 24.916666666666664)","(7.5, 12.5, 10.95)"
08-01-2023 16:16:12.866487,"(31.0, 99999, 99990)","(1.26, 99999, 99990)","(9.0, 14.0, 12.666666666666666)","(10.0, 16.5, 12.375)","(26.0, 55.0, 38.333333333333336)","(41.0, 99999, 99990)","(16.0, 26.0, 24.916666666666664)","(7.5, 12.5, 10.95)"
08-01-2023 16:16:14.032424,"(31.0, 99999, 99990)","(1.26, 99999, 99990)","(9.0, 14.0, 12.666666666666666)","(10.0, 16.0, 12.5)","(26.0, 55.0, 38.333333333333336)","(41.0, 99999, 99990)","(16.0, 26.0, 24.916666666666664)","(7.5, 12.5, 10.95)"
08-01-2023 16:16:15.238556,"(31.0, 99999, 99990)","(1.26, 99999, 99990)","(9.0, 14.0, 12.666666666666666)","(10.0, 15.5, 12.5)","(26.0, 55.0, 38.333333333333336)","(41.0, 99999, 99990)","(16.0, 26.0, 24.916666666666664)","(7.5, 12.5, 10.95)"
08-01-2023 16:16:16.448721,"(31.0, 99999, 99990)","(1.26, 99999, 99990)","(9.0, 14.0, 12.666666666666666)","(10.0, 15.5, 12.5)","(26.0, 55.0, 38.333333333333336)","(41.0, 99999, 99990)","(16.0, 26.0, 24.916666666666664)","(7.5, 12.5, 10.95)"
08-01-2023 16:16:17.500888,"(31.0, 99999, 99990)","(1.26, 99999, 99990)","(9.0, 14.0, 12.666666666666666)","(10.0, 15.5, 12.5)","(26.0, 55.0, 38.333333333333336)","(41.0, 99999, 99990)","(16.0, 26.0, 24.916666666666664)","(7.5, 12.5, 10.95)"
08-01-2023 16:16:18.603027,"(31.0, 99999, 99990)","(1.26, 99999, 99990)","(9.0, 14.0, 12.666666666666666)","(10.0, 15.5, 12.5)","(26.0, 55.0, 38.333333333333336)","(41.0, 99999, 99990)","(16.0, 26.0, 24.916666666666664)","(7.5, 12.5, 10.95)"
08-01-2023 16:16:19.851883,"(31.0, 99999, 99990)","(1.26, 99999, 99990)","(9.0, 14.0, 12.666666666666666)","(10.0, 15.5, 12.5)","(26.0, 55.0, 38.333333333333336)","(41.0, 99999, 99990)","(16.0, 26.0, 24.916666666666664)","(7.5, 12.5, 10.95)"
08-01-2023 16:16:21.102604,"(31.0, 99999, 99990)","(1.26, 99999, 99990)","(9.0, 14.0, 12.666666666666666)","(10.0, 15.5, 12.5)","(26.0, 55.0, 38.333333333333336)","(41.0, 99999, 99990)","(16.0, 26.0, 24.0)","(7.5, 12.5, 11.466666666666667)"
08-01-2023 16:16:22.171069,"(31.0, 99999, 99990)","(1.26, 99999, 99990)","(9.0, 14.0, 12.666666666666666)","(10.0, 15.5, 11.9)","(26.0, 55.0, 36.25)","(41.0, 99999, 99990)","(16.0, 26.0, 24.333333333333332)","(7.5, 12.5, 11.67142857142857)"
08-01-2023 16:16:23.294683,"(31.0, 99999, 99990)","(1.26, 99999, 99990)","(9.0, 14.0, 12.666666666666666)","(10.0, 15.0, 11.8)","(26.0, 55.0, 36.25)","(41.0, 99999, 99990)","(16.0, 26.0, 24.333333333333332)","(7.5, 12.5, 11.67142857142857)"
08-01-2023 16:16:24.379854,"(31.0, 99999, 99990)","(1.26, 99999, 99990)","(9.0, 14.0, 12.666666666666666)","(10.0, 15.0, 11.7)","(26.0, 55.0, 36.25)","(41.0, 99999, 99990)","(16.0, 26.0, 24.333333333333332)","(7.5, 12.5, 11.67142857142857)"
08-01-2023 16:16:25.543809,"(31.0, 99999, 99990)","(1.26, 99999, 99990)","(9.0, 14.0, 12.666666666666666)","(10.0, 14.5, 11.7)","(26.0, 55.0, 36.25)","(41.0, 99999, 99990)","(16.0, 26.0, 24.333333333333332)","(7.5, 12.5, 11.67142857142857)"
08-01-2023 16:16:26.805442,"(31.0, 99999, 99990)","(1.26, 99999, 99990)","(9.0, 14.0, 12.666666666666666)","(10.0, 14.5, 12.166666666666666)","(26.0, 55.0, 36.25)","(41.0, 99999, 99990)","(16.0, 26.0, 24.333333333333332)","(7.5, 12.5, 11.67142857142857)"
08-01-2023 16:16:27.977928,"(31.0, 99999, 99990)","(1.26, 99999, 99990)","(9.0, 14.0, 12.666666666666666)","(10.0, 14.5, 12.166666666666666)","(26.0, 55.0, 36.25)","(41.0, 99999, 99990)","(16.0, 26.0, 24.333333333333332)","(7.5, 12.5, 11.67142857142857)"
08-01-2023 16:16:29.224150,"(31.0, 99999, 99990)","(1.26, 99999, 99990)","(9.0, 14.0, 12.666666666666666)","(10.0, 14.5, 12.166666666666666)","(26.0, 55.0, 36.25)","(41.0, 99999, 99990)","(16.0, 26.0, 24.333333333333332)","(7.5, 12.5, 11.67142857142857)"
08-01-2023 16:16:30.372216,"(31.0, 99999, 99990)","(1.26, 99999, 99990)","(9.0, 14.0, 12.666666666666666)","(10.0, 14.5, 12.166666666666666)","(26.0, 55.0, 36.25)","(41.0, 99999, 99990)","(16.0, 26.0, 24.333333333333332)","(7.5, 12.5, 11.67142857142857)"
08-01-2023 16:16:31.502387,"(31.0, 99999, 99990)","(1.26, 99999, 99990)","(9.0, 14.0, 12.666666666666666)","(10.0, 14.5, 12.166666666666666)","(26.0, 55.0, 36.25)","(41.0, 99999, 99990)","(16.0, 26.0, 25.0)","(7.5, 12.5, 11.67142857142857)"
08-01-2023 16:16:32.707717,"(31.0, 99999, 99990)","(1.26, 99999, 99990)","(9.0, 14.0, 12.666666666666666)","(10.0, 14.5, 12.166666666666666)","(26.0, 55.0, 36.25)","(41.0, 99999, 99990)","(16.0, 27.0, 25.0)","(7.5, 12.5, 11.67142857142857)"
08-01-2023 16:16:33.902861,"(31.0, 99999, 99990)","(1.26, 99999, 99990)","(9.0, 14.0, 12.666666666666666)","(10.0, 14.5, 12.166666666666666)","(26.0, 55.0, 36.25)","(41.0, 99999, 99990)","(16.0, 27.0, 25.0)","(7.5, 12.5, 11.15)"
08-01-2023 16:16:35.134657,"(31.0, 99999, 99990)","(1.26, 99999, 99990)","(9.0, 14.0, 12.666666666666666)","(10.0, 14.5, 12.166666666666666)","(26.0, 55.0, 36.25)","(41.0, 99999, 99990)","(16.0, 27.0, 25.0)","(7.5, 12.5, 11.15)"
08-01-2023 16:16:36.290400,"(31.0, 99999, 99990)","(1.26, 99999, 99990)","(9.0, 14.0, 12.666666666666666)","(10.0, 14.5, 12.166666666666666)","(26.0, 55.0, 38.333333333333336)","(41.0, 99999, 99990)","(16.0, 27.0, 23.25)","(7.5, 12.5, 11.15)"
08-01-2023 16:16:37.391364,"(31.0, 99999, 99990)","(1.26, 99999, 99990)","(9.0, 14.0, 12.666666666666666)","(10.0, 14.5, 12.166666666666666)","(26.0, 55.0, 38.333333333333336)","(41.0, 99999, 99990)","(16.0, 27.0, 22.3125)","(7.5, 12.5, 11.15)"
08-01-2023 16:16:38.605532,"(31.0, 99999, 99990)","(1.26, 99999, 99990)","(9.0, 14.0, 12.666666666666666)","(10.0, 14.5, 12.166666666666666)","(26.0, 55.0, 38.333333333333336)","(41.0, 99999, 99990)","(16.0, 27.0, 22.625)","(7.5, 12.5, 11.15)"
08-01-2023 16:16:39.858524,"(31.0, 99999, 99990)","(1.26, 99999, 99990)","(9.0, 14.0, 12.666666666666666)","(10.0, 14.5, 13.166666666666666)","(26.0, 55.0, 38.333333333333336)","(41.0, 99999, 99990)","(16.0, 27.0, 25.0)","(7.5, 12.5, 11.15)"
08-01-2023 16:16:41.043045,"(31.0, 99999, 99990)","(1.26, 99999, 99990)","(9.0, 14.0, 12.666666666666666)","(10.0, 17.5, 13.166666666666666)","(26.0, 55.0, 38.333333333333336)","(41.0, 99999, 99990)","(16.0, 27.0, 23.25)","(7.5, 12.5, 11.15)"
08-01-2023 16:16:42.110065,"(31.0, 99999, 99990)","(1.26, 99999, 99990)","(9.0, 14.0, 12.666666666666666)","(10.0, 17.5, 11.8125)","(26.0, 55.0, 38.333333333333336)","(41.0, 99999, 99990)","(16.0, 27.0, 23.25)","(7.5, 12.5, 11.15)"
08-01-2023 16:16:43.301967,"(31.0, 99999, 99990)","(1.26, 99999, 99990)","(9.0, 14.0, 12.666666666666666)","(10.0, 17.5, 13.166666666666666)","(26.0, 55.0, 38.333333333333336)","(41.0, 99999, 99990)","(16.0, 27.0, 20.75)","(7.5, 12.5, 11.15)"
08-01-2023 16:16:44.590668,"(31.0, 99999, 99990)","(1.26, 99999, 99990)","(9.0, 14.0, 12.666666666666666)","(10.0, 17.5, 11.8125)","(26.0, 55.0, 38.333333333333336)","(41.0, 99999, 99990)","(16.0, 27.0, 22.3125)","(7.5, 12.5, 11.15)"
08-01-2023 16:16:45.816288,"(31.0, 99999, 99990)","(1.26, 99999, 99990)","(9.0, 14.0, 12.666666666666666)","(10.0, 17.5, 11.75)","(26.0, 55.0, 38.333333333333336)","(41.0, 99999, 99990)","(16.0, 27.0, 24.666666666666668)","(7.5, 12.5, 11.15)"
08-01-2023 16:16:46.914711,"(31.0, 99999, 99990)","(1.26, 99999, 99990)","(9.0, 14.0, 12.5)","(10.0, 17.0, 12.5)","(26.0, 55.0, 36.25)","(41.0, 99999, 99990)","(16.0, 27.0, 25.0)","(7.5, 12.5, 11.15)"
08-01-2023 16:16:48.054568,"(31.0, 99999, 99990)","(1.26, 99999, 99990)","(9.0, 14.0, 12.5)","(10.0, 16.0, 12.5)","(26.0, 55.0, 36.25)","(41.0, 99999, 99990)","(16.0, 27.0, 25.333333333333332)","(7.5, 12.5, 11.15)"
08-01-2023 16:16:49.175968,"(31.0, 99999, 99990)","(1.26, 99999, 99990)","(9.0, 14.0, 12.5)","(10.0, 16.0, 12.714285714285714)","(26.0, 55.0, 36.25)","(41.0, 99999, 99990)","(16.0, 27.0, 24.666666666666668)","(7.5, 12.5, 11.15)"
08-01-2023 16:16:50.337684,"(31.0, 99999, 99990)","(1.26, 99999, 99990)","(9.0, 14.0, 12.5)","(10.0, 15.0, 13.625)","(26.0, 55.0, 36.25)","(41.0, 99999, 99990)","(16.0, 27.0, 25.0)","(7.5, 12.5, 11.15)"
08-01-2023 16:16:51.566796,"(31.0, 99999, 99990)","(1.26, 99999, 99990)","(9.0, 14.0, 12.5)","(10.0, 14.5, 12.6875)","(26.0, 55.0, 36.25)","(41.0, 99999, 99990)","(16.0, 27.0, 25.333333333333332)","(7.5, 12.5, 11.15)"
08-01-2023 16:16:52.689876,"(31.0, 99999, 99990)","(1.26, 99999, 99990)","(9.0, 14.0, 12.5)","(10.0, 15.5, 13.625)","(26.0, 55.0, 36.25)","(41.0, 99999, 99990)","(16.0, 27.0, 24.666666666666668)","(7.5, 12.5, 11.15)"
08-01-2023 16:16:53.828143,"(31.0, 99999, 99990)","(1.26, 99999, 99990)","(9.0, 14.0, 12.5)","(10.0, 14.5, 12.714285714285714)","(26.0, 55.0, 36.25)","(41.0, 99999, 99990)","(16.0, 27.0, 24.5)","(7.5, 12.5, 11.15)"
08-01-2023 16:16:54.927948,"(31.0, 99999, 99990)","(1.26, 99999, 99990)","(9.0, 14.0, 12.5)","(10.0, 15.0, 13.625)","(26.0, 55.0, 36.25)","(41.0, 99999, 99990)","(16.0, 27.0, 24.666666666666668)","(7.5, 12.5, 11.15)"
08-01-2023 16:16:56.047065,"(31.0, 99999, 99990)","(1.26, 99999, 99990)","(9.0, 14.0, 12.5)","(10.0, 14.5, 12.714285714285714)","(26.0, 55.0, 36.25)","(41.0, 99999, 99990)","(16.0, 27.0, 25.666666666666668)","(7.5, 12.5, 11.15)"
08-01-2023 16:16:57.213066,"(31.0, 99999, 99990)","(1.26, 99999, 99990)","(9.0, 14.0, 12.5)","(10.0, 15.0, 13.625)","(26.0, 55.0, 36.25)","(41.0, 99999, 99990)","(16.0, 28.0, 25.666666666666668)","(7.5, 12.5, 11.15)"
08-01-2023 16:16:58.470866,"(31.0, 99999, 99990)","(1.26, 99999, 99990)","(9.0, 14.0, 12.5)","(10.0, 14.5, 12.6875)","(26.0, 55.0, 36.25)","(41.0, 99999, 99990)","(16.0, 28.0, 25.166666666666668)","(7.5, 12.5, 11.15)"
08-01-2023 16:16:59.621279,"(31.0, 99999, 99990)","(1.26, 99999, 99990)","(9.0, 14.0, 12.5)","(10.0, 15.5, 12.6875)","(26.0, 55.0, 36.25)","(41.0, 99999, 99990)","(16.0, 28.0, 25.333333333333332)","(7.5, 12.5, 11.15)"
08-01-2023 16:17:00.749850,"(31.0, 99999, 99990)","(1.26, 99999, 99990)","(9.0, 14.0, 12.666666666666666)","(10.0, 14.5, 13.7)","(26.0, 55.0, 41.2)","(41.0, 99999, 99990)","(16.0, 28.0, 25.666666666666668)","(7.5, 12.5, 11.15)"
08-01-2023 16:17:01.897367,"(31.0, 99999, 99990)","(1.26, 99999, 99990)","(9.0, 14.0, 12.666666666666666)","(10.0, 15.5, 13.75)","(26.0, 55.0, 38.333333333333336)","(41.0, 99999, 99990)","(16.0, 28.0, 26.0)","(7.5, 12.5, 11.15)"
08-01-2023 16:17:03.067088,"(31.0, 99999, 99990)","(1.26, 99999, 99990)","(9.0, 14.0, 12.5)","(10.0, 16.5, 15.642857142857142)","(26.0, 55.0, 38.333333333333336)","(41.0, 99999, 99990)","(16.0, 28.0, 23.75)","(7.5, 12.5, 10.95)"
08-01-2023 16:17:04.248152,"(31.0, 99999, 99990)","(1.26, 99999, 99990)","(9.0, 14.0, 12.5)","(10.0, 17.5, 14.75)","(26.0, 55.0, 38.333333333333336)","(41.0, 99999, 99990)","(16.0, 28.0, 25.875)","(7.5, 12.5, 10.95)"
08-01-2023 16:17:05.371258,"(31.0, 99999, 99990)","(1.26, 99999, 99990)","(9.0, 14.0, 12.5)","(10.0, 17.0, 14.4375)","(26.0, 55.0, 35.0)","(41.0, 99999, 99990)","(16.0, 28.0, 23.75)","(7.5, 12.5, 10.95)"
08-01-2023 16:17:06.544018,"(31.0, 99999, 99990)","(1.26, 99999, 99990)","(9.0, 14.0, 12.5)","(10.0, 16.5, 14.571428571428571)","(26.0, 40.0, 35.0)","(41.0, 99999, 99990)","(16.0, 28.0, 20.916666666666668)","(7.5, 12.5, 10.95)"
08-01-2023 16:17:07.697928,"(31.0, 99999, 99990)","(1.26, 99999, 99990)","(9.0, 14.0, 12.5)","(10.0, 16.0, 14.75)","(26.0, 40.0, 35.0)","(41.0, 99999, 99990)","(16.0, 28.0, 22.0)","(7.5, 12.5, 11.6)"
08-01-2023 16:17:08.825261,"(31.0, 99999, 99990)","(1.26, 99999, 99990)","(9.0, 14.0, 12.5)","(10.0, 17.0, 14.75)","(26.0, 40.0, 35.0)","(41.0, 99999, 99990)","(16.0, 27.0, 22.0)","(7.5, 12.5, 11.6)"
08-01-2023 16:17:09.867116,"(31.0, 99999, 99990)","(1.26, 99999, 99990)","(9.0, 14.0, 12.5)","(10.0, 17.0, 14.571428571428571)","(26.0, 40.0, 35.0)","(41.0, 99999, 99990)","(16.0, 27.0, 24.0)","(7.5, 12.5, 11.6)"
08-01-2023 16:17:11.058711,"(31.0, 99999, 99990)","(1.26, 99999, 99990)","(9.0, 14.0, 12.5)","(10.0, 16.0, 13.083333333333334)","(26.0, 40.0, 35.0)","(41.0, 99999, 99990)","(16.0, 27.0, 23.5)","(7.5, 12.5, 11.6)"
08-01-2023 16:17:12.283125,"(31.0, 99999, 99990)","(1.26, 99999, 99990)","(9.0, 14.0, 12.5)","(10.0, 16.0, 13.083333333333334)","(26.0, 40.0, 35.0)","(41.0, 99999, 99990)","(16.0, 27.0, 23.5)","(7.5, 12.5, 11.6)"
08-01-2023 16:17:13.399418,"(31.0, 99999, 99990)","(1.26, 99999, 99990)","(9.0, 14.0, 12.5)","(10.0, 16.0, 13.083333333333334)","(26.0, 40.0, 35.0)","(41.0, 99999, 99990)","(16.0, 27.0, 24.0)","(7.5, 12.5, 11.6)"
08-01-2023 16:17:14.532815,"(31.0, 99999, 99990)","(1.26, 99999, 99990)","(9.0, 14.0, 12.5)","(10.0, 16.0, 13.083333333333334)","(26.0, 40.0, 35.0)","(41.0, 99999, 99990)","(16.0, 27.0, 22.0)","(7.5, 12.5, 11.6)"
08-01-2023 16:17:15.595627,"(31.0, 99999, 99990)","(1.26, 99999, 99990)","(9.0, 14.0, 12.5)","(10.0, 16.0, 13.083333333333334)","(26.0, 40.0, 35.0)","(41.0, 99999, 99990)","(16.0, 27.0, 24.0)","(7.5, 12.5, 11.6)"
08-01-2023 16:17:16.733947,"(31.0, 99999, 99990)","(1.26, 99999, 99990)","(9.0, 14.0, 12.666666666666666)","(10.0, 16.0, 12.375)","(26.0, 40.0, 35.0)","(41.0, 99999, 99990)","(16.0, 27.0, 21.666666666666668)","(7.5, 12.5, 11.6)"
08-01-2023 16:17:17.895477,"(31.0, 99999, 99990)","(1.26, 99999, 99990)","(9.0, 14.0, 12.666666666666666)","(10.0, 15.0, 13.0)","(26.0, 40.0, 35.0)","(41.0, 99999, 99990)","(16.0, 26.0, 21.666666666666668)","(7.5, 12.5, 11.6)"
08-01-2023 16:17:19.049788,"(31.0, 99999, 99990)","(1.26, 99999, 99990)","(9.0, 14.0, 12.666666666666666)","(10.0, 14.5, 11.833333333333334)","(26.0, 40.0, 35.0)","(41.0, 99999, 99990)","(16.0, 26.0, 23.4)","(7.5, 12.5, 11.6)"
08-01-2023 16:17:20.203234,"(31.0, 99999, 99990)","(1.26, 99999, 99990)","(9.0, 14.0, 12.5)","(10.0, 12.5, 11.833333333333334)","(26.0, 40.0, 35.0)","(41.0, 99999, 99990)","(16.0, 26.0, 21.666666666666668)","(7.5, 12.5, 11.6)"
08-01-2023 16:17:21.317208,"(31.0, 99999, 99990)","(1.26, 99999, 99990)","(9.0, 14.0, 12.5)","(10.0, 12.5, 11.833333333333334)","(26.0, 40.0, 35.0)","(41.0, 99999, 99990)","(16.0, 26.0, 20.875)","(7.5, 12.5, 10.6)"
08-01-2023 16:17:22.433107,"(31.0, 99999, 99990)","(1.26, 99999, 99990)","(9.0, 14.0, 12.5)","(10.0, 12.5, 11.833333333333334)","(26.0, 40.0, 35.0)","(41.0, 99999, 99990)","(16.0, 25.0, 22.25)","(7.5, 12.0, 11.6)"
08-01-2023 16:17:23.583669,"(31.0, 99999, 99990)","(1.26, 99999, 99990)","(9.0, 14.0, 12.5)","(10.0, 12.5, 11.833333333333334)","(26.0, 40.0, 35.0)","(41.0, 99999, 99990)","(16.0, 25.0, 22.666666666666668)","(7.5, 12.5, 11.6)"
08-01-2023 16:17:24.820207,"(31.0, 99999, 99990)","(1.26, 99999, 99990)","(9.0, 14.0, 12.5)","(10.0, 12.5, 11.833333333333334)","(26.0, 40.0, 35.0)","(41.0, 99999, 99990)","(16.0, 24.0, 22.666666666666668)","(7.5, 12.5, 10.6)"
08-01-2023 16:17:26.134902,"(31.0, 99999, 99990)","(1.26, 99999, 99990)","(9.0, 14.0, 12.5)","(10.0, 12.5, 11.833333333333334)","(26.0, 40.0, 35.0)","(41.0, 99999, 99990)","(16.0, 24.0, 23.0)","(7.5, 12.0, 11.6)"
08-01-2023 16:17:27.451909,"(31.0, 99999, 99990)","(1.26, 99999, 99990)","(9.0, 14.0, 12.5)","(10.0, 12.5, 11.833333333333334)","(26.0, 40.0, 35.0)","(41.0, 99999, 99990)","(16.0, 24.0, 22.875)","(7.5, 12.5, 11.6)"
08-01-2023 16:17:28.772673,"(31.0, 99999, 99990)","(1.26, 99999, 99990)","(9.0, 14.0, 12.5)","(10.0, 12.5, 11.833333333333334)","(26.0, 40.0, 35.0)","(41.0, 99999, 99990)","(16.0, 24.0, 21.75)","(7.5, 12.5, 11.6)"
08-01-2023 16:17:30.177939,"(31.0, 99999, 99990)","(1.26, 99999, 99990)","(9.0, 14.0, 12.5)","(10.0, 12.5, 11.833333333333334)","(26.0, 40.0, 36.666666666666664)","(41.0, 99999, 99990)","(16.0, 24.0, 22.666666666666668)","(7.5, 12.5, 12.36)"
08-01-2023 16:17:31.312005,"(31.0, 99999, 99990)","(1.26, 99999, 99990)","(9.0, 14.0, 12.5)","(10.0, 12.5, 11.833333333333334)","(26.0, 40.0, 36.666666666666664)","(41.0, 99999, 99990)","(16.0, 24.0, 21.75)","(7.5, 13.0, 11.75)"
