,Zipping Randy,Winlock Boots,Tricky Avenue,Shades Of Rose,More Crackers,Winsome Milo,Mud Muffin,Plegridy Blues
10,"[datetime.datetime(2022, 11, 28, 16, 38, 28, 837775), 31.0, 320.0]","[datetime.datetime(2022, 11, 28, 16, 38, 28, 837775), 1.8, 3.0]","[datetime.datetime(2022, 11, 28, 16, 38, 28, 837775), 18.0, 75.0]","[datetime.datetime(2022, 11, 28, 16, 38, 28, 837775), 3.7, 6.2]","[datetime.datetime(2022, 11, 28, 16, 38, 28, 837775), 18.0, 65.0]","[datetime.datetime(2022, 11, 28, 16, 38, 28, 837775), 7.5, 15.0]","[datetime.datetime(2022, 11, 28, 16, 38, 28, 837775), 5.0, 8.4]","[datetime.datetime(2022, 11, 28, 16, 38, 28, 837775), 31.0, 230.0]"
11,"[datetime.datetime(2022, 11, 28, 16, 38, 29, 978694), 31.0, 320.0]","[datetime.datetime(2022, 11, 28, 16, 38, 29, 978694), 1.8, 3.0]","[datetime.datetime(2022, 11, 28, 16, 38, 29, 978694), 18.0, 75.0]","[datetime.datetime(2022, 11, 28, 16, 38, 29, 978694), 3.7, 6.2]","[datetime.datetime(2022, 11, 28, 16, 38, 29, 978694), 18.0, 65.0]","[datetime.datetime(2022, 11, 28, 16, 38, 29, 978694), 7.5, 15.0]","[datetime.datetime(2022, 11, 28, 16, 38, 29, 978694), 5.0, 8.4]","[datetime.datetime(2022, 11, 28, 16, 38, 29, 978694), 31.0, 230.0]"
12,"[datetime.datetime(2022, 11, 28, 16, 38, 31, 114445), 31.0, 320.0]","[datetime.datetime(2022, 11, 28, 16, 38, 31, 114445), 1.8, 3.0]","[datetime.datetime(2022, 11, 28, 16, 38, 31, 114445), 18.0, 75.0]","[datetime.datetime(2022, 11, 28, 16, 38, 31, 114445), 3.7, 6.2]","[datetime.datetime(2022, 11, 28, 16, 38, 31, 114445), 18.0, 65.0]","[datetime.datetime(2022, 11, 28, 16, 38, 31, 114445), 7.5, 15.0]","[datetime.datetime(2022, 11, 28, 16, 38, 31, 114445), 5.0, 8.4]","[datetime.datetime(2022, 11, 28, 16, 38, 31, 114445), 31.0, 230.0]"
13,"[datetime.datetime(2022, 11, 28, 16, 38, 32, 264266), 31.0, 320.0]","[datetime.datetime(2022, 11, 28, 16, 38, 32, 264266), 1.8, 3.0]","[datetime.datetime(2022, 11, 28, 16, 38, 32, 264266), 18.0, 75.0]","[datetime.datetime(2022, 11, 28, 16, 38, 32, 264266), 3.7, 6.2]","[datetime.datetime(2022, 11, 28, 16, 38, 32, 264266), 18.0, 65.0]","[datetime.datetime(2022, 11, 28, 16, 38, 32, 264266), 7.5, 15.0]","[datetime.datetime(2022, 11, 28, 16, 38, 32, 264266), 5.0, 8.4]","[datetime.datetime(2022, 11, 28, 16, 38, 32, 264266), 31.0, 230.0]"
14,"[datetime.datetime(2022, 11, 28, 16, 38, 33, 405633), 31.0, 320.0]","[datetime.datetime(2022, 11, 28, 16, 38, 33, 405633), 1.8, 3.0]","[datetime.datetime(2022, 11, 28, 16, 38, 33, 405633), 18.0, 75.0]","[datetime.datetime(2022, 11, 28, 16, 38, 33, 405633), 3.7, 6.2]","[datetime.datetime(2022, 11, 28, 16, 38, 33, 405633), 18.0, 65.0]","[datetime.datetime(2022, 11, 28, 16, 38, 33, 405633), 7.5, 15.0]","[datetime.datetime(2022, 11, 28, 16, 38, 33, 405633), 5.0, 8.4]","[datetime.datetime(2022, 11, 28, 16, 38, 33, 405633), 31.0, 230.0]"
15,"[datetime.datetime(2022, 11, 28, 16, 38, 34, 548378), 31.0, 320.0]","[datetime.datetime(2022, 11, 28, 16, 38, 34, 548378), 1.8, 3.0]","[datetime.datetime(2022, 11, 28, 16, 38, 34, 548378), 18.0, 75.0]","[datetime.datetime(2022, 11, 28, 16, 38, 34, 548378), 3.7, 6.2]","[datetime.datetime(2022, 11, 28, 16, 38, 34, 548378), 18.0, 65.0]","[datetime.datetime(2022, 11, 28, 16, 38, 34, 548378), 7.5, 15.0]","[datetime.datetime(2022, 11, 28, 16, 38, 34, 548378), 5.0, 8.4]","[datetime.datetime(2022, 11, 28, 16, 38, 34, 548378), 31.0, 230.0]"
16,"[datetime.datetime(2022, 11, 28, 16, 38, 35, 684253), 31.0, 320.0]","[datetime.datetime(2022, 11, 28, 16, 38, 35, 684253), 1.8, 3.0]","[datetime.datetime(2022, 11, 28, 16, 38, 35, 684253), 18.0, 75.0]","[datetime.datetime(2022, 11, 28, 16, 38, 35, 684253), 3.7, 6.2]","[datetime.datetime(2022, 11, 28, 16, 38, 35, 684253), 18.0, 65.0]","[datetime.datetime(2022, 11, 28, 16, 38, 35, 684253), 7.5, 15.0]","[datetime.datetime(2022, 11, 28, 16, 38, 35, 684253), 5.0, 8.4]","[datetime.datetime(2022, 11, 28, 16, 38, 35, 684253), 31.0, 230.0]"
17,"[datetime.datetime(2022, 11, 28, 16, 38, 36, 821689), 31.0, 320.0]","[datetime.datetime(2022, 11, 28, 16, 38, 36, 821689), 1.8, 3.0]","[datetime.datetime(2022, 11, 28, 16, 38, 36, 821689), 18.0, 75.0]","[datetime.datetime(2022, 11, 28, 16, 38, 36, 821689), 3.7, 6.2]","[datetime.datetime(2022, 11, 28, 16, 38, 36, 821689), 18.0, 65.0]","[datetime.datetime(2022, 11, 28, 16, 38, 36, 821689), 7.5, 15.0]","[datetime.datetime(2022, 11, 28, 16, 38, 36, 821689), 5.0, 8.4]","[datetime.datetime(2022, 11, 28, 16, 38, 36, 821689), 31.0, 230.0]"
18,"[datetime.datetime(2022, 11, 28, 16, 38, 37, 952117), 31.0, 320.0]","[datetime.datetime(2022, 11, 28, 16, 38, 37, 952117), 1.8, 3.0]","[datetime.datetime(2022, 11, 28, 16, 38, 37, 952117), 18.0, 75.0]","[datetime.datetime(2022, 11, 28, 16, 38, 37, 952117), 3.7, 6.2]","[datetime.datetime(2022, 11, 28, 16, 38, 37, 952117), 18.0, 65.0]","[datetime.datetime(2022, 11, 28, 16, 38, 37, 952117), 7.5, 15.0]","[datetime.datetime(2022, 11, 28, 16, 38, 37, 952117), 5.0, 8.4]","[datetime.datetime(2022, 11, 28, 16, 38, 37, 952117), 31.0, 230.0]"
19,"[datetime.datetime(2022, 11, 28, 16, 38, 39, 92204), 31.0, 320.0]","[datetime.datetime(2022, 11, 28, 16, 38, 39, 92204), 1.8, 3.0]","[datetime.datetime(2022, 11, 28, 16, 38, 39, 92204), 18.0, 75.0]","[datetime.datetime(2022, 11, 28, 16, 38, 39, 92204), 3.7, 6.2]","[datetime.datetime(2022, 11, 28, 16, 38, 39, 92204), 18.0, 65.0]","[datetime.datetime(2022, 11, 28, 16, 38, 39, 92204), 7.5, 15.0]","[datetime.datetime(2022, 11, 28, 16, 38, 39, 92204), 5.0, 8.4]","[datetime.datetime(2022, 11, 28, 16, 38, 39, 92204), 31.0, 230.0]"
20,"[datetime.datetime(2022, 11, 28, 16, 38, 40, 239630), 31.0, 320.0]","[datetime.datetime(2022, 11, 28, 16, 38, 40, 239630), 1.8, 3.0]","[datetime.datetime(2022, 11, 28, 16, 38, 40, 239630), 18.0, 75.0]","[datetime.datetime(2022, 11, 28, 16, 38, 40, 239630), 3.7, 6.2]","[datetime.datetime(2022, 11, 28, 16, 38, 40, 239630), 18.0, 65.0]","[datetime.datetime(2022, 11, 28, 16, 38, 40, 239630), 7.5, 15.0]","[datetime.datetime(2022, 11, 28, 16, 38, 40, 239630), 5.0, 8.4]","[datetime.datetime(2022, 11, 28, 16, 38, 40, 239630), 31.0, 230.0]"
21,"[datetime.datetime(2022, 11, 28, 16, 38, 41, 420719), 31.0, 320.0]","[datetime.datetime(2022, 11, 28, 16, 38, 41, 420719), 1.8, 3.0]","[datetime.datetime(2022, 11, 28, 16, 38, 41, 420719), 18.0, 75.0]","[datetime.datetime(2022, 11, 28, 16, 38, 41, 420719), 3.7, 6.2]","[datetime.datetime(2022, 11, 28, 16, 38, 41, 420719), 18.0, 65.0]","[datetime.datetime(2022, 11, 28, 16, 38, 41, 420719), 7.5, 15.0]","[datetime.datetime(2022, 11, 28, 16, 38, 41, 420719), 5.0, 8.4]","[datetime.datetime(2022, 11, 28, 16, 38, 41, 420719), 31.0, 230.0]"
22,"[datetime.datetime(2022, 11, 28, 16, 38, 42, 602625), 31.0, 320.0]","[datetime.datetime(2022, 11, 28, 16, 38, 42, 602625), 1.8, 3.0]","[datetime.datetime(2022, 11, 28, 16, 38, 42, 602625), 18.0, 75.0]","[datetime.datetime(2022, 11, 28, 16, 38, 42, 602625), 3.7, 6.2]","[datetime.datetime(2022, 11, 28, 16, 38, 42, 602625), 18.0, 65.0]","[datetime.datetime(2022, 11, 28, 16, 38, 42, 602625), 7.5, 15.0]","[datetime.datetime(2022, 11, 28, 16, 38, 42, 602625), 5.0, 8.4]","[datetime.datetime(2022, 11, 28, 16, 38, 42, 602625), 31.0, 230.0]"
23,"[datetime.datetime(2022, 11, 28, 16, 38, 43, 734404), 31.0, 320.0]","[datetime.datetime(2022, 11, 28, 16, 38, 43, 734404), 1.8, 3.0]","[datetime.datetime(2022, 11, 28, 16, 38, 43, 734404), 18.0, 75.0]","[datetime.datetime(2022, 11, 28, 16, 38, 43, 734404), 3.7, 6.2]","[datetime.datetime(2022, 11, 28, 16, 38, 43, 734404), 18.0, 65.0]","[datetime.datetime(2022, 11, 28, 16, 38, 43, 734404), 7.5, 15.0]","[datetime.datetime(2022, 11, 28, 16, 38, 43, 734404), 5.0, 8.4]","[datetime.datetime(2022, 11, 28, 16, 38, 43, 734404), 31.0, 230.0]"
24,"[datetime.datetime(2022, 11, 28, 16, 38, 44, 888849), 31.0, 320.0]","[datetime.datetime(2022, 11, 28, 16, 38, 44, 888849), 1.8, 3.0]","[datetime.datetime(2022, 11, 28, 16, 38, 44, 888849), 18.0, 75.0]","[datetime.datetime(2022, 11, 28, 16, 38, 44, 888849), 3.7, 6.2]","[datetime.datetime(2022, 11, 28, 16, 38, 44, 888849), 18.0, 65.0]","[datetime.datetime(2022, 11, 28, 16, 38, 44, 888849), 7.5, 15.0]","[datetime.datetime(2022, 11, 28, 16, 38, 44, 888849), 5.0, 8.4]","[datetime.datetime(2022, 11, 28, 16, 38, 44, 888849), 31.0, 230.0]"
25,"[datetime.datetime(2022, 11, 28, 16, 38, 46, 21883), 31.0, 320.0]","[datetime.datetime(2022, 11, 28, 16, 38, 46, 21883), 1.8, 3.0]","[datetime.datetime(2022, 11, 28, 16, 38, 46, 21883), 18.0, 75.0]","[datetime.datetime(2022, 11, 28, 16, 38, 46, 21883), 3.7, 6.2]","[datetime.datetime(2022, 11, 28, 16, 38, 46, 21883), 18.0, 65.0]","[datetime.datetime(2022, 11, 28, 16, 38, 46, 21883), 7.5, 15.0]","[datetime.datetime(2022, 11, 28, 16, 38, 46, 21883), 5.0, 8.4]","[datetime.datetime(2022, 11, 28, 16, 38, 46, 21883), 31.0, 230.0]"
26,"[datetime.datetime(2022, 11, 28, 16, 38, 47, 155383), 31.0, 320.0]","[datetime.datetime(2022, 11, 28, 16, 38, 47, 155383), 1.8, 3.0]","[datetime.datetime(2022, 11, 28, 16, 38, 47, 155383), 18.0, 75.0]","[datetime.datetime(2022, 11, 28, 16, 38, 47, 155383), 3.7, 6.2]","[datetime.datetime(2022, 11, 28, 16, 38, 47, 155383), 18.0, 65.0]","[datetime.datetime(2022, 11, 28, 16, 38, 47, 155383), 7.5, 15.0]","[datetime.datetime(2022, 11, 28, 16, 38, 47, 155383), 5.0, 8.4]","[datetime.datetime(2022, 11, 28, 16, 38, 47, 155383), 31.0, 230.0]"
27,"[datetime.datetime(2022, 11, 28, 16, 38, 48, 288123), 31.0, 320.0]","[datetime.datetime(2022, 11, 28, 16, 38, 48, 288123), 1.8, 3.0]","[datetime.datetime(2022, 11, 28, 16, 38, 48, 288123), 18.0, 75.0]","[datetime.datetime(2022, 11, 28, 16, 38, 48, 288123), 3.7, 6.2]","[datetime.datetime(2022, 11, 28, 16, 38, 48, 288123), 18.0, 65.0]","[datetime.datetime(2022, 11, 28, 16, 38, 48, 288123), 7.5, 15.0]","[datetime.datetime(2022, 11, 28, 16, 38, 48, 288123), 5.0, 8.4]","[datetime.datetime(2022, 11, 28, 16, 38, 48, 288123), 31.0, 230.0]"
28,"[datetime.datetime(2022, 11, 28, 16, 38, 49, 424221), 31.0, 320.0]","[datetime.datetime(2022, 11, 28, 16, 38, 49, 424221), 1.8, 3.0]","[datetime.datetime(2022, 11, 28, 16, 38, 49, 424221), 18.0, 75.0]","[datetime.datetime(2022, 11, 28, 16, 38, 49, 424221), 3.7, 6.2]","[datetime.datetime(2022, 11, 28, 16, 38, 49, 424221), 18.0, 65.0]","[datetime.datetime(2022, 11, 28, 16, 38, 49, 424221), 7.5, 15.0]","[datetime.datetime(2022, 11, 28, 16, 38, 49, 424221), 5.0, 8.4]","[datetime.datetime(2022, 11, 28, 16, 38, 49, 424221), 31.0, 230.0]"
29,"[datetime.datetime(2022, 11, 28, 16, 38, 50, 577542), 31.0, 320.0]","[datetime.datetime(2022, 11, 28, 16, 38, 50, 577542), 1.8, 3.0]","[datetime.datetime(2022, 11, 28, 16, 38, 50, 577542), 18.0, 75.0]","[datetime.datetime(2022, 11, 28, 16, 38, 50, 577542), 3.7, 6.2]","[datetime.datetime(2022, 11, 28, 16, 38, 50, 577542), 18.0, 65.0]","[datetime.datetime(2022, 11, 28, 16, 38, 50, 577542), 7.5, 15.0]","[datetime.datetime(2022, 11, 28, 16, 38, 50, 577542), 5.0, 8.4]","[datetime.datetime(2022, 11, 28, 16, 38, 50, 577542), 31.0, 230.0]"
30,"[datetime.datetime(2022, 11, 28, 16, 38, 51, 716680), 31.0, 320.0]","[datetime.datetime(2022, 11, 28, 16, 38, 51, 716680), 1.8, 3.0]","[datetime.datetime(2022, 11, 28, 16, 38, 51, 716680), 18.0, 75.0]","[datetime.datetime(2022, 11, 28, 16, 38, 51, 716680), 3.7, 6.2]","[datetime.datetime(2022, 11, 28, 16, 38, 51, 716680), 18.0, 65.0]","[datetime.datetime(2022, 11, 28, 16, 38, 51, 716680), 7.5, 15.0]","[datetime.datetime(2022, 11, 28, 16, 38, 51, 716680), 5.0, 8.4]","[datetime.datetime(2022, 11, 28, 16, 38, 51, 716680), 31.0, 230.0]"
31,"[datetime.datetime(2022, 11, 28, 16, 38, 52, 857398), 31.0, 320.0]","[datetime.datetime(2022, 11, 28, 16, 38, 52, 857398), 1.8, 3.0]","[datetime.datetime(2022, 11, 28, 16, 38, 52, 857398), 18.0, 75.0]","[datetime.datetime(2022, 11, 28, 16, 38, 52, 857398), 3.7, 6.2]","[datetime.datetime(2022, 11, 28, 16, 38, 52, 857398), 18.0, 65.0]","[datetime.datetime(2022, 11, 28, 16, 38, 52, 857398), 7.5, 15.0]","[datetime.datetime(2022, 11, 28, 16, 38, 52, 857398), 5.0, 8.4]","[datetime.datetime(2022, 11, 28, 16, 38, 52, 857398), 31.0, 230.0]"
32,"[datetime.datetime(2022, 11, 28, 16, 38, 53, 981234), 31.0, 320.0]","[datetime.datetime(2022, 11, 28, 16, 38, 53, 981234), 1.8, 3.0]","[datetime.datetime(2022, 11, 28, 16, 38, 53, 981234), 18.0, 75.0]","[datetime.datetime(2022, 11, 28, 16, 38, 53, 981234), 3.7, 6.2]","[datetime.datetime(2022, 11, 28, 16, 38, 53, 981234), 18.0, 65.0]","[datetime.datetime(2022, 11, 28, 16, 38, 53, 981234), 7.5, 15.0]","[datetime.datetime(2022, 11, 28, 16, 38, 53, 981234), 5.0, 8.4]","[datetime.datetime(2022, 11, 28, 16, 38, 53, 981234), 31.0, 230.0]"
33,"[datetime.datetime(2022, 11, 28, 16, 38, 55, 128994), 31.0, 320.0]","[datetime.datetime(2022, 11, 28, 16, 38, 55, 128994), 1.8, 3.0]","[datetime.datetime(2022, 11, 28, 16, 38, 55, 128994), 18.0, 75.0]","[datetime.datetime(2022, 11, 28, 16, 38, 55, 128994), 3.7, 6.2]","[datetime.datetime(2022, 11, 28, 16, 38, 55, 128994), 18.0, 65.0]","[datetime.datetime(2022, 11, 28, 16, 38, 55, 128994), 7.5, 15.0]","[datetime.datetime(2022, 11, 28, 16, 38, 55, 128994), 5.0, 8.4]","[datetime.datetime(2022, 11, 28, 16, 38, 55, 128994), 31.0, 230.0]"
34,"[datetime.datetime(2022, 11, 28, 16, 38, 56, 270685), 31.0, 320.0]","[datetime.datetime(2022, 11, 28, 16, 38, 56, 270685), 1.8, 3.0]","[datetime.datetime(2022, 11, 28, 16, 38, 56, 270685), 18.0, 75.0]","[datetime.datetime(2022, 11, 28, 16, 38, 56, 270685), 3.7, 6.2]","[datetime.datetime(2022, 11, 28, 16, 38, 56, 270685), 18.0, 65.0]","[datetime.datetime(2022, 11, 28, 16, 38, 56, 270685), 7.5, 15.0]","[datetime.datetime(2022, 11, 28, 16, 38, 56, 270685), 5.0, 8.4]","[datetime.datetime(2022, 11, 28, 16, 38, 56, 270685), 31.0, 230.0]"
35,"[datetime.datetime(2022, 11, 28, 16, 38, 57, 446223), 31.0, 320.0]","[datetime.datetime(2022, 11, 28, 16, 38, 57, 446223), 1.8, 3.0]","[datetime.datetime(2022, 11, 28, 16, 38, 57, 446223), 18.0, 75.0]","[datetime.datetime(2022, 11, 28, 16, 38, 57, 446223), 3.7, 6.2]","[datetime.datetime(2022, 11, 28, 16, 38, 57, 446223), 18.0, 65.0]","[datetime.datetime(2022, 11, 28, 16, 38, 57, 446223), 7.5, 15.0]","[datetime.datetime(2022, 11, 28, 16, 38, 57, 446223), 5.0, 8.4]","[datetime.datetime(2022, 11, 28, 16, 38, 57, 446223), 31.0, 230.0]"
36,"[datetime.datetime(2022, 11, 28, 16, 38, 58, 594396), 31.0, 320.0]","[datetime.datetime(2022, 11, 28, 16, 38, 58, 594396), 1.8, 3.0]","[datetime.datetime(2022, 11, 28, 16, 38, 58, 594396), 18.0, 75.0]","[datetime.datetime(2022, 11, 28, 16, 38, 58, 594396), 3.7, 6.2]","[datetime.datetime(2022, 11, 28, 16, 38, 58, 594396), 18.0, 65.0]","[datetime.datetime(2022, 11, 28, 16, 38, 58, 594396), 7.5, 15.0]","[datetime.datetime(2022, 11, 28, 16, 38, 58, 594396), 5.0, 8.4]","[datetime.datetime(2022, 11, 28, 16, 38, 58, 594396), 31.0, 230.0]"
37,"[datetime.datetime(2022, 11, 28, 16, 38, 59, 754441), 31.0, 320.0]","[datetime.datetime(2022, 11, 28, 16, 38, 59, 754441), 1.8, 3.0]","[datetime.datetime(2022, 11, 28, 16, 38, 59, 755487), 18.0, 75.0]","[datetime.datetime(2022, 11, 28, 16, 38, 59, 755487), 3.7, 6.2]","[datetime.datetime(2022, 11, 28, 16, 38, 59, 755487), 18.0, 65.0]","[datetime.datetime(2022, 11, 28, 16, 38, 59, 755487), 7.5, 15.0]","[datetime.datetime(2022, 11, 28, 16, 38, 59, 755487), 5.0, 8.4]","[datetime.datetime(2022, 11, 28, 16, 38, 59, 755487), 31.0, 230.0]"
38,"[datetime.datetime(2022, 11, 28, 16, 39, 0, 907975), 31.0, 320.0]","[datetime.datetime(2022, 11, 28, 16, 39, 0, 907975), 1.8, 3.0]","[datetime.datetime(2022, 11, 28, 16, 39, 0, 907975), 18.0, 75.0]","[datetime.datetime(2022, 11, 28, 16, 39, 0, 907975), 3.7, 6.2]","[datetime.datetime(2022, 11, 28, 16, 39, 0, 907975), 18.0, 65.0]","[datetime.datetime(2022, 11, 28, 16, 39, 0, 907975), 7.5, 15.0]","[datetime.datetime(2022, 11, 28, 16, 39, 0, 907975), 5.0, 8.4]","[datetime.datetime(2022, 11, 28, 16, 39, 0, 907975), 31.0, 230.0]"
39,"[datetime.datetime(2022, 11, 28, 16, 39, 2, 80658), 31.0, 320.0]","[datetime.datetime(2022, 11, 28, 16, 39, 2, 80658), 1.8, 3.0]","[datetime.datetime(2022, 11, 28, 16, 39, 2, 80658), 18.0, 75.0]","[datetime.datetime(2022, 11, 28, 16, 39, 2, 80658), 3.7, 6.2]","[datetime.datetime(2022, 11, 28, 16, 39, 2, 80658), 18.0, 65.0]","[datetime.datetime(2022, 11, 28, 16, 39, 2, 80658), 7.5, 15.0]","[datetime.datetime(2022, 11, 28, 16, 39, 2, 80658), 5.0, 8.4]","[datetime.datetime(2022, 11, 28, 16, 39, 2, 80658), 31.0, 230.0]"
