,Forgive Me,Vermont,Keayang Tara,Artful Jack,Kudos Mason,Whata Terror,The Casual Goose,Scene Of Terror,Voodoo Fella
12-01-2023 16:25:36.231893,"(6.5, 7.8, 7.371428571428571)","(5.5, 7.8, 7.953846153846154)","(11.0, 18.0, 16.5)","(16.0, 24.0, 23.2)","(31.0, 65.0, 62.5)","(3.3, 3.8, 3.7857142857142856)","(8.5, 10.0, 9.666666666666666)","(7.5, 12.5, 12.147058823529411)","(4.8, 6.2, 5.942857142857143)"
12-01-2023 16:25:37.577166,"(6.5, 7.8, 7.270588235294118)","(5.5, 8.0, 7.953846153846154)","(11.0, 18.0, 16.444444444444443)","(16.0, 24.0, 23.53846153846154)","(31.0, 65.0, 62.5)","(3.3, 3.8, 3.7857142857142856)","(8.5, 10.0, 9.666666666666666)","(7.5, 12.5, 12.3)","(4.8, 6.2, 5.942857142857143)"
12-01-2023 16:25:38.792020,"(6.5, 7.8, 7.270588235294118)","(5.5, 8.0, 7.953846153846154)","(11.0, 18.0, 16.444444444444443)","(16.0, 24.0, 22.71875)","(31.0, 65.0, 62.5)","(3.3, 3.8, 3.7857142857142856)","(8.5, 10.0, 9.666666666666666)","(7.5, 12.5, 12.444444444444445)","(4.8, 6.2, 5.942857142857143)"
12-01-2023 16:25:40.071627,"(6.5, 7.8, 7.254545454545455)","(5.5, 8.0, 8.145454545454545)","(11.0, 18.0, 16.444444444444443)","(16.0, 26.0, 22.71875)","(31.0, 65.0, 62.5)","(3.3, 3.8, 3.78)","(8.5, 10.0, 9.666666666666666)","(7.5, 13.0, 12.181818181818182)","(4.8, 6.2, 5.942857142857143)"
12-01-2023 16:25:41.375446,"(6.5, 7.6, 7.35)","(5.5, 8.2, 8.145454545454545)","(11.0, 18.0, 16.444444444444443)","(16.0, 26.0, 22.71875)","(31.0, 65.0, 58.75)","(3.3, 3.8, 3.78)","(8.5, 10.0, 9.6)","(7.5, 13.0, 12.181818181818182)","(4.8, 6.2, 5.942857142857143)"
12-01-2023 16:25:42.621748,"(6.5, 7.6, 7.279999999999999)","(5.5, 8.2, 8.145454545454545)","(11.0, 18.0, 16.4)","(16.0, 26.0, 22.71875)","(31.0, 65.0, 58.75)","(3.3, 3.8, 3.78)","(8.5, 10.0, 9.5)","(7.5, 13.0, 12.181818181818182)","(4.8, 6.2, 5.942857142857143)"
12-01-2023 16:25:43.814795,"(6.5, 7.6, 7.279999999999999)","(5.5, 8.2, 8.177777777777777)","(11.0, 17.5, 16.4)","(16.0, 26.0, 22.71875)","(31.0, 65.0, 58.75)","(3.3, 3.8, 3.78)","(8.5, 10.0, 9.5)","(7.5, 13.0, 12.181818181818182)","(4.8, 6.2, 5.942857142857143)"
12-01-2023 16:25:45.222506,"(6.5, 7.6, 7.279999999999999)","(5.5, 8.2, 8.177777777777777)","(11.0, 17.0, 16.22222222222222)","(16.0, 26.0, 22.71875)","(31.0, 65.0, 58.75)","(3.3, 3.8, 3.78)","(8.5, 10.0, 9.5)","(7.5, 13.0, 12.181818181818182)","(4.8, 6.2, 5.942857142857143)"
12-01-2023 16:25:46.459317,"(6.5, 7.6, 7.279999999999999)","(5.5, 8.2, 8.177777777777777)","(11.0, 17.0, 16.22222222222222)","(16.0, 26.0, 22.71875)","(31.0, 65.0, 56.666666666666664)","(3.3, 3.8, 3.782608695652174)","(8.5, 10.0, 9.5)","(7.5, 13.0, 12.181818181818182)","(4.8, 6.2, 5.985714285714286)"
12-01-2023 16:25:47.744613,"(6.5, 7.4, 7.1866666666666665)","(5.5, 8.2, 8.177777777777777)","(11.0, 17.0, 16.22222222222222)","(16.0, 26.0, 22.71875)","(31.0, 65.0, 56.666666666666664)","(3.3, 3.8, 3.782608695652174)","(8.5, 10.0, 9.636363636363637)","(7.5, 13.0, 12.181818181818182)","(4.8, 6.0, 5.985714285714286)"
12-01-2023 16:25:49.238917,"(6.5, 7.4, 7.1866666666666665)","(5.5, 8.6, 8.5625)","(11.0, 17.0, 16.22222222222222)","(16.0, 26.0, 22.71875)","(31.0, 65.0, 56.666666666666664)","(3.3, 3.8, 3.7733333333333334)","(8.5, 10.0, 9.5)","(7.5, 13.0, 12.181818181818182)","(4.8, 6.0, 5.937078651685393)"
12-01-2023 16:25:50.518340,"(6.5, 7.4, 7.171428571428572)","(5.5, 8.8, 8.45)","(11.0, 17.0, 16.22222222222222)","(16.0, 26.0, 22.71875)","(31.0, 65.0, 56.666666666666664)","(3.3, 3.8, 3.7733333333333334)","(8.5, 10.0, 9.5)","(7.5, 13.0, 12.181818181818182)","(4.8, 6.0, 5.937078651685393)"
12-01-2023 16:25:51.903062,"(6.5, 7.6, 7.461538461538462)","(5.5, 8.8, 8.636363636363637)","(11.0, 17.0, 16.22222222222222)","(16.0, 26.0, 22.71875)","(31.0, 65.0, 56.666666666666664)","(3.3, 3.8, 3.7733333333333334)","(8.5, 10.0, 9.5)","(7.5, 13.0, 11.962962962962964)","(4.8, 6.0, 5.868888888888889)"
12-01-2023 16:25:53.471528,"(6.5, 7.6, 7.1647058823529415)","(5.5, 8.8, 8.636363636363637)","(11.0, 17.0, 16.22222222222222)","(16.0, 26.0, 22.71875)","(31.0, 65.0, 56.666666666666664)","(3.3, 3.8, 3.7733333333333334)","(8.5, 10.0, 9.5)","(7.5, 13.0, 11.962962962962964)","(4.8, 5.9, 5.866666666666667)"
12-01-2023 16:25:55.171609,"(6.5, 7.4, 7.022222222222222)","(5.5, 8.8, 8.636363636363637)","(11.0, 17.0, 16.22222222222222)","(16.0, 26.0, 23.391304347826086)","(31.0, 65.0, 56.666666666666664)","(3.3, 3.8, 3.7733333333333334)","(8.5, 10.0, 9.5)","(7.5, 13.0, 12.15625)","(4.8, 5.9, 5.866666666666667)"
12-01-2023 16:25:56.441837,"(6.5, 7.4, 7.022222222222222)","(5.5, 8.8, 8.626666666666667)","(11.0, 17.0, 16.4)","(16.0, 26.0, 23.77777777777778)","(31.0, 65.0, 56.666666666666664)","(3.3, 3.8, 3.7733333333333334)","(8.5, 10.0, 9.5)","(7.5, 13.0, 12.205882352941176)","(4.8, 5.9, 5.800000000000001)"
12-01-2023 16:25:57.766788,"(6.5, 7.2, 6.85)","(6.0, 9.0, 8.778947368421052)","(11.0, 17.0, 16.4)","(17.0, 26.0, 23.77777777777778)","(31.0, 65.0, 56.666666666666664)","(3.3, 3.8, 3.7733333333333334)","(8.5, 10.0, 9.5)","(7.5, 13.0, 12.1)","(4.8, 5.9, 5.800000000000001)"
12-01-2023 16:25:59.085066,"(6.5, 7.2, 6.733333333333333)","(6.0, 9.0, 8.809090909090909)","(11.0, 17.0, 16.4)","(17.0, 26.0, 23.77777777777778)","(31.0, 65.0, 56.666666666666664)","(3.3, 3.8, 3.7733333333333334)","(8.5, 10.0, 9.5)","(7.5, 13.0, 12.1)","(4.8, 5.9, 5.800000000000001)"
12-01-2023 16:26:00.468480,"(6.5, 7.2, 6.733333333333333)","(6.0, 9.0, 8.809090909090909)","(11.0, 17.0, 16.4)","(17.0, 26.0, 23.77777777777778)","(31.0, 65.0, 56.666666666666664)","(3.3, 3.8, 3.7733333333333334)","(8.5, 10.0, 9.3)","(7.5, 13.0, 12.1)","(4.8, 5.9, 5.800000000000001)"
12-01-2023 16:26:01.708243,"(6.5, 7.2, 6.675)","(6.0, 9.0, 8.745454545454546)","(11.0, 17.0, 16.4)","(17.0, 26.0, 23.77777777777778)","(31.0, 65.0, 56.666666666666664)","(3.3, 3.8, 3.7733333333333334)","(8.5, 9.8, 9.3)","(7.5, 13.0, 12.1)","(4.8, 5.9, 5.800000000000001)"
12-01-2023 16:26:02.939725,"(6.5, 7.2, 6.620689655172414)","(6.0, 9.0, 8.745454545454546)","(11.0, 17.0, 16.4)","(17.0, 26.0, 23.77777777777778)","(31.0, 65.0, 56.666666666666664)","(3.3, 3.8, 3.7733333333333334)","(8.5, 9.8, 9.257142857142858)","(7.5, 13.0, 12.1)","(4.8, 5.9, 5.800000000000001)"
12-01-2023 16:26:04.191208,"(6.0, 7.2, 6.92)","(6.0, 9.8, 9.2)","(11.0, 17.0, 16.714285714285715)","(17.0, 26.0, 23.5)","(31.0, 65.0, 56.666666666666664)","(3.3, 3.8, 3.7733333333333334)","(8.5, 9.6, 9.090909090909092)","(7.5, 13.0, 12.1)","(4.8, 5.9, 5.863157894736842)"
12-01-2023 16:26:05.474593,"(6.0, 7.2, 6.92)","(6.0, 9.8, 9.1)","(11.0, 17.0, 16.363636363636363)","(17.0, 26.0, 23.5)","(31.0, 65.0, 56.666666666666664)","(3.3, 3.8, 3.7733333333333334)","(8.5, 9.6, 9.090909090909092)","(7.5, 13.0, 12.1)","(4.8, 5.9, 5.863157894736842)"
12-01-2023 16:26:06.797801,"(6.0, 7.2, 6.92)","(6.0, 9.8, 9.1)","(11.0, 17.0, 16.363636363636363)","(17.0, 26.0, 23.5)","(31.0, 65.0, 56.666666666666664)","(3.3, 3.8, 3.7733333333333334)","(8.5, 9.6, 9.090909090909092)","(7.5, 13.0, 12.1)","(4.8, 5.9, 5.863157894736842)"
12-01-2023 16:26:07.980311,"(6.0, 7.2, 6.92)","(6.0, 9.8, 9.4)","(11.0, 17.0, 16.363636363636363)","(17.0, 26.0, 23.5)","(31.0, 65.0, 56.666666666666664)","(3.3, 3.8, 3.7733333333333334)","(8.5, 9.6, 9.090909090909092)","(7.5, 13.0, 12.1)","(4.8, 5.9, 5.863157894736842)"
12-01-2023 16:26:09.291090,"(6.0, 7.2, 6.92)","(6.0, 9.8, 9.470588235294118)","(11.0, 17.0, 16.363636363636363)","(17.0, 26.0, 23.857142857142858)","(31.0, 65.0, 56.666666666666664)","(3.3, 3.8, 3.7733333333333334)","(8.5, 9.6, 8.988235294117647)","(7.5, 13.0, 12.1)","(4.8, 5.7, 5.680555555555555)"
12-01-2023 16:26:10.664990,"(6.0, 7.2, 6.92)","(6.0, 9.8, 9.470588235294118)","(11.0, 17.0, 16.666666666666668)","(17.0, 26.0, 23.857142857142858)","(31.0, 65.0, 56.666666666666664)","(3.3, 3.8, 3.7733333333333334)","(8.5, 9.6, 8.988235294117647)","(7.5, 13.0, 12.1)","(4.8, 5.7, 5.675862068965517)"
12-01-2023 16:26:11.827729,"(6.0, 7.2, 6.92)","(6.0, 9.8, 9.615384615384617)","(11.0, 17.0, 16.666666666666668)","(17.0, 26.0, 23.857142857142858)","(31.0, 65.0, 56.666666666666664)","(3.3, 3.8, 3.782608695652174)","(8.5, 9.6, 8.988235294117647)","(7.5, 13.0, 12.1)","(4.8, 5.7, 5.675862068965517)"
12-01-2023 16:26:13.138754,"(6.0, 7.2, 6.92)","(6.0, 9.8, 9.642105263157895)","(11.0, 17.0, 16.666666666666668)","(17.0, 26.0, 23.857142857142858)","(31.0, 65.0, 60.0)","(3.3, 3.8, 3.782608695652174)","(8.0, 9.6, 8.988235294117647)","(7.5, 13.0, 12.1)","(4.8, 5.7, 5.675862068965517)"
12-01-2023 16:26:14.430453,"(6.0, 7.2, 6.92)","(6.0, 9.8, 9.333333333333334)","(11.0, 17.0, 16.666666666666668)","(17.0, 26.0, 23.857142857142858)","(31.0, 65.0, 62.5)","(3.3, 3.8, 3.782608695652174)","(8.0, 9.6, 8.988235294117647)","(7.5, 13.0, 12.1)","(4.8, 5.7, 5.675862068965517)"
12-01-2023 16:26:15.655754,"(6.0, 7.2, 6.92)","(6.0, 9.8, 9.333333333333334)","(11.0, 17.0, 16.714285714285715)","(17.0, 26.0, 23.857142857142858)","(31.0, 65.0, 62.5)","(3.3, 3.8, 3.782608695652174)","(8.0, 9.6, 8.988235294117647)","(7.5, 13.0, 12.1)","(4.8, 5.7, 5.670212765957447)"
12-01-2023 16:26:16.876818,"(6.0, 7.2, 6.95)","(6.0, 9.8, 9.333333333333334)","(11.0, 17.0, 16.714285714285715)","(17.0, 26.0, 23.857142857142858)","(31.0, 65.0, 62.5)","(3.3, 3.8, 3.782608695652174)","(8.0, 9.6, 9.040000000000001)","(7.5, 13.0, 12.1)","(4.8, 5.7, 5.667441860465116)"
12-01-2023 16:26:18.191710,"(6.0, 7.2, 7.142857142857143)","(6.0, 9.8, 9.333333333333334)","(11.0, 17.0, 16.666666666666668)","(17.0, 26.0, 23.857142857142858)","(31.0, 65.0, 69.0)","(3.3, 3.8, 3.782608695652174)","(8.0, 9.4, 9.040000000000001)","(7.5, 13.0, 12.1)","(4.8, 5.7, 5.4787878787878785)"
12-01-2023 16:26:19.593113,"(6.0, 7.2, 7.142857142857143)","(6.0, 9.8, 9.505263157894737)","(11.0, 17.0, 16.666666666666668)","(17.0, 26.0, 23.857142857142858)","(31.0, 90.0, 69.16666666666667)","(3.3, 3.8, 3.782608695652174)","(8.0, 9.4, 9.040000000000001)","(7.5, 13.0, 12.1)","(4.8, 5.5, 5.4787878787878785)"
12-01-2023 16:26:20.930704,"(6.0, 7.2, 7.142857142857143)","(6.0, 9.8, 9.505263157894737)","(11.0, 17.0, 16.714285714285715)","(17.0, 26.0, 23.857142857142858)","(31.0, 90.0, 69.16666666666667)","(3.3, 3.8, 3.782608695652174)","(8.0, 9.4, 8.96842105263158)","(7.5, 13.0, 12.1)","(4.8, 5.5, 5.456521739130435)"
12-01-2023 16:26:22.458611,"(6.0, 7.2, 7.142857142857143)","(6.0, 9.8, 9.584615384615384)","(11.0, 17.0, 16.714285714285715)","(17.0, 26.0, 23.857142857142858)","(31.0, 90.0, 72.14285714285714)","(3.3, 3.8, 3.782608695652174)","(8.0, 9.6, 8.96842105263158)","(7.5, 13.0, 12.1)","(4.8, 5.4, 5.390476190476191)"
12-01-2023 16:26:23.719254,"(6.0, 7.2, 7.142857142857143)","(6.0, 9.8, 9.584615384615384)","(11.0, 17.0, 16.714285714285715)","(17.0, 26.0, 23.857142857142858)","(31.0, 90.0, 72.14285714285714)","(3.3, 3.8, 3.782608695652174)","(8.0, 9.6, 8.96842105263158)","(7.5, 13.0, 12.1)","(4.8, 5.4, 5.336263736263737)"
12-01-2023 16:26:25.153190,"(6.0, 7.2, 6.9411764705882355)","(6.0, 9.8, 9.584615384615384)","(11.0, 17.0, 16.5)","(17.0, 26.0, 23.857142857142858)","(31.0, 90.0, 72.14285714285714)","(3.3, 3.8, 3.8)","(8.0, 9.6, 8.96842105263158)","(7.5, 13.0, 11.61111111111111)","(4.8, 5.4, 5.336263736263737)"
12-01-2023 16:26:26.444943,"(6.0, 7.4, 7.1461538461538465)","(6.0, 9.8, 9.584615384615384)","(11.0, 17.0, 16.625)","(17.0, 26.0, 23.857142857142858)","(31.0, 90.0, 72.14285714285714)","(3.3, 3.85, 3.8125)","(8.0, 9.6, 8.96842105263158)","(7.5, 12.0, 11.916666666666666)","(4.8, 5.4, 5.333333333333334)"
12-01-2023 16:26:27.849658,"(6.0, 7.6, 7.348571428571429)","(6.0, 9.8, 9.584615384615384)","(11.0, 17.0, 16.625)","(17.0, 26.0, 23.857142857142858)","(31.0, 90.0, 72.14285714285714)","(3.3, 3.85, 3.8125)","(8.0, 9.6, 8.96842105263158)","(7.5, 12.5, 11.916666666666666)","(4.8, 5.4, 5.265116279069768)"
12-01-2023 16:26:29.198711,"(6.0, 7.6, 7.092307692307692)","(6.0, 9.8, 9.584615384615384)","(11.0, 17.0, 16.625)","(17.0, 26.0, 23.857142857142858)","(31.0, 90.0, 79.58333333333333)","(3.3, 3.85, 3.8125)","(8.0, 9.6, 8.96842105263158)","(7.5, 12.5, 11.545454545454545)","(4.8, 5.4, 5.257142857142857)"
12-01-2023 16:26:30.621064,"(6.0, 7.6, 7.092307692307692)","(6.0, 9.8, 9.613333333333333)","(11.0, 17.5, 16.5)","(17.0, 26.0, 23.857142857142858)","(31.0, 90.0, 78.63636363636364)","(3.3, 3.85, 3.8125)","(8.0, 9.6, 8.96842105263158)","(7.5, 12.5, 11.545454545454545)","(4.8, 5.3, 5.245454545454545)"
12-01-2023 16:26:32.318260,"(6.0, 7.6, 7.092307692307692)","(6.5, 9.8, 9.613333333333333)","(11.0, 17.5, 16.3)","(17.0, 26.0, 23.857142857142858)","(31.0, 90.0, 81.66666666666666)","(3.3, 3.85, 3.8125)","(8.0, 9.6, 8.96842105263158)","(7.5, 12.5, 11.545454545454545)","(4.6, 5.3, 5.245454545454545)"
12-01-2023 16:26:34.137613,"(6.0, 7.6, 7.569999999999999)","(6.5, 9.8, 9.584615384615384)","(11.0, 17.5, 16.214285714285715)","(17.0, 26.0, 23.857142857142858)","(31.0, 90.0, 81.66666666666666)","(3.3, 3.85, 3.8058823529411763)","(8.0, 9.6, 8.96842105263158)","(7.5, 12.0, 11.5)","(4.6, 5.3, 5.245454545454545)"
12-01-2023 16:26:35.831010,"(6.0, 7.6, 7.569999999999999)","(6.5, 9.8, 9.584615384615384)","(11.0, 17.5, 16.214285714285715)","(17.0, 26.0, 23.857142857142858)","(31.0, 90.0, 81.66666666666666)","(3.3, 3.85, 3.7874999999999996)","(8.0, 9.6, 8.96842105263158)","(7.5, 12.0, 11.7)","(4.6, 5.3, 5.140740740740741)"
12-01-2023 16:26:37.296164,"(6.0, 7.6, 7.555555555555555)","(6.5, 9.8, 9.584615384615384)","(11.0, 17.5, 16.214285714285715)","(17.0, 26.0, 24.181818181818183)","(31.0, 90.0, 81.66666666666666)","(3.3, 3.8, 3.7874999999999996)","(8.0, 9.6, 9.028571428571428)","(7.5, 12.0, 11.704918032786885)","(4.6, 5.2, 5.081081081081082)"
12-01-2023 16:26:38.648297,"(6.0, 8.0, 7.68)","(6.5, 10.0, 9.733333333333334)","(11.0, 17.5, 16.3)","(17.0, 26.0, 24.181818181818183)","(31.0, 90.0, 81.66666666666666)","(3.3, 3.8, 3.7583333333333333)","(8.0, 9.6, 9.028571428571428)","(7.5, 12.0, 11.59090909090909)","(4.6, 5.2, 5.066666666666666)"
12-01-2023 16:26:39.939471,"(6.0, 8.0, 7.699999999999999)","(6.5, 10.0, 9.866666666666667)","(11.0, 17.5, 16.214285714285715)","(17.0, 26.0, 23.857142857142858)","(31.0, 90.0, 81.66666666666666)","(3.3, 3.85, 3.6816666666666666)","(8.0, 9.6, 9.028571428571428)","(7.5, 12.0, 11.59090909090909)","(4.6, 5.2, 5.030769230769231)"
12-01-2023 16:26:41.315416,"(6.0, 8.0, 8.133333333333333)","(6.5, 10.0, 9.866666666666667)","(11.0, 17.5, 16.3)","(17.0, 26.0, 23.857142857142858)","(31.0, 90.0, 81.66666666666666)","(3.3, 3.75, 3.6816666666666666)","(8.0, 9.6, 9.155555555555555)","(7.5, 12.0, 11.59090909090909)","(4.6, 5.2, 5.030769230769231)"
12-01-2023 16:26:42.699545,"(6.0, 8.4, 8.166666666666666)","(6.5, 10.0, 9.84)","(11.0, 17.5, 16.558823529411764)","(17.0, 26.0, 23.857142857142858)","(31.0, 90.0, 81.66666666666666)","(3.3, 3.75, 3.677941176470588)","(8.0, 9.6, 9.155555555555555)","(7.5, 12.0, 11.59090909090909)","(4.6, 5.2, 5.026666666666666)"
12-01-2023 16:26:44.150388,"(6.0, 8.4, 8.457142857142857)","(7.0, 10.0, 9.84)","(12.0, 17.5, 16.558823529411764)","(18.0, 26.0, 24.095238095238095)","(41.0, 90.0, 81.66666666666666)","(3.2, 3.75, 3.6523809523809523)","(8.0, 9.6, 9.169230769230769)","(8.5, 12.0, 11.59090909090909)","(4.4, 5.2, 5.068181818181818)"
12-01-2023 16:26:45.635991,"(6.0, 8.8, 8.457142857142857)","(7.0, 10.0, 9.84)","(12.0, 17.5, 16.357142857142858)","(18.0, 26.0, 24.095238095238095)","(41.0, 90.0, 81.66666666666666)","(3.2, 3.7, 3.651388888888889)","(8.0, 9.2, 9.169230769230769)","(8.5, 12.0, 11.59090909090909)","(4.4, 5.1, 5.0473684210526315)"
12-01-2023 16:26:47.105959,"(6.0, 8.8, 8.457142857142857)","(7.0, 10.0, 9.84)","(12.0, 17.5, 16.357142857142858)","(18.0, 26.0, 24.095238095238095)","(41.0, 90.0, 81.66666666666666)","(3.2, 3.7, 3.6511363636363634)","(8.0, 9.2, 9.169230769230769)","(8.5, 12.0, 11.59090909090909)","(4.4, 5.1, 5.0473684210526315)"
12-01-2023 16:26:48.499247,"(6.0, 8.8, 8.457142857142857)","(7.0, 10.0, 9.84)","(12.0, 17.5, 16.357142857142858)","(18.0, 26.0, 24.095238095238095)","(41.0, 90.0, 81.66666666666666)","(3.2, 3.7, 3.6511363636363634)","(8.0, 9.2, 9.169230769230769)","(8.5, 12.0, 11.59090909090909)","(4.4, 5.1, 5.0473684210526315)"
12-01-2023 16:26:49.859436,"(6.0, 8.8, 8.581818181818182)","(7.0, 10.0, 9.84)","(12.0, 17.5, 16.357142857142858)","(18.0, 26.0, 24.095238095238095)","(41.0, 90.0, 81.66666666666666)","(3.2, 3.7, 3.6511363636363634)","(8.0, 9.2, 9.169230769230769)","(8.5, 12.0, 11.59090909090909)","(4.4, 5.1, 5.0473684210526315)"
12-01-2023 16:26:51.251122,"(6.0, 8.8, 8.64)","(7.0, 10.0, 9.84)","(12.0, 17.5, 16.357142857142858)","(18.0, 26.0, 24.095238095238095)","(41.0, 90.0, 81.66666666666666)","(3.2, 3.7, 3.654444444444444)","(8.0, 9.2, 9.169230769230769)","(8.5, 12.0, 11.59090909090909)","(4.4, 5.1, 5.0473684210526315)"
12-01-2023 16:26:52.541043,"(6.0, 8.8, 8.64)","(7.0, 10.0, 9.84)","(12.0, 17.5, 16.357142857142858)","(18.0, 26.0, 24.095238095238095)","(41.0, 90.0, 81.66666666666666)","(3.2, 3.7, 3.654444444444444)","(8.0, 9.2, 9.169230769230769)","(8.5, 12.0, 11.526315789473685)","(4.4, 5.1, 4.977777777777778)"
12-01-2023 16:26:53.999112,"(6.0, 9.0, 8.84)","(7.0, 10.0, 9.84)","(12.0, 17.5, 16.357142857142858)","(18.0, 26.0, 24.095238095238095)","(41.0, 90.0, 81.66666666666666)","(3.2, 3.7, 3.654444444444444)","(8.0, 9.2, 9.1)","(8.5, 12.0, 11.5)","(4.4, 5.0, 4.977777777777778)"
12-01-2023 16:26:55.393056,"(6.0, 9.2, 8.875)","(7.0, 10.0, 9.84)","(12.0, 17.5, 16.558823529411764)","(18.0, 26.0, 24.095238095238095)","(41.0, 90.0, 81.66666666666666)","(3.2, 3.7, 3.654444444444444)","(8.0, 9.2, 9.149999999999999)","(8.5, 12.0, 11.5)","(4.4, 5.0, 4.969230769230769)"
12-01-2023 16:26:56.729573,"(6.0, 9.2, 8.863157894736842)","(7.0, 10.0, 9.84)","(12.0, 17.5, 16.558823529411764)","(18.0, 26.0, 26.5)","(41.0, 90.0, 81.66666666666666)","(3.1, 3.7, 3.654444444444444)","(8.0, 9.2, 9.071428571428571)","(8.5, 12.0, 11.5)","(4.4, 5.0, 4.942857142857143)"
12-01-2023 16:26:58.137620,"(6.0, 9.2, 9.0)","(7.0, 10.0, 9.84)","(12.0, 17.5, 16.558823529411764)","(18.0, 29.0, 26.5)","(41.0, 90.0, 81.66666666666666)","(3.1, 3.7, 3.604651162790698)","(8.0, 9.2, 9.073684210526315)","(8.5, 12.0, 11.631578947368421)","(4.4, 5.0, 4.942857142857143)"
12-01-2023 16:26:59.347195,"(6.0, 9.0, 8.9)","(7.0, 10.0, 9.823333333333334)","(12.0, 17.5, 16.558823529411764)","(18.0, 29.0, 26.5)","(41.0, 90.0, 81.66666666666666)","(3.1, 3.7, 3.604347826086957)","(8.0, 9.2, 9.124137931034483)","(8.5, 12.5, 11.5625)","(4.4, 5.0, 4.945)"
12-01-2023 16:27:00.560924,"(6.0, 9.0, 8.866666666666667)","(7.0, 10.5, 9.830434782608696)","(12.0, 17.5, 16.558823529411764)","(18.0, 29.0, 26.5)","(41.0, 90.0, 81.66666666666666)","(3.1, 3.7, 3.604651162790698)","(8.0, 9.4, 9.124137931034483)","(8.5, 12.5, 11.642857142857142)","(4.4, 5.0, 4.952941176470588)"
12-01-2023 16:27:01.816555,"(6.5, 9.0, 8.866666666666667)","(7.0, 9.6, 9.448275862068966)","(12.0, 17.5, 16.558823529411764)","(18.0, 29.0, 26.5)","(41.0, 90.0, 81.66666666666666)","(3.1, 3.7, 3.5535714285714284)","(8.0, 9.4, 9.124137931034483)","(8.5, 12.5, 11.642857142857142)","(4.4, 5.1, 4.991525423728813)"
12-01-2023 16:27:03.138353,"(6.5, 9.0, 8.866666666666667)","(7.0, 10.5, 9.625714285714285)","(12.0, 17.5, 16.804347826086957)","(18.0, 29.0, 26.5)","(41.0, 90.0, 75.0)","(3.1, 3.7, 3.606521739130435)","(8.0, 9.4, 9.177777777777777)","(8.5, 12.5, 11.833333333333334)","(4.4, 5.1, 4.995)"
12-01-2023 16:27:04.492885,"(6.5, 9.0, 8.866666666666667)","(7.0, 10.5, 9.623684210526315)","(12.0, 17.5, 16.804347826086957)","(18.0, 29.0, 27.333333333333332)","(41.0, 90.0, 75.0)","(3.1, 3.7, 3.5810344827586205)","(8.0, 9.4, 9.072727272727272)","(8.5, 12.5, 11.833333333333334)","(4.4, 5.0, 4.995)"
12-01-2023 16:27:05.835747,"(6.5, 9.0, 8.84)","(7.0, 10.5, 9.352380952380951)","(12.0, 17.5, 16.804347826086957)","(18.0, 29.0, 27.333333333333332)","(41.0, 90.0, 75.0)","(3.1, 3.7, 3.5810344827586205)","(8.0, 9.2, 9.072727272727272)","(8.5, 12.5, 11.833333333333334)","(4.4, 5.0, 5.011764705882353)"
12-01-2023 16:27:07.349654,"(6.5, 9.2, 8.96)","(7.0, 10.0, 9.433333333333334)","(12.0, 17.5, 16.804347826086957)","(18.0, 29.0, 27.333333333333332)","(41.0, 90.0, 75.0)","(3.1, 3.7, 3.5810344827586205)","(8.0, 9.2, 9.17142857142857)","(8.5, 12.5, 11.954545454545455)","(4.4, 5.1, 5.007042253521127)"
12-01-2023 16:27:08.785578,"(6.5, 9.2, 9.066666666666666)","(7.0, 10.0, 9.561290322580644)","(12.0, 17.5, 16.3)","(18.0, 29.0, 27.333333333333332)","(41.0, 90.0, 75.0)","(3.1, 3.7, 3.5854166666666667)","(8.0, 9.2, 9.3)","(8.5, 12.5, 11.954545454545455)","(4.4, 5.1, 4.893750000000001)"
12-01-2023 16:27:10.151656,"(6.5, 9.2, 9.066666666666666)","(7.0, 10.0, 9.556521739130435)","(12.0, 17.5, 16.3)","(18.0, 29.0, 27.333333333333332)","(41.0, 90.0, 75.0)","(3.1, 3.7, 3.5885135135135133)","(8.0, 9.4, 9.32)","(8.5, 12.5, 11.954545454545455)","(4.4, 4.9, 4.894444444444445)"
12-01-2023 16:27:11.646384,"(6.5, 9.2, 9.066666666666666)","(7.0, 10.0, 9.556521739130435)","(12.0, 17.5, 16.3)","(18.0, 29.0, 27.333333333333332)","(41.0, 90.0, 75.0)","(3.1, 3.7, 3.5885135135135133)","(8.0, 9.4, 9.459574468085107)","(8.5, 12.5, 11.954545454545455)","(4.4, 4.9, 4.894444444444445)"
12-01-2023 16:27:13.077637,"(6.5, 9.2, 9.066666666666666)","(7.0, 10.0, 9.556521739130435)","(12.0, 17.5, 17.0)","(18.0, 29.0, 27.333333333333332)","(41.0, 90.0, 75.0)","(3.1, 3.7, 3.589041095890411)","(8.0, 9.6, 9.432)","(8.5, 12.5, 11.954545454545455)","(4.4, 4.9, 4.894444444444445)"
12-01-2023 16:27:14.424193,"(7.0, 9.2, 9.066666666666666)","(7.5, 10.0, 9.556521739130435)","(13.0, 17.5, 17.0)","(20.0, 29.0, 27.333333333333332)","(51.0, 90.0, 75.0)","(3.1, 3.7, 3.589041095890411)","(8.0, 9.6, 9.389189189189189)","(8.5, 12.5, 11.954545454545455)","(4.2, 4.9, 4.859090909090909)"
